,MKC/V US Equity,MKC/V US Equity,MKC/V US Equity,MKC/V US Equity,MKC/V US Equity
2020-03-06,69.2327,69.2327,69.2327,69.2327,736.0
2020-03-07,69.2327,69.2327,69.2327,69.2327,736.0
2020-03-08,69.2327,69.2327,69.2327,69.2327,736.0
2020-03-09,69.2327,69.2327,69.2327,69.2327,624.0
2020-03-10,69.2327,69.2327,69.2327,69.2327,322.0
2020-03-11,69.2327,69.2327,69.2327,69.2327,258.0
2020-03-12,66.0402,66.0402,60.9637,60.9637,4164.0
2020-03-13,62.3697,62.3697,60.5507,62.3651,3934.0
2020-03-14,62.3697,62.3697,60.5507,62.3651,3934.0
2020-03-15,62.3697,62.3697,60.5507,62.3651,3934.0
2020-03-16,56.1935,58.7823,55.2748,55.2748,6286.0
2020-03-17,60.6984,62.3697,60.6682,62.3697,2952.0
2020-03-18,64.9636,68.1979,63.7247,63.7247,8000.0
2020-03-19,61.4046,63.2885,58.0821,58.0821,9184.0
2020-03-20,60.0078,61.6876,57.7155,57.864,3450.0
2020-03-21,60.0078,61.6876,57.7155,57.864,3450.0
2020-03-22,60.0078,61.6876,57.7155,57.864,3450.0
2020-03-23,55.5949,55.994,52.4906,52.9361,4124.0
2020-03-24,55.2562,55.2562,55.2562,55.2562,936.0
2020-03-25,57.5763,58.3281,56.2307,58.3281,2964.0
2020-03-26,59.1679,61.1633,57.9151,61.1633,2744.0
2020-03-27,61.5206,61.5298,61.5206,61.5298,656.0
2020-03-28,61.5206,61.5298,61.5206,61.5298,656.0
2020-03-29,61.5206,61.5298,61.5206,61.5298,656.0
2020-03-30,63.0611,66.2165,63.0611,66.2165,5220.0
2020-03-31,66.0912,66.0912,66.0912,66.0912,826.0
2020-04-01,67.0146,67.0146,63.4556,63.4556,1052.0
2020-04-02,65.3349,67.293,65.3349,67.2838,8628.0
2020-04-03,67.9752,67.9752,67.3534,67.3534,1268.0
2020-04-04,67.9752,67.9752,67.3534,67.3534,1268.0
2020-04-05,67.9752,67.9752,67.3534,67.3534,1268.0
2020-04-06,67.8261,68.9496,67.8261,68.9496,1318.0
2020-04-07,74.2442,74.2442,69.2512,69.2512,948.0
2020-04-08,70.0679,70.0679,68.9063,68.9063,1416.0
2020-04-09,68.3347,70.8882,68.3347,70.8882,1728.0
2020-04-10,68.3347,70.8882,68.3347,70.8882,1728.0
2020-04-11,68.3347,70.8882,68.3347,70.8882,1728.0
2020-04-12,68.3347,70.8882,68.3347,70.8882,1728.0
2020-04-13,73.3579,73.3579,68.9172,68.9172,1070.0
2020-04-14,72.1557,72.1557,70.7531,70.8742,1374.0
2020-04-15,70.8323,70.8323,70.8323,70.8323,528.0
2020-04-16,70.7044,73.6514,70.7044,73.6514,802.0
2020-04-17,74.5554,74.5554,71.96,72.3197,2802.0
2020-04-18,74.5554,74.5554,71.96,72.3197,2802.0
2020-04-19,74.5554,74.5554,71.96,72.3197,2802.0
2020-04-20,74.5508,74.5508,74.5508,74.5508,678.0
2020-04-21,74.5508,74.5508,74.5508,74.5508,370.0
2020-04-22,70.2312,70.7904,70.2312,70.7904,676.0
2020-04-23,74.5554,74.5554,69.9889,70.3119,3022.0
2020-04-24,74.5554,74.5554,69.9889,70.3119,80.0
2020-04-25,74.5554,74.5554,69.9889,70.3119,80.0
2020-04-26,74.5554,74.5554,69.9889,70.3119,80.0
2020-04-27,73.9497,73.9497,73.9497,73.9497,588.0
2020-04-28,73.0643,73.5116,73.0643,73.5116,872.0
2020-04-29,73.0643,73.5116,73.0643,73.5116,502.0
2020-04-30,72.9199,72.9571,72.9199,72.9571,606.0
2020-05-01,71.3309,74.5508,71.3309,74.5508,864.0
2020-05-02,71.3309,74.5508,71.3309,74.5508,864.0
2020-05-03,71.3309,74.5508,71.3309,74.5508,864.0
2020-05-04,71.3309,74.5508,71.3309,74.5508,546.0
2020-05-05,74.5554,74.5554,74.3224,74.5554,4106.0
2020-05-06,75.0214,75.2993,75.0214,75.2993,1454.0
2020-05-07,74.5647,74.5647,74.5647,74.5647,468.0
2020-05-08,75.4874,75.8881,75.3383,75.8881,2454.0
2020-05-09,75.4874,75.8881,75.3383,75.8881,2454.0
2020-05-10,75.4874,75.8881,75.3383,75.8881,2454.0
2020-05-11,77.067,77.067,77.067,77.067,758.0
2020-05-12,77.7156,78.5535,77.5237,78.2646,5344.0
2020-05-13,79.2012,79.2012,78.2016,78.2016,4196.0
2020-05-14,80.1704,82.1042,80.1471,81.291,9150.0
2020-05-15,81.079,83.7817,81.079,83.7817,3624.0
2020-05-16,81.079,83.7817,81.079,83.7817,3624.0
2020-05-17,81.079,83.7817,81.079,83.7817,3624.0
2020-05-18,83.8748,83.8748,81.9923,82.5282,3192.0
2020-05-19,81.9085,82.0301,80.627,80.627,5294.0
2020-05-20,83.8748,83.8748,79.3736,80.422,3094.0
2020-05-21,78.4556,79.7277,78.4323,79.4015,1574.0
2020-05-22,80.2403,80.2403,80.2403,80.2403,472.0
2020-05-23,80.2403,80.2403,80.2403,80.2403,472.0
2020-05-24,80.2403,80.2403,80.2403,80.2403,472.0
2020-05-25,80.2403,80.2403,80.2403,80.2403,472.0
2020-05-26,79.2944,80.1471,79.2944,80.1471,2954.0
2020-05-27,78.9356,79.504,78.9356,79.504,908.0
2020-05-28,79.4668,79.4668,79.4668,79.4668,372.0
2020-05-29,79.2944,81.778,79.2944,81.778,1930.0
2020-05-30,79.2944,81.778,79.2944,81.778,1930.0
2020-05-31,79.2944,81.778,79.2944,81.778,1930.0
2020-06-01,82.7472,82.7565,82.3371,82.4769,27254.0
2020-06-02,81.1769,81.8898,81.1769,81.4145,1408.0
2020-06-03,81.0744,81.9411,80.7086,81.9411,4084.0
2020-06-04,81.9411,81.9411,79.2245,79.7035,2684.0
2020-06-05,78.8097,79.9747,78.0316,79.5553,9588.0
2020-06-06,78.8097,79.9747,78.0316,79.5553,9588.0
2020-06-07,78.8097,79.9747,78.0316,79.5553,9588.0
2020-06-08,79.6112,80.5711,79.6112,80.3801,1902.0
2020-06-09,79.6112,80.5711,79.6112,80.3801,120.0
2020-06-10,79.6112,80.5711,79.6112,80.3801,104.0
2020-06-11,79.4101,79.4101,79.4101,79.4101,2052.0
2020-06-12,77.9151,78.7352,77.9151,78.3484,788.0
2020-06-13,77.9151,78.7352,77.9151,78.3484,788.0
2020-06-14,77.9151,78.7352,77.9151,78.3484,788.0
2020-06-15,77.766,77.8498,77.5656,77.8498,1118.0
2020-06-16,79.3969,80.641,79.3969,80.641,602.0
2020-06-17,80.1844,81.2561,80.1844,80.7855,7952.0
2020-06-18,81.2109,81.2109,80.8041,80.8041,1038.0
2020-06-19,80.8274,80.8274,80.8274,80.8274,492.0
2020-06-20,80.8274,80.8274,80.8274,80.8274,492.0
2020-06-21,80.8274,80.8274,80.8274,80.8274,492.0
2020-06-22,80.7435,80.7435,80.7435,80.7435,436.0
2020-06-23,81.2561,81.2561,81.2561,81.2561,578.0
2020-06-24,79.1126,79.7091,79.0567,79.7091,11628.0
2020-06-25,83.8748,84.0332,82.4909,83.325,3466.0
2020-06-26,83.3856,84.7695,81.4518,81.7127,2124.0
2020-06-27,83.3856,84.7695,81.4518,81.7127,2124.0
2020-06-28,83.3856,84.7695,81.4518,81.7127,2124.0
2020-06-29,82.3232,84.8068,82.3232,84.8068,1512.0
2020-06-30,84.3175,84.3175,82.7798,82.7798,1954.0
2020-07-01,84.0146,84.0146,83.8003,83.8003,3334.0
2020-07-02,84.3096,85.1796,84.3096,84.9926,2060.0
2020-07-03,84.3096,85.1796,84.3096,84.9926,2060.0
2020-07-04,84.3096,85.1796,84.3096,84.9926,2060.0
2020-07-05,84.3096,85.1796,84.3096,84.9926,2060.0
2020-07-06,85.0113,85.563,84.857,85.016,5068.0
2020-07-07,85.5958,85.5958,85.5958,85.5958,718.0
2020-07-08,85.5958,85.5958,85.5958,85.5958,82.0
2020-07-09,86.1662,86.1662,85.4368,85.4368,876.0
2020-07-10,86.3346,86.5029,86.3346,86.5029,1602.0
2020-07-11,86.3346,86.5029,86.3346,86.5029,1602.0
2020-07-12,86.3346,86.5029,86.3346,86.5029,1602.0
2020-07-13,87.3586,87.3586,85.8015,85.8015,1236.0
2020-07-14,86.5029,88.8408,86.4842,88.8408,3230.0
2020-07-15,88.8408,88.9998,87.943,88.9998,6056.0
2020-07-16,88.9717,89.3925,88.4808,89.0512,4456.0
2020-07-17,88.4714,88.4714,88.4714,88.4714,290.0
2020-07-18,88.4714,88.4714,88.4714,88.4714,290.0
2020-07-19,88.4714,88.4714,88.4714,88.4714,290.0
2020-07-20,89.8742,89.8742,89.1092,89.1775,1324.0
2020-07-21,90.0098,92.0905,90.0098,90.6784,2474.0
2020-07-22,91.0571,91.0571,89.8134,89.8134,1300.0
2020-07-23,91.5294,91.7234,91.2816,91.3611,2186.0
2020-07-24,92.5815,92.5815,90.2997,90.5942,1722.0
2020-07-25,92.5815,92.5815,90.2997,90.5942,1722.0
2020-07-26,92.5815,92.5815,90.2997,90.5942,1722.0
2020-07-27,90.482,90.482,90.482,90.482,600.0
2020-07-28,90.6737,90.7626,89.9911,89.9911,2550.0
2020-07-29,89.7853,91.4499,89.7853,91.4499,1274.0
2020-07-30,90.7111,90.7111,90.1079,90.4693,3412.0
2020-07-31,90.0846,91.1694,89.8233,91.1694,5082.0
2020-08-01,90.0846,91.1694,89.8233,91.1694,5082.0
2020-08-02,90.0846,91.1694,89.8233,91.1694,5082.0
2020-08-03,91.6463,91.6463,91.6463,91.6463,424.0
2020-08-04,93.0023,93.0023,92.4038,92.4038,930.0
2020-08-05,92.4739,92.4739,91.2068,91.4733,1840.0
2020-08-06,91.7679,92.8807,91.5294,92.8807,4478.0
2020-08-07,93.5166,94.2648,93.512,94.2648,2260.0
2020-08-08,93.5166,94.2648,93.512,94.2648,2260.0
2020-08-09,93.5166,94.2648,93.512,94.2648,2260.0
2020-08-10,93.7083,94.2868,93.7083,94.1198,1660.0
2020-08-11,94.91,94.91,92.5066,92.5066,1476.0
2020-08-12,94.0216,94.6388,93.9936,94.6388,1564.0
2020-08-13,93.6335,94.3583,93.6335,94.3583,1256.0
2020-08-14,94.2133,94.2133,94.2133,94.2133,2354.0
2020-08-15,94.2133,94.2133,94.2133,94.2133,2354.0
2020-08-16,94.2133,94.2133,94.2133,94.2133,2354.0
2020-08-17,94.7931,94.7931,94.549,94.549,982.0
2020-08-18,93.5727,96.6822,93.5727,95.5272,5826.0
2020-08-19,94.4518,94.4518,94.4518,94.4518,608.0
2020-08-20,94.6622,94.9194,94.6622,94.9194,1698.0
2020-08-21,94.9194,94.9194,94.7978,94.7978,1206.0
2020-08-22,94.9194,94.9194,94.7978,94.7978,1206.0
2020-08-23,94.9194,94.9194,94.7978,94.7978,1206.0
2020-08-24,94.6669,94.7137,94.4518,94.7137,4750.0
2020-08-25,93.7504,94.8666,93.7504,94.6903,7172.0
2020-08-26,96.0135,96.4379,96.0135,96.4379,3232.0
2020-08-27,96.1865,96.425,95.5413,96.425,1476.0
2020-08-28,97.2947,97.2947,95.1298,95.4243,2062.0
2020-08-29,97.2947,97.2947,95.1298,95.4243,2062.0
2020-08-30,97.2947,97.2947,95.1298,95.4243,2062.0
2020-08-31,95.0409,96.1772,95.0409,95.5272,1108.0
2020-09-01,97.5238,97.5238,95.2888,95.7376,1890.0
2020-09-02,95.4945,97.8113,95.4945,97.8113,2516.0
2020-09-03,98.0569,98.66,94.723,94.723,3048.0
2020-09-04,94.5266,95.8358,93.208,93.208,982.0
2020-09-05,94.5266,95.8358,93.208,93.208,982.0
2020-09-06,94.5266,95.8358,93.208,93.208,982.0
2020-09-07,94.5266,95.8358,93.208,93.208,982.0
2020-09-08,93.2454,93.54,92.834,92.834,32436.0
2020-09-09,94.2274,95.906,93.7972,95.906,15078.0
2020-09-10,94.2274,95.906,93.7972,95.906,76.0
2020-09-11,93.6288,93.6288,92.198,92.3991,2494.0
2020-09-12,93.6288,93.6288,92.198,92.3991,2494.0
2020-09-13,93.6288,93.6288,92.198,92.3991,2494.0
2020-09-14,94.0543,94.0543,94.0543,94.0543,798.0
2020-09-15,93.4044,94.204,93.1472,93.5868,3046.0
2020-09-16,93.4044,94.204,93.1472,93.5868,290.0
2020-09-17,90.4773,90.496,90.4773,90.4773,2482.0
2020-09-18,88.4434,88.4434,88.4434,88.4434,662.0
2020-09-19,88.4434,88.4434,88.4434,88.4434,662.0
2020-09-20,88.4434,88.4434,88.4434,88.4434,662.0
2020-09-21,88.1862,88.1862,88.1394,88.1394,568.0
2020-09-22,90.0518,90.0518,90.0518,90.0518,248.0
2020-09-23,90.3043,90.3043,87.7186,87.7186,986.0
2020-09-24,87.8916,89.8648,87.8916,88.3685,1434.0
2020-09-25,88.1254,88.1254,88.1254,88.1254,746.0
2020-09-26,88.1254,88.1254,88.1254,88.1254,746.0
2020-09-27,88.1254,88.1254,88.1254,88.1254,746.0
2020-09-28,89.3551,91.3938,89.3551,90.8561,3888.0
2020-09-29,88.3732,89.8835,86.8302,89.8835,1702.0
2020-09-30,90.1407,91.3283,89.631,91.3283,1590.0
2020-10-01,90.3417,90.3417,89.7386,89.7386,794.0
2020-10-02,89.2084,89.2084,89.2084,89.2084,276.0
2020-10-03,89.2084,89.2084,89.2084,89.2084,276.0
2020-10-04,89.2084,89.2084,89.2084,89.2084,276.0
2020-10-05,89.5978,91.4366,89.5978,91.4366,656.0
2020-10-06,91.7463,91.7463,89.5368,89.5368,680.0
2020-10-07,91.7463,91.7463,89.5368,89.5368,240.0
2020-10-08,91.7463,91.7463,89.5368,89.5368,54.0
2020-10-09,91.7463,91.7463,89.5368,89.5368,488.0
2020-10-10,91.7463,91.7463,89.5368,89.5368,488.0
2020-10-11,91.7463,91.7463,89.5368,89.5368,488.0
2020-10-12,91.9761,94.0026,91.9761,94.0026,1562.0
2020-10-13,94.5515,95.9137,94.5515,95.9137,886.0
2020-10-14,92.464,93.7798,92.464,93.7798,588.0
2020-10-15,96.1652,96.1652,92.9706,93.0644,1988.0
2020-10-16,93.8713,93.8713,93.8713,93.8713,972.0
2020-10-17,93.8713,93.8713,93.8713,93.8713,972.0
2020-10-18,93.8713,93.8713,93.8713,93.8713,972.0
2020-10-19,95.227,95.227,92.3702,92.3702,1092.0
2020-10-20,92.1121,92.3279,91.948,92.3279,1102.0
2020-10-21,92.3279,92.3279,92.3279,92.3279,370.0
2020-10-22,91.2396,91.2396,91.2396,91.2396,1230.0
2020-10-23,91.0238,91.4742,91.0238,91.4742,2088.0
2020-10-24,91.0238,91.4742,91.0238,91.4742,2088.0
2020-10-25,91.0238,91.4742,91.0238,91.4742,2088.0
2020-10-26,90.9769,91.2396,90.7671,91.2396,5076.0
2020-10-27,91.0145,91.0145,90.597,90.597,598.0
2020-10-28,91.0145,91.0145,90.597,90.597,666.0
2020-10-29,86.5533,86.5533,86.5533,86.5533,884.0
2020-10-30,85.146,85.4346,83.0351,83.8513,46500.0
2020-10-31,85.146,85.4346,83.0351,83.8513,46500.0
2020-11-01,85.146,85.4346,83.0351,83.8513,46500.0
2020-11-02,85.0475,86.8911,85.0475,86.1968,1698.0
2020-11-03,86.7832,88.683,86.7832,88.683,1254.0
2020-11-04,88.289,89.246,88.289,89.246,1022.0
2020-11-05,89.9543,89.9543,89.9543,89.9543,528.0
2020-11-06,89.1381,89.2366,89.1381,89.2366,638.0
2020-11-07,89.1381,89.2366,89.1381,89.2366,638.0
2020-11-08,89.1381,89.2366,89.1381,89.2366,638.0
2020-11-09,85.8309,85.8309,83.6731,83.6731,1558.0
2020-11-10,83.6027,86.0045,83.6027,86.0045,1050.0
2020-11-11,86.0702,87.2804,86.0702,87.2804,912.0
2020-11-12,86.9614,88.0544,85.9154,85.9154,1236.0
2020-11-13,86.3141,86.3141,86.3141,86.3141,354.0
2020-11-14,86.3141,86.3141,86.3141,86.3141,354.0
2020-11-15,86.3141,86.3141,86.3141,86.3141,354.0
2020-11-16,86.3141,86.3141,86.3141,86.3141,70.0
2020-11-17,86.3141,86.3141,86.3141,86.3141,158.0
2020-11-18,86.3141,86.3141,86.3141,86.3141,150.0
2020-11-19,86.3141,86.3141,86.3141,86.3141,410.0
2020-11-20,85.329,85.329,85.329,85.329,538.0
2020-11-21,85.329,85.329,85.329,85.329,538.0
2020-11-22,85.329,85.329,85.329,85.329,538.0
2020-11-23,86.7175,86.7175,86.7175,86.7175,550.0
2020-11-24,85.2352,87.872,85.2352,87.872,1118.0
2020-11-25,88.4532,88.4532,86.8536,86.8536,2268.0
2020-11-26,88.4532,88.4532,86.8536,86.8536,2268.0
2020-11-27,86.6941,86.6941,86.6941,86.6941,426.0
2020-11-28,86.6941,86.6941,86.6941,86.6941,426.0
2020-11-29,86.6941,86.6941,86.6941,86.6941,426.0
2020-11-30,87.6745,87.6745,85.9154,86.3141,1478.0
2020-12-01,90.3014,90.3014,86.9052,87.5153,3633.0
2020-12-02,87.5337,87.9649,86.5393,86.5393,1214.0
2020-12-03,90.8737,90.8737,86.8395,86.8395,732.0
2020-12-04,88.3594,88.3687,87.2054,87.2054,1125.0
2020-12-05,88.3594,88.3687,87.2054,87.2054,1125.0
2020-12-06,88.3594,88.3687,87.2054,87.2054,1125.0
2020-12-07,89.9543,89.9543,86.7976,86.9145,1041.0
2020-12-08,88.0122,89.5978,86.7973,87.6463,2393.0
2020-12-09,86.3985,86.4454,86.3985,86.4454,904.0
2020-12-10,92.0277,92.0277,86.7185,86.8301,3564.0
2020-12-11,92.0277,92.0277,87.0177,88.9786,791.0
2020-12-12,92.0277,92.0277,87.0177,88.9786,791.0
2020-12-13,92.0277,92.0277,87.0177,88.9786,791.0
2020-12-14,86.6143,88.547,86.6143,88.3406,2545.0
2020-12-15,87.9466,88.106,86.4924,86.5299,1940.0
2020-12-16,87.1561,89.0812,87.1561,89.0349,1638.0
2020-12-17,89.1099,89.1287,87.7777,89.1287,1416.0
2020-12-18,89.1287,89.1287,86.5486,86.5486,2288.0
2020-12-19,89.1287,89.1287,86.5486,86.5486,2288.0
2020-12-20,89.1287,89.1287,86.5486,86.5486,2288.0
2020-12-21,86.5486,87.0177,86.5486,87.0177,778.0
2020-12-22,89.3632,89.3632,86.4311,86.8301,1733.0
2020-12-23,88.425,89.0724,86.8958,86.8958,790.0
2020-12-24,88.425,89.0724,86.8958,86.8958,148.0
2020-12-25,88.425,89.0724,86.8958,86.8958,148.0
2020-12-26,88.425,89.0724,86.8958,86.8958,148.0
2020-12-27,88.425,89.0724,86.8958,86.8958,148.0
2020-12-28,89.1193,89.1193,89.1193,89.1193,406.0
2020-12-29,88.106,89.5896,88.106,89.1887,4587.0
2020-12-30,89.458,89.7509,88.7216,88.7216,1434.0
2020-12-31,89.571,89.9852,89.4674,89.9852,1536.0
2021-01-01,89.571,89.9852,89.4674,89.9852,1536.0
2021-01-02,89.571,89.9852,89.4674,89.9852,1536.0
2021-01-03,89.571,89.9852,89.4674,89.9852,1536.0
2021-01-04,88.7047,90.3636,87.9609,88.0362,2556.0
2021-01-05,87.3018,89.0813,87.3018,89.0813,1104.0
2021-01-06,87.5654,91.6801,87.5654,91.6801,1203.0
2021-01-07,91.5106,91.5106,88.2151,89.6274,3399.0
2021-01-08,88.7424,88.9778,88.5541,88.5541,1088.0
2021-01-09,88.7424,88.9778,88.5541,88.5541,1088.0
2021-01-10,88.7424,88.9778,88.5541,88.5541,1088.0
2021-01-11,88.8836,90.4865,88.0243,88.0243,1083.0
2021-01-12,87.942,88.733,85.7011,86.9534,3969.0
2021-01-13,87.5654,87.5701,87.5654,87.5701,556.0
2021-01-14,88.4317,88.4317,85.7114,86.3696,1988.0
2021-01-15,85.9271,87.9703,85.9271,87.283,4549.0
2021-01-16,85.9271,87.9703,85.9271,87.283,4549.0
2021-01-17,85.9271,87.9703,85.9271,87.283,4549.0
2021-01-18,85.9271,87.9703,85.9271,87.283,4549.0
2021-01-19,89.0343,89.0719,86.8404,87.507,1377.0
2021-01-20,87.0005,87.0005,87.0005,87.0005,298.0
2021-01-21,85.6823,87.8291,84.7501,87.8291,998.0
2021-01-22,87.4807,87.4807,85.7576,86.6239,1980.0
2021-01-23,87.4807,87.4807,85.7576,86.6239,1980.0
2021-01-24,87.4807,87.4807,85.7576,86.6239,1980.0
2021-01-25,86.4638,88.6576,86.4638,88.6576,985.0
2021-01-26,89.6369,90.1641,89.4203,90.1641,1661.0
2021-01-27,88.9495,94.5895,88.2528,88.2528,3563.0
2021-01-28,85.6917,88.5541,84.7407,84.7407,601.0
2021-01-29,84.7407,85.3151,83.818,85.3151,1639.0
2021-01-30,84.7407,85.3151,83.818,85.3151,1639.0
2021-01-31,84.7407,85.3151,83.818,85.3151,1639.0
2021-02-01,85.3904,85.3904,82.5092,82.5092,737.0
2021-02-02,82.641,85.3622,82.641,83.6673,9772.0
2021-02-03,83.6485,84.4018,82.9423,83.3284,3515.0
2021-02-04,82.2644,83.5073,82.2644,83.4131,1937.0
2021-02-05,83.5208,84.6089,83.5208,84.6089,997.0
2021-02-06,83.5208,84.6089,83.5208,84.6089,997.0
2021-02-07,83.5208,84.6089,83.5208,84.6089,997.0
2021-02-08,84.7596,85.2115,84.3453,84.3453,1013.0
2021-02-09,85.1644,87.4524,85.1644,85.8612,2460.0
2021-02-10,85.993,85.993,85.993,85.993,283.0
2021-02-11,88.7424,88.7424,86.4732,86.4732,421.0
2021-02-12,86.6427,86.6427,83.818,83.8368,1586.0
2021-02-13,86.6427,86.6427,83.818,83.8368,1586.0
2021-02-14,86.6427,86.6427,83.818,83.8368,1586.0
2021-02-15,86.6427,86.6427,83.818,83.8368,1586.0
2021-02-16,83.8651,83.8651,82.6599,82.6599,777.0
2021-02-17,81.417,81.417,80.6638,80.6638,1841.0
2021-02-18,80.0423,82.2268,80.0423,81.412,717.0
2021-02-19,82.8576,82.8576,77.0482,79.2232,6780.0
2021-02-20,82.8576,82.8576,77.0482,79.2232,6780.0
2021-02-21,82.8576,82.8576,77.0482,79.2232,6780.0
2021-02-22,78.2722,79.1667,77.792,78.7053,5067.0
2021-02-23,78.7053,78.7053,78.7053,78.7053,313.0
2021-02-24,78.63,80.3342,78.63,79.7316,2055.0
2021-02-25,80.0612,80.3248,79.2043,79.2043,878.0
2021-02-26,80.5884,80.5884,79.2702,79.4868,558.0
2021-02-27,80.5884,80.5884,79.2702,79.4868,558.0
2021-02-28,80.5884,80.5884,79.2702,79.4868,558.0
2021-03-01,79.2326,79.7693,79.0914,79.1855,3808.0
2021-03-02,79.694,80.0329,79.5151,79.5151,768.0
2021-03-03,80.0329,80.0329,78.4134,78.4134,1634.0
2021-03-04,78.8371,79.4539,78.065,78.065,2846.0
2021-03-05,78.6206,79.2891,76.5491,79.0537,2510.0
2021-03-06,78.6206,79.2891,76.5491,79.0537,2510.0
2021-03-07,78.6206,79.2891,76.5491,79.0537,2510.0
2021-03-08,79.8823,79.8823,79.2608,79.2608,543.0
2021-03-09,78.4887,80.306,78.4887,80.306,684.0
2021-03-10,80.0329,80.9745,79.6845,80.9086,905.0
2021-03-11,81.3323,81.3323,81.3087,81.3087,530.0
2021-03-12,81.8595,81.8595,80.8897,80.8897,346.0
2021-03-13,81.8595,81.8595,80.8897,80.8897,346.0
2021-03-14,81.8595,81.8595,80.8897,80.8897,346.0
2021-03-15,82.4433,82.4433,81.953,82.3209,489.0
2021-03-16,82.8576,82.8576,81.7466,81.7466,1109.0
2021-03-17,82.5657,82.5657,81.337,81.7654,4575.0
2021-03-18,81.756,81.756,80.6449,80.6449,387.0
2021-03-19,82.0479,82.641,80.7485,80.7485,4204.0
