,CNS US Equity,CNS US Equity,CNS US Equity,CNS US Equity,CNS US Equity
2019-04-18,37.445,39.3362,37.3641,39.021,383348.0
2019-04-19,37.445,39.3362,37.3641,39.021,383348.0
2019-04-20,37.445,39.3362,37.3641,39.021,383348.0
2019-04-21,37.445,39.3362,37.3641,39.021,383348.0
2019-04-22,38.7139,39.6352,38.4633,38.9563,340644.0
2019-04-23,38.9967,39.1786,38.5522,39.0129,442006.0
2019-04-24,39.021,39.3685,38.9806,39.1746,201388.0
2019-04-25,39.1503,39.1988,38.5846,38.9725,211896.0
2019-04-26,39.0533,39.6837,38.8028,39.5867,175797.0
2019-04-27,39.0533,39.6837,38.8028,39.5867,175797.0
2019-04-28,39.0533,39.6837,38.8028,39.5867,175797.0
2019-04-29,39.8454,39.8454,39.3039,39.6837,266498.0
2019-04-30,39.8615,40.6213,39.4655,40.5324,278930.0
2019-05-01,40.6455,40.8799,40.2899,40.492,215950.0
2019-05-02,40.4839,40.6536,39.805,40.3869,127235.0
2019-05-03,40.597,41.0173,40.0474,40.7344,166331.0
2019-05-04,40.597,41.0173,40.0474,40.7344,166331.0
2019-05-05,40.597,41.0173,40.0474,40.7344,166331.0
2019-05-06,40.2818,41.3891,40.0233,41.2759,203231.0
2019-05-07,41.0415,41.2517,39.8373,40.0959,214944.0
2019-05-08,40.104,40.8395,39.8696,40.2818,116984.0
2019-05-09,40.2818,41.1709,39.9343,40.8961,217572.0
2019-05-10,40.8065,41.3438,40.4484,41.2135,133830.0
2019-05-11,40.8065,41.3438,40.4484,41.2135,133830.0
2019-05-12,40.8065,41.3438,40.4484,41.2135,133830.0
2019-05-13,40.6844,40.9856,39.9355,40.0658,246836.0
2019-05-14,40.0169,41.0996,40.0169,40.8717,236637.0
2019-05-15,40.66,41.3601,40.5379,41.1647,125249.0
2019-05-16,41.1891,41.6857,41.1891,41.4578,218424.0
2019-05-17,41.1321,41.7345,40.9205,40.9205,125634.0
2019-05-18,41.1321,41.7345,40.9205,40.9205,125634.0
2019-05-19,41.1321,41.7345,40.9205,40.9205,125634.0
2019-05-20,40.831,41.1321,40.5054,40.7089,141763.0
2019-05-21,40.7089,41.3438,40.4891,41.3112,162083.0
2019-05-22,41.124,41.6897,41.1238,41.3845,130577.0
2019-05-23,41.01,41.5473,40.8188,41.5066,92700.0
2019-05-24,41.7182,42.1497,41.4252,41.7345,236714.0
2019-05-25,41.7182,42.1497,41.4252,41.7345,236714.0
2019-05-26,41.7182,42.1497,41.4252,41.7345,236714.0
2019-05-27,41.7182,42.1497,41.4252,41.7345,236714.0
2019-05-28,41.7671,42.1578,41.4578,41.8892,279951.0
2019-05-29,41.6938,42.0601,41.2746,41.995,237262.0
2019-05-30,42.052,42.6951,41.7508,42.6544,210390.0
2019-05-31,42.3287,42.4346,41.6246,41.6938,356678.0
2019-06-01,42.3287,42.4346,41.6246,41.6938,356678.0
2019-06-02,42.3287,42.4346,41.6246,41.6938,356678.0
2019-06-03,41.6368,41.9869,40.8147,40.9449,205901.0
2019-06-04,41.3438,41.3438,40.6926,40.7496,240810.0
2019-06-05,40.8065,41.0263,39.96,40.603,288722.0
2019-06-06,40.603,40.8717,40.4728,40.6519,192775.0
2019-06-07,40.8717,42.052,40.8717,41.4985,241895.0
2019-06-08,40.8717,42.052,40.8717,41.4985,241895.0
2019-06-09,40.8717,42.052,40.8717,41.4985,241895.0
2019-06-10,41.7182,41.8892,41.4415,41.531,92251.0
2019-06-11,41.6857,41.6857,39.6466,40.0902,250964.0
2019-06-12,40.1146,40.6844,40.1024,40.3344,192914.0
2019-06-13,40.4728,40.7007,40.2937,40.4158,105087.0
2019-06-14,40.5379,40.8879,40.2367,40.253,130839.0
2019-06-15,40.5379,40.8879,40.2367,40.253,130839.0
2019-06-16,40.5379,40.8879,40.2367,40.253,130839.0
2019-06-17,40.3344,40.5542,39.8867,40.0332,161805.0
2019-06-18,40.1146,40.9042,40.0576,40.0984,125950.0
2019-06-19,40.2286,40.3588,39.846,40.0414,369096.0
2019-06-20,40.3833,41.3764,40.1757,41.2624,285346.0
2019-06-21,41.1891,42.5811,41.1891,41.702,255566.0
2019-06-22,41.1891,42.5811,41.1891,41.702,255566.0
2019-06-23,41.1891,42.5811,41.1891,41.702,255566.0
2019-06-24,42.0764,42.3939,41.8648,41.8729,188013.0
2019-06-25,42.1497,42.1497,41.2054,41.3112,139249.0
2019-06-26,41.3601,41.5636,40.9124,41.1077,105566.0
2019-06-27,41.1077,41.7508,41.0589,41.6287,80932.0
2019-06-28,41.702,42.2392,41.702,41.8729,253447.0
2019-06-29,41.702,42.2392,41.702,41.8729,253447.0
2019-06-30,41.702,42.2392,41.702,41.8729,253447.0
2019-07-01,42.1659,42.2514,41.7996,42.2066,116783.0
2019-07-02,42.3695,42.6544,41.9624,42.3369,80932.0
2019-07-03,42.5404,43.4439,42.5404,42.7927,92788.0
2019-07-04,42.5404,43.4439,42.5404,42.7927,92788.0
2019-07-05,42.8172,42.9718,42.5892,42.9718,109690.0
2019-07-06,42.8172,42.9718,42.5892,42.9718,109690.0
2019-07-07,42.8172,42.9718,42.5892,42.9718,109690.0
2019-07-08,42.8904,43.0288,42.1415,42.2066,173006.0
2019-07-09,42.1334,42.3613,41.7508,42.3206,195640.0
2019-07-10,42.6788,43.5661,42.6706,43.3056,196150.0
2019-07-11,43.3544,43.3544,41.7874,42.288,185255.0
2019-07-12,42.4264,42.6706,42.0438,42.4753,257678.0
2019-07-13,42.4264,42.6706,42.0438,42.4753,257678.0
2019-07-14,42.4264,42.6706,42.0438,42.4753,257678.0
2019-07-15,42.5892,42.8009,42.1741,42.4834,195529.0
2019-07-16,42.5892,42.8497,42.3369,42.6218,139017.0
2019-07-17,42.6462,42.7398,42.109,42.2229,136002.0
2019-07-18,42.0438,43.0207,41.4008,43.0044,242295.0
2019-07-19,42.866,43.2567,41.9217,41.9462,310576.0
2019-07-20,42.866,43.2567,41.9217,41.9462,310576.0
2019-07-21,42.866,43.2567,41.9217,41.9462,310576.0
2019-07-22,42.0031,42.0438,41.5799,42.0357,158570.0
2019-07-23,42.0601,42.2473,41.7101,42.052,125982.0
2019-07-24,41.9624,42.7765,41.8078,42.7439,101395.0
2019-07-25,42.7032,42.7032,41.8322,42.3287,137523.0
2019-07-26,42.4102,42.7683,42.4102,42.6137,74997.0
2019-07-27,42.4102,42.7683,42.4102,42.6137,74997.0
2019-07-28,42.4102,42.7683,42.4102,42.6137,74997.0
2019-07-29,42.7113,42.7968,42.3287,42.4102,99655.0
2019-07-30,42.1822,42.4549,41.9543,42.3206,106988.0
2019-07-31,42.4427,42.7846,42.052,42.6299,218669.0
2019-08-01,42.5811,42.9393,41.706,41.9217,228858.0
2019-08-02,41.7671,42.5445,41.5961,42.3939,153539.0
2019-08-03,41.7671,42.5445,41.5961,42.3939,153539.0
2019-08-04,41.7671,42.5445,41.5961,42.3939,153539.0
2019-08-05,41.8159,42.0438,40.6397,41.0589,196131.0
2019-08-06,41.2787,41.7427,40.7089,41.4008,151366.0
2019-08-07,40.9124,42.2799,40.7089,42.1008,147974.0
2019-08-08,42.4427,43.3544,42.4427,43.273,170608.0
2019-08-09,43.2976,43.5599,42.9329,43.4041,98175.0
2019-08-10,43.2976,43.5599,42.9329,43.4041,98175.0
2019-08-11,43.2976,43.5599,42.9329,43.4041,98175.0
2019-08-12,43.1501,43.191,42.7239,42.8878,127813.0
2019-08-13,42.814,43.8057,42.814,43.4287,230229.0
2019-08-14,42.8222,43.2976,42.2158,42.2731,69821.0
2019-08-15,42.4698,43.1542,42.2895,42.5108,79827.0
2019-08-16,42.7075,43.3959,42.7075,43.2976,55618.0
2019-08-17,42.7075,43.3959,42.7075,43.2976,55618.0
2019-08-18,42.7075,43.3959,42.7075,43.2976,55618.0
2019-08-19,43.8303,44.0434,43.4041,43.5762,72017.0
2019-08-20,43.5435,44.0106,43.1992,43.7975,157982.0
2019-08-21,44.2155,44.7735,43.8631,44.4532,185578.0
2019-08-22,44.863,45.0269,44.322,44.7154,99149.0
2019-08-23,44.5187,44.9859,42.8386,42.9862,168593.0
2019-08-24,44.5187,44.9859,42.8386,42.9862,168593.0
2019-08-25,44.5187,44.9859,42.8386,42.9862,168593.0
2019-08-26,43.4287,44.0308,42.7895,43.4369,185808.0
2019-08-27,43.7156,43.9614,42.8468,42.9452,173960.0
2019-08-28,42.8059,43.2976,42.2158,43.1747,295616.0
2019-08-29,43.5599,44.6745,43.0804,44.2565,154900.0
2019-08-30,44.5187,44.5843,43.8139,44.1991,124271.0
2019-08-31,44.5187,44.5843,43.8139,44.1991,124271.0
2019-09-01,44.5187,44.5843,43.8139,44.1991,124271.0
2019-09-02,44.5187,44.5843,43.8139,44.1991,124271.0
2019-09-03,44.0598,44.1172,43.4779,43.7238,131714.0
2019-09-04,44.0024,44.5761,43.691,44.5351,109063.0
2019-09-05,45.0679,45.4858,44.2975,44.3302,137564.0
2019-09-06,44.4778,44.7236,43.6336,43.6664,282032.0
2019-09-07,44.4778,44.7236,43.6336,43.6664,282032.0
2019-09-08,44.4778,44.7236,43.6336,43.6664,282032.0
2019-09-09,43.8057,43.8303,42.937,43.1992,193290.0
2019-09-10,43.1992,43.6008,42.4862,43.1583,131467.0
2019-09-11,43.4123,44.4368,42.4698,44.2729,176129.0
2019-09-12,44.5351,45.3219,44.4614,44.8794,168821.0
2019-09-13,45.24,45.24,43.3468,44.0188,243020.0
2019-09-14,45.24,45.24,43.3468,44.0188,243020.0
2019-09-15,45.24,45.24,43.3468,44.0188,243020.0
2019-09-16,43.9287,44.5515,43.9041,44.2155,113871.0
2019-09-17,44.322,44.6007,43.7484,44.1335,162809.0
2019-09-18,44.109,44.4778,43.65,44.3794,109855.0
2019-09-19,44.445,45.1252,44.2401,44.3876,103969.0
2019-09-20,44.363,44.863,44.3466,44.5024,199446.0
2019-09-21,44.363,44.863,44.3466,44.5024,199446.0
2019-09-22,44.363,44.863,44.3466,44.5024,199446.0
2019-09-23,44.3384,44.6089,44.1008,44.5679,66209.0
2019-09-24,44.5761,44.7769,43.7402,44.1499,129508.0
2019-09-25,44.0926,44.8548,44.0926,44.74,70744.0
2019-09-26,44.445,45.2809,44.1909,45.199,105573.0
2019-09-27,45.4203,45.4203,44.6007,45.0842,212946.0
2019-09-28,45.4203,45.4203,44.6007,45.0842,212946.0
2019-09-29,45.4203,45.4203,44.6007,45.0842,212946.0
2019-09-30,45.1662,45.3219,44.9203,45.0187,108507.0
2019-10-01,45.3875,45.3875,43.8959,43.945,109560.0
2019-10-02,43.7238,44.0352,42.4616,42.8304,178810.0
2019-10-03,42.8222,42.9534,41.3552,42.56,288825.0
2019-10-04,42.5436,44.0844,42.5436,44.0434,104895.0
2019-10-05,42.5436,44.0844,42.5436,44.0434,104895.0
2019-10-06,42.5436,44.0844,42.5436,44.0434,104895.0
2019-10-07,43.9696,44.3057,43.4615,43.6828,92266.0
2019-10-08,43.4943,44.3057,43.2484,44.0188,110394.0
2019-10-09,44.7154,45.8628,44.3466,45.7399,141436.0
2019-10-10,45.8956,46.7889,45.6743,45.871,167082.0
2019-10-11,46.5185,47.6741,46.5185,47.338,320749.0
2019-10-12,46.5185,47.6741,46.5185,47.338,320749.0
2019-10-13,46.5185,47.6741,46.5185,47.338,320749.0
2019-10-14,47.0922,47.2069,46.2152,46.9283,189090.0
2019-10-15,47.0184,47.7478,46.8053,47.0266,207705.0
2019-10-16,46.8791,48.1494,46.8791,48.0265,233021.0
2019-10-17,48.5428,50.2967,48.0593,50.1655,411404.0
2019-10-18,50.1737,51.4809,50.0393,50.9851,303211.0
2019-10-19,50.1737,51.4809,50.0393,50.9851,303211.0
2019-10-20,50.1737,51.4809,50.0393,50.9851,303211.0
2019-10-21,51.5752,52.5013,51.3703,52.2308,200456.0
2019-10-22,52.1079,52.5013,51.8702,51.9932,442043.0
2019-10-23,51.5342,52.657,51.5342,51.9768,185441.0
2019-10-24,52.1571,52.5259,51.8047,52.1325,146320.0
2019-10-25,51.944,52.3046,51.5014,51.5588,159910.0
2019-10-26,51.944,52.3046,51.5014,51.5588,159910.0
2019-10-27,51.944,52.3046,51.5014,51.5588,159910.0
2019-10-28,51.8866,52.2964,51.567,51.6735,193663.0
2019-10-29,51.6326,52.8701,51.6326,52.5423,136513.0
2019-10-30,52.4603,54.2429,52.3538,54.0257,179136.0
2019-10-31,53.8044,54.2961,53.3373,53.6323,246621.0
2019-11-01,54.0995,54.4355,53.788,54.3781,118101.0
2019-11-02,54.0995,54.4355,53.788,54.3781,118101.0
2019-11-03,54.0995,54.4355,53.788,54.3781,118101.0
2019-11-04,54.7551,55.1075,54.4601,55.0665,139853.0
2019-11-05,55.1977,55.4763,54.6486,54.7633,258632.0
2019-11-06,54.6813,55.4271,54.3207,55.4271,167806.0
2019-11-07,55.673,55.7386,53.5995,54.0913,315609.0
2019-11-08,54.1404,54.583,53.5749,53.6815,337800.0
2019-11-09,54.1404,54.583,53.5749,53.6815,337800.0
2019-11-10,54.1404,54.583,53.5749,53.6815,337800.0
2019-11-11,53.4028,53.8864,53.0258,53.8536,147451.0
2019-11-12,54.2224,54.2961,53.1815,53.4356,221391.0
2019-11-13,53.1078,53.9983,52.7992,53.8372,182802.0
2019-11-14,53.6651,54.3721,53.3823,54.2142,228476.0
2019-11-15,54.3842,55.863,54.0017,55.659,221800.0
2019-11-16,54.3842,55.863,54.0017,55.659,221800.0
2019-11-17,54.3842,55.863,54.0017,55.659,221800.0
2019-11-18,55.387,55.744,55.2052,55.659,138230.0
2019-11-19,55.863,56.3304,55.7737,55.931,120487.0
2019-11-20,55.778,56.3219,55.761,55.9395,131034.0
2019-11-21,56.1944,56.1944,55.438,56.0839,147727.0
2019-11-22,56.1859,56.4154,55.948,56.0245,133358.0
2019-11-23,56.1859,56.4154,55.948,56.0245,133358.0
2019-11-24,56.1859,56.4154,55.948,56.0245,133358.0
2019-11-25,56.1264,56.8318,55.9225,56.6109,131803.0
2019-11-26,56.6789,56.8998,56.4069,56.8403,218105.0
2019-11-27,57.1633,57.601,56.6449,57.2568,135485.0
2019-11-28,57.1633,57.601,56.6449,57.2568,135485.0
2019-11-29,57.1463,57.5542,56.9423,57.0528,79118.0
2019-11-30,57.1463,57.5542,56.9423,57.0528,79118.0
2019-12-01,57.1463,57.5542,56.9423,57.0528,79118.0
2019-12-02,57.0528,57.3758,55.404,55.659,164262.0
2019-12-03,55.1151,55.778,55.1151,55.761,101035.0
2019-12-04,55.948,56.4154,55.8545,56.0669,107379.0
2019-12-05,56.2879,57.3078,56.2199,57.1888,185385.0
2019-12-06,57.7242,57.9877,56.6619,56.9168,192925.0
2019-12-07,57.7242,57.9877,56.6619,56.9168,192925.0
2019-12-08,57.7242,57.9877,56.6619,56.9168,192925.0
2019-12-09,56.7978,56.7978,56.2199,56.4579,156689.0
2019-12-10,56.4324,56.7214,56.1774,56.3134,148058.0
2019-12-11,56.5344,56.6109,55.9225,56.4834,167390.0
2019-12-12,56.6619,57.5627,56.6619,56.7893,213574.0
2019-12-13,56.7384,56.8658,56.1094,56.3899,128659.0
2019-12-14,56.7384,56.8658,56.1094,56.3899,128659.0
2019-12-15,56.7384,56.8658,56.1094,56.3899,128659.0
2019-12-16,56.7044,56.7851,55.2553,55.591,158516.0
2019-12-17,55.778,55.9055,55.1193,55.659,167503.0
2019-12-18,55.914,56.0754,54.9929,55.1576,238216.0
2019-12-19,55.0301,55.1151,53.8147,54.5796,335519.0
2019-12-20,54.6136,55.1916,54.3502,54.5202,435698.0
2019-12-21,54.6136,55.1916,54.3502,54.5202,435698.0
2019-12-22,54.6136,55.1916,54.3502,54.5202,435698.0
2019-12-23,54.6221,54.6221,53.0838,53.1008,119174.0
2019-12-24,53.1008,53.3813,52.7694,53.2453,61786.0
2019-12-25,53.1008,53.3813,52.7694,53.2453,61786.0
2019-12-26,53.5258,53.5258,53.0753,53.3983,64596.0
2019-12-27,53.5768,53.5768,53.0329,53.2538,107399.0
2019-12-28,53.5768,53.5768,53.0329,53.2538,107399.0
2019-12-29,53.5768,53.5768,53.0329,53.2538,107399.0
2019-12-30,53.4578,53.6278,52.8793,53.6108,166718.0
2019-12-31,53.1178,53.4408,52.8544,53.3388,223261.0
2020-01-01,53.1178,53.4408,52.8544,53.3388,223261.0
2020-01-02,53.7383,54.0017,53.3388,53.7723,98506.0
2020-01-03,53.1943,53.8742,53.1178,53.7298,116454.0
2020-01-04,53.1943,53.8742,53.1178,53.7298,116454.0
2020-01-05,53.1943,53.8742,53.1178,53.7298,116454.0
2020-01-06,53.4408,53.4663,52.7524,53.1943,159106.0
2020-01-07,53.1603,53.4323,52.4039,52.8374,151386.0
2020-01-08,52.8884,53.5173,52.6589,52.8119,226744.0
2020-01-09,53.2623,53.5938,53.1433,53.5343,158330.0
2020-01-10,53.4408,54.6136,53.3558,54.1632,210273.0
2020-01-11,53.4408,54.6136,53.3558,54.1632,210273.0
2020-01-12,53.4408,54.6136,53.3558,54.1632,210273.0
2020-01-13,54.1887,55.4295,54.1887,55.4125,152718.0
2020-01-14,55.5315,55.982,54.7411,54.8431,162798.0
2020-01-15,54.8006,56.0584,54.8006,55.8545,141150.0
2020-01-16,56.2369,56.7129,56.2114,56.5939,113011.0
2020-01-17,56.9168,57.1718,55.931,56.2199,141450.0
2020-01-18,56.9168,57.1718,55.931,56.2199,141450.0
2020-01-19,56.9168,57.1718,55.931,56.2199,141450.0
2020-01-20,56.9168,57.1718,55.931,56.2199,141450.0
2020-01-21,56.0584,56.4494,55.846,55.9735,98072.0
2020-01-22,56.3219,57.5797,56.3219,56.9763,204178.0
2020-01-23,58.5996,62.4496,57.7922,62.4496,395823.0
2020-01-24,62.7046,64.4213,61.7739,62.6536,332875.0
2020-01-25,62.7046,64.4213,61.7739,62.6536,332875.0
2020-01-26,62.7046,64.4213,61.7739,62.6536,332875.0
2020-01-27,61.5572,63.036,61.451,62.3901,159642.0
2020-01-28,62.9,63.359,62.1096,62.4411,156183.0
2020-01-29,62.6281,64.0559,62.4411,63.7839,154289.0
2020-01-30,63.359,64.1664,63.036,64.0219,115634.0
2020-01-31,63.5204,64.2513,62.2966,62.8745,187770.0
2020-02-01,63.5204,64.2513,62.2966,62.8745,187770.0
2020-02-02,63.5204,64.2513,62.2966,62.8745,187770.0
2020-02-03,63.1975,64.1579,63.1805,63.7244,118110.0
2020-02-04,64.4043,64.5913,63.9237,64.2938,91744.0
2020-02-05,64.3788,64.3788,62.1776,62.4581,281662.0
2020-02-06,62.9,63.7329,62.3136,63.6309,235620.0
2020-02-07,63.325,63.9029,63.2272,63.6819,173228.0
2020-02-08,63.325,63.9029,63.2272,63.6819,173228.0
2020-02-09,63.325,63.9029,63.2272,63.6819,173228.0
2020-02-10,63.6309,64.9228,63.6309,64.2343,163815.0
2020-02-11,64.6763,65.2542,64.2173,64.2513,91020.0
2020-02-12,64.4298,64.8123,63.7924,63.8349,90891.0
2020-02-13,63.7584,64.3703,63.3675,63.8944,111567.0
2020-02-14,63.9284,64.5474,62.6621,63.1465,146693.0
2020-02-15,63.9284,64.5474,62.6621,63.1465,146693.0
2020-02-16,63.9284,64.5474,62.6621,63.1465,146693.0
2020-02-17,63.9284,64.5474,62.6621,63.1465,146693.0
2020-02-18,63.4779,64.0729,63.036,64.0304,77261.0
2020-02-19,64.2683,66.4865,64.2683,66.3846,135859.0
2020-02-20,66.0361,66.0616,65.0247,65.5007,96292.0
2020-02-21,65.6197,65.7556,64.8038,65.4072,196799.0
2020-02-22,65.6197,65.7556,64.8038,65.4072,196799.0
2020-02-23,65.6197,65.7556,64.8038,65.4072,196799.0
2020-02-24,64.0644,65.1395,63.8561,64.4383,163437.0
2020-02-25,64.6678,65.0162,60.6521,60.7328,114126.0
2020-02-26,60.7243,61.96,60.6903,61.2597,120876.0
2020-02-27,60.1379,60.1379,54.7326,54.7496,233383.0
2020-02-28,53.0395,54.1853,51.1242,53.5696,275128.0
2020-02-29,53.0395,54.1853,51.1242,53.5696,275128.0
2020-03-01,53.0395,54.1853,51.1242,53.5696,275128.0
2020-03-02,54.1596,56.8445,53.9801,56.8189,243337.0
2020-03-03,56.8958,58.3751,55.827,57.5029,220301.0
2020-03-04,58.5119,59.1019,57.2037,59.0335,147124.0
2020-03-05,57.4089,57.9689,54.6812,55.2541,139772.0
2020-03-06,53.544,55.0489,52.5778,54.8779,250405.0
2020-03-07,53.544,55.0489,52.5778,54.8779,250405.0
2020-03-08,53.544,55.0489,52.5778,54.8779,250405.0
2020-03-09,51.3807,52.0647,49.3627,49.6021,179214.0
2020-03-10,50.7137,50.7137,44.8822,48.1656,342569.0
2020-03-11,46.8488,48.063,44.2922,44.7368,287886.0
2020-03-12,41.633,42.2657,38.1956,38.854,317498.0
2020-03-13,41.4534,45.5406,39.9913,45.5406,403446.0
