,WHD US Equity,WHD US Equity,WHD US Equity,WHD US Equity,WHD US Equity
2019-03-19,34.1275,34.9444,33.5386,34.08,6849156.0
2019-03-20,34.1085,35.2673,33.5481,34.9444,1435388.0
2019-03-21,34.8969,35.5903,34.5502,35.3813,832970.0
2019-03-22,35.1629,35.1629,33.0162,33.0922,467023.0
2019-03-23,35.1629,35.1629,33.0162,33.0922,467023.0
2019-03-24,35.1629,35.1629,33.0162,33.0922,467023.0
2019-03-25,32.9592,35.1818,32.5413,34.213,491888.0
2019-03-26,34.6309,34.9966,33.9851,34.175,467885.0
2019-03-27,34.0041,34.4742,33.3582,33.6241,433101.0
2019-03-28,33.2062,34.27,32.9972,34.137,689446.0
2019-03-29,34.555,34.555,33.5956,33.8141,961295.0
2019-03-30,34.555,34.555,33.5956,33.8141,961295.0
2019-03-31,34.555,34.555,33.5956,33.8141,961295.0
2019-04-01,34.118,34.6167,34.08,34.4315,427900.0
2019-04-02,34.422,34.4647,34.0325,34.1845,372727.0
2019-04-03,34.4125,34.7164,33.8996,33.9661,313027.0
2019-04-04,33.9851,34.8779,33.8806,34.8494,593044.0
2019-04-05,35.0299,35.9037,34.5122,35.8182,637009.0
2019-04-06,35.0299,35.9037,34.5122,35.8182,637009.0
2019-04-07,35.0299,35.9037,34.5122,35.8182,637009.0
2019-04-08,35.8182,35.9987,35.0109,35.3338,398151.0
2019-04-09,35.0774,35.3243,34.574,34.9349,318167.0
2019-04-10,35.2008,36.1032,35.1676,35.7992,885989.0
2019-04-11,35.8277,36.2433,35.4383,35.5238,383047.0
2019-04-12,35.9227,36.0842,35.2293,35.5048,331587.0
2019-04-13,35.9227,36.0842,35.2293,35.5048,331587.0
2019-04-14,35.9227,36.0842,35.2293,35.5048,331587.0
2019-04-15,35.3053,35.8087,35.3053,35.4478,264598.0
2019-04-16,35.7992,36.1982,35.481,36.0937,544985.0
2019-04-17,36.1887,36.5686,35.7517,35.9607,298510.0
2019-04-18,36.0842,36.1887,35.3528,35.8467,390334.0
2019-04-19,36.0842,36.1887,35.3528,35.8467,390334.0
2019-04-20,36.0842,36.1887,35.3528,35.8467,390334.0
2019-04-21,36.0842,36.1887,35.3528,35.8467,390334.0
2019-04-22,36.1317,37.6039,36.0937,37.4709,1131482.0
2019-04-23,37.8224,38.6392,36.8061,37.0815,594405.0
2019-04-24,37.129,37.433,36.1223,36.3786,286507.0
2019-04-25,36.2362,36.7301,35.3338,35.7328,604199.0
2019-04-26,35.6948,35.8277,33.8901,34.7354,628781.0
2019-04-27,35.6948,35.8277,33.8901,34.7354,628781.0
2019-04-28,35.6948,35.8277,33.8901,34.7354,628781.0
2019-04-29,34.7354,35.0869,34.346,34.7829,589638.0
2019-04-30,35.1439,35.3718,33.827,34.479,1241322.0
2019-05-01,34.479,34.9729,33.0162,33.1397,719404.0
2019-05-02,34.0705,35.4193,33.1492,35.2483,1150628.0
2019-05-03,35.5713,36.0524,34.9444,35.1439,778044.0
2019-05-04,35.5713,36.0524,34.9444,35.1439,778044.0
2019-05-05,35.5713,36.0524,34.9444,35.1439,778044.0
2019-05-06,34.6404,35.728,34.308,35.7138,468114.0
2019-05-07,35.3433,35.9132,34.4695,34.9349,795670.0
2019-05-08,34.7924,35.4858,33.6241,34.327,926674.0
2019-05-09,33.9471,34.5265,33.6241,34.251,723740.0
2019-05-10,34.0136,34.574,33.5006,34.5265,519281.0
2019-05-11,34.0136,34.574,33.5006,34.5265,519281.0
2019-05-12,34.0136,34.574,33.5006,34.5265,519281.0
2019-05-13,33.9186,34.4125,32.4178,32.8643,811640.0
2019-05-14,32.9592,33.8426,32.6458,33.4911,550075.0
2019-05-15,33.1397,34.3745,32.8168,34.213,316627.0
2019-05-16,34.3555,34.7544,34.099,34.4315,531523.0
2019-05-17,33.9661,34.2035,32.6268,32.8643,419112.0
2019-05-18,33.9661,34.2035,32.6268,32.8643,419112.0
2019-05-19,33.9661,34.2035,32.6268,32.8643,419112.0
2019-05-20,32.5033,32.8168,32.1376,32.3703,351335.0
2019-05-21,32.5033,33.5291,32.5033,33.4152,325986.0
2019-05-22,33.1587,33.3392,32.2089,32.6458,668707.0
2019-05-23,31.8859,32.3798,30.4137,31.1356,945905.0
2019-05-24,31.5345,31.7429,30.7841,31.3255,935877.0
2019-05-25,31.5345,31.7429,30.7841,31.3255,935877.0
2019-05-26,31.5345,31.7429,30.7841,31.3255,935877.0
2019-05-27,31.5345,31.7429,30.7841,31.3255,935877.0
2019-05-28,31.4775,32.2231,31.183,31.7814,605693.0
2019-05-29,31.1735,32.0189,30.6606,31.8574,691651.0
2019-05-30,31.8004,32.2849,30.8506,31.0121,273745.0
2019-05-31,30.3377,31.3065,30.0527,30.9171,316149.0
2019-06-01,30.3377,31.3065,30.0527,30.9171,316149.0
2019-06-02,30.3377,31.3065,30.0527,30.9171,316149.0
2019-06-03,31.0311,31.6247,30.5562,31.2875,397778.0
2019-06-04,31.563,31.9429,30.8981,31.5155,408066.0
2019-06-05,31.506,31.7434,30.8601,31.4395,475512.0
2019-06-06,31.297,31.9809,30.4137,31.2685,426741.0
2019-06-07,31.1261,31.4395,30.6036,31.1166,449776.0
2019-06-08,31.1261,31.4395,30.6036,31.1166,449776.0
2019-06-09,31.1261,31.4395,30.6036,31.1166,449776.0
2019-06-10,31.3065,31.8384,31.0311,31.1451,422960.0
2019-06-11,31.3635,31.8194,30.6416,30.9551,758595.0
2019-06-12,30.8601,31.3255,29.3404,29.5303,615290.0
2019-06-13,29.9673,30.3472,29.5303,30.3187,627007.0
2019-06-14,30.2712,30.7746,29.4923,29.5588,351610.0
2019-06-15,30.2712,30.7746,29.4923,29.5588,351610.0
2019-06-16,30.2712,30.7746,29.4923,29.5588,351610.0
2019-06-17,29.6348,29.9958,29.0649,29.0839,772157.0
2019-06-18,28.9794,29.3641,28.2576,29.1029,777464.0
2019-06-19,29.1219,29.2169,28.3763,28.59,343073.0
2019-06-20,29.0554,30.2522,29.0554,29.8628,473109.0
2019-06-21,29.7013,30.1857,29.3879,29.7773,619494.0
2019-06-22,29.7013,30.1857,29.3879,29.7773,619494.0
2019-06-23,29.7013,30.1857,29.3879,29.7773,619494.0
2019-06-24,29.7203,29.7708,29.0364,29.1124,544822.0
2019-06-25,28.9509,29.1457,28.457,29.0174,343991.0
2019-06-26,29.2169,30.2047,29.1694,29.9103,424524.0
2019-06-27,29.9103,30.8221,29.8438,30.2237,685518.0
2019-06-28,30.2902,31.715,30.2902,31.4585,2028036.0
2019-06-29,30.2902,31.715,30.2902,31.4585,2028036.0
2019-06-30,30.2902,31.715,30.2902,31.4585,2028036.0
2019-07-01,31.8764,32.1936,30.6986,31.0881,791270.0
2019-07-02,31.0026,31.0026,29.2644,29.4543,432836.0
2019-07-03,29.5113,29.8533,28.837,29.2739,310778.0
2019-07-04,29.5113,29.8533,28.837,29.2739,310778.0
2019-07-05,29.1029,29.6918,28.9984,29.6823,210732.0
2019-07-06,29.1029,29.6918,28.9984,29.6823,210732.0
2019-07-07,29.1029,29.6918,28.9984,29.6823,210732.0
2019-07-08,29.4828,30.8696,29.4449,30.2712,850868.0
2019-07-09,30.0432,30.9171,29.7488,30.8316,983621.0
2019-07-10,31.1735,31.316,30.0527,30.2427,510585.0
2019-07-11,30.2997,30.3852,29.6348,29.8913,275499.0
2019-07-12,29.9103,30.2142,29.5493,30.1572,347532.0
2019-07-13,29.9103,30.2142,29.5493,30.1572,347532.0
2019-07-14,29.9103,30.2142,29.5493,30.1572,347532.0
2019-07-15,30.2427,30.9361,29.8913,30.2047,515145.0
2019-07-16,30.1002,30.9076,29.4069,29.4828,477299.0
2019-07-17,29.3309,29.7393,29.0079,29.2074,482684.0
2019-07-18,28.9984,29.4733,28.78,29.1694,372428.0
2019-07-19,29.1124,29.3594,28.6755,29.2169,498853.0
2019-07-20,29.1124,29.3594,28.6755,29.2169,498853.0
2019-07-21,29.1124,29.3594,28.6755,29.2169,498853.0
2019-07-22,29.3499,29.9673,29.3499,29.7678,515982.0
2019-07-23,29.7773,30.0907,28.8939,29.0459,855430.0
2019-07-24,28.9889,29.6823,28.9509,29.5968,468682.0
2019-07-25,29.6823,29.7535,27.7446,27.9061,491383.0
2019-07-26,28.0201,28.1816,27.5784,28.0011,609571.0
2019-07-27,28.0201,28.1816,27.5784,28.0011,609571.0
2019-07-28,28.0201,28.1816,27.5784,28.0011,609571.0
2019-07-29,27.8301,28.0581,25.997,26.3579,980187.0
2019-07-30,26.2249,28.1531,26.2059,28.0296,597359.0
2019-07-31,27.9916,28.9604,27.6877,27.8966,479237.0
2019-08-01,28.7705,30.2807,26.9468,28.495,1220535.0
2019-08-02,28.2481,28.552,27.3552,27.9821,553134.0
2019-08-03,28.2481,28.552,27.3552,27.9821,553134.0
2019-08-04,28.2481,28.552,27.3552,27.9821,553134.0
2019-08-05,27.2792,27.3647,26.1394,26.6808,527820.0
2019-08-06,26.7758,26.7948,25.3606,26.016,478232.0
2019-08-07,25.4081,26.6048,25.0709,26.4339,639990.0
2019-08-08,26.6048,27.1273,26.3864,27.1178,620490.0
2019-08-09,27.0988,27.2317,26.5099,26.8803,367580.0
2019-08-10,27.0988,27.2317,26.5099,26.8803,367580.0
2019-08-11,27.0988,27.2317,26.5099,26.8803,367580.0
2019-08-12,26.6523,27.0323,26.3674,26.7758,432273.0
2019-08-13,26.5004,27.5357,26.3009,26.3959,369936.0
2019-08-14,25.674,25.9305,24.3442,24.4107,567836.0
2019-08-15,24.2968,24.6339,23.9548,24.5627,331910.0
2019-08-16,24.6482,25.3273,24.4487,25.2846,319753.0
2019-08-17,24.6482,25.3273,24.4487,25.2846,319753.0
2019-08-18,24.6482,25.3273,24.4487,25.2846,319753.0
2019-08-19,25.731,25.9115,25.3131,25.579,409736.0
2019-08-20,25.4555,25.4935,24.8477,24.8761,357916.0
2019-08-21,25.1896,25.4366,24.8761,25.0186,318619.0
2019-08-22,25.1421,25.2323,24.5152,24.5342,319472.0
2019-08-23,24.1448,24.7812,23.3469,23.5844,577199.0
2019-08-24,24.1448,24.7812,23.3469,23.5844,577199.0
2019-08-25,24.1448,24.7812,23.3469,23.5844,577199.0
2019-08-26,23.9168,24.0973,23.4419,23.5844,225962.0
2019-08-27,23.7743,23.9263,23.157,23.2424,428708.0
2019-08-28,23.1854,23.7743,23.0145,23.4609,427471.0
2019-08-29,23.7553,24.4772,23.6604,24.2303,498716.0
2019-08-30,24.4202,24.6957,23.7458,24.1923,512831.0
2019-08-31,24.4202,24.6957,23.7458,24.1923,512831.0
2019-09-01,24.4202,24.6957,23.7458,24.1923,512831.0
2019-09-02,24.4202,24.6957,23.7458,24.1923,512831.0
2019-09-03,23.6414,24.4582,23.2234,24.3062,465639.0
2019-09-04,24.6007,24.9901,24.3442,24.9331,394842.0
2019-09-05,25.3986,26.2534,25.1136,25.6455,473268.0
2019-09-06,25.4935,25.693,24.7622,25.465,252817.0
2019-09-07,25.4935,25.693,24.7622,25.465,252817.0
2019-09-08,25.4935,25.693,24.7622,25.465,252817.0
2019-09-09,25.7405,27.4692,25.4366,27.4502,683175.0
2019-09-10,27.5927,28.8275,27.4027,27.7446,830796.0
2019-09-11,27.8206,28.5425,27.5974,28.2956,870667.0
2019-09-12,27.8871,27.8871,26.6808,27.6212,515990.0
2019-09-13,27.7826,28.1531,27.4882,27.9916,314612.0
2019-09-14,27.7826,28.1531,27.4882,27.9916,314612.0
2019-09-15,27.7826,28.1531,27.4882,27.9916,314612.0
2019-09-16,28.875,30.3377,28.875,29.6253,836439.0
2019-09-17,29.2549,29.8818,28.495,29.5208,489955.0
2019-09-18,29.3309,30.1525,28.1531,29.2169,787374.0
2019-09-19,29.3974,29.5588,28.8844,28.9509,538506.0
2019-09-20,28.9889,29.2454,28.1436,28.4665,2269339.0
2019-09-21,28.9889,29.2454,28.1436,28.4665,2269339.0
2019-09-22,28.9889,29.2454,28.1436,28.4665,2269339.0
2019-09-23,28.1911,28.5615,27.8206,28.1816,456805.0
2019-09-24,28.0011,28.0866,27.3932,27.5832,384850.0
2019-09-25,27.0798,28.0771,26.1679,28.0201,288661.0
2019-09-26,27.7731,28.1341,27.2602,27.6687,407524.0
2019-09-27,27.5452,28.2101,27.2792,27.9346,500815.0
2019-09-28,27.5452,28.2101,27.2792,27.9346,500815.0
2019-09-29,27.5452,28.2101,27.2792,27.9346,500815.0
2019-09-30,27.8396,28.0581,26.9753,27.4882,737779.0
2019-10-01,27.8111,28.3525,26.9658,27.0893,670842.0
2019-10-02,26.9848,27.1985,26.5004,26.9563,517716.0
2019-10-03,26.7758,27.2648,26.7188,27.1937,384575.0
2019-10-04,27.2982,27.4027,26.4196,26.6048,300607.0
2019-10-05,27.2982,27.4027,26.4196,26.6048,300607.0
2019-10-06,27.2982,27.4027,26.4196,26.6048,300607.0
2019-10-07,26.5669,26.9658,26.3449,26.4529,241265.0
2019-10-08,26.2439,26.6998,26.0729,26.1869,363979.0
2019-10-09,26.4054,26.5574,26.0254,26.2534,335567.0
2019-10-10,26.3484,26.6713,25.94,26.4244,641076.0
2019-10-11,26.7473,27.4122,26.4339,27.0513,410102.0
2019-10-12,26.7473,27.4122,26.4339,27.0513,410102.0
2019-10-13,26.7473,27.4122,26.4339,27.0513,410102.0
2019-10-14,26.6048,26.8091,25.9305,26.6333,360896.0
2019-10-15,26.5289,27.1652,26.4244,26.6618,346003.0
2019-10-16,26.5289,27.0988,25.8355,25.9875,336964.0
2019-10-17,26.1394,26.5574,25.7595,25.8735,415055.0
2019-10-18,25.8545,26.3674,25.3321,25.3416,308065.0
2019-10-19,25.8545,26.3674,25.3321,25.3416,308065.0
2019-10-20,25.8545,26.3674,25.3321,25.3416,308065.0
2019-10-21,25.4366,26.2439,25.4366,26.0444,480836.0
2019-10-22,26.1394,26.9278,26.1394,26.5384,375516.0
2019-10-23,26.3199,27.1273,25.9305,27.1178,250931.0
2019-10-24,27.2507,27.3077,25.9115,26.7473,715021.0
2019-10-25,26.7378,27.4122,26.7378,27.1368,166264.0
2019-10-26,26.7378,27.4122,26.7378,27.1368,166264.0
2019-10-27,26.7378,27.4122,26.7378,27.1368,166264.0
2019-10-28,27.1747,27.5452,26.7758,26.8898,392782.0
2019-10-29,26.6143,27.9726,26.6143,27.7731,280950.0
2019-10-30,27.2887,27.2887,25.8545,25.8545,634453.0
2019-10-31,26.2724,28.9224,26.1014,28.2291,1183187.0
2019-11-01,28.4095,29.4496,27.9441,29.2739,490936.0
2019-11-02,28.4095,29.4496,27.9441,29.2739,490936.0
2019-11-03,28.4095,29.4496,27.9441,29.2739,490936.0
2019-11-04,29.6918,29.8438,29.1409,29.6918,393586.0
2019-11-05,29.8913,29.911,28.609,28.9889,440727.0
2019-11-06,28.9129,29.0079,27.8016,28.495,381042.0
2019-11-07,28.818,29.3119,28.0866,28.419,452771.0
2019-11-08,28.1056,28.704,28.0106,28.685,238645.0
2019-11-09,28.1056,28.704,28.0106,28.685,238645.0
2019-11-10,28.1056,28.704,28.0106,28.685,238645.0
2019-11-11,28.3335,29.0269,28.0486,28.875,202771.0
2019-11-12,29.0839,29.6348,28.7467,29.2929,273539.0
2019-11-13,29.1409,29.2834,28.7515,28.9794,270867.0
2019-11-14,28.9794,29.5873,28.9699,29.1789,211901.0
2019-11-15,29.4449,29.8153,29.1124,29.2264,245897.0
2019-11-16,29.4449,29.8153,29.1124,29.2264,245897.0
2019-11-17,29.4449,29.8153,29.1124,29.2264,245897.0
2019-11-18,28.9699,29.3214,28.2006,28.5425,453633.0
2019-11-19,28.59,29.2074,28.3905,28.8939,405527.0
2019-11-20,28.8275,29.2169,28.3525,28.9604,641037.0
2019-11-21,29.1314,29.1314,28.3335,28.9319,313737.0
2019-11-22,29.0649,29.2264,28.533,28.704,204463.0
2019-11-23,29.0649,29.2264,28.533,28.704,204463.0
2019-11-24,29.0649,29.2264,28.533,28.704,204463.0
2019-11-25,28.647,29.4733,28.343,29.2929,270406.0
2019-11-26,29.2929,29.4828,28.875,29.0459,312560.0
2019-11-27,29.2549,29.5493,29.0516,29.5018,166662.0
2019-11-28,29.2549,29.5493,29.0516,29.5018,166662.0
2019-11-29,29.197,29.2637,28.6826,28.7588,66114.0
2019-11-30,29.197,29.2637,28.6826,28.7588,66114.0
2019-12-01,29.197,29.2637,28.6826,28.7588,66114.0
2019-12-02,28.9779,29.559,28.3111,28.6826,363074.0
2019-12-03,28.4635,28.5969,28.0349,28.2635,284302.0
2019-12-04,28.5778,29.5209,28.4826,29.1494,353090.0
2019-12-05,29.378,29.378,28.6445,29.1494,386296.0
2019-12-06,29.3209,30.1115,29.0827,29.7876,321948.0
2019-12-07,29.3209,30.1115,29.0827,29.7876,321948.0
2019-12-08,29.3209,30.1115,29.0827,29.7876,321948.0
2019-12-09,29.5114,30.0067,29.5114,29.8924,259708.0
2019-12-10,29.9019,30.2925,29.6638,30.2544,351379.0
2019-12-11,30.0925,30.3878,29.6257,30.1972,338140.0
2019-12-12,30.2544,30.9974,30.0829,30.9403,501480.0
2019-12-13,30.9403,31.3356,30.4544,30.9403,401043.0
2019-12-14,30.9403,31.3356,30.4544,30.9403,401043.0
2019-12-15,30.9403,31.3356,30.4544,30.9403,401043.0
2019-12-16,31.2927,31.8833,31.2642,31.5214,464584.0
2019-12-17,31.569,31.8595,31.1689,31.2451,345205.0
2019-12-18,31.1975,32.0262,31.0355,31.9881,262793.0
2019-12-19,31.931,32.7978,31.7881,32.4739,422982.0
2019-12-20,32.6549,32.6549,31.95,32.2834,693238.0
2019-12-21,32.6549,32.6549,31.95,32.2834,693238.0
2019-12-22,32.6549,32.6549,31.95,32.2834,693238.0
2019-12-23,32.2549,32.9979,32.1596,32.9502,273150.0
2019-12-24,33.0836,33.3408,32.8645,33.1979,152302.0
2019-12-25,33.0836,33.3408,32.8645,33.1979,152302.0
2019-12-26,33.3122,33.3408,33.0265,33.1598,233694.0
2019-12-27,33.2455,33.3143,32.3692,32.6168,327173.0
2019-12-28,33.2455,33.3143,32.3692,32.6168,327173.0
2019-12-29,33.2455,33.3143,32.3692,32.6168,327173.0
2019-12-30,32.6359,33.3694,32.6073,32.9502,288168.0
2019-12-31,32.7502,32.9502,32.5692,32.693,254421.0
2020-01-01,32.7502,32.9502,32.5692,32.693,254421.0
2020-01-02,33.036,33.055,32.3406,32.5978,444894.0
2020-01-03,32.9788,33.4075,32.6073,33.0265,282848.0
2020-01-04,32.9788,33.4075,32.6073,33.0265,282848.0
2020-01-05,32.9788,33.4075,32.6073,33.0265,282848.0
2020-01-06,32.9979,33.6075,32.9407,33.4742,267912.0
2020-01-07,33.4265,33.4361,32.8264,33.1408,207472.0
2020-01-08,32.9407,33.0122,31.9881,32.1596,413464.0
2020-01-09,32.2549,32.4168,31.3689,31.7881,446919.0
2020-01-10,31.7214,31.75,31.3308,31.3785,229595.0
2020-01-11,31.7214,31.75,31.3308,31.3785,229595.0
2020-01-12,31.7214,31.75,31.3308,31.3785,229595.0
2020-01-13,31.2642,31.4166,30.9307,31.0641,180864.0
2020-01-14,30.9688,31.3594,30.5497,31.0927,174543.0
2020-01-15,30.7783,31.1784,30.3116,30.5402,395311.0
2020-01-16,30.7879,31.7786,30.7879,31.75,221798.0
2020-01-17,31.8643,32.0167,31.5785,31.9977,272093.0
2020-01-18,31.8643,32.0167,31.5785,31.9977,272093.0
2020-01-19,31.8643,32.0167,31.5785,31.9977,272093.0
2020-01-20,31.8643,32.0167,31.5785,31.9977,272093.0
2020-01-21,31.6833,31.9691,31.388,31.6642,255096.0
2020-01-22,31.6642,31.7119,30.6164,30.9784,235720.0
2020-01-23,30.6259,31.1165,29.8734,30.845,197867.0
2020-01-24,30.826,30.9498,29.1494,29.3971,233742.0
2020-01-25,30.826,30.9498,29.1494,29.3971,233742.0
2020-01-26,30.826,30.9498,29.1494,29.3971,233742.0
2020-01-27,28.7398,28.9112,28.0158,28.3206,431403.0
2020-01-28,28.5493,29.0827,28.1968,29.0256,286734.0
2020-01-29,29.2065,29.5685,28.8731,28.8827,284710.0
2020-01-30,28.4635,28.835,27.8348,28.5016,373721.0
2020-01-31,28.1015,28.3302,27.2537,27.4538,226860.0
2020-02-01,28.1015,28.3302,27.2537,27.4538,226860.0
2020-02-02,28.1015,28.3302,27.2537,27.4538,226860.0
2020-02-03,27.549,27.6729,27.0727,27.0823,417212.0
2020-02-04,27.6919,28.1396,27.5062,27.6252,219851.0
2020-02-05,28.1492,28.8922,28.0634,28.3587,250957.0
2020-02-06,28.454,28.454,27.8539,28.1111,203465.0
2020-02-07,27.8443,28.1682,27.3109,27.4252,307308.0
2020-02-08,27.8443,28.1682,27.3109,27.4252,307308.0
2020-02-09,27.8443,28.1682,27.3109,27.4252,307308.0
2020-02-10,27.2918,27.6586,27.1594,27.5586,305972.0
2020-02-11,28.0539,28.2349,27.4633,27.8253,312888.0
2020-02-12,28.3206,28.3968,27.7586,28.2921,223504.0
2020-02-13,28.0539,28.3778,27.9205,28.1301,150728.0
2020-02-14,28.2063,28.3635,27.5871,28.0063,250606.0
2020-02-15,28.2063,28.3635,27.5871,28.0063,250606.0
2020-02-16,28.2063,28.3635,27.5871,28.0063,250606.0
2020-02-17,28.2063,28.3635,27.5871,28.0063,250606.0
2020-02-18,27.8062,27.8062,27.0442,27.3395,254423.0
2020-02-19,27.5586,28.0063,27.2775,27.6919,355714.0
2020-02-20,27.73,28.5874,27.73,27.7681,243891.0
2020-02-21,27.53,27.6252,26.806,27.4252,257387.0
2020-02-22,27.53,27.6252,26.806,27.4252,257387.0
2020-02-23,27.53,27.6252,26.806,27.4252,257387.0
2020-02-24,26.4726,26.4821,25.7105,25.7677,318965.0
2020-02-25,25.9106,25.9677,24.777,25.0151,480148.0
2020-02-26,25.3485,25.5152,24.1864,24.3007,567948.0
2020-02-27,23.8053,25.2057,23.3952,24.1673,1319612.0
2020-02-28,23.3356,26.1558,23.3356,26.108,889416.0
2020-02-29,23.3356,26.1558,23.3356,26.108,889416.0
2020-03-01,23.3356,26.1558,23.3356,26.108,889416.0
2020-03-02,26.2896,26.825,25.2571,26.7676,434987.0
2020-03-03,26.7007,26.997,25.2093,26.0984,451886.0
2020-03-04,26.2705,26.3756,25.2667,25.7638,281334.0
2020-03-05,25.1042,25.5057,24.0383,24.6453,563718.0
2020-03-06,23.7658,24.196,21.1574,21.6435,911617.0
2020-03-07,23.7658,24.196,21.1574,21.6435,911617.0
2020-03-08,23.7658,24.196,21.1574,21.6435,911617.0
2020-03-09,18.6704,18.6704,13.7949,13.8809,1479989.0
2020-03-10,14.3876,14.9038,12.7624,14.053,1268703.0
2020-03-11,13.7184,13.8522,12.2557,12.4278,953407.0
2020-03-12,11.4814,13.422,10.9556,12.1315,1550150.0
2020-03-13,12.9632,12.9632,11.185,12.2844,2006735.0
