,TAP US Equity,TAP US Equity,TAP US Equity,TAP US Equity,TAP US Equity
2020-02-17,50.7069,50.9903,50.1586,50.4967,2123501.0
2020-02-18,50.4053,50.6795,49.336,49.7656,2385851.0
2020-02-19,49.7016,50.3505,49.2812,50.1586,1688591.0
2020-02-20,50.0215,50.6613,49.8844,50.643,1113032.0
2020-02-21,50.2957,50.7069,50.1453,50.5333,1636663.0
2020-02-22,50.2957,50.7069,50.1453,50.5333,1636663.0
2020-02-23,50.2957,50.7069,50.1453,50.5333,1636663.0
2020-02-24,49.665,49.9027,48.8699,49.5371,1706801.0
2020-02-25,49.5097,49.5097,46.978,46.9962,2277801.0
2020-02-26,47.1059,48.5591,46.9962,47.2887,3070753.0
2020-02-27,46.4296,47.3161,44.7844,45.7075,3142070.0
2020-02-28,44.5194,45.3511,43.5232,45.342,3090035.0
2020-02-29,44.5194,45.3511,43.5232,45.342,3090035.0
2020-03-01,44.5194,45.3511,43.5232,45.342,3090035.0
2020-03-02,45.342,47.0511,45.1043,47.0511,2477272.0
2020-03-03,46.978,47.7411,45.4288,46.0914,1652686.0
2020-03-04,46.4661,47.9742,46.2194,47.965,2162618.0
2020-03-05,46.5255,47.0419,45.1592,45.8081,2352136.0
2020-03-06,44.5231,45.6972,43.5986,44.4121,3069484.0
2020-03-07,44.5231,45.6972,43.5986,44.4121,3069484.0
2020-03-08,44.5231,45.6972,43.5986,44.4121,3069484.0
2020-03-09,41.9992,42.5262,39.4477,39.762,3171377.0
2020-03-10,40.7882,41.7727,38.5509,40.5755,2905706.0
2020-03-11,39.2812,39.9561,37.3676,37.8483,2655261.0
2020-03-12,35.6388,36.2767,33.5772,35.5001,3959982.0
2020-03-13,37.3953,39.3645,34.9917,39.346,4338414.0
2020-03-14,37.3953,39.3645,34.9917,39.346,4338414.0
2020-03-15,37.3953,39.3645,34.9917,39.346,4338414.0
2020-03-16,34.6681,40.8806,34.6126,38.6896,3976326.0
2020-03-17,39.1703,41.0285,38.024,40.668,4529747.0
2020-03-18,38.4492,41.9622,35.6018,37.3953,4106793.0
2020-03-19,36.97,38.9022,34.5202,35.6018,2754172.0
2020-03-20,35.8052,38.0887,33.8083,34.1504,4171508.0
2020-03-21,35.8052,38.0887,33.8083,34.1504,4171508.0
2020-03-22,35.8052,38.0887,33.8083,34.1504,4171508.0
2020-03-23,33.8823,34.4555,31.4416,31.9501,3005744.0
2020-03-24,33.5864,36.101,33.2814,34.6403,3067738.0
2020-03-25,34.326,36.3183,34.1596,34.7051,3072321.0
2020-03-26,34.9547,35.9624,34.5294,35.7035,2907659.0
2020-03-27,34.4185,35.9069,32.7359,35.1858,3070616.0
2020-03-28,34.4185,35.9069,32.7359,35.1858,3070616.0
2020-03-29,34.4185,35.9069,32.7359,35.1858,3070616.0
2020-03-30,35.2782,37.6542,34.2706,37.2566,2211244.0
2020-03-31,36.8868,37.6264,35.7312,36.0641,2228946.0
2020-04-01,34.2336,35.4724,33.947,34.9917,1565586.0
2020-04-02,34.6403,37.1827,34.2521,36.9793,2559505.0
2020-04-03,36.7944,38.403,36.7759,37.913,1847060.0
2020-04-04,36.7944,38.403,36.7759,37.913,1847060.0
2020-04-05,36.7944,38.403,36.7759,37.913,1847060.0
2020-04-06,39.2073,39.9607,38.0332,39.6603,2000125.0
2020-04-07,41.2966,41.8143,40.1688,40.2427,2121224.0
2020-04-08,40.4369,42.5817,40.2704,42.1749,1709068.0
2020-04-09,42.406,44.597,42.2581,43.8205,2077684.0
2020-04-10,42.406,44.597,42.2581,43.8205,2077684.0
2020-04-11,42.406,44.597,42.2581,43.8205,2077684.0
2020-04-12,42.406,44.597,42.2581,43.8205,2077684.0
2020-04-13,43.6725,43.9129,40.7419,41.6202,1689718.0
2020-04-14,42.2119,43.7095,41.9992,43.0531,1816439.0
2020-04-15,42.0732,42.3062,40.1688,41.2319,1579798.0
2020-04-16,41.4353,41.4353,39.2073,39.9099,2696058.0
2020-04-17,40.8066,41.3798,40.2242,41.0285,2335191.0
2020-04-18,40.8066,41.3798,40.2242,41.0285,2335191.0
2020-04-19,40.8066,41.3798,40.2242,41.0285,2335191.0
2020-04-20,40.215,41.2227,39.9561,40.2057,1630847.0
2020-04-21,39.2997,39.5493,38.574,38.9207,1830811.0
2020-04-22,39.6603,39.6603,38.6896,38.9207,1453936.0
2020-04-23,39.0224,39.9931,38.6434,38.7081,1500656.0
2020-04-24,38.893,39.9561,38.7173,39.7805,1354838.0
2020-04-25,38.893,39.9561,38.7173,39.7805,1354838.0
2020-04-26,38.893,39.9561,38.7173,39.7805,1354838.0
2020-04-27,39.9469,41.4538,39.725,41.2227,1647423.0
2020-04-28,42.6464,42.7758,41.5467,42.0085,2673580.0
2020-04-29,42.7481,43.6679,42.4522,42.6833,3032656.0
2020-04-30,38.7081,39.5833,37.4878,37.913,5459071.0
2020-05-01,37.2659,37.4138,35.8976,35.9808,2659940.0
2020-05-02,37.2659,37.4138,35.8976,35.9808,2659940.0
2020-05-03,37.2659,37.4138,35.8976,35.9808,2659940.0
2020-05-04,35.5926,35.8694,34.4647,35.306,2930886.0
2020-05-05,35.5279,35.685,34.6126,34.6126,1993045.0
2020-05-06,35.0194,35.3984,34.3399,34.8345,2020565.0
2020-05-07,35.2598,35.7127,34.3445,34.7605,2050172.0
2020-05-08,35.4724,36.1103,35.0949,35.9531,1594120.0
2020-05-09,35.4724,36.1103,35.0949,35.9531,1594120.0
2020-05-10,35.4724,36.1103,35.0949,35.9531,1594120.0
2020-05-11,35.685,36.0733,35.3245,35.6295,1883681.0
2020-05-12,35.6758,35.8514,34.8437,34.8437,2103329.0
2020-05-13,34.5202,34.5941,33.0502,33.4847,2382936.0
2020-05-14,32.8746,33.7436,32.0148,33.5495,2442779.0
2020-05-15,33.5679,34.1689,33.2351,33.6049,1955450.0
2020-05-16,33.5679,34.1689,33.2351,33.6049,1955450.0
2020-05-17,33.5679,34.1689,33.2351,33.6049,1955450.0
2020-05-18,34.5664,35.8884,34.5664,35.6388,1873590.0
2020-05-19,35.5926,35.722,34.6867,34.9732,1478960.0
2020-05-20,35.3892,35.6573,34.8715,35.0286,1692094.0
2020-05-21,34.7975,35.0148,33.9285,34.0117,5581740.0
2020-05-22,33.7806,34.326,33.3923,34.0487,2851337.0
2020-05-23,33.7806,34.326,33.3923,34.0487,2851337.0
2020-05-24,33.7806,34.326,33.3923,34.0487,2851337.0
2020-05-25,33.7806,34.326,33.3923,34.0487,2851337.0
2020-05-26,34.5202,34.89,33.6234,33.9562,5742404.0
2020-05-27,34.7883,36.7944,34.4924,36.7389,4859497.0
2020-05-28,37.3029,37.3953,35.3799,35.4539,2894814.0
2020-05-29,34.7605,35.1673,34.3075,35.0933,3545310.0
2020-05-30,34.7605,35.1673,34.3075,35.0933,3545310.0
2020-05-31,34.7605,35.1673,34.3075,35.0933,3545310.0
2020-06-01,35.269,35.5001,34.8807,35.1026,1909162.0
2020-06-02,35.7035,36.4246,35.4077,36.3506,2102998.0
2020-06-03,36.9793,38.4492,36.8868,37.4785,4122104.0
2020-06-04,37.534,39.1148,37.3583,39.1148,7418188.0
2020-06-05,40.4091,40.9453,39.0964,39.198,2951264.0
2020-06-06,40.4091,40.9453,39.0964,39.198,2951264.0
2020-06-07,40.4091,40.9453,39.0964,39.198,2951264.0
2020-06-08,39.9839,40.3814,39.4014,40.0948,2808537.0
2020-06-09,39.0686,39.3182,38.477,38.5971,2709341.0
2020-06-10,38.5694,38.5786,36.4893,36.517,2091102.0
2020-06-11,35.1303,35.5926,33.6327,33.7898,3151262.0
2020-06-12,34.8068,35.2228,33.9747,35.1765,3262247.0
2020-06-13,34.8068,35.2228,33.9747,35.1765,3262247.0
2020-06-14,34.8068,35.2228,33.9747,35.1765,3262247.0
2020-06-15,34.0579,35.7404,33.7528,35.3707,2470372.0
2020-06-16,36.7482,36.9608,35.2598,36.7944,4257182.0
2020-06-17,36.9146,36.9932,35.6295,35.8422,2004077.0
2020-06-18,35.3707,36.3322,35.1858,36.1288,1357108.0
2020-06-19,36.5355,36.8868,35.0564,35.1581,3809943.0
2020-06-20,36.5355,36.8868,35.0564,35.1581,3809943.0
2020-06-21,36.5355,36.8868,35.0564,35.1581,3809943.0
2020-06-22,34.9547,35.2043,34.4555,35.0841,1757623.0
2020-06-23,35.5648,35.6203,34.8068,35.1026,1891216.0
2020-06-24,34.5571,34.5953,33.3461,33.7436,3022544.0
2020-06-25,33.4108,33.4108,32.3754,32.8931,3318107.0
2020-06-26,32.6804,32.7452,31.6265,31.8299,3603493.0
2020-06-27,32.6804,32.7452,31.6265,31.8299,3603493.0
2020-06-28,32.6804,32.7452,31.6265,31.8299,3603493.0
2020-06-29,32.3476,33.004,32.1812,32.7452,2800049.0
2020-06-30,32.7544,32.7729,31.0164,31.7652,6523623.0
2020-07-01,31.9224,32.8746,31.4426,32.4123,2926392.0
2020-07-02,33.0225,33.4108,32.5048,32.6712,1441246.0
2020-07-03,33.0225,33.4108,32.5048,32.6712,1441246.0
2020-07-04,33.0225,33.4108,32.5048,32.6712,1441246.0
2020-07-05,33.0225,33.4108,32.5048,32.6712,1441246.0
2020-07-06,33.2814,33.5495,32.4956,32.967,1564555.0
2020-07-07,32.5048,32.6804,32.0333,32.0426,2008930.0
2020-07-08,32.172,32.4678,31.8022,32.1165,2131183.0
2020-07-09,31.9131,32.0148,30.6743,30.739,2151433.0
2020-07-10,30.8407,32.0795,30.7113,32.0426,1506736.0
2020-07-11,30.8407,32.0795,30.7113,32.0426,1506736.0
2020-07-12,30.8407,32.0795,30.7113,32.0426,1506736.0
2020-07-13,32.0056,32.1165,31.1273,31.7282,2087041.0
2020-07-14,31.4879,32.5603,31.1643,32.4308,1805716.0
2020-07-15,33.1242,33.8176,32.8931,33.0687,2148739.0
2020-07-16,32.9763,33.6974,32.8006,33.3461,1213298.0
2020-07-17,33.2906,33.6512,32.9763,33.3553,1492271.0
2020-07-18,33.2906,33.6512,32.9763,33.3553,1492271.0
2020-07-19,33.2906,33.6512,32.9763,33.3553,1492271.0
2020-07-20,33.2074,33.2074,32.1627,32.3569,1857000.0
2020-07-21,32.6435,33.5032,32.6435,33.1427,1815955.0
2020-07-22,32.9116,33.2721,32.6065,33.0965,1422932.0
2020-07-23,33.041,33.9932,32.9809,33.7898,1922751.0
2020-07-24,33.6512,33.9746,33.5032,33.7344,1574596.0
2020-07-25,33.6512,33.9746,33.5032,33.7344,1574596.0
2020-07-26,33.6512,33.9746,33.5032,33.7344,1574596.0
2020-07-27,33.5864,33.7344,33.0965,33.42,1613797.0
2020-07-28,33.2814,34.0579,33.2814,33.5772,2113194.0
2020-07-29,33.7528,34.1411,33.2998,33.9562,2572843.0
2020-07-30,35.5186,36.0733,34.3214,34.6126,4292981.0
2020-07-31,34.6958,35.4169,34.1874,34.6866,4412808.0
2020-08-01,34.6958,35.4169,34.1874,34.6866,4412808.0
2020-08-02,34.6958,35.4169,34.1874,34.6866,4412808.0
2020-08-03,34.7051,34.7205,33.91,34.0302,1759270.0
2020-08-04,34.0025,34.4277,33.8407,33.9747,1562886.0
2020-08-05,34.2798,34.4647,33.5864,33.7713,1630319.0
2020-08-06,33.4385,33.984,33.3831,33.8083,1580180.0
2020-08-07,33.5217,34.5017,33.5217,34.4555,1428465.0
2020-08-08,33.5217,34.5017,33.5217,34.4555,1428465.0
2020-08-09,33.5217,34.5017,33.5217,34.4555,1428465.0
2020-08-10,34.5941,35.0841,34.5756,35.0379,1744691.0
2020-08-11,35.796,36.2767,35.232,35.3245,1841661.0
2020-08-12,35.8052,36.138,35.2782,35.5279,1703050.0
2020-08-13,35.2505,35.5186,34.7605,34.9547,1071297.0
2020-08-14,34.6311,35.195,34.5387,34.8345,900650.0
2020-08-15,34.6311,35.195,34.5387,34.8345,900650.0
2020-08-16,34.6311,35.195,34.5387,34.8345,900650.0
2020-08-17,34.7975,35.2043,34.4462,34.89,1625644.0
2020-08-18,34.9547,35.1396,34.5664,34.9084,1050981.0
2020-08-19,35.0194,35.4077,34.8068,34.9917,1140269.0
2020-08-20,34.6681,34.8807,34.326,34.3538,987546.0
2020-08-21,34.1781,34.2243,33.4847,34.0209,1812882.0
2020-08-22,34.1781,34.2243,33.4847,34.0209,1812882.0
2020-08-23,34.1781,34.2243,33.4847,34.0209,1812882.0
2020-08-24,34.1874,35.1673,33.9101,35.1488,1050584.0
2020-08-25,35.3614,35.5186,34.7698,34.779,929079.0
2020-08-26,34.779,35.1211,34.4092,34.6681,856749.0
2020-08-27,34.7051,35.3891,34.6126,34.7328,868170.0
2020-08-28,34.9177,35.1211,34.6034,35.0286,1274069.0
2020-08-29,34.9177,35.1211,34.6034,35.0286,1274069.0
2020-08-30,34.9177,35.1211,34.6034,35.0286,1274069.0
2020-08-31,34.8437,35.0656,34.6496,34.7975,1905412.0
2020-09-01,34.6219,34.6403,33.9146,34.2151,1865933.0
2020-09-02,34.363,35.1581,34.2428,35.0564,1582947.0
2020-09-03,35.4077,35.7867,34.779,35.1303,2338984.0
2020-09-04,35.3245,35.6751,34.7513,35.4262,1639615.0
2020-09-05,35.3245,35.6751,34.7513,35.4262,1639615.0
2020-09-06,35.3245,35.6751,34.7513,35.4262,1639615.0
2020-09-07,35.3245,35.6751,34.7513,35.4262,1639615.0
2020-09-08,35.343,35.5417,34.6912,34.9084,1820668.0
2020-09-09,35.1303,35.5001,34.6588,34.6866,2424908.0
2020-09-10,34.9177,34.9177,32.7775,32.9116,3361443.0
2020-09-11,32.9116,32.9393,31.9778,32.4401,2806982.0
2020-09-12,32.9116,32.9393,31.9778,32.4401,2806982.0
2020-09-13,32.9116,32.9393,31.9778,32.4401,2806982.0
2020-09-14,32.662,32.8284,32.2644,32.3661,1690578.0
2020-09-15,32.1258,32.3014,31.3584,31.7005,3739048.0
2020-09-16,32.0703,32.588,31.8946,31.9501,2471808.0
2020-09-17,31.8669,32.4539,31.3954,32.4123,2122305.0
2020-09-18,32.3476,32.5788,31.511,31.719,4989343.0
2020-09-19,32.3476,32.5788,31.511,31.719,4989343.0
2020-09-20,32.3476,32.5788,31.511,31.719,4989343.0
2020-09-21,31.3122,31.4139,30.5819,31.0534,3717042.0
2020-09-22,30.9979,31.4047,30.9794,31.1828,2191583.0
2020-09-23,31.3122,31.5849,30.5819,30.5819,2822421.0
2020-09-24,30.4802,30.7668,29.6851,30.5541,3589191.0
2020-09-25,30.3877,30.6928,29.7591,30.1843,2355119.0
2020-09-26,30.3877,30.6928,29.7591,30.1843,2355119.0
2020-09-27,30.3877,30.6928,29.7591,30.1843,2355119.0
2020-09-28,30.739,31.1181,30.3692,31.0441,1834807.0
2020-09-29,32.1258,32.588,30.9979,30.9979,3779333.0
2020-09-30,31.1088,31.3122,30.6558,31.0256,2427273.0
2020-10-01,30.9702,31.0718,30.1659,30.3045,3057522.0
2020-10-02,30.0364,31.6635,29.907,31.4694,2840373.0
2020-10-03,30.0364,31.6635,29.907,31.4694,2840373.0
2020-10-04,30.0364,31.6635,29.907,31.4694,2840373.0
2020-10-05,31.6635,32.3384,31.266,32.3107,2623912.0
2020-10-06,32.662,33.2536,32.2459,32.2829,2290640.0
2020-10-07,32.9393,33.7806,32.8284,32.9855,2948816.0
2020-10-08,33.1057,34.1226,32.8931,34.0209,2278769.0
2020-10-09,34.0209,34.2613,33.2906,33.3831,1649353.0
2020-10-10,34.0209,34.2613,33.2906,33.3831,1649353.0
2020-10-11,34.0209,34.2613,33.2906,33.3831,1649353.0
2020-10-12,33.2906,33.5032,32.4956,32.9578,5442736.0
2020-10-13,32.8191,32.9763,32.588,32.6712,1904351.0
2020-10-14,32.5418,32.9116,32.5048,32.7267,1468914.0
2020-10-15,32.3661,32.9301,32.0241,32.8838,1897154.0
2020-10-16,32.8191,33.1334,32.5696,32.7267,1547550.0
2020-10-17,32.8191,33.1334,32.5696,32.7267,1547550.0
2020-10-18,32.8191,33.1334,32.5696,32.7267,1547550.0
2020-10-19,32.7821,32.9763,31.9409,32.098,1475803.0
2020-10-20,32.4123,32.5972,31.7929,32.0795,1434641.0
2020-10-21,31.8114,32.3291,31.5341,31.9778,1864080.0
2020-10-22,31.9686,32.7036,31.6543,32.6342,1481910.0
2020-10-23,33.2444,33.4663,32.6804,32.9855,1246367.0
2020-10-24,33.2444,33.4663,32.6804,32.9855,1246367.0
2020-10-25,33.2444,33.4663,32.6804,32.9855,1246367.0
2020-10-26,32.7821,32.7821,31.8207,32.2459,1528160.0
2020-10-27,31.9224,32.1165,31.2105,31.2567,1961746.0
2020-10-28,30.7205,30.9702,30.1566,30.4247,3257510.0
2020-10-29,30.6466,31.8669,30.0827,30.8592,5140036.0
2020-10-30,30.887,32.6342,30.887,32.5972,5588613.0
2020-10-31,30.887,32.6342,30.887,32.5972,5588613.0
2020-11-01,30.887,32.6342,30.887,32.5972,5588613.0
2020-11-02,32.8191,34.7236,32.3661,34.7143,4932329.0
2020-11-03,35.1118,36.0456,34.9547,35.759,4029976.0
2020-11-04,35.1858,35.232,33.7621,34.4739,5643411.0
2020-11-05,35.2875,35.722,34.7328,35.3614,2899284.0
2020-11-06,35.4077,35.7405,35.1997,35.4262,2122688.0
2020-11-07,35.4077,35.7405,35.1997,35.4262,2122688.0
2020-11-08,35.4077,35.7405,35.1997,35.4262,2122688.0
2020-11-09,38.0887,39.2812,37.3583,38.0517,4295091.0
2020-11-10,38.403,39.8729,37.7559,39.5678,3365936.0
2020-11-11,39.6233,39.6557,38.8283,39.1703,2119520.0
2020-11-12,38.7081,39.3552,38.3199,39.0131,1907324.0
2020-11-13,39.198,41.1487,39.0964,40.8066,2885473.0
2020-11-14,39.198,41.1487,39.0964,40.8066,2885473.0
2020-11-15,39.198,41.1487,39.0964,40.8066,2885473.0
2020-11-16,41.8421,41.9807,40.326,41.5277,3913426.0
2020-11-17,40.7789,41.9253,40.4553,41.7219,2400717.0
2020-11-18,41.879,42.0453,40.2427,40.2704,3211656.0
2020-11-19,40.1318,41.0193,39.9839,40.7142,1625709.0
2020-11-20,40.4923,40.9546,40.0023,40.2704,1740500.0
2020-11-21,40.4923,40.9546,40.0023,40.2704,1740500.0
2020-11-22,40.4923,40.9546,40.0023,40.2704,1740500.0
2020-11-23,40.5848,40.8898,40.1133,40.7974,1853755.0
2020-11-24,41.4076,43.728,41.4076,43.4876,3371387.0
2020-11-25,43.2843,43.4322,42.3043,42.9884,3480437.0
2020-11-26,43.2843,43.4322,42.3043,42.9884,3480437.0
2020-11-27,42.8682,43.6263,42.6834,43.2658,2205252.0
2020-11-28,42.8682,43.6263,42.6834,43.2658,2205252.0
2020-11-29,42.8682,43.6263,42.6834,43.2658,2205252.0
2020-11-30,42.8313,43.104,42.2581,42.5262,5411707.0
2020-12-01,42.9884,43.6171,42.5354,42.7573,3326521.0
2020-12-02,42.5909,42.7299,41.4168,41.8698,3255501.0
2020-12-03,42.0824,43.2103,41.99,43.1456,1832291.0
2020-12-04,43.4322,43.9684,43.0069,43.9499,1751500.0
2020-12-05,43.4322,43.9684,43.0069,43.9499,1751500.0
2020-12-06,43.4322,43.9684,43.0069,43.9499,1751500.0
2020-12-07,43.7835,44.3474,43.3582,44.0608,2093617.0
2020-12-08,43.6171,44.95,43.6171,44.3104,2275679.0
2020-12-09,44.6525,44.6525,43.9999,44.4491,1894761.0
2020-12-10,44.4029,44.8744,44.2134,44.5693,1781358.0
2020-12-11,44.0146,44.671,43.5246,43.728,1671606.0
2020-12-12,44.0146,44.671,43.5246,43.728,1671606.0
2020-12-13,44.0146,44.671,43.5246,43.728,1671606.0
2020-12-14,44.2735,44.6248,42.4337,42.4522,2308452.0
2020-12-15,42.8313,42.8867,42.2488,42.5539,1518054.0
2020-12-16,42.2396,43.2704,42.2396,42.7758,3328492.0
2020-12-17,43.275,43.386,42.1009,42.4984,1777824.0
2020-12-18,42.3228,42.3598,41.4214,42.0732,2921981.0
2020-12-19,42.3228,42.3598,41.4214,42.0732,2921981.0
2020-12-20,42.3228,42.3598,41.4214,42.0732,2921981.0
2020-12-21,41.1117,41.4345,40.6402,41.2134,1387276.0
2020-12-22,41.1857,41.6294,40.594,41.0655,2782434.0
2020-12-23,41.3151,42.1194,41.2227,41.9622,1126652.0
2020-12-24,42.1564,42.1564,41.5,42.0362,502902.0
2020-12-25,42.1564,42.1564,41.5,42.0362,502902.0
2020-12-26,42.1564,42.1564,41.5,42.0362,502902.0
2020-12-27,42.1564,42.1564,41.5,42.0362,502902.0
2020-12-28,42.369,42.4615,41.5647,42.0455,2206766.0
2020-12-29,42.443,42.7388,41.8975,42.1009,2109457.0
2020-12-30,41.8883,42.2026,41.6017,41.8236,1202037.0
2020-12-31,41.7126,41.8606,41.431,41.7774,1030935.0
2021-01-01,41.7126,41.8606,41.431,41.7774,1030935.0
2021-01-02,41.7126,41.8606,41.431,41.7774,1030935.0
2021-01-03,41.7126,41.8606,41.431,41.7774,1030935.0
2021-01-04,43.0069,43.0069,41.426,42.2026,1857088.0
2021-01-05,42.443,43.728,42.1934,43.4507,2619173.0
2021-01-06,44.2642,46.2703,44.2457,45.5307,3361000.0
2021-01-07,45.6602,46.0115,45.0038,45.4383,1918562.0
2021-01-08,45.466,45.8035,45.1425,45.7619,1134381.0
2021-01-09,45.466,45.8035,45.1425,45.7619,1134381.0
2021-01-10,45.466,45.8035,45.1425,45.7619,1134381.0
2021-01-11,45.2257,46.2796,45.1289,45.9283,2197687.0
2021-01-12,46.2241,48.3643,46.2241,47.9344,2902581.0
2021-01-13,47.5646,49.2101,47.2965,48.3412,2611184.0
2021-01-14,48.6555,49.6586,48.1563,49.4598,1902945.0
2021-01-15,49.2194,49.2934,48.3504,48.5723,1855100.0
2021-01-16,49.2194,49.2934,48.3504,48.5723,1855100.0
2021-01-17,49.2194,49.2934,48.3504,48.5723,1855100.0
2021-01-18,49.2194,49.2934,48.3504,48.5723,1855100.0
2021-01-19,48.9421,49.1732,47.8604,48.1008,1783764.0
2021-01-20,48.0546,48.184,46.7048,47.278,2002283.0
2021-01-21,47.2503,47.5091,46.2241,46.825,1560759.0
2021-01-22,46.3628,46.8897,46.1779,46.7048,1283884.0
2021-01-23,46.3628,46.8897,46.1779,46.7048,1283884.0
2021-01-24,46.3628,46.8897,46.1779,46.7048,1283884.0
2021-01-25,46.2241,48.4798,46.1779,47.7495,1825309.0
2021-01-26,48.258,49.3304,47.9945,49.3026,2545366.0
2021-01-27,48.8219,51.8635,48.5908,50.8373,3783708.0
2021-01-28,50.6431,51.1331,47.9529,48.0546,2110733.0
2021-01-29,48.1193,48.5446,46.0485,46.372,2513393.0
2021-01-30,48.1193,48.5446,46.0485,46.372,2513393.0
2021-01-31,48.1193,48.5446,46.0485,46.372,2513393.0
2021-02-01,46.7233,47.1024,45.3366,45.7711,2495973.0
2021-02-02,45.8358,46.0854,44.9391,45.1979,1889444.0
2021-02-03,45.4938,46.0022,45.05,45.6417,1856116.0
2021-02-04,45.7619,46.0762,44.9113,45.3551,1767394.0
2021-02-05,45.5123,46.1224,44.9483,45.2811,2088389.0
2021-02-06,45.5123,46.1224,44.9483,45.2811,2088389.0
2021-02-07,45.5123,46.1224,44.9483,45.2811,2088389.0
2021-02-08,45.2349,45.5123,44.6155,45.0408,1823281.0
2021-02-09,45.1794,45.466,44.5138,44.9853,1901782.0
2021-02-10,45.0685,45.5585,44.4214,45.2811,3010957.0
2021-02-11,42.5169,42.9792,40.1503,41.1395,8179735.0
2021-02-12,41.121,41.463,40.2704,40.6865,4751454.0
2021-02-13,41.121,41.463,40.2704,40.6865,4751454.0
2021-02-14,41.121,41.463,40.2704,40.6865,4751454.0
2021-02-15,41.121,41.463,40.2704,40.6865,4751454.0
2021-02-16,41.3151,41.731,40.3259,41.1395,3576874.0
2021-02-17,41.047,42.0732,40.8436,41.953,2979598.0
2021-02-18,41.7774,42.1656,41.121,41.1764,2184047.0
2021-02-19,41.463,42.332,40.9823,41.047,3055044.0
2021-02-20,41.463,42.332,40.9823,41.047,3055044.0
2021-02-21,41.463,42.332,40.9823,41.047,3055044.0
2021-02-22,41.2319,41.9807,41.07,41.7126,2215651.0
2021-02-23,41.953,43.6263,41.4353,43.4322,3445251.0
2021-02-24,43.6078,43.8389,42.9283,43.4599,3039845.0
2021-02-25,43.2011,43.7789,42.3413,42.369,2921924.0
2021-02-26,42.3413,42.5909,41.01,41.0932,2636927.0
2021-02-27,42.3413,42.5909,41.01,41.0932,2636927.0
2021-02-28,42.3413,42.5909,41.01,41.0932,2636927.0
2021-03-01,41.8975,42.6556,41.3983,41.463,1385963.0
