,AVA US Equity,AVA US Equity,AVA US Equity,AVA US Equity,AVA US Equity
2020-02-01,41.9983,42.2639,41.907,42.2141,340694.0
2020-02-02,41.9983,42.2639,41.907,42.2141,340694.0
2020-02-03,42.3636,42.4715,42.1726,42.43,401759.0
2020-02-04,42.5213,42.5213,41.9817,42.1394,334131.0
2020-02-05,42.1975,42.6292,41.99,42.4632,222628.0
2020-02-06,42.6126,42.7039,42.43,42.5794,295498.0
2020-02-07,42.6126,42.6126,42.2473,42.4798,257753.0
2020-02-08,42.6126,42.6126,42.2473,42.4798,257753.0
2020-02-09,42.6126,42.6126,42.2473,42.4798,257753.0
2020-02-10,42.5213,42.7537,42.3885,42.6541,221046.0
2020-02-11,42.762,42.8285,42.3885,42.4881,311473.0
2020-02-12,42.6043,42.6043,42.2307,42.4964,432604.0
2020-02-13,42.4798,42.9032,42.43,42.8866,248376.0
2020-02-14,42.9613,43.2768,42.8866,43.1771,242395.0
2020-02-15,42.9613,43.2768,42.8866,43.1771,242395.0
2020-02-16,42.9613,43.2768,42.8866,43.1771,242395.0
2020-02-17,42.9613,43.2768,42.8866,43.1771,242395.0
2020-02-18,43.3515,43.4428,43.0858,43.2684,289894.0
2020-02-19,43.2601,43.5258,43.202,43.3432,315855.0
2020-02-20,43.3139,43.4059,43.0545,43.1382,292916.0
2020-02-21,43.2302,43.4394,42.8286,42.8286,398070.0
2020-02-22,43.2302,43.4394,42.8286,42.8286,398070.0
2020-02-23,43.2302,43.4394,42.8286,42.8286,398070.0
2020-02-24,42.4605,42.6947,42.0171,42.2095,430104.0
2020-02-25,42.2011,42.3517,41.0382,41.0382,601737.0
2020-02-26,43.1716,43.1716,41.2473,41.4063,647585.0
2020-02-27,41.3728,42.2095,40.5947,40.6366,675224.0
2020-02-28,40.0927,40.2015,38.432,39.4485,723438.0
2020-02-29,40.0927,40.2015,38.432,39.4485,723438.0
2020-03-01,40.0927,40.2015,38.432,39.4485,723438.0
2020-03-02,39.5489,41.5485,39.4736,41.5151,858944.0
2020-03-03,41.4147,42.4267,40.9127,41.2724,601311.0
2020-03-04,41.7075,43.4896,41.7075,43.431,406072.0
2020-03-05,42.7449,43.1382,42.2932,42.9876,509790.0
2020-03-06,42.0589,44.1715,41.3603,43.9999,691949.0
2020-03-07,42.0589,44.1715,41.3603,43.9999,691949.0
2020-03-08,42.0589,44.1715,41.3603,43.9999,691949.0
2020-03-09,42.0003,43.5565,41.2139,42.243,613733.0
2020-03-10,42.5274,43.1716,40.7872,42.1844,974456.0
2020-03-11,41.3812,41.7159,39.4232,40.168,623586.0
2020-03-12,38.5198,38.5198,35.123,35.4242,879606.0
2020-03-13,36.8632,37.8421,35.6584,37.6497,742945.0
2020-03-14,36.8632,37.8421,35.6584,37.6497,742945.0
2020-03-15,36.8632,37.8421,35.6584,37.6497,742945.0
2020-03-16,34.8552,37.9509,33.9433,36.311,842026.0
2020-03-17,36.9971,43.6653,36.9898,43.2888,1779449.0
2020-03-18,40.8123,44.343,38.1266,42.9123,1131958.0
2020-03-19,42.586,42.929,37.3235,38.913,961216.0
2020-03-20,39.2979,39.3899,29.417,30.2536,1445430.0
2020-03-21,39.2979,39.3899,29.417,30.2536,1445430.0
2020-03-22,39.2979,39.3899,29.417,30.2536,1445430.0
2020-03-23,29.668,30.2787,26.8484,27.6432,799730.0
2020-03-24,29.007,33.4664,28.5301,31.8349,1058509.0
2020-03-25,31.8349,32.8473,29.4087,31.1656,1258382.0
2020-03-26,31.3664,34.0939,31.3664,33.6839,640158.0
2020-03-27,32.6297,35.7505,32.3955,34.2194,441613.0
2020-03-28,32.6297,35.7505,32.3955,34.2194,441613.0
2020-03-29,32.6297,35.7505,32.3955,34.2194,441613.0
2020-03-30,35.0811,38.3441,34.6126,37.1226,1201859.0
2020-03-31,36.6039,36.6875,34.8385,35.5497,964343.0
2020-04-01,33.9098,34.5791,32.5126,33.0397,555029.0
2020-04-02,32.4457,35.4995,32.4457,34.9305,315872.0
2020-04-03,34.3031,35.0393,33.7927,33.9684,571301.0
2020-04-04,34.3031,35.0393,33.7927,33.9684,571301.0
2020-04-05,34.3031,35.0393,33.7927,33.9684,571301.0
2020-04-06,35.2234,36.4282,34.324,35.7003,428108.0
2020-04-07,36.4114,36.5871,33.9098,34.119,542833.0
2020-04-08,34.6879,35.5162,34.0437,35.1648,474710.0
2020-04-09,35.8258,38.2856,35.1815,37.976,421692.0
2020-04-10,35.8258,38.2856,35.1815,37.976,421692.0
2020-04-11,35.8258,38.2856,35.1815,37.976,421692.0
2020-04-12,35.8258,38.2856,35.1815,37.976,421692.0
2020-04-13,37.3485,37.633,35.4911,36.0768,285389.0
2020-04-14,37.0222,37.382,36.2901,37.315,404609.0
2020-04-15,36.6039,36.9051,36.0015,36.4031,454485.0
2020-04-16,36.2943,37.1226,35.9596,36.9385,458488.0
2020-04-17,37.5828,37.976,36.7043,37.2397,441647.0
2020-04-18,37.5828,37.976,36.7043,37.2397,441647.0
2020-04-19,37.5828,37.976,36.7043,37.2397,441647.0
2020-04-20,36.5286,37.3234,35.9513,36.3947,608633.0
2020-04-21,35.7839,36.6373,35.3991,35.9847,320665.0
2020-04-22,36.7879,36.88,35.5664,36.1521,339432.0
2020-04-23,36.0349,36.4114,35.1146,35.9513,296000.0
2020-04-24,36.1186,36.1186,35.4409,35.8425,323575.0
2020-04-25,36.1186,36.1186,35.4409,35.8425,323575.0
2020-04-26,36.1186,36.1186,35.4409,35.8425,323575.0
2020-04-27,36.0851,36.4616,35.9764,36.2357,405579.0
2020-04-28,36.972,37.5995,36.3278,36.5035,256411.0
2020-04-29,37.2648,37.4991,35.809,37.1644,359623.0
2020-04-30,36.6039,36.7461,35.6166,36.0098,347171.0
2020-05-01,35.5831,35.5831,33.9266,34.2194,370300.0
2020-05-02,35.5831,35.5831,33.9266,34.2194,370300.0
2020-05-03,35.5831,35.5831,33.9266,34.2194,370300.0
2020-05-04,33.868,34.713,33.5752,34.5373,271577.0
2020-05-05,34.7967,35.4074,34.5959,34.6712,253136.0
2020-05-06,34.6377,34.8803,32.8297,32.8724,365655.0
2020-05-07,33.274,33.9182,33.1631,33.5501,399053.0
2020-05-08,33.9433,34.278,32.8222,33.4078,517900.0
2020-05-09,33.9433,34.278,32.8222,33.4078,517900.0
2020-05-10,33.9433,34.278,32.8222,33.4078,517900.0
2020-05-11,33.4078,33.7216,32.1696,33.0481,558562.0
2020-05-12,33.115,33.4412,31.6341,31.7847,434500.0
2020-05-13,31.5504,31.5504,30.1532,30.4126,475072.0
2020-05-14,30.0445,30.5213,28.8843,30.3624,457273.0
2020-05-15,30.1951,30.3289,29.1241,30.1449,717992.0
2020-05-16,30.1951,30.3289,29.1241,30.1449,717992.0
2020-05-17,30.1951,30.3289,29.1241,30.1449,717992.0
2020-05-18,31.1656,32.3118,31.1656,32.0357,381548.0
2020-05-19,31.7596,31.9688,30.8727,30.8811,410707.0
2020-05-20,31.1739,31.952,30.7305,31.8684,362117.0
2020-05-21,31.8684,32.2365,31.7638,31.8935,372031.0
2020-05-22,32.0692,32.0692,31.4417,31.8516,244625.0
2020-05-23,32.0692,32.0692,31.4417,31.8516,244625.0
2020-05-24,32.0692,32.0692,31.4417,31.8516,244625.0
2020-05-25,32.0692,32.0692,31.4417,31.8516,244625.0
2020-05-26,32.5544,32.9644,32.2783,32.4791,369100.0
2020-05-27,33.0397,33.1652,32.2532,32.5628,465314.0
2020-05-28,32.9137,33.2688,32.7699,32.8629,637516.0
2020-05-29,32.3303,33.3533,32.1528,33.1166,590324.0
2020-05-30,32.3303,33.3533,32.1528,33.1166,590324.0
2020-05-31,32.3303,33.3533,32.1528,33.1166,590324.0
2020-06-01,33.125,33.311,32.8714,32.9052,459650.0
2020-06-02,33.218,33.404,32.9221,33.2265,472096.0
2020-06-03,33.5647,34.3087,33.3871,33.8352,442723.0
2020-06-04,33.8352,33.8859,33.2349,33.776,613102.0
2020-06-05,34.1903,34.5285,33.404,33.5224,537745.0
2020-06-06,34.1903,34.5285,33.404,33.5224,537745.0
2020-06-07,34.1903,34.5285,33.404,33.5224,537745.0
2020-06-08,33.6408,33.8183,33.3702,33.4463,430065.0
2020-06-09,33.1419,33.3448,32.5078,33.0489,390706.0
2020-06-10,32.9813,33.2688,32.6178,32.6262,412023.0
2020-06-11,32.1528,32.2669,30.4534,30.5971,438259.0
2020-06-12,31.4003,31.4172,30.335,30.8423,451620.0
2020-06-13,31.4003,31.4172,30.335,30.8423,451620.0
2020-06-14,31.4003,31.4172,30.335,30.8423,451620.0
2020-06-15,30.3012,32.3134,30.1321,31.7469,630587.0
2020-06-16,32.5078,32.6347,31.4426,31.6878,372622.0
2020-06-17,31.6455,31.8315,30.7155,31.4003,388596.0
2020-06-18,31.1044,31.4679,30.4957,31.2312,301995.0
2020-06-19,31.3157,31.7723,29.8277,29.87,1637940.0
2020-06-20,31.3157,31.7723,29.8277,29.87,1637940.0
2020-06-21,31.3157,31.7723,29.8277,29.87,1637940.0
2020-06-22,29.8024,30.2589,29.4896,30.0307,419944.0
2020-06-23,30.3688,30.5548,29.3289,29.498,362355.0
2020-06-24,29.2359,30.149,29.219,29.8869,757238.0
2020-06-25,29.8193,29.8742,29.219,29.6502,651166.0
2020-06-26,29.5149,29.9038,28.1876,28.5511,983745.0
2020-06-27,29.5149,29.9038,28.1876,28.5511,983745.0
2020-06-28,29.5149,29.9038,28.1876,28.5511,983745.0
2020-06-29,28.9316,30.1659,28.6889,29.9968,479479.0
2020-06-30,29.9207,30.9099,29.9207,30.7662,610945.0
2020-07-01,30.9099,31.2735,30.5971,31.1128,410304.0
2020-07-02,31.4341,31.637,30.9099,30.986,369402.0
2020-07-03,31.4341,31.637,30.9099,30.986,369402.0
2020-07-04,31.4341,31.637,30.9099,30.986,369402.0
2020-07-05,31.4341,31.637,30.9099,30.986,369402.0
2020-07-06,31.265,31.4341,29.9207,30.5464,300394.0
2020-07-07,30.1744,30.4365,29.8783,30.1997,1013308.0
2020-07-08,30.0814,30.2843,29.5741,30.1575,272407.0
2020-07-09,30.0137,30.0482,28.9823,29.7517,328322.0
2020-07-10,29.8616,30.5802,29.7601,30.5548,260835.0
2020-07-11,29.8616,30.5802,29.7601,30.5548,260835.0
2020-07-12,29.8616,30.5802,29.7601,30.5548,260835.0
2020-07-13,30.5802,30.6309,30.056,30.1575,482317.0
2020-07-14,30.3181,30.6732,30.0391,30.4787,245109.0
2020-07-15,30.9776,31.4087,30.4872,30.4957,293650.0
2020-07-16,30.4703,31.1044,30.4703,31.0367,379097.0
2020-07-17,31.1382,31.6539,31.0198,31.5017,303173.0
2020-07-18,31.1382,31.6539,31.0198,31.5017,303173.0
2020-07-19,31.1382,31.6539,31.0198,31.5017,303173.0
2020-07-20,31.5187,31.5187,30.9395,31.3918,470737.0
2020-07-21,31.6201,32.2373,31.5017,32.0006,297809.0
2020-07-22,31.7216,32.2669,31.4848,31.9921,346453.0
2020-07-23,31.7808,32.2035,31.7808,31.9921,245521.0
2020-07-24,32.1274,32.5163,31.4426,31.5948,239407.0
2020-07-25,32.1274,32.5163,31.4426,31.5948,239407.0
2020-07-26,32.1274,32.5163,31.4426,31.5948,239407.0
2020-07-27,31.4426,31.7977,30.9776,31.1551,429663.0
2020-07-28,30.986,32.0767,30.986,31.6455,374227.0
2020-07-29,31.6708,32.0006,31.2608,31.7131,344016.0
2020-07-30,31.4341,31.6708,31.1636,31.544,174051.0
2020-07-31,31.3073,31.5609,30.5379,31.3918,340004.0
2020-08-01,31.3073,31.5609,30.5379,31.3918,340004.0
2020-08-02,31.3073,31.5609,30.5379,31.3918,340004.0
2020-08-03,31.4848,31.4848,30.6182,30.8677,207521.0
2020-08-04,30.6986,31.2904,30.6986,31.2566,227665.0
2020-08-05,31.5694,31.823,30.8507,31.0114,598312.0
2020-08-06,30.8592,31.4341,30.6309,31.2143,259637.0
2020-08-07,31.0367,32.4064,31.0367,32.3472,338030.0
2020-08-08,31.0367,32.4064,31.0367,32.3472,338030.0
2020-08-09,31.0367,32.4064,31.0367,32.3472,338030.0
2020-08-10,32.3134,32.6431,32.0513,32.2119,398355.0
2020-08-11,32.3049,32.6389,31.6962,31.916,395461.0
2020-08-12,32.0936,32.2373,31.7977,31.9414,361652.0
2020-08-13,31.6962,31.9245,31.3538,31.5778,227089.0
2020-08-14,31.3073,31.6624,31.0875,31.4933,271492.0
2020-08-15,31.3073,31.6624,31.0875,31.4933,271492.0
2020-08-16,31.3073,31.6624,31.0875,31.4933,271492.0
2020-08-17,31.4172,31.5694,30.9099,31.0367,974737.0
2020-08-18,30.8846,31.0262,30.7155,30.7662,642711.0
2020-08-19,30.7021,31.0013,30.5824,30.7619,1166102.0
2020-08-20,30.608,30.779,30.4541,30.5567,702249.0
2020-08-21,30.5054,30.7106,30.3344,30.4798,775239.0
2020-08-22,30.5054,30.7106,30.3344,30.4798,775239.0
2020-08-23,30.5054,30.7106,30.3344,30.4798,775239.0
2020-08-24,30.5909,31.0441,30.2669,31.027,364926.0
2020-08-25,31.1039,31.6981,30.6935,31.6853,455138.0
2020-08-26,31.5228,31.5228,31.027,31.3433,376500.0
2020-08-27,31.3775,31.6767,31.2492,31.4202,403692.0
2020-08-28,31.6169,31.7195,31.1552,31.6767,322505.0
2020-08-29,31.6169,31.7195,31.1552,31.6767,322505.0
2020-08-30,31.6169,31.7195,31.1552,31.6767,322505.0
2020-08-31,31.5399,31.7366,31.4459,31.5143,457037.0
2020-09-01,31.3518,31.3604,31.0355,31.2236,325925.0
2020-09-02,31.2065,31.7793,31.0612,31.6425,415543.0
2020-09-03,31.6938,32.0294,31.3604,31.728,415848.0
2020-09-04,31.9418,32.0444,31.292,31.7195,360056.0
2020-09-05,31.9418,32.0444,31.292,31.7195,360056.0
2020-09-06,31.9418,32.0444,31.292,31.7195,360056.0
2020-09-07,31.9418,32.0444,31.292,31.7195,360056.0
2020-09-08,31.6767,31.6767,30.9885,31.0441,415376.0
2020-09-09,31.2492,31.5528,30.8987,30.9244,527035.0
2020-09-10,30.8645,30.8645,30.3259,30.3515,486745.0
2020-09-11,30.4114,30.4285,29.2914,29.4453,525772.0
2020-09-12,30.4114,30.4285,29.2914,29.4453,525772.0
2020-09-13,30.4114,30.4285,29.2914,29.4453,525772.0
2020-09-14,29.4795,29.5222,28.9494,29.2572,699354.0
2020-09-15,29.5051,29.7744,29.4196,29.565,545154.0
2020-09-16,29.4538,30.3515,29.3512,30.1378,566520.0
2020-09-17,29.9411,30.0266,29.2657,29.5564,421350.0
2020-09-18,29.7188,29.9411,29.0434,29.6504,1723215.0
2020-09-19,29.7188,29.9411,29.0434,29.6504,1723215.0
2020-09-20,29.7188,29.9411,29.0434,29.6504,1723215.0
2020-09-21,29.0862,29.9326,28.7356,29.3512,850608.0
2020-09-22,28.71,29.5906,28.6758,29.5821,596965.0
2020-09-23,29.6163,29.7787,28.5219,28.5219,593823.0
2020-09-24,28.6074,28.7613,28.1713,28.5646,410499.0
2020-09-25,28.4278,28.9836,28.3509,28.9836,325809.0
2020-09-26,28.4278,28.9836,28.3509,28.9836,325809.0
2020-09-27,28.4278,28.9836,28.3509,28.9836,325809.0
2020-09-28,28.9836,29.5222,28.9836,29.1717,370627.0
2020-09-29,29.3427,29.488,28.6758,28.8297,395524.0
2020-09-30,29.0605,29.2401,28.804,29.1717,529018.0
2020-10-01,29.1033,29.5137,29.1033,29.4196,264505.0
2020-10-02,29.2828,29.83,29.1118,29.5906,392816.0
2020-10-03,29.2828,29.83,29.1118,29.5906,392816.0
2020-10-04,29.2828,29.83,29.1118,29.5906,392816.0
2020-10-05,29.659,29.8642,29.2657,29.2914,352801.0
2020-10-06,29.5051,30.0608,29.394,29.5992,481558.0
2020-10-07,29.6504,30.0523,29.3769,29.8727,625514.0
2020-10-08,30.1121,30.4285,29.857,29.9497,404179.0
2020-10-09,30.0694,30.1549,29.6932,29.9924,425781.0
2020-10-10,30.0694,30.1549,29.6932,29.9924,425781.0
2020-10-11,30.0694,30.1549,29.6932,29.9924,425781.0
2020-10-12,29.8129,30.7961,29.8129,30.5311,289202.0
2020-10-13,30.2318,30.3473,29.4709,29.7445,273892.0
2020-10-14,29.6675,29.924,29.2743,29.3598,208253.0
2020-10-15,29.1118,29.5992,28.9665,29.3854,191379.0
2020-10-16,29.2914,29.4795,29.0605,29.0776,202568.0
2020-10-17,29.2914,29.4795,29.0605,29.0776,202568.0
2020-10-18,29.2914,29.4795,29.0605,29.0776,202568.0
2020-10-19,28.9579,29.0691,28.2739,28.3338,528379.0
2020-10-20,28.4193,28.4622,27.9234,27.9918,507148.0
2020-10-21,27.8465,29.3256,27.8294,28.8297,670001.0
2020-10-22,28.8297,29.4282,28.6245,29.3683,349023.0
2020-10-23,29.5308,29.9069,29.2743,29.8984,263494.0
2020-10-24,29.5308,29.9069,29.2743,29.8984,263494.0
2020-10-25,29.5308,29.9069,29.2743,29.8984,263494.0
2020-10-26,29.6419,30.1634,29.488,30.1121,309801.0
2020-10-27,30.1121,30.1463,29.4282,29.4453,374670.0
2020-10-28,29.0263,29.3512,28.1713,28.2483,512965.0
2020-10-29,28.2483,28.7527,27.5814,28.5133,334088.0
2020-10-30,28.4278,28.7271,28.2226,28.4022,348222.0
2020-10-31,28.4278,28.7271,28.2226,28.4022,348222.0
2020-11-01,28.4278,28.7271,28.2226,28.4022,348222.0
2020-11-02,28.7613,29.0178,28.4278,29.0092,199837.0
2020-11-03,29.4709,29.9582,29.3085,29.7958,349773.0
2020-11-04,29.5735,30.1891,28.7698,28.8553,407143.0
2020-11-05,29.0691,29.6751,28.7014,28.881,275744.0
2020-11-06,28.9921,29.2025,28.633,29.0605,405038.0
2020-11-07,28.9921,29.2025,28.633,29.0605,405038.0
2020-11-08,28.9921,29.2025,28.633,29.0605,405038.0
2020-11-09,30.0608,31.557,30.0608,30.685,555991.0
2020-11-10,30.9757,32.1128,30.856,32.0871,390405.0
2020-11-11,32.1897,32.4719,31.9674,32.241,350807.0
2020-11-12,31.9247,32.0358,31.1167,31.463,472906.0
2020-11-13,31.6083,32.5403,31.5998,32.3351,256193.0
2020-11-14,31.6083,32.5403,31.5998,32.3351,256193.0
2020-11-15,31.6083,32.5403,31.5998,32.3351,256193.0
2020-11-16,32.8737,33.4722,32.489,33.4636,371033.0
2020-11-17,33.0447,33.4465,32.5061,32.9848,361244.0
2020-11-18,33.1045,33.1045,32.2068,32.2239,291032.0
2020-11-19,32.0786,32.3009,31.6425,32.0615,244653.0
2020-11-20,31.8477,32.2667,31.7024,32.07,288285.0
2020-11-21,31.8477,32.2667,31.7024,32.07,288285.0
2020-11-22,31.8477,32.2667,31.7024,32.07,288285.0
2020-11-23,32.2325,32.9335,32.2154,32.8309,275378.0
2020-11-24,33.2841,33.8911,33.0618,33.6859,492704.0
2020-11-25,33.6774,33.6774,33.1986,33.4722,433193.0
2020-11-26,33.6774,33.6774,33.1986,33.4722,433193.0
2020-11-27,33.4038,33.4038,32.5317,32.8309,216690.0
2020-11-28,33.4038,33.4038,32.5317,32.8309,216690.0
2020-11-29,33.4038,33.4038,32.5317,32.8309,216690.0
2020-11-30,32.5659,32.8121,32.0016,32.0786,469476.0
2020-12-01,32.3693,32.5916,31.899,32.1641,434354.0
2020-12-02,32.1338,32.3845,31.2868,32.3499,463223.0
2020-12-03,32.2375,32.4104,31.9739,32.3413,448254.0
2020-12-04,32.566,32.808,32.1079,32.3067,429749.0
2020-12-05,32.566,32.808,32.1079,32.3067,429749.0
2020-12-06,32.566,32.808,32.1079,32.3067,429749.0
2020-12-07,32.1165,32.7215,32.056,32.6697,392733.0
2020-12-08,32.4968,32.8512,32.2808,32.6265,420015.0
2020-12-09,32.6438,33.4302,32.4882,33.3352,288772.0
2020-12-10,33.3438,33.6722,33.0932,33.5858,454305.0
2020-12-11,33.3784,33.9487,33.3784,33.6722,362011.0
2020-12-12,33.3784,33.9487,33.3784,33.6722,362011.0
2020-12-13,33.3784,33.9487,33.3784,33.6722,362011.0
2020-12-14,33.9229,34.7872,33.7932,33.8019,426551.0
2020-12-15,33.897,34.4155,33.5945,34.381,409679.0
2020-12-16,34.5884,34.8821,34.139,34.234,292593.0
2020-12-17,34.3032,34.6484,34.0957,34.1562,428628.0
2020-12-18,34.2945,34.6662,33.3438,33.5772,1852851.0
2020-12-19,34.2945,34.6662,33.3438,33.5772,1852851.0
2020-12-20,34.2945,34.6662,33.3438,33.5772,1852851.0
2020-12-21,33.1278,33.2228,32.2116,33.1018,580968.0
2020-12-22,33.024,34.0612,32.9463,34.0007,307974.0
2020-12-23,34.1562,34.5495,34.018,34.2945,432235.0
2020-12-24,34.5365,34.5624,34.1476,34.502,182264.0
2020-12-25,34.5365,34.5624,34.1476,34.502,182264.0
2020-12-26,34.5365,34.5624,34.1476,34.502,182264.0
2020-12-27,34.5365,34.5624,34.1476,34.502,182264.0
2020-12-28,34.6402,35.202,34.5452,34.9341,425523.0
2020-12-29,35.0032,35.1415,34.234,34.3464,238393.0
2020-12-30,34.3205,34.6038,34.2513,34.2772,184544.0
2020-12-31,34.2427,34.9082,34.2427,34.6921,401401.0
2021-01-01,34.2427,34.9082,34.2427,34.6921,401401.0
2021-01-02,34.2427,34.9082,34.2427,34.6921,401401.0
2021-01-03,34.2427,34.9082,34.2427,34.6921,401401.0
2021-01-04,34.7872,35.0205,34.0396,34.113,395115.0
2021-01-05,34.0698,34.2945,33.3093,33.5512,408018.0
2021-01-06,34.0785,35.8445,33.7673,35.6082,560075.0
2021-01-07,35.5909,35.8243,35.0119,35.2539,378195.0
2021-01-08,34.234,34.6921,33.9747,34.6748,557085.0
2021-01-09,34.234,34.6921,33.9747,34.6748,557085.0
2021-01-10,34.234,34.6921,33.9747,34.6748,557085.0
2021-01-11,34.5106,35.0032,34.139,34.5452,396650.0
2021-01-12,34.476,34.6402,34.1174,34.5452,240994.0
2021-01-13,34.6057,34.7353,34.3377,34.5106,393969.0
2021-01-14,34.7958,34.9082,34.234,34.7007,297282.0
2021-01-15,34.5711,34.9859,34.3291,34.8563,289973.0
2021-01-16,34.5711,34.9859,34.3291,34.8563,289973.0
2021-01-17,34.5711,34.9859,34.3291,34.8563,289973.0
2021-01-18,34.5711,34.9859,34.3291,34.8563,289973.0
2021-01-19,35.1069,35.1069,33.4302,33.5253,537184.0
2021-01-20,33.3352,34.0439,33.145,33.3093,291498.0
2021-01-21,33.0759,33.3784,32.5228,33.2833,400132.0
2021-01-22,33.1191,33.4549,32.8598,33.413,254731.0
2021-01-23,33.1191,33.4549,32.8598,33.413,254731.0
2021-01-24,33.1191,33.4549,32.8598,33.413,254731.0
2021-01-25,33.1883,34.113,33.1105,33.9402,325762.0
2021-01-26,34.113,34.2081,33.3438,34.0093,330496.0
2021-01-27,33.5599,34.3099,33.4043,33.6377,424024.0
2021-01-28,33.9402,34.5365,33.2228,33.4216,565844.0
2021-01-29,33.3438,33.6982,32.3413,32.3931,532629.0
2021-01-30,33.3438,33.6982,32.3413,32.3931,532629.0
2021-01-31,33.3438,33.6982,32.3413,32.3931,532629.0
2021-02-01,32.3326,33.0629,31.8497,32.6956,357160.0
2021-02-02,33.0068,33.0586,32.566,32.5919,345308.0
2021-02-03,32.4018,32.6265,31.7017,32.2548,317674.0
2021-02-04,32.1511,32.5314,31.9783,32.3499,333738.0
2021-02-05,32.8425,33.0586,32.4709,33.0068,353261.0
2021-02-06,32.8425,33.0586,32.4709,33.0068,353261.0
2021-02-07,32.8425,33.0586,32.4709,33.0068,353261.0
2021-02-08,33.0673,33.4562,32.9031,33.1364,325106.0
2021-02-09,33.3957,33.629,32.9895,33.4907,277084.0
2021-02-10,33.7068,34.381,33.6895,33.9315,243785.0
2021-02-11,33.8883,34.113,33.5599,34.0957,296903.0
2021-02-12,34.0439,34.0439,33.3784,33.5253,316577.0
2021-02-13,34.0439,34.0439,33.3784,33.5253,316577.0
2021-02-14,34.0439,34.0439,33.3784,33.5253,316577.0
2021-02-15,34.0439,34.0439,33.3784,33.5253,316577.0
2021-02-16,33.4735,33.4899,32.7993,33.266,286708.0
2021-02-17,33.266,33.6636,32.9895,33.3698,315751.0
2021-02-18,33.5292,33.5817,33.0311,33.0399,279005.0
2021-02-19,33.0224,33.6079,32.8302,33.5817,347325.0
2021-02-20,33.0224,33.6079,32.8302,33.5817,347325.0
2021-02-21,33.0224,33.6079,32.8302,33.5817,347325.0
2021-02-22,33.5205,33.5205,32.9175,33.3283,281003.0
2021-02-23,33.5904,34.1628,33.2409,33.9225,499618.0
2021-02-24,34.2108,35.3993,33.7215,34.438,560879.0
2021-02-25,34.473,35.6439,34.4293,35.4779,579670.0
2021-02-26,35.5129,35.6527,34.8837,35.1371,604134.0
2021-02-27,35.5129,35.6527,34.8837,35.1371,604134.0
2021-02-28,35.5129,35.6527,34.8837,35.1371,604134.0
2021-03-01,35.3119,35.4604,34.6914,34.7788,512587.0
2021-03-02,34.805,34.8225,33.9967,34.5866,417359.0
2021-03-03,34.7613,35.6396,34.5527,35.5303,414461.0
2021-03-04,35.7575,36.5002,35.5565,35.7138,353171.0
2021-03-05,36.1158,37.6101,35.6964,37.5052,497437.0
2021-03-06,36.1158,37.6101,35.6964,37.5052,497437.0
2021-03-07,36.1158,37.6101,35.6964,37.5052,497437.0
2021-03-08,37.7411,38.0688,37.3042,37.4178,1015616.0
2021-03-09,37.1994,37.4266,36.8061,37.0159,537040.0
2021-03-10,37.0159,38.2218,37.0159,38.1606,366356.0
2021-03-11,38.0557,38.2218,37.5227,37.6887,303493.0
2021-03-12,37.9072,39.751,37.8722,39.3228,537215.0
2021-03-13,37.9072,39.751,37.8722,39.3228,537215.0
