,ADI US Equity,ADI US Equity,ADI US Equity,ADI US Equity,ADI US Equity
2019-03-08,95.3019,96.148,94.7287,95.9024,4791732.0
2019-03-09,95.3019,96.148,94.7287,95.9024,4791732.0
2019-03-10,95.3019,96.148,94.7287,95.9024,4791732.0
2019-03-11,95.9388,98.0222,95.9206,97.9676,2884084.0
2019-03-12,97.9585,98.7592,97.0396,98.1769,2392048.0
2019-03-13,98.6409,99.2232,97.9767,98.3315,1814147.0
2019-03-14,98.6136,98.6136,97.4581,98.4862,1961349.0
2019-03-15,99.1504,100.6673,98.5772,99.5234,4574397.0
2019-03-16,99.1504,100.6673,98.5772,99.5234,4574397.0
2019-03-17,99.1504,100.6673,98.5772,99.5234,4574397.0
2019-03-18,99.1959,100.413,98.65,99.305,2745885.0
2019-03-19,99.9965,100.4221,99.4324,100.0329,1944912.0
2019-03-20,100.0511,100.3195,98.3679,98.8137,2640754.0
2019-03-21,99.1686,101.0973,98.7137,100.2421,3724878.0
2019-03-22,99.8873,100.0693,97.6401,97.7129,2300198.0
2019-03-23,99.8873,100.0693,97.6401,97.7129,2300198.0
2019-03-24,99.8873,100.0693,97.6401,97.7129,2300198.0
2019-03-25,95.3838,96.521,94.6195,95.7568,2690762.0
2019-03-26,96.4664,97.4763,96.1844,97.4399,3310002.0
2019-03-27,97.3126,97.7766,94.4194,95.493,2621058.0
2019-03-28,95.5839,96.1116,93.9827,94.6832,2615227.0
2019-03-29,95.684,96.2208,95.1622,95.775,2777696.0
2019-03-30,95.684,96.2208,95.1622,95.775,2777696.0
2019-03-31,95.684,96.2208,95.1622,95.775,2777696.0
2019-04-01,96.9123,98.8228,96.6757,98.5135,3445825.0
2019-04-02,98.377,98.7046,97.722,98.3588,1684171.0
2019-04-03,99.7326,101.0428,99.3141,99.9328,2739523.0
2019-04-04,99.86,100.9518,99.2959,100.5697,2435746.0
2019-04-05,101.0701,101.7159,100.5788,101.4067,2528968.0
2019-04-06,101.0701,101.7159,100.5788,101.4067,2528968.0
2019-04-07,101.0701,101.7159,100.5788,101.4067,2528968.0
2019-04-08,100.7607,101.7388,100.4059,101.6614,2237860.0
2019-04-09,101.4431,101.6523,100.1512,100.5242,1856912.0
2019-04-10,100.4423,102.0071,100.0329,101.9617,1966665.0
2019-04-11,102.2346,102.5166,101.1428,101.7342,1784942.0
2019-04-12,102.644,103.9814,102.0253,103.9086,1984198.0
2019-04-13,102.644,103.9814,102.0253,103.9086,1984198.0
2019-04-14,102.644,103.9814,102.0253,103.9086,1984198.0
2019-04-15,104.1179,104.2521,102.4621,102.7532,1420540.0
2019-04-16,103.108,104.6183,103.0352,104.2635,2298586.0
2019-04-17,104.7002,105.4735,103.5811,104.0815,2505875.0
2019-04-18,104.7093,104.7093,103.4992,104.4363,2052786.0
2019-04-19,104.7093,104.7093,103.4992,104.4363,2052786.0
2019-04-20,104.7093,104.7093,103.4992,104.4363,2052786.0
2019-04-21,104.7093,104.7093,103.4992,104.4363,2052786.0
2019-04-22,104.0906,104.2635,103.2172,103.3628,2295854.0
2019-04-23,103.3264,104.0815,103.008,103.8177,3437855.0
2019-04-24,104.4272,107.8481,103.854,106.7108,5727388.0
2019-04-25,105.8829,105.9011,103.2718,104.6456,2953030.0
2019-04-26,103.0352,104.2543,102.0435,104.1179,2244943.0
2019-04-27,103.0352,104.2543,102.0435,104.1179,2244943.0
2019-04-28,103.0352,104.2543,102.0435,104.1179,2244943.0
2019-04-29,103.945,104.4363,103.1717,103.6084,1877377.0
2019-04-30,104.1361,106.2923,103.6539,105.7555,2624811.0
2019-05-01,106.0467,106.4106,104.2999,104.3544,1601859.0
2019-05-02,104.4727,106.8291,104.218,106.4106,2223530.0
2019-05-03,106.9747,107.3204,105.4735,106.4015,2476296.0
2019-05-04,106.9747,107.3204,105.4735,106.4015,2476296.0
2019-05-05,106.9747,107.3204,105.4735,106.4015,2476296.0
2019-05-06,103.7813,104.9822,103.1717,104.5637,2248065.0
2019-05-07,103.1717,103.9814,101.7069,103.4264,2965415.0
2019-05-08,102.3165,102.7805,100.506,100.5788,3819496.0
2019-05-09,99.2959,101.0701,98.1177,100.5788,3408786.0
2019-05-10,100.2694,101.1246,97.9676,100.6242,2422025.0
2019-05-11,100.2694,101.1246,97.9676,100.6242,2422025.0
2019-05-12,100.2694,101.1246,97.9676,100.6242,2422025.0
2019-05-13,97.4763,97.9676,94.3102,94.8288,4900330.0
2019-05-14,95.684,97.54,95.5112,97.1215,2271873.0
2019-05-15,96.0661,99.0139,96.0115,98.1587,2305627.0
2019-05-16,96.1298,96.6029,94.6741,95.2564,4409779.0
2019-05-17,93.9099,94.4922,91.1486,91.7355,5468061.0
2019-05-18,93.9099,94.4922,91.1486,91.7355,5468061.0
2019-05-19,93.9099,94.4922,91.1486,91.7355,5468061.0
2019-05-20,89.0515,90.2889,87.9943,88.7058,4505996.0
2019-05-21,92.2723,92.5725,90.1615,90.8712,4636632.0
2019-05-22,89.925,93.8007,89.6945,92.2904,5187128.0
2019-05-23,90.5072,91.4898,88.7968,89.8249,3387311.0
2019-05-24,90.5891,91.3625,89.461,89.5428,2283096.0
2019-05-25,90.5891,91.3625,89.461,89.5428,2283096.0
2019-05-26,90.5891,91.3625,89.461,89.5428,2283096.0
2019-05-27,90.5891,91.3625,89.461,89.5428,2283096.0
2019-05-28,89.7612,90.1979,88.0326,88.351,3602466.0
2019-05-29,87.4503,89.9159,87.2865,89.2608,3051160.0
2019-05-30,89.4895,91.0905,89.0778,89.7091,2099646.0
2019-05-31,88.7302,89.8554,88.2636,88.3917,2156827.0
2019-06-01,88.7302,89.8554,88.2636,88.3917,2156827.0
2019-06-02,88.7302,89.8554,88.2636,88.3917,2156827.0
2019-06-03,89.0229,89.9469,87.3762,87.8885,2899954.0
2019-06-04,89.2059,92.4719,88.657,92.3713,3588576.0
2019-06-05,92.9842,93.7069,90.0476,91.3649,1785823.0
2019-06-06,91.2186,91.7675,90.2305,91.4564,1881136.0
2019-06-07,92.0968,92.3895,91.2369,92.1151,3046367.0
2019-06-08,92.0968,92.3895,91.2369,92.1151,3046367.0
2019-06-09,92.0968,92.3895,91.2369,92.1151,3046367.0
2019-06-10,95.4085,98.3726,94.3473,97.4761,4179081.0
2019-06-11,98.5007,99.3149,95.7562,96.2136,2325055.0
2019-06-12,95.9574,95.9574,94.8309,95.4817,1506627.0
2019-06-13,95.8568,96.8566,95.5933,96.7716,1696383.0
2019-06-14,94.6309,95.5183,94.0271,95.1615,2327185.0
2019-06-15,94.6309,95.5183,94.0271,95.1615,2327185.0
2019-06-16,94.6309,95.5183,94.0271,95.1615,2327185.0
2019-06-17,95.3262,96.7716,94.6583,96.1495,1859237.0
2019-06-18,97.6041,101.172,97.0186,100.5774,3190006.0
2019-06-19,101.0805,102.0319,100.1748,101.5837,2474493.0
2019-06-20,103.8799,104.2367,102.0137,102.9742,2437123.0
2019-06-21,102.5717,104.6209,102.0319,103.9897,4351314.0
2019-06-22,102.5717,104.6209,102.0319,103.9897,4351314.0
2019-06-23,102.5717,104.6209,102.0319,103.9897,4351314.0
2019-06-24,104.0263,104.5843,103.0657,103.2853,2052128.0
2019-06-25,103.3859,103.8708,100.495,100.8884,2516155.0
2019-06-26,101.9954,103.1343,100.989,101.4282,3823426.0
2019-06-27,102.1783,104.0309,101.8032,103.2304,2054023.0
2019-06-28,103.7061,104.6758,103.02,103.2578,6136774.0
2019-06-29,103.7061,104.6758,103.02,103.2578,6136774.0
2019-06-30,103.7061,104.6758,103.02,103.2578,6136774.0
2019-07-01,107.1916,108.079,104.6667,105.2064,2589872.0
2019-07-02,104.7399,104.749,103.0474,103.8433,1357333.0
2019-07-03,103.944,103.9897,102.3338,103.5323,1444451.0
2019-07-04,103.944,103.9897,102.3338,103.5323,1444451.0
2019-07-05,102.526,103.3585,101.8307,103.2487,1022121.0
2019-07-06,102.526,103.3585,101.8307,103.2487,1022121.0
2019-07-07,102.526,103.3585,101.8307,103.2487,1022121.0
2019-07-08,102.6357,103.0291,101.9405,102.3064,1790613.0
2019-07-09,102.2424,104.2184,101.913,103.6421,1952608.0
2019-07-10,104.9137,105.8697,103.3219,104.3007,1762180.0
2019-07-11,104.5386,104.5386,103.4042,104.2184,1414223.0
2019-07-12,104.4929,106.3591,104.4929,106.3042,2139499.0
2019-07-13,104.4929,106.3591,104.4929,106.3042,2139499.0
2019-07-14,104.4929,106.3591,104.4929,106.3042,2139499.0
2019-07-15,106.9446,107.6629,106.3225,107.0544,1228266.0
2019-07-16,106.1213,106.2036,104.438,105.6273,2007377.0
2019-07-17,106.0664,106.1304,104.2276,104.2367,1545006.0
2019-07-18,104.2916,106.35,103.6055,106.1304,2244956.0
2019-07-19,106.3866,107.1002,105.6822,105.92,1558605.0
2019-07-20,106.3866,107.1002,105.6822,105.92,1558605.0
2019-07-21,106.3866,107.1002,105.6822,105.92,1558605.0
2019-07-22,106.167,108.0241,105.7096,107.6857,1667118.0
2019-07-23,108.4084,109.7166,107.6674,109.7074,2307764.0
2019-07-24,110.7138,114.1581,110.2472,114.0255,4240349.0
2019-07-25,112.699,113.5315,110.3112,111.775,2675395.0
2019-07-26,112.3239,112.5617,111.345,111.4273,1372889.0
2019-07-27,112.3239,112.5617,111.345,111.4273,1372889.0
2019-07-28,112.3239,112.5617,111.345,111.4273,1372889.0
2019-07-29,111.6835,112.0677,110.5308,110.8876,1694744.0
2019-07-30,110.0551,111.0438,109.3873,110.6589,1162963.0
2019-07-31,110.668,110.668,106.1762,107.4569,2460089.0
2019-08-01,107.7497,109.9179,103.4728,104.7124,2978621.0
2019-08-02,104.4837,105.1515,102.6815,103.084,2717727.0
2019-08-03,104.4837,105.1515,102.6815,103.084,2717727.0
2019-08-04,104.4837,105.1515,102.6815,103.084,2717727.0
2019-08-05,100.1199,100.495,97.101,98.4641,3642336.0
2019-08-06,99.5893,100.989,98.9215,99.9736,2868591.0
2019-08-07,98.6653,100.8655,98.0341,100.4676,2048669.0
2019-08-08,100.8335,102.8827,100.0833,102.7638,1837578.0
2019-08-09,101.7575,102.3247,100.431,101.236,1713693.0
2019-08-10,101.7575,102.3247,100.431,101.236,1713693.0
2019-08-11,101.7575,102.3247,100.431,101.236,1713693.0
2019-08-12,100.8335,101.1994,99.0587,99.6808,1395199.0
2019-08-13,99.818,103.9074,98.9306,103.3951,3091711.0
2019-08-14,101.1629,102.1966,100.2206,100.9158,1840982.0
2019-08-15,101.1903,101.5013,98.6287,99.2142,2164914.0
2019-08-16,100.4584,101.7758,99.9004,101.108,2832981.0
2019-08-17,100.4584,101.7758,99.9004,101.108,2832981.0
2019-08-18,100.4584,101.7758,99.9004,101.108,2832981.0
2019-08-19,103.4317,104.0354,101.3733,101.7026,2784622.0
2019-08-20,100.9707,101.9679,100.5682,100.8975,2255070.0
2019-08-21,99.7174,102.1875,98.6013,99.3423,3236529.0
2019-08-22,99.3057,100.0833,98.089,99.3789,2761428.0
2019-08-23,97.8694,98.357,94.8871,95.2987,4382782.0
2019-08-24,97.8694,98.357,94.8871,95.2987,4382782.0
2019-08-25,97.8694,98.357,94.8871,95.2987,4382782.0
2019-08-26,96.5795,97.0567,96.0581,97.0003,2510354.0
2019-08-27,98.153,98.6105,97.2656,97.9335,2222670.0
2019-08-28,97.3754,98.8575,96.8174,98.83,1553284.0
2019-08-29,100.4575,101.478,100.0713,100.2368,1949143.0
2019-08-30,101.1011,102.0205,100.3747,100.9815,1881677.0
2019-08-31,101.1011,102.0205,100.3747,100.9815,1881677.0
2019-09-01,101.1011,102.0205,100.3747,100.9815,1881677.0
2019-09-02,101.1011,102.0205,100.3747,100.9815,1881677.0
2019-09-03,99.9518,100.1724,97.3038,97.8095,2607300.0
2019-09-04,99.492,100.4299,99.4277,100.3931,1181117.0
2019-09-05,102.3055,104.7236,102.1492,103.9145,2294821.0
2019-09-06,104.103,104.4018,103.3721,103.5927,1217073.0
2019-09-07,104.103,104.4018,103.3721,103.5927,1217073.0
2019-09-08,104.103,104.4018,103.3721,103.5927,1217073.0
2019-09-09,104.0708,104.6041,103.2341,103.7766,1208626.0
2019-09-10,103.3077,104.7972,102.2871,104.7972,1459727.0
2019-09-11,104.8432,107.0038,104.0892,105.7718,2387327.0
2019-09-12,108.4933,108.9163,106.2223,106.8475,2053699.0
2019-09-13,106.682,107.5647,106.1212,107.1325,1646317.0
2019-09-14,106.682,107.5647,106.1212,107.1325,1646317.0
2019-09-15,106.682,107.5647,106.1212,107.1325,1646317.0
2019-09-16,105.9005,106.4784,105.3397,105.9741,1191992.0
2019-09-17,105.7166,106.5349,105.2201,105.9924,1447317.0
2019-09-18,105.9281,107.2245,105.5695,107.1693,1359894.0
2019-09-19,106.7464,107.4268,105.7994,106.5441,1678707.0
2019-09-20,106.4338,107.2245,105.3856,106.0384,3281732.0
2019-09-21,106.4338,107.2245,105.3856,106.0384,3281732.0
2019-09-22,106.4338,107.2245,105.3856,106.0384,3281732.0
2019-09-23,105.689,105.8637,104.2594,105.0822,1730545.0
2019-09-24,105.7718,105.7901,101.6987,102.0205,2928792.0
2019-09-25,102.186,103.9513,100.9172,103.6019,2395570.0
2019-09-26,103.7582,104.3007,102.6733,104.0249,1043534.0
2019-09-27,103.8594,104.6859,101.478,102.094,1517786.0
2019-09-28,103.8594,104.6859,101.478,102.094,1517786.0
2019-09-29,103.8594,104.6859,101.478,102.094,1517786.0
2019-09-30,103.1146,103.1974,101.6343,102.7285,2395544.0
2019-10-01,105.5603,106.8325,100.7333,100.9356,2902230.0
2019-10-02,100.3379,100.9631,99.4001,100.1908,1658503.0
2019-10-03,100.0989,102.3331,99.299,101.9377,1880658.0
2019-10-04,102.8388,104.0984,102.232,103.9237,1437647.0
2019-10-05,102.8388,104.0984,102.232,103.9237,1437647.0
2019-10-06,102.8388,104.0984,102.232,103.9237,1437647.0
2019-10-07,103.8226,104.1628,101.855,101.9102,1764150.0
2019-10-08,101.1286,101.4688,97.5428,97.5796,3240867.0
2019-10-09,99.0875,100.0989,98.1773,99.3633,1907631.0
2019-10-10,99.1151,100.9264,98.8576,99.7035,1902677.0
2019-10-11,100.8896,103.6387,100.8896,102.2595,2626741.0
2019-10-12,100.8896,103.6387,100.8896,102.2595,2626741.0
2019-10-13,100.8896,103.6387,100.8896,102.2595,2626741.0
2019-10-14,101.6619,102.0573,101.1286,101.4504,1761884.0
2019-10-15,101.8274,104.2731,101.5976,104.1628,2629701.0
2019-10-16,103.6295,104.126,101.4964,101.6803,1963966.0
2019-10-17,102.7652,103.2158,100.7976,101.1378,1494105.0
2019-10-18,101.2941,101.5332,99.6851,100.6597,1444772.0
2019-10-19,101.2941,101.5332,99.6851,100.6597,1444772.0
2019-10-20,101.2941,101.5332,99.6851,100.6597,1444772.0
2019-10-21,101.3125,102.4986,101.124,102.1584,1388174.0
2019-10-22,102.2871,103.1974,101.809,101.9469,1664161.0
2019-10-23,98.8392,99.0691,96.1545,97.0647,4596793.0
2019-10-24,97.8003,98.0807,96.4671,96.8349,3053496.0
2019-10-25,97.0463,98.4071,96.651,98.2232,1867697.0
2019-10-26,97.0463,98.4071,96.651,98.2232,1867697.0
2019-10-27,97.0463,98.4071,96.651,98.2232,1867697.0
2019-10-28,99.0231,100.2901,98.7657,100.0621,2084956.0
2019-10-29,100.4391,101.2482,99.1519,99.3541,2766559.0
2019-10-30,101.6067,102.0481,99.0875,99.5288,2543748.0
2019-10-31,99.0231,99.0231,96.4947,98.0393,3847445.0
2019-11-01,98.9496,101.0643,98.8944,100.5586,1991769.0
2019-11-02,98.9496,101.0643,98.8944,100.5586,1991769.0
2019-11-03,98.9496,101.0643,98.8944,100.5586,1991769.0
2019-11-04,102.1216,103.2158,101.4596,102.4158,1696867.0
2019-11-05,102.4894,105.2109,102.3653,104.3099,3043690.0
2019-11-06,103.8961,104.0984,101.7355,103.0043,1676838.0
2019-11-07,104.6041,104.6501,102.5446,103.2433,1139209.0
2019-11-08,102.9583,103.9329,102.2102,103.9145,1123931.0
2019-11-09,102.9583,103.9329,102.2102,103.9145,1123931.0
2019-11-10,102.9583,103.9329,102.2102,103.9145,1123931.0
2019-11-11,103.4824,103.6571,102.4434,103.4824,1263530.0
2019-11-12,103.9237,104.8248,103.6571,104.1352,2277128.0
2019-11-13,103.2158,105.1696,102.894,104.9719,1729378.0
2019-11-14,104.5397,104.5397,103.4732,104.1904,1102241.0
2019-11-15,105.4592,105.689,103.5192,104.2639,1767396.0
2019-11-16,105.4592,105.689,103.5192,104.2639,1767396.0
2019-11-17,105.4592,105.689,103.5192,104.2639,1767396.0
2019-11-18,103.9237,104.2639,102.7009,102.9491,1845257.0
2019-11-19,103.6479,103.9237,102.5813,102.7101,1876162.0
2019-11-20,101.8734,101.901,99.5012,99.8322,2988293.0
2019-11-21,100.2736,100.4345,99.161,100.0161,2903049.0
2019-11-22,102.1308,102.1308,100.3471,101.7355,1783561.0
2019-11-23,102.1308,102.1308,100.3471,101.7355,1783561.0
2019-11-24,102.1308,102.1308,100.3471,101.7355,1783561.0
2019-11-25,102.6273,104.3283,102.3515,103.8318,3031509.0
2019-11-26,99.869,106.1488,98.8484,105.6339,7432903.0
2019-11-27,106.7556,106.9395,103.9237,104.5397,3948863.0
2019-11-28,106.7556,106.9395,103.9237,104.5397,3948863.0
2019-11-29,103.9237,105.1742,103.3813,103.8502,1036675.0
2019-11-30,103.9237,105.1742,103.3813,103.8502,1036675.0
2019-12-01,103.9237,105.1742,103.3813,103.8502,1036675.0
2019-12-02,103.9513,104.2271,101.9929,102.2963,1715849.0
2019-12-03,100.7149,101.5332,99.915,101.3677,2157134.0
2019-12-04,102.7928,105.2845,102.7928,105.1742,2890447.0
2019-12-05,105.2666,106.449,104.5368,104.7862,2443405.0
2019-12-06,105.9964,107.2527,105.6823,107.0587,2150292.0
2019-12-07,105.9964,107.2527,105.6823,107.0587,2150292.0
2019-12-08,105.9964,107.2527,105.6823,107.0587,2150292.0
2019-12-09,106.9571,106.9571,105.784,105.8855,1553263.0
2019-12-10,105.8486,106.643,105.3405,105.6915,2815854.0
2019-12-11,106.1904,107.613,106.0426,107.0218,2203209.0
2019-12-12,107.0403,109.6176,106.8023,108.8324,2424054.0
2019-12-13,108.6199,110.3659,107.9918,109.7193,1644295.0
2019-12-14,108.6199,110.3659,107.9918,109.7193,1644295.0
2019-12-15,108.6199,110.3659,107.9918,109.7193,1644295.0
2019-12-16,110.4121,111.3174,109.4606,109.8024,2062535.0
2019-12-17,109.8486,110.3105,109.0726,109.7655,1467449.0
2019-12-18,109.8301,110.4213,107.9548,108.0841,2708958.0
2019-12-19,108.4352,109.7655,108.2042,109.6546,1713995.0
2019-12-20,111.0218,111.0588,108.9156,110.6892,4449011.0
2019-12-21,111.0218,111.0588,108.9156,110.6892,4449011.0
2019-12-22,111.0218,111.0588,108.9156,110.6892,4449011.0
2019-12-23,110.8555,111.359,109.9594,110.0888,1565751.0
2019-12-24,110.1719,110.7447,110.0334,110.5969,487824.0
2019-12-25,110.1719,110.7447,110.0334,110.5969,487824.0
2019-12-26,110.5507,110.9756,110.1719,110.6061,912635.0
2019-12-27,110.5969,110.8555,109.9225,110.3474,1360930.0
2019-12-28,110.5969,110.8555,109.9225,110.3474,1360930.0
2019-12-29,110.5969,110.8555,109.9225,110.3474,1360930.0
2019-12-30,110.1904,110.3474,108.9525,109.8024,1107348.0
2019-12-31,109.7655,110.0617,109.1327,109.7839,963456.0
2020-01-01,109.7655,110.0617,109.1327,109.7839,963456.0
2020-01-02,110.9571,111.456,109.6915,111.2528,1151468.0
2020-01-03,109.0079,110.5507,108.7585,109.2943,1374372.0
2020-01-04,109.0079,110.5507,108.7585,109.2943,1374372.0
2020-01-05,109.0079,110.5507,108.7585,109.2943,1374372.0
2020-01-06,107.3913,108.3798,106.8001,108.0102,1979387.0
2020-01-07,109.8394,111.6685,109.3775,110.4675,2214839.0
2020-01-08,111.1419,112.1997,110.5692,111.4652,2036477.0
2020-01-09,112.3613,112.4167,110.6153,111.4652,1418485.0
2020-01-10,111.5946,111.6038,109.3497,109.5345,1610520.0
2020-01-11,111.5946,111.6038,109.3497,109.5345,1610520.0
2020-01-12,111.5946,111.6038,109.3497,109.5345,1610520.0
2020-01-13,109.7285,110.523,109.2112,109.9872,1357586.0
2020-01-14,109.9133,111.4006,109.6546,110.4213,1326776.0
2020-01-15,110.3105,110.3105,108.2966,108.5553,1729207.0
2020-01-16,109.4514,110.135,109.0172,110.0518,1413598.0
2020-01-17,110.6246,110.7816,109.9502,110.3659,2303296.0
2020-01-18,110.6246,110.7816,109.9502,110.3659,2303296.0
2020-01-19,110.6246,110.7816,109.9502,110.3659,2303296.0
2020-01-20,110.6246,110.7816,109.9502,110.3659,2303296.0
2020-01-21,109.1835,110.5507,109.0079,110.2181,2548371.0
2020-01-22,110.523,111.8209,110.1904,111.2435,1654714.0
2020-01-23,111.2435,111.844,109.7932,111.65,2170308.0
2020-01-24,112.4999,112.8879,107.9918,108.6107,1972168.0
2020-01-25,112.4999,112.8879,107.9918,108.6107,1972168.0
2020-01-26,112.4999,112.8879,107.9918,108.6107,1972168.0
2020-01-27,105.9132,106.2181,103.6499,103.6592,2737804.0
2020-01-28,105.3405,105.8578,104.4351,105.5991,2670469.0
2020-01-29,105.5991,105.7423,104.0194,104.6014,3501466.0
2020-01-30,103.6776,104.8509,102.5044,103.807,2760980.0
2020-01-31,103.1511,103.2065,100.8785,101.3866,3245433.0
2020-02-01,103.1511,103.2065,100.8785,101.3866,3245433.0
2020-02-02,103.1511,103.2065,100.8785,101.3866,3245433.0
2020-02-03,102.2642,103.1049,101.2019,101.6176,2134777.0
2020-02-04,103.7053,104.74,103.1141,103.8901,2249780.0
2020-02-05,106.3105,108.1396,105.4144,107.7885,2192425.0
2020-02-06,108.0287,108.2597,106.5599,106.9663,1398262.0
2020-02-07,106.2366,106.3659,103.5668,103.7146,1663795.0
2020-02-08,106.2366,106.3659,103.5668,103.7146,1663795.0
2020-02-09,106.2366,106.3659,103.5668,103.7146,1663795.0
2020-02-10,102.4582,104.2966,102.0333,104.2966,1813906.0
2020-02-11,104.8047,108.7908,104.8047,107.9733,2765514.0
2020-02-12,108.4629,109.9779,108.352,109.7562,1856037.0
2020-02-13,109.2204,109.9687,108.038,109.8209,2391089.0
2020-02-14,109.9779,110.2735,107.807,108.6846,1869020.0
2020-02-15,109.9779,110.2735,107.807,108.6846,1869020.0
2020-02-16,109.9779,110.2735,107.807,108.6846,1869020.0
2020-02-17,109.9779,110.2735,107.807,108.6846,1869020.0
2020-02-18,107.3728,109.8301,107.225,109.5345,3077811.0
2020-02-19,115.5299,117.5992,113.0634,114.4491,4598958.0
2020-02-20,114.9202,116.0011,113.0449,115.0588,3062435.0
2020-02-21,113.553,114.523,111.6038,113.4052,2813765.0
2020-02-22,113.553,114.523,111.6038,113.4052,2813765.0
2020-02-23,113.553,114.523,111.6038,113.4052,2813765.0
2020-02-24,110.2458,110.5692,108.0564,108.4167,3041587.0
2020-02-25,109.5068,109.7285,104.74,105.9225,3251681.0
2020-02-26,107.1419,108.4398,105.5852,106.0887,2896612.0
2020-02-27,103.8596,105.6104,99.9122,100.0515,3541339.0
2020-02-28,96.5592,102.2249,96.1319,101.2868,6036781.0
2020-02-29,96.5592,102.2249,96.1319,101.2868,6036781.0
