,MUR US Equity,MUR US Equity,MUR US Equity,MUR US Equity,MUR US Equity
2020-05-27,11.4569,11.8613,10.9627,11.7714,4604548.0
2020-05-28,11.7175,11.7893,11.2592,11.3401,4389108.0
2020-05-29,11.1963,11.1963,10.3966,10.7381,5893887.0
2020-05-30,11.1963,11.1963,10.3966,10.7381,5893887.0
2020-05-31,11.1963,11.1963,10.3966,10.7381,5893887.0
2020-06-01,10.6931,11.8254,10.4685,11.7984,5834819.0
2020-06-02,12.0141,12.4094,11.8478,12.2477,4339083.0
2020-06-03,12.4004,12.7554,12.4004,12.697,3257556.0
2020-06-04,12.6521,13.299,12.3555,13.2361,4192237.0
2020-06-05,14.2875,15.5301,14.2875,15.24,5789884.0
2020-06-06,14.2875,15.5301,14.2875,15.24,5789884.0
2020-06-07,14.2875,15.5301,14.2875,15.24,5789884.0
2020-06-08,15.9049,16.5384,15.4871,16.48,7792175.0
2020-06-09,15.5095,16.1655,14.611,15.6084,6079429.0
2020-06-10,15.3658,15.3658,13.8022,14.0808,4444802.0
2020-06-11,12.3106,13.3619,11.7265,12.2746,4439482.0
2020-06-12,13.4698,13.6763,12.5173,13.1732,5104517.0
2020-06-13,13.4698,13.6763,12.5173,13.1732,5104517.0
2020-06-14,13.4698,13.6763,12.5173,13.1732,5104517.0
2020-06-15,12.1848,13.6944,12.077,13.4608,3582546.0
2020-06-16,14.4312,14.4582,13.4159,14.0898,3913611.0
2020-06-17,13.8831,13.964,13.1058,13.1193,4773187.0
2020-06-18,12.9306,13.6585,12.688,13.3979,2903909.0
2020-06-19,13.928,14.0269,13.2721,13.5866,6550470.0
2020-06-20,13.928,14.0269,13.2721,13.5866,6550470.0
2020-06-21,13.928,14.0269,13.2721,13.5866,6550470.0
2020-06-22,13.344,13.5416,12.8947,13.2271,3405677.0
2020-06-23,13.4877,13.8202,12.9486,12.9755,3183125.0
2020-06-24,12.5891,12.8318,11.412,11.439,5281828.0
2020-06-25,11.2503,11.8074,11.0526,11.7355,3713698.0
2020-06-26,11.5648,11.5917,10.8549,10.9987,4678090.0
2020-06-27,11.5648,11.5917,10.8549,10.9987,4678090.0
2020-06-28,11.5648,11.5917,10.8549,10.9987,4678090.0
2020-06-29,11.0526,11.8254,10.8818,11.8074,4165684.0
2020-06-30,11.6726,12.4633,11.4929,12.4004,3271566.0
2020-07-01,12.4094,12.715,11.7939,11.9961,4323120.0
2020-07-02,12.4633,12.697,12.1039,12.2297,3180773.0
2020-07-03,12.4633,12.697,12.1039,12.2297,3180773.0
2020-07-04,12.4633,12.697,12.1039,12.2297,3180773.0
2020-07-05,12.4633,12.697,12.1039,12.2297,3180773.0
2020-07-06,12.5802,12.6161,12.0815,12.2567,3867706.0
2020-07-07,12.0949,12.1399,11.5917,11.6097,2095769.0
2020-07-08,11.6187,12.1039,11.4749,11.8793,2449935.0
2020-07-09,11.8703,11.9512,10.9627,10.9807,2578113.0
2020-07-10,10.8639,11.7265,10.8369,11.6636,4577928.0
2020-07-11,10.8639,11.7265,10.8369,11.6636,4577928.0
2020-07-12,10.8639,11.7265,10.8369,11.6636,4577928.0
2020-07-13,11.8074,11.9062,11.1963,11.2503,3306312.0
2020-07-14,11.1694,12.0051,11.0511,11.9781,3066646.0
2020-07-15,12.3286,12.4813,11.8793,12.1578,3318611.0
2020-07-16,11.9512,12.7464,11.8772,12.4004,3066792.0
2020-07-17,12.4094,12.6071,11.9287,11.9332,2322738.0
2020-07-18,12.4094,12.6071,11.9287,11.9332,2322738.0
2020-07-19,12.4094,12.6071,11.9287,11.9332,2322738.0
2020-07-20,11.8793,12.1141,11.7175,11.8343,1890754.0
2020-07-21,12.05,13.1193,12.05,13.1013,3977775.0
2020-07-22,12.8408,13.1598,12.6521,13.0474,2473062.0
2020-07-23,12.8767,13.0654,12.4903,12.697,2485880.0
2020-07-24,12.7239,12.9126,12.5083,12.5622,1738499.0
2020-07-25,12.7239,12.9126,12.5083,12.5622,1738499.0
2020-07-26,12.7239,12.9126,12.5083,12.5622,1738499.0
2020-07-27,12.4813,12.661,12.1848,12.6431,2098580.0
2020-07-28,12.5262,12.7239,12.2387,12.3016,1791331.0
2020-07-29,12.4004,12.5442,12.1848,12.5442,1700447.0
2020-07-30,12.2207,12.2926,11.8972,12.1399,1958554.0
2020-07-31,11.9961,12.1578,11.5782,11.8703,3870061.0
2020-08-01,11.9961,12.1578,11.5782,11.8703,3870061.0
2020-08-02,11.9961,12.1578,11.5782,11.8703,3870061.0
2020-08-03,11.8793,12.1758,11.6996,11.9961,2806720.0
2020-08-04,11.9781,12.7913,11.8972,12.5442,3029681.0
2020-08-05,12.9666,13.2182,12.7779,13.1373,2980777.0
2020-08-06,12.6341,12.909,12.3465,12.661,3496335.0
2020-08-07,12.5802,13.0384,12.4454,13.0115,2747735.0
2020-08-08,12.5802,13.0384,12.4454,13.0115,2747735.0
2020-08-09,12.5802,13.0384,12.4454,13.0115,2747735.0
2020-08-10,13.1283,14.1886,13.0564,13.9191,4527300.0
2020-08-11,14.2695,14.5436,13.5506,13.6135,3591273.0
2020-08-12,14.0718,14.0988,13.5776,13.7124,2505111.0
2020-08-13,13.6135,13.8382,13.4518,13.4967,2188614.0
2020-08-14,13.4106,13.8909,13.2928,13.7187,2420471.0
2020-08-15,13.4106,13.8909,13.2928,13.7187,2420471.0
2020-08-16,13.4106,13.8909,13.2928,13.7187,2420471.0
2020-08-17,13.7368,13.9181,13.311,13.6462,1980322.0
2020-08-18,13.5194,13.6462,13.3381,13.3563,1809658.0
2020-08-19,13.2838,13.7278,13.1932,13.5375,2806249.0
2020-08-20,13.2657,13.542,13.166,13.166,3430634.0
2020-08-21,13.1297,13.166,12.6043,12.7854,2082400.0
2020-08-22,13.1297,13.166,12.6043,12.7854,2082400.0
2020-08-23,13.1297,13.166,12.6043,12.7854,2082400.0
2020-08-24,12.9485,13.5375,12.7039,13.2838,1856496.0
2020-08-25,13.4922,13.6462,13.2657,13.5375,1341431.0
2020-08-26,13.5919,13.7006,12.7854,12.7945,1894520.0
2020-08-27,12.9123,13.1207,12.6857,13.0391,2490304.0
2020-08-28,13.0391,13.3273,12.9123,13.0572,1432396.0
2020-08-29,13.0391,13.3273,12.9123,13.0572,1432396.0
2020-08-30,13.0391,13.3273,12.9123,13.0572,1432396.0
2020-08-31,13.1207,13.1207,12.3958,12.4501,2016190.0
2020-09-01,12.4592,12.7628,12.3414,12.5498,2503207.0
2020-09-02,12.4773,12.5951,11.8068,11.8249,4415363.0
2020-09-03,11.7524,11.8793,11.1499,11.1906,11990546.0
2020-09-04,11.2903,11.3537,10.5667,11.0457,4823355.0
2020-09-05,11.2903,11.3537,10.5667,11.0457,4823355.0
2020-09-06,11.2903,11.3537,10.5667,11.0457,4823355.0
2020-09-07,11.2903,11.3537,10.5667,11.0457,4823355.0
2020-09-08,10.6832,10.6923,9.9674,9.9855,4360242.0
2020-09-09,10.1214,10.1803,9.8405,10.0761,3415011.0
2020-09-10,10.0489,10.0489,9.0341,9.0794,23213828.0
2020-09-11,9.1428,9.2696,8.8166,9.0884,8571642.0
2020-09-12,9.1428,9.2696,8.8166,9.0884,8571642.0
2020-09-13,9.1428,9.2696,8.8166,9.0884,8571642.0
2020-09-14,9.2153,9.4056,8.8121,9.2425,6439892.0
2020-09-15,9.324,9.5324,9.0386,9.1156,5301177.0
2020-09-16,9.2334,10.0489,9.1156,9.7408,7634878.0
2020-09-17,9.4418,9.7227,9.3488,9.614,4202070.0
2020-09-18,9.6593,9.8043,9.2968,9.4599,7871223.0
2020-09-19,9.6593,9.8043,9.2968,9.4599,7871223.0
2020-09-20,9.6593,9.8043,9.2968,9.4599,7871223.0
2020-09-21,9.1428,9.2243,8.3454,8.3907,6547345.0
2020-09-22,8.427,8.9797,8.4088,8.7713,5792706.0
2020-09-23,8.7894,8.8619,7.8923,7.8923,4395786.0
2020-09-24,7.7111,8.2185,7.4483,7.983,4088921.0
2020-09-25,7.8652,8.069,7.7564,7.9105,4036597.0
2020-09-26,7.8652,8.069,7.7564,7.9105,4036597.0
2020-09-27,7.8652,8.069,7.7564,7.9105,4036597.0
2020-09-28,8.1279,8.5176,8.0373,8.3363,4126947.0
2020-09-29,8.2638,8.2638,7.8833,7.992,3573820.0
2020-09-30,8.0554,8.4224,7.9648,8.0826,5320222.0
2020-10-01,7.8923,8.0011,7.5571,7.6386,4197429.0
2020-10-02,7.249,7.9694,7.2127,7.7655,5878406.0
2020-10-03,7.249,7.9694,7.2127,7.7655,5878406.0
2020-10-04,7.249,7.9694,7.2127,7.7655,5878406.0
2020-10-05,7.9648,8.1191,7.6839,8.0011,4727549.0
2020-10-06,8.2004,8.3907,7.6205,7.6296,4578137.0
2020-10-07,7.7021,7.847,7.5843,7.7745,3217251.0
2020-10-08,7.9014,8.3273,7.7202,8.3273,3452741.0
2020-10-09,8.4179,8.4813,7.7927,7.8742,4151793.0
2020-10-10,8.4179,8.4813,7.7927,7.8742,4151793.0
2020-10-11,8.4179,8.4813,7.7927,7.8742,4151793.0
2020-10-12,7.8561,7.8561,7.4619,7.8198,6909493.0
2020-10-13,7.7474,7.8652,7.4574,7.5208,6154587.0
2020-10-14,7.5299,8.137,7.5299,7.693,5136600.0
2020-10-15,7.5118,8.0237,7.4483,8.0192,3958542.0
2020-10-16,7.9467,8.1189,7.7021,7.7474,3848542.0
2020-10-17,7.9467,8.1189,7.7021,7.7474,3848542.0
2020-10-18,7.9467,8.1189,7.7021,7.7474,3848542.0
2020-10-19,7.8108,7.847,7.5027,7.5118,4375499.0
2020-10-20,7.5571,8.0781,7.5571,7.8833,4749063.0
2020-10-21,7.7745,8.1506,7.6522,7.7021,5601493.0
2020-10-22,7.7111,8.1551,7.6477,8.137,4863906.0
2020-10-23,8.2276,8.3137,7.838,7.9014,3454771.0
2020-10-24,8.2276,8.3137,7.838,7.9014,3454771.0
2020-10-25,8.2276,8.3137,7.838,7.9014,3454771.0
2020-10-26,7.8108,7.8108,7.1584,7.2762,5599628.0
2020-10-27,7.2309,7.3396,7.095,7.249,2866260.0
2020-10-28,6.9772,7.0768,6.5603,6.6872,5969977.0
2020-10-29,6.4788,7.0678,6.3519,7.0678,4071659.0
2020-10-30,7.0134,7.104,6.805,6.9953,3727504.0
2020-10-31,7.0134,7.104,6.805,6.9953,3727504.0
2020-11-01,7.0134,7.104,6.805,6.9953,3727504.0
2020-11-02,7.1131,7.2943,6.8503,7.1856,3711961.0
2020-11-03,7.3758,7.4483,6.8865,6.9681,3848650.0
2020-11-04,6.9953,7.0723,6.6238,6.9681,5788313.0
2020-11-05,6.7959,7.0225,6.5332,6.5966,5339018.0
2020-11-06,6.5694,6.8458,6.3429,6.3791,4340231.0
2020-11-07,6.5694,6.8458,6.3429,6.3791,4340231.0
2020-11-08,6.5694,6.8458,6.3429,6.3791,4340231.0
2020-11-09,7.249,8.2548,7.2218,7.8652,9076130.0
2020-11-10,8.1189,8.137,7.693,7.8742,5053147.0
2020-11-11,8.0011,8.1279,7.7428,7.838,3719551.0
2020-11-12,7.6567,8.0645,7.5118,7.6024,3802765.0
2020-11-13,7.699,8.0761,7.6704,8.0485,3272511.0
2020-11-14,7.699,8.0761,7.6704,8.0485,3272511.0
2020-11-15,7.699,8.0761,7.6704,8.0485,3272511.0
2020-11-16,8.5084,8.7292,8.352,8.72,4145600.0
2020-11-17,8.5544,8.8487,8.4164,8.8028,3792109.0
2020-11-18,8.9867,9.2443,8.6004,8.6096,4043851.0
2020-11-19,8.4808,9.0419,8.4164,9.0051,4064572.0
2020-11-20,8.9775,9.1431,8.7476,8.766,4265374.0
2020-11-21,8.9775,9.1431,8.7476,8.766,4265374.0
2020-11-22,8.9775,9.1431,8.7476,8.766,4265374.0
2020-11-23,9.0511,9.8606,8.9867,9.8514,5301418.0
2020-11-24,10.3941,10.7528,10.1687,10.5136,6830983.0
2020-11-25,10.3113,10.6562,10.0859,10.4309,4549498.0
2020-11-26,10.3113,10.6562,10.0859,10.4309,4549498.0
2020-11-27,10.3757,10.4493,10.1117,10.2469,1934535.0
2020-11-28,10.3757,10.4493,10.1117,10.2469,1934535.0
2020-11-29,10.3757,10.4493,10.1117,10.2469,1934535.0
2020-11-30,9.9617,10.0721,9.2167,9.2535,4827921.0
2020-12-01,9.6398,9.7134,9.0419,9.2443,3987266.0
2020-12-02,9.2075,10.3297,9.1799,9.9158,5471397.0
2020-12-03,10.0629,10.5595,9.8928,10.3205,5364735.0
2020-12-04,10.578,11.4703,10.555,11.4611,5320574.0
2020-12-05,10.578,11.4703,10.555,11.4611,5320574.0
2020-12-06,10.578,11.4703,10.555,11.4611,5320574.0
2020-12-07,11.2679,11.4059,10.716,10.762,6093021.0
2020-12-08,10.6332,11.3047,10.624,11.2587,4877923.0
2020-12-09,11.4519,11.8842,11.1115,11.4059,6995354.0
2020-12-10,11.4059,12.5741,11.3553,12.5189,7289096.0
2020-12-11,12.6936,12.6936,12.1233,12.3717,3989217.0
2020-12-12,12.6936,12.6936,12.1233,12.3717,3989217.0
2020-12-13,12.6936,12.6936,12.1233,12.3717,3989217.0
2020-12-14,12.7488,12.8592,11.829,11.8842,3939561.0
2020-12-15,11.6818,12.0865,11.5128,12.0773,5029654.0
2020-12-16,12.1049,12.1325,11.3599,11.4151,4236402.0
2020-12-17,11.5071,11.6082,11.0747,11.1943,3968835.0
2020-12-18,11.1575,11.3875,10.9828,11.2587,6628428.0
2020-12-19,11.1575,11.3875,10.9828,11.2587,6628428.0
2020-12-20,11.1575,11.3875,10.9828,11.2587,6628428.0
2020-12-21,10.4952,11.0195,10.2561,10.8448,4625449.0
2020-12-22,10.7988,10.8908,10.5458,10.578,3542033.0
2020-12-23,10.7252,11.4611,10.7224,11.3691,3777519.0
2020-12-24,11.4519,11.4703,11.0287,11.1851,1577279.0
2020-12-25,11.4519,11.4703,11.0287,11.1851,1577279.0
2020-12-26,11.4519,11.4703,11.0287,11.1851,1577279.0
2020-12-27,11.4519,11.4703,11.0287,11.1851,1577279.0
2020-12-28,11.2403,11.5576,11.0195,11.0471,2650048.0
2020-12-29,11.1667,11.3691,10.9644,11.1023,2913699.0
2020-12-30,11.0563,11.4504,11.0379,11.3231,2369348.0
2020-12-31,11.1943,11.3774,11.0839,11.1299,2638350.0
2021-01-01,11.1943,11.3774,11.0839,11.1299,2638350.0
2021-01-02,11.1943,11.3774,11.0839,11.1299,2638350.0
2021-01-03,11.1943,11.3774,11.0839,11.1299,2638350.0
2021-01-04,11.3047,11.6864,11.0839,11.5163,3718301.0
2021-01-05,11.7922,12.7856,11.7416,12.5097,4784597.0
2021-01-06,12.6568,13.848,12.3165,13.5123,12001552.0
2021-01-07,13.7974,13.9589,13.3928,13.5583,4858331.0
2021-01-08,13.8158,13.8158,12.8868,12.9604,3755157.0
2021-01-09,13.8158,13.8158,12.8868,12.9604,3755157.0
2021-01-10,13.8158,13.8158,12.8868,12.9604,3755157.0
2021-01-11,12.4177,13.0616,12.2889,12.9972,3027143.0
2021-01-12,13.3007,14.1654,13.2179,14.1562,4226120.0
2021-01-13,14.1194,14.1424,13.3375,13.5859,3486857.0
2021-01-14,13.7974,14.5655,13.7652,14.3217,3441635.0
2021-01-15,14.0458,14.1286,13.3743,13.5123,4050488.0
2021-01-16,14.0458,14.1286,13.3743,13.5123,4050488.0
2021-01-17,14.0458,14.1286,13.3743,13.5123,4050488.0
2021-01-18,14.0458,14.1286,13.3743,13.5123,4050488.0
2021-01-19,13.7514,14.5149,13.715,14.3125,3823026.0
2021-01-20,14.4965,14.6132,13.8066,13.917,3334203.0
2021-01-21,13.8618,14.0642,11.576,11.967,12326053.0
2021-01-22,11.3967,11.8337,11.0839,11.5163,7831196.0
2021-01-23,11.3967,11.8337,11.0839,11.5163,7831196.0
2021-01-24,11.3967,11.8337,11.0839,11.5163,7831196.0
2021-01-25,11.2495,11.7232,10.7284,11.5438,7161660.0
2021-01-26,11.6634,12.1417,11.4979,11.691,5539825.0
2021-01-27,11.3783,13.5629,11.2955,12.8776,10594692.0
2021-01-28,12.7396,12.8868,11.645,11.8934,7998650.0
2021-01-29,11.7554,12.4039,11.2449,11.3783,5658533.0
2021-01-30,11.7554,12.4039,11.2449,11.3783,5658533.0
2021-01-31,11.7554,12.4039,11.2449,11.3783,5658533.0
2021-02-01,11.5438,11.6358,10.9322,11.1299,5054332.0
2021-02-02,11.4979,11.6082,11.0241,11.2587,4408775.0
2021-02-03,11.3691,12.2245,11.3691,12.0865,4220025.0
2021-02-04,11.9854,12.1416,11.6634,11.9578,2641116.0
2021-02-05,12.1969,12.3349,11.875,11.9854,2415958.0
2021-02-06,12.1969,12.3349,11.875,11.9854,2415958.0
2021-02-07,12.1969,12.3349,11.875,11.9854,2415958.0
2021-02-08,12.2153,13.3191,12.2107,13.2639,3897527.0
2021-02-09,13.0616,13.1168,12.5925,12.6108,2985998.0
2021-02-10,12.7304,13.4663,12.6476,13.3467,4242281.0
2021-02-11,13.1719,13.2823,12.5051,12.7672,3240318.0
2021-02-12,12.5862,13.3752,12.5398,13.2545,2458720.0
2021-02-13,12.5862,13.3752,12.5398,13.2545,2458720.0
2021-02-14,12.5862,13.3752,12.5398,13.2545,2458720.0
2021-02-15,12.5862,13.3752,12.5398,13.2545,2458720.0
2021-02-16,13.8022,14.127,13.5144,13.7929,2738661.0
2021-02-17,13.8764,14.2106,13.492,14.1456,3647661.0
2021-02-18,14.1085,14.2106,13.3195,13.3659,4774155.0
2021-02-19,13.4123,13.9785,13.3845,13.8764,2803929.0
2021-02-20,13.4123,13.9785,13.3845,13.8764,2803929.0
2021-02-21,13.4123,13.9785,13.3845,13.8764,2803929.0
2021-02-22,14.1085,15.2919,14.0064,14.5818,5037178.0
2021-02-23,14.7489,15.2316,13.5794,15.0645,4558610.0
2021-02-24,15.213,16.3639,15.0645,16.0948,4400262.0
2021-02-25,16.2618,16.596,15.3151,15.4543,4297317.0
2021-02-26,15.1759,15.5193,14.3544,15.1573,3487437.0
2021-02-27,15.1759,15.5193,14.3544,15.1573,3487437.0
2021-02-28,15.1759,15.5193,14.3544,15.1573,3487437.0
