,NWN US Equity,NWN US Equity,NWN US Equity,NWN US Equity,NWN US Equity
2020-02-03,62.452,63.9484,62.2479,63.8464,303322.0
2020-02-04,63.9229,64.2545,63.5318,63.8124,257273.0
2020-02-05,63.7699,64.2035,63.4978,63.5318,254008.0
2020-02-06,63.5488,63.7146,63.0641,63.0812,175575.0
2020-02-07,63.0386,63.2427,62.52,62.656,232564.0
2020-02-08,63.0386,63.2427,62.52,62.656,232564.0
2020-02-09,63.0386,63.2427,62.52,62.656,232564.0
2020-02-10,62.8856,63.0471,62.3924,62.8006,262177.0
2020-02-11,62.8771,63.2725,62.7921,63.0727,192173.0
2020-02-12,63.1322,63.3022,62.4605,63.1917,203143.0
2020-02-13,63.0982,64.263,62.8941,64.263,218690.0
2020-02-14,64.5521,64.9092,64.1015,64.8837,125473.0
2020-02-15,64.5521,64.9092,64.1015,64.8837,125473.0
2020-02-16,64.5521,64.9092,64.1015,64.8837,125473.0
2020-02-17,64.5521,64.9092,64.1015,64.8837,125473.0
2020-02-18,65.0453,65.6915,64.7199,65.3854,159251.0
2020-02-19,65.0113,65.3003,64.7647,64.9602,132545.0
2020-02-20,64.7562,65.0113,64.229,64.9007,147475.0
2020-02-21,65.1303,65.4109,64.8327,65.1643,239443.0
2020-02-22,65.1303,65.4109,64.8327,65.1643,239443.0
2020-02-23,65.1303,65.4109,64.8327,65.1643,239443.0
2020-02-24,64.6116,64.6882,63.7444,64.297,201449.0
2020-02-25,64.2205,64.5946,63.2682,63.3277,188403.0
2020-02-26,63.3958,63.8379,62.3924,62.4605,250343.0
2020-02-27,61.9333,62.4264,59.7141,59.7481,339534.0
2020-02-28,58.8213,58.8298,55.3182,55.9219,411822.0
2020-02-29,58.8213,58.8298,55.3182,55.9219,411822.0
2020-03-01,58.8213,58.8298,55.3182,55.9219,411822.0
2020-03-02,55.9984,56.7943,55.4373,56.3471,491111.0
2020-03-03,55.9899,56.2705,54.9356,55.2842,511195.0
2020-03-04,55.8454,58.6938,55.8114,58.6343,336138.0
2020-03-05,57.75,58.3282,57.2632,58.2772,293029.0
2020-03-06,57.0273,58.8808,56.4576,58.8468,206114.0
2020-03-07,57.0273,58.8808,56.4576,58.8468,206114.0
2020-03-08,57.0273,58.8808,56.4576,58.8468,206114.0
2020-03-09,56.4746,58.1241,55.5988,55.7944,341093.0
2020-03-10,56.6021,57.5204,54.6678,57.2313,482987.0
2020-03-11,56.177,56.177,52.7504,53.7367,190159.0
2020-03-12,51.2115,51.2115,43.8712,45.2596,369383.0
2020-03-13,47.6659,49.4344,45.4041,49.4344,346385.0
2020-03-14,47.6659,49.4344,45.4041,49.4344,346385.0
2020-03-15,47.6659,49.4344,45.4041,49.4344,346385.0
2020-03-16,45.9143,46.8241,43.3125,43.9077,304122.0
2020-03-17,44.7749,56.7127,44.5964,56.5341,391128.0
2020-03-18,52.5889,59.306,51.339,58.3537,483383.0
2020-03-19,58.1496,63.2087,55.6073,59.8927,366495.0
2020-03-20,60.5304,60.964,47.3322,48.3546,371133.0
2020-03-21,60.5304,60.964,47.3322,48.3546,371133.0
2020-03-22,60.5304,60.964,47.3322,48.3546,371133.0
2020-03-23,47.6233,47.6233,42.9341,43.8907,251421.0
2020-03-24,45.1406,47.9975,44.2308,47.8444,246651.0
2020-03-25,47.5978,51.6876,46.552,48.9157,268994.0
2020-03-26,49.4599,53.5454,48.9753,53.031,216121.0
2020-03-27,51.2285,53.8303,48.7224,50.9309,198593.0
2020-03-28,51.2285,53.8303,48.7224,50.9309,198593.0
2020-03-29,51.2285,53.8303,48.7224,50.9309,198593.0
2020-03-30,51.8747,55.9389,51.6859,55.3352,226558.0
2020-03-31,55.0547,55.0547,51.6026,52.5039,212332.0
2020-04-01,50.2081,50.4037,46.518,47.5638,225925.0
2020-04-02,47.2237,50.0466,46.788,48.7372,123496.0
2020-04-03,48.142,49.3579,46.5137,47.4703,171184.0
2020-04-04,48.142,49.3579,46.5137,47.4703,171184.0
2020-04-05,48.142,49.3579,46.5137,47.4703,171184.0
2020-04-06,49.6385,52.6229,49.3579,52.0957,201086.0
2020-04-07,53.116,54.1831,49.5109,50.4037,201334.0
2020-04-08,51.0074,52.5124,49.681,51.458,196687.0
2020-04-09,52.2403,56.0112,52.2403,55.6753,189575.0
2020-04-10,52.2403,56.0112,52.2403,55.6753,189575.0
2020-04-11,52.2403,56.0112,52.2403,55.6753,189575.0
2020-04-12,52.2403,56.0112,52.2403,55.6753,189575.0
2020-04-13,54.9101,55.6498,51.9257,52.5634,129010.0
2020-04-14,54.3149,55.0972,53.2011,54.8421,126699.0
2020-04-15,52.8355,53.9323,52.0957,52.5719,172077.0
2020-04-16,52.4613,53.3926,50.9819,52.8865,166074.0
2020-04-17,53.9833,55.3522,53.9663,54.8761,158586.0
2020-04-18,53.9833,55.3522,53.9663,54.8761,158586.0
2020-04-19,53.9833,55.3522,53.9663,54.8761,158586.0
2020-04-20,53.6602,54.7208,51.6876,52.2063,159041.0
2020-04-21,51.0244,54.1364,51.0244,53.7452,150167.0
2020-04-22,54.8251,55.0717,53.9493,54.2299,224541.0
2020-04-23,53.9238,55.2502,52.7164,53.6092,169826.0
2020-04-24,53.5837,54.5615,52.7589,54.1024,176899.0
2020-04-25,53.5837,54.5615,52.7589,54.1024,176899.0
2020-04-26,53.5837,54.5615,52.7589,54.1024,176899.0
2020-04-27,54.9016,56.0665,54.5615,55.5138,157278.0
2020-04-28,56.9337,57.1718,55.5478,56.1345,183397.0
2020-04-29,57.5113,57.5113,54.7792,56.8175,198821.0
2020-04-30,55.7727,56.5178,54.2053,55.7555,1063922.0
2020-05-01,54.5051,54.7021,52.1841,53.2632,218861.0
2020-05-02,54.5051,54.7021,52.1841,53.2632,218861.0
2020-05-03,54.5051,54.7021,52.1841,53.2632,218861.0
2020-05-04,52.3982,53.2632,51.7559,53.2375,191827.0
2020-05-05,54.231,55.0961,53.5202,54.1283,149402.0
2020-05-06,54.1454,54.1454,52.2954,52.3811,138027.0
2020-05-07,53.3917,55.0875,53.2033,54.1197,193880.0
2020-05-08,54.822,56.6034,54.0041,55.8069,198453.0
2020-05-09,54.822,56.6034,54.0041,55.8069,198453.0
2020-05-10,54.822,56.6034,54.0041,55.8069,198453.0
2020-05-11,54.7192,55.7384,53.0063,54.2653,250648.0
2020-05-12,54.1454,54.1454,51.3876,51.4647,162725.0
2020-05-13,50.8994,50.8994,49.5719,50.6339,238751.0
2020-05-14,49.6918,50.6168,47.7048,50.18,246215.0
2020-05-15,50.5568,50.9251,48.2615,50.7281,761714.0
2020-05-16,50.5568,50.9251,48.2615,50.7281,761714.0
2020-05-17,50.5568,50.9251,48.2615,50.7281,761714.0
2020-05-18,52.775,53.9912,52.4325,53.563,212877.0
2020-05-19,53.0405,53.8542,51.773,51.8329,123133.0
2020-05-20,52.8864,54.2053,52.0299,54.0512,164414.0
2020-05-21,53.9912,54.5479,53.5373,53.7257,109973.0
2020-05-22,54.1283,54.1283,53.229,53.8028,86980.0
2020-05-23,54.1283,54.1283,53.229,53.8028,86980.0
2020-05-24,54.1283,54.1283,53.229,53.8028,86980.0
2020-05-25,54.1283,54.1283,53.229,53.8028,86980.0
2020-05-26,55.3359,55.6271,54.1368,54.2482,130276.0
2020-05-27,55.3872,55.9868,54.2225,55.6613,131474.0
2020-05-28,56.5263,56.6034,54.6421,54.9419,227996.0
2020-05-29,54.3167,55.216,53.6058,54.9076,201759.0
2020-05-30,54.3167,55.216,53.6058,54.9076,201759.0
2020-05-31,54.3167,55.216,53.6058,54.9076,201759.0
2020-06-01,55.1217,55.4815,54.5907,54.625,126970.0
2020-06-02,55.2074,55.5157,54.0383,54.3252,106753.0
2020-06-03,55.0704,56.2608,55.0704,55.3016,145341.0
2020-06-04,54.6421,55.216,53.1262,53.7771,156876.0
2020-06-05,54.8134,56.6976,54.565,54.9162,171053.0
2020-06-06,54.8134,56.6976,54.565,54.9162,171053.0
2020-06-07,54.8134,56.6976,54.565,54.9162,171053.0
2020-06-08,55.1988,56.0467,55.0532,55.687,137941.0
2020-06-09,55.0961,55.5842,53.8199,54.8477,127384.0
2020-06-10,54.6935,54.9076,52.8693,53.0919,109133.0
2020-06-11,51.7473,51.7473,49.2336,49.3492,171237.0
2020-06-12,50.9936,51.2762,47.7605,48.9295,162889.0
2020-06-13,50.9936,51.2762,47.7605,48.9295,162889.0
2020-06-14,50.9936,51.2762,47.7605,48.9295,162889.0
2020-06-15,47.8504,50.6253,47.5335,50.0858,122078.0
2020-06-16,51.9785,52.2441,49.8888,50.3598,169040.0
2020-06-17,49.786,50.7538,48.1759,48.8182,133958.0
2020-06-18,48.2615,48.9482,48.0474,48.8782,147756.0
2020-06-19,49.0409,49.279,46.797,46.9768,314907.0
2020-06-20,49.0409,49.279,46.797,46.9768,314907.0
2020-06-21,49.0409,49.279,46.797,46.9768,314907.0
2020-06-22,47.0282,48.1587,46.2317,47.799,145858.0
2020-06-23,48.2358,48.9724,47.2594,47.8161,148457.0
2020-06-24,47.1395,47.5421,46.1632,46.6171,247245.0
2020-06-25,46.3259,46.6257,44.8699,46.1546,169859.0
2020-06-26,45.8549,46.4372,44.9342,45.3581,285975.0
2020-06-27,45.8549,46.4372,44.9342,45.3581,285975.0
2020-06-28,45.8549,46.4372,44.9342,45.3581,285975.0
2020-06-29,46.2488,47.1909,45.9062,47.1053,136681.0
2020-06-30,47.0967,48.0988,46.9768,47.7819,145347.0
2020-07-01,47.8675,48.2529,47.4307,47.7476,114387.0
2020-07-02,48.2187,48.4619,47.5164,47.6877,84740.0
2020-07-03,48.2187,48.4619,47.5164,47.6877,84740.0
2020-07-04,48.2187,48.4619,47.5164,47.6877,84740.0
2020-07-05,48.2187,48.4619,47.5164,47.6877,84740.0
2020-07-06,48.3215,48.33,46.4544,46.7798,142245.0
2020-07-07,46.2488,46.5743,45.5936,45.7007,208099.0
2020-07-08,45.4694,45.5509,44.4417,45.0583,156620.0
2020-07-09,44.8271,44.8271,43.1313,43.6966,178828.0
2020-07-10,44.1248,45.6407,44.1077,45.2553,153403.0
2020-07-11,44.1248,45.6407,44.1077,45.2553,153403.0
2020-07-12,44.1248,45.6407,44.1077,45.2553,153403.0
2020-07-13,45.5123,45.6493,44.7843,44.8357,141193.0
2020-07-14,44.8357,45.7692,44.3817,44.81,111015.0
2020-07-15,45.5979,46.6771,45.1012,45.1782,157602.0
2020-07-16,45.1269,45.8206,44.5702,45.0241,132423.0
2020-07-17,45.007,45.8549,45.007,45.7692,107110.0
2020-07-18,45.007,45.8549,45.007,45.7692,107110.0
2020-07-19,45.007,45.8549,45.007,45.7692,107110.0
2020-07-20,45.2982,45.4181,44.3218,44.75,191524.0
2020-07-21,45.1954,46.0261,45.0583,45.7264,164163.0
2020-07-22,45.7093,46.8312,45.1097,46.7113,192718.0
2020-07-23,46.5143,47.1053,46.2916,46.9854,164135.0
2020-07-24,47.0882,47.3965,45.6579,45.8549,103309.0
2020-07-25,47.0882,47.3965,45.6579,45.8549,103309.0
2020-07-26,47.0882,47.3965,45.6579,45.8549,103309.0
2020-07-27,45.3838,45.6065,44.5873,45.5551,177499.0
2020-07-28,45.7435,48.223,45.538,47.1481,263786.0
2020-07-29,47.2338,47.7048,47.0025,47.5592,285964.0
2020-07-30,47.0474,47.0474,46.1403,46.3217,115482.0
2020-07-31,45.9502,46.529,45.0863,46.2094,482691.0
2020-08-01,45.9502,46.529,45.0863,46.2094,482691.0
2020-08-02,45.9502,46.529,45.0863,46.2094,482691.0
2020-08-03,46.3217,46.3217,44.9049,45.6997,155828.0
2020-08-04,45.7774,46.4901,45.5777,46.2699,115588.0
2020-08-05,46.6672,46.6672,45.4232,46.002,103740.0
2020-08-06,46.1489,46.961,45.6738,46.3562,127393.0
2020-08-07,45.6479,47.6521,45.3282,47.4793,152167.0
2020-08-08,45.6479,47.6521,45.3282,47.4793,152167.0
2020-08-09,45.6479,47.6521,45.3282,47.4793,152167.0
2020-08-10,47.4275,48.2482,46.8314,46.961,143619.0
2020-08-11,47.4447,47.6866,46.5463,46.6932,206663.0
2020-08-12,47.2892,47.9112,47.0603,47.4534,109650.0
2020-08-13,47.0733,47.0733,46.0539,46.3217,96508.0
2020-08-14,46.1316,46.6759,45.6219,46.218,103626.0
2020-08-15,46.1316,46.6759,45.6219,46.218,103626.0
2020-08-16,46.1316,46.6759,45.6219,46.218,103626.0
2020-08-17,45.9934,46.434,45.6565,45.9761,118190.0
2020-08-18,45.8811,45.9934,45.6133,45.6651,234075.0
2020-08-19,45.9934,46.123,45.3331,45.9329,141539.0
2020-08-20,45.5701,45.9329,45.4073,45.6306,214637.0
2020-08-21,45.5096,45.6133,44.4557,45.2505,154933.0
2020-08-22,45.5096,45.6133,44.4557,45.2505,154933.0
2020-08-23,45.5096,45.6133,44.4557,45.2505,154933.0
2020-08-24,45.501,45.9243,45.0518,45.8293,115839.0
2020-08-25,45.907,45.907,45.2418,45.4146,105740.0
2020-08-26,45.3541,45.3541,43.959,44.0583,144853.0
2020-08-27,44.162,45.1036,44.162,44.2138,99439.0
2020-08-28,44.4125,44.7451,43.9028,44.6371,114066.0
2020-08-29,44.4125,44.7451,43.9028,44.6371,114066.0
2020-08-30,44.4125,44.7451,43.9028,44.6371,114066.0
2020-08-31,44.3434,44.6975,44.1101,44.1533,155213.0
2020-09-01,44.0583,44.0669,43.0303,43.0735,145272.0
2020-09-02,43.0303,44.2397,42.9352,43.6523,115716.0
2020-09-03,43.9028,44.4039,43.6091,44.1447,164311.0
2020-09-04,44.3952,44.3952,43.0044,43.1944,158474.0
2020-09-05,44.3952,44.3952,43.0044,43.1944,158474.0
2020-09-06,44.3952,44.3952,43.0044,43.1944,158474.0
2020-09-07,44.3952,44.3952,43.0044,43.1944,158474.0
2020-09-08,43.324,43.324,41.3457,41.363,230082.0
2020-09-09,41.5962,42.0541,40.6373,41.5012,171474.0
2020-09-10,41.1556,41.1988,40.1276,40.5423,257709.0
2020-09-11,40.8533,40.8533,39.376,39.9376,178825.0
2020-09-12,40.8533,40.8533,39.376,39.9376,178825.0
2020-09-13,40.8533,40.8533,39.376,39.9376,178825.0
2020-09-14,40.1708,40.8187,39.8598,40.0326,147599.0
2020-09-15,40.2399,40.6027,38.9959,39.2464,147792.0
2020-09-16,39.1514,40.1448,39.1201,39.7302,172656.0
2020-09-17,39.3933,39.5834,39.1601,39.4279,174001.0
2020-09-18,39.7216,39.7734,38.5899,38.8404,566783.0
2020-09-19,39.7216,39.7734,38.5899,38.8404,566783.0
2020-09-20,39.7216,39.7734,38.5899,38.8404,566783.0
2020-09-21,38.3134,38.97,37.6742,38.9268,233143.0
2020-09-22,39.1601,39.7777,38.467,39.2119,207781.0
2020-09-23,39.2119,39.5056,37.5014,37.5014,491598.0
2020-09-24,38.0111,38.6158,37.4409,38.0716,262388.0
2020-09-25,37.8037,38.4603,37.6742,38.2875,174584.0
2020-09-26,37.8037,38.4603,37.6742,38.2875,174584.0
2020-09-27,37.8037,38.4603,37.6742,38.2875,174584.0
2020-09-28,38.2702,38.7627,37.9161,37.9592,162168.0
2020-09-29,38.132,38.3998,37.4668,37.7433,199254.0
2020-09-30,38.2011,39.2896,38.0888,39.2119,368951.0
2020-10-01,38.9959,39.4028,38.3048,38.6763,193769.0
2020-10-02,38.2875,39.5315,37.9765,39.2896,176678.0
2020-10-03,38.2875,39.5315,37.9765,39.2896,176678.0
2020-10-04,38.2875,39.5315,37.9765,39.2896,176678.0
2020-10-05,39.4106,39.4106,38.8577,39.1341,115552.0
2020-10-06,39.5747,40.8878,39.1773,40.1535,237034.0
2020-10-07,40.0931,40.2831,39.5747,39.998,170587.0
2020-10-08,40.2745,40.6805,40.1449,40.5077,133877.0
2020-10-09,41.0347,41.306,40.1017,40.525,130567.0
2020-10-10,41.0347,41.306,40.1017,40.525,130567.0
2020-10-11,41.0347,41.306,40.1017,40.525,130567.0
2020-10-12,40.2226,40.7571,40.1492,40.5855,126052.0
2020-10-13,40.2313,40.7928,40.0326,40.6459,112454.0
2020-10-14,40.5596,41.0433,39.9903,40.1362,92268.0
2020-10-15,39.7389,40.4645,39.5142,40.1622,94113.0
2020-10-16,39.9289,40.4863,39.5229,40.0067,108087.0
2020-10-17,39.9289,40.4863,39.5229,40.0067,108087.0
2020-10-18,39.9289,40.4863,39.5229,40.0067,108087.0
2020-10-19,40.0067,40.0585,39.1428,39.1773,224679.0
2020-10-20,39.4192,39.8814,39.1773,39.6611,131176.0
2020-10-21,39.4019,41.7344,39.4019,41.052,189047.0
2020-10-22,40.8619,41.2334,40.2399,40.7582,151220.0
2020-10-23,40.931,41.3111,40.3695,40.62,110624.0
2020-10-24,40.931,41.3111,40.3695,40.62,110624.0
2020-10-25,40.931,41.3111,40.3695,40.62,110624.0
2020-10-26,40.5596,41.3284,40.2658,41.3198,160612.0
2020-10-27,41.0347,41.7776,40.5682,40.7323,218331.0
2020-10-28,40.0326,40.3695,38.1666,38.348,356675.0
2020-10-29,38.0074,39.3523,36.9723,39.0554,194127.0
2020-10-30,38.9331,39.4571,38.3742,38.8109,475026.0
2020-10-31,38.9331,39.4571,38.3742,38.8109,475026.0
2020-11-01,38.9331,39.4571,38.3742,38.8109,475026.0
2020-11-02,39.3349,39.7628,38.7497,39.6056,158243.0
2020-11-03,40.1733,40.8894,39.5619,39.9549,229547.0
2020-11-04,39.5008,39.8545,38.5489,38.5838,157408.0
2020-11-05,43.0378,43.0378,38.741,39.2912,275632.0
2020-11-06,39.4222,39.4833,38.1209,38.2083,244904.0
2020-11-07,39.4222,39.4833,38.1209,38.2083,244904.0
2020-11-08,39.4222,39.4833,38.1209,38.2083,244904.0
2020-11-09,40.5575,42.4701,40.3392,41.0204,224055.0
2020-11-10,41.5619,45.1512,41.5182,44.9329,328918.0
2020-11-11,44.7932,44.9678,43.2474,43.946,179210.0
2020-11-12,43.5356,43.5356,41.4396,41.7627,193849.0
2020-11-13,42.1033,43.1688,41.7627,42.9242,133056.0
2020-11-14,42.1033,43.1688,41.7627,42.9242,133056.0
2020-11-15,42.1033,43.1688,41.7627,42.9242,133056.0
2020-11-16,43.9722,43.9722,42.7845,43.3958,151951.0
2020-11-17,42.9679,43.553,42.4483,43.2386,174782.0
2020-11-18,43.3871,43.7888,42.1644,42.1994,156467.0
2020-11-19,42.112,42.3478,41.099,41.7889,118011.0
2020-11-20,41.4221,42.1644,41.2256,42.0247,108670.0
2020-11-21,41.4221,42.1644,41.2256,42.0247,108670.0
2020-11-22,41.4221,42.1644,41.2256,42.0247,108670.0
2020-11-23,42.2867,43.2736,42.0684,42.8893,130321.0
2020-11-24,43.3522,44.7233,42.9679,44.3652,233979.0
2020-11-25,44.2342,45.0726,43.8325,44.3216,258556.0
2020-11-26,44.2342,45.0726,43.8325,44.3216,258556.0
2020-11-27,44.0334,44.0334,42.5924,43.2648,67000.0
2020-11-28,44.0334,44.0334,42.5924,43.2648,67000.0
2020-11-29,44.0334,44.0334,42.5924,43.2648,67000.0
2020-11-30,42.8456,43.0552,41.6929,41.85,156279.0
2020-12-01,42.3566,42.8762,41.8326,42.1906,131762.0
2020-12-02,42.0509,42.5487,41.4483,42.3653,125430.0
2020-12-03,42.3042,42.4221,41.6754,41.7365,93296.0
2020-12-04,41.8064,42.5836,41.8064,42.4876,97186.0
2020-12-05,41.8064,42.5836,41.8064,42.4876,97186.0
2020-12-06,41.8064,42.5836,41.8064,42.4876,97186.0
2020-12-07,42.2867,42.4963,41.6754,41.7976,120748.0
2020-12-08,41.4571,41.6754,40.9069,41.6492,153935.0
2020-12-09,41.7714,42.1033,41.5007,41.754,139456.0
2020-12-10,41.6055,41.6492,40.8195,41.5357,122573.0
2020-12-11,41.361,42.7059,41.2737,42.6448,232721.0
2020-12-12,41.361,42.7059,41.2737,42.6448,232721.0
2020-12-13,41.361,42.7059,41.2737,42.6448,232721.0
2020-12-14,42.7932,44.5268,42.7146,43.8325,201196.0
2020-12-15,43.981,45.2997,43.5443,45.16,139882.0
2020-12-16,45.3521,45.4359,43.9286,44.0858,149727.0
2020-12-17,44.5923,45.6752,44.4788,45.125,210669.0
2020-12-18,45.2735,45.6316,42.6622,42.9592,909013.0
2020-12-19,45.2735,45.6316,42.6622,42.9592,909013.0
2020-12-20,45.2735,45.6316,42.6622,42.9592,909013.0
2020-12-21,42.1906,42.3653,38.6799,39.134,364770.0
2020-12-22,39.1427,40.7235,38.6886,40.3392,224613.0
2020-12-23,40.5837,41.6162,39.5095,39.7104,374959.0
2020-12-24,39.8763,40.0509,39.4746,39.92,75398.0
2020-12-25,39.8763,40.0509,39.4746,39.92,75398.0
2020-12-26,39.8763,40.0509,39.4746,39.92,75398.0
2020-12-27,39.8763,40.0509,39.4746,39.92,75398.0
2020-12-28,40.0335,40.9882,40.0335,40.3916,205359.0
2020-12-29,40.6798,40.8195,39.5532,39.789,173392.0
2020-12-30,39.7977,40.2781,39.5383,39.8763,190563.0
2020-12-31,39.9811,40.2955,39.3452,40.1645,304893.0
2021-01-01,39.9811,40.2955,39.3452,40.1645,304893.0
2021-01-02,39.9811,40.2955,39.3452,40.1645,304893.0
2021-01-03,39.9811,40.2955,39.3452,40.1645,304893.0
2021-01-04,40.3741,40.3741,39.1253,39.8763,238513.0
2021-01-05,39.9287,39.9811,38.2083,38.3917,374215.0
2021-01-06,38.8109,39.9811,38.7497,39.5357,430357.0
2021-01-07,39.4484,39.4484,38.1209,38.2956,374339.0
2021-01-08,38.4266,38.705,37.5271,38.3655,375053.0
2021-01-09,38.4266,38.705,37.5271,38.3655,375053.0
2021-01-10,38.4266,38.705,37.5271,38.3655,375053.0
2021-01-11,38.0074,38.4877,37.6755,38.3131,227513.0
2021-01-12,38.3131,38.6716,37.9463,38.1122,298116.0
2021-01-13,38.2257,38.9331,37.8589,38.8633,208352.0
2021-01-14,39.1253,39.1253,38.4353,38.7759,256308.0
2021-01-15,38.6537,39.3087,38.2956,39.0467,279446.0
2021-01-16,38.6537,39.3087,38.2956,39.0467,279446.0
2021-01-17,38.6537,39.3087,38.2956,39.0467,279446.0
2021-01-18,38.6537,39.3087,38.2956,39.0467,279446.0
2021-01-19,39.2301,39.3087,37.9113,37.9812,393184.0
2021-01-20,38.0685,38.1532,36.4878,37.0642,724658.0
2021-01-21,37.2214,37.6843,36.833,37.4834,459306.0
2021-01-22,37.3262,37.7978,36.4267,37.7629,499847.0
2021-01-23,37.3262,37.7978,36.4267,37.7629,499847.0
2021-01-24,37.3262,37.7978,36.4267,37.7629,499847.0
2021-01-25,37.6843,39.9986,37.4812,38.7759,669652.0
2021-01-26,38.872,39.92,38.1384,39.4397,566396.0
2021-01-27,39.003,40.7409,38.3655,40.6099,705002.0
2021-01-28,40.5923,41.4483,38.7524,38.9774,661192.0
2021-01-29,39.101,41.6865,38.5627,41.2188,3012482.0
2021-01-30,39.101,41.6865,38.5627,41.2188,3012482.0
2021-01-31,39.101,41.6865,38.5627,41.2188,3012482.0
2021-02-01,41.4659,41.4659,39.5731,39.9393,338535.0
2021-02-02,39.9481,39.9658,39.1539,39.1627,217641.0
2021-02-03,39.1804,39.2686,38.0464,38.6068,390184.0
2021-02-04,38.545,39.851,38.3862,39.7893,233599.0
2021-02-05,40.0099,40.9188,39.4716,40.7158,254329.0
2021-02-06,40.0099,40.9188,39.4716,40.7158,254329.0
2021-02-07,40.0099,40.9188,39.4716,40.7158,254329.0
2021-02-08,40.8923,40.9717,40.2306,40.407,319083.0
2021-02-09,40.4776,41.3865,39.9569,41.2188,309136.0
2021-02-10,41.4747,41.9159,40.7776,41.1835,173723.0
2021-02-11,41.06,41.7748,41.0512,41.7571,250706.0
2021-02-12,41.9159,41.9159,40.7335,40.8747,205128.0
2021-02-13,41.9159,41.9159,40.7335,40.8747,205128.0
2021-02-14,41.9159,41.9159,40.7335,40.8747,205128.0
2021-02-15,41.9159,41.9159,40.7335,40.8747,205128.0
2021-02-16,41.1041,41.4659,40.4776,41.3247,266965.0
2021-02-17,41.413,42.2689,41.3247,42.1983,315491.0
2021-02-18,42.2777,43.169,42.1277,42.5513,326586.0
2021-02-19,42.4101,43.4867,42.4101,43.1337,186980.0
2021-02-20,42.4101,43.4867,42.4101,43.1337,186980.0
2021-02-21,42.4101,43.4867,42.4101,43.1337,186980.0
2021-02-22,43.0543,43.1249,41.713,42.0836,280644.0
2021-02-23,42.0483,43.7558,41.9956,43.2926,257642.0
2021-02-24,43.5396,43.6014,42.4189,43.3808,330295.0
2021-02-25,43.6897,44.2809,43.0278,43.0543,290263.0
2021-02-26,42.8425,43.8308,42.3483,42.3483,386672.0
2021-02-27,42.8425,43.8308,42.3483,42.3483,386672.0
2021-02-28,42.8425,43.8308,42.3483,42.3483,386672.0
2021-03-01,43.0278,43.2484,42.3042,42.5778,221453.0
2021-03-02,42.5778,42.8072,41.8718,42.1807,210373.0
2021-03-03,42.0748,42.2866,41.2718,41.8895,354698.0
2021-03-04,42.1013,43.4779,41.8762,42.8602,274481.0
2021-03-05,43.3632,45.7546,43.2352,45.631,321791.0
2021-03-06,43.3632,45.7546,43.2352,45.631,321791.0
2021-03-07,43.3632,45.7546,43.2352,45.631,321791.0
2021-03-08,45.7634,47.5459,45.3751,47.4224,324292.0
2021-03-09,47.2018,47.7577,46.0458,46.1075,165416.0
2021-03-10,46.1781,47.2459,45.6663,46.7782,132222.0
2021-03-11,46.6547,46.8973,45.534,45.9928,171183.0
2021-03-12,46.4693,47.1929,45.8869,46.9635,417143.0
2021-03-13,46.4693,47.1929,45.8869,46.9635,417143.0
