,SYF US Equity,SYF US Equity,SYF US Equity,SYF US Equity,SYF US Equity
2019-03-02,28.4785,28.8648,28.1225,28.1833,5769544.0
2019-03-03,28.4785,28.8648,28.1225,28.1833,5769544.0
2019-03-04,28.2354,28.383,27.9228,28.1833,4257824.0
2019-03-05,28.0791,28.2006,27.7318,27.9749,8446663.0
2019-03-06,28.0443,28.1399,27.6797,27.6884,4948181.0
2019-03-07,27.6623,27.7144,27.2542,27.3497,7009739.0
2019-03-08,27.0893,27.4192,26.9894,27.3845,5588150.0
2019-03-09,27.0893,27.4192,26.9894,27.3845,5588150.0
2019-03-10,27.0893,27.4192,26.9894,27.3845,5588150.0
2019-03-11,27.5668,27.8446,27.506,27.8012,7351690.0
2019-03-12,27.862,28.0183,27.7231,27.9662,5395045.0
2019-03-13,28.2614,28.7042,28.1312,28.5827,7867797.0
2019-03-14,28.5653,28.814,28.4264,28.5132,7339132.0
2019-03-15,28.5219,28.93,28.4437,28.9213,13405503.0
2019-03-16,28.5219,28.93,28.4437,28.9213,13405503.0
2019-03-17,28.5219,28.93,28.4437,28.9213,13405503.0
2019-03-18,28.9473,29.134,28.8171,28.8605,4803148.0
2019-03-19,29.0428,29.1383,28.6521,28.7216,5700756.0
2019-03-20,28.6174,28.6521,28.1138,28.1746,5243532.0
2019-03-21,28.053,28.7824,27.9749,28.574,4922683.0
2019-03-22,28.2527,28.3743,27.48,27.6363,6752130.0
2019-03-23,28.2527,28.3743,27.48,27.6363,6752130.0
2019-03-24,28.2527,28.3743,27.48,27.6363,6752130.0
2019-03-25,27.6015,27.8533,27.0198,27.2542,8774294.0
2019-03-26,27.4539,27.671,27.2108,27.5842,5009644.0
2019-03-27,27.5929,27.7578,27.3237,27.4626,4887290.0
2019-03-28,27.4539,27.8186,27.4539,27.6363,3805464.0
2019-03-29,27.8099,27.9749,27.5972,27.697,4448094.0
2019-03-30,27.8099,27.9749,27.5972,27.697,4448094.0
2019-03-31,27.8099,27.9749,27.5972,27.697,4448094.0
2019-04-01,27.862,28.4177,27.8447,28.2875,4426068.0
2019-04-02,28.2875,28.3439,28.0878,28.1485,5471529.0
2019-04-03,28.218,28.3916,27.9922,28.0878,6711724.0
2019-04-04,28.2006,28.4785,28.1138,28.218,2838750.0
2019-04-05,28.1746,28.409,28.0226,28.053,3704084.0
2019-04-06,28.1746,28.409,28.0226,28.053,3704084.0
2019-04-07,28.1746,28.409,28.0226,28.053,3704084.0
2019-04-08,28.0878,28.2571,27.9445,28.2527,2935288.0
2019-04-09,28.1919,28.1919,27.9228,28.0183,4668566.0
2019-04-10,28.0183,28.3309,28.0183,28.2614,3026734.0
2019-04-11,28.3743,28.778,28.2354,28.3222,3493731.0
2019-04-12,28.6087,28.8692,28.4351,28.6521,4152959.0
2019-04-13,28.6087,28.8692,28.4351,28.6521,4152959.0
2019-04-14,28.6087,28.8692,28.4351,28.6521,4152959.0
2019-04-15,28.7303,28.9734,28.3482,28.6087,3398203.0
2019-04-16,28.7303,28.8605,28.4524,28.791,3230558.0
2019-04-17,28.9039,29.0168,28.7086,28.8605,4607129.0
2019-04-18,29.338,29.338,27.9662,28.9473,6769735.0
2019-04-19,29.338,29.338,27.9662,28.9473,6769735.0
2019-04-20,29.338,29.338,27.9662,28.9473,6769735.0
2019-04-21,29.338,29.338,27.9662,28.9473,6769735.0
2019-04-22,28.765,29.1817,28.5726,29.1297,3998718.0
2019-04-23,29.0949,29.1644,28.8475,29.0515,4474374.0
2019-04-24,28.9647,29.2208,28.8605,29.1123,5069576.0
2019-04-25,29.0081,29.3814,28.8952,29.0862,3943315.0
2019-04-26,29.0689,29.8677,29.0515,29.8677,5281697.0
2019-04-27,29.0689,29.8677,29.0515,29.8677,5281697.0
2019-04-28,29.0689,29.8677,29.0515,29.8677,5281697.0
2019-04-29,29.8937,30.1455,29.7722,29.8763,3205947.0
2019-04-30,29.9805,30.1715,29.7201,30.1021,4130477.0
2019-05-01,30.1629,30.2757,29.6115,29.6593,3959519.0
2019-05-02,29.7287,30.0022,29.5985,29.6506,3320521.0
2019-05-03,29.8166,30.0874,29.7292,30.0,2621322.0
2019-05-04,29.8166,30.0874,29.7292,30.0,2621322.0
2019-05-05,29.8166,30.0874,29.7292,30.0,2621322.0
2019-05-06,29.4322,30.0262,29.3885,29.9564,2441503.0
2019-05-07,29.5982,29.8952,29.4497,29.703,3253920.0
2019-05-08,29.572,29.7904,29.406,29.5458,3255379.0
2019-05-09,29.3623,30.0961,29.3142,30.0525,6861288.0
2019-05-10,30.0088,30.5854,29.9564,30.5854,6703777.0
2019-05-11,30.0088,30.5854,29.9564,30.5854,6703777.0
2019-05-12,30.0088,30.5854,29.9564,30.5854,6703777.0
2019-05-13,30.0787,30.2184,29.6331,29.6943,6193899.0
2019-05-14,29.7292,30.6552,29.7205,30.3757,5217385.0
2019-05-15,30.0699,30.6203,29.9476,30.4543,5080162.0
2019-05-16,30.4543,30.83,30.4194,30.7863,5038114.0
2019-05-17,30.4281,30.7863,30.4106,30.498,3969729.0
2019-05-18,30.4281,30.7863,30.4106,30.498,3969729.0
2019-05-19,30.4281,30.7863,30.4106,30.498,3969729.0
2019-05-20,30.4805,30.795,30.4194,30.5766,4498788.0
2019-05-21,30.7863,31.0134,30.7077,30.7077,7097840.0
2019-05-22,30.7426,30.9435,30.6028,30.7863,4239031.0
2019-05-23,30.5504,30.6465,30.1398,30.3582,3951209.0
2019-05-24,30.5417,30.6028,30.2359,30.4106,3111107.0
2019-05-25,30.5417,30.6028,30.2359,30.4106,3111107.0
2019-05-26,30.5417,30.6028,30.2359,30.4106,3111107.0
2019-05-27,30.5417,30.6028,30.2359,30.4106,3111107.0
2019-05-28,30.1835,30.8212,30.0874,30.2272,4485253.0
2019-05-29,30.1223,30.1354,29.7554,30.0262,6789850.0
2019-05-30,30.0612,30.2796,29.7511,29.9039,7363941.0
2019-05-31,29.738,29.7991,29.3274,29.3798,5320746.0
2019-06-01,29.738,29.7991,29.3274,29.3798,5320746.0
2019-06-02,29.738,29.7991,29.3274,29.3798,5320746.0
2019-06-03,29.3536,29.6419,28.7639,29.0915,14862680.0
2019-06-04,29.3972,29.6681,29.2575,29.6506,11834126.0
2019-06-05,29.8253,30.1049,29.3448,29.7642,9162519.0
2019-06-06,29.9127,30.035,29.4234,29.9913,8399167.0
2019-06-07,30.0175,30.0175,29.3798,29.5108,7046104.0
2019-06-08,30.0175,30.0175,29.3798,29.5108,7046104.0
2019-06-09,30.0175,30.0175,29.3798,29.5108,7046104.0
2019-06-10,29.869,30.0262,29.1089,29.1089,10963370.0
2019-06-11,29.3099,30.1005,29.2666,29.7467,8644453.0
2019-06-12,29.7117,29.8428,29.4366,29.5195,4832775.0
2019-06-13,29.5982,29.8865,29.5501,29.6855,3888185.0
2019-06-14,29.703,29.7773,29.2575,29.6593,3808241.0
2019-06-15,29.703,29.7773,29.2575,29.6593,3808241.0
2019-06-16,29.703,29.7773,29.2575,29.6593,3808241.0
2019-06-17,29.7117,29.9913,29.6331,29.7117,3945636.0
2019-06-18,29.6681,30.3844,29.5807,30.0874,4251447.0
2019-06-19,30.0437,30.1354,29.3885,29.5632,5514158.0
2019-06-20,29.8078,29.9651,29.5632,29.9127,4081500.0
2019-06-21,29.8428,30.1049,29.6506,29.9738,7268990.0
2019-06-22,29.8428,30.1049,29.6506,29.9738,7268990.0
2019-06-23,29.8428,30.1049,29.6506,29.9738,7268990.0
2019-06-24,30.0,30.2272,29.6331,29.6943,4470756.0
2019-06-25,29.6331,29.8253,29.5283,29.6156,3582099.0
2019-06-26,29.6506,30.0437,29.646,29.9039,4790948.0
2019-06-27,29.8952,30.1311,29.8209,29.9564,5981235.0
2019-06-28,30.1398,30.3145,29.8952,30.2883,7422837.0
2019-06-29,30.1398,30.3145,29.8952,30.2883,7422837.0
2019-06-30,30.1398,30.3145,29.8952,30.2883,7422837.0
2019-07-01,30.5242,30.8038,30.3757,30.6378,6534329.0
2019-07-02,30.664,31.0396,30.6203,30.7426,4195399.0
2019-07-03,30.8649,31.1139,30.6203,31.0396,2642347.0
2019-07-04,30.8649,31.1139,30.6203,31.0396,2642347.0
2019-07-05,31.1183,31.2144,30.9304,31.1095,5178295.0
2019-07-06,31.1183,31.2144,30.9304,31.1095,5178295.0
2019-07-07,31.1183,31.2144,30.9304,31.1095,5178295.0
2019-07-08,30.9173,31.2449,30.9173,31.1882,5509540.0
2019-07-09,30.9785,31.3105,30.9261,31.2406,4049405.0
2019-07-10,31.2668,31.5551,31.0047,31.0309,3319658.0
2019-07-11,31.127,31.1794,30.8125,31.1357,3787208.0
2019-07-12,31.2056,31.4677,31.0003,31.4153,4544851.0
2019-07-13,31.2056,31.4677,31.0003,31.4153,4544851.0
2019-07-14,31.2056,31.4677,31.0003,31.4153,4544851.0
2019-07-15,31.4153,31.4153,31.0833,31.3105,3460873.0
2019-07-16,31.3891,31.6643,31.2843,31.4765,3357698.0
2019-07-17,31.4677,31.4852,31.0484,31.0484,3354492.0
2019-07-18,30.996,31.6337,30.8737,31.5289,5667630.0
2019-07-19,31.5027,31.5027,30.5679,30.6203,6923211.0
2019-07-20,31.5027,31.5027,30.5679,30.6203,6923211.0
2019-07-21,31.5027,31.5027,30.5679,30.6203,6923211.0
2019-07-22,30.7426,31.1357,30.664,30.8737,5337774.0
2019-07-23,30.9435,31.6031,30.9173,31.5201,4482548.0
2019-07-24,31.3541,31.9963,31.3541,31.9657,4740454.0
2019-07-25,32.053,32.2072,31.791,31.8958,3524216.0
2019-07-26,31.8871,32.1404,31.6949,31.9744,2924410.0
2019-07-27,31.8871,32.1404,31.6949,31.9744,2924410.0
2019-07-28,31.8871,32.1404,31.6949,31.9744,2924410.0
2019-07-29,31.9133,32.0705,31.7429,31.756,1942946.0
2019-07-30,31.5376,31.6599,31.424,31.6162,2344030.0
2019-07-31,31.59,31.6861,31.2318,31.3454,5084334.0
2019-08-01,31.3804,31.8652,30.9523,31.0309,4499500.0
2019-08-02,30.9782,31.154,30.4595,30.8199,3508590.0
2019-08-03,30.9782,31.154,30.4595,30.8199,3508590.0
2019-08-04,30.9782,31.154,30.4595,30.8199,3508590.0
2019-08-05,30.3013,30.4419,29.5717,29.6596,5601715.0
2019-08-06,29.8881,30.187,29.664,30.1255,4875364.0
2019-08-07,29.6332,30.3672,29.4662,30.2485,5201058.0
2019-08-08,30.5035,31.0397,30.4068,30.776,3894180.0
2019-08-09,30.6441,31.1979,30.5738,30.9958,3700870.0
2019-08-10,30.6441,31.1979,30.5738,30.9958,3700870.0
2019-08-11,30.6441,31.1979,30.5738,30.9958,3700870.0
2019-08-12,30.6441,30.7496,29.7739,29.8002,4962351.0
2019-08-13,29.9409,30.7232,29.7299,30.4859,4745275.0
2019-08-14,29.9936,30.1255,28.7805,28.8684,6532370.0
2019-08-15,28.8772,29.242,28.5256,28.7981,6286007.0
2019-08-16,29.0882,29.4046,28.9519,29.3871,4844727.0
2019-08-17,29.0882,29.4046,28.9519,29.3871,4844727.0
2019-08-18,29.0882,29.4046,28.9519,29.3871,4844727.0
2019-08-19,29.7123,29.8706,29.3959,29.4134,6333219.0
2019-08-20,29.3519,29.5673,28.9387,28.9563,3624084.0
2019-08-21,29.2464,29.5101,28.9739,29.0442,2847220.0
2019-08-22,29.1233,29.2552,28.8069,28.9036,3251020.0
2019-08-23,28.6662,28.9212,27.5938,27.7344,5026238.0
2019-08-24,28.6662,28.9212,27.5938,27.7344,5026238.0
2019-08-25,28.6662,28.9212,27.5938,27.7344,5026238.0
2019-08-26,28.0421,28.1205,27.6678,27.9806,4920921.0
2019-08-27,28.0157,28.174,27.4795,27.5938,4925755.0
2019-08-28,27.4707,28.1124,27.4355,28.1036,5017502.0
2019-08-29,28.4113,28.6574,28.2443,28.3586,3303728.0
2019-08-30,28.5783,28.5959,27.941,28.174,3524571.0
2019-08-31,28.5783,28.5959,27.941,28.174,3524571.0
2019-09-01,28.5783,28.5959,27.941,28.174,3524571.0
2019-09-02,28.5783,28.5959,27.941,28.174,3524571.0
2019-09-03,27.919,28.1212,27.6738,27.9015,5500001.0
2019-09-04,28.2531,28.4421,28.1652,28.3937,5271094.0
2019-09-05,28.6838,29.6332,28.6574,29.2552,4186879.0
2019-09-06,29.308,29.3167,28.8772,28.9036,2807043.0
2019-09-07,29.308,29.3167,28.8772,28.9036,2807043.0
2019-09-08,29.308,29.3167,28.8772,28.9036,2807043.0
2019-09-09,29.1937,30.0683,29.1761,29.6332,5614950.0
2019-09-10,29.6068,29.809,29.2816,29.7123,3629814.0
2019-09-11,29.8354,29.8618,29.3607,29.8266,3224610.0
2019-09-12,29.7914,30.0112,29.3695,29.7563,4742757.0
2019-09-13,30.0112,30.1519,29.7387,30.0464,3674502.0
2019-09-14,30.0112,30.1519,29.7387,30.0464,3674502.0
2019-09-15,30.0112,30.1519,29.7387,30.0464,3674502.0
2019-09-16,29.7651,29.8706,29.4398,29.7914,2403842.0
2019-09-17,29.7739,29.9145,29.4046,29.853,2627351.0
2019-09-18,29.7475,30.0639,29.5541,29.9585,2972356.0
2019-09-19,29.9409,30.3321,29.8354,29.9233,3395793.0
2019-09-20,29.9409,30.187,29.7211,29.7651,8266766.0
2019-09-21,29.9409,30.187,29.7211,29.7651,8266766.0
2019-09-22,29.9409,30.187,29.7211,29.7651,8266766.0
2019-09-23,29.5189,30.1167,29.3783,29.9936,5020451.0
2019-09-24,30.1255,30.2222,29.4398,29.598,6203021.0
2019-09-25,29.5453,29.809,29.2904,29.7563,3497959.0
2019-09-26,29.475,29.853,29.475,29.5893,3325114.0
2019-09-27,29.8178,29.9145,29.3036,29.5541,4011137.0
2019-09-28,29.8178,29.9145,29.3036,29.5541,4011137.0
2019-09-29,29.8178,29.9145,29.3036,29.5541,4011137.0
2019-09-30,29.6332,30.0903,29.62,29.9672,4694503.0
2019-10-01,30.1694,30.2749,29.1365,29.1409,5167502.0
2019-10-02,28.9827,29.0354,28.2531,28.2794,5194041.0
2019-10-03,28.1564,28.4025,27.7432,28.3498,4626003.0
2019-10-04,28.3849,28.7058,28.3058,28.6926,3218049.0
2019-10-05,28.3849,28.7058,28.3058,28.6926,3218049.0
2019-10-06,28.3849,28.7058,28.3058,28.6926,3218049.0
2019-10-07,28.7523,28.8816,28.3674,28.4992,3308859.0
2019-10-08,28.1388,28.1696,27.6026,27.6026,4842175.0
2019-10-09,27.8487,28.3761,27.7696,28.2619,4371869.0
2019-10-10,28.3234,28.9475,28.2355,28.5607,4547399.0
2019-10-11,28.9915,29.5541,28.9845,29.0442,5135216.0
2019-10-12,28.9915,29.5541,28.9845,29.0442,5135216.0
2019-10-13,28.9915,29.5541,28.9845,29.0442,5135216.0
2019-10-14,28.9387,29.2992,28.8684,29.1146,4799200.0
2019-10-15,29.2113,29.8002,29.1014,29.6156,5135200.0
2019-10-16,29.6332,29.8706,29.3651,29.4398,4966620.0
2019-10-17,29.5365,30.0508,29.5189,29.8706,6189742.0
2019-10-18,30.5035,30.7145,29.8002,30.1431,7087723.0
2019-10-19,30.5035,30.7145,29.8002,30.1431,7087723.0
2019-10-20,30.5035,30.7145,29.8002,30.1431,7087723.0
2019-10-21,30.4683,30.8727,30.3804,30.8199,6178612.0
2019-10-22,30.8463,30.9782,30.5826,30.7408,4266562.0
2019-10-23,30.6705,31.0045,30.4815,30.8463,5269447.0
2019-10-24,30.8287,30.9078,30.4595,30.776,4960574.0
2019-10-25,30.7672,31.1276,30.609,31.0221,4640800.0
2019-10-26,30.7672,31.1276,30.609,31.0221,4640800.0
2019-10-27,30.7672,31.1276,30.609,31.0221,4640800.0
2019-10-28,31.2067,31.6287,31.1628,31.365,5394699.0
2019-10-29,31.3034,31.6638,31.3034,31.4617,4978312.0
2019-10-30,31.4704,31.5144,31.11,31.2858,3832870.0
2019-10-31,31.1628,31.3474,30.7672,31.0924,5056995.0
2019-11-01,31.3755,31.6851,31.2915,31.6143,3411131.0
2019-11-02,31.3755,31.6851,31.2915,31.6143,3411131.0
2019-11-03,31.3755,31.6851,31.2915,31.6143,3411131.0
2019-11-04,31.8443,32.0478,31.747,32.0212,4148471.0
2019-11-05,32.0655,32.322,31.977,32.092,7218149.0
2019-11-06,32.1451,32.6024,32.0522,32.5697,4942596.0
2019-11-07,32.7643,33.0164,32.6493,32.6935,4834683.0
2019-11-08,32.6404,32.7112,32.207,32.6758,4013147.0
2019-11-09,32.6404,32.7112,32.207,32.6758,4013147.0
2019-11-10,32.6404,32.7112,32.207,32.6758,4013147.0
2019-11-11,32.4724,32.7731,32.3928,32.6316,3094888.0
2019-11-12,32.5785,32.7112,32.4193,32.6316,3653692.0
2019-11-13,32.3397,32.6493,32.2689,32.3397,2813880.0
2019-11-14,32.1628,32.6183,32.1539,32.4901,3107169.0
2019-11-15,32.7289,32.9412,32.6581,32.7731,4583846.0
2019-11-16,32.7289,32.9412,32.6581,32.7731,4583846.0
2019-11-17,32.7289,32.9412,32.6581,32.7731,4583846.0
2019-11-18,32.6581,32.8514,32.4547,32.8262,4410472.0
2019-11-19,32.897,32.9412,32.5785,32.6581,3271415.0
2019-11-20,32.4989,32.667,32.2468,32.3397,3894215.0
2019-11-21,32.3839,32.6227,32.1292,32.5254,3304253.0
2019-11-22,32.6139,32.8306,32.4458,32.6404,3071904.0
2019-11-23,32.6139,32.8306,32.4458,32.6404,3071904.0
2019-11-24,32.6139,32.8306,32.4458,32.6404,3071904.0
2019-11-25,32.72,33.1004,32.6581,33.0208,5637014.0
2019-11-26,33.0208,33.2508,32.7466,33.0739,4906716.0
2019-11-27,33.065,33.1535,32.835,33.065,3056280.0
2019-11-28,33.065,33.1535,32.835,33.065,3056280.0
2019-11-29,33.0208,33.2375,32.9677,33.0916,1592322.0
2019-11-30,33.0208,33.2375,32.9677,33.0916,1592322.0
2019-12-01,33.0208,33.2375,32.9677,33.0916,1592322.0
2019-12-02,33.2596,33.2596,32.8085,32.8527,4066891.0
2019-12-03,32.4989,32.6493,31.9859,32.5697,4991825.0
2019-12-04,32.5785,33.2817,32.5785,33.1535,6140554.0
2019-12-05,32.9589,33.2685,32.8616,33.1623,4815270.0
2019-12-06,33.5427,33.6754,33.3835,33.4012,4408346.0
2019-12-07,33.5427,33.6754,33.3835,33.4012,4408346.0
2019-12-08,33.5427,33.6754,33.3835,33.4012,4408346.0
2019-12-09,33.4012,33.4719,33.2154,33.2243,4242246.0
2019-12-10,33.1269,33.295,33.012,33.1004,4448094.0
2019-12-11,33.0385,33.2066,32.7333,32.8527,4402147.0
2019-12-12,32.7289,33.4454,32.6581,33.3392,5341934.0
2019-12-13,33.2685,33.7727,33.1004,33.3392,4466733.0
2019-12-14,33.2685,33.7727,33.1004,33.3392,4466733.0
2019-12-15,33.2685,33.7727,33.1004,33.3392,4466733.0
2019-12-16,33.525,33.7108,32.8793,32.8881,6458239.0
2019-12-17,32.9677,32.9722,32.6051,32.6493,8197921.0
2019-12-18,32.7289,32.7908,32.4812,32.5431,6621585.0
2019-12-19,32.5608,32.6139,32.0655,32.2335,6519818.0
2019-12-20,32.3839,32.7377,32.2999,32.4989,14462512.0
2019-12-21,32.3839,32.7377,32.2999,32.4989,14462512.0
2019-12-22,32.3839,32.7377,32.2999,32.4989,14462512.0
2019-12-23,32.5254,32.5343,32.0699,32.1362,3005234.0
2019-12-24,32.1362,32.2424,32.0832,32.1274,1135046.0
2019-12-25,32.1362,32.2424,32.0832,32.1274,1135046.0
2019-12-26,32.1982,32.2778,32.008,32.0743,2651631.0
2019-12-27,32.1185,32.2424,32.0522,32.1009,2932245.0
2019-12-28,32.1185,32.2424,32.0522,32.1009,2932245.0
2019-12-29,32.1185,32.2424,32.0522,32.1009,2932245.0
2019-12-30,32.2158,32.2203,31.8488,31.8886,2568063.0
2019-12-31,31.862,32.0389,31.7293,31.8532,2657664.0
2020-01-01,31.862,32.0389,31.7293,31.8532,2657664.0
2020-01-02,31.9682,32.0566,31.8709,32.0301,3568061.0
2020-01-03,31.5524,31.8222,31.4463,31.5701,3993939.0
2020-01-04,31.5524,31.8222,31.4463,31.5701,3993939.0
2020-01-05,31.5524,31.8222,31.4463,31.5701,3993939.0
2020-01-06,31.2605,31.5613,31.1455,31.5613,5145893.0
2020-01-07,31.4109,31.4772,31.1013,31.119,3136875.0
2020-01-08,31.1544,31.5392,31.1367,31.3578,4736708.0
2020-01-09,31.5347,31.7116,31.234,31.3401,3946327.0
2020-01-10,31.3313,31.5613,31.1455,31.3755,4882680.0
2020-01-11,31.3313,31.5613,31.1455,31.3755,4882680.0
2020-01-12,31.3313,31.5613,31.1455,31.3755,4882680.0
2020-01-13,31.4286,31.4684,31.1278,31.3224,3902753.0
2020-01-14,31.2871,31.5657,31.234,31.3136,7005073.0
2020-01-15,31.1986,31.3578,31.004,31.1367,5256440.0
2020-01-16,31.3136,31.4994,31.234,31.3844,5872486.0
2020-01-17,31.4817,31.8178,31.3932,31.632,5697579.0
2020-01-18,31.4817,31.8178,31.3932,31.632,5697579.0
2020-01-19,31.4817,31.8178,31.3932,31.632,5697579.0
2020-01-20,31.4817,31.8178,31.3932,31.632,5697579.0
2020-01-21,31.464,31.8532,31.4109,31.5967,5853207.0
2020-01-22,31.9063,32.2247,31.7028,32.2158,5703041.0
2020-01-23,32.1539,32.1745,31.6984,32.0212,8294953.0
2020-01-24,30.1637,30.5175,28.6905,28.8633,15776343.0
2020-01-25,30.1637,30.5175,28.6905,28.8633,15776343.0
2020-01-26,30.1637,30.5175,28.6905,28.8633,15776343.0
2020-01-27,28.3768,28.5361,28.0407,28.483,8073115.0
2020-01-28,28.6687,29.1066,28.5537,28.8103,6472240.0
2020-01-29,28.8545,29.1154,28.7307,28.8722,4654142.0
2020-01-30,28.598,29.4295,28.598,29.2968,6376240.0
2020-01-31,29.1287,29.1995,28.4874,28.6687,6716903.0
2020-02-01,29.1287,29.1995,28.4874,28.6687,6716903.0
2020-02-02,29.1287,29.1995,28.4874,28.6687,6716903.0
2020-02-03,28.881,29.1199,28.5051,28.6776,7252900.0
2020-02-04,29.1022,29.3764,28.8457,28.881,6005856.0
2020-02-05,29.2526,29.6595,29.1729,29.571,6349074.0
2020-02-06,29.7224,29.9717,29.4552,29.5532,5478253.0
2020-02-07,29.3662,29.6155,29.1659,29.5532,6453748.0
2020-02-08,29.3662,29.6155,29.1659,29.5532,6453748.0
2020-02-09,29.3662,29.6155,29.1659,29.5532,6453748.0
2020-02-10,29.4285,29.6868,29.4285,29.6244,7959509.0
2020-02-11,29.7669,29.8871,29.6333,29.6779,9637521.0
2020-02-12,29.847,30.2032,29.6689,29.9005,7149346.0
2020-02-13,29.8114,30.1676,29.7847,30.1142,4214673.0
2020-02-14,30.1409,30.2655,29.8916,30.0518,5615783.0
2020-02-15,30.1409,30.2655,29.8916,30.0518,5615783.0
2020-02-16,30.1409,30.2655,29.8916,30.0518,5615783.0
2020-02-17,30.1409,30.2655,29.8916,30.0518,5615783.0
2020-02-18,29.9183,30.2299,29.5443,29.6244,5570220.0
2020-02-19,29.6689,29.7936,29.3885,29.7135,6086476.0
2020-02-20,29.5977,30.172,29.5621,29.9539,4866365.0
2020-02-21,29.8381,29.8871,29.4107,29.6779,4868351.0
2020-02-22,29.8381,29.8871,29.4107,29.6779,4868351.0
2020-02-23,29.8381,29.8871,29.4107,29.6779,4868351.0
2020-02-24,28.6539,29.0011,28.6004,28.7162,8475822.0
2020-02-25,28.6806,28.7162,27.2381,27.3895,9860725.0
2020-02-26,27.6032,27.9682,27.2381,27.2381,9640800.0
2020-02-27,26.5881,27.4162,26.1696,26.4278,10894902.0
2020-02-28,25.5374,25.9915,24.9942,25.9114,17476048.0
2020-02-29,25.5374,25.9915,24.9942,25.9114,17476048.0
