,BRKL US Equity,BRKL US Equity,BRKL US Equity,BRKL US Equity,BRKL US Equity
2023-08-14,10.0895,10.0895,9.895,9.9924,328813.0
2023-08-15,9.8565,9.8662,9.5943,9.6137,420714.0
2023-08-16,9.604,9.7108,9.3952,9.4195,296371.0
2023-08-17,9.4486,9.5894,9.4049,9.4875,376714.0
2023-08-18,9.4001,9.6671,9.3806,9.6137,819312.0
2023-08-19,9.4001,9.6671,9.3806,9.6137,819312.0
2023-08-20,9.4001,9.6671,9.3806,9.6137,819312.0
2023-08-21,9.6137,9.6428,9.4583,9.4778,410663.0
2023-08-22,9.4778,9.5943,9.1816,9.2059,312787.0
2023-08-23,9.1961,9.303,9.1185,9.167,390372.0
2023-08-24,9.1282,9.3904,9.099,9.2641,328819.0
2023-08-25,9.303,9.3806,9.0553,9.1767,318763.0
2023-08-26,9.303,9.3806,9.0553,9.1767,318763.0
2023-08-27,9.303,9.3806,9.0553,9.1767,318763.0
2023-08-28,9.2253,9.3661,9.1864,9.303,301461.0
2023-08-29,9.2932,9.4292,9.2253,9.3806,275388.0
2023-08-30,9.3612,9.3806,9.2738,9.3127,297177.0
2023-08-31,9.3224,9.4001,9.2593,9.2932,321290.0
2023-09-01,9.3709,9.5943,9.3515,9.5652,336232.0
2023-09-02,9.3709,9.5943,9.3515,9.5652,336232.0
2023-09-03,9.3709,9.5943,9.3515,9.5652,336232.0
2023-09-04,9.3709,9.5943,9.3515,9.5652,336232.0
2023-09-05,9.4875,9.4875,9.1282,9.1476,336487.0
2023-09-06,9.1476,9.2156,8.9145,8.9534,256165.0
2023-09-07,8.8951,8.9631,8.7592,8.8466,515962.0
2023-09-08,8.8951,8.8951,8.7009,8.8854,255982.0
2023-09-09,8.8951,8.8951,8.7009,8.8854,255982.0
2023-09-10,8.8951,8.8951,8.7009,8.8854,255982.0
2023-09-11,8.9145,8.9922,8.7494,8.7786,339035.0
2023-09-12,8.9534,9.0796,8.8368,8.9145,357217.0
2023-09-13,8.9242,9.0311,8.7592,8.8077,412936.0
2023-09-14,8.8466,9.0796,8.8466,9.0796,436725.0
2023-09-15,9.0311,9.0796,8.8854,8.9534,1734688.0
2023-09-16,9.0311,9.0796,8.8854,8.9534,1734688.0
2023-09-17,9.0311,9.0796,8.8854,8.9534,1734688.0
2023-09-18,8.9728,8.9728,8.6718,8.7106,338272.0
2023-09-19,8.73,8.8271,8.5746,8.6718,348642.0
2023-09-20,8.9437,9.0019,8.8174,8.8174,345791.0
2023-09-21,8.7494,8.8368,8.6523,8.6523,325808.0
2023-09-22,8.6815,8.7494,8.5261,8.5552,307670.0
2023-09-23,8.6815,8.7494,8.5261,8.5552,307670.0
2023-09-24,8.6815,8.7494,8.5261,8.5552,307670.0
2023-09-25,8.4873,8.7057,8.4775,8.6912,248432.0
2023-09-26,8.5746,8.764,8.5649,8.6038,455496.0
2023-09-27,8.6912,8.8563,8.6329,8.7592,497801.0
2023-09-28,8.7883,8.9776,8.7786,8.8466,427372.0
2023-09-29,8.9242,8.9728,8.7931,8.8466,485408.0
2023-09-30,8.9242,8.9728,8.7931,8.8466,485408.0
2023-10-01,8.9242,8.9728,8.7931,8.8466,485408.0
2023-10-02,8.8368,8.8757,8.6135,8.6718,653954.0
2023-10-03,8.6329,8.6718,8.4864,8.5261,277918.0
2023-10-04,8.5455,8.7203,8.3999,8.5261,307354.0
2023-10-05,8.5067,8.6426,8.4727,8.5941,390458.0
2023-10-06,8.497,8.6329,8.3125,8.5746,646558.0
2023-10-07,8.497,8.6329,8.3125,8.5746,646558.0
2023-10-08,8.497,8.6329,8.3125,8.5746,646558.0
2023-10-09,8.497,8.7397,8.4387,8.6912,268583.0
2023-10-10,8.7689,8.8708,8.73,8.8368,314107.0
2023-10-11,8.9242,8.9631,8.8223,8.8757,222515.0
2023-10-12,8.8563,8.8563,8.6329,8.8077,318187.0
2023-10-13,8.9145,8.9339,8.5844,8.5941,326386.0
2023-10-14,8.9145,8.9339,8.5844,8.5941,326386.0
2023-10-15,8.9145,8.9339,8.5844,8.5941,326386.0
2023-10-16,8.7106,8.8514,8.7106,8.8077,368504.0
2023-10-17,8.7786,9.1864,8.7786,9.0213,412323.0
2023-10-18,8.9339,8.9534,8.7786,8.8077,447413.0
2023-10-19,8.8077,8.9534,8.7106,8.7203,378821.0
2023-10-20,8.7592,8.7592,8.4144,8.4193,468897.0
2023-10-21,8.7592,8.7592,8.4144,8.4193,468897.0
2023-10-22,8.7592,8.7592,8.4144,8.4193,468897.0
2023-10-23,8.3999,8.5261,8.3416,8.3416,362893.0
2023-10-24,8.429,8.4387,8.1377,8.2639,302422.0
2023-10-25,8.2056,8.3076,8.0697,8.2639,342784.0
2023-10-26,7.9046,8.6135,7.8366,8.4775,598809.0
2023-10-27,8.4387,8.4678,7.6975,7.8366,661174.0
2023-10-28,8.4387,8.4678,7.6975,7.8366,661174.0
2023-10-29,8.4387,8.4678,7.6975,7.8366,661174.0
2023-10-30,7.9337,8.0163,7.7784,7.9726,462548.0
2023-10-31,7.9726,8.128,7.856,7.9046,326668.0
2023-11-01,7.9337,8.06,7.8075,8.0503,531136.0
2023-11-02,8.1571,8.6426,8.1571,8.6329,717741.0
2023-11-03,9.0311,9.2156,8.9145,9.0796,501701.0
2023-11-04,9.0311,9.2156,8.9145,9.0796,501701.0
2023-11-05,9.0311,9.2156,8.9145,9.0796,501701.0
2023-11-06,9.0796,9.1961,8.8805,8.9437,320684.0
2023-11-07,8.866,8.866,8.7252,8.7397,404904.0
2023-11-08,8.73,8.73,8.4436,8.5067,297835.0
2023-11-09,8.5215,8.5708,8.3242,8.3439,339757.0
2023-11-10,8.4327,8.5165,8.2749,8.4426,285466.0
2023-11-11,8.4327,8.5165,8.2749,8.4426,285466.0
2023-11-12,8.4327,8.5165,8.2749,8.4426,285466.0
2023-11-13,8.3439,8.4722,8.2453,8.413,248933.0
2023-11-14,8.8174,9.2957,8.8075,9.0935,532481.0
2023-11-15,9.1132,9.3204,9.0245,9.2316,543640.0
2023-11-16,9.2513,9.3598,9.0234,9.2908,634370.0
2023-11-17,9.4683,9.5768,9.3499,9.5077,616258.0
2023-11-18,9.4683,9.5768,9.3499,9.5077,616258.0
2023-11-19,9.4683,9.5768,9.3499,9.5077,616258.0
2023-11-20,9.5275,9.636,9.2957,9.4387,512432.0
2023-11-21,9.4091,9.4091,9.1527,9.1527,441486.0
2023-11-22,9.271,9.3105,9.1576,9.2217,274721.0
2023-11-23,9.271,9.3105,9.1576,9.2217,274721.0
2023-11-24,9.271,9.3697,9.1527,9.2908,377857.0
2023-11-25,9.271,9.3697,9.1527,9.2908,377857.0
2023-11-26,9.271,9.3697,9.1527,9.2908,377857.0
2023-11-27,9.2809,9.3499,9.1675,9.1724,446810.0
2023-11-28,9.1527,9.231,9.0146,9.2119,359971.0
2023-11-29,9.3204,9.6064,9.2858,9.4486,428701.0
2023-11-30,9.488,9.5275,9.3697,9.3993,339383.0
2023-12-01,9.3499,10.0058,9.2513,9.991,451537.0
2023-12-02,9.3499,10.0058,9.2513,9.991,451537.0
2023-12-03,9.3499,10.0058,9.2513,9.991,451537.0
2023-12-04,9.8924,10.208,9.8924,10.139,464478.0
2023-12-05,10.0798,10.0798,9.8825,9.922,336777.0
2023-12-06,10.0305,10.3559,9.9072,9.922,324509.0
2023-12-07,10.0108,10.0995,9.7445,10.0995,409699.0
2023-12-08,10.1686,10.2475,10.0502,10.1686,346068.0
2023-12-09,10.1686,10.2475,10.0502,10.1686,346068.0
2023-12-10,10.1686,10.2475,10.0502,10.1686,346068.0
2023-12-11,10.2179,10.2277,10.0798,10.1587,353332.0
2023-12-12,10.139,10.2129,9.9813,10.0601,463643.0
2023-12-13,10.0699,10.7702,9.991,10.711,754563.0
2023-12-14,11.0957,11.3422,10.8096,10.8688,1258842.0
2023-12-15,10.8294,11.0611,10.6617,10.7899,1453601.0
2023-12-16,10.8294,11.0611,10.6617,10.7899,1453601.0
2023-12-17,10.8294,11.0611,10.6617,10.7899,1453601.0
2023-12-18,10.859,10.9043,10.6716,10.7505,574553.0
2023-12-19,10.7801,10.9477,10.7653,10.8096,555578.0
2023-12-20,10.7603,10.9872,10.5236,10.5335,688908.0
2023-12-21,10.7011,10.7307,10.5828,10.711,468484.0
2023-12-22,10.8392,11.0463,10.7505,10.8096,346843.0
2023-12-23,10.8392,11.0463,10.7505,10.8096,346843.0
2023-12-24,10.8392,11.0463,10.7505,10.8096,346843.0
2023-12-25,10.8392,11.0463,10.7505,10.8096,346843.0
2023-12-26,10.8392,11.0168,10.7899,10.9773,360245.0
2023-12-27,10.997,11.0266,10.8491,10.8885,304973.0
2023-12-28,10.8392,10.9674,10.8128,10.9477,245510.0
2023-12-29,10.9477,10.9477,10.7603,10.7603,399589.0
2023-12-30,10.9477,10.9477,10.7603,10.7603,399589.0
2023-12-31,10.9477,10.9477,10.7603,10.7603,399589.0
2024-01-01,10.9477,10.9477,10.7603,10.7603,399589.0
2024-01-02,10.6518,10.928,10.356,10.7702,340774.0
2024-01-03,10.6617,10.711,10.3855,10.4053,481209.0
2024-01-04,10.4546,10.5631,10.4349,10.4546,294301.0
2024-01-05,10.356,10.6124,10.2978,10.494,362265.0
2024-01-06,10.356,10.6124,10.2978,10.494,362265.0
2024-01-07,10.356,10.6124,10.2978,10.494,362265.0
2024-01-08,10.425,10.5245,10.3264,10.494,274062.0
2024-01-09,10.3264,10.3362,10.2376,10.3066,303265.0
2024-01-10,10.2376,10.356,10.14,10.356,242221.0
2024-01-11,10.2376,10.3165,10.0354,10.2968,296622.0
2024-01-12,10.4151,10.4447,10.1094,10.208,377295.0
2024-01-13,10.4151,10.4447,10.1094,10.208,377295.0
2024-01-14,10.4151,10.4447,10.1094,10.208,377295.0
2024-01-15,10.4151,10.4447,10.1094,10.208,377295.0
2024-01-16,10.1094,10.2179,10.0798,10.0897,562234.0
2024-01-17,9.991,10.1291,9.9516,10.1192,616346.0
2024-01-18,10.1488,10.2376,10.0122,10.1488,560833.0
2024-01-19,10.2277,10.3757,10.1094,10.3757,287769.0
2024-01-20,10.2277,10.3757,10.1094,10.3757,287769.0
2024-01-21,10.2277,10.3757,10.1094,10.3757,287769.0
2024-01-22,10.5039,10.8392,10.494,10.8294,654438.0
2024-01-23,10.8885,10.9773,10.6025,10.6025,459876.0
2024-01-24,10.7011,10.7998,10.5088,10.5927,424081.0
2024-01-25,10.7899,11.3324,10.7899,11.0463,637776.0
2024-01-26,11.1844,11.2722,10.8885,11.0858,458978.0
2024-01-27,11.1844,11.2722,10.8885,11.0858,458978.0
2024-01-28,11.1844,11.2722,10.8885,11.0858,458978.0
2024-01-29,11.145,11.3521,11.1006,11.3225,381939.0
2024-01-30,11.2732,11.362,10.3155,11.2337,374003.0
2024-01-31,10.9773,11.2633,10.6716,10.6716,1043826.0
2024-02-01,10.7801,10.8491,10.1192,10.3954,766373.0
2024-02-02,10.1488,10.3806,10.0798,10.3165,527771.0
2024-02-03,10.1488,10.3806,10.0798,10.3165,527771.0
2024-02-04,10.1488,10.3806,10.0798,10.3165,527771.0
2024-02-05,10.1488,10.2179,9.9516,10.0108,476535.0
2024-02-06,9.991,10.1291,9.7593,9.8036,439971.0
2024-02-07,9.8135,9.8234,9.4387,9.705,869632.0
2024-02-08,9.66,9.8,9.5898,9.76,477168.0
2024-02-09,9.83,10.07,9.585,10.07,484168.0
2024-02-10,9.83,10.07,9.585,10.07,484168.0
2024-02-11,9.83,10.07,9.585,10.07,484168.0
2024-02-12,10.02,10.38,9.91,10.19,625202.0
2024-02-13,9.82,9.85,9.5,9.69,1056145.0
2024-02-14,9.8,9.92,9.6,9.82,599631.0
2024-02-15,9.91,10.22,9.89,10.2,468686.0
2024-02-16,10.05,10.2,9.92,10.07,499426.0
2024-02-17,10.05,10.2,9.92,10.07,499426.0
2024-02-18,10.05,10.2,9.92,10.07,499426.0
2024-02-19,10.05,10.2,9.92,10.07,499426.0
2024-02-20,9.94,10.1,9.55,9.91,390097.0
2024-02-21,9.9,9.94,9.8,9.81,521561.0
2024-02-22,9.76,9.83,9.63,9.75,441993.0
2024-02-23,9.76,9.92,9.63,9.8,457067.0
2024-02-24,9.76,9.92,9.63,9.8,457067.0
2024-02-25,9.76,9.92,9.63,9.8,457067.0
2024-02-26,9.72,9.88,9.695,9.73,678592.0
2024-02-27,9.82,9.88,9.725,9.75,287976.0
2024-02-28,9.64,9.796,9.56,9.64,500762.0
2024-02-29,9.84,10.0,9.71,9.77,373895.0
2024-03-01,9.71,9.766,9.52,9.65,353374.0
2024-03-02,9.71,9.766,9.52,9.65,353374.0
2024-03-03,9.71,9.766,9.52,9.65,353374.0
2024-03-04,9.66,9.9,9.52,9.55,360471.0
2024-03-05,9.53,9.92,9.53,9.87,558490.0
2024-03-06,9.87,10.09,9.64,9.92,423351.0
2024-03-07,10.06,10.1,9.92,9.97,302428.0
2024-03-08,10.13,10.17,9.86,9.9,349388.0
2024-03-09,10.13,10.17,9.86,9.9,349388.0
2024-03-10,10.13,10.17,9.86,9.9,349388.0
2024-03-11,9.84,9.9499,9.79,9.89,308527.0
2024-03-12,9.84,9.865,9.66,9.67,343443.0
2024-03-13,9.64,9.79,9.54,9.56,326828.0
2024-03-14,9.5,9.51,9.215,9.28,446377.0
2024-03-15,9.25,9.48,9.21,9.33,1159543.0
2024-03-16,9.25,9.48,9.21,9.33,1159543.0
2024-03-17,9.25,9.48,9.21,9.33,1159543.0
2024-03-18,9.34,9.38,9.2,9.25,312028.0
2024-03-19,9.24,9.46,9.22,9.23,329506.0
2024-03-20,9.18,9.74,9.18,9.66,470941.0
2024-03-21,9.72,9.87,9.635,9.74,410325.0
2024-03-22,9.78,9.78,9.5,9.51,309924.0
2024-03-23,9.78,9.78,9.5,9.51,309924.0
2024-03-24,9.78,9.78,9.5,9.51,309924.0
2024-03-25,9.58,9.73,9.54,9.57,274915.0
2024-03-26,9.64,9.66,9.44,9.44,312114.0
2024-03-27,9.51,9.77,9.51,9.75,357592.0
2024-03-28,9.8,10.07,9.73,9.96,647534.0
2024-03-29,9.8,10.07,9.73,9.96,647534.0
2024-03-30,9.8,10.07,9.73,9.96,647534.0
2024-03-31,9.8,10.07,9.73,9.96,647534.0
2024-04-01,9.95,9.95,9.66,9.7,343717.0
2024-04-02,9.55,9.665,9.47,9.65,545272.0
2024-04-03,9.57,9.65,9.475,9.51,304535.0
2024-04-04,9.61,9.77,9.5,9.53,431435.0
2024-04-05,9.47,9.57,9.44,9.45,221183.0
2024-04-06,9.47,9.57,9.44,9.45,221183.0
2024-04-07,9.47,9.57,9.44,9.45,221183.0
2024-04-08,9.46,9.59,9.39,9.51,192976.0
