,HSY US Equity,HSY US Equity,HSY US Equity,HSY US Equity,HSY US Equity
,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST,PX_VOLUME
2021-06-07,166.0171,166.0171,163.5656,164.6825,648581.0
2021-06-08,164.9664,164.9664,163.8212,164.2944,552612.0
2021-06-09,163.8496,164.3039,163.3101,163.6129,553855.0
2021-06-10,163.5467,165.3166,163.5467,165.0516,580131.0
2021-06-11,165.7142,165.7142,164.1241,165.4492,443503.0
2021-06-12,165.7142,165.7142,164.1241,165.4492,443503.0
2021-06-13,165.7142,165.7142,164.1241,165.4492,443503.0
2021-06-14,165.08,165.3261,163.6981,165.3261,618452.0
2021-06-15,165.4586,165.7047,164.5594,165.4965,434375.0
2021-06-16,165.771,165.894,163.3101,163.4331,667250.0
2021-06-17,163.4331,164.4648,162.3636,164.2282,502473.0
2021-06-18,163.3006,163.3006,161.2561,161.3697,1333279.0
2021-06-19,163.3006,163.3006,161.2561,161.3697,1333279.0
2021-06-20,163.3006,163.3006,161.2561,161.3697,1333279.0
2021-06-21,162.2689,163.1113,162.0228,163.0261,856905.0
2021-06-22,163.594,164.2755,162.8841,163.0545,615092.0
2021-06-23,162.4487,162.5812,161.2183,161.2561,803588.0
2021-06-24,161.0006,164.3323,160.4232,163.1681,1959747.0
2021-06-25,163.3195,165.9532,162.7705,165.752,1778836.0
2021-06-26,163.3195,165.9532,162.7705,165.752,1778836.0
2021-06-27,163.3195,165.9532,162.7705,165.752,1778836.0
2021-06-28,165.7804,166.4525,164.5594,165.2031,762241.0
2021-06-29,164.8623,165.5249,162.3446,162.7989,998815.0
2021-06-30,162.7989,165.0706,162.7043,164.8623,1235399.0
2021-07-01,164.8907,166.0691,164.1619,164.408,875448.0
2021-07-02,165.0043,165.5521,164.3607,164.692,661108.0
2021-07-03,165.0043,165.5521,164.3607,164.692,661108.0
2021-07-04,165.0043,165.5521,164.3607,164.692,661108.0
2021-07-05,165.0043,165.5521,164.3607,164.692,661108.0
2021-07-06,164.7961,166.036,163.7454,165.7331,879203.0
2021-07-07,165.7142,168.8187,165.5817,167.1245,1338826.0
2021-07-08,166.4998,168.0047,165.629,166.3862,976373.0
2021-07-09,167.1055,167.7302,166.6796,167.2948,779386.0
2021-07-10,167.1055,167.7302,166.6796,167.2948,779386.0
2021-07-11,167.1055,167.7302,166.6796,167.2948,779386.0
2021-07-12,166.9636,167.4084,165.9509,167.3611,794144.0
2021-07-13,166.9588,167.6167,165.9035,166.5187,755562.0
2021-07-14,166.6134,168.4874,166.1117,168.071,669826.0
2021-07-15,167.7208,170.0397,167.7208,169.8883,565632.0
2021-07-16,170.2101,170.9152,169.6327,170.3615,852564.0
2021-07-17,170.2101,170.9152,169.6327,170.3615,852564.0
2021-07-18,170.2101,170.9152,169.6327,170.3615,852564.0
2021-07-19,170.0113,171.5589,168.5348,169.8315,1037816.0
2021-07-20,170.636,172.4912,170.1912,170.636,824360.0
2021-07-21,171.0335,171.0979,168.3928,168.4969,569216.0
2021-07-22,167.9858,168.6625,167.1905,167.4463,555182.0
