,SC US Equity,SC US Equity,SC US Equity,SC US Equity,SC US Equity
2019-02-06,17.4834,17.5915,17.2269,17.4474,1265035.0
2019-02-07,17.4474,17.5284,17.2224,17.3304,1772250.0
2019-02-08,17.294,18.5312,17.0302,18.5221,4251480.0
2019-02-09,17.294,18.5312,17.0302,18.5221,4251480.0
2019-02-10,17.294,18.5312,17.0302,18.5221,4251480.0
2019-02-11,18.3402,18.4858,18.131,18.413,2716963.0
2019-02-12,18.5676,18.8405,18.4767,18.5585,2217833.0
2019-02-13,18.604,18.6495,18.4403,18.5949,1214153.0
2019-02-14,18.513,18.5904,18.3493,18.4767,919440.0
2019-02-15,18.5585,18.8678,18.5312,18.7405,1071024.0
2019-02-16,18.5585,18.8678,18.5312,18.7405,1071024.0
2019-02-17,18.5585,18.8678,18.5312,18.7405,1071024.0
2019-02-18,18.5585,18.8678,18.5312,18.7405,1071024.0
2019-02-19,18.7132,18.9406,18.6677,18.7951,1334700.0
2019-02-20,18.7496,18.8224,18.6313,18.695,1366366.0
2019-02-21,18.6495,18.8042,18.4858,18.5403,1139769.0
2019-02-22,18.5949,18.6222,18.4676,18.5403,1668187.0
2019-02-23,18.5949,18.6222,18.4676,18.5403,1668187.0
2019-02-24,18.5949,18.6222,18.4676,18.5403,1668187.0
2019-02-25,18.5494,18.8315,18.4494,18.4676,1472381.0
2019-02-26,18.4858,18.5676,18.2128,18.4312,2053093.0
2019-02-27,18.3675,18.513,18.2492,18.2947,1681409.0
2019-02-28,18.2765,18.8315,18.2765,18.6859,3702572.0
2019-03-01,18.8587,19.0043,18.4767,18.9042,3264548.0
2019-03-02,18.8587,19.0043,18.4767,18.9042,3264548.0
2019-03-03,18.8587,19.0043,18.4767,18.9042,3264548.0
2019-03-04,18.9497,19.1999,18.8815,19.0316,1760936.0
2019-03-05,18.9679,19.0907,18.7678,19.0407,1100661.0
2019-03-06,19.0134,19.0498,18.8315,18.8315,1068951.0
2019-03-07,18.8042,18.836,18.5494,18.6404,1252681.0
2019-03-08,18.4767,18.695,18.3584,18.6404,1712368.0
2019-03-09,18.4767,18.695,18.3584,18.6404,1712368.0
2019-03-10,18.4767,18.695,18.3584,18.6404,1712368.0
2019-03-11,18.7587,18.9952,18.7405,18.9406,1114318.0
2019-03-12,19.0043,19.068,18.8224,18.8587,839272.0
2019-03-13,18.9406,19.1681,18.9042,19.0316,1979259.0
2019-03-14,19.068,19.1317,18.7223,18.9315,1299392.0
2019-03-15,18.8769,19.3591,18.8769,19.3591,2523082.0
2019-03-16,18.8769,19.3591,18.8769,19.3591,2523082.0
2019-03-17,18.8769,19.3591,18.8769,19.3591,2523082.0
2019-03-18,19.2681,19.541,19.2681,19.4046,912420.0
2019-03-19,19.4774,19.5774,19.1681,19.1681,811982.0
2019-03-20,19.1408,19.159,18.7951,18.8496,900033.0
2019-03-21,18.7314,19.068,18.6495,18.977,1082059.0
2019-03-22,18.8042,18.8451,18.3857,18.4858,868086.0
2019-03-23,18.8042,18.8451,18.3857,18.4858,868086.0
2019-03-24,18.8042,18.8451,18.3857,18.4858,868086.0
2019-03-25,18.4858,18.6495,18.3266,18.3675,854903.0
2019-03-26,18.5039,18.7405,18.5039,18.6859,611002.0
2019-03-27,18.8315,19.1135,18.8042,18.8951,898028.0
2019-03-28,18.9497,19.1135,18.8883,19.0589,543620.0
2019-03-29,19.2317,19.3409,19.1953,19.2226,1856891.0
2019-03-30,19.2317,19.3409,19.1953,19.2226,1856891.0
2019-03-31,19.2317,19.3409,19.1953,19.2226,1856891.0
2019-04-01,19.3773,19.7776,19.3545,19.7412,1120307.0
2019-04-02,19.7321,20.005,19.6411,19.7503,2649961.0
2019-04-03,20.1506,20.2324,19.914,20.1142,1662122.0
2019-04-04,20.1779,20.2415,19.9686,20.0141,808427.0
2019-04-05,19.9868,20.1688,19.9868,20.1142,541089.0
2019-04-06,19.9868,20.1688,19.9868,20.1142,541089.0
2019-04-07,19.9868,20.1688,19.9868,20.1142,541089.0
2019-04-08,20.0414,20.146,20.0141,20.0505,610263.0
2019-04-09,20.0232,20.0778,19.8776,19.8958,904325.0
2019-04-10,19.9049,20.1096,19.8413,20.0778,614101.0
2019-04-11,20.1688,20.2324,19.9322,19.9959,579324.0
2019-04-12,20.2597,20.4872,20.2188,20.378,966805.0
2019-04-13,20.2597,20.4872,20.2188,20.378,966805.0
2019-04-14,20.2597,20.4872,20.2188,20.378,966805.0
2019-04-15,20.4053,20.5872,20.1187,20.2506,797909.0
2019-04-16,20.5145,20.66,20.4144,20.6509,1080937.0
2019-04-17,20.7692,20.842,20.5781,20.6509,532336.0
2019-04-18,20.6873,20.6873,20.3962,20.4963,581935.0
2019-04-19,20.6873,20.6873,20.3962,20.4963,581935.0
2019-04-20,20.6873,20.6873,20.3962,20.4963,581935.0
2019-04-21,20.6873,20.6873,20.3962,20.4963,581935.0
2019-04-22,20.2233,20.3507,20.1233,20.1779,1022116.0
2019-04-23,20.1051,20.2643,20.0232,20.096,1151562.0
2019-04-24,20.1051,20.2142,20.0414,20.0869,599550.0
2019-04-25,20.0141,20.2097,19.9504,20.0505,545928.0
2019-04-26,20.0505,20.3234,19.9959,20.1324,998801.0
2019-04-27,20.0505,20.3234,19.9959,20.1324,998801.0
2019-04-28,20.0505,20.3234,19.9959,20.1324,998801.0
2019-04-29,20.2415,20.2688,19.9595,19.9777,2130189.0
2019-04-30,19.8322,20.2779,19.3864,19.4228,1874511.0
2019-05-01,19.3864,19.5047,19.2772,19.3591,2387449.0
2019-05-02,19.4592,19.4774,19.2317,19.4683,1435384.0
2019-05-03,19.7412,20.0778,19.6138,19.6957,1356852.0
2019-05-04,19.7412,20.0778,19.6138,19.6957,1356852.0
2019-05-05,19.7412,20.0778,19.6138,19.6957,1356852.0
2019-05-06,19.1044,19.6911,19.068,19.6411,943732.0
2019-05-07,19.3864,19.5319,19.1999,19.3318,525501.0
2019-05-08,19.3045,19.6775,19.1953,19.4592,1356756.0
2019-05-09,19.3214,19.5785,19.1423,19.5602,1132431.0
2019-05-10,19.4316,19.7117,19.3627,19.5143,991781.0
2019-05-11,19.4316,19.7117,19.3627,19.5143,991781.0
2019-05-12,19.4316,19.7117,19.3627,19.5143,991781.0
2019-05-13,19.3031,19.3306,18.9908,19.0276,1033061.0
2019-05-14,19.101,19.4316,19.101,19.2663,594112.0
2019-05-15,19.0827,19.3398,18.9633,19.1102,844858.0
2019-05-16,19.1378,19.3214,19.0964,19.1837,877991.0
2019-05-17,18.9633,19.1837,18.9539,19.0918,733877.0
2019-05-18,18.9633,19.1837,18.9539,19.0918,733877.0
2019-05-19,18.9633,19.1837,18.9539,19.0918,733877.0
2019-05-20,18.9725,19.3214,18.9082,19.2112,574767.0
2019-05-21,19.3214,19.5877,19.3214,19.4041,700253.0
2019-05-22,19.3122,19.3673,19.1929,19.2296,389772.0
2019-05-23,19.0276,19.0276,18.8209,18.9357,958107.0
2019-05-24,19.6153,20.7724,19.6153,20.7356,3489524.0
2019-05-25,19.6153,20.7724,19.6153,20.7356,3489524.0
2019-05-26,19.6153,20.7724,19.6153,20.7356,3489524.0
2019-05-27,19.6153,20.7724,19.6153,20.7356,3489524.0
2019-05-28,20.754,21.4057,20.7081,20.7081,2235513.0
2019-05-29,20.7081,20.9514,20.5703,20.9101,1448135.0
2019-05-30,20.956,21.1443,20.6576,20.7173,1244639.0
2019-05-31,20.4877,20.6622,20.4877,20.5611,1274838.0
2019-06-01,20.4877,20.6622,20.4877,20.5611,1274838.0
2019-06-02,20.4877,20.6622,20.4877,20.5611,1274838.0
2019-06-03,20.5887,20.855,20.506,20.7173,1287717.0
2019-06-04,20.9652,21.2958,20.9377,21.2866,1159223.0
2019-06-05,21.2591,21.4152,21.204,21.2499,719467.0
2019-06-06,21.3784,21.3784,21.0846,21.2683,1190411.0
2019-06-07,21.2958,21.3968,21.2223,21.3601,952621.0
2019-06-08,21.2958,21.3968,21.2223,21.3601,952621.0
2019-06-09,21.2958,21.3968,21.2223,21.3601,952621.0
2019-06-10,21.4519,21.5851,21.3142,21.3509,924501.0
2019-06-11,21.4611,21.6218,21.3693,21.5621,788180.0
2019-06-12,21.5713,21.6172,21.3417,21.4335,855356.0
2019-06-13,21.5621,21.6539,21.3555,21.4519,744868.0
2019-06-14,21.4244,21.4244,21.2132,21.2683,751220.0
2019-06-15,21.4244,21.4244,21.2132,21.2683,751220.0
2019-06-16,21.4244,21.4244,21.2132,21.2683,751220.0
2019-06-17,21.2591,21.3876,21.1489,21.1948,790582.0
2019-06-18,21.1121,21.5254,21.0846,21.3693,1109793.0
2019-06-19,21.3968,21.5667,21.3784,21.5162,913839.0
2019-06-20,21.5437,21.7274,21.4473,21.6539,1273621.0
2019-06-21,21.608,21.7366,21.5162,21.608,1333099.0
2019-06-22,21.608,21.7366,21.5162,21.608,1333099.0
2019-06-23,21.608,21.7366,21.5162,21.608,1333099.0
2019-06-24,21.608,21.732,21.2958,21.3784,1293330.0
2019-06-25,21.3601,21.5346,21.2958,21.4611,984581.0
2019-06-26,21.5254,21.6907,21.4611,21.5254,1093684.0
2019-06-27,21.5346,21.6907,21.4519,21.5897,592159.0
2019-06-28,21.6723,22.0121,21.6631,22.0029,1699551.0
2019-06-29,21.6723,22.0121,21.6631,22.0029,1699551.0
2019-06-30,21.6723,22.0121,21.6631,22.0029,1699551.0
2019-07-01,22.8845,23.2426,22.508,22.7835,2429231.0
2019-07-02,22.7927,23.0636,22.7559,23.0039,1563336.0
2019-07-03,23.0957,23.5549,23.0957,23.3345,910665.0
2019-07-04,23.0957,23.5549,23.0957,23.3345,910665.0
2019-07-05,23.3345,23.5549,23.3253,23.4171,1214112.0
2019-07-06,23.3345,23.5549,23.3253,23.4171,1214112.0
2019-07-07,23.3345,23.5549,23.3253,23.4171,1214112.0
2019-07-08,23.3253,23.4538,23.1967,23.2702,771431.0
2019-07-09,23.2702,23.463,23.1141,23.3437,1553358.0
2019-07-10,23.4171,23.7018,23.3804,23.4447,1073417.0
2019-07-11,23.5273,23.8763,23.5089,23.6926,1409410.0
2019-07-12,23.7569,23.8763,23.6926,23.8395,1275884.0
2019-07-13,23.7569,23.8763,23.6926,23.8395,1275884.0
2019-07-14,23.7569,23.8763,23.6926,23.8395,1275884.0
2019-07-15,23.9222,23.9681,23.3666,23.5089,1496219.0
2019-07-16,23.6375,23.6559,23.3712,23.463,1669897.0
2019-07-17,23.2335,23.4079,23.1324,23.1875,1122535.0
2019-07-18,23.0498,23.7477,23.0498,23.61,1307376.0
2019-07-19,23.564,23.7569,23.2977,23.3253,967589.0
2019-07-20,23.564,23.7569,23.2977,23.3253,967589.0
2019-07-21,23.564,23.7569,23.2977,23.3253,967589.0
2019-07-22,23.2335,23.3069,23.0498,23.1875,1137380.0
2019-07-23,23.1692,23.7799,23.1508,23.6191,2056850.0
2019-07-24,23.8855,25.3731,23.7844,25.2629,3045512.0
2019-07-25,25.1436,25.3731,24.9966,25.2354,1971277.0
2019-07-26,25.419,25.4833,25.0242,25.1619,1278066.0
2019-07-27,25.419,25.4833,25.0242,25.1619,1278066.0
2019-07-28,25.419,25.4833,25.0242,25.1619,1278066.0
2019-07-29,25.2262,25.2997,25.015,25.0334,958392.0
2019-07-30,24.8589,25.2583,24.7946,25.1987,669908.0
2019-07-31,25.1895,25.3089,24.441,24.7119,1755903.0
2019-08-01,24.767,24.8772,24.1977,24.363,1203945.0
2019-08-02,24.2333,24.3173,23.9,24.1963,1074304.0
2019-08-03,24.2333,24.3173,23.9,24.1963,1074304.0
2019-08-04,24.2333,24.3173,23.9,24.1963,1074304.0
2019-08-05,23.7889,24.0111,23.5203,23.7426,2342471.0
2019-08-06,23.8259,24.1778,23.8259,24.1315,853892.0
2019-08-07,23.8074,24.4695,23.7148,24.4648,927624.0
2019-08-08,24.65,25.0714,24.6037,24.9463,624335.0
2019-08-09,24.9556,25.0575,24.613,24.7611,468347.0
2019-08-10,24.9556,25.0575,24.613,24.7611,468347.0
2019-08-11,24.9556,25.0575,24.613,24.7611,468347.0
2019-08-12,24.5019,24.5019,24.1315,24.2426,611736.0
2019-08-13,24.2519,24.6037,24.1963,24.4185,812348.0
2019-08-14,24.1685,24.1778,23.7333,23.9463,1472742.0
2019-08-15,24.0111,24.0944,23.8259,24.0018,1021351.0
2019-08-16,24.1407,24.4278,24.1407,24.3445,564649.0
2019-08-17,24.1407,24.4278,24.1407,24.3445,564649.0
2019-08-18,24.1407,24.4278,24.1407,24.3445,564649.0
2019-08-19,24.5945,24.613,24.3259,24.5574,649755.0
2019-08-20,24.5297,24.5297,24.2333,24.2611,641947.0
2019-08-21,24.4648,24.5204,24.2056,24.2241,1189998.0
2019-08-22,24.2611,24.4093,23.9833,24.187,1154454.0
2019-08-23,23.9741,24.2796,23.5203,23.6037,1542958.0
2019-08-24,23.9741,24.2796,23.5203,23.6037,1542958.0
2019-08-25,23.9741,24.2796,23.5203,23.6037,1542958.0
2019-08-26,23.8166,23.8815,23.5759,23.8074,728858.0
2019-08-27,23.9833,23.9879,23.5527,23.5944,613801.0
2019-08-28,23.5111,23.8907,23.4648,23.8629,599819.0
2019-08-29,24.0944,24.3722,24.0759,24.2241,493085.0
2019-08-30,24.3445,24.4093,24.0389,24.1778,677501.0
2019-08-31,24.3445,24.4093,24.0389,24.1778,677501.0
2019-09-01,24.3445,24.4093,24.0389,24.1778,677501.0
2019-09-02,24.3445,24.4093,24.0389,24.1778,677501.0
2019-09-03,24.0018,24.1222,23.6222,23.7055,916432.0
2019-09-04,23.9185,24.3352,23.9185,24.3352,726663.0
2019-09-05,24.5852,24.8723,24.5852,24.7149,409967.0
2019-09-06,24.863,25.1315,24.5852,24.5945,742880.0
2019-09-07,24.863,25.1315,24.5852,24.5945,742880.0
2019-09-08,24.863,25.1315,24.5852,24.5945,742880.0
2019-09-09,23.8722,24.4,23.7055,24.3074,1399514.0
2019-09-10,24.1963,24.4741,23.9741,24.187,1117306.0
2019-09-11,24.15,24.2796,23.8537,24.187,884047.0
2019-09-12,24.1407,24.4648,24.0667,24.187,597547.0
2019-09-13,24.3259,24.4278,23.9741,24.0296,1144432.0
2019-09-14,24.3259,24.4278,23.9741,24.0296,1144432.0
2019-09-15,24.3259,24.4278,23.9741,24.0296,1144432.0
2019-09-16,23.8815,24.3352,23.8815,24.3167,980972.0
2019-09-17,24.3445,24.4278,24.1407,24.4,590724.0
2019-09-18,24.3259,24.488,24.2241,24.4371,388550.0
2019-09-19,24.4093,24.4648,24.15,24.1778,767602.0
2019-09-20,24.187,24.3074,23.9231,23.937,1980447.0
2019-09-21,24.187,24.3074,23.9231,23.937,1980447.0
2019-09-22,24.187,24.3074,23.9231,23.937,1980447.0
2019-09-23,23.9092,24.2796,23.9092,24.187,546365.0
2019-09-24,24.2796,24.4,24.0389,24.0574,615037.0
2019-09-25,24.0018,24.2843,23.9555,24.0759,851109.0
2019-09-26,24.0574,24.2426,23.9648,23.9648,734396.0
2019-09-27,24.0944,24.2241,23.849,23.9,632130.0
2019-09-28,24.0944,24.2241,23.849,23.9,632130.0
2019-09-29,24.0944,24.2241,23.849,23.9,632130.0
2019-09-30,23.9648,24.0435,23.6129,23.6222,1213629.0
2019-10-01,23.6963,24.0111,23.5666,23.6407,908876.0
2019-10-02,23.4277,23.5574,23.0758,23.1777,1084213.0
2019-10-03,23.0758,23.2842,22.761,22.8814,1591712.0
2019-10-04,22.8814,23.2981,22.8814,23.2703,802320.0
2019-10-05,22.8814,23.2981,22.8814,23.2703,802320.0
2019-10-06,22.8814,23.2981,22.8814,23.2703,802320.0
2019-10-07,23.224,23.2518,23.0249,23.1036,742284.0
2019-10-08,22.8721,23.0388,22.5851,22.5943,931691.0
2019-10-09,22.7332,22.9879,22.5388,22.8721,942394.0
2019-10-10,22.9647,23.2749,22.9045,23.0388,822399.0
2019-10-11,23.4092,23.7009,23.2286,23.2518,1072310.0
2019-10-12,23.4092,23.7009,23.2286,23.2518,1072310.0
2019-10-13,23.4092,23.7009,23.2286,23.2518,1072310.0
2019-10-14,23.1684,23.3166,23.0758,23.2518,1024601.0
2019-10-15,23.3166,23.8352,23.3166,23.5666,935793.0
2019-10-16,23.5481,23.6222,23.1407,23.2796,774403.0
2019-10-17,23.3999,23.5249,23.2333,23.4648,589447.0
2019-10-18,23.3999,23.5898,23.3351,23.3999,712352.0
2019-10-19,23.3999,23.5898,23.3351,23.3999,712352.0
2019-10-20,23.3999,23.5898,23.3351,23.3999,712352.0
2019-10-21,23.5759,23.8722,23.5759,23.6777,594071.0
2019-10-22,23.6777,23.7472,23.437,23.5111,700489.0
2019-10-23,23.4185,23.6407,23.3814,23.5574,521909.0
2019-10-24,23.5296,23.6222,23.3444,23.4277,578634.0
2019-10-25,23.3351,23.5111,23.1036,23.1962,907167.0
2019-10-26,23.3351,23.5111,23.1036,23.1962,907167.0
2019-10-27,23.3351,23.5111,23.1036,23.1962,907167.0
2019-10-28,23.3351,23.5851,23.1221,23.3536,968001.0
2019-10-29,23.2518,23.687,23.2518,23.4648,1119235.0
2019-10-30,23.1499,24.0944,23.0018,23.9926,1198603.0
2019-10-31,23.9,23.9,22.8999,23.224,1639208.0
2019-11-01,23.3351,23.6592,23.3351,23.6129,1006386.0
2019-11-02,23.3351,23.6592,23.3351,23.6129,1006386.0
2019-11-03,23.3351,23.6592,23.3351,23.6129,1006386.0
2019-11-04,23.3722,23.3907,23.0944,23.3444,1159409.0
2019-11-05,23.3629,23.4833,23.011,23.2055,1228473.0
2019-11-06,23.1592,23.224,22.9647,23.0481,833145.0
2019-11-07,23.2333,23.2703,23.0666,23.1129,763648.0
2019-11-08,23.0662,23.1829,22.9447,23.1316,332535.0
2019-11-09,23.0662,23.1829,22.9447,23.1316,332535.0
2019-11-10,23.0662,23.1829,22.9447,23.1316,332535.0
2019-11-11,22.9541,23.0755,22.8326,22.8513,607362.0
2019-11-12,22.8419,22.9447,22.4869,22.6551,792966.0
2019-11-13,22.5523,22.6644,22.4497,22.6364,554493.0
2019-11-14,22.5056,22.6691,22.4636,22.5804,787448.0
2019-11-15,22.7392,22.8793,22.5523,22.5897,424181.0
2019-11-16,22.7392,22.8793,22.5523,22.5897,424181.0
2019-11-17,22.7392,22.8793,22.5523,22.5897,424181.0
2019-11-18,22.543,22.5617,22.2067,22.2254,554281.0
2019-11-19,22.1693,22.3375,21.9918,22.1693,1735936.0
2019-11-20,22.1132,22.501,22.0946,22.0946,1007214.0
2019-11-21,22.1132,22.2721,21.9357,22.0946,963505.0
2019-11-22,22.1226,22.2861,21.6321,21.9264,1002058.0
2019-11-23,22.1226,22.2861,21.6321,21.9264,1002058.0
2019-11-24,22.1226,22.2861,21.6321,21.9264,1002058.0
2019-11-25,21.9638,22.0712,21.861,21.9264,446049.0
2019-11-26,21.8797,21.9638,21.7863,21.889,460044.0
2019-11-27,21.9451,22.0292,21.8423,21.9264,956592.0
2019-11-28,21.9451,22.0292,21.8423,21.9264,956592.0
2019-11-29,21.8423,22.0946,21.8423,22.0011,378408.0
2019-11-30,21.8423,22.0946,21.8423,22.0011,378408.0
2019-12-01,21.8423,22.0946,21.8423,22.0011,378408.0
2019-12-02,22.0759,22.1506,21.7255,21.7956,729316.0
2019-12-03,21.534,21.7302,21.0716,21.2351,1300661.0
2019-12-04,21.2631,21.6648,21.2631,21.4499,875451.0
2019-12-05,21.4686,21.6088,21.3472,21.5807,853422.0
2019-12-06,21.8143,21.9591,21.5807,21.6835,672167.0
2019-12-07,21.8143,21.9591,21.5807,21.6835,672167.0
2019-12-08,21.8143,21.9591,21.5807,21.6835,672167.0
2019-12-09,21.6274,21.6368,21.3378,21.4032,945702.0
2019-12-10,21.3845,21.7769,21.3565,21.6928,739876.0
2019-12-11,21.7022,21.7863,21.4219,21.6181,857057.0
2019-12-12,21.6648,22.1693,21.6508,22.1413,937402.0
2019-12-13,22.0946,22.3608,21.9357,21.9451,1349943.0
2019-12-14,22.0946,22.3608,21.9357,21.9451,1349943.0
2019-12-15,22.0946,22.3608,21.9357,21.9451,1349943.0
2019-12-16,22.0385,22.543,21.9544,22.188,1409048.0
2019-12-17,22.2721,22.4776,22.1226,22.4122,1018645.0
2019-12-18,22.4402,22.4542,22.2534,22.3001,1058871.0
2019-12-19,22.3188,22.4029,22.0479,22.2534,1016589.0
2019-12-20,22.3748,22.4309,22.16,22.1786,1770613.0
2019-12-21,22.3748,22.4309,22.16,22.1786,1770613.0
2019-12-22,22.3748,22.4309,22.16,22.1786,1770613.0
2019-12-23,22.2627,22.2627,22.0011,22.1226,634749.0
2019-12-24,22.1226,22.1786,22.0152,22.0759,375772.0
2019-12-25,22.1226,22.1786,22.0152,22.0759,375772.0
2019-12-26,22.1319,22.1693,21.9357,21.9544,703487.0
2019-12-27,21.9731,22.0852,21.7396,21.7582,570273.0
2019-12-28,21.9731,22.0852,21.7396,21.7582,570273.0
2019-12-29,21.9731,22.0852,21.7396,21.7582,570273.0
2019-12-30,21.7956,21.8797,21.6088,21.7209,721207.0
2019-12-31,21.6928,21.8984,21.6928,21.833,476158.0
2020-01-01,21.6928,21.8984,21.6928,21.833,476158.0
2020-01-02,21.9451,21.9451,21.6648,21.9171,842929.0
2020-01-03,21.6181,21.7769,21.5714,21.6461,538461.0
2020-01-04,21.6181,21.7769,21.5714,21.6461,538461.0
2020-01-05,21.6181,21.7769,21.5714,21.6461,538461.0
2020-01-06,21.8423,21.8423,21.3796,21.5247,1037035.0
2020-01-07,21.4686,21.4967,21.3005,21.3845,650274.0
2020-01-08,21.4219,21.6555,21.3612,21.4406,1110677.0
2020-01-09,21.5714,21.6835,21.2911,21.4499,1128541.0
2020-01-10,21.4406,21.5434,21.2724,21.3285,1099579.0
2020-01-11,21.4406,21.5434,21.2724,21.3285,1099579.0
2020-01-12,21.4406,21.5434,21.2724,21.3285,1099579.0
2020-01-13,21.3659,21.4032,21.0389,21.1884,605986.0
2020-01-14,21.1884,21.3192,21.1183,21.123,606816.0
2020-01-15,21.0856,21.4032,21.0015,21.3378,747445.0
2020-01-16,21.478,21.5854,21.4126,21.5434,541063.0
2020-01-17,21.5994,21.6274,21.3892,21.5901,842574.0
2020-01-18,21.5994,21.6274,21.3892,21.5901,842574.0
2020-01-19,21.5994,21.6274,21.3892,21.5901,842574.0
2020-01-20,21.5994,21.6274,21.3892,21.5901,842574.0
2020-01-21,21.4219,21.6274,21.4032,21.5901,897880.0
2020-01-22,21.7489,22.202,21.7115,22.1693,845330.0
2020-01-23,22.0759,22.4215,21.8334,22.3188,1130145.0
2020-01-24,22.2721,22.3141,21.9077,21.9451,1085193.0
2020-01-25,22.2721,22.3141,21.9077,21.9451,1085193.0
2020-01-26,22.2721,22.3141,21.9077,21.9451,1085193.0
2020-01-27,21.506,21.506,21.2117,21.3005,809912.0
2020-01-28,21.4126,21.833,21.2911,21.6555,1114260.0
2020-01-29,23.7295,24.8692,23.6828,24.3834,5725037.0
2020-01-30,24.262,24.972,24.234,24.9627,1819831.0
2020-01-31,24.8319,25.0094,24.6626,24.8692,2387619.0
2020-02-01,24.8319,25.0094,24.6626,24.8692,2387619.0
2020-02-02,24.8319,25.0094,24.6626,24.8692,2387619.0
2020-02-03,25.0374,25.1308,24.7571,24.8973,1431416.0
2020-02-04,25.0934,25.1869,24.7945,24.8412,1427892.0
2020-02-05,24.9253,25.0,24.7291,24.8599,1324319.0
2020-02-06,25.0094,25.0561,24.7945,24.8879,1428468.0
2020-02-07,24.8125,24.9538,24.7466,24.8691,688801.0
2020-02-08,24.8125,24.9538,24.7466,24.8691,688801.0
2020-02-09,24.8125,24.9538,24.7466,24.8691,688801.0
2020-02-10,24.7843,25.0198,24.7702,24.9067,877388.0
2020-02-11,24.935,25.1422,24.8691,25.0575,947683.0
2020-02-12,25.1422,25.2741,25.0386,25.1422,756841.0
2020-02-13,25.1611,25.6274,25.0857,25.4908,1355870.0
2020-02-14,25.5285,25.5379,25.1328,25.1799,770209.0
2020-02-15,25.5285,25.5379,25.1328,25.1799,770209.0
2020-02-16,25.5285,25.5379,25.1328,25.1799,770209.0
2020-02-17,25.5285,25.5379,25.1328,25.1799,770209.0
2020-02-18,25.0857,25.2553,24.7278,25.0669,817900.0
2020-02-19,25.1046,25.2082,24.8691,25.0386,623151.0
2020-02-20,25.1046,25.2553,24.935,25.114,591691.0
2020-02-21,25.0104,25.1611,24.6524,25.114,1103673.0
2020-02-22,25.0104,25.1611,24.6524,25.114,1103673.0
2020-02-23,25.0104,25.1611,24.6524,25.114,1103673.0
2020-02-24,24.5582,25.0009,24.5582,24.7466,1612147.0
2020-02-25,24.8031,24.9209,24.2002,24.3321,2030353.0
2020-02-26,24.4734,24.7089,24.3133,24.464,4072946.0
2020-02-27,24.172,24.4923,23.6539,24.1155,9717459.0
2020-02-28,23.701,24.2191,22.5611,22.985,5834156.0
2020-02-29,23.701,24.2191,22.5611,22.985,5834156.0
2020-03-01,23.701,24.2191,22.5611,22.985,5834156.0
2020-03-02,22.9097,23.0604,22.0807,22.6553,3080860.0
2020-03-03,22.7495,23.1263,21.8122,22.1184,2614575.0
2020-03-04,22.4293,23.2865,22.0807,23.23,2585470.0
2020-03-05,22.759,22.8437,21.5724,21.8358,1831077.0
2020-03-06,21.1764,21.8217,20.9597,21.4872,1925935.0
