,DKS US Equity,DKS US Equity,DKS US Equity,DKS US Equity,DKS US Equity
2019-04-21,33.6043,33.9585,32.7526,32.7611,3589865.0
2019-04-22,32.6767,32.9466,31.9515,32.0274,2585809.0
2019-04-23,32.2214,32.799,31.9853,32.5334,1976017.0
2019-04-24,32.7105,33.149,32.5755,32.8791,1399407.0
2019-04-25,32.8285,32.8285,32.0443,32.2467,1376286.0
2019-04-26,32.1539,32.5081,31.7829,32.3057,2102430.0
2019-04-27,32.1539,32.5081,31.7829,32.3057,2102430.0
2019-04-28,32.1539,32.5081,31.7829,32.3057,2102430.0
2019-04-29,32.1961,32.5165,31.7997,31.8166,1962946.0
2019-04-30,31.7997,31.8335,31.1757,31.201,2790829.0
2019-05-01,31.26,31.4456,30.2313,30.2566,1909558.0
2019-05-02,30.5686,30.636,29.8518,30.3746,2994952.0
2019-05-03,30.4421,30.8047,30.2903,30.7541,1860474.0
2019-05-04,30.4421,30.8047,30.2903,30.7541,1860474.0
2019-05-05,30.4421,30.8047,30.2903,30.7541,1860474.0
2019-05-06,30.3915,30.7625,30.1722,30.3999,1806452.0
2019-05-07,30.1469,30.5939,30.1469,30.2228,2466464.0
2019-05-08,30.0879,30.577,29.7337,30.2481,1101322.0
2019-05-09,30.0457,30.6782,30.012,30.4927,1768577.0
2019-05-10,30.3746,30.9902,30.012,30.8215,1956795.0
2019-05-11,30.3746,30.9902,30.012,30.8215,1956795.0
2019-05-12,30.3746,30.9902,30.012,30.8215,1956795.0
2019-05-13,30.1722,30.4589,29.6241,29.9951,2189074.0
2019-05-14,30.1385,30.6107,29.6578,30.3072,1586777.0
2019-05-15,30.1722,30.3915,29.6831,30.3324,1957650.0
2019-05-16,30.5433,30.7204,30.2987,30.3999,1222181.0
2019-05-17,30.1722,31.2769,30.1722,30.7457,1816808.0
2019-05-18,30.1722,31.2769,30.1722,30.7457,1816808.0
2019-05-19,30.1722,31.2769,30.1722,30.7457,1816808.0
2019-05-20,30.3577,30.8974,30.2566,30.8553,2309825.0
2019-05-21,31.0155,32.0612,30.6951,31.7154,2082082.0
2019-05-22,31.4034,31.5889,30.7625,31.1757,2670241.0
2019-05-23,31.0914,31.3191,30.6373,30.9986,1733834.0
2019-05-24,30.8553,31.0294,30.3999,30.9059,1914557.0
2019-05-25,30.8553,31.0294,30.3999,30.9059,1914557.0
2019-05-26,30.8553,31.0294,30.3999,30.9059,1914557.0
2019-05-27,30.8553,31.0294,30.3999,30.9059,1914557.0
2019-05-28,30.948,31.3612,30.0879,30.1722,5491118.0
2019-05-29,31.1336,31.201,27.9207,28.3929,13079915.0
2019-05-30,28.3676,29.076,28.258,28.882,3615516.0
2019-05-31,28.4014,29.135,28.1146,29.1013,3563487.0
2019-06-01,28.4014,29.135,28.1146,29.1013,3563487.0
2019-06-02,28.4014,29.135,28.1146,29.1013,3563487.0
2019-06-03,29.2109,30.4168,28.9664,30.0963,3563464.0
2019-06-04,30.4758,31.0998,30.3746,30.9733,1987821.0
2019-06-05,31.0408,31.1167,30.0036,30.4927,2388258.0
2019-06-06,30.4252,30.5348,29.8434,30.1385,2596631.0
2019-06-07,30.2903,30.2987,29.447,29.6663,1924960.0
2019-06-08,30.2903,30.2987,29.447,29.6663,1924960.0
2019-06-09,30.2903,30.2987,29.447,29.6663,1924960.0
2019-06-10,29.8687,30.1975,29.447,29.8855,2066772.0
2019-06-11,30.0036,30.265,29.291,29.3543,3063461.0
2019-06-12,29.2615,29.4301,28.5784,28.9158,3047015.0
2019-06-13,29.107,29.226,28.3505,28.3675,3392558.0
2019-06-14,28.4355,28.9413,28.1974,28.835,2873390.0
2019-06-15,28.4355,28.9413,28.1974,28.835,2873390.0
2019-06-16,28.4355,28.9413,28.1974,28.835,2873390.0
2019-06-17,28.818,29.3451,28.7245,29.0815,2254453.0
2019-06-18,29.158,29.5321,28.5885,28.784,1885044.0
2019-06-19,28.7925,28.8095,28.2229,28.7755,1700208.0
2019-06-20,29.039,29.107,28.1719,28.8605,2536550.0
2019-06-21,28.682,29.3536,28.5715,29.0475,3531735.0
2019-06-22,28.682,29.3536,28.5715,29.0475,3531735.0
2019-06-23,28.682,29.3536,28.5715,29.0475,3531735.0
2019-06-24,29.0305,29.0985,28.546,28.8435,1902789.0
2019-06-25,28.954,29.1325,28.631,28.937,2283083.0
2019-06-26,28.988,29.175,28.682,28.682,2804146.0
2019-06-27,28.903,29.2558,28.4355,29.124,1732643.0
2019-06-28,29.209,29.6511,29.073,29.4386,2662133.0
2019-06-29,29.209,29.6511,29.073,29.4386,2662133.0
2019-06-30,29.209,29.6511,29.073,29.4386,2662133.0
2019-07-01,29.6851,30.1271,29.6341,29.7446,1776385.0
2019-07-02,29.8296,29.9146,29.2855,29.5321,1627774.0
2019-07-03,29.6341,30.2802,29.5661,30.2631,626501.0
2019-07-04,29.6341,30.2802,29.5661,30.2631,626501.0
2019-07-05,30.1101,31.2323,30.0166,31.2323,1941467.0
2019-07-06,30.1101,31.2323,30.0166,31.2323,1941467.0
2019-07-07,30.1101,31.2323,30.0166,31.2323,1941467.0
2019-07-08,31.1047,31.5213,30.9007,31.3768,2600879.0
2019-07-09,31.2663,31.5638,30.5989,30.6117,2589123.0
2019-07-10,30.7647,30.7902,29.7403,30.5182,1983257.0
2019-07-11,30.5182,30.8242,30.3652,30.6032,1469743.0
2019-07-12,30.6627,31.8443,30.6627,31.6318,1746927.0
2019-07-13,30.6627,31.8443,30.6627,31.6318,1746927.0
2019-07-14,30.6627,31.8443,30.6627,31.6318,1746927.0
2019-07-15,31.6318,32.1078,31.4703,32.0823,1488168.0
2019-07-16,32.0568,32.3671,31.7933,32.0908,1823428.0
2019-07-17,32.2354,32.3034,31.7508,32.2354,1169771.0
2019-07-18,32.0398,32.1248,31.6488,31.9463,1395418.0
2019-07-19,31.9973,32.0568,31.5298,31.5638,1265337.0
2019-07-20,31.9973,32.0568,31.5298,31.5638,1265337.0
2019-07-21,31.9973,32.0568,31.5298,31.5638,1265337.0
2019-07-22,31.6998,32.0653,31.577,31.8528,1392756.0
2019-07-23,31.9378,32.7964,31.6828,32.7709,1500104.0
2019-07-24,32.7199,33.3575,32.2014,32.3629,2756511.0
2019-07-25,32.2864,32.5353,31.5128,31.5553,1621977.0
2019-07-26,31.6998,31.9888,31.1047,31.8698,1163444.0
2019-07-27,31.6998,31.9888,31.1047,31.8698,1163444.0
2019-07-28,31.6998,31.9888,31.1047,31.8698,1163444.0
2019-07-29,31.7933,32.3034,31.5128,31.7763,1011133.0
2019-07-30,31.4023,31.7763,30.9857,31.7083,887223.0
2019-07-31,31.8103,32.0313,31.1387,31.5978,1271277.0
2019-08-01,31.7083,31.7083,29.2643,29.6341,2917721.0
2019-08-02,29.5491,29.8721,28.3887,28.7245,2520315.0
2019-08-03,29.5491,29.8721,28.3887,28.7245,2520315.0
2019-08-04,29.5491,29.8721,28.3887,28.7245,2520315.0
2019-08-05,28.1804,28.6735,27.1093,28.5035,2980770.0
2019-08-06,28.716,28.903,28.0444,28.6225,1582560.0
2019-08-07,28.1889,28.4015,27.2878,27.5174,2794209.0
2019-08-08,27.6959,28.8775,27.6789,28.767,2213437.0
2019-08-09,28.6905,28.8393,27.5259,27.6874,2333976.0
2019-08-10,28.6905,28.8393,27.5259,27.6874,2333976.0
2019-08-11,28.6905,28.8393,27.5259,27.6874,2333976.0
2019-08-12,27.3643,28.3249,27.3482,28.2824,1901079.0
2019-08-13,28.0529,29.7021,27.8234,28.1804,2074255.0
2019-08-14,27.6024,27.9934,26.8118,27.5939,1750654.0
2019-08-15,27.6959,27.8489,26.5823,26.7608,1923675.0
2019-08-16,26.8883,27.4281,26.7948,27.3473,1320887.0
2019-08-17,26.8883,27.4281,26.7948,27.3473,1320887.0
2019-08-18,26.8883,27.4281,26.7948,27.3473,1320887.0
2019-08-19,27.8489,28.4015,27.6449,28.0444,1614448.0
2019-08-20,27.7554,28.0869,27.3558,27.5174,2527240.0
2019-08-21,27.8489,28.3675,27.5174,28.0274,4840827.0
2019-08-22,30.5777,31.1302,28.7585,29.0305,13123521.0
2019-08-23,28.682,28.8095,27.4919,27.5174,4716734.0
2019-08-24,28.682,28.8095,27.4919,27.5174,4716734.0
2019-08-25,28.682,28.8095,27.4919,27.5174,4716734.0
2019-08-26,27.7299,28.988,27.0413,28.92,5023134.0
2019-08-27,29.039,29.2747,28.5545,28.7755,3449953.0
2019-08-28,28.6565,29.3961,28.478,29.1155,2468203.0
2019-08-29,29.3961,29.6511,28.9625,29.4641,2064618.0
2019-08-30,29.5321,29.6766,28.8775,28.937,2641899.0
2019-08-31,29.5321,29.6766,28.8775,28.937,2641899.0
2019-09-01,29.5321,29.6766,28.8775,28.937,2641899.0
2019-09-02,29.5321,29.6766,28.8775,28.937,2641899.0
2019-09-03,28.6735,29.141,28.4185,28.8095,2283291.0
2019-09-04,29.141,29.7956,28.8775,29.6851,2449287.0
2019-09-05,30.0591,30.7732,29.9571,30.5522,2456936.0
2019-09-06,30.6372,30.9703,30.0336,30.1611,1539096.0
2019-09-07,30.6372,30.9703,30.0336,30.1611,1539096.0
2019-09-08,30.6372,30.9703,30.0336,30.1611,1539096.0
2019-09-09,30.1441,31.9463,29.9741,31.8698,2794306.0
2019-09-10,31.8188,32.5584,31.7848,32.3799,3113840.0
2019-09-11,32.4819,33.1152,31.5553,33.0854,2000035.0
2019-09-12,33.1069,33.3894,32.2336,33.0555,1792690.0
2019-09-13,33.3979,33.9287,32.9699,33.3894,1700204.0
2019-09-14,33.3979,33.9287,32.9699,33.3894,1700204.0
2019-09-15,33.3979,33.9287,32.9699,33.3894,1700204.0
2019-09-16,32.7473,33.4493,32.6788,33.0041,1394224.0
2019-09-17,32.8671,33.0212,32.1394,32.9527,2506102.0
2019-09-18,33.3038,33.3038,31.9425,32.148,2035373.0
2019-09-19,32.2507,32.6274,31.8569,32.1394,1634405.0
2019-09-20,32.285,32.8928,31.9939,32.3706,2207484.0
2019-09-21,32.285,32.8928,31.9939,32.3706,2207484.0
2019-09-22,32.285,32.8928,31.9939,32.3706,2207484.0
2019-09-23,32.2764,33.2866,32.2764,33.0983,2081131.0
2019-09-24,33.2781,33.3637,32.7045,33.0469,1697544.0
2019-09-25,33.2096,33.8774,33.0545,33.8003,2109944.0
2019-09-26,33.7918,34.1,33.5007,34.0657,1769379.0
2019-09-27,34.3054,35.1787,34.1385,34.4852,3147457.0
2019-09-28,34.3054,35.1787,34.1385,34.4852,3147457.0
2019-09-29,34.3054,35.1787,34.1385,34.4852,3147457.0
2019-09-30,34.588,35.1102,34.2798,34.939,1428992.0
2019-10-01,35.2301,35.5554,34.4767,34.6479,1321500.0
2019-10-02,34.4339,34.5709,33.6676,33.6976,1757228.0
2019-10-03,33.4921,33.7747,32.4048,33.3038,2172908.0
2019-10-04,33.3551,33.5863,32.8329,33.1925,1322753.0
2019-10-05,33.3551,33.5863,32.8329,33.1925,1322753.0
2019-10-06,33.3551,33.5863,32.8329,33.1925,1322753.0
2019-10-07,33.1411,33.4795,32.4476,32.4819,1901851.0
2019-10-08,32.0281,33.2695,31.8483,32.8671,1791974.0
2019-10-09,33.1497,33.4921,32.7045,33.3038,1401658.0
2019-10-10,33.4065,34.1257,33.4065,33.5606,1782229.0
2019-10-11,33.8945,34.1257,33.5435,33.7404,1621508.0
2019-10-12,33.8945,34.1257,33.5435,33.7404,1621508.0
2019-10-13,33.8945,34.1257,33.5435,33.7404,1621508.0
2019-10-14,33.7318,33.8003,32.5076,32.6959,1573464.0
2019-10-15,32.9613,33.5264,32.5975,33.3295,1473362.0
2019-10-16,33.2096,33.5306,32.9356,33.201,1069510.0
2019-10-17,33.3466,33.7062,33.3466,33.5349,1526151.0
2019-10-18,33.0212,34.1899,33.0212,34.0743,1891539.0
2019-10-19,33.0212,34.1899,33.0212,34.0743,1891539.0
2019-10-20,33.0212,34.1899,33.0212,34.0743,1891539.0
2019-10-21,34.5709,35.0075,34.2798,34.4253,1860998.0
2019-10-22,34.5623,34.8363,33.9287,34.6137,1345548.0
2019-10-23,34.6051,34.7421,34.2541,34.3226,1188885.0
2019-10-24,34.6051,34.7592,33.9031,34.177,1502719.0
2019-10-25,34.6907,34.9647,34.2969,34.5537,1524549.0
2019-10-26,34.6907,34.9647,34.2969,34.5537,1524549.0
2019-10-27,34.6907,34.9647,34.2969,34.5537,1524549.0
2019-10-28,34.8191,35.3157,33.5007,33.5606,2552536.0
2019-10-29,33.4322,34.3911,33.1069,33.9373,1677524.0
2019-10-30,33.9459,34.0657,33.5007,33.7404,1538078.0
2019-10-31,33.8688,33.9031,32.773,33.3295,1637566.0
2019-11-01,33.5092,33.6719,32.7302,33.0897,1779819.0
2019-11-02,33.5092,33.6719,32.7302,33.0897,1779819.0
2019-11-03,33.5092,33.6719,32.7302,33.0897,1779819.0
2019-11-04,33.1668,33.7746,33.1325,33.749,1092565.0
2019-11-05,33.8945,34.8962,33.8945,34.5452,2008060.0
2019-11-06,34.4082,35.1445,34.1171,35.0503,2072324.0
2019-11-07,35.3157,35.6068,35.1616,35.4355,2156956.0
2019-11-08,35.2558,35.4313,34.8876,35.213,2077911.0
2019-11-09,35.2558,35.4313,34.8876,35.213,2077911.0
2019-11-10,35.2558,35.4313,34.8876,35.213,2077911.0
2019-11-11,34.9904,35.3285,34.5623,34.9989,1204276.0
2019-11-12,34.9304,34.9304,34.2412,34.451,1208446.0
2019-11-13,34.4681,34.939,34.2798,34.3996,1416522.0
2019-11-14,34.4596,34.7763,34.3739,34.528,1114797.0
2019-11-15,34.7335,35.1273,34.4852,34.9818,1279225.0
2019-11-16,34.7335,35.1273,34.4852,34.9818,1279225.0
2019-11-17,34.7335,35.1273,34.4852,34.9818,1279225.0
2019-11-18,35.4355,35.6239,34.8534,35.5554,1868048.0
2019-11-19,35.2472,35.6581,34.2244,34.3397,2189140.0
2019-11-20,34.237,34.4253,33.5777,34.0315,2289878.0
2019-11-21,34.1,34.3725,33.2267,33.3038,1688302.0
2019-11-22,33.6034,34.3311,33.5649,33.7404,2351946.0
2019-11-23,33.6034,34.3311,33.5649,33.7404,2351946.0
2019-11-24,33.6034,34.3311,33.5649,33.7404,2351946.0
2019-11-25,34.5965,34.6051,33.4407,33.7575,4992464.0
2019-11-26,37.593,40.9148,37.2677,40.0416,18590526.0
2019-11-27,40.444,40.4868,39.1683,39.2882,5479562.0
2019-11-28,40.444,40.4868,39.1683,39.2882,5479562.0
2019-11-29,39.0142,39.6787,38.6546,39.2197,1778798.0
2019-11-30,39.0142,39.6787,38.6546,39.2197,1778798.0
2019-12-01,39.0142,39.6787,38.6546,39.2197,1778798.0
2019-12-02,39.2539,39.7633,38.2264,39.4765,2856730.0
2019-12-03,38.6632,39.2282,38.2968,39.0998,3527941.0
2019-12-04,39.271,39.6049,39.0228,39.1683,1812962.0
2019-12-05,39.1169,39.7077,39.0656,39.3053,1225751.0
2019-12-06,39.5878,40.0159,39.3567,39.5536,1887589.0
2019-12-07,39.5878,40.0159,39.3567,39.5536,1887589.0
2019-12-08,39.5878,40.0159,39.3567,39.5536,1887589.0
2019-12-09,39.7505,41.3771,39.6863,40.7436,3023987.0
2019-12-10,40.6237,41.4371,40.3583,41.2487,1669933.0
2019-12-11,41.2487,41.7624,41.0518,41.2402,1685437.0
2019-12-12,41.1411,41.8903,40.9001,41.7525,1325695.0
2019-12-13,41.6061,41.6621,40.7709,41.2617,2031192.0
2019-12-14,41.6061,41.6621,40.7709,41.2617,2031192.0
2019-12-15,41.6061,41.6621,40.7709,41.2617,2031192.0
2019-12-16,41.5028,41.619,40.547,40.6245,1621678.0
2019-12-17,40.6848,40.9259,40.4265,40.857,1770119.0
2019-12-18,40.8914,41.2617,40.8312,40.8312,1330927.0
2019-12-19,41.0464,41.0895,40.4609,40.7451,1296664.0
2019-12-20,40.857,40.9172,40.237,40.7278,2147952.0
2019-12-21,40.857,40.9172,40.237,40.7278,2147952.0
2019-12-22,40.857,40.9172,40.237,40.7278,2147952.0
2019-12-23,40.7278,40.8226,40.1251,40.5815,1777958.0
2019-12-24,40.7537,40.9517,40.4695,40.8742,718049.0
2019-12-25,40.7537,40.9517,40.4695,40.8742,718049.0
2019-12-26,40.9517,41.0981,40.6159,41.0637,1307233.0
2019-12-27,40.9948,41.774,40.9018,41.52,1640501.0
2019-12-28,40.9948,41.774,40.9018,41.52,1640501.0
2019-12-29,40.9948,41.774,40.9018,41.52,1640501.0
2019-12-30,41.5028,42.4112,41.3487,42.1658,1518127.0
2019-12-31,42.2777,42.8805,42.2605,42.6135,1607022.0
2020-01-01,42.2777,42.8805,42.2605,42.6135,1607022.0
2020-01-02,42.8202,42.8484,41.1498,41.52,1929179.0
2020-01-03,41.0637,41.5114,40.8835,41.0206,1489441.0
2020-01-04,41.0637,41.5114,40.8835,41.0206,1489441.0
2020-01-05,41.0637,41.5114,40.8835,41.0206,1489441.0
2020-01-06,41.012,41.5703,40.7881,41.3736,1617655.0
2020-01-07,41.2531,41.8946,40.9603,41.5631,1145980.0
2020-01-08,41.6233,42.0539,41.4942,41.8386,1372664.0
2020-01-09,41.9247,42.0194,41.2445,41.5028,1380092.0
2020-01-10,41.3392,42.14,41.0723,41.5458,1185607.0
2020-01-11,41.3392,42.14,41.0723,41.5458,1185607.0
2020-01-12,41.3392,42.14,41.0723,41.5458,1185607.0
2020-01-13,41.6578,42.4155,41.1584,42.3897,1368594.0
2020-01-14,42.6222,42.6222,42.0022,42.5361,1257666.0
2020-01-15,42.1916,42.4413,41.2273,41.7181,1915868.0
2020-01-16,41.8903,42.3208,41.7697,41.9678,1053645.0
2020-01-17,42.14,42.1572,41.3392,41.5372,808848.0
2020-01-18,42.14,42.1572,41.3392,41.5372,808848.0
2020-01-19,42.14,42.1572,41.3392,41.5372,808848.0
2020-01-20,42.14,42.1572,41.3392,41.5372,808848.0
2020-01-21,41.52,41.7439,40.8742,41.1756,1266753.0
2020-01-22,41.3478,41.7181,41.1067,41.2445,973169.0
2020-01-23,40.9001,41.1153,39.4793,40.4351,1842637.0
2020-01-24,40.4437,40.547,39.3071,39.5482,1545566.0
2020-01-25,40.4437,40.547,39.3071,39.5482,1545566.0
2020-01-26,40.4437,40.547,39.3071,39.5482,1545566.0
2020-01-27,38.9971,40.3576,38.713,40.0132,1271278.0
2020-01-28,40.1595,40.2456,39.3243,39.8065,1274127.0
2020-01-29,39.8926,40.2543,39.5654,39.8926,1008391.0
2020-01-30,39.7032,39.9271,39.0316,39.1177,1038604.0
2020-01-31,39.0402,39.1235,37.9854,38.0844,1365498.0
2020-02-01,39.0402,39.1235,37.9854,38.0844,1365498.0
2020-02-02,39.0402,39.1235,37.9854,38.0844,1365498.0
2020-02-03,38.2222,38.8766,37.7486,37.8089,1801226.0
2020-02-04,38.1705,38.4202,37.4085,37.5506,1609654.0
2020-02-05,37.7658,39.264,37.6711,39.1349,1740669.0
2020-02-06,39.2382,40.237,39.1866,39.5396,1282889.0
2020-02-07,39.4104,39.7635,37.684,38.0758,1625254.0
2020-02-08,39.4104,39.7635,37.684,38.0758,1625254.0
2020-02-09,39.4104,39.7635,37.684,38.0758,1625254.0
2020-02-10,38.0327,38.5235,37.5506,37.6711,1267206.0
2020-02-11,37.4558,38.3427,37.2578,37.938,1370576.0
2020-02-12,38.2222,39.1607,38.2136,38.9282,1688113.0
2020-02-13,38.7044,38.8249,38.0069,38.5494,1259500.0
2020-02-14,38.5666,38.9756,37.9208,37.9466,931814.0
2020-02-15,38.5666,38.9756,37.9208,37.9466,931814.0
2020-02-16,38.5666,38.9756,37.9208,37.9466,931814.0
2020-02-17,38.5666,38.9756,37.9208,37.9466,931814.0
2020-02-18,37.7572,38.1705,36.965,37.4214,1460078.0
2020-02-19,37.4644,37.6883,36.8962,37.2922,1459637.0
2020-02-20,37.2234,37.74,36.9995,37.3956,1837375.0
2020-02-21,37.275,37.5764,36.2073,36.4742,1916502.0
2020-02-22,37.275,37.5764,36.2073,36.4742,1916502.0
2020-02-23,37.275,37.5764,36.2073,36.4742,1916502.0
2020-02-24,35.6132,36.1126,35.3635,35.6476,2520627.0
2020-02-25,35.8973,36.4828,35.0018,35.0535,1863949.0
2020-02-26,35.3032,35.6218,33.4089,33.4692,3026766.0
2020-02-27,32.7287,33.6155,31.8073,32.3326,2460481.0
2020-02-28,31.4801,31.7311,30.6966,31.351,2725219.0
2020-02-29,31.4801,31.7311,30.6966,31.351,2725219.0
2020-03-01,31.4801,31.7311,30.6966,31.351,2725219.0
