,DKS US Equity,DKS US Equity,DKS US Equity,DKS US Equity,DKS US Equity
2021-05-04,77.5358,78.5958,75.2274,78.5329,1680418.0
2021-05-05,79.5748,80.1048,77.5897,77.9401,1528483.0
2021-05-06,78.2724,79.6018,77.6526,78.8024,1364703.0
2021-05-07,78.3622,80.6213,77.9132,80.536,852153.0
2021-05-08,78.3622,80.6213,77.9132,80.536,852153.0
2021-05-09,78.3622,80.6213,77.9132,80.536,852153.0
2021-05-10,80.5988,82.4582,79.9162,79.9431,1109356.0
2021-05-11,78.5149,79.6737,76.4939,78.7036,1282142.0
2021-05-12,78.461,78.9102,74.5187,74.913,1304217.0
2021-05-13,75.4519,77.3293,75.4519,76.3861,1150903.0
2021-05-14,76.5837,79.2066,76.458,79.009,1002907.0
2021-05-15,76.5837,79.2066,76.458,79.009,1002907.0
2021-05-16,76.5837,79.2066,76.458,79.009,1002907.0
2021-05-17,79.8443,80.1228,78.2275,79.503,751125.0
2021-05-18,80.2665,80.2665,78.0389,78.0838,1408928.0
2021-05-19,77.0328,77.416,74.5986,77.2035,1652159.0
2021-05-20,76.961,77.9221,74.3785,75.0926,2551035.0
2021-05-21,75.7304,76.422,74.7423,74.8142,1753650.0
2021-05-22,75.7304,76.422,74.7423,74.8142,1753650.0
2021-05-23,75.7304,76.422,74.7423,74.8142,1753650.0
2021-05-24,75.6316,77.4999,75.0298,76.5208,2285232.0
2021-05-25,76.8622,77.9939,75.5238,75.6046,1955941.0
2021-05-26,83.5181,89.7339,82.0719,88.3866,12305968.0
2021-05-27,89.8058,90.9914,87.138,88.7099,3803195.0
2021-05-28,89.0962,89.4914,86.5452,87.6051,1776304.0
2021-05-29,89.0962,89.4914,86.5452,87.6051,1776304.0
2021-05-30,89.0962,89.4914,86.5452,87.6051,1776304.0
2021-05-31,89.0962,89.4914,86.5452,87.6051,1776304.0
2021-06-01,88.9614,89.1051,87.1919,87.4883,1984388.0
2021-06-02,88.0273,88.0452,85.5122,86.9494,2532787.0
2021-06-03,86.617,87.632,84.9283,86.0242,1757640.0
2021-06-04,87.12,87.7219,85.2562,87.5512,1155215.0
2021-06-05,87.12,87.7219,85.2562,87.5512,1155215.0
2021-06-06,87.12,87.7219,85.2562,87.5512,1155215.0
2021-06-07,88.0273,89.4914,86.9314,87.4344,1482401.0
2021-06-08,87.4883,89.8776,86.6619,89.7519,1508016.0
2021-06-09,89.5183,90.5872,88.6246,89.177,1363121.0
2021-06-10,89.8283,90.207,87.3131,87.7638,1756862.0
2021-06-11,87.9802,90.4774,87.872,90.2971,2869054.0
2021-06-12,87.9802,90.4774,87.872,90.2971,2869054.0
2021-06-13,87.9802,90.4774,87.872,90.2971,2869054.0
2021-06-14,90.7569,92.2534,87.7819,88.6293,1848766.0
2021-06-15,88.2236,88.2236,84.6626,85.8165,1977388.0
2021-06-16,85.0322,85.1043,82.8775,84.4011,1741541.0
2021-06-17,84.0946,84.3831,80.4254,82.4538,2239382.0
2021-06-18,81.6605,84.302,81.2647,82.6702,2249384.0
2021-06-19,81.6605,84.302,81.2647,82.6702,2249384.0
2021-06-20,81.6605,84.302,81.2647,82.6702,2249384.0
2021-06-21,83.6619,86.5738,83.2111,86.4746,1643688.0
2021-06-22,86.4656,88.5932,85.4379,87.4573,1265372.0
2021-06-23,88.0163,89.071,87.1508,88.7104,1652972.0
2021-06-24,89.3866,89.6841,87.8269,88.9629,1129074.0
2021-06-25,90.3061,92.7853,89.7227,91.2437,1933856.0
2021-06-26,90.3061,92.7853,89.7227,91.2437,1933856.0
2021-06-27,90.3061,92.7853,89.7227,91.2437,1933856.0
2021-06-28,90.6848,91.0093,88.476,89.3415,1274264.0
2021-06-29,91.1265,92.3166,90.0898,90.9462,2017620.0
2021-06-30,91.7756,92.0731,87.89,90.3242,1817191.0
2021-07-01,90.3242,92.0641,90.0177,91.5052,910376.0
2021-07-02,91.388,91.7906,89.6345,90.5676,676464.0
2021-07-03,91.388,91.7906,89.6345,90.5676,676464.0
2021-07-04,91.388,91.7906,89.6345,90.5676,676464.0
2021-07-05,91.388,91.7906,89.6345,90.5676,676464.0
2021-07-06,90.6758,90.6758,86.2222,88.1425,1108259.0
2021-07-07,87.9081,89.2243,86.2402,88.7916,1418257.0
2021-07-08,87.5565,89.7021,85.0863,88.449,2217243.0
2021-07-09,89.4226,91.397,89.1612,91.3339,1021373.0
2021-07-10,89.4226,91.397,89.1612,91.3339,1021373.0
2021-07-11,89.4226,91.397,89.1612,91.3339,1021373.0
2021-07-12,91.2798,92.0912,89.9365,90.4414,1118401.0
2021-07-13,90.1168,91.2978,89.5579,90.1619,742764.0
2021-07-14,91.4962,92.2625,90.7304,91.2708,1111229.0
2021-07-15,90.243,90.6626,87.7819,89.1702,1384486.0
2021-07-16,88.5842,89.5166,85.7083,85.8255,1069208.0
2021-07-17,88.5842,89.5166,85.7083,85.8255,1069208.0
2021-07-18,88.5842,89.5166,85.7083,85.8255,1069208.0
2021-07-19,82.9587,85.7533,82.4719,85.51,1149045.0
2021-07-20,86.1862,88.8456,85.1945,88.5031,974943.0
2021-07-21,89.2243,91.5863,89.1612,91.4601,1128185.0
2021-07-22,91.7215,91.7215,89.8824,91.3068,852290.0
2021-07-23,92.2174,94.3822,91.8568,94.1286,1373898.0
2021-07-24,92.2174,94.3822,91.8568,94.1286,1373898.0
2021-07-25,92.2174,94.3822,91.8568,94.1286,1373898.0
2021-07-26,93.8672,96.0759,93.4435,93.768,1230949.0
2021-07-27,93.6328,93.6688,90.9372,92.7493,954813.0
2021-07-28,92.9657,93.6238,91.7035,92.6141,803880.0
2021-07-29,93.4525,96.7972,93.4254,94.7597,1577923.0
2021-07-30,93.6508,97.5815,93.2001,93.8852,1423007.0
2021-07-31,93.6508,97.5815,93.2001,93.8852,1423007.0
2021-08-01,93.6508,97.5815,93.2001,93.8852,1423007.0
2021-08-02,94.2458,96.0759,93.9195,94.7867,778922.0
2021-08-03,95.3998,97.7708,94.0114,97.5905,1212976.0
2021-08-04,97.2389,97.9962,93.8239,94.3811,1427311.0
2021-08-05,95.3096,97.3291,94.8318,97.1668,1089945.0
2021-08-06,97.5094,98.4965,96.1481,96.9594,1122811.0
2021-08-07,97.5094,98.4965,96.1481,96.9594,1122811.0
2021-08-08,97.5094,98.4965,96.1481,96.9594,1122811.0
2021-08-09,96.4636,97.7254,95.6432,96.3013,609100.0
2021-08-10,96.2382,99.3755,95.9227,98.1134,1097187.0
2021-08-11,98.2126,98.8166,96.121,97.87,976250.0
2021-08-12,98.8526,99.8083,97.2254,98.6994,848139.0
2021-08-13,98.8707,99.5648,97.8249,98.2847,1125624.0
2021-08-14,98.8707,99.5648,97.8249,98.2847,1125624.0
2021-08-15,98.8707,99.5648,97.8249,98.2847,1125624.0
2021-08-16,97.8159,101.0524,96.9865,100.7368,1276474.0
2021-08-17,99.5108,99.5558,94.8769,95.4899,1846441.0
2021-08-18,95.4178,97.7888,95.0572,95.2916,1736621.0
2021-08-19,93.5697,96.0895,92.6501,94.6876,1323751.0
2021-08-20,96.8512,99.042,96.0218,99.0059,1559453.0
2021-08-21,96.8512,99.042,96.0218,99.0059,1559453.0
2021-08-22,96.8512,99.042,96.0218,99.0059,1559453.0
2021-08-23,100.0877,101.349,99.655,100.7819,1539145.0
2021-08-24,101.3048,104.7577,100.8811,103.1259,2832305.0
2021-08-25,117.8749,121.5261,116.1169,116.8381,17882858.0
2021-08-26,118.1003,123.1038,115.6842,121.6884,10536633.0
2021-08-27,122.1481,124.9339,120.2279,124.8617,3201043.0
2021-08-28,122.1481,124.9339,120.2279,124.8617,3201043.0
2021-08-29,122.1481,124.9339,120.2279,124.8617,3201043.0
2021-08-30,125.6641,130.4873,124.2667,128.0261,4471657.0
2021-08-31,127.5844,129.0448,124.2848,126.9443,2269845.0
2021-09-01,127.963,132.4706,125.7272,129.5497,4540593.0
2021-09-02,129.748,132.065,128.0351,128.4048,5904229.0
2021-09-03,127.981,131.5231,127.3139,130.893,2588693.0
2021-09-04,127.981,131.5231,127.3139,130.893,2588693.0
2021-09-05,127.981,131.5231,127.3139,130.893,2588693.0
2021-09-06,127.981,131.5231,127.3139,130.893,2588693.0
2021-09-07,130.893,132.8762,125.4117,126.3853,2489945.0
2021-09-08,127.2418,127.4852,120.7327,121.0573,3294390.0
2021-09-09,121.4511,127.2425,118.2629,124.6486,4195179.0
2021-09-10,124.1393,126.7568,123.8846,124.5637,2804414.0
2021-09-11,124.1393,126.7568,123.8846,124.5637,2804414.0
2021-09-12,124.1393,126.7568,123.8846,124.5637,2804414.0
2021-09-13,124.9788,125.4032,121.2154,122.9602,2402448.0
2021-09-14,123.2904,125.2617,122.1679,123.13,1850137.0
2021-09-15,123.5639,126.1578,122.814,126.0163,1330005.0
2021-09-16,125.79,127.9783,125.4702,125.856,2323285.0
2021-09-17,125.4504,126.8652,124.6865,125.7711,1620672.0
2021-09-18,125.4504,126.8652,124.6865,125.7711,1620672.0
2021-09-19,125.4504,126.8652,124.6865,125.7711,1620672.0
2021-09-20,122.7433,124.9693,122.4037,124.4223,1499771.0
2021-09-21,125.507,127.1616,123.7431,125.0542,932439.0
2021-09-22,125.3466,128.0254,125.092,127.1199,1030020.0
2021-09-23,127.7896,129.8364,127.1294,127.5444,1284844.0
2021-09-24,124.394,126.6105,121.5643,123.9129,2630277.0
2021-09-25,124.394,126.6105,121.5643,123.9129,2630277.0
2021-09-26,124.394,126.6105,121.5643,123.9129,2630277.0
2021-09-27,124.1393,126.1955,122.998,123.3941,1098902.0
2021-09-28,122.5641,123.5734,120.5739,121.3567,1650277.0
2021-09-29,122.2905,122.9131,119.6967,119.8664,1044474.0
2021-09-30,119.5646,119.5646,112.9336,112.9714,3846253.0
2021-10-01,114.1033,116.2538,110.8774,114.8107,3609335.0
2021-10-02,114.1033,116.2538,110.8774,114.8107,3609335.0
2021-10-03,114.1033,116.2538,110.8774,114.8107,3609335.0
2021-10-04,113.7071,115.4804,111.8206,114.5937,2191166.0
2021-10-05,115.32,116.4142,111.1651,111.3962,1922274.0
2021-10-06,110.3586,111.6791,108.4344,110.9246,1357228.0
2021-10-07,113.1695,115.0937,112.9431,113.2072,1514425.0
2021-10-08,113.1883,114.4688,109.2146,109.538,1609576.0
2021-10-09,113.1883,114.4688,109.2146,109.538,1609576.0
2021-10-10,113.1883,114.4688,109.2146,109.538,1609576.0
2021-10-11,109.538,110.6604,106.812,106.8403,1381152.0
2021-10-12,108.4533,109.17,106.43,108.1703,1523381.0
2021-10-13,109.1041,113.6316,108.557,113.1317,2528729.0
2021-10-14,114.49,114.6503,111.5377,112.3677,1218410.0
2021-10-15,113.8014,115.8577,112.745,112.9431,1348186.0
2021-10-16,113.8014,115.8577,112.745,112.9431,1348186.0
2021-10-17,113.8014,115.8577,112.745,112.9431,1348186.0
2021-10-18,112.8959,118.046,112.3866,116.7066,1984578.0
2021-10-19,117.0273,117.0273,113.3581,113.8769,1270137.0
2021-10-20,114.3957,114.9993,112.113,112.1979,921870.0
2021-10-21,113.8957,117.2914,113.7166,116.9141,1267450.0
2021-10-22,116.6594,119.4325,116.3387,118.678,1110596.0
2021-10-23,116.6594,119.4325,116.3387,118.678,1110596.0
2021-10-24,116.6594,119.4325,116.3387,118.678,1110596.0
2021-10-25,118.4327,121.1775,117.1216,120.6399,1283267.0
2021-10-26,121.0455,121.5454,116.4896,117.3008,1346012.0
2021-10-27,116.9047,117.2537,114.4334,115.254,1165000.0
2021-10-28,116.1784,116.6783,115.0088,116.367,820321.0
2021-10-29,115.3389,118.2535,114.9616,117.1593,1435209.0
2021-10-30,115.3389,118.2535,114.9616,117.1593,1435209.0
2021-10-31,115.3389,118.2535,114.9616,117.1593,1435209.0
2021-11-01,118.0837,118.4421,112.6507,113.9618,2801716.0
2021-11-02,115.5936,117.9611,114.6409,117.2348,1493594.0
2021-11-03,120.7436,126.7992,120.2815,124.0638,3840412.0
2021-11-04,123.4885,126.3842,121.536,122.1774,1378236.0
2021-11-05,123.2244,124.6581,121.0832,122.2905,1177289.0
2021-11-06,123.2244,124.6581,121.0832,122.2905,1177289.0
2021-11-07,123.2244,124.6581,121.0832,122.2905,1177289.0
2021-11-08,123.5639,124.4789,122.2387,122.9414,1140185.0
2021-11-09,123.2149,130.1477,122.998,127.4595,2325482.0
2021-11-10,125.5164,125.988,120.5078,122.6961,2202106.0
2021-11-11,122.6018,124.7785,122.5075,122.9602,901354.0
2021-11-12,123.5262,124.3657,122.715,123.7337,670078.0
2021-11-13,123.5262,124.3657,122.715,123.7337,670078.0
2021-11-14,123.5262,124.3657,122.715,123.7337,670078.0
2021-11-15,125.6862,127.601,124.4347,126.8087,1347844.0
2021-11-16,126.1861,131.4588,125.6626,130.2137,1365089.0
2021-11-17,130.5627,130.7419,125.3608,127.3557,1400212.0
2021-11-18,130.5816,132.3737,128.9875,132.2889,1887727.0
2021-11-19,131.3173,132.5247,128.6763,130.7231,1880004.0
2021-11-20,131.3173,132.5247,128.6763,130.7231,1880004.0
2021-11-21,131.3173,132.5247,128.6763,130.7231,1880004.0
2021-11-22,133.0812,134.6752,129.4686,132.3171,3940041.0
2021-11-23,125.4787,127.9028,116.301,126.9124,8801743.0
2021-11-24,124.7524,125.2132,119.3194,120.0739,4028769.0
2021-11-25,124.7524,125.2132,119.3194,120.0739,4028769.0
2021-11-26,117.1028,121.4039,116.5462,121.2058,1976474.0
2021-11-27,117.1028,121.4039,116.5462,121.2058,1976474.0
2021-11-28,117.1028,121.4039,116.5462,121.2058,1976474.0
2021-11-29,123.0168,123.2527,115.4521,115.9237,2635145.0
2021-11-30,114.5277,116.4048,110.2454,110.8868,3427789.0
2021-12-01,112.33,113.0704,107.9628,108.0477,2771332.0
2021-12-02,108.7928,111.1997,106.8969,107.444,2182050.0
2021-12-03,108.5193,108.5478,101.7752,104.5766,2391635.0
2021-12-04,108.5193,108.5478,101.7752,104.5766,2391635.0
2021-12-05,108.5193,108.5478,101.7752,104.5766,2391635.0
2021-12-06,104.5294,104.6992,99.6906,100.7753,2992645.0
2021-12-07,102.775,105.3029,102.3883,102.6429,1848952.0
2021-12-08,104.2559,105.6707,102.9919,104.0484,1951847.0
2021-12-09,108.7336,112.2375,106.423,107.0764,3606267.0
2021-12-10,107.3131,109.0461,105.2487,107.7771,1928080.0
2021-12-11,107.3131,109.0461,105.2487,107.7771,1928080.0
2021-12-12,107.3131,109.0461,105.2487,107.7771,1928080.0
2021-12-13,107.029,107.0764,97.1614,99.6804,4872244.0
2021-12-14,98.9796,102.635,98.0515,100.5137,2576950.0
2021-12-15,100.3717,101.0346,97.5402,100.4853,2156715.0
2021-12-16,101.3281,102.0477,94.273,94.6139,4062265.0
2021-12-17,96.8583,99.5762,95.845,98.4682,4040872.0
2021-12-18,96.8583,99.5762,95.845,98.4682,4040872.0
2021-12-19,96.8583,99.5762,95.845,98.4682,4040872.0
2021-12-20,96.6973,98.0137,94.0173,95.8924,1855657.0
2021-12-21,97.5591,100.1539,97.4644,98.1083,1838979.0
2021-12-22,97.8432,99.1974,96.8394,99.1879,1350308.0
2021-12-23,99.4341,99.4341,96.7068,98.4303,1279676.0
2021-12-24,99.4341,99.4341,96.7068,98.4303,1279676.0
2021-12-25,99.4341,99.4341,96.7068,98.4303,1279676.0
2021-12-26,99.4341,99.4341,96.7068,98.4303,1279676.0
2021-12-27,97.4739,101.9579,97.4407,101.7827,1578435.0
2021-12-28,101.2997,102.796,100.6652,101.6974,2020780.0
2021-12-29,102.1615,106.2525,101.4039,105.9021,2102698.0
2021-12-30,104.5005,107.7771,104.3585,105.921,1783728.0
2021-12-31,105.2487,109.4533,105.1161,108.8946,1649835.0
2022-01-01,105.2487,109.4533,105.1161,108.8946,1649835.0
2022-01-02,105.2487,109.4533,105.1161,108.8946,1649835.0
2022-01-03,109.1408,111.5178,108.3453,108.4779,1858558.0
2022-01-04,108.1749,108.8851,104.6521,105.7411,2143672.0
2022-01-05,106.4892,106.4892,100.7599,101.0061,2039226.0
2022-01-06,106.565,106.7733,101.1387,102.4077,3186575.0
2022-01-07,103.0516,104.5147,100.8641,103.5157,2031100.0
2022-01-08,103.0516,104.5147,100.8641,103.5157,2031100.0
2022-01-09,103.0516,104.5147,100.8641,103.5157,2031100.0
2022-01-10,101.6501,104.8604,98.5534,104.8131,2714744.0
2022-01-11,104.2733,109.9173,103.1463,109.9079,2653601.0
2022-01-12,110.5139,111.9818,107.5783,109.5007,1501196.0
2022-01-13,110.656,111.2621,107.351,107.7677,1301213.0
2022-01-14,105.9116,108.0802,104.5195,105.6938,1727446.0
2022-01-15,105.9116,108.0802,104.5195,105.6938,1727446.0
2022-01-16,105.9116,108.0802,104.5195,105.6938,1727446.0
2022-01-17,105.9116,108.0802,104.5195,105.6938,1727446.0
2022-01-18,104.2543,108.2128,102.4077,107.3415,2595999.0
2022-01-19,108.3832,113.2034,108.1938,108.298,1995760.0
2022-01-20,107.9571,110.5234,104.3774,105.1161,2640710.0
2022-01-21,103.5346,106.7164,102.3319,103.9418,3404041.0
2022-01-22,103.5346,106.7164,102.3319,103.9418,3404041.0
2022-01-23,103.5346,106.7164,102.3319,103.9418,3404041.0
2022-01-24,101.3281,110.4571,99.2163,110.3719,3589402.0
2022-01-25,108.8662,113.7716,107.1711,111.6598,3457134.0
2022-01-26,111.281,114.1693,107.0953,107.7203,1985832.0
2022-01-27,108.9135,111.229,105.3812,105.9873,1657815.0
2022-01-28,105.7316,107.2847,103.1369,107.19,1784558.0
2022-01-29,105.7316,107.2847,103.1369,107.19,1784558.0
2022-01-30,105.7316,107.2847,103.1369,107.19,1784558.0
2022-01-31,107.5214,109.9552,107.2089,109.2829,1020387.0
2022-02-01,109.851,113.0045,109.4438,111.8871,1121368.0
2022-02-02,111.9818,112.7867,108.3169,109.5859,1267761.0
2022-02-03,108.62,109.7563,105.5091,105.94,1380632.0
2022-02-04,107.332,108.0234,102.7117,105.6085,1254506.0
2022-02-05,107.332,108.0234,102.7117,105.6085,1254506.0
2022-02-06,107.332,108.0234,102.7117,105.6085,1254506.0
2022-02-07,106.3282,107.8055,105.3149,106.6786,804446.0
2022-02-08,105.6843,109.1929,105.2865,108.3737,802445.0
2022-02-09,109.0082,110.9685,108.3169,110.9211,777433.0
2022-02-10,108.6294,111.5746,107.7298,108.3169,861771.0
2022-02-11,108.6578,109.1077,104.9788,105.8832,1142633.0
2022-02-12,108.6578,109.1077,104.9788,105.8832,1142633.0
2022-02-13,108.6578,109.1077,104.9788,105.8832,1142633.0
2022-02-14,104.9362,106.3566,103.1085,104.1691,1283090.0
2022-02-15,106.1672,108.5063,105.1208,108.3548,1554872.0
2022-02-16,105.9684,107.2752,102.3793,103.0422,2191918.0
2022-02-17,103.8945,104.1691,99.0873,99.2258,1166530.0
2022-02-18,97.4549,100.4948,96.5932,98.3451,1946308.0
2022-02-19,97.4549,100.4948,96.5932,98.3451,1946308.0
2022-02-20,97.4549,100.4948,96.5932,98.3451,1946308.0
2022-02-21,97.4549,100.4948,96.5932,98.3451,1946308.0
2022-02-22,96.7447,99.3868,94.0761,94.8886,1711269.0
2022-02-23,95.5515,95.9019,91.9718,92.4927,1352706.0
2022-02-24,88.2691,96.29,87.4168,95.9113,1580667.0
2022-02-25,92.2843,98.0137,91.9056,97.7864,1922029.0
2022-02-26,92.2843,98.0137,91.9056,97.7864,1922029.0
2022-02-27,92.2843,98.0137,91.9056,97.7864,1922029.0
2022-02-28,96.4038,99.7277,96.1197,99.4341,1802008.0
2022-03-01,99.8792,101.2334,97.5496,98.8281,1395329.0
2022-03-02,100.0023,106.5205,98.7712,105.3339,1919272.0
2022-03-03,105.6085,107.3131,103.9513,106.4229,1835670.0
2022-03-04,104.8983,106.2619,101.9058,103.8945,2481125.0
2022-03-05,104.8983,106.2619,101.9058,103.8945,2481125.0
2022-03-06,104.8983,106.2619,101.9058,103.8945,2481125.0
2022-03-07,104.4058,106.0252,93.9321,94.2257,4009256.0
2022-03-08,97.0667,101.4891,93.9416,96.1954,4720657.0
2022-03-09,99.9076,105.4759,99.2731,103.1085,2363231.0
2022-03-10,101.4702,104.4343,99.3205,104.1123,1830111.0
2022-03-11,105.0687,105.0971,101.6027,101.9153,1399881.0
2022-03-12,105.0687,105.0971,101.6027,101.9153,1399881.0
2022-03-13,105.0687,105.0971,101.6027,101.9153,1399881.0
2022-03-14,102.7202,105.921,100.831,101.1198,1586945.0
2022-03-15,101.2145,105.7222,100.7221,105.5138,1422241.0
2022-03-16,104.671,108.1275,101.366,105.1729,1638364.0
2022-03-17,104.3144,106.7779,103.1445,105.9029,1176580.0
2022-03-18,105.3797,109.4888,103.7057,109.0703,1740858.0
2022-03-19,105.3797,109.4888,103.7057,109.0703,1740858.0
2022-03-20,105.3797,109.4888,103.7057,109.0703,1740858.0
2022-03-21,108.7754,109.6979,102.8829,103.6106,1154165.0
2022-03-22,104.3905,106.6448,101.8794,103.7818,1653213.0
2022-03-23,102.6689,103.8251,100.9473,102.298,1247844.0
2022-03-24,102.1363,102.1743,99.9771,101.6702,996121.0
2022-03-25,101.6607,103.1825,100.5383,103.0399,1604744.0
2022-03-26,101.6607,103.1825,100.5383,103.0399,1604744.0
2022-03-27,101.6607,103.1825,100.5383,103.0399,1604744.0
2022-03-28,103.4394,104.2003,100.3481,102.5548,1337043.0
2022-03-29,103.8959,106.4831,102.1933,105.9599,1422739.0
2022-03-30,104.7139,104.7139,99.5396,99.6062,1653389.0
2022-03-31,99.0355,99.0355,95.1357,95.1357,1696678.0
2022-04-01,95.4305,96.7066,94.5317,96.3722,1369619.0
2022-04-02,95.4305,96.7066,94.5317,96.3722,1369619.0
2022-04-03,95.4305,96.7066,94.5317,96.3722,1369619.0
2022-04-04,96.2961,97.9036,95.2974,97.6182,1289407.0
2022-04-05,97.6277,98.1414,93.8896,94.6125,1138311.0
2022-04-06,95.4496,95.4496,91.0266,91.8637,2716501.0
2022-04-07,91.7876,96.2866,90.8079,95.383,2190559.0
2022-04-08,95.0025,99.7869,95.0025,98.9689,2107901.0
2022-04-09,95.0025,99.7869,95.0025,98.9689,2107901.0
2022-04-10,95.0025,99.7869,95.0025,98.9689,2107901.0
2022-04-11,99.1496,103.1635,99.1496,100.4242,1748874.0
2022-04-12,101.0424,103.8769,100.3671,100.5098,1232824.0
2022-04-13,100.5478,103.4108,99.92,101.927,1046979.0
2022-04-14,101.889,103.4013,99.4169,100.0247,1350844.0
2022-04-15,101.889,103.4013,99.4169,100.0247,1350844.0
2022-04-16,101.889,103.4013,99.4169,100.0247,1350844.0
2022-04-17,101.889,103.4013,99.4169,100.0247,1350844.0
2022-04-18,99.1591,100.058,95.3449,96.22,1160370.0
2022-04-19,96.7241,103.6391,96.4958,102.8211,1474342.0
2022-04-20,103.9149,104.3144,102.1172,102.2599,1195812.0
2022-04-21,103.544,104.1908,97.1902,98.5599,1099114.0
2022-04-22,97.6467,97.7514,94.1227,94.8218,1549259.0
2022-04-23,97.6467,97.7514,94.1227,94.8218,1549259.0
2022-04-24,97.6467,97.7514,94.1227,94.8218,1549259.0
2022-04-25,93.8326,97.9844,93.1097,97.837,1312896.0
2022-04-26,96.7336,97.0856,92.3488,92.4058,965984.0
2022-04-27,92.4819,93.6138,90.6367,91.2834,981658.0
2022-04-28,92.577,96.7812,92.3583,96.4863,1357206.0
2022-04-29,94.9264,96.0392,91.5403,91.7115,895307.0
2022-04-30,94.9264,96.0392,91.5403,91.7115,895307.0
2022-05-01,94.9264,96.0392,91.5403,91.7115,895307.0
2022-05-02,91.8256,95.1166,90.4084,94.8598,1407839.0
2022-05-03,96.0488,97.2187,93.6709,96.2866,937354.0
2022-05-04,95.0215,97.9226,92.1871,97.6943,1044427.0
2022-05-05,95.849,96.3246,91.5212,92.6531,1019735.0
2022-05-06,89.8852,91.2359,86.2232,87.9449,2042775.0
2022-05-07,89.8852,91.2359,86.2232,87.9449,2042775.0
2022-05-08,89.8852,91.2359,86.2232,87.9449,2042775.0
2022-05-09,86.6988,89.2194,84.7489,85.3577,2181492.0
2022-05-10,85.6525,88.4585,83.3222,85.4338,1783963.0
2022-05-11,85.3862,86.6322,82.5042,82.5898,1712861.0
2022-05-12,82.2664,89.1053,81.6576,85.0818,2620196.0
2022-05-13,86.3374,89.324,85.605,85.9379,1361151.0
2022-05-14,86.3374,89.324,85.605,85.9379,1361151.0
2022-05-15,86.3374,89.324,85.605,85.9379,1361151.0
2022-05-16,84.8631,86.6132,82.3235,85.9854,1217468.0
2022-05-17,87.9163,88.8009,83.0463,87.9544,2327122.0
2022-05-18,78.6615,79.8409,73.5252,75.4465,7543475.0
2022-05-19,73.2398,77.2442,73.2398,75.3895,3212468.0
2022-05-20,75.9602,76.8067,70.5005,73.7344,3165837.0
2022-05-21,75.9602,76.8067,70.5005,73.7344,3165837.0
2022-05-22,75.9602,76.8067,70.5005,73.7344,3165837.0
2022-05-23,73.4015,74.6666,70.0629,71.5943,4127722.0
2022-05-24,69.8442,69.8774,66.2487,67.7611,6184411.0
2022-05-25,60.8841,77.3298,60.3515,74.3241,38517314.0
2022-05-26,74.9139,80.697,74.8948,80.4497,5313104.0
2022-05-27,80.3736,82.5803,77.7864,80.5638,3863133.0
2022-05-28,80.3736,82.5803,77.7864,80.5638,3863133.0
2022-05-29,80.3736,82.5803,77.7864,80.5638,3863133.0
2022-05-30,80.3736,82.5803,77.7864,80.5638,3863133.0
2022-05-31,80.0787,80.6018,75.7033,77.2633,3149591.0
2022-06-01,77.2347,77.7354,74.5334,75.7794,2399799.0
2022-06-02,76.3406,78.7376,75.1041,78.652,2419261.0
2022-06-03,78.2715,79.0514,76.7646,76.8352,1607157.0
2022-06-04,78.2715,79.0514,76.7646,76.8352,1607157.0
2022-06-05,78.2715,79.0514,76.7646,76.8352,1607157.0
2022-06-06,77.3869,78.0813,74.9424,77.7198,1256461.0
2022-06-07,76.0458,77.9196,74.7046,77.3869,1579742.0
2022-06-08,76.9779,77.4249,74.9044,76.5404,1654452.0
2022-06-09,76.6049,77.4279,75.3609,76.7485,1694757.0
2022-06-10,75.2843,76.4423,73.3991,74.1647,1856473.0
2022-06-11,75.2843,76.4423,73.3991,74.1647,1856473.0
2022-06-12,75.2843,76.4423,73.3991,74.1647,1856473.0
2022-06-13,71.3799,73.0355,69.8009,70.4038,1524453.0
2022-06-14,70.777,71.9254,70.2124,70.8536,1800671.0
2022-06-15,71.4469,72.7771,69.5904,71.4948,2022797.0
2022-06-16,69.4469,69.9684,67.1884,68.576,1922984.0
2022-06-17,69.1598,70.8919,68.2411,70.6526,2424254.0
2022-06-18,69.1598,70.8919,68.2411,70.6526,2424254.0
2022-06-19,69.1598,70.8919,68.2411,70.6526,2424254.0
2022-06-20,69.1598,70.8919,68.2411,70.6526,2424254.0
2022-06-21,72.0307,72.6335,70.9589,72.0594,1652185.0
2022-06-22,71.5809,73.045,71.2316,72.3082,1237014.0
2022-06-23,72.5091,74.6527,72.0785,74.4996,1116416.0
2022-06-24,75.6958,82.1581,75.2748,80.7582,3622746.0
2022-06-25,75.6958,82.1581,75.2748,80.7582,3622746.0
2022-06-26,75.6958,82.1581,75.2748,80.7582,3622746.0
2022-06-27,79.9735,80.8826,76.6815,77.1313,2339198.0
2022-06-28,77.2078,77.9112,72.8441,74.0116,1840657.0
2022-06-29,73.3704,74.4853,71.7723,73.1886,2003803.0
2022-06-30,71.5235,73.6766,70.4995,72.1264,1979748.0
2022-07-01,72.3273,74.1456,71.1215,73.5427,2186975.0
2022-07-02,72.3273,74.1456,71.1215,73.5427,2186975.0
2022-07-03,72.3273,74.1456,71.1215,73.5427,2186975.0
2022-07-04,72.3273,74.1456,71.1215,73.5427,2186975.0
2022-07-05,72.3847,77.5763,71.3225,77.5236,1310586.0
