,MA US Equity,MA US Equity,MA US Equity,MA US Equity,MA US Equity
2019-04-30,244.26,250.426,243.695,247.324,7179637.0
2019-05-01,247.966,249.279,241.905,241.983,5146013.0
2019-05-02,240.826,241.516,237.635,240.466,4747332.0
2019-05-03,241.847,243.053,240.728,241.205,3194160.0
2019-05-04,241.847,243.053,240.728,241.205,3194160.0
2019-05-05,241.847,243.053,240.728,241.205,3194160.0
2019-05-06,234.921,242.304,233.52,241.876,3022015.0
2019-05-07,240.543,240.991,236.0,238.394,4257546.0
2019-05-08,237.888,240.816,237.119,238.656,3050728.0
2019-05-09,235.31,238.851,233.432,238.637,3891243.0
2019-05-10,237.236,241.954,234.765,240.699,2816229.0
2019-05-11,237.236,241.954,234.765,240.699,2816229.0
2019-05-12,237.236,241.954,234.765,240.699,2816229.0
2019-05-13,234.94,237.275,233.825,234.814,4137245.0
2019-05-14,235.534,240.709,235.32,239.25,3862061.0
2019-05-15,237.683,244.211,237.567,242.372,4186938.0
2019-05-16,243.627,248.209,243.515,246.526,4911936.0
2019-05-17,244.279,247.372,244.016,245.68,3129869.0
2019-05-18,244.279,247.372,244.016,245.68,3129869.0
2019-05-19,244.279,247.372,244.016,245.68,3129869.0
2019-05-20,243.676,247.47,242.547,246.594,2951885.0
2019-05-21,248.063,248.987,246.888,248.413,2881574.0
2019-05-22,247.82,251.818,247.577,249.911,2936132.0
2019-05-23,247.82,248.744,241.575,242.937,5072825.0
2019-05-24,246.254,246.476,243.52,244.639,2710979.0
2019-05-25,246.254,246.476,243.52,244.639,2710979.0
2019-05-26,246.254,246.476,243.52,244.639,2710979.0
2019-05-27,246.254,246.476,243.52,244.639,2710979.0
2019-05-28,245.787,250.748,245.777,246.536,6252091.0
2019-05-29,245.388,247.334,244.435,246.662,4014738.0
2019-05-30,247.353,249.094,245.913,247.275,2817431.0
2019-05-31,245.125,246.76,244.016,244.649,5041674.0
2019-06-01,245.125,246.76,244.016,244.649,5041674.0
2019-06-02,245.125,246.76,244.016,244.649,5041674.0
2019-06-03,244.95,246.098,233.714,235.67,5452117.0
2019-06-04,238.462,242.586,235.141,242.401,4862214.0
2019-06-05,244.629,249.98,243.345,249.289,4742351.0
2019-06-06,249.386,251.662,247.927,250.816,3443503.0
2019-06-07,252.927,259.61,252.557,258.569,3691876.0
2019-06-08,252.927,259.61,252.557,258.569,3691876.0
2019-06-09,252.927,259.61,252.557,258.569,3691876.0
2019-06-10,261.682,262.509,258.063,258.861,4469011.0
2019-06-11,260.194,260.602,252.13,256.488,3119822.0
2019-06-12,255.31,257.023,254.25,256.672,2295582.0
2019-06-13,257.791,258.015,253.17,254.094,4331030.0
2019-06-14,252.917,254.853,252.363,253.024,3158167.0
2019-06-15,252.917,254.853,252.363,253.024,3158167.0
2019-06-16,252.917,254.853,252.363,253.024,3158167.0
2019-06-17,253.9,254.591,251.03,252.149,3332201.0
2019-06-18,254.581,255.116,248.128,251.769,3921313.0
2019-06-19,251.789,253.53,251.273,252.801,4326451.0
2019-06-20,256.322,260.418,255.359,259.532,4667305.0
2019-06-21,258.589,260.855,257.227,257.276,4285826.0
2019-06-22,258.589,260.855,257.227,257.276,4285826.0
2019-06-23,258.589,260.855,257.227,257.276,4285826.0
2019-06-24,258.618,259.834,257.918,258.083,2538233.0
2019-06-25,258.803,259.065,252.071,252.664,3137962.0
2019-06-26,253.783,255.505,252.92,254.192,3869362.0
2019-06-27,255.301,256.414,253.316,253.997,2186857.0
2019-06-28,255.933,257.635,254.219,257.334,4400979.0
2019-06-29,255.933,257.635,254.219,257.334,4400979.0
2019-06-30,255.933,257.635,254.219,257.334,4400979.0
2019-07-01,262.645,262.645,257.667,259.513,2649210.0
2019-07-02,259.62,263.239,259.187,263.21,2649648.0
2019-07-03,263.628,265.651,263.414,265.651,1896816.0
2019-07-04,263.628,265.651,263.414,265.651,1896816.0
2019-07-05,264.114,265.35,261.77,264.737,2561004.0
2019-07-06,264.114,265.35,261.77,264.737,2561004.0
2019-07-07,264.114,265.35,261.77,264.737,2561004.0
2019-07-08,263.071,264.99,262.448,264.172,2291791.0
2019-07-09,262.799,266.53,262.487,266.227,2477597.0
2019-07-10,267.036,269.886,267.016,268.214,2322970.0
2019-07-11,270.376,271.399,268.896,271.078,2583945.0
2019-07-12,271.974,272.461,269.071,272.266,2299980.0
2019-07-13,271.974,272.461,269.071,272.266,2299980.0
2019-07-14,271.974,272.461,269.071,272.266,2299980.0
2019-07-15,273.162,273.289,271.305,272.1,3349518.0
2019-07-16,271.74,273.327,268.144,269.422,2976028.0
2019-07-17,270.172,271.224,268.107,268.117,2319268.0
2019-07-18,267.844,270.035,267.591,269.578,3242092.0
2019-07-19,272.159,272.207,268.253,268.428,3048222.0
2019-07-20,272.159,272.207,268.253,268.428,3048222.0
2019-07-21,272.159,272.207,268.253,268.428,3048222.0
2019-07-22,269.704,272.091,268.886,271.36,2093004.0
2019-07-23,272.714,273.123,269.695,271.711,2275405.0
2019-07-24,270.931,273.006,269.188,272.957,2805211.0
2019-07-25,272.714,273.59,270.328,272.081,2312275.0
2019-07-26,273.298,274.944,272.792,274.73,2942391.0
2019-07-27,273.298,274.944,272.792,274.73,2942391.0
2019-07-28,273.298,274.944,272.792,274.73,2942391.0
2019-07-29,275.753,275.957,273.133,274.116,3677650.0
2019-07-30,272.071,275.022,268.282,270.922,3961013.0
2019-07-31,271.418,271.72,258.776,265.185,5513056.0
2019-08-01,266.802,272.042,264.571,267.026,4988113.0
2019-08-02,264.922,265.409,258.766,262.438,4438017.0
2019-08-03,264.922,265.409,258.766,262.438,4438017.0
2019-08-04,264.922,265.409,258.766,262.438,4438017.0
2019-08-05,253.234,255.815,247.293,250.157,6861319.0
2019-08-06,254.987,258.255,253.41,257.793,4918499.0
2019-08-07,256.546,262.974,253.478,262.302,4475969.0
2019-08-08,264.922,270.844,264.528,270.805,4135475.0
2019-08-09,268.341,269.695,265.974,267.795,3410530.0
2019-08-10,268.341,269.695,265.974,267.795,3410530.0
2019-08-11,268.341,269.695,265.974,267.795,3410530.0
2019-08-12,265.75,267.824,261.893,262.974,3240800.0
2019-08-13,262.808,268.199,261.026,267.386,3926426.0
2019-08-14,262.799,265.38,258.932,260.198,3750345.0
2019-08-15,262.273,266.042,261.114,264.815,3364264.0
2019-08-16,267.824,268.779,266.665,267.221,2718148.0
2019-08-17,267.824,268.779,266.665,267.221,2718148.0
2019-08-18,267.824,268.779,266.665,267.221,2718148.0
2019-08-19,269.792,271.321,268.049,270.834,2502640.0
2019-08-20,271.155,272.285,268.672,269.831,2583697.0
2019-08-21,272.363,274.759,272.019,274.672,2492795.0
2019-08-22,274.769,275.529,269.558,273.464,2975974.0
2019-08-23,272.714,274.751,263.179,264.815,4417798.0
2019-08-24,272.714,274.751,263.179,264.815,4417798.0
2019-08-25,272.714,274.751,263.179,264.815,4417798.0
2019-08-26,267.727,269.237,265.877,269.237,2185018.0
2019-08-27,269.539,271.828,267.756,269.441,2170169.0
2019-08-28,268.068,271.399,266.254,271.0,2306981.0
2019-08-29,273.688,274.642,271.623,274.058,2297871.0
2019-08-30,275.236,275.597,271.481,274.048,2601312.0
2019-08-31,275.236,275.597,271.481,274.048,2601312.0
2019-09-01,275.236,275.597,271.481,274.048,2601312.0
2019-09-02,275.236,275.597,271.481,274.048,2601312.0
2019-09-03,272.704,275.48,271.253,272.821,2351054.0
2019-09-04,275.412,278.757,274.804,278.655,2631560.0
2019-09-05,282.736,285.824,282.064,284.48,3808790.0
2019-09-06,284.343,285.444,282.502,283.798,2783349.0
2019-09-07,284.343,285.444,282.502,283.798,2783349.0
2019-09-08,284.343,285.444,282.502,283.798,2783349.0
2019-09-09,285.853,286.048,272.811,275.986,4795917.0
2019-09-10,274.019,274.175,263.305,265.243,8683760.0
2019-09-11,267.766,268.818,262.195,262.925,6342251.0
2019-09-12,266.276,271.519,266.086,269.208,5497941.0
2019-09-13,270.756,270.912,265.935,269.13,4631135.0
2019-09-14,270.756,270.912,265.935,269.13,4631135.0
2019-09-15,270.756,270.912,265.935,269.13,4631135.0
2019-09-16,266.354,268.584,265.614,266.948,2755136.0
2019-09-17,267.406,271.38,266.823,269.061,2951770.0
2019-09-18,269.568,269.641,263.403,267.941,2983842.0
2019-09-19,268.779,270.907,267.7,268.73,2625815.0
2019-09-20,270.561,271.341,263.86,264.114,5578997.0
2019-09-21,270.561,271.341,263.86,264.114,5578997.0
2019-09-22,270.561,271.341,263.86,264.114,5578997.0
2019-09-23,263.266,266.617,262.974,266.042,3107386.0
2019-09-24,268.458,270.22,262.059,264.065,4124310.0
2019-09-25,263.218,265.886,259.672,265.653,4102721.0
2019-09-26,266.12,268.273,265.536,266.763,2934854.0
2019-09-27,268.224,268.458,260.724,262.127,3238079.0
2019-09-28,268.224,268.458,260.724,262.127,3238079.0
2019-09-29,268.224,268.458,260.724,262.127,3238079.0
2019-09-30,263.938,264.99,262.312,264.503,3262064.0
2019-10-01,264.425,266.529,263.013,263.89,3071049.0
2019-10-02,261.182,261.942,255.689,257.598,4639092.0
2019-10-03,257.374,261.552,253.634,261.309,3975714.0
2019-10-04,262.497,267.337,262.156,266.928,2689619.0
2019-10-05,262.497,267.337,262.156,266.928,2689619.0
2019-10-06,262.497,267.337,262.156,266.928,2689619.0
2019-10-07,264.25,266.383,263.375,265.107,2873784.0
2019-10-08,263.118,264.346,259.968,260.436,2828627.0
2019-10-09,263.254,266.355,262.806,265.478,2178369.0
2019-10-10,264.814,267.886,264.522,267.028,2227859.0
2019-10-11,269.339,273.045,268.286,269.056,3507559.0
2019-10-12,269.339,273.045,268.286,269.056,3507559.0
2019-10-13,269.339,273.045,268.286,269.056,3507559.0
2019-10-14,270.665,271.641,268.715,269.515,2046273.0
2019-10-15,270.324,273.006,269.105,271.641,3007130.0
2019-10-16,270.217,272.099,267.974,271.358,2730428.0
2019-10-17,272.411,273.474,269.076,269.641,2441017.0
2019-10-18,268.403,269.807,263.196,263.908,4053460.0
2019-10-19,268.403,269.807,263.196,263.908,4053460.0
2019-10-20,268.403,269.807,263.196,263.908,4053460.0
2019-10-21,265.175,267.545,262.806,267.486,3101525.0
2019-10-22,268.071,268.51,254.526,254.77,5646521.0
2019-10-23,256.155,257.628,252.089,254.37,5388707.0
2019-10-24,257.013,262.64,257.013,262.074,3824074.0
2019-10-25,259.646,265.419,258.963,263.478,2760188.0
2019-10-26,259.646,265.419,258.963,263.478,2760188.0
2019-10-27,259.646,265.419,258.963,263.478,2760188.0
2019-10-28,266.472,269.076,264.626,269.076,3796580.0
2019-10-29,270.704,271.377,266.297,267.477,4706662.0
2019-10-30,267.818,270.578,266.219,270.266,3485477.0
2019-10-31,269.515,272.156,268.228,269.934,5355954.0
2019-11-01,272.07,273.425,269.261,272.118,2880016.0
2019-11-02,272.07,273.425,269.261,272.118,2880016.0
2019-11-03,272.07,273.425,269.261,272.118,2880016.0
2019-11-04,273.669,275.229,268.959,269.466,3726638.0
2019-11-05,269.632,270.071,261.752,262.318,4717488.0
2019-11-06,263.586,264.922,262.201,263.157,3742902.0
2019-11-07,263.313,268.247,263.157,266.014,4278195.0
2019-11-08,264.951,268.12,264.951,268.062,2242442.0
2019-11-09,264.951,268.12,264.951,268.062,2242442.0
2019-11-10,264.951,268.12,264.951,268.062,2242442.0
2019-11-11,266.297,270.246,266.277,270.119,2133817.0
2019-11-12,270.704,272.557,268.92,270.256,2217315.0
2019-11-13,269.641,273.493,268.169,271.163,3332189.0
2019-11-14,270.558,272.684,269.827,272.684,2367842.0
2019-11-15,273.669,273.922,271.221,273.805,2544631.0
2019-11-16,273.669,273.922,271.221,273.805,2544631.0
2019-11-17,273.669,273.922,271.221,273.805,2544631.0
2019-11-18,273.045,274.774,271.485,273.883,2715979.0
2019-11-19,274.527,279.461,273.961,278.223,3013976.0
2019-11-20,277.921,280.583,275.834,278.291,2904240.0
2019-11-21,277.531,279.403,276.546,277.384,2777172.0
2019-11-22,277.755,278.272,274.225,275.551,2968538.0
2019-11-23,277.755,278.272,274.225,275.551,2968538.0
2019-11-24,277.755,278.272,274.225,275.551,2968538.0
2019-11-25,276.945,281.811,276.653,280.466,3760574.0
2019-11-26,281.334,283.434,280.671,282.192,5713033.0
2019-11-27,281.85,284.747,281.733,284.454,2164246.0
2019-11-28,281.85,284.747,281.733,284.454,2164246.0
2019-11-29,283.021,285.722,283.021,284.971,1754443.0
2019-11-30,283.021,285.722,283.021,284.971,1754443.0
2019-12-01,283.021,285.722,283.021,284.971,1754443.0
2019-12-02,283.372,283.528,276.839,279.354,3067258.0
2019-12-03,275.19,280.451,274.508,279.959,3055880.0
2019-12-04,281.334,282.426,279.013,279.715,2743504.0
2019-12-05,280.797,283.723,279.286,282.65,2580420.0
2019-12-06,285.049,285.234,282.484,283.186,2425664.0
2019-12-07,285.049,285.234,282.484,283.186,2425664.0
2019-12-08,285.049,285.234,282.484,283.186,2425664.0
2019-12-09,282.007,283.733,281.1,281.88,1923545.0
2019-12-10,281.821,282.962,280.563,281.441,2515656.0
2019-12-11,282.562,283.108,280.953,282.845,2298157.0
2019-12-12,282.699,285.473,281.109,284.951,2747594.0
2019-12-13,283.567,289.164,282.601,288.735,3565551.0
2019-12-14,283.567,289.164,282.601,288.735,3565551.0
2019-12-15,283.567,289.164,282.601,288.735,3565551.0
2019-12-16,290.705,292.041,289.481,289.583,4211227.0
2019-12-17,291.085,291.085,286.473,288.647,3354727.0
2019-12-18,287.867,289.915,287.419,287.419,2903086.0
2019-12-19,287.175,290.773,286.804,290.139,2538119.0
2019-12-20,293.084,293.084,289.437,291.154,5099990.0
2019-12-21,293.084,293.084,289.437,291.154,5099990.0
2019-12-22,293.084,293.084,289.437,291.154,5099990.0
2019-12-23,291.319,292.382,289.72,289.886,3590598.0
2019-12-24,290.559,290.9,289.232,290.091,641086.0
2019-12-25,290.559,290.9,289.232,290.091,641086.0
2019-12-26,290.705,291.936,290.403,291.768,1373743.0
2019-12-27,292.548,294.04,290.773,293.27,2042591.0
2019-12-28,292.548,294.04,290.773,293.27,2042591.0
2019-12-29,292.548,294.04,290.773,293.27,2042591.0
2019-12-30,293.357,293.572,287.945,290.325,2717712.0
2019-12-31,288.745,291.505,288.423,291.173,2478645.0
2020-01-01,288.745,291.505,288.423,291.173,2478645.0
2020-01-02,292.997,295.99,292.065,295.854,3273605.0
2020-01-03,292.021,294.908,291.183,292.967,2501801.0
2020-01-04,292.021,294.908,291.183,292.967,2501801.0
2020-01-05,292.021,294.908,291.183,292.967,2501801.0
2020-01-06,289.974,293.845,288.672,293.747,3308762.0
2020-01-07,294.245,295.844,292.431,292.753,3195519.0
2020-01-08,293.7,299.725,293.434,297.918,3224478.0
2020-01-09,301.023,303.621,300.769,301.824,3293426.0
2020-01-10,304.246,304.607,301.472,303.845,2948514.0
2020-01-11,304.246,304.607,301.472,303.845,2948514.0
2020-01-12,304.246,304.607,301.472,303.845,2948514.0
2020-01-13,305.886,308.21,305.539,307.79,3237191.0
2020-01-14,308.737,308.972,302.566,303.328,4953712.0
2020-01-15,304.841,308.298,303.718,306.853,4664199.0
2020-01-16,310.026,312.79,307.575,312.76,3323275.0
2020-01-17,313.864,316.403,311.72,316.041,4821044.0
2020-01-18,313.864,316.403,311.72,316.041,4821044.0
2020-01-19,313.864,316.403,311.72,316.041,4821044.0
2020-01-20,313.864,316.403,311.72,316.041,4821044.0
2020-01-21,314.821,317.994,313.922,314.352,5998640.0
2020-01-22,317.301,319.098,316.49,316.676,3518457.0
2020-01-23,317.35,317.594,314.733,317.33,4188747.0
2020-01-24,318.883,319.388,314.088,316.051,3634672.0
2020-01-25,318.883,319.388,314.088,316.051,3634672.0
2020-01-26,318.883,319.388,314.088,316.051,3634672.0
2020-01-27,307.683,311.842,305.144,308.337,4367451.0
2020-01-28,308.366,313.952,308.034,312.731,3486190.0
2020-01-29,315.397,316.803,309.313,312.78,4390644.0
2020-01-30,311.491,317.057,310.524,316.822,3512068.0
2020-01-31,315.533,316.822,307.097,308.503,5586751.0
2020-02-01,315.533,316.822,307.097,308.503,5586751.0
2020-02-02,315.533,316.822,307.097,308.503,5586751.0
2020-02-03,311.296,317.818,310.934,316.881,4242177.0
2020-02-04,320.513,323.931,318.609,321.373,4158198.0
2020-02-05,327.114,327.114,316.539,320.592,3867960.0
2020-02-06,321.568,323.433,319.967,321.548,3422096.0
2020-02-07,320.279,322.086,318.195,319.303,2584196.0
2020-02-08,320.279,322.086,318.195,319.303,2584196.0
2020-02-09,320.279,322.086,318.195,319.303,2584196.0
2020-02-10,317.955,322.505,317.848,322.505,3848113.0
2020-02-11,327.114,327.622,321.9,323.13,3449498.0
2020-02-12,323.033,326.577,321.47,326.294,2451026.0
2020-02-13,324.488,329.878,324.31,327.935,3001377.0
2020-02-14,329.516,333.012,329.097,332.924,2716290.0
2020-02-15,329.516,333.012,329.097,332.924,2716290.0
2020-02-16,329.516,333.012,329.097,332.924,2716290.0
2020-02-17,329.516,333.012,329.097,332.924,2716290.0
2020-02-18,333.578,335.024,332.377,333.207,3600200.0
2020-02-19,335.893,339.066,334.569,336.449,3040690.0
2020-02-20,337.601,339.076,330.21,336.342,4315961.0
2020-02-21,334.487,335.795,327.71,331.704,4998133.0
2020-02-22,334.487,335.795,327.71,331.704,4998133.0
2020-02-23,334.487,335.795,327.71,331.704,4998133.0
2020-02-24,310.036,321.588,306.452,317.027,7816032.0
2020-02-25,313.776,315.621,293.68,295.76,12715657.0
2020-02-26,294.891,300.642,290.878,291.024,9409023.0
2020-02-27,278.321,290.448,274.322,279.092,13814615.0
2020-02-28,268.419,283.554,267.111,283.418,12855517.0
2020-02-29,268.419,283.554,267.111,283.418,12855517.0
2020-03-01,268.419,283.554,267.111,283.418,12855517.0
2020-03-02,291.854,299.734,282.627,299.52,9688088.0
2020-03-03,307.185,307.185,283.984,285.126,8051078.0
2020-03-04,292.069,295.672,285.856,295.243,6463780.0
2020-03-05,288.749,291.679,281.455,283.886,6621335.0
2020-03-06,276.036,282.051,272.061,280.254,7061544.0
2020-03-07,276.036,282.051,272.061,280.254,7061544.0
2020-03-08,276.036,282.051,272.061,280.254,7061544.0
2020-03-09,258.762,272.667,255.032,255.842,8498279.0
2020-03-10,269.913,274.258,256.672,273.966,8131391.0
2020-03-11,266.525,267.589,257.112,263.41,8371628.0
2020-03-12,238.774,256.306,235.259,235.815,15031536.0
2020-03-13,252.688,263.674,239.721,263.654,9934870.0
2020-03-14,252.688,263.674,239.721,263.654,9934870.0
2020-03-15,252.688,263.674,239.721,263.654,9934870.0
2020-03-16,228.97,251.663,223.858,230.103,12111525.0
2020-03-17,234.819,244.603,226.5,232.28,12665205.0
2020-03-18,217.106,223.707,208.201,222.565,11352812.0
2020-03-19,218.737,232.886,206.57,221.803,9126427.0
2020-03-20,230.464,230.464,205.057,206.443,10518596.0
2020-03-21,230.464,230.464,205.057,206.443,10518596.0
2020-03-22,230.464,230.464,205.057,206.443,10518596.0
2020-03-23,198.495,210.603,195.282,198.514,11588737.0
2020-03-24,210.837,232.831,209.939,231.49,11654806.0
2020-03-25,242.065,260.031,234.702,250.443,12642719.0
2020-03-26,251.829,259.553,246.673,256.985,9961319.0
2020-03-27,244.35,250.042,238.94,241.82,7819276.0
2020-03-28,244.35,250.042,238.94,241.82,7819276.0
2020-03-29,244.35,250.042,238.94,241.82,7819276.0
2020-03-30,240.063,248.265,238.891,247.289,5765771.0
2020-03-31,246.517,247.455,235.405,235.874,10379495.0
2020-04-01,225.504,231.519,221.754,223.229,6646200.0
2020-04-02,223.014,233.735,222.002,233.257,6446637.0
2020-04-03,231.402,234.233,224.889,231.45,4162952.0
2020-04-04,231.402,234.233,224.889,231.45,4162952.0
2020-04-05,231.402,234.233,224.889,231.45,4162952.0
2020-04-06,246.068,260.822,244.125,259.68,8636717.0
2020-04-07,274.981,276.211,252.396,252.981,8627324.0
2020-04-08,256.727,265.891,253.206,264.981,5690080.0
2020-04-09,269.069,269.92,261.822,263.465,6662932.0
2020-04-10,269.069,269.92,261.822,263.465,6662932.0
2020-04-11,269.069,269.92,261.822,263.465,6662932.0
2020-04-12,269.069,269.92,261.822,263.465,6662932.0
2020-04-13,262.292,262.781,250.116,257.539,7114446.0
2020-04-14,263.935,269.568,263.27,264.756,6354413.0
2020-04-15,254.771,257.157,249.989,251.475,10240696.0
2020-04-16,252.698,252.698,239.319,241.324,11455445.0
2020-04-17,252.561,254.957,245.969,254.243,10412053.0
2020-04-18,252.561,254.957,245.969,254.243,10412053.0
2020-04-19,252.561,254.957,245.969,254.243,10412053.0
2020-04-20,248.903,250.977,244.17,246.185,6042740.0
2020-04-21,241.216,243.896,238.723,239.945,5964645.0
2020-04-22,245.92,252.903,245.471,251.25,5085293.0
