,MA US Equity,MA US Equity,MA US Equity,MA US Equity,MA US Equity
2021-08-17,356.202,358.623,354.028,357.412,2812781.0
2021-08-18,355.395,359.825,354.815,355.169,2774545.0
2021-08-19,351.184,354.372,349.039,351.587,2727913.0
2021-08-20,351.636,352.581,347.671,349.304,4135879.0
2021-08-21,351.636,352.581,347.671,349.304,4135879.0
2021-08-22,351.636,352.581,347.671,349.304,4135879.0
2021-08-23,351.745,356.438,351.036,355.228,3537868.0
2021-08-24,357.216,360.236,355.676,355.986,3032033.0
2021-08-25,356.163,356.596,352.758,353.349,2340361.0
2021-08-26,352.266,352.463,346.163,347.208,3946332.0
2021-08-27,346.815,350.79,346.022,350.033,3698298.0
2021-08-28,346.815,350.79,346.022,350.033,3698298.0
2021-08-29,346.815,350.79,346.022,350.033,3698298.0
2021-08-30,349.117,352.306,346.608,347.395,4032096.0
2021-08-31,347.287,349.531,339.16,340.685,6780389.0
2021-09-01,341.816,346.407,341.738,343.971,4499639.0
2021-09-02,344.896,344.921,333.895,335.814,7413609.0
2021-09-03,334.486,338.628,333.502,334.781,5172760.0
2021-09-04,334.486,338.628,333.502,334.781,5172760.0
2021-09-05,334.486,338.628,333.502,334.781,5172760.0
2021-09-06,334.486,338.628,333.502,334.781,5172760.0
2021-09-07,339.366,342.426,337.526,339.189,4766496.0
2021-09-08,339.474,346.362,339.474,345.418,5054473.0
2021-09-09,345.093,347.976,344.316,345.782,3716196.0
2021-09-10,349.243,349.314,341.462,341.826,3437652.0
2021-09-11,349.243,349.314,341.462,341.826,3437652.0
2021-09-12,349.243,349.314,341.462,341.826,3437652.0
2021-09-13,344.394,346.352,340.813,342.249,3234238.0
2021-09-14,344.079,344.271,339.72,340.262,3282192.0
2021-09-15,341.442,341.964,337.27,339.228,3833527.0
2021-09-16,339.878,342.111,339.169,340.763,3771291.0
2021-09-17,338.49,340.458,335.312,337.546,5529836.0
2021-09-18,338.49,340.458,335.312,337.546,5529836.0
2021-09-19,338.49,340.458,335.312,337.546,5529836.0
2021-09-20,332.901,335.647,330.245,334.249,3956645.0
2021-09-21,336.719,337.684,331.878,331.976,2967251.0
2021-09-22,333.866,338.362,333.118,337.91,3238824.0
2021-09-23,340.203,349.108,339.671,348.399,4783236.0
2021-09-24,348.36,354.16,347.114,352.424,3306211.0
2021-09-25,348.36,354.16,347.114,352.424,3306211.0
2021-09-26,348.36,354.16,347.114,352.424,3306211.0
2021-09-27,351.331,356.783,349.472,351.056,4157955.0
2021-09-28,349.806,350.298,343.46,345.555,3266995.0
2021-09-29,347.159,351.459,346.766,347.533,2808806.0
2021-09-30,349.058,350.298,341.836,342.111,4393567.0
2021-10-01,344.227,357.363,341.6,354.411,5227260.0
2021-10-02,344.227,357.363,341.6,354.411,5227260.0
2021-10-03,344.227,357.363,341.6,354.411,5227260.0
2021-10-04,354.165,354.874,333.905,338.687,7901488.0
2021-10-05,341.993,342.982,337.438,337.713,4724056.0
2021-10-06,334.564,343.292,333.679,343.105,3711983.0
2021-10-07,343.844,352.613,343.844,348.682,3209227.0
2021-10-08,350.741,355.046,348.977,349.716,2336909.0
2021-10-09,350.741,355.046,348.977,349.716,2336909.0
2021-10-10,350.741,355.046,348.977,349.716,2336909.0
2021-10-11,348.721,349.637,341.775,342.022,2769768.0
2021-10-12,343.499,344.829,339.529,340.238,3042883.0
2021-10-13,341.135,344.336,332.002,337.292,3755921.0
2021-10-14,338.76,340.701,335.795,339.49,4085934.0
2021-10-15,343.844,351.339,342.603,350.741,4053607.0
2021-10-16,343.844,351.339,342.603,350.741,4053607.0
2021-10-17,343.844,351.339,342.603,350.741,4053607.0
2021-10-18,348.731,354.623,345.06,353.145,3280888.0
2021-10-19,353.105,356.938,352.322,356.751,2835441.0
2021-10-20,356.357,357.134,350.741,351.499,2796212.0
2021-10-21,349.362,351.115,342.14,350.948,2516486.0
2021-10-22,351.411,356.298,349.657,353.371,2774374.0
2021-10-23,351.411,356.298,349.657,353.371,2774374.0
2021-10-24,351.411,356.298,349.657,353.371,2774374.0
2021-10-25,357.105,358.918,353.492,355.529,2447944.0
2021-10-26,358.012,361.923,351.539,352.041,3320059.0
2021-10-27,342.859,345.933,328.869,330.76,9652748.0
2021-10-28,339.086,345.312,324.012,328.11,9505096.0
2021-10-29,326.347,333.155,326.219,330.563,5843696.0
2021-10-30,326.347,333.155,326.219,330.563,5843696.0
2021-10-31,326.347,333.155,326.219,330.563,5843696.0
2021-11-01,330.297,335.864,327.962,329.115,5126224.0
2021-11-02,330.179,330.81,321.874,323.627,5375305.0
2021-11-03,323.647,324.711,318.563,324.563,3952521.0
2021-11-04,326.179,333.627,324.465,330.475,4819487.0
2021-11-05,337.381,344.987,335.962,343.637,7201499.0
2021-11-06,337.381,344.987,335.962,343.637,7201499.0
2021-11-07,337.381,344.987,335.962,343.637,7201499.0
2021-11-08,342.869,347.933,342.524,344.504,3862207.0
2021-11-09,344.829,345.027,334.632,339.559,4248134.0
2021-11-10,344.924,354.307,344.337,352.652,6337083.0
2021-11-11,353.086,354.327,347.362,349.105,4472150.0
2021-11-12,350.8,358.465,350.672,358.13,4724205.0
2021-11-13,350.8,358.465,350.672,358.13,4724205.0
2021-11-14,350.8,358.465,350.672,358.13,4724205.0
2021-11-15,359.746,365.647,355.332,356.022,4693196.0
2021-11-16,359.381,365.588,356.652,364.101,4969009.0
2021-11-17,354.268,362.564,346.031,353.864,11727269.0
2021-11-18,355.401,357.125,339.49,343.076,6534921.0
2021-11-19,340.889,341.529,334.12,334.701,6957896.0
2021-11-20,340.889,341.529,334.12,334.701,6957896.0
2021-11-21,340.889,341.529,334.12,334.701,6957896.0
2021-11-22,334.78,336.435,315.036,316.553,11380660.0
2021-11-23,320.159,324.82,316.938,324.14,7118598.0
2021-11-24,322.12,335.329,320.219,334.977,6414372.0
2021-11-25,322.12,335.329,320.219,334.977,6414372.0
2021-11-26,316.834,322.041,314.287,319.381,6613928.0
2021-11-27,316.834,322.041,314.287,319.381,6613928.0
2021-11-28,316.834,322.041,314.287,319.381,6613928.0
2021-11-29,325.13,326.918,313.549,318.238,6362190.0
2021-11-30,313.302,316.021,305.529,310.268,10237559.0
2021-12-01,316.041,317.263,301.479,301.755,8014842.0
2021-12-02,305.016,317.44,304.42,315.47,6717594.0
2021-12-03,315.509,317.918,309.361,317.351,4732940.0
2021-12-04,315.509,317.918,309.361,317.351,4732940.0
2021-12-05,315.509,317.918,309.361,317.351,4732940.0
2021-12-06,319.952,331.785,317.243,328.406,6054959.0
2021-12-07,332.317,337.361,332.317,334.494,4939515.0
2021-12-08,334.219,338.943,329.164,337.283,4226942.0
2021-12-09,335.026,341.411,334.002,339.43,3389627.0
2021-12-10,341.874,345.076,339.736,344.751,3405910.0
2021-12-11,341.874,345.076,339.736,344.751,3405910.0
2021-12-12,341.874,345.076,339.736,344.751,3405910.0
2021-12-13,344.031,344.366,335.302,340.209,4358322.0
2021-12-14,340.219,343.066,332.869,335.519,4518478.0
2021-12-15,334.977,341.47,330.573,341.233,4918678.0
2021-12-16,346.504,348.544,340.022,347.706,5369922.0
2021-12-17,344.031,347.578,339.036,344.15,5898831.0
2021-12-18,344.031,347.578,339.036,344.15,5898831.0
2021-12-19,344.031,347.578,339.036,344.15,5898831.0
2021-12-20,336.199,338.45,331.263,332.041,5013898.0
2021-12-21,335.302,346.8,334.357,345.559,3105438.0
2021-12-22,341.46,353.322,341.46,352.199,3456400.0
2021-12-23,352.258,357.115,349.756,355.253,2626991.0
2021-12-24,352.258,357.115,349.756,355.253,2626991.0
2021-12-25,352.258,357.115,349.756,355.253,2626991.0
2021-12-26,352.258,357.115,349.756,355.253,2626991.0
2021-12-27,354.682,355.747,350.342,354.987,2679603.0
2021-12-28,353.49,358.758,353.115,355.45,1920249.0
2021-12-29,356.435,357.785,354.869,355.953,1535298.0
2021-12-30,356.652,359.263,353.805,355.657,1557977.0
2021-12-31,352.662,358.012,351.509,354.012,1983997.0
2022-01-01,352.662,358.012,351.509,354.012,1983997.0
2022-01-02,352.662,358.012,351.509,354.012,1983997.0
2022-01-03,354.475,366.82,353.943,365.47,4714310.0
2022-01-04,366.495,376.751,366.155,369.844,6854546.0
2022-01-05,368.475,376.849,367.007,368.376,5976597.0
2022-01-06,363.72,369.17,361.559,365.012,4781145.0
2022-01-07,361.451,366.778,359.202,364.667,4551189.0
2022-01-08,361.451,366.778,359.202,364.667,4551189.0
2022-01-09,361.451,366.778,359.202,364.667,4551189.0
2022-01-10,365.91,365.91,344.068,359.004,6009380.0
2022-01-11,358.629,363.098,351.29,361.352,4131287.0
2022-01-12,363.966,367.104,362.122,362.358,5783149.0
2022-01-13,363.641,372.589,362.921,364.539,3892898.0
2022-01-14,359.409,369.728,359.241,367.123,4029901.0
2022-01-15,359.409,369.728,359.241,367.123,4029901.0
2022-01-16,359.409,369.728,359.241,367.123,4029901.0
2022-01-17,359.409,369.728,359.241,367.123,4029901.0
2022-01-18,365.792,367.123,360.277,361.362,4934283.0
2022-01-19,357.525,364.322,354.861,355.867,4464820.0
2022-01-20,356.952,368.043,356.794,359.093,5043173.0
2022-01-21,357.613,363.167,349.336,350.293,4867051.0
2022-01-22,357.613,363.167,349.336,350.293,4867051.0
2022-01-23,357.613,363.167,349.336,350.293,4867051.0
2022-01-24,337.952,345.38,326.133,344.71,7474532.0
2022-01-25,338.692,342.362,328.896,334.193,6994447.0
2022-01-26,338.731,349.983,336.65,340.014,7438611.0
2022-01-27,344.374,354.782,329.823,345.805,8417289.0
2022-01-28,354.21,377.61,350.589,377.354,8813402.0
2022-01-29,354.21,377.61,350.589,377.354,8813402.0
2022-01-30,354.21,377.61,350.589,377.354,8813402.0
2022-01-31,373.575,381.339,371.217,381.171,6345160.0
2022-02-01,380.56,390.168,377.265,386.775,5841117.0
2022-02-02,384.042,394.529,377.59,391.402,6115014.0
2022-02-03,383.302,387.643,381.28,384.812,4209203.0
2022-02-04,382.345,382.918,371.336,377.048,6045366.0
2022-02-05,382.345,382.918,371.336,377.048,6045366.0
2022-02-06,382.345,382.918,371.336,377.048,6045366.0
2022-02-07,377.048,377.245,368.278,371.06,4767606.0
2022-02-08,372.451,374.65,365.545,369.323,5825322.0
2022-02-09,380.402,383.213,375.469,376.229,5492834.0
2022-02-10,366.709,374.877,365.563,369.343,3994988.0
2022-02-11,372.766,375.765,362.684,364.785,4345551.0
2022-02-12,372.766,375.765,362.684,364.785,4345551.0
2022-02-13,372.766,375.765,362.684,364.785,4345551.0
2022-02-14,363.848,372.204,361.816,369.116,3678394.0
2022-02-15,369.53,377.906,368.366,376.397,5800709.0
2022-02-16,374.838,379.81,371.701,377.768,3424788.0
2022-02-17,373.496,376.15,367.153,368.662,3972495.0
2022-02-18,369.461,369.757,364.026,364.963,4083825.0
2022-02-19,369.461,369.757,364.026,364.963,4083825.0
2022-02-20,369.461,369.757,364.026,364.963,4083825.0
2022-02-21,369.461,369.757,364.026,364.963,4083825.0
2022-02-22,360.08,369.274,358.894,363.325,3897893.0
2022-02-23,366.956,368.524,355.275,356.36,3802450.0
2022-02-24,341.277,365.545,336.714,364.401,7424971.0
2022-02-25,362.27,367.567,356.824,364.114,3817947.0
2022-02-26,362.27,367.567,356.824,364.114,3817947.0
2022-02-27,362.27,367.567,356.824,364.114,3817947.0
2022-02-28,357.307,360.435,350.861,355.956,4952437.0
2022-03-01,353.026,356.706,336.62,339.836,5894169.0
2022-03-02,338.337,343.624,334.124,339.451,4997890.0
2022-03-03,342.944,344.789,336.107,336.393,3975906.0
2022-03-04,332.358,334.262,319.632,326.301,4671397.0
2022-03-05,332.358,334.262,319.632,326.301,4671397.0
2022-03-06,332.358,334.262,319.632,326.301,4671397.0
2022-03-07,325.137,325.354,307.903,308.702,6874263.0
2022-03-08,307.192,320.352,301.485,310.093,5048201.0
2022-03-09,318.794,325.009,316.781,323.707,4016060.0
2022-03-10,317.6,321.724,315.44,320.214,3771285.0
2022-03-11,325.581,326.508,319.662,320.412,2987773.0
2022-03-12,325.581,326.508,319.662,320.412,2987773.0
2022-03-13,325.581,326.508,319.662,320.412,2987773.0
2022-03-14,324.664,332.339,322.848,324.16,4122885.0
2022-03-15,327.939,333.818,326.745,330.484,3738901.0
2022-03-16,337.38,346.209,332.141,340.034,4340750.0
2022-03-17,336.995,342.204,335.17,341.77,3244218.0
2022-03-18,342.022,347.985,337.873,345.371,6790828.0
2022-03-19,342.022,347.985,337.873,345.371,6790828.0
2022-03-20,342.022,347.985,337.873,345.371,6790828.0
2022-03-21,341.355,345.282,337.874,340.921,6053935.0
2022-03-22,342.105,349.154,340.852,344.818,4670069.0
2022-03-23,338.771,342.056,337.143,337.567,2528000.0
2022-03-24,337.636,344.739,336.107,344.641,2482921.0
2022-03-25,345.686,346.801,340.99,344.315,2174405.0
2022-03-26,345.686,346.801,340.99,344.315,2174405.0
2022-03-27,345.686,346.801,340.99,344.315,2174405.0
2022-03-28,343.812,345.834,338.894,345.765,3134618.0
2022-03-29,353.884,365.762,352.286,362.595,5512630.0
2022-03-30,359.103,363.32,354.772,357.357,2614256.0
2022-03-31,354.733,359.211,352.543,352.562,4095825.0
2022-04-01,354.378,362.926,353.342,359.063,3806911.0
2022-04-02,354.378,362.926,353.342,359.063,3806911.0
2022-04-03,354.378,362.926,353.342,359.063,3806911.0
2022-04-04,359.34,364.775,358.255,361.964,3028641.0
2022-04-05,358.412,362.674,357.051,358.422,2215913.0
2022-04-06,351.665,352.271,344.867,348.784,3864524.0
2022-04-07,346.927,348.626,341.617,345.316,2848450.0
2022-04-08,343.094,351.58,341.459,348.004,2235107.0
2022-04-09,343.094,351.58,341.459,348.004,2235107.0
2022-04-10,343.094,351.58,341.459,348.004,2235107.0
2022-04-11,346.393,347.243,341.631,343.163,1809207.0
2022-04-12,345.761,350.187,340.308,341.612,4038522.0
2022-04-13,340.239,352.676,338.717,350.839,3048528.0
2022-04-14,352.854,358.554,352.548,353.486,3359062.0
2022-04-15,352.854,358.554,352.548,353.486,3359062.0
2022-04-16,352.854,358.554,352.548,353.486,3359062.0
2022-04-17,352.854,358.554,352.548,353.486,3359062.0
2022-04-18,349.703,356.391,348.942,352.479,1871358.0
2022-04-19,352.489,360.253,351.758,359.463,2999255.0
2022-04-20,362.219,367.386,359.463,360.866,3377333.0
2022-04-21,365.005,370.676,359.058,360.026,3605298.0
2022-04-22,356.134,357.71,346.364,346.927,2968820.0
2022-04-23,356.134,357.71,346.364,346.927,2968820.0
2022-04-24,356.134,357.71,346.364,346.927,2968820.0
2022-04-25,345.05,350.76,342.946,350.305,3380449.0
2022-04-26,343.726,345.82,339.419,339.942,3116431.0
2022-04-27,352.676,369.213,351.688,357.191,5702321.0
2022-04-28,364.659,377.344,364.323,374.242,6844252.0
2022-04-29,367.544,372.553,357.369,358.979,4741764.0
2022-04-30,367.544,372.553,357.369,358.979,4741764.0
2022-05-01,367.544,372.553,357.369,358.979,4741764.0
2022-05-02,358.604,360.51,346.344,354.692,3903942.0
2022-05-03,357.211,359.038,349.159,353.457,2686874.0
2022-05-04,355.018,364.768,349.377,364.057,3346618.0
2022-05-05,357.714,363.316,344.803,349.09,3424834.0
2022-05-06,342.056,347.006,336.653,342.916,3635374.0
2022-05-07,342.056,347.006,336.653,342.916,3635374.0
2022-05-08,342.056,347.006,336.653,342.916,3635374.0
2022-05-09,336.87,338.243,320.955,324.018,5777431.0
2022-05-10,328.285,329.639,319.137,321.39,5003484.0
2022-05-11,321.538,326.991,314.692,321.923,4263948.0
2022-05-12,317.873,321.642,308.982,317.349,3891535.0
2022-05-13,323.701,331.17,322.141,328.769,3533466.0
2022-05-14,323.701,331.17,322.141,328.769,3533466.0
2022-05-15,323.701,331.17,322.141,328.769,3533466.0
2022-05-16,324.561,329.51,321.093,325.737,2062291.0
2022-05-17,335.991,337.048,328.503,334.756,2802317.0
2022-05-18,329.579,337.458,329.52,331.832,4521381.0
2022-05-19,326.003,332.138,320.501,328.196,4380699.0
2022-05-20,331.634,335.497,323.721,332.108,3428726.0
2022-05-21,331.634,335.497,323.721,332.108,3428726.0
2022-05-22,331.634,335.497,323.721,332.108,3428726.0
2022-05-23,334.924,347.045,334.855,344.21,3420837.0
2022-05-24,339.725,339.834,331.911,336.564,2561500.0
2022-05-25,336.455,343.528,335.102,340.584,3033400.0
2022-05-26,343.785,348.972,341.819,345.652,2817394.0
2022-05-27,349.11,353.457,347.845,353.447,2658928.0
2022-05-28,349.11,353.457,347.845,353.447,2658928.0
2022-05-29,349.11,353.457,347.845,353.447,2658928.0
2022-05-30,349.11,353.457,347.845,353.447,2658928.0
2022-05-31,348.814,356.603,346.887,353.536,3873789.0
2022-06-01,353.862,360.026,350.555,352.736,2189987.0
2022-06-02,356.124,360.629,353.427,358.683,2484201.0
2022-06-03,355.126,356.578,351.461,353.486,2076562.0
2022-06-04,355.126,356.578,351.461,353.486,2076562.0
2022-06-05,355.126,356.578,351.461,353.486,2076562.0
2022-06-06,357.616,363.849,354.183,355.778,2196186.0
2022-06-07,352.607,360.066,352.014,359.611,2158826.0
2022-06-08,360.579,362.674,356.603,357.942,1709731.0
2022-06-09,355.403,357.823,344.714,344.773,2251036.0
2022-06-10,337.196,340.14,330.548,330.696,3302379.0
2022-06-11,337.196,340.14,330.548,330.696,3302379.0
2022-06-12,337.196,340.14,330.548,330.696,3302379.0
2022-06-13,318.1,326.892,314.07,315.868,4825094.0
2022-06-14,316.223,320.076,315.788,318.238,2788401.0
2022-06-15,323.445,326.626,315.561,321.449,2357895.0
2022-06-16,312.262,312.617,301.385,305.04,4528529.0
2022-06-17,303.282,310.33,299.972,306.927,6235394.0
2022-06-18,303.282,310.33,299.972,306.927,6235394.0
2022-06-19,303.282,310.33,299.972,306.927,6235394.0
2022-06-20,303.282,310.33,299.972,306.927,6235394.0
2022-06-21,312.222,316.352,311.066,313.556,3193831.0
2022-06-22,309.673,315.176,307.589,312.321,2671671.0
2022-06-23,315.038,316.105,309.743,312.924,2387590.0
2022-06-24,315.354,326.803,315.354,326.497,4318907.0
2022-06-25,315.354,326.803,315.354,326.497,4318907.0
2022-06-26,315.354,326.803,315.354,326.497,4318907.0
2022-06-27,327.949,327.949,323.158,324.847,2810866.0
2022-06-28,328.671,333.067,314.267,314.435,3394334.0
2022-06-29,315.245,322.16,314.554,318.683,3779496.0
2022-06-30,311.481,314.435,305.939,311.659,3411672.0
2022-07-01,310.296,315.077,307.54,314.386,2287773.0
2022-07-02,310.296,315.077,307.54,314.386,2287773.0
2022-07-03,310.296,315.077,307.54,314.386,2287773.0
2022-07-04,310.296,315.077,307.54,314.386,2287773.0
2022-07-05,309.288,316.431,305.707,315.393,2112392.0
2022-07-06,315.136,318.456,311.896,316.292,2219210.0
2022-07-07,318.934,321.417,316.133,320.636,2202143.0
2022-07-08,319.359,321.536,315.966,319.636,1662060.0
2022-07-09,319.359,321.536,315.966,319.636,1662060.0
2022-07-10,319.359,321.536,315.966,319.636,1662060.0
2022-07-11,315.995,322.763,315.768,320.754,2073925.0
2022-07-12,316.817,323.886,316.817,319.438,2761667.0
2022-07-13,312.602,321.487,310.484,319.943,2442740.0
2022-07-14,312.809,324.111,312.048,321.585,2744028.0
2022-07-15,330.094,332.009,326.265,329.046,3387487.0
2022-07-16,330.094,332.009,326.265,329.046,3387487.0
2022-07-17,330.094,332.009,326.265,329.046,3387487.0
2022-07-18,331.945,333.929,326.295,327.502,2468598.0
2022-07-19,328.264,338.386,328.264,336.773,2689806.0
2022-07-20,336.773,339.675,332.721,337.653,2563621.0
2022-07-21,338.247,343.55,336.456,343.243,2230803.0
2022-07-22,345.183,347.369,336.793,340.236,2252976.0
2022-07-23,345.183,347.369,336.793,340.236,2252976.0
2022-07-24,345.183,347.369,336.793,340.236,2252976.0
2022-07-25,340.8,341.878,336.506,340.562,2180057.0
2022-07-26,339.019,340.973,335.704,337.663,2254171.0
2022-07-27,339.375,345.222,327.73,339.632,4580313.0
2022-07-28,344.312,349.511,337.01,348.715,3635536.0
2022-07-29,350.377,353.019,346.251,350.041,3176867.0
2022-07-30,350.377,353.019,346.251,350.041,3176867.0
2022-07-31,350.377,353.019,346.251,350.041,3176867.0
2022-08-01,344.124,351.08,341.997,346.825,2289590.0
2022-08-02,343.402,347.429,340.33,345.311,2878764.0
2022-08-03,346.291,352.702,344.846,350.377,2921333.0
2022-08-04,350.911,354.805,345.945,352.297,2339562.0
2022-08-05,346.687,354.038,346.687,353.721,1848651.0
2022-08-06,346.687,354.038,346.687,353.721,1848651.0
2022-08-07,346.687,354.038,346.687,353.721,1848651.0
2022-08-08,355.195,355.195,346.182,348.428,2477635.0
2022-08-09,346.687,347.399,341.69,342.868,2467497.0
2022-08-10,350.585,350.793,347.33,349.635,2443693.0
2022-08-11,352.079,352.079,346.637,346.865,2609451.0
2022-08-12,350.981,351.683,346.543,350.516,2514337.0
2022-08-13,350.981,351.683,346.543,350.516,2514337.0
2022-08-14,350.981,351.683,346.543,350.516,2514337.0
2022-08-15,348.596,358.114,347.102,356.135,2526281.0
2022-08-16,350.516,356.185,349.358,355.443,2448806.0
2022-08-17,349.754,353.177,348.022,351.564,2439884.0
2022-08-18,350.565,355.71,349.823,353.573,1934865.0
2022-08-19,352.851,352.989,349.813,350.525,1740744.0
2022-08-20,352.851,352.989,349.813,350.525,1740744.0
2022-08-21,352.851,352.989,349.813,350.525,1740744.0
2022-08-22,346.291,347.28,340.631,341.848,2312442.0
2022-08-23,339.058,341.547,335.774,337.277,2240652.0
2022-08-24,336.575,338.663,334.764,336.11,2218370.0
2022-08-25,336.397,341.472,333.745,341.017,2228637.0
2022-08-26,341.393,341.977,328.185,328.442,1925047.0
2022-08-27,341.393,341.977,328.185,328.442,1925047.0
2022-08-28,341.393,341.977,328.185,328.442,1925047.0
2022-08-29,326.493,329.283,324.299,325.86,2308360.0
2022-08-30,327.492,329.441,322.12,324.336,2618990.0
2022-08-31,324.811,327.667,320.843,320.932,3129021.0
2022-09-01,320.378,322.159,315.827,321.803,2493403.0
2022-09-02,325.919,326.176,317.133,319.142,1936812.0
2022-09-03,325.919,326.176,317.133,319.142,1936812.0
2022-09-04,325.919,326.176,317.133,319.142,1936812.0
2022-09-05,325.919,326.176,317.133,319.142,1936812.0
2022-09-06,319.082,323.52,317.158,320.646,2043484.0
2022-09-07,320.646,325.711,318.637,325.137,1998373.0
2022-09-08,321.091,326.79,320.052,326.572,2114014.0
2022-09-09,327.037,333.448,326.651,332.291,1816725.0
2022-09-10,327.037,333.448,326.651,332.291,1816725.0
2022-09-11,327.037,333.448,326.651,332.291,1816725.0
2022-09-12,334.507,335.882,332.38,334.834,2097796.0
2022-09-13,326.503,329.268,321.14,321.991,2316881.0
2022-09-14,323.574,324.999,319.923,322.397,2657942.0
2022-09-15,320.161,322.486,311.83,313.601,2486769.0
2022-09-16,309.535,312.285,305.834,311.79,3650857.0
2022-09-17,309.535,312.285,305.834,311.79,3650857.0
2022-09-18,309.535,312.285,305.834,311.79,3650857.0
2022-09-19,308.644,312.107,306.962,310.702,2369737.0
2022-09-20,307.862,311.038,306.161,309.95,2769557.0
2022-09-21,311.147,311.642,300.996,301.273,2366279.0
2022-09-22,299.739,299.868,293.447,295.198,3176464.0
2022-09-23,290.024,291.448,287.164,290.469,3245860.0
2022-09-24,290.024,291.448,287.164,290.469,3245860.0
2022-09-25,290.024,291.448,287.164,290.469,3245860.0
2022-09-26,286.976,292.21,286.056,287.036,3635597.0
2022-09-27,292.339,294.743,281.782,283.444,4073383.0
2022-09-28,282.089,289.875,278.705,287.105,5611649.0
2022-09-29,285.294,288.975,281.826,283.731,3439692.0
2022-09-30,283.82,287.674,281.327,281.327,3804233.0
2022-10-01,283.82,287.674,281.327,281.327,3804233.0
2022-10-02,283.82,287.674,281.327,281.327,3804233.0
2022-10-03,284.799,289.648,281.896,287.402,5285358.0
2022-10-04,293.051,300.749,292.843,298.077,3949221.0
2022-10-05,294.822,303.351,294.1,300.976,2845321.0
2022-10-06,299.856,302.304,296.17,296.537,2494392.0
2022-10-07,293.99,294.515,290.353,292.315,2210877.0
2022-10-08,293.99,294.515,290.353,292.315,2210877.0
2022-10-09,293.99,294.515,290.353,292.315,2210877.0
2022-10-10,294.366,294.574,286.934,289.154,1783529.0
2022-10-11,287.221,287.771,281.86,283.475,3555031.0
2022-10-12,283.961,284.902,280.661,280.829,2646833.0
2022-10-13,274.784,292.771,274.378,291.314,3323054.0
2022-10-14,293.197,295.933,285.249,286.091,3106348.0
2022-10-15,293.197,295.933,285.249,286.091,3106348.0
2022-10-16,293.197,295.933,285.249,286.091,3106348.0
2022-10-17,292.761,296.041,288.718,292.384,3417635.0
2022-10-18,300.441,300.966,293.881,297.676,3096016.0
2022-10-19,292.801,296.938,292.137,295.08,1914414.0
2022-10-20,295.07,300.005,292.949,293.613,2463932.0
2022-10-21,291.859,299.985,290.858,299.648,3599622.0
2022-10-22,291.859,299.985,290.858,299.648,3599622.0
2022-10-23,291.859,299.985,290.858,299.648,3599622.0
2022-10-24,301.779,304.237,297.795,302.849,3184066.0
2022-10-25,303.156,309.291,303.107,308.607,3012354.0
2022-10-26,309.479,321.53,309.479,316.634,5281438.0
2022-10-27,313.334,320.172,311.233,316.495,4725832.0
2022-10-28,316.436,328.813,314.959,326.504,3644429.0
2022-10-29,316.436,328.813,314.959,326.504,3644429.0
2022-10-30,316.436,328.813,314.959,326.504,3644429.0
2022-10-31,325.92,326.475,320.866,325.226,3157979.0
2022-11-01,329.23,330.637,324.149,330.191,3660459.0
2022-11-02,328.437,330.003,316.753,316.941,3075115.0
2022-11-03,312.284,313.914,305.822,306.387,2861062.0
2022-11-04,311.015,320.217,310.421,315.504,3246836.0
2022-11-05,311.015,320.217,310.421,315.504,3246836.0
2022-11-06,311.015,320.217,310.421,315.504,3246836.0
2022-11-07,319.548,322.867,314.85,322.203,2742320.0
2022-11-08,323.294,326.435,319.359,322.818,2387459.0
2022-11-09,319.379,320.771,312.313,312.799,3001178.0
2022-11-10,328.199,334.363,326.197,334.234,3254972.0
2022-11-11,335.949,339.546,333.332,336.236,3734766.0
2022-11-12,335.949,339.546,333.332,336.236,3734766.0
2022-11-13,335.949,339.546,333.332,336.236,3734766.0
2022-11-14,333.709,341.412,332.995,336.315,2349019.0
2022-11-15,343.47,348.059,336.434,340.418,2983623.0
2022-11-16,340.071,342.023,337.034,339.675,2579780.0
2022-11-17,335.949,338.842,333.967,338.198,2004543.0
2022-11-18,342.549,345.492,338.258,340.596,2737666.0
2022-11-19,342.549,345.492,338.258,340.596,2737666.0
2022-11-20,342.549,345.492,338.258,340.596,2737666.0
2022-11-21,339.913,341.146,334.581,335.205,1965239.0
2022-11-22,336.771,342.212,334.522,341.855,2510939.0
2022-11-23,341.528,347.642,341.052,345.502,1937368.0
2022-11-24,341.528,347.642,341.052,345.502,1937368.0
2022-11-25,345.819,348.237,344.942,348.128,944409.0
2022-11-26,345.819,348.237,344.942,348.128,944409.0
2022-11-27,345.819,348.237,344.942,348.128,944409.0
2022-11-28,343.56,347.078,340.141,341.488,2226412.0
2022-11-29,340.557,341.617,337.683,340.041,1724326.0
2022-11-30,339.764,353.192,338.406,353.192,4252283.0
2022-12-01,354.768,358.325,350.863,357.552,3374744.0
2022-12-02,354.233,359.024,352.855,356.819,2015586.0
2022-12-03,354.233,359.024,352.855,356.819,2015586.0
2022-12-04,354.233,359.024,352.855,356.819,2015586.0
2022-12-05,352.796,355.67,351.26,352.885,2202602.0
2022-12-06,350.635,351.805,341.25,344.402,2353297.0
2022-12-07,343.758,344.719,338.396,344.293,2454399.0
2022-12-08,346.85,348.995,344.092,348.009,1998664.0
2022-12-09,345.264,349.595,344.233,345.69,2301173.0
2022-12-10,345.264,349.595,344.233,345.69,2301173.0
