,CAT US Equity,CAT US Equity,CAT US Equity,CAT US Equity,CAT US Equity
2022-07-04,171.9114,173.8385,166.5521,170.9335,3423158.0
2022-07-05,166.6,167.2232,163.556,166.5904,3725409.0
2022-07-06,166.322,167.4629,162.3048,165.2002,3190582.0
2022-07-07,174.9698,174.9698,169.0545,172.8414,4677626.0
2022-07-08,172.7934,173.7618,169.1119,171.7101,2491087.0
2022-07-09,172.7934,173.7618,169.1119,171.7101,2491087.0
2022-07-10,172.7934,173.7618,169.1119,171.7101,2491087.0
2022-07-11,170.0898,172.3524,167.4149,167.7984,2773877.0
2022-07-12,167.53,169.9268,165.4783,167.2903,2718396.0
2022-07-13,165.1427,168.0189,164.7688,166.6959,2389041.0
2022-07-14,162.7459,163.6567,160.186,162.928,2531232.0
2022-07-15,165.1427,166.2261,162.2186,166.2261,2282108.0
2022-07-16,165.1427,166.2261,162.2186,166.2261,2282108.0
2022-07-17,165.1427,166.2261,162.2186,166.2261,2282108.0
2022-07-18,168.8626,169.4091,165.5837,166.3316,2476409.0
2022-07-19,167.8859,173.4805,166.905,173.2826,2671398.0
2022-07-20,172.5971,174.5473,170.9414,173.746,2176090.0
2022-07-21,172.2496,174.8079,170.3767,174.7307,2214529.0
2022-07-22,175.2134,176.4781,171.2069,172.4427,1961489.0
2022-07-23,175.2134,176.4781,171.2069,172.4427,1961489.0
2022-07-24,175.2134,176.4781,171.2069,172.4427,1961489.0
2022-07-25,172.9736,176.285,171.6172,175.5223,1845604.0
2022-07-26,174.8948,177.2939,174.3349,174.9624,1767673.0
2022-07-27,176.594,179.7412,174.0839,178.8434,1856625.0
2022-07-28,180.388,182.9657,177.8297,181.3438,2229204.0
2022-07-29,182.6471,192.5909,182.5795,191.3938,5188148.0
2022-07-30,182.6471,192.5909,182.5795,191.3938,5188148.0
2022-07-31,182.6471,192.5909,182.5795,191.3938,5188148.0
2022-08-01,188.3334,190.3704,186.7115,188.121,3185132.0
2022-08-02,181.4983,182.9174,176.8257,177.1636,8193096.0
2022-08-03,176.9801,179.0268,175.3196,176.5457,4155892.0
2022-08-04,176.536,179.5009,174.8562,177.2891,2478858.0
2022-08-05,177.2311,179.664,176.8932,178.9785,1908521.0
2022-08-06,177.2311,179.664,176.8932,178.9785,1908521.0
2022-08-07,177.2311,179.664,176.8932,178.9785,1908521.0
2022-08-08,180.3108,181.4983,177.7911,179.384,2655592.0
2022-08-09,179.5192,181.3824,178.7565,179.5964,2460002.0
2022-08-10,182.203,184.8965,180.9673,184.1242,2304657.0
2022-08-11,186.1612,188.8161,185.273,187.2908,2538990.0
2022-08-12,188.15,190.1581,187.0977,190.0326,1864797.0
2022-08-13,188.15,190.1581,187.0977,190.0326,1864797.0
2022-08-14,188.15,190.1581,187.0977,190.0326,1864797.0
2022-08-15,186.7115,189.7043,186.3929,189.1733,1752584.0
2022-08-16,188.5651,191.5386,188.2079,190.689,1959335.0
2022-08-17,188.2562,190.0905,187.1653,189.154,1576440.0
2022-08-18,190.2353,190.7952,188.4927,190.5249,1750888.0
2022-08-19,188.5168,190.3994,187.1073,188.8354,2003565.0
2022-08-20,188.5168,190.3994,187.1073,188.8354,2003565.0
2022-08-21,188.5168,190.3994,187.1073,188.8354,2003565.0
2022-08-22,186.4315,187.2232,184.9267,185.1282,2008855.0
2022-08-23,186.084,191.2876,185.8233,190.3898,2445082.0
2022-08-24,190.7277,191.8089,186.7598,187.4452,2503442.0
2022-08-25,188.7292,192.031,187.8411,192.002,1888732.0
2022-08-26,192.504,193.4383,185.0993,185.2827,2560386.0
2022-08-27,192.504,193.4383,185.0993,185.2827,2560386.0
2022-08-28,192.504,193.4383,185.0993,185.2827,2560386.0
2022-08-29,183.4291,186.4885,182.4637,185.1475,1996590.0
2022-08-30,184.8772,185.3213,178.2085,180.4749,2691218.0
2022-08-31,180.1757,181.5562,178.1193,178.3221,2656561.0
2022-09-01,175.9664,176.8739,173.8715,176.1306,2686280.0
2022-09-02,178.4572,179.3164,173.6301,174.5762,2185474.0
2022-09-03,178.4572,179.3164,173.6301,174.5762,2185474.0
2022-09-04,178.4572,179.3164,173.6301,174.5762,2185474.0
2022-09-05,178.4572,179.3164,173.6301,174.5762,2185474.0
2022-09-06,176.5746,177.3084,173.3791,174.4121,2141693.0
2022-09-07,172.9157,175.5498,172.0275,174.6052,2167029.0
2022-09-08,173.466,176.9415,171.9213,176.816,2245727.0
2022-09-09,181.0638,183.1974,180.7404,182.9367,2279841.0
2022-09-10,181.0638,183.1974,180.7404,182.9367,2279841.0
2022-09-11,181.0638,183.1974,180.7404,182.9367,2279841.0
2022-09-12,184.2497,186.0357,184.018,185.7461,1937224.0
2022-09-13,181.3535,183.4774,177.1539,177.9359,2207621.0
2022-09-14,177.5594,178.7372,175.5803,178.2641,2295076.0
2022-09-15,178.2834,180.0896,175.3968,176.1788,1933126.0
2022-09-16,173.7749,174.1032,171.6172,173.2633,5088335.0
2022-09-17,173.7749,174.1032,171.6172,173.2633,5088335.0
2022-09-18,173.7749,174.1032,171.6172,173.2633,5088335.0
2022-09-19,171.12,176.4105,170.6856,175.812,2923828.0
2022-09-20,174.3445,174.47,170.2135,171.8345,2512363.0
2022-09-21,173.0798,174.248,165.9358,166.0033,4061902.0
2022-09-22,166.7274,168.581,164.4007,164.6518,2508351.0
2022-09-23,162.8271,163.5801,156.1368,158.56,4047222.0
2022-09-24,162.8271,163.5801,156.1368,158.56,4047222.0
2022-09-25,162.8271,163.5801,156.1368,158.56,4047222.0
2022-09-26,158.3283,160.1142,156.6098,156.996,3213409.0
2022-09-27,158.7724,158.8766,155.0459,156.8222,2753514.0
2022-09-28,158.811,162.6533,157.8842,161.9582,3694755.0
2022-09-29,159.9695,160.8287,157.8842,160.1626,3518214.0
2022-09-30,160.1529,161.9776,158.2221,158.4055,2963239.0
2022-10-01,160.1529,161.9776,158.2221,158.4055,2963239.0
2022-10-02,160.1529,161.9776,158.2221,158.4055,2963239.0
2022-10-03,161.6397,167.3694,160.3074,165.3082,3444727.0
2022-10-04,168.2721,173.9584,168.1852,173.4177,4008183.0
2022-10-05,171.0235,174.0259,170.5783,172.211,3067477.0
2022-10-06,171.2745,174.721,170.7725,172.6261,2415113.0
2022-10-07,170.6084,172.7661,169.083,171.4097,2759237.0
2022-10-08,170.6084,172.7661,169.083,171.4097,2759237.0
2022-10-09,170.6084,172.7661,169.083,171.4097,2759237.0
2022-10-10,173.5915,174.8948,169.9809,172.4909,2634055.0
2022-10-11,170.7049,176.7484,170.5601,173.5336,2542475.0
2022-10-12,173.2729,174.8562,172.5971,173.2922,2260826.0
2022-10-13,167.7411,178.5538,166.7322,176.8063,3745930.0
2022-10-14,177.3953,177.9552,171.3904,172.0275,2830734.0
2022-10-15,177.3953,177.9552,171.3904,172.0275,2830734.0
2022-10-16,177.3953,177.9552,171.3904,172.0275,2830734.0
2022-10-17,175.9954,177.9359,173.0026,174.5473,2940176.0
2022-10-18,178.5055,179.1137,174.6535,177.2022,2674034.0
2022-10-19,176.6133,179.2778,175.7058,178.0324,2088798.0
2022-10-20,178.1579,179.3164,174.219,174.2963,2953856.0
2022-10-21,174.6753,185.055,174.17,184.8703,3483823.0
2022-10-22,174.6753,185.055,174.17,184.8703,3483823.0
2022-10-23,174.6753,185.055,174.17,184.8703,3483823.0
2022-10-24,183.3445,186.7363,183.1501,185.92,2919594.0
2022-10-25,184.9384,190.1671,183.6069,189.3604,2545049.0
2022-10-26,192.7231,193.9671,189.098,191.4208,3547951.0
2022-10-27,204.2398,211.0235,201.538,206.1739,7872157.0
2022-10-28,206.5237,213.3269,205.27,213.1714,5161042.0
2022-10-29,206.5237,213.3269,205.27,213.1714,5161042.0
2022-10-30,206.5237,213.3269,205.27,213.1714,5161042.0
2022-10-31,209.2839,212.7134,208.9631,210.3724,3786144.0
2022-11-01,212.4813,213.2964,210.6153,212.355,2717516.0
2022-11-02,211.4803,215.4612,207.9135,208.5064,3150919.0
2022-11-03,205.5907,215.5525,205.4139,213.0936,3570445.0
2022-11-04,217.7198,223.2692,217.3116,221.442,4973751.0
2022-11-05,217.7198,223.2692,217.3116,221.442,4973751.0
2022-11-06,217.7198,223.2692,217.3116,221.442,4973751.0
2022-11-07,221.5878,222.686,216.4077,222.1807,3405597.0
2022-11-08,222.1807,226.0876,220.2952,223.3469,3676620.0
2022-11-09,219.7121,222.6909,218.7328,219.197,6248284.0
2022-11-10,225.6891,226.0487,219.9648,225.9127,4590846.0
2022-11-11,226.4472,231.6953,225.4737,229.839,3585442.0
2022-11-12,226.4472,231.6953,225.4737,229.839,3585442.0
2022-11-13,226.4472,231.6953,225.4737,229.839,3585442.0
2022-11-14,229.3628,233.1046,227.905,229.8488,3217733.0
2022-11-15,230.4319,232.6672,226.1994,227.9925,3371100.0
2022-11-16,227.4191,228.0605,224.3455,225.8835,3061954.0
2022-11-17,221.3448,224.0467,219.1678,223.9592,3257638.0
2022-11-18,224.3577,225.3198,221.2282,224.9214,2868714.0
2022-11-19,224.3577,225.3198,221.2282,224.9214,2868714.0
2022-11-20,224.3577,225.3198,221.2282,224.9214,2868714.0
2022-11-21,225.038,227.0984,221.8502,225.6405,2522619.0
2022-11-22,227.4191,230.8012,226.7971,230.5874,2523669.0
2022-11-23,230.947,232.8907,228.9838,230.257,2311283.0
2022-11-24,230.947,232.8907,228.9838,230.257,2311283.0
2022-11-25,230.3347,230.8109,228.5756,229.0713,1034795.0
2022-11-26,230.3347,230.8109,228.5756,229.0713,1034795.0
2022-11-27,230.3347,230.8109,228.5756,229.0713,1034795.0
2022-11-28,227.3608,228.3472,225.0574,225.7669,2862337.0
2022-11-29,226.7388,229.1004,225.038,228.5076,2277925.0
2022-11-30,229.2656,230.1015,224.2994,229.7613,3849956.0
2022-12-01,230.2375,230.3347,225.417,229.0615,2504686.0
2022-12-02,227.3122,231.7634,227.0206,229.4892,2218271.0
2022-12-03,227.3122,231.7634,227.0206,229.4892,2218271.0
2022-12-04,227.3122,231.7634,227.0206,229.4892,2218271.0
2022-12-05,228.1966,229.2754,225.728,226.0293,2064513.0
2022-12-06,226.0487,226.4958,219.2164,221.8697,3633800.0
2022-12-07,220.6159,223.3761,219.4303,222.5403,3044194.0
2022-12-08,224.416,225.9613,223.0845,224.4257,2189369.0
2022-12-09,225.4753,226.2625,220.8006,220.8978,2256976.0
2022-12-10,225.4753,226.2625,220.8006,220.8978,2256976.0
2022-12-11,225.4753,226.2625,220.8006,220.8978,2256976.0
2022-12-12,221.1505,226.836,220.6354,226.5055,2709227.0
2022-12-13,231.1316,231.2288,225.6017,228.8672,2945191.0
2022-12-14,229.4211,231.5204,226.5638,227.8856,3513780.0
2022-12-15,225.6308,226.3792,221.3157,224.173,2953761.0
2022-12-16,222.2001,226.6562,221.6364,226.1751,7610743.0
2022-12-17,222.2001,226.6562,221.6364,226.1751,7610743.0
2022-12-18,222.2001,226.6562,221.6364,226.1751,7610743.0
2022-12-19,227.3219,230.2667,224.4354,225.7572,2622367.0
2022-12-20,225.9029,229.0907,225.3393,228.527,2649895.0
2022-12-21,230.9761,235.1067,230.9761,234.9317,4143626.0
2022-12-22,233.3961,234.0278,226.4861,230.8595,3129995.0
2022-12-23,230.2861,233.7751,229.8488,233.124,1960066.0
2022-12-24,230.2861,233.7751,229.8488,233.124,1960066.0
2022-12-25,230.2861,233.7751,229.8488,233.124,1960066.0
2022-12-26,230.2861,233.7751,229.8488,233.124,1960066.0
2022-12-27,233.9209,238.1583,232.9804,236.302,3381464.0
2022-12-28,236.302,236.9629,231.5738,232.6478,2269966.0
2022-12-29,234.4263,234.8151,231.569,233.4447,1652542.0
2022-12-30,232.6575,233.4058,231.015,232.8227,1521214.0
2022-12-31,232.6575,233.4058,231.015,232.8227,1521214.0
2023-01-01,232.6575,233.4058,231.015,232.8227,1521214.0
2023-01-02,232.6575,233.4058,231.015,232.8227,1521214.0
2023-01-03,233.9112,233.9112,229.5572,232.1618,2651884.0
2023-01-04,233.2503,235.3204,231.8411,234.5721,2387868.0
2023-01-05,233.7654,234.7422,230.879,233.5225,2355923.0
2023-01-06,236.0591,242.8816,235.4273,241.8612,3945070.0
2023-01-07,236.0591,242.8816,235.4273,241.8612,3945070.0
2023-01-08,236.0591,242.8816,235.4273,241.8612,3945070.0
2023-01-09,242.0069,243.9118,239.0816,239.6842,3417307.0
2023-01-10,240.0049,243.7855,239.5189,243.4648,3011934.0
2023-01-11,244.4172,244.8059,240.175,243.6786,2402410.0
2023-01-12,244.9129,250.1414,243.9507,247.8965,3881458.0
2023-01-13,249.5779,251.3029,248.052,251.1912,3067830.0
2023-01-14,249.5779,251.3029,248.052,251.1912,3067830.0
2023-01-15,249.5779,251.3029,248.052,251.1912,3067830.0
2023-01-16,249.5779,251.3029,248.052,251.1912,3067830.0
2023-01-17,251.5799,253.1738,248.7372,249.053,4100061.0
2023-01-18,250.0444,251.6284,244.9809,245.7098,3361371.0
2023-01-19,244.5965,245.3484,238.5616,239.9776,4885201.0
2023-01-20,241.0712,244.0496,239.0108,243.8445,2964106.0
2023-01-21,241.0712,244.0496,239.0108,243.8445,2964106.0
2023-01-22,241.0712,244.0496,239.0108,243.8445,2964106.0
2023-01-23,244.8601,247.7213,243.4149,246.7643,2610238.0
2023-01-24,246.9401,252.9626,243.8836,251.559,3505069.0
2023-01-25,248.5513,253.097,248.3463,252.3695,2424912.0
2023-01-26,253.8928,256.0998,250.8572,255.963,2677234.0
2023-01-27,256.2951,259.791,255.963,258.3262,2782988.0
2023-01-28,256.2951,259.791,255.963,258.3262,2782988.0
2023-01-29,256.2951,259.791,255.963,258.3262,2782988.0
2023-01-30,257.1544,258.7753,255.1721,255.3576,3426868.0
2023-01-31,250.9633,251.3441,240.6221,246.3639,10992111.0
2023-02-01,245.8366,246.7643,239.5479,243.6785,6022012.0
2023-02-02,243.4735,243.6688,236.1203,239.1475,6130329.0
2023-02-03,238.2687,245.0554,237.416,241.9403,4134653.0
2023-02-04,238.2687,245.0554,237.416,241.9403,4134653.0
2023-02-05,238.2687,245.0554,237.416,241.9403,4134653.0
2023-02-06,242.2821,246.2175,242.1747,245.5144,3528766.0
2023-02-07,244.6648,246.0808,239.5872,243.7957,3467883.0
2023-02-08,242.2724,245.6511,241.2763,243.0243,2300252.0
2023-02-09,244.1277,246.0515,239.7139,240.4951,2464903.0
2023-02-10,240.4951,242.7899,238.8936,241.8525,2820453.0
2023-02-11,240.4951,242.7899,238.8936,241.8525,2820453.0
2023-02-12,240.4951,242.7899,238.8936,241.8525,2820453.0
2023-02-13,237.7804,242.5458,236.9504,242.3212,3068116.0
2023-02-14,241.208,241.5009,235.9739,238.6202,2512857.0
2023-02-15,238.464,242.9266,237.5119,242.8583,2399236.0
2023-02-16,240.7099,242.6923,238.7764,240.7295,1934871.0
2023-02-17,242.038,244.9675,239.8604,241.9696,3759290.0
2023-02-18,242.038,244.9675,239.8604,241.9696,3759290.0
2023-02-19,242.038,244.9675,239.8604,241.9696,3759290.0
2023-02-20,242.038,244.9675,239.8604,241.9696,3759290.0
2023-02-21,238.7569,242.1747,234.1185,235.0559,3105908.0
2023-02-22,235.5247,236.5402,230.8667,232.3022,3145185.0
2023-02-23,235.0169,235.1728,230.066,232.3608,3218961.0
2023-02-24,229.7047,231.1304,227.5466,230.6226,2105656.0
2023-02-25,229.7047,231.1304,227.5466,230.6226,2105656.0
2023-02-26,229.7047,231.1304,227.5466,230.6226,2105656.0
2023-02-27,233.4838,235.5833,233.1127,234.3431,1721039.0
2023-02-28,235.2805,235.4368,233.1029,233.9232,2647745.0
2023-03-01,236.3254,243.8348,235.8957,242.829,4117683.0
2023-03-02,240.7197,246.5592,240.3486,246.2565,2678457.0
2023-03-03,246.4616,249.4009,244.0398,249.313,2314730.0
2023-03-04,246.4616,249.4009,244.0398,249.313,2314730.0
2023-03-05,246.4616,249.4009,244.0398,249.313,2314730.0
2023-03-06,249.645,249.6938,245.6706,248.0142,2317075.0
2023-03-07,248.0826,248.7662,240.1728,240.3584,3018405.0
2023-03-08,242.1649,245.2117,240.9541,242.8778,2068605.0
2023-03-09,243.1024,244.2547,234.9534,235.3001,2518845.0
2023-03-10,230.7593,232.5365,220.4962,221.6777,5767526.0
2023-03-11,230.7593,232.5365,220.4962,221.6777,5767526.0
2023-03-12,230.7593,232.5365,220.4962,221.6777,5767526.0
2023-03-13,217.3518,222.9667,216.3362,219.422,4885063.0
2023-03-14,223.6112,224.1971,216.9807,220.3692,3754946.0
2023-03-15,214.2465,215.988,207.5769,212.1568,5471675.0
2023-03-16,210.6041,214.6469,208.3093,213.5727,3555109.0
2023-03-17,212.2935,212.2935,206.4637,209.9596,7203047.0
2023-03-18,212.2935,212.2935,206.4637,209.9596,7203047.0
2023-03-19,212.2935,212.2935,206.4637,209.9596,7203047.0
2023-03-20,212.2446,216.6585,211.3951,215.1351,3464160.0
2023-03-21,218.797,220.6915,218.3576,219.6368,3074835.0
2023-03-22,219.881,221.2676,214.6957,214.7836,2930156.0
2023-03-23,215.3304,220.0079,212.4895,214.2856,2957536.0
2023-03-24,211.7564,212.3228,208.1335,211.9126,2977746.0
2023-03-25,211.7564,212.3228,208.1335,211.9126,2977746.0
2023-03-26,211.7564,212.3228,208.1335,211.9126,2977746.0
2023-03-27,209.8815,213.8168,208.8952,212.8794,3209536.0
2023-03-28,213.0259,215.3792,212.5962,214.9886,1801975.0
2023-03-29,217.508,217.9768,216.298,217.7619,1857436.0
2023-03-30,219.7638,221.0274,218.7287,219.2658,1921317.0
2023-03-31,221.0625,223.6747,219.6173,223.4648,2746909.0
2023-04-01,221.0625,223.6747,219.6173,223.4648,2746909.0
2023-04-02,221.0625,223.6747,219.6173,223.4648,2746909.0
2023-04-03,224.6073,228.3571,223.4843,224.4706,2242533.0
2023-04-04,223.5233,224.0995,211.1705,212.3423,4282098.0
2023-04-05,211.1217,212.7613,206.5809,208.5144,4265252.0
2023-04-06,207.6746,207.9968,204.0322,204.2568,4180062.0
2023-04-07,207.6746,207.9968,204.0322,204.2568,4180062.0
2023-04-08,207.6746,207.9968,204.0322,204.2568,4180062.0
2023-04-09,207.6746,207.9968,204.0322,204.2568,4180062.0
2023-04-10,205.2821,211.0142,204.4033,210.4674,3838965.0
2023-04-11,211.0924,217.6643,211.0924,215.4183,3882026.0
2023-04-12,216.9319,217.9719,214.725,215.3207,2385141.0
2023-04-13,214.7738,216.9612,211.5709,216.4632,2909059.0
2023-04-14,217.7522,220.5255,216.2386,218.426,2246904.0
2023-04-15,217.7522,220.5255,216.2386,218.426,2246904.0
2023-04-16,217.7522,220.5255,216.2386,218.426,2246904.0
2023-04-17,219.7247,221.5899,219.0314,219.9493,1751839.0
2023-04-18,220.2618,222.1562,218.797,219.9103,2567096.0
2023-04-19,219.5197,219.8614,217.1858,219.3732,2078502.0
2023-04-20,217.1956,218.9533,215.7406,217.0491,2826825.0
2023-04-21,216.6564,216.9706,213.544,216.2637,2712742.0
2023-04-22,216.6564,216.9706,213.544,216.2637,2712742.0
2023-04-23,216.6564,216.9706,213.544,216.2637,2712742.0
2023-04-24,216.5189,219.6166,216.5189,219.3662,2790653.0
2023-04-25,218.3157,219.1687,214.3,214.6535,2505596.0
2023-04-26,213.7699,216.3815,212.1891,212.2579,3254731.0
2023-04-27,206.6517,212.1499,200.3289,210.4317,7711149.0
2023-04-28,209.3615,216.5435,209.1259,214.8204,4669549.0
2023-04-29,209.3615,216.5435,209.1259,214.8204,4669549.0
2023-04-30,209.3615,216.5435,209.1259,214.8204,4669549.0
2023-05-01,215.3525,217.9229,212.5917,213.3182,2876412.0
2023-05-02,213.1611,213.1611,206.7597,211.2368,2857991.0
2023-05-03,211.7179,215.1837,210.9521,211.7179,2635075.0
2023-05-04,212.1204,212.9844,205.5226,206.5535,3211007.0
2023-05-05,209.7052,211.7572,208.5368,211.1779,2716550.0
2023-05-06,209.7052,211.7572,208.5368,211.1779,2716550.0
2023-05-07,209.7052,211.7572,208.5368,211.1779,2716550.0
2023-05-08,212.5033,214.143,209.7444,210.8833,2414108.0
2023-05-09,209.8524,211.4761,208.095,209.607,4111863.0
2023-05-10,211.5117,212.0615,206.367,209.2928,2446106.0
2023-05-11,205.1986,206.4554,204.6243,206.2099,3263278.0
2023-05-12,207.8594,208.6841,204.1481,205.7288,2172580.0
2023-05-13,207.8594,208.6841,204.1481,205.7288,2172580.0
2023-05-14,207.8594,208.6841,204.1481,205.7288,2172580.0
2023-05-15,206.4848,209.4253,205.3459,207.447,1925794.0
2023-05-16,206.2296,206.4406,203.2841,203.4314,2771733.0
2023-05-17,205.4736,209.9457,204.855,208.2423,2897517.0
2023-05-18,207.1623,211.7375,206.4063,210.8146,2643586.0
2023-05-19,215.4684,215.89,209.0768,210.8735,4402093.0
2023-05-20,215.4684,215.89,209.0768,210.8735,4402093.0
2023-05-21,215.4684,215.89,209.0768,210.8735,4402093.0
2023-05-22,210.3532,213.2102,208.0361,210.363,2540614.0
2023-05-23,209.3223,211.3448,207.5059,208.8412,2298512.0
2023-05-24,207.9575,208.6154,205.4146,205.8859,2963968.0
2023-05-25,205.8761,207.933,204.8059,206.1608,2243773.0
2023-05-26,207.8888,209.4008,206.3817,207.9477,1973881.0
2023-05-27,207.8888,209.4008,206.3817,207.9477,1973881.0
2023-05-28,207.8888,209.4008,206.3817,207.9477,1973881.0
2023-05-29,207.8888,209.4008,206.3817,207.9477,1973881.0
2023-05-30,207.339,209.0179,204.4623,206.0823,2885893.0
2023-05-31,205.3263,206.9463,201.8605,202.0078,5936977.0
2023-06-01,203.9027,206.7401,202.2925,205.2674,2989150.0
2023-06-02,211.0404,223.6371,210.1175,222.508,8358196.0
2023-06-03,211.0404,223.6371,210.1175,222.508,8358196.0
2023-06-04,211.0404,223.6371,210.1175,222.508,8358196.0
2023-06-05,222.8614,223.4407,216.7349,218.4237,3901238.0
2023-06-06,217.8247,224.1182,217.4222,222.5571,3230095.0
2023-06-07,223.6665,232.061,222.1644,231.2658,5586408.0
2023-06-08,230.2741,231.9825,227.525,230.1858,3548041.0
2023-06-09,231.413,231.521,227.2207,230.7552,2489663.0
2023-06-10,231.413,231.521,227.2207,230.7552,2489663.0
2023-06-11,231.413,231.521,227.2207,230.7552,2489663.0
2023-06-12,230.9516,234.5401,229.0764,233.573,3645004.0
2023-06-13,235.7134,242.1933,235.3206,240.9759,4335106.0
2023-06-14,242.3111,243.8035,237.1763,238.8944,3122386.0
2023-06-15,239.5621,243.8606,239.0515,243.1653,2743898.0
2023-06-16,244.8638,246.3267,240.5144,240.809,5261185.0
2023-06-17,244.8638,246.3267,240.5144,240.809,5261185.0
2023-06-18,244.8638,246.3267,240.5144,240.809,5261185.0
2023-06-19,244.8638,246.3267,240.5144,240.809,5261185.0
2023-06-20,237.9224,238.7913,236.1748,236.7639,2980704.0
2023-06-21,234.4959,240.7991,233.7019,237.0879,2892473.0
2023-06-22,235.8606,236.597,231.6585,233.0232,2423665.0
2023-06-23,230.1759,231.5701,227.0734,230.1759,3354027.0
2023-06-24,230.1759,231.5701,227.0734,230.1759,3354027.0
2023-06-25,230.1759,231.5701,227.0734,230.1759,3354027.0
2023-06-26,231.1774,235.2642,230.8485,232.6403,1748332.0
2023-06-27,233.1606,236.4595,231.0399,236.3123,2283013.0
2023-06-28,234.9377,237.6475,233.5337,237.4708,2200056.0
2023-06-29,237.5395,242.3728,236.9799,239.7977,2070085.0
2023-06-30,242.0853,242.4431,239.4541,241.5748,2377993.0
2023-07-01,242.0853,242.4431,239.4541,241.5748,2377993.0
2023-07-02,242.0853,242.4431,239.4541,241.5748,2377993.0
2023-07-03,241.4766,243.8722,240.809,242.8315,1045746.0
2023-07-04,241.4766,243.8722,240.809,242.8315,1045746.0
2023-07-05,240.5439,242.9984,239.6782,240.377,1820710.0
2023-07-06,238.3348,239.4344,234.4959,236.2043,3081719.0
2023-07-07,235.8214,243.2929,235.7428,240.7206,2903972.0
2023-07-08,235.8214,243.2929,235.7428,240.7206,2903972.0
2023-07-09,235.8214,243.2929,235.7428,240.7206,2903972.0
2023-07-10,240.0628,244.8246,239.6504,244.2846,2771882.0
2023-07-11,245.2958,249.8416,245.2958,248.2511,3294783.0
2023-07-12,250.8431,252.954,246.8667,248.9875,2986445.0
2023-07-13,249.93,251.7954,248.1431,251.2063,1949520.0
2023-07-14,251.8151,251.8151,248.31,250.9707,1936998.0
2023-07-15,251.8151,251.8151,248.31,250.9707,1936998.0
2023-07-16,251.8151,251.8151,248.31,250.9707,1936998.0
2023-07-17,249.6453,254.142,247.4264,252.7772,2674932.0
2023-07-18,252.9442,259.3554,252.2569,259.0117,3833380.0
2023-07-19,256.6734,259.4163,256.2393,259.2486,2771896.0
2023-07-20,260.6497,261.8633,256.9694,257.6107,2102305.0
2023-07-21,258.2619,258.2718,254.0784,254.2166,2249852.0
2023-07-22,258.2619,258.2718,254.0784,254.2166,2249852.0
2023-07-23,258.2619,258.2718,254.0784,254.2166,2249852.0
2023-07-24,254.8579,258.9427,254.6606,255.9136,2195493.0
2023-07-25,256.6339,260.3635,255.9827,258.5678,2016647.0
2023-07-26,257.0582,259.0414,253.8219,254.8776,2622804.0
2023-07-27,255.519,257.6206,253.4002,254.8579,2284531.0
2023-07-28,256.4662,259.4755,255.5387,256.9595,2104855.0
2023-07-29,256.4662,259.4755,255.5387,256.9595,2104855.0
2023-07-30,256.4662,259.4755,255.5387,256.9595,2104855.0
2023-07-31,259.2486,261.6758,258.1731,261.6364,3576780.0
2023-08-01,269.1153,284.9317,266.8953,284.8035,11830412.0
2023-08-02,283.9155,289.9638,282.2776,283.7379,6290294.0
2023-08-03,281.7349,284.1029,277.3047,277.6994,4745711.0
2023-08-04,279.4261,279.7221,271.6906,272.7562,3888182.0
2023-08-05,279.4261,279.7221,271.6906,272.7562,3888182.0
2023-08-06,279.4261,279.7221,271.6906,272.7562,3888182.0
2023-08-07,273.4271,278.2026,272.2135,277.8967,2438200.0
2023-08-08,274.2954,280.1661,271.1183,279.1202,2519489.0
2023-08-09,280.8666,283.2939,280.097,280.7384,3088597.0
2023-08-10,280.6989,283.8267,277.4429,280.0378,2647229.0
2023-08-11,280.1562,282.2282,278.844,281.4192,1874273.0
2023-08-12,280.1562,282.2282,278.844,281.4192,1874273.0
2023-08-13,280.1562,282.2282,278.844,281.4192,1874273.0
2023-08-14,280.2746,281.7941,277.5218,280.7482,2194187.0
2023-08-15,278.7552,278.8736,273.358,273.6738,2593607.0
2023-08-16,273.3087,277.9559,270.4326,270.8519,2831256.0
2023-08-17,273.3284,275.8247,270.9999,271.5031,2534718.0
2023-08-18,269.3719,272.0162,267.4972,270.1514,2532964.0
2023-08-19,269.3719,272.0162,267.4972,270.1514,2532964.0
2023-08-20,269.3719,272.0162,267.4972,270.1514,2532964.0
2023-08-21,271.0887,272.5539,265.218,269.1153,2207586.0
2023-08-22,270.2895,270.4769,266.0764,266.5993,1669867.0
2023-08-23,266.698,270.1119,265.524,269.3916,1677971.0
2023-08-24,267.9807,271.0295,265.6127,265.7113,1433718.0
2023-08-25,267.9017,269.9738,265.2476,268.9279,1291666.0
2023-08-26,267.9017,269.9738,265.2476,268.9279,1291666.0
2023-08-27,267.9017,269.9738,265.2476,268.9279,1291666.0
2023-08-28,269.8554,273.3077,269.3965,271.1282,1550820.0
2023-08-29,271.3354,276.397,269.7863,276.2983,2065754.0
2023-08-30,276.2983,280.028,276.0813,278.5677,1431019.0
2023-08-31,279.8602,281.0097,277.0975,277.3837,2579127.0
2023-09-01,281.0048,283.2445,279.8701,282.4354,2336591.0
2023-09-02,281.0048,283.2445,279.8701,282.4354,2336591.0
2023-09-03,281.0048,283.2445,279.8701,282.4354,2336591.0
2023-09-04,281.0048,283.2445,279.8701,282.4354,2336591.0
