,UCBI US Equity,UCBI US Equity,UCBI US Equity,UCBI US Equity,UCBI US Equity
2020-02-03,24.7544,25.0355,24.7544,24.9872,433741.0
2020-02-04,25.2727,25.4572,25.1146,25.1585,349051.0
2020-02-05,25.4572,25.8612,25.3605,25.7558,263462.0
2020-02-06,25.9227,25.9754,25.5239,25.5538,246739.0
2020-02-07,25.3518,25.6504,25.1409,25.1848,242701.0
2020-02-08,25.3518,25.6504,25.1409,25.1848,242701.0
2020-02-09,25.3518,25.6504,25.1409,25.1848,242701.0
2020-02-10,25.0355,25.2815,25.0355,25.2815,155895.0
2020-02-11,25.343,25.5889,25.2024,25.2376,264607.0
2020-02-12,25.5011,25.5362,25.1717,25.3781,218892.0
2020-02-13,25.2551,25.5626,25.2376,25.5274,166850.0
2020-02-14,25.5099,25.5538,25.2288,25.3078,146294.0
2020-02-15,25.5099,25.5538,25.2288,25.3078,146294.0
2020-02-16,25.5099,25.5538,25.2288,25.3078,146294.0
2020-02-17,25.5099,25.5538,25.2288,25.3078,146294.0
2020-02-18,25.1409,25.2394,24.8598,24.9389,198567.0
2020-02-19,24.9916,25.1673,24.895,25.1585,237912.0
2020-02-20,25.1585,25.9315,24.974,25.914,572728.0
2020-02-21,25.8261,25.8261,25.2815,25.545,474159.0
2020-02-22,25.8261,25.8261,25.2815,25.545,474159.0
2020-02-23,25.8261,25.8261,25.2815,25.545,474159.0
2020-02-24,24.6841,24.9345,24.6666,24.7808,237201.0
2020-02-25,24.7456,24.8466,23.8672,23.955,413695.0
2020-02-26,24.1483,24.3855,23.4851,23.5158,378058.0
2020-02-27,23.0942,23.8496,22.6022,22.6374,533025.0
2020-02-28,21.9171,22.4441,21.3549,21.7589,588172.0
2020-02-29,21.9171,22.4441,21.3549,21.7589,588172.0
2020-03-01,21.9171,22.4441,21.3549,21.7589,588172.0
2020-03-02,21.7677,22.936,21.6008,22.8833,384096.0
2020-03-03,22.7691,23.4192,22.0225,22.2684,443748.0
2020-03-04,22.532,22.6901,21.8819,22.6198,691955.0
2020-03-05,22.0225,22.2157,20.7927,21.1177,975587.0
2020-03-06,20.1953,21.1177,19.8879,20.3359,572892.0
2020-03-07,20.1953,21.1177,19.8879,20.3359,572892.0
2020-03-08,20.1953,21.1177,19.8879,20.3359,572892.0
2020-03-09,18.5878,18.5878,16.6113,16.6728,573954.0
2020-03-10,17.7357,18.5175,16.8572,18.3945,822576.0
2020-03-11,17.683,17.9553,16.5059,16.8221,548035.0
2020-03-12,15.2233,16.4795,14.749,15.3288,773139.0
2020-03-13,16.4915,17.2282,15.3554,17.1838,537053.0
2020-03-14,16.4915,17.2282,15.3554,17.1838,537053.0
2020-03-15,16.4915,17.2282,15.3554,17.1838,537053.0
2020-03-16,15.5063,16.03,14.7429,15.1069,722826.0
2020-03-17,15.4086,17.53,14.4767,17.5122,742562.0
2020-03-18,16.2607,19.1188,16.0655,18.1868,1728388.0
2020-03-19,17.7608,19.9265,17.4501,18.1691,1196846.0
2020-03-20,18.3555,18.6439,16.1631,16.3317,1523280.0
2020-03-21,18.3555,18.6439,16.1631,16.3317,1523280.0
2020-03-22,18.3555,18.6439,16.1631,16.3317,1523280.0
2020-03-23,16.4738,16.4738,13.9441,14.166,655078.0
2020-03-24,15.0447,15.6572,14.7518,15.382,615345.0
2020-03-25,15.6838,16.243,14.7296,15.6749,721916.0
2020-03-26,15.8169,17.3791,15.7329,17.2371,402902.0
2020-03-27,16.3495,17.1395,16.2164,16.6513,442149.0
2020-03-28,16.3495,17.1395,16.2164,16.6513,442149.0
2020-03-29,16.3495,17.1395,16.2164,16.6513,442149.0
2020-03-30,16.8199,17.2726,16.2874,16.8199,525156.0
2020-03-31,16.5625,16.6912,15.8436,16.2519,529379.0
2020-04-01,15.3554,15.8968,14.9648,15.8169,683016.0
2020-04-02,15.5418,17.1306,15.5418,16.7844,569470.0
2020-04-03,16.5803,16.9353,15.098,15.5152,633719.0
2020-04-04,16.5803,16.9353,15.098,15.5152,633719.0
2020-04-05,16.5803,16.9353,15.098,15.5152,633719.0
2020-04-06,16.4116,16.9619,16.0922,16.6069,392814.0
2020-04-07,17.4057,17.5211,16.2874,16.5359,593074.0
2020-04-08,16.8732,17.348,16.5891,17.1661,583428.0
2020-04-09,17.7785,18.7194,17.2282,18.5596,685049.0
2020-04-10,17.7785,18.7194,17.2282,18.5596,685049.0
2020-04-11,17.7785,18.7194,17.2282,18.5596,685049.0
2020-04-12,17.7785,18.7194,17.2282,18.5596,685049.0
2020-04-13,18.4531,18.6306,17.2903,17.459,374334.0
2020-04-14,17.8584,18.2223,16.8643,17.1395,442430.0
2020-04-15,16.2341,16.2962,15.5595,15.666,514081.0
2020-04-16,15.6305,15.7903,14.8051,15.2489,679932.0
2020-04-17,15.5862,16.6868,15.5862,16.5891,357505.0
2020-04-18,15.5862,16.6868,15.5862,16.5891,357505.0
2020-04-19,15.5862,16.6868,15.5862,16.5891,357505.0
2020-04-20,16.03,16.9797,15.7371,16.3584,324467.0
2020-04-21,15.7015,16.1631,15.4264,15.8258,303321.0
2020-04-22,15.9945,16.3495,15.3509,15.6039,752571.0
2020-04-23,15.4974,16.3317,15.4441,15.7814,451022.0
2020-04-24,15.9945,16.3495,15.8081,16.1808,341253.0
2020-04-25,15.9945,16.3495,15.8081,16.1808,341253.0
2020-04-26,15.9945,16.3495,15.8081,16.1808,341253.0
2020-04-27,16.5093,17.6986,16.3229,17.5655,310542.0
2020-04-28,18.2134,18.8614,17.9028,18.6306,751998.0
2020-04-29,19.2342,19.9975,18.8791,19.5715,464326.0
2020-04-30,18.9058,19.1099,18.4708,18.7682,411410.0
2020-05-01,18.2046,18.3466,17.5122,17.8051,365925.0
2020-05-02,18.2046,18.3466,17.5122,17.8051,365925.0
2020-05-03,18.2046,18.3466,17.5122,17.8051,365925.0
2020-05-04,17.4412,17.5389,16.8998,17.3924,709662.0
2020-05-05,18.0803,18.0803,16.6868,16.7667,475073.0
2020-05-06,16.8643,16.8643,15.595,15.6483,880506.0
2020-05-07,15.9856,16.1631,15.6039,15.666,1332218.0
2020-05-08,16.0655,16.6246,15.8968,16.598,683615.0
2020-05-09,16.0655,16.6246,15.8968,16.598,683615.0
2020-05-10,16.0655,16.6246,15.8968,16.598,683615.0
2020-05-11,16.2164,16.4885,15.3554,16.0477,883200.0
2020-05-12,16.1631,16.3317,15.311,15.3376,912770.0
2020-05-13,15.169,15.1956,13.8021,14.0773,660381.0
2020-05-14,13.7843,14.3435,13.2695,14.166,674881.0
2020-05-15,13.9796,14.1749,13.7755,14.0861,1015004.0
2020-05-16,13.9796,14.1749,13.7755,14.0861,1015004.0
2020-05-17,13.9796,14.1749,13.7755,14.0861,1015004.0
2020-05-18,15.0092,15.6838,14.8495,15.4797,646853.0
2020-05-19,15.3288,15.5063,14.814,14.8228,475370.0
2020-05-20,15.1157,16.3584,15.1157,16.2874,620555.0
2020-05-21,16.2696,16.5536,16.1187,16.2874,473335.0
2020-05-22,16.4649,16.5181,15.6838,15.9323,317164.0
2020-05-23,16.4649,16.5181,15.6838,15.9323,317164.0
2020-05-24,16.4649,16.5181,15.6838,15.9323,317164.0
2020-05-25,16.4649,16.5181,15.6838,15.9323,317164.0
2020-05-26,16.7489,17.4324,16.7312,17.2992,545234.0
2020-05-27,18.1602,18.604,17.6986,18.4975,530684.0
2020-05-28,18.8969,18.8969,17.53,17.8229,397202.0
2020-05-29,17.4412,17.4856,16.8909,17.3525,419893.0
2020-05-30,17.4412,17.4856,16.8909,17.3525,419893.0
2020-05-31,17.4412,17.4856,16.8909,17.3525,419893.0
2020-06-01,17.53,17.8584,17.3081,17.317,572621.0
2020-06-02,17.5655,17.8229,16.9264,17.0773,340936.0
2020-06-03,17.5655,18.4886,17.5655,18.1691,449368.0
2020-06-04,17.8318,18.746,17.7164,18.6572,577477.0
2020-06-05,20.2638,21.0981,19.6957,20.1928,738086.0
2020-06-06,20.2638,21.0981,19.6957,20.1928,738086.0
2020-06-07,20.2638,21.0981,19.6957,20.1928,738086.0
2020-06-08,20.4946,21.6129,20.3525,20.6543,479176.0
2020-06-09,19.8555,20.6455,19.6602,20.2549,371829.0
2020-06-10,20.0596,20.0596,18.6129,18.675,439315.0
2020-06-11,17.3436,17.7075,16.9176,17.0019,648693.0
2020-06-12,18.0009,18.0009,16.9436,17.5977,506076.0
2020-06-13,18.0009,18.0009,16.9436,17.5977,506076.0
2020-06-14,18.0009,18.0009,16.9436,17.5977,506076.0
2020-06-15,16.7196,18.1197,16.6569,17.7769,413836.0
2020-06-16,18.6819,18.9238,17.8934,18.5475,542120.0
2020-06-17,18.5654,18.6461,17.6873,17.6918,532136.0
2020-06-18,17.4992,18.4445,17.4992,17.8934,396874.0
2020-06-19,17.6425,18.4621,17.2304,17.8665,1078998.0
2020-06-20,17.6425,18.4621,17.2304,17.8665,1078998.0
2020-06-21,17.6425,18.4621,17.2304,17.8665,1078998.0
2020-06-22,17.6156,17.8934,17.32,17.6246,567100.0
2020-06-23,18.0009,18.216,17.4364,17.5529,346894.0
2020-06-24,17.2124,17.4006,16.5673,16.6838,331537.0
2020-06-25,16.5315,17.3737,16.4508,17.3468,509104.0
2020-06-26,16.9436,16.9436,16.0745,16.3881,937658.0
2020-06-27,16.9436,16.9436,16.0745,16.3881,937658.0
2020-06-28,16.9436,16.9436,16.0745,16.3881,937658.0
2020-06-29,16.7107,17.6784,16.6838,17.544,405634.0
2020-06-30,17.526,18.1981,17.4454,18.0278,504815.0
2020-07-01,18.1443,18.2787,16.854,16.9795,547248.0
2020-07-02,17.544,17.7411,16.6927,16.7644,376623.0
2020-07-03,17.544,17.7411,16.6927,16.7644,376623.0
2020-07-04,17.544,17.7411,16.6927,16.7644,376623.0
2020-07-05,17.544,17.7411,16.6927,16.7644,376623.0
2020-07-06,17.4006,17.4364,16.5046,16.7107,419162.0
2020-07-07,16.4956,16.7107,15.9177,16.0566,498781.0
2020-07-08,15.9759,16.3075,15.4294,15.967,500956.0
2020-07-09,15.8595,15.8684,15.1158,15.3756,448180.0
2020-07-10,15.3666,16.0745,15.3666,16.0297,347159.0
2020-07-11,15.3666,16.0745,15.3666,16.0297,347159.0
2020-07-12,15.3666,16.0745,15.3666,16.0297,347159.0
2020-07-13,16.2627,16.6748,15.7519,16.2985,311801.0
2020-07-14,16.1372,16.3343,15.6265,15.8953,385107.0
2020-07-15,16.3254,16.9795,16.3254,16.8451,408423.0
2020-07-16,16.6569,17.1945,16.4508,16.854,221924.0
2020-07-17,16.7734,16.9347,16.2447,16.3164,256568.0
2020-07-18,16.7734,16.9347,16.2447,16.3164,256568.0
2020-07-19,16.7734,16.9347,16.2447,16.3164,256568.0
2020-07-20,16.1731,16.2179,15.7071,15.8236,336537.0
2020-07-21,16.0745,17.1587,15.5638,17.0243,570932.0
2020-07-22,16.3612,17.0153,16.3343,16.8182,367110.0
2020-07-23,16.8899,17.302,16.6883,17.0064,392224.0
2020-07-24,16.9526,17.2304,16.7196,16.7286,383773.0
2020-07-25,16.9526,17.2304,16.7196,16.7286,383773.0
2020-07-26,16.9526,17.2304,16.7196,16.7286,383773.0
2020-07-27,16.7286,16.7286,16.2716,16.3075,526071.0
2020-07-28,16.191,16.4508,16.1551,16.2716,441518.0
2020-07-29,16.2627,16.7465,16.1372,16.7376,696254.0
2020-07-30,16.3612,16.6748,15.9222,16.406,402063.0
2020-07-31,16.2985,16.2985,15.7161,16.0655,353927.0
2020-08-01,16.2985,16.2985,15.7161,16.0655,353927.0
2020-08-02,16.2985,16.2985,15.7161,16.0655,353927.0
2020-08-03,16.0297,16.2447,15.7878,16.1507,343589.0
2020-08-04,16.1193,16.1551,15.8147,16.079,359371.0
2020-08-05,16.3164,16.4598,16.0745,16.4329,373010.0
2020-08-06,16.3612,16.5046,16.1372,16.4419,305072.0
2020-08-07,16.3612,17.2035,16.1014,17.1766,477437.0
2020-08-08,16.3612,17.2035,16.1014,17.1766,477437.0
2020-08-09,16.3612,17.2035,16.1014,17.1766,477437.0
2020-08-10,17.2483,17.8755,16.975,17.6604,565205.0
2020-08-11,18.0278,18.4579,17.5888,17.7142,950357.0
2020-08-12,17.9472,18.0368,17.1049,17.4544,436083.0
2020-08-13,17.2662,17.4096,16.9347,16.9884,438383.0
2020-08-14,16.7644,17.3558,16.6927,17.1139,916207.0
2020-08-15,16.7644,17.3558,16.6927,17.1139,916207.0
2020-08-16,16.7644,17.3558,16.6927,17.1139,916207.0
2020-08-17,16.9884,17.0064,16.3523,16.3881,643348.0
2020-08-18,16.3343,16.3747,15.9401,16.0476,898291.0
2020-08-19,16.191,16.3791,15.9939,16.1372,608826.0
2020-08-20,15.8326,15.9222,15.6131,15.8057,404023.0
2020-08-21,15.7161,15.8061,15.4383,15.5548,369660.0
2020-08-22,15.7161,15.8061,15.4383,15.5548,369660.0
2020-08-23,15.7161,15.8061,15.4383,15.5548,369660.0
2020-08-24,15.6534,16.0028,15.3935,15.9759,546244.0
2020-08-25,16.1283,16.1283,15.7116,15.967,1107868.0
2020-08-26,15.9222,16.0476,15.7699,15.8595,793162.0
2020-08-27,15.8863,16.2447,15.8505,16.1103,792802.0
2020-08-28,16.7017,16.7151,16.2089,16.4643,1255768.0
2020-08-29,16.7017,16.7151,16.2089,16.4643,1255768.0
2020-08-30,16.7017,16.7151,16.2089,16.4643,1255768.0
2020-08-31,16.3523,16.5583,16.191,16.2358,605561.0
2020-09-01,16.0745,16.4329,15.967,16.2447,497383.0
2020-09-02,16.1641,16.2806,16.0566,16.182,677387.0
2020-09-03,16.3523,16.9436,16.1462,16.2358,794807.0
2020-09-04,16.6479,16.9705,16.4687,16.8182,929611.0
2020-09-05,16.6479,16.9705,16.4687,16.8182,929611.0
2020-09-06,16.6479,16.9705,16.4687,16.8182,929611.0
2020-09-07,16.6479,16.9705,16.4687,16.8182,929611.0
2020-09-08,16.5942,16.6479,15.958,16.2179,1014747.0
2020-09-09,16.2716,16.3299,15.7519,15.8505,569995.0
2020-09-10,15.8774,16.0745,15.5369,15.5638,384751.0
2020-09-11,15.5548,15.6982,15.3846,15.6444,411040.0
2020-09-12,15.5548,15.6982,15.3846,15.6444,411040.0
2020-09-13,15.5548,15.6982,15.3846,15.6444,411040.0
2020-09-14,15.8526,16.1605,15.6354,16.0699,653425.0
2020-09-15,16.0699,16.0765,15.6625,15.7168,533928.0
2020-09-16,15.7078,16.0971,15.5448,15.9884,648127.0
2020-09-17,15.744,16.0201,15.6565,15.8345,576420.0
2020-09-18,15.8979,15.9342,15.5539,15.6082,2128925.0
2020-09-19,15.8979,15.9342,15.5539,15.6082,2128925.0
2020-09-20,15.8979,15.9342,15.5539,15.6082,2128925.0
2020-09-21,15.2098,15.4905,14.6666,14.8658,970882.0
2020-09-22,14.8839,15.1284,14.6033,14.6712,695189.0
2020-09-23,14.6757,15.1238,14.4222,14.4493,787313.0
2020-09-24,14.5037,14.8839,14.2411,14.4991,707674.0
2020-09-25,14.4041,14.8839,14.4041,14.8658,474644.0
2020-09-26,14.4041,14.8839,14.4041,14.8658,474644.0
2020-09-27,14.4041,14.8839,14.4041,14.8658,474644.0
2020-09-28,15.1103,15.4814,14.9473,15.3456,573036.0
2020-09-29,15.2642,15.2642,14.7843,15.074,376436.0
2020-09-30,15.2189,15.5086,15.1193,15.3275,590535.0
2020-10-01,15.2823,15.5358,15.1103,15.4181,391138.0
2020-10-02,15.1374,15.8345,15.1374,15.7712,450765.0
2020-10-03,15.1374,15.8345,15.1374,15.7712,450765.0
2020-10-04,15.1374,15.8345,15.1374,15.7712,450765.0
2020-10-05,16.0518,16.423,15.8436,16.414,434033.0
2020-10-06,16.7037,17.093,16.4114,16.4321,578034.0
2020-10-07,16.586,17.0205,16.5498,16.8485,513983.0
2020-10-08,17.0658,17.274,16.9209,17.2107,475916.0
2020-10-09,17.274,17.3555,16.5769,17.2152,438306.0
2020-10-10,17.274,17.3555,16.5769,17.2152,438306.0
2020-10-11,17.274,17.3555,16.5769,17.2152,438306.0
2020-10-12,17.1926,17.3555,16.9662,17.3555,455499.0
2020-10-13,17.265,17.3012,16.5687,16.9843,531272.0
2020-10-14,16.9843,17.1292,16.7127,16.7218,278626.0
2020-10-15,16.595,17.1382,16.4954,17.1111,223045.0
2020-10-16,17.1473,17.3555,16.7851,17.0749,271507.0
2020-10-17,17.1473,17.3555,16.7851,17.0749,271507.0
2020-10-18,17.1473,17.3555,16.7851,17.0749,271507.0
2020-10-19,17.3012,17.6543,17.1473,17.2559,252031.0
2020-10-20,17.4279,17.9893,17.4279,17.7267,436902.0
2020-10-21,17.8353,18.2392,17.5909,17.8897,544384.0
2020-10-22,18.8131,19.4197,18.5325,19.4197,676398.0
2020-10-23,19.5102,19.9086,18.967,19.302,502352.0
2020-10-24,19.5102,19.9086,18.967,19.302,502352.0
2020-10-25,19.5102,19.9086,18.967,19.302,502352.0
2020-10-26,19.0847,19.1481,18.8041,19.13,316540.0
2020-10-27,19.1662,19.2749,18.6411,18.6547,337696.0
2020-10-28,18.279,18.7045,17.9983,18.3786,382372.0
2020-10-29,18.279,18.9037,17.9893,18.7769,297717.0
2020-10-30,18.7226,19.0485,18.7045,18.958,316977.0
2020-10-31,18.7226,19.0485,18.7045,18.958,316977.0
2020-11-01,18.7226,19.0485,18.7045,18.958,316977.0
2020-11-02,19.2296,19.5012,18.9218,19.3518,408172.0
2020-11-03,19.7728,20.0444,19.4967,19.8905,400384.0
2020-11-04,19.4559,19.4559,18.4238,18.9308,471150.0
2020-11-05,18.958,19.9901,18.958,19.9539,267406.0
2020-11-06,20.2707,20.5242,19.3081,19.6279,240479.0
2020-11-07,20.2707,20.5242,19.3081,19.6279,240479.0
2020-11-08,20.2707,20.5242,19.3081,19.6279,240479.0
2020-11-09,21.5563,23.4349,21.4567,22.7242,670246.0
2020-11-10,22.9415,23.7292,22.8148,23.032,685247.0
2020-11-11,23.0954,23.367,21.6378,21.9185,505357.0
2020-11-12,21.6106,22.172,20.8502,21.2757,494357.0
2020-11-13,21.4296,22.2082,21.3209,21.9185,291900.0
2020-11-14,21.4296,22.2082,21.3209,21.9185,291900.0
2020-11-15,21.4296,22.2082,21.3209,21.9185,291900.0
2020-11-16,22.4707,23.358,22.3078,23.3399,415289.0
2020-11-17,22.9596,23.4213,22.5884,23.3851,453581.0
2020-11-18,23.539,23.6748,22.7061,22.7061,426932.0
2020-11-19,22.6699,22.688,22.1448,22.6065,216901.0
2020-11-20,22.0724,23.1407,22.0724,22.4074,271928.0
2020-11-21,22.0724,23.1407,22.0724,22.4074,271928.0
2020-11-22,22.0724,23.1407,22.0724,22.4074,271928.0
2020-11-23,22.7514,23.0592,22.5251,22.765,580702.0
2020-11-24,23.358,24.1547,23.3399,24.0279,399940.0
2020-11-25,23.6929,23.9012,23.0592,23.3218,335199.0
2020-11-26,23.6929,23.9012,23.0592,23.3218,335199.0
2020-11-27,23.186,23.186,22.5069,22.9144,116835.0
2020-11-28,23.186,23.186,22.5069,22.9144,116835.0
2020-11-29,23.186,23.186,22.5069,22.9144,116835.0
2020-11-30,22.5975,22.9506,21.5835,21.6469,471971.0
2020-12-01,22.2534,22.9144,22.1267,22.4707,360389.0
2020-12-02,22.4164,23.0773,22.4164,22.9868,276602.0
2020-12-03,23.195,23.3127,22.7695,23.0773,433950.0
2020-12-04,23.5119,23.8831,23.2765,23.8559,268183.0
2020-12-05,23.5119,23.8831,23.2765,23.8559,268183.0
2020-12-06,23.5119,23.8831,23.2765,23.8559,268183.0
2020-12-07,23.6115,23.9917,23.4213,23.8921,213830.0
2020-12-08,23.5934,24.037,23.5934,23.9872,197647.0
2020-12-09,24.2543,24.4263,23.9193,24.2181,320211.0
2020-12-10,24.0822,24.3991,24.046,24.3176,320578.0
2020-12-11,23.9736,24.5983,23.9736,24.4897,326780.0
2020-12-12,23.9736,24.5983,23.9736,24.4897,326780.0
2020-12-13,23.9736,24.5983,23.9736,24.4897,326780.0
2020-12-14,25.1459,25.5013,24.8178,25.0183,608098.0
2020-12-15,25.2917,25.4922,25.0,25.3555,554558.0
2020-12-16,25.3646,25.5925,25.2005,25.4831,484315.0
2020-12-17,25.6289,25.8477,25.3555,25.4238,637943.0
2020-12-18,25.237,25.7839,25.237,25.5287,2923851.0
2020-12-19,25.237,25.7839,25.237,25.5287,2923851.0
2020-12-20,25.237,25.7839,25.237,25.5287,2923851.0
2020-12-21,25.4922,25.793,25.0547,25.5742,485625.0
2020-12-22,25.5651,25.6927,25.237,25.3646,510104.0
2020-12-23,25.474,25.9935,25.4466,25.8659,477043.0
2020-12-24,26.0846,26.1666,25.793,26.1666,219197.0
2020-12-25,26.0846,26.1666,25.793,26.1666,219197.0
2020-12-26,26.0846,26.1666,25.793,26.1666,219197.0
2020-12-27,26.0846,26.1666,25.793,26.1666,219197.0
2020-12-28,26.2669,26.3763,26.0208,26.2122,419565.0
2020-12-29,26.2031,26.3307,25.2735,25.4557,343609.0
2020-12-30,25.319,25.916,24.7904,25.7565,344797.0
2020-12-31,25.8385,26.0664,25.5925,25.9206,267643.0
2021-01-01,25.8385,26.0664,25.5925,25.9206,267643.0
2021-01-02,25.8385,26.0664,25.5925,25.9206,267643.0
2021-01-03,25.8385,26.0664,25.5925,25.9206,267643.0
2021-01-04,26.2031,26.3489,24.5808,25.6654,546463.0
2021-01-05,24.9454,26.2669,24.9454,25.8659,478368.0
2021-01-06,26.7317,28.4361,26.3216,28.0715,1053236.0
2021-01-07,27.953,28.7323,27.9257,28.3996,492191.0
2021-01-08,28.5454,28.5545,27.7707,28.2356,574310.0
2021-01-09,28.5454,28.5545,27.7707,28.2356,574310.0
2021-01-10,28.5454,28.5545,27.7707,28.2356,574310.0
2021-01-11,27.871,28.7095,27.3424,28.6457,437310.0
2021-01-12,28.9738,29.6391,28.509,29.4204,503098.0
2021-01-13,28.7186,29.1652,28.4725,28.7004,428177.0
2021-01-14,28.9829,29.3384,28.7551,29.147,369877.0
2021-01-15,28.591,29.0832,28.4907,28.7368,383172.0
2021-01-16,28.591,29.0832,28.4907,28.7368,383172.0
2021-01-17,28.591,29.0832,28.4907,28.7368,383172.0
2021-01-18,28.591,29.0832,28.4907,28.7368,383172.0
2021-01-19,29.0558,29.0923,28.3996,28.8644,370955.0
2021-01-20,28.5728,29.1652,27.3697,28.7368,656978.0
2021-01-21,29.0649,29.1286,27.5976,27.6067,427986.0
2021-01-22,27.3606,29.0558,27.2239,28.9556,658429.0
2021-01-23,27.3606,29.0558,27.2239,28.9556,658429.0
2021-01-24,27.3606,29.0558,27.2239,28.9556,658429.0
2021-01-25,28.8827,28.9829,28.2538,28.7186,470877.0
2021-01-26,29.1652,29.2381,28.4452,28.5545,498301.0
2021-01-27,27.953,28.4816,27.7069,27.9439,659852.0
2021-01-28,28.5363,28.5363,27.9895,28.3267,747786.0
2021-01-29,28.2629,28.4133,27.1236,27.1874,534690.0
2021-01-30,28.2629,28.4133,27.1236,27.1874,534690.0
2021-01-31,28.2629,28.4133,27.1236,27.1874,534690.0
2021-02-01,27.3424,27.7069,25.9144,27.552,249206.0
2021-02-02,28.0533,28.0624,27.4791,27.8254,505776.0
2021-02-03,27.8801,28.0988,27.4517,27.9895,286326.0
2021-02-04,28.1626,29.1925,28.1262,29.1652,583102.0
2021-02-05,29.393,29.466,28.5454,28.7368,239708.0
2021-02-06,29.393,29.466,28.5454,28.7368,239708.0
2021-02-07,29.393,29.466,28.5454,28.7368,239708.0
2021-02-08,28.91,29.3839,28.6183,29.3292,439268.0
2021-02-09,29.3019,29.5206,28.8553,29.4204,401140.0
2021-02-10,29.3475,29.7485,29.2654,29.4022,501088.0
2021-02-11,29.466,29.7576,28.7915,29.2472,366593.0
2021-02-12,29.2472,29.6391,29.1105,29.3839,273429.0
2021-02-13,29.2472,29.6391,29.1105,29.3839,273429.0
2021-02-14,29.2472,29.6391,29.1105,29.3839,273429.0
2021-02-15,29.2472,29.6391,29.1105,29.3839,273429.0
2021-02-16,29.1378,30.0584,29.1378,29.8214,297939.0
2021-02-17,30.0128,30.0674,29.5206,29.7212,272508.0
2021-02-18,29.5389,29.6938,29.0376,29.393,458508.0
2021-02-19,29.63,30.2862,29.4022,30.0857,447161.0
2021-02-20,29.63,30.2862,29.4022,30.0857,447161.0
2021-02-21,29.63,30.2862,29.4022,30.0857,447161.0
2021-02-22,30.1222,31.0062,29.671,30.7419,452863.0
2021-02-23,30.9151,31.4893,30.2224,31.1247,657499.0
2021-02-24,30.8604,31.8083,30.8604,31.7354,649322.0
2021-02-25,32.0726,32.1956,30.906,31.0245,365240.0
2021-02-26,30.9516,30.9789,29.9125,30.1313,378337.0
2021-02-27,30.9516,30.9789,29.9125,30.1313,378337.0
2021-02-28,30.9516,30.9789,29.9125,30.1313,378337.0
2021-03-01,30.9242,31.5121,30.6599,31.0518,350666.0
2021-03-02,31.1247,31.1247,30.35,30.6599,339895.0
2021-03-03,30.906,31.9359,30.906,31.143,437046.0
2021-03-04,31.3252,31.8994,30.2771,30.7738,614023.0
2021-03-05,31.5713,31.9997,30.7875,31.6442,587709.0
2021-03-06,31.5713,31.9997,30.7875,31.6442,587709.0
2021-03-07,31.5713,31.9997,30.7875,31.6442,587709.0
2021-03-08,31.7809,32.9157,31.7809,32.3734,691756.0
2021-03-09,31.8356,32.501,31.225,32.0908,455768.0
2021-03-10,32.1637,32.7516,32.1637,32.5556,549185.0
2021-03-11,32.501,33.0387,32.3004,32.583,487627.0
2021-03-12,32.9862,33.5268,32.6884,33.4077,402899.0
