,EQH US Equity,EQH US Equity,EQH US Equity,EQH US Equity,EQH US Equity
2021-05-05,32.0988,32.5422,31.8125,32.4313,4773518.0
2021-05-06,32.496,32.7546,31.8217,32.3851,3738710.0
2021-05-07,31.951,32.4036,31.8586,32.339,4207937.0
2021-05-08,31.951,32.4036,31.8586,32.339,4207937.0
2021-05-09,31.951,32.4036,31.8586,32.339,4207937.0
2021-05-10,32.3944,32.6854,31.6739,31.7108,4165154.0
2021-05-11,31.3968,31.4106,30.5562,30.8333,3844068.0
2021-05-12,30.9811,31.3737,29.6833,29.7341,3525546.0
2021-05-13,29.748,30.6301,29.651,30.4731,3829055.0
2021-05-14,30.5839,31.6,30.5839,31.4245,2573132.0
2021-05-15,30.5839,31.6,30.5839,31.4245,2573132.0
2021-05-16,30.5839,31.6,30.5839,31.4245,2573132.0
2021-05-17,31.2767,31.443,30.7871,31.2675,2878080.0
2021-05-18,31.3968,31.8309,31.055,31.0735,2726463.0
2021-05-19,30.5839,31.0735,30.1683,31.0273,2241377.0
2021-05-20,31.1474,31.1843,30.4177,30.51,2870472.0
2021-05-21,30.6948,31.0365,30.3668,30.4638,2961415.0
2021-05-22,30.6948,31.0365,30.3668,30.4638,2961415.0
2021-05-23,30.6948,31.0365,30.3668,30.4638,2961415.0
2021-05-24,30.5193,30.6671,30.2513,30.2514,3391320.0
2021-05-25,30.3992,30.6209,29.1984,29.2261,9320585.0
2021-05-26,29.2907,29.614,29.0136,29.4293,3890106.0
2021-05-27,29.7544,29.9031,29.3828,29.7359,4923038.0
2021-05-28,29.8287,30.0052,29.4479,29.4943,3966206.0
2021-05-29,29.8287,30.0052,29.4479,29.4943,3966206.0
2021-05-30,29.8287,30.0052,29.4479,29.4943,3966206.0
2021-05-31,29.8287,30.0052,29.4479,29.4943,3966206.0
2021-06-01,29.7266,30.0981,29.6058,30.0889,3183001.0
2021-06-02,30.1632,30.2561,29.6894,29.773,2133891.0
2021-06-03,29.5408,30.1399,29.4478,29.5872,3416296.0
2021-06-04,29.6894,29.7266,29.1135,29.1506,2280205.0
2021-06-05,29.6894,29.7266,29.1135,29.1506,2280205.0
2021-06-06,29.6894,29.7266,29.1135,29.1506,2280205.0
2021-06-07,29.1506,29.643,29.1506,29.2156,2828897.0
2021-06-08,29.067,29.2342,28.7001,29.1042,3528674.0
2021-06-09,28.9741,29.0159,28.6118,28.8162,2482290.0
2021-06-10,29.1971,29.2342,28.1566,28.1659,3190427.0
2021-06-11,28.361,28.9834,28.2588,28.9462,3046268.0
2021-06-12,28.361,28.9834,28.2588,28.9462,3046268.0
2021-06-13,28.361,28.9834,28.2588,28.9462,3046268.0
2021-06-14,29.2156,29.2621,28.6304,28.9462,2886676.0
2021-06-15,29.0206,29.773,28.8394,29.6337,4832243.0
2021-06-16,29.5593,29.694,29.1042,29.4943,2367526.0
2021-06-17,29.6615,29.6615,27.9755,28.3517,4898814.0
2021-06-18,27.7293,28.0173,27.2091,27.3391,5656772.0
2021-06-19,27.7293,28.0173,27.2091,27.3391,5656772.0
2021-06-20,27.7293,28.0173,27.2091,27.3391,5656772.0
2021-06-21,27.5714,28.1845,27.5621,28.1659,4429116.0
2021-06-22,28.0916,28.217,27.7572,28.073,2258879.0
2021-06-23,28.0544,28.2588,27.9569,28.008,1506956.0
2021-06-24,28.073,28.4818,27.8779,28.3424,1357546.0
2021-06-25,28.5096,28.9369,28.361,28.7697,3254104.0
2021-06-26,28.5096,28.9369,28.361,28.7697,3254104.0
2021-06-27,28.5096,28.9369,28.361,28.7697,3254104.0
2021-06-28,28.8348,28.8441,27.8687,27.9244,2145447.0
2021-06-29,28.1659,28.5189,27.7432,27.8222,2876076.0
2021-06-30,27.7014,28.361,27.6922,28.2867,2195415.0
2021-07-01,28.4632,28.8859,28.1752,28.7047,2496571.0
2021-07-02,28.6397,28.7697,28.4492,28.6304,1951798.0
2021-07-03,28.6397,28.7697,28.4492,28.6304,1951798.0
2021-07-04,28.6397,28.7697,28.4492,28.6304,1951798.0
2021-07-05,28.6397,28.7697,28.4492,28.6304,1951798.0
2021-07-06,28.4725,28.5236,27.367,27.4971,3164493.0
2021-07-07,27.1812,27.5667,26.9769,27.4785,3531155.0
2021-07-08,26.6703,26.9583,26.1594,26.4009,5685937.0
2021-07-09,27.0976,27.59,26.7632,27.5435,4330542.0
2021-07-10,27.0976,27.59,26.7632,27.5435,4330542.0
2021-07-11,27.0976,27.59,26.7632,27.5435,4330542.0
2021-07-12,27.1069,27.8687,27.0233,27.7014,3457867.0
2021-07-13,27.6271,27.7386,27.0419,27.0605,2554201.0
2021-07-14,27.1255,27.4971,26.7957,27.1626,2192519.0
2021-07-15,26.8932,27.6085,26.8468,27.3577,3116304.0
2021-07-16,27.6271,27.6457,26.6749,26.7818,2359223.0
2021-07-17,27.6271,27.6457,26.6749,26.7818,2359223.0
2021-07-18,27.6271,27.6457,26.6749,26.7818,2359223.0
2021-07-19,26.0107,26.3637,25.8342,26.0758,3254655.0
2021-07-20,26.0293,27.5389,26.02,27.2463,4907905.0
2021-07-21,27.6643,28.2867,27.4924,27.9523,2831321.0
2021-07-22,27.785,27.9615,27.1116,27.2648,2361677.0
2021-07-23,27.432,27.7758,27.2788,27.3206,1231362.0
2021-07-24,27.432,27.7758,27.2788,27.3206,1231362.0
2021-07-25,27.432,27.7758,27.2788,27.3206,1231362.0
2021-07-26,27.3577,27.8594,27.237,27.7572,1588430.0
2021-07-27,27.3113,27.785,27.2091,27.432,1647568.0
2021-07-28,27.5714,28.0637,27.1162,27.8501,2238282.0
2021-07-29,28.1473,29.1135,27.9895,28.649,4207175.0
2021-07-30,28.3889,29.1738,28.2681,28.6768,2801490.0
2021-07-31,28.3889,29.1738,28.2681,28.6768,2801490.0
2021-08-01,28.3889,29.1738,28.2681,28.6768,2801490.0
2021-08-02,28.8348,29.3736,28.4725,28.5468,2668090.0
2021-08-03,28.649,29.0531,28.1288,29.0206,2838333.0
2021-08-04,28.5003,29.1785,28.1566,28.2124,6104090.0
2021-08-05,28.8998,30.0192,28.8998,29.4479,5594464.0
2021-08-06,29.9124,30.3768,29.7823,29.9216,3162028.0
2021-08-07,29.9124,30.3768,29.7823,29.9216,3162028.0
2021-08-08,29.9124,30.3768,29.7823,29.9216,3162028.0
2021-08-09,29.6987,29.9216,29.4665,29.643,1821313.0
2021-08-10,29.6058,30.2979,29.5222,30.2839,3068711.0
2021-08-11,30.2746,30.7345,30.0238,30.6184,2647676.0
2021-08-12,30.5343,30.6651,30.0626,30.17,1752026.0
2021-08-13,30.1513,30.3101,29.8618,29.9458,2389877.0
2021-08-14,30.1513,30.3101,29.8618,29.9458,2389877.0
2021-08-15,30.1513,30.3101,29.8618,29.9458,2389877.0
2021-08-16,29.6656,29.8898,29.2733,29.731,3233295.0
2021-08-17,29.3107,29.7217,28.9371,29.1892,3920337.0
2021-08-18,29.0491,29.4881,28.7129,28.7876,3814836.0
2021-08-19,28.3206,28.6101,27.5406,27.7134,4607293.0
2021-08-20,27.7695,28.2459,27.6854,28.2365,2282156.0
2021-08-21,27.7695,28.2459,27.6854,28.2365,2282156.0
2021-08-22,27.7695,28.2459,27.6854,28.2365,2282156.0
2021-08-23,28.3953,28.6849,27.975,28.0217,3931053.0
2021-08-24,28.0777,28.9184,28.0497,28.8156,2105903.0
2021-08-25,28.9277,29.4788,28.7502,29.2546,1839612.0
2021-08-26,29.3574,29.3761,28.6568,28.7876,1664139.0
2021-08-27,28.881,29.4555,28.8436,29.4134,1717015.0
2021-08-28,28.881,29.4555,28.8436,29.4134,1717015.0
2021-08-29,28.881,29.4555,28.8436,29.4134,1717015.0
2021-08-30,29.4134,29.4788,28.9371,28.9838,1855035.0
2021-08-31,29.1052,29.292,28.9557,28.9651,2756868.0
2021-09-01,29.0398,29.2173,28.6101,28.9464,1980822.0
2021-09-02,29.1145,29.4228,28.8763,29.1986,1886351.0
2021-09-03,29.264,29.4461,28.8539,29.1519,1754709.0
2021-09-04,29.264,29.4461,28.8539,29.1519,1754709.0
2021-09-05,29.264,29.4461,28.8539,29.1519,1754709.0
2021-09-06,29.264,29.4461,28.8539,29.1519,1754709.0
2021-09-07,29.0678,29.2733,28.7783,28.7783,2603024.0
2021-09-08,28.6382,28.8343,28.386,28.5447,1813500.0
2021-09-09,28.5074,28.9791,28.4233,28.498,1709680.0
2021-09-10,28.7129,28.7456,27.5079,27.6574,4400551.0
2021-09-11,28.7129,28.7456,27.5079,27.6574,4400551.0
2021-09-12,28.7129,28.7456,27.5079,27.6574,4400551.0
2021-09-13,27.975,28.2365,27.7321,28.0217,3180720.0
2021-09-14,28.1711,28.1711,27.097,27.4332,3427429.0
2021-09-15,27.536,27.7041,27.1717,27.5733,3711292.0
2021-09-16,27.6387,27.8255,27.3492,27.536,2979884.0
2021-09-17,27.5266,27.7788,26.9428,27.2371,6459672.0
2021-09-18,27.5266,27.7788,26.9428,27.2371,6459672.0
2021-09-19,27.5266,27.7788,26.9428,27.2371,6459672.0
2021-09-20,26.5272,26.5926,25.7192,26.2937,4118167.0
2021-09-21,26.6019,26.6113,25.7893,26.1722,4008104.0
2021-09-22,26.5272,26.7233,26.2797,26.4338,2163252.0
2021-09-23,26.742,27.7648,26.714,27.3305,2605310.0
2021-09-24,27.2744,27.8535,27.195,27.4986,1445392.0
2021-09-25,27.2744,27.8535,27.195,27.4986,1445392.0
2021-09-26,27.2744,27.8535,27.195,27.4986,1445392.0
2021-09-27,27.7882,28.881,27.6948,28.5074,2692654.0
2021-09-28,28.5261,28.8997,28.1991,28.2832,3454383.0
2021-09-29,28.414,28.4661,28.1431,28.1991,1687181.0
2021-09-30,28.4046,28.4794,27.6854,27.6854,2543787.0
2021-10-01,27.7975,28.5307,27.6948,28.2272,2098764.0
2021-10-02,27.7975,28.5307,27.6948,28.2272,2098764.0
2021-10-03,27.7975,28.5307,27.6948,28.2272,2098764.0
2021-10-04,28.059,28.7736,27.8769,27.975,1776577.0
2021-10-05,28.0964,28.7502,27.7975,28.5821,1703079.0
2021-10-06,28.2459,28.7736,27.947,28.7035,1687212.0
2021-10-07,29.0024,29.3667,28.9371,29.0118,1667627.0
2021-10-08,29.0585,29.8151,29.0398,29.5816,2288975.0
2021-10-09,29.0585,29.8151,29.0398,29.5816,2288975.0
2021-10-10,29.0585,29.8151,29.0398,29.5816,2288975.0
2021-10-11,29.6283,30.1513,29.4695,29.4975,1560792.0
2021-10-12,29.5442,29.8898,29.4041,29.6843,2610270.0
2021-10-13,29.6376,30.0766,29.1799,29.8711,2581814.0
2021-10-14,30.1887,30.4035,29.9598,30.2354,2001644.0
2021-10-15,30.637,30.7631,29.9131,29.9178,2106841.0
2021-10-16,30.637,30.7631,29.9131,29.9178,2106841.0
2021-10-17,30.637,30.7631,29.9131,29.9178,2106841.0
2021-10-18,29.8337,30.17,29.6656,30.0673,1297603.0
2021-10-19,30.3662,30.8705,30.1934,30.7865,2454127.0
2021-10-20,30.8238,31.7392,30.7024,31.6271,2297051.0
2021-10-21,31.5337,31.9821,31.3703,31.5898,2445012.0
2021-10-22,31.7019,31.8606,31.2909,31.6458,2002375.0
2021-10-23,31.7019,31.8606,31.2909,31.6458,2002375.0
2021-10-24,31.7019,31.8606,31.2909,31.6458,2002375.0
2021-10-25,31.5804,31.7486,31.3936,31.5524,1882049.0
2021-10-26,31.7205,32.1175,31.5384,31.6085,1947181.0
2021-10-27,31.487,31.9914,31.2161,31.3002,2610356.0
2021-10-28,31.5057,31.7392,31.3843,31.487,3178777.0
2021-10-29,31.5244,31.7019,31.2815,31.2909,2288466.0
2021-10-30,31.5244,31.7019,31.2815,31.2909,2288466.0
2021-10-31,31.5244,31.7019,31.2815,31.2909,2288466.0
2021-11-01,31.5617,32.0895,31.4543,31.7112,2332873.0
2021-11-02,31.6458,31.9727,31.5758,31.8887,2227890.0
2021-11-03,31.6645,32.5192,31.6645,32.3837,2084948.0
2021-11-04,33.159,33.654,32.6751,33.0936,3826820.0
2021-11-05,33.57,33.7101,32.5752,32.8694,2687423.0
2021-11-06,33.57,33.7101,32.5752,32.8694,2687423.0
2021-11-07,33.57,33.7101,32.5752,32.8694,2687423.0
2021-11-08,33.1216,33.3271,32.5425,32.6359,2551045.0
2021-11-09,32.4771,32.6733,32.0848,32.2343,2255108.0
2021-11-10,32.0755,32.4818,32.0008,32.2343,2138488.0
2021-11-11,32.3464,32.6172,32.1969,32.3183,1690480.0
2021-11-12,32.3277,32.5238,32.1502,32.4865,1795658.0
2021-11-13,32.3277,32.5238,32.1502,32.4865,1795658.0
2021-11-14,32.3277,32.5238,32.1502,32.4865,1795658.0
2021-11-15,32.6499,32.7947,32.4678,32.6639,1445980.0
2021-11-16,32.6593,32.6593,32.1782,32.1782,2517952.0
2021-11-17,32.0661,32.2343,30.9546,31.0854,3901661.0
2021-11-18,31.0667,31.3655,30.7771,30.9266,2554722.0
2021-11-19,30.4689,30.8425,30.4129,30.5997,2232817.0
2021-11-20,30.4689,30.8425,30.4129,30.5997,2232817.0
2021-11-21,30.4689,30.8425,30.4129,30.5997,2232817.0
2021-11-22,30.992,31.501,30.8519,31.0574,2379931.0
2021-11-23,31.2535,32.0568,31.048,31.7112,2591436.0
2021-11-24,31.5991,31.6645,31.3469,31.5524,2059162.0
2021-11-25,31.5991,31.6645,31.3469,31.5524,2059162.0
2021-11-26,30.1251,30.6556,29.2799,30.4725,2968966.0
2021-11-27,30.1251,30.6556,29.2799,30.4725,2968966.0
2021-11-28,30.1251,30.6556,29.2799,30.4725,2968966.0
2021-11-29,30.8951,30.8951,30.0687,30.2753,3818760.0
2021-11-30,29.956,30.2753,29.4208,29.5428,9476579.0
2021-12-01,30.2096,30.4631,28.7071,28.7259,2906977.0
2021-12-02,29.0639,29.7025,28.8198,29.3644,3732975.0
2021-12-03,29.8527,30.4396,29.3175,29.5241,4961786.0
2021-12-04,29.8527,30.4396,29.3175,29.5241,4961786.0
2021-12-05,29.8527,30.4396,29.3175,29.5241,4961786.0
2021-12-06,29.956,30.5195,29.6931,30.0969,2529431.0
2021-12-07,30.3786,30.8622,30.3129,30.6697,3135516.0
2021-12-08,30.8012,31.1674,30.6228,30.8293,2206894.0
2021-12-09,30.5382,30.8669,30.4162,30.5476,1671995.0
2021-12-10,30.7073,30.8951,30.2659,30.3786,1513598.0
2021-12-11,30.7073,30.8951,30.2659,30.3786,1513598.0
2021-12-12,30.7073,30.8951,30.2659,30.3786,1513598.0
2021-12-13,30.1626,30.3974,29.8058,30.0875,3006665.0
2021-12-14,30.1063,30.5288,29.9983,30.172,4054159.0
2021-12-15,30.2096,30.5101,29.7682,30.4068,2223620.0
2021-12-16,30.8293,30.989,29.9842,30.2377,3081807.0
2021-12-17,30.0969,30.3129,29.571,29.9091,3781411.0
2021-12-18,30.0969,30.3129,29.571,29.9091,3781411.0
2021-12-19,30.0969,30.3129,29.571,29.9091,3781411.0
2021-12-20,29.4114,29.4395,28.2587,28.8855,2666377.0
2021-12-21,29.2329,30.1063,29.1296,30.0687,2631061.0
2021-12-22,29.9842,30.5758,29.956,30.557,3073366.0
2021-12-23,30.8387,31.2331,30.7542,30.9514,1791185.0
2021-12-24,30.8387,31.2331,30.7542,30.9514,1791185.0
2021-12-25,30.8387,31.2331,30.7542,30.9514,1791185.0
2021-12-26,30.8387,31.2331,30.7542,30.9514,1791185.0
2021-12-27,30.8387,31.1439,30.773,31.0172,1355549.0
2021-12-28,30.82,31.3036,30.82,31.0641,1635236.0
2021-12-29,31.1956,31.3364,30.9749,31.0453,1670366.0
2021-12-30,30.9702,31.404,30.7636,30.7636,1181265.0
2021-12-31,30.8293,31.1627,30.7918,30.7918,1498439.0
2022-01-01,30.8293,31.1627,30.7918,30.7918,1498439.0
2022-01-02,30.8293,31.1627,30.7918,30.7918,1498439.0
2022-01-03,31.0359,31.4397,31.0359,31.2519,1815360.0
2022-01-04,31.8435,32.576,31.59,32.3506,3322846.0
2022-01-05,32.4915,32.9563,32.022,32.0313,3841647.0
2022-01-06,32.3318,33.177,32.2098,32.9798,2627866.0
2022-01-07,33.1958,33.8062,32.9798,33.3272,3021892.0
2022-01-08,33.1958,33.8062,32.9798,33.3272,3021892.0
2022-01-09,33.1958,33.8062,32.9798,33.3272,3021892.0
2022-01-10,33.5996,33.6612,32.6887,33.0267,4187145.0
2022-01-11,33.1864,33.6371,32.8436,33.5902,2372067.0
2022-01-12,33.7123,33.9376,33.3085,33.4305,2618107.0
2022-01-13,33.609,34.1161,33.3789,33.5244,2129815.0
2022-01-14,33.0737,33.7968,32.7544,33.7874,2354929.0
2022-01-15,33.0737,33.7968,32.7544,33.7874,2354929.0
2022-01-16,33.0737,33.7968,32.7544,33.7874,2354929.0
2022-01-17,33.0737,33.7968,32.7544,33.7874,2354929.0
2022-01-18,33.7874,33.8156,32.8624,32.9235,3068121.0
2022-01-19,33.1394,33.1864,32.2802,32.2943,2493810.0
2022-01-20,32.3506,33.13,32.1159,32.2098,2055027.0
2022-01-21,31.7966,32.1816,31.1909,31.2895,4428522.0
2022-01-22,31.7966,32.1816,31.1909,31.2895,4428522.0
2022-01-23,31.7966,32.1816,31.1909,31.2895,4428522.0
2022-01-24,30.4443,30.9937,29.4114,30.9233,5452275.0
2022-01-25,30.3223,31.2801,29.6837,30.9326,3831769.0
2022-01-26,31.5336,31.8184,30.5946,31.0735,2910087.0
2022-01-27,31.2707,31.8247,30.0593,30.3129,3542043.0
2022-01-28,30.1908,30.2924,29.186,30.0405,5141624.0
2022-01-29,30.1908,30.2924,29.186,30.0405,5141624.0
2022-01-30,30.1908,30.2924,29.186,30.0405,5141624.0
2022-01-31,29.9654,31.7121,29.8199,31.59,5557552.0
2022-02-01,31.5149,32.5431,31.2238,32.529,2973727.0
2022-02-02,32.6136,32.8671,32.3694,32.6793,3649889.0
2022-02-03,32.3037,32.4257,31.3083,31.3646,4130698.0
2022-02-04,31.3458,32.6417,31.3317,32.4821,3758655.0
2022-02-05,31.3458,32.6417,31.3317,32.4821,3758655.0
2022-02-06,31.3458,32.6417,31.3317,32.4821,3758655.0
2022-02-07,32.6793,33.1629,32.5572,32.9235,4098793.0
2022-02-08,33.177,33.7123,32.8953,33.6277,3821935.0
2022-02-09,33.8437,34.5058,33.7217,34.0128,3726815.0
2022-02-10,33.8531,34.8673,33.8343,34.0879,5900550.0
2022-02-11,33.4681,34.0879,32.1675,32.4915,6005920.0
2022-02-12,33.4681,34.0879,32.1675,32.4915,6005920.0
2022-02-13,33.4681,34.0879,32.1675,32.4915,6005920.0
2022-02-14,32.7544,32.8671,31.3599,31.8717,7715600.0
2022-02-15,32.3506,32.5995,31.9938,32.4915,3035435.0
2022-02-16,32.2473,32.8765,32.2333,32.4821,1707410.0
2022-02-17,31.9844,32.2473,31.1017,31.1956,2689076.0
2022-02-18,31.1674,31.5524,30.8857,31.1486,2641127.0
2022-02-19,31.1674,31.5524,30.8857,31.1486,2641127.0
2022-02-20,31.1674,31.5524,30.8857,31.1486,2641127.0
2022-02-21,31.1674,31.5524,30.8857,31.1486,2641127.0
2022-02-22,30.7636,31.1298,30.1251,30.5007,4464498.0
2022-02-23,30.8763,31.1486,29.956,30.0405,3116805.0
2022-02-24,28.8667,30.0969,28.0873,29.9654,5351088.0
2022-02-25,30.1732,31.3348,30.1732,31.2498,3127622.0
2022-02-26,30.1732,31.3348,30.1732,31.2498,3127622.0
2022-02-27,30.1732,31.3348,30.1732,31.2498,3127622.0
2022-02-28,30.2393,31.042,30.2393,30.8437,3843935.0
2022-03-01,30.3904,30.6454,28.9738,29.0871,3942677.0
2022-03-02,29.3799,30.1543,29.1532,29.9937,2691822.0
2022-03-03,30.041,30.2204,29.3988,29.6915,2567251.0
2022-03-04,28.9549,29.2005,28.4544,28.9455,5006500.0
2022-03-05,28.9549,29.2005,28.4544,28.9455,5006500.0
2022-03-06,28.9549,29.2005,28.4544,28.9455,5006500.0
2022-03-07,28.4544,28.6149,26.6978,26.9339,8235837.0
2022-03-08,27.3117,27.8689,26.3862,27.0473,6969985.0
2022-03-09,28.1333,29.0021,27.9728,28.5583,3267246.0
2022-03-10,27.9822,28.3222,27.7461,28.1427,5181350.0
2022-03-11,28.8227,28.9644,28.2372,28.2561,2627208.0
2022-03-12,28.8227,28.9644,28.2372,28.2561,2627208.0
2022-03-13,28.8227,28.9644,28.2372,28.2561,2627208.0
2022-03-14,28.6622,29.021,28.3127,28.5677,3909181.0
2022-03-15,28.8133,29.0116,28.3977,28.7944,2338721.0
2022-03-16,29.2666,30.2487,29.0588,29.786,3170363.0
2022-03-17,29.4366,29.871,28.936,29.7576,3401498.0
2022-03-18,29.3988,30.1448,29.073,30.0032,4439219.0
2022-03-19,29.3988,30.1448,29.073,30.0032,4439219.0
2022-03-20,29.3988,30.1448,29.073,30.0032,4439219.0
2022-03-21,30.2204,30.3148,29.4082,29.4177,4197428.0
2022-03-22,29.7954,30.532,29.6349,30.3432,2787070.0
2022-03-23,30.1165,30.2676,29.4838,29.531,2397499.0
2022-03-24,29.7293,30.1354,29.4554,30.0032,1977037.0
2022-03-25,29.9654,30.3243,29.8804,30.296,2437888.0
2022-03-26,29.9654,30.3243,29.8804,30.296,2437888.0
2022-03-27,29.9654,30.3243,29.8804,30.296,2437888.0
2022-03-28,30.2204,30.3,29.5688,29.8615,2166606.0
2022-03-29,30.3054,30.6359,29.8615,30.1921,2302890.0
2022-03-30,30.1921,30.3621,29.8285,29.9371,2885097.0
2022-03-31,29.8804,30.1637,29.1721,29.191,2198717.0
2022-04-01,29.5216,29.6443,28.9644,29.1344,2582338.0
2022-04-02,29.5216,29.6443,28.9644,29.1344,2582338.0
2022-04-03,29.5216,29.6443,28.9644,29.1344,2582338.0
2022-04-04,29.0871,29.4271,28.6244,29.1532,3856026.0
2022-04-05,29.2666,30.1448,29.2193,29.8238,2757735.0
2022-04-06,29.3988,29.9749,29.2477,29.786,2902815.0
2022-04-07,29.6727,29.8143,28.4922,29.1438,2314905.0
2022-04-08,29.1155,29.8663,28.9171,29.7104,2213383.0
2022-04-09,29.1155,29.8663,28.9171,29.7104,2213383.0
2022-04-10,29.1155,29.8663,28.9171,29.7104,2213383.0
2022-04-11,29.6727,30.2582,29.1202,29.1816,2486418.0
2022-04-12,29.2666,29.6963,28.6008,28.7094,2338765.0
2022-04-13,28.445,29.3232,28.445,29.2855,1864432.0
2022-04-14,29.3232,29.5971,28.9313,28.9738,1548274.0
2022-04-15,29.3232,29.5971,28.9313,28.9738,1548274.0
2022-04-16,29.3232,29.5971,28.9313,28.9738,1548274.0
2022-04-17,29.3232,29.5971,28.9313,28.9738,1548274.0
2022-04-18,28.5677,29.4035,28.5583,29.2477,1749413.0
2022-04-19,29.4649,30.1826,29.4554,30.0693,1685920.0
2022-04-20,30.2582,30.6548,30.1165,30.5037,1698879.0
2022-04-21,30.7398,31.1176,29.9512,30.0882,2721602.0
2022-04-22,29.9749,29.9796,28.8794,28.9077,2294402.0
2022-04-23,29.9749,29.9796,28.8794,28.9077,2294402.0
2022-04-24,29.9749,29.9796,28.8794,28.9077,2294402.0
2022-04-25,28.5488,28.7188,27.6894,28.5111,3823781.0
2022-04-26,28.0672,28.3505,27.4722,27.4817,2486442.0
2022-04-27,27.4533,28.0247,27.3778,27.6706,2442877.0
2022-04-28,28.1427,28.36,27.4061,28.0766,4047600.0
2022-04-29,27.9161,28.3411,27.1134,27.2267,3837760.0
2022-04-30,27.9161,28.3411,27.1134,27.2267,3837760.0
2022-05-01,27.9161,28.3411,27.1134,27.2267,3837760.0
2022-05-02,27.2928,27.6233,26.9245,27.3872,3581566.0
2022-05-03,27.51,28.445,27.4628,28.2561,2574860.0
2022-05-04,28.3694,29.3374,28.0672,29.276,2336543.0
2022-05-05,28.936,29.0588,27.6375,27.9633,2912082.0
2022-05-06,27.8689,28.0105,27.2928,27.7083,2703866.0
2022-05-07,27.8689,28.0105,27.2928,27.7083,2703866.0
2022-05-08,27.8689,28.0105,27.2928,27.7083,2703866.0
2022-05-09,27.2928,27.4911,26.4145,26.7451,3372011.0
2022-05-10,26.4523,27.1039,24.8941,26.1406,6176736.0
2022-05-11,26.0462,27.3589,25.626,25.6968,4766403.0
2022-05-12,25.3096,25.8668,24.2991,25.064,5182332.0
2022-05-13,25.489,26.4051,25.489,26.2634,6311939.0
2022-05-14,25.489,26.4051,25.489,26.2634,6311939.0
2022-05-15,25.489,26.4051,25.489,26.2634,6311939.0
2022-05-16,26.2729,26.4995,25.7251,26.0745,3502122.0
2022-05-17,26.5562,27.4439,26.5467,27.2078,3496616.0
2022-05-18,26.7734,26.9434,26.117,26.2068,2835001.0
2022-05-19,25.7818,26.424,25.7818,26.1879,2572782.0
2022-05-20,26.7262,26.8773,25.5362,26.2634,2291052.0
2022-05-21,26.7262,26.8773,25.5362,26.2634,2291052.0
2022-05-22,26.7262,26.8773,25.5362,26.2634,2291052.0
2022-05-23,26.6978,27.3495,26.5184,27.1889,2892011.0
2022-05-24,27.1606,27.1984,26.254,26.8584,2492061.0
2022-05-25,27.34,27.9633,26.9906,27.7839,3288992.0
2022-05-26,28.2498,28.7918,28.2213,28.7633,2819214.0
2022-05-27,28.8869,29.3718,28.8869,29.3718,1926639.0
2022-05-28,28.8869,29.3718,28.8869,29.3718,1926639.0
2022-05-29,28.8869,29.3718,28.8869,29.3718,1926639.0
2022-05-30,28.8869,29.3718,28.8869,29.3718,1926639.0
2022-05-31,29.0675,29.2767,28.6682,28.9154,6991475.0
2022-06-01,28.7537,29.3243,28.0644,28.6016,3185077.0
2022-06-02,28.5826,28.7918,28.1642,28.535,3168173.0
2022-06-03,28.2213,28.4067,27.9313,27.9455,2164354.0
2022-06-04,28.2213,28.4067,27.9313,27.9455,2164354.0
2022-06-05,28.2213,28.4067,27.9313,27.9455,2164354.0
2022-06-06,28.1357,28.6729,27.8599,28.2308,2002081.0
2022-06-07,27.8314,28.3068,27.646,28.2973,2641121.0
2022-06-08,27.955,28.3164,27.7554,27.936,1377693.0
2022-06-09,27.8314,27.9836,27.2419,27.2894,1566587.0
2022-06-10,26.5858,26.8616,25.9678,25.9868,2035995.0
2022-06-11,26.5858,26.8616,25.9678,25.9868,2035995.0
2022-06-12,26.5858,26.8616,25.9678,25.9868,2035995.0
2022-06-13,25.2356,25.3212,24.5082,24.6746,3785906.0
2022-06-14,24.8648,25.3022,24.6936,24.9218,2961922.0
2022-06-15,25.2831,25.8584,24.822,25.3592,2709941.0
2022-06-16,24.8933,24.9313,23.9805,24.3038,3468876.0
2022-06-17,24.4084,24.8267,24.1041,24.6175,5168814.0
2022-06-18,24.4084,24.8267,24.1041,24.6175,5168814.0
2022-06-19,24.4084,24.8267,24.1041,24.6175,5168814.0
2022-06-20,24.4084,24.8267,24.1041,24.6175,5168814.0
2022-06-21,25.2736,25.5494,24.608,25.093,3841085.0
2022-06-22,24.5795,25.4733,24.5795,25.2546,2993027.0
2022-06-23,25.3402,25.4923,24.6936,24.8933,3388456.0
2022-06-24,25.1595,26.0914,25.1405,25.9107,5217046.0
2022-06-25,25.1595,26.0914,25.1405,25.9107,5217046.0
2022-06-26,25.1595,26.0914,25.1405,25.9107,5217046.0
2022-06-27,26.1294,26.215,25.5304,25.7205,2140746.0
2022-06-28,26.0819,26.4717,25.5066,25.6825,2128287.0
2022-06-29,25.692,25.7491,25.0549,25.2736,3056143.0
2022-06-30,24.6461,25.1405,24.2562,24.7887,3594263.0
2022-07-01,24.57,25.2071,24.3418,25.0264,3142497.0
2022-07-02,24.57,25.2071,24.3418,25.0264,3142497.0
2022-07-03,24.57,25.2071,24.3418,25.0264,3142497.0
2022-07-04,24.57,25.2071,24.3418,25.0264,3142497.0
2022-07-05,24.7602,24.8743,23.9234,24.7602,2725245.0
