,EQH US Equity,EQH US Equity,EQH US Equity,EQH US Equity,EQH US Equity
2019-04-20,19.7356,19.7966,19.4304,19.7094,2274600.0
2019-04-21,19.7356,19.7966,19.4304,19.7094,2274600.0
2019-04-22,19.7094,19.7094,19.2777,19.2908,1706898.0
2019-04-23,19.2298,19.9711,19.2298,19.7966,2578976.0
2019-04-24,19.7966,19.8315,19.4914,19.535,3440467.0
2019-04-25,19.5263,19.535,19.1077,19.317,2941793.0
2019-04-26,19.2472,19.535,18.9594,19.5001,3148667.0
2019-04-27,19.2472,19.535,18.9594,19.5001,3148667.0
2019-04-28,19.2472,19.535,18.9594,19.5001,3148667.0
2019-04-29,19.4652,19.7356,19.3737,19.6397,1767376.0
2019-04-30,19.6571,19.8054,19.5088,19.7879,2147899.0
2019-05-01,19.8838,19.9449,19.5176,19.535,1393544.0
2019-05-02,19.5263,19.7443,19.3431,19.7181,2387797.0
2019-05-03,19.8054,19.9972,19.6353,19.91,1697301.0
2019-05-04,19.8054,19.9972,19.6353,19.91,1697301.0
2019-05-05,19.8054,19.9972,19.6353,19.91,1697301.0
2019-05-06,19.4304,19.7966,19.2298,19.7007,1686194.0
2019-05-07,19.474,19.692,19.1992,19.4304,3781971.0
2019-05-08,19.3606,19.5176,19.1949,19.1949,2937928.0
2019-05-09,19.0117,19.3431,18.7588,19.221,3313770.0
2019-05-10,19.0902,19.4129,18.7588,19.3606,4091575.0
2019-05-11,19.0902,19.4129,18.7588,19.3606,4091575.0
2019-05-12,19.0902,19.4129,18.7588,19.3606,4091575.0
2019-05-13,18.9769,18.9769,18.0045,18.096,3279372.0
2019-05-14,18.1222,18.7327,18.1222,18.5583,4406895.0
2019-05-15,18.3489,18.7327,18.2181,18.6716,2312470.0
2019-05-16,18.7588,19.1644,18.7414,18.8024,2260406.0
2019-05-17,18.567,18.8635,18.4449,18.7327,1844330.0
2019-05-18,18.567,18.8635,18.4449,18.7327,1844330.0
2019-05-19,18.567,18.8635,18.4449,18.7327,1844330.0
2019-05-20,18.5844,18.724,18.3489,18.4885,1553930.0
2019-05-21,18.6455,18.9943,18.6455,18.785,2146587.0
2019-05-22,18.628,18.7588,18.5495,18.6367,931293.0
2019-05-23,18.3315,18.5234,18.1048,18.2879,2203149.0
2019-05-24,18.567,18.846,18.4449,18.7676,2690321.0
2019-05-25,18.567,18.846,18.4449,18.7676,2690321.0
2019-05-26,18.567,18.846,18.4449,18.7676,2690321.0
2019-05-27,18.567,18.846,18.4449,18.7676,2690321.0
2019-05-28,18.7937,18.846,18.6498,18.7937,3023710.0
2019-05-29,18.5844,18.6629,18.2705,18.6019,2359005.0
2019-05-30,18.6542,18.9856,18.5583,18.6716,4075300.0
2019-05-31,18.496,18.496,17.9866,18.0481,2354436.0
2019-06-01,18.496,18.496,17.9866,18.0481,2354436.0
2019-06-02,18.496,18.496,17.9866,18.0481,2354436.0
2019-06-03,18.0129,18.3994,17.9602,18.2852,2947234.0
2019-06-04,18.5926,18.7946,18.1842,18.4433,5437746.0
2019-06-05,18.3994,18.575,18.1315,18.3555,16634314.0
2019-06-06,18.5223,18.7199,18.2632,18.3642,7485985.0
2019-06-07,18.3642,18.5443,18.2062,18.3291,7246042.0
2019-06-08,18.3642,18.5443,18.2062,18.3291,7246042.0
2019-06-09,18.3642,18.5443,18.2062,18.3291,7246042.0
2019-06-10,18.5311,18.6804,18.3291,18.5135,8797525.0
2019-06-11,18.7594,18.9088,18.6365,18.7507,6040901.0
2019-06-12,18.7507,18.8561,18.6101,18.6453,6186961.0
2019-06-13,18.698,18.9878,18.5926,18.698,3506696.0
2019-06-14,18.7068,18.7068,18.3291,18.6804,2404480.0
2019-06-15,18.7068,18.7068,18.3291,18.6804,2404480.0
2019-06-16,18.7068,18.7068,18.3291,18.6804,2404480.0
2019-06-17,18.6189,18.7155,18.2149,18.2588,2246472.0
2019-06-18,18.2588,18.5926,18.171,18.2588,3590947.0
2019-06-19,18.4169,18.6585,18.2501,18.3203,3199289.0
2019-06-20,18.5311,18.5662,18.1622,18.3818,4778934.0
2019-06-21,18.3467,18.4696,18.1535,18.1886,3562255.0
2019-06-22,18.3467,18.4696,18.1535,18.1886,3562255.0
2019-06-23,18.3467,18.4696,18.1535,18.1886,3562255.0
2019-06-24,18.171,18.3642,18.0393,18.0832,2270650.0
2019-06-25,18.1095,18.1447,17.3016,17.4684,5646985.0
2019-06-26,17.5562,17.6704,17.3718,17.4772,3285305.0
2019-06-27,17.5035,17.8944,17.4245,17.8109,3377784.0
2019-06-28,17.9778,18.4345,17.969,18.3555,5350285.0
2019-06-29,17.9778,18.4345,17.969,18.3555,5350285.0
2019-06-30,17.9778,18.4345,17.969,18.3555,5350285.0
2019-07-01,18.7068,18.8385,18.4081,18.4433,6177714.0
2019-07-02,18.4169,18.6585,18.3115,18.3994,6564923.0
2019-07-03,18.5311,18.9,18.496,18.8912,3571437.0
2019-07-04,18.5311,18.9,18.496,18.8912,3571437.0
2019-07-05,18.9,19.2601,18.8561,19.1722,3108258.0
2019-07-06,18.9,19.2601,18.8561,19.1722,3108258.0
2019-07-07,18.9,19.2601,18.8561,19.1722,3108258.0
2019-07-08,18.9614,19.2249,18.8648,19.0317,5450728.0
2019-07-09,18.8473,19.2337,18.8121,19.2337,4613365.0
2019-07-10,19.2864,19.2864,19.001,19.2074,6174903.0
2019-07-11,19.304,19.5235,19.1854,19.4796,5193767.0
2019-07-12,19.5411,19.8177,19.3391,19.7255,3972178.0
2019-07-13,19.5411,19.8177,19.3391,19.7255,3972178.0
2019-07-14,19.5411,19.8177,19.3391,19.7255,3972178.0
2019-07-15,19.8309,19.8309,19.5674,19.7694,3360870.0
2019-07-16,19.8046,20.0066,19.8046,19.8924,3545024.0
2019-07-17,19.8573,19.8924,19.4884,19.4972,2397340.0
2019-07-18,19.5147,19.7826,19.4621,19.7343,3772534.0
2019-07-19,19.7519,19.8792,19.6553,19.6904,1865418.0
2019-07-20,19.7519,19.8792,19.6553,19.6904,1865418.0
2019-07-21,19.7519,19.8792,19.6553,19.6904,1865418.0
2019-07-22,19.6728,19.7475,19.4357,19.5674,1774599.0
2019-07-23,19.6465,19.9451,19.6114,19.91,2358830.0
2019-07-24,19.787,20.0417,19.7299,20.0241,1590563.0
2019-07-25,19.9714,20.0241,19.8221,19.9187,1576525.0
2019-07-26,19.989,20.1207,19.8485,19.9539,2097124.0
2019-07-27,19.989,20.1207,19.8485,19.9539,2097124.0
2019-07-28,19.989,20.1207,19.8485,19.9539,2097124.0
2019-07-29,19.8836,20.0856,19.8046,19.9539,1865222.0
2019-07-30,19.7782,20.0066,19.5587,20.0066,956003.0
2019-07-31,20.0153,20.1383,19.6114,19.7431,2103388.0
2019-08-01,19.7782,19.7782,18.4652,18.5487,2697208.0
2019-08-02,18.5662,18.6189,18.0217,18.171,1726544.0
2019-08-03,18.5662,18.6189,18.0217,18.171,1726544.0
2019-08-04,18.5662,18.6189,18.0217,18.171,1726544.0
2019-08-05,17.7582,17.767,17.2445,17.4157,2154027.0
2019-08-06,17.6089,17.7934,17.3016,17.7758,2098648.0
2019-08-07,17.3718,17.7934,17.0996,17.7231,2110545.0
2019-08-08,17.8812,18.3818,17.7934,18.3642,2228121.0
2019-08-09,18.171,18.6716,18.0305,18.4433,3455077.0
2019-08-10,18.171,18.6716,18.0305,18.4433,3455077.0
2019-08-11,18.171,18.6716,18.0305,18.4433,3455077.0
2019-08-12,18.2588,18.4608,17.7319,17.9251,2374107.0
2019-08-13,17.9866,18.4081,17.7846,18.2237,1890531.0
2019-08-14,17.7319,17.8988,17.3455,17.4948,2578222.0
2019-08-15,17.6089,17.6968,17.2928,17.4333,3113550.0
2019-08-16,17.5475,17.9163,17.5475,17.7758,2492626.0
2019-08-17,17.5475,17.9163,17.5475,17.7758,2492626.0
2019-08-18,17.5475,17.9163,17.5475,17.7758,2492626.0
2019-08-19,18.1886,18.2062,17.969,18.0305,2222641.0
2019-08-20,17.8724,18.0393,17.7055,17.8373,3557882.0
2019-08-21,18.0231,18.1116,17.8992,18.0408,2045340.0
2019-08-22,18.1204,18.2443,18.0408,18.1824,788281.0
2019-08-23,18.0054,18.2974,17.5232,17.5984,1963870.0
2019-08-24,18.0054,18.2974,17.5232,17.5984,1963870.0
2019-08-25,18.0054,18.2974,17.5232,17.5984,1963870.0
2019-08-26,17.8019,17.9258,17.74,17.8019,1117521.0
2019-08-27,17.9081,17.9789,17.479,17.563,2121607.0
2019-08-28,17.448,17.8373,17.4037,17.7577,2044177.0
2019-08-29,18.0231,18.2443,17.8815,18.2354,1535617.0
2019-08-30,18.4124,18.4699,18.262,18.377,1739897.0
2019-08-31,18.4124,18.4699,18.262,18.377,1739897.0
2019-09-01,18.4124,18.4699,18.262,18.377,1739897.0
2019-09-02,18.4124,18.4699,18.262,18.377,1739897.0
2019-09-03,18.2089,18.2089,17.7931,17.9435,1624257.0
2019-09-04,18.1647,18.2885,18.147,18.1735,1473977.0
2019-09-05,18.5274,18.8194,18.3859,18.6159,1328305.0
2019-09-06,18.5894,18.7929,18.5186,18.554,1020041.0
2019-09-07,18.5894,18.7929,18.5186,18.554,1020041.0
2019-09-08,18.5894,18.7929,18.5186,18.554,1020041.0
2019-09-09,18.7132,19.0318,18.6513,18.9964,2574989.0
2019-09-10,19.1025,19.4122,19.0627,19.191,3074544.0
2019-09-11,19.1999,19.253,18.961,19.1733,2250556.0
2019-09-12,19.0406,19.2706,18.9167,19.0583,2206519.0
2019-09-13,19.191,19.5582,19.1291,19.5272,4481843.0
2019-09-14,19.191,19.5582,19.1291,19.5272,4481843.0
2019-09-15,19.191,19.5582,19.1291,19.5272,4481843.0
2019-09-16,19.3768,19.713,19.2264,19.306,2889070.0
2019-09-17,19.1733,19.5538,19.0671,19.4565,3313576.0
2019-09-18,19.2972,19.6998,19.2441,19.5626,4291713.0
2019-09-19,19.5803,19.9475,19.5626,19.6334,3540320.0
2019-09-20,19.5626,20.2085,19.5272,20.0139,6142129.0
2019-09-21,19.5626,20.2085,19.5272,20.0139,6142129.0
2019-09-22,19.5626,20.2085,19.5272,20.0139,6142129.0
2019-09-23,19.8015,19.9342,19.6511,19.7661,1839579.0
2019-09-24,19.8192,19.9785,19.1822,19.5892,3078306.0
2019-09-25,19.5095,19.8812,19.3768,19.8458,2206604.0
2019-09-26,19.8015,19.9077,19.514,19.8458,2208980.0
2019-09-27,20.0404,20.1864,19.8723,20.0404,2103070.0
2019-09-28,20.0404,20.1864,19.8723,20.0404,2103070.0
2019-09-29,20.0404,20.1864,19.8723,20.0404,2103070.0
2019-09-30,20.0758,20.0758,19.5892,19.6069,2993032.0
2019-10-01,19.6953,19.7352,19.1822,19.2353,1615712.0
2019-10-02,19.0495,19.076,18.4743,18.6159,2560947.0
2019-10-03,18.5274,18.5274,18.0496,18.5009,2099504.0
2019-10-04,18.5009,18.7752,18.4213,18.7752,1553443.0
2019-10-05,18.5009,18.7752,18.4213,18.7752,1553443.0
2019-10-06,18.5009,18.7752,18.4213,18.7752,1553443.0
2019-10-07,18.7044,18.7619,18.5097,18.5451,1243464.0
2019-10-08,18.2708,18.3062,17.8329,17.855,1995911.0
2019-10-09,18.0054,18.1779,17.8417,18.0939,1499810.0
2019-10-10,18.1647,18.4434,18.0408,18.1735,2079799.0
2019-10-11,18.5451,18.9875,18.5451,18.7929,1646558.0
2019-10-12,18.5451,18.9875,18.5451,18.7929,1646558.0
2019-10-13,18.5451,18.9875,18.5451,18.7929,1646558.0
2019-10-14,18.6601,18.8858,18.6513,18.846,1014579.0
2019-10-15,18.9079,19.3149,18.8194,18.961,1885902.0
2019-10-16,18.8902,19.0671,18.8061,18.899,1238351.0
2019-10-17,19.0141,19.1999,18.8813,19.0406,1429298.0
2019-10-18,18.9344,19.2618,18.9344,19.2087,1874706.0
2019-10-19,18.9344,19.2618,18.9344,19.2087,1874706.0
2019-10-20,18.9344,19.2618,18.9344,19.2087,1874706.0
2019-10-21,19.4211,19.8104,19.3768,19.7396,1926740.0
2019-10-22,19.7042,19.9077,19.5007,19.8723,2298662.0
2019-10-23,19.8192,20.0581,19.7396,19.9431,1256844.0
2019-10-24,20.0139,20.1023,19.5715,19.7219,1353643.0
2019-10-25,19.713,19.8812,19.6334,19.6423,1178965.0
2019-10-26,19.713,19.8812,19.6334,19.6423,1178965.0
2019-10-27,19.713,19.8812,19.6334,19.6423,1178965.0
2019-10-28,19.7838,20.12,19.7838,20.1023,2578802.0
2019-10-29,20.0316,20.1643,19.253,19.6865,3655357.0
2019-10-30,19.5715,19.6378,19.2618,19.4565,1758521.0
2019-10-31,19.3591,19.3724,18.9079,19.1114,2090667.0
2019-11-01,19.2618,19.4653,19.191,19.4388,1126056.0
2019-11-02,19.2618,19.4653,19.191,19.4388,1126056.0
2019-11-03,19.2618,19.4653,19.191,19.4388,1126056.0
2019-11-04,19.6423,19.9342,19.5759,19.9254,1912773.0
2019-11-05,20.0227,20.3235,19.8281,19.9165,2391454.0
2019-11-06,19.8546,20.0935,19.713,19.7484,3986947.0
2019-11-07,20.12,20.7836,19.7219,19.7661,8506190.0
2019-11-08,19.5538,20.7482,19.4565,20.5093,62014351.0
2019-11-09,19.5538,20.7482,19.4565,20.5093,62014351.0
2019-11-10,19.5538,20.7482,19.4565,20.5093,62014351.0
2019-11-11,20.5447,20.9252,20.5182,20.8456,12403362.0
2019-11-12,20.8633,21.1464,20.6775,20.6952,10400893.0
2019-11-13,20.6244,20.7792,20.3103,20.4386,15375238.0
2019-11-14,20.4297,20.8013,20.3943,20.7925,8513968.0
2019-11-15,21.0062,21.2466,20.935,21.1041,4671561.0
2019-11-16,21.0062,21.2466,20.935,21.1041,4671561.0
2019-11-17,21.0062,21.2466,20.935,21.1041,4671561.0
2019-11-18,21.1131,21.1754,20.8726,21.0062,5025399.0
2019-11-19,21.1576,21.2822,20.9439,21.1487,6570374.0
2019-11-20,21.0774,21.3357,20.9216,21.3357,6856577.0
2019-11-21,21.4514,21.5672,21.309,21.3713,5520627.0
2019-11-22,21.398,21.8121,21.3802,21.6295,11101269.0
2019-11-23,21.398,21.8121,21.3802,21.6295,11101269.0
2019-11-24,21.398,21.8121,21.3802,21.6295,11101269.0
2019-11-25,21.7364,21.9857,21.7008,21.9234,5060160.0
2019-11-26,21.9501,22.2261,21.7453,22.2261,7536343.0
2019-11-27,22.1816,22.4176,22.1638,22.2261,4521133.0
2019-11-28,22.1816,22.4176,22.1638,22.2261,4521133.0
2019-11-29,22.1549,22.1772,22.0125,22.0302,1074572.0
2019-11-30,22.1549,22.1772,22.0125,22.0302,1074572.0
2019-12-01,22.1549,22.1772,22.0125,22.0302,1074572.0
2019-12-02,22.1282,22.333,21.7987,21.8343,3614252.0
2019-12-03,21.487,21.5583,20.9973,21.0507,3652463.0
2019-12-04,21.1754,21.398,21.1576,21.2822,2778619.0
2019-12-05,21.3535,21.6651,21.309,21.6651,3142787.0
2019-12-06,21.959,22.1905,21.8299,22.048,5224512.0
2019-12-07,21.959,22.1905,21.8299,22.048,5224512.0
2019-12-08,21.959,22.1905,21.8299,22.048,5224512.0
2019-12-09,22.048,22.048,21.6384,21.8343,2606964.0
2019-12-10,21.8165,21.8789,21.683,21.772,6521148.0
2019-12-11,21.7364,21.821,21.4514,21.6117,3206851.0
2019-12-12,21.6028,22.1549,21.585,22.1371,3940134.0
2019-12-13,22.0569,22.2751,21.9056,21.9412,3415735.0
2019-12-14,22.0569,22.2751,21.9056,21.9412,3415735.0
2019-12-15,22.0569,22.2751,21.9056,21.9412,3415735.0
2019-12-16,22.1994,22.2439,21.9323,22.1104,2552282.0
2019-12-17,22.1638,22.333,22.0035,22.0391,4329089.0
2019-12-18,22.1282,22.1816,21.7542,21.8789,4984868.0
2019-12-19,21.9323,22.284,21.8566,22.235,3542780.0
2019-12-20,22.3775,22.3775,22.0659,22.1994,4267482.0
2019-12-21,22.3775,22.3775,22.0659,22.1994,4267482.0
2019-12-22,22.3775,22.3775,22.0659,22.1994,4267482.0
2019-12-23,22.1727,22.1905,21.9145,22.0302,1905908.0
2019-12-24,22.0837,22.0837,21.8922,21.9234,369248.0
2019-12-25,22.0837,22.0837,21.8922,21.9234,369248.0
2019-12-26,21.9946,22.1193,21.9412,22.0302,980015.0
2019-12-27,22.0302,22.0614,21.8076,21.9056,1821119.0
2019-12-28,22.0302,22.0614,21.8076,21.9056,1821119.0
2019-12-29,22.0302,22.0614,21.8076,21.9056,1821119.0
2019-12-30,21.9946,22.0659,21.8789,22.0035,1328063.0
2019-12-31,21.9857,22.1594,21.8967,22.0659,1487842.0
2020-01-01,21.9857,22.1594,21.8967,22.0659,1487842.0
2020-01-02,22.1994,22.2439,21.8878,22.1727,3166488.0
2020-01-03,21.861,21.9501,21.6206,21.7008,2403462.0
2020-01-04,21.861,21.9501,21.6206,21.7008,2403462.0
2020-01-05,21.861,21.9501,21.6206,21.7008,2403462.0
2020-01-06,21.6651,21.8699,21.5627,21.7542,2534807.0
2020-01-07,21.6651,22.2796,21.6651,22.2261,3217401.0
2020-01-08,22.2707,22.8495,22.2707,22.6625,4434144.0
2020-01-09,22.8851,23.1211,22.6892,22.9741,4280877.0
2020-01-10,22.983,23.3077,22.943,22.9652,3129575.0
2020-01-11,22.983,23.3077,22.943,22.9652,3129575.0
2020-01-12,22.983,23.3077,22.943,22.9652,3129575.0
2020-01-13,23.0988,23.4772,22.9029,23.268,5276252.0
2020-01-14,23.3214,23.4906,23.1611,23.2235,3536016.0
2020-01-15,23.1433,23.4238,22.7827,22.8495,4119080.0
2020-01-16,23.0899,23.3036,22.983,23.2146,4600341.0
2020-01-17,23.3036,23.455,23.0899,23.2235,5665040.0
2020-01-18,23.3036,23.455,23.0899,23.2235,5665040.0
2020-01-19,23.3036,23.455,23.0899,23.2235,5665040.0
2020-01-20,23.3036,23.455,23.0899,23.2235,5665040.0
2020-01-21,23.081,23.2146,22.7871,22.8138,3219083.0
2020-01-22,22.9919,22.9919,22.658,22.8228,2345654.0
2020-01-23,22.7159,22.8138,22.2724,22.6981,4202306.0
2020-01-24,22.6892,22.6892,22.0347,22.2439,3516326.0
2020-01-25,22.6892,22.6892,22.0347,22.2439,3516326.0
2020-01-26,22.6892,22.6892,22.0347,22.2439,3516326.0
2020-01-27,21.674,22.0169,21.5672,21.683,2572205.0
2020-01-28,21.8165,22.0659,21.7364,21.9145,2363124.0
2020-01-29,22.0391,22.235,21.959,22.1193,2175659.0
2020-01-30,21.8878,22.1727,21.7275,21.9679,3539723.0
2020-01-31,21.772,21.91,21.2733,21.3891,4227585.0
2020-02-01,21.772,21.91,21.2733,21.3891,4227585.0
2020-02-02,21.772,21.91,21.2733,21.3891,4227585.0
2020-02-03,21.5049,21.8165,21.398,21.5761,2093966.0
2020-02-04,22.0124,22.3152,21.8699,22.0837,2780393.0
2020-02-05,22.4488,22.8406,22.333,22.8317,3913391.0
2020-02-06,22.983,23.0454,22.7604,22.8762,2279007.0
2020-02-07,22.6892,23.0632,22.5912,22.8584,2268837.0
2020-02-08,22.6892,23.0632,22.5912,22.8584,2268837.0
2020-02-09,22.6892,23.0632,22.5912,22.8584,2268837.0
2020-02-10,22.8138,23.1968,22.7426,23.1968,1865459.0
2020-02-11,23.3303,24.1406,23.2769,23.9537,3243492.0
2020-02-12,24.0872,24.2074,23.9091,24.0427,2738126.0
2020-02-13,23.9715,24.0961,23.8379,24.0427,1748706.0
2020-02-14,24.0249,24.0872,23.8023,23.9447,1274830.0
2020-02-15,24.0249,24.0872,23.8023,23.9447,1274830.0
2020-02-16,24.0249,24.0872,23.8023,23.9447,1274830.0
2020-02-17,24.0249,24.0872,23.8023,23.9447,1274830.0
2020-02-18,23.8201,24.0115,23.6019,23.7845,1561623.0
2020-02-19,23.9804,24.1317,23.8735,24.0249,2631103.0
2020-02-20,23.8824,24.3054,23.8824,24.1763,2381182.0
2020-02-21,24.0249,24.0961,23.6153,23.7756,2999888.0
2020-02-22,24.0249,24.0961,23.6153,23.7756,2999888.0
2020-02-23,24.0249,24.0961,23.6153,23.7756,2999888.0
2020-02-24,22.707,22.9252,22.3597,22.4399,3260532.0
2020-02-25,22.333,22.5111,21.1576,21.398,5094740.0
2020-02-26,21.5494,21.6206,20.6055,20.6411,5370195.0
2020-02-27,20.0267,20.2938,18.5218,19.1006,7303875.0
2020-02-28,18.3081,19.1985,18.1567,19.0561,7719580.0
2020-02-29,18.3081,19.1985,18.1567,19.0561,7719580.0
2020-03-01,18.3081,19.1985,18.1567,19.0561,7719580.0
2020-03-02,19.2163,19.4835,18.4505,19.4746,7412270.0
