,PFSI US Equity,PFSI US Equity,PFSI US Equity,PFSI US Equity,PFSI US Equity
2019-03-18,21.586,21.6424,21.3319,21.5765,394786.0
2019-03-19,21.633,21.6895,21.2284,21.2378,228410.0
2019-03-20,21.1813,21.219,20.6826,20.692,127599.0
2019-03-21,20.5603,20.7861,20.4756,20.5321,258481.0
2019-03-22,20.3815,20.4756,19.7699,19.864,235568.0
2019-03-23,20.3815,20.4756,19.7699,19.864,235568.0
2019-03-24,20.3815,20.4756,19.7699,19.864,235568.0
2019-03-25,19.8546,20.2215,19.704,20.0051,353293.0
2019-03-26,20.0992,20.3439,19.9957,20.2121,240883.0
2019-03-27,20.2027,20.8426,20.2027,20.645,306974.0
2019-03-28,20.6356,20.9931,20.5885,20.9743,87994.0
2019-03-29,21.1155,21.1719,20.899,20.9273,207069.0
2019-03-30,21.1155,21.1719,20.899,20.9273,207069.0
2019-03-31,21.1155,21.1719,20.899,20.9273,207069.0
2019-04-01,21.0025,21.2284,20.9343,21.219,190570.0
2019-04-02,21.1719,21.186,20.9884,21.0778,438051.0
2019-04-03,21.1437,21.2472,21.0778,21.1813,152625.0
2019-04-04,21.219,21.3695,21.1437,21.3037,129924.0
2019-04-05,21.3225,21.5389,21.3178,21.473,209160.0
2019-04-06,21.3225,21.5389,21.3178,21.473,209160.0
2019-04-07,21.3225,21.5389,21.3178,21.473,209160.0
2019-04-08,21.3507,21.6518,21.3507,21.586,287060.0
2019-04-09,21.5201,21.7318,21.1531,21.1907,157702.0
2019-04-10,21.219,21.3507,21.0966,21.3507,105070.0
2019-04-11,21.3695,21.4824,21.219,21.2284,80291.0
2019-04-12,21.473,21.5295,21.0214,21.2472,93144.0
2019-04-13,21.473,21.5295,21.0214,21.2472,93144.0
2019-04-14,21.473,21.5295,21.0214,21.2472,93144.0
2019-04-15,21.2754,21.2848,21.0684,21.219,98411.0
2019-04-16,21.219,21.4919,21.1672,21.473,109226.0
2019-04-17,21.473,21.5483,21.2472,21.266,223936.0
2019-04-18,21.2754,21.3883,21.1625,21.2566,165633.0
2019-04-19,21.2754,21.3883,21.1625,21.2566,165633.0
2019-04-20,21.2754,21.3883,21.1625,21.2566,165633.0
2019-04-21,21.2754,21.3883,21.1625,21.2566,165633.0
2019-04-22,21.2284,21.2284,20.8332,20.9085,77892.0
2019-04-23,20.8896,21.1437,20.852,21.1061,148927.0
2019-04-24,21.0684,21.266,20.9414,21.0872,113844.0
2019-04-25,21.059,21.1155,20.7955,20.899,223694.0
2019-04-26,20.8896,21.0496,20.8473,20.9273,247986.0
2019-04-27,20.8896,21.0496,20.8473,20.9273,247986.0
2019-04-28,20.8896,21.0496,20.8473,20.9273,247986.0
2019-04-29,20.9837,21.5624,20.9743,21.4636,577286.0
2019-04-30,21.4636,21.5201,20.9461,20.9837,135182.0
2019-05-01,20.9743,21.1343,20.5979,20.7955,147367.0
2019-05-02,20.8049,20.9273,20.5697,20.7014,159305.0
2019-05-03,20.6167,22.5034,20.6073,21.9623,579189.0
2019-05-04,20.6167,22.5034,20.6073,21.9623,579189.0
2019-05-05,20.6167,22.5034,20.6073,21.9623,579189.0
2019-05-06,21.7083,22.2493,21.6142,22.1505,297690.0
2019-05-07,21.7647,22.1035,21.7647,21.9718,268138.0
2019-05-08,21.9623,22.0423,21.5483,21.5671,223242.0
2019-05-09,21.5201,21.6424,21.4824,21.5201,274290.0
2019-05-10,21.5577,21.7459,21.4919,21.6518,223707.0
2019-05-11,21.5577,21.7459,21.4919,21.6518,223707.0
2019-05-12,21.5577,21.7459,21.4919,21.6518,223707.0
2019-05-13,21.2942,21.3319,21.0402,21.0402,165659.0
2019-05-14,21.0214,21.4166,20.9085,21.3319,169087.0
2019-05-15,21.0872,21.473,21.012,21.4072,141236.0
2019-05-16,21.4448,21.7365,21.4072,21.4636,121621.0
2019-05-17,21.3319,21.8024,21.3319,21.4919,150576.0
2019-05-18,21.3319,21.8024,21.3319,21.4919,150576.0
2019-05-19,21.3319,21.8024,21.3319,21.4919,150576.0
2019-05-20,21.4636,21.7365,21.426,21.5577,178201.0
2019-05-21,21.7083,21.8024,21.6518,21.7271,191054.0
2019-05-22,21.7083,21.8118,21.4542,21.5201,112072.0
2019-05-23,21.3695,21.4636,21.059,21.3789,158044.0
2019-05-24,21.4636,21.6001,21.3883,21.5295,225420.0
2019-05-25,21.4636,21.6001,21.3883,21.5295,225420.0
2019-05-26,21.4636,21.6001,21.3883,21.5295,225420.0
2019-05-27,21.4636,21.6001,21.3883,21.5295,225420.0
2019-05-28,21.5671,21.586,21.2942,21.3225,732296.0
2019-05-29,21.3413,21.3413,20.5885,20.6732,384812.0
2019-05-30,20.6826,20.8426,20.2121,20.3721,161923.0
2019-05-31,20.1933,20.1933,19.9487,19.9581,284395.0
2019-06-01,20.1933,20.1933,19.9487,19.9581,284395.0
2019-06-02,20.1933,20.1933,19.9487,19.9581,284395.0
2019-06-03,19.9392,20.0333,19.7605,19.9298,167450.0
2019-06-04,20.118,20.4191,20.0804,20.3062,207872.0
2019-06-05,20.3439,20.3627,20.0616,20.2027,128065.0
2019-06-06,20.1369,20.1557,19.7981,20.0992,115319.0
2019-06-07,20.118,20.118,19.8357,19.8828,410009.0
2019-06-08,20.118,20.118,19.8357,19.8828,410009.0
2019-06-09,20.118,20.118,19.8357,19.8828,410009.0
2019-06-10,20.071,20.1886,19.544,19.5817,450384.0
2019-06-11,19.7511,19.8263,19.3653,19.7887,307048.0
2019-06-12,19.6193,19.7322,19.3182,19.3558,299831.0
2019-06-13,19.4029,19.7793,19.1582,19.6946,326955.0
2019-06-14,19.7228,19.8357,19.5111,19.8075,234829.0
2019-06-15,19.7228,19.8357,19.5111,19.8075,234829.0
2019-06-16,19.7228,19.8357,19.5111,19.8075,234829.0
2019-06-17,19.9298,20.0804,19.7134,20.0333,442784.0
2019-06-18,20.0522,20.5321,19.9957,20.4097,269434.0
2019-06-19,20.4474,20.7014,20.4286,20.692,578737.0
2019-06-20,20.7108,20.852,20.2309,20.7767,860229.0
2019-06-21,20.7014,20.8426,20.4003,20.7673,800444.0
2019-06-22,20.7014,20.8426,20.4003,20.7673,800444.0
2019-06-23,20.7014,20.8426,20.4003,20.7673,800444.0
2019-06-24,20.7579,21.0966,20.6826,20.7203,473899.0
2019-06-25,20.8049,21.0261,20.5509,20.7767,752361.0
2019-06-26,20.9085,20.9931,20.4662,20.5132,241959.0
2019-06-27,20.5509,21.0872,20.5509,21.059,156560.0
2019-06-28,21.1155,21.4542,20.8332,20.8708,909099.0
2019-06-29,21.1155,21.4542,20.8332,20.8708,909099.0
2019-06-30,21.1155,21.4542,20.8332,20.8708,909099.0
2019-07-01,21.0684,21.4589,21.0684,21.3978,214486.0
2019-07-02,21.3978,21.5013,21.219,21.3978,191353.0
2019-07-03,21.473,21.7459,21.3978,21.633,300780.0
2019-07-04,21.473,21.7459,21.3978,21.633,300780.0
2019-07-05,21.5013,21.5954,21.3978,21.5671,229485.0
2019-07-06,21.5013,21.5954,21.3978,21.5671,229485.0
2019-07-07,21.5013,21.5954,21.3978,21.5671,229485.0
2019-07-08,21.4636,21.5954,21.2754,21.426,192629.0
2019-07-09,21.4072,21.6236,21.3037,21.6236,246922.0
2019-07-10,21.633,21.6895,21.4072,21.6048,122368.0
2019-07-11,21.6424,21.6895,21.5013,21.6236,183905.0
2019-07-12,21.6048,21.7365,21.553,21.586,273082.0
2019-07-13,21.6048,21.7365,21.553,21.586,273082.0
2019-07-14,21.6048,21.7365,21.553,21.586,273082.0
2019-07-15,21.6612,21.7365,21.4919,21.6612,211554.0
2019-07-16,21.6424,22.1882,21.5389,22.0282,221080.0
2019-07-17,21.9153,22.0376,21.793,21.9247,187538.0
2019-07-18,21.8871,22.4893,21.8871,22.4422,212674.0
2019-07-19,22.414,22.574,22.0188,22.0376,158988.0
2019-07-20,22.414,22.574,22.0188,22.0376,158988.0
2019-07-21,22.414,22.574,22.0188,22.0376,158988.0
2019-07-22,21.9718,22.0282,21.6706,21.68,145504.0
2019-07-23,21.6895,21.9529,21.6895,21.9529,81076.0
2019-07-24,21.9059,22.4987,21.8682,22.4893,146350.0
2019-07-25,22.3952,22.5787,22.3152,22.3858,125059.0
2019-07-26,22.4705,22.7998,22.4328,22.6869,115924.0
2019-07-27,22.4705,22.7998,22.4328,22.6869,115924.0
2019-07-28,22.4705,22.7998,22.4328,22.6869,115924.0
2019-07-29,22.4799,22.9692,22.4799,22.9127,128170.0
2019-07-30,22.8563,23.1291,22.7434,22.9504,325801.0
2019-07-31,22.8563,23.1997,22.5834,22.5928,242002.0
2019-08-01,22.4893,22.8469,22.3576,22.4987,345780.0
2019-08-02,25.4063,25.4063,23.4679,23.7972,1000992.0
2019-08-03,25.4063,25.4063,23.4679,23.7972,1000992.0
2019-08-04,25.4063,25.4063,23.4679,23.7972,1000992.0
2019-08-05,23.5808,24.2395,23.3644,23.8725,345816.0
2019-08-06,24.0795,24.5783,23.9007,24.55,276033.0
2019-08-07,24.2019,24.9829,23.8631,24.9735,372787.0
2019-08-08,25.1522,25.5192,24.8605,24.9264,317190.0
2019-08-09,24.9358,25.3969,24.7664,25.1617,193146.0
2019-08-10,24.9358,25.3969,24.7664,25.1617,193146.0
2019-08-11,24.9358,25.3969,24.7664,25.1617,193146.0
2019-08-12,24.8888,25.0299,24.7006,24.9923,188993.0
2019-08-13,24.8982,25.3498,24.8417,24.8794,171593.0
2019-08-14,24.6159,24.8888,24.4089,24.8417,253896.0
2019-08-15,24.9358,25.0299,24.8135,25.0017,294871.0
2019-08-16,25.124,25.5192,25.0911,25.1899,256330.0
2019-08-17,25.124,25.5192,25.0911,25.1899,256330.0
2019-08-18,25.124,25.5192,25.0911,25.1899,256330.0
2019-08-19,25.2746,26.1685,25.2369,25.9521,346840.0
2019-08-20,25.8768,26.3096,25.7921,25.9521,196212.0
2019-08-21,26.479,26.4978,26.1026,26.3285,387509.0
2019-08-22,26.4132,26.9401,26.4132,26.7519,142977.0
2019-08-23,26.7143,27.1283,26.4037,26.8178,401944.0
2019-08-24,26.7143,27.1283,26.4037,26.8178,401944.0
2019-08-25,26.7143,27.1283,26.4037,26.8178,401944.0
2019-08-26,26.9401,27.3306,26.8249,27.0624,304918.0
2019-08-27,27.2412,27.4153,26.8389,27.1471,326164.0
2019-08-28,27.0248,27.3918,26.8883,27.213,390801.0
2019-08-29,27.467,28.0222,27.3682,27.8434,302943.0
2019-08-30,27.8623,28.2292,27.4012,27.8434,674192.0
2019-08-31,27.8623,28.2292,27.4012,27.8434,674192.0
2019-09-01,27.8623,28.2292,27.4012,27.8434,674192.0
2019-09-02,27.8623,28.2292,27.4012,27.8434,674192.0
2019-09-03,27.8623,28.2198,27.6458,27.9563,590049.0
2019-09-04,28.3139,28.8691,28.3045,28.6903,312947.0
2019-09-05,29.6313,30.1488,28.4739,28.5021,658778.0
2019-09-06,28.775,29.4807,28.6997,29.1232,434703.0
2019-09-07,28.775,29.4807,28.6997,29.1232,434703.0
2019-09-08,28.775,29.4807,28.6997,29.1232,434703.0
2019-09-09,30.0641,30.337,28.935,29.0761,655979.0
2019-09-10,29.1232,29.1984,28.3892,28.6527,396217.0
2019-09-11,29.1702,29.6972,28.8973,29.3302,434215.0
2019-09-12,29.3678,29.511,28.5398,28.7468,440778.0
2019-09-13,28.9161,29.3866,28.1445,28.361,495798.0
2019-09-14,28.9161,29.3866,28.1445,28.361,495798.0
2019-09-15,28.9161,29.3866,28.1445,28.361,495798.0
2019-09-16,29.3019,29.6407,28.6809,29.3302,534139.0
2019-09-17,29.1137,29.2925,28.8322,29.2361,342410.0
2019-09-18,29.189,29.2643,28.8315,28.935,460300.0
2019-09-19,28.8691,29.3114,28.5962,28.5962,426724.0
2019-09-20,28.6715,29.8571,28.5962,29.6501,1461809.0
2019-09-21,28.6715,29.8571,28.5962,29.6501,1461809.0
2019-09-22,28.6715,29.8571,28.5962,29.6501,1461809.0
2019-09-23,29.6595,29.97,29.4149,29.4525,432561.0
2019-09-24,29.4525,29.7489,28.982,29.0573,390589.0
2019-09-25,28.982,29.3019,28.7562,29.1796,173813.0
2019-09-26,29.0291,29.2078,28.8409,28.9444,193370.0
2019-09-27,28.9538,29.1232,28.1897,28.2857,301395.0
2019-09-28,28.9538,29.1232,28.1897,28.2857,301395.0
2019-09-29,28.9538,29.1232,28.1897,28.2857,301395.0
2019-09-30,28.2857,28.6903,28.2481,28.5868,362919.0
2019-10-01,28.6621,28.9256,28.2481,28.3704,398249.0
2019-10-02,28.1728,28.7468,27.9187,28.7374,283470.0
2019-10-03,28.5774,28.8409,28.4174,28.6527,255071.0
2019-10-04,28.6997,29.2455,28.6997,29.2173,319435.0
2019-10-05,28.6997,29.2455,28.6997,29.2173,319435.0
2019-10-06,28.6997,29.2455,28.6997,29.2173,319435.0
2019-10-07,29.0667,29.6595,28.9654,29.6595,354154.0
2019-10-08,29.4619,29.6119,29.2078,29.3019,295874.0
2019-10-09,29.509,29.6072,29.142,29.4431,288991.0
2019-10-10,29.5842,29.8759,29.3772,29.4054,210016.0
2019-10-11,29.6783,30.0077,29.1608,29.1608,337047.0
2019-10-12,29.6783,30.0077,29.1608,29.1608,337047.0
2019-10-13,29.6783,30.0077,29.1608,29.1608,337047.0
2019-10-14,29.3114,29.4384,29.0008,29.2455,205973.0
2019-10-15,29.3302,29.8007,29.2549,29.5936,488752.0
2019-10-16,29.4431,29.9889,29.3963,29.9512,338840.0
2019-10-17,30.083,30.5817,30.0359,30.5158,356804.0
2019-10-18,30.5346,31.0051,30.5252,30.8451,511332.0
2019-10-19,30.5346,31.0051,30.5252,30.8451,511332.0
2019-10-20,30.5346,31.0051,30.5252,30.8451,511332.0
2019-10-21,30.9392,31.4756,30.9392,31.0992,548453.0
2019-10-22,31.1651,31.485,30.9392,31.0051,269832.0
2019-10-23,30.9016,30.9204,30.0547,30.1112,287761.0
2019-10-24,30.1112,30.2335,29.5936,29.8289,380133.0
2019-10-25,30.0641,30.9204,29.8995,30.2147,517170.0
2019-10-26,30.0641,30.9204,29.8995,30.2147,517170.0
2019-10-27,30.0641,30.9204,29.8995,30.2147,517170.0
2019-10-28,30.1676,30.2994,28.8785,29.2549,841513.0
2019-10-29,29.189,29.8007,29.1327,29.4995,251616.0
2019-10-30,29.4431,29.556,28.9256,29.5466,306603.0
2019-10-31,29.4431,29.7348,28.9256,29.2925,282421.0
2019-11-01,29.923,30.5628,28.2481,29.1796,780459.0
2019-11-02,29.923,30.5628,28.2481,29.1796,780459.0
2019-11-03,29.923,30.5628,28.2481,29.1796,780459.0
2019-11-04,29.3019,29.4525,27.707,28.0881,620137.0
2019-11-05,28.1163,28.8032,28.0975,28.7185,579219.0
2019-11-06,28.7279,29.5936,28.6433,29.349,586130.0
2019-11-07,29.3584,29.6689,28.982,29.1514,665390.0
2019-11-08,29.0291,29.1232,28.7091,28.9256,675203.0
2019-11-09,29.0291,29.1232,28.7091,28.9256,675203.0
2019-11-10,29.0291,29.1232,28.7091,28.9256,675203.0
2019-11-11,29.1232,29.3302,28.9079,29.0385,345772.0
2019-11-12,28.982,29.4431,28.982,29.3866,455615.0
2019-11-13,29.2361,30.0265,29.2267,30.0171,474867.0
2019-11-14,30.0076,30.376,29.9,30.121,248131.0
2019-11-15,30.2343,30.3241,29.9699,30.1304,270994.0
2019-11-16,30.2343,30.3241,29.9699,30.1304,270994.0
2019-11-17,30.2343,30.3241,29.9699,30.1304,270994.0
2019-11-18,30.1304,30.4138,30.0361,30.3666,255917.0
2019-11-19,30.6783,32.1612,30.4657,31.9061,975058.0
2019-11-20,31.8684,32.8129,31.3849,31.7456,535289.0
2019-11-21,31.6983,31.8117,31.3111,31.3111,223723.0
2019-11-22,31.2261,31.4906,30.8955,31.3394,164057.0
2019-11-23,31.2261,31.4906,30.8955,31.3394,164057.0
2019-11-24,31.2261,31.4906,30.8955,31.3394,164057.0
2019-11-25,31.4906,32.0856,31.4528,31.8778,322413.0
2019-11-26,31.8684,32.6334,31.8684,32.2084,273156.0
2019-11-27,32.369,32.5174,32.01,32.4162,226892.0
2019-11-28,32.369,32.5174,32.01,32.4162,226892.0
2019-11-29,32.2934,32.7468,32.2934,32.4067,85611.0
2019-11-30,32.2934,32.7468,32.2934,32.4067,85611.0
2019-12-01,32.2934,32.7468,32.2934,32.4067,85611.0
2019-12-02,32.4351,32.5205,31.7172,31.9345,283006.0
2019-12-03,31.8211,32.0289,31.585,31.8495,165310.0
2019-12-04,31.9345,32.1328,31.7928,31.9345,168556.0
2019-12-05,31.9534,32.3973,31.7172,31.9817,390575.0
2019-12-06,32.2367,32.3123,31.9628,32.01,179785.0
2019-12-07,32.2367,32.3123,31.9628,32.01,179785.0
2019-12-08,32.2367,32.3123,31.9628,32.01,179785.0
2019-12-09,31.8117,31.9628,31.3679,31.8306,483494.0
2019-12-10,31.67,31.8542,31.3205,31.6417,267747.0
2019-12-11,31.6795,31.925,31.5756,31.7645,140611.0
2019-12-12,31.7172,32.2556,31.6133,31.8211,204006.0
2019-12-13,31.7361,32.0573,31.5378,31.67,192506.0
2019-12-14,31.7361,32.0573,31.5378,31.67,192506.0
2019-12-15,31.7361,32.0573,31.5378,31.67,192506.0
2019-12-16,31.7361,32.3028,31.7022,32.1045,147682.0
2019-12-17,32.1045,32.605,32.1045,32.1989,258968.0
2019-12-18,32.3784,32.3784,31.5472,31.8211,291229.0
2019-12-19,31.8873,32.1234,31.6889,32.0384,458911.0
2019-12-20,32.0573,32.7893,32.0573,32.539,517126.0
2019-12-21,32.0573,32.7893,32.0573,32.539,517126.0
2019-12-22,32.0573,32.7893,32.0573,32.539,517126.0
2019-12-23,32.5106,32.6178,31.2355,31.33,287540.0
2019-12-24,31.3489,31.9912,31.2072,31.8967,102752.0
2019-12-25,31.3489,31.9912,31.2072,31.8967,102752.0
2019-12-26,31.6133,31.8967,30.9711,31.1789,286126.0
2019-12-27,31.5,32.1517,31.2828,32.0573,219675.0
2019-12-28,31.5,32.1517,31.2828,32.0573,219675.0
2019-12-29,31.5,32.1517,31.2828,32.0573,219675.0
2019-12-30,32.0195,32.0667,31.5567,31.585,178644.0
2019-12-31,31.5756,32.5295,31.5756,32.1517,293767.0
2020-01-01,31.5756,32.5295,31.5756,32.1517,293767.0
2020-01-02,32.1517,32.284,31.3489,31.5756,396371.0
2020-01-03,31.3111,32.0809,31.2374,31.9817,238021.0
2020-01-04,31.3111,32.0809,31.2374,31.9817,238021.0
2020-01-05,31.3111,32.0809,31.2374,31.9817,238021.0
2020-01-06,31.8778,32.3217,31.7078,32.1989,342024.0
2020-01-07,32.1328,32.1801,31.2166,31.2355,240025.0
2020-01-08,31.1694,31.6133,31.1694,31.3016,241661.0
2020-01-09,31.7361,32.2226,31.5661,31.8117,345807.0
2020-01-10,31.8873,32.2367,31.6181,32.1045,337911.0
2020-01-11,31.8873,32.2367,31.6181,32.1045,337911.0
2020-01-12,31.8873,32.2367,31.6181,32.1045,337911.0
2020-01-13,32.1139,32.3312,31.8684,32.1612,493126.0
2020-01-14,32.1612,32.4162,31.7834,32.1895,701754.0
2020-01-15,32.1801,32.2943,31.8022,32.0856,639286.0
2020-01-16,32.1612,32.5579,31.9628,32.0762,459654.0
2020-01-17,32.2462,32.3123,31.8117,31.8306,250920.0
2020-01-18,32.2462,32.3123,31.8117,31.8306,250920.0
2020-01-19,32.2462,32.3123,31.8117,31.8306,250920.0
2020-01-20,32.2462,32.3123,31.8117,31.8306,250920.0
2020-01-21,31.8306,32.1045,31.6417,31.8589,267870.0
2020-01-22,31.9156,32.2462,31.8306,32.01,459848.0
2020-01-23,32.0762,32.1706,31.7456,32.0195,282991.0
2020-01-24,32.0667,32.3501,31.7834,31.9912,345935.0
2020-01-25,32.0667,32.3501,31.7834,31.9912,345935.0
2020-01-26,32.0667,32.3501,31.7834,31.9912,345935.0
2020-01-27,31.7078,31.8978,31.1222,31.4339,387330.0
2020-01-28,31.5472,31.9912,31.5417,31.8684,412445.0
2020-01-29,32.0289,32.7279,31.925,32.1801,368290.0
2020-01-30,31.9817,32.4342,31.892,32.2178,322046.0
2020-01-31,32.0573,32.0903,31.6511,31.8495,304212.0
2020-02-01,32.0573,32.0903,31.6511,31.8495,304212.0
2020-02-02,32.0573,32.0903,31.6511,31.8495,304212.0
2020-02-03,31.8967,32.2462,31.8967,32.0762,267210.0
2020-02-04,32.2273,32.6051,32.1597,32.5862,426412.0
2020-02-05,32.9262,34.2391,32.9168,34.0597,724939.0
2020-02-06,34.4091,34.5697,33.5402,33.7291,445449.0
2020-02-07,34.6736,36.8082,34.5414,36.8082,1228437.0
2020-02-08,34.6736,36.8082,34.5414,36.8082,1228437.0
2020-02-09,34.6736,36.8082,34.5414,36.8082,1228437.0
2020-02-10,36.9405,37.375,35.7787,36.2793,729541.0
2020-02-11,36.3454,36.3642,35.3064,35.7504,403913.0
2020-02-12,35.8165,36.2873,35.042,35.1081,613740.0
2020-02-13,32.7202,33.7341,32.1232,33.6014,3724688.0
2020-02-14,33.8004,33.8288,33.1229,33.2887,1048205.0
2020-02-15,33.8004,33.8288,33.1229,33.2887,1048205.0
2020-02-16,33.8004,33.8288,33.1229,33.2887,1048205.0
2020-02-17,33.8004,33.8288,33.1229,33.2887,1048205.0
2020-02-18,33.5256,33.7436,32.9571,33.4309,762977.0
2020-02-19,33.5635,33.8478,33.2224,33.4024,688943.0
2020-02-20,33.3929,33.573,32.7581,33.2319,682018.0
2020-02-21,33.1845,33.9331,32.6254,33.6109,1014302.0
2020-02-22,33.1845,33.9331,32.6254,33.6109,1014302.0
2020-02-23,33.1845,33.9331,32.6254,33.6109,1014302.0
2020-02-24,33.0992,33.9425,32.8964,33.8857,616689.0
2020-02-25,33.8288,34.1415,33.3266,33.6583,1306835.0
2020-02-26,33.6109,33.9425,32.8433,33.194,1023461.0
2020-02-27,33.0139,33.6772,32.2179,32.3222,975103.0
2020-02-28,32.3601,33.7341,32.18,33.4119,1878181.0
2020-02-29,32.3601,33.7341,32.18,33.4119,1878181.0
2020-03-01,32.3601,33.7341,32.18,33.4119,1878181.0
2020-03-02,33.6677,34.2837,33.1655,34.2553,1174433.0
2020-03-03,34.3216,34.7859,33.8952,34.6343,1318960.0
2020-03-04,35.146,36.5674,34.8143,36.4442,1591362.0
2020-03-05,35.9135,36.5958,35.146,35.4587,1071115.0
2020-03-06,34.5869,35.7524,34.35,35.5345,1154509.0
2020-03-07,34.5869,35.7524,34.35,35.5345,1154509.0
2020-03-08,34.5869,35.7524,34.35,35.5345,1154509.0
2020-03-09,31.5073,35.1934,28.3613,34.0373,1676868.0
2020-03-10,34.4448,34.8901,32.5875,33.9425,1425526.0
2020-03-11,33.4403,35.2028,32.5164,32.8623,1464431.0
2020-03-12,31.2325,31.5925,28.2381,29.1478,1722500.0
2020-03-13,30.2564,30.7302,25.8596,27.6032,1543670.0
