,PSX US Equity,PSX US Equity,PSX US Equity,PSX US Equity,PSX US Equity
,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST,PX_VOLUME
2020-05-15,59.8616,61.0763,58.7233,60.2523,2830592.0
2020-05-16,59.8616,61.0763,58.7233,60.2523,2830592.0
2020-05-17,59.8616,61.0763,58.7233,60.2523,2830592.0
2020-05-18,63.7097,66.0372,63.4907,64.797,4532558.0
2020-05-19,64.5591,65.2472,62.9536,63.8965,3736997.0
2020-05-20,65.2472,67.2009,65.1113,66.4704,3501458.0
2020-05-21,66.8102,67.195,65.2557,65.485,2299484.0
2020-05-22,64.8479,65.2727,63.8371,64.9499,2036416.0
2020-05-23,64.8479,65.2727,63.8371,64.9499,2036416.0
2020-05-24,64.8479,65.2727,63.8371,64.9499,2036416.0
2020-05-25,64.8479,65.2727,63.8371,64.9499,2036416.0
2020-05-26,67.2434,67.889,66.6493,67.082,2747470.0
2020-05-27,67.957,69.5879,67.2009,69.4265,3328408.0
2020-05-28,69.5879,69.6814,66.4279,66.7337,4131089.0
2020-05-29,66.5384,67.3623,65.4765,66.4789,4305494.0
2020-05-30,66.5384,67.3623,65.4765,66.4789,4305494.0
2020-05-31,66.5384,67.3623,65.4765,66.4789,4305494.0
2020-06-01,66.2835,67.082,64.8224,66.9631,2470640.0
2020-06-02,67.6512,69.4265,67.1755,69.2906,3151882.0
2020-06-03,70.3779,71.662,70.1995,71.1255,2562417.0
2020-06-04,70.1316,71.049,69.3841,70.6158,2586649.0
2020-06-05,73.7078,75.1434,73.1812,74.243,3767337.0
2020-06-06,73.7078,75.1434,73.1812,74.243,3767337.0
2020-06-07,73.7078,75.1434,73.1812,74.243,3767337.0
2020-06-08,75.2284,76.2732,74.2345,76.2222,3355900.0
2020-06-09,73.5294,73.8267,72.3147,72.7734,3810238.0
2020-06-10,72.2467,73.9202,70.8536,71.6351,3201673.0
2020-06-11,66.2665,67.8295,63.6757,63.7097,4387240.0
2020-06-12,66.0287,67.6681,63.9772,65.6294,3025939.0
2020-06-13,66.0287,67.6681,63.9772,65.6294,3025939.0
2020-06-14,66.0287,67.6681,63.9772,65.6294,3025939.0
2020-06-15,62.376,65.0603,61.6709,64.2193,4309403.0
2020-06-16,67.0226,67.065,63.8626,65.4426,3419649.0
2020-06-17,65.4426,65.6337,61.8748,61.9088,3665501.0
2020-06-18,61.5945,65.1283,61.2462,64.763,3760186.0
2020-06-19,66.258,66.6063,63.3741,63.4548,7484416.0
2020-06-20,66.258,66.6063,63.3741,63.4548,7484416.0
2020-06-21,66.258,66.6063,63.3741,63.4548,7484416.0
2020-06-22,62.9451,63.5737,61.9258,63.2,2455728.0
2020-06-23,63.4973,64.0962,63.0046,63.4548,2749912.0
2020-06-24,62.4355,62.6223,58.8847,59.4538,3560170.0
2020-06-25,58.9697,60.7017,58.5194,59.5218,2655162.0
2020-06-26,59.233,59.25,57.7294,57.8229,3797733.0
2020-06-27,59.233,59.25,57.7294,57.8229,3797733.0
2020-06-28,59.233,59.25,57.7294,57.8229,3797733.0
2020-06-29,58.477,59.2585,57.6105,58.3241,2365292.0
2020-06-30,57.7804,61.4586,57.1348,61.0763,3502936.0
2020-07-01,60.9659,62.308,58.4685,58.7063,2251711.0
2020-07-02,59.6917,60.2948,58.0013,58.1202,2624126.0
2020-07-03,59.6917,60.2948,58.0013,58.1202,2624126.0
2020-07-04,59.6917,60.2948,58.0013,58.1202,2624126.0
2020-07-05,59.6917,60.2948,58.0013,58.1202,2624126.0
2020-07-06,59.1311,59.4199,56.3023,57.8399,3592368.0
2020-07-07,57.0754,57.1263,54.7733,54.8837,3120815.0
2020-07-08,54.9432,55.6924,54.0598,54.3486,3798034.0
2020-07-09,54.3656,54.6459,50.0503,50.1013,6096188.0
2020-07-10,49.8889,51.9191,49.8804,51.8682,4247860.0
2020-07-11,49.8889,51.9191,49.8804,51.8682,4247860.0
2020-07-12,49.8889,51.9191,49.8804,51.8682,4247860.0
2020-07-13,52.106,52.4713,50.543,51.1971,3481437.0
2020-07-14,50.6534,52.845,50.458,52.6327,3423297.0
2020-07-15,54.3401,55.8266,53.2613,55.6058,3635513.0
2020-07-16,55.2745,56.1664,54.2576,55.1046,1857268.0
2020-07-17,55.4784,56.2004,54.013,54.2297,2123470.0
2020-07-18,55.4784,56.2004,54.013,54.2297,2123470.0
2020-07-19,55.4784,56.2004,54.013,54.2297,2123470.0
2020-07-20,54.2381,54.8413,52.896,52.947,2079577.0
2020-07-21,54.1362,56.829,53.9408,56.4213,3242033.0
2020-07-22,55.3509,55.6644,54.2891,55.4274,2585748.0
2020-07-23,55.0621,55.8097,54.3401,55.3679,2104706.0
2020-07-24,55.5973,56.4722,55.0027,55.266,2040648.0
2020-07-25,55.5973,56.4722,55.0027,55.266,2040648.0
2020-07-26,55.5973,56.4722,55.0027,55.266,2040648.0
2020-07-27,55.0027,55.2405,54.0258,54.8668,1826579.0
2020-07-28,54.4845,55.1811,53.8559,54.0088,2428573.0
2020-07-29,54.5015,55.7162,54.1192,55.7077,2449149.0
2020-07-30,54.3741,54.544,52.072,53.5926,3118401.0
2020-07-31,52.1315,53.6011,51.4689,52.6836,5835880.0
2020-08-01,52.1315,53.6011,51.4689,52.6836,5835880.0
2020-08-02,52.1315,53.6011,51.4689,52.6836,5835880.0
2020-08-03,52.0805,52.6666,50.9975,51.9191,4331873.0
2020-08-04,51.6048,52.947,51.0697,52.5392,3412611.0
2020-08-05,53.618,53.618,51.4179,52.6327,4595467.0
2020-08-06,51.9021,53.4735,51.5453,51.7917,3187788.0
2020-08-07,51.4774,53.5076,51.0866,53.4057,2913999.0
2020-08-08,51.4774,53.5076,51.0866,53.4057,2913999.0
2020-08-09,51.4774,53.5076,51.0866,53.4057,2913999.0
2020-08-10,53.8304,55.1471,53.4312,55.1046,3387086.0
2020-08-11,56.3958,57.3132,54.1532,54.459,3544158.0
2020-08-12,55.5038,55.6483,54.1999,54.7138,3442555.0
2020-08-13,54.2381,54.6119,53.1933,53.2018,2875543.0
2020-08-14,52.7516,54.1617,52.5477,54.0768,2638121.0
2020-08-15,52.7516,54.1617,52.5477,54.0768,2638121.0
2020-08-16,52.7516,54.1617,52.5477,54.0768,2638121.0
2020-08-17,54.0251,54.4042,53.5339,53.7321,2816430.0
2020-08-18,53.646,53.8527,52.6378,52.8274,2658848.0
2020-08-19,52.9911,53.4961,52.0174,52.9222,3100845.0
2020-08-20,52.3535,53.0686,52.2329,52.5344,2598679.0
2020-08-21,52.5603,53.2324,52.1898,52.5344,3125231.0
2020-08-22,52.5603,53.2324,52.1898,52.5344,3125231.0
2020-08-23,52.5603,53.2324,52.1898,52.5344,3125231.0
2020-08-24,52.7757,54.8695,52.2802,54.8436,3011164.0
2020-08-25,54.8867,55.1021,52.9193,53.1031,2303863.0
2020-08-26,52.9222,53.2841,51.7073,51.7245,3003408.0
2020-08-27,51.8537,52.0691,50.8973,51.9227,3160242.0
2020-08-28,52.0002,53.4822,52.0002,53.241,2470843.0
2020-08-29,52.0002,53.4822,52.0002,53.241,2470843.0
2020-08-30,52.0002,53.4822,52.0002,53.241,2470843.0
2020-08-31,53.2927,53.353,50.3717,50.3803,3656992.0
2020-09-01,50.3028,51.1903,49.7255,50.656,3195032.0
2020-09-02,50.4837,52.0261,49.8289,51.7417,4491722.0
2020-09-03,51.8106,53.1893,51.0093,51.4315,3365737.0
2020-09-04,51.6986,52.2477,50.4579,50.8198,3420393.0
2020-09-05,51.6986,52.2477,50.4579,50.8198,3420393.0
2020-09-06,51.6986,52.2477,50.4579,50.8198,3420393.0
2020-09-07,51.6986,52.2477,50.4579,50.8198,3420393.0
2020-09-08,50.2511,51.3798,49.8633,49.9409,4120005.0
2020-09-09,50.0098,50.5182,49.2516,49.8633,3057108.0
2020-09-10,50.1132,50.1994,47.692,47.7006,3100885.0
2020-09-11,47.985,49.4756,47.287,49.174,3002097.0
2020-09-12,47.985,49.4756,47.287,49.174,3002097.0
2020-09-13,47.985,49.4756,47.287,49.174,3002097.0
2020-09-14,49.5618,50.7681,49.4842,50.2942,2889682.0
2020-09-15,50.1908,51.3023,49.7255,50.0184,3397667.0
2020-09-16,50.6216,53.1893,50.0701,52.1381,5347858.0
2020-09-17,50.6819,52.0605,50.6302,52.0002,4186969.0
2020-09-18,51.0524,52.3191,50.7767,51.5435,7292385.0
2020-09-19,51.0524,52.3191,50.7767,51.5435,7292385.0
2020-09-20,51.0524,52.3191,50.7767,51.5435,7292385.0
2020-09-21,49.9064,50.1735,47.8902,48.1831,6187532.0
2020-09-22,48.0022,48.9544,47.2784,47.7006,4135916.0
2020-09-23,47.7954,48.097,45.2899,45.3483,3725292.0
2020-09-24,45.064,46.3995,43.9869,45.5379,2980966.0
2020-09-25,44.8658,45.9084,44.547,45.5637,2824527.0
2020-09-26,44.8658,45.9084,44.547,45.5637,2824527.0
2020-09-27,44.8658,45.9084,44.547,45.5637,2824527.0
2020-09-28,46.4771,47.0802,46.0376,46.5115,2126626.0
2020-09-29,46.322,46.3737,44.5987,44.9692,2464654.0
2020-09-30,45.2105,45.7102,44.4522,44.6676,2670325.0
2020-10-01,44.1076,44.4608,42.8631,43.3235,4047133.0
2020-10-02,42.1861,44.6024,42.0659,43.9955,3453476.0
2020-10-03,42.1861,44.6024,42.0659,43.9955,3453476.0
2020-10-04,42.1861,44.6024,42.0659,43.9955,3453476.0
2020-10-05,44.659,45.7748,44.5642,45.2794,2711639.0
2020-10-06,46.0893,46.0893,43.8878,43.9955,2926513.0
2020-10-07,44.3316,44.9606,43.6423,44.7452,2621494.0
2020-10-08,44.9089,46.2358,44.8572,46.2186,2397977.0
2020-10-09,46.5632,46.9596,45.2794,45.7016,3185968.0
2020-10-10,46.5632,46.9596,45.2794,45.7016,3185968.0
2020-10-11,46.5632,46.9596,45.2794,45.7016,3185968.0
2020-10-12,45.3742,46.839,44.7409,46.0635,2768995.0
2020-10-13,45.5551,46.0635,44.0429,44.1765,2885576.0
2020-10-14,44.5642,45.9773,44.4006,44.8744,2112867.0
2020-10-15,43.9869,45.4431,43.4441,45.2449,3502154.0
2020-10-16,45.2018,45.2363,43.4872,43.5819,2939724.0
2020-10-17,45.2018,45.2363,43.4872,43.5819,2939724.0
2020-10-18,45.2018,45.2363,43.4872,43.5819,2939724.0
2020-10-19,43.8663,43.8835,42.1172,42.1775,3683154.0
2020-10-20,42.5394,43.1606,42.2895,42.7289,3471831.0
2020-10-21,42.1172,42.928,41.9276,41.9793,3798361.0
2020-10-22,41.9448,43.2459,40.9712,43.0908,3408707.0
2020-10-23,43.5561,44.323,42.5738,43.4958,3291382.0
2020-10-24,43.5561,44.323,42.5738,43.4958,3291382.0
2020-10-25,43.5561,44.323,42.5738,43.4958,3291382.0
2020-10-26,42.772,42.781,41.2727,41.4795,3215005.0
2020-10-27,41.3589,41.6815,40.5145,40.5576,3525708.0
2020-10-28,39.403,40.0664,38.033,38.1019,4911672.0
2020-10-29,37.5849,39.7907,37.2833,39.6184,4436266.0
2020-10-30,39.1014,40.2732,38.6964,40.2043,4579288.0
2020-10-31,39.1014,40.2732,38.6964,40.2043,4579288.0
2020-11-01,39.1014,40.2732,38.6964,40.2043,4579288.0
2020-11-02,40.8247,41.7725,40.0751,41.3244,3732559.0
2020-11-03,41.8931,42.255,40.368,40.9453,3287310.0
2020-11-04,41.0659,42.436,40.1612,41.29,3709042.0
2020-11-05,41.109,42.1387,40.8678,41.5226,3211571.0
2020-11-06,41.4537,42.1258,39.795,40.2215,3617112.0
2020-11-07,41.4537,42.1258,39.795,40.2215,3617112.0
2020-11-08,41.4537,42.1258,39.795,40.2215,3617112.0
2020-11-09,45.1674,50.1709,45.064,49.1396,8912774.0
2020-11-10,50.5699,50.6474,47.9936,50.096,5192434.0
2020-11-11,50.7508,50.8284,49.7039,50.8198,4588526.0
2020-11-12,49.6996,50.432,47.0458,47.2612,5079940.0
2020-11-13,47.8816,51.2678,47.8212,50.6302,5658371.0
2020-11-14,47.8816,51.2678,47.8212,50.6302,5658371.0
2020-11-15,47.8816,51.2678,47.8212,50.6302,5658371.0
2020-11-16,53.5441,55.246,51.7152,54.7954,6020348.0
2020-11-17,53.5966,56.3792,52.7215,56.3005,5370214.0
2020-11-18,56.668,56.7467,53.1328,53.1591,4151026.0
2020-11-19,52.5028,54.091,52.0915,53.7716,2673663.0
2020-11-20,53.6403,54.6816,53.3866,53.8941,2651716.0
2020-11-21,53.6403,54.6816,53.3866,53.8941,2651716.0
2020-11-22,53.6403,54.6816,53.3866,53.8941,2651716.0
2020-11-23,54.8829,57.683,54.7787,57.613,4506466.0
2020-11-24,59.6344,60.1251,58.2781,59.2581,4208532.0
2020-11-25,58.5231,58.8294,57.5518,57.9806,3755886.0
2020-11-26,58.5231,58.8294,57.5518,57.9806,3755886.0
2020-11-27,57.4205,57.9718,56.6111,57.0793,1936013.0
