,IP US Equity,IP US Equity,IP US Equity,IP US Equity,IP US Equity
2019-05-18,33.6891,33.9361,33.3522,33.7415,2125943.0
2019-05-19,33.6891,33.9361,33.3522,33.7415,2125943.0
2019-05-20,32.8955,32.9928,32.2292,32.3415,3760942.0
2019-05-21,32.4688,33.4495,32.4688,33.3222,3613027.0
2019-05-22,33.5094,33.9286,32.8581,32.8581,4423466.0
2019-05-23,32.4538,32.6559,32.2591,32.4688,2664571.0
2019-05-24,32.8929,33.2034,32.34,32.393,2743126.0
2019-05-25,32.8929,33.2034,32.34,32.393,2743126.0
2019-05-26,32.8929,33.2034,32.34,32.393,2743126.0
2019-05-27,32.8929,33.2034,32.34,32.393,2743126.0
2019-05-28,32.34,32.4612,32.0674,32.2113,3136440.0
2019-05-29,31.9765,32.1583,31.5221,31.8099,2342150.0
2019-05-30,32.0371,32.181,31.3857,31.6129,2970503.0
2019-05-31,31.1964,31.4766,30.954,31.4085,3343701.0
2019-06-01,31.1964,31.4766,30.954,31.4085,3343701.0
2019-06-02,31.1964,31.4766,30.954,31.4085,3343701.0
2019-06-03,31.416,32.1242,31.31,31.7796,3859703.0
2019-06-04,32.1355,33.2489,32.0219,33.2413,3799918.0
2019-06-05,33.3625,33.4837,32.6506,33.4761,3109446.0
2019-06-06,33.4004,33.9835,33.3928,33.8093,3993056.0
2019-06-07,33.9608,34.2827,33.62,34.0593,3058658.0
2019-06-08,33.9608,34.2827,33.62,34.0593,3058658.0
2019-06-09,33.9608,34.2827,33.62,34.0593,3058658.0
2019-06-10,34.2107,34.2713,32.7111,33.0974,4589165.0
2019-06-11,33.4988,33.7336,33.052,33.2943,2840972.0
2019-06-12,33.3776,33.4382,32.8134,32.9611,2730788.0
2019-06-13,33.2413,33.4837,33.0141,33.264,3533935.0
2019-06-14,33.0974,33.2262,32.3022,32.5597,3801757.0
2019-06-15,33.0974,33.2262,32.3022,32.5597,3801757.0
2019-06-16,33.0974,33.2262,32.3022,32.5597,3801757.0
2019-06-17,32.4461,32.5975,31.9765,32.1658,4367176.0
2019-06-18,32.34,32.9081,32.2037,32.3249,4169576.0
2019-06-19,32.5407,32.8721,32.4158,32.5369,3205144.0
2019-06-20,33.0065,33.3852,32.7869,32.9989,2301304.0
2019-06-21,33.0065,33.2034,32.696,33.0292,3971400.0
2019-06-22,33.0065,33.2034,32.696,33.0292,3971400.0
2019-06-23,33.0065,33.2034,32.696,33.0292,3971400.0
2019-06-24,32.3552,32.4233,31.9462,32.0598,3204300.0
2019-06-25,31.9841,32.5294,31.6584,32.3097,3225538.0
2019-06-26,32.4688,32.6013,32.1886,32.2188,2916522.0
2019-06-27,32.3249,32.6165,32.2643,32.5066,1758401.0
2019-06-28,32.5672,33.0444,32.5066,32.8096,4751050.0
2019-06-29,32.5672,33.0444,32.5066,32.8096,4751050.0
2019-06-30,32.5672,33.0444,32.5066,32.8096,4751050.0
2019-07-01,33.1731,33.3776,32.7263,33.1353,3363036.0
2019-07-02,33.1126,33.2262,32.7566,33.1504,2597934.0
2019-07-03,32.8702,33.4534,32.8702,33.4079,1661180.0
2019-07-04,32.8702,33.4534,32.8702,33.4079,1661180.0
2019-07-05,33.1656,33.3776,32.9308,33.2262,2316559.0
2019-07-06,33.1656,33.3776,32.9308,33.2262,2316559.0
2019-07-07,33.1656,33.3776,32.9308,33.2262,2316559.0
2019-07-08,33.0065,33.4837,32.6316,32.802,3415507.0
2019-07-09,32.643,32.855,32.5294,32.7339,2894087.0
2019-07-10,32.9156,33.158,32.643,32.6808,2117155.0
2019-07-11,32.5066,32.6354,31.9462,32.2264,3217410.0
2019-07-12,32.2416,32.4991,32.0219,32.393,2377954.0
2019-07-13,32.2416,32.4991,32.0219,32.393,2377954.0
2019-07-14,32.2416,32.4991,32.0219,32.393,2377954.0
2019-07-15,31.7947,32.1431,31.6887,31.7947,4200770.0
2019-07-16,32.0749,32.8929,31.9689,32.2643,3564069.0
2019-07-17,32.2188,32.3097,31.7796,32.0068,3186693.0
2019-07-18,31.8174,32.2378,31.7341,32.1886,2788229.0
2019-07-19,32.2946,32.9156,32.0901,32.749,3358187.0
2019-07-20,32.2946,32.9156,32.0901,32.749,3358187.0
2019-07-21,32.2946,32.9156,32.0901,32.749,3358187.0
2019-07-22,32.8778,32.9989,32.1961,32.3703,2375364.0
2019-07-23,32.6127,33.1656,32.5748,32.9686,3029499.0
2019-07-24,32.9384,33.8624,32.8702,33.4155,4436237.0
2019-07-25,33.4761,34.9681,33.4632,34.8318,6010693.0
2019-07-26,34.7636,34.7788,33.9229,34.3092,3677043.0
2019-07-27,34.7636,34.7788,33.9229,34.3092,3677043.0
2019-07-28,34.7636,34.7788,33.9229,34.3092,3677043.0
2019-07-29,34.3092,34.4834,33.9646,34.1047,2188033.0
2019-07-30,33.9305,34.2032,33.5443,34.1274,1843720.0
2019-07-31,34.0744,34.0858,32.9535,33.2565,2831605.0
2019-08-01,33.3776,33.4079,32.0371,32.3552,3440941.0
2019-08-02,32.181,32.3476,31.4842,31.9159,3890097.0
2019-08-03,32.181,32.3476,31.4842,31.9159,3890097.0
2019-08-04,32.181,32.3476,31.4842,31.9159,3890097.0
2019-08-05,31.4615,31.6205,30.2194,30.4466,5678056.0
2019-08-06,30.7192,30.8631,30.0679,30.2724,4965915.0
2019-08-07,29.9164,30.4617,29.6362,30.4314,3564237.0
2019-08-08,30.5375,31.1017,30.4617,31.0146,2732320.0
2019-08-09,30.9162,30.9299,29.9997,30.1815,3593947.0
2019-08-10,30.9162,30.9299,29.9997,30.1815,3593947.0
2019-08-11,30.9162,30.9299,29.9997,30.1815,3593947.0
2019-08-12,30.0225,30.1739,29.1666,29.1893,3189288.0
2019-08-13,29.0984,30.6814,28.947,30.333,4106248.0
2019-08-14,29.9111,30.1796,29.3925,29.6427,4743387.0
2019-08-15,29.8114,30.0492,29.2439,29.6274,3588112.0
2019-08-16,29.8881,30.2333,29.474,29.9035,2600534.0
2019-08-17,29.8881,30.2333,29.474,29.9035,2600534.0
2019-08-18,29.8881,30.2333,29.474,29.9035,2600534.0
2019-08-19,30.2409,30.31,29.9687,30.1566,2961649.0
2019-08-20,30.1029,30.1796,29.6274,29.658,1964979.0
2019-08-21,29.8881,30.0875,29.8498,29.9265,2899895.0
2019-08-22,30.0415,30.1796,29.612,29.8038,1515327.0
2019-08-23,29.7194,29.7577,28.569,28.707,3892438.0
2019-08-24,29.7194,29.7577,28.569,28.707,3892438.0
2019-08-25,29.7194,29.7577,28.569,28.707,3892438.0
2019-08-26,28.9371,29.2516,28.707,28.9601,2331858.0
2019-08-27,29.0291,29.1902,28.0474,28.1778,4024947.0
2019-08-28,28.0474,28.9371,27.9554,28.6763,2118650.0
2019-08-29,29.0138,29.6274,28.9908,29.6197,2900532.0
2019-08-30,29.9495,30.2026,29.7654,29.9878,3794876.0
2019-08-31,29.9495,30.2026,29.7654,29.9878,3794876.0
2019-09-01,29.9495,30.2026,29.7654,29.9878,3794876.0
2019-09-02,29.9495,30.2026,29.7654,29.9878,3794876.0
2019-09-03,29.5277,29.5813,29.1135,29.1902,4287802.0
2019-09-04,29.658,29.8344,29.2847,29.6504,2473275.0
2019-09-05,29.8728,30.3023,29.8728,30.1949,7163036.0
2019-09-06,30.3406,30.356,30.0339,30.2409,2005797.0
2019-09-07,30.3406,30.356,30.0339,30.2409,2005797.0
2019-09-08,30.3406,30.356,30.0339,30.2409,2005797.0
2019-09-09,30.6014,31.4796,30.494,30.8008,5353890.0
2019-09-10,30.9005,31.6291,30.8928,31.6214,6038956.0
2019-09-11,31.5141,32.1046,31.1543,32.0893,3370592.0
2019-09-12,32.1506,32.7335,31.7211,32.4651,4057119.0
2019-09-13,32.6415,33.3317,32.5725,32.8102,4369762.0
2019-09-14,32.6415,33.3317,32.5725,32.8102,4369762.0
2019-09-15,32.6415,33.3317,32.5725,32.8102,4369762.0
2019-09-16,32.4574,32.7028,32.1506,32.5801,3967687.0
2019-09-17,31.9359,32.2734,31.284,32.0356,3499380.0
2019-09-18,31.9742,32.0471,31.376,31.5908,4240715.0
2019-09-19,31.6751,31.7748,31.1766,31.261,3627905.0
2019-09-20,31.2917,31.8214,31.0079,31.215,4712116.0
2019-09-21,31.2917,31.8214,31.0079,31.215,4712116.0
2019-09-22,31.2917,31.8214,31.0079,31.215,4712116.0
2019-09-23,30.8622,31.7058,30.7625,31.4987,3535450.0
2019-09-24,31.7058,31.8209,30.9761,31.1919,5684875.0
2019-09-25,31.2686,31.8132,31.238,31.7211,2832535.0
2019-09-26,31.7595,31.8515,31.353,31.6905,1407096.0
2019-09-27,31.9436,32.1123,31.6751,31.9512,1860903.0
2019-09-28,31.9436,32.1123,31.6751,31.9512,1860903.0
2019-09-29,31.9436,32.1123,31.6751,31.9512,1860903.0
2019-09-30,31.9666,32.189,31.9206,32.0739,2563962.0
2019-10-01,32.2657,32.3961,30.7701,30.7701,3502974.0
2019-10-02,30.6858,30.6858,30.0569,30.2639,3230265.0
2019-10-03,30.2026,30.425,29.5813,30.1566,3024631.0
2019-10-04,30.1489,30.3445,29.6695,30.0492,2573880.0
2019-10-05,30.1489,30.3445,29.6695,30.0492,2573880.0
2019-10-06,30.1489,30.3445,29.6695,30.0492,2573880.0
2019-10-07,30.0262,30.356,29.8881,30.0032,1703139.0
2019-10-08,29.6044,29.7577,29.3973,29.474,2538138.0
2019-10-09,29.8728,30.3061,29.7117,30.1489,2932593.0
2019-10-10,30.1029,30.9887,30.1029,30.8545,3539412.0
2019-10-11,31.445,32.258,31.445,31.8745,3802542.0
2019-10-12,31.445,32.258,31.445,31.8745,3802542.0
2019-10-13,31.445,32.258,31.445,31.8745,3802542.0
2019-10-14,31.7595,31.7595,31.307,31.5447,1950456.0
2019-10-15,31.5601,31.9359,31.4642,31.7672,1820892.0
2019-10-16,31.8209,32.6031,31.7135,32.1276,4370213.0
2019-10-17,32.1583,32.2427,31.7442,32.1123,2051136.0
2019-10-18,32.0279,32.6031,32.0203,32.4114,2517798.0
2019-10-19,32.0279,32.6031,32.0203,32.4114,2517798.0
2019-10-20,32.0279,32.6031,32.0203,32.4114,2517798.0
2019-10-21,32.7182,33.0633,32.3999,32.4267,2479159.0
2019-10-22,32.4651,33.0518,32.235,32.8716,1559756.0
2019-10-23,32.7872,33.3969,32.6722,33.2781,3090115.0
2019-10-24,33.1784,33.3624,32.097,32.3577,2544502.0
2019-10-25,32.4421,33.14,32.2964,32.9789,2355586.0
2019-10-26,32.4421,33.14,32.2964,32.9789,2355586.0
2019-10-27,32.4421,33.14,32.2964,32.9789,2355586.0
2019-10-28,33.1707,33.4545,33.0825,33.1323,1807146.0
2019-10-29,32.7949,32.9713,32.3961,32.7412,2588398.0
2019-10-30,32.7182,32.7949,32.189,32.7105,2847215.0
2019-10-31,33.1323,33.9606,32.7105,33.5005,4716585.0
2019-11-01,33.7382,33.7996,33.4123,33.7152,2493507.0
2019-11-02,33.7382,33.7996,33.4123,33.7152,2493507.0
2019-11-03,33.7382,33.7996,33.4123,33.7152,2493507.0
2019-11-04,33.7152,34.3058,33.5388,34.1754,2959211.0
2019-11-05,34.1294,34.7736,34.1294,34.6969,2884169.0
2019-11-06,34.7199,34.858,34.3595,34.8196,2485033.0
2019-11-07,34.8043,35.0881,34.6969,34.858,2442583.0
2019-11-08,34.8963,35.5329,34.7429,35.4409,2323874.0
2019-11-09,34.8963,35.5329,34.7429,35.4409,2323874.0
2019-11-10,34.8963,35.5329,34.7429,35.4409,2323874.0
2019-11-11,35.2415,35.4102,35.0488,35.2415,1785536.0
2019-11-12,35.0881,35.717,34.9117,35.4485,2687893.0
2019-11-13,35.2645,35.4639,34.9577,35.1648,2248633.0
2019-11-14,35.0116,35.3684,34.9573,35.2986,1706899.0
2019-11-15,35.3684,35.5196,35.1764,35.4072,2034324.0
2019-11-16,35.3684,35.5196,35.1764,35.4072,2034324.0
2019-11-17,35.3684,35.5196,35.1764,35.4072,2034324.0
2019-11-18,35.4227,35.7523,35.0736,35.5855,2048069.0
2019-11-19,35.6786,35.7872,35.4925,35.6554,2586688.0
2019-11-20,35.4925,35.5157,34.7479,35.0891,2248290.0
2019-11-21,35.1357,35.2753,34.616,34.6626,2693116.0
2019-11-22,34.7944,35.0814,34.6936,34.9961,2132802.0
2019-11-23,34.7944,35.0814,34.6936,34.9961,2132802.0
2019-11-24,34.7944,35.0814,34.6936,34.9961,2132802.0
2019-11-25,35.0193,35.8105,34.9961,35.7329,2120129.0
2019-11-26,35.5933,35.8803,35.2443,35.857,2125987.0
2019-11-27,35.9191,36.1905,35.7407,36.0199,1822231.0
2019-11-28,35.9191,36.1905,35.7407,36.0199,1822231.0
2019-11-29,36.0277,36.0277,35.6298,35.9423,1143522.0
2019-11-30,36.0277,36.0277,35.6298,35.9423,1143522.0
2019-12-01,36.0277,36.0277,35.6298,35.9423,1143522.0
2019-12-02,36.206,36.6249,35.8415,35.8648,2807362.0
2019-12-03,35.4537,35.7562,35.0116,35.7407,2728552.0
2019-12-04,35.9501,36.2914,35.6011,35.6476,2540083.0
2019-12-05,35.8415,36.1401,35.6011,36.0819,1837230.0
2019-12-06,36.4542,36.811,36.4232,36.6559,2548903.0
2019-12-07,36.4542,36.811,36.4232,36.6559,2548903.0
2019-12-08,36.4542,36.811,36.4232,36.6559,2548903.0
2019-12-09,36.6559,36.9506,36.493,36.78,3778218.0
2019-12-10,35.8105,36.1371,35.5235,35.8725,3482292.0
2019-12-11,35.9889,36.1052,35.6825,35.8182,3001247.0
2019-12-12,35.9656,36.3689,35.795,36.113,5105355.0
2019-12-13,36.3534,36.6404,35.9578,35.9578,2856915.0
2019-12-14,36.3534,36.6404,35.9578,35.9578,2856915.0
2019-12-15,36.3534,36.6404,35.9578,35.9578,2856915.0
2019-12-16,36.3301,36.3922,35.7639,35.8337,4865509.0
2019-12-17,35.8725,36.3728,35.8493,36.1362,5102856.0
2019-12-18,36.0742,36.1595,35.6941,35.9036,4476108.0
2019-12-19,36.1595,36.1905,35.5235,35.6554,4022920.0
2019-12-20,35.857,36.0975,35.6515,35.7872,5985934.0
2019-12-21,35.857,36.0975,35.6515,35.7872,5985934.0
2019-12-22,35.857,36.0975,35.6515,35.7872,5985934.0
2019-12-23,35.7484,35.888,35.5623,35.888,2887720.0
2019-12-24,35.9268,36.0509,35.6864,35.7407,793728.0
2019-12-25,35.9268,36.0509,35.6864,35.7407,793728.0
2019-12-26,35.8182,35.8376,35.5313,35.826,901272.0
2019-12-27,35.8725,35.8725,35.5002,35.5933,1276122.0
2019-12-28,35.8725,35.8725,35.5002,35.5933,1276122.0
2019-12-29,35.8725,35.8725,35.5002,35.5933,1276122.0
2019-12-30,35.6011,35.7019,35.3296,35.6011,1302750.0
2019-12-31,35.5235,35.7456,35.5002,35.7174,1434778.0
2020-01-01,35.5235,35.7456,35.5002,35.7174,1434778.0
2020-01-02,36.0509,36.1052,35.2288,35.3063,3248479.0
2020-01-03,34.7711,34.9495,34.6703,34.6858,2835811.0
2020-01-04,34.7711,34.9495,34.6703,34.6858,2835811.0
2020-01-05,34.7711,34.9495,34.6703,34.6858,2835811.0
2020-01-06,34.5462,34.6626,34.0265,34.0886,3044131.0
2020-01-07,33.8714,33.9412,33.5457,33.7241,3320050.0
2020-01-08,33.7783,34.3238,33.7124,34.1196,2516919.0
2020-01-09,34.2205,34.4299,34.0188,34.2127,1769630.0
2020-01-10,34.2127,34.4842,34.0731,34.1196,1796674.0
2020-01-11,34.2127,34.4842,34.0731,34.1196,1796674.0
2020-01-12,34.2127,34.4842,34.0731,34.1196,1796674.0
2020-01-13,34.2437,34.5927,34.1119,34.4686,2734877.0
2020-01-14,34.3601,34.6238,34.329,34.4531,2009071.0
2020-01-15,34.3678,34.647,34.1584,34.5152,1319611.0
2020-01-16,34.6781,35.2055,34.5927,35.1745,3203777.0
2020-01-17,35.2675,35.6476,35.1977,35.4847,2666801.0
2020-01-18,35.2675,35.6476,35.1977,35.4847,2666801.0
2020-01-19,35.2675,35.6476,35.1977,35.4847,2666801.0
2020-01-20,35.2675,35.6476,35.1977,35.4847,2666801.0
2020-01-21,34.5617,34.7789,34.0033,34.5462,3198201.0
2020-01-22,34.616,34.8254,34.4531,34.5229,1673153.0
2020-01-23,34.3213,34.7789,33.9645,34.6393,1652641.0
2020-01-24,34.5617,34.6209,33.5922,33.7628,2824074.0
2020-01-25,34.5617,34.6209,33.5922,33.7628,2824074.0
2020-01-26,34.5617,34.6209,33.5922,33.7628,2824074.0
2020-01-27,33.1656,33.3789,32.8709,33.026,3105938.0
2020-01-28,33.344,33.3673,33.0105,33.2354,1995506.0
2020-01-29,33.3983,33.9955,33.313,33.6387,3459003.0
2020-01-30,33.1501,33.4836,32.0797,32.7235,4546138.0
2020-01-31,32.3822,32.4908,31.0559,31.5833,6409186.0
2020-02-01,32.3822,32.4908,31.0559,31.5833,6409186.0
2020-02-02,32.3822,32.4908,31.0559,31.5833,6409186.0
2020-02-03,31.8005,32.2155,31.5911,31.9944,3567463.0
2020-02-04,32.5296,32.6692,32.3124,32.39,3267748.0
2020-02-05,32.7235,34.298,32.7235,34.1584,4525652.0
2020-02-06,34.3756,34.4919,33.9024,34.3213,2809925.0
2020-02-07,34.0343,34.132,33.7396,33.7861,1829170.0
2020-02-08,34.0343,34.132,33.7396,33.7861,1829170.0
2020-02-09,34.0343,34.132,33.7396,33.7861,1829170.0
2020-02-10,33.693,34.0265,33.5844,33.9257,1624576.0
2020-02-11,34.1196,34.8526,34.0033,34.4144,1763508.0
2020-02-12,34.5695,34.8875,34.4842,34.5152,1763623.0
2020-02-13,34.3213,34.3213,33.5224,33.7008,2210320.0
2020-02-14,33.7085,33.98,33.344,33.4991,1775172.0
2020-02-15,33.7085,33.98,33.344,33.4991,1775172.0
2020-02-16,33.7085,33.98,33.344,33.4991,1775172.0
2020-02-17,33.7085,33.98,33.344,33.4991,1775172.0
2020-02-18,33.3905,33.5457,33.0493,33.5301,1525672.0
2020-02-19,33.5301,33.7861,33.0648,33.1191,2454246.0
2020-02-20,33.1917,33.7962,33.1132,33.7177,2209132.0
2020-02-21,33.5999,34.1102,33.3094,33.9689,2684042.0
2020-02-22,33.5999,34.1102,33.3094,33.9689,2684042.0
2020-02-23,33.5999,34.1102,33.3094,33.9689,2684042.0
2020-02-24,32.8541,32.964,32.281,32.4616,2591261.0
2020-02-25,32.5401,32.7911,30.7266,30.7973,3766083.0
2020-02-26,31.1663,31.5534,30.3891,30.4754,3560697.0
2020-02-27,29.8317,30.5382,29.078,29.0937,4162698.0
2020-02-28,28.2616,29.2508,27.9476,29.0152,4996370.0
2020-02-29,28.2616,29.2508,27.9476,29.0152,4996370.0
2020-03-01,28.2616,29.2508,27.9476,29.0152,4996370.0
2020-03-02,29.2429,30.0358,28.6306,30.0122,4603453.0
