,GEF/B US Equity,GEF/B US Equity,GEF/B US Equity,GEF/B US Equity,GEF/B US Equity
2023-08-14,73.7665,73.7665,72.598,72.9262,9289.0
2023-08-15,72.3371,72.6364,72.1923,72.3371,8361.0
2023-08-16,72.3371,72.7138,71.3134,71.3907,12803.0
2023-08-17,71.3907,72.7428,70.6953,71.0526,10667.0
2023-08-18,70.1158,71.2107,69.9034,70.5118,16952.0
2023-08-19,70.1158,71.2107,69.9034,70.5118,16952.0
2023-08-20,70.1158,71.2107,69.9034,70.5118,16952.0
2023-08-21,70.6953,71.1101,69.4724,69.7778,11698.0
2023-08-22,69.5364,69.7778,69.1597,69.1983,14399.0
2023-08-23,68.8603,69.5557,68.8603,69.3239,9599.0
2023-08-24,69.0052,71.0333,69.0052,70.6856,16869.0
2023-08-25,70.5697,72.1536,70.5697,71.9798,6874.0
2023-08-26,70.5697,72.1536,70.5697,71.9798,6874.0
2023-08-27,70.5697,72.1536,70.5697,71.9798,6874.0
2023-08-28,71.9508,73.3415,71.9508,72.3275,6770.0
2023-08-29,72.0184,73.5154,72.0184,73.3512,9228.0
2023-08-30,73.0615,74.0272,73.0615,73.3126,10525.0
2023-08-31,73.8824,73.8824,70.5794,71.9798,48023.0
2023-09-01,73.1484,73.3947,72.4434,72.8973,25334.0
2023-09-02,73.1484,73.3947,72.4434,72.8973,25334.0
2023-09-03,73.1484,73.3947,72.4434,72.8973,25334.0
2023-09-04,73.1484,73.3947,72.4434,72.8973,25334.0
2023-09-05,72.5689,72.5689,68.8796,70.4249,22232.0
2023-09-06,70.0386,70.7049,69.1694,69.7005,15952.0
2023-09-07,70.0096,70.0096,68.3291,68.5899,18254.0
2023-09-08,68.5899,68.7251,68.0877,68.5802,13497.0
2023-09-09,68.5899,68.7251,68.0877,68.5802,13497.0
2023-09-10,68.5899,68.7251,68.0877,68.5802,13497.0
2023-09-11,68.9859,69.0592,67.7497,68.2615,17389.0
2023-09-12,68.2519,69.2273,68.2519,69.0052,17199.0
2023-09-13,68.9376,68.9376,67.5758,67.7593,48270.0
2023-09-14,68.5015,69.4049,67.6329,68.3257,45744.0
2023-09-15,68.1402,68.4234,66.8022,67.1049,66879.0
2023-09-16,68.1402,68.4234,66.8022,67.1049,66879.0
2023-09-17,68.1402,68.4234,66.8022,67.1049,66879.0
2023-09-18,66.9389,68.521,66.9389,67.4175,38008.0
2023-09-19,67.6714,68.1695,67.2417,67.2905,33423.0
2023-09-20,67.7886,68.3257,67.2417,67.2514,14543.0
2023-09-21,67.144,67.437,66.851,66.8608,8315.0
2023-09-22,67.3296,67.3296,65.933,66.0599,11781.0
2023-09-23,67.3296,67.3296,65.933,66.0599,11781.0
2023-09-24,67.3296,67.3296,65.933,66.0599,11781.0
2023-09-25,65.6888,66.5092,65.6204,65.6204,15981.0
2023-09-26,65.7279,65.7279,64.3606,64.3606,17299.0
2023-09-27,64.8391,65.8255,64.8391,65.5814,15545.0
2023-09-28,65.9134,66.5678,65.5814,66.2943,12059.0
2023-09-29,66.5092,66.5092,64.761,65.0052,17628.0
2023-09-30,66.5092,66.5092,64.761,65.0052,17628.0
2023-10-01,66.5092,66.5092,64.761,65.0052,17628.0
2023-10-02,64.927,66.3529,64.927,65.9818,19191.0
2023-10-03,65.8158,65.8158,64.4997,64.7805,15619.0
2023-10-04,64.7903,65.0677,63.7453,64.595,13762.0
2023-10-05,64.595,64.6975,63.9504,64.4582,18746.0
2023-10-06,64.8782,64.8782,63.8039,64.0481,13677.0
2023-10-07,64.8782,64.8782,63.8039,64.0481,13677.0
2023-10-08,64.8782,64.8782,63.8039,64.0481,13677.0
2023-10-09,63.9211,65.4153,63.862,64.888,13062.0
2023-10-10,65.5325,65.5325,64.3606,64.3996,9030.0
2023-10-11,64.6633,65.6203,63.9699,64.4387,8730.0
2023-10-12,64.1945,64.1945,63.2081,63.296,5980.0
2023-10-13,63.5451,63.5451,62.7394,62.8077,6136.0
2023-10-14,63.5451,63.5451,62.7394,62.8077,6136.0
2023-10-15,63.5451,63.5451,62.7394,62.8077,6136.0
2023-10-16,63.296,64.5071,63.296,63.8625,8078.0
2023-10-17,63.8625,65.5325,63.8625,63.9992,13603.0
2023-10-18,63.6183,63.7746,62.7394,62.7394,5530.0
2023-10-19,62.6808,63.1006,62.1143,62.1143,8189.0
2023-10-20,62.3585,62.6124,61.8213,61.8897,9468.0
2023-10-21,62.3585,62.6124,61.8213,61.8897,9468.0
2023-10-22,62.3585,62.6124,61.8213,61.8897,9468.0
2023-10-23,61.3818,62.0069,61.0888,61.3037,6942.0
2023-10-24,61.8701,61.8701,61.3037,61.5283,4365.0
2023-10-25,61.792,62.0459,61.0595,61.6162,6450.0
2023-10-26,62.5147,63.2472,62.5147,63.003,7971.0
2023-10-27,62.9542,62.9542,62.0166,62.1729,6219.0
2023-10-28,62.9542,62.9542,62.0166,62.1729,6219.0
2023-10-29,62.9542,62.9542,62.0166,62.1729,6219.0
2023-10-30,62.1143,63.0597,62.1143,62.7589,5915.0
2023-10-31,62.3585,63.0226,62.3585,62.5636,8694.0
2023-11-01,62.4073,62.9054,61.9873,62.3585,7414.0
2023-11-02,62.7784,63.55,62.505,63.55,8982.0
2023-11-03,64.6047,65.4251,64.4192,64.6926,9509.0
2023-11-04,64.6047,65.4251,64.4192,64.6926,9509.0
2023-11-05,64.6047,65.4251,64.4192,64.6926,9509.0
2023-11-06,64.3117,64.468,63.7209,64.2629,9453.0
2023-11-07,63.6183,63.9992,63.2472,63.3351,7133.0
2023-11-08,64.0676,64.087,62.5538,62.8761,15353.0
2023-11-09,62.544,63.3546,62.4171,62.9737,8627.0
2023-11-10,63.589,64.0676,62.9933,63.7551,8945.0
2023-11-11,63.589,64.0676,62.9933,63.7551,8945.0
2023-11-12,63.589,64.0676,62.9933,63.7551,8945.0
2023-11-13,63.003,64.2727,62.5655,63.3058,5649.0
2023-11-14,64.761,66.7826,64.761,66.685,12341.0
2023-11-15,66.8022,67.1928,65.7279,66.5092,20429.0
2023-11-16,66.0404,66.2943,65.6204,65.806,5753.0
2023-11-17,66.2064,67.1049,66.2064,66.7045,10206.0
2023-11-18,66.2064,67.1049,66.2064,66.7045,10206.0
2023-11-19,66.2064,67.1049,66.2064,66.7045,10206.0
2023-11-20,67.1733,67.1733,65.679,65.972,10593.0
2023-11-21,65.4739,66.0111,65.1712,65.1712,4181.0
2023-11-22,65.513,65.889,65.3638,65.3958,3469.0
2023-11-23,65.513,65.889,65.3638,65.3958,3469.0
2023-11-24,65.8255,65.8744,65.6302,65.7083,3633.0
2023-11-25,65.8255,65.8744,65.6302,65.7083,3633.0
2023-11-26,65.8255,65.8744,65.6302,65.7083,3633.0
2023-11-27,65.4739,66.2748,65.4739,65.8451,8343.0
2023-11-28,65.4446,65.8646,65.4268,65.6009,4297.0
2023-11-29,65.386,67.1376,65.386,66.9877,6987.0
2023-11-30,66.4994,68.3941,66.4994,68.023,15818.0
2023-12-01,68.4039,69.0094,68.4039,68.775,8643.0
2023-12-02,68.4039,69.0094,68.4039,68.775,8643.0
2023-12-03,68.4039,69.0094,68.4039,68.775,8643.0
2023-12-04,69.3121,69.3121,67.9937,69.068,5183.0
2023-12-05,68.5113,69.5172,68.3648,68.3941,6929.0
2023-12-06,68.189,69.5367,67.7593,67.7593,14220.0
2023-12-07,63.882,65.8646,63.882,65.8646,10256.0
2023-12-08,63.9699,64.9075,62.6808,62.8956,14018.0
2023-12-09,63.9699,64.9075,62.6808,62.8956,14018.0
2023-12-10,63.9699,64.9075,62.6808,62.8956,14018.0
2023-12-11,62.5538,63.241,62.0166,62.0752,10210.0
2023-12-12,60.62,62.0069,60.62,61.0888,13926.0
2023-12-13,60.7763,64.8098,60.7763,64.7317,24017.0
2023-12-14,65.7865,66.3822,64.4582,65.3177,13858.0
2023-12-15,65.5844,65.6734,63.1193,63.638,56684.0
2023-12-16,65.5844,65.6734,63.1193,63.638,56684.0
2023-12-17,65.5844,65.6734,63.1193,63.638,56684.0
2023-12-18,64.2407,64.962,64.0925,64.1716,10634.0
2023-12-19,64.0234,66.938,64.0234,66.938,40213.0
2023-12-20,66.3452,67.4518,66.2069,66.7799,19148.0
2023-12-21,66.276,68.1679,65.9006,66.3057,9825.0
2023-12-22,66.9281,67.0268,65.9105,66.2266,9293.0
2023-12-23,66.9281,67.0268,65.9105,66.2266,9293.0
2023-12-24,66.9281,67.0268,65.9105,66.2266,9293.0
2023-12-25,66.9281,67.0268,65.9105,66.2266,9293.0
2023-12-26,65.8512,67.1885,65.8216,66.8293,8647.0
2023-12-27,66.8046,67.0665,65.8907,66.5823,14267.0
2023-12-28,66.0587,66.4934,65.8216,66.2859,11062.0
2023-12-29,66.3452,66.3452,65.209,65.2189,21649.0
2023-12-30,66.3452,66.3452,65.209,65.2189,21649.0
2023-12-31,66.3452,66.3452,65.209,65.2189,21649.0
2024-01-01,66.3452,66.3452,65.209,65.2189,21649.0
2024-01-02,65.6536,66.1476,64.6952,65.1201,12866.0
2024-01-03,65.3967,65.3967,63.2824,63.48,15926.0
2024-01-04,64.0036,64.0036,63.0848,63.2428,14230.0
2024-01-05,62.986,64.1427,62.986,63.144,16621.0
2024-01-06,62.986,64.1427,62.986,63.144,16621.0
2024-01-07,62.986,64.1427,62.986,63.144,16621.0
2024-01-08,62.986,63.8653,62.986,63.4602,15068.0
2024-01-09,62.7884,63.1144,61.9485,62.5512,22231.0
2024-01-10,62.2449,62.9563,62.2449,62.739,17189.0
2024-01-11,63.0551,64.715,62.7983,64.1024,33004.0
2024-01-12,64.9027,65.1596,63.1342,63.2033,29139.0
2024-01-13,64.9027,65.1596,63.1342,63.2033,29139.0
2024-01-14,64.9027,65.1596,63.1342,63.2033,29139.0
2024-01-15,64.9027,65.1596,63.1342,63.2033,29139.0
2024-01-16,62.4919,63.0946,62.4919,62.6105,7802.0
2024-01-17,62.2054,62.6994,62.1167,62.4228,13438.0
2024-01-18,62.4919,62.7488,62.0473,62.7488,10074.0
2024-01-19,63.2132,63.2181,62.3437,63.1638,9985.0
2024-01-20,63.2132,63.2181,62.3437,63.1638,9985.0
2024-01-21,63.2132,63.2181,62.3437,63.1638,9985.0
2024-01-22,63.4701,64.221,63.4701,63.9839,4040.0
2024-01-23,64.6162,65.2189,63.2824,63.3614,8751.0
2024-01-24,64.0827,64.0827,62.6402,62.7686,11963.0
2024-01-25,63.6874,63.8356,63.233,63.8356,11711.0
2024-01-26,63.9937,64.468,63.5491,64.3395,7488.0
2024-01-27,63.9937,64.468,63.5491,64.3395,7488.0
2024-01-28,63.9937,64.468,63.5491,64.3395,7488.0
2024-01-29,64.2704,64.2704,63.1243,63.3713,2752.0
2024-01-30,63.48,64.0975,63.48,63.5294,3841.0
2024-01-31,63.6825,63.6825,61.9485,61.9485,6132.0
2024-02-01,62.753,62.753,61.8991,62.1758,10741.0
2024-02-02,61.2767,62.38,61.2767,61.7411,10958.0
2024-02-03,61.2767,62.38,61.2767,61.7411,10958.0
2024-02-04,61.2767,62.38,61.2767,61.7411,10958.0
2024-02-05,61.4941,61.6521,60.7135,61.4545,12935.0
2024-02-06,61.4545,61.5632,61.2569,61.5632,4130.0
2024-02-07,61.331,61.6423,61.0,61.2569,5739.0
2024-02-08,61.734,62.0078,61.734,62.0078,4324.0
2024-02-09,62.3437,63.1342,61.4447,62.6994,7878.0
2024-02-10,62.3437,63.1342,61.4447,62.6994,7878.0
2024-02-11,62.3437,63.1342,61.4447,62.6994,7878.0
2024-02-12,62.3635,63.9839,62.3635,63.3515,11046.0
2024-02-13,62.1264,62.4919,60.3677,60.5159,20141.0
2024-02-14,60.9408,61.6768,60.6939,61.6324,6889.0
2024-02-15,61.7015,62.0375,61.6225,61.9584,7051.0
2024-02-16,61.9485,61.9485,61.1581,61.415,7153.0
2024-02-17,61.9485,61.9485,61.1581,61.415,7153.0
2024-02-18,61.9485,61.9485,61.1581,61.415,7153.0
2024-02-19,61.9485,61.9485,61.1581,61.415,7153.0
2024-02-20,60.7827,61.5533,60.7827,61.3656,5182.0
2024-02-21,61.7509,61.8596,61.5533,61.8201,6771.0
2024-02-22,61.5336,62.0671,61.5336,62.0671,8394.0
2024-02-23,62.3931,62.5611,62.0869,62.1857,4291.0
2024-02-24,62.3931,62.5611,62.0869,62.1857,4291.0
2024-02-25,62.3931,62.5611,62.0869,62.1857,4291.0
2024-02-26,61.8893,62.3437,61.3557,61.6225,5449.0
2024-02-27,61.4348,61.8349,61.2965,61.2965,6802.0
2024-02-28,61.2421,61.5632,60.5159,60.5159,6456.0
2024-02-29,62.2054,64.3741,61.8695,63.2527,26318.0
2024-03-01,62.8872,63.6776,62.6896,62.6896,5531.0
2024-03-02,62.8872,63.6776,62.6896,62.6896,5531.0
2024-03-03,62.8872,63.6776,62.6896,62.6896,5531.0
2024-03-04,63.2873,63.4527,62.2548,62.2548,4828.0
2024-03-05,61.8596,62.8279,61.8102,61.8102,17726.0
2024-03-06,61.8003,64.221,61.8003,63.4602,18426.0
2024-03-07,63.9937,64.5964,63.974,64.3494,13482.0
2024-03-08,64.3395,66.691,64.3395,66.0784,14121.0
2024-03-09,64.3395,66.691,64.3395,66.0784,14121.0
2024-03-10,64.3395,66.691,64.3395,66.0784,14121.0
2024-03-11,66.4045,67.185,65.9105,66.8392,23198.0
2024-03-12,66.4736,66.9084,65.9105,65.9105,8509.0
2024-03-13,65.8216,66.197,65.1892,65.2782,9994.0
2024-03-14,65.1003,65.1003,64.3,64.3,18485.0
2024-03-15,64.77,65.74,64.52,65.25,29330.0
2024-03-16,64.77,65.74,64.52,65.25,29330.0
2024-03-17,64.77,65.74,64.52,65.25,29330.0
2024-03-18,64.74,65.0321,63.56,63.78,16656.0
2024-03-19,63.46,65.91,63.46,64.98,11016.0
2024-03-20,64.46,66.08,64.46,66.08,7238.0
2024-03-21,66.175,69.5,66.175,68.14,35738.0
2024-03-22,67.72,68.16,67.36,67.44,9683.0
2024-03-23,67.72,68.16,67.36,67.44,9683.0
2024-03-24,67.72,68.16,67.36,67.44,9683.0
2024-03-25,67.01,69.06,67.01,68.78,9667.0
2024-03-26,69.01,69.33,67.88,67.93,10460.0
2024-03-27,67.93,69.26,67.62,69.21,11002.0
2024-03-28,69.9,70.27,69.36,69.52,12351.0
2024-03-29,69.9,70.27,69.36,69.52,12351.0
2024-03-30,69.9,70.27,69.36,69.52,12351.0
2024-03-31,69.9,70.27,69.36,69.52,12351.0
2024-04-01,70.12,70.12,68.61,69.0,8863.0
2024-04-02,69.28,69.28,68.74,68.78,14501.0
2024-04-03,69.2,69.57,68.96,68.96,15402.0
2024-04-04,69.34,69.85,68.45,68.57,22138.0
2024-04-05,68.96,68.96,66.915,67.51,12131.0
2024-04-06,68.96,68.96,66.915,67.51,12131.0
2024-04-07,68.96,68.96,66.915,67.51,12131.0
2024-04-08,67.98,68.87,67.33,68.51,23171.0
