,PGR US Equity,PGR US Equity,PGR US Equity,PGR US Equity,PGR US Equity
2019-03-09,63.8319,64.4638,63.8141,64.3214,2436553.0
2019-03-10,63.8319,64.4638,63.8141,64.3214,2436553.0
2019-03-11,64.5172,64.9044,64.3437,64.8377,1901728.0
2019-03-12,64.9712,65.6209,64.9089,65.4874,3428437.0
2019-03-13,65.1848,65.2382,64.2769,64.3659,3830173.0
2019-03-14,64.357,64.9792,64.0366,64.8466,2334406.0
2019-03-15,64.6418,65.5586,64.5439,65.5141,8243442.0
2019-03-16,64.6418,65.5586,64.5439,65.5141,8243442.0
2019-03-17,64.6418,65.5586,64.5439,65.5141,8243442.0
2019-03-18,65.4607,65.5853,64.8911,65.0246,4090187.0
2019-03-19,65.3094,65.3717,64.268,64.4371,3381665.0
2019-03-20,64.4638,64.7665,63.9788,64.09,2620510.0
2019-03-21,63.7785,65.2382,63.6984,65.0869,2090727.0
2019-03-22,64.7131,65.345,64.6374,64.7754,2576615.0
2019-03-23,64.7131,65.345,64.6374,64.7754,2576615.0
2019-03-24,64.7131,65.345,64.6374,64.7754,2576615.0
2019-03-25,64.7932,65.0602,64.5306,64.722,1950956.0
2019-03-26,65.0691,65.1492,64.535,65.1314,2304923.0
2019-03-27,65.0246,65.3094,64.3837,64.7131,2967196.0
2019-03-28,64.8199,65.0157,63.823,64.4549,1820740.0
2019-03-29,64.8644,64.8911,64.09,64.1612,4400387.0
2019-03-30,64.8644,64.8911,64.09,64.1612,4400387.0
2019-03-31,64.8644,64.8911,64.09,64.1612,4400387.0
2019-04-01,64.6596,65.0157,64.4282,64.7576,2483097.0
2019-04-02,64.7665,64.9,64.4104,64.6952,1537958.0
2019-04-03,64.9534,65.0869,64.0722,64.9979,2787404.0
2019-04-04,65.1583,65.1672,64.57,64.6413,1454034.0
2019-04-05,64.7661,65.1137,64.5077,64.7929,1719501.0
2019-04-06,64.7661,65.1137,64.5077,64.7929,1719501.0
2019-04-07,64.7661,65.1137,64.5077,64.7929,1719501.0
2019-04-08,64.5166,64.6503,63.6788,64.1779,2220952.0
2019-04-09,63.8392,64.1422,63.6209,63.7501,1937951.0
2019-04-10,63.964,64.3027,63.6342,64.2314,1716950.0
2019-04-11,64.4631,64.5968,63.6833,63.964,2657252.0
2019-04-12,64.2848,64.7438,64.1333,64.7126,2086256.0
2019-04-13,64.2848,64.7438,64.1333,64.7126,2086256.0
2019-04-14,64.2848,64.7438,64.1333,64.7126,2086256.0
2019-04-15,64.7037,65.0513,64.2848,64.4007,2729443.0
2019-04-16,66.1743,68.8925,66.1475,68.8569,6384975.0
2019-04-17,68.848,68.9282,67.6805,67.8765,3274160.0
2019-04-18,67.8854,68.1528,66.7714,66.8427,3057069.0
2019-04-19,67.8854,68.1528,66.7714,66.8427,3057069.0
2019-04-20,67.8854,68.1528,66.7714,66.8427,3057069.0
2019-04-21,67.8854,68.1528,66.7714,66.8427,3057069.0
2019-04-22,66.5129,66.6912,66.1832,66.4506,1931381.0
2019-04-23,66.5308,67.5824,66.2678,67.4576,2645210.0
2019-04-24,67.4398,67.5557,66.8249,66.9051,1927720.0
2019-04-25,66.8427,67.6002,66.4461,67.3774,2209632.0
2019-04-26,67.4933,67.9122,67.2883,67.9033,1791503.0
2019-04-27,67.4933,67.9122,67.2883,67.9033,1791503.0
2019-04-28,67.4933,67.9122,67.2883,67.9033,1791503.0
2019-04-29,68.1261,68.8968,68.0904,68.7232,2182965.0
2019-04-30,68.7856,69.7036,68.4781,69.6501,2568664.0
2019-05-01,69.6055,70.0378,68.438,68.545,3305966.0
2019-05-02,68.7589,68.7945,67.0299,67.3418,3902398.0
2019-05-03,67.6537,67.7339,65.898,66.3347,4016064.0
2019-05-04,67.6537,67.7339,65.898,66.3347,4016064.0
2019-05-05,67.6537,67.7339,65.898,66.3347,4016064.0
2019-05-06,65.4435,66.4327,65.4167,66.1654,4413238.0
2019-05-07,65.7376,66.0406,64.7314,64.8731,3665900.0
2019-05-08,64.6503,65.8089,64.4898,65.5237,3971289.0
2019-05-09,65.1315,65.2652,64.6948,64.9265,2415563.0
2019-05-10,64.6146,65.5861,64.0175,65.4435,1851624.0
2019-05-11,64.6146,65.5861,64.0175,65.4435,1851624.0
2019-05-12,64.6146,65.5861,64.0175,65.4435,1851624.0
2019-05-13,64.4185,64.7305,63.8214,64.6503,3182582.0
2019-05-14,64.7037,66.4595,64.7037,65.6306,3011188.0
2019-05-15,66.1119,69.3203,65.7999,69.0708,5317067.0
2019-05-16,69.1688,69.9157,68.946,69.3827,2772919.0
2019-05-17,68.8658,69.9264,68.6478,69.2669,2196750.0
2019-05-18,68.8658,69.9264,68.6478,69.2669,2196750.0
2019-05-19,68.8658,69.9264,68.6478,69.2669,2196750.0
2019-05-20,69.2045,69.8016,68.8658,69.7838,2238172.0
2019-05-21,70.0957,71.6108,70.0957,71.3613,3842253.0
2019-05-22,71.3523,71.7712,71.0672,71.6999,2467716.0
2019-05-23,71.281,71.3702,70.6483,71.0404,2846293.0
2019-05-24,71.3969,71.8604,71.1607,71.4949,4398356.0
2019-05-25,71.3969,71.8604,71.1607,71.4949,4398356.0
2019-05-26,71.3969,71.8604,71.1607,71.4949,4398356.0
2019-05-27,71.3969,71.8604,71.1607,71.4949,4398356.0
2019-05-28,71.593,72.1901,70.6126,70.8443,3429413.0
2019-05-29,70.577,71.2989,69.864,71.2454,2663392.0
2019-05-30,71.4236,71.6687,71.1117,71.4236,1622889.0
2019-05-31,70.8978,71.3523,70.3631,70.6572,2245604.0
2019-06-01,70.8978,71.3523,70.3631,70.6572,2245604.0
2019-06-02,70.8978,71.3523,70.3631,70.6572,2245604.0
2019-06-03,70.6572,71.3523,70.274,71.1474,2792690.0
2019-06-04,71.8336,72.9477,71.5217,72.9209,4058283.0
2019-06-05,72.9744,74.4895,72.9209,74.2756,3922307.0
2019-06-06,74.2845,74.4271,73.6517,74.1063,2602848.0
2019-06-07,74.2845,75.1312,74.0082,74.133,2059706.0
2019-06-08,74.2845,75.1312,74.0082,74.133,2059706.0
2019-06-09,74.2845,75.1312,74.0082,74.133,2059706.0
2019-06-10,74.3647,74.5073,73.4022,73.6072,2111569.0
2019-06-11,74.1954,74.4717,73.3576,73.5894,2124189.0
2019-06-12,73.9637,73.9726,71.994,72.306,2914703.0
2019-06-13,72.4753,73.0813,72.199,72.7605,1801762.0
2019-06-14,72.5823,73.2329,72.2436,73.0457,1991883.0
2019-06-15,72.5823,73.2329,72.2436,73.0457,1991883.0
2019-06-16,72.5823,73.2329,72.2436,73.0457,1991883.0
2019-06-17,73.2863,73.3755,72.4931,72.6001,2082640.0
2019-06-18,72.8674,72.9343,72.2971,72.4842,1730802.0
2019-06-19,72.5288,73.0591,72.2703,72.8496,1696207.0
2019-06-20,73.1259,73.4111,72.4486,72.9655,2697953.0
2019-06-21,73.0813,73.4362,71.4058,71.4058,5146832.0
2019-06-22,73.0813,73.4362,71.4058,71.4058,5146832.0
2019-06-23,73.0813,73.4362,71.4058,71.4058,5146832.0
2019-06-24,71.7891,72.1812,71.5662,71.6197,2266895.0
2019-06-25,71.6375,71.8069,70.8265,70.9067,3015463.0
2019-06-26,71.2098,71.6554,69.962,70.0422,3561066.0
2019-06-27,70.47,71.1563,70.1492,71.0226,2783641.0
2019-06-28,71.4058,71.7267,70.8622,71.2365,7799636.0
2019-06-29,71.4058,71.7267,70.8622,71.2365,7799636.0
2019-06-30,71.4058,71.7267,70.8622,71.2365,7799636.0
2019-07-01,72.1366,72.8942,71.3702,72.8585,2528754.0
2019-07-02,72.8051,74.1865,72.8051,73.6517,2523962.0
2019-07-03,73.9462,74.8831,73.8541,74.6422,1678385.0
2019-07-04,73.9462,74.8831,73.8541,74.6422,1678385.0
2019-07-05,74.6244,75.1285,74.3031,74.9456,1875762.0
2019-07-06,74.6244,75.1285,74.3031,74.9456,1875762.0
2019-07-07,74.6244,75.1285,74.3031,74.9456,1875762.0
2019-07-08,74.8117,75.0884,74.4727,74.6154,2017776.0
2019-07-09,74.3567,74.8742,73.9373,74.4905,1962314.0
2019-07-10,74.6154,75.0348,73.8837,74.4459,2336936.0
2019-07-11,74.437,74.8296,73.7499,74.7314,1557259.0
2019-07-12,75.0527,75.3204,74.3031,75.3025,1418381.0
2019-07-13,75.0527,75.3204,74.3031,75.3025,1418381.0
2019-07-14,75.0527,75.3204,74.3031,75.3025,1418381.0
2019-07-15,75.3917,75.8111,74.7671,74.9277,2158855.0
2019-07-16,75.1508,75.3114,74.669,75.0616,3254202.0
2019-07-17,73.1699,73.3662,71.2603,71.5637,6544120.0
2019-07-18,71.4299,72.4471,71.2603,72.4471,3402926.0
2019-07-19,72.5185,72.5899,71.3406,71.3674,3127201.0
2019-07-20,72.5185,72.5899,71.3406,71.3674,3127201.0
2019-07-21,72.5185,72.5899,71.3406,71.3674,3127201.0
2019-07-22,71.412,72.8754,71.3406,72.2954,3037547.0
2019-07-23,72.0813,72.2151,71.064,71.8849,2887170.0
2019-07-24,71.8849,72.3668,70.9614,72.2954,2227911.0
2019-07-25,70.948,72.8933,70.8499,72.4382,1951186.0
2019-07-26,72.3846,72.9379,72.0188,72.9022,1273166.0
2019-07-27,72.3846,72.9379,72.0188,72.9022,1273166.0
2019-07-28,72.3846,72.9379,72.0188,72.9022,1273166.0
2019-07-29,73.045,73.5268,72.108,72.456,2015511.0
2019-07-30,72.1973,72.6345,71.9073,72.0188,1317631.0
2019-07-31,72.3846,72.9646,71.8136,72.2597,2453863.0
2019-08-01,72.2776,72.4917,71.3585,71.4923,2608047.0
2019-08-02,71.5013,72.0099,70.9034,71.1711,1648813.0
2019-08-03,71.5013,72.0099,70.9034,71.1711,1648813.0
2019-08-04,71.5013,72.0099,70.9034,71.1711,1648813.0
2019-08-05,70.2877,70.7339,68.7351,69.0117,2660480.0
2019-08-06,69.1545,71.0016,68.8511,70.9837,2303949.0
2019-08-07,70.2431,70.6803,68.9046,70.02,2368137.0
2019-08-08,70.368,71.4299,69.8081,71.2336,2641014.0
2019-08-09,71.2425,72.3757,71.0462,71.9206,2636365.0
2019-08-10,71.2425,72.3757,71.0462,71.9206,2636365.0
2019-08-11,71.2425,72.3757,71.0462,71.9206,2636365.0
2019-08-12,71.6529,72.1036,70.0557,70.5108,2081845.0
2019-08-13,70.1182,71.4031,69.9665,70.9034,3195597.0
2019-08-14,69.6006,70.8008,66.9951,67.4412,5660071.0
2019-08-15,67.6643,68.9492,67.0486,68.744,2957411.0
2019-08-16,69.2794,69.6631,68.8332,69.1455,1894149.0
2019-08-17,69.2794,69.6631,68.8332,69.1455,1894149.0
2019-08-18,69.2794,69.6631,68.8332,69.1455,1894149.0
2019-08-19,70.252,70.252,69.4846,69.5203,1588743.0
2019-08-20,69.3775,69.3775,68.4049,68.4674,2824681.0
2019-08-21,69.1188,69.3017,68.7261,68.976,1523907.0
2019-08-22,69.208,69.7345,68.4495,68.7708,2328653.0
2019-08-23,68.6726,69.5738,66.6292,67.0575,2249396.0
2019-08-24,68.6726,69.5738,66.6292,67.0575,2249396.0
2019-08-25,68.6726,69.5738,66.6292,67.0575,2249396.0
2019-08-26,67.4858,67.7268,66.6381,67.6286,1844876.0
2019-08-27,68.0301,68.2309,66.888,66.888,2315081.0
2019-08-28,66.6471,67.1378,66.2812,66.7987,1621055.0
2019-08-29,67.1735,67.8874,66.7898,67.6286,3340438.0
2019-08-30,68.2354,68.5298,67.1378,67.6375,1897142.0
2019-08-31,68.2354,68.5298,67.1378,67.6375,1897142.0
2019-09-01,68.2354,68.5298,67.1378,67.6375,1897142.0
2019-09-02,68.2354,68.5298,67.1378,67.6375,1897142.0
2019-09-03,67.0218,68.0034,66.8434,67.4769,2024337.0
2019-09-04,67.7981,68.1908,67.5572,68.048,1441673.0
2019-09-05,68.8065,69.2437,68.1087,68.2889,3631125.0
2019-09-06,68.4674,69.4757,68.2978,69.0563,2509288.0
2019-09-07,68.4674,69.4757,68.2978,69.0563,2509288.0
2019-09-08,68.4674,69.4757,68.2978,69.0563,2509288.0
2019-09-09,69.5828,69.5828,68.4406,68.4763,1738250.0
2019-09-10,68.4763,68.4941,67.2806,67.932,2869020.0
2019-09-11,67.8874,68.2265,67.468,68.0658,1997953.0
2019-09-12,68.4941,69.1411,68.0078,68.6905,2226820.0
2019-09-13,65.5941,65.951,63.5029,64.8535,13251865.0
2019-09-14,65.5941,65.951,63.5029,64.8535,13251865.0
2019-09-15,65.5941,65.951,63.5029,64.8535,13251865.0
2019-09-16,64.8535,65.8797,64.5233,65.496,3769054.0
2019-09-17,65.612,66.2187,65.3264,66.0492,3757919.0
2019-09-18,66.2187,67.1111,65.5941,67.0843,3634426.0
2019-09-19,67.0218,67.9905,66.8523,67.6197,3504013.0
2019-09-20,67.7357,68.3603,67.1289,67.8249,5368935.0
2019-09-21,67.7357,68.3603,67.1289,67.8249,5368935.0
2019-09-22,67.7357,68.3603,67.1289,67.8249,5368935.0
2019-09-23,67.468,68.3692,67.4591,68.1551,3192991.0
2019-09-24,68.4228,68.9938,67.7714,68.3157,4437688.0
2019-09-25,68.4495,68.8065,67.5572,68.628,2940260.0
2019-09-26,68.6637,68.918,68.3335,68.7351,4500720.0
2019-09-27,68.9671,69.1188,68.1908,68.7975,4643734.0
2019-09-28,68.9671,69.1188,68.1908,68.7975,4643734.0
2019-09-29,68.9671,69.1188,68.1908,68.7975,4643734.0
2019-09-30,68.9492,69.3686,68.4674,68.9314,2892708.0
2019-10-01,69.2348,69.4488,67.6018,67.7535,2926886.0
2019-10-02,67.4412,67.7535,66.5221,66.9147,3667723.0
2019-10-03,66.9772,67.41,66.5935,67.2717,2444682.0
2019-10-04,67.4503,68.8442,67.4146,68.7102,1959203.0
2019-10-05,67.4503,68.8442,67.4146,68.7102,1959203.0
2019-10-06,67.4503,68.8442,67.4146,68.7102,1959203.0
2019-10-07,68.5672,68.6119,67.6112,67.6916,2133997.0
2019-10-08,67.2806,67.4682,66.4496,66.4764,2995245.0
2019-10-09,67.0125,67.1734,66.6373,67.0215,2128714.0
2019-10-10,66.9411,67.6559,66.7445,66.7981,2945870.0
2019-10-11,67.3163,67.9864,67.1644,67.2091,3625820.0
2019-10-12,67.3163,67.9864,67.1644,67.2091,3625820.0
2019-10-13,67.3163,67.9864,67.1644,67.2091,3625820.0
2019-10-14,67.1823,67.848,67.0125,67.6469,1375982.0
2019-10-15,67.7899,67.8792,66.7624,66.9857,3860917.0
2019-10-16,63.4564,65.6455,61.9911,65.1094,7430927.0
2019-10-17,65.708,65.985,63.6485,63.8585,6074818.0
2019-10-18,63.7423,64.0104,62.7059,62.7237,3872131.0
2019-10-19,63.7423,64.0104,62.7059,62.7237,3872131.0
2019-10-20,63.7423,64.0104,62.7059,62.7237,3872131.0
2019-10-21,62.9739,63.0275,62.2502,62.545,4944524.0
2019-10-22,62.3574,62.6522,61.0171,61.446,4383565.0
2019-10-23,61.4907,61.8838,60.7089,61.1154,3884756.0
2019-10-24,61.3209,62.6165,61.178,62.1787,4214120.0
2019-10-25,62.2412,62.3306,61.7051,61.9196,1993126.0
2019-10-26,62.2412,62.3306,61.7051,61.9196,1993126.0
2019-10-27,62.2412,62.3306,61.7051,61.9196,1993126.0
2019-10-28,61.9911,62.2055,61.3656,61.4907,2213206.0
2019-10-29,61.2495,62.4646,61.2495,62.3574,2834407.0
2019-10-30,62.2948,62.2948,61.2941,61.9911,2780330.0
2019-10-31,61.8034,62.3217,61.6069,62.277,2400195.0
2019-11-01,62.6522,62.7327,61.7677,62.3485,2268011.0
2019-11-02,62.6522,62.7327,61.7677,62.3485,2268011.0
2019-11-03,62.6522,62.7327,61.7677,62.3485,2268011.0
2019-11-04,62.7416,62.8399,61.4282,61.4907,3056669.0
2019-11-05,61.6426,62.2323,61.5264,61.5622,4109979.0
2019-11-06,61.6605,63.5413,61.5711,63.376,3513210.0
2019-11-07,63.5368,65.029,63.4743,64.8324,8525225.0
2019-11-08,64.6716,66.1548,64.6716,65.8242,5196906.0
2019-11-09,64.6716,66.1548,64.6716,65.8242,5196906.0
2019-11-10,64.6716,66.1548,64.6716,65.8242,5196906.0
2019-11-11,65.3774,65.9135,65.0468,65.8778,2722609.0
2019-11-12,65.851,66.539,65.7259,66.53,4094974.0
2019-11-13,65.1898,65.574,64.0372,64.0372,4803309.0
2019-11-14,63.8853,65.2345,63.7337,65.1809,3657354.0
2019-11-15,65.3506,65.5472,64.7966,65.1362,3052139.0
2019-11-16,65.3506,65.5472,64.7966,65.1362,3052139.0
2019-11-17,65.3506,65.5472,64.7966,65.1362,3052139.0
2019-11-18,64.0372,64.752,63.0633,63.644,3978033.0
2019-11-19,64.0997,64.3588,63.3983,63.9389,3054618.0
2019-11-20,63.6887,63.9121,62.9114,63.0186,3507975.0
2019-11-21,63.2777,63.2777,61.7677,62.6254,3680988.0
2019-11-22,62.6433,63.4385,62.4557,63.2866,2378774.0
2019-11-23,62.6433,63.4385,62.4557,63.2866,2378774.0
2019-11-24,62.6433,63.4385,62.4557,63.2866,2378774.0
2019-11-25,63.5636,64.0997,63.376,63.8853,2746433.0
2019-11-26,63.7959,65.2791,63.5994,65.1719,6613940.0
2019-11-27,65.3774,65.7348,65.1362,65.3506,1955497.0
2019-11-28,65.3774,65.7348,65.1362,65.3506,1955497.0
2019-11-29,65.3327,65.5829,65.0022,65.2702,1077361.0
2019-11-30,65.3327,65.5829,65.0022,65.2702,1077361.0
2019-12-01,65.3327,65.5829,65.0022,65.2702,1077361.0
2019-12-02,65.4132,65.4132,64.0148,64.0193,2583053.0
2019-12-03,63.5189,63.7602,62.9382,63.1258,2652688.0
2019-12-04,63.0454,64.3544,62.8667,64.1891,2932097.0
2019-12-05,64.3588,64.7966,64.0997,64.7252,3500595.0
2019-12-06,64.9575,65.3596,64.7788,65.2077,2932768.0
2019-12-07,64.9575,65.3596,64.7788,65.2077,2932768.0
2019-12-08,64.9575,65.3596,64.7788,65.2077,2932768.0
2019-12-09,65.2077,65.6901,64.9485,65.5293,3267703.0
2019-12-10,65.6365,65.9135,64.9932,65.0915,3023391.0
2019-12-11,61.7945,63.6083,61.6783,63.5815,7803983.0
2019-12-12,63.5815,65.297,63.4475,64.9485,3925806.0
2019-12-13,64.752,65.5919,64.0014,64.4839,3289001.0
2019-12-14,64.752,65.5919,64.0014,64.4839,3289001.0
2019-12-15,64.752,65.5919,64.0014,64.4839,3289001.0
2019-12-16,63.7602,64.0461,62.9292,63.5279,4387838.0
2019-12-17,63.4475,64.5643,63.4385,64.332,5011797.0
2019-12-18,64.5554,64.752,63.644,63.7066,2604564.0
2019-12-19,63.6262,63.93,63.2509,63.5368,2985383.0
2019-12-20,64.6537,65.7259,63.7915,64.1176,5417782.0
2019-12-21,64.6537,65.7259,63.7915,64.1176,5417782.0
2019-12-22,64.6537,65.7259,63.7915,64.1176,5417782.0
2019-12-23,64.2069,64.2516,63.5892,64.055,2831895.0
2019-12-24,64.2069,64.3499,63.9925,64.2159,778163.0
2019-12-25,64.2069,64.3499,63.9925,64.2159,778163.0
2019-12-26,64.1176,64.2025,63.8406,64.0908,1612925.0
2019-12-27,64.2695,64.7073,64.0014,64.4661,1570626.0
2019-12-28,64.2695,64.7073,64.0014,64.4661,1570626.0
2019-12-29,64.2695,64.7073,64.0014,64.4661,1570626.0
2019-12-30,64.5286,64.6448,64.2069,64.6179,1298765.0
2019-12-31,64.6179,64.9664,64.2427,64.6805,1724537.0
2020-01-01,64.6179,64.9664,64.2427,64.6805,1724537.0
2020-01-02,66.0475,66.4318,65.4578,66.4139,2880738.0
2020-01-03,65.6901,66.816,65.4757,66.405,4155795.0
2020-01-04,65.6901,66.816,65.4757,66.405,4155795.0
2020-01-05,65.6901,66.816,65.4757,66.405,4155795.0
2020-01-06,66.0207,67.6559,65.9671,67.6112,5897171.0
2020-01-07,67.3161,67.4268,66.5415,67.0948,4868088.0
2020-01-08,67.2424,68.2014,67.1963,67.4913,4073671.0
2020-01-09,67.7772,68.183,67.4913,68.183,2199516.0
2020-01-10,68.2383,68.3535,67.7311,67.9616,3650687.0
2020-01-11,68.2383,68.3535,67.7311,67.9616,3650687.0
2020-01-12,68.2383,68.3535,67.7311,67.9616,3650687.0
2020-01-13,67.9616,69.0959,67.9616,69.0866,3795912.0
2020-01-14,68.9944,69.1604,68.2567,68.4688,3191356.0
2020-01-15,68.4135,70.0549,68.2752,69.8244,4078695.0
2020-01-16,69.9074,70.0549,69.0959,69.5662,3180912.0
2020-01-17,70.1194,70.9955,69.9903,70.3592,4265100.0
2020-01-18,70.1194,70.9955,69.9903,70.3592,4265100.0
2020-01-19,70.1194,70.9955,69.9903,70.3592,4265100.0
2020-01-20,70.1194,70.9955,69.9903,70.3592,4265100.0
2020-01-21,70.1194,70.7419,69.9442,70.4791,2686693.0
2020-01-22,70.6174,71.1615,70.2209,70.2301,2167308.0
2020-01-23,69.8151,70.4238,69.3725,70.3869,2190011.0
2020-01-24,70.5529,70.8756,70.3508,70.7742,1695144.0
2020-01-25,70.5529,70.8756,70.3508,70.7742,1695144.0
2020-01-26,70.5529,70.8756,70.3508,70.7742,1695144.0
2020-01-27,69.8705,70.4913,69.6123,69.8705,2490018.0
2020-01-28,70.1471,70.7557,69.9811,70.4975,4004074.0
2020-01-29,73.9555,74.9146,72.185,74.518,5230497.0
2020-01-30,73.5314,75.4955,72.8029,75.4033,4016651.0
2020-01-31,75.182,75.8828,74.2276,74.4074,6531323.0
2020-02-01,75.182,75.8828,74.2276,74.4074,6531323.0
2020-02-02,75.182,75.8828,74.2276,74.4074,6531323.0
2020-02-03,74.8131,75.6799,74.0939,74.2967,2745540.0
2020-02-04,74.9791,75.2742,74.3244,74.6195,2166868.0
2020-02-05,75.2465,76.5375,75.0344,76.5375,2184470.0
2020-02-06,76.5652,77.243,76.2886,76.5929,2804962.0
2020-02-07,76.5375,77.1461,76.2332,76.7773,2211883.0
2020-02-08,76.5375,77.1461,76.2332,76.7773,2211883.0
2020-02-09,76.5375,77.1461,76.2332,76.7773,2211883.0
2020-02-10,76.7957,77.2291,76.722,77.0816,1512479.0
2020-02-11,77.0908,77.515,76.8418,77.1461,2709365.0
2020-02-12,77.2752,77.3029,75.726,76.7588,2887747.0
2020-02-13,76.722,77.4114,76.4038,77.3306,1689711.0
2020-02-14,77.3306,77.5427,76.8418,77.2476,1709113.0
2020-02-15,77.3306,77.5427,76.8418,77.2476,1709113.0
2020-02-16,77.3306,77.5427,76.8418,77.2476,1709113.0
2020-02-17,77.3306,77.5427,76.8418,77.2476,1709113.0
2020-02-18,77.2568,77.6441,76.5458,76.9064,2719993.0
2020-02-19,75.3664,76.8142,74.684,75.0806,4417545.0
2020-02-20,74.4351,75.2558,74.2506,74.5457,2835614.0
2020-02-21,74.3428,75.3572,74.0109,75.1174,2730523.0
2020-02-22,74.3428,75.3572,74.0109,75.1174,2730523.0
2020-02-23,74.3428,75.3572,74.0109,75.1174,2730523.0
2020-02-24,73.9094,74.9238,73.5037,74.6656,3660376.0
2020-02-25,74.6287,74.7209,73.3838,73.7711,4476323.0
2020-02-26,74.1492,75.1774,73.2732,73.4484,3293675.0
2020-02-27,72.9781,73.6881,70.2947,70.3408,3188236.0
2020-02-28,69.0498,70.018,66.0713,67.4637,7029908.0
2020-02-29,69.0498,70.018,66.0713,67.4637,7029908.0
