,BWA US Equity,BWA US Equity,BWA US Equity,BWA US Equity,BWA US Equity
2019-12-03,34.3657,34.4232,33.8231,34.1766,1483971.0
2019-12-04,34.415,34.8672,34.2177,34.4808,1478016.0
2019-12-05,34.6205,35.0809,34.4972,35.0727,1294522.0
2019-12-06,35.5413,35.936,35.3605,35.64,1205139.0
2019-12-07,35.5413,35.936,35.3605,35.64,1205139.0
2019-12-08,35.5413,35.936,35.3605,35.64,1205139.0
2019-12-09,35.4838,35.7222,35.3111,35.64,1053347.0
2019-12-10,35.5578,35.8126,35.4016,35.7387,989548.0
2019-12-11,35.8455,36.2813,35.7633,36.1168,978515.0
2019-12-12,36.1908,36.9472,36.01,36.5855,2422444.0
2019-12-13,36.8074,36.9965,35.9853,36.01,1249329.0
2019-12-14,36.8074,36.9965,35.9853,36.01,1249329.0
2019-12-15,36.8074,36.9965,35.9853,36.01,1249329.0
2019-12-16,36.2895,36.7252,36.1744,36.2895,1976424.0
2019-12-17,36.5033,36.791,36.3758,36.6923,1043030.0
2019-12-18,36.7088,37.2843,36.5361,37.161,1609453.0
2019-12-19,37.0459,37.235,36.7663,36.9143,1071169.0
2019-12-20,36.9965,37.0541,36.2402,36.3553,2069197.0
2019-12-21,36.9965,37.0541,36.2402,36.3553,2069197.0
2019-12-22,36.9965,37.0541,36.2402,36.3553,2069197.0
2019-12-23,36.4046,36.5444,35.9935,36.421,876609.0
2019-12-24,36.421,36.421,35.9195,36.0757,331543.0
2019-12-25,36.421,36.421,35.9195,36.0757,331543.0
2019-12-26,36.1826,36.2319,35.6729,36.0182,599162.0
2019-12-27,36.1168,36.2854,35.8373,35.9771,665784.0
2019-12-28,36.1168,36.2854,35.8373,35.9771,665784.0
2019-12-29,36.1168,36.2854,35.8373,35.9771,665784.0
2019-12-30,35.9853,36.084,35.6071,35.6811,600400.0
2019-12-31,35.6318,35.9689,35.5742,35.6647,661971.0
2020-01-01,35.6318,35.9689,35.5742,35.6647,661971.0
2020-01-02,36.1744,36.2155,35.64,36.1333,1189342.0
2020-01-03,35.344,35.64,34.711,34.8261,1050687.0
2020-01-04,35.344,35.64,34.711,34.8261,1050687.0
2020-01-05,35.344,35.64,34.711,34.8261,1050687.0
2020-01-06,34.5301,34.7685,34.2054,34.6781,848091.0
2020-01-07,34.6123,35.1097,34.4643,34.8918,1383320.0
2020-01-08,34.9247,35.3481,34.6041,35.1056,1071965.0
2020-01-09,35.2865,35.2917,34.4643,34.4726,1190853.0
2020-01-10,34.3986,34.489,33.9546,34.0533,827084.0
2020-01-11,34.3986,34.489,33.9546,34.0533,827084.0
2020-01-12,34.3986,34.489,33.9546,34.0533,827084.0
2020-01-13,33.9546,34.1149,33.7532,34.0204,1703700.0
2020-01-14,33.971,34.6288,33.971,34.3081,1516776.0
2020-01-15,33.9793,34.2882,33.7162,33.9464,1075542.0
2020-01-16,34.119,34.4314,33.9217,34.4314,1393926.0
2020-01-17,34.3986,34.6781,33.8888,34.1437,1426336.0
2020-01-18,34.3986,34.6781,33.8888,34.1437,1426336.0
2020-01-19,34.3986,34.6781,33.8888,34.1437,1426336.0
2020-01-20,34.3986,34.6781,33.8888,34.1437,1426336.0
2020-01-21,33.9135,33.9808,33.2681,33.2969,1423310.0
2020-01-22,33.2804,33.4695,32.9434,33.1242,1197293.0
2020-01-23,32.8529,33.412,32.3185,33.3462,1411467.0
2020-01-24,33.2969,33.4079,32.1705,32.261,853358.0
2020-01-25,33.2969,33.4079,32.1705,32.261,853358.0
2020-01-26,33.2969,33.4079,32.1705,32.261,853358.0
2020-01-27,31.4471,31.7513,31.0031,31.5375,1651951.0
2020-01-28,29.1862,30.0659,28.6764,29.1286,15579023.0
2020-01-29,29.6794,29.9096,28.9683,29.0135,6307914.0
2020-01-30,28.7751,29.1697,28.4873,28.8244,4135775.0
2020-01-31,28.6846,28.7751,28.0269,28.1914,4540789.0
2020-02-01,28.6846,28.7751,28.0269,28.1914,4540789.0
2020-02-02,28.6846,28.7751,28.0269,28.1914,4540789.0
2020-02-03,28.4627,28.9148,28.2571,28.2654,3269713.0
2020-02-04,28.7751,28.8409,28.2325,28.3065,4049345.0
2020-02-05,28.6846,28.9025,28.438,28.808,3742553.0
2020-02-06,28.9806,28.9806,27.7556,27.7556,3665375.0
2020-02-07,27.5419,27.731,27.3363,27.5994,2213955.0
2020-02-08,27.5419,27.731,27.3363,27.5994,2213955.0
2020-02-09,27.5419,27.731,27.3363,27.5994,2213955.0
2020-02-10,27.5994,27.7638,27.2541,27.361,1975894.0
2020-02-11,27.3363,28.3147,27.2706,28.0434,2776514.0
2020-02-12,28.3969,28.7751,27.9365,28.5202,4740528.0
2020-02-13,28.2078,29.0711,27.5912,28.8409,5660491.0
2020-02-14,28.5695,28.7422,27.4843,28.0763,5008448.0
2020-02-15,28.5695,28.7422,27.4843,28.0763,5008448.0
2020-02-16,28.5695,28.7422,27.4843,28.0763,5008448.0
2020-02-17,28.5695,28.7422,27.4843,28.0763,5008448.0
2020-02-18,28.0845,28.6189,27.9118,28.2325,3505975.0
2020-02-19,28.1749,28.7093,28.1338,28.6024,3027932.0
2020-02-20,28.4627,29.1039,28.4051,28.8984,2623949.0
2020-02-21,28.8162,28.8409,27.8707,27.9365,2478944.0
2020-02-22,28.8162,28.8409,27.8707,27.9365,2478944.0
2020-02-23,28.8162,28.8409,27.8707,27.9365,2478944.0
2020-02-24,26.9581,27.0075,26.1524,26.4402,5983220.0
2020-02-25,26.5142,26.6704,25.2892,25.2974,6578626.0
2020-02-26,25.6674,26.0826,24.8041,24.837,3492460.0
2020-02-27,24.3848,25.7989,23.8258,25.1494,6592885.0
2020-02-28,24.3723,26.1498,24.3227,26.125,6634583.0
2020-02-29,24.3723,26.1498,24.3227,26.125,6634583.0
2020-03-01,24.3723,26.1498,24.3227,26.125,6634583.0
2020-03-02,26.0423,26.7285,25.538,26.7285,4148158.0
