,CINF US Equity,CINF US Equity,CINF US Equity,CINF US Equity,CINF US Equity
2019-03-31,75.4211,75.4825,74.9734,75.3947,532237.0
2019-04-01,75.7897,76.1408,75.228,75.7546,526688.0
2019-04-02,75.7546,75.9389,74.9295,75.0612,423023.0
2019-04-03,75.3859,75.3859,74.4468,75.0173,571050.0
2019-04-04,75.07,75.4035,74.8505,75.1753,358055.0
2019-04-05,75.2631,75.8248,75.0831,75.6756,505577.0
2019-04-06,75.2631,75.8248,75.0831,75.6756,505577.0
2019-04-07,75.2631,75.8248,75.0831,75.6756,505577.0
2019-04-08,75.7195,75.7195,74.7979,75.1841,304099.0
2019-04-09,75.0085,75.1402,74.517,74.675,369571.0
2019-04-10,74.8242,75.5703,74.675,75.5264,346998.0
2019-04-11,75.6668,76.3163,75.5839,76.2461,328209.0
2019-04-12,76.527,76.8166,76.2724,76.7903,505917.0
2019-04-13,76.527,76.8166,76.2724,76.7903,505917.0
2019-04-14,76.527,76.8166,76.2724,76.7903,505917.0
2019-04-15,76.7201,76.9263,76.3426,76.4743,443248.0
2019-04-16,76.6498,77.036,76.6323,76.9921,412300.0
2019-04-17,76.9746,76.9746,75.7809,75.895,526827.0
2019-04-18,75.9828,76.369,75.7721,76.0091,1090417.0
2019-04-19,75.9828,76.369,75.7721,76.0091,1090417.0
2019-04-20,75.9828,76.369,75.7721,76.0091,1090417.0
2019-04-21,75.9828,76.369,75.7721,76.0091,1090417.0
2019-04-22,75.7283,75.8687,75.0963,75.4562,427801.0
2019-04-23,75.658,76.3865,75.4474,76.3251,663003.0
2019-04-24,76.369,77.2116,76.2461,76.9658,547657.0
2019-04-25,76.7113,82.2671,76.3558,82.1267,1426736.0
2019-04-26,82.2496,82.8903,81.4509,82.6709,916688.0
2019-04-27,82.2496,82.8903,81.4509,82.6709,916688.0
2019-04-28,82.2496,82.8903,81.4509,82.6709,916688.0
2019-04-29,82.8025,83.6539,82.627,83.373,657698.0
2019-04-30,83.3994,84.5316,83.1448,84.4175,880297.0
2019-05-01,84.6808,84.6808,83.4784,83.5749,586821.0
2019-05-02,83.6539,84.3736,83.3994,84.2156,751992.0
2019-05-03,84.2771,84.5843,83.6715,84.321,474590.0
2019-05-04,84.2771,84.5843,83.6715,84.321,474590.0
2019-05-05,84.2771,84.5843,83.6715,84.321,474590.0
2019-05-06,83.4433,84.4614,83.4433,84.3912,402033.0
2019-05-07,83.8733,84.2376,82.9079,83.3906,527813.0
2019-05-08,83.4257,84.479,82.8552,83.5223,547339.0
2019-05-09,83.0571,83.847,82.9166,83.4608,555839.0
2019-05-10,83.0483,84.6896,82.8126,84.6194,449105.0
2019-05-11,83.0483,84.6896,82.8126,84.6194,449105.0
2019-05-12,83.0483,84.6896,82.8126,84.6194,449105.0
2019-05-13,83.4871,84.0752,83.1273,83.5749,710506.0
2019-05-14,83.4784,84.1893,83.4218,84.0313,1621341.0
2019-05-15,83.5574,84.9354,83.5135,84.6282,858011.0
2019-05-16,84.8037,85.5761,84.6282,85.2689,899384.0
2019-05-17,85.5322,86.2607,85.2689,85.778,970339.0
2019-05-18,85.5322,86.2607,85.2689,85.778,970339.0
2019-05-19,85.5322,86.2607,85.2689,85.778,970339.0
2019-05-20,85.6814,86.4538,85.6287,86.0939,956754.0
2019-05-21,86.3572,87.1647,86.3397,87.0945,890136.0
2019-05-22,87.0155,87.7703,86.84,87.4544,754067.0
2019-05-23,86.9365,87.1296,86.2431,87.0857,668572.0
2019-05-24,87.4983,87.5597,87.0067,87.4983,435246.0
2019-05-25,87.4983,87.5597,87.0067,87.4983,435246.0
2019-05-26,87.4983,87.5597,87.0067,87.4983,435246.0
2019-05-27,87.4983,87.5597,87.0067,87.4983,435246.0
2019-05-28,87.4631,87.8405,86.7347,86.761,1177120.0
2019-05-29,86.3923,86.9804,85.8201,86.445,701612.0
2019-05-30,86.5416,87.0594,86.1993,86.3572,456204.0
2019-05-31,85.8569,86.6908,85.5017,86.2256,692797.0
2019-06-01,85.8569,86.6908,85.5017,86.2256,692797.0
2019-06-02,85.8569,86.6908,85.5017,86.2256,692797.0
2019-06-03,86.4626,87.4807,86.0237,87.3929,960198.0
2019-06-04,87.8055,87.902,86.9585,87.5509,929045.0
2019-06-05,87.6124,89.2624,87.5246,89.1747,1241527.0
2019-06-06,89.2186,89.7627,88.8285,89.2712,811487.0
2019-06-07,89.4994,90.5351,89.1178,90.0875,805612.0
2019-06-08,89.4994,90.5351,89.1178,90.0875,805612.0
2019-06-09,89.4994,90.5351,89.1178,90.0875,805612.0
2019-06-10,90.3069,90.3947,89.8733,90.0348,948886.0
2019-06-11,90.026,90.5351,89.2273,89.5257,961528.0
2019-06-12,89.5257,90.4386,89.5257,90.3859,487523.0
2019-06-13,90.5,90.7633,89.8022,90.0963,1991547.0
2019-06-14,90.2542,91.0354,89.7891,90.8774,505649.0
2019-06-15,90.2542,91.0354,89.7891,90.8774,505649.0
2019-06-16,90.2542,91.0354,89.7891,90.8774,505649.0
2019-06-17,90.737,91.5445,90.737,91.1583,854810.0
2019-06-18,92.0672,92.1555,91.2465,91.6878,697929.0
2019-06-19,91.626,92.6805,91.5642,92.5173,420355.0
2019-06-20,92.5261,93.6557,92.5261,93.488,898813.0
2019-06-21,93.5321,93.8935,92.1466,92.2967,1328199.0
2019-06-22,93.5321,93.8935,92.1466,92.2967,1328199.0
2019-06-23,93.5321,93.8935,92.1466,92.2967,1328199.0
2019-06-24,92.632,93.2497,92.5085,92.6761,846643.0
2019-06-25,92.6761,93.1438,92.5261,92.6938,363143.0
2019-06-26,92.3408,92.6496,90.1876,90.2317,725851.0
2019-06-27,90.1346,90.8583,89.614,90.7524,691671.0
2019-06-28,90.9906,91.5554,90.7877,91.4848,814766.0
2019-06-29,90.9906,91.5554,90.7877,91.4848,814766.0
2019-06-30,90.9906,91.5554,90.7877,91.4848,814766.0
2019-07-01,92.2437,92.9762,91.3083,92.7732,625593.0
2019-07-02,92.6496,93.4262,92.5614,93.0203,923838.0
2019-07-03,93.3644,95.0941,93.3203,94.9617,590864.0
2019-07-04,93.3644,95.0941,93.3203,94.9617,590864.0
2019-07-05,94.6617,95.4647,93.9469,95.1558,484955.0
2019-07-06,94.6617,95.4647,93.9469,95.1558,484955.0
2019-07-07,94.6617,95.4647,93.9469,95.1558,484955.0
2019-07-08,94.8382,95.6059,94.6264,94.7587,761982.0
2019-07-09,94.3704,95.0411,93.9733,94.8646,827489.0
2019-07-10,94.8646,95.7471,94.194,94.4852,943040.0
2019-07-11,94.5381,94.5381,93.3027,94.2557,680920.0
2019-07-12,94.7058,95.0941,93.8321,95.0235,537600.0
2019-07-13,94.7058,95.0941,93.8321,95.0235,537600.0
2019-07-14,94.7058,95.0941,93.8321,95.0235,537600.0
2019-07-15,95.2,95.6235,94.6087,95.147,569315.0
2019-07-16,95.3765,96.0912,95.3055,95.8971,645663.0
2019-07-17,95.8883,95.8883,94.2557,94.4675,558119.0
2019-07-18,94.4146,94.9882,93.991,94.8205,615548.0
2019-07-19,95.0588,95.2353,94.1851,94.194,626726.0
2019-07-20,95.0588,95.2353,94.1851,94.194,626726.0
2019-07-21,95.0588,95.2353,94.1851,94.194,626726.0
2019-07-22,94.0881,94.494,93.5762,93.9204,416201.0
2019-07-23,93.8763,94.1763,92.7997,93.9822,571969.0
2019-07-24,93.9116,94.7146,93.4086,94.6528,598721.0
2019-07-25,94.8117,95.1735,94.0175,94.5911,588333.0
2019-07-26,94.7764,95.1823,93.9733,95.1558,550081.0
2019-07-27,94.7764,95.1823,93.9733,95.1558,550081.0
2019-07-28,94.7764,95.1823,93.9733,95.1558,550081.0
2019-07-29,95.3588,95.4029,93.36,93.7704,722582.0
2019-07-30,93.1262,94.0704,93.06,93.4262,662182.0
2019-07-31,93.6204,96.3472,93.0909,94.7146,2421873.0
2019-08-01,94.5734,95.4824,93.638,93.7968,697325.0
2019-08-02,93.8939,94.3881,93.338,93.7616,744162.0
2019-08-03,93.8939,94.3881,93.338,93.7616,744162.0
2019-08-04,93.8939,94.3881,93.338,93.7616,744162.0
2019-08-05,93.3997,93.638,91.0789,91.5995,922544.0
2019-08-06,92.1202,94.4675,91.4936,94.4146,915693.0
2019-08-07,93.4968,95.5441,92.4379,94.7411,801282.0
2019-08-08,95.2353,96.9737,95.0411,96.8413,487135.0
2019-08-09,96.9031,97.4767,95.9765,97.0443,423760.0
2019-08-10,96.9031,97.4767,95.9765,97.0443,423760.0
2019-08-11,96.9031,97.4767,95.9765,97.0443,423760.0
2019-08-12,96.4884,97.6885,95.6941,95.8883,505507.0
2019-08-13,95.5176,97.8385,95.1161,97.6973,793811.0
2019-08-14,96.9208,97.362,94.291,94.3704,611676.0
2019-08-15,94.5822,96.0957,94.4543,95.8177,477843.0
2019-08-16,96.3472,97.1767,95.8265,96.806,638236.0
2019-08-17,96.3472,97.1767,95.8265,96.806,638236.0
2019-08-18,96.3472,97.1767,95.8265,96.806,638236.0
2019-08-19,97.9885,97.9885,97.009,97.5561,531619.0
2019-08-20,97.362,97.9532,96.5325,96.5678,418282.0
2019-08-21,97.3885,97.5561,96.6472,97.4944,326071.0
2019-08-22,97.512,98.2356,96.9296,97.9797,403447.0
2019-08-23,97.715,98.571,94.847,95.5088,543590.0
2019-08-24,97.715,98.571,94.847,95.5088,543590.0
2019-08-25,97.715,98.571,94.847,95.5088,543590.0
2019-08-26,96.4972,97.3708,95.6765,97.362,588995.0
2019-08-27,97.7768,98.0547,96.9296,97.4149,653177.0
2019-08-28,96.9296,98.2445,96.3472,98.0415,741842.0
2019-08-29,98.8975,99.6652,98.0944,99.4358,617951.0
2019-08-30,99.8329,100.3271,98.8004,99.2681,478267.0
2019-08-31,99.8329,100.3271,98.8004,99.2681,478267.0
2019-09-01,99.8329,100.3271,98.8004,99.2681,478267.0
2019-09-02,99.8329,100.3271,98.8004,99.2681,478267.0
2019-09-03,99.2769,99.9564,98.9769,99.4358,610951.0
2019-09-04,100.0623,100.3712,99.2769,100.3006,553058.0
2019-09-05,100.8918,101.7037,100.2035,100.5389,450892.0
2019-09-06,100.6977,101.9773,100.6183,101.4301,452008.0
2019-09-07,100.6977,101.9773,100.6183,101.4301,452008.0
2019-09-08,100.6977,101.9773,100.6183,101.4301,452008.0
2019-09-09,101.6861,101.7749,99.2858,100.0712,801533.0
2019-09-10,99.9917,99.9917,98.1121,98.6416,770789.0
2019-09-11,98.3504,98.721,96.806,98.3768,634289.0
2019-09-12,98.7563,100.3006,98.6151,99.93,521140.0
2019-09-13,99.9388,100.2432,99.0078,99.674,534629.0
2019-09-14,99.9388,100.2432,99.0078,99.674,534629.0
2019-09-15,99.9388,100.2432,99.0078,99.674,534629.0
2019-09-16,99.3299,99.6917,98.8004,99.524,461460.0
2019-09-17,99.7102,101.1736,99.7102,101.1469,637269.0
2019-09-18,101.1115,101.6525,100.3576,101.5904,411879.0
2019-09-19,101.3243,102.1233,101.1824,101.3687,374150.0
2019-09-20,101.1558,101.4573,100.0561,100.9341,907297.0
2019-09-21,101.1558,101.4573,100.0561,100.9341,907297.0
2019-09-22,101.1558,101.4573,100.0561,100.9341,907297.0
2019-09-23,100.535,101.8298,100.535,101.3509,389738.0
2019-09-24,101.954,102.1491,100.9696,101.413,580458.0
2019-09-25,101.3421,102.2644,100.9873,102.0782,719115.0
2019-09-26,102.2467,103.9051,102.1687,103.3996,588768.0
2019-09-27,103.7632,103.8084,102.0249,102.6635,397237.0
2019-09-28,103.7632,103.8084,102.0249,102.6635,397237.0
2019-09-29,103.7632,103.8084,102.0249,102.6635,397237.0
2019-09-30,102.8941,103.6213,102.4506,103.4705,523161.0
2019-10-01,103.6656,103.8075,101.1824,101.28,463249.0
2019-10-02,100.6946,100.8277,98.9387,100.2335,516291.0
2019-10-03,99.6393,101.4396,99.6393,101.2711,516783.0
2019-10-04,101.7678,104.2953,101.5906,104.1268,555505.0
2019-10-05,101.7678,104.2953,101.5906,104.1268,555505.0
2019-10-06,101.7678,104.2953,101.5906,104.1268,555505.0
2019-10-07,103.9494,104.0647,102.8218,102.8586,489460.0
2019-10-08,102.4152,102.4152,100.637,100.943,605808.0
2019-10-09,101.0317,102.3442,101.0317,101.8387,543034.0
2019-10-10,101.8387,103.3375,101.8387,103.0803,391895.0
2019-10-11,104.5525,104.8186,102.9207,102.9916,568416.0
2019-10-12,104.5525,104.8186,102.9207,102.9916,568416.0
2019-10-13,104.5525,104.8186,102.9207,102.9916,568416.0
2019-10-14,102.6724,103.6213,102.4506,103.0182,387856.0
2019-10-15,103.4262,103.6374,102.5659,102.9473,428374.0
2019-10-16,102.495,102.526,100.9075,102.2112,671797.0
2019-10-17,102.5482,102.8231,101.4219,102.0959,713387.0
2019-10-18,101.9451,103.0005,101.6081,102.628,635467.0
2019-10-19,101.9451,103.0005,101.6081,102.628,635467.0
2019-10-20,101.9451,103.0005,101.6081,102.628,635467.0
2019-10-21,102.761,103.1069,101.6791,102.9118,521711.0
2019-10-22,102.8586,102.8586,100.2246,100.5527,489438.0
2019-10-23,100.3842,101.1736,100.2601,101.0671,448889.0
2019-10-24,101.4219,102.4063,100.4375,102.2289,1052118.0
2019-10-25,102.8763,104.5614,97.2625,99.0185,983586.0
2019-10-26,102.8763,104.5614,97.2625,99.0185,983586.0
2019-10-27,102.8763,104.5614,97.2625,99.0185,983586.0
2019-10-28,99.0185,99.5062,97.6882,98.2026,854258.0
2019-10-29,98.0695,99.2712,97.66,98.779,787937.0
2019-10-30,98.8854,100.4108,98.3711,100.0206,821776.0
2019-10-31,99.8166,100.4375,98.9564,100.402,1128662.0
2019-11-01,100.6769,101.1026,98.513,99.4176,559183.0
2019-11-02,100.6769,101.1026,98.513,99.4176,559183.0
2019-11-03,100.6769,101.1026,98.513,99.4176,559183.0
2019-11-04,99.861,100.3665,97.4132,97.7148,527149.0
2019-11-05,97.5551,97.9365,96.8235,97.5817,494131.0
2019-11-06,97.8833,98.3844,97.2093,98.3445,563227.0
2019-11-07,98.0341,98.0341,96.0918,96.6949,704035.0
2019-11-08,96.2071,97.2775,95.9688,96.4022,481429.0
2019-11-09,96.2071,97.2775,95.9688,96.4022,481429.0
2019-11-10,96.2071,97.2775,95.9688,96.4022,481429.0
2019-11-11,96.2248,97.1472,96.0031,96.7924,356356.0
2019-11-12,96.8811,97.4044,96.0563,96.2869,664080.0
2019-11-13,96.0297,96.6417,95.5154,96.1096,1067636.0
2019-11-14,96.0829,96.0829,95.1739,95.7814,853469.0
2019-11-15,95.9144,96.2585,94.726,94.9832,797909.0
2019-11-16,95.9144,96.2585,94.726,94.9832,797909.0
2019-11-17,95.9144,96.2585,94.726,94.9832,797909.0
2019-11-18,94.7438,95.675,94.6486,95.6573,719259.0
2019-11-19,95.7814,96.012,95.4799,95.6927,893856.0
2019-11-20,95.6927,96.6151,95.3602,95.7193,816048.0
2019-11-21,95.7637,96.0386,93.888,94.0875,566100.0
2019-11-22,94.123,94.8679,93.6795,93.786,518917.0
2019-11-23,94.123,94.8679,93.6795,93.786,518917.0
2019-11-24,94.123,94.8679,93.6795,93.786,518917.0
2019-11-25,94.0698,94.5132,93.7966,93.9545,533453.0
2019-11-26,94.0077,95.1783,93.8614,95.1429,1320801.0
2019-11-27,95.1429,95.5065,94.664,95.2493,628225.0
2019-11-28,95.1429,95.5065,94.664,95.2493,628225.0
2019-11-29,95.3468,95.5952,94.6684,94.9389,325062.0
2019-11-30,95.3468,95.5952,94.6684,94.9389,325062.0
2019-12-01,95.3468,95.5952,94.6684,94.9389,325062.0
2019-12-02,94.8768,95.0498,93.6618,93.6795,684545.0
2019-12-03,93.2272,93.449,92.1187,92.5798,496314.0
2019-12-04,92.6774,93.1297,92.3404,92.7217,644766.0
2019-12-05,92.9789,93.0587,92.5697,92.8548,625193.0
2019-12-06,93.2184,93.6707,92.9434,93.449,606419.0
2019-12-07,93.2184,93.6707,92.9434,93.449,606419.0
2019-12-08,93.2184,93.6707,92.9434,93.449,606419.0
2019-12-09,93.7239,94.3536,93.3691,94.2383,547942.0
2019-12-10,94.0698,94.6108,93.6352,93.7505,376775.0
2019-12-11,93.9367,93.9456,93.0233,93.4046,366612.0
2019-12-12,93.2893,94.5487,93.1474,94.1673,561654.0
2019-12-13,93.8924,94.0964,93.1918,93.5199,450819.0
2019-12-14,93.8924,94.0964,93.1918,93.5199,450819.0
2019-12-15,93.8924,94.0964,93.1918,93.5199,450819.0
2019-12-16,93.7239,94.0875,93.4756,93.7416,528859.0
2019-12-17,94.0432,94.1407,93.2006,93.6352,858006.0
2019-12-18,93.653,93.7333,92.5564,92.5564,633137.0
2019-12-19,92.28,92.3103,91.5578,92.0927,740105.0
2019-12-20,93.3945,93.3945,91.8342,92.8417,1143360.0
2019-12-21,93.3945,93.3945,91.8342,92.8417,1143360.0
2019-12-22,93.3945,93.3945,91.8342,92.8417,1143360.0
2019-12-23,93.1805,93.1805,91.6062,91.8208,459408.0
2019-12-24,92.0927,92.2532,91.7183,92.0749,176227.0
2019-12-25,92.0927,92.2532,91.7183,92.0749,176227.0
2019-12-26,92.0482,92.494,92.0125,92.3246,587835.0
2019-12-27,92.1462,92.7079,91.9857,92.6366,357378.0
2019-12-28,92.1462,92.7079,91.9857,92.6366,357378.0
2019-12-29,92.1462,92.7079,91.9857,92.6366,357378.0
2019-12-30,92.806,93.127,92.4806,93.1181,380147.0
2019-12-31,93.0289,93.7779,92.8663,93.7511,488929.0
2020-01-01,93.0289,93.7779,92.8663,93.7511,488929.0
2020-01-02,94.1702,94.5357,93.439,94.4733,745755.0
2020-01-03,93.8938,95.0528,93.8938,94.9548,461828.0
2020-01-04,93.8938,95.0528,93.8938,94.9548,461828.0
2020-01-05,93.8938,95.0528,93.8938,94.9548,461828.0
2020-01-06,94.3752,94.7604,93.6887,94.2236,409619.0
2020-01-07,93.7511,94.1612,92.4405,92.4494,443080.0
2020-01-08,91.745,92.6099,91.6737,91.9233,884493.0
2020-01-09,92.0392,93.5906,91.9501,93.5639,751657.0
2020-01-10,93.8135,94.5268,93.2518,93.3499,437596.0
2020-01-11,93.8135,94.5268,93.2518,93.3499,437596.0
2020-01-12,93.8135,94.5268,93.2518,93.3499,437596.0
2020-01-13,93.5817,94.2147,93.1983,93.6976,605511.0
2020-01-14,93.9829,94.0186,93.1181,93.4925,627232.0
2020-01-15,93.6352,94.4376,93.5371,93.974,469925.0
2020-01-16,94.4109,94.9726,93.8938,94.0899,472171.0
2020-01-17,94.3752,95.775,94.3752,95.6769,576196.0
2020-01-18,94.3752,95.775,94.3752,95.6769,576196.0
2020-01-19,94.3752,95.775,94.3752,95.6769,576196.0
2020-01-20,94.3752,95.775,94.3752,95.6769,576196.0
2020-01-21,95.6413,95.9979,94.6516,94.8032,759689.0
2020-01-22,95.2579,95.7037,95.035,95.5254,352075.0
2020-01-23,95.1331,95.1331,93.7455,94.4911,485420.0
2020-01-24,94.4198,94.9637,94.1077,94.5223,330079.0
2020-01-25,94.4198,94.9637,94.1077,94.5223,330079.0
2020-01-26,94.4198,94.9637,94.1077,94.5223,330079.0
2020-01-27,93.7422,94.2415,93.1805,93.3945,463946.0
2020-01-28,93.6976,94.9548,93.5906,93.9294,479635.0
2020-01-29,94.1969,94.4822,93.4569,93.653,422567.0
2020-01-30,93.3142,95.2401,93.0824,95.2222,467189.0
2020-01-31,95.0796,95.4853,93.3499,93.5728,976620.0
2020-02-01,95.0796,95.4853,93.3499,93.5728,976620.0
2020-02-02,95.0796,95.4853,93.3499,93.5728,976620.0
2020-02-03,94.3663,95.9266,93.9473,94.7854,538907.0
2020-02-04,95.6948,95.7572,94.5,94.5446,563901.0
2020-02-05,95.4362,96.4794,94.5714,96.3011,671895.0
2020-02-06,98.7173,101.4545,97.7365,100.6075,867522.0
2020-02-07,100.866,101.0354,99.97,100.5985,755114.0
2020-02-08,100.866,101.0354,99.97,100.5985,755114.0
2020-02-09,100.866,101.0354,99.97,100.5985,755114.0
2020-02-10,100.7412,101.9226,100.5094,101.713,646551.0
2020-02-11,102.0518,102.9969,101.7844,102.462,875312.0
2020-02-12,102.3996,102.5333,101.3029,101.4099,664957.0
2020-02-13,100.9106,102.9301,100.9106,102.3996,795208.0
2020-02-14,102.2302,102.7651,101.9538,102.7205,612615.0
2020-02-15,102.2302,102.7651,101.9538,102.7205,612615.0
2020-02-16,102.2302,102.7651,101.9538,102.7205,612615.0
2020-02-17,102.2302,102.7651,101.9538,102.7205,612615.0
2020-02-18,102.4441,103.0058,101.3297,101.508,472150.0
2020-02-19,101.7398,101.9092,100.7323,100.7679,435433.0
2020-02-20,100.7769,100.7769,99.1185,99.9655,340177.0
2020-02-21,99.7783,100.1171,98.7619,99.2522,682455.0
2020-02-22,99.7783,100.1171,98.7619,99.2522,682455.0
2020-02-23,99.7783,100.1171,98.7619,99.2522,682455.0
2020-02-24,98.0129,98.7262,95.8196,95.8285,775056.0
2020-02-25,96.2208,96.5598,93.2875,93.3677,933702.0
2020-02-26,93.9116,94.6784,91.9233,91.9501,1182519.0
2020-02-27,91.2011,91.4686,87.0107,87.0731,1742420.0
2020-02-28,85.174,85.7268,82.1247,83.1322,2197099.0
2020-02-29,85.174,85.7268,82.1247,83.1322,2197099.0
2020-03-01,85.174,85.7268,82.1247,83.1322,2197099.0
2020-03-02,83.8098,90.6038,82.1515,90.372,1528673.0
2020-03-03,89.6944,91.5132,88.0538,88.9543,1343511.0
2020-03-04,90.6216,93.4569,89.8905,93.1092,868686.0
2020-03-05,90.8534,91.6915,88.9543,90.1758,993689.0
2020-03-06,86.8056,88.245,85.1383,87.5634,1241152.0
2020-03-07,86.8056,88.245,85.1383,87.5634,1241152.0
2020-03-08,86.8056,88.245,85.1383,87.5634,1241152.0
2020-03-09,82.3209,83.364,79.5123,80.8676,1397531.0
2020-03-10,83.8812,85.6287,81.2777,85.5841,1405767.0
2020-03-11,82.4814,83.9703,79.0844,80.2435,1367254.0
2020-03-12,74.0558,75.9103,70.748,71.8268,1276218.0
