,D US Equity,D US Equity,D US Equity,D US Equity,D US Equity
2020-02-27,72.2066,72.4602,68.631,68.7071,4549151.0
2020-02-28,67.456,67.456,64.5735,66.0866,8247003.0
2020-02-29,67.456,67.456,64.5735,66.0866,8247003.0
2020-03-01,67.456,67.456,64.5735,66.0866,8247003.0
2020-03-02,66.5008,71.2768,66.3148,71.1585,5612620.0
2020-03-03,70.8034,72.6462,70.1018,70.4822,5624529.0
2020-03-04,71.2007,75.2836,71.2007,75.2582,4571572.0
2020-03-05,73.855,75.0554,72.8406,73.6859,3880909.0
2020-03-06,71.7671,73.6183,70.609,73.2887,4520419.0
2020-03-07,71.7671,73.6183,70.609,73.2887,4520419.0
2020-03-08,71.7671,73.6183,70.609,73.2887,4520419.0
2020-03-09,69.62,71.3613,67.2447,68.7493,6171302.0
2020-03-10,70.2202,71.1077,66.8305,70.347,4869633.0
2020-03-11,68.6817,68.8508,65.8668,66.7375,4258896.0
2020-03-12,62.9758,65.0807,59.0029,60.2793,6777572.0
2020-03-13,64.2438,66.2387,60.2877,66.1796,7362661.0
2020-03-14,64.2438,66.2387,60.2877,66.1796,7362661.0
2020-03-15,64.2438,66.2387,60.2877,66.1796,7362661.0
2020-03-16,60.2539,65.0891,57.3799,58.0307,6506660.0
2020-03-17,59.3917,69.9074,59.3325,68.0308,8190756.0
2020-03-18,63.5506,68.1745,62.1136,67.8448,6562658.0
2020-03-19,67.5659,67.642,60.0764,60.7357,7855607.0
2020-03-20,60.8795,60.8964,56.0865,56.8219,9964204.0
2020-03-21,60.8795,60.8964,56.0865,56.8219,9964204.0
2020-03-22,60.8795,60.8964,56.0865,56.8219,9964204.0
2020-03-23,56.729,56.729,48.8506,50.2031,8042738.0
2020-03-24,53.1026,56.9826,52.4264,55.5117,6514358.0
2020-03-25,54.8017,59.8566,54.1254,56.9234,4987634.0
2020-03-26,56.898,62.1305,56.6444,61.2345,4741785.0
2020-03-27,59.2565,64.1762,58.6647,61.767,4217144.0
2020-03-28,59.2565,64.1762,58.6647,61.767,4217144.0
2020-03-29,59.2565,64.1762,58.6647,61.767,4217144.0
2020-03-30,62.7983,65.9513,62.7645,64.9285,5701378.0
2020-03-31,63.9564,64.4298,60.778,61.0232,4537216.0
2020-04-01,58.3689,59.8651,57.346,59.1127,4381388.0
2020-04-02,58.1998,61.3528,57.9462,60.068,3533062.0
2020-04-03,59.5608,60.3892,58.0054,58.7915,3388674.0
2020-04-04,59.5608,60.3892,58.0054,58.7915,3388674.0
2020-04-05,59.5608,60.3892,58.0054,58.7915,3388674.0
2020-04-06,60.4906,63.4943,60.4906,62.6462,5061167.0
2020-04-07,63.931,64.4467,61.8347,62.0798,4259285.0
2020-04-08,62.6208,66.6952,62.1981,66.1204,3891862.0
2020-04-09,66.467,69.8567,66.467,68.9691,5479184.0
2020-04-10,66.467,69.8567,66.467,68.9691,5479184.0
2020-04-11,66.467,69.8567,66.467,68.9691,5479184.0
2020-04-12,66.467,69.8567,66.467,68.9691,5479184.0
2020-04-13,68.1322,68.6056,66.2895,67.2278,2740782.0
2020-04-14,68.9776,69.4594,67.9125,69.3326,3391027.0
2020-04-15,68.2928,68.4535,67.1179,67.4475,2972722.0
2020-04-16,68.0223,68.3689,65.9598,65.9936,3623684.0
2020-04-17,67.4222,69.2734,66.6868,68.9015,2828649.0
2020-04-18,67.4222,69.2734,66.6868,68.9015,2828649.0
2020-04-19,67.4222,69.2734,66.6868,68.9015,2828649.0
2020-04-20,68.3774,68.7282,66.7037,66.8727,3369167.0
2020-04-21,65.8499,66.2049,64.3283,64.7594,2962131.0
2020-04-22,66.0021,67.2024,65.6132,66.56,2892727.0
2020-04-23,66.3655,66.631,64.7003,65.013,2532086.0
2020-04-24,65.6724,66.2049,64.7256,65.8668,2410915.0
2020-04-25,65.6724,66.2049,64.7256,65.8668,2410915.0
2020-04-26,65.6724,66.2049,64.7256,65.8668,2410915.0
2020-04-27,66.1288,66.8474,65.9344,66.374,2412317.0
2020-04-28,67.3376,68.2844,66.6698,67.008,2567691.0
2020-04-29,68.1069,68.1069,65.9217,66.5008,2736990.0
2020-04-30,65.9344,66.0697,64.6242,65.199,3145100.0
2020-05-01,64.4889,64.7668,63.5422,63.9141,2679738.0
2020-05-02,64.4889,64.7668,63.5422,63.9141,2679738.0
2020-05-03,64.4889,64.7668,63.5422,63.9141,2679738.0
2020-05-04,63.8803,64.3875,63.0181,64.0747,2234398.0
2020-05-05,64.658,66.7628,64.5819,65.8837,3862632.0
2020-05-06,65.8837,66.56,65.4695,65.7062,5276376.0
2020-05-07,66.3993,66.7459,65.647,66.019,4363662.0
2020-05-08,66.5431,66.6952,65.5709,66.2726,3236758.0
2020-05-09,66.5431,66.6952,65.5709,66.2726,3236758.0
2020-05-10,66.5431,66.6952,65.5709,66.2726,3236758.0
2020-05-11,65.6808,67.363,65.3681,66.9826,2790965.0
2020-05-12,67.0249,67.7265,66.6614,66.7375,4554570.0
2020-05-13,66.3486,66.8981,65.4357,66.7882,4172846.0
2020-05-14,66.3909,67.9463,64.8651,67.3123,4006259.0
2020-05-15,66.9911,67.1855,65.4357,66.1204,8694629.0
2020-05-16,66.9911,67.1855,65.4357,66.1204,8694629.0
2020-05-17,66.9911,67.1855,65.4357,66.1204,8694629.0
2020-05-18,67.6166,68.0054,67.0207,67.4983,3394369.0
2020-05-19,67.1517,67.5743,66.6191,66.636,2743313.0
2020-05-20,66.9065,67.549,66.1965,66.5684,2115235.0
2020-05-21,66.3233,66.8981,66.1119,66.4416,2387169.0
2020-05-22,66.374,68.0682,66.1542,68.0562,2977655.0
2020-05-23,66.374,68.0682,66.1542,68.0562,2977655.0
2020-05-24,66.374,68.0682,66.1542,68.0562,2977655.0
2020-05-25,66.374,68.0682,66.1542,68.0562,2977655.0
2020-05-26,69.2396,69.9412,68.0393,68.3182,4157631.0
2020-05-27,69.3579,69.8736,68.4281,68.9437,3575535.0
2020-05-28,69.8736,71.336,69.6707,70.7527,3402551.0
2020-05-29,70.0934,71.9531,69.8161,71.8601,5578241.0
2020-05-30,70.0934,71.9531,69.8161,71.8601,5578241.0
2020-05-31,70.0934,71.9531,69.8161,71.8601,5578241.0
2020-06-01,71.691,73.2548,71.0908,72.6039,3799895.0
2020-06-02,72.9928,72.9928,71.9784,72.8914,3407575.0
2020-06-03,73.4915,73.8297,72.5953,73.1027,3229328.0
2020-06-04,72.6669,72.9574,71.479,72.607,3960717.0
2020-06-05,73.06,73.436,71.8977,72.0345,4574006.0
2020-06-06,73.06,73.436,71.8977,72.0345,4574006.0
2020-06-07,73.06,73.436,71.8977,72.0345,4574006.0
2020-06-08,71.667,74.0855,71.1115,73.8377,3138613.0
2020-06-09,73.3249,73.4873,72.2823,73.3676,2526506.0
2020-06-10,73.4275,74.5983,73.4275,74.3504,4693999.0
2020-06-11,73.2907,73.6582,71.5901,71.7952,6670735.0
2020-06-12,73.2394,73.3847,70.4022,71.0602,5337220.0
2020-06-13,73.2394,73.3847,70.4022,71.0602,5337220.0
2020-06-14,73.2394,73.3847,70.4022,71.0602,5337220.0
2020-06-15,70.1287,72.2652,69.1972,71.8294,5261080.0
2020-06-16,73.342,73.8291,72.1797,72.5729,4685209.0
2020-06-17,72.7438,72.7523,71.4961,71.9148,2526964.0
2020-06-18,71.4362,72.3934,71.3593,72.2396,3255742.0
2020-06-19,73.2053,73.3164,69.8381,69.8381,10702811.0
2020-06-20,73.2053,73.3164,69.8381,69.8381,10702811.0
2020-06-21,73.2053,73.3164,69.8381,69.8381,10702811.0
2020-06-22,70.1885,71.9746,69.7698,71.1457,3036316.0
2020-06-23,71.8379,71.8892,70.4193,70.7611,4537755.0
2020-06-24,70.1885,70.8637,69.9065,70.5731,5071161.0
2020-06-25,70.5389,70.5389,68.8169,69.3425,3180567.0
2020-06-26,69.3083,69.821,67.7614,68.0947,4495844.0
2020-06-27,69.3083,69.821,67.7614,68.0947,4495844.0
2020-06-28,69.3083,69.821,67.7614,68.0947,4495844.0
2020-06-29,68.5562,68.9066,67.7614,68.8895,2346307.0
2020-06-30,68.8297,69.6159,68.7613,69.3766,3627608.0
2020-07-01,69.3425,70.7782,69.2655,70.3765,2989157.0
2020-07-02,70.8038,71.3593,70.5133,70.6671,1552567.0
2020-07-03,70.8038,71.3593,70.5133,70.6671,1552567.0
2020-07-04,70.8038,71.3593,70.5133,70.6671,1552567.0
2020-07-05,70.8038,71.3593,70.5133,70.6671,1552567.0
2020-07-06,67.8469,69.1203,62.6509,62.8902,26851604.0
2020-07-07,61.3263,63.7961,61.1041,63.4286,12917248.0
2020-07-08,63.2577,64.702,63.0782,64.2832,6568953.0
2020-07-09,63.7705,63.8089,62.4345,63.044,6023481.0
2020-07-10,62.6937,63.5739,62.3774,62.8817,4969203.0
2020-07-11,62.6937,63.5739,62.3774,62.8817,4969203.0
2020-07-12,62.6937,63.5739,62.3774,62.8817,4969203.0
2020-07-13,62.9158,63.5312,62.5911,62.9671,5048284.0
2020-07-14,63.2406,63.6508,62.6766,63.1722,4871597.0
2020-07-15,63.7961,64.8045,63.1637,64.4798,5792028.0
2020-07-16,64.514,65.9497,64.4261,65.7617,4807454.0
2020-07-17,65.907,67.5991,65.8386,67.1547,4768963.0
2020-07-18,65.907,67.5991,65.8386,67.1547,4768963.0
2020-07-19,65.907,67.5991,65.8386,67.1547,4768963.0
2020-07-20,66.8214,67.0864,65.9497,66.2744,3298726.0
2020-07-21,66.4026,67.4196,66.1804,66.8385,3241246.0
2020-07-22,66.6077,68.3107,66.0608,67.9836,4793651.0
2020-07-23,68.0691,69.4194,67.9153,68.8724,4838425.0
2020-07-24,69.0177,70.0176,68.4537,68.7186,4312263.0
2020-07-25,69.0177,70.0176,68.4537,68.7186,4312263.0
2020-07-26,69.0177,70.0176,68.4537,68.7186,4312263.0
2020-07-27,68.8382,69.4023,68.0178,68.5562,2603832.0
2020-07-28,68.5391,70.5218,68.3682,70.1287,4532270.0
2020-07-29,70.1714,70.6585,69.7441,70.2996,2949971.0
2020-07-30,70.0176,70.1372,69.1502,69.6672,3604737.0
2020-07-31,69.7356,70.2398,68.2742,69.2485,4843122.0
2020-08-01,69.7356,70.2398,68.2742,69.2485,4843122.0
2020-08-02,69.7356,70.2398,68.2742,69.2485,4843122.0
2020-08-03,69.0348,69.2057,67.9067,68.6502,2356004.0
2020-08-04,68.4622,69.4236,68.4109,69.1203,3066946.0
2020-08-05,69.2228,69.2228,67.4794,68.1204,3142363.0
2020-08-06,67.8213,68.2657,67.4709,68.052,2720286.0
2020-08-07,67.6931,69.3083,67.6674,68.8981,3476943.0
2020-08-08,67.6931,69.3083,67.6674,68.8981,3476943.0
2020-08-09,67.6931,69.3083,67.6674,68.8981,3476943.0
2020-08-10,68.9921,69.1544,68.2742,68.4708,3188870.0
2020-08-11,68.6502,68.8126,67.0179,67.1376,3951801.0
2020-08-12,67.3427,68.8041,67.223,68.0093,3920474.0
2020-08-13,67.5563,68.0093,67.3341,67.7785,2657618.0
2020-08-14,67.7614,67.9153,67.1889,67.3854,2067333.0
2020-08-15,67.7614,67.9153,67.1889,67.3854,2067333.0
2020-08-16,67.7614,67.9153,67.1889,67.3854,2067333.0
2020-08-17,67.035,67.77,66.7445,67.2401,2749049.0
2020-08-18,67.2401,67.5222,66.471,66.8128,3420969.0
2020-08-19,66.9581,67.0692,66.471,66.6077,2561324.0
2020-08-20,66.3257,66.9068,66.2403,66.4026,2433553.0
2020-08-21,66.4795,67.3555,66.1206,67.206,3813881.0
2020-08-22,66.4795,67.3555,66.1206,67.206,3813881.0
2020-08-23,66.4795,67.3555,66.1206,67.206,3813881.0
2020-08-24,67.2572,67.6418,66.7445,67.5991,2073981.0
2020-08-25,67.7273,67.7273,66.8043,67.0863,2535253.0
2020-08-26,66.7359,67.0949,66.3086,66.7274,2708572.0
2020-08-27,67.0692,67.4367,66.5394,66.659,3339536.0
2020-08-28,66.659,66.8043,66.1121,66.6761,2992366.0
2020-08-29,66.659,66.8043,66.1121,66.6761,2992366.0
2020-08-30,66.659,66.8043,66.1121,66.6761,2992366.0
2020-08-31,66.659,67.5136,66.5308,67.035,4476779.0
2020-09-01,66.377,66.9496,66.2061,66.5052,3361223.0
2020-09-02,66.6846,68.5391,66.6505,68.0264,3845828.0
2020-09-03,68.182,68.969,67.7669,68.3118,4559330.0
2020-09-04,68.4588,68.6577,67.1702,67.8361,3311976.0
2020-09-05,68.4588,68.6577,67.1702,67.8361,3311976.0
2020-09-06,68.4588,68.6577,67.1702,67.8361,3311976.0
2020-09-07,68.4588,68.6577,67.1702,67.8361,3311976.0
2020-09-08,67.6545,68.0783,66.8416,67.6286,3142762.0
2020-09-09,68.1561,69.7257,68.061,68.8739,5016406.0
2020-09-10,68.5366,68.9258,67.6631,68.0869,3734453.0
2020-09-11,68.2339,69.1766,68.0047,68.8739,3816293.0
2020-09-12,68.2339,69.1766,68.0047,68.8739,3816293.0
2020-09-13,68.2339,69.1766,68.0047,68.8739,3816293.0
2020-09-14,69.2112,70.1711,69.0555,69.8165,3437411.0
2020-09-15,69.9895,71.2694,69.6263,69.9636,3948147.0
2020-09-16,70.0933,71.0446,69.8771,70.5689,3805407.0
2020-09-17,70.3008,70.9321,68.7096,69.0296,5056494.0
2020-09-18,68.4761,69.3149,67.1875,67.421,6489008.0
2020-09-19,68.4761,69.3149,67.1875,67.421,6489008.0
2020-09-20,68.4761,69.3149,67.1875,67.421,6489008.0
2020-09-21,67.2134,67.7055,66.4784,67.4296,6087499.0
2020-09-22,67.4729,68.4501,66.8589,67.0232,4742452.0
2020-09-23,66.9886,67.1702,65.873,65.9595,5437729.0
2020-09-24,65.873,66.6254,65.1206,65.9941,3249605.0
2020-09-25,65.5616,66.6859,65.5444,66.634,2749207.0
2020-09-26,65.5616,66.6859,65.5444,66.634,2749207.0
2020-09-27,65.5616,66.6859,65.5444,66.634,2749207.0
2020-09-28,66.6946,67.8188,66.6427,66.7897,3076846.0
2020-09-29,67.7669,68.2339,67.0145,67.3518,3525035.0
2020-09-30,67.8015,68.5193,67.568,68.2599,3685204.0
2020-10-01,68.3291,68.649,67.4296,67.9658,4894822.0
2020-10-02,67.7756,69.6609,67.3432,69.0123,3511826.0
2020-10-03,67.7756,69.6609,67.3432,69.0123,3511826.0
2020-10-04,67.7756,69.6609,67.3432,69.0123,3511826.0
2020-10-05,68.8393,69.7819,68.502,69.2631,2924563.0
2020-10-06,69.4966,70.7073,69.0814,70.1452,3623793.0
2020-10-07,70.2403,70.4824,69.5562,70.0673,2147226.0
2020-10-08,70.2057,71.7537,69.9117,70.9667,3108308.0
2020-10-09,71.1829,71.4597,70.3873,70.7246,2687507.0
2020-10-10,71.1829,71.4597,70.3873,70.7246,2687507.0
2020-10-11,71.1829,71.4597,70.3873,70.7246,2687507.0
2020-10-12,70.7246,71.771,70.6554,71.2781,2305683.0
2020-10-13,70.7505,70.9581,69.6782,70.543,3972840.0
2020-10-14,70.8111,70.9149,69.903,70.0933,1975474.0
2020-10-15,69.2458,70.2887,69.0555,69.8857,2988932.0
2020-10-16,70.05,71.1094,70.05,70.4046,3290693.0
2020-10-17,70.05,71.1094,70.05,70.4046,3290693.0
2020-10-18,70.05,71.1094,70.05,70.4046,3290693.0
2020-10-19,70.6035,70.9062,69.7474,69.9636,2593970.0
2020-10-20,70.4565,70.7851,69.8079,70.1192,3200957.0
2020-10-21,70.223,70.3095,69.3063,69.3841,3423947.0
2020-10-22,69.3582,70.3181,69.2631,70.2057,2142267.0
2020-10-23,70.6468,70.8197,69.6349,70.1711,2386655.0
2020-10-24,70.6468,70.8197,69.6349,70.1711,2386655.0
2020-10-25,70.6468,70.8197,69.6349,70.1711,2386655.0
2020-10-26,69.5657,71.0157,69.5657,70.6727,4064306.0
2020-10-27,70.517,72.0391,70.396,71.3213,4153506.0
2020-10-28,70.2316,70.9149,68.9171,69.0123,3385697.0
2020-10-29,69.0123,71.2954,68.4761,70.0068,5310344.0
2020-10-30,69.5657,70.3614,68.7788,69.4793,3503515.0
2020-10-31,69.5657,70.3614,68.7788,69.4793,3503515.0
2020-11-01,69.5657,70.3614,68.7788,69.4793,3503515.0
2020-11-02,69.9981,71.0359,69.116,70.6208,3372743.0
2020-11-03,71.5894,72.8607,71.0878,71.7018,4551346.0
2020-11-04,71.6932,73.5871,71.4337,71.5202,3768397.0
2020-11-05,71.1311,73.1201,70.8457,71.9007,4214846.0
2020-11-06,72.091,73.5007,71.7278,72.385,4053320.0
2020-11-07,72.091,73.5007,71.7278,72.385,4053320.0
2020-11-08,72.091,73.5007,71.7278,72.385,4053320.0
2020-11-09,73.6563,75.1957,72.5743,72.6618,4783009.0
2020-11-10,73.1461,74.3655,72.7742,74.1666,4427379.0
2020-11-11,74.3741,75.0919,73.7169,74.0974,2602325.0
2020-11-12,73.7428,74.0203,72.4715,73.1461,3587172.0
2020-11-13,73.6563,74.1233,73.2672,73.4488,2774858.0
2020-11-14,73.6563,74.1233,73.2672,73.4488,2774858.0
2020-11-15,73.6563,74.1233,73.2672,73.4488,2774858.0
2020-11-16,74.3741,74.573,73.5958,74.4347,3697034.0
2020-11-17,73.7947,74.4952,72.7223,72.7915,3818286.0
2020-11-18,73.0596,73.0769,70.0673,70.2316,5083691.0
2020-11-19,69.9636,70.05,68.7269,68.9777,6147937.0
2020-11-20,68.9171,69.6609,67.9312,68.0177,4928142.0
2020-11-21,68.9171,69.6609,67.9312,68.0177,4928142.0
2020-11-22,68.9171,69.6609,67.9312,68.0177,4928142.0
2020-11-23,68.208,68.8134,67.7496,68.3636,5783702.0
2020-11-24,68.9171,69.1679,68.3982,68.649,5259985.0
2020-11-25,69.0382,69.289,67.7583,68.675,3886660.0
2020-11-26,69.0382,69.289,67.7583,68.675,3886660.0
2020-11-27,68.6836,68.8134,67.7842,68.355,2053440.0
2020-11-28,68.6836,68.8134,67.7842,68.355,2053440.0
2020-11-29,68.6836,68.8134,67.7842,68.355,2053440.0
2020-11-30,68.2166,69.0209,67.8015,67.8794,8418259.0
2020-12-01,68.5366,70.1452,68.3982,69.3236,6360694.0
2020-12-02,69.2198,69.756,68.6836,69.4274,3670007.0
2020-12-03,69.2269,69.4273,68.1983,68.3378,3452698.0
2020-12-04,68.3813,68.6603,66.0453,66.1412,6237401.0
2020-12-05,68.3813,68.6603,66.0453,66.1412,6237401.0
2020-12-06,68.3813,68.6603,66.0453,66.1412,6237401.0
2020-12-07,65.9669,66.5596,65.6792,66.3678,6291004.0
2020-12-08,65.9146,66.0715,65.0168,65.1562,8752144.0
2020-12-09,65.0342,65.2347,63.7703,64.764,8010887.0
2020-12-10,65.3829,65.6356,64.4676,64.7814,6424517.0
2020-12-11,64.424,65.409,64.424,65.2957,3893085.0
2020-12-12,64.424,65.409,64.424,65.2957,3893085.0
2020-12-13,64.424,65.409,64.424,65.2957,3893085.0
2020-12-14,65.7054,65.8274,64.8337,64.9122,4153984.0
2020-12-15,65.4526,65.9756,64.9557,65.7925,3917343.0
2020-12-16,66.4811,66.9126,65.5049,65.5223,4752440.0
2020-12-17,66.3678,66.8429,66.0104,66.1848,4450442.0
2020-12-18,65.9233,66.3853,65.4352,65.6966,15175385.0
2020-12-19,65.9233,66.3853,65.4352,65.6966,15175385.0
2020-12-20,65.9233,66.3853,65.4352,65.6966,15175385.0
2020-12-21,64.9993,65.1998,64.3456,64.9557,6991292.0
2020-12-22,64.947,64.988,63.9708,64.0667,6252995.0
2020-12-23,64.5025,65.2608,64.3892,64.5373,2757378.0
2020-12-24,64.5373,64.7727,64.1015,64.703,1064984.0
2020-12-25,64.5373,64.7727,64.1015,64.703,1064984.0
2020-12-26,64.5373,64.7727,64.1015,64.703,1064984.0
2020-12-27,64.5373,64.7727,64.1015,64.703,1064984.0
2020-12-28,64.9383,65.1301,64.0884,64.241,3165878.0
2020-12-29,64.4676,64.8991,64.0492,64.3979,3718707.0
2020-12-30,64.1887,64.7988,64.0754,64.5548,1929293.0
2020-12-31,64.4938,65.6182,64.3805,65.5485,2392582.0
2021-01-01,64.4938,65.6182,64.3805,65.5485,2392582.0
2021-01-02,64.4938,65.6182,64.3805,65.5485,2392582.0
2021-01-03,64.4938,65.6182,64.3805,65.5485,2392582.0
2021-01-04,65.4264,65.4264,64.0405,64.4066,2975490.0
2021-01-05,64.5896,64.6768,63.3345,63.6308,3466859.0
2021-01-06,64.0928,65.7925,63.5437,64.9906,4112253.0
2021-01-07,65.0168,65.1961,63.596,63.596,4126577.0
2021-01-08,63.8836,63.9272,63.317,63.8052,3476778.0
2021-01-09,63.8836,63.9272,63.317,63.8052,3476778.0
2021-01-10,63.8836,63.9272,63.317,63.8052,3476778.0
2021-01-11,63.6221,64.0013,62.7853,63.3432,2950581.0
2021-01-12,63.5437,63.6308,61.7306,62.3495,3801210.0
2021-01-13,62.5413,63.2708,62.1265,62.9684,4364091.0
2021-01-14,63.012,63.0294,61.8875,61.9049,3461289.0
2021-01-15,61.8875,63.0032,61.626,62.8289,3407619.0
2021-01-16,61.8875,63.0032,61.626,62.8289,3407619.0
2021-01-17,61.8875,63.0032,61.626,62.8289,3407619.0
2021-01-18,61.8875,63.0032,61.626,62.8289,3407619.0
2021-01-19,62.9335,62.9335,61.8309,61.8527,3670846.0
2021-01-20,61.626,62.5282,61.4153,62.3931,3552085.0
2021-01-21,62.2013,62.7801,61.8527,62.5848,3185361.0
2021-01-22,62.1926,63.1776,62.0706,63.012,4152921.0
2021-01-23,62.1926,63.1776,62.0706,63.012,4152921.0
2021-01-24,62.1926,63.1776,62.0706,63.012,4152921.0
2021-01-25,62.8115,64.2236,62.6982,64.119,4057576.0
2021-01-26,64.4327,64.485,63.6657,64.1887,3393786.0
2021-01-27,63.8487,64.886,63.4391,63.7006,4657216.0
2021-01-28,63.7529,64.764,63.3257,63.3432,3123958.0
2021-01-29,63.0991,64.1364,62.5848,63.5349,4330707.0
2021-01-30,63.0991,64.1364,62.5848,63.5349,4330707.0
2021-01-31,63.0991,64.1364,62.5848,63.5349,4330707.0
2021-02-01,63.7616,64.1451,63.1514,63.3519,3480084.0
2021-02-02,63.3432,64.2366,62.8725,63.4303,3922329.0
2021-02-03,63.195,63.6047,63.0555,63.256,3054814.0
2021-02-04,63.2386,63.596,62.8725,63.3606,2171716.0
2021-02-05,63.5785,64.6071,63.2543,64.2759,3011528.0
2021-02-06,63.5785,64.6071,63.2543,64.2759,3011528.0
2021-02-07,63.5785,64.6071,63.2543,64.2759,3011528.0
2021-02-08,64.1887,64.3805,63.8226,64.3543,3008312.0
2021-02-09,64.4938,64.6419,63.6483,63.7267,2308211.0
2021-02-10,64.1277,64.1713,63.3083,63.7093,3749240.0
2021-02-11,63.6395,64.0667,63.4478,63.6831,2751124.0
2021-02-12,63.3868,64.485,62.4279,62.6459,4866160.0
2021-02-13,63.3868,64.485,62.4279,62.6459,4866160.0
2021-02-14,63.3868,64.485,62.4279,62.6459,4866160.0
2021-02-15,63.3868,64.485,62.4279,62.6459,4866160.0
2021-02-16,62.5761,62.6894,61.7524,62.0008,4528679.0
2021-02-17,61.9224,63.1514,61.8265,63.0991,3737346.0
2021-02-18,62.8986,64.0274,62.8202,63.378,3670844.0
2021-02-19,63.4216,63.4391,61.9485,62.0183,3310135.0
2021-02-20,63.4216,63.4391,61.9485,62.0183,3310135.0
2021-02-21,63.4216,63.4391,61.9485,62.0183,3310135.0
2021-02-22,62.0095,62.21,61.3645,62.0357,4908101.0
2021-02-23,62.611,63.4478,62.1664,62.794,4621319.0
2021-02-24,62.6459,62.794,61.8265,62.0357,3799763.0
2021-02-25,62.0357,62.5238,61.4953,61.565,3678470.0
2021-02-26,61.6173,61.9485,59.4382,59.5515,7575785.0
2021-02-27,61.6173,61.9485,59.4382,59.5515,7575785.0
2021-02-28,61.6173,61.9485,59.4382,59.5515,7575785.0
2021-03-01,60.5016,61.5127,60.3185,60.9548,3972031.0
2021-03-02,61.0159,61.2425,60.1616,60.8415,3995086.0
