,D US Equity,D US Equity,D US Equity,D US Equity,D US Equity
2022-05-05,74.8288,76.1205,74.2011,75.5383,4926406.0
2022-05-06,75.0289,76.6299,74.5923,76.4298,4843929.0
2022-05-07,75.0289,76.6299,74.5923,76.4298,4843929.0
2022-05-08,75.0289,76.6299,74.5923,76.4298,4843929.0
2022-05-09,76.0022,77.0393,74.9107,76.2024,4319628.0
2022-05-10,76.3479,77.3758,73.7372,74.5559,5273154.0
2022-05-11,74.4376,76.6572,74.1465,75.5201,4543447.0
2022-05-12,75.5019,76.1569,74.3012,75.411,4057468.0
2022-05-13,75.9113,76.1751,74.6832,76.0568,2626646.0
2022-05-14,75.9113,76.1751,74.6832,76.0568,2626646.0
2022-05-15,75.9113,76.1751,74.6832,76.0568,2626646.0
2022-05-16,76.0477,76.5285,75.4746,76.1296,2810365.0
2022-05-17,76.1933,76.6663,74.7515,76.639,3492235.0
2022-05-18,76.639,76.7573,74.9561,75.1926,3928027.0
2022-05-19,74.8561,74.9789,73.5424,74.7833,4932293.0
2022-05-20,74.7742,75.229,73.8918,75.0835,3471182.0
2022-05-21,74.7742,75.229,73.8918,75.0835,3471182.0
2022-05-22,74.7742,75.229,73.8918,75.0835,3471182.0
2022-05-23,75.9568,76.2206,74.8021,75.5656,2821607.0
2022-05-24,75.7112,77.3531,74.9925,77.2485,4772349.0
2022-05-25,77.2485,77.4213,76.357,77.012,4603619.0
2022-05-26,77.3576,77.4304,76.78,76.9392,3501982.0
2022-05-27,76.7118,77.4941,76.0477,77.4668,4117038.0
2022-05-28,76.7118,77.4941,76.0477,77.4668,4117038.0
2022-05-29,76.7118,77.4941,76.0477,77.4668,4117038.0
2022-05-30,76.7118,77.4941,76.0477,77.4668,4117038.0
2022-05-31,77.1666,77.3849,76.0477,76.6117,7050703.0
2022-06-01,76.8664,76.9665,75.7566,76.1478,3969784.0
2022-06-02,76.5765,76.7507,74.7544,76.549,2696633.0
2022-06-03,76.4023,76.7049,75.8062,75.8429,2108883.0
2022-06-04,76.4023,76.7049,75.8062,75.8429,2108883.0
2022-06-05,76.4023,76.7049,75.8062,75.8429,2108883.0
2022-06-06,76.0997,76.5077,75.7604,75.8612,3090024.0
2022-06-07,75.5495,76.2647,75.1277,76.2005,2860408.0
2022-06-08,75.7054,75.7054,74.3437,74.4491,2240326.0
2022-06-09,74.2932,75.1827,72.7252,72.7527,3075699.0
2022-06-10,72.1292,73.3304,71.7899,72.7252,2974110.0
2022-06-11,72.1292,73.3304,71.7899,72.7252,2974110.0
2022-06-12,72.1292,73.3304,71.7899,72.7252,2974110.0
2022-06-13,71.8174,72.1658,69.6533,69.9834,3461946.0
2022-06-14,70.5153,70.5153,67.1701,68.4062,4899428.0
2022-06-15,68.9014,69.69,67.7093,68.663,3870930.0
2022-06-16,67.7644,68.6538,67.2875,68.2045,5482486.0
2022-06-17,68.1587,68.3879,66.609,67.315,7815924.0
2022-06-18,68.1587,68.3879,66.609,67.315,7815924.0
2022-06-19,68.1587,68.3879,66.609,67.315,7815924.0
2022-06-20,68.1587,68.3879,66.609,67.315,7815924.0
2022-06-21,67.5901,68.6171,67.2509,68.3879,3381361.0
2022-06-22,68.3145,69.6442,68.3145,69.1582,3872442.0
2022-06-23,69.4608,70.8271,69.4516,70.7445,3097841.0
2022-06-24,70.9646,71.8449,70.7537,71.6523,3332537.0
2022-06-25,70.9646,71.8449,70.7537,71.6523,3332537.0
2022-06-26,70.9646,71.8449,70.7537,71.6523,3332537.0
2022-06-27,71.2764,72.3309,71.0196,72.0925,2358088.0
2022-06-28,72.3034,72.7894,71.8907,72.01,3420384.0
2022-06-29,72.2392,72.6427,72.0741,72.4593,3078766.0
2022-06-30,72.0558,73.9035,71.8724,73.1837,3498051.0
2022-07-01,73.3946,74.5408,72.8444,74.495,3847369.0
2022-07-02,73.3946,74.5408,72.8444,74.495,3847369.0
2022-07-03,73.3946,74.5408,72.8444,74.495,3847369.0
2022-07-04,73.3946,74.5408,72.8444,74.495,3847369.0
2022-07-05,74.3941,74.6233,71.5515,72.8352,4957652.0
2022-07-06,73.1562,74.2749,72.6518,73.3854,3357431.0
2022-07-07,73.4955,73.9173,73.1103,73.1928,2623918.0
2022-07-08,73.1378,73.28,72.5326,72.7894,3174884.0
2022-07-09,73.1378,73.28,72.5326,72.7894,3174884.0
2022-07-10,73.1378,73.28,72.5326,72.7894,3174884.0
2022-07-11,72.6152,73.5046,72.3492,73.1562,1636190.0
2022-07-12,72.7435,73.5963,72.0375,72.6702,2562528.0
2022-07-13,72.1567,73.0283,71.8999,72.1292,2708951.0
2022-07-14,70.9096,72.3492,70.7629,72.23,2111814.0
2022-07-15,72.8352,72.8811,71.5515,72.6243,2851382.0
2022-07-16,72.8352,72.8811,71.5515,72.6243,2851382.0
2022-07-17,72.8352,72.8811,71.5515,72.6243,2851382.0
2022-07-18,72.2759,72.5693,71.4964,71.5331,3132262.0
2022-07-19,71.8449,72.1658,71.2672,71.3222,2884260.0
2022-07-20,71.3589,71.3772,69.4424,69.4791,4937738.0
2022-07-21,69.4516,69.8276,69.0217,69.6533,3262029.0
2022-07-22,70.0293,70.9738,69.8688,70.9279,2065591.0
2022-07-23,70.0293,70.9738,69.8688,70.9279,2065591.0
2022-07-24,70.0293,70.9738,69.8688,70.9279,2065591.0
2022-07-25,70.7904,72.0833,70.6528,72.0741,2697058.0
2022-07-26,71.8724,72.7435,71.524,72.6702,1799096.0
2022-07-27,72.3126,72.7527,72.0008,72.6243,2164401.0
2022-07-28,73.2662,74.6967,72.8902,74.5683,2849077.0
2022-07-29,74.3849,75.4486,74.1648,75.1735,3470006.0
2022-07-30,74.3849,75.4486,74.1648,75.1735,3470006.0
2022-07-31,74.3849,75.4486,74.1648,75.1735,3470006.0
2022-08-01,75.0726,75.765,74.3757,75.687,3156484.0
2022-08-02,75.9163,76.4802,75.2927,75.3386,2651714.0
2022-08-03,75.2285,76.5031,74.284,76.2922,2664467.0
2022-08-04,76.4756,76.8883,75.9117,76.008,2977049.0
2022-08-05,75.8888,76.173,74.7517,75.7145,2529754.0
2022-08-06,75.8888,76.173,74.7517,75.7145,2529754.0
2022-08-07,75.8888,76.173,74.7517,75.7145,2529754.0
2022-08-08,76.0997,76.5398,74.5133,74.6325,3383552.0
2022-08-09,74.9626,75.9804,74.9122,75.5403,2407224.0
2022-08-10,75.8796,75.9071,74.5225,75.3202,2758962.0
2022-08-11,75.1919,75.7329,74.6783,74.9718,2695847.0
2022-08-12,75.3569,75.9804,75.3202,75.9529,1845286.0
2022-08-13,75.3569,75.9804,75.3202,75.9529,1845286.0
2022-08-14,75.3569,75.9804,75.3202,75.9529,1845286.0
2022-08-15,76.1088,77.7869,75.8062,77.6218,4460057.0
2022-08-16,77.686,78.6672,77.4568,78.3554,3642359.0
2022-08-17,78.2179,78.9606,77.9428,78.5113,2124247.0
2022-08-18,78.6488,78.9239,78.1445,78.5388,1678408.0
2022-08-19,78.7497,79.1165,78.1995,78.5113,1905063.0
2022-08-20,78.7497,79.1165,78.1995,78.5113,1905063.0
2022-08-21,78.7497,79.1165,78.1995,78.5113,1905063.0
2022-08-22,78.2637,78.5205,77.2275,77.5485,2088662.0
2022-08-23,77.631,77.631,76.494,76.9616,2002207.0
2022-08-24,77.0533,77.5118,76.7324,77.3101,2858957.0
2022-08-25,77.4018,77.4384,76.7415,77.3009,2571442.0
2022-08-26,77.3742,77.5301,76.1776,76.1822,2788166.0
2022-08-27,77.3742,77.5301,76.1776,76.1822,2788166.0
2022-08-28,77.3742,77.5301,76.1776,76.1822,2788166.0
2022-08-29,75.8704,77.1725,75.4119,76.6682,1865585.0
2022-08-30,76.4481,76.6223,75.2744,75.5036,2783690.0
2022-08-31,75.522,76.1272,74.9809,75.0085,3381829.0
2022-09-01,74.9876,76.2912,74.8767,76.1433,2038446.0
2022-09-02,76.2173,76.9384,75.4499,75.6533,2682817.0
2022-09-03,76.2173,76.9384,75.4499,75.6533,2682817.0
2022-09-04,76.2173,76.9384,75.4499,75.6533,2682817.0
2022-09-05,76.2173,76.9384,75.4499,75.6533,2682817.0
2022-09-06,76.0231,76.4206,75.1541,75.3482,4410165.0
2022-09-07,75.8105,77.2527,75.718,77.0955,3443911.0
2022-09-08,76.9938,77.3821,76.3837,76.5223,2871465.0
2022-09-09,76.735,77.5486,76.319,76.8829,2595971.0
2022-09-10,76.735,77.5486,76.319,76.8829,2595971.0
2022-09-11,76.735,77.5486,76.319,76.8829,2595971.0
2022-09-12,77.1788,78.0755,77.0678,77.8444,3700514.0
2022-09-13,77.1788,77.641,75.7457,76.0323,3051787.0
2022-09-14,76.0416,76.9636,75.9307,76.2173,5389318.0
2022-09-15,76.2635,76.2635,74.6826,74.812,4921028.0
2022-09-16,74.7565,75.4499,74.5531,74.7195,14132065.0
2022-09-17,74.7565,75.4499,74.5531,74.7195,14132065.0
2022-09-18,74.7565,75.4499,74.5531,74.7195,14132065.0
2022-09-19,74.4699,75.1448,74.0354,75.0524,2518533.0
2022-09-20,74.5716,74.6367,73.4437,73.9892,2819449.0
2022-09-21,74.3312,75.1725,72.9445,72.9722,3615628.0
2022-09-22,72.6948,72.7642,72.1216,72.5192,2964832.0
2022-09-23,71.835,71.9645,70.9567,71.8813,3493545.0
2022-09-24,71.835,71.9645,70.9567,71.8813,3493545.0
2022-09-25,71.835,71.9645,70.9567,71.8813,3493545.0
2022-09-26,71.4375,71.6686,69.496,70.1154,3212635.0
2022-09-27,70.4575,70.476,68.3866,68.4421,3817711.0
2022-09-28,69.2002,69.5792,68.3219,69.2094,2956569.0
2022-09-29,68.9413,69.0245,65.5853,65.6962,5208308.0
2022-09-30,66.066,66.1862,63.801,63.8934,5927569.0
2022-10-01,66.066,66.1862,63.801,63.8934,5927569.0
2022-10-02,66.066,66.1862,63.801,63.8934,5927569.0
2022-10-03,65.2895,66.4913,64.5859,65.724,6405310.0
2022-10-04,65.7517,66.5745,65.3727,66.103,6024416.0
2022-10-05,65.2895,65.3079,63.2648,63.801,4912551.0
2022-10-06,63.3849,63.3849,60.8518,60.9812,7388433.0
2022-10-07,60.8703,61.1753,59.2061,59.5297,4691735.0
2022-10-08,60.8703,61.1753,59.2061,59.5297,4691735.0
2022-10-09,60.8703,61.1753,59.2061,59.5297,4691735.0
2022-10-10,59.539,60.4357,59.3171,59.6314,3888260.0
2022-10-11,59.3078,60.6484,59.0674,59.9365,4155947.0
2022-10-12,59.8256,59.9365,57.8009,57.9303,6377973.0
2022-10-13,57.3016,60.4704,57.0428,60.1306,6225698.0
2022-10-14,60.6299,60.9535,59.1229,59.4557,4577834.0
2022-10-15,60.6299,60.9535,59.1229,59.4557,4577834.0
2022-10-16,60.6299,60.9535,59.1229,59.4557,4577834.0
2022-10-17,60.2416,61.1199,59.8256,60.3525,4321961.0
2022-10-18,61.5267,61.9982,61.2216,61.5174,2904799.0
2022-10-19,60.7408,61.2401,60.1491,60.7316,2415906.0
2022-10-20,60.1214,60.6576,59.2708,59.5482,3300024.0
2022-10-21,59.4742,60.9072,59.1414,60.5837,3606985.0
2022-10-22,59.4742,60.9072,59.1414,60.5837,3606985.0
2022-10-23,59.4742,60.9072,59.1414,60.5837,3606985.0
2022-10-24,61.0182,61.6469,60.4265,61.0274,5847266.0
2022-10-25,61.1569,62.1553,60.898,61.8687,4108730.0
2022-10-26,62.3217,62.6268,61.4804,62.0536,4203855.0
2022-10-27,62.4142,62.9227,61.9982,62.2848,2762094.0
2022-10-28,62.5621,64.291,62.1646,64.1708,3065474.0
2022-10-29,62.5621,64.291,62.1646,64.1708,3065474.0
2022-10-30,62.5621,64.291,62.1646,64.1708,3065474.0
2022-10-31,65.3449,65.4559,64.0691,64.6885,7312879.0
2022-11-01,64.7347,65.0167,64.217,64.4574,3780510.0
2022-11-02,64.2355,65.4189,63.8195,63.8287,3134069.0
2022-11-03,63.2648,64.5221,63.103,64.0044,3770484.0
2022-11-04,62.2478,63.2555,61.3325,62.0629,7620965.0
2022-11-05,62.2478,63.2555,61.3325,62.0629,7620965.0
2022-11-06,62.2478,63.2555,61.3325,62.0629,7620965.0
2022-11-07,60.1491,60.3155,55.166,58.1892,20566162.0
2022-11-08,58.5127,58.6329,57.5651,57.8933,8069935.0
2022-11-09,56.2292,56.8578,55.3786,55.8594,11129992.0
2022-11-10,57.0335,57.9858,56.0997,57.6622,8582910.0
2022-11-11,57.5975,57.5975,56.3679,57.0058,5615134.0
2022-11-12,57.5975,57.5975,56.3679,57.0058,5615134.0
2022-11-13,57.5975,57.5975,56.3679,57.0058,5615134.0
2022-11-14,57.1075,57.2461,53.5758,53.5851,15944413.0
2022-11-15,54.3062,55.092,53.9179,54.4356,5575881.0
2022-11-16,54.3617,55.2399,54.3617,55.1105,4159038.0
2022-11-17,54.2692,54.8008,53.7792,53.9641,3662392.0
2022-11-18,54.3617,54.7592,54.0751,54.6945,7368348.0
2022-11-19,54.3617,54.7592,54.0751,54.6945,7368348.0
2022-11-20,54.3617,54.7592,54.0751,54.6945,7368348.0
2022-11-21,54.5928,55.4526,54.5743,55.0458,5112193.0
2022-11-22,55.2769,55.9333,55.1475,55.7022,3578750.0
2022-11-23,55.5358,56.525,55.4988,56.4233,3608921.0
2022-11-24,55.5358,56.525,55.4988,56.4233,3608921.0
2022-11-25,56.7562,57.2924,56.6267,56.8856,1702092.0
2022-11-26,56.7562,57.2924,56.6267,56.8856,1702092.0
2022-11-27,56.7562,57.2924,56.6267,56.8856,1702092.0
2022-11-28,56.488,57.0335,55.8779,56.0443,6469001.0
2022-11-29,55.7114,55.7114,54.9533,55.2584,3895453.0
2022-11-30,55.092,56.636,54.6852,56.4973,9257327.0
2022-12-01,56.8502,57.196,56.0182,56.4295,6435260.0
2022-12-02,56.0089,56.7754,55.8593,56.523,4440836.0
2022-12-03,56.0089,56.7754,55.8593,56.523,4440836.0
2022-12-04,56.0089,56.7754,55.8593,56.523,4440836.0
2022-12-05,56.0837,56.2332,55.0087,55.4013,5548332.0
2022-12-06,55.3826,55.6817,53.6534,54.4479,9698924.0
2022-12-07,53.9431,54.6629,53.8777,54.2142,6346376.0
2022-12-08,54.261,54.6863,53.6908,54.4853,5615006.0
2022-12-09,54.3825,54.7657,54.1114,54.4759,7960457.0
2022-12-10,54.3825,54.7657,54.1114,54.4759,7960457.0
2022-12-11,54.3825,54.7657,54.1114,54.4759,7960457.0
2022-12-12,54.6348,56.1024,53.4945,56.065,7001181.0
2022-12-13,56.7473,56.9997,55.205,56.065,6679103.0
2022-12-14,56.2519,58.9439,54.9153,55.4013,7844376.0
2022-12-15,55.2611,55.7191,54.6068,54.9994,6976833.0
2022-12-16,54.8685,55.0742,53.4477,54.7937,16155731.0
2022-12-17,54.8685,55.0742,53.4477,54.7937,16155731.0
2022-12-18,54.8685,55.0742,53.4477,54.7937,16155731.0
2022-12-19,54.8592,56.2519,54.7137,55.3826,7089805.0
2022-12-20,55.2237,56.0089,55.0929,55.6911,5518407.0
2022-12-21,55.9528,56.4576,55.7191,56.1304,3962731.0
2022-12-22,55.9902,56.5604,55.4107,56.5417,4147462.0
2022-12-23,56.3921,56.8221,56.1304,56.8221,2855337.0
2022-12-24,56.3921,56.8221,56.1304,56.8221,2855337.0
2022-12-25,56.3921,56.8221,56.1304,56.8221,2855337.0
2022-12-26,56.3921,56.8221,56.1304,56.8221,2855337.0
2022-12-27,56.8221,57.8784,56.5791,57.7475,2955947.0
2022-12-28,57.9251,58.1681,57.3175,57.4484,2869777.0
2022-12-29,57.7475,58.0672,57.4016,57.6166,3121237.0
2022-12-30,57.7101,57.841,56.5323,57.3175,3553564.0
2022-12-31,57.7101,57.841,56.5323,57.3175,3553564.0
2023-01-01,57.7101,57.841,56.5323,57.3175,3553564.0
2023-01-02,57.7101,57.841,56.5323,57.3175,3553564.0
2023-01-03,57.3175,58.9767,57.1586,58.8598,6226199.0
2023-01-04,58.8879,59.7665,58.785,59.0842,7016700.0
2023-01-05,58.6261,58.8879,57.3315,57.4484,5700662.0
2023-01-06,58.0373,58.2802,57.2304,57.8316,7520076.0
2023-01-07,58.0373,58.2802,57.2304,57.8316,7520076.0
2023-01-08,58.0373,58.2802,57.2304,57.8316,7520076.0
2023-01-09,57.5232,58.4111,57.439,57.5699,6622237.0
2023-01-10,57.4297,57.9157,57.2147,57.7942,6264589.0
2023-01-11,57.8877,58.4439,57.6821,58.3083,5578927.0
2023-01-12,58.4953,59.43,58.1728,58.8037,3715169.0
2023-01-13,58.4859,58.9533,58.0653,58.8131,3581618.0
2023-01-14,58.4859,58.9533,58.0653,58.8131,3581618.0
2023-01-15,58.4859,58.9533,58.0653,58.8131,3581618.0
2023-01-16,58.4859,58.9533,58.0653,58.8131,3581618.0
2023-01-17,58.7196,59.0655,58.1469,58.4392,5112825.0
2023-01-18,58.4672,58.729,57.5792,57.7755,4663946.0
2023-01-19,57.7942,58.3364,57.3362,57.9625,3747960.0
2023-01-20,57.9157,58.3644,57.4858,58.3457,4146650.0
2023-01-21,57.9157,58.3644,57.4858,58.3457,4146650.0
2023-01-22,57.9157,58.3644,57.4858,58.3457,4146650.0
2023-01-23,58.2149,59.3926,58.0466,58.8598,4109628.0
2023-01-24,58.9907,59.4393,58.1775,58.4018,4898190.0
2023-01-25,58.1494,58.4205,57.7475,58.2522,3118053.0
2023-01-26,58.1214,58.6729,57.9812,58.4953,2717986.0
2023-01-27,58.3364,58.8598,58.2335,58.3738,2375494.0
2023-01-28,58.3364,58.8598,58.2335,58.3738,2375494.0
2023-01-29,58.3364,58.8598,58.2335,58.3738,2375494.0
2023-01-30,58.2242,59.0608,58.1494,58.5981,3799803.0
2023-01-31,58.9439,59.5235,58.3037,59.4861,8194015.0
2023-02-01,59.0281,59.3833,58.1775,58.9813,5232897.0
2023-02-02,59.1776,59.3879,57.897,57.9531,6472752.0
2023-02-03,57.7381,57.7662,55.2331,56.3174,7882507.0
2023-02-04,57.7381,57.7662,55.2331,56.3174,7882507.0
2023-02-05,57.7381,57.7662,55.2331,56.3174,7882507.0
2023-02-06,56.2426,57.8036,56.0837,57.7101,4223640.0
2023-02-07,57.3175,57.7849,56.8502,57.5792,4446235.0
2023-02-08,55.9248,56.6258,54.504,55.6817,9473619.0
2023-02-09,55.8967,56.1865,53.9431,53.9618,7762278.0
2023-02-10,54.2796,55.8687,54.0366,55.6537,5022820.0
2023-02-11,54.2796,55.8687,54.0366,55.6537,5022820.0
2023-02-12,54.2796,55.8687,54.0366,55.6537,5022820.0
2023-02-13,55.2985,55.4481,54.6676,54.8124,5977846.0
2023-02-14,54.5414,54.6535,53.7655,54.2703,5495183.0
2023-02-15,54.0553,54.6162,53.9525,54.4479,4260888.0
2023-02-16,54.074,54.4377,53.2421,54.3077,5425333.0
2023-02-17,54.3544,55.0835,53.8543,54.8685,3907151.0
2023-02-18,54.3544,55.0835,53.8543,54.8685,3907151.0
2023-02-19,54.3544,55.0835,53.8543,54.8685,3907151.0
2023-02-20,54.3544,55.0835,53.8543,54.8685,3907151.0
2023-02-21,54.6162,54.8685,54.0647,54.3077,3668253.0
2023-02-22,54.2983,54.4479,53.7048,53.9431,3605791.0
2023-02-23,53.9058,54.1207,53.3309,53.5506,4171409.0
2023-02-24,53.3075,53.4524,52.5691,53.2795,4915793.0
2023-02-25,53.3075,53.4524,52.5691,53.2795,4915793.0
2023-02-26,53.3075,53.4524,52.5691,53.2795,4915793.0
2023-02-27,53.2795,53.6066,52.4663,52.6532,6682503.0
2023-02-28,52.3915,52.7,51.7138,51.9896,6158067.0
2023-03-01,51.7278,52.3448,50.8212,51.167,7611300.0
2023-03-02,51.07,52.0541,50.8524,52.0352,5276440.0
2023-03-03,52.1582,52.9531,51.8176,52.9342,5971143.0
2023-03-04,52.1582,52.9531,51.8176,52.9342,5971143.0
2023-03-05,52.1582,52.9531,51.8176,52.9342,5971143.0
2023-03-06,52.8585,53.1707,52.7023,52.9625,4681207.0
2023-03-07,52.9152,53.0619,51.4674,51.7229,4626050.0
2023-03-08,51.6472,52.1937,51.458,52.0068,3424083.0
2023-03-09,51.9879,52.4894,51.264,51.3539,4231449.0
2023-03-10,51.4769,51.6188,50.173,50.3508,4088926.0
2023-03-11,51.4769,51.6188,50.173,50.3508,4088926.0
2023-03-12,51.4769,51.6188,50.173,50.3508,4088926.0
2023-03-13,50.1711,52.4989,50.0764,51.2877,5463647.0
2023-03-14,51.8365,52.2528,51.07,51.7702,3980040.0
2023-03-15,51.7702,53.1802,51.2877,52.9058,5175456.0
2023-03-16,52.8395,53.576,52.4421,52.8774,4467822.0
2023-03-17,52.8206,52.9342,52.0018,52.4232,9392086.0
2023-03-18,52.8206,52.9342,52.0018,52.4232,9392086.0
2023-03-19,52.8206,52.9342,52.0018,52.4232,9392086.0
2023-03-20,52.2718,52.8963,52.0731,52.6314,4195271.0
2023-03-21,52.5367,52.6455,50.5023,51.1836,5097810.0
2023-03-22,50.9848,51.5337,50.3488,50.3508,3737470.0
2023-03-23,50.1805,50.701,49.2295,49.414,4159172.0
2023-03-24,49.4992,50.947,49.3857,50.9375,3059641.0
2023-03-25,49.4992,50.947,49.3857,50.9375,3059641.0
2023-03-26,49.4992,50.947,49.3857,50.9375,3059641.0
2023-03-27,51.2593,51.6378,51.0605,51.2214,3958461.0
2023-03-28,51.0605,52.1109,50.8808,51.7797,2750864.0
2023-03-29,52.0447,52.6455,52.0447,52.5935,3121818.0
2023-03-30,52.9058,53.0761,52.4799,52.6976,2824416.0
2023-03-31,52.726,52.9342,52.3475,52.9058,3466704.0
2023-04-01,52.726,52.9342,52.3475,52.9058,3466704.0
2023-04-02,52.726,52.9342,52.3475,52.9058,3466704.0
2023-04-03,52.9909,53.0856,52.0921,52.584,2973263.0
2023-04-04,52.7638,53.3836,52.3853,53.2843,2980895.0
2023-04-05,53.606,54.6895,53.4168,54.3252,3979045.0
2023-04-06,54.7037,55.0159,54.1454,54.9402,3198024.0
2023-04-07,54.7037,55.0159,54.1454,54.9402,3198024.0
2023-04-08,54.7037,55.0159,54.1454,54.9402,3198024.0
2023-04-09,54.7037,55.0159,54.1454,54.9402,3198024.0
2023-04-10,54.4198,54.9481,54.0508,54.8456,2741442.0
2023-04-11,54.8835,55.2005,54.6469,54.9592,2299598.0
2023-04-12,55.0727,55.4134,54.5333,54.7794,2112148.0
2023-04-13,54.5807,55.4086,54.0224,55.2241,2897044.0
2023-04-14,54.997,55.0254,54.5144,54.8172,2640896.0
2023-04-15,54.997,55.0254,54.5144,54.8172,2640896.0
2023-04-16,54.997,55.0254,54.5144,54.8172,2640896.0
2023-04-17,55.0633,55.5364,54.7226,55.5269,3825249.0
2023-04-18,55.4891,55.4891,54.1738,54.2779,4119292.0
2023-04-19,54.2779,54.6895,53.9372,54.3441,4554365.0
2023-04-20,54.3914,54.5239,53.256,54.1359,6056322.0
2023-04-21,54.5807,54.7794,53.8993,54.609,3223950.0
2023-04-22,54.5807,54.7794,53.8993,54.609,3223950.0
2023-04-23,54.5807,54.7794,53.8993,54.609,3223950.0
2023-04-24,54.6942,54.7699,53.871,54.4293,4724700.0
2023-04-25,54.609,54.7605,54.0886,54.2305,3014543.0
2023-04-26,53.8426,54.1075,53.0572,53.1045,3119232.0
2023-04-27,53.0572,54.3252,53.0288,54.2684,2832423.0
2023-04-28,54.2873,54.7888,53.7858,54.0697,3129044.0
2023-04-29,54.2873,54.7888,53.7858,54.0697,3129044.0
2023-04-30,54.2873,54.7888,53.7858,54.0697,3129044.0
2023-05-01,53.8993,54.5523,53.7574,54.0508,3699272.0
2023-05-02,54.0318,54.1454,52.1724,52.5462,4039867.0
2023-05-03,52.9436,53.7006,52.6408,52.7638,3482852.0
2023-05-04,53.0666,53.7669,52.5273,53.5303,3673715.0
2023-05-05,53.3978,54.1265,52.3948,53.4546,4139720.0
2023-05-06,53.3978,54.1265,52.3948,53.4546,4139720.0
2023-05-07,53.3978,54.1265,52.3948,53.4546,4139720.0
2023-05-08,53.4925,54.1927,53.1234,53.4641,3764846.0
2023-05-09,53.4168,53.8946,52.8206,53.4641,3449133.0
2023-05-10,53.871,53.9561,52.868,53.3221,3730181.0
2023-05-11,53.36,53.3931,52.163,52.4799,3379705.0
2023-05-12,52.8206,53.0477,51.9595,52.2245,2475242.0
2023-05-13,52.8206,53.0477,51.9595,52.2245,2475242.0
2023-05-14,52.8206,53.0477,51.9595,52.2245,2475242.0
2023-05-15,52.4326,52.4326,51.4107,51.827,2941460.0
2023-05-16,51.8176,51.8176,49.9913,50.0007,3266909.0
2023-05-17,50.1048,50.6678,50.0339,50.3603,4057931.0
2023-05-18,50.0102,50.0575,49.2153,49.8493,4886840.0
2023-05-19,50.1711,50.3934,49.31,49.3194,4236963.0
2023-05-20,50.1711,50.3934,49.31,49.3194,4236963.0
2023-05-21,50.1711,50.3934,49.31,49.3194,4236963.0
2023-05-22,49.4708,49.6411,48.9125,49.3573,3781579.0
2023-05-23,49.2059,50.0812,49.1586,49.4803,3087366.0
2023-05-24,49.4803,49.8115,48.5435,48.5529,3049666.0
2023-05-25,48.4299,48.4299,47.0862,47.7202,4344553.0
2023-05-26,47.5878,47.6918,46.897,47.1809,3753505.0
2023-05-27,47.5878,47.6918,46.897,47.1809,3753505.0
2023-05-28,47.5878,47.6918,46.897,47.1809,3753505.0
2023-05-29,47.5878,47.6918,46.897,47.1809,3753505.0
2023-05-30,47.266,47.5026,46.8213,47.0673,4130691.0
2023-05-31,47.1052,47.8149,46.7361,47.5783,4871924.0
2023-06-01,47.5375,47.7198,46.4874,47.0101,4421763.0
2023-06-02,46.8662,47.9116,46.6744,47.8157,4539410.0
2023-06-03,46.8662,47.9116,46.6744,47.8157,4539410.0
2023-06-04,46.8662,47.9116,46.6744,47.8157,4539410.0
2023-06-05,48.3527,49.0911,48.1034,48.4294,4530661.0
2023-06-06,48.7459,49.5562,48.4678,49.5035,5817440.0
2023-06-07,49.7912,51.1817,49.0048,50.8749,7075954.0
2023-06-08,50.7886,51.1817,50.0261,51.105,5877744.0
2023-06-09,51.1913,51.4599,50.8566,50.9132,3968836.0
2023-06-10,51.1913,51.4599,50.8566,50.9132,3968836.0
2023-06-11,51.1913,51.4599,50.8566,50.9132,3968836.0
2023-06-12,50.9324,50.9612,50.1364,50.3474,3971405.0
2023-06-13,50.0309,50.5776,49.772,50.2323,3428133.0
2023-06-14,50.5296,51.1722,50.2419,50.405,3308663.0
2023-06-15,50.7118,50.894,50.2947,50.7022,3833232.0
2023-06-16,50.9995,51.8291,50.8831,51.1434,9868229.0
2023-06-17,50.9995,51.8291,50.8831,51.1434,9868229.0
2023-06-18,50.9995,51.8291,50.8831,51.1434,9868229.0
2023-06-19,50.9995,51.8291,50.8831,51.1434,9868229.0
2023-06-20,51.1434,51.6804,50.6255,50.9899,4952658.0
2023-06-21,50.8269,51.2681,50.0501,51.105,3324510.0
2023-06-22,51.3448,51.4119,50.6543,50.8269,3628922.0
2023-06-23,51.0667,51.0667,49.5419,49.6953,6304775.0
2023-06-24,51.0667,51.0667,49.5419,49.6953,6304775.0
2023-06-25,51.0667,51.0667,49.5419,49.6953,6304775.0
2023-06-26,49.7816,50.6447,49.4891,50.6255,3592558.0
2023-06-27,50.6735,50.8269,50.2611,50.357,3675639.0
2023-06-28,50.3858,50.4721,49.3357,49.5419,3966251.0
2023-06-29,49.1103,49.9349,48.8706,49.6953,2677257.0
2023-06-30,49.0815,50.0645,48.976,49.6665,6055913.0
2023-07-01,49.0815,50.0645,48.976,49.6665,6055913.0
2023-07-02,49.0815,50.0645,48.976,49.6665,6055913.0
2023-07-03,49.446,50.4625,49.3117,50.4529,1703791.0
2023-07-04,49.446,50.4625,49.3117,50.4529,1703791.0
2023-07-05,50.1173,51.3544,49.9159,50.9132,4475609.0
