,KNX US Equity,KNX US Equity,KNX US Equity,KNX US Equity,KNX US Equity
2020-05-26,39.0054,39.6666,38.8413,38.9957,1936323.0
2020-05-27,39.4687,39.6521,38.0208,38.8799,2711522.0
2020-05-28,39.0343,40.0961,38.7254,39.6328,1862988.0
2020-05-29,39.5073,40.6077,39.2949,40.1637,2198156.0
2020-05-30,39.5073,40.6077,39.2949,40.1637,2198156.0
2020-05-31,39.5073,40.6077,39.2949,40.1637,2198156.0
2020-06-01,40.1057,40.2312,39.1791,39.2467,2653843.0
2020-06-02,39.5556,39.7486,38.7206,38.8123,2635335.0
2020-06-03,39.1019,39.1019,38.0498,38.6868,2450665.0
2020-06-04,38.4547,39.5766,38.329,39.4316,2720746.0
2020-06-05,40.1183,40.4664,39.1608,39.3639,2918817.0
2020-06-06,40.1183,40.4664,39.1608,39.3639,2918817.0
2020-06-07,40.1183,40.4664,39.1608,39.3639,2918817.0
2020-06-08,39.6057,39.9635,39.243,39.3639,2004197.0
2020-06-09,39.1704,39.2188,38.6578,38.6965,2279495.0
2020-06-10,38.7932,39.7217,38.3677,39.3542,3815823.0
2020-06-11,38.4741,38.6675,37.1442,37.2554,2001396.0
2020-06-12,38.0292,38.387,36.8009,37.6907,1827199.0
2020-06-13,38.0292,38.387,36.8009,37.6907,1827199.0
2020-06-14,38.0292,38.387,36.8009,37.6907,1827199.0
2020-06-15,37.0426,39.0157,36.7477,38.4741,1969206.0
2020-06-16,39.4606,39.4896,38.1936,38.7352,1679879.0
2020-06-17,38.9673,40.1569,38.8222,39.596,2672366.0
2020-06-18,39.6734,41.5787,39.5283,40.9984,4011826.0
2020-06-19,41.3949,41.6174,40.215,40.7759,3432847.0
2020-06-20,41.3949,41.6174,40.215,40.7759,3432847.0
2020-06-21,41.3949,41.6174,40.215,40.7759,3432847.0
2020-06-22,40.7469,40.863,39.9055,40.1473,2432387.0
2020-06-23,40.6212,41.6077,40.5535,41.0661,1763324.0
2020-06-24,40.8049,41.008,40.0747,40.1956,1288716.0
2020-06-25,40.1279,40.5873,39.5766,40.0409,1975355.0
2020-06-26,40.0505,40.6115,39.8861,39.9925,2257479.0
2020-06-27,40.0505,40.6115,39.8861,39.9925,2257479.0
2020-06-28,40.0505,40.6115,39.8861,39.9925,2257479.0
2020-06-29,40.2923,40.3987,39.5186,40.2537,1609375.0
2020-06-30,40.244,40.6115,39.8765,40.3407,1549250.0
2020-07-01,40.5922,40.863,39.6734,39.7991,962436.0
2020-07-02,40.2633,40.921,40.1376,40.6405,1261211.0
2020-07-03,40.2633,40.921,40.1376,40.6405,1261211.0
2020-07-04,40.2633,40.921,40.1376,40.6405,1261211.0
2020-07-05,40.2633,40.921,40.1376,40.6405,1261211.0
2020-07-06,41.2692,41.7044,41.1435,41.6367,1863658.0
2020-07-07,41.4529,43.2422,41.3562,42.6909,2037325.0
2020-07-08,42.8457,43.0585,42.0429,42.5265,1929516.0
2020-07-09,42.5362,43.0004,42.2315,42.5362,1230230.0
2020-07-10,42.6522,43.0198,42.1396,42.4201,1334100.0
2020-07-11,42.6522,43.0198,42.1396,42.4201,1334100.0
2020-07-12,42.6522,43.0198,42.1396,42.4201,1334100.0
2020-07-13,42.6619,42.8844,40.3697,40.3891,1761721.0
2020-07-14,40.5438,41.6657,40.331,41.6464,1376854.0
2020-07-15,42.0719,42.217,41.0951,41.8592,1466091.0
2020-07-16,41.8592,42.9811,41.8592,42.4298,2207115.0
2020-07-17,42.749,43.8999,42.7344,43.5517,1816535.0
2020-07-18,42.749,43.8999,42.7344,43.5517,1816535.0
2020-07-19,42.749,43.8999,42.7344,43.5517,1816535.0
2020-07-20,43.4453,44.045,43.3728,43.9096,1801256.0
2020-07-21,43.8709,44.4802,43.4453,43.6388,2086111.0
2020-07-22,45.0508,45.7665,42.9907,43.6678,3288845.0
2020-07-23,43.6484,44.8574,43.6484,44.0643,2271687.0
2020-07-24,43.9192,44.4028,43.2809,43.6291,1896764.0
2020-07-25,43.9192,44.4028,43.2809,43.6291,1896764.0
2020-07-26,43.9192,44.4028,43.2809,43.6291,1896764.0
2020-07-27,43.6774,43.9289,42.8699,43.0294,2697474.0
2020-07-28,42.9424,43.0971,41.7238,41.8205,2074298.0
2020-07-29,42.2073,42.6813,42.0042,42.2073,1723689.0
2020-07-30,41.9075,42.3427,41.2789,41.8592,2091201.0
2020-07-31,41.9365,42.3331,41.1483,42.0623,2157286.0
2020-08-01,41.9365,42.3331,41.1483,42.0623,2157286.0
2020-08-02,41.9365,42.3331,41.1483,42.0623,2157286.0
2020-08-03,42.275,42.7876,41.7044,41.7431,1449036.0
2020-08-04,41.7624,42.2267,41.6319,42.2267,1163539.0
2020-08-05,42.3427,42.483,40.4664,40.892,2810764.0
2020-08-06,41.008,41.569,40.6599,40.95,1357738.0
2020-08-07,40.95,42.2846,40.9403,41.3756,1486600.0
2020-08-08,40.95,42.2846,40.9403,41.3756,1486600.0
2020-08-09,40.95,42.2846,40.9403,41.3756,1486600.0
2020-08-10,41.4529,42.4298,41.3659,42.0816,2590092.0
2020-08-11,42.159,43.3825,41.9849,42.9811,2631288.0
2020-08-12,43.5807,44.8477,42.9714,43.1068,2248723.0
2020-08-13,43.0585,43.1939,42.246,42.3718,965501.0
2020-08-14,42.4395,43.1745,42.246,42.4104,1182811.0
2020-08-15,42.4395,43.1745,42.246,42.4104,1182811.0
2020-08-16,42.4395,43.1745,42.246,42.4104,1182811.0
2020-08-17,42.6232,43.2229,42.2073,42.3621,1305904.0
2020-08-18,42.2944,42.8553,41.8205,42.6136,1297481.0
2020-08-19,42.778,43.9096,42.6619,43.2035,1513677.0
2020-08-20,43.0294,43.9386,42.8457,43.8032,1852750.0
2020-08-21,43.8709,45.8342,43.8322,45.2636,3709930.0
2020-08-22,43.8709,45.8342,43.8322,45.2636,3709930.0
2020-08-23,43.8709,45.8342,43.8322,45.2636,3709930.0
2020-08-24,45.457,45.6892,43.9386,44.7026,2001044.0
2020-08-25,44.8864,44.8864,44.0595,44.4899,859452.0
2020-08-26,44.4222,45.37,44.1997,45.0218,1477464.0
2020-08-27,45.2152,45.4183,44.4415,44.5092,1646690.0
2020-08-28,44.9348,45.1669,44.2771,44.4415,1105365.0
2020-08-29,44.9348,45.1669,44.2771,44.4415,1105365.0
2020-08-30,44.9348,45.1669,44.2771,44.4415,1105365.0
2020-08-31,44.5866,45.0412,43.8951,43.9676,1678881.0
2020-09-01,44.1127,45.0099,43.6001,44.7994,1356737.0
2020-09-02,44.7607,44.9541,43.6097,44.7026,1916525.0
2020-09-03,44.567,44.567,43.4238,44.0535,1690481.0
2020-09-04,44.2182,44.4701,43.0265,43.9276,1986205.0
2020-09-05,44.2182,44.4701,43.0265,43.9276,1986205.0
2020-09-06,44.2182,44.4701,43.0265,43.9276,1986205.0
2020-09-07,44.2182,44.4701,43.0265,43.9276,1986205.0
2020-09-08,43.9857,44.9836,43.7435,43.9954,2819636.0
2020-09-09,44.257,45.9622,44.257,45.0708,3501323.0
2020-09-10,45.1386,45.8023,43.9566,44.3345,3009259.0
2020-09-11,44.5864,44.5864,43.3172,43.7919,3044695.0
2020-09-12,44.5864,44.5864,43.3172,43.7919,3044695.0
2020-09-13,44.5864,44.5864,43.3172,43.7919,3044695.0
2020-09-14,44.0729,44.2473,41.7767,42.0189,4940218.0
2020-09-15,42.0286,43.0459,41.5442,42.4259,1886924.0
2020-09-16,42.7262,43.0169,40.8369,40.8854,3107180.0
2020-09-17,40.4107,41.3698,40.1684,40.7497,2870781.0
2020-09-18,40.7497,41.0695,39.7906,40.7594,4071007.0
2020-09-19,40.7497,41.0695,39.7906,40.7594,4071007.0
2020-09-20,40.7497,41.0695,39.7906,40.7594,4071007.0
2020-09-21,39.994,40.4494,39.2674,40.2459,4492877.0
2020-09-22,40.3622,40.8563,39.1318,39.5871,3376012.0
2020-09-23,39.529,40.8079,39.529,39.7809,3694539.0
2020-09-24,40.0619,41.1373,39.4999,40.2847,3119190.0
2020-09-25,40.0716,41.1276,39.8972,40.7207,2274948.0
2020-09-26,40.0716,41.1276,39.8972,40.7207,2274948.0
2020-09-27,40.0716,41.1276,39.8972,40.7207,2274948.0
2020-09-28,41.176,41.4183,40.0716,40.9823,2277639.0
2020-09-29,40.9726,41.3698,39.994,40.0231,1568180.0
2020-09-30,40.1684,40.1684,39.1802,39.4321,2304702.0
2020-10-01,39.4321,39.5968,38.7927,39.2383,2791332.0
2020-10-02,38.8605,40.6916,38.8411,40.3138,2787702.0
2020-10-03,38.8605,40.6916,38.8411,40.3138,2787702.0
2020-10-04,38.8605,40.6916,38.8411,40.3138,2787702.0
2020-10-05,40.4882,40.9435,39.8972,40.9338,3939095.0
2020-10-06,40.9338,41.0404,39.839,39.9262,3218790.0
2020-10-07,40.2266,40.6916,39.9747,40.0231,3605597.0
2020-10-08,40.3622,40.5511,39.6356,39.994,2990997.0
2020-10-09,38.8217,39.5581,38.5505,38.9961,4707168.0
2020-10-10,38.8217,39.5581,38.5505,38.9961,4707168.0
2020-10-11,38.8217,39.5581,38.5505,38.9961,4707168.0
2020-10-12,39.3062,40.1588,38.7249,39.0833,5666661.0
2020-10-13,39.1608,40.401,38.9961,40.0328,2962035.0
2020-10-14,40.2072,40.5657,39.7326,40.1394,2850786.0
2020-10-15,40.7013,41.176,40.2653,40.9241,2350293.0
2020-10-16,40.3041,40.5963,39.4273,39.5193,2668188.0
2020-10-17,40.3041,40.5963,39.4273,39.5193,2668188.0
2020-10-18,40.3041,40.5963,39.4273,39.5193,2668188.0
2020-10-19,39.2965,39.4709,37.8432,37.9788,2080078.0
2020-10-20,38.0854,38.8605,37.8238,38.3567,2886224.0
2020-10-21,39.4999,40.6238,37.2474,38.3858,5780991.0
2020-10-22,39.374,39.8681,38.0467,38.5698,4047498.0
2020-10-23,38.4536,38.9961,37.7948,38.1048,3198211.0
2020-10-24,38.4536,38.9961,37.7948,38.1048,3198211.0
2020-10-25,38.4536,38.9961,37.7948,38.1048,3198211.0
2020-10-26,37.8723,38.3131,37.5138,38.1823,2741368.0
2020-10-27,38.0757,38.7152,37.882,37.8916,2402167.0
2020-10-28,37.3685,38.1242,36.6031,36.729,4266679.0
2020-10-29,36.6128,37.3806,36.0799,36.3512,4007667.0
2020-10-30,36.3512,36.8162,35.9152,36.8065,3193678.0
2020-10-31,36.3512,36.8162,35.9152,36.8065,3193678.0
2020-11-01,36.3512,36.8162,35.9152,36.8065,3193678.0
2020-11-02,37.2135,37.475,36.0218,36.6709,3237569.0
2020-11-03,36.884,37.9062,36.8647,37.6397,2770738.0
2020-11-04,37.8141,38.2211,36.5643,36.5643,3133819.0
2020-11-05,37.0681,37.8045,36.9809,37.3103,4392822.0
2020-11-06,37.2716,37.4557,36.4093,37.01,3431664.0
2020-11-07,37.2716,37.4557,36.4093,37.01,3431664.0
2020-11-08,37.2716,37.4557,36.4093,37.01,3431664.0
2020-11-09,37.9885,38.4245,37.3588,37.4847,3443590.0
2020-11-10,37.7851,39.621,37.4847,38.8799,3690962.0
2020-11-11,39.0446,39.7325,38.473,39.219,2515260.0
2020-11-12,39.1608,39.3551,38.5117,38.8508,2326209.0
2020-11-13,39.1318,39.8584,39.1318,39.6356,1943876.0
2020-11-14,39.1318,39.8584,39.1318,39.6356,1943876.0
2020-11-15,39.1318,39.8584,39.1318,39.6356,1943876.0
2020-11-16,40.2459,40.585,39.7712,40.4397,2795412.0
2020-11-17,40.2556,41.3117,40.0376,41.302,2567948.0
2020-11-18,41.176,41.2245,40.401,40.4107,2412624.0
2020-11-19,40.4397,40.9338,40.1103,40.7788,1683361.0
2020-11-20,40.556,40.9048,40.2072,40.7207,1966473.0
2020-11-21,40.556,40.9048,40.2072,40.7207,1966473.0
2020-11-22,40.556,40.9048,40.2072,40.7207,1966473.0
2020-11-23,40.8176,41.0598,39.1415,39.684,3451721.0
2020-11-24,39.0349,40.7594,38.938,40.2169,2375534.0
2020-11-25,40.2653,40.2653,38.8702,39.5871,1494618.0
2020-11-26,40.2653,40.2653,38.8702,39.5871,1494618.0
2020-11-27,39.4612,39.9553,39.0543,39.9456,815927.0
2020-11-28,39.4612,39.9553,39.0543,39.9456,815927.0
2020-11-29,39.4612,39.9553,39.0543,39.9456,815927.0
2020-11-30,39.8487,40.0812,39.4806,40.0037,2479204.0
2020-12-01,40.6916,41.176,40.3719,41.0113,2568211.0
2020-12-02,41.0016,41.0016,39.81,40.1394,1749885.0
2020-12-03,39.8287,40.1491,39.0619,39.1395,2714932.0
2020-12-04,39.0813,40.2462,38.9066,40.12,2066872.0
2020-12-05,39.0813,40.2462,38.9066,40.12,2066872.0
2020-12-06,39.0813,40.2462,38.9066,40.12,2066872.0
2020-12-07,40.2656,40.8383,40.0229,40.5762,2150748.0
2020-12-08,40.285,40.9742,40.2267,40.3529,1269230.0
2020-12-09,40.7703,40.8286,39.9161,40.4403,1237712.0
2020-12-10,40.1685,40.5471,39.6346,40.1685,960785.0
2020-12-11,39.9841,40.5762,39.7123,39.8482,1839978.0
2020-12-12,39.9841,40.5762,39.7123,39.8482,1839978.0
2020-12-13,39.9841,40.5762,39.7123,39.8482,1839978.0
2020-12-14,39.9646,40.2413,39.3046,39.489,1690735.0
2020-12-15,39.6346,39.8385,39.1784,39.7802,1614528.0
2020-12-16,39.8967,40.2559,39.7608,39.8287,2117985.0
2020-12-17,39.9938,40.2801,39.5666,40.1879,2552038.0
2020-12-18,40.3626,40.9062,40.1394,40.8189,3512552.0
2020-12-19,40.3626,40.9062,40.1394,40.8189,3512552.0
2020-12-20,40.3626,40.9062,40.1394,40.8189,3512552.0
2020-12-21,40.615,41.3916,40.3626,41.1489,2150811.0
2020-12-22,41.0519,41.6537,40.9696,41.1392,2317868.0
2020-12-23,41.013,41.246,40.4306,41.1101,1371458.0
2020-12-24,41.0227,41.178,40.7412,40.9742,423832.0
2020-12-25,41.0227,41.178,40.7412,40.9742,423832.0
2020-12-26,41.0227,41.178,40.7412,40.9742,423832.0
2020-12-27,41.0227,41.178,40.7412,40.9742,423832.0
2020-12-28,41.3139,41.7022,40.8286,40.9257,1122027.0
2020-12-29,40.7801,41.4693,40.7801,40.9839,1366724.0
2020-12-30,41.1878,41.2751,40.4209,40.7898,1205017.0
2020-12-31,40.7898,40.8868,40.3529,40.5956,953746.0
2021-01-01,40.7898,40.8868,40.3529,40.5956,953746.0
2021-01-02,40.7898,40.8868,40.3529,40.5956,953746.0
2021-01-03,40.7898,40.8868,40.3529,40.5956,953746.0
2021-01-04,40.6247,40.9742,39.4502,39.7026,1956898.0
2021-01-05,39.7996,40.6247,39.7996,40.4791,1266804.0
2021-01-06,40.4694,43.0515,40.4694,42.7506,2908697.0
2021-01-07,42.4691,42.7603,41.7217,42.44,2228606.0
2021-01-08,42.605,43.1777,42.1585,42.1973,2174789.0
2021-01-09,42.605,43.1777,42.1585,42.1973,2174789.0
2021-01-10,42.605,43.1777,42.1585,42.1973,2174789.0
2021-01-11,41.9158,42.3089,41.2363,41.4596,1361389.0
2021-01-12,41.4304,42.2264,41.3431,41.9837,1879092.0
2021-01-13,42.2944,42.4303,41.3916,42.1973,1460282.0
2021-01-14,42.4885,43.6243,42.2556,43.1777,2104887.0
2021-01-15,43.0321,43.1292,42.1779,42.7021,1315838.0
2021-01-16,43.0321,43.1292,42.1779,42.7021,1315838.0
2021-01-17,43.0321,43.1292,42.1779,42.7021,1315838.0
2021-01-18,43.0321,43.1292,42.1779,42.7021,1315838.0
2021-01-19,43.0321,43.7602,42.3769,42.4109,1497978.0
2021-01-20,42.4206,42.8962,42.0759,42.5274,1436592.0
2021-01-21,42.3915,42.6535,41.7217,42.2458,1376477.0
2021-01-22,42.3138,42.7021,41.9832,42.4303,1414326.0
2021-01-23,42.3138,42.7021,41.9832,42.4303,1414326.0
2021-01-24,42.3138,42.7021,41.9832,42.4303,1414326.0
2021-01-25,42.5176,44.5076,42.3138,43.7408,2453374.0
2021-01-26,43.9252,43.9737,43.168,43.1972,1813860.0
2021-01-27,42.1099,42.1099,39.6928,40.3626,2898958.0
2021-01-28,40.6733,41.1198,39.1492,39.6443,4012876.0
2021-01-29,39.3628,39.6443,38.2416,38.8289,2893782.0
2021-01-30,39.3628,39.6443,38.2416,38.8289,2893782.0
2021-01-31,39.3628,39.6443,38.2416,38.8289,2893782.0
2021-02-01,39.0813,39.4453,38.0232,38.8483,2107842.0
2021-02-02,39.4599,39.819,38.9745,39.4793,1993445.0
2021-02-03,39.7026,39.9452,38.6056,39.2269,2003780.0
2021-02-04,39.421,39.7064,38.9939,39.3531,2006980.0
2021-02-05,39.7123,40.5082,39.4307,40.0132,1585587.0
2021-02-06,39.7123,40.5082,39.4307,40.0132,1585587.0
2021-02-07,39.7123,40.5082,39.4307,40.0132,1585587.0
2021-02-08,40.285,41.013,40.0326,40.5859,1330088.0
2021-02-09,40.6636,41.8333,40.2462,41.6731,1253035.0
2021-02-10,41.8381,42.3332,41.0907,41.5275,1540382.0
2021-02-11,41.576,41.809,41.081,41.3819,1485762.0
2021-02-12,41.2654,42.1196,41.1878,42.0711,1383512.0
2021-02-13,41.2654,42.1196,41.1878,42.0711,1383512.0
2021-02-14,41.2654,42.1196,41.1878,42.0711,1383512.0
2021-02-15,41.2654,42.1196,41.1878,42.0711,1383512.0
2021-02-16,42.2264,42.4691,41.3819,41.4693,891953.0
2021-02-17,41.3528,41.8187,41.0082,41.6731,1097127.0
2021-02-18,41.4984,42.838,41.4984,42.5079,1368154.0
2021-02-19,42.5662,43.4495,42.5662,42.8283,2233046.0
2021-02-20,42.5662,43.4495,42.5662,42.8283,2233046.0
2021-02-21,42.5662,43.4495,42.5662,42.8283,2233046.0
2021-02-22,42.8574,42.9448,41.8478,42.1002,1220808.0
2021-02-23,42.1002,42.3138,41.0664,42.1099,1479346.0
2021-02-24,42.2264,42.7118,41.9255,42.3526,853935.0
2021-02-25,42.2556,42.4497,41.4693,41.8284,1130956.0
2021-02-26,41.9255,42.3429,41.5178,41.9352,1477991.0
2021-02-27,41.9255,42.3429,41.5178,41.9352,1477991.0
2021-02-28,41.9255,42.3429,41.5178,41.9352,1477991.0
