,NOC US Equity,NOC US Equity,NOC US Equity,NOC US Equity,NOC US Equity
2023-01-13,464.833,464.833,445.614,452.125,2608938.0
2023-01-14,464.833,464.833,445.614,452.125,2608938.0
2023-01-15,464.833,464.833,445.614,452.125,2608938.0
2023-01-16,464.833,464.833,445.614,452.125,2608938.0
2023-01-17,453.997,455.848,444.58,446.383,1934738.0
2023-01-18,444.58,444.923,436.526,437.065,1927399.0
2023-01-19,439.113,443.875,433.293,433.391,1376815.0
2023-01-20,436.996,443.179,431.215,441.67,2130941.0
2023-01-21,436.996,443.179,431.215,441.67,2130941.0
2023-01-22,436.996,443.179,431.215,441.67,2130941.0
2023-01-23,442.856,445.315,439.292,441.778,1055036.0
2023-01-24,443.091,453.654,438.966,450.048,1119054.0
2023-01-25,448.558,456.603,448.441,453.948,1141675.0
2023-01-26,448.764,463.662,430.138,434.527,3119174.0
2023-01-27,424.445,435.036,422.245,428.825,2143633.0
2023-01-28,424.445,435.036,422.245,428.825,2143633.0
2023-01-29,424.445,435.036,422.245,428.825,2143633.0
2023-01-30,436.036,439.603,427.688,430.422,1531185.0
2023-01-31,432.519,439.034,426.845,439.005,1320546.0
2023-02-01,436.467,439.965,433.204,433.665,901288.0
2023-02-02,430.578,435.708,427.208,431.97,1236731.0
2023-02-03,441.905,445.291,431.147,431.754,1388411.0
2023-02-04,441.905,445.291,431.147,431.754,1388411.0
2023-02-05,441.905,445.291,431.147,431.754,1388411.0
2023-02-06,434.135,444.59,434.037,439.906,1321325.0
2023-02-07,438.966,444.972,434.547,443.032,1098528.0
2023-02-08,441.905,447.677,441.268,446.863,961608.0
2023-02-09,446.618,452.605,443.277,444.698,951890.0
2023-02-10,447.902,454.967,447.226,454.506,968027.0
2023-02-11,447.902,454.967,447.226,454.506,968027.0
2023-02-12,447.902,454.967,447.226,454.506,968027.0
2023-02-13,458.376,461.492,449.734,454.918,922191.0
2023-02-14,458.445,461.424,456.475,458.082,1253044.0
2023-02-15,456.524,458.651,449.675,451.645,828135.0
2023-02-16,448.97,459.082,447.167,455.966,968165.0
2023-02-17,456.054,461.179,453.448,461.14,830121.0
2023-02-18,456.054,461.179,453.448,461.14,830121.0
2023-02-19,456.054,461.179,453.448,461.14,830121.0
2023-02-20,456.054,461.179,453.448,461.14,830121.0
2023-02-21,465.206,469.488,459.121,464.393,1272818.0
2023-02-22,464.402,471.79,464.393,469.076,1289167.0
2023-02-23,467.92,472.613,463.173,466.656,995411.0
2023-02-24,464.807,470.068,460.775,463.096,629295.0
2023-02-25,464.807,470.068,460.775,463.096,629295.0
2023-02-26,464.807,470.068,460.775,463.096,629295.0
2023-02-27,462.82,466.233,459.615,462.27,681547.0
2023-02-28,462.683,463.912,455.622,456.409,764469.0
2023-03-01,454.304,457.943,451.629,454.875,588850.0
2023-03-02,452.691,461.1,452.691,460.5,549323.0
2023-03-03,462.378,462.888,456.812,459.624,726868.0
2023-03-04,462.378,462.888,456.812,459.624,726868.0
2023-03-05,462.378,462.888,456.812,459.624,726868.0
2023-03-06,458.877,466.528,458.228,462.417,761274.0
2023-03-07,463.047,468.072,462.87,464.364,923283.0
2023-03-08,464.168,467.738,453.272,457.53,1089050.0
2023-03-09,461.837,461.837,450.597,451.423,834940.0
2023-03-10,450.921,455.504,449.603,452.151,772293.0
2023-03-11,450.921,455.504,449.603,452.151,772293.0
2023-03-12,450.921,455.504,449.603,452.151,772293.0
2023-03-13,447.145,455.189,446.186,450.144,1237246.0
2023-03-14,450.302,452.347,441.776,446.132,1782986.0
2023-03-15,441.52,448.807,432.571,441.451,1513271.0
2023-03-16,441.658,448.404,440.566,442.68,1080595.0
2023-03-17,442.346,442.69,433.982,436.239,1599300.0
2023-03-18,442.346,442.69,433.982,436.239,1599300.0
2023-03-19,442.346,442.69,433.982,436.239,1599300.0
2023-03-20,437.881,444.804,437.621,441.805,662434.0
2023-03-21,446.26,447.115,439.651,442.513,680128.0
2023-03-22,442.749,444.893,435.733,436.239,726223.0
2023-03-23,436.642,438.658,433.397,437.065,1123898.0
2023-03-24,437.694,448.63,435.649,447.696,1006400.0
2023-03-25,437.694,448.63,435.649,447.696,1006400.0
2023-03-26,437.694,448.63,435.649,447.696,1006400.0
2023-03-27,451.472,452.17,447.627,450.646,626760.0
2023-03-28,450.705,453.842,449.997,451.383,476830.0
2023-03-29,451.757,454.904,449.903,453.911,584223.0
2023-03-30,452.819,455.238,450.892,453.331,541518.0
2023-03-31,455.297,455.632,451.826,454.058,640613.0
2023-04-01,455.297,455.632,451.826,454.058,640613.0
2023-04-02,455.297,455.632,451.826,454.058,640613.0
2023-04-03,455.612,463.725,454.973,461.404,577564.0
2023-04-04,460.952,464.109,457.284,460.332,495274.0
2023-04-05,459.467,465.741,459.467,463.096,707031.0
2023-04-06,466.803,468.357,460.519,462.584,575862.0
2023-04-07,466.803,468.357,460.519,462.584,575862.0
2023-04-08,466.803,468.357,460.519,462.584,575862.0
2023-04-09,466.803,468.357,460.519,462.584,575862.0
2023-04-10,463.165,470.235,463.165,468.632,594820.0
2023-04-11,468.219,468.219,459.767,460.5,657095.0
2023-04-12,459.674,466.852,458.297,464.925,574938.0
2023-04-13,464.168,468.165,461.876,466.292,540005.0
2023-04-14,462.742,465.24,460.986,464.728,501938.0
2023-04-15,462.742,465.24,460.986,464.728,501938.0
2023-04-16,462.742,465.24,460.986,464.728,501938.0
2023-04-17,465.141,469.753,463.558,466.911,598425.0
2023-04-18,467.846,475.379,467.846,471.514,756224.0
2023-04-19,472.487,474.78,468.298,469.154,482811.0
2023-04-20,470.462,470.462,464.237,466.312,511686.0
2023-04-21,467.826,467.826,461.05,464.158,1519458.0
2023-04-22,467.826,467.826,461.05,464.158,1519458.0
2023-04-23,467.826,467.826,461.05,464.158,1519458.0
2023-04-24,463.342,464.788,458.759,463.106,593594.0
2023-04-25,462.309,462.309,456.714,457.746,691418.0
2023-04-26,455.012,456.623,441.618,441.638,1413000.0
2023-04-27,444.972,452.047,435.649,450.085,1370998.0
2023-04-28,452.731,453.911,447.966,453.616,708800.0
2023-04-29,452.731,453.911,447.966,453.616,708800.0
2023-04-30,452.731,453.911,447.966,453.616,708800.0
2023-05-01,454.285,458.297,451.964,455.042,630312.0
2023-05-02,453.183,453.193,441.136,441.363,770369.0
2023-05-03,440.104,444.775,436.209,436.347,520165.0
2023-05-04,435.924,437.886,427.978,434.892,645682.0
2023-05-05,436.101,441.009,434.597,439.396,474749.0
2023-05-06,436.101,441.009,434.597,439.396,474749.0
2023-05-07,436.101,441.009,434.597,439.396,474749.0
2023-05-08,440.891,443.467,434.538,434.902,418159.0
2023-05-09,435.649,437.704,433.554,434.97,462234.0
2023-05-10,435.747,437.616,431.42,435.678,559606.0
2023-05-11,431.617,433.004,425.992,428.618,699017.0
2023-05-12,429.837,434.479,427.556,431.479,749498.0
2023-05-13,429.837,434.479,427.556,431.479,749498.0
2023-05-14,429.837,434.479,427.556,431.479,749498.0
2023-05-15,431.469,432.777,428.765,432.079,491027.0
2023-05-16,432.689,433.038,428.224,428.401,448897.0
2023-05-17,431.715,440.959,430.319,439.917,758396.0
2023-05-18,438.668,439.504,430.486,436.239,518619.0
2023-05-19,437.97,438.894,433.476,435.954,463787.0
2023-05-20,437.97,438.894,433.476,435.954,463787.0
2023-05-21,437.97,438.894,433.476,435.954,463787.0
2023-05-22,434.754,437.793,431.16,435.718,508740.0
2023-05-23,433.849,438.471,432.954,435.678,578496.0
2023-05-24,435.678,438.943,434.056,434.115,664637.0
2023-05-25,431.056,432.65,421.98,426.316,910608.0
2023-05-26,427.285,436.065,427.285,432.914,865024.0
2023-05-27,427.285,436.065,427.285,432.914,865024.0
2023-05-28,427.285,436.065,427.285,432.914,865024.0
2023-05-29,427.285,436.065,427.285,432.914,865024.0
2023-05-30,429.527,435.68,426.998,432.756,875989.0
2023-05-31,432.41,435.917,429.26,430.119,1500830.0
2023-06-01,431.383,433.813,428.183,433.102,792525.0
2023-06-02,436.47,441.616,433.329,438.356,1025126.0
2023-06-03,436.47,441.616,433.329,438.356,1025126.0
2023-06-04,436.47,441.616,433.329,438.356,1025126.0
2023-06-05,441.477,441.477,436.598,440.055,878162.0
2023-06-06,441.981,443.828,438.697,442.574,696060.0
2023-06-07,442.366,448.895,438.771,447.759,814339.0
2023-06-08,448.144,452.193,446.821,449.853,630336.0
2023-06-09,450.821,454.04,448.588,448.658,640865.0
2023-06-10,450.821,454.04,448.588,448.658,640865.0
2023-06-11,450.821,454.04,448.588,448.658,640865.0
2023-06-12,448.361,448.361,442.707,447.917,781848.0
2023-06-13,444.628,448.233,439.67,445.586,609852.0
2023-06-14,445.329,447.847,440.658,442.376,510179.0
2023-06-15,444.144,449.171,441.25,447.285,544560.0
2023-06-16,447.512,453.25,447.018,452.697,1179077.0
2023-06-17,447.512,453.25,447.018,452.697,1179077.0
2023-06-18,447.512,453.25,447.018,452.697,1179077.0
2023-06-19,447.512,453.25,447.018,452.697,1179077.0
2023-06-20,453.29,455.008,448.49,448.737,510337.0
2023-06-21,448.628,456.924,448.571,456.766,495389.0
2023-06-22,455.265,455.3,450.189,452.411,454399.0
2023-06-23,452.49,454.435,447.048,448.45,554957.0
2023-06-24,452.49,454.435,447.048,448.45,554957.0
2023-06-25,452.49,454.435,447.048,448.45,554957.0
2023-06-26,444.045,444.379,437.339,442.495,744249.0
2023-06-27,442.712,445.872,439.848,442.909,535160.0
2023-06-28,443.255,445.013,435.235,437.201,618912.0
2023-06-29,437.299,445.872,436.944,445.655,531168.0
2023-06-30,447.561,453.843,444.356,450.179,766990.0
2023-07-01,447.561,453.843,444.356,450.179,766990.0
2023-07-02,447.561,453.843,444.356,450.179,766990.0
2023-07-03,447.522,453.181,446.643,452.51,239579.0
2023-07-04,447.522,453.181,446.643,452.51,239579.0
2023-07-05,452.184,453.961,447.532,453.389,369275.0
2023-07-06,452.796,454.998,448.44,450.356,673827.0
2023-07-07,449.379,450.218,445.206,446.87,577477.0
2023-07-08,449.379,450.218,445.206,446.87,577477.0
2023-07-09,449.379,450.218,445.206,446.87,577477.0
2023-07-10,447.008,449.927,445.793,447.008,494670.0
2023-07-11,448.312,456.302,447.581,455.068,688164.0
2023-07-12,455.749,455.803,447.591,447.759,691073.0
2023-07-13,446.712,452.312,445.201,451.393,552821.0
2023-07-14,450.327,450.613,444.203,445.082,604307.0
2023-07-15,450.327,450.613,444.203,445.082,604307.0
2023-07-16,450.327,450.613,444.203,445.082,604307.0
2023-07-17,446.297,451.364,443.807,448.638,861496.0
2023-07-18,451.058,454.959,435.067,437.22,1263136.0
2023-07-19,436.964,440.332,433.235,436.825,933713.0
2023-07-20,442.011,449.547,437.724,448.756,978240.0
2023-07-21,448.509,451.423,446.327,447.828,593349.0
2023-07-22,448.509,451.423,446.327,447.828,593349.0
2023-07-23,448.509,451.423,446.327,447.828,593349.0
2023-07-24,448.312,449.714,445.833,446.633,551465.0
2023-07-25,439.966,451.65,438.574,451.551,846299.0
2023-07-26,451.532,454.149,448.421,451.522,896234.0
2023-07-27,437.26,441.472,426.282,439.818,1719839.0
2023-07-28,440.361,446.821,440.006,444.134,1127039.0
2023-07-29,440.361,446.821,440.006,444.134,1127039.0
2023-07-30,440.361,446.821,440.006,444.134,1127039.0
2023-07-31,444.944,444.944,437.043,439.512,1031050.0
2023-08-01,440.391,444.114,439.512,442.623,576746.0
2023-08-02,442.366,442.909,438.89,441.951,830741.0
2023-08-03,441.675,442.465,436.164,437.151,758514.0
2023-08-04,438.544,439.285,432.272,433.131,583999.0
2023-08-05,438.544,439.285,432.272,433.131,583999.0
2023-08-06,438.544,439.285,432.272,433.131,583999.0
2023-08-07,432.47,433.941,427.768,431.275,1289313.0
2023-08-08,430.623,433.013,426.978,427.561,664791.0
2023-08-09,427.66,432.173,427.126,430.178,1547885.0
2023-08-10,428.993,429.373,424.341,424.963,800632.0
2023-08-11,424.963,427.319,424.371,425.734,734040.0
2023-08-12,424.963,427.319,424.371,425.734,734040.0
2023-08-13,424.963,427.319,424.371,425.734,734040.0
2023-08-14,425.912,427.551,423.719,424.154,516709.0
2023-08-15,422.514,423.136,416.529,417.951,583671.0
2023-08-16,417.27,423.26,417.27,422.02,518162.0
2023-08-17,422.889,426.919,422.82,423.877,576201.0
2023-08-18,422.85,432.144,422.84,424.865,716439.0
2023-08-19,422.85,432.144,422.84,424.865,716439.0
2023-08-20,422.85,432.144,422.84,424.865,716439.0
2023-08-21,423.877,429.359,423.778,428.341,542468.0
2023-08-22,429.141,432.811,428.657,432.331,598001.0
2023-08-23,433.536,434.583,428.025,429.161,558696.0
2023-08-24,428.855,432.292,426.791,426.85,518370.0
2023-08-25,428.983,429.766,425.055,426.106,436488.0
2023-08-26,428.983,429.766,425.055,426.106,436488.0
2023-08-27,428.983,429.766,425.055,426.106,436488.0
2023-08-28,425.888,427.857,425.074,427.683,505283.0
2023-08-29,426.453,427.723,422.575,426.602,541185.0
2023-08-30,427.753,432.494,427.529,431.304,478673.0
2023-08-31,432.494,433.923,429.578,429.608,503615.0
2023-09-01,431.73,433.595,431.368,432.117,423860.0
2023-09-02,431.73,433.595,431.368,432.117,423860.0
2023-09-03,431.73,433.595,431.368,432.117,423860.0
2023-09-04,431.73,433.595,431.368,432.117,423860.0
2023-09-05,431.512,432.395,427.534,427.614,470436.0
2023-09-06,428.12,428.551,420.035,420.234,602486.0
2023-09-07,422.218,427.971,422.218,427.525,718522.0
2023-09-08,427.366,427.366,417.565,419.321,768088.0
2023-09-09,427.366,427.366,417.565,419.321,768088.0
2023-09-10,427.366,427.366,417.565,419.321,768088.0
2023-09-11,419.906,421.692,413.359,421.583,843302.0
2023-09-12,420.115,422.778,418.384,420.67,581611.0
2023-09-13,422.575,428.457,421.097,422.882,472651.0
2023-09-14,421.573,428.958,420.769,428.844,543963.0
2023-09-15,428.983,432.236,428.001,430.004,1034233.0
2023-09-16,428.983,432.236,428.001,430.004,1034233.0
2023-09-17,428.983,432.236,428.001,430.004,1034233.0
2023-09-18,432.365,439.041,431.53,436.978,692746.0
2023-09-19,436.72,438.104,432.048,432.464,597532.0
2023-09-20,433.913,440.291,432.137,436.641,432686.0
2023-09-21,436.164,437.523,433.248,433.595,768104.0
2023-09-22,431.026,432.526,420.987,421.483,850477.0
2023-09-23,431.026,432.526,420.987,421.483,850477.0
2023-09-24,431.026,432.526,420.987,421.483,850477.0
2023-09-25,419.916,425.516,416.742,422.148,676647.0
2023-09-26,420.571,423.467,418.23,423.15,617463.0
2023-09-27,423.874,434.518,423.606,433.724,987056.0
2023-09-28,437.841,439.666,435.088,435.966,997397.0
2023-09-29,436.363,438.972,434.627,436.651,790137.0
2023-09-30,436.363,438.972,434.627,436.651,790137.0
2023-10-01,436.363,438.972,434.627,436.651,790137.0
2023-10-02,436.869,442.166,436.869,438.664,889353.0
2023-10-03,438.654,440.003,430.173,430.818,844538.0
2023-10-04,427.326,428.278,416.742,418.894,900180.0
2023-10-05,418.766,420.849,416.484,416.692,792117.0
2023-10-06,415.631,421.9,411.227,419.837,947747.0
2023-10-07,415.631,421.9,411.227,419.837,947747.0
2023-10-08,415.631,421.9,411.227,419.837,947747.0
2023-10-09,445.191,470.665,445.122,467.818,2864339.0
2023-10-10,470.05,471.161,458.91,461.38,1383621.0
2023-10-11,463.493,470.824,462.561,469.564,865807.0
2023-10-12,470.189,475.565,467.282,473.472,1084448.0
2023-10-13,478.511,487.042,476.488,486.209,1465367.0
2023-10-14,478.511,487.042,476.488,486.209,1465367.0
2023-10-15,478.511,487.042,476.488,486.209,1465367.0
2023-10-16,488.222,491.02,478.7,485.137,959993.0
2023-10-17,483.888,492.895,479.999,485.068,1175488.0
2023-10-18,489.036,492.002,484.364,486.814,740177.0
2023-10-19,484.651,489.462,483.709,486.001,671954.0
2023-10-20,488.173,490.792,481.695,481.795,920383.0
2023-10-21,488.173,490.792,481.695,481.795,920383.0
2023-10-22,488.173,490.792,481.695,481.795,920383.0
2023-10-23,482.36,483.977,476.578,476.736,802024.0
2023-10-24,480.317,483.223,474.137,474.593,771937.0
2023-10-25,478.531,482.39,476.18,479.374,1062055.0
2023-10-26,482.588,488.044,470.199,473.938,1545694.0
2023-10-27,471.171,474.672,465.13,469.266,805731.0
2023-10-28,471.171,474.672,465.13,469.266,805731.0
2023-10-29,471.171,474.672,465.13,469.266,805731.0
2023-10-30,469.861,471.181,463.642,464.911,1032670.0
2023-10-31,466.548,468.106,460.11,467.639,1089651.0
2023-11-01,470.933,470.933,463.385,464.495,841141.0
2023-11-02,461.578,472.272,459.962,471.944,1353393.0
2023-11-03,471.974,473.165,466.35,466.796,785829.0
2023-11-04,471.974,473.165,466.35,466.796,785829.0
2023-11-05,471.974,473.165,466.35,466.796,785829.0
2023-11-06,468.82,470.556,465.924,467.213,636803.0
2023-11-07,469.494,469.494,461.033,463.939,1009749.0
2023-11-08,463.91,465.804,455.825,456.777,952858.0
2023-11-09,457.541,458.731,453.484,457.382,971391.0
2023-11-10,457.839,460.507,454.65,459.545,758545.0
2023-11-11,457.839,460.507,454.65,459.545,758545.0
2023-11-12,457.839,460.507,454.65,459.545,758545.0
2023-11-13,460.299,462.461,458.315,460.646,1020334.0
2023-11-14,459.277,464.911,456.867,463.076,1064848.0
2023-11-15,462.253,464.078,459.029,461.251,649583.0
2023-11-16,462.402,463.324,459.123,460.15,429884.0
2023-11-17,460.606,462.521,459.485,460.438,519874.0
2023-11-18,460.606,462.521,459.485,460.438,519874.0
2023-11-19,460.606,462.521,459.485,460.438,519874.0
2023-11-20,460.785,464.153,459.148,462.074,594175.0
2023-11-21,462.074,468.225,458.791,467.282,448961.0
2023-11-22,464.941,469.137,463.999,467.659,589909.0
2023-11-23,464.941,469.137,463.999,467.659,589909.0
2023-11-24,469.571,471.672,468.414,469.591,191235.0
2023-11-25,469.571,471.672,468.414,469.591,191235.0
2023-11-26,469.571,471.672,468.414,469.591,191235.0
2023-11-27,468.884,468.884,463.655,466.474,482282.0
2023-11-28,468.605,471.633,466.892,468.157,550530.0
2023-11-29,468.356,469.482,462.54,465.498,554503.0
2023-11-30,467.3,474.322,466.474,473.216,701255.0
2023-12-01,474.441,478.609,473.166,477.877,696188.0
2023-12-02,474.441,478.609,473.166,477.877,696188.0
2023-12-03,474.441,478.609,473.166,477.877,696188.0
2023-12-04,476.532,478.594,473.017,478.365,1079102.0
2023-12-05,478.465,478.465,473.336,474.66,637020.0
2023-12-06,473.266,479.172,473.266,478.325,446461.0
2023-12-07,480.247,481.679,474.391,475.527,530513.0
2023-12-08,476.762,477.875,473.415,474.302,411324.0
2023-12-09,476.762,477.875,473.415,474.302,411324.0
2023-12-10,476.762,477.875,473.415,474.302,411324.0
2023-12-11,475.019,478.958,474.959,476.801,429348.0
2023-12-12,477.588,479.719,475.517,477.289,379413.0
2023-12-13,478.465,484.405,477.02,483.026,778318.0
2023-12-14,477.628,478.036,459.801,461.763,1205481.0
2023-12-15,458.716,460.588,453.139,459.164,1746553.0
2023-12-16,458.716,460.588,453.139,459.164,1746553.0
2023-12-17,458.716,460.588,453.139,459.164,1746553.0
2023-12-18,460.379,464.85,458.626,463.516,757955.0
2023-12-19,463.138,465.418,460.698,462.261,600063.0
2023-12-20,460.817,461.952,455.27,455.29,598454.0
2023-12-21,456.724,460.0,456.415,457.341,484021.0
2023-12-22,459.562,463.526,459.562,461.235,362295.0
2023-12-23,459.562,463.526,459.562,461.235,362295.0
2023-12-24,459.562,463.526,459.562,461.235,362295.0
2023-12-25,459.562,463.526,459.562,461.235,362295.0
2023-12-26,460.668,463.85,460.51,462.6,419959.0
2023-12-27,461.006,463.944,460.707,462.321,378382.0
2023-12-28,461.504,465.498,461.305,463.775,387689.0
2023-12-29,464.303,467.012,463.118,466.225,403460.0
2023-12-30,464.303,467.012,463.118,466.225,403460.0
2023-12-31,464.303,467.012,463.118,466.225,403460.0
2024-01-01,464.303,467.012,463.118,466.225,403460.0
2024-01-02,467.271,474.411,465.358,468.167,742526.0
2024-01-03,472.499,481.851,468.914,472.937,773573.0
2024-01-04,479.341,481.801,469.72,469.8,791720.0
2024-01-05,470.786,470.786,465.289,467.968,511544.0
2024-01-06,470.786,470.786,465.289,467.968,511544.0
2024-01-07,470.786,470.786,465.289,467.968,511544.0
2024-01-08,464.123,473.455,463.307,473.316,658961.0
2024-01-09,473.356,475.865,468.077,470.298,617523.0
2024-01-10,470.069,475.128,469.183,470.019,499277.0
2024-01-11,470.677,471.115,463.426,465.428,544619.0
2024-01-12,466.852,479.49,466.852,479.112,701359.0
2024-01-13,466.852,479.49,466.852,479.112,701359.0
2024-01-14,466.852,479.49,466.852,479.112,701359.0
2024-01-15,466.852,479.49,466.852,479.112,701359.0
2024-01-16,479.53,480.197,474.083,475.945,734619.0
2024-01-17,475.387,480.924,471.643,471.941,612218.0
2024-01-18,473.196,474.272,466.603,472.688,875832.0
2024-01-19,473.425,473.425,467.435,468.555,1369200.0
2024-01-20,473.425,473.425,467.435,468.555,1369200.0
2024-01-21,473.425,473.425,467.435,468.555,1369200.0
2024-01-22,467.5,468.844,464.382,464.711,871234.0
2024-01-23,464.631,468.96,462.918,466.006,1083846.0
2024-01-24,464.711,471.055,460.917,462.022,1194765.0
2024-01-25,444.773,447.163,424.257,432.772,2293245.0
2024-01-26,433.957,437.473,429.755,436.168,1147626.0
2024-01-27,433.957,437.473,429.755,436.168,1147626.0
2024-01-28,433.957,437.473,429.755,436.168,1147626.0
2024-01-29,438.2,440.745,433.37,436.517,857137.0
2024-01-30,441.188,443.239,435.541,441.686,2324819.0
2024-01-31,443.558,447.86,442.721,444.932,3213837.0
2024-02-01,444.942,445.938,440.889,444.395,2179403.0
2024-02-02,443.956,445.908,439.694,444.753,1616606.0
2024-02-03,443.956,445.908,439.694,444.753,1616606.0
2024-02-04,443.956,445.908,439.694,444.753,1616606.0
2024-02-05,442.114,443.996,438.434,440.471,1656039.0
2024-02-06,440.192,448.079,439.136,446.337,587889.0
2024-02-07,446.337,452.073,446.337,452.043,748257.0
2024-02-08,451.007,452.292,447.97,449.374,527816.0
2024-02-09,450.26,453.696,448.677,453.059,906752.0
2024-02-10,450.26,453.696,448.677,453.059,906752.0
2024-02-11,450.26,453.696,448.677,453.059,906752.0
2024-02-12,453.139,453.776,449.464,449.623,723449.0
2024-02-13,451.904,453.711,441.337,444.345,1020165.0
2024-02-14,445.669,448.159,441.188,444.544,1002245.0
2024-02-15,445.42,449.812,444.624,448.159,974710.0
2024-02-16,448.528,451.017,446.177,449.115,1016425.0
2024-02-17,448.528,451.017,446.177,449.115,1016425.0
2024-02-18,448.528,451.017,446.177,449.115,1016425.0
2024-02-19,448.528,451.017,446.177,449.115,1016425.0
2024-02-20,451.366,458.656,450.997,452.053,1367775.0
2024-02-21,452.82,459.204,451.904,458.118,1284686.0
2024-02-22,456.804,457.56,449.663,455.18,1801373.0
2024-02-23,455.82,461.56,455.54,461.1,574672.0
2024-02-24,455.82,461.56,455.54,461.1,574672.0
2024-02-25,455.82,461.56,455.54,461.1,574672.0
2024-02-26,462.27,465.75,458.88,459.34,618601.0
2024-02-27,457.58,459.27,454.0,458.36,421081.0
2024-02-28,459.61,462.08,457.21,458.95,534692.0
2024-02-29,458.38,461.5,455.41,461.02,927199.0
2024-03-01,461.0,461.0,453.82,454.9,1272613.0
2024-03-02,461.0,461.0,453.82,454.9,1272613.0
2024-03-03,461.0,461.0,453.82,454.9,1272613.0
2024-03-04,456.0,461.225,455.452,460.08,692838.0
2024-03-05,463.23,464.58,457.96,458.26,1250601.0
2024-03-06,458.16,463.835,457.875,461.07,546179.0
2024-03-07,459.21,459.595,454.255,456.4,796373.0
2024-03-08,455.01,459.89,453.135,459.5,475584.0
2024-03-09,455.01,459.89,453.135,459.5,475584.0
2024-03-10,455.01,459.89,453.135,459.5,475584.0
2024-03-11,459.48,462.24,458.35,459.25,552494.0
2024-03-12,456.55,460.9,454.53,458.84,1213627.0
2024-03-13,458.56,462.2,458.03,458.23,698532.0
2024-03-14,458.0,461.39,457.23,460.86,669882.0
2024-03-15,457.88,464.39,457.88,461.75,1000053.0
2024-03-16,457.88,464.39,457.88,461.75,1000053.0
2024-03-17,457.88,464.39,457.88,461.75,1000053.0
2024-03-18,461.0,463.515,459.05,462.39,540801.0
2024-03-19,465.0,467.5,462.63,467.48,726841.0
2024-03-20,468.63,471.41,466.62,470.75,617300.0
2024-03-21,471.94,473.56,467.3,467.49,798061.0
2024-03-22,468.97,471.29,467.595,468.75,615412.0
2024-03-23,468.97,471.29,467.595,468.75,615412.0
2024-03-24,468.97,471.29,467.595,468.75,615412.0
2024-03-25,471.32,472.0,467.905,469.32,447012.0
2024-03-26,469.5,473.06,468.6,469.91,503957.0
2024-03-27,472.83,477.89,471.96,477.36,823088.0
2024-03-28,479.0,480.752,478.0,478.66,632461.0
2024-03-29,479.0,480.752,478.0,478.66,632461.0
2024-03-30,479.0,480.752,478.0,478.66,632461.0
2024-03-31,479.0,480.752,478.0,478.66,632461.0
2024-04-01,478.39,478.82,470.92,471.35,794737.0
2024-04-02,472.09,473.99,465.01,466.36,801674.0
2024-04-03,465.33,467.6,456.81,457.01,1271663.0
2024-04-04,458.0,464.65,455.6,459.48,2219357.0
2024-04-05,457.51,459.015,452.5,454.5,1533817.0
2024-04-06,457.51,459.015,452.5,454.5,1533817.0
2024-04-07,457.51,459.015,452.5,454.5,1533817.0
2024-04-08,456.12,457.955,454.81,456.36,1509680.0
2024-04-09,452.83,455.095,450.43,454.66,855424.0
2024-04-10,452.6,458.76,449.77,457.91,983054.0
2024-04-11,456.59,459.93,454.78,457.83,692836.0
2024-04-12,462.03,468.205,455.82,456.11,1045967.0
2024-04-13,462.03,468.205,455.82,456.11,1045967.0
2024-04-14,462.03,468.205,455.82,456.11,1045967.0
2024-04-15,461.96,464.61,446.22,451.29,2007756.0
2024-04-16,453.08,456.15,450.05,450.35,953356.0
2024-04-17,452.92,453.85,448.435,452.05,818188.0
2024-04-18,449.88,456.7,449.88,452.5,846252.0
2024-04-19,455.59,463.5,453.065,462.58,1213952.0
2024-04-20,455.59,463.5,453.065,462.58,1213952.0
2024-04-21,455.59,463.5,453.065,462.58,1213952.0
2024-04-22,464.93,472.45,462.07,470.98,1006341.0
2024-04-23,473.58,476.765,470.41,474.68,1365417.0
2024-04-24,475.09,477.12,470.78,474.57,1124259.0
2024-04-25,468.77,490.6,465.0,488.06,1365354.0
2024-04-26,487.56,488.35,477.71,480.45,1371947.0
2024-04-27,487.56,488.35,477.71,480.45,1371947.0
2024-04-28,487.56,488.35,477.71,480.45,1371947.0
2024-04-29,481.5,486.28,480.745,486.22,753660.0
2024-04-30,486.45,488.062,483.53,485.03,908975.0
2024-05-01,485.12,490.267,483.41,486.37,1157284.0
