,WBS US Equity,WBS US Equity,WBS US Equity,WBS US Equity,WBS US Equity
2020-03-17,20.8591,21.3916,19.3649,21.3315,1842488.0
2020-03-18,19.7943,22.86,16.8316,17.3383,1896240.0
2020-03-19,17.0549,18.738,15.9557,17.3898,1509652.0
2020-03-20,17.3898,18.2485,16.2992,17.3468,1512141.0
2020-03-21,17.3898,18.2485,16.2992,17.3468,1512141.0
2020-03-22,17.3898,18.2485,16.2992,17.3468,1512141.0
2020-03-23,17.3383,17.3383,15.595,15.8183,1013392.0
2020-03-24,17.0549,17.8192,16.7371,17.7161,956165.0
2020-03-25,17.948,18.8377,16.8745,17.3297,1438077.0
2020-03-26,17.5787,19.3134,17.0033,18.8754,1939289.0
2020-03-27,17.6818,18.6264,17.3554,18.0768,1435857.0
2020-03-28,17.6818,18.6264,17.3554,18.0768,1435857.0
2020-03-29,17.6818,18.6264,17.3554,18.0768,1435857.0
2020-03-30,18.5491,19.5452,17.3898,19.3907,1555988.0
2020-03-31,19.2447,20.3353,19.1245,19.6655,1048541.0
2020-04-01,18.4203,18.781,17.0463,17.5186,969113.0
2020-04-02,17.4241,18.8067,17.3383,18.0081,925179.0
2020-04-03,17.948,18.6951,17.8621,18.2314,2092737.0
2020-04-04,17.948,18.6951,17.8621,18.2314,2092737.0
2020-04-05,17.948,18.6951,17.8621,18.2314,2092737.0
2020-04-06,19.7599,20.3782,18.9269,19.6569,3452299.0
2020-04-07,21.0652,21.7093,19.9918,20.155,994243.0
2020-04-08,20.6187,21.9927,19.9059,21.7437,747810.0
2020-04-09,22.4994,23.6673,22.2417,22.903,773680.0
2020-04-10,22.4994,23.6673,22.2417,22.903,773680.0
2020-04-11,22.4994,23.6673,22.2417,22.903,773680.0
2020-04-12,22.4994,23.6673,22.2417,22.903,773680.0
2020-04-13,22.8686,22.8686,21.3143,21.8381,711457.0
2020-04-14,22.5681,22.6711,20.7003,21.091,991372.0
2020-04-15,19.9317,20.1634,19.3735,19.5367,803882.0
2020-04-16,19.4937,19.5753,18.5405,19.0558,1788418.0
2020-04-17,20.2237,20.9871,19.8544,20.3095,596958.0
2020-04-18,20.2237,20.9871,19.8544,20.3095,596958.0
2020-04-19,20.2237,20.9871,19.8544,20.3095,596958.0
2020-04-20,19.8458,20.8677,19.4851,20.2323,1030673.0
2020-04-21,20.0004,21.0137,19.0643,19.7943,1381957.0
2020-04-22,19.6998,20.6187,19.6311,19.8544,857355.0
2020-04-23,19.8973,21.0738,19.7857,20.3267,582455.0
2020-04-24,20.6616,20.7303,19.8716,20.4469,842558.0
2020-04-25,20.6616,20.7303,19.8716,20.4469,842558.0
2020-04-26,20.6616,20.7303,19.8716,20.4469,842558.0
2020-04-27,20.5758,22.5509,20.4813,22.2933,766407.0
2020-04-28,23.3409,23.9249,22.611,23.2293,1008805.0
2020-04-29,24.2169,25.7455,24.0022,25.3333,944109.0
2020-04-30,24.4401,24.9468,23.6544,24.2598,1216914.0
2020-05-01,23.4869,23.9163,22.9116,23.2894,884980.0
2020-05-02,23.4869,23.9163,22.9116,23.2894,884980.0
2020-05-03,23.4869,23.9163,22.9116,23.2894,884980.0
2020-05-04,22.7141,23.2293,22.3362,22.5767,2079112.0
2020-05-05,22.9342,23.4487,21.8267,21.9052,627954.0
2020-05-06,22.193,22.3499,21.0855,21.1465,443658.0
2020-05-07,21.5041,22.3935,21.3733,21.5041,549630.0
2020-05-08,22.1058,22.7075,21.9924,22.5679,627678.0
2020-05-09,22.1058,22.7075,21.9924,22.5679,627678.0
2020-05-10,22.1058,22.7075,21.9924,22.5679,627678.0
2020-05-11,22.036,22.0622,20.9983,21.1727,1051093.0
2020-05-12,21.2686,21.5128,19.7513,19.7949,994654.0
2020-05-13,19.6641,19.7513,18.1293,18.4258,1110485.0
2020-05-14,17.7718,19.5507,17.2312,19.4723,1082668.0
2020-05-15,19.2542,19.5507,18.9142,19.2106,538725.0
2020-05-16,19.2542,19.5507,18.9142,19.2106,538725.0
2020-05-17,19.2542,19.5507,18.9142,19.2106,538725.0
2020-05-18,20.4751,22.1581,20.4576,21.9139,656006.0
2020-05-19,21.5651,21.7831,20.6146,20.632,578989.0
2020-05-20,21.3733,22.036,21.164,21.6436,943086.0
2020-05-21,21.4866,22.2409,21.3297,21.9052,717824.0
2020-05-22,21.9052,22.254,21.3209,21.6174,618114.0
2020-05-23,21.9052,22.254,21.3209,21.6174,618114.0
2020-05-24,21.9052,22.254,21.3209,21.6174,618114.0
2020-05-25,21.9052,22.254,21.3209,21.6174,618114.0
2020-05-26,23.0563,24.809,22.6987,24.4341,1052107.0
2020-05-27,25.8031,26.2827,25.0706,25.9863,831880.0
2020-05-28,26.3351,26.3961,25.0545,25.2625,1978550.0
2020-05-29,24.7829,25.4194,24.0765,24.6782,1231169.0
2020-05-30,24.7829,25.4194,24.0765,24.6782,1231169.0
2020-05-31,24.7829,25.4194,24.0765,24.6782,1231169.0
2020-06-01,24.8526,25.5241,24.4689,24.8526,692829.0
2020-06-02,25.3061,25.5328,24.4428,24.6346,772842.0
2020-06-03,25.0881,26.5792,25.0881,26.0037,1232296.0
2020-06-04,25.8729,27.3379,25.2886,27.1461,1065115.0
2020-06-05,30.1981,30.4772,28.7767,29.0558,1032933.0
2020-06-06,30.1981,30.4772,28.7767,29.0558,1032933.0
2020-06-07,30.1981,30.4772,28.7767,29.0558,1032933.0
2020-06-08,30.2243,31.1312,29.5354,31.105,1012437.0
2020-06-09,30.0848,31.044,29.6575,30.5121,970542.0
2020-06-10,30.0848,30.1894,27.8349,27.8611,727467.0
2020-06-11,25.2886,26.6577,24.7741,24.8439,758893.0
2020-06-12,26.6403,26.8321,24.7393,25.8555,753678.0
2020-06-13,26.6403,26.8321,24.7393,25.8555,753678.0
2020-06-14,26.6403,26.8321,24.7393,25.8555,753678.0
2020-06-15,24.3033,26.6054,23.9762,26.1083,903374.0
2020-06-16,28.1663,28.3582,26.649,27.2071,1160067.0
2020-06-17,27.2507,27.4949,26.0124,26.0299,625059.0
2020-06-18,25.6462,26.6926,25.4107,25.9863,656338.0
2020-06-19,26.4136,26.5792,24.7567,25.7334,2254206.0
2020-06-20,26.4136,26.5792,24.7567,25.7334,2254206.0
2020-06-21,26.4136,26.5792,24.7567,25.7334,2254206.0
2020-06-22,25.3758,25.5851,24.8003,25.1578,639403.0
2020-06-23,25.7857,25.9601,24.7741,24.966,700479.0
2020-06-24,24.7916,24.9573,23.4923,23.6841,933547.0
2020-06-25,23.5272,24.5823,23.3615,24.4777,598560.0
2020-06-26,23.7713,23.78,22.4996,22.7075,1153133.0
2020-06-27,23.7713,23.78,22.4996,22.7075,1153133.0
2020-06-28,23.7713,23.78,22.4996,22.7075,1153133.0
2020-06-29,23.222,24.3817,23.1522,24.2509,694222.0
2020-06-30,23.8847,25.1142,23.8847,24.9486,570511.0
2020-07-01,25.0881,25.1055,23.5446,23.5882,784760.0
2020-07-02,24.5125,24.9965,23.3179,23.4138,584788.0
2020-07-03,24.5125,24.9965,23.3179,23.4138,584788.0
2020-07-04,24.5125,24.9965,23.3179,23.4138,584788.0
2020-07-05,24.5125,24.9965,23.3179,23.4138,584788.0
2020-07-06,24.1637,24.7829,23.4487,23.8149,687734.0
2020-07-07,23.4051,23.4051,22.315,22.3761,834834.0
2020-07-08,22.2453,22.8906,21.6523,22.2366,847024.0
2020-07-09,21.975,22.1581,20.6844,21.2512,803440.0
2020-07-10,21.2773,22.4895,21.2337,22.4284,490792.0
2020-07-11,21.2773,22.4895,21.2337,22.4284,490792.0
2020-07-12,21.2773,22.4895,21.2337,22.4284,490792.0
2020-07-13,22.8644,23.3004,22.0622,22.5854,784438.0
2020-07-14,22.4546,22.5505,21.6785,21.9837,556065.0
2020-07-15,22.847,23.8367,22.7685,23.6144,506769.0
2020-07-16,23.3092,24.0853,23.0824,23.3092,307596.0
2020-07-17,23.2045,23.4138,22.2714,22.2976,351458.0
2020-07-18,23.2045,23.4138,22.2714,22.2976,351458.0
2020-07-19,23.2045,23.4138,22.2714,22.2976,351458.0
2020-07-20,22.0098,22.2627,21.6087,21.8703,339093.0
2020-07-21,22.1842,23.5272,22.0186,23.4487,446990.0
2020-07-22,23.0563,23.5097,22.8383,23.2394,491465.0
2020-07-23,23.0911,24.4515,23.0911,23.8324,695853.0
2020-07-24,24.0242,24.4079,23.5882,23.6318,365461.0
2020-07-25,24.0242,24.4079,23.5882,23.6318,365461.0
2020-07-26,24.0242,24.4079,23.5882,23.6318,365461.0
2020-07-27,23.3964,23.4225,22.7336,22.9429,370282.0
2020-07-28,22.7511,23.2568,22.6813,23.0039,513694.0
2020-07-29,23.0301,24.0373,22.8034,24.0155,458208.0
2020-07-30,23.1783,23.9457,22.6551,23.8847,725216.0
2020-07-31,23.7713,23.8672,23.44,23.78,799719.0
2020-08-01,23.7713,23.8672,23.44,23.78,799719.0
2020-08-02,23.7713,23.8672,23.44,23.78,799719.0
2020-08-03,23.78,24.3469,23.4574,23.9457,872589.0
2020-08-04,23.7599,24.0037,23.4148,23.6891,545765.0
2020-08-05,24.105,24.7776,23.7953,24.7068,540230.0
2020-08-06,24.2997,24.6714,23.8307,23.9103,762253.0
2020-08-07,23.6626,25.0519,23.6183,25.0342,1294812.0
2020-08-08,23.6626,25.0519,23.6183,25.0342,1294812.0
2020-08-09,23.6626,25.0519,23.6183,25.0342,1294812.0
2020-08-10,25.1846,26.0518,25.0253,25.6005,564472.0
2020-08-11,26.4677,27.1934,25.9899,26.1226,562332.0
2020-08-12,26.8483,26.9633,25.22,25.7687,748704.0
2020-08-13,25.3616,25.6094,24.9811,25.4324,313264.0
2020-08-14,25.1581,26.4323,25.0696,26.2377,494814.0
2020-08-15,25.1581,26.4323,25.0696,26.2377,494814.0
2020-08-16,25.1581,26.4323,25.0696,26.2377,494814.0
2020-08-17,26.0607,26.1669,25.7687,26.0253,822947.0
2020-08-18,25.9279,26.0518,24.7068,24.8218,641351.0
2020-08-19,24.7422,25.512,24.5829,24.9722,423068.0
2020-08-20,24.5652,24.8041,24.3484,24.459,402583.0
2020-08-21,24.4059,24.7422,24.0608,24.2555,323010.0
2020-08-22,24.4059,24.7422,24.0608,24.2555,323010.0
2020-08-23,24.4059,24.7422,24.0608,24.2555,323010.0
2020-08-24,24.3882,25.4147,24.0608,25.3793,370959.0
2020-08-25,25.6625,25.8395,25.0519,25.4058,751778.0
2020-08-26,25.4412,25.4501,24.7068,24.8483,398070.0
2020-08-27,24.866,25.4589,24.6006,25.2112,817072.0
2020-08-28,25.5474,25.5474,24.8395,24.9457,1055908.0
2020-08-29,25.5474,25.5474,24.8395,24.9457,1055908.0
2020-08-30,25.5474,25.5474,24.8395,24.9457,1055908.0
2020-08-31,24.9722,24.9722,24.2422,24.3351,541000.0
2020-09-01,24.0519,24.6802,23.7072,24.2643,410166.0
2020-09-02,24.1493,24.6846,23.8838,24.5652,535916.0
2020-09-03,24.866,25.9368,24.6537,24.8041,475112.0
2020-09-04,25.6005,26.2129,25.3704,25.9899,752609.0
2020-09-05,25.6005,26.2129,25.3704,25.9899,752609.0
2020-09-06,25.6005,26.2129,25.3704,25.9899,752609.0
2020-09-07,25.6005,26.2129,25.3704,25.9899,752609.0
2020-09-08,25.3439,25.4058,24.3439,24.3793,593594.0
2020-09-09,24.4855,24.4855,23.733,24.1316,468943.0
2020-09-10,24.1847,24.6891,23.6803,23.698,517837.0
2020-09-11,23.698,23.9811,23.4546,23.9015,385398.0
2020-09-12,23.698,23.9811,23.4546,23.9015,385398.0
2020-09-13,23.698,23.9811,23.4546,23.9015,385398.0
2020-09-14,24.0608,24.636,23.9811,24.4413,729443.0
2020-09-15,24.5121,24.5121,23.7776,23.9192,294663.0
2020-09-16,23.8307,24.5032,23.5298,24.1139,566296.0
2020-09-17,23.6095,24.5209,23.4413,24.3882,548111.0
2020-09-18,24.3351,24.7333,24.0696,24.3086,1413856.0
2020-09-19,24.3351,24.7333,24.0696,24.3086,1413856.0
2020-09-20,24.3351,24.7333,24.0696,24.3086,1413856.0
2020-09-21,23.4325,23.9546,22.3971,22.5299,645527.0
2020-09-22,22.7069,23.1405,21.76,21.8131,597090.0
2020-09-23,21.9724,22.5741,21.2379,21.2556,475188.0
2020-09-24,21.3706,21.9016,20.9459,21.468,357135.0
2020-09-25,21.1583,21.937,21.1583,21.8927,412432.0
2020-09-26,21.1583,21.937,21.1583,21.8927,412432.0
2020-09-27,21.1583,21.937,21.1583,21.8927,412432.0
2020-09-28,22.4414,23.0343,22.4414,22.6715,523419.0
2020-09-29,22.6626,22.875,22.2998,22.6892,901812.0
2020-09-30,22.8219,23.7422,22.8219,23.3705,1170886.0
2020-10-01,23.4236,23.7511,22.9635,23.3528,479682.0
2020-10-02,22.9369,24.2466,22.645,24.1935,350703.0
2020-10-03,22.9369,24.2466,22.645,24.1935,350703.0
2020-10-04,22.9369,24.2466,22.645,24.1935,350703.0
2020-10-05,24.5209,25.5297,24.3528,25.4501,550629.0
2020-10-06,25.8483,26.6447,25.2289,25.3351,538116.0
2020-10-07,25.689,26.4677,25.4324,25.9545,602188.0
2020-10-08,26.3439,26.6978,26.0543,26.6093,351478.0
2020-10-09,26.8748,26.9987,26.2908,26.6801,326270.0
2020-10-10,26.8748,26.9987,26.2908,26.6801,326270.0
2020-10-11,26.8748,26.9987,26.2908,26.6801,326270.0
2020-10-12,26.512,27.1049,26.512,27.096,340483.0
2020-10-13,26.7775,26.9013,25.8306,25.9633,465775.0
2020-10-14,25.9102,26.3492,25.4943,25.5209,374824.0
2020-10-15,25.1492,25.7421,25.1227,25.5297,820556.0
2020-10-16,25.7156,25.7775,25.1758,25.4855,365616.0
2020-10-17,25.7156,25.7775,25.1758,25.4855,365616.0
2020-10-18,25.7156,25.7775,25.1758,25.4855,365616.0
2020-10-19,25.6182,25.8837,25.0076,25.0165,245016.0
2020-10-20,25.4501,26.0872,25.3572,25.6094,451712.0
2020-10-21,25.689,26.2111,25.5828,26.0872,696056.0
2020-10-22,26.0872,29.4941,26.0872,29.0163,1195660.0
2020-10-23,29.4056,29.9808,29.2729,29.857,914601.0
2020-10-24,29.4056,29.9808,29.2729,29.857,914601.0
2020-10-25,29.4056,29.9808,29.2729,29.857,914601.0
2020-10-26,29.3526,29.4145,28.4942,29.0517,462314.0
2020-10-27,29.0251,29.1402,27.4677,27.4942,593100.0
2020-10-28,26.8659,27.7464,26.6005,27.1403,643790.0
2020-10-29,26.9367,28.3526,26.4323,28.1756,427727.0
2020-10-30,27.9721,28.5915,27.7774,28.503,653116.0
2020-10-31,27.9721,28.5915,27.7774,28.503,653116.0
2020-11-01,27.9721,28.5915,27.7774,28.503,653116.0
2020-11-02,29.0782,29.4809,28.5252,29.326,434236.0
2020-11-03,30.0074,30.1755,29.4145,29.857,388441.0
2020-11-04,28.7951,28.7951,27.388,27.4146,757232.0
2020-11-05,27.5119,29.3437,27.5119,29.3172,430888.0
2020-11-06,29.6534,29.857,28.5915,28.6092,506028.0
2020-11-07,29.6534,29.857,28.5915,28.6092,506028.0
2020-11-08,29.6534,29.857,28.5915,28.6092,506028.0
2020-11-09,33.1698,35.4546,33.1698,34.0658,1245750.0
2020-11-10,34.5049,35.2754,33.6044,34.8006,538272.0
2020-11-11,34.8722,34.9439,32.8025,33.2774,362373.0
2020-11-12,32.4799,32.8562,31.9692,32.5606,496702.0
2020-11-13,33.0713,33.8329,32.9817,33.6447,333550.0
2020-11-14,33.0713,33.8329,32.9817,33.6447,333550.0
2020-11-15,33.0713,33.8329,32.9817,33.6447,333550.0
2020-11-16,35.1231,35.598,34.469,34.7199,723929.0
2020-11-17,33.9583,34.6751,33.143,34.6303,644459.0
2020-11-18,34.9081,35.4726,34.4601,34.487,599721.0
2020-11-19,34.0838,35.0514,34.0658,34.8812,572290.0
2020-11-20,34.469,34.917,33.5103,34.0927,851084.0
2020-11-21,34.469,34.917,33.5103,34.0927,851084.0
2020-11-22,34.469,34.917,33.5103,34.0927,851084.0
2020-11-23,34.8274,35.2082,34.4063,34.7647,466097.0
2020-11-24,35.8399,36.727,35.7772,35.9564,602443.0
2020-11-25,35.4815,35.9474,34.8678,35.9116,327977.0
2020-11-26,35.4815,35.9474,34.8678,35.9116,327977.0
2020-11-27,35.7862,35.9654,35.1231,35.598,148712.0
2020-11-28,35.7862,35.9654,35.1231,35.598,148712.0
2020-11-29,35.7862,35.9654,35.1231,35.598,148712.0
2020-11-30,35.2306,35.6518,33.8687,33.9046,556215.0
2020-12-01,34.926,35.4188,34.3705,34.8454,433090.0
2020-12-02,34.6572,35.7324,34.469,35.6338,316533.0
2020-12-03,35.813,36.1759,35.1769,35.8578,619285.0
2020-12-04,36.4044,36.9893,35.9922,36.5746,347002.0
2020-12-05,36.4044,36.9893,35.9922,36.5746,347002.0
2020-12-06,36.4044,36.9893,35.9922,36.5746,347002.0
2020-12-07,36.3775,36.5746,35.6249,36.2879,395574.0
2020-12-08,35.7772,36.4806,35.7772,36.2162,335346.0
2020-12-09,36.6194,36.9151,35.8578,36.055,405983.0
2020-12-10,35.5174,36.4223,35.5174,36.1894,342943.0
2020-12-11,37.0943,37.5423,36.1894,36.7807,1116443.0
2020-12-12,37.0943,37.5423,36.1894,36.7807,1116443.0
2020-12-13,37.0943,37.5423,36.1894,36.7807,1116443.0
2020-12-14,37.3004,37.4438,36.6642,37.1212,757368.0
2020-12-15,37.7842,38.6265,37.2825,38.5369,630371.0
2020-12-16,38.6265,38.725,37.9545,38.5996,504397.0
2020-12-17,38.5638,38.7519,37.1839,37.9814,496636.0
2020-12-18,38.0978,38.4294,37.1839,37.381,1315282.0
2020-12-19,38.0978,38.4294,37.1839,37.381,1315282.0
2020-12-20,38.0978,38.4294,37.1839,37.381,1315282.0
2020-12-21,37.6857,37.7484,36.8345,37.5692,663318.0
2020-12-22,37.6678,37.7296,36.718,36.7986,351875.0
2020-12-23,37.399,38.5548,37.157,38.3935,415771.0
2020-12-24,38.6892,38.6892,37.623,38.1695,209450.0
2020-12-25,38.6892,38.6892,37.623,38.1695,209450.0
2020-12-26,38.6892,38.6892,37.623,38.1695,209450.0
2020-12-27,38.6892,38.6892,37.623,38.1695,209450.0
2020-12-28,38.4204,38.6802,37.9724,38.1785,346148.0
2020-12-29,38.0799,38.0799,37.166,37.3542,362302.0
2020-12-30,37.4706,38.0799,37.39,37.7394,312617.0
2020-12-31,37.6678,38.0799,37.287,37.7663,304940.0
2021-01-01,37.6678,38.0799,37.287,37.7663,304940.0
2021-01-02,37.6678,38.0799,37.287,37.7663,304940.0
2021-01-03,37.6678,38.0799,37.287,37.7663,304940.0
2021-01-04,37.1391,37.9769,36.7986,37.5692,414597.0
2021-01-05,37.5602,38.3853,37.2646,37.9903,371332.0
2021-01-06,39.1193,42.085,39.0028,41.1801,988350.0
2021-01-07,42.1567,43.0079,41.9954,42.1119,711069.0
2021-01-08,43.8322,43.8322,41.8162,42.766,987082.0
2021-01-09,43.8322,43.8322,41.8162,42.766,987082.0
2021-01-10,43.8322,43.8322,41.8162,42.766,987082.0
2021-01-11,42.0671,43.5455,42.0671,43.3663,386191.0
2021-01-12,43.7426,45.3465,43.5186,44.8805,615233.0
2021-01-13,44.4236,45.4809,44.0921,45.3465,694887.0
2021-01-14,45.7676,47.1743,45.4898,46.8069,698358.0
2021-01-15,45.7317,46.9861,45.2837,46.2156,574583.0
2021-01-16,45.7317,46.9861,45.2837,46.2156,574583.0
2021-01-17,45.7317,46.9861,45.2837,46.2156,574583.0
2021-01-18,45.7317,46.9861,45.2837,46.2156,574583.0
2021-01-19,46.7263,46.8159,45.6735,46.6188,605783.0
2021-01-20,46.7353,47.3804,45.8482,46.4306,743879.0
2021-01-21,46.3769,46.8428,43.7337,43.9935,1107249.0
2021-01-22,44.4505,45.5716,44.4505,45.4092,643134.0
2021-01-23,44.4505,45.5716,44.4505,45.4092,643134.0
2021-01-24,44.4505,45.5716,44.4505,45.4092,643134.0
2021-01-25,45.0149,45.8841,44.2736,45.6332,719094.0
2021-01-26,46.0364,46.117,44.7551,45.1404,557943.0
2021-01-27,43.9666,44.8447,42.5061,42.9452,611965.0
2021-01-28,43.5724,43.7964,42.4972,42.8556,609340.0
2021-01-29,43.0348,43.3653,41.7177,41.8879,422117.0
2021-01-30,43.0348,43.3653,41.7177,41.8879,422117.0
2021-01-31,43.0348,43.3653,41.7177,41.8879,422117.0
2021-02-01,42.2732,43.0079,41.861,42.8735,396598.0
2021-02-02,43.3842,43.6889,42.6226,43.205,545988.0
2021-02-03,43.205,43.7605,42.309,43.1513,563522.0
2021-02-04,43.429,44.6655,43.1799,44.5132,427207.0
2021-02-05,44.7999,44.7999,43.9935,44.4594,367623.0
2021-02-06,44.7999,44.7999,43.9935,44.4594,367623.0
2021-02-07,44.7999,44.7999,43.9935,44.4594,367623.0
2021-02-08,44.6852,45.6969,44.3871,45.6427,399360.0
2021-02-09,45.6246,46.3924,45.2272,46.1395,325753.0
2021-02-10,46.2569,46.7628,45.4169,45.4891,608664.0
2021-02-11,45.4891,46.3473,44.5317,44.8749,492167.0
2021-02-12,44.631,45.4259,44.613,45.1188,230175.0
2021-02-13,44.631,45.4259,44.613,45.1188,230175.0
2021-02-14,44.631,45.4259,44.613,45.1188,230175.0
2021-02-15,44.631,45.4259,44.613,45.1188,230175.0
2021-02-16,45.8324,46.0672,45.2543,45.7872,309403.0
2021-02-17,45.5072,46.1621,45.1098,45.7872,337085.0
2021-02-18,45.182,45.6969,44.4052,44.5317,383091.0
2021-02-19,45.0827,46.9073,45.0827,46.8621,472081.0
2021-02-20,45.0827,46.9073,45.0827,46.8621,472081.0
2021-02-21,45.0827,46.9073,45.0827,46.8621,472081.0
2021-02-22,46.7899,49.6804,46.7899,49.1384,864865.0
2021-02-23,49.2378,50.0507,48.4971,49.861,641719.0
2021-02-24,49.2287,51.8844,49.2287,51.7037,818188.0
2021-02-25,52.4896,52.7334,50.3578,50.5836,907018.0
2021-02-26,50.0868,51.1437,49.0661,49.9604,588496.0
2021-02-27,50.0868,51.1437,49.0661,49.9604,588496.0
2021-02-28,50.0868,51.1437,49.0661,49.9604,588496.0
2021-03-01,51.1888,52.4354,50.6559,51.8753,662723.0
2021-03-02,51.6676,52.1373,51.5953,51.794,561212.0
2021-03-03,52.4263,53.5193,51.9295,51.9928,557969.0
2021-03-04,51.8392,52.6341,50.1952,51.1798,552623.0
2021-03-05,52.4263,53.5554,51.4147,53.5283,721258.0
2021-03-06,52.4263,53.5554,51.4147,53.5283,721258.0
2021-03-07,52.4263,53.5554,51.4147,53.5283,721258.0
2021-03-08,54.1968,56.044,53.7271,54.7929,650501.0
2021-03-09,53.7,54.6936,51.9476,53.7722,551343.0
2021-03-10,53.9619,55.0368,53.849,54.9374,474336.0
2021-03-11,54.549,55.3259,53.8806,54.8291,412996.0
