,KOP US Equity,KOP US Equity,KOP US Equity,KOP US Equity,KOP US Equity
2019-03-23,25.3586,25.4128,24.0636,24.3344,233878.0
2019-03-24,25.3586,25.4128,24.0636,24.3344,233878.0
2019-03-25,24.3344,25.1026,24.2163,24.3541,208395.0
2019-03-26,24.5806,25.009,24.492,24.8761,113535.0
2019-03-27,24.7973,25.2799,24.7402,25.2109,109610.0
2019-03-28,25.3291,25.5359,25.0435,25.5162,94060.0
2019-03-29,25.4276,26.0677,25.2208,25.5851,170636.0
2019-03-30,25.4276,26.0677,25.2208,25.5851,170636.0
2019-03-31,25.4276,26.0677,25.2208,25.5851,170636.0
2019-04-01,25.8904,26.7423,25.6048,26.5207,219431.0
2019-04-02,26.5207,26.5271,25.7132,26.0185,124188.0
2019-04-03,26.2647,26.5404,25.9495,26.048,86216.0
2019-04-04,26.0283,26.6881,26.0283,26.4321,145354.0
2019-04-05,26.629,27.0919,26.4025,27.0426,122835.0
2019-04-06,26.629,27.0919,26.4025,27.0426,122835.0
2019-04-07,26.629,27.0919,26.4025,27.0426,122835.0
2019-04-08,27.082,27.2101,26.6881,27.1411,83057.0
2019-04-09,27.0033,27.0033,26.2745,26.3434,71818.0
2019-04-10,26.501,27.0623,26.1563,26.9343,89396.0
2019-04-11,26.8654,27.4661,26.5404,27.4366,86404.0
2019-04-12,27.6532,28.0471,27.535,27.5744,121489.0
2019-04-13,27.6532,28.0471,27.535,27.5744,121489.0
2019-04-14,27.6532,28.0471,27.535,27.5744,121489.0
2019-04-15,27.6532,27.6532,27.1707,27.2199,80413.0
2019-04-16,27.1214,27.4858,26.7768,27.4563,98950.0
2019-04-17,27.6434,27.8206,27.4169,27.476,113492.0
2019-04-18,27.3184,27.5744,26.8654,27.0919,81533.0
2019-04-19,27.3184,27.5744,26.8654,27.0919,81533.0
2019-04-20,27.3184,27.5744,26.8654,27.0919,81533.0
2019-04-21,27.3184,27.5744,26.8654,27.0919,81533.0
2019-04-22,27.0426,27.0426,26.3927,26.5502,64215.0
2019-04-23,26.5896,27.1805,26.3828,26.9343,107729.0
2019-04-24,26.8949,27.1805,26.5699,26.9639,65853.0
2019-04-25,26.6881,26.6881,25.7919,26.0086,59725.0
2019-04-26,25.9988,26.4321,25.4768,26.4124,64914.0
2019-04-27,25.9988,26.4321,25.4768,26.4124,64914.0
2019-04-28,25.9988,26.4321,25.4768,26.4124,64914.0
2019-04-29,26.4025,26.8555,26.2548,26.7669,55086.0
2019-04-30,26.6093,26.7768,26.1268,26.3336,88054.0
2019-05-01,26.3434,26.9195,26.1859,26.5502,201020.0
2019-05-02,26.3927,26.8161,25.7329,26.2745,113795.0
2019-05-03,28.1259,29.3471,26.9934,28.8645,209964.0
2019-05-04,28.1259,29.3471,26.9934,28.8645,209964.0
2019-05-05,28.1259,29.3471,26.9934,28.8645,209964.0
2019-05-06,28.0176,28.7857,26.7177,28.5494,170064.0
2019-05-07,28.4214,28.8941,27.6434,27.9979,270726.0
2019-05-08,28.1062,29.3471,27.8896,29.2486,244477.0
2019-05-09,28.9433,29.3175,28.3918,29.288,102863.0
2019-05-10,29.1698,29.3175,28.8054,29.2683,73250.0
2019-05-11,29.1698,29.3175,28.8054,29.2683,73250.0
2019-05-12,29.1698,29.3175,28.8054,29.2683,73250.0
2019-05-13,29.1501,29.3471,28.7562,29.2092,164770.0
2019-05-14,29.3471,29.4751,29.0221,29.2781,200488.0
2019-05-15,29.1895,29.485,28.8866,29.2781,119007.0
2019-05-16,29.544,29.6425,28.9532,29.1994,105400.0
2019-05-17,28.8547,29.1403,28.3918,28.5297,113938.0
2019-05-18,28.8547,29.1403,28.3918,28.5297,113938.0
2019-05-19,28.8547,29.1403,28.3918,28.5297,113938.0
2019-05-20,28.3032,28.4558,27.604,27.6926,69229.0
2019-05-21,28.0471,28.2441,27.8206,28.0078,86138.0
2019-05-22,27.8797,27.9782,27.1017,27.2888,78520.0
2019-05-23,26.8358,27.0525,25.8215,26.0578,119618.0
2019-05-24,26.3533,26.4124,25.7821,26.1859,76459.0
2019-05-25,26.3533,26.4124,25.7821,26.1859,76459.0
2019-05-26,26.3533,26.4124,25.7821,26.1859,76459.0
2019-05-27,26.3533,26.4124,25.7821,26.1859,76459.0
2019-05-28,26.245,26.5896,25.9889,26.5601,110906.0
2019-05-29,26.4124,26.7669,26.1071,26.5207,104294.0
2019-05-30,26.7177,27.2593,26.7177,27.0131,102211.0
2019-05-31,26.5207,26.6389,25.9889,26.2548,86801.0
2019-06-01,26.5207,26.6389,25.9889,26.2548,86801.0
2019-06-02,26.5207,26.6389,25.9889,26.2548,86801.0
2019-06-03,26.373,27.0033,26.3237,26.9343,112286.0
2019-06-04,27.3184,28.51,27.0648,28.4214,92015.0
2019-06-05,28.4115,28.4115,27.3233,27.7911,70755.0
2019-06-06,27.7222,27.9487,26.9048,27.407,63125.0
2019-06-07,27.535,28.0865,27.1904,28.0668,65199.0
2019-06-08,27.535,28.0865,27.1904,28.0668,65199.0
2019-06-09,27.535,28.0865,27.1904,28.0668,65199.0
2019-06-10,28.1062,28.4115,27.5547,27.604,91960.0
2019-06-11,27.929,29.5243,27.5449,28.8941,223462.0
2019-06-12,28.5888,28.7267,27.8699,27.9388,92202.0
2019-06-13,27.9191,28.51,27.8305,28.1456,83158.0
2019-06-14,27.9585,27.9585,26.5896,26.7374,102623.0
2019-06-15,27.9585,27.9585,26.5896,26.7374,102623.0
2019-06-16,27.9585,27.9585,26.5896,26.7374,102623.0
2019-06-17,26.6684,27.0919,26.1071,26.8654,77932.0
2019-06-18,27.082,28.3032,27.082,28.0176,90222.0
2019-06-19,27.8699,28.4312,27.3479,28.3721,104491.0
2019-06-20,28.8153,28.9039,27.7419,27.8699,80503.0
2019-06-21,27.6631,27.6729,27.2101,27.4169,134944.0
2019-06-22,27.6631,27.6729,27.2101,27.4169,134944.0
2019-06-23,27.6631,27.6729,27.2101,27.4169,134944.0
2019-06-24,27.4169,27.4858,26.3139,26.5207,107572.0
2019-06-25,26.5207,26.8851,26.0185,26.0185,101030.0
2019-06-26,26.2745,26.7374,25.8707,26.5502,129808.0
2019-06-27,26.6389,27.6926,26.5306,27.6631,86412.0
2019-06-28,27.7812,29.1994,27.604,28.9138,272197.0
2019-06-29,27.7812,29.1994,27.604,28.9138,272197.0
2019-06-30,27.7812,29.1994,27.604,28.9138,272197.0
2019-07-01,29.3471,30.0463,28.8104,29.5736,231805.0
2019-07-02,29.544,29.544,28.2441,28.7267,73479.0
2019-07-03,28.8842,29.1206,28.5592,28.9335,33519.0
2019-07-04,28.8842,29.1206,28.5592,28.9335,33519.0
2019-07-05,28.6479,29.0812,28.6479,28.8054,55959.0
2019-07-06,28.6479,29.0812,28.6479,28.8054,55959.0
2019-07-07,28.6479,29.0812,28.6479,28.8054,55959.0
2019-07-08,28.6577,28.6873,28.3032,28.4608,62455.0
2019-07-09,28.2146,28.3524,27.7222,28.0668,55417.0
2019-07-10,28.3918,28.5198,27.4957,27.7616,82865.0
2019-07-11,27.7911,27.929,26.245,26.5601,128625.0
2019-07-12,26.6783,27.5941,26.6783,27.3775,69575.0
2019-07-13,26.6783,27.5941,26.6783,27.3775,69575.0
2019-07-14,26.6783,27.5941,26.6783,27.3775,69575.0
2019-07-15,27.3479,27.3479,26.1071,26.4419,89602.0
2019-07-16,26.501,27.279,26.501,26.8851,62669.0
2019-07-17,26.8752,26.8752,26.0087,26.0578,73702.0
2019-07-18,25.9692,26.0775,25.467,25.9495,53252.0
2019-07-19,25.9495,26.4912,25.9298,25.9889,73875.0
2019-07-20,25.9495,26.4912,25.9298,25.9889,73875.0
2019-07-21,25.9495,26.4912,25.9298,25.9889,73875.0
2019-07-22,26.0283,26.2548,25.6541,25.8412,34230.0
2019-07-23,26.0381,26.4845,26.0381,26.304,61922.0
2019-07-24,26.1268,27.1313,26.1268,26.9934,54872.0
2019-07-25,26.954,27.0357,26.048,26.3237,74313.0
2019-07-26,26.3631,26.9639,26.1662,26.5798,80804.0
2019-07-27,26.3631,26.9639,26.1662,26.5798,80804.0
2019-07-28,26.3631,26.9639,26.1662,26.5798,80804.0
2019-07-29,26.4813,26.7669,26.1169,26.5207,81021.0
2019-07-30,26.176,27.7419,25.9495,27.4267,105971.0
2019-07-31,27.4267,27.9979,26.7374,26.8851,160444.0
2019-08-01,26.9343,27.6926,25.8904,26.0972,111897.0
2019-08-02,25.8707,26.0677,24.8958,25.3586,65317.0
2019-08-03,25.8707,26.0677,24.8958,25.3586,65317.0
2019-08-04,25.8707,26.0677,24.8958,25.3586,65317.0
2019-08-05,24.8564,24.8564,23.9602,24.4822,71595.0
2019-08-06,24.6988,24.6988,23.8617,24.5216,88650.0
2019-08-07,24.0685,24.3738,23.261,23.5072,134409.0
2019-08-08,24.0981,28.0078,24.0587,27.5449,150372.0
2019-08-09,27.7222,27.7616,26.5896,27.4366,117608.0
2019-08-10,27.7222,27.7616,26.5896,27.4366,117608.0
2019-08-11,27.7222,27.7616,26.5896,27.4366,117608.0
2019-08-12,27.279,27.7812,26.8358,27.6532,51882.0
2019-08-13,27.5252,28.707,27.5252,28.4805,68377.0
2019-08-14,27.86,27.86,27.0328,27.2593,92993.0
2019-08-15,27.2888,27.4858,26.8161,26.9442,55972.0
2019-08-16,27.2298,27.8305,27.2298,27.604,57199.0
2019-08-17,27.2298,27.8305,27.2298,27.604,57199.0
2019-08-18,27.2298,27.8305,27.2298,27.604,57199.0
2019-08-19,28.057,28.4903,27.407,27.5252,68667.0
2019-08-20,27.5154,27.5646,27.0426,27.1411,79264.0
2019-08-21,27.6532,27.732,26.7768,27.0623,60846.0
2019-08-22,27.2396,27.4957,26.7472,26.7571,45317.0
2019-08-23,26.5404,26.5404,25.2602,25.4276,83074.0
2019-08-24,26.5404,26.5404,25.2602,25.4276,83074.0
2019-08-25,26.5404,26.5404,25.2602,25.4276,83074.0
2019-08-26,25.8215,26.048,25.3192,25.8806,38496.0
2019-08-27,26.2745,26.3139,25.1814,25.2306,41510.0
2019-08-28,25.7624,26.1366,25.2503,25.595,54258.0
2019-08-29,26.0677,26.5404,26.0677,26.2745,40874.0
2019-08-30,26.5896,26.8654,25.8313,26.1071,48429.0
2019-08-31,26.5896,26.8654,25.8313,26.1071,48429.0
2019-09-01,26.5896,26.8654,25.8313,26.1071,48429.0
2019-09-02,26.5896,26.8654,25.8313,26.1071,48429.0
2019-09-03,25.7329,26.3927,24.8367,24.9746,84093.0
2019-09-04,25.3882,25.92,25.2208,25.8215,61982.0
2019-09-05,26.245,27.3972,26.245,26.5207,84327.0
2019-09-06,26.4518,26.5109,25.9692,26.245,31952.0
2019-09-07,26.4518,26.5109,25.9692,26.245,31952.0
2019-09-08,26.4518,26.5109,25.9692,26.245,31952.0
2019-09-09,26.373,27.7419,26.373,27.3676,82699.0
2019-09-10,27.5252,29.0418,27.5252,28.7759,108141.0
2019-09-11,29.0122,29.7509,28.7857,29.7016,134133.0
2019-09-12,29.6031,30.0364,29.0272,29.485,140888.0
2019-09-13,29.5637,29.6425,29.091,29.3865,159679.0
2019-09-14,29.5637,29.6425,29.091,29.3865,159679.0
2019-09-15,29.5637,29.6425,29.091,29.3865,159679.0
2019-09-16,29.3569,29.9478,28.8153,29.5145,220761.0
2019-09-17,29.3274,29.613,28.7464,29.416,102270.0
2019-09-18,29.3569,29.9774,29.3077,29.6622,117346.0
2019-09-19,29.6425,30.0167,29.4653,29.6031,103756.0
2019-09-20,29.544,29.8493,28.9532,29.1895,227025.0
2019-09-21,29.544,29.8493,28.9532,29.1895,227025.0
2019-09-22,29.544,29.8493,28.9532,29.1895,227025.0
2019-09-23,28.8941,29.4751,28.6971,29.1994,105220.0
2019-09-24,29.0713,29.3372,28.5642,28.6676,128000.0
2019-09-25,28.5002,29.2486,28.5002,29.0516,110135.0
2019-09-26,28.963,29.096,28.4125,28.9039,61669.0
2019-09-27,29.0516,29.0516,28.4805,28.5888,80168.0
2019-09-28,29.0516,29.0516,28.4805,28.5888,80168.0
2019-09-29,29.0516,29.0516,28.4805,28.5888,80168.0
2019-09-30,28.6479,29.1501,28.4608,28.766,136055.0
2019-10-01,29.0024,29.2585,27.3479,27.6335,88916.0
2019-10-02,27.3873,27.8206,26.9688,27.7123,93171.0
2019-10-03,27.4366,27.7123,27.1411,27.5547,113338.0
2019-10-04,27.7812,28.2047,27.407,28.1653,151051.0
2019-10-05,27.7812,28.2047,27.407,28.1653,151051.0
2019-10-06,27.7812,28.2047,27.407,28.1653,151051.0
2019-10-07,28.1752,28.7267,27.7517,28.2835,117819.0
2019-10-08,27.8305,27.8305,26.4912,26.8949,67246.0
2019-10-09,27.2101,27.2101,25.8609,26.4025,83836.0
2019-10-10,26.5306,26.7177,26.0972,26.3336,94568.0
2019-10-11,26.954,27.9487,26.7768,27.3775,107268.0
2019-10-12,26.954,27.9487,26.7768,27.3775,107268.0
2019-10-13,26.954,27.9487,26.7768,27.3775,107268.0
2019-10-14,27.2987,27.8994,26.8063,27.4858,69509.0
2019-10-15,27.6335,28.5395,27.2987,28.1259,359647.0
2019-10-16,27.9191,29.5933,27.9191,28.8941,209411.0
2019-10-17,29.1206,29.869,28.9827,29.5342,201606.0
2019-10-18,29.3274,29.869,29.16,29.3077,113851.0
2019-10-19,29.3274,29.869,29.16,29.3077,113851.0
2019-10-20,29.3274,29.869,29.16,29.3077,113851.0
2019-10-21,29.741,30.5288,29.741,30.1054,119941.0
2019-10-22,29.869,30.0167,28.9926,29.8493,152791.0
2019-10-23,29.9577,30.0364,29.4751,29.8986,114069.0
2019-10-24,30.2137,30.2137,29.4948,29.5539,126811.0
2019-10-25,29.5047,30.9031,29.5047,30.6667,190556.0
2019-10-26,29.5047,30.9031,29.5047,30.6667,190556.0
2019-10-27,29.5047,30.9031,29.5047,30.6667,190556.0
2019-10-28,30.9622,31.5038,30.6273,31.2281,276411.0
2019-10-29,31.0114,32.0651,30.8658,31.7992,157048.0
2019-10-30,32.0651,32.1045,31.297,31.6909,127594.0
2019-10-31,31.6318,31.6614,30.8053,31.6121,149517.0
2019-11-01,31.7598,32.9121,31.7598,32.8924,123425.0
2019-11-02,31.7598,32.9121,31.7598,32.8924,123425.0
2019-11-03,31.7598,32.9121,31.7598,32.8924,123425.0
2019-11-04,33.237,34.0938,33.0105,34.0052,177667.0
2019-11-05,34.0446,34.5074,33.7491,34.4779,256379.0
2019-11-06,34.468,34.7536,33.6901,34.1529,183768.0
2019-11-07,34.468,40.1011,34.468,40.0913,391821.0
2019-11-08,40.4753,44.0699,40.4753,43.1441,350876.0
2019-11-09,40.4753,44.0699,40.4753,43.1441,350876.0
2019-11-10,40.4753,44.0699,40.4753,43.1441,350876.0
2019-11-11,42.0904,42.2972,40.8003,41.7851,303177.0
2019-11-12,41.9525,43.3116,41.0022,41.7359,221811.0
2019-11-13,41.6079,42.0362,40.495,41.5586,436410.0
2019-11-14,41.4207,41.6473,40.4163,41.0268,185125.0
2019-11-15,41.3617,41.47,40.6723,41.0367,128124.0
2019-11-16,41.3617,41.47,40.6723,41.0367,128124.0
2019-11-17,41.3617,41.47,40.6723,41.0367,128124.0
2019-11-18,40.7806,41.145,39.7269,39.8943,205937.0
2019-11-19,40.17,40.3769,39.136,39.7072,115821.0
2019-11-20,39.4216,39.5099,37.7031,37.9444,212706.0
2019-11-21,37.9641,38.166,37.4618,37.6194,185905.0
2019-11-22,37.7277,37.9936,37.3141,37.4323,121083.0
2019-11-23,37.7277,37.9936,37.3141,37.4323,121083.0
2019-11-24,37.7277,37.9936,37.3141,37.4323,121083.0
2019-11-25,37.7376,38.2004,37.5505,37.8755,142318.0
2019-11-26,37.8952,38.1315,37.0384,37.0975,104109.0
2019-11-27,37.1664,37.3535,36.5854,36.9399,139379.0
2019-11-28,37.1664,37.3535,36.5854,36.9399,139379.0
2019-11-29,36.7626,36.7725,36.1324,36.4869,82407.0
2019-11-30,36.7626,36.7725,36.1324,36.4869,82407.0
2019-12-01,36.7626,36.7725,36.1324,36.4869,82407.0
2019-12-02,36.6149,36.9801,35.6203,35.7483,197730.0
2019-12-03,35.1476,35.7089,34.7438,35.571,161853.0
2019-12-04,35.7877,36.2702,35.5218,35.9256,179704.0
2019-12-05,35.896,36.7232,35.5513,36.7035,151121.0
2019-12-06,37.1073,37.1861,36.3983,36.7134,206188.0
2019-12-07,37.1073,37.1861,36.3983,36.7134,206188.0
2019-12-08,37.1073,37.1861,36.3983,36.7134,206188.0
2019-12-09,36.5558,36.9301,36.2998,36.2998,119771.0
2019-12-10,36.0733,36.8119,35.7877,36.5952,149190.0
2019-12-11,36.4869,37.6293,36.4721,37.1664,194376.0
2019-12-12,37.1073,38.2694,36.1176,38.0232,139958.0
2019-12-13,37.7376,37.7967,36.7085,37.0285,157092.0
2019-12-14,37.7376,37.7967,36.7085,37.0285,157092.0
2019-12-15,37.7376,37.7967,36.7085,37.0285,157092.0
2019-12-16,37.4225,37.6785,36.1521,36.2899,276365.0
2019-12-17,36.1225,37.2452,36.1225,37.0187,148952.0
2019-12-18,37.0187,37.3634,36.5657,37.2452,129163.0
2019-12-19,37.0679,37.452,36.6839,37.2944,147551.0
2019-12-20,37.5012,38.6042,37.2747,38.1315,878289.0
2019-12-21,37.5012,38.6042,37.2747,38.1315,878289.0
2019-12-22,37.5012,38.6042,37.2747,38.1315,878289.0
2019-12-23,37.9739,39.008,37.5406,38.5451,149181.0
2019-12-24,38.5747,38.7716,38.1118,38.5254,70702.0
2019-12-25,38.5747,38.7716,38.1118,38.5254,70702.0
2019-12-26,38.4565,38.9095,38.2694,38.3383,82307.0
2019-12-27,38.2694,38.5353,37.6194,37.6785,104990.0
2019-12-28,38.2694,38.5353,37.6194,37.6785,104990.0
2019-12-29,38.2694,38.5353,37.6194,37.6785,104990.0
2019-12-30,37.7179,38.1118,37.1467,37.7474,158715.0
2019-12-31,37.6096,38.0823,37.3732,37.6391,151000.0
2020-01-01,37.6096,38.0823,37.3732,37.6391,151000.0
2020-01-02,38.1315,38.2694,37.127,37.3141,93772.0
2020-01-03,36.7922,37.2058,36.5755,37.0778,138689.0
2020-01-04,36.7922,37.2058,36.5755,37.0778,138689.0
2020-01-05,36.7922,37.2058,36.5755,37.0778,138689.0
2020-01-06,36.2998,36.5804,34.8029,35.118,174357.0
2020-01-07,34.8915,35.4529,34.6355,35.1082,137823.0
2020-01-08,35.187,35.4529,33.6901,33.7491,179600.0
2020-01-09,33.9264,34.1041,33.2863,33.4931,114036.0
2020-01-10,33.5325,33.5325,32.7939,32.8234,134666.0
2020-01-11,33.5325,33.5325,32.7939,32.8234,134666.0
2020-01-12,33.5325,33.5325,32.7939,32.8234,134666.0
2020-01-13,32.9022,33.4636,32.5477,33.4045,102047.0
2020-01-14,33.3355,33.9658,33.2075,33.7885,156496.0
2020-01-15,33.631,34.2908,33.631,34.2218,159203.0
2020-01-16,34.4484,35.2017,34.3991,34.4582,199336.0
2020-01-17,34.5961,34.6059,33.9461,34.212,93431.0
2020-01-18,34.5961,34.6059,33.9461,34.212,93431.0
2020-01-19,34.5961,34.6059,33.9461,34.212,93431.0
2020-01-20,34.5961,34.6059,33.9461,34.212,93431.0
2020-01-21,33.9855,34.1234,33.4636,33.5128,133542.0
2020-01-22,33.562,33.562,32.5083,32.7545,80115.0
2020-01-23,32.3803,32.7643,31.7106,32.7151,112007.0
2020-01-24,32.7151,32.7545,32.0848,32.2719,101418.0
2020-01-25,32.7151,32.7545,32.0848,32.2719,101418.0
2020-01-26,32.7151,32.7545,32.0848,32.2719,101418.0
2020-01-27,31.3364,32.0651,30.8637,31.7008,100376.0
2020-01-28,31.9568,32.3409,31.6614,32.0454,81582.0
2020-01-29,32.0454,32.4984,31.8091,32.2424,228580.0
2020-01-30,31.7992,32.2818,31.4743,32.2227,98495.0
2020-01-31,31.947,32.0651,30.6766,30.9031,189547.0
2020-02-01,31.947,32.0651,30.6766,30.9031,189547.0
2020-02-02,31.947,32.0651,30.6766,30.9031,189547.0
2020-02-03,31.1985,31.7401,31.105,31.3758,94020.0
2020-02-04,31.9863,32.7151,31.8288,32.1439,100323.0
2020-02-05,32.6166,33.1681,32.3293,33.1287,71860.0
2020-02-06,33.2863,33.3552,32.5083,32.7545,76459.0
2020-02-07,32.3901,32.4295,31.7106,32.3212,79702.0
2020-02-08,32.3901,32.4295,31.7106,32.3212,79702.0
2020-02-09,32.3901,32.4295,31.7106,32.3212,79702.0
2020-02-10,32.203,32.9318,32.0553,32.4984,88133.0
2020-02-11,32.656,33.956,32.656,33.6507,97088.0
2020-02-12,34.0938,34.7093,33.7787,34.5862,119183.0
2020-02-13,34.4188,34.6946,33.887,34.0446,96592.0
2020-02-14,33.956,34.3499,33.5916,34.015,77349.0
2020-02-15,33.956,34.3499,33.5916,34.015,77349.0
2020-02-16,33.956,34.3499,33.5916,34.015,77349.0
2020-02-17,33.956,34.3499,33.5916,34.015,77349.0
2020-02-18,33.5325,33.8575,27.2741,27.7812,417638.0
2020-02-19,27.7812,28.6676,27.2101,28.2343,207568.0
2020-02-20,28.313,29.1994,28.1752,28.7759,95306.0
2020-02-21,28.5986,28.7562,28.0078,28.254,102450.0
2020-02-22,28.5986,28.7562,28.0078,28.254,102450.0
2020-02-23,28.5986,28.7562,28.0078,28.254,102450.0
2020-02-24,27.1608,27.1608,26.373,26.7669,146168.0
2020-02-25,26.7374,26.7374,24.8564,25.1223,339253.0
2020-02-26,25.142,25.142,22.8769,23.2118,150537.0
2020-02-27,22.4042,22.4042,19.5188,19.6763,292874.0
2020-02-28,18.8983,21.577,18.7506,21.5278,363964.0
2020-02-29,18.8983,21.577,18.7506,21.5278,363964.0
2020-03-01,18.8983,21.577,18.7506,21.5278,363964.0
2020-03-02,21.577,21.8527,18.7408,19.7256,309719.0
2020-03-03,19.7847,20.5627,19.2037,19.3317,213434.0
2020-03-04,19.7256,20.0801,18.7329,20.0604,273227.0
2020-03-05,19.6271,19.8142,19.2233,19.5779,312451.0
2020-03-06,18.987,19.0953,17.6969,18.1302,200093.0
2020-03-07,18.987,19.0953,17.6969,18.1302,200093.0
2020-03-08,18.987,19.0953,17.6969,18.1302,200093.0
2020-03-09,16.653,17.5984,16.072,16.0818,176594.0
2020-03-10,16.7318,16.7318,14.9197,16.1212,184724.0
2020-03-11,15.3432,16.0326,14.5849,15.1167,290171.0
2020-03-12,13.9152,14.3683,12.8123,12.8418,193259.0
2020-03-13,13.8857,13.8955,12.5661,13.8759,296334.0
2020-03-14,13.8857,13.8955,12.5661,13.8759,296334.0
