,SPGI US Equity,SPGI US Equity,SPGI US Equity,SPGI US Equity,SPGI US Equity
2021-08-27,429.312,431.053,426.413,428.588,838417.0
2021-08-28,429.312,431.053,426.413,428.588,838417.0
2021-08-29,429.312,431.053,426.413,428.588,838417.0
2021-08-30,430.671,436.372,428.296,434.231,908793.0
2021-08-31,434.583,436.734,433.067,433.986,994371.0
2021-09-01,435.482,440.489,432.211,438.68,961349.0
2021-09-02,441.535,443.549,436.206,439.443,845361.0
2021-09-03,439.521,444.097,437.751,442.063,997356.0
2021-09-04,439.521,444.097,437.751,442.063,997356.0
2021-09-05,439.521,444.097,437.751,442.063,997356.0
2021-09-06,439.521,444.097,437.751,442.063,997356.0
2021-09-07,441.76,442.278,433.223,436.822,964215.0
2021-09-08,437.604,441.887,435.707,440.626,1010793.0
2021-09-09,443.96,446.512,440.117,441.388,1078992.0
2021-09-10,442.19,444.948,439.345,440.264,972083.0
2021-09-11,442.19,444.948,439.345,440.264,972083.0
2021-09-12,442.19,444.948,439.345,440.264,972083.0
2021-09-13,443.774,446.473,433.996,439.462,1365628.0
2021-09-14,439.716,445.065,439.345,441.584,801696.0
2021-09-15,443.931,444.117,438.621,442.132,891949.0
2021-09-16,441.828,444.972,441.34,443.989,1119971.0
2021-09-17,442.132,443.755,435.179,436.529,1482723.0
2021-09-18,442.132,443.755,435.179,436.529,1482723.0
2021-09-19,442.132,443.755,435.179,436.529,1482723.0
2021-09-20,430.847,435.688,429.566,435.013,1088208.0
2021-09-21,437.233,438.074,433.83,435.336,743919.0
2021-09-22,439.032,439.032,431.669,435.766,1103765.0
2021-09-23,438.386,445.31,438.142,441.662,1092356.0
2021-09-24,439.931,443.1,439.188,443.041,552731.0
2021-09-25,439.931,443.1,439.188,443.041,552731.0
2021-09-26,439.931,443.1,439.188,443.041,552731.0
2021-09-27,441.408,441.584,431.747,435.463,780936.0
2021-09-28,428.94,432.216,410.723,416.669,1940242.0
2021-09-29,419.495,421.499,414.928,417.167,1145355.0
2021-09-30,419.827,423.22,415.172,415.476,1248875.0
2021-10-01,416.59,420.218,411.672,418.869,1262303.0
2021-10-02,416.59,420.218,411.672,418.869,1262303.0
2021-10-03,416.59,420.218,411.672,418.869,1262303.0
2021-10-04,416.981,418.913,405.741,406.636,1160000.0
2021-10-05,410.371,418.712,407.971,415.71,1194277.0
2021-10-06,411.779,418.82,409.521,418.282,854198.0
2021-10-07,422.819,427.029,422.047,423.21,752223.0
2021-10-08,422.232,422.682,416.737,420.199,590986.0
2021-10-09,422.232,422.682,416.737,420.199,590986.0
2021-10-10,422.232,422.682,416.737,420.199,590986.0
2021-10-11,418.311,424.843,416.737,418.996,653882.0
2021-10-12,421.88,425.244,416.708,421.128,1423457.0
2021-10-13,423.406,423.895,415.133,420.893,1271375.0
2021-10-14,425.792,436.108,424.276,431.991,1436708.0
2021-10-15,435.873,436.587,432.832,434.084,953557.0
2021-10-16,435.873,436.587,432.832,434.084,953557.0
2021-10-17,435.873,436.587,432.832,434.084,953557.0
2021-10-18,434.172,438.426,432.246,437.937,836179.0
2021-10-19,439.931,443.095,437.096,441.095,1042284.0
2021-10-20,442.034,442.963,426.232,430.798,1519419.0
2021-10-21,430.779,436.167,427.151,435.57,961444.0
2021-10-22,436.186,441.203,434.015,440.508,1349684.0
2021-10-23,436.186,441.203,434.015,440.508,1349684.0
2021-10-24,436.186,441.203,434.015,440.508,1349684.0
2021-10-25,440.166,440.841,433.879,437.457,1148477.0
2021-10-26,443.96,460.378,442.743,454.325,2318765.0
2021-10-27,454.971,459.791,452.106,452.35,1251812.0
2021-10-28,450.355,464.719,450.355,459.107,1830589.0
2021-10-29,457.621,465.121,455.812,463.654,1588507.0
2021-10-30,457.621,465.121,455.812,463.654,1588507.0
2021-10-31,457.621,465.121,455.812,463.654,1588507.0
2021-11-01,463.615,465.619,447.617,452.917,1225369.0
2021-11-02,454.335,459.014,450.262,450.962,936175.0
2021-11-03,448.096,450.756,442.464,444.967,1661951.0
2021-11-04,445.437,455.675,444.918,452.497,1438566.0
2021-11-05,456.75,457.621,448.39,450.091,1158352.0
2021-11-06,456.75,457.621,448.39,450.091,1158352.0
2021-11-07,456.75,457.621,448.39,450.091,1158352.0
2021-11-08,453.856,455.401,448.385,451.431,1027216.0
2021-11-09,452.771,454.438,449.681,451.744,952030.0
2021-11-10,449.465,450.917,440.225,444.146,1011008.0
2021-11-11,446.669,447.187,441.027,441.516,741130.0
2021-11-12,442.21,445.231,438.856,443.315,1842721.0
2021-11-13,442.21,445.231,438.856,443.315,1842721.0
2021-11-14,442.21,445.231,438.856,443.315,1842721.0
2021-11-15,443.452,453.783,439.922,449.104,2115824.0
2021-11-16,448.654,461.698,448.155,459.948,1538321.0
2021-11-17,456.653,458.55,441.32,455.186,1680247.0
2021-11-18,458.07,458.608,450.653,453.651,2835661.0
2021-11-19,457.053,458.608,448.986,451.089,1585358.0
2021-11-20,457.053,458.608,448.986,451.089,1585358.0
2021-11-21,457.053,458.608,448.986,451.089,1585358.0
2021-11-22,453.954,455.763,447.637,447.979,1190858.0
2021-11-23,444.312,448.83,441.496,448.184,1219344.0
2021-11-24,446.539,454.972,445.829,454.022,905516.0
2021-11-25,446.539,454.972,445.829,454.022,905516.0
2021-11-26,448.459,453.751,443.796,445.207,833944.0
2021-11-27,448.459,453.751,443.796,445.207,833944.0
2021-11-28,448.459,453.751,443.796,445.207,833944.0
2021-11-29,450.271,457.519,448.517,455.393,1489163.0
2021-11-30,451.005,457.176,445.07,446.382,1865939.0
2021-12-01,451.593,453.033,439.516,439.849,1436808.0
2021-12-02,438.85,453.091,438.762,451.515,1369652.0
2021-12-03,453.199,455.941,436.196,446.47,1488534.0
2021-12-04,453.199,455.941,436.196,446.47,1488534.0
2021-12-05,453.199,455.941,436.196,446.47,1488534.0
2021-12-06,450.751,450.751,442.347,447.166,1250822.0
2021-12-07,457.137,460.937,453.567,460.81,1093616.0
2021-12-08,461.682,463.7,459.223,463.298,998575.0
2021-12-09,461.672,462.348,457.754,458.067,931019.0
2021-12-10,460.173,464.14,455.766,463.954,904299.0
2021-12-11,460.173,464.14,455.766,463.954,904299.0
2021-12-12,460.173,464.14,455.766,463.954,904299.0
2021-12-13,465.384,471.726,463.376,469.038,1449465.0
2021-12-14,466.011,468.225,455.305,460.693,1440345.0
2021-12-15,461.701,469.694,460.007,469.145,1093332.0
2021-12-16,471.046,474.278,461.824,467.049,1377423.0
2021-12-17,465.678,465.805,455.31,458.048,2355503.0
2021-12-18,465.678,465.805,455.31,458.048,2355503.0
2021-12-19,465.678,465.805,455.31,458.048,2355503.0
2021-12-20,452.876,452.876,444.688,450.898,1675349.0
2021-12-21,455.178,461.241,453.547,460.839,717273.0
2021-12-22,461.31,463.984,458.988,463.553,814671.0
2021-12-23,464.581,467.627,463.758,464.023,1342569.0
2021-12-24,464.581,467.627,463.758,464.023,1342569.0
2021-12-25,464.581,467.627,463.758,464.023,1342569.0
2021-12-26,464.581,467.627,463.758,464.023,1342569.0
2021-12-27,468.43,470.414,462.818,468.293,850738.0
2021-12-28,468.812,471.565,464.777,465.355,717583.0
2021-12-29,466.158,467.691,462.661,464.816,709360.0
2021-12-30,465.198,467.0,460.408,460.83,820420.0
2021-12-31,459.948,464.209,459.4,462.25,842802.0
2022-01-01,459.948,464.209,459.4,462.25,842802.0
2022-01-02,459.948,464.209,459.4,462.25,842802.0
2022-01-03,463.131,463.131,448.85,451.642,1282387.0
2022-01-04,455.482,455.482,447.586,450.388,1215234.0
2022-01-05,451.769,453.65,446.069,446.412,1316057.0
2022-01-06,444.423,445.623,437.386,442.69,1452603.0
2022-01-07,440.848,442.807,436.979,437.586,1086373.0
2022-01-08,440.848,442.807,436.979,437.586,1086373.0
2022-01-09,440.848,442.807,436.979,437.586,1086373.0
2022-01-10,430.093,433.335,419.534,426.459,2357484.0
2022-01-11,426.459,432.121,422.061,431.974,1497254.0
2022-01-12,434.432,441.348,433.492,438.654,1910399.0
2022-01-13,438.644,440.838,425.784,427.321,1158011.0
2022-01-14,424.256,425.583,418.516,423.492,1400673.0
2022-01-15,424.256,425.583,418.516,423.492,1400673.0
2022-01-16,424.256,425.583,418.516,423.492,1400673.0
2022-01-17,424.256,425.583,418.516,423.492,1400673.0
2022-01-18,417.468,418.927,412.012,415.45,1483079.0
2022-01-19,418.663,425.857,413.804,414.275,1535321.0
2022-01-20,416.567,422.59,407.878,409.407,1284152.0
2022-01-21,410.445,416.488,405.851,408.378,1634294.0
2022-01-22,410.445,416.488,405.851,408.378,1634294.0
2022-01-23,410.445,416.488,405.851,408.378,1634294.0
2022-01-24,401.081,410.259,392.468,409.377,1861436.0
2022-01-25,402.139,404.636,390.835,391.335,2498494.0
2022-01-26,394.871,399.151,386.124,389.386,2119699.0
2022-01-27,395.439,401.639,385.027,386.976,1716684.0
2022-01-28,387.123,398.377,382.931,398.28,1701136.0
2022-01-29,387.123,398.377,382.931,398.28,1701136.0
2022-01-30,387.123,398.377,382.931,398.28,1701136.0
2022-01-31,398.309,406.987,397.153,406.703,1788220.0
2022-02-01,409.867,410.797,400.826,408.897,1457600.0
2022-02-02,412.658,414.725,408.936,413.413,1640608.0
2022-02-03,409.426,411.219,403.745,404.676,1226762.0
2022-02-04,401.002,411.395,399.964,405.89,1370767.0
2022-02-05,401.002,411.395,399.964,405.89,1370767.0
2022-02-06,401.002,411.395,399.964,405.89,1370767.0
2022-02-07,405.596,409.083,395.615,396.938,1471295.0
2022-02-08,393.108,394.812,383.715,391.58,2887766.0
2022-02-09,395.27,402.463,393.808,399.706,2351265.0
2022-02-10,391.894,399.112,386.781,389.067,2420547.0
2022-02-11,387.644,389.99,379.057,380.441,2731867.0
2022-02-12,387.644,389.99,379.057,380.441,2731867.0
2022-02-13,387.644,389.99,379.057,380.441,2731867.0
2022-02-14,379.303,381.736,368.459,373.621,3156694.0
2022-02-15,380.049,382.738,375.681,378.194,1430583.0
2022-02-16,377.252,382.041,373.522,379.352,1813065.0
2022-02-17,379.617,380.794,373.817,374.386,1224809.0
2022-02-18,375.367,376.349,369.46,371.619,1253553.0
2022-02-19,375.367,376.349,369.46,371.619,1253553.0
2022-02-20,375.367,376.349,369.46,371.619,1253553.0
2022-02-21,375.367,376.349,369.46,371.619,1253553.0
2022-02-22,369.361,377.144,369.047,373.169,1648523.0
2022-02-23,376.771,377.595,365.819,366.417,1766791.0
2022-02-24,357.487,376.575,356.77,374.573,1895373.0
2022-02-25,370.833,377.33,364.091,373.797,8122171.0
2022-02-26,370.833,377.33,364.091,373.797,8122171.0
2022-02-27,370.833,377.33,364.091,373.797,8122171.0
2022-02-28,371.942,382.227,365.2,368.704,5249949.0
2022-03-01,370.961,388.901,369.175,383.307,9770491.0
2022-03-02,386.663,398.989,384.681,391.688,5798528.0
2022-03-03,391.334,401.187,383.866,393.042,4359843.0
2022-03-04,392.434,400.765,389.862,399.961,3580544.0
2022-03-05,392.434,400.765,389.862,399.961,3580544.0
2022-03-06,392.434,400.765,389.862,399.961,3580544.0
2022-03-07,399.254,400.392,377.512,378.459,4221979.0
2022-03-08,377.001,388.41,373.395,380.902,3693915.0
2022-03-09,393.925,394.622,383.699,384.219,3034286.0
2022-03-10,374.18,378.557,366.878,375.623,2767338.0
2022-03-11,377.831,381.408,372.217,372.61,2252080.0
2022-03-12,377.831,381.408,372.217,372.61,2252080.0
2022-03-13,377.831,381.408,372.217,372.61,2252080.0
2022-03-14,376.388,379.146,366.231,369.98,2558070.0
2022-03-15,373.866,381.128,368.429,380.176,1977228.0
2022-03-16,382.659,389.009,376.918,384.926,2092213.0
2022-03-17,384.21,395.466,384.21,395.162,2393741.0
2022-03-18,396.644,404.328,395.937,402.306,2858172.0
2022-03-19,396.644,404.328,395.937,402.306,2858172.0
2022-03-20,396.644,404.328,395.937,402.306,2858172.0
2022-03-21,398.037,400.393,394.377,397.223,2207918.0
2022-03-22,398.891,408.774,397.988,406.565,2336366.0
2022-03-23,403.994,405.177,397.291,398.155,2145205.0
2022-03-24,401.982,402.974,398.43,400.079,2066784.0
2022-03-25,401.335,406.143,400.294,405.771,2033299.0
2022-03-26,401.335,406.143,400.294,405.771,2033299.0
2022-03-27,401.335,406.143,400.294,405.771,2033299.0
2022-03-28,406.634,409.833,402.591,406.781,2529935.0
2022-03-29,411.983,412.984,407.243,409.676,1527047.0
2022-03-30,408.636,411.61,407.93,411.148,2096129.0
2022-03-31,414.632,415.658,402.532,402.542,2414864.0
2022-04-01,402.346,404.519,398.086,400.285,1721945.0
2022-04-02,402.346,404.519,398.086,400.285,1721945.0
2022-04-03,402.346,404.519,398.086,400.285,1721945.0
2022-04-04,402.336,409.598,400.461,406.585,1620577.0
2022-04-05,404.259,408.234,402.517,404.21,1263678.0
2022-04-06,399.941,405.309,398.685,403.229,1558259.0
2022-04-07,401.678,408.607,400.481,407.262,2172669.0
2022-04-08,406.33,408.077,403.121,405.398,1061931.0
2022-04-09,406.33,408.077,403.121,405.398,1061931.0
2022-04-10,406.33,408.077,403.121,405.398,1061931.0
2022-04-11,403.572,404.75,393.994,398.057,1466527.0
2022-04-12,398.4,399.352,388.709,389.911,2226211.0
2022-04-13,388.626,391.472,383.483,388.93,2458283.0
2022-04-14,390.795,392.718,379.793,380.372,2404958.0
2022-04-15,390.795,392.718,379.793,380.372,2404958.0
2022-04-16,390.795,392.718,379.793,380.372,2404958.0
2022-04-17,390.795,392.718,379.793,380.372,2404958.0
2022-04-18,379.293,384.298,378.684,383.287,1212518.0
2022-04-19,384.043,389.715,382.541,387.988,1869633.0
2022-04-20,390.392,395.265,389.352,389.853,1768639.0
2022-04-21,391.796,395.967,381.992,383.552,1538070.0
2022-04-22,381.283,382.267,372.256,372.59,1749263.0
2022-04-23,381.283,382.267,372.256,372.59,1749263.0
2022-04-24,381.283,382.267,372.256,372.59,1749263.0
2022-04-25,370.225,374.298,366.721,374.121,2197753.0
2022-04-26,373.169,377.05,367.732,368.508,1688501.0
2022-04-27,369.744,377.566,369.744,373.552,1930679.0
2022-04-28,377.487,381.952,372.737,379.352,1690122.0
2022-04-29,375.21,380.049,368.375,369.489,2103126.0
2022-04-30,375.21,380.049,368.375,369.489,2103126.0
2022-05-01,375.21,380.049,368.375,369.489,2103126.0
2022-05-02,357.222,364.715,353.561,360.48,3849986.0
2022-05-03,360.215,365.083,350.303,352.933,2767092.0
2022-05-04,350.156,358.174,341.196,357.536,3722257.0
2022-05-05,353.512,353.699,337.575,340.44,4252202.0
2022-05-06,340.362,340.362,331.672,339.321,3353760.0
2022-05-07,340.362,340.362,331.672,339.321,3353760.0
2022-05-08,340.362,340.362,331.672,339.321,3353760.0
2022-05-09,331.117,336.142,321.809,322.648,4154891.0
2022-05-10,327.515,330.087,316.661,321.882,2959611.0
2022-05-11,318.673,327.937,317.054,319.743,2987956.0
2022-05-12,316.956,326.083,316.2,323.521,3251300.0
2022-05-13,329.056,334.719,326.367,330.577,2811745.0
2022-05-14,329.056,334.719,326.367,330.577,2811745.0
2022-05-15,329.056,334.719,326.367,330.577,2811745.0
2022-05-16,327.133,331.289,324.748,329.115,2588057.0
2022-05-17,335.828,336.338,329.478,332.962,2149352.0
2022-05-18,326.22,329.341,323.256,323.973,2527676.0
2022-05-19,320.381,328.938,318.811,325.886,2581840.0
2022-05-20,330.263,336.485,327.81,336.044,3425752.0
2022-05-21,330.263,336.485,327.81,336.044,3425752.0
2022-05-22,330.263,336.485,327.81,336.044,3425752.0
2022-05-23,337.162,346.77,335.906,343.993,2753306.0
2022-05-24,340.489,345.691,338.899,344.336,2049270.0
2022-05-25,343.316,345.779,339.449,341.186,2830160.0
2022-05-26,343.97,348.623,341.885,346.754,2048025.0
2022-05-27,348.505,355.382,348.505,354.792,2177787.0
2022-05-28,348.505,355.382,348.505,354.792,2177787.0
2022-05-29,348.505,355.382,348.505,354.792,2177787.0
2022-05-30,348.505,355.382,348.505,354.792,2177787.0
2022-05-31,350.689,352.352,343.134,343.813,9048906.0
2022-06-01,307.934,340.97,306.813,326.626,7792637.0
2022-06-02,325.721,337.674,325.721,337.477,2609644.0
2022-06-03,330.974,333.237,326.449,330.482,2275976.0
2022-06-04,330.974,333.237,326.449,330.482,2275976.0
2022-06-05,330.974,333.237,326.449,330.482,2275976.0
2022-06-06,331.358,338.804,331.358,333.149,1815800.0
2022-06-07,333.64,339.996,332.686,338.874,1904709.0
2022-06-08,336.169,339.627,332.312,333.198,1620789.0
2022-06-09,332.942,337.084,330.827,330.974,1759373.0
2022-06-10,325.701,331.073,323.193,327.364,2505143.0
2022-06-11,325.701,331.073,323.193,327.364,2505143.0
2022-06-12,325.701,331.073,323.193,327.364,2505143.0
2022-06-13,320.871,323.773,316.247,317.133,3357348.0
2022-06-14,314.732,317.275,308.997,312.282,2848989.0
2022-06-15,314.752,321.156,312.41,316.129,2489633.0
2022-06-16,308.367,311.712,307.196,310.905,2692492.0
2022-06-17,308.367,318.323,308.367,314.742,4856078.0
2022-06-18,308.367,318.323,308.367,314.742,4856078.0
2022-06-19,308.367,318.323,308.367,314.742,4856078.0
2022-06-20,308.367,318.323,308.367,314.742,4856078.0
2022-06-21,317.605,321.363,313.227,314.83,3614525.0
2022-06-22,312.538,323.207,311.486,319.897,2001450.0
2022-06-23,321.865,329.145,321.461,328.328,2082923.0
2022-06-24,330.837,336.592,328.338,336.12,4890256.0
2022-06-25,330.837,336.592,328.338,336.12,4890256.0
2022-06-26,330.837,336.592,328.338,336.12,4890256.0
2022-06-27,336.897,337.694,331.791,334.949,1728616.0
2022-06-28,334.752,338.422,326.144,327.305,1963868.0
2022-06-29,327.315,332.873,326.97,329.322,1745089.0
2022-06-30,328.112,334.28,326.439,331.594,2153517.0
2022-07-01,331.269,338.284,329.017,337.762,1912522.0
2022-07-02,331.269,338.284,329.017,337.762,1912522.0
2022-07-03,331.269,338.284,329.017,337.762,1912522.0
2022-07-04,331.269,338.284,329.017,337.762,1912522.0
2022-07-05,332.785,339.15,331.269,338.736,2051005.0
2022-07-06,341.127,345.967,338.648,343.36,1757459.0
2022-07-07,339.405,346.626,339.405,346.125,1611441.0
2022-07-08,343.518,350.098,343.508,346.764,1606948.0
2022-07-09,343.518,350.098,343.508,346.764,1606948.0
2022-07-10,343.518,350.098,343.508,346.764,1606948.0
2022-07-11,348.328,350.591,342.986,345.908,1502681.0
2022-07-12,344.167,348.653,338.55,340.438,1664436.0
2022-07-13,335.756,338.549,333.886,336.474,2491844.0
2022-07-14,333.099,341.786,331.073,339.573,1505904.0
2022-07-15,343.813,346.203,342.128,343.783,1750538.0
2022-07-16,343.813,346.203,342.128,343.783,1750538.0
2022-07-17,343.813,346.203,342.128,343.783,1750538.0
2022-07-18,345.574,349.292,339.061,339.76,1709717.0
2022-07-19,344.088,351.742,342.977,351.349,1785953.0
2022-07-20,352.244,356.189,351.083,352.785,1366595.0
2022-07-21,352.195,356.046,350.906,355.756,1794664.0
2022-07-22,357.773,358.392,353.916,356.071,1714929.0
2022-07-23,357.773,358.392,353.916,356.071,1714929.0
2022-07-24,357.773,358.392,353.916,356.071,1714929.0
2022-07-25,354.664,354.664,346.075,348.289,2110975.0
2022-07-26,344.305,354.556,344.177,350.345,2151211.0
2022-07-27,350.493,356.887,349.961,355.067,1627082.0
2022-07-28,358.53,369.775,356.012,368.516,1741187.0
2022-07-29,367.542,372.352,366.794,370.818,1902107.0
2022-07-30,367.542,372.352,366.794,370.818,1902107.0
2022-07-31,367.542,372.352,366.794,370.818,1902107.0
2022-08-01,367.355,370.886,365.928,369.981,1418468.0
2022-08-02,364.0,369.401,357.546,363.784,2014099.0
2022-08-03,363.016,365.948,357.291,362.19,1568168.0
2022-08-04,360.35,372.603,360.35,371.772,1973157.0
2022-08-05,367.109,370.955,363.38,370.542,977925.0
2022-08-06,367.109,370.955,363.38,370.542,977925.0
2022-08-07,367.109,370.955,363.38,370.542,977925.0
2022-08-08,373.838,374.162,368.161,371.988,872825.0
2022-08-09,372.264,373.808,368.033,370.975,1174687.0
2022-08-10,376.563,388.585,376.563,386.824,2141219.0
2022-08-11,388.654,388.87,379.426,379.908,1467683.0
2022-08-12,382.17,386.115,379.868,385.565,1257609.0
2022-08-13,382.17,386.115,379.868,385.565,1257609.0
2022-08-14,382.17,386.115,379.868,385.565,1257609.0
2022-08-15,384.482,389.377,383.636,384.748,1471917.0
2022-08-16,381.895,384.227,380.124,382.466,1381724.0
2022-08-17,377.537,384.236,376.701,381.442,1078107.0
2022-08-18,380.341,382.544,379.947,381.098,1633156.0
2022-08-19,377.793,378.53,372.608,373.759,2565693.0
2022-08-20,377.793,378.53,372.608,373.759,2565693.0
2022-08-21,377.793,378.53,372.608,373.759,2565693.0
2022-08-22,369.096,372.293,368.112,370.345,1189927.0
2022-08-23,368.889,369.903,365.781,366.755,2256849.0
2022-08-24,366.892,370.611,365.958,369.617,1777860.0
2022-08-25,369.479,374.37,366.423,374.311,2004137.0
2022-08-26,374.685,374.863,358.613,358.968,1358428.0
2022-08-27,374.685,374.863,358.613,358.968,1358428.0
2022-08-28,374.685,374.863,358.613,358.968,1358428.0
2022-08-29,355.507,360.009,354.482,355.951,1250347.0
2022-08-30,358.327,358.327,348.167,350.587,1725492.0
2022-08-31,351.82,354.64,347.087,347.254,1939692.0
2022-09-01,344.701,347.156,341.062,347.047,1572996.0
2022-09-02,351.159,351.159,340.717,342.768,1233582.0
2022-09-03,351.159,351.159,340.717,342.768,1233582.0
2022-09-04,351.159,351.159,340.717,342.768,1233582.0
2022-09-05,351.159,351.159,340.717,342.768,1233582.0
2022-09-06,345.115,354.916,344.927,351.8,1604373.0
2022-09-07,351.889,358.811,350.351,358.446,1082238.0
2022-09-08,356.089,362.38,355.433,361.926,997326.0
2022-09-09,362.34,366.018,361.315,364.253,1276170.0
2022-09-10,362.34,366.018,361.315,364.253,1276170.0
2022-09-11,362.34,366.018,361.315,364.253,1276170.0
2022-09-12,365.299,368.996,363.987,366.304,1255912.0
2022-09-13,359.136,360.171,350.804,351.524,1638759.0
2022-09-14,354.748,354.748,343.084,346.249,2616531.0
2022-09-15,345.756,346.229,339.566,342.206,2074809.0
2022-09-16,339.14,341.501,335.925,341.23,3390043.0
2022-09-17,339.14,341.501,335.925,341.23,3390043.0
2022-09-18,339.14,341.501,335.925,341.23,3390043.0
2022-09-19,337.848,340.209,336.251,339.869,1543222.0
2022-09-20,337.621,338.139,330.532,334.604,1260735.0
2022-09-21,337.0,340.057,330.196,330.196,1307444.0
2022-09-22,328.924,329.575,317.713,317.861,2513871.0
2022-09-23,317.28,319.084,310.88,313.414,2445349.0
2022-09-24,317.28,319.084,310.88,313.414,2445349.0
2022-09-25,317.28,319.084,310.88,313.414,2445349.0
2022-09-26,312.803,314.637,307.745,311.018,2722487.0
2022-09-27,313.572,315.791,305.911,308.889,2833544.0
2022-09-28,310.9,312.843,306.71,310.368,2659339.0
2022-09-29,307.281,308.149,304.037,306.088,2213361.0
2022-09-30,305.95,310.693,300.813,301.079,2205141.0
2022-10-01,305.95,310.693,300.813,301.079,2205141.0
2022-10-02,305.95,310.693,300.813,301.079,2205141.0
2022-10-03,302.775,312.073,302.549,310.387,1479324.0
2022-10-04,314.381,319.804,313.859,319.025,1507363.0
2022-10-05,314.494,319.597,312.497,317.151,1386384.0
2022-10-06,316.471,318.221,310.996,311.748,1267945.0
2022-10-07,308.405,309.194,298.378,300.271,2098321.0
2022-10-08,308.405,309.194,298.378,300.271,2098321.0
2022-10-09,308.405,309.194,298.378,300.271,2098321.0
2022-10-10,302.825,302.879,293.546,294.542,1551538.0
2022-10-11,293.112,295.321,289.011,290.598,1612523.0
2022-10-12,290.776,291.747,286.989,287.098,1444874.0
2022-10-13,279.042,290.233,275.413,288.192,2799132.0
2022-10-14,291.16,295.913,282.118,282.611,1631581.0
2022-10-15,291.16,295.913,282.118,282.611,1631581.0
2022-10-16,291.16,295.913,282.118,282.611,1631581.0
2022-10-17,288.616,295.854,287.571,293.231,1780554.0
2022-10-18,300.093,301.848,294.02,296.603,2270634.0
2022-10-19,292.688,295.942,290.43,292.718,1399206.0
2022-10-20,292.363,295.696,286.398,287.946,1628117.0
2022-10-21,287.748,292.215,283.292,291.801,1740843.0
2022-10-22,287.748,292.215,283.292,291.801,1740843.0
2022-10-23,287.748,292.215,283.292,291.801,1740843.0
2022-10-24,294.049,298.052,291.269,296.189,1870713.0
2022-10-25,292.974,308.593,291.387,307.666,2973888.0
2022-10-26,308.12,313.562,306.276,307.173,1956832.0
2022-10-27,308.021,321.835,308.021,314.844,2563245.0
2022-10-28,312.428,323.048,311.216,322.358,1588608.0
2022-10-29,312.428,323.048,311.216,322.358,1588608.0
2022-10-30,312.428,323.048,311.216,322.358,1588608.0
2022-10-31,319.971,322.003,316.649,316.757,1845909.0
2022-11-01,320.721,321.608,310.821,311.709,1476044.0
2022-11-02,311.176,316.022,304.688,306.394,1855788.0
2022-11-03,301.04,307.281,300.784,304.974,1908761.0
2022-11-04,308.928,313.769,305.516,311.975,1659155.0
2022-11-05,308.928,313.769,305.516,311.975,1659155.0
2022-11-06,308.928,313.769,305.516,311.975,1659155.0
2022-11-07,316.875,317.773,310.382,314.785,1040183.0
2022-11-08,316.649,320.696,311.916,315.465,1210442.0
2022-11-09,314.095,315.027,308.272,309.707,1731486.0
2022-11-10,326.065,342.433,325.04,341.368,2569646.0
2022-11-11,341.23,352.727,341.23,351.218,2042616.0
2022-11-12,341.23,352.727,341.23,351.218,2042616.0
2022-11-13,341.23,352.727,341.23,351.218,2042616.0
2022-11-14,343.863,348.028,341.407,342.808,1363577.0
2022-11-15,348.891,352.539,346.318,349.7,1413472.0
2022-11-16,350.37,352.816,346.978,348.724,1390806.0
2022-11-17,344.06,345.095,338.72,341.92,1288457.0
2022-11-18,347.067,348.171,335.649,341.033,1962940.0
2022-11-19,347.067,348.171,335.649,341.033,1962940.0
2022-11-20,347.067,348.171,335.649,341.033,1962940.0
2022-11-21,338.449,344.415,334.269,342.561,1830597.0
2022-11-22,344.484,347.521,341.407,347.323,1405056.0
2022-11-23,348.083,356.986,346.209,353.259,2137454.0
2022-11-24,348.083,356.986,346.209,353.259,2137454.0
2022-11-25,350.917,354.139,348.426,353.743,763527.0
2022-11-26,350.917,354.139,348.426,353.743,763527.0
2022-11-27,350.917,354.139,348.426,353.743,763527.0
2022-11-28,350.334,353.18,345.856,346.924,1946513.0
2022-11-29,346.637,347.635,342.357,343.099,1676323.0
2022-11-30,343.089,349.266,336.151,348.693,6468946.0
2022-12-01,352.735,361.542,351.806,358.359,2677939.0
2022-12-02,352.261,357.835,351.683,355.611,2026443.0
2022-12-03,352.261,357.835,351.683,355.611,2026443.0
2022-12-04,352.261,357.835,351.683,355.611,2026443.0
2022-12-05,350.591,353.022,344.384,346.232,2143929.0
2022-12-06,346.934,348.643,344.413,347.596,1538406.0
2022-12-07,347.507,350.403,344.967,347.428,1770047.0
2022-12-08,346.825,353.052,346.825,348.703,1160423.0
2022-12-09,347.25,348.92,342.377,342.713,1502805.0
2022-12-10,347.25,348.92,342.377,342.713,1502805.0
2022-12-11,347.25,348.92,342.377,342.713,1502805.0
2022-12-12,342.575,344.374,340.885,343.148,1813980.0
2022-12-13,358.161,362.174,350.462,353.526,1961240.0
2022-12-14,353.328,357.153,346.009,349.721,1711413.0
2022-12-15,344.394,346.222,338.725,340.569,2007870.0
2022-12-16,336.022,337.702,333.788,335.647,4511664.0
2022-12-17,336.022,337.702,333.788,335.647,4511664.0
2022-12-18,336.022,337.702,333.788,335.647,4511664.0
2022-12-19,334.856,335.429,330.947,331.752,1476541.0
2022-12-20,328.323,330.744,326.9,328.244,1288271.0
2022-12-21,331.169,334.075,330.257,333.522,1229265.0
2022-12-22,330.636,331.011,324.577,328.244,1455257.0
