,SPGI US Equity,SPGI US Equity,SPGI US Equity,SPGI US Equity,SPGI US Equity
2019-06-14,215.575,216.592,213.247,215.824,717882.0
2019-06-15,215.575,216.592,213.247,215.824,717882.0
2019-06-16,215.575,216.592,213.247,215.824,717882.0
2019-06-17,216.141,216.726,214.912,215.124,823064.0
2019-06-18,216.189,217.907,215.92,217.1,796166.0
2019-06-19,217.887,221.918,217.235,221.265,1130424.0
2019-06-20,223.137,226.073,221.083,221.947,1339850.0
2019-06-21,221.544,221.851,219.356,219.471,1519541.0
2019-06-22,221.544,221.851,219.356,219.471,1519541.0
2019-06-23,221.544,221.851,219.356,219.471,1519541.0
2019-06-24,219.701,220.718,219.26,219.615,799303.0
2019-06-25,220.392,221.39,218.693,218.78,1152261.0
2019-06-26,219.327,219.965,216.285,217.264,918898.0
2019-06-27,217.772,218.617,216.573,217.83,666796.0
2019-06-28,218.693,220.181,217.907,218.597,1813501.0
2019-06-29,218.693,220.181,217.907,218.597,1813501.0
2019-06-30,218.693,220.181,217.907,218.597,1813501.0
2019-07-01,221.284,223.88,220.498,222.887,959663.0
2019-07-02,222.609,226.159,222.609,225.497,914503.0
2019-07-03,226.687,228.568,225.301,228.53,868469.0
2019-07-04,226.687,228.568,225.301,228.53,868469.0
2019-07-05,229.019,229.345,225.267,227.436,775149.0
2019-07-06,229.019,229.345,225.267,227.436,775149.0
2019-07-07,229.019,229.345,225.267,227.436,775149.0
2019-07-08,225.689,226.035,221.697,223.012,740611.0
2019-07-09,221.141,222.522,220.517,222.139,1065197.0
2019-07-10,223.799,226.479,223.799,225.286,916546.0
2019-07-11,225.968,228.933,225.037,228.818,720448.0
2019-07-12,229.816,231.553,228.405,231.524,1338433.0
2019-07-13,229.816,231.553,228.405,231.524,1338433.0
2019-07-14,229.816,231.553,228.405,231.524,1338433.0
2019-07-15,231.226,232.157,230.084,231.169,565121.0
2019-07-16,230.017,231.214,229.413,230.344,606861.0
2019-07-17,230.382,232.004,230.036,230.718,1011591.0
2019-07-18,230.91,232.627,230.18,231.38,865736.0
2019-07-19,232.32,233.002,229.94,230.248,1279442.0
2019-07-20,232.32,233.002,229.94,230.248,1279442.0
2019-07-21,232.32,233.002,229.94,230.248,1279442.0
2019-07-22,230.814,232.666,230.036,231.716,989678.0
2019-07-23,232.34,234.096,230.823,233.597,997125.0
2019-07-24,232.532,233.424,229.221,233.28,1059319.0
2019-07-25,232.925,233.194,231.039,232.57,894677.0
2019-07-26,233.232,234.662,232.733,234.489,760660.0
2019-07-27,233.232,234.662,232.733,234.489,760660.0
2019-07-28,233.232,234.662,232.733,234.489,760660.0
2019-07-29,234.518,235.094,233.174,233.482,677180.0
2019-07-30,232.944,232.944,231.414,232.167,860544.0
2019-07-31,232.762,238.668,232.282,235.065,2239594.0
2019-08-01,242.464,252.223,242.032,246.84,2297290.0
2019-08-02,246.581,247.708,242.483,243.702,1335243.0
2019-08-03,246.581,247.708,242.483,243.702,1335243.0
2019-08-04,246.581,247.708,242.483,243.702,1335243.0
2019-08-05,241.226,241.226,232.464,234.326,1736882.0
2019-08-06,235.439,237.075,232.743,235.9,2488716.0
2019-08-07,234.153,240.237,232.09,238.644,1435921.0
2019-08-08,241.591,248.155,241.015,247.377,1746910.0
2019-08-09,246.475,247.608,242.944,245.851,1337204.0
2019-08-10,246.475,247.608,242.944,245.851,1337204.0
2019-08-11,246.475,247.608,242.944,245.851,1337204.0
2019-08-12,244.345,245.343,241.447,243.846,794030.0
2019-08-13,244.825,248.634,242.301,247.943,1022933.0
2019-08-14,242.867,245.971,237.886,238.577,1339034.0
2019-08-15,240.66,243.817,238.836,242.953,919203.0
2019-08-16,244.345,247.272,243.75,246.322,2637793.0
2019-08-17,244.345,247.272,243.75,246.322,2637793.0
2019-08-18,244.345,247.272,243.75,246.322,2637793.0
2019-08-19,248.903,251.053,247.934,250.16,1321893.0
2019-08-20,249.21,252.55,248.548,250.698,1013810.0
2019-08-21,252.022,254.906,251.676,253.941,1133609.0
2019-08-22,254.613,255.477,250.343,252.694,1058977.0
2019-08-23,251.437,252.569,245.132,246.667,1390936.0
2019-08-24,251.437,252.569,245.132,246.667,1390936.0
2019-08-25,251.437,252.569,245.132,246.667,1390936.0
2019-08-26,248.879,250.052,245.599,247.369,1327338.0
2019-08-27,249.119,249.485,246.023,247.427,1026238.0
2019-08-28,247.167,249.047,244.618,248.831,1034133.0
2019-08-29,251.149,252.264,249.562,250.783,1102649.0
2019-08-30,252.707,252.793,249.653,250.245,1455361.0
2019-08-31,252.707,252.793,249.653,250.245,1455361.0
2019-09-01,252.707,252.793,249.653,250.245,1455361.0
2019-09-02,252.707,252.793,249.653,250.245,1455361.0
2019-09-03,249.523,251.303,248.263,248.783,1295716.0
2019-09-04,250.485,250.658,247.09,249.293,1492080.0
2019-09-05,252.293,255.342,250.706,254.707,1191127.0
2019-09-06,255.371,258.285,254.832,257.516,1112572.0
2019-09-07,255.371,258.285,254.832,257.516,1112572.0
2019-09-08,255.371,258.285,254.832,257.516,1112572.0
2019-09-09,258.651,259.266,249.658,250.793,1089658.0
2019-09-10,249.273,250.889,241.257,242.704,2095742.0
2019-09-11,243.33,243.984,239.684,242.368,1426190.0
2019-09-12,243.993,247.456,241.55,242.252,1285826.0
2019-09-13,242.483,243.238,239.54,240.512,1361596.0
2019-09-14,242.483,243.238,239.54,240.512,1361596.0
2019-09-15,242.483,243.238,239.54,240.512,1361596.0
2019-09-16,239.184,241.805,238.146,239.963,1152696.0
2019-09-17,240.444,247.153,240.213,246.33,1475017.0
2019-09-18,247.282,248.119,241.166,244.955,1228012.0
2019-09-19,245.744,247.619,245.234,246.917,1129598.0
2019-09-20,246.33,248.148,242.45,243.118,1424366.0
2019-09-21,246.33,248.148,242.45,243.118,1424366.0
2019-09-22,246.33,248.148,242.45,243.118,1424366.0
2019-09-23,243.128,244.753,242.233,242.81,900975.0
2019-09-24,243.82,245.83,241.079,242.156,1040786.0
2019-09-25,242.377,245.599,240.858,244.849,930498.0
2019-09-26,244.166,247.302,243.387,246.215,949081.0
2019-09-27,247.504,248.581,233.75,236.934,2088547.0
2019-09-28,247.504,248.581,233.75,236.934,2088547.0
2019-09-29,247.504,248.581,233.75,236.934,2088547.0
2019-09-30,237.011,239.742,234.943,235.616,2719036.0
2019-10-01,235.347,235.659,232.803,233.568,2485091.0
2019-10-02,231.971,232.654,226.739,227.403,1325445.0
2019-10-03,227.403,230.548,224.56,230.461,1313120.0
2019-10-04,231.413,235.808,231.384,235.097,1244529.0
2019-10-05,231.413,235.808,231.384,235.097,1244529.0
2019-10-06,231.413,235.808,231.384,235.097,1244529.0
2019-10-07,234.097,237.814,234.097,236.193,1110316.0
2019-10-08,234.279,235.954,230.48,232.606,1045569.0
2019-10-09,235.76,240.011,234.674,239.28,1266095.0
2019-10-10,238.415,242.445,238.299,241.377,1169391.0
2019-10-11,245.311,246.244,242.993,243.32,1307200.0
2019-10-12,245.311,246.244,242.993,243.32,1307200.0
2019-10-13,245.311,246.244,242.993,243.32,1307200.0
2019-10-14,242.753,244.08,241.521,241.762,661937.0
2019-10-15,244.051,246.311,242.863,243.762,894556.0
2019-10-16,243.233,243.233,238.886,242.656,728623.0
2019-10-17,243.445,244.436,242.714,243.33,1082561.0
2019-10-18,242.281,243.368,239.559,240.906,1137321.0
2019-10-19,242.281,243.368,239.559,240.906,1137321.0
2019-10-20,242.281,243.368,239.559,240.906,1137321.0
2019-10-21,242.435,242.435,239.723,241.81,880638.0
2019-10-22,241.704,243.589,236.559,236.77,993076.0
2019-10-23,236.251,237.434,232.125,234.587,1472576.0
2019-10-24,236.193,240.579,234.69,238.905,1108410.0
2019-10-25,238.473,240.502,238.314,239.742,801803.0
2019-10-26,238.473,240.502,238.314,239.742,801803.0
2019-10-27,238.473,240.502,238.314,239.742,801803.0
2019-10-28,240.127,240.675,237.463,239.088,1288464.0
2019-10-29,244.868,248.378,242.464,246.426,1351895.0
2019-10-30,246.513,247.456,241.406,244.916,1147425.0
2019-10-31,244.83,249.273,244.83,248.129,1220750.0
2019-11-01,250.072,251.389,248.013,248.908,1088996.0
2019-11-02,250.072,251.389,248.013,248.908,1088996.0
2019-11-03,250.072,251.389,248.013,248.908,1088996.0
2019-11-04,250.283,250.591,245.571,246.542,1126028.0
2019-11-05,246.176,246.768,239.559,241.589,988638.0
2019-11-06,241.493,244.436,240.858,243.705,1308878.0
2019-11-07,245.109,246.33,242.575,245.821,1142172.0
2019-11-08,245.253,246.696,243.64,245.542,646755.0
2019-11-09,245.253,246.696,243.64,245.542,646755.0
2019-11-10,245.253,246.696,243.64,245.542,646755.0
2019-11-11,243.964,247.254,242.724,245.32,499266.0
2019-11-12,245.946,247.298,244.69,245.378,620883.0
2019-11-13,245.32,249.745,244.84,248.735,648263.0
2019-11-14,248.36,250.245,247.398,250.062,465881.0
2019-11-15,251.601,252.918,249.899,252.842,856303.0
2019-11-16,251.601,252.918,249.899,252.842,856303.0
2019-11-17,251.601,252.918,249.899,252.842,856303.0
2019-11-18,253.14,255.198,252.091,253.986,851492.0
2019-11-19,255.419,260.113,255.374,257.631,1238896.0
2019-11-20,257.468,262.228,256.496,257.852,1180939.0
2019-11-21,257.949,259.632,253.755,254.284,1031602.0
2019-11-22,258.574,258.949,253.813,255.073,932315.0
2019-11-23,258.574,258.949,253.813,255.073,932315.0
2019-11-24,258.574,258.949,253.813,255.073,932315.0
2019-11-25,255.198,258.109,255.179,256.239,1251307.0
2019-11-26,256.894,257.666,255.478,257.251,2976122.0
2019-11-27,257.261,258.186,253.049,255.902,1231626.0
2019-11-28,257.261,258.186,253.049,255.902,1231626.0
2019-11-29,254.851,257.439,254.538,255.082,1037691.0
2019-11-30,254.851,257.439,254.538,255.082,1037691.0
2019-12-01,254.851,257.439,254.538,255.082,1037691.0
2019-12-02,255.622,257.01,251.911,252.711,1967590.0
2019-12-03,250.649,254.485,250.07,254.456,1337749.0
2019-12-04,254.157,259.256,253.829,258.755,1012958.0
2019-12-05,259.815,262.302,259.025,261.723,1523524.0
2019-12-06,263.728,265.781,262.176,264.461,1585735.0
2019-12-07,263.728,265.781,262.176,264.461,1585735.0
2019-12-08,263.728,265.781,262.176,264.461,1585735.0
2019-12-09,265.241,265.241,262.09,262.225,1097547.0
2019-12-10,262.128,263.646,261.015,261.839,971211.0
2019-12-11,262.89,263.805,261.41,262.311,1267006.0
2019-12-12,262.253,262.721,260.432,260.519,1779499.0
2019-12-13,259.352,261.666,258.494,261.396,1468719.0
2019-12-14,259.352,261.666,258.494,261.396,1468719.0
2019-12-15,259.352,261.666,258.494,261.396,1468719.0
2019-12-16,263.439,264.07,261.444,262.755,1173113.0
2019-12-17,264.123,264.123,261.743,261.743,1667538.0
2019-12-18,262.494,262.714,259.179,259.709,1603950.0
2019-12-19,259.237,262.668,259.063,262.629,1570452.0
2019-12-20,262.649,264.008,260.721,261.839,1695071.0
2019-12-21,262.649,264.008,260.721,261.839,1695071.0
2019-12-22,262.649,264.008,260.721,261.839,1695071.0
2019-12-23,263.053,263.55,261.106,261.56,1054441.0
2019-12-24,262.013,263.179,261.251,262.649,363043.0
2019-12-25,262.013,263.179,261.251,262.649,363043.0
2019-12-26,263.449,264.412,262.581,263.67,450279.0
2019-12-27,264.519,264.923,262.543,264.374,688782.0
2019-12-28,264.519,264.923,262.543,264.374,688782.0
2019-12-29,264.519,264.923,262.543,264.374,688782.0
2019-12-30,264.461,264.808,261.213,262.109,539003.0
2019-12-31,261.694,263.42,261.058,263.179,638939.0
2020-01-01,261.694,263.42,261.058,263.179,638939.0
2020-01-02,264.644,267.853,263.825,267.796,1092326.0
2020-01-03,264.625,268.143,264.123,266.899,576754.0
2020-01-04,264.625,268.143,264.123,266.899,576754.0
2020-01-05,264.625,268.143,264.123,266.899,576754.0
2020-01-06,265.637,268.981,264.837,268.952,875497.0
2020-01-07,272.885,276.326,270.812,270.822,1253709.0
2020-01-08,271.738,276.441,270.962,274.706,1004476.0
2020-01-09,275.352,280.383,275.352,279.111,1316140.0
2020-01-10,280.133,280.393,277.675,278.494,834499.0
2020-01-11,280.133,280.393,277.675,278.494,834499.0
2020-01-12,280.133,280.393,277.675,278.494,834499.0
2020-01-13,278.321,283.622,278.012,283.603,961736.0
2020-01-14,283.227,283.622,279.42,279.68,1249145.0
2020-01-15,279.516,285.444,279.516,283.738,1066246.0
2020-01-16,285.482,287.42,283.391,287.41,789475.0
2020-01-17,288.595,288.615,284.73,286.061,2246627.0
2020-01-18,288.595,288.615,284.73,286.061,2246627.0
2020-01-19,288.595,288.615,284.73,286.061,2246627.0
2020-01-20,288.595,288.615,284.73,286.061,2246627.0
2020-01-21,284.104,286.832,283.381,285.492,1423494.0
2020-01-22,288.094,288.759,286.147,286.668,956340.0
2020-01-23,283.747,287.169,283.747,286.446,813355.0
2020-01-24,287.873,288.326,282.716,284.171,835826.0
2020-01-25,287.873,288.326,282.716,284.171,835826.0
2020-01-26,287.873,288.326,282.716,284.171,835826.0
2020-01-27,280.48,283.304,279.526,282.533,919424.0
2020-01-28,283.458,287.641,282.793,286.533,882437.0
2020-01-29,288.114,289.844,286.273,286.562,760113.0
2020-01-30,285.916,289.251,284.615,289.02,913883.0
2020-01-31,287.718,289.048,282.089,283.111,1209723.0
2020-02-01,287.718,289.048,282.089,283.111,1209723.0
2020-02-02,287.718,289.048,282.089,283.111,1209723.0
2020-02-03,283.998,286.62,283.641,284.981,1002254.0
2020-02-04,288.162,290.011,287.044,287.15,1308004.0
2020-02-05,288.74,289.497,281.116,284.114,1324179.0
2020-02-06,286.244,288.085,281.704,284.836,1975094.0
2020-02-07,286.369,286.861,284.085,284.798,1401623.0
2020-02-08,286.369,286.861,284.085,284.798,1401623.0
2020-02-09,286.369,286.861,284.085,284.798,1401623.0
2020-02-10,283.786,286.061,283.125,285.839,1088974.0
2020-02-11,286.436,287.304,282.0,283.487,1397488.0
2020-02-12,284.673,293.145,284.027,292.846,1288038.0
2020-02-13,291.005,292.836,286.841,290.456,1107731.0
2020-02-14,290.822,296.576,289.685,296.528,979283.0
2020-02-15,290.822,296.576,289.685,296.528,979283.0
2020-02-16,290.822,296.576,289.685,296.528,979283.0
2020-02-17,290.822,296.576,289.685,296.528,979283.0
2020-02-18,295.834,297.762,293.28,295.651,1047031.0
2020-02-19,297.0,301.627,296.075,299.911,1341095.0
2020-02-20,298.88,299.145,289.656,292.441,1898476.0
2020-02-21,290.523,290.967,281.111,282.649,2066660.0
2020-02-22,290.523,290.967,281.111,282.649,2066660.0
2020-02-23,290.523,290.967,281.111,282.649,2066660.0
2020-02-24,274.514,282.147,273.077,280.383,2006010.0
2020-02-25,281.369,282.886,271.418,273.041,1439359.0
2020-02-26,274.094,279.524,271.805,273.176,1460483.0
2020-02-27,267.457,267.969,258.086,258.086,2298287.0
2020-02-28,251.392,256.898,248.281,256.889,2901471.0
2020-02-29,251.392,256.898,248.281,256.889,2901471.0
2020-03-01,251.392,256.898,248.281,256.889,2901471.0
2020-03-02,261.854,281.388,260.086,279.495,3140765.0
2020-03-03,279.997,287.542,268.24,270.636,2691843.0
2020-03-04,275.36,286.19,272.365,286.016,1468325.0
2020-03-05,279.485,279.659,265.631,268.974,1824765.0
2020-03-06,259.767,263.071,255.043,261.864,2513676.0
2020-03-07,259.767,263.071,255.043,261.864,2513676.0
2020-03-08,259.767,263.071,255.043,261.864,2513676.0
2020-03-09,241.364,250.0,233.738,234.282,3947456.0
2020-03-10,243.943,250.628,237.341,250.377,3059284.0
2020-03-11,242.397,246.126,229.182,232.205,3395473.0
2020-03-12,216.623,223.54,206.421,213.947,4659918.0
2020-03-13,229.665,241.441,218.023,239.683,3394465.0
2020-03-14,229.665,241.441,218.023,239.683,3394465.0
2020-03-15,229.665,241.441,218.023,239.683,3394465.0
2020-03-16,215.058,224.438,202.576,214.623,3119429.0
2020-03-17,220.864,223.438,212.681,219.936,3205266.0
2020-03-18,205.677,211.106,179.743,186.529,4235652.0
2020-03-19,186.249,204.73,180.404,200.731,3203523.0
2020-03-20,203.851,207.706,198.151,201.706,3558629.0
2020-03-21,203.851,207.706,198.151,201.706,3558629.0
2020-03-22,203.851,207.706,198.151,201.706,3558629.0
2020-03-23,195.949,204.836,184.829,185.534,2605201.0
2020-03-24,195.9,211.956,193.118,211.242,2755784.0
2020-03-25,212.662,226.737,209.96,219.482,2045268.0
2020-03-26,223.675,238.185,222.593,236.64,2884408.0
2020-03-27,230.969,238.166,228.737,231.616,2924894.0
2020-03-28,230.969,238.166,228.737,231.616,2924894.0
2020-03-29,230.969,238.166,228.737,231.616,2924894.0
2020-03-30,233.22,240.195,230.901,238.61,2529539.0
2020-03-31,235.674,239.76,232.333,236.736,3807431.0
2020-04-01,226.022,231.317,225.491,226.38,3458017.0
2020-04-02,225.424,233.5,222.303,233.152,1735599.0
2020-04-03,230.244,233.287,228.013,230.698,2217558.0
2020-04-04,230.244,233.287,228.013,230.698,2217558.0
2020-04-05,230.244,233.287,228.013,230.698,2217558.0
2020-04-06,239.808,248.571,235.683,247.15,2129237.0
2020-04-07,255.874,256.241,247.064,247.373,1678564.0
2020-04-08,250.696,253.198,246.566,252.638,1326157.0
2020-04-09,254.029,275.215,254.029,273.93,2740528.0
2020-04-10,254.029,275.215,254.029,273.93,2740528.0
2020-04-11,254.029,275.215,254.029,273.93,2740528.0
2020-04-12,254.029,275.215,254.029,273.93,2740528.0
2020-04-13,270.017,270.897,258.299,259.333,2900401.0
2020-04-14,266.25,269.525,262.047,267.931,2588707.0
2020-04-15,261.033,265.593,258.077,263.979,1593975.0
2020-04-16,264.878,266.776,261.7,265.235,1265372.0
2020-04-17,273.09,276.896,268.845,273.003,2667708.0
2020-04-18,273.09,276.896,268.845,273.003,2667708.0
2020-04-19,273.09,276.896,268.845,273.003,2667708.0
2020-04-20,268.423,271.148,267.11,269.699,1512929.0
2020-04-21,262.047,264.269,256.898,258.164,1856170.0
2020-04-22,263.458,267.989,260.26,266.646,1112237.0
2020-04-23,267.399,271.756,266.665,270.075,1699433.0
2020-04-24,273.022,274.877,270.868,274.307,1124483.0
2020-04-25,273.022,274.877,270.868,274.307,1124483.0
2020-04-26,273.022,274.877,270.868,274.307,1124483.0
2020-04-27,276.741,282.142,275.514,281.311,1289718.0
