,INTU US Equity,INTU US Equity,INTU US Equity,INTU US Equity,INTU US Equity
2022-12-21,385.49,392.38,380.372,389.351,1330126.0
2022-12-22,381.451,383.827,372.948,380.065,1314606.0
2022-12-23,379.442,381.531,374.671,380.6,705171.0
2022-12-24,379.442,381.531,374.671,380.6,705171.0
2022-12-25,379.442,381.531,374.671,380.6,705171.0
2022-12-26,379.442,381.531,374.671,380.6,705171.0
2022-12-27,379.561,381.441,373.645,379.234,823347.0
2022-12-28,381.461,384.568,371.028,372.691,843565.0
2022-12-29,376.532,388.014,373.735,386.915,1004562.0
2022-12-30,382.105,385.5,378.808,385.282,948917.0
2022-12-31,382.105,385.5,378.808,385.282,948917.0
2023-01-01,382.105,385.5,378.808,385.282,948917.0
2023-01-02,382.105,385.5,378.808,385.282,948917.0
2023-01-03,392.687,400.358,381.323,387.222,1874001.0
2023-01-04,393.558,395.676,383.679,387.608,1209717.0
2023-01-05,382.441,383.55,371.206,371.82,1263887.0
2023-01-06,376.393,385.401,366.87,382.609,1312858.0
2023-01-07,376.393,385.401,366.87,382.609,1312858.0
2023-01-08,376.393,385.401,366.87,382.609,1312858.0
2023-01-09,387.926,399.372,385.01,392.132,1331555.0
2023-01-10,384.435,391.755,382.401,385.526,1069930.0
2023-01-11,385.129,392.618,381.171,392.102,1587429.0
2023-01-12,395.038,395.038,382.897,393.481,1098972.0
2023-01-13,386.835,391.427,383.324,390.019,1311178.0
2023-01-14,386.835,391.427,383.324,390.019,1311178.0
2023-01-15,386.835,391.427,383.324,390.019,1311178.0
2023-01-16,386.835,391.427,383.324,390.019,1311178.0
2023-01-17,388.819,392.082,383.611,387.033,1658658.0
2023-01-18,388.918,398.058,382.51,382.937,1603307.0
2023-01-19,380.031,385.813,375.151,375.527,1082148.0
2023-01-20,380.16,397.061,379.445,394.839,1702062.0
2023-01-21,380.16,397.061,379.445,394.839,1702062.0
2023-01-22,380.16,397.061,379.445,394.839,1702062.0
2023-01-23,397.478,407.178,395.881,406.673,2211868.0
2023-01-24,406.673,406.673,395.504,398.291,1189633.0
2023-01-25,391.1,400.672,382.362,398.638,1131996.0
2023-01-26,406.623,409.866,398.817,409.202,1282609.0
2023-01-27,405.006,425.221,403.965,419.19,1724997.0
2023-01-28,405.006,425.221,403.965,419.19,1724997.0
2023-01-29,405.006,425.221,403.965,419.19,1724997.0
2023-01-30,412.763,417.117,408.894,413.07,1543534.0
2023-01-31,413.07,419.488,411.731,419.24,1174618.0
2023-02-01,416.939,434.406,412.629,432.015,1521652.0
2023-02-02,440.357,454.224,438.502,448.49,1917634.0
2023-02-03,437.183,437.332,418.268,420.321,1843210.0
2023-02-04,437.183,437.332,418.268,420.321,1843210.0
2023-02-05,437.183,437.332,418.268,420.321,1843210.0
2023-02-06,414.261,414.866,409.351,411.622,1337921.0
2023-02-07,409.39,426.391,405.696,424.199,1400754.0
2023-02-08,423.187,427.155,414.31,418.317,1055058.0
2023-02-09,427.145,428.484,414.89,416.334,1098616.0
2023-02-10,411.632,412.733,405.582,410.164,998370.0
2023-02-11,411.632,412.733,405.582,410.164,998370.0
2023-02-12,411.632,412.733,405.582,410.164,998370.0
2023-02-13,412.604,415.818,410.551,414.697,1028948.0
2023-02-14,413.05,422.761,408.919,418.545,878624.0
2023-02-15,414.895,419.756,411.077,417.821,865594.0
2023-02-16,405.849,413.199,403.251,405.046,1281720.0
2023-02-17,403.112,403.211,393.649,401.098,1626287.0
2023-02-18,403.112,403.211,393.649,401.098,1626287.0
2023-02-19,403.112,403.211,393.649,401.098,1626287.0
2023-02-20,403.112,403.211,393.649,401.098,1626287.0
2023-02-21,393.133,396.912,390.495,393.044,1331920.0
2023-02-22,397.279,404.778,394.562,403.082,1688018.0
2023-02-23,407.496,412.862,400.761,408.537,2476097.0
2023-02-24,401.703,426.5,400.83,416.403,4044666.0
2023-02-25,401.703,426.5,400.83,416.403,4044666.0
2023-02-26,401.703,426.5,400.83,416.403,4044666.0
2023-02-27,417.96,419.121,408.694,409.271,2166398.0
2023-02-28,406.673,409.731,402.08,403.875,2218942.0
2023-03-01,401.713,403.082,393.203,398.013,1651058.0
2023-03-02,395.623,399.62,390.674,397.121,1516517.0
2023-03-03,398.331,407.387,396.843,405.205,1550932.0
2023-03-04,398.331,407.387,396.843,405.205,1550932.0
2023-03-05,398.331,407.387,396.843,405.205,1550932.0
2023-03-06,405.264,416.304,403.419,409.361,1459234.0
2023-03-07,409.728,414.806,405.125,405.968,1261512.0
2023-03-08,404.848,414.781,404.689,413.288,1448847.0
2023-03-09,415.401,421.233,400.463,401.297,1723758.0
2023-03-10,400.156,401.346,385.664,389.424,2855381.0
2023-03-11,400.156,401.346,385.664,389.424,2855381.0
2023-03-12,400.156,401.346,385.664,389.424,2855381.0
2023-03-13,389.225,394.591,380.933,388.382,2394706.0
2023-03-14,397.379,405.82,395.712,404.986,2236668.0
2023-03-15,400.999,404.967,398.371,403.022,1852664.0
2023-03-16,402.1,416.869,397.949,414.756,1966165.0
2023-03-17,413.447,414.756,405.205,410.333,3124288.0
2023-03-18,413.447,414.756,405.205,410.333,3124288.0
2023-03-19,413.447,414.756,405.205,410.333,3124288.0
2023-03-20,408.815,410.417,402.467,408.498,1520124.0
2023-03-21,410.977,419.26,407.853,418.605,1439703.0
2023-03-22,417.316,424.765,410.65,410.848,1558469.0
2023-03-23,415.778,431.44,412.207,428.98,2738070.0
2023-03-24,425.241,428.494,418.992,426.084,1659716.0
2023-03-25,425.241,428.494,418.992,426.084,1659716.0
2023-03-26,425.241,428.494,418.992,426.084,1659716.0
2023-03-27,426.163,428.028,419.805,423.475,1677030.0
2023-03-28,423.475,424.259,413.561,415.927,1322404.0
2023-03-29,423.604,430.706,420.569,429.774,1320247.0
2023-03-30,436.151,438.82,433.87,436.518,1515729.0
2023-03-31,439.038,444.404,437.917,442.212,1700999.0
2023-04-01,439.038,444.404,437.917,442.212,1700999.0
2023-04-02,439.038,444.404,437.917,442.212,1700999.0
2023-04-03,439.415,439.415,432.62,437.094,1234130.0
2023-04-04,436.578,443.105,433.563,436.241,1119989.0
2023-04-05,436.062,436.479,428.365,435.586,1494750.0
2023-04-06,431.075,445.095,429.613,443.923,1673701.0
2023-04-07,431.075,445.095,429.613,443.923,1673701.0
2023-04-08,431.075,445.095,429.613,443.923,1673701.0
2023-04-09,431.075,445.095,429.613,443.923,1673701.0
2023-04-10,438.487,443.128,433.167,441.896,1165961.0
2023-04-11,439.044,440.793,431.633,434.721,1267375.0
2023-04-12,440.654,441.717,431.681,432.327,981740.0
2023-04-13,436.679,440.713,435.402,439.004,970593.0
2023-04-14,436.222,440.872,433.469,438.815,1328731.0
2023-04-15,436.222,440.872,433.469,438.815,1328731.0
2023-04-16,436.222,440.872,433.469,438.815,1328731.0
2023-04-17,441.091,441.091,433.191,437.295,993142.0
2023-04-18,442.174,442.815,436.798,439.779,878399.0
2023-04-19,434.712,442.79,434.225,442.661,802660.0
2023-04-20,437.086,448.255,437.086,444.559,1103720.0
2023-04-21,445.791,449.835,440.455,443.565,1280582.0
2023-04-22,445.791,449.835,440.455,443.565,1280582.0
2023-04-23,445.791,449.835,440.455,443.565,1280582.0
2023-04-24,447.212,447.371,436.808,439.511,1177159.0
2023-04-25,434.175,435.793,416.19,417.164,2269137.0
2023-04-26,415.663,419.83,410.317,411.073,1947880.0
2023-04-27,414.213,427.657,411.709,426.434,1479255.0
2023-04-28,426.007,459.563,422.092,441.131,2538224.0
2023-04-29,426.007,459.563,422.092,441.131,2538224.0
2023-04-30,426.007,459.563,422.092,441.131,2538224.0
2023-05-01,438.984,443.903,437.176,439.7,1419390.0
2023-05-02,442.253,442.542,428.071,433.688,1213538.0
2023-05-03,437.404,438.161,425.481,426.921,1274811.0
2023-05-04,429.892,430.002,418.634,419.767,1283953.0
2023-05-05,425.163,436.46,422.48,423.245,1800186.0
2023-05-06,425.163,436.46,422.48,423.245,1800186.0
2023-05-07,425.163,436.46,422.48,423.245,1800186.0
2023-05-08,419.747,425.048,413.924,424.179,1359651.0
2023-05-09,421.744,427.786,420.125,424.964,783699.0
2023-05-10,430.23,433.539,424.219,428.779,1425131.0
2023-05-11,429.584,430.21,420.959,422.192,1573405.0
2023-05-12,423.682,427.279,421.69,424.904,1224196.0
2023-05-13,423.682,427.279,421.69,424.904,1224196.0
2023-05-14,423.682,427.279,421.69,424.904,1224196.0
2023-05-15,410.377,424.556,407.863,423.503,2088140.0
2023-05-16,419.469,427.344,416.418,418.734,1574244.0
2023-05-17,420.632,430.101,417.482,429.117,1280973.0
2023-05-18,430.807,445.86,429.574,444.817,1770944.0
2023-05-19,446.665,447.41,441.995,443.197,1234465.0
2023-05-20,446.665,447.41,441.995,443.197,1234465.0
2023-05-21,446.665,447.41,441.995,443.197,1234465.0
2023-05-22,446.755,452.508,442.651,451.226,1948567.0
2023-05-23,452.687,457.824,446.943,446.943,2658638.0
2023-05-24,418.326,423.026,410.735,413.279,6664363.0
2023-05-25,415.842,418.326,404.947,410.476,4119755.0
2023-05-26,411.132,425.282,410.486,415.773,3287260.0
2023-05-27,411.132,425.282,410.486,415.773,3287260.0
2023-05-28,411.132,425.282,410.486,415.773,3287260.0
2023-05-29,411.132,425.282,410.486,415.773,3287260.0
2023-05-30,421.675,424.656,403.034,403.511,3400667.0
2023-05-31,398.245,417.581,397.678,416.458,6180783.0
2023-06-01,414.938,423.295,413.616,419.439,1910494.0
2023-06-02,420.562,429.858,420.562,427.756,1702180.0
2023-06-03,420.562,429.858,420.562,427.756,1702180.0
2023-06-04,420.562,429.858,420.562,427.756,1702180.0
2023-06-05,427.716,441.95,427.239,440.028,2201423.0
2023-06-06,443.784,455.206,443.237,445.642,1839580.0
2023-06-07,445.274,450.054,418.764,419.678,2429926.0
2023-06-08,418.704,424.785,416.637,420.671,1612358.0
2023-06-09,420.125,429.306,417.581,428.809,1696638.0
2023-06-10,420.125,429.306,417.581,428.809,1696638.0
2023-06-11,420.125,429.306,417.581,428.809,1696638.0
2023-06-12,432.535,444.102,431.82,443.287,1937354.0
2023-06-13,448.782,449.119,439.193,444.708,1324362.0
2023-06-14,445.125,450.491,437.663,443.386,1709349.0
2023-06-15,439.382,456.244,438.239,453.412,1658302.0
2023-06-16,458.341,458.758,447.331,452.14,2619607.0
2023-06-17,458.341,458.758,447.331,452.14,2619607.0
2023-06-18,458.341,458.758,447.331,452.14,2619607.0
2023-06-19,458.341,458.758,447.331,452.14,2619607.0
2023-06-20,451.425,458.072,448.25,452.24,1395163.0
2023-06-21,451.812,452.622,446.437,447.669,1106561.0
2023-06-22,445.9,448.891,442.82,447.977,1034818.0
2023-06-23,441.041,454.182,439.928,449.815,1489922.0
2023-06-24,441.041,454.182,439.928,449.815,1489922.0
2023-06-25,441.041,454.182,439.928,449.815,1489922.0
2023-06-26,448.792,459.483,448.792,450.421,1418201.0
2023-06-27,452.995,457.883,450.421,456.115,1253805.0
2023-06-28,456.244,456.989,449.636,456.711,1495644.0
2023-06-29,457.814,458.023,450.501,452.925,1133142.0
2023-06-30,453.879,459.046,451.276,455.28,1967137.0
2023-07-01,453.879,459.046,451.276,455.28,1967137.0
2023-07-02,453.879,459.046,451.276,455.28,1967137.0
2023-07-03,449.865,452.09,446.143,448.702,1454518.0
2023-07-04,449.865,452.09,446.143,448.702,1454518.0
2023-07-05,445.155,455.36,444.171,454.932,1360766.0
2023-07-06,447.54,450.973,441.369,448.633,1157039.0
2023-07-07,448.643,455.302,445.756,446.114,847841.0
2023-07-08,448.643,455.302,445.756,446.114,847841.0
2023-07-09,448.643,455.302,445.756,446.114,847841.0
2023-07-10,445.418,464.429,444.94,462.18,2217700.0
2023-07-11,463.494,464.718,453.45,461.553,1176635.0
2023-07-12,470.073,476.214,467.057,474.632,1681573.0
2023-07-13,477.926,481.37,476.433,479.121,1477676.0
2023-07-14,476.782,484.227,476.217,481.749,1158078.0
2023-07-15,476.782,484.227,476.217,481.749,1158078.0
2023-07-16,476.782,484.227,476.217,481.749,1158078.0
2023-07-17,479.718,490.458,478.255,488.547,1330551.0
2023-07-18,488.527,495.385,486.238,493.136,1242789.0
2023-07-19,501.537,505.737,495.943,498.242,2003814.0
2023-07-20,495.823,501.054,488.657,489.503,1277037.0
2023-07-21,494.559,499.616,489.652,490.239,4574072.0
2023-07-22,494.559,499.616,489.652,490.239,4574072.0
2023-07-23,494.559,499.616,489.652,490.239,4574072.0
2023-07-24,494.29,496.261,483.67,486.238,1251727.0
2023-07-25,486.526,497.525,486.526,494.171,1122659.0
2023-07-26,490.418,496.46,489.622,494.559,1761130.0
2023-07-27,501.795,503.458,492.499,494.231,1620307.0
2023-07-28,499.168,510.843,499.168,509.47,1867150.0
2023-07-29,499.168,510.843,499.168,509.47,1867150.0
2023-07-30,499.168,510.843,499.168,509.47,1867150.0
2023-07-31,509.181,511.759,506.205,509.33,1531084.0
2023-08-01,508.196,508.196,500.501,506.145,1495968.0
2023-08-02,499.446,500.999,490.538,495.744,1170340.0
2023-08-03,493.046,498.003,488.686,494.679,912035.0
2023-08-04,500.9,506.509,493.972,494.679,1179056.0
2023-08-05,500.9,506.509,493.972,494.679,1179056.0
2023-08-06,500.9,506.509,493.972,494.679,1179056.0
2023-08-07,498.033,503.587,497.51,502.92,784242.0
2023-08-08,497.476,499.128,488.851,498.491,987116.0
2023-08-09,498.959,500.82,491.802,494.4,1081644.0
2023-08-10,501.666,508.385,496.032,499.148,1012751.0
2023-08-11,495.505,501.471,493.942,495.465,1005612.0
2023-08-12,495.505,501.471,493.942,495.465,1005612.0
2023-08-13,495.505,501.471,493.942,495.465,1005612.0
2023-08-14,495.246,504.354,492.957,503.458,1453197.0
2023-08-15,500.024,503.814,493.494,494.878,1136693.0
2023-08-16,494.808,501.756,493.195,493.355,1056326.0
2023-08-17,493.554,494.509,482.903,484.197,1098807.0
2023-08-18,477.688,486.507,475.548,483.71,954438.0
2023-08-19,477.688,486.507,475.548,483.71,954438.0
2023-08-20,477.688,486.507,475.548,483.71,954438.0
2023-08-21,485.511,487.731,479.648,485.999,1206120.0
2023-08-22,487.91,492.14,483.71,485.641,898744.0
2023-08-23,487.004,500.785,487.004,498.541,1458568.0
2023-08-24,502.084,506.195,494.151,496.192,2217620.0
2023-08-25,491.951,519.404,491.951,516.646,2457516.0
2023-08-26,491.951,519.404,491.951,516.646,2457516.0
2023-08-27,491.951,519.404,491.951,516.646,2457516.0
2023-08-28,516.646,520.255,511.451,516.467,1307946.0
2023-08-29,515.452,534.981,514.238,534.006,1570163.0
2023-08-30,535.21,540.48,533.797,538.077,1688030.0
2023-08-31,538.077,542.476,532.114,539.301,1776266.0
2023-09-01,542.805,547.304,537.957,547.055,1336680.0
2023-09-02,542.805,547.304,537.957,547.055,1336680.0
2023-09-03,542.805,547.304,537.957,547.055,1336680.0
2023-09-04,542.805,547.304,537.957,547.055,1336680.0
2023-09-05,546.099,552.43,543.014,548.03,1372214.0
2023-09-06,546.876,551.056,543.083,548.399,1236979.0
2023-09-07,547.274,554.878,545.378,551.046,1209740.0
2023-09-08,549.752,556.053,547.224,548.01,1245048.0
2023-09-09,549.752,556.053,547.224,548.01,1245048.0
2023-09-10,549.752,556.053,547.224,548.01,1245048.0
2023-09-11,548.657,551.126,545.439,546.756,1242473.0
2023-09-12,540.485,545.184,537.509,543.472,1312617.0
2023-09-13,541.72,543.123,536.365,539.44,1136345.0
2023-09-14,542.596,546.975,535.469,545.064,973363.0
2023-09-15,545.602,545.612,534.523,535.588,2445493.0
2023-09-16,545.602,545.612,534.523,535.588,2445493.0
2023-09-17,545.602,545.612,534.523,535.588,2445493.0
2023-09-18,533.836,535.937,531.278,532.532,886950.0
2023-09-19,527.675,528.382,523.691,526.739,1026469.0
2023-09-20,528.641,528.959,520.986,521.165,945336.0
2023-09-21,517.174,518.956,501.029,502.034,1729584.0
2023-09-22,501.666,509.763,498.342,506.215,1233830.0
2023-09-23,501.666,509.763,498.342,506.215,1233830.0
2023-09-24,501.666,509.763,498.342,506.215,1233830.0
2023-09-25,503.866,508.833,502.014,505.956,1279186.0
2023-09-26,505.19,506.513,497.874,500.86,1233594.0
2023-09-27,505.229,509.062,500.636,505.886,1260160.0
2023-09-28,502.124,515.273,498.859,509.868,1262675.0
2023-09-29,519.613,521.693,505.633,508.574,1499651.0
2023-09-30,519.613,521.693,505.633,508.574,1499651.0
2023-10-01,519.613,521.693,505.633,508.574,1499651.0
2023-10-02,508.464,515.87,506.558,515.402,1621597.0
2023-10-03,508.922,516.069,502.044,505.13,1741641.0
2023-10-04,510.963,517.492,506.314,515.064,1560992.0
2023-10-05,514.505,518.573,509.081,514.804,1118698.0
2023-10-06,510.517,533.111,509.799,531.755,1766691.0
2023-10-07,510.517,533.111,509.799,531.755,1766691.0
2023-10-08,510.517,533.111,509.799,531.755,1766691.0
2023-10-09,526.231,533.999,524.726,533.36,1047706.0
2023-10-10,530.608,543.68,529.123,538.545,1369522.0
2023-10-11,540.081,543.032,535.205,540.011,884180.0
2023-10-12,543.511,548.526,539.054,541.836,1520739.0
2023-10-13,541.836,544.049,528.764,531.506,1627077.0
2023-10-14,541.836,544.049,528.764,531.506,1627077.0
2023-10-15,541.836,544.049,528.764,531.506,1627077.0
2023-10-16,538.276,541.926,532.922,539.333,1063965.0
2023-10-17,534.417,544.488,531.516,537.219,1396185.0
2023-10-18,533.749,535.594,524.042,525.892,1143116.0
2023-10-19,528.963,532.543,518.389,520.009,1328345.0
2023-10-20,518.783,520.029,503.308,505.342,1873342.0
2023-10-21,518.783,520.029,503.308,505.342,1873342.0
2023-10-22,518.783,520.029,503.308,505.342,1873342.0
2023-10-23,503.537,511.624,497.036,502.57,1523255.0
2023-10-24,505.023,511.653,498.003,504.355,958991.0
2023-10-25,498.95,499.145,480.883,481.631,2459416.0
2023-10-26,481.601,485.509,472.188,478.061,1584356.0
2023-10-27,478.251,481.112,472.517,478.131,1563779.0
2023-10-28,478.251,481.112,472.517,478.131,1563779.0
2023-10-29,478.251,481.112,472.517,478.131,1563779.0
2023-10-30,482.289,488.271,480.394,486.088,1410169.0
2023-10-31,487.603,495.161,484.039,493.516,1071966.0
2023-11-01,491.263,492.08,480.544,487.753,2041348.0
2023-11-02,497.465,502.54,488.93,498.901,1509216.0
2023-11-03,491.452,501.503,488.132,497.066,2419602.0
2023-11-04,491.452,501.503,488.132,497.066,2419602.0
2023-11-05,491.452,501.503,488.132,497.066,2419602.0
2023-11-06,497.634,499.17,492.918,499.05,1475506.0
2023-11-07,506.708,515.831,505.501,512.421,1409378.0
2023-11-08,519.7,522.716,513.837,520.867,1428565.0
2023-11-09,517.138,525.739,512.481,513.049,1384191.0
2023-11-10,518.025,528.539,514.754,527.358,1147845.0
2023-11-11,518.025,528.539,514.754,527.358,1147845.0
2023-11-12,518.025,528.539,514.754,527.358,1147845.0
2023-11-13,524.107,532.882,521.804,530.638,1177203.0
2023-11-14,539.832,556.374,539.832,553.911,2005762.0
2023-11-15,557.371,565.382,553.073,553.931,1711334.0
2023-11-16,555.596,558.856,551.079,555.337,1198426.0
2023-11-17,555.027,559.564,552.415,558.537,1127087.0
2023-11-18,555.027,559.564,552.415,558.537,1127087.0
2023-11-19,555.027,559.564,552.415,558.537,1127087.0
2023-11-20,562.366,563.947,557.221,562.865,1008840.0
2023-11-21,558.467,563.264,558.378,560.551,1001143.0
2023-11-22,566.345,570.163,561.858,562.595,899309.0
2023-11-23,566.345,570.163,561.858,562.595,899309.0
2023-11-24,560.861,563.278,558.428,562.436,607281.0
2023-11-25,560.861,563.278,558.428,562.436,607281.0
2023-11-26,560.861,563.278,558.428,562.436,607281.0
2023-11-27,560.282,564.64,557.381,559.604,1633679.0
2023-11-28,557.979,565.507,556.334,563.433,1745478.0
2023-11-29,581.301,597.265,574.232,575.558,2489834.0
2023-11-30,575.717,580.474,564.051,569.805,1941118.0
2023-12-01,569.745,575.009,562.81,572.656,1334098.0
2023-12-02,569.745,575.009,562.81,572.656,1334098.0
2023-12-03,569.745,575.009,562.81,572.656,1334098.0
2023-12-04,566.973,569.525,559.056,568.817,1335831.0
2023-12-05,563.702,570.607,561.758,570.124,988869.0
2023-12-06,573.733,574.551,564.061,564.59,1109585.0
2023-12-07,568.578,571.34,563.234,569.834,898919.0
2023-12-08,564.52,572.965,562.755,572.237,1195183.0
2023-12-09,564.52,572.965,562.755,572.237,1195183.0
2023-12-10,564.52,572.965,562.755,572.237,1195183.0
2023-12-11,575.648,587.354,575.328,584.961,1617276.0
2023-12-12,586.566,593.147,581.848,592.459,1251984.0
2023-12-13,596.318,608.662,591.985,608.452,1606639.0
2023-12-14,612.909,615.821,594.229,599.438,2546779.0
2023-12-15,600.356,610.092,600.356,606.747,3455566.0
2023-12-16,600.356,610.092,600.356,606.747,3455566.0
2023-12-17,600.356,610.092,600.356,606.747,3455566.0
2023-12-18,608.612,618.493,607.974,616.638,1538779.0
2023-12-19,613.697,620.408,612.929,619.66,1252147.0
2023-12-20,617.227,626.011,613.717,613.926,1536641.0
2023-12-21,618.204,621.808,616.389,619.191,1000975.0
2023-12-22,621.021,623.334,615.891,622.262,820797.0
2023-12-23,621.021,623.334,615.891,622.262,820797.0
2023-12-24,621.021,623.334,615.891,622.262,820797.0
2023-12-25,621.021,623.334,615.891,622.262,820797.0
2023-12-26,623.359,626.51,620.926,623.04,638341.0
2023-12-27,622.182,627.976,620.457,627.298,734458.0
2023-12-28,628.913,629.242,625.363,626.201,680662.0
2023-12-29,626.201,629.003,620.657,623.219,724658.0
2023-12-30,626.201,629.003,620.657,623.219,724658.0
2023-12-31,626.201,629.003,620.657,623.219,724658.0
2024-01-01,626.201,629.003,620.657,623.219,724658.0
2024-01-02,620.447,621.255,597.893,602.011,1666847.0
2024-01-03,595.829,596.647,587.703,589.428,1439566.0
2024-01-04,588.899,592.788,584.113,585.12,956779.0
2024-01-05,585.12,590.455,584.452,587.314,838901.0
2024-01-06,585.12,590.455,584.452,587.314,838901.0
2024-01-07,585.12,590.455,584.452,587.314,838901.0
2024-01-08,591.382,598.81,590.2,596.647,1689863.0
2024-01-09,590.325,605.894,589.32,604.336,1271101.0
2024-01-10,602.279,612.504,602.179,607.851,1292359.0
2024-01-11,610.317,614.811,599.672,607.861,1315257.0
2024-01-12,611.146,613.133,605.235,610.947,802389.0
2024-01-13,611.146,613.133,605.235,610.947,802389.0
2024-01-14,611.146,613.133,605.235,610.947,802389.0
2024-01-15,611.146,613.133,605.235,610.947,802389.0
2024-01-16,606.902,612.105,600.381,602.988,1433123.0
2024-01-17,599.722,601.0,592.457,599.003,1539978.0
2024-01-18,602.558,611.261,600.96,610.507,1147774.0
2024-01-19,614.022,623.279,610.118,621.312,1334432.0
2024-01-20,614.022,623.279,610.118,621.312,1334432.0
2024-01-21,614.022,623.279,610.118,621.312,1334432.0
2024-01-22,625.676,631.558,625.127,629.73,954374.0
2024-01-23,629.71,635.802,623.269,634.933,853729.0
2024-01-24,640.855,643.831,633.914,635.293,1017502.0
2024-01-25,648.564,648.564,636.181,640.595,1043447.0
2024-01-26,641.903,645.299,638.813,640.465,770859.0
2024-01-27,641.903,645.299,638.813,640.465,770859.0
2024-01-28,641.903,645.299,638.813,640.465,770859.0
2024-01-29,642.103,653.108,641.189,651.969,869353.0
2024-01-30,646.986,651.23,645.229,646.816,1114646.0
2024-01-31,640.935,641.629,625.331,630.449,1208581.0
2024-02-01,630.639,633.994,622.326,631.977,1034142.0
2024-02-02,627.344,641.634,627.344,638.688,1287275.0
2024-02-03,627.344,641.634,627.344,638.688,1287275.0
2024-02-04,627.344,641.634,627.344,638.688,1287275.0
2024-02-05,637.789,640.965,628.402,639.706,1007974.0
2024-02-06,643.691,644.949,630.07,634.414,908634.0
2024-02-07,639.646,648.404,636.086,642.273,970633.0
2024-02-08,645.528,653.327,642.273,652.159,1005760.0
2024-02-09,656.613,661.905,653.777,657.242,1005195.0
2024-02-10,656.613,661.905,653.777,657.242,1005195.0
2024-02-11,656.613,661.905,653.777,657.242,1005195.0
2024-02-12,654.805,658.8,650.981,656.073,1279158.0
2024-02-13,633.645,645.498,627.823,637.4,1785301.0
2024-02-14,642.093,656.728,642.093,656.213,1285456.0
2024-02-15,661.736,663.903,656.083,663.353,1438184.0
2024-02-16,662.035,662.075,650.212,654.825,1336802.0
2024-02-17,662.035,662.075,650.212,654.825,1336802.0
2024-02-18,662.035,662.075,650.212,654.825,1336802.0
2024-02-19,662.035,662.075,650.212,654.825,1336802.0
2024-02-20,649.802,654.526,640.153,645.009,1470601.0
2024-02-21,639.607,642.942,629.64,637.38,1146180.0
2024-02-22,649.173,658.46,648.615,657.002,1975613.0
2024-02-23,651.849,667.308,645.249,658.89,1740445.0
2024-02-24,651.849,667.308,645.249,658.89,1740445.0
2024-02-25,651.849,667.308,645.249,658.89,1740445.0
2024-02-26,658.121,667.353,650.546,662.914,1579381.0
2024-02-27,664.072,669.794,660.407,668.426,1059221.0
2024-02-28,660.977,664.801,655.349,658.24,1059682.0
2024-02-29,660.597,666.639,659.079,661.965,1934125.0
2024-03-01,658.131,666.179,655.305,665.59,1003879.0
2024-03-02,658.131,666.179,655.305,665.59,1003879.0
2024-03-03,658.131,666.179,655.305,665.59,1003879.0
2024-03-04,663.413,670.074,659.678,667.478,896779.0
2024-03-05,663.733,664.592,630.719,638.838,1382219.0
2024-03-06,644.869,650.072,639.407,649.373,1071093.0
2024-03-07,655.085,656.083,645.658,648.434,903200.0
2024-03-08,643.251,656.283,640.985,650.821,1054477.0
2024-03-09,643.251,656.283,640.985,650.821,1054477.0
2024-03-10,643.251,656.283,640.985,650.821,1054477.0
2024-03-11,648.244,652.249,637.719,649.962,1045748.0
2024-03-12,654.815,665.53,646.727,661.716,1097291.0
2024-03-13,659.079,660.622,652.768,654.156,954898.0
2024-03-14,659.079,659.079,644.659,649.133,1129145.0
2024-03-15,644.59,648.095,620.174,624.647,3145835.0
2024-03-16,644.59,648.095,620.174,624.647,3145835.0
2024-03-17,644.59,648.095,620.174,624.647,3145835.0
2024-03-18,629.311,635.862,628.083,629.511,1811079.0
2024-03-19,630.619,634.454,624.717,633.665,1675659.0
2024-03-20,634.304,641.284,632.427,638.758,1335557.0
2024-03-21,642.612,658.201,639.607,650.381,1347563.0
2024-03-22,648.574,649.682,638.528,642.842,838552.0
2024-03-23,648.574,649.682,638.528,642.842,838552.0
2024-03-24,648.574,649.682,638.528,642.842,838552.0
2024-03-25,636.691,641.074,631.038,638.198,1021032.0
2024-03-26,641.264,643.206,638.069,639.157,1002101.0
2024-03-27,644.919,649.063,639.597,647.835,1119902.0
2024-03-28,650.002,654.086,646.826,649.093,1163442.0
2024-03-29,650.002,654.086,646.826,649.093,1163442.0
2024-03-30,650.002,654.086,646.826,649.093,1163442.0
2024-03-31,650.002,654.086,646.826,649.093,1163442.0
2024-04-01,652.219,653.487,634.993,638.947,696985.0
2024-04-02,629.561,629.561,621.422,625.716,2119447.0
2024-04-03,625.716,631.977,620.583,622.131,1566524.0
2024-04-04,632.896,636.171,619.465,620.413,1293478.0
2024-04-05,622.63,636.361,620.683,634.853,1619825.0
2024-04-06,622.63,636.361,620.683,634.853,1619825.0
2024-04-07,622.63,636.361,620.683,634.853,1619825.0
2024-04-08,638.278,646.487,636.191,644.38,1016678.0
2024-04-09,650.0,650.42,636.315,644.09,847929.0
2024-04-10,630.74,635.28,626.55,628.36,962309.0
2024-04-11,630.93,633.71,623.83,627.71,1612817.0
2024-04-12,618.49,626.23,616.085,621.11,1454706.0
2024-04-13,618.49,626.23,616.085,621.11,1454706.0
2024-04-14,618.49,626.23,616.085,621.11,1454706.0
2024-04-15,629.28,630.0,610.485,612.12,1065768.0
2024-04-16,613.65,618.56,610.92,611.49,1264878.0
2024-04-17,615.39,617.8,611.84,613.21,1117442.0
