,TDS US Equity,TDS US Equity,TDS US Equity,TDS US Equity,TDS US Equity
2020-02-28,15.7139,16.6625,15.0787,16.613,2209475.0
2020-02-29,15.7139,16.6625,15.0787,16.613,2209475.0
2020-03-01,15.7139,16.6625,15.0787,16.613,2209475.0
2020-03-02,16.7697,17.1904,16.085,17.1656,1077110.0
2020-03-03,17.2316,17.5038,16.3764,16.679,1264500.0
2020-03-04,17.0337,17.0419,16.5222,17.0172,700520.0
2020-03-05,16.5387,16.712,15.5489,15.8376,770224.0
2020-03-06,15.2107,16.0685,15.1282,16.0356,737305.0
2020-03-07,15.2107,16.0685,15.1282,16.0356,737305.0
2020-03-08,15.2107,16.0685,15.1282,16.0356,737305.0
2020-03-09,14.7075,15.0622,14.0724,14.0971,629616.0
2020-03-10,14.658,14.9065,13.5774,14.3116,914333.0
2020-03-11,13.8991,13.9734,13.1155,13.3795,943439.0
2020-03-12,12.3731,13.0248,11.5895,12.5876,1244658.0
2020-03-13,13.2145,13.9651,12.2329,13.9074,1365967.0
2020-03-14,13.2145,13.9651,12.2329,13.9074,1365967.0
2020-03-15,13.2145,13.9651,12.2329,13.9074,1365967.0
2020-03-16,12.0825,14.0157,12.0825,13.6074,1152632.0
2020-03-17,13.949,15.3906,13.8074,15.3323,1332083.0
2020-03-18,14.4907,15.4323,13.7907,14.3823,1334771.0
2020-03-19,14.2657,15.9781,14.2657,15.4156,1449439.0
2020-03-20,15.6906,15.7239,13.3491,13.4991,1438064.0
2020-03-21,15.6906,15.7239,13.3491,13.4991,1438064.0
2020-03-22,15.6906,15.7239,13.3491,13.4991,1438064.0
2020-03-23,13.5657,13.8241,12.7366,12.9491,1142625.0
2020-03-24,13.3657,14.624,13.3657,14.449,880149.0
2020-03-25,14.4157,14.8932,13.7407,13.899,821087.0
2020-03-26,14.0324,14.599,13.3907,14.4407,951527.0
2020-03-27,13.9407,14.5907,13.5241,14.1824,891147.0
2020-03-28,13.9407,14.5907,13.5241,14.1824,891147.0
2020-03-29,13.9407,14.5907,13.5241,14.1824,891147.0
2020-03-30,14.3074,14.3074,13.8907,14.0407,961842.0
2020-03-31,14.1074,14.324,13.6532,13.9657,938905.0
2020-04-01,13.3741,13.4824,12.6908,13.0241,1571495.0
2020-04-02,12.9074,13.3324,12.6241,12.9741,1904961.0
2020-04-03,13.0158,14.2907,12.7325,13.849,6792197.0
2020-04-04,13.0158,14.2907,12.7325,13.849,6792197.0
2020-04-05,13.0158,14.2907,12.7325,13.849,6792197.0
2020-04-06,14.4907,14.6907,14.024,14.374,1194060.0
2020-04-07,14.8323,15.049,13.8824,14.0157,1061386.0
2020-04-08,14.2324,15.1073,14.0532,15.024,670762.0
2020-04-09,15.3739,15.5656,14.5573,15.1156,927147.0
2020-04-10,15.3739,15.5656,14.5573,15.1156,927147.0
2020-04-11,15.3739,15.5656,14.5573,15.1156,927147.0
2020-04-12,15.3739,15.5656,14.5573,15.1156,927147.0
2020-04-13,15.1906,15.6323,14.8906,15.5073,743040.0
2020-04-14,15.8322,15.9061,15.3406,15.5239,640484.0
2020-04-15,14.999,15.1573,14.299,14.3823,719450.0
2020-04-16,14.524,15.5656,14.449,15.4739,961379.0
2020-04-17,16.0739,16.0739,15.3406,15.6489,610089.0
2020-04-18,16.0739,16.0739,15.3406,15.6489,610089.0
2020-04-19,16.0739,16.0739,15.3406,15.6489,610089.0
2020-04-20,15.3573,15.9156,15.249,15.7489,627378.0
2020-04-21,15.4156,15.5739,14.9823,15.1156,599479.0
2020-04-22,15.6573,15.6573,15.099,15.124,862944.0
2020-04-23,15.4739,15.9906,15.2073,15.8572,644118.0
2020-04-24,15.9072,15.9906,15.3989,15.9156,745542.0
2020-04-25,15.9072,15.9906,15.3989,15.9156,745542.0
2020-04-26,15.9072,15.9906,15.3989,15.9156,745542.0
2020-04-27,16.0656,16.2239,15.7239,16.0906,780997.0
2020-04-28,16.4405,16.6489,16.3322,16.4072,597984.0
2020-04-29,16.7822,17.3071,16.6905,17.0572,1336631.0
2020-04-30,16.6989,16.9322,16.2322,16.3489,1648324.0
2020-05-01,16.3572,17.0572,14.9073,15.0906,1064420.0
2020-05-02,16.3572,17.0572,14.9073,15.0906,1064420.0
2020-05-03,16.3572,17.0572,14.9073,15.0906,1064420.0
2020-05-04,14.9156,14.999,14.1324,14.4407,994460.0
2020-05-05,14.5407,15.2281,14.5407,15.0073,669405.0
2020-05-06,15.0323,15.181,14.249,14.274,529327.0
2020-05-07,14.4823,15.0781,14.4115,15.024,946201.0
2020-05-08,15.2073,15.8114,15.2073,15.7989,574687.0
2020-05-09,15.2073,15.8114,15.2073,15.7989,574687.0
2020-05-10,15.2073,15.8114,15.2073,15.7989,574687.0
2020-05-11,15.5489,15.7739,15.274,15.4573,679401.0
2020-05-12,15.5156,15.6489,14.8156,14.8323,389067.0
2020-05-13,14.6823,14.7823,14.1657,14.3907,605649.0
2020-05-14,14.149,14.399,13.7657,14.374,684407.0
2020-05-15,14.174,14.6573,14.024,14.6323,1092119.0
2020-05-16,14.174,14.6573,14.024,14.6323,1092119.0
2020-05-17,14.174,14.6573,14.024,14.6323,1092119.0
2020-05-18,15.2989,15.9739,15.0656,15.7406,682238.0
2020-05-19,15.6156,15.7531,15.4156,15.4573,480934.0
2020-05-20,15.6823,16.0656,15.6531,15.7989,532251.0
2020-05-21,15.7239,16.146,15.6989,15.9572,730991.0
2020-05-22,16.0489,16.403,15.7989,16.3655,408260.0
2020-05-23,16.0489,16.403,15.7989,16.3655,408260.0
2020-05-24,16.0489,16.403,15.7989,16.3655,408260.0
2020-05-25,16.0489,16.403,15.7989,16.3655,408260.0
2020-05-26,16.8988,17.0655,16.7988,16.8988,444119.0
2020-05-27,17.2322,17.3821,16.9363,17.3238,741853.0
2020-05-28,17.5321,17.5905,16.7988,16.8738,441744.0
2020-05-29,16.7239,17.1405,16.5189,17.0738,1033338.0
2020-05-30,16.7239,17.1405,16.5189,17.0738,1033338.0
2020-05-31,16.7239,17.1405,16.5189,17.0738,1033338.0
2020-06-01,17.1238,17.6238,17.0738,17.4071,395197.0
2020-06-02,17.5405,17.5821,17.2738,17.4321,804584.0
2020-06-03,17.6571,18.0071,17.5946,17.6155,539950.0
2020-06-04,17.4238,17.5364,17.1572,17.4571,1267459.0
2020-06-05,17.7238,18.1654,17.5321,17.5821,629082.0
2020-06-06,17.7238,18.1654,17.5321,17.5821,629082.0
2020-06-07,17.7238,18.1654,17.5321,17.5821,629082.0
2020-06-08,17.8821,18.957,17.8363,18.932,749554.0
2020-06-09,18.6404,18.6654,18.1488,18.2904,595854.0
2020-06-10,18.2737,18.4321,17.6821,17.7321,565026.0
2020-06-11,17.1655,17.2072,16.1406,16.1656,655024.0
2020-06-12,16.7655,16.9488,16.2197,16.7905,607806.0
2020-06-13,16.7655,16.9488,16.2197,16.7905,607806.0
2020-06-14,16.7655,16.9488,16.2197,16.7905,607806.0
2020-06-15,16.2863,17.051,16.093,16.9838,473160.0
2020-06-16,17.7149,17.7149,17.0258,17.2947,425729.0
2020-06-17,17.1519,17.1519,16.7317,16.7653,378485.0
2020-06-18,16.6729,17.1687,16.6729,16.8073,488677.0
2020-06-19,16.9502,17.1939,16.6098,16.7737,1170315.0
2020-06-20,16.9502,17.1939,16.6098,16.7737,1170315.0
2020-06-21,16.9502,17.1939,16.6098,16.7737,1170315.0
2020-06-22,16.7149,16.9586,16.5468,16.7821,633564.0
2020-06-23,17.009,17.0846,16.4964,16.8157,828244.0
2020-06-24,16.5384,16.6519,15.8619,16.4039,532324.0
2020-06-25,16.2947,16.5804,16.0846,16.572,976684.0
2020-06-26,16.4376,16.4376,15.572,15.8157,1376226.0
2020-06-27,16.4376,16.4376,15.572,15.8157,1376226.0
2020-06-28,16.4376,16.4376,15.572,15.8157,1376226.0
2020-06-29,15.967,16.7065,15.8829,16.6897,468300.0
2020-06-30,16.7821,16.8746,16.6477,16.7065,1076410.0
2020-07-01,16.7065,17.1435,16.6519,16.8157,548386.0
2020-07-02,17.1435,17.2023,16.6855,16.7821,731849.0
2020-07-03,17.1435,17.2023,16.6855,16.7821,731849.0
2020-07-04,17.1435,17.2023,16.6855,16.7821,731849.0
2020-07-05,17.1435,17.2023,16.6855,16.7821,731849.0
2020-07-06,17.051,17.2023,16.7149,16.8662,613827.0
2020-07-07,16.7233,16.8325,16.572,16.5804,625220.0
2020-07-08,16.5804,16.7485,16.4292,16.7485,544513.0
2020-07-09,16.7317,16.8409,16.2863,16.4039,540595.0
2020-07-10,16.3871,16.7569,16.3367,16.7401,569321.0
2020-07-11,16.3871,16.7569,16.3367,16.7401,569321.0
2020-07-12,16.3871,16.7569,16.3367,16.7401,569321.0
2020-07-13,16.9838,17.009,16.572,16.5972,662742.0
2020-07-14,16.5384,16.9586,16.4544,16.8914,446937.0
2020-07-15,17.2275,17.2779,16.7233,16.8325,513018.0
2020-07-16,16.7569,17.009,16.6561,16.9586,533730.0
2020-07-17,17.051,17.1519,16.8746,17.0594,320693.0
2020-07-18,17.051,17.1519,16.8746,17.0594,320693.0
2020-07-19,17.051,17.1519,16.8746,17.0594,320693.0
2020-07-20,17.0174,17.0594,16.7149,16.7653,270373.0
2020-07-21,16.967,17.3704,16.967,17.0678,739930.0
2020-07-22,17.1015,17.1099,16.2947,16.4628,628708.0
2020-07-23,16.4712,16.6813,16.1771,16.5972,519544.0
2020-07-24,16.572,16.7065,16.2191,16.2779,523613.0
2020-07-25,16.572,16.7065,16.2191,16.2779,523613.0
2020-07-26,16.572,16.7065,16.2191,16.2779,523613.0
2020-07-27,16.2443,16.5972,15.9754,16.5132,814116.0
2020-07-28,16.446,16.7737,16.446,16.5216,401677.0
2020-07-29,16.53,16.8325,16.4796,16.6224,392713.0
2020-07-30,16.3871,16.4376,16.051,16.2023,401648.0
2020-07-31,16.3451,16.3451,15.8997,16.3199,1756421.0
2020-08-01,16.3451,16.3451,15.8997,16.3199,1756421.0
2020-08-02,16.3451,16.3451,15.8997,16.3199,1756421.0
2020-08-03,16.53,16.7133,16.4166,16.5468,515235.0
2020-08-04,16.4208,16.6561,16.2359,16.5048,749796.0
2020-08-05,16.6981,16.6981,16.2611,16.3787,435832.0
2020-08-06,16.4292,16.4544,16.2611,16.2611,623626.0
2020-08-07,16.6561,19.3452,16.6114,19.3116,2035223.0
2020-08-08,16.6561,19.3452,16.6114,19.3116,2035223.0
2020-08-09,16.6561,19.3452,16.6114,19.3116,2035223.0
2020-08-10,19.4041,19.5637,18.8578,19.5133,975071.0
2020-08-11,19.7486,19.9755,19.3662,19.4461,799435.0
2020-08-12,19.7402,19.8831,19.4965,19.6226,797146.0
2020-08-13,19.6898,20.11,19.6814,19.9923,567455.0
2020-08-14,19.8999,20.5932,19.8326,20.4461,461349.0
2020-08-15,19.8999,20.5932,19.8326,20.4461,461349.0
2020-08-16,19.8999,20.5932,19.8326,20.4461,461349.0
2020-08-17,20.4713,20.589,20.0049,20.0427,405698.0
2020-08-18,20.0343,20.2402,19.9419,20.1436,365868.0
2020-08-19,20.3285,20.4965,20.194,20.2612,320887.0
2020-08-20,20.0595,20.2108,19.7906,19.8915,296239.0
2020-08-21,19.8326,19.8326,19.362,19.4293,733602.0
2020-08-22,19.8326,19.8326,19.362,19.4293,733602.0
2020-08-23,19.8326,19.8326,19.362,19.4293,733602.0
2020-08-24,19.5553,19.8326,19.5217,19.715,397146.0
2020-08-25,19.7318,19.8074,19.236,19.5553,299234.0
2020-08-26,19.4545,19.715,19.3116,19.7066,329325.0
2020-08-27,19.8495,20.1436,19.7738,19.9251,491102.0
2020-08-28,20.0007,20.0637,19.6982,19.8158,336114.0
2020-08-29,20.0007,20.0637,19.6982,19.8158,336114.0
2020-08-30,20.0007,20.0637,19.6982,19.8158,336114.0
2020-08-31,19.9755,19.9755,19.4209,19.4377,456421.0
2020-09-01,19.4461,19.5301,19.2234,19.2444,509528.0
2020-09-02,19.1688,19.6562,19.1688,19.6226,441027.0
2020-09-03,19.6814,19.736,19.1267,19.194,466368.0
2020-09-04,19.194,19.362,18.6813,18.925,484165.0
2020-09-05,19.194,19.362,18.6813,18.925,484165.0
2020-09-06,19.194,19.362,18.6813,18.925,484165.0
2020-09-07,19.194,19.362,18.6813,18.925,484165.0
2020-09-08,18.715,18.757,18.2948,18.4292,401998.0
2020-09-09,18.6141,18.8074,18.4544,18.6813,519719.0
2020-09-10,18.8158,18.8494,18.2528,18.2864,366902.0
2020-09-11,18.3452,18.3452,18.0847,18.1519,383998.0
2020-09-12,18.3452,18.3452,18.0847,18.1519,383998.0
2020-09-13,18.3452,18.3452,18.0847,18.1519,383998.0
2020-09-14,18.2359,18.299,17.5048,17.5132,837566.0
2020-09-15,17.5132,17.5625,17.0472,17.259,624484.0
2020-09-16,17.2506,17.7589,17.2167,17.3946,648322.0
2020-09-17,17.1235,17.3099,16.971,17.1658,750735.0
2020-09-18,17.2421,17.4793,16.8566,17.132,2244191.0
2020-09-19,17.2421,17.4793,16.8566,17.132,2244191.0
2020-09-20,17.2421,17.4793,16.8566,17.132,2244191.0
2020-09-21,16.8608,16.971,16.2677,16.4287,754185.0
2020-09-22,16.505,16.7591,16.2931,16.3779,729041.0
2020-09-23,16.3779,16.4202,15.7933,15.8187,699817.0
2020-09-24,15.8271,15.9373,15.5391,15.6492,642892.0
2020-09-25,15.5221,15.8526,15.395,15.7678,688581.0
2020-09-26,15.5221,15.8526,15.395,15.7678,688581.0
2020-09-27,15.5221,15.8526,15.395,15.7678,688581.0
2020-09-28,15.9627,16.1322,15.9288,16.1067,658233.0
2020-09-29,16.1491,16.1491,15.8695,15.9203,675975.0
2020-09-30,15.9458,15.9881,15.4967,15.6238,808142.0
2020-10-01,15.6069,15.6916,15.3103,15.573,575961.0
2020-10-02,15.3273,15.6577,15.2849,15.4374,768252.0
2020-10-03,15.3273,15.6577,15.2849,15.4374,768252.0
2020-10-04,15.3273,15.6577,15.2849,15.4374,768252.0
2020-10-05,15.6153,15.7594,15.2256,15.6238,736907.0
2020-10-06,15.7509,15.8187,15.4035,15.4628,695378.0
2020-10-07,15.5306,15.717,15.3357,15.6746,479250.0
2020-10-08,15.8017,16.1237,15.6916,16.039,649563.0
2020-10-09,16.1067,16.3948,15.9627,16.1406,841218.0
2020-10-10,16.1067,16.3948,15.9627,16.1406,841218.0
2020-10-11,16.1067,16.3948,15.9627,16.1406,841218.0
2020-10-12,16.1999,16.2593,16.0644,16.1745,684822.0
2020-10-13,16.1745,16.2169,15.8102,15.9542,468475.0
2020-10-14,15.9627,16.0241,15.4035,15.412,494644.0
2020-10-15,15.3018,15.4967,15.1239,15.4628,565604.0
2020-10-16,15.395,15.4836,15.2764,15.3018,460820.0
2020-10-17,15.395,15.4836,15.2764,15.3018,460820.0
2020-10-18,15.395,15.4836,15.2764,15.3018,460820.0
2020-10-19,15.3018,15.395,14.9036,14.946,896915.0
2020-10-20,15.09,15.1832,14.9197,15.0307,557476.0
2020-10-21,15.0053,15.0053,14.535,14.5816,751135.0
2020-10-22,14.5478,14.7172,14.4461,14.6494,848434.0
2020-10-23,14.785,14.8274,14.5732,14.7087,680164.0
2020-10-24,14.785,14.8274,14.5732,14.7087,680164.0
2020-10-25,14.785,14.8274,14.5732,14.7087,680164.0
2020-10-26,14.5223,14.7935,14.3444,14.7426,1028877.0
2020-10-27,14.768,15.0646,14.6833,14.8104,1011941.0
2020-10-28,14.4884,14.5393,14.0394,14.1072,579522.0
2020-10-29,13.9123,14.2851,13.8784,14.1495,957085.0
2020-10-30,14.0733,14.4376,14.0055,14.4037,2174760.0
2020-10-31,14.0733,14.4376,14.0055,14.4037,2174760.0
2020-11-01,14.0733,14.4376,14.0055,14.4037,2174760.0
2020-11-02,14.6155,14.624,14.175,14.4037,555895.0
2020-11-03,14.5732,14.7426,14.4461,14.5986,862884.0
2020-11-04,14.5054,14.9121,14.3444,14.5647,659544.0
2020-11-05,14.6833,15.107,14.6833,14.929,530666.0
2020-11-06,15.5814,16.0305,14.4291,14.5562,871442.0
2020-11-07,15.5814,16.0305,14.4291,14.5562,871442.0
2020-11-08,15.5814,16.0305,14.4291,14.5562,871442.0
2020-11-09,15.7001,16.0051,15.3273,15.5391,1146601.0
2020-11-10,15.7255,16.0008,15.556,15.7085,907407.0
2020-11-11,15.8695,16.1576,15.7425,15.8187,1169078.0
2020-11-12,15.7085,16.0729,15.5221,15.6153,1200638.0
2020-11-13,15.8865,16.2762,15.8271,16.1745,1063939.0
2020-11-14,15.8865,16.2762,15.8271,16.1745,1063939.0
2020-11-15,15.8865,16.2762,15.8271,16.1745,1063939.0
2020-11-16,16.505,16.793,16.1915,16.4202,1374545.0
2020-11-17,16.3948,16.5389,16.2381,16.4711,1295660.0
2020-11-18,16.5643,16.6829,15.95,15.9627,1364086.0
2020-11-19,15.9458,16.022,15.7619,15.9542,595604.0
2020-11-20,15.8356,15.9203,15.717,15.8441,711413.0
2020-11-21,15.8356,15.9203,15.717,15.8441,711413.0
2020-11-22,15.8356,15.9203,15.717,15.8441,711413.0
2020-11-23,16.039,16.2635,15.9034,16.2254,813979.0
2020-11-24,16.4965,16.8438,16.4372,16.6998,697553.0
2020-11-25,16.6998,16.6998,16.4202,16.5812,579965.0
2020-11-26,16.6998,16.6998,16.4202,16.5812,579965.0
2020-11-27,16.5812,16.8523,16.5304,16.81,486656.0
2020-11-28,16.5812,16.8523,16.5304,16.81,486656.0
2020-11-29,16.5812,16.8523,16.5304,16.81,486656.0
2020-11-30,16.8185,16.8439,16.0644,16.0813,1083786.0
2020-12-01,16.2254,16.3609,15.9203,16.1406,1014587.0
2020-12-02,16.1406,16.3694,16.0644,16.2084,588289.0
2020-12-03,16.183,16.2338,16.0051,16.0474,566860.0
2020-12-04,16.1745,16.3101,15.9797,16.183,741174.0
2020-12-05,16.1745,16.3101,15.9797,16.183,741174.0
2020-12-06,16.1745,16.3101,15.9797,16.183,741174.0
2020-12-07,16.1491,16.3525,16.0983,16.1406,737137.0
2020-12-08,16.0983,16.1449,15.7424,15.9373,995742.0
2020-12-09,16.0983,16.3101,15.9966,16.1661,1140216.0
2020-12-10,16.0983,16.1491,15.8949,16.0729,791777.0
2020-12-11,15.9203,16.0305,15.717,15.8102,860850.0
2020-12-12,15.9203,16.0305,15.717,15.8102,860850.0
2020-12-13,15.9203,16.0305,15.717,15.8102,860850.0
2020-12-14,15.9627,16.3016,15.9627,16.1322,1231553.0
2020-12-15,16.1749,16.4399,15.9697,16.3288,856050.0
2020-12-16,16.3886,16.4399,15.9013,16.021,874764.0
2020-12-17,15.9697,15.974,15.7022,15.9355,996446.0
2020-12-18,16.0552,16.1151,15.5508,15.5765,2201300.0
2020-12-19,16.0552,16.1151,15.5508,15.5765,2201300.0
2020-12-20,16.0552,16.1151,15.5508,15.5765,2201300.0
2020-12-21,15.4055,15.5337,15.1576,15.4226,1248765.0
2020-12-22,15.3457,15.4397,15.102,15.2174,824148.0
2020-12-23,15.3457,15.491,15.2089,15.4226,963983.0
2020-12-24,15.5081,15.6107,15.2174,15.6107,502843.0
2020-12-25,15.5081,15.6107,15.2174,15.6107,502843.0
2020-12-26,15.5081,15.6107,15.2174,15.6107,502843.0
2020-12-27,15.5081,15.6107,15.2174,15.6107,502843.0
2020-12-28,15.7133,15.7646,15.5337,15.7304,736626.0
2020-12-29,15.7218,15.8073,15.4055,15.5594,706543.0
2020-12-30,15.5765,15.6962,15.4311,15.4824,641278.0
2020-12-31,15.4824,15.9355,15.4255,15.8757,893793.0
2021-01-01,15.4824,15.9355,15.4255,15.8757,893793.0
2021-01-02,15.4824,15.9355,15.4255,15.8757,893793.0
2021-01-03,15.4824,15.9355,15.4255,15.8757,893793.0
2021-01-04,15.9697,16.0895,15.6192,16.021,1060121.0
2021-01-05,16.0467,16.4314,16.0296,16.1236,1090512.0
2021-01-06,16.2519,16.8546,16.2211,16.8246,953544.0
2021-01-07,16.8674,16.97,16.7392,16.7648,924403.0
2021-01-08,16.7819,16.7819,16.3032,16.6024,1095963.0
2021-01-09,16.7819,16.7819,16.3032,16.6024,1095963.0
2021-01-10,16.7819,16.7819,16.3032,16.6024,1095963.0
2021-01-11,16.5083,16.6879,16.316,16.4485,1269441.0
2021-01-12,16.4998,16.8631,16.3117,16.3544,924908.0
2021-01-13,16.4314,16.5254,16.1065,16.2262,1086641.0
2021-01-14,16.4143,17.282,16.3715,17.0384,1060794.0
2021-01-15,17.0298,17.3376,16.8417,17.3034,832063.0
2021-01-16,17.0298,17.3376,16.8417,17.3034,832063.0
2021-01-17,17.0298,17.3376,16.8417,17.3034,832063.0
2021-01-18,17.0298,17.3376,16.8417,17.3034,832063.0
2021-01-19,17.3803,17.8249,17.3034,17.6368,1485302.0
2021-01-20,17.7309,17.8847,17.5556,17.8249,852888.0
2021-01-21,17.8591,17.9873,17.3889,17.3974,743931.0
2021-01-22,17.2863,17.5684,17.235,17.5513,640575.0
2021-01-23,17.2863,17.5684,17.235,17.5513,640575.0
2021-01-24,17.2863,17.5684,17.235,17.5513,640575.0
2021-01-25,17.5513,17.7052,16.846,17.1923,1286062.0
2021-01-26,17.2607,17.5941,17.064,17.5855,853564.0
2021-01-27,17.4402,17.4487,16.7734,16.7819,1068725.0
2021-01-28,16.893,17.0298,16.3886,16.4656,1024831.0
2021-01-29,16.4656,16.5425,16.021,16.0296,2169533.0
2021-01-30,16.4656,16.5425,16.021,16.0296,2169533.0
2021-01-31,16.4656,16.5425,16.021,16.0296,2169533.0
2021-02-01,16.1835,16.4228,15.9954,16.2861,654917.0
2021-02-02,16.3886,16.6964,16.3032,16.6109,1130327.0
2021-02-03,16.6964,16.8845,16.4399,16.7477,796606.0
2021-02-04,16.9272,17.3547,16.7392,17.2778,836287.0
2021-02-05,17.3119,17.6197,17.2607,17.5342,796843.0
2021-02-06,17.3119,17.6197,17.2607,17.5342,796843.0
2021-02-07,17.3119,17.6197,17.2607,17.5342,796843.0
2021-02-08,17.6625,17.9788,17.5684,17.8249,611319.0
2021-02-09,17.6967,17.7821,17.4487,17.5941,718273.0
2021-02-10,17.7736,17.8163,17.4445,17.5257,760247.0
2021-02-11,17.5342,17.5684,17.1324,17.4316,907394.0
2021-02-12,17.3119,17.5171,17.1923,17.406,427386.0
2021-02-13,17.3119,17.5171,17.1923,17.406,427386.0
2021-02-14,17.3119,17.5171,17.1923,17.406,427386.0
2021-02-15,17.3119,17.5171,17.1923,17.406,427386.0
2021-02-16,17.5513,17.6967,17.3718,17.5855,976874.0
2021-02-17,17.5855,17.6112,17.4103,17.5257,965797.0
2021-02-18,17.4316,17.5342,17.2094,17.3547,916832.0
2021-02-19,17.3803,17.6026,16.4143,16.6964,1799722.0
2021-02-20,17.3803,17.6026,16.4143,16.6964,1799722.0
2021-02-21,17.3803,17.6026,16.4143,16.6964,1799722.0
2021-02-22,15.8928,15.9611,15.055,15.414,3233840.0
2021-02-23,15.3884,15.5423,15.0293,15.5166,1845618.0
2021-02-24,15.4653,15.6363,15.3115,15.5081,2168573.0
2021-02-25,15.4568,15.756,15.2606,15.4995,1258339.0
2021-02-26,15.4482,15.4482,15.1918,15.2944,2000378.0
2021-02-27,15.4482,15.4482,15.1918,15.2944,2000378.0
2021-02-28,15.4482,15.4482,15.1918,15.2944,2000378.0
2021-03-01,15.5081,15.6107,15.32,15.4397,1206347.0
2021-03-02,15.4226,15.8458,15.4226,15.662,1703127.0
2021-03-03,15.7304,15.9612,15.662,15.8586,1644682.0
2021-03-04,15.927,16.363,15.8586,15.9612,1839017.0
2021-03-05,16.1151,17.0897,16.1151,17.0555,1522593.0
2021-03-06,16.1151,17.0897,16.1151,17.0555,1522593.0
2021-03-07,16.1151,17.0897,16.1151,17.0555,1522593.0
2021-03-08,17.1666,18.6285,17.1068,18.3036,2933886.0
2021-03-09,18.3122,18.8294,18.184,18.6456,1820436.0
2021-03-10,18.9021,19.9664,18.7567,19.7741,1521266.0
