,HUBG US Equity,HUBG US Equity,HUBG US Equity,HUBG US Equity,HUBG US Equity
2020-04-24,22.6234,23.1718,22.1448,23.0821,569840.0
2020-04-25,22.6234,23.1718,22.1448,23.0821,569840.0
2020-04-26,22.6234,23.1718,22.1448,23.0821,569840.0
2020-04-27,23.3363,24.4779,23.117,24.2038,670600.0
2020-04-28,24.7172,24.8518,24.2785,24.3533,560526.0
2020-04-29,25.0762,25.48,24.0667,25.0862,1002884.0
2020-04-30,24.7073,24.7073,23.8747,23.9844,468766.0
2020-05-01,18.7448,21.1727,18.4457,21.1727,3543234.0
2020-05-02,18.7448,21.1727,18.4457,21.1727,3543234.0
2020-05-03,18.7448,21.1727,18.4457,21.1727,3543234.0
2020-05-04,20.9384,22.2146,20.2255,22.1199,825394.0
2020-05-05,22.3492,22.9724,21.7829,22.0202,695028.0
2020-05-06,21.9604,22.2694,21.3372,21.3621,609940.0
2020-05-07,21.7211,22.2694,21.3821,22.0102,528722.0
2020-05-08,22.2146,22.758,22.095,22.6733,502650.0
2020-05-09,22.2146,22.758,22.095,22.6733,502650.0
2020-05-10,22.2146,22.758,22.095,22.6733,502650.0
2020-05-11,22.4389,23.087,22.3392,22.9624,603718.0
2020-05-12,23.0073,23.0073,21.1876,21.225,590764.0
2020-05-13,21.0929,21.2051,19.7967,20.1906,960328.0
2020-05-14,19.9214,20.0211,19.3829,19.9513,716730.0
2020-05-15,19.9214,20.0759,19.5076,19.5425,1183100.0
2020-05-16,19.9214,20.0759,19.5076,19.5425,1183100.0
2020-05-17,19.9214,20.0759,19.5076,19.5425,1183100.0
2020-05-18,20.0809,21.6014,20.0261,21.397,707748.0
2020-05-19,21.2674,21.8008,21.0181,21.1777,501816.0
2020-05-20,21.4519,21.9404,21.3521,21.5216,458688.0
2020-05-21,21.417,21.8557,21.1727,21.5117,405810.0
2020-05-22,21.6363,21.9205,21.3571,21.9205,366166.0
2020-05-23,21.6363,21.9205,21.3571,21.9205,366166.0
2020-05-24,21.6363,21.9205,21.3571,21.9205,366166.0
2020-05-25,21.6363,21.9205,21.3571,21.9205,366166.0
2020-05-26,22.5586,23.3139,22.3741,22.9325,545462.0
2020-05-27,22.7231,23.9694,21.637,23.8598,643644.0
2020-05-28,24.1988,24.1988,23.3712,23.4958,401292.0
2020-05-29,23.2715,23.5307,23.0073,23.3164,618094.0
2020-05-30,23.2715,23.5307,23.0073,23.3164,618094.0
2020-05-31,23.2715,23.5307,23.0073,23.3164,618094.0
2020-06-01,23.4161,23.4161,22.8677,22.9076,353658.0
2020-06-02,23.0372,23.5881,22.7331,23.4659,422852.0
2020-06-03,23.8548,23.9645,23.3662,23.4809,489130.0
2020-06-04,23.2565,23.9096,23.0472,23.6055,522050.0
2020-06-05,24.7272,25.4775,23.9645,24.5677,1104246.0
2020-06-06,24.7272,25.4775,23.9645,24.5677,1104246.0
2020-06-07,24.7272,25.4775,23.9645,24.5677,1104246.0
2020-06-08,24.7771,25.2357,24.6848,24.8768,541982.0
2020-06-09,24.5428,24.5428,23.9894,24.2985,405256.0
2020-06-10,24.3035,24.9167,24.0991,24.5328,544400.0
2020-06-11,23.5806,23.8498,22.7032,22.8976,567510.0
2020-06-12,23.5656,23.7426,22.6334,23.0123,344954.0
2020-06-13,23.5656,23.7426,22.6334,23.0123,344954.0
2020-06-14,23.5656,23.7426,22.6334,23.0123,344954.0
2020-06-15,22.419,23.6304,22.3642,23.5656,508350.0
2020-06-16,24.2735,24.2885,23.4036,23.775,384382.0
2020-06-17,23.8897,24.5029,23.775,24.4231,775848.0
2020-06-18,24.1988,24.6948,24.114,24.5428,596324.0
2020-06-19,24.797,24.9067,23.3064,23.5557,944428.0
2020-06-20,24.797,24.9067,23.3064,23.5557,944428.0
2020-06-21,24.797,24.9067,23.3064,23.5557,944428.0
2020-06-22,23.3762,23.5008,23.0521,23.4759,518880.0
2020-06-23,23.8348,23.9545,23.3413,23.7351,470454.0
2020-06-24,23.5906,23.7077,22.7131,22.9973,493016.0
2020-06-25,22.8926,22.8926,21.8706,22.429,610948.0
2020-06-26,22.419,23.2416,22.1797,22.9475,1092194.0
2020-06-27,22.419,23.2416,22.1797,22.9475,1092194.0
2020-06-28,22.419,23.2416,22.1797,22.9475,1092194.0
2020-06-29,23.3562,23.4709,23.0372,23.2765,511436.0
2020-06-30,23.2017,23.9744,23.2017,23.8598,606416.0
2020-07-01,24.0741,24.468,23.5208,23.6404,381992.0
2020-07-02,23.9146,24.2835,23.6952,23.9645,375564.0
2020-07-03,23.9146,24.2835,23.6952,23.9645,375564.0
2020-07-04,23.9146,24.2835,23.6952,23.9645,375564.0
2020-07-05,23.9146,24.2835,23.6952,23.9645,375564.0
2020-07-06,24.4082,24.4082,23.7601,24.0741,310930.0
2020-07-07,23.8099,24.9765,23.8099,24.8568,565440.0
2020-07-08,24.8269,25.2656,24.4206,25.1908,793280.0
2020-07-09,24.6873,25.0662,24.1788,24.5826,582252.0
2020-07-10,24.7023,25.3603,24.2536,25.3404,436910.0
2020-07-11,24.7023,25.3603,24.2536,25.3404,436910.0
2020-07-12,24.7023,25.3603,24.2536,25.3404,436910.0
2020-07-13,25.5947,25.7841,25.0014,25.0313,459052.0
2020-07-14,25.0762,25.652,25.0562,25.4252,291498.0
2020-07-15,26.0184,26.163,25.6296,25.7642,451122.0
2020-07-16,25.7542,26.2428,25.7542,25.9287,571368.0
2020-07-17,26.2278,26.8859,25.9686,26.6715,615572.0
2020-07-18,26.2278,26.8859,25.9686,26.6715,615572.0
2020-07-19,26.2278,26.8859,25.9686,26.6715,615572.0
2020-07-20,26.4721,26.7537,26.2128,26.2577,284052.0
2020-07-21,26.5219,26.7413,26.0832,26.2976,457390.0
2020-07-22,26.2727,26.4372,25.814,25.8838,338798.0
2020-07-23,25.8589,26.0433,25.4451,25.7542,506742.0
2020-07-24,25.6196,25.8664,25.4501,25.6246,363710.0
2020-07-25,25.6196,25.8664,25.4501,25.6246,363710.0
2020-07-26,25.6196,25.8664,25.4501,25.6246,363710.0
2020-07-27,25.5847,25.9137,25.5249,25.6894,453576.0
2020-07-28,25.6944,25.6944,24.8718,25.0762,577538.0
2020-07-29,25.2856,25.8439,24.8319,25.5398,738872.0
2020-07-30,25.3952,25.7243,24.7771,24.9067,740374.0
2020-07-31,27.18,28.1571,25.0911,26.3724,1171754.0
2020-08-01,27.18,28.1571,25.0911,26.3724,1171754.0
2020-08-02,27.18,28.1571,25.0911,26.3724,1171754.0
2020-08-03,26.3125,26.9357,25.7392,26.2428,455510.0
2020-08-04,26.0683,26.7014,26.0683,26.2776,648536.0
2020-08-05,26.3225,26.7612,26.0134,26.7263,510110.0
2020-08-06,26.6914,26.9208,26.4123,26.5718,344180.0
2020-08-07,26.3574,27.2548,26.2826,27.2498,275636.0
2020-08-08,26.3574,27.2548,26.2826,27.2498,275636.0
2020-08-09,26.3574,27.2548,26.2826,27.2498,275636.0
2020-08-10,27.1351,27.2996,26.4372,26.4721,737964.0
2020-08-11,26.7313,26.9955,26.1829,26.335,759682.0
2020-08-12,26.7114,27.3744,26.4272,26.487,408262.0
2020-08-13,26.4222,26.4297,26.1829,26.3973,573798.0
2020-08-14,26.4023,26.5718,26.1131,26.4023,382472.0
2020-08-15,26.4023,26.5718,26.1131,26.4023,382472.0
2020-08-16,26.4023,26.5718,26.1131,26.4023,382472.0
2020-08-17,26.3125,26.487,26.0583,26.0932,279896.0
2020-08-18,25.9586,26.153,25.49,25.7243,274376.0
2020-08-19,25.8389,26.2477,25.7542,25.9037,248344.0
2020-08-20,25.6994,26.153,25.6794,26.0583,288870.0
2020-08-21,25.9935,26.7338,25.7592,26.6117,483292.0
2020-08-22,25.9935,26.7338,25.7592,26.6117,483292.0
2020-08-23,25.9935,26.7338,25.7592,26.6117,483292.0
2020-08-24,26.7413,27.2498,26.7413,27.1401,424832.0
2020-08-25,27.2747,27.2747,26.8036,26.9606,227856.0
2020-08-26,26.9307,27.2298,26.7139,27.0304,285262.0
2020-08-27,27.1949,27.5738,26.9756,27.0205,371952.0
2020-08-28,27.0404,27.18,26.8111,27.0803,239236.0
2020-08-29,27.0404,27.18,26.8111,27.0803,239236.0
2020-08-30,27.0404,27.18,26.8111,27.0803,239236.0
2020-08-31,27.0853,27.2747,26.7662,26.841,402258.0
2020-09-01,26.7712,27.0703,26.5568,26.8061,445562.0
2020-09-02,26.9905,27.3296,26.8958,27.2747,301228.0
2020-09-03,27.2348,27.2348,25.9935,26.0982,497430.0
2020-09-04,26.3574,26.507,24.9366,25.7791,537494.0
2020-09-05,26.3574,26.507,24.9366,25.7791,537494.0
2020-09-06,26.3574,26.507,24.9366,25.7791,537494.0
2020-09-07,26.3574,26.507,24.9366,25.7791,537494.0
2020-09-08,25.5398,25.7841,25.0313,25.4401,532480.0
2020-09-09,25.7342,26.2976,25.7268,26.1231,583286.0
2020-09-10,26.2776,26.6416,25.632,25.6944,518410.0
2020-09-11,25.7741,26.4671,25.7308,26.1381,539914.0
2020-09-12,25.7741,26.4671,25.7308,26.1381,539914.0
2020-09-13,25.7741,26.4671,25.7308,26.1381,539914.0
2020-09-14,26.2926,26.4023,25.6495,25.7592,260848.0
2020-09-15,25.8788,26.1231,25.6744,25.8988,279892.0
2020-09-16,26.163,26.3076,25.7293,25.7941,340346.0
2020-09-17,25.5647,26.1131,25.4701,25.8689,356112.0
2020-09-18,26.0633,26.158,24.807,24.9266,1397734.0
2020-09-19,26.0633,26.158,24.807,24.9266,1397734.0
2020-09-20,26.0633,26.158,24.807,24.9266,1397734.0
2020-09-21,24.5128,24.5826,23.6952,24.2735,670784.0
2020-09-22,24.2087,24.3987,23.5208,24.2785,691256.0
2020-09-23,24.3882,24.9491,24.1489,24.3284,512576.0
2020-09-24,24.8518,25.2506,24.1838,24.787,423654.0
2020-09-25,24.6026,24.9266,24.5303,24.6923,364184.0
2020-09-26,24.6026,24.9266,24.5303,24.6923,364184.0
2020-09-27,24.6026,24.9266,24.5303,24.6923,364184.0
2020-09-28,24.9067,25.4625,24.797,25.2008,371670.0
2020-09-29,25.2108,25.3653,25.0263,25.1859,337654.0
2020-09-30,25.2955,25.4351,24.7422,25.0238,489080.0
2020-10-01,25.2108,25.5598,24.797,24.9466,278986.0
2020-10-02,24.7172,25.6246,24.5876,25.5249,434850.0
2020-10-03,24.7172,25.6246,24.5876,25.5249,434850.0
2020-10-04,24.7172,25.6246,24.5876,25.5249,434850.0
2020-10-05,25.6744,26.0334,25.6445,25.9187,290860.0
2020-10-06,26.1381,26.6067,25.6944,26.3275,626964.0
2020-10-07,26.5818,27.1601,26.4621,26.7762,669212.0
2020-10-08,26.8609,26.9916,26.6117,26.8709,247818.0
2020-10-09,27.0653,27.2647,26.6765,26.7712,386848.0
2020-10-10,27.0653,27.2647,26.6765,26.7712,386848.0
2020-10-11,27.0653,27.2647,26.6765,26.7712,386848.0
2020-10-12,26.7463,27.2099,26.7463,27.1301,260686.0
2020-10-13,27.0454,27.4143,26.7114,26.9457,353620.0
2020-10-14,27.0105,27.3445,26.2926,27.2448,453442.0
2020-10-15,27.0603,27.6287,26.846,27.6037,356572.0
2020-10-16,27.504,27.9128,26.3574,26.4272,496350.0
2020-10-17,27.504,27.9128,26.3574,26.4272,496350.0
2020-10-18,27.504,27.9128,26.3574,26.4272,496350.0
2020-10-19,26.4322,26.6167,25.5149,25.6246,370152.0
2020-10-20,25.8738,26.0334,25.5174,25.7043,382476.0
2020-10-21,25.7143,26.6665,25.495,25.8938,604926.0
2020-10-22,26.0932,26.2278,25.6096,26.1331,357048.0
2020-10-23,26.2428,26.3574,25.834,26.2826,328940.0
2020-10-24,26.2428,26.3574,25.834,26.2826,328940.0
2020-10-25,26.2428,26.3574,25.834,26.2826,328940.0
2020-10-26,26.0433,26.158,25.6196,26.0134,261806.0
2020-10-27,25.9436,26.0882,25.4601,25.5548,275388.0
2020-10-28,25.0662,25.151,23.6903,24.6823,428280.0
2020-10-29,25.2806,25.2806,24.3384,24.7023,421664.0
2020-10-30,24.8818,25.6744,24.468,24.9914,514944.0
2020-10-31,24.8818,25.6744,24.468,24.9914,514944.0
2020-11-01,24.8818,25.6744,24.468,24.9914,514944.0
2020-11-02,25.0562,25.2357,24.4281,24.8718,356318.0
2020-11-03,25.3255,25.8813,25.0812,25.6445,498600.0
2020-11-04,25.6196,26.2328,25.1111,25.4252,398944.0
2020-11-05,25.6994,25.9536,25.3205,25.465,317118.0
2020-11-06,25.6046,25.8826,25.2158,25.5498,288430.0
2020-11-07,25.6046,25.8826,25.2158,25.5498,288430.0
2020-11-08,25.6046,25.8826,25.2158,25.5498,288430.0
2020-11-09,27.0454,27.2448,24.8818,24.9117,586454.0
2020-11-10,25.0363,26.3599,24.9042,26.2428,657072.0
2020-11-11,26.2776,27.0329,25.7841,26.168,385316.0
2020-11-12,26.0384,26.3574,25.7741,26.0334,718078.0
2020-11-13,26.2428,26.9232,26.2428,26.7961,351186.0
2020-11-14,26.2428,26.9232,26.2428,26.7961,351186.0
2020-11-15,26.2428,26.9232,26.2428,26.7961,351186.0
2020-11-16,27.0952,27.8131,26.7911,27.3595,701570.0
2020-11-17,27.2498,27.7134,26.6815,27.6037,506828.0
2020-11-18,27.7383,28.0474,27.3794,27.4093,446224.0
2020-11-19,27.4392,27.5589,26.7712,27.3495,425566.0
2020-11-20,27.1601,27.4243,27.0529,27.3694,358284.0
2020-11-21,27.1601,27.4243,27.0529,27.3694,358284.0
2020-11-22,27.1601,27.4243,27.0529,27.3694,358284.0
2020-11-23,27.509,27.6985,27.0803,27.2697,346170.0
2020-11-24,27.5738,28.3715,27.4642,27.8081,739126.0
2020-11-25,27.7782,28.1721,27.2348,27.7832,416486.0
2020-11-26,27.7782,28.1721,27.2348,27.7832,416486.0
2020-11-27,27.7234,28.1746,27.3595,27.6636,162612.0
2020-11-28,27.7234,28.1746,27.3595,27.6636,162612.0
2020-11-29,27.7234,28.1746,27.3595,27.6636,162612.0
2020-11-30,27.4592,28.0325,27.1501,27.2298,423382.0
2020-12-01,27.3844,28.2768,27.3495,27.4243,475496.0
2020-12-02,27.4642,27.8181,26.8809,27.2797,272944.0
2020-12-03,27.2947,27.868,27.1974,27.3196,345648.0
2020-12-04,27.4691,28.0175,27.3694,27.8979,368342.0
2020-12-05,27.4691,28.0175,27.3694,27.8979,368342.0
2020-12-06,27.4691,28.0175,27.3694,27.8979,368342.0
2020-12-07,27.9727,28.2967,27.6735,28.2568,383944.0
2020-12-08,28.0474,28.4712,28.0225,28.3117,338482.0
2020-12-09,28.8301,29.563,28.6806,28.9498,520928.0
2020-12-10,29.0295,29.0744,28.1172,28.5759,290032.0
2020-12-11,28.3715,29.0071,28.0823,28.9647,538560.0
2020-12-12,28.3715,29.0071,28.0823,28.9647,538560.0
2020-12-13,28.3715,29.0071,28.0823,28.9647,538560.0
2020-12-14,29.2589,29.2589,28.1073,28.197,396274.0
2020-12-15,28.4114,28.8276,27.8032,28.546,432890.0
2020-12-16,28.6307,28.8401,28.187,28.4562,308824.0
2020-12-17,28.5111,28.7379,27.9976,28.6307,357392.0
2020-12-18,28.6507,28.8152,28.1073,28.4562,839518.0
2020-12-19,28.6507,28.8152,28.1073,28.4562,839518.0
2020-12-20,28.6507,28.8152,28.1073,28.4562,839518.0
2020-12-21,28.3665,28.4762,28.0325,28.2319,259798.0
2020-12-22,28.192,28.8227,28.0275,28.1222,233140.0
2020-12-23,28.207,28.4064,28.0724,28.2618,203398.0
2020-12-24,28.3914,28.5161,28.1422,28.2269,90830.0
2020-12-25,28.3914,28.5161,28.1422,28.2269,90830.0
2020-12-26,28.3914,28.5161,28.1422,28.2269,90830.0
2020-12-27,28.3914,28.5161,28.1422,28.2269,90830.0
2020-12-28,28.4164,28.8401,28.1721,28.4064,281610.0
2020-12-29,28.3615,28.5809,28.0724,28.187,284808.0
2020-12-30,28.207,28.5709,27.7146,28.2419,232342.0
2020-12-31,28.3017,28.7105,28.0973,28.4164,272976.0
2021-01-01,28.3017,28.7105,28.0973,28.4164,272976.0
2021-01-02,28.3017,28.7105,28.0973,28.4164,272976.0
2021-01-03,28.3017,28.7105,28.0973,28.4164,272976.0
2021-01-04,28.4363,28.5759,27.3495,27.5589,419948.0
2021-01-05,27.6287,28.5659,27.6287,28.1372,394548.0
2021-01-06,28.5161,29.7674,28.2469,29.1691,691004.0
2021-01-07,29.199,29.5729,28.865,29.214,260996.0
2021-01-08,29.4284,29.6228,28.9585,29.1791,359044.0
2021-01-09,29.4284,29.6228,28.9585,29.1791,359044.0
2021-01-10,29.4284,29.6228,28.9585,29.1791,359044.0
2021-01-11,28.9996,29.6627,28.86,29.3685,237834.0
2021-01-12,29.553,29.7973,29.204,29.6378,260166.0
2021-01-13,29.9219,30.0416,28.8251,29.0794,285960.0
2021-01-14,29.0944,30.2809,28.9797,30.0466,555680.0
2021-01-15,29.8721,30.0241,28.7254,29.4034,287734.0
2021-01-16,29.8721,30.0241,28.7254,29.4034,287734.0
2021-01-17,29.8721,30.0241,28.7254,29.4034,287734.0
2021-01-18,29.8721,30.0241,28.7254,29.4034,287734.0
2021-01-19,29.3685,29.8471,28.9099,29.3337,442570.0
2021-01-20,29.5729,30.221,29.2389,30.1662,598994.0
2021-01-21,30.3357,30.5949,29.5779,29.6427,215672.0
2021-01-22,29.5131,29.6677,29.0644,29.568,276476.0
2021-01-23,29.5131,29.6677,29.0644,29.568,276476.0
2021-01-24,29.5131,29.6677,29.0644,29.568,276476.0
2021-01-25,29.4433,29.7225,28.87,29.6727,172776.0
2021-01-26,29.9768,29.9768,29.2439,29.2888,162154.0
2021-01-27,28.7703,28.88,27.6985,27.7882,348582.0
2021-01-28,28.2219,28.8974,27.0603,27.2149,465122.0
2021-01-29,27.2797,27.2797,26.2378,26.2378,310990.0
2021-01-30,27.2797,27.2797,26.2378,26.2378,310990.0
2021-01-31,27.2797,27.2797,26.2378,26.2378,310990.0
2021-02-01,26.4721,27.1601,26.0982,27.0803,385920.0
2021-02-02,27.4143,28.0823,27.1072,27.9876,351846.0
2021-02-03,28.0026,28.1422,27.2448,27.6137,312532.0
2021-02-04,27.8281,28.4512,27.5788,28.2867,372582.0
2021-02-05,28.2867,29.8322,27.7982,28.8401,877260.0
2021-02-06,28.2867,29.8322,27.7982,28.8401,877260.0
2021-02-07,28.2867,29.8322,27.7982,28.8401,877260.0
2021-02-08,29.4134,29.4633,28.6058,29.204,440202.0
2021-02-09,29.1143,29.5879,28.5559,29.4633,444328.0
2021-02-10,29.7225,29.7225,28.0175,28.1571,560676.0
2021-02-11,28.1671,28.6806,27.4293,27.509,531764.0
2021-02-12,27.3794,28.2269,27.2199,27.9727,389488.0
2021-02-13,27.3794,28.2269,27.2199,27.9727,389488.0
2021-02-14,27.3794,28.2269,27.2199,27.9727,389488.0
2021-02-15,27.3794,28.2269,27.2199,27.9727,389488.0
2021-02-16,28.2668,28.2917,27.4193,27.529,260762.0
2021-02-17,27.4392,27.6062,27.1999,27.4642,173990.0
2021-02-18,27.4342,27.5489,26.9905,27.0304,375362.0
2021-02-19,27.8779,28.3839,27.6187,28.3166,771548.0
2021-02-20,27.8779,28.3839,27.6187,28.3166,771548.0
2021-02-21,27.8779,28.3839,27.6187,28.3166,771548.0
2021-02-22,27.9178,28.6457,27.9178,28.4363,575402.0
2021-02-23,28.4861,28.7653,27.529,28.0375,414348.0
2021-02-24,28.0574,28.7853,28.0524,28.6606,394550.0
2021-02-25,28.8052,28.8401,28.3067,28.4263,286610.0
2021-02-26,28.4612,28.9149,28.3142,28.7055,440336.0
2021-02-27,28.4612,28.9149,28.3142,28.7055,440336.0
2021-02-28,28.4612,28.9149,28.3142,28.7055,440336.0
2021-03-01,29.1642,29.4209,28.87,29.0644,352254.0
2021-03-02,29.0794,29.5181,28.89,29.0445,273240.0
2021-03-03,29.1841,30.1338,29.1043,29.5381,418870.0
2021-03-04,29.6477,30.3058,29.4633,30.1512,1477078.0
2021-03-05,30.4753,31.0536,29.9244,30.6847,745460.0
2021-03-06,30.4753,31.0536,29.9244,30.6847,745460.0
2021-03-07,30.4753,31.0536,29.9244,30.6847,745460.0
2021-03-08,31.0087,32.0108,30.9838,31.2829,599432.0
2021-03-09,31.3328,32.3248,31.2779,32.0058,484576.0
2021-03-10,32.1553,32.4644,31.4026,32.1454,496008.0
2021-03-11,32.29,33.0577,31.4748,32.9729,575904.0
2021-03-12,33.0328,34.1196,32.9031,33.96,658500.0
