,SYY US Equity,SYY US Equity,SYY US Equity,SYY US Equity,SYY US Equity
2019-05-06,62.3741,64.1223,62.3126,64.0871,4149834.0
2019-05-07,63.9817,64.4649,63.6866,64.0432,2409578.0
2019-05-08,63.8324,64.4737,63.6215,64.1135,2559928.0
2019-05-09,63.8412,64.7812,63.8412,64.6142,2492889.0
2019-05-10,64.6318,65.0886,63.9114,65.0008,1905256.0
2019-05-11,64.6318,65.0886,63.9114,65.0008,1905256.0
2019-05-12,64.6318,65.0886,63.9114,65.0008,1905256.0
2019-05-13,64.3243,64.7724,63.8735,64.4561,2160209.0
2019-05-14,64.4298,64.9525,64.3595,64.6845,2068270.0
2019-05-15,64.4298,65.1326,64.2101,64.9217,1594478.0
2019-05-16,65.1238,65.8617,64.7812,65.5718,2923793.0
2019-05-17,65.2556,66.1165,65.1677,65.8266,2493561.0
2019-05-18,65.2556,66.1165,65.1677,65.8266,2493561.0
2019-05-19,65.2556,66.1165,65.1677,65.8266,2493561.0
2019-05-20,65.809,66.4723,65.7124,65.8529,2041919.0
2019-05-21,66.2746,66.4591,65.9232,66.3186,1595231.0
2019-05-22,66.2483,66.547,66.0462,66.2483,1525884.0
2019-05-23,66.0814,66.1956,65.339,65.607,1684078.0
2019-05-24,65.9672,66.1692,65.6597,65.932,2136962.0
2019-05-25,65.9672,66.1692,65.6597,65.932,2136962.0
2019-05-26,65.9672,66.1692,65.6597,65.932,2136962.0
2019-05-27,65.9672,66.1692,65.6597,65.932,2136962.0
2019-05-28,66.0726,66.2834,65.4049,65.4928,2393404.0
2019-05-29,65.6685,65.6772,65.1062,65.3522,3038944.0
2019-05-30,65.5982,65.8881,65.3258,65.4664,2005486.0
2019-05-31,64.9832,65.4137,59.945,60.4589,7696709.0
2019-06-01,64.9832,65.4137,59.945,60.4589,7696709.0
2019-06-02,64.9832,65.4137,59.945,60.4589,7696709.0
2019-06-03,60.3096,60.7664,59.7122,60.5819,3549921.0
2019-06-04,60.661,61.2671,60.3447,60.9684,3979082.0
2019-06-05,61.5834,62.3126,60.9113,62.2335,3163949.0
2019-06-06,62.3301,62.5498,61.5483,62.3301,2299288.0
2019-06-07,62.4707,63.1384,61.7767,62.8133,2276881.0
2019-06-08,62.4707,63.1384,61.7767,62.8133,2276881.0
2019-06-09,62.4707,63.1384,61.7767,62.8133,2276881.0
2019-06-10,63.0769,63.4761,62.9012,63.0066,1350762.0
2019-06-11,62.9978,64.0959,62.9275,63.9202,2341041.0
2019-06-12,64.0959,64.8251,63.9202,64.1135,1294739.0
2019-06-13,64.1047,64.3595,63.5425,63.7094,1975846.0
2019-06-14,63.9554,64.2014,63.4722,63.4722,1614751.0
2019-06-15,63.9554,64.2014,63.4722,63.4722,1614751.0
2019-06-16,63.9554,64.2014,63.4722,63.4722,1614751.0
2019-06-17,63.4722,63.5864,62.9802,63.112,1640708.0
2019-06-18,63.4019,63.6479,62.8698,62.9714,1382399.0
2019-06-19,62.9275,63.0593,61.4736,62.4531,2163057.0
2019-06-20,62.5498,62.6552,61.8382,62.1808,2292514.0
2019-06-21,62.1984,62.3565,61.9084,62.0666,3988267.0
2019-06-22,62.1984,62.3565,61.9084,62.0666,3988267.0
2019-06-23,62.1984,62.3565,61.9084,62.0666,3988267.0
2019-06-24,62.0754,62.989,62.0754,62.4707,1863887.0
2019-06-25,62.4883,63.1252,62.2511,62.989,1728540.0
2019-06-26,62.866,62.8748,61.6976,61.7679,1685806.0
2019-06-27,61.7503,62.0754,61.2496,61.8821,1618580.0
2019-06-28,61.9787,62.3513,61.8513,62.1281,2486988.0
2019-06-29,61.9787,62.3513,61.8513,62.1281,2486988.0
2019-06-30,61.9787,62.3513,61.8513,62.1281,2486988.0
2019-07-01,62.3389,62.6288,61.8294,62.0929,1747300.0
2019-07-02,62.2071,63.0422,62.049,62.743,1953003.0
2019-07-03,63.0875,63.5557,62.9374,63.379,2171422.0
2019-07-04,63.0875,63.5557,62.9374,63.379,2171422.0
2019-07-05,63.1582,63.5469,63.1052,63.379,1739809.0
2019-07-06,63.1582,63.5469,63.1052,63.379,1739809.0
2019-07-07,63.1582,63.5469,63.1052,63.379,1739809.0
2019-07-08,63.379,63.8207,63.0711,63.5999,2359597.0
2019-07-09,63.644,63.8781,63.008,63.1494,3776835.0
2019-07-10,63.3437,63.6882,63.0169,63.6529,2020005.0
2019-07-11,63.5469,63.8825,63.3525,63.5822,1771176.0
2019-07-12,63.6617,64.3595,63.5292,64.121,2197812.0
2019-07-13,63.6617,64.3595,63.5292,64.121,2197812.0
2019-07-14,63.6617,64.3595,63.5292,64.121,2197812.0
2019-07-15,64.2977,64.6069,64.174,64.3419,1619049.0
2019-07-16,64.3949,64.5185,64.1122,64.174,1647751.0
2019-07-17,64.2977,64.2977,63.1008,63.379,2405087.0
2019-07-18,63.4055,63.5822,62.8137,63.4939,1637035.0
2019-07-19,63.5204,63.9002,62.5576,62.5929,1390028.0
2019-07-20,63.5204,63.9002,62.5576,62.5929,1390028.0
2019-07-21,63.5204,63.9002,62.5576,62.5929,1390028.0
2019-07-22,62.7607,62.8718,62.0452,62.0541,1574999.0
2019-07-23,62.3279,62.3721,61.4446,61.9834,2395922.0
2019-07-24,62.8755,63.1935,61.6036,61.9392,2124196.0
2019-07-25,61.9481,62.1954,61.7096,61.9481,1816889.0
2019-07-26,62.0541,62.8844,61.9216,62.6194,1505163.0
2019-07-27,62.0541,62.8844,61.9216,62.6194,1505163.0
2019-07-28,62.0541,62.8844,61.9216,62.6194,1505163.0
2019-07-29,62.6812,62.8314,61.6831,61.7891,2269877.0
2019-07-30,61.8067,61.8156,61.0824,61.5064,2200761.0
2019-07-31,61.3032,61.4887,59.9694,60.5701,4220142.0
2019-08-01,60.5082,61.3386,60.2521,60.8881,4134108.0
2019-08-02,60.8704,61.1796,60.3757,60.8616,2641243.0
2019-08-03,60.8704,61.1796,60.3757,60.8616,2641243.0
2019-08-04,60.8704,61.1796,60.3757,60.8616,2641243.0
2019-08-05,60.5171,60.5612,58.9889,59.3069,8527905.0
2019-08-06,59.5366,60.9941,59.0861,60.5877,4876891.0
2019-08-07,60.2256,61.9039,59.6602,61.7184,2854551.0
2019-08-08,61.7272,62.5752,61.4181,62.3897,3855438.0
2019-08-09,62.3102,62.6105,61.8244,61.8244,4744842.0
2019-08-10,62.3102,62.6105,61.8244,61.8244,4744842.0
2019-08-11,62.3102,62.6105,61.8244,61.8244,4744842.0
2019-08-12,63.7677,64.8365,62.7254,63.7677,5190916.0
2019-08-13,62.8137,65.0662,62.8137,64.8012,3156534.0
2019-08-14,64.5185,64.8807,63.7942,63.8472,3144142.0
2019-08-15,64.3949,64.3949,63.5204,63.8207,2532630.0
2019-08-16,64.2447,64.7659,64.1034,64.4479,6745277.0
2019-08-17,64.2447,64.7659,64.1034,64.4479,6745277.0
2019-08-18,64.2447,64.7659,64.1034,64.4479,6745277.0
2019-08-19,64.9867,65.3665,64.863,65.0132,2845664.0
2019-08-20,64.9249,65.2075,64.2005,64.3065,2310150.0
2019-08-21,64.4567,64.5715,63.6264,63.8207,3049141.0
2019-08-22,64.1652,64.916,64.0415,64.7394,2103206.0
2019-08-23,64.5892,65.1846,63.9885,64.3065,2420966.0
2019-08-24,64.5892,65.1846,63.9885,64.3065,2420966.0
2019-08-25,64.5892,65.1846,63.9885,64.3065,2420966.0
2019-08-26,64.4744,64.8807,64.2005,64.7924,2038233.0
2019-08-27,65.0839,65.7022,65.0044,65.2517,3325638.0
2019-08-28,64.6775,65.8435,64.6599,65.7287,2333989.0
2019-08-29,65.976,66.2057,65.34,65.7994,2458773.0
2019-08-30,65.8877,66.3824,65.6139,65.658,2124814.0
2019-08-31,65.8877,66.3824,65.6139,65.658,2124814.0
2019-09-01,65.8877,66.3824,65.6139,65.658,2124814.0
2019-09-02,65.8877,66.3824,65.6139,65.658,2124814.0
2019-09-03,65.3665,65.8612,65.1987,65.7817,1972555.0
2019-09-04,66.3294,66.4707,65.8524,66.3117,1981416.0
2019-09-05,66.9565,66.9742,65.6404,65.7022,2737751.0
2019-09-06,66.0467,67.1148,65.9584,66.877,3098816.0
2019-09-07,66.0467,67.1148,65.9584,66.877,3098816.0
2019-09-08,66.0467,67.1148,65.9584,66.877,3098816.0
2019-09-09,66.9212,68.0077,66.771,67.7604,3783941.0
2019-09-10,67.5484,68.1755,67.1509,67.7957,3164425.0
2019-09-11,67.9724,68.3787,67.7162,68.0784,2937592.0
2019-09-12,68.4582,69.1914,68.3522,68.6525,2355400.0
2019-09-13,68.4582,69.2532,68.3257,69.1472,2068212.0
2019-09-14,68.4582,69.2532,68.3257,69.1472,2068212.0
2019-09-15,68.4582,69.2532,68.3257,69.1472,2068212.0
2019-09-16,68.8557,69.2974,68.0077,68.1844,2711745.0
2019-09-17,68.0695,69.527,68.0695,69.2355,3508159.0
2019-09-18,69.2444,69.9069,69.156,69.6595,3151126.0
2019-09-19,69.6949,70.0747,69.1914,69.2444,2248923.0
2019-09-20,69.421,69.6772,68.891,69.1119,10349164.0
2019-09-21,69.421,69.6772,68.891,69.1119,10349164.0
2019-09-22,69.421,69.6772,68.891,69.1119,10349164.0
2019-09-23,69.0147,69.7832,69.0147,69.5182,2911400.0
2019-09-24,69.7037,70.0394,69.3901,69.4387,3206155.0
2019-09-25,69.527,69.792,69.3504,69.5359,2152651.0
2019-09-26,69.7744,70.1454,69.4122,69.6065,1709085.0
2019-09-27,69.7744,69.8627,69.0589,69.6684,1483882.0
2019-09-28,69.7744,69.8627,69.0589,69.6684,1483882.0
2019-09-29,69.7744,69.8627,69.0589,69.6684,1483882.0
2019-09-30,69.845,70.247,69.5889,70.1365,1855689.0
2019-10-01,70.2779,70.4369,69.6065,70.1012,1803091.0
2019-10-02,70.0659,70.0659,69.1914,69.4564,2036596.0
2019-10-03,69.2256,69.7138,68.6663,69.1989,2953949.0
2019-10-04,69.2522,69.5185,68.8261,69.3765,3947927.0
2019-10-05,69.2522,69.5185,68.8261,69.3765,3947927.0
2019-10-06,69.2522,69.5185,68.8261,69.3765,3947927.0
2019-10-07,69.1102,69.625,68.7462,69.4386,1889760.0
2019-10-08,69.2788,69.5506,68.7817,68.8616,4012433.0
2019-10-09,69.1368,69.8203,69.119,69.3765,2289834.0
2019-10-10,69.2167,69.8914,69.048,69.4475,1508887.0
2019-10-11,69.6694,70.4418,69.5629,70.0156,3028747.0
2019-10-12,69.6694,70.4418,69.5629,70.0156,3028747.0
2019-10-13,69.6694,70.4418,69.5629,70.0156,3028747.0
2019-10-14,70.2021,70.424,69.9002,70.1222,3740747.0
2019-10-15,70.5749,70.5749,69.9719,70.2021,1722215.0
2019-10-16,70.0867,70.6104,69.9091,70.0512,3410744.0
2019-10-17,70.1666,70.5128,69.9624,70.3175,1919385.0
2019-10-18,70.2997,70.6637,70.1133,70.2553,1495057.0
2019-10-19,70.2997,70.6637,70.1133,70.2553,1495057.0
2019-10-20,70.2997,70.6637,70.1133,70.2553,1495057.0
2019-10-21,70.2553,70.6726,70.0955,70.5394,1426140.0
2019-10-22,70.6637,70.7525,70.0689,70.1311,1645442.0
2019-10-23,70.2642,70.6282,69.8914,69.989,1529078.0
2019-10-24,69.989,70.2509,69.5451,70.0867,2895984.0
2019-10-25,70.2642,70.6726,70.1577,70.282,1675717.0
2019-10-26,70.2642,70.6726,70.1577,70.282,1675717.0
2019-10-27,70.2642,70.6726,70.1577,70.282,1675717.0
2019-10-28,70.2997,70.5483,69.776,70.0068,1666271.0
2019-10-29,69.9535,70.4595,69.5851,70.2287,2023486.0
2019-10-30,70.3441,70.7258,70.0512,70.7081,1351594.0
2019-10-31,70.7436,70.93,70.3352,70.9034,3394126.0
2019-11-01,71.0188,72.4392,70.9655,72.1551,3590560.0
2019-11-02,71.0188,72.4392,70.9655,72.1551,3590560.0
2019-11-03,71.0188,72.4392,70.9655,72.1551,3590560.0
2019-11-04,71.7822,72.1551,69.6606,71.7379,3423320.0
2019-11-05,71.7645,72.1196,70.9123,71.0898,2766125.0
2019-11-06,70.7081,72.1018,70.7081,71.9598,2130699.0
2019-11-07,71.8089,72.1728,71.6313,71.8177,1820987.0
2019-11-08,71.729,71.8266,71.1386,71.3739,1753041.0
2019-11-09,71.729,71.8266,71.1386,71.3739,1753041.0
2019-11-10,71.729,71.8266,71.1386,71.3739,1753041.0
2019-11-11,71.2407,71.5159,70.8723,71.1519,1436807.0
2019-11-12,71.3828,71.5514,70.8146,71.2851,1314767.0
2019-11-13,71.1342,72.1817,71.1342,72.1018,1906409.0
2019-11-14,72.3326,72.5279,71.8355,72.3504,1868304.0
2019-11-15,72.6611,72.7055,72.0308,72.448,3907144.0
2019-11-16,72.6611,72.7055,72.0308,72.448,3907144.0
2019-11-17,72.6611,72.7055,72.0308,72.448,3907144.0
2019-11-18,71.1253,71.942,70.6992,71.6402,3514298.0
2019-11-19,71.9065,72.2715,71.1875,71.2762,2684669.0
2019-11-20,71.2585,71.5692,70.5998,70.859,2126509.0
2019-11-21,70.5305,70.8501,70.1311,70.3264,2451063.0
2019-11-22,70.4063,70.464,69.8026,70.1843,1152332.0
2019-11-23,70.4063,70.464,69.8026,70.1843,1152332.0
2019-11-24,70.4063,70.464,69.8026,70.1843,1152332.0
2019-11-25,69.8914,70.9655,69.8203,70.859,2170173.0
2019-11-26,71.1253,71.6402,70.7969,71.5958,2716480.0
2019-11-27,71.6402,72.1018,71.507,71.9598,1239739.0
2019-11-28,71.6402,72.1018,71.507,71.9598,1239739.0
2019-11-29,72.0397,72.3149,71.436,71.507,825201.0
2019-11-30,72.0397,72.3149,71.436,71.507,825201.0
2019-12-01,72.0397,72.3149,71.436,71.507,825201.0
2019-12-02,71.4538,71.7645,70.8945,71.7467,1807493.0
2019-12-03,71.4271,72.2084,71.2318,72.1728,2816844.0
2019-12-04,72.0042,72.7943,71.6769,72.7854,2266102.0
2019-12-05,72.8653,73.6731,72.6966,73.6554,2577607.0
2019-12-06,74.0193,74.0637,73.3713,73.4778,1656795.0
2019-12-07,74.0193,74.0637,73.3713,73.4778,1656795.0
2019-12-08,74.0193,74.0637,73.3713,73.4778,1656795.0
2019-12-09,73.3003,73.8861,73.2204,73.7974,1499899.0
2019-12-10,73.7974,74.0193,73.2381,73.2648,1852377.0
2019-12-11,73.2204,73.6021,72.9097,73.5755,1574439.0
2019-12-12,73.9483,74.3655,73.5843,73.9217,1543797.0
2019-12-13,73.5311,74.2146,73.3802,74.1614,1808864.0
2019-12-14,73.5311,74.2146,73.3802,74.1614,1808864.0
2019-12-15,73.5311,74.2146,73.3802,74.1614,1808864.0
2019-12-16,74.4011,74.8449,74.0193,74.7739,1429681.0
2019-12-17,74.8449,75.0757,74.6585,74.694,2221376.0
2019-12-18,74.8804,75.1556,74.5165,74.6319,3406904.0
2019-12-19,74.6319,75.1379,74.3123,75.0047,2031375.0
2019-12-20,75.4397,75.8658,75.0047,75.8481,3299062.0
2019-12-21,75.4397,75.8658,75.0047,75.8481,3299062.0
2019-12-22,75.4397,75.8658,75.0047,75.8481,3299062.0
2019-12-23,75.9191,76.0345,75.5995,75.7238,1460568.0
2019-12-24,75.6794,75.9191,75.4308,75.7948,424892.0
2019-12-25,75.6794,75.9191,75.4308,75.7948,424892.0
2019-12-26,75.8037,76.0387,75.6616,75.9368,1045435.0
2019-12-27,76.2475,76.2952,75.9413,76.1144,1192237.0
2019-12-28,76.2475,76.2952,75.9413,76.1144,1192237.0
2019-12-29,76.2475,76.2952,75.9413,76.1144,1192237.0
2019-12-30,76.0079,76.3274,75.777,76.1677,979866.0
2019-12-31,75.9812,76.1588,75.3215,75.9368,1530571.0
2020-01-01,75.9812,76.1588,75.3215,75.9368,1530571.0
2020-01-02,75.9101,75.9726,74.9463,75.5531,2040586.0
2020-01-03,75.1426,75.6097,74.9016,75.2765,1759888.0
2020-01-04,75.1426,75.6097,74.9016,75.2765,1759888.0
2020-01-05,75.1426,75.6097,74.9016,75.2765,1759888.0
2020-01-06,75.098,75.1872,74.5179,75.1783,1916810.0
2020-01-07,75.1783,75.2765,74.4287,74.5714,1701730.0
2020-01-08,74.8659,75.8208,74.6205,75.4371,2945869.0
2020-01-09,75.6245,75.9726,75.3568,75.5263,1914825.0
2020-01-10,75.6245,75.9369,75.5977,75.7851,1593639.0
2020-01-11,75.6245,75.9369,75.5977,75.7851,1593639.0
2020-01-12,75.6245,75.9369,75.5977,75.7851,1593639.0
2020-01-13,75.7673,75.8727,74.3216,74.7142,3467527.0
2020-01-14,74.1074,74.4376,73.3488,73.5362,2797708.0
2020-01-15,73.9467,74.393,73.4024,73.7593,2806774.0
2020-01-16,74.3216,74.4733,73.6433,73.7683,2588501.0
2020-01-17,74.2055,74.857,73.6344,73.911,4796891.0
2020-01-18,74.2055,74.857,73.6344,73.911,4796891.0
2020-01-19,74.2055,74.857,73.6344,73.911,4796891.0
2020-01-20,74.2055,74.857,73.6344,73.911,4796891.0
2020-01-21,73.6612,74.4911,73.6255,74.2769,2821362.0
2020-01-22,74.625,75.0712,74.1431,74.1966,2410594.0
2020-01-23,73.9467,74.7856,73.8445,74.5982,1863137.0
2020-01-24,74.6607,74.8213,73.3934,73.7415,1902265.0
2020-01-25,74.6607,74.8213,73.3934,73.7415,1902265.0
2020-01-26,74.6607,74.8213,73.3934,73.7415,1902265.0
2020-01-27,73.3131,73.6879,72.8758,73.4827,1547013.0
2020-01-28,73.5273,73.8664,73.3577,73.7772,1557778.0
2020-01-29,73.9289,74.036,73.0454,73.0811,1377886.0
2020-01-30,72.9026,73.9824,72.6795,73.9289,2050976.0
2020-01-31,73.7593,74.2948,73.0859,73.3042,2786197.0
2020-02-01,73.7593,74.2948,73.0859,73.3042,2786197.0
2020-02-02,73.7593,74.2948,73.0859,73.3042,2786197.0
2020-02-03,72.4742,72.4742,68.0121,68.4315,5033669.0
2020-02-04,67.9675,67.9675,66.5396,66.9858,5782112.0
2020-02-05,67.0126,67.7176,66.3879,67.5569,3465870.0
2020-02-06,67.7533,68.494,67.5569,68.378,2867242.0
2020-02-07,68.6636,69.0384,68.3289,69.0384,2902956.0
2020-02-08,68.6636,69.0384,68.3289,69.0384,2902956.0
2020-02-09,68.6636,69.0384,68.3289,69.0384,2902956.0
2020-02-10,69.0116,69.3864,68.3423,68.6814,2539112.0
2020-02-11,68.4494,68.5922,67.6283,68.0656,2287411.0
2020-02-12,68.0567,69.2749,68.0032,69.1276,2503763.0
2020-02-13,69.2793,70.1718,69.2526,69.556,2382647.0
2020-02-14,69.8148,70.0379,69.5649,69.7969,1613643.0
2020-02-15,69.8148,70.0379,69.5649,69.7969,1613643.0
2020-02-16,69.8148,70.0379,69.5649,69.7969,1613643.0
2020-02-17,69.8148,70.0379,69.5649,69.7969,1613643.0
2020-02-18,69.6631,70.0468,68.3958,68.5654,3264590.0
2020-02-19,68.5475,68.8777,67.8336,68.0032,1553074.0
2020-02-20,68.0746,68.7528,67.8247,68.4583,1398370.0
2020-02-21,68.4494,68.9938,68.2263,68.7528,1883494.0
2020-02-22,68.4494,68.9938,68.2263,68.7528,1883494.0
2020-02-23,68.4494,68.9938,68.2263,68.7528,1883494.0
2020-02-24,68.3869,68.5386,67.2892,67.4142,1951334.0
2020-02-25,67.5123,68.021,65.9595,66.0844,3031230.0
2020-02-26,66.3254,66.6199,64.8709,65.0314,3585108.0
2020-02-27,64.4781,64.6432,62.1667,62.1845,4305055.0
2020-02-28,60.6585,60.9173,58.472,59.4805,5832031.0
2020-02-29,60.6585,60.9173,58.472,59.4805,5832031.0
