,DFS US Equity,DFS US Equity,DFS US Equity,DFS US Equity,DFS US Equity
2019-02-19,62.6903,63.4144,62.3901,63.2113,1948918.0
2019-02-20,63.2823,63.6552,62.9626,63.5931,1984423.0
2019-02-21,63.6019,63.6463,62.9715,63.229,1882889.0
2019-02-22,63.4244,63.6552,63.0958,63.451,1351592.0
2019-02-23,63.4244,63.6552,63.0958,63.451,1351592.0
2019-02-24,63.4244,63.6552,63.0958,63.451,1351592.0
2019-02-25,63.8417,64.1791,63.0159,63.0692,2339155.0
2019-02-26,62.7939,63.3089,62.5986,62.8383,2113014.0
2019-02-27,62.7051,63.3622,62.3944,63.2645,2073330.0
2019-02-28,63.1669,63.855,63.0429,63.5842,2246142.0
2019-03-01,63.9482,64.7562,63.5638,63.7884,1621122.0
2019-03-02,63.9482,64.7562,63.5638,63.7884,1621122.0
2019-03-03,63.9482,64.7562,63.5638,63.7884,1621122.0
2019-03-04,63.9394,64.4632,62.6874,63.4332,1557570.0
2019-03-05,63.3445,63.4066,62.3589,63.0692,1900403.0
2019-03-06,63.1935,64.0814,63.0426,63.3089,2596172.0
2019-03-07,63.2113,63.2557,61.7595,62.0747,2569053.0
2019-03-08,61.542,62.0925,61.3644,62.0481,1842747.0
2019-03-09,61.542,62.0925,61.3644,62.0481,1842747.0
2019-03-10,61.542,62.0925,61.3644,62.0481,1842747.0
2019-03-11,62.4565,63.0958,62.2967,62.9271,1580967.0
2019-03-12,63.1225,63.6463,63.0248,63.3533,1618270.0
2019-03-13,63.7174,64.3567,63.4599,64.037,1575769.0
2019-03-14,64.1702,64.5076,64.0104,64.2324,1551864.0
2019-03-15,64.0104,65.1469,63.966,64.9605,3055394.0
2019-03-16,64.0104,65.1469,63.966,64.9605,3055394.0
2019-03-17,64.0104,65.1469,63.966,64.9605,3055394.0
2019-03-18,65.1558,65.6353,65.0315,65.4044,1489038.0
2019-03-19,65.7951,66.0737,65.2712,65.3778,2360690.0
2019-03-20,65.2535,65.289,63.3977,63.4865,2150460.0
2019-03-21,63.158,64.6852,62.9094,64.3034,2088036.0
2019-03-22,63.6641,63.7795,62.128,62.4654,1956892.0
2019-03-23,63.6641,63.7795,62.128,62.4654,1956892.0
2019-03-24,63.6641,63.7795,62.128,62.4654,1956892.0
2019-03-25,62.3322,62.7851,61.4976,61.9415,1880247.0
2019-03-26,62.4476,62.8117,61.9504,62.6696,2016571.0
2019-03-27,62.6696,63.1136,62.3589,62.5808,2035711.0
2019-03-28,62.7851,63.3356,62.4121,62.7939,2058921.0
2019-03-29,63.451,63.7795,63.0159,63.1846,1933070.0
2019-03-30,63.451,63.7795,63.0159,63.1846,1933070.0
2019-03-31,63.451,63.7795,63.0159,63.1846,1933070.0
2019-04-01,63.6907,65.4133,63.6907,65.2624,1748982.0
2019-04-02,65.2979,65.8218,64.9482,65.511,1432181.0
2019-04-03,65.875,66.3545,65.4311,65.6886,1217838.0
2019-04-04,65.6886,66.4877,65.5909,65.9105,1768386.0
2019-04-05,66.0881,66.5898,65.8839,66.5499,1546726.0
2019-04-06,66.0881,66.5898,65.8839,66.5499,1546726.0
2019-04-07,66.0881,66.5898,65.8839,66.5499,1546726.0
2019-04-08,66.2568,66.4788,65.9105,66.4255,1126439.0
2019-04-09,66.0437,66.2391,65.5909,65.8573,1079600.0
2019-04-10,65.9905,66.2657,65.7418,66.1769,1119360.0
2019-04-11,66.3811,66.7363,65.8839,66.4788,1131536.0
2019-04-12,67.0826,67.9439,67.0826,67.6686,1309424.0
2019-04-13,67.0826,67.9439,67.0826,67.6686,1309424.0
2019-04-14,67.0826,67.9439,67.0826,67.6686,1309424.0
2019-04-15,67.4644,67.7308,67.0282,67.3135,925959.0
2019-04-16,67.6331,68.4323,67.4378,68.3257,1924054.0
2019-04-17,68.601,68.6098,68.0282,68.2458,842795.0
2019-04-18,68.157,69.1337,68.006,68.5033,1565064.0
2019-04-19,68.157,69.1337,68.006,68.5033,1565064.0
2019-04-20,68.157,69.1337,68.006,68.5033,1565064.0
2019-04-21,68.157,69.1337,68.006,68.5033,1565064.0
2019-04-22,68.2369,68.6187,68.0327,68.2724,981172.0
2019-04-23,68.157,68.6587,67.7841,68.5477,1722156.0
2019-04-24,68.3523,68.7477,68.0948,68.3879,1288489.0
2019-04-25,68.1925,69.1204,67.9173,68.8407,1700665.0
2019-04-26,70.2259,72.3968,69.578,72.0905,3190361.0
2019-04-27,70.2259,72.3968,69.578,72.0905,3190361.0
2019-04-28,70.2259,72.3968,69.578,72.0905,3190361.0
2019-04-29,72.1526,72.8008,71.9823,72.3125,2017328.0
2019-04-30,72.4901,72.7476,71.7886,72.3569,3889478.0
2019-05-01,72.348,72.8364,71.9573,72.0106,3341921.0
2019-05-02,72.0816,72.6765,71.5844,72.0461,1666332.0
2019-05-03,72.3924,73.2093,72.348,73.0495,1569558.0
2019-05-04,72.3924,73.2093,72.348,73.0495,1569558.0
2019-05-05,72.3924,73.2093,72.348,73.0495,1569558.0
2019-05-06,71.6909,73.2626,71.4068,72.8364,1355130.0
2019-05-07,71.7264,72.2548,71.0072,71.4512,2346897.0
2019-05-08,70.5899,71.1271,69.5066,70.1992,2347194.0
2019-05-09,69.4534,70.2969,68.8229,70.1459,1850141.0
2019-05-10,69.6931,70.7586,69.0804,70.5544,1857394.0
2019-05-11,69.6931,70.7586,69.0804,70.5544,1857394.0
2019-05-12,69.6931,70.7586,69.0804,70.5544,1857394.0
2019-05-13,69.2491,69.2847,67.9128,68.0327,1956347.0
2019-05-14,68.1659,69.5155,68.1037,68.9384,2130359.0
2019-05-15,68.9384,69.3468,67.9883,68.5743,2180627.0
2019-05-16,68.9206,69.8703,68.7164,69.3646,1483732.0
2019-05-17,68.5654,69.3379,68.3701,68.6276,1356645.0
2019-05-18,68.5654,69.3379,68.3701,68.6276,1356645.0
2019-05-19,68.5654,69.3379,68.3701,68.6276,1356645.0
2019-05-20,68.4145,69.4001,68.228,69.0982,1260327.0
2019-05-21,69.6043,69.8884,69.3734,69.844,1227949.0
2019-05-22,69.5954,69.9861,69.48,69.6576,1528464.0
2019-05-23,69.1043,69.2114,68.0288,68.3189,2501412.0
2019-05-24,68.783,68.9704,68.2118,68.6313,1783769.0
2019-05-25,68.783,68.9704,68.2118,68.6313,1783769.0
2019-05-26,68.783,68.9704,68.2118,68.6313,1783769.0
2019-05-27,68.783,68.9704,68.2118,68.6313,1783769.0
2019-05-28,68.4795,68.8811,67.9574,68.0065,2399804.0
2019-05-29,67.7477,68.4081,67.1587,68.2921,2100834.0
2019-05-30,68.6223,68.8276,67.4978,67.7656,754723.0
2019-05-31,67.0248,67.2479,66.3599,66.5339,1432427.0
2019-06-01,67.0248,67.2479,66.3599,66.5339,1432427.0
2019-06-02,67.0248,67.2479,66.3599,66.5339,1432427.0
2019-06-03,66.5339,67.2836,66.3822,66.6767,1925411.0
2019-06-04,67.5603,68.9653,67.239,68.9258,1853719.0
2019-06-05,69.4256,69.4434,68.4795,69.3631,1432819.0
2019-06-06,69.4256,69.9164,68.9704,69.7022,1514893.0
2019-06-07,70.0324,70.4339,69.5862,69.7379,1101507.0
2019-06-08,70.0324,70.4339,69.5862,69.7379,1101507.0
2019-06-09,70.0324,70.4339,69.5862,69.7379,1101507.0
2019-06-10,70.3002,70.7553,69.7825,69.7825,1176325.0
2019-06-11,70.3448,70.9963,69.9789,70.2913,1040322.0
2019-06-12,70.1752,70.3359,68.5286,69.1132,1962220.0
2019-06-13,69.1132,69.7379,68.9704,69.1221,2387594.0
2019-06-14,69.2649,69.2828,68.1315,69.1221,1937796.0
2019-06-15,69.2649,69.2828,68.1315,69.1221,1937796.0
2019-06-16,69.2649,69.2828,68.1315,69.1221,1937796.0
2019-06-17,69.2024,69.2828,68.5018,68.6134,1995735.0
2019-06-18,68.8365,70.2913,68.5108,69.4523,1477635.0
2019-06-19,69.5148,69.8093,68.5063,68.7294,1508867.0
2019-06-20,69.5059,70.1128,69.0329,69.961,1395990.0
2019-06-21,70.1217,70.1931,69.6844,69.9521,2569486.0
2019-06-22,70.1217,70.1931,69.6844,69.9521,2569486.0
2019-06-23,70.1217,70.1931,69.6844,69.9521,2569486.0
2019-06-24,69.8272,70.3894,69.1667,69.2471,2245702.0
2019-06-25,69.1667,69.372,68.4617,69.0953,1204578.0
2019-06-26,69.3452,69.845,68.9615,69.2471,1304238.0
2019-06-27,69.3006,69.5862,69.0329,69.2471,1717661.0
2019-06-28,69.2471,69.7111,68.7205,69.2471,3766617.0
2019-06-29,69.2471,69.7111,68.7205,69.2471,3766617.0
2019-06-30,69.2471,69.7111,68.7205,69.2471,3766617.0
2019-07-01,70.2645,71.0945,69.729,70.1306,1997049.0
2019-07-02,70.1842,70.791,70.0681,70.3894,1463089.0
2019-07-03,70.7286,71.7906,70.7286,71.7371,823996.0
2019-07-04,70.7286,71.7906,70.7286,71.7371,823996.0
2019-07-05,71.8442,72.0316,71.2908,71.5764,1038771.0
2019-07-06,71.8442,72.0316,71.2908,71.5764,1038771.0
2019-07-07,71.8442,72.0316,71.2908,71.5764,1038771.0
2019-07-08,71.2551,71.8977,71.1927,71.6478,1281366.0
2019-07-09,71.0945,71.9602,71.0409,71.862,1796058.0
2019-07-10,72.0494,72.9776,71.3355,71.4872,1303875.0
2019-07-11,71.7371,72.4332,71.5407,71.9245,1491399.0
2019-07-12,72.0048,72.7099,71.862,72.5492,1110113.0
2019-07-13,72.0048,72.7099,71.862,72.5492,1110113.0
2019-07-14,72.0048,72.7099,71.862,72.5492,1110113.0
2019-07-15,72.7009,72.7009,71.7192,72.3172,1110606.0
2019-07-16,72.5492,73.165,72.1833,72.2368,1845325.0
2019-07-17,72.0762,72.4064,71.3801,71.4158,1283771.0
2019-07-18,71.157,72.8794,71.1391,72.8527,1854762.0
2019-07-19,73.0579,73.3792,72.5135,72.9508,2404072.0
2019-07-20,73.0579,73.3792,72.5135,72.9508,2404072.0
2019-07-21,73.0579,73.3792,72.5135,72.9508,2404072.0
2019-07-22,72.8794,73.6916,72.817,73.4774,3052938.0
2019-07-23,73.9682,75.6729,73.7898,75.3962,3563525.0
2019-07-24,78.2343,82.4378,77.8862,82.1076,7057480.0
2019-07-25,82.9198,82.9198,81.4857,81.8934,3344230.0
2019-07-26,81.947,82.9822,81.2151,82.9198,2697975.0
2019-07-27,81.947,82.9822,81.2151,82.9198,2697975.0
2019-07-28,81.947,82.9822,81.2151,82.9198,2697975.0
2019-07-29,82.777,82.777,81.6525,81.9023,2271808.0
2019-07-30,81.108,82.0719,80.7868,81.2598,2326894.0
2019-07-31,80.76,80.9697,79.6176,80.0906,2604552.0
2019-08-01,80.0995,80.3673,77.6631,78.1986,3265020.0
2019-08-02,77.8773,78.154,76.1548,77.3597,2574169.0
2019-08-03,77.8773,78.154,76.1548,77.3597,2574169.0
2019-08-04,77.8773,78.154,76.1548,77.3597,2574169.0
2019-08-05,75.7086,75.8246,73.6737,74.2538,3157356.0
2019-08-06,75.0928,75.3114,74.0932,75.2445,2440213.0
2019-08-07,73.7898,74.9143,73.0579,74.7626,2625049.0
2019-08-08,75.1909,76.1459,74.8161,75.5301,2146636.0
2019-08-09,75.1731,75.5747,74.5305,74.9589,1263560.0
2019-08-10,75.1731,75.5747,74.5305,74.9589,1263560.0
2019-08-11,75.1731,75.5747,74.5305,74.9589,1263560.0
2019-08-12,74.2628,74.4413,72.7277,72.7902,1211978.0
2019-08-13,72.5046,74.5662,72.2904,74.0307,1992137.0
2019-08-14,72.2725,72.6742,70.8267,70.8803,1879413.0
2019-08-15,71.2551,71.8442,70.0949,70.5322,1913553.0
2019-08-16,71.0052,72.2012,70.8981,71.7103,1853595.0
2019-08-17,71.0052,72.2012,70.8981,71.7103,1853595.0
2019-08-18,71.0052,72.2012,70.8981,71.7103,1853595.0
2019-08-19,72.8705,73.0133,72.0227,72.1833,1650587.0
2019-08-20,71.8263,72.1476,71.1213,71.1748,1445925.0
2019-08-21,71.8479,72.0094,71.4126,71.5876,1135199.0
2019-08-22,71.9914,72.4402,71.2286,71.5068,976663.0
2019-08-23,71.0761,71.5876,68.4376,68.8864,1670278.0
2019-08-24,71.0761,71.5876,68.4376,68.8864,1670278.0
2019-08-25,71.0761,71.5876,68.4376,68.8864,1670278.0
2019-08-26,69.5504,70.0799,68.7652,70.053,1410768.0
2019-08-27,70.5107,70.6094,69.1287,69.5415,2018854.0
2019-08-28,69.2543,71.2197,69.2453,70.8607,1563114.0
2019-08-29,71.7043,72.2158,71.3812,71.794,960403.0
2019-08-30,72.4491,72.4491,71.1838,71.7671,1498362.0
2019-08-31,72.4491,72.4491,71.1838,71.7671,1498362.0
2019-09-01,72.4491,72.4491,71.1838,71.7671,1498362.0
2019-09-02,72.4491,72.4491,71.1838,71.7671,1498362.0
2019-09-03,70.9953,71.2017,69.6043,70.412,1734327.0
2019-09-04,71.1389,71.4889,70.6363,71.1927,1968207.0
2019-09-05,72.2876,73.7145,72.1387,73.4273,1943407.0
2019-09-06,73.5799,74.1542,73.1401,73.8132,1792583.0
2019-09-07,73.5799,74.1542,73.1401,73.8132,1792583.0
2019-09-08,73.5799,74.1542,73.1401,73.8132,1792583.0
2019-09-09,74.5581,76.9004,74.5581,75.8055,2212269.0
2019-09-10,75.5722,76.3529,74.8453,75.6709,1939760.0
2019-09-11,75.6888,75.7427,74.4953,75.7337,1868673.0
2019-09-12,75.8504,76.2452,75.0158,75.8324,1954131.0
2019-09-13,76.4696,76.8491,75.7786,76.0837,1650974.0
2019-09-14,76.4696,76.8491,75.7786,76.0837,1650974.0
2019-09-15,76.4696,76.8491,75.7786,76.0837,1650974.0
2019-09-16,75.3119,75.3119,73.903,75.0158,1809215.0
2019-09-17,74.8273,75.4914,74.3068,75.294,1856969.0
2019-09-18,75.1504,75.7965,74.4287,75.6619,1229340.0
2019-09-19,75.4645,76.2363,75.0786,75.1504,1115153.0
2019-09-20,75.4286,75.8952,74.4324,74.4324,2928039.0
2019-09-21,75.4286,75.8952,74.4324,74.4324,2928039.0
2019-09-22,75.4286,75.8952,74.4324,74.4324,2928039.0
2019-09-23,73.6607,75.0113,73.5978,74.7645,1535454.0
2019-09-24,75.1414,75.6081,73.2299,73.5889,2386195.0
2019-09-25,73.5709,73.8581,72.6466,73.3645,2134968.0
2019-09-26,73.526,73.7414,72.8261,73.0055,1415938.0
2019-09-27,73.5799,74.1901,72.7453,73.1491,1106814.0
2019-09-28,73.5799,74.1901,72.7453,73.1491,1106814.0
2019-09-29,73.5799,74.1901,72.7453,73.1491,1106814.0
2019-09-30,73.4722,73.544,72.5927,72.7722,1842968.0
2019-10-01,73.3286,73.4542,70.6992,70.8427,1989256.0
2019-10-02,70.1338,70.324,68.3838,68.9312,1948761.0
2019-10-03,68.5902,69.1152,67.1723,68.662,1826987.0
2019-10-04,68.671,69.9543,68.671,69.9004,1349172.0
2019-10-05,68.671,69.9543,68.671,69.9004,1349172.0
2019-10-06,68.671,69.9543,68.671,69.9004,1349172.0
2019-10-07,69.5953,70.5825,69.5415,69.7299,1601459.0
2019-10-08,68.9043,68.9043,67.4505,67.4594,1487405.0
2019-10-09,68.1684,68.9761,67.9755,68.33,1743923.0
2019-10-10,68.4646,69.5325,68.3928,68.653,1482630.0
2019-10-11,69.7569,70.569,69.353,69.4248,2019284.0
2019-10-12,69.7569,70.569,69.353,69.4248,2019284.0
2019-10-13,69.7569,70.569,69.353,69.4248,2019284.0
2019-10-14,68.9223,69.9992,68.7069,69.7748,1624486.0
2019-10-15,70.2684,71.5068,69.8466,70.8517,1477084.0
2019-10-16,70.6902,71.2915,70.421,70.5017,1688388.0
2019-10-17,70.7979,71.453,70.412,71.103,1913460.0
2019-10-18,71.094,71.462,70.6543,70.8427,1662039.0
2019-10-19,71.094,71.462,70.6543,70.8427,1662039.0
2019-10-20,71.094,71.462,70.6543,70.8427,1662039.0
2019-10-21,71.5068,72.3729,71.444,72.1889,1808109.0
2019-10-22,71.7581,73.6696,71.7581,72.8261,3554368.0
2019-10-23,73.894,74.7824,71.8299,72.2607,2699411.0
2019-10-24,72.162,72.6466,70.6004,71.5607,1502651.0
2019-10-25,71.4261,72.2696,70.9056,71.9197,1420315.0
2019-10-26,71.4261,72.2696,70.9056,71.9197,1420315.0
2019-10-27,71.4261,72.2696,70.9056,71.9197,1420315.0
2019-10-28,72.3504,73.176,72.2409,73.0773,2203453.0
2019-10-29,72.8081,73.7324,72.7677,72.8889,1360180.0
2019-10-30,72.9158,72.9248,71.9188,72.8261,1197532.0
2019-10-31,72.4222,72.8261,71.3632,72.0273,1331577.0
2019-11-01,72.7453,73.535,72.5389,73.3376,1075630.0
2019-11-02,72.7453,73.535,72.5389,73.3376,1075630.0
2019-11-03,72.7453,73.535,72.5389,73.3376,1075630.0
2019-11-04,73.9658,74.253,73.5978,74.1812,1336724.0
2019-11-05,74.3427,75.1414,74.2081,74.576,1752432.0
2019-11-06,74.7017,75.1683,74.2081,74.6478,1732129.0
2019-11-07,75.1863,76.519,75.1863,75.6978,1500323.0
2019-11-08,75.6081,76.0209,74.8901,76.0209,1201569.0
2019-11-09,75.6081,76.0209,74.8901,76.0209,1201569.0
2019-11-10,75.6081,76.0209,74.8901,76.0209,1201569.0
2019-11-11,75.3119,76.1017,75.3119,75.4914,668987.0
2019-11-12,75.5094,75.9491,75.1235,75.7876,1402341.0
2019-11-13,75.3837,75.8503,74.8183,75.6619,1520894.0
2019-11-14,75.4196,76.326,75.4196,76.1106,1331440.0
2019-11-15,76.4606,76.4606,75.4196,75.8504,1631706.0
2019-11-16,76.4606,76.4606,75.4196,75.8504,1631706.0
2019-11-17,76.4606,76.4606,75.4196,75.8504,1631706.0
2019-11-18,75.5901,76.0388,74.9799,75.5183,1721577.0
2019-11-19,75.7965,76.1734,75.2311,75.3029,1421777.0
2019-11-20,75.0955,75.3751,74.2565,74.7527,1173526.0
2019-11-21,74.8519,74.9782,74.2384,74.8068,987110.0
2019-11-22,75.0594,75.8172,74.8158,75.6638,954955.0
2019-11-23,75.0594,75.8172,74.8158,75.6638,954955.0
2019-11-24,75.0594,75.8172,74.8158,75.6638,954955.0
2019-11-25,75.7631,76.9268,75.754,76.8457,1093001.0
2019-11-26,76.5119,76.8231,75.9976,76.4397,1054557.0
2019-11-27,76.6833,76.9803,76.3134,76.7915,990431.0
2019-11-28,76.6833,76.9803,76.3134,76.7915,990431.0
2019-11-29,76.593,76.8772,76.3765,76.566,606295.0
2019-11-30,76.593,76.8772,76.3765,76.566,606295.0
2019-12-01,76.593,76.8772,76.3765,76.566,606295.0
2019-12-02,76.9178,77.1704,75.745,75.8352,1294988.0
2019-12-03,74.8699,75.0413,73.6069,74.8429,1802440.0
2019-12-04,74.8429,75.7721,74.8429,75.4473,1603306.0
2019-12-05,74.6985,75.1676,74.1121,74.9962,2368024.0
2019-12-06,75.9525,76.6201,75.8262,76.0608,1644701.0
2019-12-07,75.9525,76.6201,75.8262,76.0608,1644701.0
2019-12-08,75.9525,76.6201,75.8262,76.0608,1644701.0
2019-12-09,75.7631,76.584,75.6007,75.9706,1468080.0
2019-12-10,75.7811,76.6111,75.5826,76.557,1105128.0
2019-12-11,76.6111,76.9088,75.8172,75.9886,1215293.0
2019-12-12,76.1329,78.0906,75.9074,77.9282,1536779.0
2019-12-13,78.0185,78.8349,77.4772,78.1989,1331597.0
2019-12-14,78.0185,78.8349,77.4772,78.1989,1331597.0
2019-12-15,78.0185,78.8349,77.4772,78.1989,1331597.0
2019-12-16,78.6139,78.8214,77.6125,77.7027,1787936.0
2019-12-17,77.9373,78.4605,77.423,78.0455,1710085.0
2019-12-18,78.0094,78.4334,77.7839,78.0455,2004927.0
2019-12-19,77.9824,78.1989,77.6395,77.8741,1872607.0
2019-12-20,78.3432,78.8755,78.032,78.2169,2909000.0
2019-12-21,78.3432,78.8755,78.032,78.2169,2909000.0
2019-12-22,78.3432,78.8755,78.032,78.2169,2909000.0
2019-12-23,78.2981,78.2981,76.8817,76.99,1035478.0
2019-12-24,77.0261,77.2697,76.6562,76.9359,450353.0
2019-12-25,77.0261,77.2697,76.6562,76.9359,450353.0
2019-12-26,77.0622,77.2697,76.7554,77.1253,787731.0
2019-12-27,77.2697,77.2697,76.5479,76.6382,556091.0
2019-12-28,77.2697,77.2697,76.5479,76.6382,556091.0
2019-12-29,77.2697,77.2697,76.5479,76.6382,556091.0
2019-12-30,76.9449,77.0306,76.0969,76.2593,775538.0
2019-12-31,76.0427,76.6697,76.0427,76.5209,894093.0
2020-01-01,76.0427,76.6697,76.0427,76.5209,894093.0
2020-01-02,76.7825,76.9629,76.2051,76.9539,1446625.0
2020-01-03,75.7901,76.1724,75.1947,75.6728,1068329.0
2020-01-04,75.7901,76.1724,75.1947,75.6728,1068329.0
2020-01-05,75.7901,76.1724,75.1947,75.6728,1068329.0
2020-01-06,74.888,75.2218,73.6791,74.3377,2278306.0
2020-01-07,73.9407,74.3286,73.4265,73.5167,1935296.0
2020-01-08,73.6791,74.9331,73.3904,74.3106,2092310.0
2020-01-09,74.8248,75.321,74.8068,75.2669,1580126.0
2020-01-10,75.2759,75.4112,74.464,74.5903,909097.0
2020-01-11,75.2759,75.4112,74.464,74.5903,909097.0
2020-01-12,75.2759,75.4112,74.464,74.5903,909097.0
2020-01-13,74.6624,74.9782,74.1482,74.7707,996890.0
2020-01-14,74.7978,75.312,74.5,74.915,1343341.0
2020-01-15,74.5452,75.5105,74.3377,75.1676,1430797.0
2020-01-16,75.6277,76.0969,75.2967,75.4563,1702914.0
2020-01-17,75.8082,76.6562,75.5195,76.1781,2736844.0
2020-01-18,75.8082,76.6562,75.5195,76.1781,2736844.0
2020-01-19,75.8082,76.6562,75.5195,76.1781,2736844.0
2020-01-20,75.8082,76.6562,75.5195,76.1781,2736844.0
2020-01-21,75.7811,76.3224,75.3481,75.4924,2002214.0
2020-01-22,76.169,77.2516,75.8352,76.99,2804637.0
2020-01-23,76.6382,77.4591,76.0247,77.4501,2734376.0
2020-01-24,70.4764,71.445,68.5639,68.8255,12378838.0
2020-01-25,70.4764,71.445,68.5639,68.8255,12378838.0
2020-01-26,70.4764,71.445,68.5639,68.8255,12378838.0
2020-01-27,67.0302,67.8241,66.2453,66.6784,4547177.0
2020-01-28,68.5639,68.5639,66.8678,67.8692,4336984.0
2020-01-29,68.0316,68.8345,67.8782,68.3834,2515763.0
2020-01-30,67.6346,69.0691,67.4948,68.8977,3404798.0
2020-01-31,68.4285,68.5639,67.3369,67.779,2695229.0
2020-02-01,68.4285,68.5639,67.3369,67.779,2695229.0
2020-02-02,68.4285,68.5639,67.3369,67.779,2695229.0
2020-02-03,68.3564,69.1773,67.6346,67.7429,2849096.0
2020-02-04,68.7443,69.3217,68.3744,68.3834,2228564.0
2020-02-05,69.448,70.2689,69.1412,69.8088,2099524.0
2020-02-06,70.2148,70.4945,68.8796,68.8796,2083444.0
2020-02-07,68.4195,68.4195,67.4182,67.9233,2295353.0
2020-02-08,68.4195,68.4195,67.4182,67.9233,2295353.0
2020-02-09,68.4195,68.4195,67.4182,67.9233,2295353.0
2020-02-10,67.7249,68.5368,67.6797,68.4105,1400047.0
2020-02-11,68.6541,69.1363,68.3022,68.3383,1617403.0
2020-02-12,68.7172,68.9157,68.0587,68.5999,1608835.0
2020-02-13,68.4827,69.0961,68.0677,68.7443,2038763.0
2020-02-14,68.8165,69.2766,68.5593,68.9428,1426611.0
2020-02-15,68.8165,69.2766,68.5593,68.9428,1426611.0
2020-02-16,68.8165,69.2766,68.5593,68.9428,1426611.0
2020-02-17,68.8165,69.2766,68.5593,68.9428,1426611.0
2020-02-18,68.6451,68.8886,67.7158,67.9775,1686859.0
2020-02-19,68.2043,68.7578,67.7959,68.5673,1627557.0
2020-02-20,68.4221,69.2932,68.2678,68.776,1178765.0
2020-02-21,68.3223,68.4584,67.5419,68.3495,1722792.0
2020-02-22,68.3223,68.4584,67.5419,68.3495,1722792.0
2020-02-23,68.3223,68.4584,67.5419,68.3495,1722792.0
2020-02-24,66.1171,67.1153,65.9629,66.3803,2020122.0
2020-02-25,66.3894,66.4075,62.696,63.059,3074185.0
2020-02-26,63.6579,64.2296,62.5871,62.6144,2130080.0
2020-02-27,61.1261,62.569,59.2205,60.0554,3473654.0
2020-02-28,58.0499,59.5472,57.3874,59.5109,5033238.0
2020-02-29,58.0499,59.5472,57.3874,59.5109,5033238.0
2020-03-01,58.0499,59.5472,57.3874,59.5109,5033238.0
