,WBA US Equity,WBA US Equity,WBA US Equity,WBA US Equity,WBA US Equity
2019-02-04,56.6399,56.6793,55.9066,56.3481,5444342.0
2019-02-05,56.2851,56.561,55.8553,56.2299,7128649.0
2019-02-06,55.9854,56.5429,55.8908,56.356,4336554.0
2019-02-07,56.1037,56.2772,55.4965,56.1431,4631206.0
2019-02-08,55.8277,55.9066,54.8264,55.2915,4139420.0
2019-02-09,55.8277,55.9066,54.8264,55.2915,4139420.0
2019-02-10,55.8277,55.9066,54.8264,55.2915,4139420.0
2019-02-11,55.394,55.6227,55.2205,55.5675,3482350.0
2019-02-12,56.1116,56.7582,55.7489,56.427,3980398.0
2019-02-13,56.6557,57.3338,56.5768,57.113,3856855.0
2019-02-14,56.8671,57.478,56.5577,57.2082,3855079.0
2019-02-15,57.8429,58.5728,57.6446,58.2554,4670444.0
2019-02-16,57.8429,58.5728,57.6446,58.2554,4670444.0
2019-02-17,57.8429,58.5728,57.6446,58.2554,4670444.0
2019-02-18,57.8429,58.5728,57.6446,58.2554,4670444.0
2019-02-19,58.303,59.4574,58.2316,59.0488,6374589.0
2019-02-20,57.8984,58.1206,56.756,56.9623,7882414.0
2019-02-21,56.8195,56.8829,55.7405,55.9071,4482189.0
2019-02-22,55.8754,56.0103,55.3915,55.8754,4928907.0
2019-02-23,55.8754,56.0103,55.3915,55.8754,4928907.0
2019-02-24,55.8754,56.0103,55.3915,55.8754,4928907.0
2019-02-25,56.2721,56.8512,56.1213,56.5735,4308174.0
2019-02-26,56.7322,56.8988,56.2324,56.7084,3498712.0
2019-02-27,56.399,56.7957,56.2403,56.6211,3959924.0
2019-02-28,56.6529,57.0258,56.2998,56.4783,7774999.0
2019-03-01,56.2086,56.4704,52.4204,52.8448,10299296.0
2019-03-02,56.2086,56.4704,52.4204,52.8448,10299296.0
2019-03-03,56.2086,56.4704,52.4204,52.8448,10299296.0
2019-03-04,53.1225,53.1542,51.0043,51.3613,10870908.0
2019-03-05,51.4565,51.6072,49.957,50.2982,11956148.0
2019-03-06,50.3934,50.5758,48.3069,48.4735,15392508.0
2019-03-07,48.3703,48.5211,47.2597,47.4342,9695792.0
2019-03-08,47.4977,48.2513,47.0693,47.5215,9909549.0
2019-03-09,47.4977,48.2513,47.0693,47.5215,9909549.0
2019-03-10,47.4977,48.2513,47.0693,47.5215,9909549.0
2019-03-11,47.7515,48.4656,47.4739,48.1403,5638000.0
2019-03-12,48.3703,48.5766,48.1363,48.3941,5638423.0
2019-03-13,48.7115,49.1637,48.41,49.1082,5720008.0
2019-03-14,49.2113,49.481,48.767,49.0447,5792349.0
2019-03-15,49.1558,49.7349,48.9574,49.6873,9773491.0
2019-03-16,49.1558,49.7349,48.9574,49.6873,9773491.0
2019-03-17,49.1558,49.7349,48.9574,49.6873,9773491.0
2019-03-18,49.7508,50.0522,49.4362,50.0443,5296760.0
2019-03-19,50.3378,50.917,50.2109,50.5917,5880901.0
2019-03-20,50.4806,50.6076,49.6,49.8142,5171965.0
2019-03-21,49.7428,50.6234,49.5366,50.4568,3795214.0
2019-03-22,50.4806,50.7266,49.4929,49.5128,4855388.0
2019-03-23,50.4806,50.7266,49.4929,49.5128,4855388.0
2019-03-24,50.4806,50.7266,49.4929,49.5128,4855388.0
2019-03-25,49.4493,49.5048,48.6718,48.9415,4567241.0
2019-03-26,49.0764,49.7984,48.886,49.124,5582592.0
2019-03-27,48.9495,49.4334,48.5052,49.37,5180928.0
2019-03-28,49.4572,50.3378,49.4176,49.5921,5768320.0
2019-03-29,49.7825,50.5798,49.6952,50.195,4993295.0
2019-03-30,49.7825,50.5798,49.6952,50.195,4993295.0
2019-03-31,49.7825,50.5798,49.6952,50.195,4993295.0
2019-04-01,50.4172,50.8575,50.0919,50.3696,6328561.0
2019-04-02,44.3005,44.7765,43.6341,43.9197,36877784.0
2019-04-03,44.0625,44.1894,43.2215,43.5071,17901916.0
2019-04-04,43.4833,43.6341,42.7217,42.9597,14150542.0
2019-04-05,43.1263,43.8086,43.0767,43.3881,10509479.0
2019-04-06,43.1263,43.8086,43.0767,43.3881,10509479.0
2019-04-07,43.1263,43.8086,43.0767,43.3881,10509479.0
2019-04-08,43.4119,43.9514,43.2374,43.6817,7120975.0
2019-04-09,43.4595,43.6579,43.1263,43.2374,8987701.0
2019-04-10,43.2453,43.4197,43.1263,43.2453,5483516.0
2019-04-11,43.3088,43.4754,42.3012,42.3964,8194351.0
2019-04-12,42.6662,42.8407,42.3647,42.4044,7298779.0
2019-04-13,42.6662,42.8407,42.3647,42.4044,7298779.0
2019-04-14,42.6662,42.8407,42.3647,42.4044,7298779.0
2019-04-15,42.4996,43.2057,42.4996,43.0311,5963520.0
2019-04-16,43.2929,43.6023,42.8134,43.5071,7912125.0
2019-04-17,43.6341,43.8324,42.9042,43.7451,10103126.0
2019-04-18,43.8086,43.9355,43.3009,43.3405,7991280.0
2019-04-19,43.8086,43.9355,43.3009,43.3405,7991280.0
2019-04-20,43.8086,43.9355,43.3009,43.3405,7991280.0
2019-04-21,43.8086,43.9355,43.3009,43.3405,7991280.0
2019-04-22,43.3088,43.5715,42.9042,42.92,5446180.0
2019-04-23,43.0867,43.1184,42.1822,42.2219,8326965.0
2019-04-24,42.1981,42.8328,42.1981,42.4202,5997476.0
2019-04-25,42.3171,42.3806,41.7618,41.7935,6641320.0
2019-04-26,41.8252,42.0156,41.4524,41.9284,7253748.0
2019-04-27,41.8252,42.0156,41.4524,41.9284,7253748.0
2019-04-28,41.8252,42.0156,41.4524,41.9284,7253748.0
2019-04-29,41.9839,42.6067,41.8728,42.4916,5095194.0
2019-04-30,42.5789,42.7376,42.0791,42.4996,8175445.0
2019-05-01,42.4996,42.92,42.444,42.5868,5954210.0
2019-05-02,42.69,42.7614,42.0315,42.6741,5301766.0
2019-05-03,42.9835,43.1025,42.7138,42.9042,5516981.0
2019-05-04,42.9835,43.1025,42.7138,42.9042,5516981.0
2019-05-05,42.9835,43.1025,42.7138,42.9042,5516981.0
2019-05-06,42.6186,42.92,42.1545,42.7772,5520913.0
2019-05-07,42.444,42.7376,41.7816,41.9998,6446208.0
2019-05-08,42.0077,42.7177,41.5595,42.444,5347368.0
2019-05-09,42.2378,42.69,41.7856,42.4916,4661175.0
2019-05-10,42.4282,42.5234,41.664,42.3806,5039269.0
2019-05-11,42.4282,42.5234,41.664,42.3806,5039269.0
2019-05-12,42.4282,42.5234,41.664,42.3806,5039269.0
2019-05-13,41.9998,42.1188,41.2223,41.3492,5670544.0
2019-05-14,41.4365,42.115,41.2937,41.7142,5458642.0
2019-05-15,41.4365,42.0156,41.0874,41.8411,4570159.0
2019-05-16,42.0474,42.3964,41.5,41.6507,4722293.0
2019-05-17,41.7867,42.2707,41.5467,41.8187,4812298.0
2019-05-18,41.7867,42.2707,41.5467,41.8187,4812298.0
2019-05-19,41.7867,42.2707,41.5467,41.8187,4812298.0
2019-05-20,41.6267,42.1787,41.4987,41.8107,4641735.0
2019-05-21,41.9227,42.2827,41.7387,42.2107,4267815.0
2019-05-22,42.2187,42.4107,41.9147,42.3547,3372200.0
2019-05-23,41.9947,42.0027,41.0907,41.2907,5041566.0
2019-05-24,41.4267,41.4747,40.9306,41.4187,4296034.0
2019-05-25,41.4267,41.4747,40.9306,41.4187,4296034.0
2019-05-26,41.4267,41.4747,40.9306,41.4187,4296034.0
2019-05-27,41.4267,41.4747,40.9306,41.4187,4296034.0
2019-05-28,41.4747,41.8267,41.3027,41.3547,6458099.0
2019-05-29,41.2587,41.2827,40.6346,40.9066,4209148.0
2019-05-30,40.9867,41.0347,40.1626,40.4426,3844658.0
2019-05-31,40.2346,40.2506,39.4506,39.4746,6568170.0
2019-06-01,40.2346,40.2506,39.4506,39.4746,6568170.0
2019-06-02,40.2346,40.2506,39.4506,39.4746,6568170.0
2019-06-03,39.6186,40.5226,39.6186,39.9306,6024233.0
2019-06-04,40.4026,41.3067,40.2826,41.2027,5978018.0
2019-06-05,41.4667,41.4987,40.4026,40.6426,4507825.0
2019-06-06,40.7386,40.9266,40.3026,40.7866,3418237.0
2019-06-07,40.9947,41.6792,40.6426,41.5787,4217698.0
2019-06-08,40.9947,41.6792,40.6426,41.5787,4217698.0
2019-06-09,40.9947,41.6792,40.6426,41.5787,4217698.0
2019-06-10,41.6827,42.1547,41.4987,41.8347,3673801.0
2019-06-11,42.0907,42.6108,42.0507,42.3067,4503966.0
2019-06-12,42.3627,42.3627,41.3227,41.6987,4213212.0
2019-06-13,41.9227,42.4187,41.8427,42.3147,3329262.0
2019-06-14,42.2987,42.4427,41.7027,42.0587,3246332.0
2019-06-15,42.2987,42.4427,41.7027,42.0587,3246332.0
2019-06-16,42.2987,42.4427,41.7027,42.0587,3246332.0
2019-06-17,42.0587,42.5272,41.7067,42.2507,4108652.0
2019-06-18,42.6268,43.1468,42.1387,42.2427,5977915.0
2019-06-19,42.3947,42.6068,42.0067,42.3227,4959068.0
2019-06-20,42.3467,42.8108,42.0107,42.3067,6157641.0
2019-06-21,42.2187,42.6828,41.9467,41.9627,13972756.0
2019-06-22,42.2187,42.6828,41.9467,41.9627,13972756.0
2019-06-23,42.2187,42.6828,41.9467,41.9627,13972756.0
2019-06-24,41.8827,42.0747,41.4227,41.5627,6725537.0
2019-06-25,41.4827,42.7868,41.1707,42.3627,8535107.0
2019-06-26,42.4507,42.4988,41.8347,41.9067,5951110.0
2019-06-27,42.9628,44.1549,42.8028,43.6188,12144548.0
2019-06-28,43.5788,43.8348,43.0853,43.7388,10395693.0
2019-06-29,43.5788,43.8348,43.0853,43.7388,10395693.0
2019-06-30,43.5788,43.8348,43.0853,43.7388,10395693.0
2019-07-01,44.2909,44.5469,43.4588,43.7228,5746797.0
2019-07-02,43.7628,44.1229,43.3548,43.9708,5108065.0
2019-07-03,44.0589,44.4029,43.8828,44.1549,3990542.0
2019-07-04,44.0589,44.4029,43.8828,44.1549,3990542.0
2019-07-05,44.0909,44.4549,43.8028,44.1549,4120573.0
2019-07-06,44.0909,44.4549,43.8028,44.1549,4120573.0
2019-07-07,44.0909,44.4549,43.8028,44.1549,4120573.0
2019-07-08,44.1389,44.4149,43.9108,44.3469,3819642.0
2019-07-09,44.2829,44.6269,44.1069,44.4029,3517225.0
2019-07-10,44.6269,44.9229,44.3229,44.4589,5217949.0
2019-07-11,45.2509,45.5629,44.2349,44.4989,7161577.0
2019-07-12,45.0029,45.0109,44.4509,44.5949,3826202.0
2019-07-13,45.0029,45.0109,44.4509,44.5949,3826202.0
2019-07-14,45.0029,45.0109,44.4509,44.5949,3826202.0
2019-07-15,44.7709,44.9309,44.5949,44.7149,3581098.0
2019-07-16,44.8669,44.9229,44.5549,44.6509,3661085.0
2019-07-17,44.5549,44.6429,43.4142,43.6188,5185633.0
2019-07-18,43.4428,43.9708,43.0588,43.8588,4249271.0
2019-07-19,43.8908,44.0909,43.4988,43.5548,3639641.0
2019-07-20,43.8908,44.0909,43.4988,43.5548,3639641.0
2019-07-21,43.8908,44.0909,43.4988,43.5548,3639641.0
2019-07-22,43.7308,43.7308,42.9308,43.1548,3945422.0
2019-07-23,43.3148,43.9068,42.9948,43.7228,4583059.0
2019-07-24,43.7148,44.1709,43.4108,44.1629,4000534.0
2019-07-25,44.1629,44.2029,43.6028,43.8108,3071669.0
2019-07-26,43.8908,44.1149,43.6668,44.0429,3009408.0
2019-07-27,43.8908,44.1149,43.6668,44.0429,3009408.0
2019-07-28,43.8908,44.1149,43.6668,44.0429,3009408.0
2019-07-29,44.0749,44.4349,43.9748,44.0989,2793114.0
2019-07-30,43.9948,44.5229,43.6908,44.3229,2773953.0
2019-07-31,44.2269,44.3629,43.0348,43.5948,6642211.0
2019-08-01,43.6828,44.6189,43.1228,43.2588,5921020.0
2019-08-02,43.3548,43.4828,42.4624,42.9468,4524044.0
2019-08-03,43.3548,43.4828,42.4624,42.9468,4524044.0
2019-08-04,43.3548,43.4828,42.4624,42.9468,4524044.0
2019-08-05,42.7788,42.8748,41.3267,41.4987,6751697.0
2019-08-06,41.6027,41.8001,40.6346,41.1627,6742302.0
2019-08-07,40.8346,42.0907,40.0736,41.9867,6258369.0
2019-08-08,41.9867,42.4267,41.8855,42.4187,3400304.0
2019-08-09,42.2587,42.4427,41.8667,42.2347,2915890.0
2019-08-10,42.2587,42.4427,41.8667,42.2347,2915890.0
2019-08-11,42.2587,42.4427,41.8667,42.2347,2915890.0
2019-08-12,42.2267,42.3147,41.3427,41.6027,3729379.0
2019-08-13,41.5547,43.1228,41.2107,42.4587,5274689.0
2019-08-14,41.9547,41.9547,40.2906,40.3306,6193635.0
2019-08-15,40.6426,40.6506,39.2985,39.4346,6299110.0
2019-08-16,39.7066,40.5946,39.6026,40.3866,4575271.0
2019-08-17,39.7066,40.5946,39.6026,40.3866,4575271.0
2019-08-18,39.7066,40.5946,39.6026,40.3866,4575271.0
2019-08-19,40.8771,41.527,40.8626,41.305,5128881.0
2019-08-20,41.3454,41.6037,40.8771,40.9094,3312041.0
2019-08-21,41.2081,41.7168,40.9983,41.0951,2964138.0
2019-08-22,41.2969,41.4988,40.9094,41.1354,3772776.0
2019-08-23,40.8044,41.192,39.6741,39.8194,5946099.0
2019-08-24,40.8044,41.192,39.6741,39.8194,5946099.0
2019-08-25,40.8044,41.192,39.6741,39.8194,5946099.0
2019-08-26,40.3523,40.4741,40.0132,40.4007,3647963.0
2019-08-27,40.7237,40.7883,39.8396,39.9244,5049510.0
2019-08-28,39.771,40.3604,39.5853,40.3281,2616178.0
2019-08-29,40.643,41.0305,40.5461,40.6914,3271190.0
2019-08-30,40.9175,41.3292,40.7318,41.3292,5194919.0
2019-08-31,40.9175,41.3292,40.7318,41.3292,5194919.0
2019-09-01,40.9175,41.3292,40.7318,41.3292,5194919.0
2019-09-02,40.9175,41.3292,40.7318,41.3292,5194919.0
2019-09-03,41.3777,41.4342,40.4007,40.7156,3975099.0
2019-09-04,40.9578,41.6764,40.9578,41.523,4695354.0
2019-09-05,41.8217,42.6023,41.8217,42.2496,3807246.0
2019-09-06,42.5241,42.6291,42.1043,42.4353,2565577.0
2019-09-07,42.5241,42.6291,42.1043,42.4353,2565577.0
2019-09-08,42.5241,42.6291,42.1043,42.4353,2565577.0
2019-09-09,42.508,44.9705,42.508,44.8816,9416368.0
2019-09-10,44.8655,46.02,44.7767,45.9231,6930907.0
2019-09-11,46.2945,46.9081,45.8828,46.8758,6992339.0
2019-09-12,46.8274,46.8274,44.6152,44.8574,6771712.0
2019-09-13,45.1723,45.5679,44.6475,45.2046,3872245.0
2019-09-14,45.1723,45.5679,44.6475,45.2046,3872245.0
2019-09-15,45.1723,45.5679,44.6475,45.2046,3872245.0
2019-09-16,44.6879,44.9705,44.4537,44.6798,3660839.0
2019-09-17,44.6798,44.6798,43.7755,44.2761,4858032.0
2019-09-18,44.1146,44.1873,43.5333,43.9289,3945341.0
2019-09-19,44.1146,44.4376,43.9532,44.0581,4407761.0
2019-09-20,43.9128,45.1642,43.8078,44.4053,11240749.0
2019-09-21,43.9128,45.1642,43.8078,44.4053,11240749.0
2019-09-22,43.9128,45.1642,43.8078,44.4053,11240749.0
2019-09-23,44.3569,44.4792,43.4203,43.8563,4190220.0
2019-09-24,44.1389,44.2115,42.9763,43.2992,5431656.0
2019-09-25,43.3476,44.0509,43.0489,43.8886,3408561.0
2019-09-26,44.1631,44.26,43.2427,43.6625,3864825.0
2019-09-27,43.7917,44.373,43.3719,43.9289,3403067.0
2019-09-28,43.7917,44.373,43.3719,43.9289,3403067.0
2019-09-29,43.7917,44.373,43.3719,43.9289,3403067.0
2019-09-30,44.0904,44.8171,44.042,44.6556,3310598.0
2019-10-01,44.6152,45.1077,43.824,44.1631,4843023.0
2019-10-02,44.0258,44.0985,42.5726,42.6533,5018863.0
2019-10-03,42.6533,42.827,41.636,42.4676,3776218.0
2019-10-04,42.5806,42.839,42.0316,42.7663,3985765.0
2019-10-05,42.5806,42.839,42.0316,42.7663,3985765.0
2019-10-06,42.5806,42.839,42.0316,42.7663,3985765.0
2019-10-07,42.6533,42.8874,42.4434,42.5968,4494622.0
2019-10-08,42.2658,42.5887,41.8702,42.0559,4704350.0
2019-10-09,42.4757,42.5726,42.0034,42.0437,4753858.0
2019-10-10,42.177,43.0085,42.1764,42.734,3363099.0
2019-10-11,43.1539,44.0823,43.1539,43.5899,4803425.0
2019-10-12,43.1539,44.0823,43.1539,43.5899,4803425.0
2019-10-13,43.1539,44.0823,43.1539,43.5899,4803425.0
2019-10-14,43.388,43.5656,42.9278,43.3315,2542421.0
2019-10-15,43.4042,44.2842,43.3799,44.0137,3398182.0
2019-10-16,43.9855,44.5668,43.8078,44.1308,2977171.0
2019-10-17,44.3891,45.2934,44.2248,45.1642,4831812.0
2019-10-18,45.2288,45.3499,44.6233,44.6475,4682351.0
2019-10-19,45.2288,45.3499,44.6233,44.6475,4682351.0
2019-10-20,45.2288,45.3499,44.6233,44.6475,4682351.0
2019-10-21,44.5264,44.809,43.824,44.0743,5201533.0
2019-10-22,44.3084,44.8171,44.0178,44.6637,3836069.0
2019-10-23,43.4849,44.151,43.2346,44.0501,4677817.0
2019-10-24,44.0743,44.6152,43.4607,43.9612,3602263.0
2019-10-25,43.7594,44.8655,43.6141,44.7444,4806506.0
2019-10-26,43.7594,44.8655,43.6141,44.7444,4806506.0
2019-10-27,43.7594,44.8655,43.6141,44.7444,4806506.0
2019-10-28,45.245,45.576,44.3488,45.0512,8066910.0
2019-10-29,44.8493,45.8626,44.2761,45.4307,5968942.0
2019-10-30,45.3338,45.6809,44.5748,45.0996,3684425.0
2019-10-31,45.1158,45.1158,43.5939,44.2277,6969953.0
2019-11-01,44.4699,46.5933,44.4134,46.3268,8239006.0
2019-11-02,44.4699,46.5933,44.4134,46.3268,8239006.0
2019-11-03,44.4699,46.5933,44.4134,46.3268,8239006.0
2019-11-04,46.7467,48.4421,46.731,48.1596,10758498.0
2019-11-05,48.4341,52.0753,47.7317,49.4191,28677938.0
2019-11-06,49.8066,49.8147,47.2634,48.0304,13655136.0
2019-11-07,48.2968,49.084,47.2795,47.3683,9861730.0
2019-11-08,47.4168,48.0223,46.892,47.8285,5450275.0
2019-11-09,47.4168,48.0223,46.892,47.8285,5450275.0
2019-11-10,47.4168,48.0223,46.892,47.8285,5450275.0
2019-11-11,50.5736,51.058,49.4191,50.2587,24420893.0
2019-11-12,50.2991,50.7431,49.6613,50.6382,6903446.0
2019-11-13,50.5655,50.7189,49.8793,50.2587,5086354.0
2019-11-14,50.2991,50.5897,49.7501,50.0084,4184733.0
2019-11-15,50.3317,51.1451,50.2748,50.5432,5321153.0
2019-11-16,50.3317,51.1451,50.2748,50.5432,5321153.0
2019-11-17,50.3317,51.1451,50.2748,50.5432,5321153.0
2019-11-18,50.4863,50.7384,50.1935,50.3805,4578154.0
2019-11-19,50.5595,50.5595,49.6973,49.982,4201166.0
2019-11-20,49.7868,50.0471,49.3557,49.8925,5933756.0
2019-11-21,49.9088,49.9508,49.1767,49.3069,3963195.0
2019-11-22,49.5672,49.8375,49.1361,49.2906,3506890.0
2019-11-23,49.5672,49.8375,49.1361,49.2906,3506890.0
2019-11-24,49.5672,49.8375,49.1361,49.2906,3506890.0
2019-11-25,49.3638,49.6566,49.2581,49.3476,4657040.0
2019-11-26,49.1442,49.2418,47.9404,48.5016,7656565.0
2019-11-27,48.6318,48.9409,48.1926,48.8921,4034172.0
2019-11-28,48.6318,48.9409,48.1926,48.8921,4034172.0
2019-11-29,48.7701,48.7945,48.3552,48.4772,2177916.0
2019-11-30,48.7701,48.7945,48.3552,48.4772,2177916.0
2019-12-01,48.7701,48.7945,48.3552,48.4772,2177916.0
2019-12-02,48.2332,48.3959,47.55,48.2088,5696115.0
2019-12-03,47.8265,48.0502,46.9562,47.9811,4930791.0
2019-12-04,48.5504,48.6562,47.7045,47.916,3765705.0
2019-12-05,48.038,48.2414,47.5581,48.0706,3815803.0
2019-12-06,48.2983,48.7375,47.6557,47.6883,3478182.0
2019-12-07,48.2983,48.7375,47.6557,47.6883,3478182.0
2019-12-08,48.2983,48.7375,47.6557,47.6883,3478182.0
2019-12-09,47.6069,48.0479,47.428,47.7533,4103654.0
2019-12-10,47.8672,47.9079,47.3792,47.5093,3401000.0
2019-12-11,47.2978,47.5337,46.9806,47.184,2951412.0
2019-12-12,47.428,48.217,47.2897,47.6476,3139920.0
2019-12-13,47.5907,47.8347,46.9196,47.0782,4356392.0
2019-12-14,47.5907,47.8347,46.9196,47.0782,4356392.0
2019-12-15,47.5907,47.8347,46.9196,47.0782,4356392.0
2019-12-16,47.3222,47.8021,46.9969,47.0132,5461750.0
2019-12-17,47.062,47.1758,46.1673,46.4357,5417661.0
2019-12-18,46.5495,46.7773,46.3055,46.5251,4906107.0
2019-12-19,46.8098,47.8428,46.639,46.9725,5201971.0
2019-12-20,47.4443,47.973,46.9806,47.4931,8437558.0
2019-12-21,47.4443,47.973,46.9806,47.4931,8437558.0
2019-12-22,47.4443,47.973,46.9806,47.4931,8437558.0
2019-12-23,47.7533,47.9892,47.5175,47.6395,4813274.0
2019-12-24,47.9079,47.9241,47.3995,47.4605,1475405.0
2019-12-25,47.9079,47.9241,47.3995,47.4605,1475405.0
2019-12-26,47.4524,48.0055,47.4199,47.9079,2738901.0
2019-12-27,47.9241,48.0136,47.4849,48.0055,3647857.0
2019-12-28,47.9241,48.0136,47.4849,48.0055,3647857.0
2019-12-29,47.9241,48.0136,47.4849,48.0055,3647857.0
2019-12-30,48.0624,48.4772,47.8347,47.916,3265205.0
2019-12-31,47.8428,48.3715,47.8347,47.9567,3305124.0
2020-01-01,47.8428,48.3715,47.8347,47.9567,3305124.0
2020-01-02,48.217,48.4691,47.7421,48.0543,5583185.0
2020-01-03,47.6151,48.2739,47.3222,48.0543,4895885.0
2020-01-04,47.6151,48.2739,47.3222,48.0543,4895885.0
2020-01-05,47.6151,48.2739,47.3222,48.0543,4895885.0
2020-01-06,48.0218,48.6237,47.5622,48.4691,6003622.0
2020-01-07,48.1682,48.3796,47.6801,48.2251,4376063.0
2020-01-08,45.5898,46.1998,44.6625,45.4108,17434728.0
2020-01-09,45.3783,45.6223,44.4226,44.4754,8471234.0
2020-01-10,44.6056,44.6381,43.9711,44.1013,6688348.0
2020-01-11,44.6056,44.6381,43.9711,44.1013,6688348.0
2020-01-12,44.6056,44.6381,43.9711,44.1013,6688348.0
2020-01-13,44.085,44.4592,43.9061,43.9711,5518160.0
2020-01-14,43.9549,44.4998,43.7759,44.4266,4466942.0
2020-01-15,44.3616,44.4917,43.9874,44.2721,3495630.0
2020-01-16,44.2802,44.4348,44.0687,44.264,4974724.0
2020-01-17,44.4836,44.5649,44.1826,44.2558,5048287.0
2020-01-18,44.4836,44.5649,44.1826,44.2558,5048287.0
2020-01-19,44.4836,44.5649,44.1826,44.2558,5048287.0
2020-01-20,44.4836,44.5649,44.1826,44.2558,5048287.0
2020-01-21,44.2396,44.2396,43.4831,43.8166,5940731.0
2020-01-22,43.7027,43.9549,43.4343,43.4506,3703785.0
2020-01-23,43.3855,43.597,42.9544,43.353,4993976.0
2020-01-24,43.3692,43.4098,42.2098,42.3281,6415410.0
2020-01-25,43.3692,43.4098,42.2098,42.3281,6415410.0
2020-01-26,43.3692,43.4098,42.2098,42.3281,6415410.0
2020-01-27,41.9296,42.7755,41.9214,42.4827,5108635.0
2020-01-28,42.6616,43.0927,42.4379,42.93,4771222.0
2020-01-29,42.9626,43.1008,42.5152,42.5233,3510453.0
2020-01-30,42.3281,42.3992,41.6286,42.2549,3790868.0
2020-01-31,42.0597,42.2264,41.2057,41.3602,6532515.0
2020-02-01,42.0597,42.2264,41.2057,41.3602,6532515.0
2020-02-02,42.0597,42.2264,41.2057,41.3602,6532515.0
2020-02-03,41.5147,41.8767,41.4171,41.4415,5153006.0
2020-02-04,41.9377,42.6413,41.7547,42.5721,4911144.0
2020-02-05,42.987,43.6377,42.7023,43.0927,5386802.0
2020-02-06,43.5238,44.1216,43.2472,43.5075,4400035.0
2020-02-07,43.3367,43.6702,43.0927,43.3042,3378473.0
2020-02-08,43.3367,43.6702,43.0927,43.3042,3378473.0
2020-02-09,43.3367,43.6702,43.0927,43.3042,3378473.0
2020-02-10,43.3448,43.9711,43.1903,43.4506,4326583.0
2020-02-11,43.5482,43.5644,42.987,43.1008,4054054.0
2020-02-12,43.4506,44.3534,43.2066,44.3046,5362488.0
2020-02-13,44.1745,44.3046,43.475,43.5726,3669498.0
2020-02-14,43.6946,43.7515,42.8975,42.987,5153820.0
2020-02-15,43.6946,43.7515,42.8975,42.987,5153820.0
2020-02-16,43.6946,43.7515,42.8975,42.987,5153820.0
2020-02-17,43.6946,43.7515,42.8975,42.987,5153820.0
2020-02-18,43.0013,43.2393,42.4393,42.5501,4334648.0
2020-02-19,42.5172,42.7388,42.2465,42.7224,3279683.0
2020-02-20,42.7224,42.9439,42.2547,42.5583,3368565.0
2020-02-21,42.5501,42.681,42.066,42.2137,4644696.0
2020-02-22,42.5501,42.681,42.066,42.2137,4644696.0
2020-02-23,42.5501,42.681,42.066,42.2137,4644696.0
2020-02-24,41.6639,42.1152,40.2117,40.2281,8049769.0
2020-02-25,40.4907,40.5235,38.7595,38.981,6336302.0
2020-02-26,39.5471,40.2035,39.0794,39.1123,7212430.0
2020-02-27,38.5215,39.2353,37.3728,37.939,10123236.0
2020-02-28,37.0529,37.6518,36.6016,37.5451,11857209.0
