,FHB US Equity,FHB US Equity,FHB US Equity,FHB US Equity,FHB US Equity
2020-06-16,15.5103,15.7384,14.9865,15.5103,1121824.0
2020-06-17,15.4089,15.5694,14.8767,14.995,1360341.0
2020-06-18,14.7922,15.392,14.7922,15.0879,957329.0
2020-06-19,15.3498,15.3498,14.8936,15.1555,2002198.0
2020-06-20,15.3498,15.3498,14.8936,15.1555,2002198.0
2020-06-21,15.3498,15.3498,14.8936,15.1555,2002198.0
2020-06-22,14.9443,15.2906,14.8006,15.0118,955690.0
2020-06-23,15.2568,15.4342,14.8344,14.9781,1228264.0
2020-06-24,14.6824,14.7246,14.184,14.2009,1303279.0
2020-06-25,14.0572,14.657,14.0066,14.6401,875362.0
2020-06-26,14.3698,14.6063,13.6053,13.7235,2284681.0
2020-06-27,14.3698,14.6063,13.6053,13.7235,2284681.0
2020-06-28,14.3698,14.6063,13.6053,13.7235,2284681.0
2020-06-29,13.5842,14.0995,13.5842,14.0741,2068507.0
2020-06-30,13.525,14.6613,13.525,14.5641,1208590.0
2020-07-01,14.6232,14.6993,14.0319,14.1164,1382453.0
2020-07-02,14.5472,14.7838,13.9474,13.9981,1090279.0
2020-07-03,14.5472,14.7838,13.9474,13.9981,1090279.0
2020-07-04,14.5472,14.7838,13.9474,13.9981,1090279.0
2020-07-05,14.5472,14.7838,13.9474,13.9981,1090279.0
2020-07-06,14.3698,14.6063,14.0319,14.1417,1349852.0
2020-07-07,13.5842,13.7193,13.1533,13.2125,1339167.0
2020-07-08,13.2716,13.4912,12.9759,13.1618,1182263.0
2020-07-09,13.0942,13.2843,12.4606,12.6718,1241210.0
2020-07-10,12.7901,13.3645,12.7647,13.3476,648711.0
2020-07-11,12.7901,13.3645,12.7647,13.3476,648711.0
2020-07-12,12.7901,13.3645,12.7647,13.3476,648711.0
2020-07-13,13.5588,13.7785,13.0519,13.5588,600342.0
2020-07-14,13.525,13.6179,13.1026,13.1956,726414.0
2020-07-15,13.5504,14.0995,13.5419,14.0319,589525.0
2020-07-16,13.846,14.2009,13.6433,13.8798,701007.0
2020-07-17,13.9305,14.015,13.3983,13.4236,485452.0
2020-07-18,13.9305,14.015,13.3983,13.4236,485452.0
2020-07-19,13.9305,14.015,13.3983,13.4236,485452.0
2020-07-20,13.3476,13.4321,13.0435,13.1195,535764.0
2020-07-21,14.3614,15.1724,14.3276,15.0118,7773954.0
2020-07-22,14.7922,15.3498,14.7838,15.147,3934368.0
2020-07-23,15.1893,15.8566,15.071,15.7046,28095473.0
2020-07-24,15.3244,15.4934,14.7162,14.902,3559331.0
2020-07-25,15.3244,15.4934,14.7162,14.902,3559331.0
2020-07-26,15.3244,15.4934,14.7162,14.902,3559331.0
2020-07-27,14.7077,14.8175,14.2177,14.2769,1985909.0
2020-07-28,14.2009,14.4627,14.2009,14.3614,1735331.0
2020-07-29,14.3783,14.8091,14.184,14.8006,1343875.0
2020-07-30,14.4881,14.6359,14.1586,14.6148,934874.0
2020-07-31,14.5303,14.6908,14.2853,14.6824,1666819.0
2020-08-01,14.5303,14.6908,14.2853,14.6824,1666819.0
2020-08-02,14.5303,14.6908,14.2853,14.6824,1666819.0
2020-08-03,14.7162,14.7162,14.3445,14.412,851196.0
2020-08-04,14.4796,14.6317,14.0868,14.1671,766470.0
2020-08-05,14.3698,14.75,14.2431,14.6993,1076341.0
2020-08-06,14.6232,14.817,14.5388,14.6993,1033004.0
2020-08-07,14.5979,15.2906,14.4036,15.2822,1061231.0
2020-08-08,14.5979,15.2906,14.4036,15.2822,1061231.0
2020-08-09,14.5979,15.2906,14.4036,15.2822,1061231.0
2020-08-10,15.3836,15.7806,15.278,15.4342,923292.0
2020-08-11,15.713,16.0171,15.5018,15.6116,883858.0
2020-08-12,15.9749,15.9749,15.1681,15.4342,710215.0
2020-08-13,15.2906,15.3751,15.0541,15.1555,693636.0
2020-08-14,15.0625,15.468,14.8936,15.2991,942913.0
2020-08-15,15.0625,15.468,14.8936,15.2991,942913.0
2020-08-16,15.0625,15.468,14.8936,15.2991,942913.0
2020-08-17,15.2737,15.2737,14.995,15.147,565294.0
2020-08-18,15.1386,15.1386,14.2431,14.2853,1454564.0
2020-08-19,14.3022,14.6232,14.1248,14.4036,1567921.0
2020-08-20,14.3445,14.3445,13.9728,14.0234,1120914.0
2020-08-21,13.929,14.1522,13.7574,13.9376,1850214.0
2020-08-22,13.929,14.1522,13.7574,13.9376,1850214.0
2020-08-23,13.929,14.1522,13.7574,13.9376,1850214.0
2020-08-24,13.9119,14.4268,13.8764,14.4182,1259609.0
2020-08-25,14.5298,14.6757,14.1607,14.371,825001.0
2020-08-26,14.341,14.341,13.929,13.9462,980025.0
2020-08-27,13.9119,14.4097,13.7831,14.341,1281785.0
2020-08-28,14.5384,14.589,14.2208,14.3667,530083.0
2020-08-29,14.5384,14.589,14.2208,14.3667,530083.0
2020-08-30,14.5384,14.589,14.2208,14.3667,530083.0
2020-08-31,14.3238,14.3839,14.1436,14.1865,890753.0
2020-09-01,14.1093,14.4182,13.869,13.9891,1245679.0
2020-09-02,13.9634,14.1393,13.8261,14.0921,1174567.0
2020-09-03,14.2208,14.7701,14.1093,14.1479,1159174.0
2020-09-04,14.5126,14.5126,14.0664,14.3067,904102.0
2020-09-05,14.5126,14.5126,14.0664,14.3067,904102.0
2020-09-06,14.5126,14.5126,14.0664,14.3067,904102.0
2020-09-07,14.5126,14.5126,14.0664,14.3067,904102.0
2020-09-08,14.2809,14.2809,13.6029,13.7145,1138801.0
2020-09-09,13.7317,13.9634,13.4055,13.6029,911994.0
2020-09-10,13.6716,13.7317,13.1395,13.3455,1912106.0
2020-09-11,13.3455,13.3969,13.1738,13.3283,1476424.0
2020-09-12,13.3455,13.3969,13.1738,13.3283,1476424.0
2020-09-13,13.3455,13.3969,13.1738,13.3283,1476424.0
2020-09-14,13.4141,13.6973,13.3669,13.663,1246425.0
2020-09-15,13.6887,13.7917,13.2596,13.3025,1757139.0
2020-09-16,13.2425,13.4055,13.0708,13.251,1714566.0
2020-09-17,13.3283,13.3712,13.0192,13.3283,1067705.0
2020-09-18,13.1996,13.4742,13.1738,13.3283,2781583.0
2020-09-19,13.1996,13.4742,13.1738,13.3283,2781583.0
2020-09-20,13.1996,13.4742,13.1738,13.3283,2781583.0
2020-09-21,13.0279,13.294,12.7619,12.9335,1630575.0
2020-09-22,12.9678,13.1652,12.6331,12.7189,1586417.0
2020-09-23,12.7962,13.0751,12.513,12.5216,1026241.0
2020-09-24,12.5301,12.7619,12.3327,12.5044,1032311.0
2020-09-25,12.4357,12.6632,12.337,12.4357,872820.0
2020-09-26,12.4357,12.6632,12.337,12.4357,872820.0
2020-09-27,12.4357,12.6632,12.337,12.4357,872820.0
2020-09-28,12.676,13.0065,12.6589,12.7962,795067.0
2020-09-29,12.7275,12.7447,12.3628,12.4615,1544257.0
2020-09-30,12.4529,12.8391,12.2898,12.4186,1465614.0
2020-10-01,12.3671,12.616,12.1482,12.3757,1369088.0
2020-10-02,12.1697,12.8992,12.1697,12.8391,1308498.0
2020-10-03,12.1697,12.8992,12.1697,12.8391,1308498.0
2020-10-04,12.1697,12.8992,12.1697,12.8391,1308498.0
2020-10-05,12.9936,13.3025,12.9249,13.1996,1443254.0
2020-10-06,13.3197,13.899,13.2081,13.3455,1612873.0
2020-10-07,13.4828,13.7574,13.3497,13.6973,1118460.0
2020-10-08,13.766,13.9462,13.6544,13.9205,1062869.0
2020-10-09,13.9462,14.0578,13.7746,13.8261,977505.0
2020-10-10,13.9462,14.0578,13.7746,13.8261,977505.0
2020-10-11,13.9462,14.0578,13.7746,13.8261,977505.0
2020-10-12,13.7574,14.0277,13.7059,13.9977,748864.0
2020-10-13,13.8776,13.9891,13.294,13.294,815398.0
2020-10-14,13.3369,13.5428,13.191,13.1996,788343.0
2020-10-15,13.0107,13.4399,12.9678,13.3798,946296.0
2020-10-16,13.354,13.4828,13.1481,13.4055,981820.0
2020-10-17,13.354,13.4828,13.1481,13.4055,981820.0
2020-10-18,13.354,13.4828,13.1481,13.4055,981820.0
2020-10-19,13.4742,13.5772,13.1481,13.1566,1009239.0
2020-10-20,13.2854,13.6244,13.2339,13.5085,1387860.0
2020-10-21,13.4742,13.9033,13.4399,13.8518,629730.0
2020-10-22,13.8604,14.5899,13.8389,14.3925,1397530.0
2020-10-23,14.5985,15.4309,14.5384,15.2593,1979369.0
2020-10-24,14.5985,15.4309,14.5384,15.2593,1979369.0
2020-10-25,14.5985,15.4309,14.5384,15.2593,1979369.0
2020-10-26,15.1477,15.3022,14.8645,15.1735,1415449.0
2020-10-27,15.1992,15.3194,14.3496,14.3582,1072801.0
2020-10-28,14.1436,14.3925,13.9891,14.0492,836668.0
2020-10-29,14.0063,14.4354,13.8432,14.3667,798971.0
2020-10-30,14.4955,14.8216,14.2981,14.813,1218244.0
2020-10-31,14.4955,14.8216,14.2981,14.813,1218244.0
2020-11-01,14.4955,14.8216,14.2981,14.813,1218244.0
2020-11-02,15.1563,15.6283,14.7787,15.5254,1059032.0
2020-11-03,15.7914,15.9459,15.4567,15.6627,815524.0
2020-11-04,15.1821,15.1821,14.3152,14.3238,948297.0
2020-11-05,14.7358,15.3537,14.5727,15.2593,700067.0
2020-11-06,15.3194,15.4138,14.65,14.8474,693308.0
2020-11-07,15.3194,15.4138,14.65,14.8474,693308.0
2020-11-08,15.3194,15.4138,14.65,14.8474,693308.0
2020-11-09,16.2205,18.9239,15.8601,18.5206,2151076.0
2020-11-10,18.9497,19.3016,18.2459,18.9754,1300510.0
2020-11-11,19.6473,19.6473,17.8082,18.0485,1088141.0
2020-11-12,17.5937,18.0056,17.4821,17.731,581433.0
2020-11-13,17.9284,18.3489,17.9284,18.2545,674543.0
2020-11-14,17.9284,18.3489,17.9284,18.2545,674543.0
2020-11-15,17.9284,18.3489,17.9284,18.2545,674543.0
2020-11-16,18.881,19.2501,18.6021,19.1814,1223650.0
2020-11-17,18.6407,19.3531,18.615,19.3187,1074830.0
2020-11-18,19.3531,19.5719,18.8982,18.9068,1060527.0
2020-11-19,18.881,18.9196,18.3661,18.8124,980558.0
2020-11-20,18.5605,18.7516,18.2999,18.6691,1689854.0
2020-11-21,18.5605,18.7516,18.2999,18.6691,1689854.0
2020-11-22,18.5605,18.7516,18.2999,18.6691,1689854.0
2020-11-23,18.934,19.2379,18.7342,19.0469,706187.0
2020-11-24,19.3335,20.3149,19.2966,20.2194,1028711.0
2020-11-25,19.8633,20.1325,19.6548,20.0978,794934.0
2020-11-26,19.8633,20.1325,19.6548,20.0978,794934.0
2020-11-27,20.2454,20.2454,19.4898,19.7677,378891.0
2020-11-28,20.2454,20.2454,19.4898,19.7677,378891.0
2020-11-29,20.2454,20.2454,19.4898,19.7677,378891.0
2020-11-30,19.6809,19.7764,18.9513,19.0382,883747.0
2020-12-01,19.5506,19.7591,19.1077,19.4116,736213.0
2020-12-02,19.3856,19.9892,19.1163,19.8807,612474.0
2020-12-03,19.9588,20.0109,19.5854,19.6896,463428.0
2020-12-04,20.0283,20.1325,19.8068,20.0022,576509.0
2020-12-05,20.0283,20.1325,19.8068,20.0022,576509.0
2020-12-06,20.0283,20.1325,19.8068,20.0022,576509.0
2020-12-07,19.8546,20.1152,19.6027,20.0109,382214.0
2020-12-08,19.8372,20.1933,19.6635,19.9849,646825.0
2020-12-09,20.0544,20.4799,19.8633,20.1325,533724.0
2020-12-10,19.8459,20.3323,19.8451,20.2281,382457.0
2020-12-11,19.6765,20.3193,19.6765,19.9936,409795.0
2020-12-12,19.6765,20.3193,19.6765,19.9936,409795.0
2020-12-13,19.6765,20.3193,19.6765,19.9936,409795.0
2020-12-14,20.4539,20.5494,19.9588,20.0022,454257.0
2020-12-15,20.2889,20.5147,19.9936,20.4799,432394.0
2020-12-16,20.6363,20.6363,20.1195,20.1846,720757.0
2020-12-17,20.1846,20.2628,19.5767,19.9414,568936.0
2020-12-18,19.8807,20.063,19.5767,19.7069,2465099.0
2020-12-19,19.8807,20.063,19.5767,19.7069,2465099.0
2020-12-20,19.8807,20.063,19.5767,19.7069,2465099.0
2020-12-21,19.8372,19.9979,19.4811,19.7591,526918.0
2020-12-22,19.7764,19.9241,19.6201,19.7504,451593.0
2020-12-23,19.8285,20.4539,19.8285,20.3931,612035.0
2020-12-24,20.3931,20.5406,19.8459,20.1412,168156.0
2020-12-25,20.3931,20.5406,19.8459,20.1412,168156.0
2020-12-26,20.3931,20.5406,19.8459,20.1412,168156.0
2020-12-27,20.3931,20.5406,19.8459,20.1412,168156.0
2020-12-28,20.1933,20.7579,19.9849,20.5668,578625.0
2020-12-29,20.532,20.5755,19.898,20.0022,424987.0
2020-12-30,20.1673,20.4799,19.6007,20.4365,321733.0
2020-12-31,20.5147,20.5581,20.2281,20.4799,296051.0
2021-01-01,20.5147,20.5581,20.2281,20.4799,296051.0
2021-01-02,20.5147,20.5581,20.2281,20.4799,296051.0
2021-01-03,20.5147,20.5581,20.2281,20.4799,296051.0
2021-01-04,20.6971,20.7579,20.1412,20.5842,671338.0
2021-01-05,20.506,20.8273,20.3323,20.5234,630923.0
2021-01-06,20.8534,22.1388,20.8447,21.9564,1180554.0
2021-01-07,22.2952,22.7077,22.1475,22.2431,776632.0
2021-01-08,22.382,22.382,21.3919,21.7306,953655.0
2021-01-09,22.382,22.382,21.3919,21.7306,953655.0
2021-01-10,22.382,22.382,21.3919,21.7306,953655.0
2021-01-11,21.4961,22.1562,21.344,22.1128,609795.0
2021-01-12,22.2257,22.6339,21.9651,22.382,463909.0
2021-01-13,22.2604,22.356,21.7133,22.1215,674130.0
2021-01-14,22.3473,22.7989,22.1649,22.6773,980615.0
2021-01-15,22.2257,22.7468,22.1033,22.3212,754532.0
2021-01-16,22.2257,22.7468,22.1033,22.3212,754532.0
2021-01-17,22.2257,22.7468,22.1033,22.3212,754532.0
2021-01-18,22.2257,22.7468,22.1033,22.3212,754532.0
2021-01-19,22.3733,22.7642,22.2604,22.7034,838498.0
2021-01-20,22.5992,22.7989,22.1823,22.4949,672877.0
2021-01-21,22.4949,22.6252,21.9304,22.1041,473656.0
2021-01-22,21.774,22.4602,21.6525,21.8262,606075.0
2021-01-23,21.774,22.4602,21.6525,21.8262,606075.0
2021-01-24,21.774,22.4602,21.6525,21.8262,606075.0
2021-01-25,21.8348,22.1562,21.1487,21.7219,667113.0
2021-01-26,21.9564,21.9564,20.8795,20.9229,453473.0
2021-01-27,20.6971,20.8447,20.2281,20.7231,619809.0
2021-01-28,20.9403,21.2452,20.836,21.0011,623969.0
2021-01-29,21.0619,21.0966,20.1846,20.1933,1529429.0
2021-01-30,21.0619,21.0966,20.1846,20.1933,1529429.0
2021-01-31,21.0619,21.0966,20.1846,20.1933,1529429.0
2021-02-01,20.4365,20.8534,20.0978,20.6971,610256.0
2021-02-02,20.9142,21.0792,20.671,21.0271,648681.0
2021-02-03,21.0532,21.0792,20.6363,20.8795,467683.0
2021-02-04,21.0966,21.4787,20.9142,21.3485,718618.0
2021-02-05,21.418,21.6525,21.1574,21.3832,354422.0
2021-02-06,21.418,21.6525,21.1574,21.3832,354422.0
2021-02-07,21.418,21.6525,21.1574,21.3832,354422.0
2021-02-08,21.7914,22.1128,21.2964,22.1128,934240.0
2021-02-09,22.0693,22.9118,21.9564,22.7034,550606.0
2021-02-10,22.7468,22.9987,22.4211,22.6513,572640.0
2021-02-11,22.7207,23.0595,22.1736,22.5992,623832.0
2021-02-12,22.4515,22.9878,22.4515,22.9031,414590.0
2021-02-13,22.4515,22.9878,22.4515,22.9031,414590.0
2021-02-14,22.4515,22.9878,22.4515,22.9031,414590.0
2021-02-15,22.4515,22.9878,22.4515,22.9031,414590.0
2021-02-16,23.129,23.7282,22.9726,23.6066,793227.0
2021-02-17,23.9454,23.9454,23.1116,23.4764,664881.0
2021-02-18,23.2679,23.6935,23.1637,23.3895,717617.0
2021-02-19,23.4772,24.1437,23.4334,24.113,425904.0
2021-02-20,23.4772,24.1437,23.4334,24.113,425904.0
2021-02-21,23.4772,24.1437,23.4334,24.113,425904.0
2021-02-22,24.1087,25.3277,23.9683,24.9857,941196.0
2021-02-23,25.1172,25.4592,24.8892,25.3189,765381.0
2021-02-24,25.4855,25.9504,25.4855,25.7136,653942.0
2021-02-25,26.0907,26.3012,25.1961,25.2751,647319.0
2021-02-26,25.012,25.126,24.3279,24.4595,721812.0
2021-02-27,25.012,25.126,24.3279,24.4595,721812.0
2021-02-28,25.012,25.126,24.3279,24.4595,721812.0
2021-03-01,24.9944,25.468,24.7576,25.2838,734646.0
2021-03-02,25.1786,25.3891,24.819,24.9857,435765.0
2021-03-03,25.2224,26.0293,25.126,25.354,675501.0
2021-03-04,25.5031,25.8013,24.4244,24.819,877021.0
2021-03-05,25.6346,25.8363,24.6524,25.7048,775762.0
2021-03-06,25.6346,25.8363,24.6524,25.7048,775762.0
2021-03-07,25.6346,25.8363,24.6524,25.7048,775762.0
