,FHB US Equity,FHB US Equity,FHB US Equity,FHB US Equity,FHB US Equity
2022-05-21,22.3262,22.6298,21.949,22.501,716121.0
2022-05-22,22.3262,22.6298,21.949,22.501,716121.0
2022-05-23,22.7677,23.1265,22.5286,22.8045,482485.0
2022-05-24,22.6666,22.7309,22.1514,22.5838,581955.0
2022-05-25,22.6206,23.2001,22.6206,23.0713,599895.0
2022-05-26,23.1265,23.5589,23.1265,23.3381,630800.0
2022-05-27,23.4393,23.8164,23.3749,23.7336,545542.0
2022-05-28,23.4393,23.8164,23.3749,23.7336,545542.0
2022-05-29,23.4393,23.8164,23.3749,23.7336,545542.0
2022-05-30,23.4393,23.8164,23.3749,23.7336,545542.0
2022-05-31,23.4669,23.6969,23.3657,23.5589,657684.0
2022-06-01,23.5313,23.5589,22.9885,23.2921,368868.0
2022-06-02,23.2921,23.89,23.0713,23.8808,412211.0
2022-06-03,23.798,23.8348,23.4485,23.5773,419984.0
2022-06-04,23.798,23.8348,23.4485,23.5773,419984.0
2022-06-05,23.798,23.8348,23.4485,23.5773,419984.0
2022-06-06,23.6785,24.12,23.5957,23.9544,674507.0
2022-06-07,23.7428,24.0556,23.5313,23.9636,488517.0
2022-06-08,23.752,23.752,23.3565,23.5221,419148.0
2022-06-09,23.5589,23.5589,22.7217,22.7769,406568.0
2022-06-10,22.3998,22.593,21.949,22.0778,544208.0
2022-06-11,22.3998,22.593,21.949,22.0778,544208.0
2022-06-12,22.3998,22.593,21.949,22.0778,544208.0
2022-06-13,21.7006,22.041,21.3143,21.3695,617252.0
2022-06-14,21.5351,21.5995,21.2085,21.3143,626634.0
2022-06-15,21.4431,21.5811,21.1119,21.1671,708294.0
2022-06-16,20.7255,20.8911,20.0172,20.2104,1643421.0
2022-06-17,20.3944,20.8433,20.1,20.3392,1418814.0
2022-06-18,20.3944,20.8433,20.1,20.3392,1418814.0
2022-06-19,20.3944,20.8433,20.1,20.3392,1418814.0
2022-06-20,20.3944,20.8433,20.1,20.3392,1418814.0
2022-06-21,20.5416,20.7255,20.2656,20.376,901502.0
2022-06-22,20.1276,20.4956,19.9712,20.4772,1031916.0
2022-06-23,20.4036,20.4036,19.7642,20.0264,597140.0
2022-06-24,20.2196,21.5443,19.8424,21.4615,1760862.0
2022-06-25,20.2196,21.5443,19.8424,21.4615,1760862.0
2022-06-26,20.2196,21.5443,19.8424,21.4615,1760862.0
2022-06-27,21.5627,21.6225,21.1901,21.3051,1434983.0
2022-06-28,21.4615,21.7558,21.1579,21.2407,869785.0
2022-06-29,21.3603,21.3603,20.8543,20.9739,822741.0
2022-06-30,20.5508,21.1303,20.3024,20.8911,772887.0
2022-07-01,20.7623,21.1395,20.6428,21.0291,725709.0
2022-07-02,20.7623,21.1395,20.6428,21.0291,725709.0
2022-07-03,20.7623,21.1395,20.6428,21.0291,725709.0
2022-07-04,20.7623,21.1395,20.6428,21.0291,725709.0
2022-07-05,20.606,20.9831,20.2656,20.9463,781900.0
2022-07-06,20.8727,21.2499,20.7347,21.0383,602290.0
2022-07-07,21.2683,21.4523,21.2131,21.2959,472254.0
2022-07-08,21.4155,21.4247,21.0567,21.1671,266456.0
2022-07-09,21.4155,21.4247,21.0567,21.1671,266456.0
2022-07-10,21.4155,21.4247,21.0567,21.1671,266456.0
2022-07-11,21.0383,21.1027,20.8543,20.9831,401674.0
2022-07-12,20.7623,21.1763,20.56,20.7347,628753.0
2022-07-13,20.6979,20.6979,20.1598,20.2196,1185637.0
2022-07-14,19.8516,20.1368,19.5113,19.8056,819879.0
2022-07-15,20.0448,20.4588,19.8792,20.3208,610833.0
2022-07-16,20.0448,20.4588,19.8792,20.3208,610833.0
2022-07-17,20.0448,20.4588,19.8792,20.3208,610833.0
2022-07-18,20.514,20.8175,20.0632,20.514,566726.0
2022-07-19,20.7991,21.3511,20.7347,21.2315,736242.0
2022-07-20,21.0751,21.5995,21.0751,21.4983,564236.0
2022-07-21,21.2867,21.6271,21.0475,21.5995,493705.0
2022-07-22,21.5627,21.7374,21.3051,21.5167,429631.0
2022-07-23,21.5627,21.7374,21.3051,21.5167,429631.0
2022-07-24,21.5627,21.7374,21.3051,21.5167,429631.0
2022-07-25,21.6639,21.8386,21.5259,21.811,562061.0
2022-07-26,21.5627,22.041,21.5627,21.949,561787.0
2022-07-27,22.0226,22.639,21.9858,22.4918,845953.0
2022-07-28,22.3998,22.8137,22.2526,22.5378,834193.0
2022-07-29,22.4182,23.6601,22.4182,23.4485,793004.0
2022-07-30,22.4182,23.6601,22.4182,23.4485,793004.0
2022-07-31,22.4182,23.6601,22.4182,23.4485,793004.0
2022-08-01,23.4485,23.936,23.3289,23.7612,1005283.0
2022-08-02,23.5957,23.9452,23.1909,23.7336,743602.0
2022-08-03,23.7796,23.9896,23.6141,23.7152,418024.0
2022-08-04,23.752,23.798,23.5497,23.5589,393414.0
2022-08-05,23.5405,24.1476,23.4347,23.9452,566636.0
2022-08-06,23.5405,24.1476,23.4347,23.9452,566636.0
2022-08-07,23.5405,24.1476,23.4347,23.9452,566636.0
2022-08-08,23.9912,24.4788,23.9912,24.0832,627172.0
2022-08-09,24.1568,24.2681,23.7612,24.1476,468010.0
2022-08-10,24.3776,24.8007,24.3776,24.534,583531.0
2022-08-11,24.7088,24.9663,24.6812,24.9019,406225.0
2022-08-12,25.0951,25.4815,24.9387,25.4355,542900.0
2022-08-13,25.0951,25.4815,24.9387,25.4355,542900.0
2022-08-14,25.0951,25.4815,24.9387,25.4355,542900.0
2022-08-15,25.1963,25.6011,25.0951,25.5367,483531.0
2022-08-16,25.4907,25.8862,25.3895,25.5643,700899.0
2022-08-17,25.3527,25.4447,25.1411,25.2515,493602.0
2022-08-18,25.2883,25.3481,25.0215,25.2607,529532.0
2022-08-19,25.1864,25.1864,24.8799,24.9914,754604.0
2022-08-20,25.1864,25.1864,24.8799,24.9914,754604.0
2022-08-21,25.1864,25.1864,24.8799,24.9914,754604.0
2022-08-22,24.6756,24.6756,24.4527,24.4992,301852.0
2022-08-23,24.6106,24.7313,24.4713,24.5549,244657.0
2022-08-24,24.4156,24.5177,24.2298,24.4899,274344.0
2022-08-25,24.5456,25.0378,24.4992,24.9914,274357.0
2022-08-26,25.0657,25.0749,24.3784,24.4434,270756.0
2022-08-27,25.0657,25.0749,24.3784,24.4434,270756.0
2022-08-28,25.0657,25.0749,24.3784,24.4434,270756.0
2022-08-29,24.2856,24.2856,23.9977,24.0255,429776.0
2022-08-30,24.1555,24.2716,23.8769,24.137,590997.0
2022-08-31,24.2113,24.3598,23.7841,23.8769,731869.0
2022-09-01,23.7933,23.9884,23.4219,23.6355,465046.0
2022-09-02,23.8955,24.0441,23.394,23.5054,437216.0
2022-09-03,23.8955,24.0441,23.394,23.5054,437216.0
2022-09-04,23.8955,24.0441,23.394,23.5054,437216.0
2022-09-05,23.8955,24.0441,23.394,23.5054,437216.0
2022-09-06,23.654,23.654,22.9854,23.2547,446551.0
2022-09-07,23.2083,23.7283,23.1432,23.654,741450.0
2022-09-08,23.524,24.2484,23.3754,24.2484,441944.0
2022-09-09,24.3784,24.6477,24.332,24.5084,448991.0
2022-09-10,24.3784,24.6477,24.332,24.5084,448991.0
2022-09-11,24.3784,24.6477,24.332,24.5084,448991.0
2022-09-12,24.5827,24.7917,24.4341,24.6106,549029.0
2022-09-13,24.1648,24.2948,23.6262,23.7655,512097.0
2022-09-14,23.8583,24.2298,23.719,24.137,688172.0
2022-09-15,24.0998,24.3598,24.0627,24.1834,608407.0
2022-09-16,23.9698,23.9698,23.3011,23.9141,1551327.0
2022-09-17,23.9698,23.9698,23.3011,23.9141,1551327.0
2022-09-18,23.9698,23.9698,23.3011,23.9141,1551327.0
2022-09-19,23.7376,24.8985,23.7005,24.7963,833695.0
2022-09-20,24.7406,24.7963,24.397,24.6385,483802.0
2022-09-21,24.6756,24.9078,24.3877,24.4341,732898.0
2022-09-22,24.4713,24.4713,23.7655,23.8769,745122.0
2022-09-23,23.6447,23.7562,23.1758,23.4683,640641.0
2022-09-24,23.6447,23.7562,23.1758,23.4683,640641.0
2022-09-25,23.6447,23.7562,23.1758,23.4683,640641.0
2022-09-26,23.3104,23.6726,23.2454,23.3754,441752.0
2022-09-27,23.524,23.7562,22.651,22.9761,504919.0
2022-09-28,23.0039,23.4869,22.9204,23.3754,542136.0
2022-09-29,23.134,23.1525,22.7996,22.9854,454833.0
2022-09-30,23.0225,23.3011,22.8182,22.8739,720412.0
2022-10-01,23.0225,23.3011,22.8182,22.8739,720412.0
2022-10-02,23.0225,23.3011,22.8182,22.8739,720412.0
2022-10-03,23.2361,23.4033,22.8089,23.2083,713796.0
2022-10-04,23.5147,24.2948,23.5147,24.2948,741546.0
2022-10-05,23.9326,24.1462,23.8537,23.9234,797249.0
2022-10-06,23.8119,23.9512,23.5426,23.7655,661999.0
2022-10-07,23.6726,23.6726,23.1804,23.199,540145.0
2022-10-08,23.6726,23.6726,23.1804,23.199,540145.0
2022-10-09,23.6726,23.6726,23.1804,23.199,540145.0
2022-10-10,23.3568,23.6726,23.0318,23.1897,537101.0
2022-10-11,23.0968,23.394,22.8832,23.1432,841369.0
2022-10-12,23.1618,23.329,22.7811,23.1061,601258.0
2022-10-13,22.8461,23.9512,22.521,23.8769,854042.0
2022-10-14,23.9698,24.3877,23.7283,23.8676,597713.0
2022-10-15,23.9698,24.3877,23.7283,23.8676,597713.0
2022-10-16,23.9698,24.3877,23.7283,23.8676,597713.0
2022-10-17,24.2577,24.592,24.2205,24.527,616472.0
2022-10-18,24.8149,25.0099,24.4806,24.657,558273.0
2022-10-19,24.462,24.6663,24.0627,24.397,613927.0
2022-10-20,24.3227,24.4806,23.7933,23.9419,603911.0
2022-10-21,24.0719,24.267,23.7841,24.2391,516749.0
2022-10-22,24.0719,24.267,23.7841,24.2391,516749.0
2022-10-23,24.0719,24.267,23.7841,24.2391,516749.0
2022-10-24,24.4156,24.4498,24.1741,24.2205,545516.0
2022-10-25,24.137,24.5456,24.0938,24.2298,785462.0
2022-10-26,24.2391,24.3598,23.9837,23.9977,508675.0
2022-10-27,24.1462,24.4527,23.9326,23.9605,460411.0
2022-10-28,23.7655,24.1277,23.2175,23.654,555277.0
2022-10-29,23.7655,24.1277,23.2175,23.654,555277.0
2022-10-30,23.7655,24.1277,23.2175,23.654,555277.0
2022-10-31,23.4962,23.9977,23.3243,23.7562,655949.0
2022-11-01,23.8491,23.8491,23.459,23.654,499459.0
2022-11-02,23.5333,23.9512,23.4154,23.5147,504550.0
2022-11-03,23.3104,23.3104,22.8368,23.2268,408712.0
2022-11-04,23.4776,23.8026,23.3847,23.7933,319575.0
2022-11-05,23.4776,23.8026,23.3847,23.7933,319575.0
2022-11-06,23.4776,23.8026,23.3847,23.7933,319575.0
2022-11-07,23.9141,24.0348,23.7283,23.9326,363509.0
2022-11-08,23.9419,24.1834,23.7098,23.9698,282113.0
2022-11-09,23.7841,23.9512,23.5147,23.6355,298967.0
2022-11-10,24.2484,25.0285,24.2484,25.0099,424854.0
2022-11-11,25.0192,25.2235,24.7778,24.8892,558075.0
2022-11-12,25.0192,25.2235,24.7778,24.8892,558075.0
2022-11-13,25.0192,25.2235,24.7778,24.8892,558075.0
2022-11-14,24.8335,24.9505,24.462,24.4713,377236.0
2022-11-15,24.7128,25.0007,23.9792,24.2391,310818.0
2022-11-16,24.2391,24.3134,23.9419,24.2391,385351.0
2022-11-17,23.9605,24.202,23.6633,23.9884,501740.0
2022-11-18,24.176,24.3636,23.9415,24.1385,406847.0
2022-11-19,24.176,24.3636,23.9415,24.1385,406847.0
2022-11-20,24.176,24.3636,23.9415,24.1385,406847.0
2022-11-21,24.1385,24.5888,24.1009,24.4105,285047.0
2022-11-22,24.5606,24.9922,24.4481,24.9734,434412.0
2022-11-23,24.964,25.1798,24.5278,24.9171,379954.0
2022-11-24,24.964,25.1798,24.5278,24.9171,379954.0
2022-11-25,25.0203,25.1141,24.9453,25.0579,134761.0
2022-11-26,25.0203,25.1141,24.9453,25.0579,134761.0
2022-11-27,25.0203,25.1141,24.9453,25.0579,134761.0
2022-11-28,24.7952,24.964,24.373,24.5137,338728.0
2022-11-29,24.5137,24.828,24.4482,24.5044,273767.0
2022-11-30,24.4762,25.0203,24.0822,24.9078,635919.0
2022-12-01,24.9828,24.9828,24.4668,24.6357,390217.0
2022-12-02,24.4199,24.7014,24.4199,24.5794,310858.0
2022-12-03,24.4199,24.7014,24.4199,24.5794,310858.0
2022-12-04,24.4199,24.7014,24.4199,24.5794,310858.0
2022-12-05,24.3636,24.3636,22.7875,22.8626,675335.0
2022-12-06,23.0502,23.0502,22.5812,22.8532,692199.0
2022-12-07,22.7406,23.144,22.5718,22.9658,473723.0
2022-12-08,23.1159,23.3692,22.8251,23.3035,689404.0
2022-12-09,23.2003,23.4818,22.9658,23.3317,410127.0
2022-12-10,23.2003,23.4818,22.9658,23.3317,410127.0
2022-12-11,23.2003,23.4818,22.9658,23.3317,410127.0
2022-12-12,23.3035,23.7632,23.0408,23.7538,565283.0
2022-12-13,24.3167,24.5044,23.6319,23.7445,732125.0
2022-12-14,23.7351,24.2323,23.5193,23.585,685674.0
2022-12-15,23.3223,23.8195,23.1065,23.1909,811113.0
2022-12-16,23.1909,23.266,22.8907,22.9752,3301924.0
2022-12-17,23.1909,23.266,22.8907,22.9752,3301924.0
2022-12-18,23.1909,23.266,22.8907,22.9752,3301924.0
2022-12-19,23.0315,23.4349,22.9846,23.3692,646503.0
2022-12-20,23.3692,23.9133,23.3692,23.6506,535806.0
2022-12-21,23.8852,24.1854,23.8007,23.9227,456068.0
2022-12-22,23.8289,24.3073,23.3833,23.8195,331411.0
2022-12-23,23.8289,24.1009,23.8289,23.9602,253103.0
2022-12-24,23.8289,24.1009,23.8289,23.9602,253103.0
2022-12-25,23.8289,24.1009,23.8289,23.9602,253103.0
2022-12-26,23.8289,24.1009,23.8289,23.9602,253103.0
2022-12-27,24.054,24.2604,23.7538,24.0822,281609.0
2022-12-28,24.054,24.2229,23.9086,23.9321,278249.0
2022-12-29,23.979,24.4528,23.9039,24.3542,302793.0
2022-12-30,24.2417,24.4762,24.1905,24.4293,359223.0
2022-12-31,24.2417,24.4762,24.1905,24.4293,359223.0
2023-01-01,24.2417,24.4762,24.1905,24.4293,359223.0
2023-01-02,24.2417,24.4762,24.1905,24.4293,359223.0
2023-01-03,24.4481,24.6685,24.0072,24.4481,535701.0
2023-01-04,24.5982,24.7858,24.2508,24.3449,513968.0
2023-01-05,24.0728,24.3261,23.6975,24.2323,714150.0
2023-01-06,24.373,24.9031,24.2464,24.8421,356628.0
2023-01-07,24.373,24.9031,24.2464,24.8421,356628.0
2023-01-08,24.373,24.9031,24.2464,24.8421,356628.0
2023-01-09,24.7952,24.9359,23.9227,24.6545,490667.0
2023-01-10,24.6545,24.8139,24.4293,24.7295,455233.0
2023-01-11,24.7764,24.9453,24.6075,24.9171,347775.0
2023-01-12,25.0016,25.5363,24.8353,25.5269,529000.0
2023-01-13,25.208,25.4629,25.0485,25.3768,487676.0
2023-01-14,25.208,25.4629,25.0485,25.3768,487676.0
2023-01-15,25.208,25.4629,25.0485,25.3768,487676.0
2023-01-16,25.208,25.4629,25.0485,25.3768,487676.0
2023-01-17,25.4237,25.4425,25.0672,25.0954,514247.0
2023-01-18,24.9265,24.9265,23.9133,24.054,611516.0
2023-01-19,23.979,24.0165,23.4912,23.8852,451490.0
2023-01-20,24.0447,24.3449,23.979,24.298,545305.0
2023-01-21,24.0447,24.3449,23.979,24.298,545305.0
2023-01-22,24.0447,24.3449,23.979,24.298,545305.0
2023-01-23,24.2041,24.5243,24.0822,24.1572,454665.0
2023-01-24,24.176,24.176,23.7914,23.8007,343751.0
2023-01-25,23.6413,23.8852,23.5005,23.857,354005.0
2023-01-26,23.9508,24.1197,23.7726,23.8664,782586.0
2023-01-27,24.7201,25.4425,24.0681,25.0954,971885.0
2023-01-28,24.7201,25.4425,24.0681,25.0954,971885.0
2023-01-29,24.7201,25.4425,24.0681,25.0954,971885.0
2023-01-30,25.2924,25.4237,24.8608,25.2361,770359.0
2023-01-31,25.2455,25.7427,25.2314,25.7427,686239.0
2023-02-01,25.6207,25.9772,25.5269,25.7427,550689.0
2023-02-02,25.8271,26.2399,25.7521,26.0711,574020.0
2023-02-03,25.9679,26.5292,25.9585,26.118,972221.0
2023-02-04,25.9679,26.5292,25.9585,26.118,972221.0
2023-02-05,25.9679,26.5292,25.9585,26.118,972221.0
2023-02-06,25.996,26.2493,25.5175,25.799,450254.0
2023-02-07,25.7708,26.1555,25.6489,26.0617,454016.0
2023-02-08,25.9866,26.0804,25.7427,25.7427,356666.0
2023-02-09,25.9022,25.9491,25.5082,25.5457,292699.0
2023-02-10,25.5082,25.6583,25.2642,25.4144,348886.0
2023-02-11,25.5082,25.6583,25.2642,25.4144,348886.0
2023-02-12,25.5082,25.6583,25.2642,25.4144,348886.0
2023-02-13,25.4237,25.7146,25.3205,25.6583,240219.0
2023-02-14,25.5738,25.6817,25.2217,25.4237,253377.0
2023-02-15,25.283,25.7615,25.2267,25.7521,303535.0
2023-02-16,25.4585,25.6053,25.3069,25.4017,271643.0
2023-02-17,25.2785,25.6384,25.217,25.6195,350197.0
2023-02-18,25.2785,25.6384,25.217,25.6195,350197.0
2023-02-19,25.2785,25.6384,25.217,25.6195,350197.0
2023-02-20,25.2785,25.6384,25.217,25.6195,350197.0
2023-02-21,25.4964,25.647,25.0323,25.3164,410443.0
2023-02-22,25.3259,25.5343,25.1649,25.3069,476683.0
2023-02-23,25.4017,25.5627,25.2312,25.3827,288144.0
2023-02-24,25.1743,25.6858,25.1743,25.6858,450286.0
2023-02-25,25.1743,25.6858,25.1743,25.6858,450286.0
2023-02-26,25.1743,25.6858,25.1743,25.6858,450286.0
2023-02-27,25.8657,26.0836,25.7331,25.8657,535183.0
2023-02-28,25.9415,26.2399,25.8847,25.9036,578042.0
2023-03-01,25.8089,25.9605,25.5816,25.9415,458804.0
2023-03-02,25.7237,25.7284,24.8713,24.9376,446676.0
2023-03-03,25.127,25.3638,24.9186,25.3164,453012.0
2023-03-04,25.127,25.3638,24.9186,25.3164,453012.0
2023-03-05,25.127,25.3638,24.9186,25.3164,453012.0
2023-03-06,25.2691,25.3827,24.6061,24.7766,1023359.0
2023-03-07,24.5871,24.6724,24.2556,24.2841,446026.0
2023-03-08,24.2556,24.4545,23.9242,24.1325,417803.0
2023-03-09,23.8863,23.981,22.5793,22.5982,733849.0
2023-03-10,22.0962,22.513,21.1586,21.8121,1906683.0
2023-03-11,22.0962,22.513,21.1586,21.8121,1906683.0
2023-03-12,22.0962,22.513,21.1586,21.8121,1906683.0
2023-03-13,20.4672,22.3235,18.6392,19.1223,3445734.0
2023-03-14,20.9786,21.7553,19.7474,20.0504,1780610.0
2023-03-15,18.9423,20.2683,18.7434,19.8326,2310663.0
2023-03-16,19.6148,21.0923,18.9992,20.524,2031308.0
2023-03-17,20.1262,20.3725,19.2643,20.022,2978183.0
2023-03-18,20.1262,20.3725,19.2643,20.022,2978183.0
2023-03-19,20.1262,20.3725,19.2643,20.022,2978183.0
2023-03-20,20.543,20.9406,19.9226,20.1073,1599269.0
2023-03-21,20.9502,21.3291,20.8081,21.168,1059638.0
2023-03-22,21.1207,21.2438,19.8421,19.8705,882036.0
2023-03-23,20.1357,20.1736,19.3401,19.4538,1359650.0
2023-03-24,19.1412,19.9179,19.1412,19.7663,838200.0
2023-03-25,19.1412,19.9179,19.1412,19.7663,838200.0
2023-03-26,19.1412,19.9179,19.1412,19.7663,838200.0
2023-03-27,20.4198,20.5524,19.8231,19.8326,757414.0
2023-03-28,19.7474,20.2304,19.5958,20.1073,612300.0
2023-03-29,20.2778,20.4672,19.7284,19.8894,693377.0
2023-03-30,20.022,20.0552,19.3117,19.3496,819837.0
2023-03-31,19.4632,19.7,19.3401,19.539,919975.0
2023-04-01,19.4632,19.7,19.3401,19.539,919975.0
2023-04-02,19.4632,19.7,19.3401,19.539,919975.0
2023-04-03,19.6527,19.7805,19.2738,19.4538,1198314.0
2023-04-04,19.4727,19.5485,18.7718,19.2738,1254622.0
2023-04-05,18.9423,19.1933,18.8097,19.0844,1059039.0
2023-04-06,19.0654,19.4443,18.9802,19.1507,871725.0
2023-04-07,19.0654,19.4443,18.9802,19.1507,871725.0
2023-04-08,19.0654,19.4443,18.9802,19.1507,871725.0
2023-04-09,19.0654,19.4443,18.9802,19.1507,871725.0
2023-04-10,19.0086,19.3875,18.8855,18.9897,942726.0
2023-04-11,19.0276,19.5769,19.0276,19.378,1091416.0
2023-04-12,19.5485,19.5651,18.9423,19.2643,845696.0
2023-04-13,19.2643,19.4917,19.1508,19.4159,556438.0
2023-04-14,19.7758,19.8894,19.037,19.2359,774773.0
2023-04-15,19.7758,19.8894,19.037,19.2359,774773.0
2023-04-16,19.7758,19.8894,19.037,19.2359,774773.0
2023-04-17,19.0749,19.5674,18.8997,19.539,691586.0
2023-04-18,19.5201,19.5201,18.554,18.6771,1151431.0
2023-04-19,18.7718,19.378,18.6677,19.2265,755541.0
2023-04-20,18.9518,19.1412,18.7008,18.9897,717082.0
2023-04-21,19.1223,19.1223,18.6298,18.7055,666702.0
2023-04-22,19.1223,19.1223,18.6298,18.7055,666702.0
2023-04-23,19.1223,19.1223,18.6298,18.7055,666702.0
2023-04-24,18.6487,19.0939,18.6487,18.7718,616820.0
2023-04-25,18.5256,19.056,17.9005,17.9857,1004753.0
2023-04-26,18.0615,18.4688,17.73,17.8531,1096110.0
2023-04-27,17.9668,18.4688,17.9336,18.3551,998178.0
2023-04-28,18.4119,18.7434,17.9952,18.0994,1032279.0
2023-04-29,18.4119,18.7434,17.9952,18.0994,1032279.0
2023-04-30,18.4119,18.7434,17.9952,18.0994,1032279.0
2023-05-01,18.0142,18.0804,17.1807,17.247,1225774.0
2023-05-02,17.1712,17.2849,15.9116,15.9779,1815550.0
2023-05-03,16.101,16.4798,15.8861,16.1199,1978969.0
2023-05-04,15.7505,16.1389,15.4191,15.8453,2625372.0
2023-05-05,16.5177,16.6598,15.94,16.1862,1004687.0
2023-05-06,16.5177,16.6598,15.94,16.1862,1004687.0
2023-05-07,16.5177,16.6598,15.94,16.1862,1004687.0
2023-05-08,16.6692,16.7261,15.9968,16.1862,1502957.0
2023-05-09,16.0631,16.1862,15.7316,15.8168,937290.0
2023-05-10,16.0536,16.1483,15.3954,15.4475,688134.0
2023-05-11,15.2486,15.4143,14.7561,14.794,1546532.0
2023-05-12,14.9266,15.0307,14.2825,14.794,1663999.0
2023-05-13,14.9266,15.0307,14.2825,14.794,1663999.0
2023-05-14,14.9266,15.0307,14.2825,14.794,1663999.0
2023-05-15,14.9076,15.76,14.8508,15.4285,1858789.0
2023-05-16,15.4475,15.67,15.3149,15.3906,1219506.0
2023-05-17,15.6937,16.3283,15.5043,16.2715,1367208.0
2023-05-18,16.2715,16.5082,15.9684,16.3472,1336413.0
2023-05-19,16.3857,16.4905,15.6933,16.0299,1275572.0
2023-05-20,16.3857,16.4905,15.6933,16.0299,1275572.0
2023-05-21,16.3857,16.4905,15.6933,16.0299,1275572.0
2023-05-22,16.2126,16.7126,16.0313,16.703,681757.0
2023-05-23,16.7223,17.2992,16.6549,16.6838,796046.0
2023-05-24,16.578,16.5828,16.2126,16.4626,653736.0
2023-05-25,16.3376,16.453,15.8087,16.2126,638595.0
2023-05-26,16.2415,16.3761,15.9434,16.1741,670619.0
2023-05-27,16.2415,16.3761,15.9434,16.1741,670619.0
2023-05-28,16.2415,16.3761,15.9434,16.1741,670619.0
2023-05-29,16.2415,16.3761,15.9434,16.1741,670619.0
2023-05-30,16.2318,16.4049,15.8183,16.1934,853513.0
2023-05-31,16.1645,16.2318,15.626,15.8568,866157.0
2023-06-01,15.9818,16.6549,15.6741,16.328,869101.0
2023-06-02,16.6549,17.4675,16.468,17.3665,778802.0
2023-06-03,16.6549,17.4675,16.468,17.3665,778802.0
2023-06-04,16.6549,17.4675,16.468,17.3665,778802.0
2023-06-05,17.2896,17.2896,16.6549,16.9723,898646.0
2023-06-06,16.8953,18.0204,16.8617,17.982,844808.0
2023-06-07,18.1647,18.8474,17.9146,18.732,1054298.0
2023-06-08,18.5974,18.6262,18.0877,18.4724,726987.0
2023-06-09,18.482,18.6262,18.2416,18.3474,774402.0
2023-06-10,18.482,18.6262,18.2416,18.3474,774402.0
2023-06-11,18.482,18.6262,18.2416,18.3474,774402.0
2023-06-12,18.3954,18.8714,18.2849,18.5012,829602.0
2023-06-13,18.5397,19.0301,18.4628,18.9243,726184.0
2023-06-14,19.0013,19.0974,18.2608,18.4147,883850.0
2023-06-15,18.2704,18.7032,18.2704,18.5974,644035.0
2023-06-16,18.6166,18.6166,17.9675,18.4724,2947927.0
2023-06-17,18.6166,18.6166,17.9675,18.4724,2947927.0
2023-06-18,18.6166,18.6166,17.9675,18.4724,2947927.0
2023-06-19,18.6166,18.6166,17.9675,18.4724,2947927.0
2023-06-20,18.3762,18.3762,17.982,18.1262,680885.0
2023-06-21,18.0396,18.0493,17.7992,17.8089,500189.0
2023-06-22,17.7608,17.7608,17.0684,17.28,979890.0
2023-06-23,17.1357,17.3761,16.828,16.9819,732720.0
2023-06-24,17.1357,17.3761,16.828,16.9819,732720.0
2023-06-25,17.1357,17.3761,16.828,16.9819,732720.0
2023-06-26,17.1165,17.5781,17.1165,17.1934,454986.0
2023-06-27,17.2031,17.7175,17.0396,17.5396,473057.0
2023-06-28,17.3473,17.429,16.9627,17.2223,675277.0
2023-06-29,17.28,17.655,17.2608,17.405,876301.0
2023-06-30,17.5781,17.5781,17.1934,17.3184,554948.0
2023-07-01,17.5781,17.5781,17.1934,17.3184,554948.0
2023-07-02,17.5781,17.5781,17.1934,17.3184,554948.0
2023-07-03,17.3665,17.9146,17.3665,17.8666,276350.0
2023-07-04,17.3665,17.9146,17.3665,17.8666,276350.0
2023-07-05,17.6358,17.8569,17.3665,17.5108,618868.0
2023-07-06,17.3088,17.3088,16.7415,17.2319,1052426.0
2023-07-07,17.28,17.9435,17.28,17.7992,901448.0
2023-07-08,17.28,17.9435,17.28,17.7992,901448.0
2023-07-09,17.28,17.9435,17.28,17.7992,901448.0
2023-07-10,17.7223,18.2127,17.6646,17.9146,813170.0
2023-07-11,17.9243,18.1935,17.7704,17.9531,1067820.0
2023-07-12,18.3474,18.5204,18.1743,18.4435,795317.0
2023-07-13,18.5301,18.9532,18.381,18.7512,952115.0
2023-07-14,18.8282,18.8282,18.1262,18.5012,744235.0
2023-07-15,18.8282,18.8282,18.1262,18.5012,744235.0
2023-07-16,18.8282,18.8282,18.1262,18.5012,744235.0
2023-07-17,18.4531,18.7705,18.3281,18.6551,576362.0
2023-07-18,18.6935,19.9244,18.6935,19.8859,1180234.0
2023-07-19,19.9436,20.7706,19.6648,20.6937,1181096.0
2023-07-20,20.6071,20.7321,20.1456,20.386,1259504.0
2023-07-21,20.5879,20.5879,20.0398,20.1359,1043079.0
2023-07-22,20.5879,20.5879,20.0398,20.1359,1043079.0
2023-07-23,20.5879,20.5879,20.0398,20.1359,1043079.0
2023-07-24,20.0494,21.1264,20.0494,20.8475,1390698.0
2023-07-25,20.8187,20.9725,20.5013,20.5783,1184523.0
2023-07-26,20.8764,21.636,20.7177,21.5399,1121481.0
2023-07-27,21.6937,21.7226,20.9341,21.0783,1341429.0
2023-07-28,21.1552,21.2322,20.0879,20.5398,1294603.0
2023-07-29,21.1552,21.2322,20.0879,20.5398,1294603.0
2023-07-30,21.1552,21.2322,20.0879,20.5398,1294603.0
2023-07-31,20.4148,20.6841,19.6744,19.8955,1114119.0
2023-08-01,19.8475,19.9148,19.1263,19.5974,1096159.0
2023-08-02,19.3378,19.7225,19.0397,19.7032,910298.0
