,STEL US Equity,STEL US Equity,STEL US Equity,STEL US Equity,STEL US Equity
2020-02-15,27.3309,27.607,26.9997,27.1193,19967.0
2020-02-16,27.3309,27.607,26.9997,27.1193,19967.0
2020-02-17,27.3309,27.607,26.9997,27.1193,19967.0
2020-02-18,27.0641,27.2849,26.5166,26.788,25532.0
2020-02-19,26.834,27.0549,26.4475,26.558,26744.0
2020-02-20,26.4935,26.811,26.2589,26.5487,19633.0
2020-02-21,26.5948,26.6776,25.9138,25.9966,55860.0
2020-02-22,26.5948,26.6776,25.9138,25.9966,55860.0
2020-02-23,26.5948,26.6776,25.9138,25.9966,55860.0
2020-02-24,25.4721,26.1162,25.4077,25.7758,67952.0
2020-02-25,25.7481,26.1438,25.0304,25.196,57621.0
2020-02-26,25.2972,25.5273,24.4322,24.5887,76177.0
2020-02-27,24.3218,24.8555,24.0641,24.285,57926.0
2020-02-28,23.7696,23.8893,22.7942,22.9598,78459.0
2020-02-29,23.7696,23.8893,22.7942,22.9598,78459.0
2020-03-01,23.7696,23.8893,22.7942,22.9598,78459.0
2020-03-02,23.0243,23.7512,23.0243,23.5764,51171.0
2020-03-03,23.4292,24.2758,22.3525,22.969,51068.0
2020-03-04,23.0427,23.5304,22.4353,23.0243,33353.0
2020-03-05,22.5733,22.5733,21.6255,21.7635,41606.0
2020-03-06,21.331,21.8924,20.4292,20.9261,167427.0
2020-03-07,21.331,21.8924,20.4292,20.9261,167427.0
2020-03-08,21.331,21.8924,20.4292,20.9261,167427.0
2020-03-09,19.7482,20.4752,18.4139,18.5243,67477.0
2020-03-10,19.0212,19.3985,17.7202,17.8893,310162.0
2020-03-11,17.4844,18.2547,17.213,17.7697,115334.0
2020-03-12,17.282,18.1033,15.6716,15.9753,124233.0
2020-03-13,16.7667,17.8065,16.2329,17.7789,79741.0
2020-03-14,16.7667,17.8065,16.2329,17.7789,79741.0
2020-03-15,16.7667,17.8065,16.2329,17.7789,79741.0
2020-03-16,16.3342,19.831,16.3342,18.6807,232433.0
2020-03-17,18.966,20.9629,18.0366,20.6316,130864.0
2020-03-18,19.6102,19.9479,12.3495,12.3495,132316.0
2020-03-19,13.5827,15.4783,11.5029,15.2207,200219.0
2020-03-20,15.2667,15.4783,13.5182,13.8495,140907.0
2020-03-21,15.2667,15.4783,13.5182,13.8495,140907.0
2020-03-22,15.2667,15.4783,13.5182,13.8495,140907.0
2020-03-23,14.1716,14.7514,12.3771,14.0336,91369.0
2020-03-24,14.8986,16.1409,14.7054,15.598,111877.0
2020-03-25,15.3679,16.325,14.5397,15.1563,69838.0
2020-03-26,15.598,16.1041,15.2023,16.1041,116528.0
2020-03-27,15.7452,16.2237,15.2667,16.1225,74012.0
2020-03-28,15.7452,16.2237,15.2667,16.1225,74012.0
2020-03-29,15.7452,16.2237,15.2667,16.1225,74012.0
2020-03-30,16.2697,16.601,15.7452,16.2053,108714.0
2020-03-31,16.4645,16.4645,15.6778,16.446,123780.0
2020-04-01,16.1405,16.3164,14.7986,14.9282,59060.0
2020-04-02,14.8726,15.65,14.5857,15.2058,61237.0
2020-04-03,15.0022,15.3261,14.6276,14.9929,71722.0
2020-04-04,15.0022,15.3261,14.6276,14.9929,71722.0
2020-04-05,15.0022,15.3261,14.6276,14.9929,71722.0
2020-04-06,15.5852,16.1961,15.5482,15.8351,82634.0
2020-04-07,16.3164,16.6681,15.4372,15.8907,76281.0
2020-04-08,16.0572,16.1961,15.4603,16.011,62542.0
2020-04-09,16.3812,17.1123,16.0572,16.6588,162814.0
2020-04-10,16.3812,17.1123,16.0572,16.6588,162814.0
2020-04-11,16.3812,17.1123,16.0572,16.6588,162814.0
2020-04-12,16.3812,17.1123,16.0572,16.6588,162814.0
2020-04-13,16.446,16.4645,15.8444,16.0943,50572.0
2020-04-14,16.5663,16.5663,15.5575,16.1868,73646.0
2020-04-15,15.6963,16.0665,14.6783,14.8634,57605.0
2020-04-16,14.6968,15.2243,13.7991,14.2711,70894.0
2020-04-17,14.6505,15.7981,14.6505,15.4557,68847.0
2020-04-18,14.6505,15.7981,14.6505,15.4557,68847.0
2020-04-19,14.6505,15.7981,14.6505,15.4557,68847.0
2020-04-20,14.9744,15.9184,14.9744,15.5482,42416.0
2020-04-21,15.0022,15.5482,15.0022,15.4279,39665.0
2020-04-22,15.7981,16.0017,14.9744,15.2521,43180.0
2020-04-23,15.1873,15.7056,15.1873,15.3909,41248.0
2020-04-24,15.4464,15.6824,15.2613,15.5852,26250.0
2020-04-25,15.4464,15.6824,15.2613,15.5852,26250.0
2020-04-26,15.4464,15.6824,15.2613,15.5852,26250.0
2020-04-27,15.8259,16.2701,15.5112,15.9554,109720.0
2020-04-28,16.557,16.8439,16.1498,16.5385,74455.0
2020-04-29,17.029,18.1674,16.557,17.9545,121589.0
2020-04-30,17.3807,18.0471,16.0817,16.7143,66928.0
2020-05-01,16.1405,16.3627,15.5205,16.2979,61723.0
2020-05-02,16.1405,16.3627,15.5205,16.2979,61723.0
2020-05-03,16.1405,16.3627,15.5205,16.2979,61723.0
2020-05-04,16.1961,16.4552,15.7611,16.2886,68242.0
2020-05-05,16.9272,17.2696,16.0572,16.122,77452.0
2020-05-06,16.2423,16.2701,15.613,16.0387,73282.0
2020-05-07,16.4552,16.7884,16.2053,16.3997,46310.0
2020-05-08,16.7884,17.1031,16.5663,16.7884,58615.0
2020-05-09,16.7884,17.1031,16.5663,16.7884,58615.0
2020-05-10,16.7884,17.1031,16.5663,16.7884,58615.0
2020-05-11,16.4182,16.8786,15.7518,16.3071,88923.0
2020-05-12,16.7514,16.83,15.6963,15.7889,71795.0
2020-05-13,15.6223,15.8305,14.7986,15.3909,69502.0
2020-05-14,15.104,15.6454,14.6505,15.4649,71697.0
2020-05-15,15.4094,15.5205,15.104,15.3631,60119.0
2020-05-16,15.4094,15.5205,15.104,15.3631,60119.0
2020-05-17,15.4094,15.5205,15.104,15.3631,60119.0
2020-05-18,15.9184,16.955,15.7537,16.8902,87354.0
2020-05-19,16.7143,16.9689,15.9277,15.9462,75956.0
2020-05-20,16.4552,17.3714,16.4367,17.1216,85271.0
2020-05-21,17.0383,17.2419,16.8624,17.0198,60237.0
2020-05-22,17.1216,17.2881,16.4089,16.7606,27379.0
2020-05-23,17.1216,17.2881,16.4089,16.7606,27379.0
2020-05-24,17.1216,17.2881,16.4089,16.7606,27379.0
2020-05-25,17.1216,17.2881,16.4089,16.7606,27379.0
2020-05-26,17.6028,18.0933,17.3252,17.6769,83483.0
2020-05-27,18.371,19.1761,18.0239,18.9448,77359.0
2020-05-28,19.3705,19.3798,18.2784,18.4172,60047.0
2020-05-29,18.1489,19.2502,17.7898,18.8985,121903.0
2020-05-30,18.1489,19.2502,17.7898,18.8985,121903.0
2020-05-31,18.1489,19.2502,17.7898,18.8985,121903.0
2020-06-01,19.1206,19.4492,18.7782,18.7782,77654.0
2020-06-02,19.0373,19.2409,17.9915,18.3432,60357.0
2020-06-03,18.806,19.9351,18.806,19.1761,57612.0
2020-06-04,19.0743,19.7129,18.9818,19.352,56747.0
2020-06-05,20.5274,21.5269,20.2127,20.4718,87078.0
2020-06-06,20.5274,21.5269,20.2127,20.4718,87078.0
2020-06-07,20.5274,21.5269,20.2127,20.4718,87078.0
2020-06-08,21.0271,21.4343,20.6384,20.8791,59760.0
2020-06-09,20.3515,21.166,19.9119,20.8235,46889.0
2020-06-10,20.7772,20.8605,19.1576,19.278,127553.0
2020-06-11,18.3247,18.3247,17.3622,17.4732,82886.0
2020-06-12,18.2599,18.2831,17.0984,17.6861,79855.0
2020-06-13,18.2599,18.2831,17.0984,17.6861,79855.0
2020-06-14,18.2599,18.2831,17.0984,17.6861,79855.0
2020-06-15,16.9642,18.445,16.4645,18.0378,61343.0
2020-06-16,18.7874,19.1669,18.3525,18.9725,49163.0
2020-06-17,18.9818,18.9818,17.8157,17.936,42456.0
2020-06-18,17.8064,18.5191,17.8064,18.0748,45416.0
2020-06-19,18.3617,18.8245,17.501,18.8245,241334.0
2020-06-20,18.3617,18.8245,17.501,18.8245,241334.0
2020-06-21,18.3617,18.8245,17.501,18.8245,241334.0
2020-06-22,18.5376,18.954,18.2692,18.7134,69448.0
2020-06-23,19.0003,19.1575,18.2321,18.2507,47832.0
2020-06-24,17.9638,18.2136,17.427,17.9175,83941.0
2020-06-25,17.7416,18.4728,17.7231,18.4635,51928.0
2020-06-26,18.1026,18.7597,17.5195,18.5838,209344.0
2020-06-27,18.1026,18.7597,17.5195,18.5838,209344.0
2020-06-28,18.1026,18.7597,17.5195,18.5838,209344.0
2020-06-29,18.8152,19.0743,18.2419,18.9263,70426.0
2020-06-30,18.7682,19.6331,18.7682,19.5308,47774.0
2020-07-01,19.5029,19.5029,18.1357,18.2845,67839.0
2020-07-02,18.731,19.1402,17.8846,18.0427,57379.0
2020-07-03,18.731,19.1402,17.8846,18.0427,57379.0
2020-07-04,18.731,19.1402,17.8846,18.0427,57379.0
2020-07-05,18.731,19.1402,17.8846,18.0427,57379.0
2020-07-06,18.5357,18.731,17.8753,17.9962,40527.0
2020-07-07,17.7358,18.1078,17.3824,17.4196,37219.0
2020-07-08,17.3452,17.6893,16.5733,16.75,80035.0
2020-07-09,16.6477,16.6477,15.6153,15.7316,146299.0
2020-07-10,15.9036,16.4152,15.7362,16.3315,116667.0
2020-07-11,15.9036,16.4152,15.7362,16.3315,116667.0
2020-07-12,15.9036,16.4152,15.7362,16.3315,116667.0
2020-07-13,16.6012,16.7221,16.1176,16.1734,122368.0
2020-07-14,16.1083,16.5733,16.0338,16.2571,75333.0
2020-07-15,16.8058,17.1778,16.6105,16.7128,137310.0
2020-07-16,16.5733,16.7686,16.3036,16.5733,60394.0
2020-07-17,16.4803,16.7965,16.2106,16.2106,48006.0
2020-07-18,16.4803,16.7965,16.2106,16.2106,48006.0
2020-07-19,16.4803,16.7965,16.2106,16.2106,48006.0
2020-07-20,16.099,16.099,15.6897,15.7176,33451.0
2020-07-21,15.9129,16.8058,15.9129,16.6384,32309.0
2020-07-22,16.4152,16.6291,16.2152,16.3501,26021.0
2020-07-23,16.285,16.6291,16.285,16.5361,28906.0
2020-07-24,16.564,16.7314,16.3222,16.378,27730.0
2020-07-25,16.564,16.7314,16.3222,16.378,27730.0
2020-07-26,16.564,16.7314,16.3222,16.378,27730.0
2020-07-27,16.3036,16.4338,15.5967,15.7269,48145.0
2020-07-28,15.6432,16.0432,15.6432,15.7734,45809.0
2020-07-29,15.7548,16.3501,15.7548,16.1548,48495.0
2020-07-30,15.5781,16.8266,15.3456,15.4107,59466.0
2020-07-31,15.2247,16.0106,12.8532,14.6853,85192.0
2020-08-01,15.2247,16.0106,12.8532,14.6853,85192.0
2020-08-02,15.2247,16.0106,12.8532,14.6853,85192.0
2020-08-03,14.8992,15.513,14.304,14.7969,40084.0
2020-08-04,14.676,15.1131,14.2668,14.5923,53430.0
2020-08-05,14.862,15.212,14.6946,15.0201,48505.0
2020-08-06,15.2154,15.4665,15.0666,15.2991,38724.0
2020-08-07,15.1968,16.099,13.9692,15.9501,34150.0
2020-08-08,15.1968,16.099,13.9692,15.9501,34150.0
2020-08-09,15.1968,16.099,13.9692,15.9501,34150.0
2020-08-10,16.0432,16.7872,15.8199,16.471,71095.0
2020-08-11,16.8709,17.1034,16.5268,16.6756,36749.0
2020-08-12,17.0476,17.2243,16.2478,16.471,27139.0
2020-08-13,16.2664,16.7732,15.8664,16.0525,31979.0
2020-08-14,15.8292,16.4152,15.8292,16.3594,23489.0
2020-08-15,15.8292,16.4152,15.8292,16.3594,23489.0
2020-08-16,15.8292,16.4152,15.8292,16.3594,23489.0
2020-08-17,16.2385,16.2385,15.9129,16.0711,28673.0
2020-08-18,15.9408,15.9408,15.1131,15.2247,27462.0
2020-08-19,15.4014,15.9222,15.1689,15.2247,32311.0
2020-08-20,15.0015,15.9635,14.8062,15.1038,31195.0
2020-08-21,15.141,15.327,14.7504,14.9085,41087.0
2020-08-22,15.141,15.327,14.7504,14.9085,41087.0
2020-08-23,15.141,15.327,14.7504,14.9085,41087.0
2020-08-24,15.1131,15.4107,15.0108,15.3921,22756.0
2020-08-25,15.6246,16.1372,15.1317,15.42,20086.0
2020-08-26,15.2712,15.4386,14.6946,14.7411,31134.0
2020-08-27,14.862,15.3549,14.8341,15.0945,39561.0
2020-08-28,15.2805,15.2805,14.8806,15.048,25304.0
2020-08-29,15.2805,15.2805,14.8806,15.048,25304.0
2020-08-30,15.2805,15.2805,14.8806,15.048,25304.0
2020-08-31,14.9178,15.434,14.6016,14.6481,42035.0
2020-09-01,14.5272,15.1224,14.2575,14.5365,52158.0
2020-09-02,14.6481,15.0388,14.2017,14.4621,53759.0
2020-09-03,14.5551,14.9643,14.3505,14.4342,36073.0
2020-09-04,14.8248,14.8899,14.2854,14.7039,45884.0
2020-09-05,14.8248,14.8899,14.2854,14.7039,45884.0
2020-09-06,14.8248,14.8899,14.2854,14.7039,45884.0
2020-09-07,14.8248,14.8899,14.2854,14.7039,45884.0
2020-09-08,14.6016,14.969,14.2017,14.2575,27420.0
2020-09-09,14.4249,14.6946,14.0575,14.1273,33656.0
2020-09-10,14.5086,15.7455,14.5086,15.5223,107278.0
2020-09-11,15.513,16.0152,14.6946,14.7225,52834.0
2020-09-12,15.513,16.0152,14.6946,14.7225,52834.0
2020-09-13,15.513,16.0152,14.6946,14.7225,52834.0
2020-09-14,14.769,15.3549,14.6202,15.1968,39068.0
2020-09-15,14.862,15.1224,14.862,15.0015,53057.0
2020-09-16,14.9829,15.5502,14.6853,15.1968,94393.0
2020-09-17,15.2666,15.3177,15.0201,15.0945,46080.0
2020-09-18,15.3177,15.3177,14.4249,14.676,212992.0
2020-09-19,15.3177,15.3177,14.4249,14.676,212992.0
2020-09-20,15.3177,15.3177,14.4249,14.676,212992.0
2020-09-21,14.5179,14.8537,13.7646,13.9506,83022.0
2020-09-22,14.7783,15.1038,14.2389,14.4528,75380.0
2020-09-23,14.4807,14.7319,13.7088,13.7367,49241.0
2020-09-24,13.9506,15.1689,13.9506,14.8806,96129.0
2020-09-25,14.6295,14.9829,14.5458,14.9364,67047.0
2020-09-26,14.6295,14.9829,14.5458,14.9364,67047.0
2020-09-27,14.6295,14.9829,14.5458,14.9364,67047.0
2020-09-28,15.0759,15.4386,15.0666,15.4107,37157.0
2020-09-29,15.5605,15.6897,15.0294,15.1596,39293.0
2020-09-30,15.1315,15.4778,15.1315,15.2906,43039.0
2020-10-01,15.3281,15.431,15.0286,15.2438,67458.0
2020-10-02,15.0848,15.8708,15.0848,15.7585,28351.0
2020-10-03,15.0848,15.8708,15.0848,15.7585,28351.0
2020-10-04,15.0848,15.8708,15.0848,15.7585,28351.0
2020-10-05,15.8802,16.3761,15.7772,16.1983,29879.0
2020-10-06,16.451,16.9189,16.0486,16.3574,37271.0
2020-10-07,16.4697,17.1809,16.1937,17.0031,52392.0
2020-10-08,17.2183,17.3774,17.0031,17.2464,45558.0
2020-10-09,17.471,17.4767,17.0031,17.0405,17514.0
2020-10-10,17.471,17.4767,17.0031,17.0405,17514.0
2020-10-11,17.471,17.4767,17.0031,17.0405,17514.0
2020-10-12,16.9376,17.5739,16.844,17.2932,81116.0
2020-10-13,17.106,17.3961,17.0499,17.078,37169.0
2020-10-14,16.947,17.2277,16.9096,16.947,35158.0
2020-10-15,16.975,17.4242,16.8627,17.0218,67568.0
2020-10-16,16.9002,17.3119,16.8814,17.0873,30095.0
2020-10-17,16.9002,17.3119,16.8814,17.0873,30095.0
2020-10-18,16.9002,17.3119,16.8814,17.0873,30095.0
2020-10-19,17.1622,17.5271,17.1622,17.3119,37576.0
2020-10-20,17.4429,17.8453,17.4429,17.6581,43125.0
2020-10-21,17.7143,18.5097,17.7143,18.0137,59707.0
2020-10-22,18.1167,18.8045,17.7144,18.4629,35412.0
2020-10-23,17.9014,18.753,17.6394,18.6033,41953.0
2020-10-24,17.9014,18.753,17.6394,18.6033,41953.0
2020-10-25,17.9014,18.753,17.6394,18.6033,41953.0
2020-10-26,18.4723,18.9121,18.353,18.5378,59019.0
2020-10-27,18.4442,18.753,17.8079,18.4536,63955.0
2020-10-28,18.1073,18.4816,17.9202,18.0325,42708.0
2020-10-29,18.2664,18.2664,17.7892,17.9295,29530.0
2020-10-30,17.8266,18.098,17.4242,17.6862,57173.0
2020-10-31,17.8266,18.098,17.4242,17.6862,57173.0
2020-11-01,17.8266,18.098,17.4242,17.6862,57173.0
2020-11-02,18.0044,18.2009,17.3676,17.995,20689.0
2020-11-03,18.4161,18.6688,18.0371,18.622,31147.0
2020-11-04,18.2009,18.2009,17.1715,17.1903,18079.0
2020-11-05,17.3774,18.4067,16.568,17.7892,42783.0
2020-11-06,18.0605,18.0605,17.3119,17.7798,40586.0
2020-11-07,18.0605,18.0605,17.3119,17.7798,40586.0
2020-11-08,18.0605,18.0605,17.3119,17.7798,40586.0
2020-11-09,19.2209,20.531,18.5378,19.4548,107080.0
2020-11-10,19.8385,20.9147,19.8385,20.4655,42336.0
2020-11-11,20.7181,20.8211,19.7262,20.8024,61703.0
2020-11-12,20.3906,21.0363,20.3906,20.6339,72279.0
2020-11-13,20.8679,21.289,20.2315,21.0457,72282.0
2020-11-14,20.8679,21.289,20.2315,21.0457,72282.0
2020-11-15,20.8679,21.289,20.2315,21.0457,72282.0
2020-11-16,21.5042,22.7393,21.2188,21.4761,73762.0
2020-11-17,20.7977,21.3451,20.7649,21.1392,55359.0
2020-11-18,21.4387,21.7288,21.1486,21.4293,76743.0
2020-11-19,21.3825,21.8598,20.793,21.1486,47387.0
2020-11-20,20.9334,21.3919,20.6339,21.3077,45400.0
2020-11-21,20.9334,21.3919,20.6339,21.3077,45400.0
2020-11-22,20.9334,21.3919,20.6339,21.3077,45400.0
2020-11-23,21.4293,21.4761,21.1486,21.42,49161.0
2020-11-24,21.5229,22.688,21.4013,22.3183,57110.0
2020-11-25,22.1031,22.1031,21.5557,21.6914,32970.0
2020-11-26,22.1031,22.1031,21.5557,21.6914,32970.0
2020-11-27,21.5884,21.8317,21.0176,21.4948,22646.0
2020-11-28,21.5884,21.8317,21.0176,21.4948,22646.0
2020-11-29,21.5884,21.8317,21.0176,21.4948,22646.0
2020-11-30,21.317,21.6984,20.531,20.5403,46904.0
2020-12-01,20.8117,21.289,20.5497,21.0831,41995.0
2020-12-02,20.9427,21.6446,20.7088,21.5229,47641.0
2020-12-03,21.1907,21.6914,21.1907,21.5416,23031.0
2020-12-04,21.0878,22.1499,21.0878,22.0376,21678.0
2020-12-05,21.0878,22.1499,21.0878,22.0376,21678.0
2020-12-06,21.0878,22.1499,21.0878,22.0376,21678.0
2020-12-07,21.7569,22.1967,21.7569,21.9159,25385.0
2020-12-08,21.7662,22.2247,21.7662,22.1218,29832.0
2020-12-09,22.3651,22.4306,21.7849,21.9253,28307.0
2020-12-10,21.9534,22.309,21.5323,22.2528,15417.0
2020-12-11,21.9908,22.5055,21.813,22.0189,29966.0
2020-12-12,21.9908,22.5055,21.813,22.0189,29966.0
2020-12-13,21.9908,22.5055,21.813,22.0189,29966.0
2020-12-14,21.9908,22.5428,21.3451,22.1873,38150.0
2020-12-15,22.1967,23.2915,21.8083,23.0389,55437.0
2020-12-16,23.2447,23.6003,22.764,23.488,92918.0
2020-12-17,23.6378,23.6564,23.4319,23.5629,35450.0
2020-12-18,23.8156,23.9091,23.4038,23.5348,184726.0
2020-12-19,23.8156,23.9091,23.4038,23.5348,184726.0
2020-12-20,23.8156,23.9091,23.4038,23.5348,184726.0
2020-12-21,23.3945,24.0214,23.3851,23.6752,75108.0
2020-12-22,23.722,24.0963,23.4506,23.9091,49513.0
2020-12-23,23.8811,24.611,23.1386,24.4893,36176.0
2020-12-24,24.4425,25.0508,24.1244,24.4332,15491.0
2020-12-25,24.4425,25.0508,24.1244,24.4332,15491.0
2020-12-26,24.4425,25.0508,24.1244,24.4332,15491.0
2020-12-27,24.4425,25.0508,24.1244,24.4332,15491.0
2020-12-28,24.7794,25.7992,24.349,24.5735,43754.0
2020-12-29,24.8169,25.8322,24.0214,24.625,205062.0
2020-12-30,24.6765,24.9946,24.115,24.1524,31553.0
2020-12-31,24.3591,24.9134,23.8612,23.9646,35343.0
2021-01-01,24.3591,24.9134,23.8612,23.9646,35343.0
2021-01-02,24.3591,24.9134,23.8612,23.9646,35343.0
2021-01-03,24.3591,24.9134,23.8612,23.9646,35343.0
2021-01-04,24.1712,24.3779,23.6733,23.7673,45007.0
2021-01-05,23.7861,24.3403,23.6733,24.0021,38442.0
2021-01-06,24.6128,26.3601,24.2652,26.0313,64465.0
2021-01-07,26.0501,26.3507,25.2891,25.3267,33430.0
2021-01-08,25.4958,25.4958,24.3309,24.8288,17889.0
2021-01-09,25.4958,25.4958,24.3309,24.8288,17889.0
2021-01-10,25.4958,25.4958,24.3309,24.8288,17889.0
2021-01-11,24.4061,25.3455,24.4061,25.3455,14871.0
2021-01-12,25.4676,26.3037,25.4676,26.2286,32073.0
2021-01-13,26.2004,26.4352,25.9169,26.3131,30592.0
2021-01-14,26.5949,26.8486,26.097,26.5667,19860.0
2021-01-15,26.2661,26.6942,25.7964,25.8622,23008.0
2021-01-16,26.2661,26.6942,25.7964,25.8622,23008.0
2021-01-17,26.2661,26.6942,25.7964,25.8622,23008.0
2021-01-18,26.2661,26.6942,25.7964,25.8622,23008.0
2021-01-19,26.1722,26.3037,25.8058,25.8622,22809.0
2021-01-20,25.834,26.1158,25.3831,25.7776,176074.0
2021-01-21,25.9279,26.1769,25.214,25.8528,33866.0
2021-01-22,25.571,27.0928,25.524,26.9613,65122.0
2021-01-23,25.571,27.0928,25.524,26.9613,65122.0
2021-01-24,25.571,27.0928,25.524,26.9613,65122.0
2021-01-25,26.6231,27.0083,25.275,26.0501,53495.0
2021-01-26,26.2943,26.3507,25.4676,25.6085,23196.0
2021-01-27,24.9603,25.4676,24.3282,25.0543,64741.0
2021-01-28,25.6179,26.5949,24.904,25.167,32437.0
2021-01-29,23.523,25.1858,22.6212,24.7255,70515.0
2021-01-30,23.523,25.1858,22.6212,24.7255,70515.0
2021-01-31,23.523,25.1858,22.6212,24.7255,70515.0
2021-02-01,24.6409,25.2469,23.8706,24.1994,33113.0
2021-02-02,24.5376,25.7494,24.1102,25.3549,103398.0
2021-02-03,25.1576,25.524,24.9415,25.3267,39693.0
2021-02-04,25.3455,26.0501,25.0261,25.9561,25295.0
2021-02-05,26.1816,26.2286,25.6649,26.2286,21249.0
2021-02-06,26.1816,26.2286,25.6649,26.2286,21249.0
2021-02-07,26.1816,26.2286,25.6649,26.2286,21249.0
2021-02-08,26.1722,26.6419,25.8588,26.6419,23495.0
2021-02-09,26.3601,26.6983,26.1346,26.5386,19498.0
2021-02-10,26.4258,26.7358,26.144,26.3037,29172.0
2021-02-11,26.4352,26.501,25.9655,26.3225,20162.0
2021-02-12,26.1722,26.6137,26.0219,26.144,28277.0
2021-02-13,26.1722,26.6137,26.0219,26.144,28277.0
2021-02-14,26.1722,26.6137,26.0219,26.144,28277.0
2021-02-15,26.1722,26.6137,26.0219,26.144,28277.0
2021-02-16,26.3883,26.4901,25.8998,26.0407,37788.0
2021-02-17,25.9467,26.2004,25.6367,26.0125,40093.0
2021-02-18,25.9655,26.191,25.214,25.2328,33918.0
2021-02-19,25.3831,26.2426,25.2609,26.0501,52711.0
2021-02-20,25.3831,26.2426,25.2609,26.0501,52711.0
2021-02-21,25.3831,26.2426,25.2609,26.0501,52711.0
2021-02-22,25.7307,26.9049,25.7307,26.7828,36221.0
2021-02-23,26.764,27.5343,26.5949,27.2713,53937.0
2021-02-24,27.5249,28.3704,27.3483,28.1825,128347.0
2021-02-25,28.3141,28.3141,27.1116,27.3559,71592.0
2021-02-26,27.4122,27.7786,26.3507,27.4028,69085.0
2021-02-27,27.4122,27.7786,26.3507,27.4028,69085.0
2021-02-28,27.4122,27.7786,26.3507,27.4028,69085.0
2021-03-01,27.835,28.0134,27.3465,27.9477,105442.0
2021-03-02,27.0599,27.8725,27.0599,27.7128,73432.0
2021-03-03,27.7128,28.6241,27.6753,28.1919,213281.0
2021-03-04,27.229,28.4644,27.229,27.8068,115951.0
2021-03-05,28.1825,28.8119,27.2043,28.7368,399633.0
2021-03-06,28.1825,28.8119,27.2043,28.7368,399633.0
2021-03-07,28.1825,28.8119,27.2043,28.7368,399633.0
2021-03-08,28.8965,30.005,28.8683,29.8735,55290.0
2021-03-09,29.028,29.8829,29.028,29.1877,29773.0
2021-03-10,29.338,30.0144,29.338,29.7889,28856.0
2021-03-11,29.6198,30.0614,29.4038,30.0614,48775.0
2021-03-12,30.0614,30.2587,29.4508,29.6762,100446.0
2021-03-13,30.0614,30.2587,29.4508,29.6762,100446.0
2021-03-14,30.0614,30.2587,29.4508,29.6762,100446.0
