,LSTR US Equity,LSTR US Equity,LSTR US Equity,LSTR US Equity,LSTR US Equity
2019-03-22,97.7257,97.9337,95.5274,95.5908,392127.0
2019-03-23,97.7257,97.9337,95.5274,95.5908,392127.0
2019-03-24,97.7257,97.9337,95.5274,95.5908,392127.0
2019-03-25,95.6993,96.6492,94.5414,94.7857,209653.0
2019-03-26,95.2741,96.9748,94.5052,96.4773,246278.0
2019-03-27,96.4592,98.0649,96.4592,97.4543,320020.0
2019-03-28,97.6261,99.5982,97.6261,99.0826,401902.0
2019-03-29,99.3721,99.9601,98.6936,98.9559,364194.0
2019-03-30,99.3721,99.9601,98.6936,98.9559,364194.0
2019-03-31,99.3721,99.9601,98.6936,98.9559,364194.0
2019-04-01,99.752,101.2717,99.752,100.6747,233329.0
2019-04-02,100.539,101.0818,99.1278,99.4806,255960.0
2019-04-03,99.8244,100.9099,98.9197,99.1278,277621.0
2019-04-04,99.3268,100.9099,98.965,100.2133,271241.0
2019-04-05,100.2133,101.4708,99.4806,100.729,220080.0
2019-04-06,100.2133,101.4708,99.4806,100.729,220080.0
2019-04-07,100.2133,101.4708,99.4806,100.729,220080.0
2019-04-08,100.8375,101.2446,100.5661,101.1994,280544.0
2019-04-09,100.7652,101.317,100.0867,100.4124,225505.0
2019-04-10,100.4124,100.928,99.8425,100.5119,259981.0
2019-04-11,100.738,101.8688,100.5661,101.3622,220866.0
2019-04-12,101.9773,102.5653,101.1361,101.8778,228238.0
2019-04-13,101.9773,102.5653,101.1361,101.8778,228238.0
2019-04-14,101.9773,102.5653,101.1361,101.8778,228238.0
2019-04-15,101.9231,102.7993,100.5661,100.9913,179731.0
2019-04-16,100.4124,101.9231,99.9872,101.6426,407881.0
2019-04-17,102.2668,102.4477,100.6837,101.3893,373298.0
2019-04-18,101.9773,102.2759,101.0818,101.2175,416186.0
2019-04-19,101.9773,102.2759,101.0818,101.2175,416186.0
2019-04-20,101.9773,102.2759,101.0818,101.2175,416186.0
2019-04-21,101.9773,102.2759,101.0818,101.2175,416186.0
2019-04-22,101.2537,101.8326,100.6023,101.4074,234537.0
2019-04-23,101.2989,101.7874,100.937,101.4617,349078.0
2019-04-24,101.4527,103.8951,101.3191,103.3614,300149.0
2019-04-25,103.1262,108.762,101.706,103.9585,809573.0
2019-04-26,104.058,105.5913,103.6871,105.3154,358866.0
2019-04-27,104.058,105.5913,103.6871,105.3154,358866.0
2019-04-28,104.058,105.5913,103.6871,105.3154,358866.0
2019-04-29,105.044,105.044,98.7569,99.1278,735900.0
2019-04-30,98.6936,99.5801,98.3951,98.5669,563845.0
2019-05-01,98.8021,98.8021,95.5455,95.7717,437699.0
2019-05-02,95.7626,98.7841,95.4676,98.6665,384871.0
2019-05-03,99.3268,101.5341,99.0012,101.3893,334298.0
2019-05-04,99.3268,101.5341,99.0012,101.3893,334298.0
2019-05-05,99.3268,101.5341,99.0012,101.3893,334298.0
2019-05-06,100.3219,103.0448,99.2002,102.8277,504527.0
2019-05-07,102.2306,102.4025,99.6706,100.2676,351043.0
2019-05-08,100.2813,100.6029,98.8408,99.4387,462851.0
2019-05-09,98.7502,99.5112,97.3323,98.1885,394796.0
2019-05-10,98.2157,98.5418,96.2406,98.2066,300910.0
2019-05-11,98.2157,98.5418,96.2406,98.2066,300910.0
2019-05-12,98.2157,98.5418,96.2406,98.2066,300910.0
2019-05-13,96.6212,97.0198,93.8376,94.2022,407326.0
2019-05-14,94.5103,96.3222,94.2928,95.3437,402595.0
2019-05-15,94.8092,96.5306,94.1297,96.1319,257760.0
2019-05-16,96.5396,97.7083,96.3494,96.6483,275451.0
2019-05-17,95.9326,97.1511,95.3392,96.6393,361933.0
2019-05-18,95.9326,97.1511,95.3392,96.6393,361933.0
2019-05-19,95.9326,97.1511,95.3392,96.6393,361933.0
2019-05-20,95.8058,97.0198,95.7378,95.7967,394029.0
2019-05-21,96.4671,97.8533,95.589,96.3403,501979.0
2019-05-22,95.9054,96.3947,93.7492,94.8817,362188.0
2019-05-23,94.1932,94.3472,92.8523,93.6858,389197.0
2019-05-24,94.1388,94.7186,92.5126,93.5862,286127.0
2019-05-25,94.1388,94.7186,92.5126,93.5862,286127.0
2019-05-26,94.1388,94.7186,92.5126,93.5862,286127.0
2019-05-27,94.1388,94.7186,92.5126,93.5862,286127.0
2019-05-28,93.713,93.7855,91.3575,91.4028,418232.0
2019-05-29,90.7143,90.8683,88.549,88.8117,523682.0
2019-05-30,88.9386,89.9351,86.9817,87.9148,541990.0
2019-05-31,86.1935,87.9148,86.0395,87.1991,628501.0
2019-06-01,86.1935,87.9148,86.0395,87.1991,628501.0
2019-06-02,86.1935,87.9148,86.0395,87.1991,628501.0
2019-06-03,87.9239,89.7721,87.3078,87.7699,722854.0
2019-06-04,88.5581,90.6599,88.5581,90.5421,469310.0
2019-06-05,90.7324,91.2518,89.8717,90.7596,321470.0
2019-06-06,88.7846,90.4878,87.8786,89.5184,764206.0
2019-06-07,90.2069,90.8955,88.8299,89.0201,460129.0
2019-06-08,90.2069,90.8955,88.8299,89.0201,460129.0
2019-06-09,90.2069,90.8955,88.8299,89.0201,460129.0
2019-06-10,89.2194,91.5342,89.2194,90.5784,663394.0
2019-06-11,91.4209,92.191,90.6327,92.0913,583991.0
2019-06-12,91.593,93.0154,91.1219,92.9701,545944.0
2019-06-13,93.3597,95.2713,92.8342,94.9723,559480.0
2019-06-14,94.8998,95.7695,93.6904,94.4468,297008.0
2019-06-15,94.8998,95.7695,93.6904,94.4468,297008.0
2019-06-16,94.8998,95.7695,93.6904,94.4468,297008.0
2019-06-17,94.2928,94.4766,91.4889,91.7199,308537.0
2019-06-18,91.8467,94.2475,91.8377,93.4322,327699.0
2019-06-19,93.5409,94.4967,92.6802,94.3925,338441.0
2019-06-20,95.1173,96.3584,94.7277,95.4978,422533.0
2019-06-21,95.2984,96.3856,94.4921,94.619,521110.0
2019-06-22,95.2984,96.3856,94.4921,94.619,521110.0
2019-06-23,95.2984,96.3856,94.4921,94.619,521110.0
2019-06-24,94.9361,95.081,93.1332,93.26,378727.0
2019-06-25,93.3053,94.6099,92.6258,92.8433,542369.0
2019-06-26,93.3597,93.5409,92.2272,93.1513,404742.0
2019-06-27,93.4503,95.5023,93.4503,95.3709,293413.0
2019-06-28,96.4128,98.723,95.996,97.8351,741248.0
2019-06-29,96.4128,98.723,95.996,97.8351,741248.0
2019-06-30,96.4128,98.723,95.996,97.8351,741248.0
2019-07-01,98.8679,100.1725,96.8839,97.7989,336247.0
2019-07-02,98.8226,98.9132,96.1093,96.8929,344957.0
2019-07-03,97.4999,98.578,96.4762,98.2791,175785.0
2019-07-04,97.4999,98.578,96.4762,98.2791,175785.0
2019-07-05,97.654,98.6052,96.6574,98.27,132895.0
2019-07-06,97.654,98.6052,96.6574,98.27,132895.0
2019-07-07,97.654,98.6052,96.6574,98.27,132895.0
2019-07-08,97.3912,97.6358,96.7661,97.3459,309165.0
2019-07-09,96.9382,97.1829,96.1636,96.7933,310419.0
2019-07-10,96.8929,97.4637,94.3744,94.8636,309621.0
2019-07-11,94.7639,96.0216,93.5952,95.0267,318888.0
2019-07-12,95.1625,98.9676,95.1625,98.7955,320791.0
2019-07-13,95.1625,98.9676,95.1625,98.7955,320791.0
2019-07-14,95.1625,98.9676,95.1625,98.7955,320791.0
2019-07-15,98.9585,99.6471,97.7355,98.2972,340160.0
2019-07-16,99.2847,102.4827,98.2972,101.1238,477616.0
2019-07-17,100.4715,100.7433,98.1613,98.424,521559.0
2019-07-18,98.7683,98.7773,97.4365,98.1522,284613.0
2019-07-19,98.6233,100.6799,98.5237,99.9823,304885.0
2019-07-20,98.6233,100.6799,98.5237,99.9823,304885.0
2019-07-21,98.6233,100.6799,98.5237,99.9823,304885.0
2019-07-22,100.4624,101.006,99.9234,100.3537,305686.0
2019-07-23,100.6436,100.8701,98.8861,100.1907,267614.0
2019-07-24,99.9642,102.4556,99.7739,101.6311,334800.0
2019-07-25,100.6074,102.7092,99.4659,100.9426,686390.0
2019-07-26,100.9335,103.2347,100.9335,103.1713,337304.0
2019-07-27,100.9335,103.2347,100.9335,103.1713,337304.0
2019-07-28,100.9335,103.2347,100.9335,103.1713,337304.0
2019-07-29,102.7727,103.3615,100.9154,101.2416,338947.0
2019-07-30,100.3175,102.4556,100.3084,102.3921,259453.0
2019-07-31,102.2291,102.8361,99.7467,100.8067,540303.0
2019-08-01,100.9426,101.3865,98.5826,99.5565,381790.0
2019-08-02,99.0038,100.0276,94.9995,99.783,224192.0
2019-08-03,99.0038,100.0276,94.9995,99.783,224192.0
2019-08-04,99.0038,100.0276,94.9995,99.783,224192.0
2019-08-05,98.0888,98.8951,96.3222,96.902,389933.0
2019-08-06,97.4275,99.3481,97.1647,99.0763,216685.0
2019-08-07,97.7083,98.9495,96.568,98.5962,261765.0
2019-08-08,99.1579,101.4409,99.1579,100.5983,335055.0
2019-08-09,100.3488,100.5756,99.1328,99.3143,260561.0
2019-08-10,100.3488,100.5756,99.1328,99.3143,260561.0
2019-08-11,100.3488,100.5756,99.1328,99.3143,260561.0
2019-08-12,98.7062,100.0402,97.3632,97.6536,212147.0
2019-08-13,97.5356,100.6664,96.8005,99.9586,204580.0
2019-08-14,97.8351,98.6427,96.1109,96.855,167497.0
2019-08-15,96.9004,96.9004,94.7133,94.8858,299996.0
2019-08-16,95.2851,97.7534,95.2851,97.463,297845.0
2019-08-17,95.2851,97.7534,95.2851,97.463,297845.0
2019-08-18,95.2851,97.7534,95.2851,97.463,297845.0
2019-08-19,98.8242,99.7498,98.3024,99.0329,246690.0
2019-08-20,98.8151,99.4413,98.6972,99.0783,205726.0
2019-08-21,99.9041,101.0385,99.0329,100.2671,142209.0
2019-08-22,100.2853,100.5303,99.3596,99.4594,170546.0
2019-08-23,99.0783,99.0783,94.8132,95.1671,289550.0
2019-08-24,99.0783,99.0783,94.8132,95.1671,289550.0
2019-08-25,99.0783,99.0783,94.8132,95.1671,289550.0
2019-08-26,95.8931,96.6826,95.0673,96.4648,206154.0
2019-08-27,97.3269,97.5174,95.3304,95.4121,249655.0
2019-08-28,94.8676,99.1691,94.1244,98.552,319390.0
2019-08-29,99.2144,101.8461,99.2144,101.0657,299341.0
2019-08-30,101.3652,102.3634,100.9931,101.2018,258638.0
2019-08-31,101.3652,102.3634,100.9931,101.2018,258638.0
2019-09-01,101.3652,102.3634,100.9931,101.2018,258638.0
2019-09-02,101.3652,102.3634,100.9931,101.2018,258638.0
2019-09-03,100.3216,101.5376,98.8696,99.5774,256611.0
2019-09-04,100.5212,101.3924,99.6772,99.9313,158797.0
2019-09-05,100.7299,102.9895,100.6755,102.2817,202673.0
2019-09-06,102.4723,103.4433,100.5575,101.0838,276810.0
2019-09-07,102.4723,103.4433,100.5575,101.0838,276810.0
2019-09-08,102.4723,103.4433,100.5575,101.0838,276810.0
2019-09-09,101.8189,103.407,101.4105,102.9805,449748.0
2019-09-10,102.5993,105.0314,102.0639,104.9769,331922.0
2019-09-11,105.3762,106.7646,103.8789,106.7011,343996.0
2019-09-12,105.3853,105.6938,102.4813,102.7173,395062.0
2019-09-13,103.2164,104.623,102.377,102.7899,269659.0
2019-09-14,103.2164,104.623,102.377,102.7899,269659.0
2019-09-15,103.2164,104.623,102.377,102.7899,269659.0
2019-09-16,101.7644,102.9623,101.2744,101.5466,206313.0
2019-09-17,101.1292,101.7191,100.1832,100.9386,341869.0
2019-09-18,100.3306,101.828,99.2235,101.5376,331214.0
2019-09-19,102.0821,102.6901,100.7571,101.2381,284270.0
2019-09-20,101.7191,103.1529,100.7753,102.9351,795234.0
2019-09-21,101.7191,103.1529,100.7753,102.9351,795234.0
2019-09-22,101.7191,103.1529,100.7753,102.9351,795234.0
2019-09-23,102.7082,103.5794,102.073,102.5812,310711.0
2019-09-24,102.8716,103.3707,100.2853,101.4196,266133.0
2019-09-25,101.5194,104.0967,101.5194,103.5885,303346.0
2019-09-26,103.8607,103.9696,102.8262,103.4523,260481.0
2019-09-27,103.5612,103.9741,101.9732,102.0548,269886.0
2019-09-28,103.5612,103.9741,101.9732,102.0548,269886.0
2019-09-29,103.5612,103.9741,101.9732,102.0548,269886.0
2019-09-30,102.5358,102.8716,101.9369,102.1637,195671.0
2019-10-01,102.8806,104.2101,100.0039,100.9386,267535.0
2019-10-02,100.0584,100.3941,98.2117,98.5883,321005.0
2019-10-03,98.4612,99.7498,96.7642,99.1055,378574.0
2019-10-04,99.1963,100.0402,98.3796,99.3959,211596.0
2019-10-05,99.1963,100.0402,98.3796,99.3959,211596.0
2019-10-06,99.1963,100.0402,98.3796,99.3959,211596.0
2019-10-07,98.7607,100.2127,97.9848,99.6137,251941.0
2019-10-08,98.7425,99.7226,98.1708,98.797,304881.0
2019-10-09,99.287,100.5121,98.915,99.8315,220145.0
2019-10-10,99.8769,101.347,99.8406,100.5938,175931.0
2019-10-11,101.6374,104.3054,100.6301,103.4796,228896.0
2019-10-12,101.6374,104.3054,100.6301,103.4796,228896.0
2019-10-13,101.6374,104.3054,100.6301,103.4796,228896.0
2019-10-14,103.1983,103.3162,102.1002,102.5812,247569.0
2019-10-15,102.5993,103.838,101.8824,101.9006,356662.0
2019-10-16,101.6102,103.2346,101.6102,102.4541,545292.0
2019-10-17,103.2073,103.6338,102.1547,102.9623,339847.0
2019-10-18,103.0077,103.6611,102.5222,102.9805,291328.0
2019-10-19,103.0077,103.6611,102.5222,102.9805,291328.0
2019-10-20,103.0077,103.6611,102.5222,102.9805,291328.0
2019-10-21,103.8063,104.5549,103.1801,103.5249,325644.0
2019-10-22,103.6066,104.9678,102.7899,104.9406,274070.0
2019-10-23,105.0223,105.4352,103.534,104.1874,289834.0
2019-10-24,106.9824,106.9824,101.7236,104.3507,522972.0
2019-10-25,103.8516,108.6658,103.8516,107.5451,507793.0
2019-10-26,103.8516,108.6658,103.8516,107.5451,507793.0
2019-10-27,103.8516,108.6658,103.8516,107.5451,507793.0
2019-10-28,108.3527,108.8337,105.9751,107.046,319109.0
2019-10-29,106.4742,107.5269,105.8481,106.9461,169312.0
2019-10-30,106.6013,106.9371,103.4523,104.4869,213377.0
2019-10-31,104.4233,104.4233,102.3271,102.681,180592.0
2019-11-01,103.2255,104.505,102.6946,104.0513,232002.0
2019-11-02,103.2255,104.505,102.6946,104.0513,232002.0
2019-11-03,103.2255,104.505,102.6946,104.0513,232002.0
2019-11-04,104.8226,106.2746,104.6048,106.084,345699.0
2019-11-05,106.447,107.9353,106.4425,107.3908,272958.0
2019-11-06,107.3091,107.4452,106.084,106.3381,254671.0
2019-11-07,106.928,108.7248,105.8935,106.4652,219484.0
2019-11-08,106.3334,107.0196,105.7699,106.088,149244.0
2019-11-09,106.3334,107.0196,105.7699,106.088,149244.0
2019-11-10,106.3334,107.0196,105.7699,106.088,149244.0
2019-11-11,105.6699,106.3152,104.5247,105.4063,129135.0
2019-11-12,105.3245,106.0789,104.2065,104.7792,204428.0
2019-11-13,104.1429,104.2793,103.025,103.3249,161082.0
2019-11-14,104.0338,105.0427,103.3359,104.9337,175430.0
2019-11-15,105.379,105.8562,102.3342,102.4433,367770.0
2019-11-16,105.379,105.8562,102.3342,102.4433,367770.0
2019-11-17,105.379,105.8562,102.3342,102.4433,367770.0
2019-11-18,102.2342,103.1613,101.7343,102.5796,191913.0
2019-11-19,103.1158,103.2034,101.189,101.8525,157476.0
2019-11-20,101.4525,102.8341,100.8708,101.0072,318064.0
2019-11-21,101.5525,101.6434,100.2982,100.7072,168545.0
2019-11-22,100.9708,101.6707,100.58,100.9799,119062.0
2019-11-23,100.9708,101.6707,100.58,100.9799,119062.0
2019-11-24,100.9708,101.6707,100.58,100.9799,119062.0
2019-11-25,101.1344,102.7068,101.1344,102.2706,207103.0
2019-11-26,102.5796,103.0795,101.5071,102.2342,176230.0
2019-11-27,102.7614,103.2976,101.707,102.2615,97568.0
2019-11-28,102.7614,103.2976,101.707,102.2615,97568.0
2019-11-29,101.7979,102.1615,101.1435,101.2617,46501.0
2019-11-30,101.7979,102.1615,101.1435,101.2617,46501.0
2019-12-01,101.7979,102.1615,101.1435,101.2617,46501.0
2019-12-02,101.1435,102.2706,100.1619,100.3164,215052.0
2019-12-03,99.4257,99.9892,98.1896,98.7531,374448.0
2019-12-04,98.7531,101.1617,98.5986,100.4982,506491.0
2019-12-05,98.8076,100.839,98.8076,99.9165,295961.0
2019-12-06,100.6527,101.3526,99.971,100.0074,211762.0
2019-12-07,100.6527,101.3526,99.971,100.0074,211762.0
2019-12-08,100.6527,101.3526,99.971,100.0074,211762.0
2019-12-09,100.1346,101.3889,99.9619,100.4891,253128.0
2019-12-10,100.3619,100.9708,99.8438,100.5345,130332.0
2019-12-11,101.9706,102.3615,101.2162,102.1342,234232.0
2019-12-12,102.0433,103.5476,101.4798,102.5432,213087.0
2019-12-13,102.5796,103.4612,101.089,101.4253,194191.0
2019-12-14,102.5796,103.4612,101.089,101.4253,194191.0
2019-12-15,102.5796,103.4612,101.089,101.4253,194191.0
2019-12-16,101.4889,102.3524,100.5255,100.6163,351243.0
2019-12-17,100.8799,102.1342,100.5345,101.1435,226451.0
2019-12-18,101.0799,101.807,99.8165,101.5343,181484.0
2019-12-19,101.3435,101.6525,100.8618,101.598,185592.0
2019-12-20,101.598,103.0886,100.4709,102.9704,465215.0
2019-12-21,101.598,103.0886,100.4709,102.9704,465215.0
2019-12-22,101.598,103.0886,100.4709,102.9704,465215.0
2019-12-23,103.5067,103.5067,102.1797,102.2251,204634.0
2019-12-24,102.3796,102.6705,101.8979,102.4705,84948.0
2019-12-25,102.3796,102.6705,101.8979,102.4705,84948.0
2019-12-26,102.4705,102.975,101.8252,102.7614,120057.0
2019-12-27,102.9341,103.8521,102.7796,102.8704,170453.0
2019-12-28,102.9341,103.8521,102.7796,102.8704,170453.0
2019-12-29,102.9341,103.8521,102.7796,102.8704,170453.0
2019-12-30,103.0522,103.1704,102.2706,102.6977,143152.0
2019-12-31,102.4705,104.052,102.2433,103.4976,249589.0
2020-01-01,102.4705,104.052,102.2433,103.4976,249589.0
2020-01-02,103.952,103.952,102.0206,103.1068,190291.0
2020-01-03,101.8706,103.2613,101.5162,103.025,195998.0
2020-01-04,101.8706,103.2613,101.5162,103.025,195998.0
2020-01-05,101.8706,103.2613,101.5162,103.025,195998.0
2020-01-06,101.8706,102.4932,100.0665,102.3615,260041.0
2020-01-07,101.9888,103.1704,101.0344,102.7796,185147.0
2020-01-08,102.7796,104.2338,102.7796,103.843,255402.0
2020-01-09,104.0742,105.1751,103.644,104.8605,208522.0
2020-01-10,105.0271,105.9707,104.583,105.2398,294002.0
2020-01-11,105.0271,105.9707,104.583,105.2398,294002.0
2020-01-12,105.0271,105.9707,104.583,105.2398,294002.0
2020-01-13,105.3416,105.7671,104.657,105.3879,188246.0
2020-01-14,105.6839,107.6081,105.5821,106.9143,309015.0
2020-01-15,108.2927,109.9301,106.9143,108.8755,437074.0
2020-01-16,110.1151,110.3834,108.2103,108.6165,370937.0
2020-01-17,108.5795,110.5361,107.2751,109.0143,290383.0
2020-01-18,108.5795,110.5361,107.2751,109.0143,290383.0
2020-01-19,108.5795,110.5361,107.2751,109.0143,290383.0
2020-01-20,108.5795,110.5361,107.2751,109.0143,290383.0
2020-01-21,109.0143,109.0143,106.5627,106.794,273520.0
2020-01-22,107.5433,107.5433,105.5729,106.35,202820.0
2020-01-23,106.3222,106.4425,104.8605,106.3685,200834.0
2020-01-24,106.6275,106.942,104.8513,105.3323,240554.0
2020-01-25,106.6275,106.942,104.8513,105.3323,240554.0
2020-01-26,106.6275,106.942,104.8513,105.3323,240554.0
2020-01-27,103.6117,104.5969,103.2324,103.2509,233893.0
2020-01-28,103.9724,105.2768,102.7698,103.6857,275923.0
2020-01-29,103.6579,104.879,102.5293,103.0103,301443.0
2020-01-30,101.9372,104.2685,98.2275,104.0742,748067.0
2020-01-31,103.2601,104.8467,101.8817,102.4553,678730.0
2020-02-01,103.2601,104.8467,101.8817,102.4553,678730.0
2020-02-02,103.2601,104.8467,101.8817,102.4553,678730.0
2020-02-03,102.8808,103.8984,101.9696,102.6403,384098.0
2020-02-04,103.9817,105.374,103.4914,104.6385,281986.0
2020-02-05,105.8504,106.2667,104.3702,105.4619,223685.0
2020-02-06,105.2306,105.7394,104.6431,105.3323,369614.0
2020-02-07,105.4156,105.9707,104.7495,105.4249,200344.0
2020-02-08,105.4156,105.9707,104.7495,105.4249,200344.0
2020-02-09,105.4156,105.9707,104.7495,105.4249,200344.0
2020-02-10,105.2028,105.2121,102.9178,104.361,221543.0
2020-02-11,104.842,105.2121,103.5006,103.6672,265730.0
2020-02-12,104.139,104.4627,103.2231,103.6672,181676.0
2020-02-13,103.227,103.8089,101.8185,102.3467,324910.0
2020-02-14,102.7915,103.8201,100.1691,100.2433,279827.0
2020-02-15,102.7915,103.8201,100.1691,100.2433,279827.0
2020-02-16,102.7915,103.8201,100.1691,100.2433,279827.0
2020-02-17,102.7915,103.8201,100.1691,100.2433,279827.0
2020-02-18,100.1599,101.8973,99.6317,101.3274,237080.0
2020-02-19,101.4664,103.5328,101.4664,103.4031,172560.0
2020-02-20,103.3104,103.8757,102.5228,103.6625,209057.0
2020-02-21,103.0602,103.4587,102.0224,102.7544,182849.0
2020-02-22,103.0602,103.4587,102.0224,102.7544,182849.0
2020-02-23,103.0602,103.4587,102.0224,102.7544,182849.0
2020-02-24,100.0579,101.207,98.6216,100.4842,391412.0
2020-02-25,100.512,100.5861,96.7962,96.8703,418012.0
2020-02-26,97.1205,97.5097,93.9977,94.1275,355169.0
2020-02-27,91.7646,97.8433,91.4588,95.8695,574447.0
2020-02-28,93.3213,95.0448,92.0611,93.5622,753045.0
2020-02-29,93.3213,95.0448,92.0611,93.5622,753045.0
2020-03-01,93.3213,95.0448,92.0611,93.5622,753045.0
2020-03-02,94.0904,97.5097,92.8256,97.3892,447017.0
2020-03-03,97.1946,98.3066,94.4425,94.7483,424276.0
2020-03-04,96.1197,97.7228,94.2155,97.6487,374957.0
2020-03-05,95.2672,97.2641,92.5244,92.8765,300542.0
2020-03-06,90.2263,94.0533,89.6611,93.9051,446892.0
2020-03-07,90.2263,94.0533,89.6611,93.9051,446892.0
2020-03-08,90.2263,94.0533,89.6611,93.9051,446892.0
2020-03-09,88.7437,90.4209,86.492,86.6681,492749.0
2020-03-10,88.5306,90.8009,87.604,90.7545,539212.0
2020-03-11,88.2897,90.1522,87.7893,88.8642,360136.0
2020-03-12,83.5824,88.0951,81.8496,83.8974,781355.0
2020-03-13,86.6032,91.8572,85.4264,91.7738,648021.0
