,EXPR US Equity,EXPR US Equity,EXPR US Equity,EXPR US Equity,EXPR US Equity
2023-01-29,21.4,23.8,21.2,22.6,149393.0
2023-01-30,22.0,23.0,21.6,23.0,68720.0
2023-01-31,23.0,23.8,22.6,23.2,72268.0
2023-02-01,23.0,24.0,22.2,23.6,148191.0
2023-02-02,24.6,26.6,23.8,24.6,312802.0
2023-02-03,24.2,25.0,23.2,23.6,159540.0
2023-02-04,24.2,25.0,23.2,23.6,159540.0
2023-02-05,24.2,25.0,23.2,23.6,159540.0
2023-02-06,24.6,29.4,24.536,27.4,563076.0
2023-02-07,29.4,29.4,25.4,26.6,362226.0
2023-02-08,26.6,26.6,24.4,25.0,114765.0
2023-02-09,25.0,25.8,22.4,22.4,132631.0
2023-02-10,23.2,23.2,22.2,22.6,53147.0
2023-02-11,23.2,23.2,22.2,22.6,53147.0
2023-02-12,23.2,23.2,22.2,22.6,53147.0
2023-02-13,22.6,23.2,21.8,22.8,87532.0
2023-02-14,22.616,23.4,22.0,22.8,73739.0
2023-02-15,23.0,24.6,22.446,23.8,99741.0
2023-02-16,23.0,23.9,22.6,22.6,52905.0
2023-02-17,22.4,23.0,22.0,22.8,56792.0
2023-02-18,22.4,23.0,22.0,22.8,56792.0
2023-02-19,22.4,23.0,22.0,22.8,56792.0
2023-02-20,22.4,23.0,22.0,22.8,56792.0
2023-02-21,22.0,22.6,21.4,21.4,50914.0
2023-02-22,21.8,22.2,21.4,21.8,40704.0
2023-02-23,21.4,22.0,20.6,21.0,55865.0
2023-02-24,20.8,21.4,20.4,20.6,43341.0
2023-02-25,20.8,21.4,20.4,20.6,43341.0
2023-02-26,20.8,21.4,20.4,20.6,43341.0
2023-02-27,20.8,21.2,20.4,20.6,39603.0
2023-02-28,20.6,21.0,20.2,20.4,40294.0
2023-03-01,20.0,20.36,19.8,20.0,48927.0
2023-03-02,20.0,20.2,19.514,19.62,52549.0
2023-03-03,20.0,20.8,19.6,20.6,63519.0
2023-03-04,20.0,20.8,19.6,20.6,63519.0
2023-03-05,20.0,20.8,19.6,20.6,63519.0
2023-03-06,20.8,21.1,19.602,19.79,83680.0
2023-03-07,19.938,20.0,19.022,19.114,60142.0
2023-03-08,19.158,19.598,18.022,18.286,66126.0
2023-03-09,18.694,18.694,17.75,17.8,47542.0
2023-03-10,17.4,17.998,16.8,17.536,81846.0
2023-03-11,17.4,17.998,16.8,17.536,81846.0
2023-03-12,17.4,17.998,16.8,17.536,81846.0
2023-03-13,17.4,18.144,16.8,17.602,46254.0
2023-03-14,17.76,17.998,17.225,17.776,57805.0
2023-03-15,17.514,17.654,17.1,17.584,36800.0
2023-03-16,17.6,18.4,17.6,17.958,43503.0
2023-03-17,18.196,18.196,17.2,17.216,129193.0
2023-03-18,18.196,18.196,17.2,17.216,129193.0
2023-03-19,18.196,18.196,17.2,17.216,129193.0
2023-03-20,17.4,17.428,16.3,16.456,59053.0
2023-03-21,16.74,17.0,16.64,16.948,50543.0
2023-03-22,18.0,18.198,16.8,16.8,84647.0
2023-03-23,16.94,17.546,16.8,17.0,129130.0
2023-03-24,16.0,16.038,14.046,15.0,284735.0
2023-03-25,16.0,16.038,14.046,15.0,284735.0
2023-03-26,16.0,16.038,14.046,15.0,284735.0
2023-03-27,14.494,14.88,14.4,14.604,66639.0
2023-03-28,14.4,14.946,14.2,14.65,61828.0
2023-03-29,14.65,15.984,14.42,15.808,77302.0
2023-03-30,16.2,16.478,15.614,16.0,63561.0
2023-03-31,16.228,16.302,15.6,15.766,42898.0
2023-04-01,16.228,16.302,15.6,15.766,42898.0
2023-04-02,16.228,16.302,15.6,15.766,42898.0
2023-04-03,16.0,16.0,15.458,15.624,27161.0
2023-04-04,15.624,15.624,14.6,14.6,43640.0
2023-04-05,15.338,15.338,13.8,13.83,57448.0
2023-04-06,13.86,14.0,13.4,13.706,53914.0
2023-04-07,13.86,14.0,13.4,13.706,53914.0
2023-04-08,13.86,14.0,13.4,13.706,53914.0
2023-04-09,13.86,14.0,13.4,13.706,53914.0
2023-04-10,13.8,13.962,13.28,13.766,44077.0
2023-04-11,14.0,14.236,13.64,13.96,36151.0
2023-04-12,14.4,14.4,13.4,13.414,47311.0
2023-04-13,13.454,13.754,13.202,13.476,144431.0
2023-04-14,15.92,19.3,15.4,16.8,584143.0
2023-04-15,15.92,19.3,15.4,16.8,584143.0
2023-04-16,15.92,19.3,15.4,16.8,584143.0
2023-04-17,17.12,17.998,16.222,17.45,107596.0
2023-04-18,17.038,18.4,16.202,18.118,90700.0
2023-04-19,18.118,19.7,17.6,19.346,87245.0
2023-04-20,18.694,19.538,18.082,18.206,32924.0
2023-04-21,18.166,18.19,17.0,17.414,45447.0
2023-04-22,18.166,18.19,17.0,17.414,45447.0
2023-04-23,18.166,18.19,17.0,17.414,45447.0
2023-04-24,17.308,17.564,16.454,16.758,37271.0
2023-04-25,16.518,16.764,16.244,16.526,20251.0
2023-04-26,16.516,17.2,16.202,16.73,31236.0
2023-04-27,16.6,16.964,16.202,16.54,25959.0
2023-04-28,16.6,17.0,15.822,16.15,40442.0
2023-04-29,16.6,17.0,15.822,16.15,40442.0
2023-04-30,16.6,17.0,15.822,16.15,40442.0
2023-05-01,15.6,16.124,15.422,16.036,25645.0
2023-05-02,16.0,16.0,15.27,15.54,20270.0
2023-05-03,15.722,16.8,15.44,16.714,37560.0
2023-05-04,16.8,16.9,16.0,16.184,19119.0
2023-05-05,16.316,17.198,16.02,16.922,25301.0
2023-05-06,16.316,17.198,16.02,16.922,25301.0
2023-05-07,16.316,17.198,16.02,16.922,25301.0
2023-05-08,17.1,17.764,16.6,17.57,25173.0
2023-05-09,17.57,17.57,16.222,16.922,35680.0
2023-05-10,16.98,17.2,16.24,16.592,41652.0
2023-05-11,16.516,16.998,16.24,16.628,11468.0
2023-05-12,16.516,16.6,15.256,16.1,47395.0
2023-05-13,16.516,16.6,15.256,16.1,47395.0
2023-05-14,16.516,16.6,15.256,16.1,47395.0
2023-05-15,15.9,16.4,15.8,16.2,27440.0
2023-05-16,15.8,16.38,15.14,15.226,42494.0
2023-05-17,15.0,16.0,15.0,15.956,20360.0
2023-05-18,15.986,16.6,15.8,16.4,29859.0
2023-05-19,16.58,16.6,15.528,15.896,57473.0
2023-05-20,16.58,16.6,15.528,15.896,57473.0
2023-05-21,16.58,16.6,15.528,15.896,57473.0
2023-05-22,16.2,16.2,14.6,16.17,54609.0
2023-05-23,16.2,16.802,16.032,16.266,56139.0
2023-05-24,13.5,14.0,13.022,13.402,252017.0
2023-05-25,13.84,13.84,13.0,13.004,73873.0
2023-05-26,12.4,12.8,11.0,12.4,145125.0
2023-05-27,12.4,12.8,11.0,12.4,145125.0
2023-05-28,12.4,12.8,11.0,12.4,145125.0
2023-05-29,12.4,12.8,11.0,12.4,145125.0
2023-05-30,12.526,12.642,11.6,12.092,77429.0
2023-05-31,12.394,12.394,11.0,11.408,117741.0
2023-06-01,11.46,12.384,11.304,11.858,63260.0
2023-06-02,12.198,12.78,12.0,12.4,56411.0
2023-06-03,12.198,12.78,12.0,12.4,56411.0
2023-06-04,12.198,12.78,12.0,12.4,56411.0
2023-06-05,12.4,12.4,11.802,12.02,37344.0
2023-06-06,12.0,13.058,12.0,12.544,64143.0
2023-06-07,13.0,13.8,12.642,13.18,77301.0
2023-06-08,12.928,13.18,12.002,12.19,96115.0
2023-06-09,12.2,12.65,12.032,12.09,48901.0
2023-06-10,12.2,12.65,12.032,12.09,48901.0
2023-06-11,12.2,12.65,12.032,12.09,48901.0
2023-06-12,12.1,12.666,12.0,12.202,38581.0
2023-06-13,12.4,13.368,12.26,13.256,78854.0
2023-06-14,13.364,13.394,12.022,12.024,101115.0
2023-06-15,12.4,12.806,12.044,12.78,61118.0
2023-06-16,13.054,13.3,12.432,12.596,37781.0
2023-06-17,13.054,13.3,12.432,12.596,37781.0
2023-06-18,13.054,13.3,12.432,12.596,37781.0
2023-06-19,13.054,13.3,12.432,12.596,37781.0
2023-06-20,12.7,12.978,12.428,12.596,62802.0
2023-06-21,12.718,13.2,12.2,12.598,45641.0
2023-06-22,12.4,12.476,11.9,12.172,56095.0
2023-06-23,11.876,12.6,11.77,11.77,367727.0
2023-06-24,11.876,12.6,11.77,11.77,367727.0
2023-06-25,11.876,12.6,11.77,11.77,367727.0
2023-06-26,12.2,12.36,11.416,11.416,33044.0
2023-06-27,11.856,12.56,11.856,12.202,36500.0
2023-06-28,12.6,12.6,12.0,12.0,31807.0
2023-06-29,12.0,12.28,12.0,12.244,23746.0
2023-06-30,12.12,12.3,11.806,11.868,53811.0
2023-07-01,12.12,12.3,11.806,11.868,53811.0
2023-07-02,12.12,12.3,11.806,11.868,53811.0
2023-07-03,11.6,12.882,11.6,12.228,62938.0
2023-07-04,11.6,12.882,11.6,12.228,62938.0
2023-07-05,12.228,12.596,12.16,12.4,30693.0
2023-07-06,12.4,12.6,12.012,12.1,19242.0
2023-07-07,12.2,13.0,12.12,12.3,60531.0
2023-07-08,12.2,13.0,12.12,12.3,60531.0
2023-07-09,12.2,13.0,12.12,12.3,60531.0
2023-07-10,12.44,13.2,12.358,12.982,50365.0
2023-07-11,12.854,14.8,12.854,14.0,101875.0
2023-07-12,14.0,14.38,13.868,14.02,41399.0
2023-07-13,14.5,15.6,14.2,14.86,71067.0
2023-07-14,14.8,14.98,13.4,13.738,44193.0
2023-07-15,14.8,14.98,13.4,13.738,44193.0
2023-07-16,14.8,14.98,13.4,13.738,44193.0
2023-07-17,13.8,14.9,13.8,14.2,27769.0
2023-07-18,14.016,14.6,14.0,14.38,19959.0
2023-07-19,14.58,14.6,14.114,14.4,22383.0
2023-07-20,14.4,14.5,14.004,14.2,26912.0
2023-07-21,14.004,14.198,13.604,13.604,28260.0
2023-07-22,14.004,14.198,13.604,13.604,28260.0
2023-07-23,14.004,14.198,13.604,13.604,28260.0
2023-07-24,13.856,16.0,13.6,15.196,105729.0
2023-07-25,15.2,15.3,14.0,14.6,49602.0
2023-07-26,14.0,15.6,14.0,15.6,27946.0
2023-07-27,16.0,16.6,15.068,15.068,59945.0
2023-07-28,15.276,15.698,15.022,15.372,14373.0
2023-07-29,15.276,15.698,15.022,15.372,14373.0
2023-07-30,15.276,15.698,15.022,15.372,14373.0
2023-07-31,15.622,16.2,15.4,15.46,21208.0
2023-08-01,16.4,16.596,15.6,16.41,68153.0
2023-08-02,16.6,16.7,15.404,15.756,54427.0
2023-08-03,15.612,17.198,15.604,16.892,79441.0
2023-08-04,17.2,17.84,16.614,17.212,56711.0
2023-08-05,17.2,17.84,16.614,17.212,56711.0
2023-08-06,17.2,17.84,16.614,17.212,56711.0
2023-08-07,17.3,17.6,15.66,16.0,47013.0
2023-08-08,16.2,16.4,15.342,16.22,21018.0
2023-08-09,16.0,16.6,15.0,15.248,36656.0
2023-08-10,15.3,15.66,15.0,15.576,15662.0
2023-08-11,15.116,16.2,15.116,15.97,21134.0
2023-08-12,15.116,16.2,15.116,15.97,21134.0
2023-08-13,15.116,16.2,15.116,15.97,21134.0
2023-08-14,15.874,15.98,15.06,15.22,21382.0
2023-08-15,15.022,15.2,14.8,15.2,12312.0
2023-08-16,14.62,15.0,14.098,14.196,24939.0
2023-08-17,14.0,14.8,14.0,14.6,36772.0
2023-08-18,13.4,13.6,11.032,11.5,190195.0
2023-08-19,13.4,13.6,11.032,11.5,190195.0
2023-08-20,13.4,13.6,11.032,11.5,190195.0
2023-08-21,11.6,11.638,11.0,11.0,74525.0
2023-08-22,11.2,11.2,9.706,10.784,109309.0
2023-08-23,10.4,11.2,10.006,10.922,40601.0
2023-08-24,11.048,11.4,10.0,10.174,38561.0
2023-08-25,10.06,10.594,10.0,10.326,27170.0
2023-08-26,10.06,10.594,10.0,10.326,27170.0
2023-08-27,10.06,10.594,10.0,10.326,27170.0
2023-08-28,9.926,10.556,9.926,10.302,41284.0
2023-08-29,10.19,10.598,10.02,10.066,44143.0
2023-08-30,10.2,10.36,10.0,10.0,40529.0
2023-08-31,9.01,10.56,9.0,10.09,207278.0
2023-09-01,9.74,9.9886,9.5,9.71,98373.0
2023-09-02,9.74,9.9886,9.5,9.71,98373.0
2023-09-03,9.74,9.9886,9.5,9.71,98373.0
2023-09-04,9.74,9.9886,9.5,9.71,98373.0
2023-09-05,9.55,9.56,8.15,8.2,274901.0
2023-09-06,9.17,10.88,8.2188,8.87,731541.0
2023-09-07,8.41,8.87,8.15,8.46,90980.0
2023-09-08,8.76,8.99,8.36,8.97,94080.0
2023-09-09,8.76,8.99,8.36,8.97,94080.0
2023-09-10,8.76,8.99,8.36,8.97,94080.0
2023-09-11,9.1,9.22,8.9,9.08,57040.0
2023-09-12,8.84,9.13,8.57,8.84,53686.0
2023-09-13,8.81,8.8997,8.64,8.73,29035.0
2023-09-14,8.77,9.03,8.6713,8.99,21581.0
2023-09-15,9.04,9.8,8.9101,9.74,72368.0
2023-09-16,9.04,9.8,8.9101,9.74,72368.0
2023-09-17,9.04,9.8,8.9101,9.74,72368.0
2023-09-18,9.6,9.74,9.19,9.34,79997.0
2023-09-19,9.46,9.5,9.02,9.13,33084.0
2023-09-20,9.17,9.3,8.93,9.02,36253.0
2023-09-21,8.88,9.16,8.6601,9.16,31732.0
2023-09-22,9.22,9.22,8.65,8.76,23171.0
2023-09-23,9.22,9.22,8.65,8.76,23171.0
2023-09-24,9.22,9.22,8.65,8.76,23171.0
2023-09-25,8.65,8.75,8.41,8.49,22349.0
2023-09-26,8.4983,8.6,7.86,7.96,47696.0
2023-09-27,8.18,8.18,7.8,7.87,27782.0
2023-09-28,8.08,8.15,7.78,8.13,42674.0
2023-09-29,8.2,9.41,8.2,9.0,59110.0
2023-09-30,8.2,9.41,8.2,9.0,59110.0
2023-10-01,8.2,9.41,8.2,9.0,59110.0
2023-10-02,9.05,9.1435,8.62,8.79,25550.0
2023-10-03,8.8,8.8035,8.43,8.6,16044.0
2023-10-04,8.59,8.8,8.445,8.8,20561.0
2023-10-05,8.7,8.9849,8.33,8.41,31393.0
2023-10-06,8.4,8.49,7.81,8.37,29184.0
2023-10-07,8.4,8.49,7.81,8.37,29184.0
2023-10-08,8.4,8.49,7.81,8.37,29184.0
2023-10-09,8.12,8.12,7.895,8.1,39583.0
2023-10-10,8.0,8.345,7.8604,8.25,30609.0
2023-10-11,8.17,8.3,7.98,8.04,19812.0
2023-10-12,8.1,8.1,7.36,8.03,91961.0
2023-10-13,8.0,8.67,7.6484,8.4,63246.0
2023-10-14,8.0,8.67,7.6484,8.4,63246.0
2023-10-15,8.0,8.67,7.6484,8.4,63246.0
2023-10-16,8.55,8.68,8.36,8.48,16697.0
2023-10-17,8.48,8.95,8.4,8.47,34937.0
2023-10-18,8.41,9.0,8.0,8.99,93054.0
2023-10-19,9.02,9.25,8.7001,9.15,62855.0
2023-10-20,9.0,9.26,8.5968,9.16,28949.0
2023-10-21,9.0,9.26,8.5968,9.16,28949.0
2023-10-22,9.0,9.26,8.5968,9.16,28949.0
2023-10-23,9.09,9.5,8.51,8.7,58884.0
2023-10-24,8.97,9.29,8.71,8.88,37709.0
2023-10-25,8.9,9.06,8.74,9.06,20653.0
2023-10-26,9.01,9.18,8.7613,9.01,17340.0
2023-10-27,9.14,9.14,8.58,8.64,25049.0
2023-10-28,9.14,9.14,8.58,8.64,25049.0
2023-10-29,9.14,9.14,8.58,8.64,25049.0
2023-10-30,8.72,9.08,8.5,8.96,28141.0
2023-10-31,8.88,8.99,8.5,8.9,26335.0
2023-11-01,8.73,8.78,8.4,8.74,38131.0
2023-11-02,8.85,9.0,8.55,8.88,31844.0
2023-11-03,9.1,9.2,8.74,8.99,50998.0
2023-11-04,9.1,9.2,8.74,8.99,50998.0
2023-11-05,9.1,9.2,8.74,8.99,50998.0
2023-11-06,9.1,9.29,8.77,9.24,30443.0
2023-11-07,9.09,9.48,8.86,9.0,30993.0
2023-11-08,9.27,9.5,9.0946,9.34,49531.0
2023-11-09,9.34,9.62,8.91,8.94,25038.0
2023-11-10,8.91,9.75,8.72,9.5,48172.0
2023-11-11,8.91,9.75,8.72,9.5,48172.0
2023-11-12,8.91,9.75,8.72,9.5,48172.0
2023-11-13,9.29,9.35,8.8,9.02,36588.0
2023-11-14,9.4,9.4,8.64,9.06,87506.0
2023-11-15,9.03,9.72,9.03,9.52,52962.0
2023-11-16,9.44,9.7,9.41,9.49,17091.0
2023-11-17,9.73,10.25,9.58,10.24,75862.0
2023-11-18,9.73,10.25,9.58,10.24,75862.0
2023-11-19,9.73,10.25,9.58,10.24,75862.0
2023-11-20,10.33,10.89,10.26,10.63,28989.0
2023-11-21,10.68,10.68,9.84,10.0,37440.0
2023-11-22,10.15,10.15,8.9,9.11,70804.0
2023-11-23,10.15,10.15,8.9,9.11,70804.0
2023-11-24,9.29,9.58,9.14,9.44,34885.0
2023-11-25,9.29,9.58,9.14,9.44,34885.0
2023-11-26,9.29,9.58,9.14,9.44,34885.0
2023-11-27,9.28,9.5,9.0,9.11,55155.0
2023-11-28,9.11,9.51,9.03,9.51,38666.0
2023-11-29,9.63,10.0,9.3,9.78,76550.0
2023-11-30,9.0,9.49,8.59,8.59,132271.0
2023-12-01,8.78,9.115,8.64,8.84,51167.0
2023-12-02,8.78,9.115,8.64,8.84,51167.0
2023-12-03,8.78,9.115,8.64,8.84,51167.0
2023-12-04,8.63,8.8899,8.19,8.37,113522.0
2023-12-05,8.47,8.535,8.19,8.4,48662.0
2023-12-06,8.64,8.64,8.12,8.27,56570.0
2023-12-07,8.38,8.3848,8.199,8.24,23014.0
2023-12-08,8.28,8.49,8.21,8.47,58900.0
2023-12-09,8.28,8.49,8.21,8.47,58900.0
2023-12-10,8.28,8.49,8.21,8.47,58900.0
2023-12-11,8.47,8.4857,8.21,8.25,28475.0
2023-12-12,8.2,8.6,8.1901,8.38,38295.0
2023-12-13,8.29,8.42,8.21,8.41,14783.0
2023-12-14,8.45,8.772,8.27,8.44,62725.0
2023-12-15,8.38,8.6899,8.12,8.29,52497.0
2023-12-16,8.38,8.6899,8.12,8.29,52497.0
2023-12-17,8.38,8.6899,8.12,8.29,52497.0
2023-12-18,8.49,8.49,7.805,7.93,61794.0
2023-12-19,8.1,8.4999,7.84,8.43,117179.0
2023-12-20,8.39,8.55,8.1,8.3,89738.0
2023-12-21,8.4,8.4,8.16,8.36,39508.0
2023-12-22,8.15,8.47,8.15,8.39,46062.0
2023-12-23,8.15,8.47,8.15,8.39,46062.0
2023-12-24,8.15,8.47,8.15,8.39,46062.0
2023-12-25,8.15,8.47,8.15,8.39,46062.0
2023-12-26,8.46,8.4816,8.16,8.3,65350.0
2023-12-27,8.27,8.2859,8.0166,8.24,104900.0
2023-12-28,8.1,8.43,8.1,8.36,97683.0
2023-12-29,8.37,8.4,8.12,8.37,69796.0
2023-12-30,8.37,8.4,8.12,8.37,69796.0
2023-12-31,8.37,8.4,8.12,8.37,69796.0
2024-01-01,8.37,8.4,8.12,8.37,69796.0
2024-01-02,8.35,9.39,8.27,8.91,121165.0
