,AA US Equity,AA US Equity,AA US Equity,AA US Equity,AA US Equity
2022-05-03,63.7687,66.2052,62.8196,63.2697,6510792.0
2022-05-04,63.6024,66.6259,62.8294,66.4987,5753312.0
2022-05-05,66.3128,66.7042,60.6082,62.0955,6049343.0
2022-05-06,61.0289,61.4497,58.7099,59.7275,5591505.0
2022-05-07,61.0289,61.4497,58.7099,59.7275,5591505.0
2022-05-08,61.0289,61.4497,58.7099,59.7275,5591505.0
2022-05-09,57.2421,57.3137,52.5747,53.0444,12074884.0
2022-05-10,54.3164,55.6863,52.4573,54.6393,8497550.0
2022-05-11,56.2245,58.0837,55.0601,55.4417,6194322.0
2022-05-12,53.6706,55.1482,52.1931,53.4064,7408825.0
2022-05-13,56.0582,58.3968,55.6765,57.0758,7740582.0
2022-05-14,56.0582,58.3968,55.6765,57.0758,7740582.0
2022-05-15,56.0582,58.3968,55.6765,57.0758,7740582.0
2022-05-16,58.3206,59.9379,57.4384,59.0851,6681535.0
2022-05-17,62.898,63.4273,60.575,62.1433,6836941.0
2022-05-18,61.3788,62.5539,58.8205,59.3106,6828123.0
2022-05-19,58.9675,63.1921,58.9185,60.8201,6751699.0
2022-05-20,61.81,62.4863,57.3502,59.3694,8740955.0
2022-05-21,61.81,62.4863,57.3502,59.3694,8740955.0
2022-05-22,61.81,62.4863,57.3502,59.3694,8740955.0
2022-05-23,61.0651,62.3883,58.6735,61.8885,6221409.0
2022-05-24,60.7612,60.9475,58.8989,60.1143,6208093.0
2022-05-25,58.8401,60.241,57.7129,59.7321,6188583.0
2022-05-26,59.7419,61.9963,58.5558,61.6042,5268412.0
2022-05-27,62.3295,64.6722,61.9941,63.2215,6887413.0
2022-05-28,62.3295,64.6722,61.9941,63.2215,6887413.0
2022-05-29,62.3295,64.6722,61.9941,63.2215,6887413.0
2022-05-30,62.3295,64.6722,61.9941,63.2215,6887413.0
2022-05-31,64.78,66.1816,60.0898,60.4966,18488763.0
2022-06-01,59.9232,62.4471,59.438,61.1729,4459146.0
2022-06-02,62.4374,63.8488,61.6042,62.5648,3925145.0
2022-06-03,61.3101,61.8002,59.8497,60.6044,3182762.0
2022-06-04,61.3101,61.8002,59.8497,60.6044,3182762.0
2022-06-05,61.3101,61.8002,59.8497,60.6044,3182762.0
2022-06-06,61.3494,62.9765,59.982,62.751,5390902.0
2022-06-07,61.5552,64.2507,60.9965,64.2115,3811076.0
2022-06-08,63.2509,64.5927,60.8887,61.0455,4453330.0
2022-06-09,60.2418,60.477,54.4587,54.4587,10345893.0
2022-06-10,52.9688,53.6648,51.528,51.9592,9354669.0
2022-06-11,52.9688,53.6648,51.528,51.9592,9354669.0
2022-06-12,52.9688,53.6648,51.528,51.9592,9354669.0
2022-06-13,48.607,49.9107,47.3132,48.8521,7334355.0
2022-06-14,49.1755,49.5088,47.3426,47.9503,5759070.0
2022-06-15,48.5678,51.3515,48.0385,50.0969,10392370.0
2022-06-16,47.4994,50.832,47.4896,48.6953,8381338.0
2022-06-17,48.4894,49.2049,46.6958,48.3032,8593426.0
2022-06-18,48.4894,49.2049,46.6958,48.3032,8593426.0
2022-06-19,48.4894,49.2049,46.6958,48.3032,8593426.0
2022-06-20,48.4894,49.2049,46.6958,48.3032,8593426.0
2022-06-21,49.7833,50.9104,48.509,49.0873,5540918.0
2022-06-22,46.5683,48.9011,46.5291,47.9307,6423987.0
2022-06-23,47.029,47.8278,44.3237,45.6959,8209069.0
2022-06-24,46.2546,48.8582,45.5979,48.3816,7387829.0
2022-06-25,46.2546,48.8582,45.5979,48.3816,7387829.0
2022-06-26,46.2546,48.8582,45.5979,48.3816,7387829.0
2022-06-27,49.5186,49.5186,47.7837,48.5776,4212020.0
2022-06-28,49.1265,50.087,47.8991,48.2738,5222532.0
2022-06-29,48.7541,48.7639,45.9508,46.6761,4292061.0
2022-06-30,45.2646,45.6665,43.3925,44.6765,6217520.0
2022-07-01,43.9953,44.921,42.4907,43.8924,6634831.0
2022-07-02,43.9953,44.921,42.4907,43.8924,6634831.0
2022-07-03,43.9953,44.921,42.4907,43.8924,6634831.0
2022-07-04,43.9953,44.921,42.4907,43.8924,6634831.0
2022-07-05,41.981,42.4025,40.55,41.2557,7444969.0
2022-07-06,41.0597,42.2653,39.8442,41.785,8640691.0
2022-07-07,44.5981,45.8037,44.2845,44.7451,7508197.0
2022-07-08,44.7255,44.8824,43.5199,43.9414,5312466.0
2022-07-09,44.7255,44.8824,43.5199,43.9414,5312466.0
2022-07-10,44.7255,44.8824,43.5199,43.9414,5312466.0
2022-07-11,42.9514,43.5003,41.7458,41.883,4849341.0
2022-07-12,40.8244,42.0987,40.3453,41.4125,4310102.0
2022-07-13,40.7656,42.6671,40.5598,42.3339,3671339.0
2022-07-14,40.0305,40.3343,38.7808,40.0011,5408234.0
2022-07-15,40.7362,42.2065,39.5111,42.2065,5191708.0
2022-07-16,40.7362,42.2065,39.5111,42.2065,5191708.0
2022-07-17,40.7362,42.2065,39.5111,42.2065,5191708.0
2022-07-18,43.5885,44.3531,42.231,42.5593,5707284.0
2022-07-19,42.4319,44.0296,42.0006,44.01,5484089.0
2022-07-20,43.7846,44.5883,42.7358,44.1668,6823184.0
2022-07-21,46.3918,46.5095,42.5985,44.255,12226238.0
2022-07-22,45.1372,47.5091,44.5687,44.8922,10121229.0
2022-07-23,45.1372,47.5091,44.5687,44.8922,10121229.0
2022-07-24,45.1372,47.5091,44.5687,44.8922,10121229.0
2022-07-25,45.8723,46.779,45.2842,45.8723,6842148.0
2022-07-26,46.1958,47.2688,45.245,46.0586,5336657.0
2022-07-27,46.6614,47.0093,44.9804,46.8035,4819049.0
2022-07-28,47.3328,48.2444,45.7057,48.1071,5081035.0
2022-07-29,48.8325,50.0038,48.117,49.8813,5622033.0
2022-07-30,48.8325,50.0038,48.117,49.8813,5622033.0
2022-07-31,48.8325,50.0038,48.117,49.8813,5622033.0
2022-08-01,48.8913,49.2246,47.1074,47.323,5926862.0
2022-08-02,46.8917,48.5776,46.3237,47.3818,4685863.0
2022-08-03,47.7053,47.8853,46.5732,47.5288,4383122.0
2022-08-04,47.5779,48.656,46.2644,46.9015,4494611.0
2022-08-05,46.5487,50.3322,46.5095,48.5384,5074792.0
2022-08-06,46.5487,50.3322,46.5095,48.5384,5074792.0
2022-08-07,46.5487,50.3322,46.5095,48.5384,5074792.0
2022-08-08,48.7643,49.5009,47.6054,47.7821,4228844.0
2022-08-09,48.5679,49.8349,48.3813,49.4813,4725274.0
2022-08-10,50.4045,52.4965,49.8889,52.0054,5677794.0
2022-08-11,53.3019,54.6376,52.1724,52.3197,4924474.0
2022-08-12,51.4652,52.4769,50.8465,51.8188,4262674.0
2022-08-13,51.4652,52.4769,50.8465,51.8188,4262674.0
2022-08-14,51.4652,52.4769,50.8465,51.8188,4262674.0
2022-08-15,49.6875,51.2492,49.0393,50.7777,4225088.0
2022-08-16,51.8581,52.9287,51.6519,52.1724,4925114.0
2022-08-17,51.1018,51.5045,50.375,51.0527,4020402.0
2022-08-18,51.6322,53.2331,51.426,52.8796,4021462.0
2022-08-19,51.5929,51.8385,49.7808,50.1,4467135.0
2022-08-20,51.5929,51.8385,49.7808,50.1,4467135.0
2022-08-21,51.5929,51.8385,49.7808,50.1,4467135.0
2022-08-22,49.1081,50.0411,48.1848,49.3732,4340009.0
2022-08-23,50.1492,52.9139,49.7661,52.1429,5267034.0
2022-08-24,51.1804,53.4885,50.8465,53.459,4943568.0
2022-08-25,54.2055,55.9832,53.4296,55.9046,4968527.0
2022-08-26,56.6412,57.1962,54.2153,54.8439,5506845.0
2022-08-27,56.6412,57.1962,54.2153,54.8439,5506845.0
2022-08-28,56.6412,57.1962,54.2153,54.8439,5506845.0
2022-08-29,54.1858,55.8693,53.6948,54.5099,5515827.0
2022-08-30,53.9108,53.9108,49.1375,49.884,7757509.0
2022-08-31,49.4322,49.7072,48.0179,48.5973,5649651.0
2022-09-01,46.8442,47.5464,45.2776,47.2223,5971366.0
2022-09-02,48.4009,49.4517,48.0573,48.3714,3963120.0
2022-09-03,48.4009,49.4517,48.0573,48.3714,3963120.0
2022-09-04,48.4009,49.4517,48.0573,48.3714,3963120.0
2022-09-05,48.4009,49.4517,48.0573,48.3714,3963120.0
2022-09-06,48.7741,49.6187,46.6036,47.0553,6800871.0
2022-09-07,46.1812,47.2125,45.2973,46.8098,5242804.0
2022-09-08,47.1241,48.067,46.3089,47.9884,5264385.0
2022-09-09,49.5009,52.1233,49.3732,51.6813,7269523.0
2022-09-10,49.5009,52.1233,49.3732,51.6813,7269523.0
2022-09-11,49.5009,52.1233,49.3732,51.6813,7269523.0
2022-09-12,52.4474,52.8305,50.6402,51.4063,5283214.0
2022-09-13,49.442,51.5045,48.9411,49.3929,4331637.0
2022-09-14,48.2192,48.5875,43.2446,44.0106,13376446.0
2022-09-15,43.7749,44.7276,42.2452,42.3704,8631739.0
2022-09-16,42.3311,42.9794,40.8677,41.7026,11489623.0
2022-09-17,42.3311,42.9794,40.8677,41.7026,11489623.0
2022-09-18,42.3311,42.9794,40.8677,41.7026,11489623.0
2022-09-19,40.5142,44.3151,40.36,43.8339,6566960.0
2022-09-20,42.8026,43.0187,41.9383,42.7535,5023568.0
2022-09-21,42.724,43.0874,38.6677,38.707,11719965.0
2022-09-22,39.2275,39.6695,36.8114,36.8507,9867663.0
2022-09-23,35.2596,35.6721,34.4837,34.8765,8163851.0
2022-09-24,35.2596,35.6721,34.4837,34.8765,8163851.0
2022-09-25,35.2596,35.6721,34.4837,34.8765,8163851.0
2022-09-26,34.464,35.3774,33.7323,33.8551,7275503.0
2022-09-27,34.4149,35.2007,33.7863,34.081,8346278.0
2022-09-28,34.0614,34.8962,33.0988,34.6015,9904833.0
2022-09-29,36.4873,36.8802,33.6587,34.798,13168093.0
2022-09-30,34.189,35.1024,32.9515,33.0595,9024626.0
2022-10-01,34.189,35.1024,32.9515,33.0595,9024626.0
2022-10-02,34.189,35.1024,32.9515,33.0595,9024626.0
2022-10-03,33.7372,37.2632,33.3935,36.723,9731361.0
2022-10-04,38.4614,39.6695,37.6953,39.5123,9700670.0
2022-10-05,38.2355,39.699,37.6266,39.365,7798397.0
2022-10-06,38.6677,39.6302,37.9605,39.1391,6853926.0
2022-10-07,38.3436,38.653,37.2043,38.3141,6270625.0
2022-10-08,38.3436,38.653,37.2043,38.3141,6270625.0
2022-10-09,38.3436,38.653,37.2043,38.3141,6270625.0
2022-10-10,38.7954,39.4728,37.7755,38.1471,5590142.0
2022-10-11,37.1846,38.373,36.6248,37.1748,4918681.0
2022-10-12,37.1061,40.3766,35.9275,39.1489,17974220.0
2022-10-13,37.9507,40.2391,37.607,40.1508,8221708.0
2022-10-14,40.2097,40.2097,37.2141,37.6659,5606597.0
2022-10-15,40.2097,40.2097,37.2141,37.6659,5606597.0
2022-10-16,40.2097,40.2097,37.2141,37.6659,5606597.0
2022-10-17,38.7463,39.5712,37.715,38.6775,5538020.0
2022-10-18,39.6498,39.8561,37.8898,39.0016,5082704.0
2022-10-19,38.3239,38.6088,36.4873,36.9489,8372839.0
2022-10-20,35.181,40.9267,34.7685,38.2159,36329460.0
2022-10-21,38.157,41.1722,37.8721,40.3275,13762581.0
2022-10-22,38.157,41.1722,37.8721,40.3275,13762581.0
2022-10-23,38.157,41.1722,37.8721,40.3275,13762581.0
2022-10-24,39.3356,39.4338,37.9114,38.4713,7822356.0
2022-10-25,38.0735,41.6338,37.7543,40.7499,8522212.0
2022-10-26,41.3392,42.3115,40.5436,41.8892,6084100.0
2022-10-27,41.8204,42.0463,40.4552,40.6713,5169067.0
2022-10-28,40.0525,40.0574,37.7739,38.7855,6566408.0
2022-10-29,40.0525,40.0574,37.7739,38.7855,6566408.0
2022-10-30,40.0525,40.0574,37.7739,38.7855,6566408.0
2022-10-31,38.2637,39.4157,38.2243,38.4311,5388653.0
2022-11-01,40.1444,41.4835,39.6422,40.2527,6356120.0
2022-11-02,40.0853,40.5087,37.1904,37.1904,5227760.0
2022-11-03,36.5701,37.604,35.9516,37.1215,4407655.0
2022-11-04,40.9025,42.8522,40.1739,41.7493,11099443.0
2022-11-05,40.9025,42.8522,40.1739,41.7493,11099443.0
2022-11-06,40.9025,42.8522,40.1739,41.7493,11099443.0
2022-11-07,41.8183,42.1334,40.3708,40.873,4790732.0
2022-11-08,41.5327,42.7192,40.8238,42.5666,4740199.0
2022-11-09,41.8774,42.0894,39.721,40.0557,4181219.0
2022-11-10,42.1531,44.7919,42.1531,43.1574,8201898.0
2022-11-11,44.5655,49.981,44.3488,46.9286,18068228.0
2022-11-12,44.5655,49.981,44.3488,46.9286,18068228.0
2022-11-13,44.5655,49.981,44.3488,46.9286,18068228.0
2022-11-14,45.8357,48.2973,45.688,47.48,6572530.0
2022-11-15,48.8389,49.2229,47.6967,48.4548,5395269.0
2022-11-16,46.9188,48.0807,45.5304,47.9231,7751298.0
2022-11-17,46.2098,46.7317,44.851,46.6431,5688237.0
2022-11-18,47.4406,47.8247,46.0031,46.584,3967438.0
2022-11-19,47.4406,47.8247,46.0031,46.584,3967438.0
2022-11-20,47.4406,47.8247,46.0031,46.584,3967438.0
2022-11-21,45.4221,46.1704,43.827,45.9144,5378136.0
2022-11-22,46.9877,48.6616,46.2197,48.6025,5593316.0
2022-11-23,47.7656,48.2185,47.1453,47.7656,3214022.0
2022-11-24,47.7656,48.2185,47.1453,47.7656,3214022.0
2022-11-25,47.805,48.1914,46.8795,47.1551,1687359.0
2022-11-26,47.805,48.1914,46.8795,47.1551,1687359.0
2022-11-27,47.805,48.1914,46.8795,47.1551,1687359.0
2022-11-28,46.2,46.6135,44.8707,45.7175,4805316.0
2022-11-29,47.0468,47.5711,46.7228,46.968,3632245.0
2022-11-30,48.1299,49.7152,46.8991,49.3607,6778409.0
2022-12-01,49.2721,49.9909,48.1004,48.3465,3848362.0
2022-12-02,47.3225,49.8038,46.9188,49.6167,4833508.0
2022-12-03,47.3225,49.8038,46.9188,49.6167,4833508.0
2022-12-04,47.3225,49.8038,46.9188,49.6167,4833508.0
2022-12-05,49.725,50.4635,45.8061,45.8061,6391821.0
2022-12-06,46.5742,48.0511,46.328,47.5687,4103105.0
2022-12-07,46.8499,47.8936,45.8554,45.8849,3152394.0
2022-12-08,47.6474,47.7164,46.328,46.5545,2601892.0
2022-12-09,45.107,45.4418,44.0928,44.3882,4587155.0
2022-12-10,45.107,45.4418,44.0928,44.3882,4587155.0
2022-12-11,45.107,45.4418,44.0928,44.3882,4587155.0
2022-12-12,43.699,45.1759,43.118,45.107,4502758.0
2022-12-13,47.805,48.1299,44.7525,45.4615,4444303.0
2022-12-14,44.6541,45.2449,44.083,44.8018,3755322.0
2022-12-15,43.7187,43.9747,42.35,42.606,4300872.0
2022-12-16,41.9167,42.9014,41.5731,42.0644,7334754.0
2022-12-17,41.9167,42.9014,41.5731,42.0644,7334754.0
2022-12-18,41.9167,42.9014,41.5731,42.0644,7334754.0
2022-12-19,42.3401,42.5371,41.2669,41.6706,3189591.0
2022-12-20,41.966,43.6497,41.9267,43.4134,4948055.0
2022-12-21,43.9944,45.043,43.2755,44.1814,3986216.0
2022-12-22,43.8959,43.9451,41.1782,43.1771,3731046.0
2022-12-23,43.4922,43.886,42.8325,43.5217,2061757.0
2022-12-24,43.4922,43.886,42.8325,43.5217,2061757.0
2022-12-25,43.4922,43.886,42.8325,43.5217,2061757.0
2022-12-26,43.4922,43.886,42.8325,43.5217,2061757.0
2022-12-27,44.211,44.8804,43.9057,44.1716,2031480.0
2022-12-28,44.1716,44.1716,42.7635,43.1279,3116338.0
2022-12-29,43.3543,45.9834,43.0589,45.8455,4744674.0
2022-12-30,45.3039,45.7667,44.0042,44.7722,3614386.0
2022-12-31,45.3039,45.7667,44.0042,44.7722,3614386.0
2023-01-01,45.3039,45.7667,44.0042,44.7722,3614386.0
2023-01-02,45.3039,45.7667,44.0042,44.7722,3614386.0
2023-01-03,45.0676,45.9538,43.758,43.8959,2880182.0
2023-01-04,44.083,45.1956,43.69,44.4375,3523420.0
2023-01-05,44.6048,45.2843,43.4626,44.7919,3835722.0
2023-01-06,45.8061,47.0074,44.979,45.6486,4645220.0
2023-01-07,45.8061,47.0074,44.979,45.6486,4645220.0
2023-01-08,45.8061,47.0074,44.979,45.6486,4645220.0
2023-01-09,46.8597,49.8727,46.7612,49.4986,6175599.0
2023-01-10,49.8235,52.3098,49.1441,52.167,5734276.0
2023-01-11,52.3935,52.7282,50.8869,51.1528,5175953.0
2023-01-12,52.0291,52.5412,49.8235,52.5018,5733266.0
2023-01-13,52.0291,54.1757,51.6451,53.772,4697047.0
2023-01-14,52.0291,54.1757,51.6451,53.772,4697047.0
2023-01-15,52.0291,54.1757,51.6451,53.772,4697047.0
2023-01-16,52.0291,54.1757,51.6451,53.772,4697047.0
2023-01-17,53.772,54.6385,53.2304,54.0181,5288249.0
2023-01-18,55.633,56.725,52.3147,52.6298,9115377.0
2023-01-19,50.3552,52.329,48.7601,48.7601,12142684.0
2023-01-20,48.381,50.9361,47.933,50.2174,6097998.0
2023-01-21,48.381,50.9361,47.933,50.2174,6097998.0
2023-01-22,48.381,50.9361,47.933,50.2174,6097998.0
2023-01-23,50.4832,51.202,49.6463,50.9559,4311410.0
2023-01-24,50.434,53.2304,50.4143,52.0587,5561496.0
2023-01-25,51.074,51.8962,50.2863,51.3891,4584114.0
2023-01-26,51.6254,51.9404,49.6364,51.3103,3967436.0
2023-01-27,50.6014,52.6396,50.1977,51.9405,4772525.0
2023-01-28,50.6014,52.6396,50.1977,51.9405,4772525.0
2023-01-29,50.6014,52.6396,50.1977,51.9405,4772525.0
2023-01-30,51.1134,51.33,49.5084,49.5675,4370035.0
2023-01-31,49.1343,51.4974,48.7699,51.4383,4638765.0
2023-02-01,51.3005,53.8901,50.8279,53.7424,5479053.0
2023-02-02,53.447,53.6333,51.1233,52.8366,4665593.0
2023-02-03,52.5805,53.5455,51.7731,51.9307,3546185.0
2023-02-04,52.5805,53.5455,51.7731,51.9307,3546185.0
2023-02-05,52.5805,53.5455,51.7731,51.9307,3546185.0
2023-02-06,54.2938,54.5499,50.0795,51.2217,5405112.0
2023-02-07,51.3596,52.5805,50.0844,52.423,4359369.0
2023-02-08,51.3793,51.8715,49.8334,49.8432,4649482.0
2023-02-09,50.6802,50.8771,48.9511,49.2426,4197561.0
2023-02-10,48.5238,48.7305,47.4505,47.9428,4612560.0
2023-02-11,48.5238,48.7305,47.4505,47.9428,4612560.0
2023-02-12,48.5238,48.7305,47.4505,47.9428,4612560.0
2023-02-13,47.6474,47.9526,46.3969,47.2142,3334051.0
2023-02-14,46.7711,48.3268,46.2197,48.1791,4296238.0
2023-02-15,46.7809,47.8444,46.5546,47.6671,3628285.0
2023-02-16,47.549,49.666,47.3126,48.0216,5437503.0
2023-02-17,47.4357,47.4505,45.6092,46.1704,5550593.0
2023-02-18,47.4357,47.4505,45.6092,46.1704,5550593.0
2023-02-19,47.4357,47.4505,45.6092,46.1704,5550593.0
2023-02-20,47.4357,47.4505,45.6092,46.1704,5550593.0
2023-02-21,47.3914,49.0256,47.0763,47.3323,5382019.0
2023-02-22,48.9669,50.178,47.7656,48.2284,7719780.0
2023-02-23,47.7557,48.2776,45.8357,47.224,4654339.0
2023-02-24,46.2098,46.2098,44.5753,45.7372,4587667.0
2023-02-25,46.2098,46.2098,44.5753,45.7372,4587667.0
2023-02-26,46.2098,46.2098,44.5753,45.7372,4587667.0
2023-02-27,46.1311,47.6917,45.6584,47.3028,4931159.0
2023-02-28,47.5096,49.2721,47.0665,48.189,3871434.0
2023-03-01,50.5029,52.1473,49.7546,50.8574,7599559.0
2023-03-02,49.4198,52.8858,49.282,52.8661,6469643.0
2023-03-03,53.4963,54.8846,52.8759,54.668,6162675.0
2023-03-04,53.4963,54.8846,52.8759,54.668,6162675.0
2023-03-05,53.4963,54.8846,52.8759,54.668,6162675.0
2023-03-06,53.2771,54.1551,52.6557,52.9615,5129924.0
2023-03-07,52.0638,52.3203,49.2426,49.4892,6298115.0
2023-03-08,49.726,50.5446,49.0749,50.3277,3467001.0
2023-03-09,50.012,50.4461,46.6878,47.25,5590521.0
2023-03-10,47.4671,47.4671,43.8567,44.3006,6195524.0
2023-03-11,47.4671,47.4671,43.8567,44.3006,6195524.0
2023-03-12,47.4671,47.4671,43.8567,44.3006,6195524.0
2023-03-13,42.9196,45.4251,41.6718,44.1033,5585459.0
2023-03-14,45.2081,45.6027,43.324,43.985,4196995.0
2023-03-15,41.7556,41.8937,38.3228,39.2304,9434502.0
2023-03-16,38.6385,40.5406,37.9875,40.1971,6522501.0
2023-03-17,40.059,40.1971,38.3728,38.6188,10291975.0
2023-03-18,40.059,40.1971,38.3728,38.6188,10291975.0
2023-03-19,40.059,40.1971,38.3728,38.6188,10291975.0
2023-03-20,39.3487,40.2267,39.1514,39.7334,8559764.0
2023-03-21,40.562,41.8937,40.562,41.3413,4334067.0
2023-03-22,41.3808,41.6667,39.4178,39.5164,6664518.0
2023-03-23,40.0294,41.0651,39.1909,39.6841,4143239.0
2023-03-24,38.747,39.6397,38.2893,39.5362,4014499.0
2023-03-25,38.747,39.6397,38.2893,39.5362,4014499.0
2023-03-26,38.747,39.6397,38.2893,39.5362,4014499.0
2023-03-27,39.9603,40.2168,39.0364,39.5756,3897729.0
2023-03-28,39.7038,40.4733,39.5165,39.98,3409822.0
2023-03-29,40.7396,40.8382,40.1576,40.3845,4154949.0
2023-03-30,41.0355,42.308,40.8185,41.1934,4800356.0
2023-03-31,41.4005,42.1699,41.0355,41.9825,3079309.0
2023-04-01,41.4005,42.1699,41.0355,41.9825,3079309.0
2023-04-02,41.4005,42.1699,41.0355,41.9825,3079309.0
2023-04-03,41.9825,42.3672,40.5719,41.2032,3272145.0
2023-04-04,40.8777,40.9566,38.7766,39.7926,4587363.0
2023-04-05,39.2797,39.6447,38.1946,38.895,4250998.0
2023-04-06,38.5892,38.7569,37.5633,38.6286,5313556.0
2023-04-07,38.5892,38.7569,37.5633,38.6286,5313556.0
2023-04-08,38.5892,38.7569,37.5633,38.6286,5313556.0
2023-04-09,38.5892,38.7569,37.5633,38.6286,5313556.0
2023-04-10,38.6286,39.6052,38.4708,39.2402,2452039.0
2023-04-11,39.9702,40.6212,39.6052,40.0787,4282019.0
2023-04-12,40.6212,40.6903,38.8407,39.1021,5255978.0
2023-04-13,39.8321,40.784,39.5756,40.3845,4086474.0
2023-04-14,40.7889,40.8678,39.4424,39.8518,3376721.0
2023-04-15,40.7889,40.8678,39.4424,39.8518,3376721.0
2023-04-16,40.7889,40.8678,39.4424,39.8518,3376721.0
2023-04-17,39.763,40.2661,39.546,40.2464,2841151.0
2023-04-18,40.8086,41.6175,40.4433,41.5781,3753218.0
2023-04-19,40.4042,41.3887,39.9505,40.6607,5951990.0
2023-04-20,39.4572,41.657,39.0824,39.6841,9331203.0
2023-04-21,39.2895,39.2895,36.9024,37.6422,9180084.0
2023-04-22,39.2895,39.2895,36.9024,37.6422,9180084.0
2023-04-23,39.2895,39.2895,36.9024,37.6422,9180084.0
2023-04-24,37.4646,38.017,37.0503,37.5238,5029922.0
2023-04-25,36.3993,36.3993,35.2353,35.2649,6363472.0
2023-04-26,35.5904,35.7088,34.5448,34.969,4799489.0
2023-04-27,35.0726,35.985,34.9214,35.7779,3850853.0
2023-04-28,35.5904,36.7309,35.2896,36.636,3835148.0
2023-04-29,35.5904,36.7309,35.2896,36.636,3835148.0
2023-04-30,35.5904,36.7309,35.2896,36.636,3835148.0
2023-05-01,37.149,37.1883,36.2711,36.7643,2730319.0
2023-05-02,35.9653,36.2217,34.6632,35.1959,3927155.0
2023-05-03,35.1268,35.7581,34.387,34.5448,3564572.0
2023-05-04,34.1897,34.6139,33.4893,33.9135,3615347.0
2023-05-05,34.7618,35.8568,34.3968,35.6595,3870326.0
2023-05-06,34.7618,35.8568,34.3968,35.6595,3870326.0
2023-05-07,34.7618,35.8568,34.3968,35.6595,3870326.0
2023-05-08,37.4449,37.6817,36.1922,36.3204,3750369.0
2023-05-09,35.6102,36.419,35.2254,36.0146,3446286.0
2023-05-10,36.636,36.715,34.8999,35.6496,2961222.0
2023-05-11,34.9197,35.4424,34.5843,34.8506,3272433.0
2023-05-12,34.9591,35.0183,34.5547,34.8901,1980049.0
2023-05-13,34.9591,35.0183,34.5547,34.8901,1980049.0
2023-05-14,34.9591,35.0183,34.5547,34.8901,1980049.0
2023-05-15,35.1225,36.6806,34.989,36.5915,3438900.0
2023-05-16,36.0969,36.6311,35.6369,35.7111,3234860.0
2023-05-17,36.552,36.9476,35.8016,36.3442,4058251.0
2023-05-18,35.8991,36.5322,35.2857,36.4135,3326287.0
2023-05-19,36.7498,36.7498,35.5429,35.7111,3553568.0
2023-05-20,36.7498,36.7498,35.5429,35.7111,3553568.0
2023-05-21,36.7498,36.7498,35.5429,35.7111,3553568.0
2023-05-22,35.7903,36.5421,35.6715,36.0079,3252830.0
2023-05-23,35.6122,35.7804,35.0681,35.2857,3542708.0
2023-05-24,34.8802,34.9791,33.8365,33.98,3450694.0
2023-05-25,33.8415,34.2668,33.149,33.426,3906539.0
2023-05-26,34.2174,34.4152,33.2479,33.3271,5877107.0
2023-05-27,34.2174,34.4152,33.2479,33.3271,5877107.0
2023-05-28,34.2174,34.4152,33.2479,33.3271,5877107.0
2023-05-29,34.2174,34.4152,33.2479,33.3271,5877107.0
2023-05-30,33.3419,33.3419,31.7245,32.4467,6159490.0
2023-05-31,32.1499,32.3453,30.8045,31.3783,6457625.0
2023-06-01,31.6553,32.6841,31.1805,32.3477,4830644.0
2023-06-02,33.9206,35.0088,33.5744,34.5636,8045744.0
2023-06-03,33.9206,35.0088,33.5744,34.5636,8045744.0
2023-06-04,33.9206,35.0088,33.5744,34.5636,8045744.0
2023-06-05,34.4548,34.4548,33.0402,33.4161,4587024.0
2023-06-06,33.1391,34.6032,33.0798,34.1778,4132640.0
2023-06-07,34.5537,35.9485,34.1778,34.9692,5266294.0
2023-06-08,35.2264,35.5624,34.3855,35.1967,3779418.0
2023-06-09,35.2264,35.444,34.4548,34.8505,3072409.0
2023-06-10,35.2264,35.444,34.4548,34.8505,3072409.0
2023-06-11,35.2264,35.444,34.4548,34.8505,3072409.0
2023-06-12,34.4944,35.2948,34.2471,34.6131,3857446.0
2023-06-13,35.632,37.2048,35.5034,36.3046,6175909.0
2023-06-14,37.3334,37.3334,35.2759,35.7408,4615132.0
2023-06-15,35.2857,35.8496,34.9692,35.5825,4217496.0
2023-06-16,35.5825,35.6518,34.4153,35.2363,5812781.0
2023-06-17,35.5825,35.6518,34.4153,35.2363,5812781.0
2023-06-18,35.5825,35.6518,34.4153,35.2363,5812781.0
2023-06-19,35.5825,35.6518,34.4153,35.2363,5812781.0
2023-06-20,34.2114,34.5043,33.515,33.8514,5374934.0
2023-06-21,33.337,34.7516,33.2151,34.5339,4907536.0
2023-06-22,33.4359,33.5843,32.4566,33.0501,7328343.0
2023-06-23,32.3774,32.9413,32.1994,32.4862,5497399.0
2023-06-24,32.3774,32.9413,32.1994,32.4862,5497399.0
2023-06-25,32.3774,32.9413,32.1994,32.4862,5497399.0
2023-06-26,32.4269,33.1688,32.4269,32.6346,3311317.0
2023-06-27,33.1292,34.1531,32.6742,34.0591,4130368.0
2023-06-28,33.6337,33.6634,33.0303,33.2974,3657233.0
2023-06-29,33.1391,33.5942,32.7236,33.3963,5419217.0
2023-06-30,33.6238,33.7327,32.9561,33.5645,4971171.0
2023-07-01,33.6238,33.7327,32.9561,33.5645,4971171.0
2023-07-02,33.6238,33.7327,32.9561,33.5645,4971171.0
2023-07-03,34.1283,34.5537,33.7722,33.9008,2460935.0
2023-07-04,34.1283,34.5537,33.7722,33.9008,2460935.0
