,DUK US Equity,DUK US Equity,DUK US Equity,DUK US Equity,DUK US Equity
2020-02-01,81.7796,82.3507,81.4436,81.998,3175413.0
2020-02-02,81.7796,82.3507,81.4436,81.998,3175413.0
2020-02-03,81.998,82.2079,81.7292,82.0316,2666218.0
2020-02-04,81.9308,82.3213,81.0909,81.1329,2802629.0
2020-02-05,80.9817,81.7712,80.8809,81.5864,2319341.0
2020-02-06,81.4772,81.7964,81.3093,81.41,1611050.0
2020-02-07,81.6788,81.7124,80.7885,80.8557,2747887.0
2020-02-08,81.6788,81.7124,80.7885,80.8557,2747887.0
2020-02-09,81.6788,81.7124,80.7885,80.8557,2747887.0
2020-02-10,80.9313,80.9691,80.3854,80.8221,2647857.0
2020-02-11,80.9397,81.6718,80.8725,81.4604,2993130.0
2020-02-12,81.452,82.5103,81.41,82.2415,4377693.0
2020-02-13,82.9497,85.1377,82.7377,84.9003,5132660.0
2020-02-14,84.9427,86.308,84.8807,85.8925,6300443.0
2020-02-15,84.9427,86.308,84.8807,85.8925,6300443.0
2020-02-16,84.9427,86.308,84.8807,85.8925,6300443.0
2020-02-17,84.9427,86.308,84.8807,85.8925,6300443.0
2020-02-18,86.2063,86.8763,86.1045,86.5201,6257305.0
2020-02-19,86.6897,86.8254,85.9646,86.0112,2809143.0
2020-02-20,85.7992,86.3674,85.6635,86.0197,2711040.0
2020-02-21,85.9349,87.3427,85.9095,86.8678,3520070.0
2020-02-22,85.9349,87.3427,85.9095,86.8678,3520070.0
2020-02-23,85.9349,87.3427,85.9095,86.8678,3520070.0
2020-02-24,86.5709,88.0211,86.2656,86.7575,5282981.0
2020-02-25,86.9356,87.0798,83.9716,84.1879,4093033.0
2020-02-26,84.2048,85.2225,83.804,83.908,3152236.0
2020-02-27,83.1872,84.2091,80.5327,80.5581,4783987.0
2020-02-28,79.1249,79.1249,75.8089,77.768,7910895.0
2020-02-29,79.1249,79.1249,75.8089,77.768,7910895.0
2020-03-01,79.1249,79.1249,75.8089,77.768,7910895.0
2020-03-02,77.7256,82.2119,77.6323,81.9829,6803553.0
2020-03-03,81.8896,83.7129,80.4022,81.0839,5060544.0
2020-03-04,81.9999,86.2402,81.915,86.2063,4284615.0
2020-03-05,85.1207,86.0706,83.9591,84.9172,4327616.0
2020-03-06,82.6444,84.3829,81.0586,84.0013,5522577.0
2020-03-07,82.6444,84.3829,81.0586,84.0013,5522577.0
2020-03-08,82.6444,84.3829,81.0586,84.0013,5522577.0
2020-03-09,80.1426,82.0083,78.7433,80.2104,5616178.0
2020-03-10,81.1094,81.9405,77.522,80.609,6386812.0
2020-03-11,78.7772,79.0146,76.1482,77.1235,6268792.0
2020-03-12,72.5184,73.2389,64.4533,68.2526,7684428.0
2020-03-13,72.0944,72.8153,67.8456,72.7389,6156358.0
2020-03-14,72.0944,72.8153,67.8456,72.7389,6156358.0
2020-03-15,72.0944,72.8153,67.8456,72.7389,6156358.0
2020-03-16,67.2519,71.7891,64.4533,64.9452,7118877.0
2020-03-17,66.6413,73.4004,66.2766,72.934,6712831.0
2020-03-18,68.7021,70.3728,65.4455,67.235,6426485.0
2020-03-19,67.0993,67.1417,62.7572,63.6476,6361730.0
2020-03-20,64.3261,64.4533,57.7535,58.008,8975727.0
2020-03-21,64.3261,64.4533,57.7535,58.008,8975727.0
2020-03-22,64.3261,64.4533,57.7535,58.008,8975727.0
2020-03-23,56.3033,57.6094,52.6906,54.4037,7060079.0
2020-03-24,56.8291,60.9847,56.0828,60.637,6516877.0
2020-03-25,60.3741,66.6159,59.526,63.3593,6573717.0
2020-03-26,63.7579,69.4823,63.6137,68.8548,6163938.0
2020-03-27,66.1749,70.9749,66.107,68.0067,5091493.0
2020-03-28,66.1749,70.9749,66.107,68.0067,5091493.0
2020-03-29,66.1749,70.9749,66.107,68.0067,5091493.0
2020-03-30,68.9905,71.187,68.3247,70.7799,5301003.0
2020-03-31,69.8555,71.2039,68.2781,68.5919,5119878.0
2020-04-01,66.0816,67.6312,64.7586,65.7848,4600766.0
2020-04-02,64.818,67.8116,64.6568,67.3282,3665871.0
2020-04-03,66.4293,67.2858,64.0971,64.4703,2907159.0
2020-04-04,66.4293,67.2858,64.0971,64.4703,2907159.0
2020-04-05,66.4293,67.2858,64.0971,64.4703,2907159.0
2020-04-06,66.6752,69.5205,66.4971,68.9057,3960149.0
2020-04-07,70.8138,70.9749,67.8456,67.9389,3522941.0
2020-04-08,68.2696,73.4259,67.871,72.51,6729729.0
2020-04-09,73.358,78.8705,73.2054,76.5892,6538917.0
2020-04-10,73.358,78.8705,73.2054,76.5892,6538917.0
2020-04-11,73.358,78.8705,73.2054,76.5892,6538917.0
2020-04-12,73.358,78.8705,73.2054,76.5892,6538917.0
2020-04-13,75.9786,76.3517,73.2987,74.0874,3800460.0
2020-04-14,75.7665,77.0726,74.8082,76.6825,3812903.0
2020-04-15,75.0542,75.8603,73.8669,74.24,3694381.0
2020-04-16,74.6301,75.1305,73.8075,74.2824,2335115.0
2020-04-17,75.7496,76.8266,74.2655,76.4111,4299100.0
2020-04-18,75.7496,76.8266,74.2655,76.4111,4299100.0
2020-04-19,75.7496,76.8266,74.2655,76.4111,4299100.0
2020-04-20,75.5291,75.8853,73.4259,73.4852,3144083.0
2020-04-21,72.2895,73.3156,71.5601,72.4591,3682899.0
2020-04-22,73.57,74.9694,73.3411,73.9093,3089909.0
2020-04-23,74.1891,74.7828,72.0011,72.1877,3298061.0
2020-04-24,72.4845,73.0782,70.9834,72.6711,3723902.0
2020-04-25,72.4845,73.0782,70.9834,72.6711,3723902.0
2020-04-26,72.4845,73.0782,70.9834,72.6711,3723902.0
2020-04-27,73.1714,74.3608,73.0782,73.57,2593088.0
2020-04-28,74.7319,75.5969,74.0619,74.3163,3135495.0
2020-04-29,75.0881,75.2662,73.3156,73.4683,2997602.0
2020-04-30,72.934,73.2817,71.3905,71.7976,3536809.0
2020-05-01,71.1191,71.1954,69.618,70.0845,3036874.0
2020-05-02,71.1191,71.1954,69.618,70.0845,3036874.0
2020-05-03,71.1191,71.1954,69.618,70.0845,3036874.0
2020-05-04,70.1608,70.3465,68.9311,70.076,2947483.0
2020-05-05,70.2456,71.1446,70.2286,70.5085,2781019.0
2020-05-06,70.5424,70.6993,67.8795,67.9049,3581947.0
2020-05-07,68.6004,69.0753,67.8795,68.1085,3431738.0
2020-05-08,69.1092,69.6011,68.2696,69.3551,2875207.0
2020-05-09,69.1092,69.6011,68.2696,69.3551,2875207.0
2020-05-10,69.1092,69.6011,68.2696,69.3551,2875207.0
2020-05-11,69.0753,69.7707,68.1254,69.2534,3924228.0
2020-05-12,69.9573,70.9495,69.4399,69.4399,3524704.0
2020-05-13,69.1601,69.6265,68.3714,69.4484,3998277.0
2020-05-14,68.6376,70.6882,68.3974,70.611,3649564.0
2020-05-15,69.9074,70.1734,68.7866,69.6586,5250725.0
2020-05-16,69.9074,70.1734,68.7866,69.6586,5250725.0
2020-05-17,69.9074,70.1734,68.7866,69.6586,5250725.0
2020-05-18,70.9456,73.305,70.8512,72.8589,6747855.0
2020-05-19,72.3956,72.3956,71.4261,71.4604,3020887.0
2020-05-20,72.0266,72.1467,71.3317,71.4775,2710879.0
2020-05-21,71.263,71.8722,70.3622,70.6453,3107997.0
2020-05-22,70.5166,71.4861,70.2592,71.4089,2760571.0
2020-05-23,70.5166,71.4861,70.2592,71.4089,2760571.0
2020-05-24,70.5166,71.4861,70.2592,71.4089,2760571.0
2020-05-25,70.5166,71.4861,70.2592,71.4089,2760571.0
2020-05-26,72.4642,72.6467,70.9456,71.0485,3910328.0
2020-05-27,72.1725,72.2411,70.9456,71.8293,3606650.0
2020-05-28,72.7988,73.8713,72.6488,73.6396,3957640.0
2020-05-29,73.3908,74.1029,72.6444,73.468,4018487.0
2020-05-30,73.3908,74.1029,72.6444,73.468,4018487.0
2020-05-31,73.3908,74.1029,72.6444,73.468,4018487.0
2020-06-01,73.6482,75.1368,73.1248,75.021,2438896.0
2020-06-02,75.347,75.5872,74.3003,75.2183,3446830.0
2020-06-03,75.7845,76.9171,75.5014,76.5567,2449587.0
2020-06-04,76.1878,76.6854,75.0553,75.8789,3640896.0
2020-06-05,76.7026,78.5558,76.4881,76.7798,3353385.0
2020-06-06,76.7026,78.5558,76.4881,76.7798,3353385.0
2020-06-07,76.7026,78.5558,76.4881,76.7798,3353385.0
2020-06-08,76.7541,79.1049,76.4538,78.8561,2771038.0
2020-06-09,78.0753,78.1354,76.2993,77.4919,3023664.0
2020-06-10,77.5691,78.0324,76.7884,77.3804,2721368.0
2020-06-11,76.1878,76.4023,74.0772,74.7121,4974269.0
2020-06-12,76.2993,76.3508,73.5538,74.4204,3935784.0
2020-06-13,76.2993,76.3508,73.5538,74.4204,3935784.0
2020-06-14,76.2993,76.3508,73.5538,74.4204,3935784.0
2020-06-15,72.9618,75.0028,72.3269,74.6091,4501225.0
2020-06-16,76.3594,76.7712,74.1372,74.6005,3865236.0
2020-06-17,74.6434,74.9523,73.3393,73.9656,4181840.0
2020-06-18,73.4938,74.1115,72.9275,73.5881,3480071.0
2020-06-19,74.4204,74.5827,70.448,70.448,8075757.0
2020-06-20,74.4204,74.5827,70.448,70.448,8075757.0
2020-06-21,74.4204,74.5827,70.448,70.448,8075757.0
2020-06-22,70.6281,71.6834,69.7616,70.8083,3878885.0
2020-06-23,71.4175,71.6405,69.916,70.2249,3771624.0
2020-06-24,69.5643,69.7873,68.4832,69.0409,3676150.0
2020-06-25,68.732,68.835,67.5979,68.1658,3985231.0
2020-06-26,68.08,68.5689,66.5614,67.7196,5321454.0
2020-06-27,68.08,68.5689,66.5614,67.7196,5321454.0
2020-06-28,68.08,68.5689,66.5614,67.7196,5321454.0
2020-06-29,68.2687,68.8521,67.3679,68.8521,2954003.0
2020-06-30,68.7149,69.0495,67.7196,68.5433,4890020.0
2020-07-01,68.6119,70.6796,68.4339,70.2935,2835913.0
2020-07-02,70.9027,71.1429,69.8731,70.2163,2819677.0
2020-07-03,70.9027,71.1429,69.8731,70.2163,2819677.0
2020-07-04,70.9027,71.1429,69.8731,70.2163,2819677.0
2020-07-05,70.9027,71.1429,69.8731,70.2163,2819677.0
2020-07-06,69.0666,70.2335,67.8826,68.4746,5997782.0
2020-07-07,67.9513,69.6501,67.9084,69.3412,4129946.0
2020-07-08,69.3755,70.3107,68.9208,69.8731,3433141.0
2020-07-09,69.7788,69.7788,67.8741,68.4146,3457440.0
2020-07-10,68.4575,69.9932,68.4317,69.7702,2545669.0
2020-07-11,68.4575,69.9932,68.4317,69.7702,2545669.0
2020-07-12,68.4575,69.9932,68.4317,69.7702,2545669.0
2020-07-13,69.6243,70.3279,69.4613,69.856,2205139.0
2020-07-14,69.856,70.76,69.8302,70.0876,4218174.0
2020-07-15,70.7654,70.9027,68.9122,69.0066,4501709.0
2020-07-16,69.2382,69.7856,69.0066,69.5557,2874410.0
2020-07-17,70.0876,70.8941,69.8894,70.6968,4603142.0
2020-07-18,70.0876,70.8941,69.8894,70.6968,4603142.0
2020-07-19,70.0876,70.8941,69.8894,70.6968,4603142.0
2020-07-20,70.3965,70.5509,69.4493,69.5814,3271569.0
2020-07-21,69.9246,71.0314,69.5814,70.6367,3892865.0
2020-07-22,70.3536,72.5071,69.9418,72.1982,3763312.0
2020-07-23,72.121,72.4041,71.6234,72.061,2373087.0
2020-07-24,72.3698,72.8417,70.8864,71.0314,2953131.0
2020-07-25,72.3698,72.8417,70.8864,71.0314,2953131.0
2020-07-26,72.3698,72.8417,70.8864,71.0314,2953131.0
2020-07-27,70.7826,70.9027,69.5728,69.7444,4199019.0
2020-07-28,69.7101,72.9103,69.6758,72.5843,4851395.0
2020-07-29,72.5243,72.9704,71.9323,72.9018,2501754.0
2020-07-30,72.3355,72.5672,71.632,72.5586,2828635.0
2020-07-31,72.1124,72.7645,71.7263,72.7044,3292473.0
2020-08-01,72.1124,72.7645,71.7263,72.7044,3292473.0
2020-08-02,72.1124,72.7645,71.7263,72.7044,3292473.0
2020-08-03,72.6444,72.713,71.3059,71.9065,2552180.0
2020-08-04,71.6405,72.9018,71.5033,72.6615,3234460.0
2020-08-05,72.6873,72.8074,71.4518,71.6491,2947067.0
2020-08-06,71.4432,72.4041,70.9284,72.2497,3036406.0
2020-08-07,71.8894,74.3775,71.795,74.3088,4289517.0
2020-08-08,71.8894,74.3775,71.795,74.3088,4289517.0
2020-08-09,71.8894,74.3775,71.795,74.3088,4289517.0
2020-08-10,74.8065,74.8236,72.5206,72.7216,4323253.0
2020-08-11,72.9189,73.0059,71.6105,71.7864,4546247.0
2020-08-12,72.0867,72.7345,71.9237,72.3441,3397739.0
2020-08-13,72.062,72.2356,71.168,71.8103,3219152.0
2020-08-14,71.7409,71.9457,71.1073,71.2982,2016173.0
2020-08-15,71.7409,71.9457,71.1073,71.2982,2016173.0
2020-08-16,71.7409,71.9457,71.1073,71.2982,2016173.0
2020-08-17,71.4197,72.1314,70.873,71.6888,3849505.0
2020-08-18,71.6627,71.8363,70.7341,70.873,2607237.0
2020-08-19,71.0639,71.329,70.6994,70.873,2623147.0
2020-08-20,70.5258,70.8296,69.9183,70.3349,2715265.0
2020-08-21,70.4737,70.5865,69.6752,70.3001,3911087.0
2020-08-22,70.4737,70.5865,69.6752,70.3001,3911087.0
2020-08-23,70.4737,70.5865,69.6752,70.3001,3911087.0
2020-08-24,70.6299,70.8686,69.8662,70.708,2679398.0
2020-08-25,70.7341,70.7341,69.8054,70.1699,2769330.0
2020-08-26,69.7968,69.9703,68.8334,69.0417,3367934.0
2020-08-27,69.1545,69.7534,68.7509,69.0417,2932800.0
2020-08-28,69.3628,69.4236,68.5209,69.1805,3190794.0
2020-08-29,69.3628,69.4236,68.5209,69.1805,3190794.0
2020-08-30,69.3628,69.4236,68.5209,69.1805,3190794.0
2020-08-31,69.1719,70.7601,69.0937,69.7273,3569267.0
2020-09-01,69.2934,69.5841,68.5426,68.7466,3194648.0
2020-09-02,68.7726,71.0812,68.547,70.708,3626200.0
2020-09-03,71.0118,71.7756,69.7273,70.4216,3135123.0
2020-09-04,70.4911,71.0118,69.3715,70.2741,2820296.0
2020-09-05,70.4911,71.0118,69.3715,70.2741,2820296.0
2020-09-06,70.4911,71.0118,69.3715,70.2741,2820296.0
2020-09-07,70.4911,71.0118,69.3715,70.2741,2820296.0
2020-09-08,70.3522,70.5084,68.8941,70.0658,3252171.0
2020-09-09,71.5326,72.8084,71.0379,71.6801,4411126.0
2020-09-10,71.359,71.8026,70.656,71.168,3591244.0
2020-09-11,71.2288,72.3918,70.9511,72.062,3196940.0
2020-09-12,71.2288,72.3918,70.9511,72.062,3196940.0
2020-09-13,71.2288,72.3918,70.9511,72.062,3196940.0
2020-09-14,72.5393,73.7153,72.5393,73.2336,3438204.0
2020-09-15,73.7197,74.5268,72.8394,73.2944,2582508.0
2020-09-16,73.7717,74.1883,73.3985,73.6329,2910381.0
2020-09-17,73.1208,73.5808,72.5914,73.4246,3355958.0
2020-09-18,73.0774,73.5461,71.9492,71.9925,5035855.0
2020-09-19,73.0774,73.5461,71.9492,71.9925,5035855.0
2020-09-20,73.0774,73.5461,71.9492,71.9925,5035855.0
2020-09-21,71.2114,71.6627,70.4472,71.6627,3002015.0
2020-09-22,71.5239,72.9125,71.3894,71.7669,2703948.0
2020-09-23,71.9492,72.1488,70.4998,70.5431,2322858.0
2020-09-24,70.4998,71.5239,69.7881,70.8816,2582328.0
2020-09-25,70.5431,71.6801,70.2567,71.576,3854684.0
2020-09-26,70.5431,71.6801,70.2567,71.576,3854684.0
2020-09-27,70.5431,71.6801,70.2567,71.576,3854684.0
2020-09-28,72.0099,72.9733,71.7409,71.9231,2424590.0
2020-09-29,72.0967,72.3831,71.2028,71.5239,2174775.0
2020-09-30,76.3755,77.6685,75.0128,76.8615,18804934.0
2020-10-01,76.4015,78.4237,76.0283,78.1547,6249705.0
2020-10-02,77.4343,79.9773,76.9743,79.4825,5925175.0
2020-10-03,77.4343,79.9773,76.9743,79.4825,5925175.0
2020-10-04,77.4343,79.9773,76.9743,79.4825,5925175.0
2020-10-05,78.9618,79.9773,78.0245,79.6214,3038568.0
2020-10-06,79.6041,79.9035,78.5105,78.7795,2993887.0
2020-10-07,79.5086,79.9556,78.7188,79.2395,2480065.0
2020-10-08,79.4044,81.0882,78.8924,80.8452,3253274.0
2020-10-09,80.8365,81.5134,79.8818,80.9753,3686838.0
2020-10-10,80.8365,81.5134,79.8818,80.9753,3686838.0
2020-10-11,80.8365,81.5134,79.8818,80.9753,3686838.0
2020-10-12,80.8799,81.4527,80.3591,80.8104,3131627.0
2020-10-13,80.4025,80.9406,79.2395,80.6455,2544541.0
2020-10-14,80.5761,81.1489,79.8557,80.4286,2420656.0
2020-10-15,79.0399,80.5587,78.7622,79.8124,2170565.0
2020-10-16,80.0033,80.767,79.6127,80.1682,2811176.0
2020-10-17,80.0033,80.767,79.6127,80.1682,2811176.0
2020-10-18,80.0033,80.767,79.6127,80.1682,2811176.0
2020-10-19,79.9512,80.6021,79.6301,79.9078,2284024.0
2020-10-20,79.9425,80.5389,79.6735,79.8991,2243301.0
2020-10-21,79.8124,80.6976,79.4652,80.2897,2233330.0
2020-10-22,80.3591,81.5048,79.8991,81.4874,4162213.0
2020-10-23,81.5829,81.904,78.9531,80.524,4532172.0
2020-10-24,81.5829,81.904,78.9531,80.524,4532172.0
2020-10-25,81.5829,81.904,78.9531,80.524,4532172.0
2020-10-26,79.795,81.1489,79.3871,80.8712,2711792.0
2020-10-27,80.9927,81.5308,80.3852,80.767,2275940.0
2020-10-28,79.6648,80.7931,78.8316,78.9618,3658916.0
2020-10-29,78.7362,80.8799,77.7771,80.0554,3424927.0
2020-10-30,79.552,80.715,79.1788,79.9425,3304844.0
2020-10-31,79.552,80.715,79.1788,79.9425,3304844.0
2020-11-01,79.552,80.715,79.1788,79.9425,3304844.0
2020-11-02,80.6542,81.7565,80.064,81.4267,2929865.0
2020-11-03,82.3293,83.8004,81.9561,82.9021,3512406.0
2020-11-04,82.5115,83.9522,81.1923,81.1923,2883721.0
2020-11-05,82.2946,84.1519,81.5568,81.7738,2531931.0
2020-11-06,82.0168,82.9108,81.0101,81.0968,2380519.0
2020-11-07,82.0168,82.9108,81.0101,81.0968,2380519.0
2020-11-08,82.0168,82.9108,81.0101,81.0968,2380519.0
2020-11-09,84.0217,85.8182,82.5462,82.7979,4148188.0
2020-11-10,83.0757,84.4209,81.8432,84.3081,3146097.0
2020-11-11,84.7768,85.6273,84.221,84.4556,2704469.0
2020-11-12,83.7149,84.0743,82.045,82.6192,3119041.0
2020-11-13,83.0224,83.5922,82.926,83.2591,1887359.0
2020-11-14,83.0224,83.5922,82.926,83.2591,1887359.0
2020-11-15,83.0224,83.5922,82.926,83.2591,1887359.0
2020-11-16,84.1971,84.1971,82.812,83.2854,2843021.0
2020-11-17,82.663,83.2766,81.3744,81.4533,3178659.0
2020-11-18,82.0406,82.3639,80.1735,80.2348,2949150.0
2020-11-19,80.0683,80.4365,78.9024,80.3839,3368591.0
2020-11-20,80.3839,81.2429,80.1034,81.1553,4213890.0
2020-11-21,80.3839,81.2429,80.1034,81.1553,4213890.0
2020-11-22,80.3839,81.2429,80.1034,81.1553,4213890.0
2020-11-23,81.1027,81.9004,80.6556,81.8127,3796750.0
2020-11-24,82.812,84.4425,82.3124,84.3811,4351042.0
2020-11-25,84.1094,84.3636,83.132,84.2847,1959358.0
2020-11-26,84.1094,84.3636,83.132,84.2847,1959358.0
2020-11-27,84.2847,84.2847,82.4833,82.926,1293833.0
2020-11-28,84.2847,84.2847,82.4833,82.926,1293833.0
2020-11-29,84.2847,84.2847,82.4833,82.926,1293833.0
2020-11-30,82.514,82.6192,80.5942,81.2254,5012313.0
2020-12-01,82.0143,82.9611,81.6725,81.7514,2947309.0
2020-12-02,81.6111,82.3211,80.5679,82.2861,2173993.0
2020-12-03,81.9442,82.1371,80.7301,80.9537,2286092.0
2020-12-04,80.8222,81.2342,79.0149,79.9017,3172235.0
2020-12-05,80.8222,81.2342,79.0149,79.9017,3172235.0
2020-12-06,80.8222,81.2342,79.0149,79.9017,3172235.0
2020-12-07,79.5073,80.9164,79.3758,80.5329,2030685.0
2020-12-08,80.0595,80.6644,79.2443,80.2173,2409347.0
2020-12-09,80.1998,80.4189,79.1479,80.1121,2998225.0
2020-12-10,80.3751,80.7082,79.6212,80.4365,3628684.0
2020-12-11,79.9894,80.5504,79.6826,80.2436,3225125.0
2020-12-12,79.9894,80.5504,79.6826,80.2436,3225125.0
2020-12-13,79.9894,80.5504,79.6826,80.2436,3225125.0
2020-12-14,80.9799,82.4702,79.8579,79.8842,3684225.0
2020-12-15,79.9982,81.3832,79.6826,80.7433,4059585.0
2020-12-16,80.9887,81.5059,79.4196,79.4284,4057859.0
2020-12-17,80.042,80.4978,79.7702,80.2261,4309925.0
2020-12-18,80.1647,80.2938,79.104,79.1742,7342963.0
2020-12-19,80.1647,80.2938,79.104,79.1742,7342963.0
2020-12-20,80.1647,80.2938,79.104,79.1742,7342963.0
2020-12-21,78.7271,78.8936,77.2982,78.1047,4682259.0
2020-12-22,78.0959,78.5123,77.6664,78.4816,2831765.0
2020-12-23,78.8761,79.5511,78.0346,78.0521,1956474.0
2020-12-24,78.2099,78.6482,77.8417,78.6044,733507.0
2020-12-25,78.2099,78.6482,77.8417,78.6044,733507.0
2020-12-26,78.2099,78.6482,77.8417,78.6044,733507.0
2020-12-27,78.2099,78.6482,77.8417,78.6044,733507.0
2020-12-28,79.0339,79.4722,78.657,79.1128,1473418.0
2020-12-29,79.3582,79.8053,78.6131,78.7709,2044628.0
2020-12-30,78.8235,79.8404,78.8235,79.3845,1838968.0
2020-12-31,79.4284,80.3313,79.1303,80.2611,1638826.0
2021-01-01,79.4284,80.3313,79.1303,80.2611,1638826.0
2021-01-02,79.4284,80.3313,79.1303,80.2611,1638826.0
2021-01-03,79.4284,80.3313,79.1303,80.2611,1638826.0
2021-01-04,80.454,80.7608,78.1924,78.6394,2683898.0
2021-01-05,78.7096,79.0602,78.0521,78.6745,2547357.0
2021-01-06,78.8498,80.4452,78.7797,79.6914,2822998.0
2021-01-07,79.9017,80.1735,78.6657,78.7972,2989525.0
2021-01-08,78.8498,79.2443,78.3852,78.9375,2752214.0
2021-01-09,78.8498,79.2443,78.3852,78.9375,2752214.0
2021-01-10,78.8498,79.2443,78.3852,78.9375,2752214.0
2021-01-11,78.5781,79.2618,77.6051,78.2713,2193801.0
2021-01-12,78.1398,78.5079,76.8076,77.9557,2860710.0
2021-01-13,77.9995,80.9668,77.9732,80.2611,3592454.0
2021-01-14,80.2611,80.6074,79.1829,80.3488,3097519.0
2021-01-15,79.6914,80.9799,79.4196,80.7433,2914574.0
2021-01-16,79.6914,80.9799,79.4196,80.7433,2914574.0
2021-01-17,79.6914,80.9799,79.4196,80.7433,2914574.0
2021-01-18,79.6914,80.9799,79.4196,80.7433,2914574.0
2021-01-19,81.164,81.4796,79.2005,79.2268,2486228.0
2021-01-20,79.1566,79.9543,78.4554,79.5774,2331359.0
2021-01-21,79.3319,79.5686,78.7183,79.0514,2254835.0
2021-01-22,78.7359,79.481,78.4203,79.1479,1917464.0
2021-01-23,78.7359,79.481,78.4203,79.1479,1917464.0
2021-01-24,78.7359,79.481,78.4203,79.1479,1917464.0
2021-01-25,78.9024,81.5848,78.7096,81.4445,3469236.0
2021-01-26,81.3394,81.9179,80.5241,81.4533,2261507.0
2021-01-27,80.9537,82.5372,80.0595,80.3926,3002468.0
2021-01-28,80.7871,82.1371,80.1647,80.191,2001010.0
2021-01-29,80.6556,82.9085,79.8141,82.4,4967518.0
2021-01-30,80.6556,82.9085,79.8141,82.4,4967518.0
2021-01-31,80.6556,82.9085,79.8141,82.4,4967518.0
2021-02-01,82.4439,82.7507,81.427,81.6637,2571212.0
2021-02-02,81.6023,83.2328,81.2517,81.6111,2240865.0
2021-02-03,81.2955,82.0575,81.1028,81.8653,2577504.0
2021-02-04,82.1108,82.812,81.7952,82.7068,2376093.0
2021-02-05,82.812,83.6711,82.4263,83.0487,2465869.0
2021-02-06,82.812,83.6711,82.4263,83.0487,2465869.0
2021-02-07,82.812,83.6711,82.4263,83.0487,2465869.0
2021-02-08,82.9348,82.9961,81.541,82.0494,2087106.0
2021-02-09,82.0582,82.4526,81.3394,81.8039,1933157.0
2021-02-10,82.1984,82.5666,81.3569,82.1371,2356665.0
2021-02-11,82.1061,82.2124,80.0246,80.0866,3633377.0
2021-02-12,79.6438,80.0577,78.9618,79.5552,2742406.0
2021-02-13,79.6438,80.0577,78.9618,79.5552,2742406.0
2021-02-14,79.6438,80.0577,78.9618,79.5552,2742406.0
2021-02-15,79.6438,80.0577,78.9618,79.5552,2742406.0
2021-02-16,79.3958,79.8918,77.9698,78.2798,2931921.0
2021-02-17,78.4481,79.3338,77.8458,79.0061,3787650.0
2021-02-18,79.0149,80.1309,78.9175,79.2983,3662595.0
2021-02-19,79.2186,79.2186,78.1381,78.3241,3537341.0
2021-02-20,79.2186,79.2186,78.1381,78.3241,3537341.0
2021-02-21,79.2186,79.2186,78.1381,78.3241,3537341.0
2021-02-22,78.0672,78.5101,77.1283,78.2532,2981624.0
2021-02-23,79.1743,79.7501,78.1823,78.8643,2640201.0
2021-02-24,78.7758,78.8201,77.3498,77.3586,2886395.0
2021-02-25,77.2789,78.6163,76.7873,77.1638,3422992.0
2021-02-26,77.3586,78.5101,75.782,75.8086,3877308.0
2021-02-27,77.3586,78.5101,75.782,75.8086,3877308.0
2021-02-28,77.3586,78.5101,75.782,75.8086,3877308.0
