,DUK US Equity,DUK US Equity,DUK US Equity,DUK US Equity,DUK US Equity
2022-05-03,100.652,101.6185,99.5842,99.7407,2428505.0
2022-05-04,99.5934,101.9682,99.3449,101.7197,2561427.0
2022-05-05,101.2687,102.141,100.4035,101.2963,2200121.0
2022-05-06,101.057,103.0636,100.6336,102.4653,2723528.0
2022-05-07,101.057,103.0636,100.6336,102.4653,2723528.0
2022-05-08,101.057,103.0636,100.6336,102.4653,2723528.0
2022-05-09,100.9189,103.2016,99.8696,101.9866,3663254.0
2022-05-10,101.7933,103.2753,99.4462,100.247,3372198.0
2022-05-11,100.4403,102.7782,100.1825,101.1674,3082751.0
2022-05-12,101.0421,101.525,99.7511,101.0978,3429164.0
2022-05-13,101.5993,101.8594,100.039,101.5157,3251338.0
2022-05-14,101.5993,101.8594,100.039,101.5157,3251338.0
2022-05-15,101.5993,101.8594,100.039,101.5157,3251338.0
2022-05-16,101.8408,102.9832,101.6368,102.1937,2407978.0
2022-05-17,101.6365,102.1659,99.5003,101.5622,4076154.0
2022-05-18,101.9987,102.686,100.8424,101.1442,4006168.0
2022-05-19,100.9306,101.6504,99.5932,101.1907,3687602.0
2022-05-20,101.0885,102.1705,100.4848,102.008,3375119.0
2022-05-21,101.0885,102.1705,100.4848,102.008,3375119.0
2022-05-22,101.0885,102.1705,100.4848,102.008,3375119.0
2022-05-23,102.7696,103.9306,101.9894,102.9182,2577411.0
2022-05-24,103.3826,105.2587,102.8346,104.9336,3009196.0
2022-05-25,105.138,105.3423,103.7448,104.3857,2771923.0
2022-05-26,105.0172,105.686,104.5807,105.1658,2717639.0
2022-05-27,104.8501,106.3454,104.5621,106.2525,2628918.0
2022-05-28,104.8501,106.3454,104.5621,106.2525,2628918.0
2022-05-29,104.8501,106.3454,104.5621,106.2525,2628918.0
2022-05-30,104.8501,106.3454,104.5621,106.2525,2628918.0
2022-05-31,105.1101,105.4538,104.1163,104.5064,5037659.0
2022-06-01,104.5343,104.7015,103.0604,103.7169,2552064.0
2022-06-02,104.1163,104.3578,102.0916,103.8284,2712869.0
2022-06-03,103.5405,104.1163,103.0668,103.2433,1547943.0
2022-06-04,103.5405,104.1163,103.0668,103.2433,1547943.0
2022-06-05,103.5405,104.1163,103.0668,103.2433,1547943.0
2022-06-06,103.5683,104.0977,103.0296,103.1968,1483238.0
2022-06-07,103.0482,104.4042,102.4074,104.3392,2113301.0
2022-06-08,103.9863,104.0885,102.412,102.621,1810722.0
2022-06-09,102.5653,103.1225,99.9275,100.0575,2379935.0
2022-06-10,99.2959,100.9515,98.4043,100.0947,3342722.0
2022-06-11,99.2959,100.9515,98.4043,100.0947,3342722.0
2022-06-12,99.2959,100.9515,98.4043,100.0947,3342722.0
2022-06-13,99.1752,99.3795,95.5994,96.0638,2752167.0
2022-06-14,96.3239,96.8161,92.5623,93.7511,3899713.0
2022-06-15,94.7449,94.8471,92.005,93.0453,4039500.0
2022-06-16,91.9772,92.7155,90.8905,92.4508,4134131.0
2022-06-17,92.1722,92.8409,89.971,90.8533,5533017.0
2022-06-18,92.1722,92.8409,89.971,90.8533,5533017.0
2022-06-19,92.1722,92.8409,89.971,90.8533,5533017.0
2022-06-20,92.1722,92.8409,89.971,90.8533,5533017.0
2022-06-21,90.9648,92.4137,90.6676,92.1443,2877776.0
2022-06-22,91.875,93.8069,91.6596,93.0267,2911304.0
2022-06-23,93.5004,96.2681,93.3889,96.0452,3724400.0
2022-06-24,96.2867,97.3362,95.9431,97.0855,2953846.0
2022-06-25,96.2867,97.3362,95.9431,97.0855,2953846.0
2022-06-26,96.2867,97.3362,95.9431,97.0855,2953846.0
2022-06-27,96.6211,97.8656,96.3424,97.7077,1724965.0
2022-06-28,98.2279,99.2216,97.8563,98.1721,2215713.0
2022-06-29,98.2,98.7443,97.8099,98.46,1767267.0
2022-06-30,97.7727,100.2526,97.5591,99.5746,3568852.0
2022-07-01,100.0761,101.9708,99.5746,101.8129,2874254.0
2022-07-02,100.0761,101.9708,99.5746,101.8129,2874254.0
2022-07-03,100.0761,101.9708,99.5746,101.8129,2874254.0
2022-07-04,100.0761,101.9708,99.5746,101.8129,2874254.0
2022-07-05,101.8872,101.8872,97.0947,98.7665,2951963.0
2022-07-06,99.073,100.7077,98.5251,99.9182,1920788.0
2022-07-07,100.1411,100.5127,98.9523,99.2216,1913733.0
2022-07-08,99.2681,99.4446,98.2093,98.3672,1697649.0
2022-07-09,99.2681,99.4446,98.2093,98.3672,1697649.0
2022-07-10,99.2681,99.4446,98.2093,98.3672,1697649.0
2022-07-11,98.4879,100.299,98.3207,100.2712,2435712.0
2022-07-12,99.9182,101.2185,99.5003,100.0018,2102718.0
2022-07-13,99.3145,100.4941,99.1195,99.6024,2417156.0
2022-07-14,97.7727,99.5839,97.6984,99.3331,2274931.0
2022-07-15,99.7882,99.974,98.6179,99.7789,2244175.0
2022-07-16,99.7882,99.974,98.6179,99.7789,2244175.0
2022-07-17,99.7882,99.974,98.6179,99.7789,2244175.0
2022-07-18,99.2867,99.491,97.8935,97.9214,2228178.0
2022-07-19,98.4972,98.8873,97.9306,98.0235,2097272.0
2022-07-20,98.135,98.2975,95.5158,95.6551,2981032.0
2022-07-21,95.5808,96.3517,94.8935,96.166,3085414.0
2022-07-22,96.8161,97.522,96.5375,97.5034,1501163.0
2022-07-23,96.8161,97.522,96.5375,97.5034,1501163.0
2022-07-24,96.8161,97.522,96.5375,97.5034,1501163.0
2022-07-25,97.1783,98.4693,96.9647,98.4322,1432461.0
2022-07-26,98.2464,99.6767,97.9957,99.3981,1788969.0
2022-07-27,99.0638,99.2495,98.33,98.9337,2003710.0
2022-07-28,99.7789,101.4879,99.0452,101.1907,2326395.0
2022-07-29,100.8563,102.556,100.8284,102.1009,2522534.0
2022-07-30,100.8563,102.556,100.8284,102.1009,2522534.0
2022-07-31,100.8563,102.556,100.8284,102.1009,2522534.0
2022-08-01,102.0451,102.6767,101.1999,102.0266,2386891.0
2022-08-02,102.4352,103.4104,101.6365,101.8129,2182581.0
2022-08-03,101.6272,103.234,99.8068,102.9275,2784949.0
2022-08-04,103.8377,104.0049,101.7015,101.9151,2963551.0
2022-08-05,101.3764,101.6922,99.6675,101.3857,3033559.0
2022-08-06,101.3764,101.6922,99.6675,101.3857,3033559.0
2022-08-07,101.3764,101.6922,99.6675,101.3857,3033559.0
2022-08-08,102.0451,102.7324,101.0235,101.2743,3130424.0
2022-08-09,101.5993,102.3145,101.3718,101.9894,2366374.0
2022-08-10,102.4445,102.6303,101.7201,102.2216,2907448.0
2022-08-11,102.3106,102.9949,101.5514,101.7107,2640877.0
2022-08-12,102.2919,103.4167,102.1206,103.3417,3302674.0
2022-08-13,102.2919,103.4167,102.1206,103.3417,3302674.0
2022-08-14,102.2919,103.4167,102.1206,103.3417,3302674.0
2022-08-15,103.4448,104.1262,102.7605,104.0259,2163177.0
2022-08-16,104.0259,105.432,103.8572,105.0851,2504393.0
2022-08-17,104.8977,105.8256,104.8321,105.0102,1894515.0
2022-08-18,105.0758,105.985,105.0758,105.5257,1744310.0
2022-08-19,105.7132,106.5474,105.282,106.1443,2091831.0
2022-08-20,105.7132,106.5474,105.282,106.1443,2091831.0
2022-08-21,105.7132,106.5474,105.282,106.1443,2091831.0
2022-08-22,105.9006,106.1818,104.818,105.0289,2282470.0
2022-08-23,105.1226,105.1226,103.8572,104.0728,1489738.0
2022-08-24,104.2322,104.3821,103.4167,103.9791,1796439.0
2022-08-25,104.0822,104.1572,102.7418,103.7635,2612231.0
2022-08-26,103.8947,103.9416,101.8045,101.9169,3366951.0
2022-08-27,103.8947,103.9416,101.8045,101.9169,3366951.0
2022-08-28,103.8947,103.9416,101.8045,101.9169,3366951.0
2022-08-29,101.617,103.0324,100.8533,102.3575,1773324.0
2022-08-30,102.1325,102.4043,100.5412,100.9327,1919777.0
2022-08-31,100.9327,101.7576,100.061,100.211,2890964.0
2022-09-01,100.3328,101.7482,100.0516,101.4108,1612322.0
2022-09-02,101.4858,102.4231,99.9916,100.2953,1496199.0
2022-09-03,101.4858,102.4231,99.9916,100.2953,1496199.0
2022-09-04,101.4858,102.4231,99.9916,100.2953,1496199.0
2022-09-05,101.4858,102.4231,99.9916,100.2953,1496199.0
2022-09-06,100.5109,101.5701,99.7517,100.0704,2037635.0
2022-09-07,100.7359,103.426,100.7265,103.3417,3324443.0
2022-09-08,102.9949,103.7909,101.8982,102.3575,2390829.0
2022-09-09,102.7137,103.4635,102.0857,102.9949,1456180.0
2022-09-10,102.7137,103.4635,102.0857,102.9949,1456180.0
2022-09-11,102.7137,103.4635,102.0857,102.9949,1456180.0
2022-09-12,103.0699,104.2884,103.0136,103.9322,1653765.0
2022-09-13,103.248,103.5948,100.839,101.4108,2388032.0
2022-09-14,101.5326,103.0511,101.5326,102.4231,2309761.0
2022-09-15,101.7388,101.8712,99.4517,99.6205,3103029.0
2022-09-16,100.2297,100.8484,99.2643,99.4611,4565380.0
2022-09-17,100.2297,100.8484,99.2643,99.4611,4565380.0
2022-09-18,100.2297,100.8484,99.2643,99.4611,4565380.0
2022-09-19,99.1986,100.1547,98.73,100.1172,1783530.0
2022-09-20,99.3767,99.5923,98.0129,99.0206,1622551.0
2022-09-21,99.3955,100.1741,97.7364,97.7551,1495779.0
2022-09-22,97.5771,98.9737,97.099,98.1207,2324888.0
2022-09-23,97.4364,97.7317,96.0961,97.2115,2297696.0
2022-09-24,97.4364,97.7317,96.0961,97.2115,2297696.0
2022-09-25,97.4364,97.7317,96.0961,97.2115,2297696.0
2022-09-26,97.0146,97.1178,93.659,94.5213,2812807.0
2022-09-27,94.7557,95.1681,91.8218,92.1592,4028043.0
2022-09-28,93.2184,93.9214,92.0093,93.3684,2338277.0
2022-09-29,93.1341,93.1716,89.0004,89.141,3104487.0
2022-09-30,89.7503,90.0783,86.9851,87.1913,5163795.0
2022-10-01,89.7503,90.0783,86.9851,87.1913,5163795.0
2022-10-02,89.7503,90.0783,86.9851,87.1913,5163795.0
2022-10-03,88.5411,89.9893,87.5943,89.3566,3786800.0
2022-10-04,89.9846,91.2313,89.3003,91.0344,3105659.0
2022-10-05,89.8909,90.1065,87.5897,88.1287,3865548.0
2022-10-06,87.7912,87.8745,84.9698,85.0823,4230789.0
2022-10-07,85.0542,85.2979,83.0342,83.4888,3162787.0
2022-10-08,85.0542,85.2979,83.0342,83.4888,3162787.0
2022-10-09,85.0542,85.2979,83.0342,83.4888,3162787.0
2022-10-10,83.5263,84.4918,83.4388,83.5638,2982505.0
2022-10-11,83.2358,84.8292,83.1045,83.92,4892538.0
2022-10-12,83.4232,83.6951,80.5268,80.5831,4242983.0
2022-10-13,79.6739,82.9733,78.5116,82.4765,7258692.0
2022-10-14,83.3201,83.8544,80.9861,81.3798,4711084.0
2022-10-15,83.3201,83.8544,80.9861,81.3798,4711084.0
2022-10-16,83.3201,83.8544,80.9861,81.3798,4711084.0
2022-10-17,82.4859,84.3231,82.3641,83.517,3704426.0
2022-10-18,84.623,85.3888,84.1918,85.1198,3009912.0
2022-10-19,84.0044,84.7074,83.2545,83.6951,2611741.0
2022-10-20,83.4232,83.5826,81.2861,81.7641,4057802.0
2022-10-21,81.9329,83.517,81.4736,82.9171,2788966.0
2022-10-22,81.9329,83.517,81.4736,82.9171,2788966.0
2022-10-23,81.9329,83.517,81.4736,82.9171,2788966.0
2022-10-24,83.4795,84.1918,82.5234,83.1326,2318660.0
2022-10-25,83.1514,84.9443,83.142,84.5855,2781037.0
2022-10-26,85.0636,85.701,84.3512,85.1198,2938393.0
2022-10-27,85.8978,86.5258,85.2042,85.3354,3367462.0
2022-10-28,85.5416,88.3161,85.5416,88.1099,3139328.0
2022-10-29,85.5416,88.3161,85.5416,88.1099,3139328.0
2022-10-30,85.5416,88.3161,85.5416,88.1099,3139328.0
2022-10-31,87.8381,88.3349,86.7789,87.3413,3237600.0
2022-11-01,87.7069,88.2552,86.9195,87.8662,2889109.0
2022-11-02,87.6131,89.4128,86.9289,87.0601,3061406.0
2022-11-03,86.2259,87.9271,85.8416,87.3788,3132311.0
2022-11-04,88.7192,88.8504,85.7056,87.7444,4813473.0
2022-11-05,88.7192,88.8504,85.7056,87.7444,4813473.0
2022-11-06,88.7192,88.8504,85.7056,87.7444,4813473.0
2022-11-07,87.6413,87.6928,84.6933,86.4508,4501319.0
2022-11-08,86.732,88.1287,86.5539,87.36,2876714.0
2022-11-09,87.7631,88.4849,87.3038,87.5944,2742591.0
2022-11-10,89.8534,91.2547,88.3536,91.0157,3601875.0
2022-11-11,91.1188,91.1563,88.5317,89.2066,3286547.0
2022-11-12,91.1188,91.1563,88.5317,89.2066,3286547.0
2022-11-13,91.1188,91.1563,88.5317,89.2066,3286547.0
2022-11-14,89.6565,90.397,89.3003,89.4691,4782332.0
2022-11-15,90.547,91.3652,89.8253,91.0438,4625676.0
2022-11-16,91.2688,92.8716,91.2688,91.803,3645271.0
2022-11-17,91.2111,91.6183,89.9042,90.4629,2755842.0
2022-11-18,91.3532,92.0823,90.9175,91.6657,3680594.0
2022-11-19,91.3532,92.0823,90.9175,91.6657,3680594.0
2022-11-20,91.3532,92.0823,90.9175,91.6657,3680594.0
2022-11-21,91.4384,92.3854,91.088,91.9024,3314569.0
2022-11-22,92.3286,93.4651,92.1297,92.5086,2333970.0
2022-11-23,92.3097,93.4556,92.286,93.323,2726141.0
2022-11-24,92.3097,93.4556,92.286,93.323,2726141.0
2022-11-25,93.7587,94.6963,93.664,94.3459,1275680.0
2022-11-26,93.7587,94.6963,93.664,94.3459,1275680.0
2022-11-27,93.7587,94.6963,93.664,94.3459,1275680.0
2022-11-28,93.9481,94.3837,93.02,93.3893,2283854.0
2022-11-29,92.84,93.0294,92.0919,92.7548,2127469.0
2022-11-30,92.4139,95.1035,92.1108,94.6394,6052214.0
2022-12-01,95.5013,96.5051,94.5921,94.9993,3329848.0
2022-12-02,94.128,94.469,93.2851,94.2511,2097709.0
2022-12-03,94.128,94.469,93.2851,94.2511,2097709.0
2022-12-04,94.128,94.469,93.2851,94.2511,2097709.0
2022-12-05,93.5124,94.289,93.3041,93.8818,2212531.0
2022-12-06,93.9765,95.3687,93.807,95.1887,2828821.0
2022-12-07,95.0372,95.899,94.0712,94.308,2635589.0
2022-12-08,94.3364,95.3213,94.0617,95.1319,2065870.0
2022-12-09,94.7815,95.577,94.7152,95.0372,1998212.0
2022-12-10,94.7815,95.577,94.7152,95.0372,1998212.0
2022-12-11,94.7815,95.577,94.7152,95.0372,1998212.0
2022-12-12,96.06,97.0071,94.9899,96.9029,2734908.0
2022-12-13,97.8784,98.816,96.9976,97.6416,5581500.0
2022-12-14,97.7742,99.9335,97.1965,97.831,4468703.0
2022-12-15,97.6037,97.8452,96.543,97.0828,3631416.0
2022-12-16,96.6756,96.7135,93.9339,95.0277,10623575.0
2022-12-17,96.6756,96.7135,93.9339,95.0277,10623575.0
2022-12-18,96.6756,96.7135,93.9339,95.0277,10623575.0
2022-12-19,94.8289,95.9653,94.4313,94.9236,3628976.0
2022-12-20,94.7815,95.577,93.947,94.9046,2394325.0
2022-12-21,95.3687,96.6851,95.3213,96.5241,2269538.0
2022-12-22,96.3157,96.5809,94.9046,96.5525,2312330.0
2022-12-23,96.4294,97.689,95.7096,97.5374,1803446.0
2022-12-24,96.4294,97.689,95.7096,97.5374,1803446.0
2022-12-25,96.4294,97.689,95.7096,97.5374,1803446.0
2022-12-26,96.4294,97.689,95.7096,97.5374,1803446.0
2022-12-27,97.6321,98.4703,97.1207,98.1814,1698631.0
2022-12-28,98.494,98.9486,97.2344,97.4522,1687611.0
2022-12-29,97.831,98.8917,97.831,98.3424,1444606.0
2022-12-30,98.3803,98.494,96.5904,97.5374,2055613.0
2022-12-31,98.3803,98.494,96.5904,97.5374,2055613.0
2023-01-01,98.3803,98.494,96.5904,97.5374,2055613.0
2023-01-02,98.3803,98.494,96.5904,97.5374,2055613.0
2023-01-03,97.7363,98.3046,96.7798,98.2098,2688892.0
2023-01-04,98.7497,99.7962,98.3519,99.2611,2819879.0
2023-01-05,98.3519,98.8349,96.9976,97.7931,1920588.0
2023-01-06,98.6834,100.1892,98.494,99.6115,2157270.0
2023-01-07,98.6834,100.1892,98.494,99.6115,2157270.0
2023-01-08,98.6834,100.1892,98.494,99.6115,2157270.0
2023-01-09,99.4694,100.7953,99.2138,99.621,2358369.0
2023-01-10,99.3274,99.8861,98.9391,99.8483,2244531.0
2023-01-11,99.8483,100.4851,99.6115,100.0661,2358823.0
2023-01-12,100.1892,100.5112,99.2706,99.5168,2350121.0
2023-01-13,98.9675,99.8672,98.7402,99.4221,2722916.0
2023-01-14,98.9675,99.8672,98.7402,99.4221,2722916.0
2023-01-15,98.9675,99.8672,98.7402,99.4221,2722916.0
2023-01-16,98.9675,99.8672,98.7402,99.4221,2722916.0
2023-01-17,99.6115,99.8483,98.5887,98.7023,3552771.0
2023-01-18,98.8823,99.0433,96.6093,96.8366,3152599.0
2023-01-19,96.8366,97.4711,96.1831,96.5714,3025854.0
2023-01-20,96.4767,96.704,94.754,96.4294,3968390.0
2023-01-21,96.4767,96.704,94.754,96.4294,3968390.0
2023-01-22,96.4767,96.704,94.754,96.4294,3968390.0
2023-01-23,96.1547,96.9313,95.416,95.6433,3326698.0
2023-01-24,95.9653,96.1168,93.9102,96.0032,3048175.0
2023-01-25,94.9804,96.079,94.6868,96.0506,2066625.0
2023-01-26,95.5581,96.3252,95.416,95.9748,2093644.0
2023-01-27,95.8517,96.5809,95.2526,96.2021,2277104.0
2023-01-28,95.8517,96.5809,95.2526,96.2021,2277104.0
2023-01-29,95.8517,96.5809,95.2526,96.2021,2277104.0
2023-01-30,95.8706,96.7514,95.8138,96.2589,2470901.0
2023-01-31,96.5998,97.1302,95.7001,97.026,3722650.0
2023-02-01,96.3631,97.7553,95.8801,97.1113,3054326.0
2023-02-02,97.1776,98.333,96.5998,96.6377,3796708.0
2023-02-03,96.1263,96.4104,93.2473,95.255,4331150.0
2023-02-04,96.1263,96.4104,93.2473,95.255,4331150.0
2023-02-05,96.1263,96.4104,93.2473,95.255,4331150.0
2023-02-06,94.8478,96.5146,94.7436,96.4199,3050371.0
2023-02-07,95.7286,95.7949,94.2796,95.4823,2672586.0
2023-02-08,94.8951,94.9756,93.5977,93.9291,3328630.0
2023-02-09,94.0239,95.0615,91.8646,92.3854,4403028.0
2023-02-10,92.2055,93.9576,91.6467,93.8629,2633400.0
2023-02-11,92.2055,93.9576,91.6467,93.8629,2633400.0
2023-02-12,92.2055,93.9576,91.6467,93.8629,2633400.0
2023-02-13,93.6545,95.0846,93.6545,94.7436,1931442.0
2023-02-14,94.6963,95.1224,93.825,94.2038,2190840.0
2023-02-15,93.7587,94.1754,93.3325,94.0049,3276783.0
2023-02-16,93.2826,94.4785,92.278,94.0384,2150037.0
2023-02-17,94.2967,95.6649,93.6437,95.1865,3041332.0
2023-02-18,94.2967,95.6649,93.6437,95.1865,3041332.0
2023-02-19,94.2967,95.6649,93.6437,95.1865,3041332.0
2023-02-20,94.2967,95.6649,93.6437,95.1865,3041332.0
2023-02-21,94.7081,95.0334,93.3783,93.4548,3262647.0
2023-02-22,93.2443,94.2585,92.9621,93.2539,2070533.0
2023-02-23,93.6366,93.852,92.2302,92.6511,1889396.0
2023-02-24,91.6848,92.8386,91.3595,92.7277,2320801.0
2023-02-25,91.6848,92.8386,91.3595,92.7277,2320801.0
2023-02-26,91.6848,92.8386,91.3595,92.7277,2320801.0
2023-02-27,92.8233,93.6748,91.5509,91.6657,2416290.0
2023-02-28,91.3595,91.8953,90.1062,90.1827,3155498.0
2023-03-01,89.9531,89.9722,87.81,87.9344,3373227.0
2023-03-02,87.8004,89.9053,87.7526,89.7139,2589023.0
2023-03-03,89.8957,91.3213,89.226,91.2638,4061779.0
2023-03-04,89.8957,91.3213,89.226,91.2638,4061779.0
2023-03-05,89.8957,91.3213,89.226,91.2638,4061779.0
2023-03-06,91.3595,91.8857,91.2064,91.8283,2709113.0
2023-03-07,91.9623,92.012,88.9581,89.4747,2816953.0
2023-03-08,89.5991,90.7281,89.4652,90.575,2450157.0
2023-03-09,90.9003,91.9144,89.6852,90.1445,2751163.0
2023-03-10,90.3358,90.5272,88.3553,88.8146,2629170.0
2023-03-11,90.3358,90.5272,88.3553,88.8146,2629170.0
2023-03-12,90.3358,90.5272,88.3553,88.8146,2629170.0
2023-03-13,88.7093,92.3545,88.7093,90.0966,4542878.0
2023-03-14,90.7376,91.9718,90.022,90.9768,3778356.0
2023-03-15,90.8907,93.273,90.575,92.6416,3856838.0
2023-03-16,92.5842,94.3828,92.3306,92.9956,4859365.0
2023-03-17,92.3258,92.9286,91.57,92.2206,5914272.0
2023-03-18,92.3258,92.9286,91.57,92.2206,5914272.0
2023-03-19,92.3258,92.9286,91.57,92.2206,5914272.0
2023-03-20,92.6703,93.3783,92.4775,93.1008,3159956.0
2023-03-21,92.8712,92.9477,89.513,90.6707,4087435.0
2023-03-22,90.3645,90.8477,88.8911,88.9294,3089725.0
2023-03-23,88.9772,89.58,87.4177,87.5899,2764382.0
2023-03-24,87.6952,90.3262,87.6856,90.288,3608915.0
2023-03-25,87.6952,90.3262,87.6856,90.288,3608915.0
2023-03-26,87.6952,90.3262,87.6856,90.288,3608915.0
2023-03-27,90.642,91.2399,90.2401,90.5941,2718198.0
2023-03-28,90.4889,91.6752,90.2593,90.6515,3004039.0
2023-03-29,90.8907,92.2206,90.8811,92.1058,2348531.0
2023-03-30,92.278,92.9047,91.5557,92.0005,2500340.0
2023-03-31,92.2302,92.7899,91.7709,92.2971,3205281.0
2023-04-01,92.2302,92.7899,91.7709,92.2971,3205281.0
2023-04-02,92.2302,92.7899,91.7709,92.2971,3205281.0
2023-04-03,90.996,92.5076,90.4028,90.9768,6259116.0
2023-04-04,90.8524,92.1249,90.6085,92.0675,5001334.0
2023-04-05,92.8042,94.9951,92.5842,94.5646,4461133.0
2023-04-06,95.1961,95.464,94.1436,95.4257,2879740.0
2023-04-07,95.1961,95.464,94.1436,95.4257,2879740.0
2023-04-08,95.1961,95.464,94.1436,95.4257,2879740.0
2023-04-09,95.1961,95.464,94.1436,95.4257,2879740.0
2023-04-10,94.976,95.1136,93.8184,94.8421,2628548.0
2023-04-11,94.8899,95.2917,94.3828,95.0526,1804541.0
2023-04-12,95.4448,95.7031,94.689,95.11,1941653.0
2023-04-13,94.3063,95.0239,92.8903,94.8516,3211327.0
2023-04-14,93.8853,94.0575,93.1199,93.4165,3217918.0
2023-04-15,93.8853,94.0575,93.1199,93.4165,3217918.0
2023-04-16,93.8853,94.0575,93.1199,93.4165,3217918.0
2023-04-17,93.9332,94.4689,93.2539,94.1532,2214324.0
2023-04-18,93.9045,94.2106,93.0243,93.1965,1974268.0
2023-04-19,93.6748,94.2872,93.3113,94.1436,2125508.0
2023-04-20,94.4881,94.555,93.5219,93.9714,1989373.0
2023-04-21,94.5263,94.8612,93.4548,94.1054,2186581.0
2023-04-22,94.5263,94.8612,93.4548,94.1054,2186581.0
2023-04-23,94.5263,94.8612,93.4548,94.1054,2186581.0
2023-04-24,94.335,94.9856,93.34,94.622,2153160.0
2023-04-25,94.7273,96.0476,94.67,95.4257,2770832.0
2023-04-26,94.7177,95.3587,93.8758,94.0958,2677735.0
2023-04-27,94.1532,95.1961,94.0671,95.1674,2285289.0
2023-04-28,94.9856,95.5214,93.9332,94.6029,1995070.0
2023-04-29,94.9856,95.5214,93.9332,94.6029,1995070.0
2023-04-30,94.9856,95.5214,93.9332,94.6029,1995070.0
2023-05-01,94.5742,95.7988,94.3254,94.8038,3231857.0
2023-05-02,94.7177,94.9186,93.0243,93.3783,2576150.0
2023-05-03,93.8471,94.4594,93.0243,93.1199,3174046.0
2023-05-04,93.3591,94.2298,92.9094,93.8662,3067188.0
2023-05-05,93.8949,95.1147,93.5122,95.0621,2588966.0
2023-05-06,93.8949,95.1147,93.5122,95.0621,2588966.0
2023-05-07,93.8949,95.1147,93.5122,95.0621,2588966.0
2023-05-08,94.8134,95.4879,94.0001,94.622,3099772.0
2023-05-09,93.4931,94.1149,92.9669,93.8088,4174812.0
2023-05-10,94.5455,95.1961,93.8853,94.8516,3008242.0
2023-05-11,94.7211,95.0498,93.6773,94.0736,1824294.0
2023-05-12,94.5182,95.0739,93.7594,94.1895,2215986.0
2023-05-13,94.5182,95.0739,93.7594,94.1895,2215986.0
2023-05-14,94.5182,95.0739,93.7594,94.1895,2215986.0
2023-05-15,94.3828,94.5762,92.8649,93.107,2020484.0
2023-05-16,93.2617,93.3583,90.855,90.8646,2209290.0
2023-05-17,91.0483,91.3431,89.5018,89.9078,2967406.0
2023-05-18,89.3182,89.9078,88.9122,89.7048,2776030.0
2023-05-19,90.1397,90.594,89.4148,89.4148,2388455.0
2023-05-20,90.1397,90.594,89.4148,89.4148,2388455.0
2023-05-21,90.1397,90.594,89.4148,89.4148,2388455.0
2023-05-22,89.7918,90.0914,88.7237,88.8929,2725347.0
2023-05-23,88.4869,89.2892,87.5639,87.7137,3694302.0
2023-05-24,87.9457,88.3226,87.0178,87.1434,2820287.0
2023-05-25,86.9888,86.9985,85.278,85.9159,3621813.0
2023-05-26,85.742,85.8483,84.5918,85.7323,3065468.0
2023-05-27,85.742,85.8483,84.5918,85.7323,3065468.0
2023-05-28,85.742,85.8483,84.5918,85.7323,3065468.0
2023-05-29,85.742,85.8483,84.5918,85.7323,3065468.0
2023-05-30,85.8289,86.4669,84.9494,85.0654,3002592.0
2023-05-31,85.3457,86.7472,84.9662,86.3026,4150061.0
2023-06-01,86.6988,86.7085,84.7223,85.1717,3659425.0
2023-06-02,85.0557,86.8921,84.2825,86.6795,3835556.0
2023-06-03,85.0557,86.8921,84.2825,86.6795,3835556.0
2023-06-04,85.0557,86.8921,84.2825,86.6795,3835556.0
2023-06-05,86.9888,87.9795,86.7085,87.1434,2657870.0
2023-06-06,87.7137,87.878,86.7182,86.7472,1970839.0
2023-06-07,86.8293,88.6899,86.2252,88.5063,2531991.0
2023-06-08,88.2453,88.9412,87.6074,88.9219,3156947.0
2023-06-09,88.9219,89.0765,88.2743,88.4579,2647603.0
2023-06-10,88.9219,89.0765,88.2743,88.4579,2647603.0
2023-06-11,88.9219,89.0765,88.2743,88.4579,2647603.0
2023-06-12,88.6706,88.6706,87.82,88.3323,3131931.0
2023-06-13,87.2304,87.9747,86.8921,87.7234,3630644.0
2023-06-14,88.5546,89.5888,87.704,87.8104,3433056.0
2023-06-15,88.2936,88.8639,87.8297,88.6223,3038502.0
2023-06-16,89.0959,89.8594,88.5836,89.0959,8693779.0
2023-06-17,89.0959,89.8594,88.5836,89.0959,8693779.0
2023-06-18,89.0959,89.8594,88.5836,89.0959,8693779.0
2023-06-19,89.0959,89.8594,88.5836,89.0959,8693779.0
2023-06-20,88.9412,89.1539,87.8684,87.907,2852345.0
2023-06-21,87.6557,88.7866,86.9308,88.5836,2435313.0
2023-06-22,89.0765,89.1732,87.3609,87.8587,2554957.0
2023-06-23,88.1487,88.4821,86.5442,86.7182,3800207.0
2023-06-24,88.1487,88.4821,86.5442,86.7182,3800207.0
2023-06-25,88.1487,88.4821,86.5442,86.7182,3800207.0
2023-06-26,87.0468,88.0133,86.3605,87.8007,2209084.0
2023-06-27,87.8877,88.0713,87.4431,87.4914,2283209.0
2023-06-28,87.4141,87.4624,85.9208,86.1189,2410548.0
2023-06-29,85.4037,86.2929,85.1524,85.9063,2538269.0
2023-06-30,86.0319,86.8728,85.684,86.7375,2736244.0
2023-07-01,86.0319,86.8728,85.684,86.7375,2736244.0
2023-07-02,86.0319,86.8728,85.684,86.7375,2736244.0
2023-07-03,86.7278,87.7524,86.4862,87.6847,1180996.0
2023-07-04,86.7278,87.7524,86.4862,87.6847,1180996.0
