,RSG US Equity,RSG US Equity,RSG US Equity,RSG US Equity,RSG US Equity
2022-05-11,125.2487,127.661,125.0055,125.6183,1146072.0
2022-05-12,125.8615,126.591,123.167,124.237,1866645.0
2022-05-13,125.9685,127.7097,125.1417,127.3206,1743279.0
2022-05-14,125.9685,127.7097,125.1417,127.3206,1743279.0
2022-05-15,125.9685,127.7097,125.1417,127.3206,1743279.0
2022-05-16,127.3206,128.6921,125.9879,127.2525,967579.0
2022-05-17,127.8167,128.7699,126.2019,128.7213,1332602.0
2022-05-18,128.0307,128.7505,124.4267,124.5969,1159728.0
2022-05-19,123.5561,125.0638,121.99,124.0328,1395661.0
2022-05-20,124.8109,126.0755,123.24,125.9199,1142983.0
2022-05-21,124.8109,126.0755,123.24,125.9199,1142983.0
2022-05-22,124.8109,126.0755,123.24,125.9199,1142983.0
2022-05-23,126.4549,127.9334,125.7642,127.3887,1177465.0
2022-05-24,127.7583,130.0685,127.2039,129.8108,1112982.0
2022-05-25,129.8108,130.161,128.7126,129.3244,2718672.0
2022-05-26,130.336,131.1337,129.9275,130.482,1108660.0
2022-05-27,130.9002,133.2056,130.4917,133.1375,1129273.0
2022-05-28,130.9002,133.2056,130.4917,133.1375,1129273.0
2022-05-29,130.9002,133.2056,130.4917,133.1375,1129273.0
2022-05-30,130.9002,133.2056,130.4917,133.1375,1129273.0
2022-05-31,132.4177,133.0208,129.6367,130.1901,3575834.0
2022-06-01,129.7816,130.8613,129.7816,130.3166,1186634.0
2022-06-02,130.4917,131.9021,129.2271,131.6979,838312.0
2022-06-03,130.9294,131.3282,130.0637,130.7446,854362.0
2022-06-04,130.9294,131.3282,130.0637,130.7446,854362.0
2022-06-05,130.9294,131.3282,130.0637,130.7446,854362.0
2022-06-06,131.338,131.4158,129.5092,129.6065,1072310.0
2022-06-07,129.1396,131.7076,128.8089,131.6784,895094.0
2022-06-08,130.8808,130.8808,128.3419,128.5754,759141.0
2022-06-09,128.4392,129.0229,124.9082,124.9763,1253707.0
2022-06-10,123.5075,124.5775,122.3013,123.0892,1494436.0
2022-06-11,123.5075,124.5775,122.3013,123.0892,1494436.0
2022-06-12,123.5075,124.5775,122.3013,123.0892,1494436.0
2022-06-13,121.2994,122.5737,120.2391,120.8033,1386135.0
2022-06-14,120.7157,121.669,118.9843,119.7041,1286096.0
2022-06-15,120.4434,121.4745,118.6244,119.9959,1387520.0
2022-06-16,118.6438,119.4123,117.5155,118.4396,1355343.0
2022-06-17,118.6633,119.0232,116.4552,117.4376,1925232.0
2022-06-18,118.6633,119.0232,116.4552,117.4376,1925232.0
2022-06-19,118.6633,119.0232,116.4552,117.4376,1925232.0
2022-06-20,118.6633,119.0232,116.4552,117.4376,1925232.0
2022-06-21,118.6244,121.5231,118.3909,121.134,1263300.0
2022-06-22,120.2002,123.2546,119.7576,121.562,1140345.0
2022-06-23,122.0776,123.4005,121.669,123.2546,951336.0
2022-06-24,124.023,126.6883,123.8042,126.3576,1781654.0
2022-06-25,124.023,126.6883,123.8042,126.3576,1781654.0
2022-06-26,124.023,126.6883,123.8042,126.3576,1781654.0
2022-06-27,126.056,126.912,125.4919,125.8712,1153247.0
2022-06-28,126.2895,127.2719,124.2954,124.4218,990739.0
2022-06-29,124.8012,126.8926,123.8479,126.6591,946042.0
2022-06-30,125.683,127.9965,125.4096,127.7525,1387781.0
2022-07-01,127.8403,130.027,127.035,129.8708,983642.0
2022-07-02,127.8403,130.027,127.035,129.8708,983642.0
2022-07-03,127.8403,130.027,127.035,129.8708,983642.0
2022-07-04,127.8403,130.027,127.035,129.8708,983642.0
2022-07-05,128.7384,128.9337,124.8825,126.4737,1224237.0
2022-07-06,127.157,129.656,126.2394,128.6798,906198.0
2022-07-07,128.7287,129.0703,126.4054,126.8153,1815832.0
2022-07-08,126.8349,127.4108,125.9465,126.7665,836761.0
2022-07-09,126.8349,127.4108,125.9465,126.7665,836761.0
2022-07-10,126.8349,127.4108,125.9465,126.7665,836761.0
2022-07-11,126.4542,127.4499,126.4542,127.0203,456329.0
2022-07-12,126.6396,127.7525,124.8191,125.3413,651872.0
2022-07-13,124.1016,125.4975,123.6623,124.6092,703373.0
2022-07-14,123.3109,125.478,123.0375,125.312,549764.0
2022-07-15,126.7373,126.8544,124.9123,125.927,686505.0
2022-07-16,126.7373,126.8544,124.9123,125.927,686505.0
2022-07-17,126.7373,126.8544,124.9123,125.927,686505.0
2022-07-18,126.1711,126.1711,123.5061,123.7306,756503.0
2022-07-19,124.8435,125.927,124.4237,125.8196,854181.0
2022-07-20,126.4639,126.6299,125.3316,126.1906,830427.0
2022-07-21,126.708,128.1625,125.8099,128.1137,697420.0
2022-07-22,128.3284,128.7287,127.1277,127.8989,673317.0
2022-07-23,128.3284,128.7287,127.1277,127.8989,673317.0
2022-07-24,128.3284,128.7287,127.1277,127.8989,673317.0
2022-07-25,128.016,129.0223,127.5377,128.9044,587453.0
2022-07-26,128.8458,129.002,127.6646,128.3675,885234.0
2022-07-27,128.6506,130.4077,128.4065,129.7732,860044.0
2022-07-28,130.4663,134.205,129.9977,133.9903,995789.0
2022-07-29,134.781,136.9286,134.4003,135.3569,1639799.0
2022-07-30,134.781,136.9286,134.4003,135.3569,1639799.0
2022-07-31,134.781,136.9286,134.4003,135.3569,1639799.0
2022-08-01,134.6541,135.2788,134.0781,134.4491,1316567.0
2022-08-02,134.7614,135.4936,133.6876,134.9372,1304338.0
2022-08-03,135.2691,137.6119,135.0933,137.0555,1065269.0
2022-08-04,136.7333,139.2226,136.6747,138.1683,1132094.0
2022-08-05,137.4459,140.2671,136.3721,138.5197,1374826.0
2022-08-06,137.4459,140.2671,136.3721,138.5197,1374826.0
2022-08-07,137.4459,140.2671,136.3721,138.5197,1374826.0
2022-08-08,139.4276,140.8645,138.3245,139.4373,1202738.0
2022-08-09,140.0328,140.804,139.1542,139.4178,714323.0
2022-08-10,141.1554,141.1554,138.9492,139.535,770073.0
2022-08-11,139.7204,139.779,137.8169,138.4221,1353373.0
2022-08-12,138.8614,141.3116,138.5685,141.2628,1494939.0
2022-08-13,138.8614,141.3116,138.5685,141.2628,1494939.0
2022-08-14,138.8614,141.3116,138.5685,141.2628,1494939.0
2022-08-15,141.2335,142.9125,140.5209,142.5123,942438.0
2022-08-16,141.7606,144.2328,141.1749,143.6154,913905.0
2022-08-17,143.1761,144.5916,142.854,144.4158,735322.0
2022-08-18,144.7282,144.7282,142.8832,143.8009,665927.0
2022-08-19,143.9961,144.2108,142.8344,142.9516,889748.0
2022-08-20,143.9961,144.2108,142.8344,142.9516,889748.0
2022-08-21,143.9961,144.2108,142.8344,142.9516,889748.0
2022-08-22,141.8192,143.4299,141.4385,142.8637,669031.0
2022-08-23,142.239,142.6099,141.4092,142.2683,684295.0
2022-08-24,142.3854,143.6739,142.1999,143.1859,684270.0
2022-08-25,143.3811,144.0937,142.7807,144.0449,673895.0
2022-08-26,144.1816,144.4842,140.9992,141.2335,708859.0
2022-08-27,144.1816,144.4842,140.9992,141.2335,708859.0
2022-08-28,144.1816,144.4842,140.9992,141.2335,708859.0
2022-08-29,140.3842,142.9418,140.2768,142.0047,680055.0
2022-08-30,142.3952,142.3952,140.1207,140.4135,587256.0
2022-08-31,140.6576,141.1408,139.2811,139.3202,1578241.0
2022-09-01,138.5685,140.5795,138.2854,140.5404,937527.0
2022-09-02,141.2823,141.8583,139.0273,139.3885,740367.0
2022-09-03,141.2823,141.8583,139.0273,139.3885,740367.0
2022-09-04,141.2823,141.8583,139.0273,139.3885,740367.0
2022-09-05,141.2823,141.8583,139.0273,139.3885,740367.0
2022-09-06,140.1499,141.3604,139.3788,140.6185,1222053.0
2022-09-07,140.6673,144.4152,140.3354,143.9473,1568521.0
2022-09-08,143.4982,145.4664,143.1956,144.4744,1011441.0
2022-09-09,145.2798,145.2798,143.5178,144.1913,1121326.0
2022-09-10,145.2798,145.2798,143.5178,144.1913,1121326.0
2022-09-11,145.2798,145.2798,143.5178,144.1913,1121326.0
2022-09-12,144.3085,145.6165,143.9229,144.572,727957.0
2022-09-13,142.9613,144.4451,142.3952,142.8247,1101306.0
2022-09-14,143.137,144.5818,142.0633,142.483,1601423.0
2022-09-15,142.5709,143.1078,141.6533,142.1999,1115627.0
2022-09-16,140.2085,140.7454,139.408,140.2183,2338753.0
2022-09-17,140.2085,140.7454,139.408,140.2183,2338753.0
2022-09-18,140.2085,140.7454,139.408,140.2183,2338753.0
2022-09-19,140.1011,142.5904,139.2616,142.5025,955897.0
2022-09-20,141.5556,141.7802,139.33,140.9016,974816.0
2022-09-21,141.7802,143.0199,139.8278,139.8473,1325707.0
2022-09-22,139.5447,139.7204,137.5631,138.1878,882110.0
2022-09-23,137.0945,137.3776,135.6183,137.1628,1029308.0
2022-09-24,137.0945,137.3776,135.6183,137.1628,1029308.0
2022-09-25,137.0945,137.3776,135.6183,137.1628,1029308.0
2022-09-26,136.9969,137.895,136.2843,136.7333,1208934.0
2022-09-27,137.6314,137.6753,134.5711,135.2983,1116142.0
2022-09-28,135.9621,137.2995,134.3026,136.7138,916265.0
2022-09-29,136.5088,136.5088,133.1996,134.1757,1083876.0
2022-09-30,134.4843,134.8762,133.1617,133.2793,1619174.0
2022-10-01,134.4843,134.8762,133.1617,133.2793,1619174.0
2022-10-02,134.4843,134.8762,133.1617,133.2793,1619174.0
2022-10-03,134.3471,137.1589,133.387,136.4731,1163470.0
2022-10-04,137.8545,140.2744,137.2716,139.6278,1189490.0
2022-10-05,138.3933,139.3926,137.8545,138.3052,984537.0
2022-10-06,136.9825,137.3793,130.5655,130.7026,2136944.0
2022-10-07,129.5956,129.9287,126.4507,126.6075,1482447.0
2022-10-08,129.5956,129.9287,126.4507,126.6075,1482447.0
2022-10-09,129.5956,129.9287,126.4507,126.6075,1482447.0
2022-10-10,127.2639,128.1064,126.3527,127.4598,1231252.0
2022-10-11,126.9112,128.4885,126.6173,127.0091,1168432.0
2022-10-12,127.499,127.499,125.8178,125.8433,910418.0
2022-10-13,123.7369,128.5865,122.5711,128.028,1119137.0
2022-10-14,129.0763,129.1939,124.5706,124.8636,1080034.0
2022-10-15,129.0763,129.1939,124.5706,124.8636,1080034.0
2022-10-16,129.0763,129.1939,124.5706,124.8636,1080034.0
2022-10-17,126.4801,129.0665,126.4507,128.126,940880.0
2022-10-18,130.0658,130.9476,129.3702,130.9378,928233.0
2022-10-19,130.4773,131.5746,130.0266,131.2611,983823.0
2022-10-20,131.6431,131.6431,129.0714,129.6054,753609.0
2022-10-21,129.2723,131.1092,128.1505,130.83,1114064.0
2022-10-22,129.2723,131.1092,128.1505,130.83,1114064.0
2022-10-23,129.2723,131.1092,128.1505,130.83,1114064.0
2022-10-24,132.0448,133.5242,131.6236,131.8293,878212.0
2022-10-25,132.0644,132.8482,131.4864,132.3877,1890967.0
2022-10-26,133.5144,134.2002,130.8006,130.9084,1489670.0
2022-10-27,131.5256,133.2219,131.2513,131.9077,1350691.0
2022-10-28,129.3898,130.5557,126.5536,130.4773,2370819.0
2022-10-29,129.3898,130.5557,126.5536,130.4773,2370819.0
2022-10-30,129.3898,130.5557,126.5536,130.4773,2370819.0
2022-10-31,129.8111,132.1526,129.1204,129.9287,1934253.0
2022-11-01,130.7712,131.7215,127.9007,128.5179,1213805.0
2022-11-02,128.2338,131.2219,127.6459,127.6753,1208539.0
2022-11-03,126.6564,130.5263,126.6564,129.0959,1585244.0
2022-11-04,129.9189,130.9769,125.9413,127.2737,2127648.0
2022-11-05,129.9189,130.9769,125.9413,127.2737,2127648.0
2022-11-06,129.9189,130.9769,125.9413,127.2737,2127648.0
2022-11-07,127.8811,129.4878,127.4696,128.8216,1201555.0
2022-11-08,128.802,130.1442,127.9007,129.8307,1115291.0
2022-11-09,129.8307,130.5949,129.2625,129.3898,965755.0
2022-11-10,132.7012,133.2401,128.9734,132.1134,1541464.0
2022-11-11,132.4465,132.9413,126.9993,128.4003,2259737.0
2022-11-12,132.4465,132.9413,126.9993,128.4003,2259737.0
2022-11-13,132.4465,132.9413,126.9993,128.4003,2259737.0
2022-11-14,128.6746,129.718,127.2443,127.3422,1271669.0
2022-11-15,128.3317,129.2723,125.5494,126.2058,1731382.0
2022-11-16,126.6271,128.4983,126.2842,128.1652,2154685.0
2022-11-17,127.5284,129.3898,127.0973,129.2331,1832085.0
2022-11-18,130.683,131.4374,130.007,131.1729,1027497.0
2022-11-19,130.683,131.4374,130.007,131.1729,1027497.0
2022-11-20,130.683,131.4374,130.007,131.1729,1027497.0
2022-11-21,131.7705,132.8349,131.3923,131.9175,751214.0
2022-11-22,132.2702,133.2009,131.6921,132.6424,892262.0
2022-11-23,132.5053,133.9944,132.0938,133.1715,1405017.0
2022-11-24,132.5053,133.9944,132.0938,133.1715,1405017.0
2022-11-25,133.7201,134.6493,133.2793,134.1022,510233.0
2022-11-26,133.7201,134.6493,133.2793,134.1022,510233.0
2022-11-27,133.7201,134.6493,133.2793,134.1022,510233.0
2022-11-28,133.6026,135.2191,133.2695,133.7495,1437573.0
2022-11-29,133.3772,134.1047,132.5641,133.8769,1334753.0
2022-11-30,133.3674,136.4633,133.2744,136.4633,2107027.0
2022-12-01,137.5606,138.119,136.6103,136.914,1044581.0
2022-12-02,136.1596,137.7516,135.0231,137.6683,809939.0
2022-12-03,136.1596,137.7516,135.0231,137.6683,809939.0
2022-12-04,136.1596,137.7516,135.0231,137.6683,809939.0
2022-12-05,136.4045,136.8307,135.3611,136.287,760931.0
2022-12-06,135.993,136.2184,133.4458,134.1218,841103.0
2022-12-07,132.3877,134.0875,132.1428,132.8188,844353.0
2022-12-08,132.7502,134.1414,132.7306,133.583,707218.0
2022-12-09,133.7887,134.6508,133.0245,133.0539,642989.0
2022-12-10,133.7887,134.6508,133.0245,133.0539,642989.0
2022-12-11,133.7887,134.6508,133.0245,133.0539,642989.0
2022-12-12,133.9161,134.7684,132.8384,134.0434,767089.0
2022-12-13,135.562,135.562,133.2303,133.632,896432.0
2022-12-14,133.9944,135.317,132.6131,133.1715,1029166.0
2022-12-15,132.133,132.4367,129.6935,130.6928,1006359.0
2022-12-16,129.6054,129.816,128.3219,128.8804,2485652.0
2022-12-17,129.6054,129.816,128.3219,128.8804,2485652.0
2022-12-18,129.6054,129.816,128.3219,128.8804,2485652.0
2022-12-19,128.3415,128.4003,126.4409,127.0189,1768785.0
2022-12-20,126.8622,127.8125,126.0,127.401,1117371.0
2022-12-21,128.1162,128.8962,127.2394,128.8118,922580.0
2022-12-22,128.4493,128.4493,125.5739,126.8132,807053.0
2022-12-23,126.4017,128.3121,126.098,128.1162,519510.0
2022-12-24,126.4017,128.3121,126.098,128.1162,519510.0
2022-12-25,126.4017,128.3121,126.098,128.1162,519510.0
2022-12-26,126.4017,128.3121,126.098,128.1162,519510.0
2022-12-27,128.1554,128.4689,127.3128,128.2632,778560.0
2022-12-28,128.3807,128.6355,126.6956,126.7838,900686.0
2022-12-29,127.499,128.7236,127.112,128.0966,969198.0
2022-12-30,127.7278,127.9786,125.879,126.8526,801280.0
2022-12-31,127.7278,127.9786,125.879,126.8526,801280.0
2023-01-01,127.7278,127.9786,125.879,126.8526,801280.0
2023-01-02,127.7278,127.9786,125.879,126.8526,801280.0
2023-01-03,127.5312,127.836,125.6233,126.5477,1354470.0
2023-01-04,126.8428,127.0444,125.461,126.1249,1513319.0
2023-01-05,125.6233,125.9036,122.9877,123.4401,1874057.0
2023-01-06,124.2563,126.9411,124.2563,126.233,2265680.0
2023-01-07,124.2563,126.9411,124.2563,126.233,2265680.0
2023-01-08,124.2563,126.9411,124.2563,126.233,2265680.0
2023-01-09,126.8526,127.5213,125.2004,125.6135,2350697.0
2023-01-10,123.4598,123.8433,121.1585,123.0959,3225032.0
2023-01-11,124.276,124.8661,123.1254,124.8169,2086526.0
2023-01-12,124.9546,124.9546,120.893,121.2274,1893394.0
2023-01-13,120.8832,122.8992,120.4701,122.8205,2365414.0
2023-01-14,120.8832,122.8992,120.4701,122.8205,2365414.0
2023-01-15,120.8832,122.8992,120.4701,122.8205,2365414.0
2023-01-16,120.8832,122.8992,120.4701,122.8205,2365414.0
2023-01-17,123.5188,124.3842,122.7271,123.5974,1858292.0
2023-01-18,123.6466,124.5956,120.0964,120.1063,1158804.0
2023-01-19,119.7719,120.7947,119.467,119.6047,1449976.0
2023-01-20,119.408,121.2274,118.5819,121.1094,1194025.0
2023-01-21,119.408,121.2274,118.5819,121.1094,1194025.0
2023-01-22,119.408,121.2274,118.5819,121.1094,1194025.0
2023-01-23,121.2962,121.9649,120.2833,121.2765,1176391.0
2023-01-24,121.4634,122.1911,120.1751,121.1684,1269231.0
2023-01-25,120.4898,122.2403,120.2046,122.2206,909067.0
2023-01-26,122.7124,122.8402,121.0258,121.8174,898733.0
2023-01-27,121.5814,121.9846,120.4898,121.7978,1018299.0
2023-01-28,121.5814,121.9846,120.4898,121.7978,1018299.0
2023-01-29,121.5814,121.9846,120.4898,121.7978,1018299.0
2023-01-30,121.7781,123.4204,121.7584,122.0633,1230018.0
2023-01-31,122.2698,122.7812,121.3454,122.7517,1582720.0
2023-02-01,121.3946,123.9415,119.9883,122.7222,2259492.0
2023-02-02,122.5058,122.5058,120.362,120.5095,1936557.0
2023-02-03,120.362,121.3552,119.1622,121.0405,1499652.0
2023-02-04,120.362,121.3552,119.1622,121.0405,1499652.0
2023-02-05,120.362,121.3552,119.1622,121.0405,1499652.0
2023-02-06,120.834,122.137,120.4111,121.8371,1111138.0
2023-02-07,120.7652,122.39,120.48,122.2305,1504823.0
2023-02-08,121.8174,122.7517,121.5716,122.3583,1151045.0
2023-02-09,122.7124,123.9515,122.5994,123.3614,1807339.0
2023-02-10,123.5974,125.407,123.4499,125.2496,1850934.0
2023-02-11,123.5974,125.407,123.4499,125.2496,1850934.0
2023-02-12,123.5974,125.407,123.4499,125.2496,1850934.0
2023-02-13,125.5643,126.1347,123.6663,123.9515,1463595.0
2023-02-14,123.7155,124.4039,122.4567,122.791,1145453.0
2023-02-15,122.437,124.1285,122.2108,123.7253,2021697.0
2023-02-16,126.1642,129.0751,124.6989,127.836,2401226.0
2023-02-17,128.1212,130.4028,128.0622,129.7734,2108347.0
2023-02-18,128.1212,130.4028,128.0622,129.7734,2108347.0
2023-02-19,128.1212,130.4028,128.0622,129.7734,2108347.0
2023-02-20,128.1212,130.4028,128.0622,129.7734,2108347.0
2023-02-21,129.6947,130.2356,127.1181,128.1606,1979801.0
2023-02-22,128.7998,129.2128,127.005,127.0984,1323456.0
2023-02-23,126.9903,127.2705,125.7905,126.5871,1127735.0
2023-02-24,126.8133,127.718,126.2806,127.4623,1090978.0
2023-02-25,126.8133,127.718,126.2806,127.4623,1090978.0
2023-02-26,126.8133,127.718,126.2806,127.4623,1090978.0
2023-02-27,127.9835,129.3407,126.7247,127.1083,1543729.0
2023-02-28,127.1771,128.0622,126.4986,126.7936,1823385.0
2023-03-01,127.0099,127.0788,125.7905,126.4887,1223008.0
2023-03-02,126.4297,127.0591,126.056,126.9903,1206059.0
2023-03-03,126.9018,127.3836,125.5151,126.8034,1260071.0
2023-03-04,126.9018,127.3836,125.5151,126.8034,1260071.0
2023-03-05,126.9018,127.3836,125.5151,126.8034,1260071.0
2023-03-06,126.8624,127.8901,126.2822,127.2853,910569.0
2023-03-07,126.9411,127.7082,125.3873,125.4856,1408371.0
2023-03-08,125.4561,126.0068,124.8857,125.8593,990762.0
2023-03-09,126.5477,127.8459,125.7512,126.1937,1710051.0
2023-03-10,126.4396,127.2165,124.8833,124.9447,2116482.0
2023-03-11,126.4396,127.2165,124.8833,124.9447,2116482.0
2023-03-12,126.4396,127.2165,124.8833,124.9447,2116482.0
2023-03-13,124.6104,127.836,124.4825,126.2724,1572559.0
2023-03-14,127.3541,130.3241,127.2312,129.8422,2581854.0
2023-03-15,129.1833,131.1698,128.3671,130.5995,3085333.0
2023-03-16,130.2749,132.763,130.1963,131.3567,2111360.0
2023-03-17,131.4649,131.4649,128.2982,128.5638,1887464.0
2023-03-18,131.4649,131.4649,128.2982,128.5638,1887464.0
2023-03-19,131.4649,131.4649,128.2982,128.5638,1887464.0
2023-03-20,128.9571,130.865,128.7309,129.5865,1378652.0
2023-03-21,130.0192,130.511,127.9737,128.4457,1239353.0
2023-03-22,128.3572,129.0211,127.246,127.3246,1084886.0
2023-03-23,127.1476,127.7082,125.5741,125.8397,1109783.0
2023-03-24,125.879,129.0161,125.82,128.7506,1177180.0
2023-03-25,125.879,129.0161,125.82,128.7506,1177180.0
2023-03-26,125.879,129.0161,125.82,128.7506,1177180.0
2023-03-27,129.5669,130.9338,128.1802,128.3277,1738108.0
2023-03-28,128.3179,129.7635,128.1802,129.1341,927504.0
2023-03-29,129.8127,130.8945,129.321,130.7568,776817.0
2023-03-30,132.0156,132.6843,131.219,132.6155,1044263.0
2023-03-31,133.2522,134.0912,132.8968,133.4693,1146630.0
2023-04-01,133.2522,134.0912,132.8968,133.4693,1146630.0
2023-04-02,133.2522,134.0912,132.8968,133.4693,1146630.0
2023-04-03,133.3805,134.945,132.9561,134.3675,906395.0
2023-04-04,134.3774,134.9104,133.4588,134.3577,1294981.0
2023-04-05,135.0782,135.7494,133.0202,133.4792,1118220.0
2023-04-06,133.6963,134.3281,133.0498,133.9431,919828.0
2023-04-07,133.6963,134.3281,133.0498,133.9431,919828.0
2023-04-08,133.6963,134.3281,133.0498,133.9431,919828.0
2023-04-09,133.6963,134.3281,133.0498,133.9431,919828.0
2023-04-10,133.262,133.6766,132.5464,133.2028,768361.0
2023-04-11,132.7981,134.101,132.0776,133.3114,1011818.0
2023-04-12,133.6569,135.7593,133.4891,135.2065,858118.0
2023-04-13,134.8216,136.5884,134.6637,136.3022,914387.0
2023-04-14,135.5027,136.2429,135.2756,135.5915,781439.0
2023-04-15,135.5027,136.2429,135.2756,135.5915,781439.0
2023-04-16,135.5027,136.2429,135.2756,135.5915,781439.0
2023-04-17,136.2824,136.9931,135.7395,136.8747,1087104.0
2023-04-18,137.003,137.3781,135.6705,135.858,1083886.0
2023-04-19,136.2133,136.5292,135.6014,135.7593,875361.0
2023-04-20,136.0258,136.5687,135.246,136.5391,827015.0
2023-04-21,136.845,137.2744,136.5613,136.8154,1008347.0
2023-04-22,136.845,137.2744,136.5613,136.8154,1008347.0
2023-04-23,136.845,137.2744,136.5613,136.8154,1008347.0
2023-04-24,136.8747,137.2991,136.1196,137.2991,947185.0
2023-04-25,137.5064,138.1776,136.7858,137.0819,1080779.0
2023-04-26,135.8777,136.7266,135.3155,135.473,1167294.0
2023-04-27,135.5619,136.4305,133.5779,135.9073,1927085.0
2023-04-28,138.1677,143.0536,136.9289,142.7476,2154527.0
2023-04-29,138.1677,143.0536,136.9289,142.7476,2154527.0
2023-04-30,138.1677,143.0536,136.9289,142.7476,2154527.0
2023-05-01,142.8463,143.8334,142.5305,143.103,1174841.0
2023-05-02,143.2806,144.0801,141.8297,143.0832,1106188.0
2023-05-03,143.5471,144.8797,143.3102,144.1394,1490622.0
2023-05-04,144.1098,145.0771,143.5891,143.9222,1035550.0
2023-05-05,143.0437,144.9093,143.0141,143.9716,1482882.0
2023-05-06,143.0437,144.9093,143.0141,143.9716,1482882.0
2023-05-07,143.0437,144.9093,143.0141,143.9716,1482882.0
2023-05-08,143.5471,145.1557,143.4682,143.9518,1092873.0
2023-05-09,144.6132,145.4916,144.1295,145.0869,1116934.0
2023-05-10,145.6792,146.7057,145.2745,146.1727,1077312.0
2023-05-11,145.9358,146.4392,145.1363,146.2023,1012316.0
2023-05-12,146.6761,147.367,145.779,146.2714,833510.0
2023-05-13,146.6761,147.367,145.779,146.2714,833510.0
2023-05-14,146.6761,147.367,145.779,146.2714,833510.0
2023-05-15,146.2023,146.8735,145.1856,145.8963,824615.0
2023-05-16,145.9358,145.9358,144.4355,144.8402,967454.0
2023-05-17,145.1758,145.4423,142.7081,143.6557,1280314.0
2023-05-18,143.0536,143.1227,141.573,142.8365,1052267.0
2023-05-19,143.1424,143.6261,142.7081,143.2115,920957.0
2023-05-20,143.1424,143.6261,142.7081,143.2115,920957.0
2023-05-21,143.1424,143.6261,142.7081,143.2115,920957.0
2023-05-22,142.9648,143.3892,141.4941,142.0962,1163521.0
2023-05-23,141.5039,141.958,140.507,140.8525,1077310.0
2023-05-24,141.0992,141.9185,140.4478,140.6353,884507.0
2023-05-25,140.3491,140.5465,138.8785,139.8753,1028897.0
2023-05-26,140.1912,140.6353,139.0067,139.2535,1065725.0
2023-05-27,140.1912,140.6353,139.0067,139.2535,1065725.0
2023-05-28,140.1912,140.6353,139.0067,139.2535,1065725.0
2023-05-29,140.1912,140.6353,139.0067,139.2535,1065725.0
2023-05-30,139.2436,140.4675,138.2565,140.1615,1298616.0
2023-05-31,140.4478,141.0351,139.1449,139.7963,4090513.0
2023-06-01,140.1813,140.892,139.5397,140.8821,949587.0
2023-06-02,140.9117,142.797,140.9117,142.6292,849004.0
2023-06-03,140.9117,142.797,140.9117,142.6292,849004.0
2023-06-04,140.9117,142.797,140.9117,142.6292,849004.0
2023-06-05,142.6588,143.6853,141.8198,141.879,945276.0
2023-06-06,142.5107,142.9352,140.9759,141.4645,889942.0
2023-06-07,140.6551,141.0008,139.4015,140.0135,1382625.0
2023-06-08,140.0135,141.8494,139.5989,141.5829,778664.0
2023-06-09,141.04,141.8149,140.2208,141.4447,696820.0
2023-06-10,141.04,141.8149,140.2208,141.4447,696820.0
2023-06-11,141.04,141.8149,140.2208,141.4447,696820.0
2023-06-12,141.8099,142.1357,140.5465,141.9086,813272.0
2023-06-13,141.3658,141.7605,140.6057,141.2473,917824.0
2023-06-14,141.0795,142.4811,140.2109,141.7013,1104507.0
2023-06-15,141.8988,143.2115,141.4447,142.6785,999379.0
2023-06-16,143.5077,144.4059,143.3596,143.8433,1516302.0
2023-06-17,143.5077,144.4059,143.3596,143.8433,1516302.0
2023-06-18,143.5077,144.4059,143.3596,143.8433,1516302.0
2023-06-19,143.5077,144.4059,143.3596,143.8433,1516302.0
2023-06-20,143.5471,144.7217,143.3596,143.9814,1188502.0
2023-06-21,143.942,144.7908,142.7575,144.4651,818200.0
2023-06-22,144.4651,145.7384,144.0407,145.7088,1191329.0
2023-06-23,145.6792,146.2369,144.169,144.6329,1515175.0
2023-06-24,145.6792,146.2369,144.169,144.6329,1515175.0
2023-06-25,145.6792,146.2369,144.169,144.6329,1515175.0
2023-06-26,144.4256,146.0888,143.4287,145.8568,982962.0
2023-06-27,146.1233,148.2653,145.6002,148.2455,1111807.0
2023-06-28,148.2258,148.5712,146.4688,146.8834,1101963.0
2023-06-29,146.528,149.6274,146.0839,149.4793,1027335.0
2023-06-30,149.6626,151.8957,149.2764,151.6828,1013295.0
2023-07-01,149.6626,151.8957,149.2764,151.6828,1013295.0
2023-07-02,149.6626,151.8957,149.2764,151.6828,1013295.0
2023-07-03,150.6925,150.6925,149.3457,149.93,369875.0
2023-07-04,150.6925,150.6925,149.3457,149.93,369875.0
2023-07-05,149.3358,149.9399,148.7961,149.6824,824387.0
2023-07-06,149.108,150.435,148.4247,149.9597,856378.0
2023-07-07,149.009,149.9201,148.6376,148.8704,625117.0
2023-07-08,149.009,149.9201,148.6376,148.8704,625117.0
2023-07-09,149.009,149.9201,148.6376,148.8704,625117.0
2023-07-10,149.1773,150.6593,148.6723,149.4249,894004.0
2023-07-11,149.4051,149.9399,146.6224,148.395,1216788.0
2023-07-12,149.5239,149.6824,147.4839,147.7315,1073635.0
2023-07-13,147.6523,148.4594,147.0482,148.1474,1166350.0
2023-07-14,148.1276,148.5832,147.3651,148.5238,798833.0
2023-07-15,148.1276,148.5832,147.3651,148.5238,798833.0
2023-07-16,148.1276,148.5832,147.3651,148.5238,798833.0
2023-07-17,148.4247,149.9201,148.4247,148.6822,785942.0
