,RSG US Equity,RSG US Equity,RSG US Equity,RSG US Equity,RSG US Equity
2020-04-28,75.8856,75.8856,73.9649,74.3604,1104899.0
2020-04-29,75.5937,75.8997,73.9273,75.1041,1234646.0
2020-04-30,73.8331,74.6521,72.7315,73.7578,1331298.0
2020-05-01,72.788,72.8634,71.8559,72.6186,865456.0
2020-05-02,72.788,72.8634,71.8559,72.6186,865456.0
2020-05-03,72.788,72.8634,71.8559,72.6186,865456.0
2020-05-04,72.0348,72.9104,71.7335,72.6845,1175744.0
2020-05-05,73.3906,73.7348,72.8634,72.9481,1531943.0
2020-05-06,80.2448,80.2448,73.9084,73.9555,2333762.0
2020-05-07,74.737,77.0625,74.5204,76.4599,1757280.0
2020-05-08,77.0342,77.5615,76.3469,76.5541,1032288.0
2020-05-09,77.0342,77.5615,76.3469,76.5541,1032288.0
2020-05-10,77.0342,77.5615,76.3469,76.5541,1032288.0
2020-05-11,75.7255,77.7827,75.476,77.2508,1264030.0
2020-05-12,77.1849,77.6086,75.509,75.5561,951575.0
2020-05-13,75.2736,75.9233,74.0026,74.5392,1156924.0
2020-05-14,73.8896,75.3207,73.2494,75.3113,1419720.0
2020-05-15,74.5863,75.0477,73.8143,74.8217,2297231.0
2020-05-16,74.5863,75.0477,73.8143,74.8217,2297231.0
2020-05-17,74.5863,75.0477,73.8143,74.8217,2297231.0
2020-05-18,77.0248,77.9852,76.2904,77.4014,1292084.0
2020-05-19,77.0342,77.7027,76.2245,76.2716,1239277.0
2020-05-20,76.7612,77.8157,76.3571,76.9307,715940.0
2020-05-21,76.1869,77.3449,75.8574,76.0833,677667.0
2020-05-22,76.3469,76.4505,75.735,76.3752,591146.0
2020-05-23,76.3469,76.4505,75.735,76.3752,591146.0
2020-05-24,76.3469,76.4505,75.735,76.3752,591146.0
2020-05-25,76.3469,76.4505,75.735,76.3752,591146.0
2020-05-26,77.6086,78.6066,77.3073,77.9287,1083337.0
2020-05-27,78.8984,79.0961,77.2131,79.0585,1879968.0
2020-05-28,79.9153,80.4896,79.0302,79.9247,1096679.0
2020-05-29,80.1318,81.1016,79.4068,80.4613,1878431.0
2020-05-30,80.1318,81.1016,79.4068,80.4613,1878431.0
2020-05-31,80.1318,81.1016,79.4068,80.4613,1878431.0
2020-06-01,80.4707,80.5837,79.7834,80.0753,767328.0
2020-06-02,80.1506,82.2125,79.5669,81.5629,1450685.0
2020-06-03,82.3349,82.768,81.9113,82.1655,1089583.0
2020-06-04,81.6947,82.0901,80.7061,81.7606,1103234.0
2020-06-05,83.3235,84.8864,82.6927,84.651,1604906.0
2020-06-06,83.3235,84.8864,82.6927,84.651,1604906.0
2020-06-07,83.3235,84.8864,82.6927,84.651,1604906.0
2020-06-08,84.3027,84.9241,83.9073,84.5569,1228348.0
2020-06-09,83.5683,83.9826,82.109,82.6833,952987.0
2020-06-10,82.994,82.994,80.8521,81.5817,1242357.0
2020-06-11,79.9717,80.0188,76.7706,76.8836,1199306.0
2020-06-12,78.23,78.9549,75.5655,76.9495,1296668.0
2020-06-13,78.23,78.9549,75.5655,76.9495,1296668.0
2020-06-14,78.23,78.9549,75.5655,76.9495,1296668.0
2020-06-15,75.3207,77.5615,74.624,76.8836,1398566.0
2020-06-16,78.7384,79.2374,77.2837,77.9287,1282411.0
2020-06-17,78.1923,78.8419,77.3544,77.7874,1092589.0
2020-06-18,77.4203,77.7639,76.8459,77.6933,880147.0
2020-06-19,78.7195,78.8702,75.0477,75.2642,3518270.0
2020-06-20,78.7195,78.8702,75.0477,75.2642,3518270.0
2020-06-21,78.7195,78.8702,75.0477,75.2642,3518270.0
2020-06-22,75.1606,76.5729,74.6522,76.4788,1118717.0
2020-06-23,77.3355,77.8063,76.3753,76.5729,994302.0
2020-06-24,76.1775,76.234,74.2097,74.737,1686620.0
2020-06-25,74.4168,75.5655,73.6448,75.4525,1076314.0
2020-06-26,75.2642,76.0362,75.1418,75.8103,2228869.0
2020-06-27,75.2642,76.0362,75.1418,75.8103,2228869.0
2020-06-28,75.2642,76.0362,75.1418,75.8103,2228869.0
2020-06-29,76.6294,76.6294,75.6785,76.3469,1107537.0
2020-06-30,76.2854,78.0832,76.1813,77.6385,1257535.0
2020-07-01,77.894,78.0691,76.8342,77.014,1294969.0
2020-07-02,77.6764,77.9508,76.3895,76.8626,1714506.0
2020-07-03,77.6764,77.9508,76.3895,76.8626,1714506.0
2020-07-04,77.6764,77.9508,76.3895,76.8626,1714506.0
2020-07-05,77.6764,77.9508,76.3895,76.8626,1714506.0
2020-07-06,77.6858,78.0075,76.7017,77.1843,1354178.0
2020-07-07,76.9762,77.4493,76.4179,76.522,1156803.0
2020-07-08,76.2665,76.4368,75.5284,75.6987,1091649.0
2020-07-09,75.4054,76.4179,74.5633,76.1719,1715968.0
2020-07-10,75.9826,77.6338,75.9731,77.383,1188111.0
2020-07-11,75.9826,77.6338,75.9731,77.383,1188111.0
2020-07-12,75.9826,77.6338,75.9731,77.383,1188111.0
2020-07-13,77.7994,78.3955,77.0613,77.3357,1063110.0
2020-07-14,77.3357,78.6131,77.1938,78.5753,915277.0
2020-07-15,79.3985,80.0987,79.1809,79.7675,1545364.0
2020-07-16,79.5783,80.4394,79.5121,80.0514,948965.0
2020-07-17,80.5245,82.3886,80.1176,82.3034,1410026.0
2020-07-18,80.5245,82.3886,80.1176,82.3034,1410026.0
2020-07-19,80.5245,82.3886,80.1176,82.3034,1410026.0
2020-07-20,81.8587,82.2467,80.2785,80.4299,833261.0
2020-07-21,80.6381,81.2721,80.2325,80.4583,831208.0
2020-07-22,80.1933,81.3288,79.9,81.0544,897470.0
2020-07-23,81.291,82.1994,80.8084,81.2342,700332.0
2020-07-24,81.66,81.8776,80.2974,80.4583,822753.0
2020-07-25,81.66,81.8776,80.2974,80.4583,822753.0
2020-07-26,81.66,81.8776,80.2974,80.4583,822753.0
2020-07-27,80.657,80.8652,80.0609,80.4772,656557.0
2020-07-28,80.3069,81.2673,80.288,80.7516,580904.0
2020-07-29,81.2437,82.3602,81.0828,82.1994,739096.0
2020-07-30,82.171,82.6819,81.026,82.3791,810040.0
2020-07-31,81.7546,82.5779,81.3478,82.5589,836502.0
2020-08-01,81.7546,82.5779,81.3478,82.5589,836502.0
2020-08-02,81.7546,82.5779,81.3478,82.5589,836502.0
2020-08-03,82.7198,82.9942,82.2467,82.7293,1030580.0
2020-08-04,82.3791,82.7576,81.3761,81.9533,956131.0
2020-08-05,82.3318,82.7009,81.4613,81.8493,1082955.0
2020-08-06,81.7357,83.174,81.6695,83.174,1049946.0
2020-08-07,83.9404,88.4776,83.9404,85.7194,1719760.0
2020-08-08,83.9404,88.4776,83.9404,85.7194,1719760.0
2020-08-09,83.9404,88.4776,83.9404,85.7194,1719760.0
2020-08-10,85.5774,86.5331,85.2935,86.0032,1213169.0
2020-08-11,86.5615,86.7981,85.6437,85.9938,1282017.0
2020-08-12,86.2587,87.1292,86.0032,86.3344,1028244.0
2020-08-13,85.814,86.183,85.1705,85.8329,798401.0
2020-08-14,85.5301,86.1617,85.1043,85.5112,485140.0
2020-08-15,85.5301,86.1617,85.1043,85.5112,485140.0
2020-08-16,85.5301,86.1617,85.1043,85.5112,485140.0
2020-08-17,85.4828,85.8708,84.8583,84.9718,619282.0
2020-08-18,84.8015,85.0002,84.1581,84.3284,799616.0
2020-08-19,84.5176,84.8677,84.0067,84.3568,910657.0
2020-08-20,84.0161,84.4325,83.8363,84.2054,698060.0
2020-08-21,84.3946,85.0381,83.9877,84.9813,871898.0
2020-08-22,84.3946,85.0381,83.9877,84.9813,871898.0
2020-08-23,84.3946,85.0381,83.9877,84.9813,871898.0
2020-08-24,85.3692,86.183,85.0475,86.183,805815.0
2020-08-25,86.4669,86.7981,86.0032,86.5804,809038.0
2020-08-26,86.3912,87.3658,86.1073,87.0914,971699.0
2020-08-27,87.6591,88.3499,87.2144,87.697,713308.0
2020-08-28,87.7538,87.9335,87.1009,87.9241,833279.0
2020-08-29,87.7538,87.9335,87.1009,87.9241,833279.0
2020-08-30,87.7538,87.9335,87.1009,87.9241,833279.0
2020-08-31,87.8105,88.3593,87.432,87.7348,950861.0
2020-09-01,87.3658,88.3404,87.0346,88.2742,1139431.0
2020-09-02,88.7852,90.1288,88.3404,89.6178,1734085.0
2020-09-03,89.9585,90.3181,87.6307,88.4445,2673716.0
2020-09-04,88.9366,89.3434,87.8105,88.4729,1436637.0
2020-09-05,88.9366,89.3434,87.8105,88.4729,1436637.0
2020-09-06,88.9366,89.3434,87.8105,88.4729,1436637.0
2020-09-07,88.9366,89.3434,87.8105,88.4729,1436637.0
2020-09-08,88.1323,89.3624,87.8105,88.2742,1560004.0
2020-09-09,88.6338,90.6965,88.4256,90.0436,1194372.0
2020-09-10,90.0815,90.3559,89.4286,89.8733,1296627.0
2020-09-11,90.091,90.9142,89.8449,90.5925,870849.0
2020-09-12,90.091,90.9142,89.8449,90.5925,870849.0
2020-09-13,90.091,90.9142,89.8449,90.5925,870849.0
2020-09-14,91.1034,92.0875,91.0277,91.5576,1062389.0
2020-09-15,91.7942,92.5796,91.5671,91.6144,962493.0
2020-09-16,91.8888,92.835,91.0987,91.2075,1117448.0
2020-09-17,90.7628,91.8036,89.9017,91.2548,773512.0
2020-09-18,90.9899,91.7563,90.6114,90.6303,1429779.0
2020-09-19,90.9899,91.7563,90.6114,90.6303,1429779.0
2020-09-20,90.9899,91.7563,90.6114,90.6303,1429779.0
2020-09-21,89.8071,89.9206,88.1606,88.9839,1035546.0
2020-09-22,88.8514,90.1383,88.6338,89.9679,700897.0
2020-09-23,87.4131,89.3434,87.1482,87.186,1156779.0
2020-09-24,87.5077,87.9998,86.2303,87.4226,1177932.0
2020-09-25,87.2901,89.2867,87.0914,89.0122,747180.0
2020-09-26,87.2901,89.2867,87.0914,89.0122,747180.0
2020-09-27,87.2901,89.2867,87.0914,89.0122,747180.0
2020-09-28,89.8071,90.4411,89.1258,89.3813,851980.0
2020-09-29,89.4759,89.8544,88.7378,88.8703,973473.0
2020-09-30,89.0652,89.4549,88.2002,88.7325,1302872.0
2020-10-01,89.0366,89.0366,87.6203,88.3713,1261194.0
2020-10-02,86.8314,89.2363,86.8314,88.704,2064292.0
2020-10-03,86.8314,89.2363,86.8314,88.704,2064292.0
2020-10-04,86.8314,89.2363,86.8314,88.704,2064292.0
2020-10-05,89.1602,89.7876,88.5614,88.9036,1040199.0
2020-10-06,89.4739,89.7115,87.6964,87.9055,1008449.0
2020-10-07,88.4948,88.7705,87.9055,88.3237,1095662.0
2020-10-08,88.742,89.3503,88.2762,88.8751,948941.0
2020-10-09,89.1602,89.3028,88.5139,88.5329,1091100.0
2020-10-10,89.1602,89.3028,88.5139,88.5329,1091100.0
2020-10-11,89.1602,89.3028,88.5139,88.5329,1091100.0
2020-10-12,88.8085,90.1203,88.6754,89.8256,1345857.0
2020-10-13,89.7971,90.4815,88.7515,88.9891,843872.0
2020-10-14,89.0176,89.8066,88.5899,88.8275,668656.0
2020-10-15,88.4378,89.1032,88.2572,88.799,719330.0
2020-10-16,88.9796,89.6735,88.9036,88.9416,818693.0
2020-10-17,88.9796,89.6735,88.9036,88.9416,818693.0
2020-10-18,88.9796,89.6735,88.9036,88.9416,818693.0
2020-10-19,89.6355,89.7686,87.4778,87.5443,718103.0
2020-10-20,88.1241,88.8275,87.6869,87.7154,674644.0
2020-10-21,87.4778,87.9625,87.0677,87.1356,766697.0
2020-10-22,87.1356,88.1431,87.1356,87.2306,675949.0
2020-10-23,87.6203,88.5234,87.2782,88.2762,696964.0
2020-10-24,87.6203,88.5234,87.2782,88.2762,696964.0
2020-10-25,87.6203,88.5234,87.2782,88.2762,696964.0
2020-10-26,87.6964,88.1812,85.8904,86.3656,731630.0
2020-10-27,86.3086,86.3656,84.9684,84.9969,878578.0
2020-10-28,83.9038,84.265,82.0122,82.4209,1243020.0
2020-10-29,82.4589,83.9513,81.9171,83.0768,1284808.0
2020-10-30,82.8867,84.1699,82.7719,83.8087,1523644.0
2020-10-31,82.8867,84.1699,82.7719,83.8087,1523644.0
2020-11-01,82.8867,84.1699,82.7719,83.8087,1523644.0
2020-11-02,84.5881,85.9569,84.4836,85.4151,1116568.0
2020-11-03,86.7173,88.2382,86.4227,87.8295,1992903.0
2020-11-04,88.1907,91.1278,88.1907,89.2268,1664857.0
2020-11-05,91.2514,91.8883,90.2771,90.7856,1803556.0
2020-11-06,92.3255,94.3787,91.4935,92.278,1683965.0
2020-11-07,92.3255,94.3787,91.4935,92.278,1683965.0
2020-11-08,92.3255,94.3787,91.4935,92.278,1683965.0
2020-11-09,95.9185,98.6561,95.4337,95.4433,2114005.0
2020-11-10,95.7854,97.4489,95.2531,97.0306,1438788.0
2020-11-11,97.3443,97.8291,96.7645,97.4964,985200.0
2020-11-12,97.0306,97.4584,95.3007,95.947,996490.0
2020-11-13,96.5744,96.9546,95.2161,96.0611,720201.0
2020-11-14,96.5744,96.9546,95.2161,96.0611,720201.0
2020-11-15,96.5744,96.9546,95.2161,96.0611,720201.0
2020-11-16,96.6314,97.2902,95.8425,96.717,868637.0
2020-11-17,96.2607,96.8881,95.4433,96.2512,1101288.0
2020-11-18,96.3843,96.8025,94.987,95.0345,1436130.0
2020-11-19,94.6448,95.1391,93.6943,94.968,1131562.0
2020-11-20,95.025,95.2341,93.7513,93.9699,1143992.0
2020-11-21,95.025,95.2341,93.7513,93.9699,1143992.0
2020-11-22,95.025,95.2341,93.7513,93.9699,1143992.0
2020-11-23,94.0555,94.4547,92.6867,92.9433,1057066.0
2020-11-24,93.4281,93.8273,92.6392,92.9433,1264641.0
2020-11-25,93.1335,93.1335,92.0974,92.6202,1195243.0
2020-11-26,93.1335,93.1335,92.0974,92.6202,1195243.0
2020-11-27,92.6202,92.9671,91.7267,92.24,598262.0
2020-11-28,92.6202,92.9671,91.7267,92.24,598262.0
2020-11-29,92.6202,92.9671,91.7267,92.24,598262.0
2020-11-30,91.8883,92.259,91.2704,91.9358,3328461.0
2020-12-01,92.7532,93.5422,92.1069,92.3445,1690781.0
2020-12-02,91.9358,92.4206,90.1298,91.0138,1926015.0
2020-12-03,91.1278,91.5936,89.9777,90.0632,2037587.0
2020-12-04,90.0157,90.9567,89.9492,90.9377,2262822.0
2020-12-05,90.0157,90.9567,89.9492,90.9377,2262822.0
2020-12-06,90.0157,90.9567,89.9492,90.9377,2262822.0
2020-12-07,90.7761,90.9662,89.9349,90.1583,1262113.0
2020-12-08,89.645,90.2482,89.5737,89.9967,1306890.0
2020-12-09,90.3104,90.4054,89.2648,89.6545,1704536.0
2020-12-10,89.645,89.8921,88.6754,88.8655,1088208.0
2020-12-11,88.6754,90.4805,88.6754,90.2818,2175430.0
2020-12-12,88.6754,90.4805,88.6754,90.2818,2175430.0
2020-12-13,88.6754,90.4805,88.6754,90.2818,2175430.0
2020-12-14,90.5005,91.1849,90.1773,90.2058,1764555.0
2020-12-15,90.7286,91.7409,90.5955,91.4415,1790432.0
2020-12-16,91.6601,91.912,90.6621,90.6811,1798488.0
2020-12-17,91.0328,92.4301,91.0328,92.0974,1111353.0
2020-12-18,92.0213,92.8578,91.7077,91.9928,2337189.0
2020-12-19,92.0213,92.8578,91.7077,91.9928,2337189.0
2020-12-20,92.0213,92.8578,91.7077,91.9928,2337189.0
2020-12-21,90.7951,91.1278,89.0271,90.529,998429.0
2020-12-22,90.491,91.2039,90.2248,91.0803,647001.0
2020-12-23,91.2324,91.7172,90.3009,90.3104,1306934.0
2020-12-24,90.2628,90.9852,90.2153,90.8997,307177.0
2020-12-25,90.2628,90.9852,90.2153,90.8997,307177.0
2020-12-26,90.2628,90.9852,90.2153,90.8997,307177.0
2020-12-27,90.2628,90.9852,90.2153,90.8997,307177.0
2020-12-28,91.3084,92.3493,91.3084,91.6506,780550.0
2020-12-29,92.0023,92.1829,90.8046,90.8902,712011.0
2020-12-30,90.9757,91.4795,90.6431,90.9757,561586.0
2020-12-31,91.181,92.1071,90.8086,91.9448,587799.0
2021-01-01,91.181,92.1071,90.8086,91.9448,587799.0
2021-01-02,91.181,92.1071,90.8086,91.9448,587799.0
2021-01-03,91.181,92.1071,90.8086,91.9448,587799.0
2021-01-04,91.8302,91.8493,88.8131,89.3096,1297267.0
2021-01-05,88.9945,89.6056,88.331,89.4051,1038042.0
2021-01-06,89.6438,91.7347,89.2714,91.5438,1608864.0
2021-01-07,91.8684,92.8612,91.3815,92.3935,1329015.0
2021-01-08,92.384,93.1574,92.1739,92.5845,863059.0
2021-01-09,92.384,93.1574,92.1739,92.5845,863059.0
2021-01-10,92.384,93.1574,92.1739,92.5845,863059.0
2021-01-11,91.1428,92.2312,91.0234,91.4197,904682.0
2021-01-12,91.3624,91.6393,90.3694,90.9423,721304.0
2021-01-13,90.7704,91.2574,90.1307,90.1689,933752.0
2021-01-14,90.379,90.5031,88.8418,89.4624,952201.0
2021-01-15,89.0327,89.9398,88.6508,89.5674,1147782.0
2021-01-16,89.0327,89.9398,88.6508,89.5674,1147782.0
2021-01-17,89.0327,89.9398,88.6508,89.5674,1147782.0
2021-01-18,89.0327,89.9398,88.6508,89.5674,1147782.0
2021-01-19,89.9493,91.2287,89.682,90.3885,1479614.0
2021-01-20,90.3121,90.7991,90.0209,90.3981,1293150.0
2021-01-21,90.3885,90.5413,89.3192,89.7202,825337.0
2021-01-22,89.7584,90.4076,89.4433,90.1307,781964.0
2021-01-23,89.7584,90.4076,89.4433,90.1307,781964.0
2021-01-24,89.7584,90.4076,89.4433,90.1307,781964.0
2021-01-25,90.0734,90.4267,89.2714,89.8825,674336.0
2021-01-26,90.0734,90.2023,88.7367,89.1282,1092110.0
2021-01-27,88.3166,88.5553,85.9965,86.3116,1403518.0
2021-01-28,86.9036,89.2237,86.1302,87.7247,1163643.0
2021-01-29,87.1805,87.6197,85.9393,86.4262,1240941.0
2021-01-30,87.1805,87.6197,85.9393,86.4262,1240941.0
2021-01-31,87.1805,87.6197,85.9393,86.4262,1240941.0
2021-02-01,86.8176,87.5671,86.2543,86.8558,994752.0
2021-02-02,87.3523,88.0016,87.0372,87.7151,1210707.0
2021-02-03,87.6674,87.6769,86.6555,87.3619,1404589.0
2021-02-04,87.4573,88.2403,87.0277,87.8774,874979.0
2021-02-05,88.2498,88.2498,86.7795,86.8176,2132686.0
2021-02-06,88.2498,88.2498,86.7795,86.8176,2132686.0
2021-02-07,88.2498,88.2498,86.7795,86.8176,2132686.0
2021-02-08,86.8845,87.7247,86.4453,87.6292,1672473.0
2021-02-09,87.8584,87.9443,86.9036,87.4001,1081363.0
2021-02-10,87.8202,87.8774,86.1207,86.4262,1341400.0
2021-02-11,86.5981,87.19,86.4644,87.1614,1223458.0
2021-02-12,87.1327,87.4669,86.7699,87.1327,850883.0
2021-02-13,87.1327,87.4669,86.7699,87.1327,850883.0
2021-02-14,87.1327,87.4669,86.7699,87.1327,850883.0
2021-02-15,87.1327,87.4669,86.7699,87.1327,850883.0
2021-02-16,86.2448,86.9704,86.0252,86.2925,1703908.0
2021-02-17,85.9297,86.2257,85.1945,86.0061,1286510.0
2021-02-18,85.987,87.6674,85.8342,87.5719,1829010.0
2021-02-19,87.6101,87.7533,86.4166,86.493,1608141.0
2021-02-20,87.6101,87.7533,86.4166,86.493,1608141.0
2021-02-21,87.6101,87.7533,86.4166,86.493,1608141.0
2021-02-22,86.1589,86.3498,84.6551,84.9749,1960441.0
2021-02-23,87.2664,87.8297,84.6408,84.9367,2596010.0
2021-02-24,84.6503,85.8915,84.6121,85.5383,1334109.0
2021-02-25,85.5669,87.2715,85.395,86.3498,2298717.0
2021-02-26,86.4548,87.3619,85.0513,85.0609,2081590.0
2021-02-27,86.4548,87.3619,85.0513,85.0609,2081590.0
2021-02-28,86.4548,87.3619,85.0513,85.0609,2081590.0
2021-03-01,85.7101,87.4239,85.5764,86.6458,1520874.0
2021-03-02,86.5217,87.7724,86.2639,87.4669,1489921.0
2021-03-03,87.2664,87.7151,86.579,87.2282,1395457.0
