,ZBH US Equity,ZBH US Equity,ZBH US Equity,ZBH US Equity,ZBH US Equity
2020-05-04,108.6704,109.1129,106.6836,107.4086,1353853.0
2020-05-05,108.8022,113.0535,108.7928,111.128,1071941.0
2020-05-06,111.8624,112.8134,108.8587,109.1129,820789.0
2020-05-07,110.9585,113.5856,110.1675,112.4274,1520375.0
2020-05-08,113.9245,114.7437,112.5215,114.7437,1465575.0
2020-05-09,113.9245,114.7437,112.5215,114.7437,1465575.0
2020-05-10,113.9245,114.7437,112.5215,114.7437,1465575.0
2020-05-11,115.2616,117.2955,109.8521,111.0997,1901284.0
2020-05-12,112.0507,113.2183,106.8813,106.9567,1351268.0
2020-05-13,106.4011,106.9096,102.9925,104.5838,1913898.0
2020-05-14,102.8042,106.0527,102.4276,105.5537,1611616.0
2020-05-15,104.6497,106.3258,104.0754,105.8267,855652.0
2020-05-16,104.6497,106.3258,104.0754,105.8267,855652.0
2020-05-17,104.6497,106.3258,104.0754,105.8267,855652.0
2020-05-18,110.1675,116.5375,109.499,115.5064,2375856.0
2020-05-19,115.3746,118.1712,115.1392,116.7117,1518966.0
2020-05-20,117.9828,119.7719,117.5779,119.2069,1403045.0
2020-05-21,118.0958,118.6137,113.6044,114.8755,2490161.0
2020-05-22,114.8755,116.3821,114.0893,116.1938,1027415.0
2020-05-23,114.8755,116.3821,114.0893,116.1938,1027415.0
2020-05-24,114.8755,116.3821,114.0893,116.1938,1027415.0
2020-05-25,114.8755,116.3821,114.0893,116.1938,1027415.0
2020-05-26,120.2427,121.9564,119.0092,119.3387,1967488.0
2020-05-27,120.8171,122.3801,119.5836,120.8453,1494354.0
2020-05-28,121.9282,122.7662,120.2661,120.5158,959026.0
2020-05-29,121.0148,121.0148,116.3256,118.9621,1345853.0
2020-05-30,121.0148,121.0148,116.3256,118.9621,1345853.0
2020-05-31,121.0148,121.0148,116.3256,118.9621,1345853.0
2020-06-01,118.6231,121.1325,118.5101,120.4122,612044.0
2020-06-02,121.0901,121.5327,119.9508,120.9771,1031889.0
2020-06-03,121.5515,126.2689,120.883,122.7568,1382410.0
2020-06-04,121.8905,124.4046,121.4479,121.947,1150384.0
2020-06-05,126.2595,131.2029,125.704,129.3762,1879922.0
2020-06-06,126.2595,131.2029,125.704,129.3762,1879922.0
2020-06-07,126.2595,131.2029,125.704,129.3762,1879922.0
2020-06-08,129.3762,131.2877,127.7755,128.5288,1330916.0
2020-06-09,126.994,128.8113,124.3454,126.3066,1658523.0
2020-06-10,127.2011,129.4421,125.3933,126.4478,1981360.0
2020-06-11,122.4084,122.5025,113.7739,114.0658,1937326.0
2020-06-12,117.7098,118.7173,114.014,117.8793,1853711.0
2020-06-13,117.7098,118.7173,114.014,117.8793,1853711.0
2020-06-14,117.7098,118.7173,114.014,117.8793,1853711.0
2020-06-15,114.8379,120.7041,113.9521,119.706,1498170.0
2020-06-16,123.2652,124.9789,120.5252,123.4065,1639056.0
2020-06-17,123.8396,123.8396,120.0638,120.5911,1056721.0
2020-06-18,119.9414,121.2784,119.2258,119.9979,865750.0
2020-06-19,122.2012,123.0016,118.3736,118.8491,1558564.0
2020-06-20,122.2012,123.0016,118.3736,118.8491,1558564.0
2020-06-21,122.2012,123.0016,118.3736,118.8491,1558564.0
2020-06-22,118.0958,118.3124,115.53,117.3237,918757.0
2020-06-23,118.915,120.9771,118.5196,118.6043,929953.0
2020-06-24,117.4367,117.4367,108.7551,111.3163,2928811.0
2020-06-25,111.1374,111.1374,105.4595,108.5668,3492345.0
2020-06-26,108.7177,110.8313,107.5288,108.9159,3381596.0
2020-06-27,108.7177,110.8313,107.5288,108.9159,3381596.0
2020-06-28,108.7177,110.8313,107.5288,108.9159,3381596.0
2020-06-29,109.9066,111.1333,108.9914,110.3029,1759557.0
2020-06-30,110.1142,113.964,109.4254,112.6241,1917634.0
2020-07-01,113.0393,114.1527,110.8124,112.6052,2039675.0
2020-07-02,114.6056,116.0492,113.4072,113.8035,1464031.0
2020-07-03,114.6056,116.0492,113.4072,113.8035,1464031.0
2020-07-04,114.6056,116.0492,113.4072,113.8035,1464031.0
2020-07-05,114.6056,116.0492,113.4072,113.8035,1464031.0
2020-07-06,115.0019,115.6812,110.5388,111.4069,1516880.0
2020-07-07,110.6143,112.8553,109.9019,110.3973,1123222.0
2020-07-08,110.2086,112.6854,109.265,112.2089,1936271.0
2020-07-09,111.7654,112.6147,108.5573,111.0012,1546184.0
2020-07-10,110.5765,112.7562,109.0668,112.6901,845219.0
2020-07-11,110.5765,112.7562,109.0668,112.6901,845219.0
2020-07-12,110.5765,112.7562,109.0668,112.6901,845219.0
2020-07-13,113.1053,117.2004,113.0959,114.0489,1459787.0
2020-07-14,114.2093,117.2004,113.8602,117.1626,1335013.0
2020-07-15,119.3423,125.0697,118.4648,124.2866,2022187.0
2020-07-16,123.8903,123.9139,121.8144,123.192,1359739.0
2020-07-17,123.711,128.325,123.4893,127.5136,1639386.0
2020-07-18,123.711,128.325,123.4893,127.5136,1639386.0
2020-07-19,123.711,128.325,123.4893,127.5136,1639386.0
2020-07-20,126.7115,127.7495,122.942,123.3053,1289742.0
2020-07-21,124.9754,126.0133,124.5508,125.0509,952780.0
2020-07-22,124.7678,127.0418,124.3998,125.5793,972474.0
2020-07-23,125.6547,126.5181,124.23,125.2773,735473.0
2020-07-24,125.1641,126.6361,124.3432,126.5417,745394.0
2020-07-25,125.1641,126.6361,124.3432,126.5417,745394.0
2020-07-26,125.1641,126.6361,124.3432,126.5417,745394.0
2020-07-27,125.5321,127.306,123.5412,126.6644,963860.0
2020-07-28,127.4286,128.3816,125.7114,126.5889,1173063.0
2020-07-29,127.3154,131.9578,127.1692,131.703,1111033.0
2020-07-30,129.4573,131.0284,127.4428,130.4952,987296.0
2020-07-31,129.6743,129.863,125.834,127.2494,1303615.0
2020-08-01,129.6743,129.863,125.834,127.2494,1303615.0
2020-08-02,129.6743,129.863,125.834,127.2494,1303615.0
2020-08-03,127.8533,130.5896,127.2588,128.0608,1623687.0
2020-08-04,122.6636,126.721,122.2202,123.2675,2248641.0
2020-08-05,126.1548,128.2118,124.2016,126.0888,1169232.0
2020-08-06,125.3528,126.0322,124.3526,125.4849,958798.0
2020-08-07,125.2868,131.5992,125.2207,131.5143,1683754.0
2020-08-08,125.2868,131.5992,125.2207,131.5143,1683754.0
2020-08-09,125.2868,131.5992,125.2207,131.5143,1683754.0
2020-08-10,131.5426,131.6275,130.0612,130.5707,1037516.0
2020-08-11,131.5426,132.4295,128.5326,130.4103,884929.0
2020-08-12,131.7785,132.071,129.8725,130.7594,819018.0
2020-08-13,129.8064,130.8821,128.8298,130.1272,638407.0
2020-08-14,129.4007,130.3065,128.5751,129.5705,632882.0
2020-08-15,129.4007,130.3065,128.5751,129.5705,632882.0
2020-08-16,129.4007,130.3065,128.5751,129.5705,632882.0
2020-08-17,129.9668,132.5522,129.7404,130.7594,739566.0
2020-08-18,131.0614,132.0993,130.7783,130.967,681570.0
2020-08-19,131.5049,131.8634,129.0516,129.5045,694213.0
2020-08-20,128.5892,129.9668,128.3643,129.0799,1219105.0
2020-08-21,129.061,129.1931,126.9757,128.476,909983.0
2020-08-22,129.061,129.1931,126.9757,128.476,909983.0
2020-08-23,129.061,129.1931,126.9757,128.476,909983.0
2020-08-24,129.3818,131.5426,128.4194,129.0893,727373.0
2020-08-25,130.4669,131.0614,129.1082,129.8347,556112.0
2020-08-26,129.3441,129.9574,128.1646,129.1082,878905.0
2020-08-27,129.9763,133.3165,128.9761,132.5994,1305822.0
2020-08-28,132.9579,133.8072,131.5935,133.6751,736664.0
2020-08-29,132.9579,133.8072,131.5935,133.6751,736664.0
2020-08-30,132.9579,133.8072,131.5935,133.6751,736664.0
2020-08-31,133.7694,134.1846,132.4295,132.9296,751352.0
2020-09-01,132.2691,132.8447,131.3728,132.5522,658957.0
2020-09-02,132.6654,135.2414,131.4671,134.9017,781051.0
2020-09-03,134.93,135.3074,131.8823,132.59,1347254.0
2020-09-04,133.4863,134.0242,129.3724,131.9106,557806.0
2020-09-05,133.4863,134.0242,129.3724,131.9106,557806.0
2020-09-06,133.4863,134.0242,129.3724,131.9106,557806.0
2020-09-07,133.4863,134.0242,129.3724,131.9106,557806.0
2020-09-08,130.7123,132.4862,129.7404,130.4764,762282.0
2020-09-09,131.3067,133.458,131.2595,132.288,965040.0
2020-09-10,132.5616,133.9393,130.7594,130.8444,1055248.0
2020-09-11,132.2786,132.9768,130.7594,131.3539,623065.0
2020-09-12,132.2786,132.9768,130.7594,131.3539,623065.0
2020-09-13,132.2786,132.9768,130.7594,131.3539,623065.0
2020-09-14,132.0993,133.6137,131.6511,132.656,816923.0
2020-09-15,133.241,136.3453,133.1231,136.1566,944507.0
2020-09-16,136.7888,139.5723,136.1755,137.6946,1102387.0
2020-09-17,136.4208,138.1287,134.4393,134.7319,1033239.0
2020-09-18,134.2884,135.4207,128.8912,131.0331,1805490.0
2020-09-19,134.2884,135.4207,128.8912,131.0331,1805490.0
2020-09-20,134.2884,135.4207,128.8912,131.0331,1805490.0
2020-09-21,128.7685,128.9761,124.4847,126.4379,1404070.0
2020-09-22,127.1644,128.6081,125.7585,127.9004,1099870.0
2020-09-23,127.7495,128.1929,125.8718,126.1926,652187.0
2020-09-24,125.6264,125.6453,121.8569,124.664,858673.0
2020-09-25,124.1073,128.3062,123.5003,127.4192,860835.0
2020-09-26,124.1073,128.3062,123.5003,127.4192,860835.0
2020-09-27,124.1073,128.3062,123.5003,127.4192,860835.0
2020-09-28,129.4479,130.2263,128.2684,128.6175,909853.0
2020-09-29,129.3171,129.4305,124.572,126.0938,831540.0
2020-09-30,126.4719,130.3757,126.2734,128.6837,1009987.0
2020-10-01,129.629,131.2926,128.4616,129.8086,1101932.0
2020-10-02,127.0674,131.3871,126.9067,130.1489,971631.0
2020-10-03,127.0674,131.3871,126.9067,130.1489,971631.0
2020-10-04,127.0674,131.3871,126.9067,130.1489,971631.0
2020-10-05,131.6423,133.977,130.9836,133.8353,607164.0
2020-10-06,133.9203,136.463,133.1641,133.3532,752493.0
2020-10-07,134.1755,137.5878,134.1755,136.8978,717896.0
2020-10-08,138.4102,139.535,137.3988,138.6276,793106.0
2020-10-09,139.8375,141.5956,139.1285,139.8847,1032332.0
2020-10-10,139.8375,141.5956,139.1285,139.8847,1032332.0
2020-10-11,139.8375,141.5956,139.1285,139.8847,1032332.0
2020-10-12,141.8697,141.8697,139.7429,140.9812,963990.0
2020-10-13,140.0738,140.1116,136.5818,136.8789,1211326.0
2020-10-14,138.0037,140.726,137.3468,137.7391,858538.0
2020-10-15,135.4611,139.5444,134.0668,139.4594,991009.0
2020-10-16,140.1494,141.1702,138.6937,138.8828,770258.0
2020-10-17,140.1494,141.1702,138.6937,138.8828,770258.0
2020-10-18,140.1494,141.1702,138.6937,138.8828,770258.0
2020-10-19,138.8828,140.3763,133.5989,134.2228,1011986.0
2020-10-20,135.5178,136.4535,133.8163,134.1283,589641.0
2020-10-21,133.495,134.9034,132.9382,134.0527,510841.0
2020-10-22,134.7521,136.3543,133.3815,135.2153,1047453.0
2020-10-23,136.463,136.463,134.5064,134.8939,723337.0
2020-10-24,136.463,136.463,134.5064,134.8939,723337.0
2020-10-25,136.463,136.463,134.5064,134.8939,723337.0
2020-10-26,132.9656,134.1661,130.4371,131.8692,1623524.0
2020-10-27,131.7463,134.2795,130.8389,131.009,1000973.0
2020-10-28,128.438,128.5514,125.47,126.0655,1771048.0
2020-10-29,125.5172,127.3888,124.2979,126.5097,1591179.0
2020-10-30,126.1789,127.436,122.9273,124.865,1256420.0
2020-10-31,126.1789,127.436,122.9273,124.865,1256420.0
2020-11-01,126.1789,127.436,122.9273,124.865,1256420.0
2020-11-02,126.5381,126.8594,123.6771,125.262,1136101.0
2020-11-03,127.3888,129.922,126.4625,128.939,759664.0
2020-11-04,129.5061,133.0885,128.8728,129.3076,1024122.0
2020-11-05,131.1508,133.3721,130.5364,131.7179,1557582.0
2020-11-06,132.1244,136.0471,127.3132,130.9334,2214085.0
2020-11-07,132.1244,136.0471,127.3132,130.9334,2214085.0
2020-11-08,132.1244,136.0471,127.3132,130.9334,2214085.0
2020-11-09,151.1613,156.1049,146.2934,147.4088,2844709.0
2020-11-10,144.6203,146.0382,141.6523,141.9359,2126749.0
2020-11-11,142.8528,143.2025,138.5709,141.2175,1275453.0
2020-11-12,140.6315,142.5314,138.8166,140.3006,1341973.0
2020-11-13,141.0852,143.6893,140.4708,143.0702,1598880.0
2020-11-14,141.0852,143.6893,140.4708,143.0702,1598880.0
2020-11-15,141.0852,143.6893,140.4708,143.0702,1598880.0
2020-11-16,146.0193,146.0193,139.2703,141.9926,1388102.0
2020-11-17,140.4046,142.21,136.7088,141.9264,1363141.0
2020-11-18,142.1722,144.8188,140.0076,140.0738,1531698.0
2020-11-19,139.7808,139.828,137.3232,138.5047,1777335.0
2020-11-20,138.0793,139.1096,136.3968,137.947,1462558.0
2020-11-21,138.0793,139.1096,136.3968,137.947,1462558.0
2020-11-22,138.0793,139.1096,136.3968,137.947,1462558.0
2020-11-23,138.5425,140.7071,137.6162,138.2306,659118.0
2020-11-24,139.5634,143.5711,139.5444,142.8055,1104171.0
2020-11-25,142.1533,142.7299,140.2817,141.4822,601260.0
2020-11-26,142.1533,142.7299,140.2817,141.4822,601260.0
2020-11-27,142.2384,142.3754,140.433,141.8036,381674.0
2020-11-28,142.2384,142.3754,140.433,141.8036,381674.0
2020-11-29,142.2384,142.3754,140.433,141.8036,381674.0
2020-11-30,142.0115,143.1647,140.5842,140.9528,880201.0
2020-12-01,142.2478,142.6543,137.6445,138.0982,935221.0
2020-12-02,137.3988,139.9036,137.2097,139.7524,772413.0
2020-12-03,139.4216,140.2156,137.8052,138.2967,838572.0
2020-12-04,138.3913,140.9339,137.6256,140.8867,621048.0
2020-12-05,138.3913,140.9339,137.6256,140.8867,621048.0
2020-12-06,138.3913,140.9339,137.6256,140.8867,621048.0
2020-12-07,140.3763,141.0568,137.0868,137.5973,936449.0
2020-12-08,137.0018,139.0151,136.1511,138.5425,948107.0
2020-12-09,139.1569,139.5823,137.2901,139.1475,1089833.0
2020-12-10,139.1002,140.4141,137.7202,137.9943,1039777.0
2020-12-11,136.9829,137.3657,133.4099,133.9203,1426925.0
2020-12-12,136.9829,137.3657,133.4099,133.9203,1426925.0
2020-12-13,136.9829,137.3657,133.4099,133.9203,1426925.0
2020-12-14,135.1869,137.0018,134.5253,134.7805,966615.0
2020-12-15,136.7182,140.3573,136.1133,139.7146,997127.0
2020-12-16,139.138,141.8186,138.9395,140.6976,743121.0
2020-12-17,140.1967,143.7413,139.9887,143.0702,804646.0
2020-12-18,143.505,144.0721,141.3215,143.5333,1766602.0
2020-12-19,143.505,144.0721,141.3215,143.5333,1766602.0
2020-12-20,143.505,144.0721,141.3215,143.5333,1766602.0
2020-12-21,140.7638,142.0115,138.9962,140.4613,863127.0
2020-12-22,140.1872,143.3915,138.1928,142.5692,1019413.0
2020-12-23,143.3632,143.9587,140.7827,140.8205,662037.0
2020-12-24,141.4454,141.7294,139.7507,141.3034,283763.0
2020-12-25,141.4454,141.7294,139.7507,141.3034,283763.0
2020-12-26,141.4454,141.7294,139.7507,141.3034,283763.0
2020-12-27,141.4454,141.7294,139.7507,141.3034,283763.0
2020-12-28,142.591,143.4998,140.8773,140.9625,683977.0
2020-12-29,142.4205,145.1756,141.93,144.333,735671.0
2020-12-30,144.7117,146.52,143.3105,144.1152,427576.0
2020-12-31,143.7744,146.2549,143.1969,145.8857,499190.0
2021-01-01,143.7744,146.2549,143.1969,145.8857,499190.0
2021-01-02,143.7744,146.2549,143.1969,145.8857,499190.0
2021-01-03,143.7744,146.2549,143.1969,145.8857,499190.0
2021-01-04,147.3815,148.1579,142.7708,145.0052,1229012.0
2021-01-05,144.8916,148.8206,144.6075,147.5141,969824.0
2021-01-06,147.3626,152.0727,147.3626,151.7177,1383329.0
2021-01-07,151.7934,152.7591,149.9851,150.8183,1201562.0
2021-01-08,151.7556,153.2704,149.9283,150.4869,1222397.0
2021-01-09,151.7556,153.2704,149.9283,150.4869,1222397.0
2021-01-10,151.7556,153.2704,149.9283,150.4869,1222397.0
2021-01-11,148.4324,150.6668,147.2869,150.5342,1201729.0
2021-01-12,149.9283,151.5189,148.6786,151.32,1176974.0
2021-01-13,151.9165,155.2491,151.0644,154.2739,1675412.0
2021-01-14,153.7343,157.0953,153.7343,153.9615,1145693.0
2021-01-15,153.5449,154.0278,151.036,151.5946,1409240.0
2021-01-16,153.5449,154.0278,151.036,151.5946,1409240.0
2021-01-17,153.5449,154.0278,151.036,151.5946,1409240.0
2021-01-18,153.5449,154.0278,151.036,151.5946,1409240.0
2021-01-19,152.7023,152.9958,150.8088,151.4147,1007297.0
2021-01-20,151.4337,155.3816,150.2549,154.7568,1184528.0
2021-01-21,155.3343,156.6882,153.8763,154.2834,1046115.0
2021-01-22,153.223,154.0751,152.0396,152.4372,974450.0
2021-01-23,153.223,154.0751,152.0396,152.4372,974450.0
2021-01-24,153.223,154.0751,152.0396,152.4372,974450.0
2021-01-25,151.9922,152.4277,148.1484,150.8277,1343413.0
2021-01-26,151.7177,152.6455,148.9437,149.7958,842553.0
2021-01-27,146.965,149.3224,143.9259,144.475,1890046.0
2021-01-28,145.9898,150.6005,144.7496,148.6691,1540214.0
2021-01-29,147.694,148.4419,143.7649,145.488,1621543.0
2021-01-30,147.694,148.4419,143.7649,145.488,1621543.0
2021-01-31,147.694,148.4419,143.7649,145.488,1621543.0
2021-02-01,146.6241,147.7034,144.1342,145.7058,1421975.0
2021-02-02,146.8987,152.1248,146.6241,150.0609,1712543.0
2021-02-03,149.3792,150.5721,147.5614,150.1177,941950.0
2021-02-04,151.4053,155.2396,149.8147,152.1721,1812382.0
2021-02-05,160.9959,160.9959,150.0419,151.3768,3544859.0
2021-02-06,160.9959,160.9959,150.0419,151.3768,3544859.0
2021-02-07,160.9959,160.9959,150.0419,151.3768,3544859.0
2021-02-08,151.6419,152.6076,148.8774,151.3011,1327262.0
2021-02-09,151.2916,151.7271,149.3224,150.6762,1195123.0
2021-02-10,151.481,153.7958,151.0265,151.8029,1644314.0
2021-02-11,152.8917,155.1544,151.481,153.5733,1105320.0
2021-02-12,152.6644,153.8479,151.8029,152.7875,1206228.0
2021-02-13,152.6644,153.8479,151.8029,152.7875,1206228.0
2021-02-14,152.6644,153.8479,151.8029,152.7875,1206228.0
2021-02-15,152.6644,153.8479,151.8029,152.7875,1206228.0
2021-02-16,153.1662,153.1662,151.0171,151.8313,921904.0
2021-02-17,150.9697,151.0644,148.7543,150.1366,951116.0
2021-02-18,149.294,149.6538,146.2549,148.4608,868138.0
2021-02-19,148.6597,149.5307,147.604,148.3283,806558.0
2021-02-20,148.6597,149.5307,147.604,148.3283,806558.0
2021-02-21,148.6597,149.5307,147.604,148.3283,806558.0
2021-02-22,147.3437,152.5887,146.5863,151.8029,1277223.0
2021-02-23,153.1094,155.7603,151.9544,153.2514,1824789.0
2021-02-24,153.4502,156.4136,153.321,154.9745,1017965.0
2021-02-25,154.2739,156.5651,153.5733,155.7414,1435723.0
2021-02-26,156.442,157.5024,152.8727,154.3781,1570661.0
2021-02-27,156.442,157.5024,152.8727,154.3781,1570661.0
2021-02-28,156.442,157.5024,152.8727,154.3781,1570661.0
2021-03-01,156.2337,157.597,154.0041,154.7,1456602.0
2021-03-02,154.6337,154.9935,151.6609,152.6076,1370713.0
2021-03-03,152.6739,153.152,149.436,151.2443,2112606.0
2021-03-04,151.2254,151.2254,146.236,147.9307,1913937.0
