,CC US Equity,CC US Equity,CC US Equity,CC US Equity,CC US Equity
2019-04-02,30.1362,30.4657,29.7303,29.9915,1689805.0
2019-04-03,30.4335,31.1729,30.4335,30.546,1728426.0
2019-04-04,30.546,31.0202,30.3532,30.5139,1228087.0
2019-04-05,30.6987,30.8996,30.4817,30.5621,797295.0
2019-04-06,30.6987,30.8996,30.4817,30.5621,797295.0
2019-04-07,30.6987,30.8996,30.4817,30.5621,797295.0
2019-04-08,30.6184,31.1246,30.329,30.8996,1142891.0
2019-04-09,30.6103,30.6826,30.0558,30.1362,1243230.0
2019-04-10,30.313,31.3898,30.1442,31.0041,1737639.0
2019-04-11,30.98,31.3818,30.8032,31.2291,1419019.0
2019-04-12,31.7033,32.3783,31.4863,31.872,1228582.0
2019-04-13,31.7033,32.3783,31.4863,31.872,1228582.0
2019-04-14,31.7033,32.3783,31.4863,31.872,1228582.0
2019-04-15,32.8926,33.4311,32.2457,32.5069,1876852.0
2019-04-16,32.5069,32.6273,32.1613,32.2979,1505620.0
2019-04-17,32.6274,32.6274,31.8479,31.9524,1757596.0
2019-04-18,32.0086,32.1011,31.4059,31.5747,1061566.0
2019-04-19,32.0086,32.1011,31.4059,31.5747,1061566.0
2019-04-20,32.0086,32.1011,31.4059,31.5747,1061566.0
2019-04-21,32.0086,32.1011,31.4059,31.5747,1061566.0
2019-04-22,31.3497,31.8801,31.2452,31.6149,963088.0
2019-04-23,31.7354,32.1814,31.6309,31.9604,1614628.0
2019-04-24,31.9604,32.1694,31.197,31.3336,1574711.0
2019-04-25,31.0845,31.1487,30.3692,30.6103,1639914.0
2019-04-26,30.4898,31.2211,30.4094,30.98,1286071.0
2019-04-27,30.4898,31.2211,30.4094,30.98,1286071.0
2019-04-28,30.4898,31.2211,30.4094,30.98,1286071.0
2019-04-29,30.8755,31.0708,29.9754,30.0558,2049085.0
2019-04-30,30.0799,30.1924,28.9307,28.9388,1959335.0
2019-05-01,28.9227,29.1799,27.9262,27.9744,2339825.0
2019-05-02,27.8298,28.1351,27.1226,27.4601,2600690.0
2019-05-03,26.769,27.7414,26.327,27.4681,5234998.0
2019-05-04,26.769,27.7414,26.327,27.4681,5234998.0
2019-05-05,26.769,27.7414,26.327,27.4681,5234998.0
2019-05-06,26.5198,27.1346,25.1938,25.4028,5130393.0
2019-05-07,24.9045,25.0064,23.1124,23.3776,4521637.0
2019-05-08,23.1446,23.5464,22.6785,23.4741,3553223.0
2019-05-09,23.0803,23.0964,21.7704,21.8427,3854389.0
2019-05-10,21.8668,22.0758,21.2239,21.6739,4891981.0
2019-05-11,21.8668,22.0758,21.2239,21.6739,4891981.0
2019-05-12,21.8668,22.0758,21.2239,21.6739,4891981.0
2019-05-13,20.8542,21.1275,20.139,20.3479,3099598.0
2019-05-14,20.4685,20.9587,19.5765,19.6086,9376238.0
2019-05-15,19.4868,19.7304,18.9672,19.2757,4705248.0
2019-05-16,19.3325,19.771,19.0078,19.43,2642016.0
2019-05-17,19.1702,19.2838,18.5693,18.7479,3089083.0
2019-05-18,19.1702,19.2838,18.5693,18.7479,3089083.0
2019-05-19,19.1702,19.2838,18.5693,18.7479,3089083.0
2019-05-20,18.4719,18.5855,18.1552,18.1958,2474967.0
2019-05-21,18.618,19.633,18.6099,19.2838,3616126.0
2019-05-22,19.1539,19.3975,18.8778,19.0646,1911379.0
2019-05-23,18.9022,18.9022,18.3014,18.6018,2985897.0
2019-05-24,18.821,19.0971,18.0984,18.2851,1431567.0
2019-05-25,18.821,19.0971,18.0984,18.2851,1431567.0
2019-05-26,18.821,19.0971,18.0984,18.2851,1431567.0
2019-05-27,18.821,19.0971,18.0984,18.2851,1431567.0
2019-05-28,18.3663,18.5855,18.1552,18.5125,2107152.0
2019-05-29,18.1471,18.4394,17.9258,18.4069,1653048.0
2019-05-30,18.3095,18.821,17.9522,18.0415,1377046.0
2019-05-31,17.6843,17.804,17.1159,17.124,3306629.0
2019-06-01,17.6843,17.804,17.1159,17.124,3306629.0
2019-06-02,17.6843,17.804,17.1159,17.124,3306629.0
2019-06-03,17.1078,17.9928,17.0997,17.8304,2759334.0
2019-06-04,18.2608,18.886,18.1796,18.7317,3168950.0
2019-06-05,18.9915,19.0808,17.9197,18.2039,3315469.0
2019-06-06,18.2121,18.5125,17.863,18.4069,2002625.0
2019-06-07,18.4475,18.5774,18.1552,18.3338,1767533.0
2019-06-08,18.4475,18.5774,18.1552,18.3338,1767533.0
2019-06-09,18.4475,18.5774,18.1552,18.3338,1767533.0
2019-06-10,18.4232,18.9672,18.4232,18.6505,2494920.0
2019-06-11,19.4219,20.0795,19.3244,19.365,3812303.0
2019-06-12,19.2595,19.4056,19.0037,19.1458,1694255.0
2019-06-13,19.2757,19.7223,19.1458,19.706,1214654.0
2019-06-14,19.5518,19.5518,19.1214,19.3569,1417899.0
2019-06-15,19.5518,19.5518,19.1214,19.3569,1417899.0
2019-06-16,19.5518,19.5518,19.1214,19.3569,1417899.0
2019-06-17,19.365,19.4219,19.0402,19.1052,1674886.0
2019-06-18,19.3325,19.974,19.162,19.771,1911228.0
2019-06-19,19.8603,19.9009,19.5761,19.6573,1678747.0
2019-06-20,20.1445,20.25,19.5739,19.771,1413177.0
2019-06-21,19.7385,20.5829,19.6695,20.1851,3446352.0
2019-06-22,19.7385,20.5829,19.6695,20.1851,3446352.0
2019-06-23,19.7385,20.5829,19.6695,20.1851,3446352.0
2019-06-24,20.1445,20.2591,19.7223,19.7223,1710805.0
2019-06-25,19.5031,20.0389,19.4056,19.8928,1554472.0
2019-06-26,20.0552,20.4246,19.9577,20.3556,1073212.0
2019-06-27,20.2988,20.4855,20.0714,20.2176,3858245.0
2019-06-28,20.2988,20.4124,19.3975,19.4868,7789897.0
2019-06-29,20.2988,20.4124,19.3975,19.4868,7789897.0
2019-06-30,20.2988,20.4124,19.3975,19.4868,7789897.0
2019-07-01,19.8684,20.0795,18.2364,18.2932,4714049.0
2019-07-02,18.2445,18.2445,16.7424,17.189,5474343.0
2019-07-03,17.0916,17.5787,16.6044,17.4813,2277003.0
2019-07-04,17.0916,17.5787,16.6044,17.4813,2277003.0
2019-07-05,17.4245,17.6274,17.0104,17.2539,1529301.0
2019-07-06,17.4245,17.6274,17.0104,17.2539,1529301.0
2019-07-07,17.4245,17.6274,17.0104,17.2539,1529301.0
2019-07-08,17.0428,17.1322,15.9629,16.036,3853718.0
2019-07-09,15.8818,16.3121,15.5732,16.1172,3201554.0
2019-07-10,16.3283,16.371,15.8168,15.9467,1871944.0
2019-07-11,15.9711,15.9711,15.216,15.557,2536290.0
2019-07-12,15.3053,16.377,15.2485,16.0279,2407719.0
2019-07-13,15.3053,16.377,15.2485,16.0279,2407719.0
2019-07-14,15.3053,16.377,15.2485,16.0279,2407719.0
2019-07-15,15.9873,16.0523,15.5895,15.7112,3304110.0
2019-07-16,15.7924,16.8317,15.7356,16.5719,2321069.0
2019-07-17,16.442,16.442,15.7115,15.7843,2277547.0
2019-07-18,15.7356,15.9954,15.3459,15.5489,1776964.0
2019-07-19,15.5164,15.6463,15.2322,15.2728,2397097.0
2019-07-20,15.5164,15.6463,15.2322,15.2728,2397097.0
2019-07-21,15.5164,15.6463,15.2322,15.2728,2397097.0
2019-07-22,15.354,15.492,14.9237,15.1185,2390484.0
2019-07-23,15.1591,15.7031,15.1591,15.5164,2052655.0
2019-07-24,15.492,15.8412,15.2726,15.6544,2235021.0
2019-07-25,15.557,16.442,14.7288,15.4595,5406150.0
2019-07-26,15.5489,15.9751,15.3377,15.8249,2074056.0
2019-07-27,15.5489,15.9751,15.3377,15.8249,2074056.0
2019-07-28,15.5489,15.9751,15.3377,15.8249,2074056.0
2019-07-29,15.8412,16.2471,15.5732,15.6869,2629216.0
2019-07-30,15.4758,15.6869,15.151,15.6869,2124884.0
2019-07-31,15.6869,15.9305,15.4352,15.4839,2827741.0
2019-08-01,15.5083,15.6625,14.6841,14.745,4064994.0
2019-08-02,12.6583,12.8938,11.3836,11.9276,14138427.0
2019-08-03,12.6583,12.8938,11.3836,11.9276,14138427.0
2019-08-04,12.6583,12.8938,11.3836,11.9276,14138427.0
2019-08-05,11.822,12.1549,11.0669,11.1887,7015735.0
2019-08-06,11.1806,11.4932,10.8639,11.3754,4361663.0
2019-08-07,11.3348,11.7895,11.1724,11.4972,4005903.0
2019-08-08,11.6515,12.2929,11.5581,11.7895,5636716.0
2019-08-09,11.5541,11.5703,10.734,10.8477,4859705.0
2019-08-10,11.5541,11.5703,10.734,10.8477,4859705.0
2019-08-11,11.5541,11.5703,10.734,10.8477,4859705.0
2019-08-12,10.7421,10.7665,10.1088,10.1575,3392251.0
2019-08-13,10.1169,10.669,10.0113,10.2306,4894008.0
2019-08-14,9.8571,9.9139,9.581,9.7759,3223579.0
2019-08-15,9.892,9.979,9.7095,9.892,2760402.0
2019-08-16,9.8339,10.5636,9.8339,10.4973,3954181.0
2019-08-17,9.8339,10.5636,9.8339,10.4973,3954181.0
2019-08-18,9.8339,10.5636,9.8339,10.4973,3954181.0
2019-08-19,10.945,10.945,10.3439,10.7377,3771034.0
2019-08-20,11.0611,11.1606,10.5802,10.8289,3066018.0
2019-08-21,10.9782,11.7161,10.7875,11.6996,7989189.0
2019-08-22,11.7742,12.0063,10.9118,10.9865,4662300.0
2019-08-23,10.7875,11.1108,10.6133,10.7792,3531229.0
2019-08-24,10.7875,11.1108,10.6133,10.7792,3531229.0
2019-08-25,10.7875,11.1108,10.6133,10.7792,3531229.0
2019-08-26,11.0362,11.0445,10.4475,10.5719,2853350.0
2019-08-27,10.6382,10.6382,10.0744,10.2485,10183417.0
2019-08-28,10.2485,10.9201,10.0993,10.7709,2835907.0
2019-08-29,10.9533,11.6001,10.9284,11.484,2957142.0
2019-08-30,11.6083,11.9324,11.5503,11.7493,3171969.0
2019-08-31,11.6083,11.9324,11.5503,11.7493,3171969.0
2019-09-01,11.6083,11.9324,11.5503,11.7493,3171969.0
2019-09-02,11.6083,11.9324,11.5503,11.7493,3171969.0
2019-09-03,11.5337,11.6083,10.8621,11.0694,2500712.0
2019-09-04,11.2767,11.4176,10.9699,11.1772,2414338.0
2019-09-05,11.4425,12.1141,11.4259,11.9898,2974180.0
2019-09-06,12.1473,12.2219,11.8156,12.1556,3038687.0
2019-09-07,12.1473,12.2219,11.8156,12.1556,3038687.0
2019-09-08,12.1473,12.2219,11.8156,12.1556,3038687.0
2019-09-09,12.0395,13.2418,12.0146,13.134,4018395.0
2019-09-10,13.2916,13.7476,12.7443,13.6066,4652772.0
2019-09-11,13.6896,13.8637,12.935,13.6896,4417022.0
2019-09-12,13.6232,13.8844,13.1257,13.5569,2822386.0
2019-09-13,13.9715,14.071,13.3247,13.5569,2330069.0
2019-09-14,13.9715,14.071,13.3247,13.5569,2330069.0
2019-09-15,13.9715,14.071,13.3247,13.5569,2330069.0
2019-09-16,14.0212,14.2948,13.93,14.1622,4273097.0
2019-09-17,13.9632,13.9632,13.3993,13.7808,2692948.0
2019-09-18,13.7393,13.7725,13.2584,13.4325,3652904.0
2019-09-19,13.4657,13.8886,13.4076,13.5983,2073020.0
2019-09-20,13.6232,13.6564,13.0843,13.4242,3761209.0
2019-09-21,13.6232,13.6564,13.0843,13.4242,3761209.0
2019-09-22,13.6232,13.6564,13.0843,13.4242,3761209.0
2019-09-23,13.2252,13.5527,13.0926,13.4657,1618223.0
2019-09-24,13.3993,13.5652,11.8571,11.9483,2995403.0
2019-09-25,11.8405,12.3546,11.7825,12.2219,2582679.0
2019-09-26,12.2136,12.2219,11.7203,11.94,2028316.0
2019-09-27,11.9317,12.3629,11.8322,12.0312,5089880.0
2019-09-28,11.9317,12.3629,11.8322,12.0312,5089880.0
2019-09-29,11.9317,12.3629,11.8322,12.0312,5089880.0
2019-09-30,12.1141,12.4292,11.7327,12.3878,2769927.0
2019-10-01,12.4624,12.7775,11.5503,11.5918,2677640.0
2019-10-02,11.3762,11.4508,10.9657,11.2186,2218441.0
2019-10-03,11.1274,11.3264,10.8372,11.3181,1461155.0
2019-10-04,11.2767,11.5254,10.6963,11.0031,2186845.0
2019-10-05,11.2767,11.5254,10.6963,11.0031,2186845.0
2019-10-06,11.2767,11.5254,10.6963,11.0031,2186845.0
2019-10-07,10.9865,11.484,10.9118,11.0694,2274503.0
2019-10-08,10.9533,11.0528,10.7293,10.8787,1696104.0
2019-10-09,10.9948,11.1917,10.8455,11.1108,1439799.0
2019-10-10,11.2021,11.5752,11.1191,11.4923,1808548.0
2019-10-11,11.7742,12.4168,11.741,12.3048,2789897.0
2019-10-12,11.7742,12.4168,11.741,12.3048,2789897.0
2019-10-13,11.7742,12.4168,11.741,12.3048,2789897.0
2019-10-14,12.2302,12.2675,11.8986,12.1556,2117120.0
2019-10-15,12.1224,12.4997,11.9317,12.2302,1685108.0
2019-10-16,12.2136,12.9931,12.2136,12.6697,2079909.0
2019-10-17,12.7443,12.8106,12.3961,12.5453,2197784.0
2019-10-18,12.479,12.736,12.2302,12.5619,2362017.0
2019-10-19,12.479,12.736,12.2302,12.5619,2362017.0
2019-10-20,12.479,12.736,12.2302,12.5619,2362017.0
2019-10-21,12.7028,13.2086,12.6282,13.0345,1682962.0
2019-10-22,12.9433,13.3745,12.4624,13.3247,2356440.0
2019-10-23,13.474,14.5436,13.4159,13.9217,4718021.0
2019-10-24,13.9963,14.1207,13.1838,13.532,2180751.0
2019-10-25,13.4159,14.0212,13.2418,13.8886,1912367.0
2019-10-26,13.4159,14.0212,13.2418,13.8886,1912367.0
2019-10-27,13.4159,14.0212,13.2418,13.8886,1912367.0
2019-10-28,13.9383,14.3943,13.9134,14.0876,2022371.0
2019-10-29,14.0129,14.0129,13.6315,13.7891,1596988.0
2019-10-30,13.673,13.7808,13.1755,13.7476,2248692.0
2019-10-31,13.6315,13.6813,13.0677,13.6066,2645675.0
2019-11-01,13.7973,14.4275,13.7061,14.3943,2263131.0
2019-11-02,13.7973,14.4275,13.7061,14.3943,2263131.0
2019-11-03,13.7973,14.4275,13.7061,14.3943,2263131.0
2019-11-04,14.6846,14.9831,14.5187,14.8172,2459627.0
2019-11-05,15.1738,16.7741,15.0627,16.4009,4129855.0
2019-11-06,16.3346,16.4009,15.5718,15.5801,3137195.0
2019-11-07,15.9946,16.3097,15.7625,16.2931,2483215.0
2019-11-08,16.2931,16.5833,15.7956,16.3263,1888098.0
2019-11-09,16.2931,16.5833,15.7956,16.3263,1888098.0
2019-11-10,16.2931,16.5833,15.7956,16.3263,1888098.0
2019-11-11,16.0776,16.2766,15.8868,16.119,1417855.0
2019-11-12,16.2848,16.7575,16.1646,16.3429,3039830.0
2019-11-13,16.0029,16.7243,15.4806,15.6132,5209254.0
2019-11-14,15.546,15.8737,15.42,15.5796,2239987.0
2019-11-15,15.7057,15.9914,15.4368,15.4872,2263893.0
2019-11-16,15.7057,15.9914,15.4368,15.4872,2263893.0
2019-11-17,15.7057,15.9914,15.4368,15.4872,2263893.0
2019-11-18,15.4788,15.4788,14.0418,14.2687,3229848.0
2019-11-19,14.2435,14.588,14.0838,14.4704,1881879.0
2019-11-20,14.3611,14.6889,14.1679,14.3275,1857841.0
2019-11-21,14.4116,14.4536,13.6133,13.6469,2420863.0
2019-11-22,13.7309,14.0754,13.4452,13.4956,2296911.0
2019-11-23,13.7309,14.0754,13.4452,13.4956,2296911.0
2019-11-24,13.7309,14.0754,13.4452,13.4956,2296911.0
2019-11-25,13.5544,13.9998,13.4326,13.9494,1556910.0
2019-11-26,13.9242,13.9578,13.2225,13.2435,2088188.0
2019-11-27,13.2939,13.6217,13.1427,13.5628,1432375.0
2019-11-28,13.2939,13.6217,13.1427,13.5628,1432375.0
2019-11-29,13.5208,13.5754,13.2435,13.2687,707938.0
2019-11-30,13.5208,13.5754,13.2435,13.2687,707938.0
2019-12-01,13.5208,13.5754,13.2435,13.2687,707938.0
2019-12-02,13.4368,13.7561,13.1091,13.2015,1645103.0
2019-12-03,12.9242,13.0334,12.546,12.9326,3248681.0
2019-12-04,13.1175,13.3359,12.878,12.9662,3238730.0
2019-12-05,13.0082,13.0166,12.0587,12.6553,4511225.0
2019-12-06,12.941,14.8317,12.941,14.0166,5922155.0
2019-12-07,12.941,14.8317,12.941,14.0166,5922155.0
2019-12-08,12.941,14.8317,12.941,14.0166,5922155.0
2019-12-09,13.9914,14.0838,13.6427,13.9914,1795721.0
2019-12-10,13.9746,14.0208,13.3191,13.6049,1851023.0
2019-12-11,13.6721,13.9704,13.5544,13.9326,1897336.0
2019-12-12,13.983,15.0502,13.8738,14.9242,3051019.0
2019-12-13,15.0418,15.3023,14.165,14.2603,3114581.0
2019-12-14,15.0418,15.3023,14.165,14.2603,3114581.0
2019-12-15,15.0418,15.3023,14.165,14.2603,3114581.0
2019-12-16,14.4788,15.0627,14.4116,14.6469,2815687.0
2019-12-17,14.7141,15.1426,14.63,14.8317,2228273.0
2019-12-18,14.8149,14.9158,14.1805,14.8149,3226601.0
2019-12-19,14.8485,16.0922,14.8485,15.8989,3818734.0
2019-12-20,15.9157,15.9662,14.9662,15.1174,7899275.0
2019-12-21,15.9157,15.9662,14.9662,15.1174,7899275.0
2019-12-22,15.9157,15.9662,14.9662,15.1174,7899275.0
2019-12-23,15.1258,15.8233,15.0166,15.63,1891402.0
2019-12-24,15.7057,15.8149,15.3863,15.462,770659.0
2019-12-25,15.7057,15.8149,15.3863,15.462,770659.0
2019-12-26,15.504,15.6889,15.3443,15.4704,991687.0
2019-12-27,15.546,15.63,14.7645,14.8065,1348921.0
2019-12-28,15.546,15.63,14.7645,14.8065,1348921.0
2019-12-29,15.546,15.63,14.7645,14.8065,1348921.0
2019-12-30,14.8149,15.109,14.7687,14.7897,1844849.0
2019-12-31,14.7477,15.3158,14.6469,15.2015,1440703.0
2020-01-01,14.7477,15.3158,14.6469,15.2015,1440703.0
2020-01-02,15.4872,15.4872,14.7729,15.2183,2301024.0
2020-01-03,14.8905,14.899,14.0376,14.2015,3322554.0
2020-01-04,14.8905,14.899,14.0376,14.2015,3322554.0
2020-01-05,14.8905,14.899,14.0376,14.2015,3322554.0
2020-01-06,14.1006,14.6972,13.9326,14.4536,1850495.0
2020-01-07,14.2939,14.6048,14.2007,14.3527,1829501.0
2020-01-08,14.5208,14.6637,14.1511,14.4452,2045327.0
2020-01-09,14.4116,14.431,13.8906,14.067,2669865.0
2020-01-10,14.067,14.2519,13.7309,13.8065,3314040.0
2020-01-11,14.067,14.2519,13.7309,13.8065,3314040.0
2020-01-12,14.067,14.2519,13.7309,13.8065,3314040.0
2020-01-13,13.8569,14.5628,13.7645,14.1931,2500126.0
2020-01-14,14.2183,15.3023,14.1174,15.2939,5114065.0
2020-01-15,15.1426,15.3936,14.7897,14.9158,1772091.0
2020-01-16,14.9746,15.3191,14.9662,15.1679,1861884.0
2020-01-17,15.2183,15.4031,14.6132,14.6721,2803936.0
2020-01-18,15.2183,15.4031,14.6132,14.6721,2803936.0
2020-01-19,15.2183,15.4031,14.6132,14.6721,2803936.0
2020-01-20,15.2183,15.4031,14.6132,14.6721,2803936.0
2020-01-21,14.63,14.6553,13.8906,13.9998,2320300.0
2020-01-22,14.0418,14.0586,13.4788,13.6469,1939065.0
2020-01-23,13.5208,13.7477,12.8906,13.5964,2884867.0
2020-01-24,13.7309,13.7561,12.9242,13.1007,2771137.0
2020-01-25,13.7309,13.7561,12.9242,13.1007,2771137.0
2020-01-26,13.7309,13.7561,12.9242,13.1007,2771137.0
2020-01-27,12.6049,12.6803,12.0797,12.2351,4152397.0
2020-01-28,12.3528,12.504,11.962,12.1595,2715234.0
2020-01-29,12.2351,12.4284,11.9746,12.2183,2608595.0
2020-01-30,12.0082,12.2267,11.6637,12.1595,2312042.0
2020-01-31,11.899,12.025,11.3696,11.6553,3283058.0
2020-02-01,11.899,12.025,11.3696,11.6553,3283058.0
2020-02-02,11.899,12.025,11.3696,11.6553,3283058.0
2020-02-03,11.6973,12.1234,11.6301,12.0503,2938013.0
2020-02-04,12.3444,12.5039,11.9746,12.0082,3345323.0
2020-02-05,12.3948,12.7645,12.1007,12.462,3437331.0
2020-02-06,12.5881,12.6889,12.1007,12.3192,2152489.0
2020-02-07,12.1091,12.2225,11.6511,11.7982,2175358.0
2020-02-08,12.1091,12.2225,11.6511,11.7982,2175358.0
2020-02-09,12.1091,12.2225,11.6511,11.7982,2175358.0
2020-02-10,11.7982,12.1175,11.6805,11.8486,1992842.0
2020-02-11,11.9998,12.7141,11.857,12.5544,1880156.0
2020-02-12,12.9326,13.4872,12.8149,13.1007,3353107.0
2020-02-13,12.9998,13.3696,12.6301,13.1763,3687349.0
2020-02-14,14.0586,16.3065,13.9998,16.2771,12649447.0
2020-02-15,14.0586,16.3065,13.9998,16.2771,12649447.0
2020-02-16,14.0586,16.3065,13.9998,16.2771,12649447.0
2020-02-17,14.0586,16.3065,13.9998,16.2771,12649447.0
2020-02-18,16.1846,16.6972,15.1426,15.5964,4509610.0
2020-02-19,15.6973,16.2183,15.588,16.0166,3665923.0
2020-02-20,16.0922,16.9704,16.0082,16.5544,4260310.0
2020-02-21,16.2267,16.546,16.025,16.3359,3040256.0
2020-02-22,16.2267,16.546,16.025,16.3359,3040256.0
2020-02-23,16.2267,16.546,16.025,16.3359,3040256.0
2020-02-24,15.3023,15.7141,15.0502,15.6552,3231845.0
2020-02-25,15.7645,15.8233,13.7897,13.8317,4430208.0
2020-02-26,13.8147,14.0877,13.1406,13.2686,3826434.0
2020-02-27,12.7993,13.0638,12.0398,12.0569,4842936.0
2020-02-28,11.5705,12.7907,11.4511,12.6798,4242321.0
2020-02-29,11.5705,12.7907,11.4511,12.6798,4242321.0
2020-03-01,11.5705,12.7907,11.4511,12.6798,4242321.0
