,BERY US Equity,BERY US Equity,BERY US Equity,BERY US Equity,BERY US Equity
2019-03-24,52.3512,52.3902,51.7858,52.2342,1234947.0
2019-03-25,52.0295,52.5851,51.6104,52.4974,1618428.0
2019-03-26,52.8678,53.5695,52.7605,53.2869,1142270.0
2019-03-27,53.1504,53.5793,52.4681,52.5364,1055673.0
2019-03-28,52.7508,52.975,52.1562,52.4681,1100914.0
2019-03-29,52.5754,52.8385,52.2829,52.5071,1496074.0
2019-03-30,52.5754,52.8385,52.2829,52.5071,1496074.0
2019-03-31,52.5754,52.8385,52.2829,52.5071,1496074.0
2019-04-01,52.9068,53.3941,52.6728,53.0335,2374280.0
2019-04-02,53.0335,53.1504,52.5071,52.6143,1004208.0
2019-04-03,52.9262,53.5013,52.8434,53.4818,1308945.0
2019-04-04,53.5793,53.9107,53.1894,53.9107,807125.0
2019-04-05,53.862,54.2908,53.7158,54.2323,781746.0
2019-04-06,53.862,54.2908,53.7158,54.2323,781746.0
2019-04-07,53.862,54.2908,53.7158,54.2323,781746.0
2019-04-08,54.1739,54.9341,53.7645,54.632,1011675.0
2019-04-09,54.4078,54.4273,54.0277,54.1641,1334104.0
2019-04-10,54.3493,55.1876,54.1349,55.1583,865753.0
2019-04-11,55.1681,56.2402,55.095,56.1623,1537452.0
2019-04-12,56.2987,57.0492,56.1915,57.0102,1699650.0
2019-04-13,56.2987,57.0492,56.1915,57.0102,1699650.0
2019-04-14,56.2987,57.0492,56.1915,57.0102,1699650.0
2019-04-15,56.9518,57.4781,56.6545,57.3416,2108472.0
2019-04-16,57.2247,57.5951,56.8104,56.8348,1839142.0
2019-04-17,57.02,57.02,55.8309,55.8406,1158358.0
2019-04-18,55.9381,56.328,55.6262,56.0745,1059522.0
2019-04-19,55.9381,56.328,55.6262,56.0745,1059522.0
2019-04-20,55.9381,56.328,55.6262,56.0745,1059522.0
2019-04-21,55.9381,56.328,55.6262,56.0745,1059522.0
2019-04-22,56.0453,56.2792,55.7431,55.9088,553994.0
2019-04-23,55.8211,56.7958,55.6993,56.4254,953765.0
2019-04-24,56.6788,56.8933,56.3182,56.4839,1053090.0
2019-04-25,56.3182,56.8153,56.1135,56.2207,1508663.0
2019-04-26,56.1817,56.9323,56.0453,56.7666,673903.0
2019-04-27,56.1817,56.9323,56.0453,56.7666,673903.0
2019-04-28,56.1817,56.9323,56.0453,56.7666,673903.0
2019-04-29,56.8933,57.1467,56.7471,57.0492,824032.0
2019-04-30,56.942,57.3855,56.5034,57.3124,923389.0
2019-05-01,57.4586,57.6633,57.098,57.2637,1491068.0
2019-05-02,53.0724,53.0724,48.735,52.2147,9243967.0
2019-05-03,52.3317,53.3551,52.0783,52.6046,2629811.0
2019-05-04,52.3317,53.3551,52.0783,52.6046,2629811.0
2019-05-05,52.3317,53.3551,52.0783,52.6046,2629811.0
2019-05-06,51.8151,52.4194,51.7469,52.049,1198455.0
2019-05-07,51.4934,51.6396,51.0548,51.2595,1103963.0
2019-05-08,51.0646,51.4642,50.0947,50.1678,1496404.0
2019-05-09,49.8559,50.0021,48.9397,49.778,2266849.0
2019-05-10,49.6513,49.9534,49.2126,49.6123,1573553.0
2019-05-11,49.6513,49.9534,49.2126,49.6123,1573553.0
2019-05-12,49.6513,49.9534,49.2126,49.6123,1573553.0
2019-05-13,48.9105,48.9105,47.8675,48.3841,1336482.0
2019-05-14,48.4426,48.6376,47.7993,48.0625,2873798.0
2019-05-15,48.082,48.2574,47.156,47.3315,2323176.0
2019-05-16,47.4874,47.7959,47.156,47.5654,2871762.0
2019-05-17,47.4972,47.6044,47.0585,47.3899,1357523.0
2019-05-18,47.4972,47.6044,47.0585,47.3899,1357523.0
2019-05-19,47.4972,47.6044,47.0585,47.3899,1357523.0
2019-05-20,47.1658,47.2827,46.9123,46.9221,1286499.0
2019-05-21,47.0001,47.6531,47.0001,47.2242,1592969.0
2019-05-22,47.078,47.4037,46.3373,46.4542,1086226.0
2019-05-23,46.347,47.0878,46.1716,46.542,1828632.0
2019-05-24,46.7759,47.1268,46.542,46.6589,1129521.0
2019-05-25,46.7759,47.1268,46.542,46.6589,1129521.0
2019-05-26,46.7759,47.1268,46.542,46.6589,1129521.0
2019-05-27,46.7759,47.1268,46.542,46.6589,1129521.0
2019-05-28,46.5907,46.8831,46.1911,46.4835,1060935.0
2019-05-29,46.2301,46.5712,45.7427,46.0644,985601.0
2019-05-30,46.1228,46.4737,45.655,46.0254,1036049.0
2019-05-31,45.46,46.2885,45.2943,45.8304,1135676.0
2019-06-01,45.46,46.2885,45.2943,45.8304,1135676.0
2019-06-02,45.46,46.2885,45.2943,45.8304,1135676.0
2019-06-03,45.7914,46.9221,45.7914,46.3763,984880.0
2019-06-04,46.5712,47.7116,46.2398,47.6824,1338810.0
2019-06-05,47.7311,48.082,47.4094,47.8383,1662493.0
2019-06-06,47.926,49.0469,47.8383,48.891,1439676.0
2019-06-07,49.1347,49.4563,48.5986,49.0469,657320.0
2019-06-08,49.1347,49.4563,48.5986,49.0469,657320.0
2019-06-09,49.1347,49.4563,48.5986,49.0469,657320.0
2019-06-10,49.1249,49.6902,49.0469,49.2321,547808.0
2019-06-11,49.5538,49.7,48.5991,48.891,850474.0
2019-06-12,48.9787,49.2224,48.4524,48.6278,784326.0
2019-06-13,48.813,49.0372,48.5011,48.891,491966.0
2019-06-14,48.8812,49.5148,48.6571,49.4661,867300.0
2019-06-15,48.8812,49.5148,48.6571,49.4661,867300.0
2019-06-16,48.8812,49.5148,48.6571,49.4661,867300.0
2019-06-17,49.4856,49.8169,49.1249,49.4856,1535912.0
2019-06-18,49.8072,51.1328,49.6805,50.1386,1364904.0
2019-06-19,50.2946,50.5967,49.7682,50.0411,1339180.0
2019-06-20,50.5382,50.8891,49.1152,49.6415,1207586.0
2019-06-21,49.6318,49.9437,48.6533,48.9105,958073.0
2019-06-22,49.6318,49.9437,48.6533,48.9105,958073.0
2019-06-23,49.6318,49.9437,48.6533,48.9105,958073.0
2019-06-24,49.2711,50.2751,49.1736,49.2906,1294210.0
2019-06-25,49.3881,50.1094,49.2224,50.0606,791688.0
2019-06-26,49.8559,50.0947,48.9787,49.3588,1322931.0
2019-06-27,49.4953,50.3725,49.4953,50.1678,1521191.0
2019-06-28,50.2068,51.3862,50.1776,51.2595,1291065.0
2019-06-29,50.2068,51.3862,50.1776,51.2595,1291065.0
2019-06-30,50.2068,51.3862,50.1776,51.2595,1291065.0
2019-07-01,51.9613,52.4486,51.279,52.4486,1508638.0
2019-07-02,52.5948,52.9945,52.1367,52.5071,1070587.0
2019-07-03,52.5948,53.399,52.5948,52.8385,792265.0
2019-07-04,52.5948,53.399,52.5948,52.8385,792265.0
2019-07-05,52.5364,53.1114,52.3414,52.9847,1119113.0
2019-07-06,52.5364,53.1114,52.3414,52.9847,1119113.0
2019-07-07,52.5364,53.1114,52.3414,52.9847,1119113.0
2019-07-08,52.897,53.1504,52.5364,52.936,1132284.0
2019-07-09,52.8288,52.8775,52.1367,52.3902,1170932.0
2019-07-10,52.7411,52.9165,52.2927,52.4389,1016331.0
2019-07-11,52.4779,52.819,52.0783,52.7898,770201.0
2019-07-12,51.6591,51.9223,51.0841,51.7176,2060129.0
2019-07-13,51.6591,51.9223,51.0841,51.7176,2060129.0
2019-07-14,51.6591,51.9223,51.0841,51.7176,2060129.0
2019-07-15,51.5227,51.5227,50.4797,51.123,1330085.0
2019-07-16,52.1075,52.9555,51.8346,52.4779,2302347.0
2019-07-17,52.4681,52.5656,51.8736,52.3122,1157249.0
2019-07-18,52.1952,53.1504,51.8053,53.1114,895531.0
2019-07-19,53.3064,53.3064,52.2829,52.2927,672554.0
2019-07-20,53.3064,53.3064,52.2829,52.2927,672554.0
2019-07-21,53.3064,53.3064,52.2829,52.2927,672554.0
2019-07-22,52.3414,52.395,51.7761,51.9126,995279.0
2019-07-23,52.2537,53.1017,52.2001,52.7118,843562.0
2019-07-24,52.7508,53.4623,52.3122,52.78,1483273.0
2019-07-25,52.7118,53.1358,52.3512,52.4876,1102630.0
2019-07-26,52.5364,53.1114,52.244,53.1017,1502891.0
2019-07-27,52.5364,53.1114,52.244,53.1017,1502891.0
2019-07-28,52.5364,53.1114,52.244,53.1017,1502891.0
2019-07-29,52.897,53.862,52.819,53.7937,2452905.0
2019-07-30,49.7097,49.7097,43.7299,45.7524,8653989.0
2019-07-31,45.499,45.5575,43.3547,43.9103,4288658.0
2019-08-01,43.7543,44.3391,42.5408,42.5847,2914877.0
2019-08-02,42.6821,43.0135,42.2581,42.5457,2216169.0
2019-08-03,42.6821,43.0135,42.2581,42.5457,2216169.0
2019-08-04,42.6821,43.0135,42.2581,42.5457,2216169.0
2019-08-05,42.0096,42.0681,41.3273,41.5515,1900148.0
2019-08-06,41.7757,41.7757,40.8887,41.2981,1788919.0
2019-08-07,41.0544,41.3273,40.3429,41.2103,1445204.0
2019-08-08,41.2883,41.8244,41.2591,41.4053,1332643.0
2019-08-09,41.3176,41.3176,40.7279,41.1421,1344771.0
2019-08-10,41.3176,41.3176,40.7279,41.1421,1344771.0
2019-08-11,41.3176,41.3176,40.7279,41.1421,1344771.0
2019-08-12,40.9082,41.03,39.8701,40.1089,1107309.0
2019-08-13,40.0797,40.5865,39.6801,40.0407,1425387.0
2019-08-14,39.7678,39.9237,38.0767,38.2083,2649717.0
2019-08-15,38.2375,38.5592,37.6234,37.9841,1760369.0
2019-08-16,38.1985,38.6761,38.1985,38.6176,924852.0
2019-08-17,38.1985,38.6761,38.1985,38.6176,924852.0
2019-08-18,38.1985,38.6761,38.1985,38.6176,924852.0
2019-08-19,39.0855,39.3292,38.8662,38.91,1092956.0
2019-08-20,38.7054,38.9003,38.3447,38.413,1281419.0
2019-08-21,38.6079,39.0173,38.3155,38.9003,1324327.0
2019-08-22,39.3877,40.1772,39.222,39.9725,1819042.0
2019-08-23,39.8555,40.0894,38.8516,38.9978,829131.0
2019-08-24,39.8555,40.0894,38.8516,38.9978,829131.0
2019-08-25,39.8555,40.0894,38.8516,38.9978,829131.0
2019-08-26,39.2414,39.2902,38.7541,38.91,541182.0
2019-08-27,39.066,39.1147,37.6429,37.6429,811995.0
2019-08-28,37.3213,38.1108,37.0484,37.9256,844217.0
2019-08-29,38.2765,38.3691,37.9353,38.1205,819160.0
2019-08-30,38.3837,38.4909,38.0036,38.1498,582454.0
2019-08-31,38.3837,38.4909,38.0036,38.1498,582454.0
2019-09-01,38.3837,38.4909,38.0036,38.1498,582454.0
2019-09-02,38.3837,38.4909,38.0036,38.1498,582454.0
2019-09-03,37.9061,37.9159,37.2238,37.2726,822176.0
2019-09-04,37.5162,37.7794,37.3505,37.3798,784781.0
2019-09-05,37.7891,38.296,37.4383,37.8281,628529.0
2019-09-06,37.8184,38.0621,37.6527,37.7891,706190.0
2019-09-07,37.8184,38.0621,37.6527,37.7891,706190.0
2019-09-08,37.8184,38.0621,37.6527,37.7891,706190.0
2019-09-09,38.0523,38.0523,37.0289,37.2433,1049677.0
2019-09-10,37.0581,38.6664,36.9753,38.6664,1180838.0
2019-09-11,38.7346,38.8369,37.7063,38.3935,1102718.0
2019-09-12,38.2667,38.7931,37.9646,38.0036,727721.0
2019-09-13,38.335,39.6216,38.0426,39.5631,1054959.0
2019-09-14,38.335,39.6216,38.0426,39.5631,1054959.0
2019-09-15,38.335,39.6216,38.0426,39.5631,1054959.0
2019-09-16,39.2414,39.4461,38.4519,38.6566,836625.0
2019-09-17,38.5104,38.8857,38.1108,38.5104,1206086.0
2019-09-18,38.4909,38.9002,38.0426,38.2278,593858.0
2019-09-19,38.0426,38.3935,37.5747,37.6624,1247176.0
2019-09-20,37.6722,38.2375,37.5845,37.9548,1238892.0
2019-09-21,37.6722,38.2375,37.5845,37.9548,1238892.0
2019-09-22,37.6722,38.2375,37.5845,37.9548,1238892.0
2019-09-23,37.6234,38.5787,37.6234,38.4617,834001.0
2019-09-24,38.6274,38.8321,38.0913,38.1888,1173934.0
2019-09-25,39.1342,39.6703,38.7346,38.7638,1399240.0
2019-09-26,38.6469,38.7346,38.1303,38.335,797227.0
2019-09-27,38.4617,38.7541,37.8769,38.3252,977940.0
2019-09-28,38.4617,38.7541,37.8769,38.3252,977940.0
2019-09-29,38.4617,38.7541,37.8769,38.3252,977940.0
2019-09-30,38.3935,38.4909,38.0621,38.2765,584802.0
2019-10-01,38.5104,38.7868,37.0581,37.1848,1054585.0
2019-10-02,36.9509,36.9509,36.0444,36.4246,1369909.0
2019-10-03,36.2004,36.9217,36.0932,36.6975,1453025.0
2019-10-04,36.8144,37.3262,36.6682,37.1556,933686.0
2019-10-05,36.8144,37.3262,36.6682,37.1556,933686.0
2019-10-06,36.8144,37.3262,36.6682,37.1556,933686.0
2019-10-07,36.9509,37.565,36.8632,37.3895,562899.0
2019-10-08,36.8729,37.2726,36.561,36.5708,1214795.0
2019-10-09,36.8827,37.2238,36.756,37.0484,1130552.0
2019-10-10,37.0191,37.4772,37.0191,37.2726,759172.0
2019-10-11,37.7112,38.4519,37.7112,38.0426,883452.0
2019-10-12,37.7112,38.4519,37.7112,38.0426,883452.0
2019-10-13,37.7112,38.4519,37.7112,38.0426,883452.0
2019-10-14,37.9451,37.9451,37.3895,37.526,507267.0
2019-10-15,37.4967,37.7112,37.2141,37.4188,937887.0
2019-10-16,37.487,37.8379,37.2433,37.5162,765560.0
2019-10-17,37.5162,38.14,37.37,37.8086,623647.0
2019-10-18,37.7014,38.4178,37.6819,38.3057,409094.0
2019-10-19,37.7014,38.4178,37.6819,38.3057,409094.0
2019-10-20,37.7014,38.4178,37.6819,38.3057,409094.0
2019-10-21,38.6566,38.9442,38.5592,38.5689,553530.0
2019-10-22,38.6469,39.4851,38.3837,39.183,1214804.0
2019-10-23,39.1342,40.4306,38.9978,40.3331,1707260.0
2019-10-24,40.4208,41.1324,40.2454,40.5963,1463653.0
2019-10-25,40.5475,41.4443,40.5475,41.3565,1062148.0
2019-10-26,40.5475,41.4443,40.5475,41.3565,1062148.0
2019-10-27,40.5475,41.4443,40.5475,41.3565,1062148.0
2019-10-28,41.5125,41.7172,41.1714,41.6197,877730.0
2019-10-29,42.1071,42.1071,41.3858,41.6002,1031166.0
2019-10-30,41.4735,41.5826,40.7279,41.2981,735750.0
2019-10-31,41.1908,41.1908,40.1382,40.4598,1477508.0
2019-11-01,40.5086,41.3858,40.4208,41.3858,1034111.0
2019-11-02,40.5086,41.3858,40.4208,41.3858,1034111.0
2019-11-03,40.5086,41.3858,40.4208,41.3858,1034111.0
2019-11-04,41.6295,41.7659,40.2941,40.4208,1127502.0
2019-11-05,40.606,41.0203,40.3429,40.567,1838104.0
2019-11-06,40.5475,40.9569,39.8068,40.6938,1533475.0
2019-11-07,40.9959,41.4394,40.4403,40.4988,1321788.0
2019-11-08,40.6353,41.0934,40.4501,40.8595,1128674.0
2019-11-09,40.6353,41.0934,40.4501,40.8595,1128674.0
2019-11-10,40.6353,41.0934,40.4501,40.8595,1128674.0
2019-11-11,40.5963,41.3565,40.5963,41.0154,630311.0
2019-11-12,40.9472,40.9472,40.4598,40.7815,873373.0
2019-11-13,40.6938,41.0544,40.3234,40.7035,862893.0
2019-11-14,40.567,40.7863,40.3818,40.7132,657646.0
2019-11-15,40.9277,40.9277,40.1382,40.3331,560853.0
2019-11-16,40.9277,40.9277,40.1382,40.3331,560853.0
2019-11-17,40.9277,40.9277,40.1382,40.3331,560853.0
2019-11-18,40.1967,40.3624,39.914,40.2649,685232.0
2019-11-19,40.2454,41.1129,40.2259,40.9569,1168483.0
2019-11-20,40.8984,41.2493,40.5378,40.8302,1711131.0
2019-11-21,44.651,46.5127,44.1539,45.2846,4547357.0
2019-11-22,45.3821,45.4893,43.7933,43.881,2527129.0
2019-11-23,45.3821,45.4893,43.7933,43.881,2527129.0
2019-11-24,45.3821,45.4893,43.7933,43.881,2527129.0
2019-11-25,43.881,44.6218,43.5301,44.4463,2142804.0
2019-11-26,44.4561,45.3333,44.3781,45.1969,1629766.0
2019-11-27,45.2359,45.6111,45.1384,45.3041,979704.0
2019-11-28,45.2359,45.6111,45.1384,45.3041,979704.0
2019-11-29,45.3236,45.7037,45.0312,45.5088,601013.0
2019-11-30,45.3236,45.7037,45.0312,45.5088,601013.0
2019-12-01,45.3236,45.7037,45.0312,45.5088,601013.0
2019-12-02,45.694,45.694,45.3041,45.4893,2114984.0
2019-12-03,44.8362,45.421,44.3196,45.3821,1140796.0
2019-12-04,45.3333,46.5225,45.2846,45.8792,2571240.0
2019-12-05,45.8402,46.2593,45.4795,46.0059,1132899.0
2019-12-06,46.2983,46.7369,46.0452,46.2106,1429245.0
2019-12-07,46.2983,46.7369,46.0452,46.2106,1429245.0
2019-12-08,46.2983,46.7369,46.0452,46.2106,1429245.0
2019-12-09,46.2008,46.5907,45.8597,46.0059,1292109.0
2019-12-10,45.7914,45.8499,45.2748,45.3528,1461274.0
2019-12-11,45.538,45.9474,45.3041,45.8597,775522.0
2019-12-12,45.9669,46.6151,45.6355,46.1813,798807.0
2019-12-13,46.2593,46.3421,45.3236,45.5185,823119.0
2019-12-14,46.2593,46.3421,45.3236,45.5185,823119.0
2019-12-15,46.2593,46.3421,45.3236,45.5185,823119.0
2019-12-16,45.8207,46.4542,45.4405,45.8987,1016917.0
2019-12-17,45.7524,46.001,45.4503,45.655,956109.0
2019-12-18,45.6257,45.9669,44.9824,45.8304,1593702.0
2019-12-19,45.9669,46.1716,45.4405,45.8207,1082148.0
2019-12-20,46.1716,46.7369,45.8792,46.386,3320725.0
2019-12-21,46.1716,46.7369,45.8792,46.386,3320725.0
2019-12-22,46.1716,46.7369,45.8792,46.386,3320725.0
2019-12-23,46.3275,46.3275,45.8694,46.1911,1725295.0
2019-12-24,46.2301,46.4835,46.0936,46.2495,822049.0
2019-12-25,46.2301,46.4835,46.0936,46.2495,822049.0
2019-12-26,46.1618,46.464,45.9571,46.1618,715518.0
2019-12-27,46.2885,46.4445,45.8889,45.8987,1746286.0
2019-12-28,46.2885,46.4445,45.8889,45.8987,1746286.0
2019-12-29,46.2885,46.4445,45.8889,45.8987,1746286.0
2019-12-30,45.7817,46.347,45.7232,46.1813,814060.0
2019-12-31,46.1423,46.5225,46.0156,46.2885,693653.0
2020-01-01,46.1423,46.5225,46.0156,46.2885,693653.0
2020-01-02,46.4835,46.6492,45.8792,46.3178,927749.0
2020-01-03,45.655,45.9084,45.1579,45.3528,2005503.0
2020-01-04,45.655,45.9084,45.1579,45.3528,2005503.0
2020-01-05,45.655,45.9084,45.1579,45.3528,2005503.0
2020-01-06,45.0702,45.3723,44.6705,44.6705,1256536.0
2020-01-07,44.69,44.8167,43.8225,43.881,1216089.0
2020-01-08,43.881,44.4074,43.3157,43.6373,1535864.0
2020-01-09,43.842,44.1978,42.9453,43.5106,1407595.0
2020-01-10,43.5789,43.9005,43.1987,43.6276,920764.0
2020-01-11,43.5789,43.9005,43.1987,43.6276,920764.0
2020-01-12,43.5789,43.9005,43.1987,43.6276,920764.0
2020-01-13,43.7348,44.5438,43.4522,44.3684,1343475.0
2020-01-14,44.3294,45.0555,44.2807,44.924,1145743.0
2020-01-15,44.8947,46.2398,44.729,46.1326,1233128.0
2020-01-16,46.2983,46.5322,45.8792,46.4542,1440724.0
2020-01-17,46.6687,47.5362,46.5614,47.5167,1670040.0
2020-01-18,46.6687,47.5362,46.5614,47.5167,1670040.0
2020-01-19,46.6687,47.5362,46.5614,47.5167,1670040.0
2020-01-20,46.6687,47.5362,46.5614,47.5167,1670040.0
2020-01-21,47.2145,47.2145,46.6979,46.9708,2456886.0
2020-01-22,46.9416,47.2827,46.7661,47.0585,1414327.0
2020-01-23,46.9026,46.9172,45.3674,46.0644,1690721.0
2020-01-24,46.0741,46.2252,44.5048,44.8752,1074633.0
2020-01-25,46.0741,46.2252,44.5048,44.8752,1074633.0
2020-01-26,46.0741,46.2252,44.5048,44.8752,1074633.0
2020-01-27,44.1637,45.2748,43.9005,44.9337,1159901.0
2020-01-28,45.0799,45.2748,44.5048,44.7095,949899.0
2020-01-29,44.885,45.0507,44.5048,44.846,810632.0
2020-01-30,44.7485,45.0897,43.9785,44.9629,1899600.0
2020-01-31,44.4366,44.4366,41.2103,41.4443,4452855.0
2020-02-01,44.4366,44.4366,41.2103,41.4443,4452855.0
2020-02-02,44.4366,44.4366,41.2103,41.4443,4452855.0
2020-02-03,41.454,42.1168,40.9764,41.8731,2678139.0
2020-02-04,42.302,42.4287,41.4345,41.5222,2148010.0
2020-02-05,41.9414,43.3449,41.7269,43.1695,1554504.0
2020-02-06,43.4034,43.5106,42.0973,42.1071,1321377.0
2020-02-07,41.6782,42.0535,40.8107,40.8887,1236636.0
2020-02-08,41.6782,42.0535,40.8107,40.8887,1236636.0
2020-02-09,41.6782,42.0535,40.8107,40.8887,1236636.0
2020-02-10,40.84,40.9374,40.4111,40.606,1420635.0
2020-02-11,40.8107,41.8634,40.5865,41.6685,1215192.0
2020-02-12,41.9609,42.1753,41.376,41.61,1373857.0
2020-02-13,41.7464,41.7464,40.723,41.2103,1196843.0
2020-02-14,41.2103,41.6685,40.8107,40.8789,923474.0
2020-02-15,41.2103,41.6685,40.8107,40.8789,923474.0
2020-02-16,41.2103,41.6685,40.8107,40.8789,923474.0
2020-02-17,41.2103,41.6685,40.8107,40.8789,923474.0
2020-02-18,40.6645,41.3858,40.4647,41.2103,1356218.0
2020-02-19,41.2883,41.8439,41.0934,41.7562,1566778.0
2020-02-20,41.454,41.9609,41.376,41.8439,1730433.0
2020-02-21,41.7464,43.1695,41.5271,43.1208,1674975.0
2020-02-22,41.7464,43.1695,41.5271,43.1208,1674975.0
2020-02-23,41.7464,43.1695,41.5271,43.1208,1674975.0
2020-02-24,41.9999,43.228,41.532,42.9746,1770401.0
2020-02-25,42.9161,42.9551,40.3331,40.3818,1607370.0
2020-02-26,40.567,41.1324,37.9061,37.9061,2228130.0
2020-02-27,37.2823,38.0816,35.9665,36.6293,2032552.0
2020-02-28,35.8202,37.7989,35.4791,36.9996,2036515.0
2020-02-29,35.8202,37.7989,35.4791,36.9996,2036515.0
2020-03-01,35.8202,37.7989,35.4791,36.9996,2036515.0
2020-03-02,37.1069,37.3798,35.9567,37.37,2426471.0
2020-03-03,37.565,38.179,35.4702,35.5961,1834982.0
2020-03-04,36.2589,36.5708,35.3816,36.0542,2087339.0
