,HE US Equity,HE US Equity,HE US Equity,HE US Equity,HE US Equity
2020-11-11,33.3821,33.3954,32.5039,32.8676,362618.0
2020-11-12,32.5571,32.7478,31.9982,32.495,557681.0
2020-11-13,32.7256,33.2135,32.6014,33.116,512993.0
2020-11-14,32.7256,33.2135,32.6014,33.116,512993.0
2020-11-15,32.7256,33.2135,32.6014,33.116,512993.0
2020-11-16,33.6926,33.9676,33.3156,33.9587,479368.0
2020-11-17,33.5684,33.9498,33.3377,33.5684,376715.0
2020-11-18,33.7103,33.7458,33.1337,33.1426,767276.0
2020-11-19,33.0262,33.0262,32.5161,32.9457,351804.0
2020-11-20,32.7846,32.9815,32.4087,32.6145,480829.0
2020-11-21,32.7846,32.9815,32.4087,32.6145,480829.0
2020-11-22,32.7846,32.9815,32.4087,32.6145,480829.0
2020-11-23,32.6682,32.9367,32.5787,32.713,238789.0
2020-11-24,33.1157,34.0823,32.9726,33.9928,287257.0
2020-11-25,33.957,33.9749,33.3842,33.5274,474979.0
2020-11-26,33.957,33.9749,33.3842,33.5274,474979.0
2020-11-27,33.4558,33.4558,32.6235,32.704,156796.0
2020-11-28,33.4558,33.4558,32.6235,32.704,156796.0
2020-11-29,33.4558,33.4558,32.6235,32.704,156796.0
2020-11-30,32.534,32.713,32.0148,32.0685,472814.0
2020-12-01,32.4176,32.8562,32.0775,32.2923,267654.0
2020-12-02,32.1849,32.4982,31.9209,32.4803,232096.0
2020-12-03,32.3997,32.4087,31.8269,31.979,515286.0
2020-12-04,31.9969,32.3997,31.8716,32.1491,226325.0
2020-12-05,31.9969,32.3997,31.8716,32.1491,226325.0
2020-12-06,31.9969,32.3997,31.8716,32.1491,226325.0
2020-12-07,32.0865,32.6503,32.0506,32.5429,365079.0
2020-12-08,32.4445,32.7846,32.346,32.7398,376631.0
2020-12-09,32.8741,33.3574,32.789,33.2947,317888.0
2020-12-10,33.25,33.608,33.0799,33.5185,422914.0
2020-12-11,33.3842,33.8049,33.3574,33.5364,437444.0
2020-12-12,33.3842,33.8049,33.3574,33.5364,437444.0
2020-12-13,33.3842,33.8049,33.3574,33.5364,437444.0
2020-12-14,33.8407,33.9839,32.6235,32.6503,410708.0
2020-12-15,32.8204,33.4379,32.5698,33.42,384227.0
2020-12-16,33.599,33.62,32.9009,33.0083,316733.0
2020-12-17,33.0978,33.2679,32.525,32.5877,393179.0
2020-12-18,32.704,32.713,31.6658,31.7732,1249360.0
2020-12-19,32.704,32.713,31.6658,31.7732,1249360.0
2020-12-20,32.704,32.713,31.6658,31.7732,1249360.0
2020-12-21,31.5494,31.6434,30.9319,31.3167,447805.0
2020-12-22,31.2362,31.3078,30.9408,31.1914,279440.0
2020-12-23,31.3257,31.7105,30.8334,30.8692,411641.0
2020-12-24,31.0572,31.0588,30.6501,30.9587,153012.0
2020-12-25,31.0572,31.0588,30.6501,30.9587,153012.0
2020-12-26,31.0572,31.0588,30.6501,30.9587,153012.0
2020-12-27,31.0572,31.0588,30.6501,30.9587,153012.0
2020-12-28,31.1198,31.4009,30.9498,31.1914,494098.0
2020-12-29,31.3257,31.5172,30.914,31.1467,315293.0
2020-12-30,31.1019,31.5494,31.0527,31.2362,196108.0
2020-12-31,31.1735,31.7821,31.1696,31.6747,271895.0
2021-01-01,31.1735,31.7821,31.1696,31.6747,271895.0
2021-01-02,31.1735,31.7821,31.1696,31.6747,271895.0
2021-01-03,31.1735,31.7821,31.1696,31.6747,271895.0
2021-01-04,31.809,31.9611,30.8606,31.0572,278545.0
2021-01-05,31.1914,31.3123,30.7261,30.9408,333079.0
2021-01-06,31.2899,32.3371,31.2407,32.3281,596883.0
2021-01-07,32.2028,32.2834,31.2899,31.2988,637130.0
2021-01-08,31.093,31.3436,30.4844,30.5918,602225.0
2021-01-09,31.093,31.3436,30.4844,30.5918,602225.0
2021-01-10,31.093,31.3436,30.4844,30.5918,602225.0
2021-01-11,30.4307,30.7529,30.2338,30.4754,364401.0
2021-01-12,30.5381,30.735,30.189,30.2875,494819.0
2021-01-13,30.4754,30.6992,30.3106,30.4038,388504.0
2021-01-14,30.6813,30.6992,29.8668,29.9384,600785.0
2021-01-15,29.9742,30.547,29.9474,30.547,501136.0
2021-01-16,29.9742,30.547,29.9474,30.547,501136.0
2021-01-17,29.9742,30.547,29.9474,30.547,501136.0
2021-01-18,29.9742,30.547,29.9474,30.547,501136.0
2021-01-19,30.5739,30.7976,30.2083,30.6276,440319.0
2021-01-20,30.6455,31.2272,30.5739,30.9587,571665.0
2021-01-21,30.3949,30.5202,29.7862,30.2517,640782.0
2021-01-22,30.1801,31.1198,30.01,30.8782,796642.0
2021-01-23,30.1801,31.1198,30.01,30.8782,796642.0
2021-01-24,30.1801,31.1198,30.01,30.8782,796642.0
2021-01-25,30.7618,31.0348,30.5246,30.735,531647.0
2021-01-26,30.735,30.7618,30.0503,30.2159,471080.0
2021-01-27,30.1532,30.4128,29.9295,30.377,466110.0
2021-01-28,30.5023,30.9408,29.9474,29.9563,453435.0
2021-01-29,29.8579,30.189,29.5804,29.5893,524138.0
2021-01-30,29.8579,30.189,29.5804,29.5893,524138.0
2021-01-31,29.8579,30.189,29.5804,29.5893,524138.0
2021-02-01,29.8042,30.2293,29.4998,29.9921,421851.0
2021-02-02,30.3143,30.5112,29.8668,30.0369,324287.0
2021-02-03,29.8937,30.2159,29.6162,30.189,487247.0
2021-02-04,30.1801,30.556,30.0458,30.2696,425376.0
2021-02-05,30.5381,30.735,30.2696,30.5202,333781.0
2021-02-06,30.5381,30.735,30.2696,30.5202,333781.0
2021-02-07,30.5381,30.735,30.2696,30.5202,333781.0
2021-02-08,30.6365,30.7081,30.2964,30.4038,249500.0
2021-02-09,30.556,30.6186,30.1622,30.4128,220228.0
2021-02-10,30.8513,31.3481,30.7081,31.2899,404956.0
2021-02-11,31.2899,31.3257,30.7394,30.7976,433443.0
2021-02-12,30.9766,31.187,30.8155,31.0751,384972.0
2021-02-13,30.9766,31.187,30.8155,31.0751,384972.0
2021-02-14,30.9766,31.187,30.8155,31.0751,384972.0
2021-02-15,30.9766,31.187,30.8155,31.0751,384972.0
2021-02-16,31.1825,31.3257,30.5381,31.084,449292.0
2021-02-17,30.9677,31.4656,30.8782,31.0035,387128.0
2021-02-18,31.4241,31.7374,31.084,31.2362,463053.0
2021-02-19,31.1914,31.7911,31.1467,31.3436,685032.0
2021-02-20,31.1914,31.7911,31.1467,31.3436,685032.0
2021-02-21,31.1914,31.7911,31.1467,31.3436,685032.0
2021-02-22,31.3346,31.621,30.9677,31.442,515682.0
2021-02-23,31.6747,32.1939,31.2899,31.63,734031.0
2021-02-24,31.63,31.8017,31.0426,31.133,679676.0
2021-02-25,30.9884,31.8378,30.9884,31.3679,720391.0
2021-02-26,31.395,31.9192,31.1872,31.5938,1055747.0
2021-02-27,31.395,31.9192,31.1872,31.5938,1055747.0
2021-02-28,31.395,31.9192,31.1872,31.5938,1055747.0
2021-03-01,31.8288,32.2987,31.7565,31.9824,672621.0
2021-03-02,31.9734,32.0638,31.4493,32.0276,435304.0
2021-03-03,32.109,32.8681,31.9011,32.6602,625280.0
2021-03-04,32.6693,33.5278,32.6602,32.8319,604868.0
2021-03-05,33.0759,33.8983,33.0469,33.6543,567132.0
2021-03-06,33.0759,33.8983,33.0469,33.6543,567132.0
2021-03-07,33.0759,33.8983,33.0469,33.6543,567132.0
2021-03-08,33.8893,35.0641,33.6634,35.037,730703.0
2021-03-09,34.7568,35.1726,34.3592,34.9286,875129.0
2021-03-10,34.9737,35.534,34.6032,35.2629,524245.0
2021-03-11,35.0189,35.534,34.9376,35.046,396650.0
2021-03-12,35.281,36.3112,35.2449,36.2841,595729.0
2021-03-13,35.281,36.3112,35.2449,36.2841,595729.0
2021-03-14,35.281,36.3112,35.2449,36.2841,595729.0
