,RTN US Equity,RTN US Equity,RTN US Equity,RTN US Equity,RTN US Equity
2019-05-02,174.1633,175.1292,172.8869,174.4984,1654880.0
2019-05-03,175.4249,177.0906,175.3263,176.7259,1133532.0
2019-05-04,175.4249,177.0906,175.3263,176.7259,1133532.0
2019-05-05,175.4249,177.0906,175.3263,176.7259,1133532.0
2019-05-06,174.6068,178.3424,173.976,178.0171,1825291.0
2019-05-07,176.4007,177.5736,174.4984,175.9079,2830701.0
2019-05-08,175.5235,177.5145,174.5082,176.3613,2010026.0
2019-05-09,174.9814,177.4553,174.0154,177.406,1698185.0
2019-05-10,176.0754,177.9481,174.1978,177.6524,1424580.0
2019-05-11,176.0754,177.9481,174.1978,177.6524,1424580.0
2019-05-12,176.0754,177.9481,174.1978,177.6524,1424580.0
2019-05-13,174.1436,176.3908,173.769,176.036,2032179.0
2019-05-14,176.4302,177.0611,174.8877,175.3263,1505903.0
2019-05-15,174.8729,175.4249,171.1472,174.7349,1690696.0
2019-05-16,174.9025,177.544,174.4491,176.8639,1257818.0
2019-05-17,175.0011,176.5978,174.2618,174.528,1328442.0
2019-05-18,175.0011,176.5978,174.2618,174.528,1328442.0
2019-05-19,175.0011,176.5978,174.2618,174.528,1328442.0
2019-05-20,174.4294,179.1408,174.045,178.0763,1747622.0
2019-05-21,179.3576,181.2599,177.7017,180.0081,1760349.0
2019-05-22,179.604,179.604,177.5533,177.9383,1362338.0
2019-05-23,176.5091,177.3469,174.459,177.1301,1823628.0
2019-05-24,177.4553,178.1748,175.0996,177.4159,1330325.0
2019-05-25,177.4553,178.1748,175.0996,177.4159,1330325.0
2019-05-26,177.4553,178.1748,175.0996,177.4159,1330325.0
2019-05-27,177.4553,178.1748,175.0996,177.4159,1330325.0
2019-05-28,177.406,178.7268,175.4643,175.9867,3752933.0
2019-05-29,175.4446,176.2233,173.3945,175.0011,1524031.0
2019-05-30,175.0011,176.4302,173.3945,173.907,1571036.0
2019-05-31,173.0298,173.5325,170.9624,171.9948,2193701.0
2019-06-01,173.0298,173.5325,170.9624,171.9948,2193701.0
2019-06-02,173.0298,173.5325,170.9624,171.9948,2193701.0
2019-06-03,171.9948,175.5185,171.5119,173.6704,1550493.0
2019-06-04,174.2717,177.5046,174.2717,176.4894,2111937.0
2019-06-05,177.4159,179.7322,175.8783,179.7124,1320244.0
2019-06-06,179.8997,181.871,178.8442,180.9839,1485989.0
2019-06-07,181.3092,183.31,181.1712,183.241,1025301.0
2019-06-08,181.3092,183.31,181.1712,183.241,1025301.0
2019-06-09,181.3092,183.31,181.1712,183.241,1025301.0
2019-06-10,190.2983,191.2048,183.6747,184.5027,5928593.0
2019-06-11,185.2813,185.301,174.0647,175.0701,4705972.0
2019-06-12,174.6462,174.8236,170.7037,174.459,2797319.0
2019-06-13,174.4688,174.9616,167.8157,174.5772,3689598.0
2019-06-14,175.0602,177.1202,173.5029,174.8039,1867816.0
2019-06-15,175.0602,177.1202,173.5029,174.8039,1867816.0
2019-06-16,175.0602,177.1202,173.5029,174.8039,1867816.0
2019-06-17,174.7941,177.8299,172.7242,177.2286,1322213.0
2019-06-18,177.6722,178.8352,175.9571,177.406,1662578.0
2019-06-19,177.4159,178.372,176.0508,176.5091,1748732.0
2019-06-20,178.165,180.1856,175.8835,179.5252,2632046.0
2019-06-21,180.2644,180.7375,177.0315,180.501,3680695.0
2019-06-22,180.2644,180.7375,177.0315,180.501,3680695.0
2019-06-23,180.2644,180.7375,177.0315,180.501,3680695.0
2019-06-24,180.0574,182.0583,178.2143,181.3782,2025876.0
2019-06-25,180.9051,181.1022,176.8738,177.1892,3472186.0
2019-06-26,177.2976,178.5297,175.7304,176.1543,2242678.0
2019-06-27,176.4302,177.0906,175.1604,175.5037,1000839.0
2019-06-28,175.8783,175.8783,170.8002,171.3838,4414966.0
2019-06-29,175.8783,175.8783,170.8002,171.3838,4414966.0
2019-06-30,175.8783,175.8783,170.8002,171.3838,4414966.0
2019-07-01,172.4877,172.4975,167.6777,168.5747,2633993.0
2019-07-02,168.9098,170.3981,167.2046,170.3193,2820002.0
2019-07-03,170.9008,170.9993,168.8309,170.9599,1266876.0
2019-07-04,170.9008,170.9993,168.8309,170.9599,1266876.0
2019-07-05,170.3883,171.709,169.6541,171.1571,1497018.0
2019-07-06,170.3883,171.709,169.6541,171.1571,1497018.0
2019-07-07,170.3883,171.709,169.6541,171.1571,1497018.0
2019-07-08,170.5164,171.3739,169.7377,171.2753,1640010.0
2019-07-09,170.9706,173.5522,168.8102,173.3689,2617738.0
2019-07-10,173.359,175.6879,173.1558,175.4104,1626030.0
2019-07-11,175.1032,177.4023,174.4243,176.4807,1613854.0
2019-07-12,177.5411,177.6699,176.1933,177.5312,1545849.0
2019-07-13,177.5411,177.6699,176.1933,177.5312,1545849.0
2019-07-14,177.5411,177.6699,176.1933,177.5312,1545849.0
2019-07-15,177.5312,177.9474,175.7374,176.5302,1560214.0
2019-07-16,176.6888,178.9186,176.4014,178.4429,1987239.0
2019-07-17,178.0663,178.3042,175.787,176.6492,1268930.0
2019-07-18,176.3419,176.5897,171.6148,174.5086,2501076.0
2019-07-19,175.2419,177.9276,173.3937,176.9663,3489195.0
2019-07-20,175.2419,177.9276,173.3937,176.9663,3489195.0
2019-07-21,175.2419,177.9276,173.3937,176.9663,3489195.0
2019-07-22,176.9167,179.5231,176.2701,178.9384,2004469.0
2019-07-23,181.1286,181.4556,177.7393,179.6916,2193267.0
2019-07-24,179.3745,183.4674,179.0871,182.5358,2740267.0
2019-07-25,188.1648,191.6308,186.7105,190.9,3230449.0
2019-07-26,189.9685,191.237,187.5405,188.0855,1624097.0
2019-07-27,189.9685,191.237,187.5405,188.0855,1624097.0
2019-07-28,189.9685,191.237,187.5405,188.0855,1624097.0
2019-07-29,188.7891,188.7891,185.6575,187.9765,1319481.0
2019-07-30,187.7188,187.8774,183.9629,184.3494,1223287.0
2019-07-31,184.5079,184.5079,179.1564,180.6529,1845543.0
2019-08-01,180.4646,181.8124,177.7987,177.9672,1703083.0
2019-08-02,178.1357,179.0772,174.9842,177.66,1266048.0
2019-08-03,178.1357,179.0772,174.9842,177.66,1266048.0
2019-08-04,178.1357,179.0772,174.9842,177.66,1266048.0
2019-08-05,174.8554,179.751,174.4194,178.5321,2507318.0
2019-08-06,179.4835,183.4079,178.8294,183.1701,2301370.0
2019-08-07,180.8412,183.7934,180.0484,182.8827,1398152.0
2019-08-08,183.9431,187.035,183.3385,186.5693,1372224.0
2019-08-09,186.0738,187.2332,184.2602,185.1719,1109003.0
2019-08-10,186.0738,187.2332,184.2602,185.1719,1109003.0
2019-08-11,186.0738,187.2332,184.2602,185.1719,1109003.0
2019-08-12,183.6458,184.835,181.0542,181.8917,1360614.0
2019-08-13,182.4169,183.3584,180.7992,181.9511,1377623.0
2019-08-14,180.6231,181.2078,175.8266,176.8573,1465008.0
2019-08-15,176.9465,178.1159,173.9189,176.9167,1451252.0
2019-08-16,178.324,178.3834,175.8663,176.5897,1888395.0
2019-08-17,178.324,178.3834,175.8663,176.5897,1888395.0
2019-08-18,178.324,178.3834,175.8663,176.5897,1888395.0
2019-08-19,177.3924,180.3258,177.0257,177.5807,1738959.0
2019-08-20,178.76,184.1809,178.76,183.7746,2402575.0
2019-08-21,183.6061,184.7656,181.2475,183.4079,1806291.0
2019-08-22,183.9926,185.6724,181.079,185.3008,1312432.0
2019-08-23,185.1224,185.9945,178.0564,178.9087,1319167.0
2019-08-24,185.1224,185.9945,178.0564,178.9087,1319167.0
2019-08-25,185.1224,185.9945,178.0564,178.9087,1319167.0
2019-08-26,180.6033,180.8412,176.9564,180.0781,1455962.0
2019-08-27,180.1673,180.5042,174.3599,176.7879,1700040.0
2019-08-28,176.0347,178.4132,174.6651,177.8087,778935.0
2019-08-29,180.088,181.1484,175.9356,181.0889,1341512.0
2019-08-30,181.1385,184.28,180.6628,183.6557,1189264.0
2019-08-31,181.1385,184.28,180.6628,183.6557,1189264.0
2019-09-01,181.1385,184.28,180.6628,183.6557,1189264.0
2019-09-02,181.1385,184.28,180.6628,183.6557,1189264.0
2019-09-03,182.5556,182.6785,179.4736,180.4547,1317228.0
2019-09-04,182.0304,182.5556,180.9304,181.7529,993907.0
2019-09-05,182.843,185.6179,182.625,183.6061,1203869.0
2019-09-06,184.3296,189.5621,184.1115,188.7495,1860327.0
2019-09-07,184.3296,189.5621,184.1115,188.7495,1860327.0
2019-09-08,184.3296,189.5621,184.1115,188.7495,1860327.0
2019-09-09,189.0765,191.237,187.5008,187.7089,1498705.0
2019-09-10,187.8675,191.9802,187.1044,191.237,2008369.0
2019-09-11,191.0388,192.1982,189.9288,191.3856,1235890.0
2019-09-12,192.0793,197.2029,191.4055,195.6767,1949478.0
2019-09-13,197.2128,200.8796,196.4993,196.9353,1869363.0
2019-09-14,197.2128,200.8796,196.4993,196.9353,1869363.0
2019-09-15,197.2128,200.8796,196.4993,196.9353,1869363.0
2019-09-16,202.4157,203.4332,199.7498,202.2274,2629127.0
2019-09-17,199.1948,202.2274,196.2585,199.2048,2125132.0
2019-09-18,198.8381,199.1156,196.2218,198.511,1371505.0
2019-09-19,197.8471,199.696,197.4606,197.5398,1036777.0
2019-09-20,197.8966,198.7588,192.8127,193.1794,2259349.0
2019-09-21,197.8966,198.7588,192.8127,193.1794,2259349.0
2019-09-22,197.8966,198.7588,192.8127,193.1794,2259349.0
2019-09-23,193.1496,196.9948,192.4757,194.9731,1537615.0
2019-09-24,195.6668,197.411,191.2766,193.883,2522840.0
2019-09-25,193.5262,196.6677,193.4965,195.6866,1282454.0
2019-09-26,196.0038,197.4407,193.2983,196.1524,1476525.0
2019-09-27,197.2029,197.2029,192.8028,193.7641,1651553.0
2019-09-28,197.2029,197.2029,192.8028,193.7641,1651553.0
2019-09-29,197.2029,197.2029,192.8028,193.7641,1651553.0
2019-09-30,193.7442,196.1029,193.0604,194.428,1542792.0
2019-10-01,194.9632,195.2803,188.7495,190.4045,2404705.0
2019-10-02,188.69,190.7613,186.547,189.5621,3174046.0
2019-10-03,191.455,192.01,188.2639,192.0,1894494.0
2019-10-04,192.4064,192.892,188.6504,192.7037,2068821.0
2019-10-05,192.4064,192.892,188.6504,192.7037,2068821.0
2019-10-06,192.4064,192.892,188.6504,192.7037,2068821.0
2019-10-07,192.7334,193.3478,191.2865,192.2379,1010585.0
2019-10-08,191.0056,193.5052,190.6421,191.4238,1420846.0
2019-10-09,192.3699,198.1459,191.0305,195.3077,2026019.0
2019-10-10,195.0886,200.1077,195.0886,197.7874,2090322.0
2019-10-11,198.9625,200.3965,196.4878,197.8969,2160601.0
2019-10-12,198.9625,200.3965,196.4878,197.8969,2160601.0
2019-10-13,198.9625,200.3965,196.4878,197.8969,2160601.0
2019-10-14,198.0363,199.4405,197.0803,198.5542,1688239.0
2019-10-15,199.0521,201.8604,198.2056,198.604,984403.0
2019-10-16,198.5044,202.4081,198.5044,199.55,1468128.0
2019-10-17,203.1152,203.1152,198.2853,198.5243,1677251.0
2019-10-18,199.2612,199.311,196.8313,198.9226,1689774.0
2019-10-19,199.2612,199.311,196.8313,198.9226,1689774.0
2019-10-20,199.2612,199.311,196.8313,198.9226,1689774.0
2019-10-21,198.8131,202.3683,198.4546,201.4023,1361846.0
2019-10-22,203.155,206.6206,202.1592,203.8621,2215532.0
2019-10-23,202.9957,203.4338,201.0538,202.7069,1189514.0
2019-10-24,204.1509,213.1734,202.7567,210.3352,3301340.0
2019-10-25,211.6198,214.463,208.6323,211.2713,2039717.0
2019-10-26,211.6198,214.463,208.6323,211.2713,2039717.0
2019-10-27,211.6198,214.463,208.6323,211.2713,2039717.0
2019-10-28,211.2314,215.6431,210.2953,210.7335,1968933.0
2019-10-29,210.0563,212.6157,209.9468,210.7733,1526247.0
2019-10-30,210.4945,213.8306,209.3692,213.4323,1068997.0
2019-10-31,212.8348,214.2887,211.0621,211.331,1269860.0
2019-11-01,212.3866,216.2904,212.3866,215.195,1736945.0
2019-11-02,212.3866,216.2904,212.3866,215.195,1736945.0
2019-11-03,212.3866,216.2904,212.3866,215.195,1736945.0
2019-11-04,215.5435,217.097,211.2812,213.4522,2312932.0
2019-11-05,213.1933,213.2032,210.6339,212.2074,1992637.0
2019-11-06,212.2074,214.9062,211.6696,214.4381,1358718.0
2019-11-07,215.2945,216.4298,213.8904,214.1095,1065613.0
2019-11-08,213.8904,215.4041,210.6638,214.946,1158388.0
2019-11-09,213.8904,215.4041,210.6638,214.946,1158388.0
2019-11-10,213.8904,215.4041,210.6638,214.946,1158388.0
2019-11-11,214.1991,216.3004,213.8919,215.1053,624291.0
2019-11-12,214.8066,216.4199,213.3427,215.9817,875577.0
2019-11-13,214.6074,216.3804,213.9601,214.4779,1263633.0
2019-11-14,215.1551,215.9219,213.8306,215.8024,1032264.0
2019-11-15,217.0273,219.1186,216.7186,217.9734,1239791.0
2019-11-16,217.0273,219.1186,216.7186,217.9734,1239791.0
2019-11-17,217.0273,219.1186,216.7186,217.9734,1239791.0
2019-11-18,217.9734,218.4614,216.619,218.3817,780579.0
2019-11-19,219.0788,219.0888,216.0663,217.1867,1229398.0
2019-11-20,217.2763,217.663,215.414,216.1709,929445.0
2019-11-21,216.0514,216.1609,214.1792,214.9161,1050366.0
2019-11-22,214.5676,215.6929,213.5617,215.5037,1368209.0
2019-11-23,214.5676,215.6929,213.5617,215.5037,1368209.0
2019-11-24,214.5676,215.6929,213.5617,215.5037,1368209.0
2019-11-25,216.151,217.5751,214.8165,215.3941,1071708.0
2019-11-26,215.6033,216.9328,214.7369,216.2107,1981721.0
2019-11-27,216.2207,218.2473,214.7369,217.6348,1224612.0
2019-11-28,216.2207,218.2473,214.7369,217.6348,1224612.0
2019-11-29,217.3958,217.4556,215.8124,216.5194,581463.0
2019-11-30,217.3958,217.4556,215.8124,216.5194,581463.0
2019-12-01,217.3958,217.4556,215.8124,216.5194,581463.0
2019-12-02,216.3203,217.3958,213.1734,213.1734,1248847.0
2019-12-03,211.2414,213.0439,210.4632,212.8846,1808500.0
2019-12-04,213.6115,216.8431,213.1335,213.97,1263025.0
2019-12-05,214.9559,216.5493,213.6514,213.9999,1246439.0
2019-12-06,216.0813,217.5651,215.2547,216.3103,1023242.0
2019-12-07,216.0813,217.5651,215.2547,216.3103,1023242.0
2019-12-08,216.0813,217.5651,215.2547,216.3103,1023242.0
2019-12-09,215.5833,216.9178,215.4439,215.6331,1084309.0
2019-12-10,215.6929,217.0871,215.4539,215.6331,927157.0
2019-12-11,215.5236,218.0403,215.5236,216.9178,763960.0
2019-12-12,217.1269,217.9834,216.2506,217.2863,944076.0
2019-12-13,216.6887,218.7502,215.653,216.4995,936942.0
2019-12-14,216.6887,218.7502,215.653,216.4995,936942.0
2019-12-15,216.6887,218.7502,215.653,216.4995,936942.0
2019-12-16,217.6946,218.5297,216.6439,218.3817,942402.0
2019-12-17,217.834,218.7402,215.3344,216.8879,1132273.0
2019-12-18,216.0016,217.6547,212.6256,213.2729,2590111.0
2019-12-19,213.7709,215.4738,212.8796,215.2149,1374838.0
2019-12-20,216.151,216.878,214.6572,216.4995,2162346.0
2019-12-21,216.151,216.878,214.6572,216.4995,2162346.0
2019-12-22,216.151,216.878,214.6572,216.4995,2162346.0
2019-12-23,216.5493,220.3435,216.1111,218.9593,1475303.0
2019-12-24,219.6166,219.746,218.3518,218.4415,336404.0
2019-12-25,219.6166,219.746,218.3518,218.4415,336404.0
2019-12-26,218.561,220.1942,218.4713,220.1045,926729.0
2019-12-27,220.3635,221.1402,219.6265,220.0448,660898.0
2019-12-28,220.3635,221.1402,219.6265,220.0448,660898.0
2019-12-29,220.3635,221.1402,219.6265,220.0448,660898.0
2019-12-30,220.0846,220.9709,219.019,219.278,680582.0
2019-12-31,219.6365,220.2838,218.0171,218.8298,824452.0
2020-01-01,219.6365,220.2838,218.0171,218.8298,824452.0
2020-01-02,219.2282,223.5801,218.8398,223.5502,1090701.0
2020-01-03,225.9602,229.0473,224.2373,226.8664,2151705.0
2020-01-04,225.9602,229.0473,224.2373,226.8664,2151705.0
2020-01-05,225.9602,229.0473,224.2373,226.8664,2151705.0
2020-01-06,231.0391,231.5071,224.4166,226.5876,2080833.0
2020-01-07,226.25,227.8,223.79,226.54,1395944.0
2020-01-08,227.95,228.69,226.12,227.4,1900076.0
2020-01-09,227.0,228.78,227.0,228.65,1040183.0
2020-01-10,228.22,229.79,226.28,226.48,1477857.0
2020-01-11,228.22,229.79,226.28,226.48,1477857.0
2020-01-12,228.22,229.79,226.28,226.48,1477857.0
2020-01-13,227.06,228.0,226.12,227.15,1391438.0
2020-01-14,226.48,227.88,226.12,227.4,1171926.0
2020-01-15,228.0,229.93,227.01,229.41,1340980.0
2020-01-16,230.18,232.42,229.97,232.31,1235261.0
2020-01-17,232.47,233.48,231.21,231.34,1877660.0
2020-01-18,232.47,233.48,231.21,231.34,1877660.0
2020-01-19,232.47,233.48,231.21,231.34,1877660.0
2020-01-20,232.47,233.48,231.21,231.34,1877660.0
2020-01-21,230.77,232.41,226.32,228.99,2478574.0
2020-01-22,228.98,231.86,228.23,229.41,2204606.0
2020-01-23,229.32,231.36,228.325,230.23,2505046.0
2020-01-24,230.79,232.38,229.28,231.24,2673374.0
2020-01-25,230.79,232.38,229.28,231.24,2673374.0
2020-01-26,230.79,232.38,229.28,231.24,2673374.0
2020-01-27,227.5,230.0,226.79,228.46,1829699.0
2020-01-28,228.27,229.0,223.1,227.62,2330874.0
2020-01-29,228.71,229.3197,224.25,227.32,1479228.0
2020-01-30,225.0,228.59,222.428,226.1,2997777.0
2020-01-31,225.27,225.7,218.6,220.94,2317236.0
2020-02-01,225.27,225.7,218.6,220.94,2317236.0
2020-02-02,225.27,225.7,218.6,220.94,2317236.0
2020-02-03,220.8,222.59,217.9,218.87,2027931.0
2020-02-04,221.08,224.71,221.03,224.21,1713170.0
2020-02-05,226.05,226.99,224.76,226.64,1670406.0
2020-02-06,227.1,231.71,227.01,228.53,2187612.0
2020-02-07,227.86,231.81,227.64,230.61,2770527.0
2020-02-08,227.86,231.81,227.64,230.61,2770527.0
2020-02-09,227.86,231.81,227.64,230.61,2770527.0
2020-02-10,230.11,230.95,227.02,230.57,1713544.0
2020-02-11,231.3,232.49,228.5,229.31,1992072.0
2020-02-12,229.31,230.2,227.01,229.76,2392736.0
2020-02-13,228.9,230.18,226.76,226.76,2504504.0
2020-02-14,226.64,227.64,225.28,227.18,1343982.0
2020-02-15,226.64,227.64,225.28,227.18,1343982.0
2020-02-16,226.64,227.64,225.28,227.18,1343982.0
2020-02-17,226.64,227.64,225.28,227.18,1343982.0
2020-02-18,226.07,226.38,223.25,224.0,2038406.0
2020-02-19,224.44,224.73,221.87,222.47,1701663.0
2020-02-20,222.48,222.74,218.24,220.44,1982424.0
2020-02-21,219.32,222.28,218.81,222.18,1640564.0
2020-02-22,219.32,222.28,218.81,222.18,1640564.0
2020-02-23,219.32,222.28,218.81,222.18,1640564.0
2020-02-24,215.97,218.48,214.0335,216.05,1965190.0
2020-02-25,217.45,217.69,201.18,203.41,3567046.0
2020-02-26,204.26,210.51,200.2,200.3,2736113.0
2020-02-27,197.4,200.81,189.06,193.26,3977945.0
2020-02-28,185.66,194.38,182.44,188.56,5070992.0
2020-02-29,185.66,194.38,182.44,188.56,5070992.0
2020-03-01,185.66,194.38,182.44,188.56,5070992.0
2020-03-02,189.41,193.71,184.0,192.46,3744103.0
2020-03-03,193.38,199.97,189.8117,191.93,4829014.0
2020-03-04,195.67,203.08,192.53,201.34,3014532.0
2020-03-05,195.94,196.7366,183.21,184.52,3496444.0
2020-03-06,179.04,184.59,175.99,183.16,3930193.0
2020-03-07,179.04,184.59,175.99,183.16,3930193.0
2020-03-08,179.04,184.59,175.99,183.16,3930193.0
