,RTN US Equity,RTN US Equity,RTN US Equity,RTN US Equity,RTN US Equity
2021-07-03,120.65,126.85,115.0,116.96,9360245.0
2021-07-04,120.65,126.85,115.0,116.96,9360245.0
2021-07-05,120.65,126.85,115.0,116.96,9360245.0
2021-07-06,120.65,126.85,115.0,116.96,9360245.0
2021-07-07,120.65,126.85,115.0,116.96,9360245.0
2021-07-08,120.65,126.85,115.0,116.96,9360245.0
2021-07-09,120.65,126.85,115.0,116.96,9360245.0
2021-07-10,120.65,126.85,115.0,116.96,9360245.0
2021-07-11,120.65,126.85,115.0,116.96,9360245.0
2021-07-12,120.65,126.85,115.0,116.96,9360245.0
2021-07-13,120.65,126.85,115.0,116.96,9360245.0
2021-07-14,120.65,126.85,115.0,116.96,9360245.0
2021-07-15,120.65,126.85,115.0,116.96,9360245.0
2021-07-16,120.65,126.85,115.0,116.96,9360245.0
2021-07-17,120.65,126.85,115.0,116.96,9360245.0
2021-07-18,120.65,126.85,115.0,116.96,9360245.0
2021-07-19,120.65,126.85,115.0,116.96,9360245.0
2021-07-20,120.65,126.85,115.0,116.96,9360245.0
2021-07-21,120.65,126.85,115.0,116.96,9360245.0
2021-07-22,120.65,126.85,115.0,116.96,9360245.0
2021-07-23,120.65,126.85,115.0,116.96,9360245.0
2021-07-24,120.65,126.85,115.0,116.96,9360245.0
2021-07-25,120.65,126.85,115.0,116.96,9360245.0
2021-07-26,120.65,126.85,115.0,116.96,9360245.0
2021-07-27,120.65,126.85,115.0,116.96,9360245.0
2021-07-28,120.65,126.85,115.0,116.96,9360245.0
2021-07-29,120.65,126.85,115.0,116.96,9360245.0
2021-07-30,120.65,126.85,115.0,116.96,9360245.0
2021-07-31,120.65,126.85,115.0,116.96,9360245.0
2021-08-01,120.65,126.85,115.0,116.96,9360245.0
2021-08-02,120.65,126.85,115.0,116.96,9360245.0
2021-08-03,120.65,126.85,115.0,116.96,9360245.0
2021-08-04,120.65,126.85,115.0,116.96,9360245.0
2021-08-05,120.65,126.85,115.0,116.96,9360245.0
2021-08-06,120.65,126.85,115.0,116.96,9360245.0
2021-08-07,120.65,126.85,115.0,116.96,9360245.0
2021-08-08,120.65,126.85,115.0,116.96,9360245.0
2021-08-09,120.65,126.85,115.0,116.96,9360245.0
2021-08-10,120.65,126.85,115.0,116.96,9360245.0
2021-08-11,120.65,126.85,115.0,116.96,9360245.0
2021-08-12,120.65,126.85,115.0,116.96,9360245.0
2021-08-13,120.65,126.85,115.0,116.96,9360245.0
2021-08-14,120.65,126.85,115.0,116.96,9360245.0
2021-08-15,120.65,126.85,115.0,116.96,9360245.0
2021-08-16,120.65,126.85,115.0,116.96,9360245.0
2021-08-17,120.65,126.85,115.0,116.96,9360245.0
2021-08-18,120.65,126.85,115.0,116.96,9360245.0
2021-08-19,120.65,126.85,115.0,116.96,9360245.0
2021-08-20,120.65,126.85,115.0,116.96,9360245.0
2021-08-21,120.65,126.85,115.0,116.96,9360245.0
2021-08-22,120.65,126.85,115.0,116.96,9360245.0
2021-08-23,120.65,126.85,115.0,116.96,9360245.0
2021-08-24,120.65,126.85,115.0,116.96,9360245.0
2021-08-25,120.65,126.85,115.0,116.96,9360245.0
2021-08-26,120.65,126.85,115.0,116.96,9360245.0
2021-08-27,120.65,126.85,115.0,116.96,9360245.0
2021-08-28,120.65,126.85,115.0,116.96,9360245.0
2021-08-29,120.65,126.85,115.0,116.96,9360245.0
2021-08-30,120.65,126.85,115.0,116.96,9360245.0
2021-08-31,120.65,126.85,115.0,116.96,9360245.0
2021-09-01,120.65,126.85,115.0,116.96,9360245.0
2021-09-02,120.65,126.85,115.0,116.96,9360245.0
2021-09-03,120.65,126.85,115.0,116.96,9360245.0
2021-09-04,120.65,126.85,115.0,116.96,9360245.0
2021-09-05,120.65,126.85,115.0,116.96,9360245.0
2021-09-06,120.65,126.85,115.0,116.96,9360245.0
2021-09-07,120.65,126.85,115.0,116.96,9360245.0
2021-09-08,120.65,126.85,115.0,116.96,9360245.0
2021-09-09,120.65,126.85,115.0,116.96,9360245.0
2021-09-10,120.65,126.85,115.0,116.96,9360245.0
2021-09-11,120.65,126.85,115.0,116.96,9360245.0
2021-09-12,120.65,126.85,115.0,116.96,9360245.0
2021-09-13,120.65,126.85,115.0,116.96,9360245.0
2021-09-14,120.65,126.85,115.0,116.96,9360245.0
2021-09-15,120.65,126.85,115.0,116.96,9360245.0
2021-09-16,120.65,126.85,115.0,116.96,9360245.0
2021-09-17,120.65,126.85,115.0,116.96,9360245.0
2021-09-18,120.65,126.85,115.0,116.96,9360245.0
2021-09-19,120.65,126.85,115.0,116.96,9360245.0
2021-09-20,120.65,126.85,115.0,116.96,9360245.0
2021-09-21,120.65,126.85,115.0,116.96,9360245.0
2021-09-22,120.65,126.85,115.0,116.96,9360245.0
2021-09-23,120.65,126.85,115.0,116.96,9360245.0
2021-09-24,120.65,126.85,115.0,116.96,9360245.0
2021-09-25,120.65,126.85,115.0,116.96,9360245.0
2021-09-26,120.65,126.85,115.0,116.96,9360245.0
2021-09-27,120.65,126.85,115.0,116.96,9360245.0
2021-09-28,120.65,126.85,115.0,116.96,9360245.0
2021-09-29,120.65,126.85,115.0,116.96,9360245.0
2021-09-30,120.65,126.85,115.0,116.96,9360245.0
2021-10-01,120.65,126.85,115.0,116.96,9360245.0
2021-10-02,120.65,126.85,115.0,116.96,9360245.0
2021-10-03,120.65,126.85,115.0,116.96,9360245.0
2021-10-04,120.65,126.85,115.0,116.96,9360245.0
2021-10-05,120.65,126.85,115.0,116.96,9360245.0
2021-10-06,120.65,126.85,115.0,116.96,9360245.0
2021-10-07,120.65,126.85,115.0,116.96,9360245.0
2021-10-08,120.65,126.85,115.0,116.96,9360245.0
2021-10-09,120.65,126.85,115.0,116.96,9360245.0
2021-10-10,120.65,126.85,115.0,116.96,9360245.0
2021-10-11,120.65,126.85,115.0,116.96,9360245.0
2021-10-12,120.65,126.85,115.0,116.96,9360245.0
2021-10-13,120.65,126.85,115.0,116.96,9360245.0
2021-10-14,120.65,126.85,115.0,116.96,9360245.0
2021-10-15,120.65,126.85,115.0,116.96,9360245.0
2021-10-16,120.65,126.85,115.0,116.96,9360245.0
2021-10-17,120.65,126.85,115.0,116.96,9360245.0
2021-10-18,120.65,126.85,115.0,116.96,9360245.0
2021-10-19,120.65,126.85,115.0,116.96,9360245.0
2021-10-20,120.65,126.85,115.0,116.96,9360245.0
2021-10-21,120.65,126.85,115.0,116.96,9360245.0
2021-10-22,120.65,126.85,115.0,116.96,9360245.0
2021-10-23,120.65,126.85,115.0,116.96,9360245.0
2021-10-24,120.65,126.85,115.0,116.96,9360245.0
2021-10-25,120.65,126.85,115.0,116.96,9360245.0
2021-10-26,120.65,126.85,115.0,116.96,9360245.0
2021-10-27,120.65,126.85,115.0,116.96,9360245.0
2021-10-28,120.65,126.85,115.0,116.96,9360245.0
2021-10-29,120.65,126.85,115.0,116.96,9360245.0
2021-10-30,120.65,126.85,115.0,116.96,9360245.0
2021-10-31,120.65,126.85,115.0,116.96,9360245.0
2021-11-01,120.65,126.85,115.0,116.96,9360245.0
2021-11-02,120.65,126.85,115.0,116.96,9360245.0
2021-11-03,120.65,126.85,115.0,116.96,9360245.0
2021-11-04,120.65,126.85,115.0,116.96,9360245.0
2021-11-05,120.65,126.85,115.0,116.96,9360245.0
2021-11-06,120.65,126.85,115.0,116.96,9360245.0
2021-11-07,120.65,126.85,115.0,116.96,9360245.0
2021-11-08,120.65,126.85,115.0,116.96,9360245.0
2021-11-09,120.65,126.85,115.0,116.96,9360245.0
2021-11-10,120.65,126.85,115.0,116.96,9360245.0
2021-11-11,120.65,126.85,115.0,116.96,9360245.0
2021-11-12,120.65,126.85,115.0,116.96,9360245.0
2021-11-13,120.65,126.85,115.0,116.96,9360245.0
2021-11-14,120.65,126.85,115.0,116.96,9360245.0
2021-11-15,120.65,126.85,115.0,116.96,9360245.0
2021-11-16,120.65,126.85,115.0,116.96,9360245.0
2021-11-17,120.65,126.85,115.0,116.96,9360245.0
2021-11-18,120.65,126.85,115.0,116.96,9360245.0
2021-11-19,120.65,126.85,115.0,116.96,9360245.0
2021-11-20,120.65,126.85,115.0,116.96,9360245.0
2021-11-21,120.65,126.85,115.0,116.96,9360245.0
2021-11-22,120.65,126.85,115.0,116.96,9360245.0
2021-11-23,120.65,126.85,115.0,116.96,9360245.0
2021-11-24,120.65,126.85,115.0,116.96,9360245.0
2021-11-25,120.65,126.85,115.0,116.96,9360245.0
2021-11-26,120.65,126.85,115.0,116.96,9360245.0
2021-11-27,120.65,126.85,115.0,116.96,9360245.0
2021-11-28,120.65,126.85,115.0,116.96,9360245.0
2021-11-29,120.65,126.85,115.0,116.96,9360245.0
2021-11-30,120.65,126.85,115.0,116.96,9360245.0
2021-12-01,120.65,126.85,115.0,116.96,9360245.0
2021-12-02,120.65,126.85,115.0,116.96,9360245.0
2021-12-03,120.65,126.85,115.0,116.96,9360245.0
2021-12-04,120.65,126.85,115.0,116.96,9360245.0
2021-12-05,120.65,126.85,115.0,116.96,9360245.0
2021-12-06,120.65,126.85,115.0,116.96,9360245.0
2021-12-07,120.65,126.85,115.0,116.96,9360245.0
2021-12-08,120.65,126.85,115.0,116.96,9360245.0
2021-12-09,120.65,126.85,115.0,116.96,9360245.0
2021-12-10,120.65,126.85,115.0,116.96,9360245.0
2021-12-11,120.65,126.85,115.0,116.96,9360245.0
2021-12-12,120.65,126.85,115.0,116.96,9360245.0
2021-12-13,120.65,126.85,115.0,116.96,9360245.0
2021-12-14,120.65,126.85,115.0,116.96,9360245.0
2021-12-15,120.65,126.85,115.0,116.96,9360245.0
2021-12-16,120.65,126.85,115.0,116.96,9360245.0
2021-12-17,120.65,126.85,115.0,116.96,9360245.0
2021-12-18,120.65,126.85,115.0,116.96,9360245.0
2021-12-19,120.65,126.85,115.0,116.96,9360245.0
2021-12-20,120.65,126.85,115.0,116.96,9360245.0
2021-12-21,120.65,126.85,115.0,116.96,9360245.0
2021-12-22,120.65,126.85,115.0,116.96,9360245.0
2021-12-23,120.65,126.85,115.0,116.96,9360245.0
2021-12-24,120.65,126.85,115.0,116.96,9360245.0
2021-12-25,120.65,126.85,115.0,116.96,9360245.0
2021-12-26,120.65,126.85,115.0,116.96,9360245.0
2021-12-27,120.65,126.85,115.0,116.96,9360245.0
2021-12-28,120.65,126.85,115.0,116.96,9360245.0
2021-12-29,120.65,126.85,115.0,116.96,9360245.0
2021-12-30,120.65,126.85,115.0,116.96,9360245.0
2021-12-31,120.65,126.85,115.0,116.96,9360245.0
2022-01-01,120.65,126.85,115.0,116.96,9360245.0
2022-01-02,120.65,126.85,115.0,116.96,9360245.0
2022-01-03,120.65,126.85,115.0,116.96,9360245.0
2022-01-04,120.65,126.85,115.0,116.96,9360245.0
2022-01-05,120.65,126.85,115.0,116.96,9360245.0
2022-01-06,120.65,126.85,115.0,116.96,9360245.0
2022-01-07,120.65,126.85,115.0,116.96,9360245.0
2022-01-08,120.65,126.85,115.0,116.96,9360245.0
2022-01-09,120.65,126.85,115.0,116.96,9360245.0
2022-01-10,120.65,126.85,115.0,116.96,9360245.0
2022-01-11,120.65,126.85,115.0,116.96,9360245.0
2022-01-12,120.65,126.85,115.0,116.96,9360245.0
2022-01-13,120.65,126.85,115.0,116.96,9360245.0
2022-01-14,120.65,126.85,115.0,116.96,9360245.0
2022-01-15,120.65,126.85,115.0,116.96,9360245.0
2022-01-16,120.65,126.85,115.0,116.96,9360245.0
2022-01-17,120.65,126.85,115.0,116.96,9360245.0
2022-01-18,120.65,126.85,115.0,116.96,9360245.0
2022-01-19,120.65,126.85,115.0,116.96,9360245.0
2022-01-20,120.65,126.85,115.0,116.96,9360245.0
2022-01-21,120.65,126.85,115.0,116.96,9360245.0
2022-01-22,120.65,126.85,115.0,116.96,9360245.0
2022-01-23,120.65,126.85,115.0,116.96,9360245.0
2022-01-24,120.65,126.85,115.0,116.96,9360245.0
2022-01-25,120.65,126.85,115.0,116.96,9360245.0
2022-01-26,120.65,126.85,115.0,116.96,9360245.0
2022-01-27,120.65,126.85,115.0,116.96,9360245.0
2022-01-28,120.65,126.85,115.0,116.96,9360245.0
2022-01-29,120.65,126.85,115.0,116.96,9360245.0
2022-01-30,120.65,126.85,115.0,116.96,9360245.0
2022-01-31,120.65,126.85,115.0,116.96,9360245.0
2022-02-01,120.65,126.85,115.0,116.96,9360245.0
2022-02-02,120.65,126.85,115.0,116.96,9360245.0
2022-02-03,120.65,126.85,115.0,116.96,9360245.0
2022-02-04,120.65,126.85,115.0,116.96,9360245.0
2022-02-05,120.65,126.85,115.0,116.96,9360245.0
2022-02-06,120.65,126.85,115.0,116.96,9360245.0
2022-02-07,120.65,126.85,115.0,116.96,9360245.0
2022-02-08,120.65,126.85,115.0,116.96,9360245.0
2022-02-09,120.65,126.85,115.0,116.96,9360245.0
2022-02-10,120.65,126.85,115.0,116.96,9360245.0
2022-02-11,120.65,126.85,115.0,116.96,9360245.0
2022-02-12,120.65,126.85,115.0,116.96,9360245.0
2022-02-13,120.65,126.85,115.0,116.96,9360245.0
2022-02-14,120.65,126.85,115.0,116.96,9360245.0
2022-02-15,120.65,126.85,115.0,116.96,9360245.0
2022-02-16,120.65,126.85,115.0,116.96,9360245.0
2022-02-17,120.65,126.85,115.0,116.96,9360245.0
2022-02-18,120.65,126.85,115.0,116.96,9360245.0
2022-02-19,120.65,126.85,115.0,116.96,9360245.0
2022-02-20,120.65,126.85,115.0,116.96,9360245.0
2022-02-21,120.65,126.85,115.0,116.96,9360245.0
2022-02-22,120.65,126.85,115.0,116.96,9360245.0
2022-02-23,120.65,126.85,115.0,116.96,9360245.0
2022-02-24,120.65,126.85,115.0,116.96,9360245.0
2022-02-25,120.65,126.85,115.0,116.96,9360245.0
2022-02-26,120.65,126.85,115.0,116.96,9360245.0
2022-02-27,120.65,126.85,115.0,116.96,9360245.0
2022-02-28,120.65,126.85,115.0,116.96,9360245.0
2022-03-01,120.65,126.85,115.0,116.96,9360245.0
2022-03-02,120.65,126.85,115.0,116.96,9360245.0
2022-03-03,120.65,126.85,115.0,116.96,9360245.0
2022-03-04,120.65,126.85,115.0,116.96,9360245.0
2022-03-05,120.65,126.85,115.0,116.96,9360245.0
2022-03-06,120.65,126.85,115.0,116.96,9360245.0
2022-03-07,120.65,126.85,115.0,116.96,9360245.0
2022-03-08,120.65,126.85,115.0,116.96,9360245.0
2022-03-09,120.65,126.85,115.0,116.96,9360245.0
2022-03-10,120.65,126.85,115.0,116.96,9360245.0
2022-03-11,120.65,126.85,115.0,116.96,9360245.0
2022-03-12,120.65,126.85,115.0,116.96,9360245.0
2022-03-13,120.65,126.85,115.0,116.96,9360245.0
2022-03-14,120.65,126.85,115.0,116.96,9360245.0
2022-03-15,120.65,126.85,115.0,116.96,9360245.0
2022-03-16,120.65,126.85,115.0,116.96,9360245.0
2022-03-17,120.65,126.85,115.0,116.96,9360245.0
2022-03-18,120.65,126.85,115.0,116.96,9360245.0
2022-03-19,120.65,126.85,115.0,116.96,9360245.0
2022-03-20,120.65,126.85,115.0,116.96,9360245.0
2022-03-21,120.65,126.85,115.0,116.96,9360245.0
2022-03-22,120.65,126.85,115.0,116.96,9360245.0
2022-03-23,120.65,126.85,115.0,116.96,9360245.0
2022-03-24,120.65,126.85,115.0,116.96,9360245.0
2022-03-25,120.65,126.85,115.0,116.96,9360245.0
2022-03-26,120.65,126.85,115.0,116.96,9360245.0
2022-03-27,120.65,126.85,115.0,116.96,9360245.0
2022-03-28,120.65,126.85,115.0,116.96,9360245.0
2022-03-29,120.65,126.85,115.0,116.96,9360245.0
2022-03-30,120.65,126.85,115.0,116.96,9360245.0
2022-03-31,120.65,126.85,115.0,116.96,9360245.0
2022-04-01,120.65,126.85,115.0,116.96,9360245.0
2022-04-02,120.65,126.85,115.0,116.96,9360245.0
2022-04-03,120.65,126.85,115.0,116.96,9360245.0
2022-04-04,120.65,126.85,115.0,116.96,9360245.0
2022-04-05,120.65,126.85,115.0,116.96,9360245.0
2022-04-06,120.65,126.85,115.0,116.96,9360245.0
2022-04-07,120.65,126.85,115.0,116.96,9360245.0
2022-04-08,120.65,126.85,115.0,116.96,9360245.0
2022-04-09,120.65,126.85,115.0,116.96,9360245.0
2022-04-10,120.65,126.85,115.0,116.96,9360245.0
2022-04-11,120.65,126.85,115.0,116.96,9360245.0
2022-04-12,120.65,126.85,115.0,116.96,9360245.0
2022-04-13,120.65,126.85,115.0,116.96,9360245.0
2022-04-14,120.65,126.85,115.0,116.96,9360245.0
2022-04-15,120.65,126.85,115.0,116.96,9360245.0
2022-04-16,120.65,126.85,115.0,116.96,9360245.0
2022-04-17,120.65,126.85,115.0,116.96,9360245.0
2022-04-18,120.65,126.85,115.0,116.96,9360245.0
2022-04-19,120.65,126.85,115.0,116.96,9360245.0
2022-04-20,120.65,126.85,115.0,116.96,9360245.0
2022-04-21,120.65,126.85,115.0,116.96,9360245.0
2022-04-22,120.65,126.85,115.0,116.96,9360245.0
2022-04-23,120.65,126.85,115.0,116.96,9360245.0
2022-04-24,120.65,126.85,115.0,116.96,9360245.0
2022-04-25,120.65,126.85,115.0,116.96,9360245.0
2022-04-26,120.65,126.85,115.0,116.96,9360245.0
2022-04-27,120.65,126.85,115.0,116.96,9360245.0
2022-04-28,120.65,126.85,115.0,116.96,9360245.0
2022-04-29,120.65,126.85,115.0,116.96,9360245.0
2022-04-30,120.65,126.85,115.0,116.96,9360245.0
2022-05-01,120.65,126.85,115.0,116.96,9360245.0
2022-05-02,120.65,126.85,115.0,116.96,9360245.0
2022-05-03,120.65,126.85,115.0,116.96,9360245.0
2022-05-04,120.65,126.85,115.0,116.96,9360245.0
2022-05-05,120.65,126.85,115.0,116.96,9360245.0
2022-05-06,120.65,126.85,115.0,116.96,9360245.0
2022-05-07,120.65,126.85,115.0,116.96,9360245.0
2022-05-08,120.65,126.85,115.0,116.96,9360245.0
2022-05-09,120.65,126.85,115.0,116.96,9360245.0
2022-05-10,120.65,126.85,115.0,116.96,9360245.0
2022-05-11,120.65,126.85,115.0,116.96,9360245.0
2022-05-12,120.65,126.85,115.0,116.96,9360245.0
2022-05-13,120.65,126.85,115.0,116.96,9360245.0
2022-05-14,120.65,126.85,115.0,116.96,9360245.0
2022-05-15,120.65,126.85,115.0,116.96,9360245.0
2022-05-16,120.65,126.85,115.0,116.96,9360245.0
2022-05-17,120.65,126.85,115.0,116.96,9360245.0
2022-05-18,120.65,126.85,115.0,116.96,9360245.0
2022-05-19,120.65,126.85,115.0,116.96,9360245.0
2022-05-20,120.65,126.85,115.0,116.96,9360245.0
2022-05-21,120.65,126.85,115.0,116.96,9360245.0
2022-05-22,120.65,126.85,115.0,116.96,9360245.0
2022-05-23,120.65,126.85,115.0,116.96,9360245.0
2022-05-24,120.65,126.85,115.0,116.96,9360245.0
2022-05-25,120.65,126.85,115.0,116.96,9360245.0
2022-05-26,120.65,126.85,115.0,116.96,9360245.0
2022-05-27,120.65,126.85,115.0,116.96,9360245.0
2022-05-28,120.65,126.85,115.0,116.96,9360245.0
2022-05-29,120.65,126.85,115.0,116.96,9360245.0
2022-05-30,120.65,126.85,115.0,116.96,9360245.0
2022-05-31,120.65,126.85,115.0,116.96,9360245.0
2022-06-01,120.65,126.85,115.0,116.96,9360245.0
2022-06-02,120.65,126.85,115.0,116.96,9360245.0
2022-06-03,120.65,126.85,115.0,116.96,9360245.0
2022-06-04,120.65,126.85,115.0,116.96,9360245.0
2022-06-05,120.65,126.85,115.0,116.96,9360245.0
2022-06-06,120.65,126.85,115.0,116.96,9360245.0
2022-06-07,120.65,126.85,115.0,116.96,9360245.0
2022-06-08,120.65,126.85,115.0,116.96,9360245.0
2022-06-09,120.65,126.85,115.0,116.96,9360245.0
2022-06-10,120.65,126.85,115.0,116.96,9360245.0
2022-06-11,120.65,126.85,115.0,116.96,9360245.0
2022-06-12,120.65,126.85,115.0,116.96,9360245.0
2022-06-13,120.65,126.85,115.0,116.96,9360245.0
2022-06-14,120.65,126.85,115.0,116.96,9360245.0
2022-06-15,120.65,126.85,115.0,116.96,9360245.0
2022-06-16,120.65,126.85,115.0,116.96,9360245.0
2022-06-17,120.65,126.85,115.0,116.96,9360245.0
2022-06-18,120.65,126.85,115.0,116.96,9360245.0
2022-06-19,120.65,126.85,115.0,116.96,9360245.0
2022-06-20,120.65,126.85,115.0,116.96,9360245.0
2022-06-21,120.65,126.85,115.0,116.96,9360245.0
2022-06-22,120.65,126.85,115.0,116.96,9360245.0
2022-06-23,120.65,126.85,115.0,116.96,9360245.0
2022-06-24,120.65,126.85,115.0,116.96,9360245.0
2022-06-25,120.65,126.85,115.0,116.96,9360245.0
2022-06-26,120.65,126.85,115.0,116.96,9360245.0
2022-06-27,120.65,126.85,115.0,116.96,9360245.0
2022-06-28,120.65,126.85,115.0,116.96,9360245.0
2022-06-29,120.65,126.85,115.0,116.96,9360245.0
2022-06-30,120.65,126.85,115.0,116.96,9360245.0
2022-07-01,120.65,126.85,115.0,116.96,9360245.0
2022-07-02,120.65,126.85,115.0,116.96,9360245.0
2022-07-03,120.65,126.85,115.0,116.96,9360245.0
2022-07-04,120.65,126.85,115.0,116.96,9360245.0
2022-07-05,120.65,126.85,115.0,116.96,9360245.0
2022-07-06,120.65,126.85,115.0,116.96,9360245.0
2022-07-07,120.65,126.85,115.0,116.96,9360245.0
2022-07-08,120.65,126.85,115.0,116.96,9360245.0
2022-07-09,120.65,126.85,115.0,116.96,9360245.0
2022-07-10,120.65,126.85,115.0,116.96,9360245.0
2022-07-11,120.65,126.85,115.0,116.96,9360245.0
2022-07-12,120.65,126.85,115.0,116.96,9360245.0
2022-07-13,120.65,126.85,115.0,116.96,9360245.0
2022-07-14,120.65,126.85,115.0,116.96,9360245.0
2022-07-15,120.65,126.85,115.0,116.96,9360245.0
2022-07-16,120.65,126.85,115.0,116.96,9360245.0
2022-07-17,120.65,126.85,115.0,116.96,9360245.0
2022-07-18,120.65,126.85,115.0,116.96,9360245.0
2022-07-19,120.65,126.85,115.0,116.96,9360245.0
2022-07-20,120.65,126.85,115.0,116.96,9360245.0
2022-07-21,120.65,126.85,115.0,116.96,9360245.0
2022-07-22,120.65,126.85,115.0,116.96,9360245.0
2022-07-23,120.65,126.85,115.0,116.96,9360245.0
2022-07-24,120.65,126.85,115.0,116.96,9360245.0
2022-07-25,120.65,126.85,115.0,116.96,9360245.0
2022-07-26,120.65,126.85,115.0,116.96,9360245.0
2022-07-27,120.65,126.85,115.0,116.96,9360245.0
2022-07-28,120.65,126.85,115.0,116.96,9360245.0
2022-07-29,120.65,126.85,115.0,116.96,9360245.0
2022-07-30,120.65,126.85,115.0,116.96,9360245.0
2022-07-31,120.65,126.85,115.0,116.96,9360245.0
2022-08-01,120.65,126.85,115.0,116.96,9360245.0
2022-08-02,120.65,126.85,115.0,116.96,9360245.0
2022-08-03,120.65,126.85,115.0,116.96,9360245.0
2022-08-04,120.65,126.85,115.0,116.96,9360245.0
2022-08-05,120.65,126.85,115.0,116.96,9360245.0
2022-08-06,120.65,126.85,115.0,116.96,9360245.0
2022-08-07,120.65,126.85,115.0,116.96,9360245.0
2022-08-08,120.65,126.85,115.0,116.96,9360245.0
2022-08-09,120.65,126.85,115.0,116.96,9360245.0
2022-08-10,120.65,126.85,115.0,116.96,9360245.0
2022-08-11,120.65,126.85,115.0,116.96,9360245.0
2022-08-12,120.65,126.85,115.0,116.96,9360245.0
2022-08-13,120.65,126.85,115.0,116.96,9360245.0
2022-08-14,120.65,126.85,115.0,116.96,9360245.0
2022-08-15,120.65,126.85,115.0,116.96,9360245.0
2022-08-16,120.65,126.85,115.0,116.96,9360245.0
2022-08-17,120.65,126.85,115.0,116.96,9360245.0
2022-08-18,120.65,126.85,115.0,116.96,9360245.0
2022-08-19,120.65,126.85,115.0,116.96,9360245.0
2022-08-20,120.65,126.85,115.0,116.96,9360245.0
2022-08-21,120.65,126.85,115.0,116.96,9360245.0
2022-08-22,120.65,126.85,115.0,116.96,9360245.0
2022-08-23,120.65,126.85,115.0,116.96,9360245.0
2022-08-24,120.65,126.85,115.0,116.96,9360245.0
2022-08-25,120.65,126.85,115.0,116.96,9360245.0
2022-08-26,120.65,126.85,115.0,116.96,9360245.0
2022-08-27,120.65,126.85,115.0,116.96,9360245.0
2022-08-28,120.65,126.85,115.0,116.96,9360245.0
2022-08-29,120.65,126.85,115.0,116.96,9360245.0
2022-08-30,120.65,126.85,115.0,116.96,9360245.0
2022-08-31,120.65,126.85,115.0,116.96,9360245.0
2022-09-01,120.65,126.85,115.0,116.96,9360245.0
2022-09-02,120.65,126.85,115.0,116.96,9360245.0
2022-09-03,120.65,126.85,115.0,116.96,9360245.0
2022-09-04,120.65,126.85,115.0,116.96,9360245.0
2022-09-05,120.65,126.85,115.0,116.96,9360245.0
2022-09-06,120.65,126.85,115.0,116.96,9360245.0
2022-09-07,120.65,126.85,115.0,116.96,9360245.0
2022-09-08,120.65,126.85,115.0,116.96,9360245.0
2022-09-09,120.65,126.85,115.0,116.96,9360245.0
2022-09-10,120.65,126.85,115.0,116.96,9360245.0
2022-09-11,120.65,126.85,115.0,116.96,9360245.0
2022-09-12,120.65,126.85,115.0,116.96,9360245.0
2022-09-13,120.65,126.85,115.0,116.96,9360245.0
2022-09-14,120.65,126.85,115.0,116.96,9360245.0
2022-09-15,120.65,126.85,115.0,116.96,9360245.0
2022-09-16,120.65,126.85,115.0,116.96,9360245.0
2022-09-17,120.65,126.85,115.0,116.96,9360245.0
2022-09-18,120.65,126.85,115.0,116.96,9360245.0
2022-09-19,120.65,126.85,115.0,116.96,9360245.0
2022-09-20,120.65,126.85,115.0,116.96,9360245.0
2022-09-21,120.65,126.85,115.0,116.96,9360245.0
2022-09-22,120.65,126.85,115.0,116.96,9360245.0
2022-09-23,120.65,126.85,115.0,116.96,9360245.0
2022-09-24,120.65,126.85,115.0,116.96,9360245.0
2022-09-25,120.65,126.85,115.0,116.96,9360245.0
2022-09-26,120.65,126.85,115.0,116.96,9360245.0
2022-09-27,120.65,126.85,115.0,116.96,9360245.0
2022-09-28,120.65,126.85,115.0,116.96,9360245.0
2022-09-29,120.65,126.85,115.0,116.96,9360245.0
2022-09-30,120.65,126.85,115.0,116.96,9360245.0
2022-10-01,120.65,126.85,115.0,116.96,9360245.0
2022-10-02,120.65,126.85,115.0,116.96,9360245.0
2022-10-03,120.65,126.85,115.0,116.96,9360245.0
2022-10-04,120.65,126.85,115.0,116.96,9360245.0
2022-10-05,120.65,126.85,115.0,116.96,9360245.0
2022-10-06,120.65,126.85,115.0,116.96,9360245.0
2022-10-07,120.65,126.85,115.0,116.96,9360245.0
2022-10-08,120.65,126.85,115.0,116.96,9360245.0
2022-10-09,120.65,126.85,115.0,116.96,9360245.0
2022-10-10,120.65,126.85,115.0,116.96,9360245.0
2022-10-11,120.65,126.85,115.0,116.96,9360245.0
2022-10-12,120.65,126.85,115.0,116.96,9360245.0
2022-10-13,120.65,126.85,115.0,116.96,9360245.0
2022-10-14,120.65,126.85,115.0,116.96,9360245.0
2022-10-15,120.65,126.85,115.0,116.96,9360245.0
2022-10-16,120.65,126.85,115.0,116.96,9360245.0
2022-10-17,120.65,126.85,115.0,116.96,9360245.0
2022-10-18,120.65,126.85,115.0,116.96,9360245.0
2022-10-19,120.65,126.85,115.0,116.96,9360245.0
2022-10-20,120.65,126.85,115.0,116.96,9360245.0
2022-10-21,120.65,126.85,115.0,116.96,9360245.0
2022-10-22,120.65,126.85,115.0,116.96,9360245.0
2022-10-23,120.65,126.85,115.0,116.96,9360245.0
2022-10-24,120.65,126.85,115.0,116.96,9360245.0
2022-10-25,120.65,126.85,115.0,116.96,9360245.0
2022-10-26,120.65,126.85,115.0,116.96,9360245.0
