,TNET US Equity,TNET US Equity,TNET US Equity,TNET US Equity,TNET US Equity
2019-02-02,45.7534,47.2605,45.7534,46.8213,328726.0
2019-02-03,45.7534,47.2605,45.7534,46.8213,328726.0
2019-02-04,46.9611,46.9611,46.2125,46.6816,261278.0
2019-02-05,46.5718,46.8812,45.6735,46.0328,343007.0
2019-02-06,46.0728,46.7714,45.9829,46.2325,648373.0
2019-02-07,45.7434,46.3822,45.3741,45.4439,298586.0
2019-02-08,45.0946,46.2474,45.0148,45.8831,438769.0
2019-02-09,45.0946,46.2474,45.0148,45.8831,438769.0
2019-02-10,45.0946,46.2474,45.0148,45.8831,438769.0
2019-02-11,45.9829,46.981,45.7633,46.7115,378958.0
2019-02-12,48.049,49.1669,47.9791,48.069,488987.0
2019-02-13,48.4083,48.7577,48.1289,48.588,345230.0
2019-02-14,48.4782,49.6709,48.4782,49.4364,495488.0
2019-02-15,55.3951,62.5915,55.0058,60.8548,1978556.0
2019-02-16,55.3951,62.5915,55.0058,60.8548,1978556.0
2019-02-17,55.3951,62.5915,55.0058,60.8548,1978556.0
2019-02-18,55.3951,62.5915,55.0058,60.8548,1978556.0
2019-02-19,60.8548,61.7131,60.2459,61.3139,1001104.0
2019-02-20,60.8049,61.2939,60.1162,61.0344,773862.0
2019-02-21,60.9845,62.1124,60.9845,61.4536,402235.0
2019-02-22,61.4237,62.3619,61.4237,62.0924,433518.0
2019-02-23,61.4237,62.3619,61.4237,62.0924,433518.0
2019-02-24,61.4237,62.3619,61.4237,62.0924,433518.0
2019-02-25,62.3719,63.5297,62.3719,62.5016,516447.0
2019-02-26,62.302,62.821,62.1423,62.2322,376105.0
2019-02-27,62.322,62.6314,61.6569,62.2721,397239.0
2019-02-28,62.1323,62.5516,61.1442,61.1742,405245.0
2019-03-01,61.6632,61.8329,61.244,61.6133,390319.0
2019-03-02,61.6632,61.8329,61.244,61.6133,390319.0
2019-03-03,61.6632,61.8329,61.244,61.6133,390319.0
2019-03-04,61.6832,61.8429,60.9196,61.2241,560084.0
2019-03-05,61.1642,61.4486,60.6551,60.735,376254.0
2019-03-06,60.745,61.1143,59.7369,59.7568,569899.0
2019-03-07,59.6471,60.226,59.138,60.216,414602.0
2019-03-08,59.9165,60.0064,59.0582,59.6471,238790.0
2019-03-09,59.9165,60.0064,59.0582,59.6471,238790.0
2019-03-10,59.9165,60.0064,59.0582,59.6471,238790.0
2019-03-11,59.5971,60.6452,59.128,60.6152,501985.0
2019-03-12,60.8148,61.4437,60.6995,60.8248,258823.0
2019-03-13,61.0544,61.8229,60.9546,61.0744,453357.0
2019-03-14,61.1542,61.9128,60.9328,61.284,219640.0
2019-03-15,61.5135,62.0824,61.4037,61.5834,426157.0
2019-03-16,61.5135,62.0824,61.4037,61.5834,426157.0
2019-03-17,61.5135,62.0824,61.4037,61.5834,426157.0
2019-03-18,60.8248,62.0924,60.6352,61.6233,223970.0
2019-03-19,62.0824,62.4517,61.6233,62.1922,336073.0
2019-03-20,61.9527,62.292,60.725,61.3838,367390.0
2019-03-21,61.0644,62.0625,61.0644,61.6832,346267.0
2019-03-22,61.2141,61.4736,58.6789,58.8885,310791.0
2019-03-23,61.2141,61.4736,58.6789,58.8885,310791.0
2019-03-24,61.2141,61.4736,58.6789,58.8885,310791.0
2019-03-25,58.6988,58.6988,57.3215,58.0501,348908.0
2019-03-26,58.6789,59.7019,58.3994,59.2877,419597.0
2019-03-27,59.2378,59.4275,57.9802,58.5192,223372.0
2019-03-28,58.7887,59.3776,58.2497,59.2278,220577.0
2019-03-29,59.7269,59.7668,59.0382,59.6271,339382.0
2019-03-30,59.7269,59.7668,59.0382,59.6271,339382.0
2019-03-31,59.7269,59.7668,59.0382,59.6271,339382.0
2019-04-01,59.8966,60.186,59.5373,60.1361,290717.0
2019-04-02,60.0563,60.3457,59.8167,60.2858,181783.0
2019-04-03,60.7649,61.3838,60.206,60.5653,347818.0
2019-04-04,60.4755,60.6252,59.5373,60.0263,231030.0
2019-04-05,60.226,60.9646,60.226,60.5753,317738.0
2019-04-06,60.226,60.9646,60.226,60.5753,317738.0
2019-04-07,60.226,60.9646,60.226,60.5753,317738.0
2019-04-08,60.2559,60.5354,59.7469,60.5154,139696.0
2019-04-09,60.226,60.4855,59.657,59.8068,303758.0
2019-04-10,60.0463,61.0943,59.9365,60.8747,236247.0
2019-04-11,60.8947,61.7431,60.6152,61.4736,118160.0
2019-04-12,61.8828,62.0725,61.0644,61.7531,196350.0
2019-04-13,61.8828,62.0725,61.0644,61.7531,196350.0
2019-04-14,61.8828,62.0725,61.0644,61.7531,196350.0
2019-04-15,61.793,62.2421,61.2939,62.1323,250475.0
2019-04-16,62.4018,62.5116,61.6533,61.783,321192.0
2019-04-17,62.0824,62.1823,60.0463,60.2559,235188.0
2019-04-18,60.0663,60.0762,59.2778,59.8567,317161.0
2019-04-19,60.0663,60.0762,59.2778,59.8567,317161.0
2019-04-20,60.0663,60.0762,59.2778,59.8567,317161.0
2019-04-21,60.0663,60.0762,59.2778,59.8567,317161.0
2019-04-22,59.0881,60.9446,59.0582,60.8847,395880.0
2019-04-23,60.9446,62.4318,60.8747,62.0725,326795.0
2019-04-24,61.9926,62.1922,61.0444,61.8728,294467.0
2019-04-25,61.4736,61.4736,59.9615,60.7051,153803.0
2019-04-26,60.735,61.6832,60.4655,61.5135,263517.0
2019-04-27,60.735,61.6832,60.4655,61.5135,263517.0
2019-04-28,60.735,61.6832,60.4655,61.5135,263517.0
2019-04-29,61.1442,61.9327,60.8248,61.6333,480931.0
2019-04-30,63.879,64.8772,61.0045,62.2222,1056862.0
2019-05-01,62.2222,64.8472,62.2222,63.5996,755053.0
2019-05-02,63.39,63.7892,62.6214,63.0007,304765.0
2019-05-03,63.38,64.8772,63.0406,64.8772,341780.0
2019-05-04,63.38,64.8772,63.0406,64.8772,341780.0
2019-05-05,63.38,64.8772,63.0406,64.8772,341780.0
2019-05-06,63.5397,64.967,62.8759,64.8173,256440.0
2019-05-07,63.9389,64.3881,62.4218,63.1804,268973.0
2019-05-08,62.841,63.39,62.0325,62.4717,229565.0
2019-05-09,61.6632,62.9159,60.6851,62.5815,229807.0
2019-05-10,62.0725,62.9708,61.234,62.8809,211225.0
2019-05-11,62.0725,62.9708,61.234,62.8809,211225.0
2019-05-12,62.0725,62.9708,61.234,62.8809,211225.0
2019-05-13,61.4437,61.6433,59.9964,60.0862,224564.0
2019-05-14,60.2359,61.3638,60.1761,61.1243,314212.0
2019-05-15,60.5354,61.5934,60.5154,61.274,229884.0
2019-05-16,61.3937,63.1903,61.284,62.5116,303275.0
2019-05-17,60.8847,62.3719,60.735,60.9845,257371.0
2019-05-18,60.8847,62.3719,60.735,60.9845,257371.0
2019-05-19,60.8847,62.3719,60.735,60.9845,257371.0
2019-05-20,60.4855,61.9627,59.9864,61.2041,237476.0
2019-05-21,61.6433,63.0406,61.6433,62.0126,390385.0
2019-05-22,61.6832,63.2003,60.9446,62.3719,480746.0
2019-05-23,61.783,62.0026,61.0744,61.6732,210989.0
2019-05-24,62.0325,62.6314,61.5335,62.2122,223091.0
2019-05-25,62.0325,62.6314,61.5335,62.2122,223091.0
2019-05-26,62.0325,62.6314,61.5335,62.2122,223091.0
2019-05-27,62.0325,62.6314,61.5335,62.2122,223091.0
2019-05-28,62.312,63.1205,61.9527,62.1124,265040.0
2019-05-29,61.7431,62.6514,61.5035,62.5416,404177.0
2019-05-30,62.831,63.7243,62.831,63.4898,427054.0
2019-05-31,62.5915,63.5596,62.4969,63.2602,356842.0
2019-06-01,62.5915,63.5596,62.4969,63.2602,356842.0
2019-06-02,62.5915,63.5596,62.4969,63.2602,356842.0
2019-06-03,63.2103,63.8714,62.2771,62.4617,299894.0
2019-06-04,63.3401,63.7193,62.3919,63.4499,332287.0
2019-06-05,63.7892,64.7574,63.5696,64.1984,350805.0
2019-06-06,63.909,64.6576,63.5197,64.438,278664.0
2019-06-07,64.8772,65.5858,64.8772,64.9271,370860.0
2019-06-08,64.8772,65.5858,64.8772,64.9271,370860.0
2019-06-09,64.8772,65.5858,64.8772,64.9271,370860.0
2019-06-10,65.1965,66.6039,65.1965,65.7355,249386.0
2019-06-11,66.4542,67.5621,66.4542,67.053,391691.0
2019-06-12,66.7037,68.65,66.3544,68.5402,406183.0
2019-06-13,68.7299,69.6781,68.6001,68.9993,284026.0
2019-06-14,69.0692,69.0692,68.2907,68.8796,191146.0
2019-06-15,69.0692,69.0692,68.2907,68.8796,191146.0
2019-06-16,69.0692,69.0692,68.2907,68.8796,191146.0
2019-06-17,68.8995,69.189,68.0511,68.4903,163659.0
2019-06-18,68.9894,69.688,68.8297,69.3187,118231.0
2019-06-19,69.3487,69.8477,69.0193,69.8477,172907.0
2019-06-20,70.1671,70.5664,69.5882,70.2869,571373.0
2019-06-21,69.7679,69.9376,69.0692,69.169,309535.0
2019-06-22,69.7679,69.9376,69.0692,69.169,309535.0
2019-06-23,69.7679,69.9376,69.0692,69.169,309535.0
2019-06-24,69.4784,69.4784,68.3206,68.3606,174669.0
2019-06-25,68.2108,68.3106,66.9832,67.063,255844.0
2019-06-26,67.3026,67.6768,66.7057,66.8634,169772.0
2019-06-27,66.7237,67.5122,66.4043,67.4922,228067.0
2019-06-28,67.582,68.1709,67.4623,67.6719,717971.0
2019-06-29,67.582,68.1709,67.4623,67.6719,717971.0
2019-06-30,67.582,68.1709,67.4623,67.6719,717971.0
2019-07-01,68.63,68.8796,67.5022,68.5203,352179.0
2019-07-02,68.66,69.0393,67.8316,68.66,133683.0
2019-07-03,68.9894,69.3387,68.4996,68.9594,61950.0
2019-07-04,68.9894,69.3387,68.4996,68.9594,61950.0
2019-07-05,68.5602,69.2938,68.0711,69.0193,141867.0
2019-07-06,68.5602,69.2938,68.0711,69.0193,141867.0
2019-07-07,68.5602,69.2938,68.0711,69.0193,141867.0
2019-07-08,68.8396,69.718,68.8396,69.3287,186445.0
2019-07-09,68.9694,69.5782,68.7498,69.5383,128955.0
2019-07-10,69.6681,70.7261,69.6681,70.4765,195011.0
2019-07-11,70.5464,70.5464,69.4385,70.1372,182753.0
2019-07-12,70.3268,71.6044,70.1572,71.285,191350.0
2019-07-13,70.3268,71.6044,70.1572,71.285,191350.0
2019-07-14,70.3268,71.6044,70.1572,71.285,191350.0
2019-07-15,71.7042,72.5277,70.9556,71.5645,186149.0
2019-07-16,71.6643,72.0136,71.0654,71.2251,163414.0
2019-07-17,71.1752,71.4547,70.751,70.9357,208554.0
2019-07-18,70.8858,72.3131,70.8858,72.1534,184452.0
2019-07-19,72.1733,72.8321,71.5745,71.5844,141006.0
2019-07-20,72.1733,72.8321,71.5745,71.5844,141006.0
2019-07-21,72.1733,72.8321,71.5745,71.5844,141006.0
2019-07-22,71.8639,71.9537,70.7261,70.7959,251882.0
2019-07-23,71.0754,71.844,70.8958,71.6144,379037.0
2019-07-24,71.4747,72.2632,70.8958,72.2432,362297.0
2019-07-25,72.2432,72.9519,71.7441,72.0935,367105.0
2019-07-26,72.6624,76.7547,72.5826,76.6349,604495.0
2019-07-27,72.6624,76.7547,72.5826,76.6349,604495.0
2019-07-28,72.6624,76.7547,72.5826,76.6349,604495.0
2019-07-29,76.0959,76.7746,71.9737,73.3212,899256.0
2019-07-30,72.6624,72.7922,70.4765,72.7822,597987.0
2019-07-31,72.902,74.3592,72.852,73.401,460082.0
2019-08-01,73.5308,75.1776,72.872,73.0018,345916.0
2019-08-02,72.5426,72.902,70.3069,71.4447,329047.0
2019-08-03,72.5426,72.902,70.3069,71.4447,329047.0
2019-08-04,72.5426,72.902,70.3069,71.4447,329047.0
2019-08-05,70.0773,70.0973,67.3824,68.0811,381571.0
2019-08-06,68.5302,70.247,68.5302,69.2089,391796.0
2019-08-07,68.2108,69.5782,68.0611,69.3786,436211.0
2019-08-08,69.9176,72.7522,69.9176,72.5826,294833.0
2019-08-09,72.2232,73.0716,71.884,72.6524,428603.0
2019-08-10,72.2232,73.0716,71.884,72.6524,428603.0
2019-08-11,72.2232,73.0716,71.884,72.6524,428603.0
2019-08-12,72.0037,72.6624,71.1075,71.7541,178555.0
2019-08-13,71.4846,73.93,71.305,72.5426,333839.0
2019-08-14,71.1852,71.1852,67.4523,67.572,312432.0
2019-08-15,67.9913,68.3705,66.9333,67.1129,208759.0
2019-08-16,67.6619,68.9444,67.6619,68.3905,225092.0
2019-08-17,67.6619,68.9444,67.6619,68.3905,225092.0
2019-08-18,67.6619,68.9444,67.6619,68.3905,225092.0
2019-08-19,68.6799,69.1391,67.3026,68.65,267939.0
2019-08-20,68.6101,68.63,67.8415,67.8615,220221.0
2019-08-21,68.6799,69.0443,68.1809,68.3007,209599.0
2019-08-22,68.4105,68.8596,67.4423,67.4722,293257.0
2019-08-23,66.9832,67.5221,64.5578,64.8073,339466.0
2019-08-24,66.9832,67.5221,64.5578,64.8073,339466.0
2019-08-25,66.9832,67.5221,64.5578,64.8073,339466.0
2019-08-26,65.7655,66.1847,65.2764,66.1547,306858.0
2019-08-27,66.7336,67.0231,65.3862,65.6257,237820.0
2019-08-28,65.2365,66.6538,64.8023,66.554,283053.0
2019-08-29,67.1229,68.111,67.1229,67.6519,215997.0
2019-08-30,67.9114,68.3905,66.6238,67.0031,214785.0
2019-08-31,67.9114,68.3905,66.6238,67.0031,214785.0
2019-09-01,67.9114,68.3905,66.6238,67.0031,214785.0
2019-09-02,67.9114,68.3905,66.6238,67.0031,214785.0
2019-09-03,66.2446,67.1329,64.4979,64.9171,561118.0
2019-09-04,65.7655,65.7655,63.8691,64.2683,474541.0
2019-09-05,64.6276,66.1747,64.438,65.3762,433910.0
2019-09-06,65.3762,65.7454,64.2084,64.2982,371854.0
2019-09-07,65.3762,65.7454,64.2084,64.2982,371854.0
2019-09-08,65.3762,65.7454,64.2084,64.2982,371854.0
2019-09-09,64.6675,64.6675,62.7612,63.4499,463363.0
2019-09-10,63.0706,63.0706,61.5634,62.2322,448381.0
2019-09-11,62.6114,63.6794,62.1323,62.322,362196.0
2019-09-12,62.3619,63.4399,61.9128,62.0126,406116.0
2019-09-13,62.6913,65.0269,62.4318,64.7075,399743.0
2019-09-14,62.6913,65.0269,62.4318,64.7075,399743.0
2019-09-15,62.6913,65.0269,62.4318,64.7075,399743.0
2019-09-16,64.0886,65.7555,63.9389,65.0468,276972.0
2019-09-17,65.0069,66.2146,64.8871,65.5559,330387.0
2019-09-18,65.5559,66.6688,64.8772,65.3463,416778.0
2019-09-19,65.4061,67.1129,65.2864,65.3363,333181.0
2019-09-20,65.3662,66.0549,65.0219,65.3263,582810.0
2019-09-21,65.3662,66.0549,65.0219,65.3263,582810.0
2019-09-22,65.3662,66.0549,65.0219,65.3263,582810.0
2019-09-23,64.6576,64.8023,63.3301,63.9289,272988.0
2019-09-24,64.2683,65.1866,62.6414,62.9807,406929.0
2019-09-25,62.7811,63.6195,61.853,63.2702,268110.0
2019-09-26,63.2303,64.3881,62.861,62.8809,191941.0
2019-09-27,63.2702,63.39,61.1542,61.6632,279942.0
2019-09-28,63.2702,63.39,61.1542,61.6632,279942.0
2019-09-29,63.2702,63.39,61.1542,61.6632,279942.0
2019-09-30,61.6632,62.8959,61.6632,62.0725,410705.0
2019-10-01,62.6514,63.4898,59.7868,59.9864,324012.0
2019-10-02,59.4275,59.4774,58.4194,58.4793,425099.0
2019-10-03,58.1499,58.6939,56.7625,58.1599,511571.0
2019-10-04,58.5292,59.8966,58.1,58.8885,343731.0
2019-10-05,58.5292,59.8966,58.1,58.8885,343731.0
2019-10-06,58.5292,59.8966,58.1,58.8885,343731.0
2019-10-07,58.5591,59.682,57.566,57.7906,571855.0
2019-10-08,56.9921,57.9004,56.8623,56.9023,391133.0
2019-10-09,57.4612,57.7057,56.0439,56.1836,514460.0
2019-10-10,56.3134,57.6309,55.964,57.2416,397702.0
2019-10-11,58.3994,59.8267,58.3196,58.9184,522435.0
2019-10-12,58.3994,59.8267,58.3196,58.9184,522435.0
2019-10-13,58.3994,59.8267,58.3196,58.9184,522435.0
2019-10-14,58.5292,59.4874,58.2198,58.7388,299883.0
2019-10-15,59.0282,60.8947,58.8835,60.2858,292262.0
2019-10-16,59.9265,60.6851,59.5822,60.4356,325212.0
2019-10-17,60.8548,61.5784,60.3457,60.3757,337526.0
2019-10-18,60.0164,60.7051,59.7668,60.1361,438727.0
2019-10-19,60.0164,60.7051,59.7668,60.1361,438727.0
2019-10-20,60.0164,60.7051,59.7668,60.1361,438727.0
2019-10-21,60.745,61.2041,59.3077,59.3376,275168.0
2019-10-22,59.3476,59.6221,58.09,58.11,252786.0
2019-10-23,57.8405,58.4593,57.6508,57.7606,338814.0
2019-10-24,58.1499,58.8685,57.8455,58.4793,627262.0
2019-10-25,54.8761,54.8761,49.7358,50.2149,1668015.0
2019-10-26,54.8761,54.8761,49.7358,50.2149,1668015.0
2019-10-27,54.8761,54.8761,49.7358,50.2149,1668015.0
2019-10-28,50.5543,51.8176,49.8057,49.9454,776171.0
2019-10-29,49.7658,50.704,49.3166,49.5162,599762.0
2019-10-30,49.2867,51.1432,48.598,51.0533,874362.0
2019-10-31,51.8119,53.0296,51.4825,52.8898,964734.0
2019-11-01,53.1094,53.2591,52.3808,52.8998,609883.0
2019-11-02,53.1094,53.2591,52.3808,52.8998,609883.0
2019-11-03,53.1094,53.2591,52.3808,52.8998,609883.0
2019-11-04,52.0514,52.1013,50.7539,51.752,791448.0
2019-11-05,52.0514,52.9797,51.8917,52.6303,789727.0
2019-11-06,52.7202,53.1693,52.3409,52.9298,682243.0
2019-11-07,53.3689,53.888,53.1194,53.2991,780417.0
2019-11-08,53.3989,54.1175,53.3989,53.878,414223.0
2019-11-09,53.3989,54.1175,53.3989,53.878,414223.0
2019-11-10,53.3989,54.1175,53.3989,53.878,414223.0
2019-11-11,53.319,54.7164,53.2891,54.3671,394615.0
2019-11-12,54.3671,54.5866,54.0077,54.0277,430859.0
2019-11-13,53.6584,54.7264,53.2591,54.5068,378441.0
2019-11-14,54.4469,54.8262,54.2722,54.4768,514532.0
2019-11-15,54.8961,54.9859,54.2573,54.5667,302548.0
2019-11-16,54.8961,54.9859,54.2573,54.5667,302548.0
2019-11-17,54.8961,54.9859,54.2573,54.5667,302548.0
2019-11-18,54.1874,54.5467,54.0077,54.2273,455297.0
2019-11-19,54.1774,54.407,53.6085,53.9678,455712.0
2019-11-20,53.9279,54.7129,53.6684,54.1175,336555.0
2019-11-21,54.1175,54.3072,53.7382,54.0576,341561.0
2019-11-22,54.1574,54.6964,53.873,54.2074,209666.0
2019-11-23,54.1574,54.6964,53.873,54.2074,209666.0
2019-11-24,54.1574,54.6964,53.873,54.2074,209666.0
2019-11-25,54.377,55.4949,54.377,54.6365,308449.0
2019-11-26,54.6166,55.5748,54.2273,55.0258,306776.0
2019-11-27,54.8661,55.0857,54.0676,54.7364,314631.0
2019-11-28,54.8661,55.0857,54.0676,54.7364,314631.0
2019-11-29,54.5767,55.1755,54.3671,54.6465,199605.0
2019-11-30,54.5767,55.1755,54.3671,54.6465,199605.0
2019-12-01,54.5767,55.1755,54.3671,54.6465,199605.0
2019-12-02,54.6665,55.465,53.7682,54.1375,378679.0
2019-12-03,53.4588,54.2074,53.4588,53.9079,357671.0
2019-12-04,54.1175,54.5068,53.6484,53.7881,370730.0
2019-12-05,53.9778,54.407,53.8381,53.8979,281409.0
2019-12-06,54.4369,55.0458,54.2074,54.6066,214570.0
2019-12-07,54.4369,55.0458,54.2074,54.6066,214570.0
2019-12-08,54.4369,55.0458,54.2074,54.6066,214570.0
2019-12-09,54.4369,54.6765,53.9578,54.4269,283538.0
2019-12-10,54.377,55.1556,54.377,54.9759,253254.0
2019-12-11,54.8362,55.1556,54.3571,55.0557,254915.0
2019-12-12,55.0957,56.2934,54.8661,56.0838,267928.0
2019-12-13,55.8243,56.1736,55.1955,56.0539,279815.0
2019-12-14,55.8243,56.1736,55.1955,56.0539,279815.0
2019-12-15,55.8243,56.1736,55.1955,56.0539,279815.0
2019-12-16,56.3932,56.8324,55.7644,55.7844,312767.0
2019-12-17,55.9041,56.0539,54.8911,55.5648,257494.0
2019-12-18,55.8542,55.8892,55.3452,55.5847,293488.0
2019-12-19,55.6147,56.2136,54.906,56.1237,322412.0
2019-12-20,56.3433,56.8923,55.9341,56.5429,445434.0
2019-12-21,56.3433,56.8923,55.9341,56.5429,445434.0
2019-12-22,56.3433,56.8923,55.9341,56.5429,445434.0
2019-12-23,56.5928,56.7026,55.6147,56.6627,284712.0
2019-12-24,56.7525,56.8823,56.3233,56.6627,165281.0
2019-12-25,56.7525,56.8823,56.3233,56.6627,165281.0
2019-12-26,56.8124,56.8124,56.2535,56.7026,204167.0
2019-12-27,56.8923,56.9122,56.1237,56.4731,339134.0
2019-12-28,56.8923,56.9122,56.1237,56.4731,339134.0
2019-12-29,56.8923,56.9122,56.1237,56.4731,339134.0
2019-12-30,56.4232,56.8973,54.9659,56.7925,394565.0
2019-12-31,56.6328,56.7825,55.9241,56.503,685110.0
2020-01-01,56.6328,56.7825,55.9241,56.503,685110.0
2020-01-02,56.9322,57.1218,56.2934,57.0619,326486.0
2020-01-03,56.1537,56.9222,55.8443,56.3633,265215.0
2020-01-04,56.1537,56.9222,55.8443,56.3633,265215.0
2020-01-05,56.1537,56.9222,55.8443,56.3633,265215.0
2020-01-06,55.9441,56.8573,55.5049,56.7725,232218.0
2020-01-07,56.523,56.8723,56.0139,56.0339,169003.0
2020-01-08,55.9441,56.1537,55.1855,55.5448,288614.0
2020-01-09,55.8143,56.3533,55.6546,55.8143,188905.0
2020-01-10,55.8942,56.2435,55.0158,55.8542,213133.0
2020-01-11,55.8942,56.2435,55.0158,55.8542,213133.0
2020-01-12,55.8942,56.2435,55.0158,55.8542,213133.0
2020-01-13,55.974,56.7326,55.974,56.1237,198076.0
2020-01-14,56.1437,56.7126,55.9041,56.3633,158195.0
2020-01-15,56.0539,57.3514,56.0539,57.2716,238897.0
2020-01-16,57.4612,58.3745,57.4612,57.9403,299873.0
2020-01-17,58.3096,59.158,58.0601,58.7288,242921.0
2020-01-18,58.3096,59.158,58.0601,58.7288,242921.0
2020-01-19,58.3096,59.158,58.0601,58.7288,242921.0
2020-01-20,58.3096,59.158,58.0601,58.7288,242921.0
2020-01-21,58.5192,58.7088,57.1318,57.3115,266493.0
2020-01-22,57.7307,58.2497,57.541,57.561,229905.0
2020-01-23,57.3514,57.4412,56.5629,56.8923,212686.0
2020-01-24,56.9821,57.022,55.9341,56.2136,255030.0
2020-01-25,56.9821,57.022,55.9341,56.2136,255030.0
2020-01-26,56.9821,57.022,55.9341,56.2136,255030.0
2020-01-27,55.2853,55.964,54.926,54.946,203129.0
2020-01-28,55.0657,55.475,54.4768,55.2454,276614.0
2020-01-29,55.3552,56.4531,55.2254,55.8942,336120.0
2020-01-30,55.3951,57.4213,55.3951,57.3215,236357.0
2020-01-31,57.1917,57.561,56.6727,56.9522,369954.0
2020-02-01,57.1917,57.561,56.6727,56.9522,369954.0
2020-02-02,57.1917,57.561,56.6727,56.9522,369954.0
2020-02-03,57.3314,58.7587,56.9122,57.6009,405713.0
2020-02-04,58.4693,59.6471,57.9503,58.7488,411212.0
2020-02-05,59.3776,59.7768,58.5591,59.3277,190756.0
2020-02-06,59.2877,59.5572,57.7506,57.9103,202663.0
2020-02-07,57.8604,57.8604,56.8024,56.9921,219257.0
2020-02-08,57.8604,57.8604,56.8024,56.9921,219257.0
2020-02-09,57.8604,57.8604,56.8024,56.9921,219257.0
2020-02-10,56.0938,56.4381,54.9959,55.2554,465181.0
2020-02-11,55.465,55.7444,53.9778,54.1275,411495.0
2020-02-12,52.8499,52.9872,50.8637,50.9535,1440990.0
2020-02-13,51.0533,52.6204,50.4245,50.7439,1065762.0
2020-02-14,55.1256,61.4636,54.6365,60.8847,2010292.0
2020-02-15,55.1256,61.4636,54.6365,60.8847,2010292.0
2020-02-16,55.1256,61.4636,54.6365,60.8847,2010292.0
2020-02-17,55.1256,61.4636,54.6365,60.8847,2010292.0
2020-02-18,60.6951,60.715,57.4113,58.4294,1363207.0
2020-02-19,59.0083,62.6913,58.7687,61.8828,966851.0
2020-02-20,61.3838,62.0924,59.7718,61.4237,742072.0
2020-02-21,61.0544,61.0544,59.0282,59.4874,464877.0
2020-02-22,61.0544,61.0544,59.0282,59.4874,464877.0
2020-02-23,61.0544,61.0544,59.0282,59.4874,464877.0
2020-02-24,57.4911,59.0881,57.2067,58.629,521552.0
2020-02-25,58.6789,58.6789,55.7045,55.9141,425594.0
2020-02-26,56.4531,56.7126,53.0446,53.0995,440882.0
2020-02-27,51.6123,53.2392,51.1631,51.4027,461486.0
2020-02-28,49.4663,52.8998,49.4164,52.7601,865365.0
2020-02-29,49.4663,52.8998,49.4164,52.7601,865365.0
2020-03-01,49.4663,52.8998,49.4164,52.7601,865365.0
2020-03-02,52.5605,54.4768,52.4507,54.4669,522181.0
2020-03-03,54.2872,55.5049,52.7152,53.2292,683646.0
2020-03-04,54.0976,56.2435,52.9597,56.0838,405293.0
2020-03-05,54.8362,55.0757,52.5405,53.4388,407243.0
2020-03-06,51.4426,54.0177,51.228,53.7582,542733.0
2020-03-07,51.4426,54.0177,51.228,53.7582,542733.0
2020-03-08,51.4426,54.0177,51.228,53.7582,542733.0
2020-03-09,50.0153,52.261,49.5162,51.243,592991.0
2020-03-10,53.0695,54.936,51.5324,54.8561,727505.0
2020-03-11,53.4588,54.1874,49.6759,49.9953,855440.0
2020-03-12,46.5918,48.7876,44.895,46.9212,816442.0
2020-03-13,49.3266,49.3765,44.7253,47.001,905487.0
