,RHI US Equity,RHI US Equity,RHI US Equity,RHI US Equity,RHI US Equity
2019-02-10,55.377,56.2456,55.253,56.1924,713753.0
2019-02-11,56.6711,57.4333,56.4406,57.3801,931193.0
2019-02-12,57.6106,58.3816,57.5219,58.0448,792399.0
2019-02-13,58.488,59.0552,58.3551,58.745,986428.0
2019-02-14,58.0626,58.9755,57.8942,58.745,965446.0
2019-02-15,59.3743,59.7377,59.0996,59.3655,678096.0
2019-02-16,59.3743,59.7377,59.0996,59.3655,678096.0
2019-02-17,59.3743,59.7377,59.0996,59.3655,678096.0
2019-02-18,59.3743,59.7377,59.0996,59.3655,678096.0
2019-02-19,59.2857,60.1809,59.0208,59.782,1375525.0
2019-02-20,59.782,60.172,59.4364,60.0302,1003329.0
2019-02-21,60.2163,60.2163,59.1439,59.7288,695468.0
2019-02-22,60.0405,60.7973,59.7377,60.7795,778439.0
2019-02-23,60.0405,60.7973,59.7377,60.7795,778439.0
2019-02-24,60.0405,60.7973,59.7377,60.7795,778439.0
2019-02-25,61.0021,61.2247,60.272,60.3877,750519.0
2019-02-26,60.3076,60.7706,60.1206,60.174,903289.0
2019-02-27,60.2097,60.8419,59.7288,60.7884,681944.0
2019-02-28,60.7617,61.4384,60.4145,60.7172,952549.0
2019-03-01,61.0734,61.4473,60.4501,60.7261,1086303.0
2019-03-02,61.0734,61.4473,60.4501,60.7261,1086303.0
2019-03-03,61.0734,61.4473,60.4501,60.7261,1086303.0
2019-03-04,61.0288,61.0288,59.622,60.183,908751.0
2019-03-05,60.3254,60.6816,59.711,59.7377,1237879.0
2019-03-06,59.809,60.1028,58.3443,58.5713,1354926.0
2019-03-07,58.6247,58.6247,57.8857,58.2686,1175195.0
2019-03-08,57.7788,57.8679,56.746,57.5919,1185717.0
2019-03-09,57.7788,57.8679,56.746,57.5919,1185717.0
2019-03-10,57.7788,57.8679,56.746,57.5919,1185717.0
2019-03-11,57.574,57.9213,57.111,57.8857,953442.0
2019-03-12,58.135,58.3042,57.4227,58.0193,1338256.0
2019-03-13,58.3754,58.7227,58.0727,58.4288,1078240.0
2019-03-14,58.3665,58.4645,57.948,58.1795,960943.0
2019-03-15,58.2419,58.7316,58.2419,58.7049,2606972.0
2019-03-16,58.2419,58.7316,58.2419,58.7049,2606972.0
2019-03-17,58.2419,58.7316,58.2419,58.7049,2606972.0
2019-03-18,58.7138,59.3638,58.7138,59.3193,1184103.0
2019-03-19,59.524,59.9381,59.248,59.3816,962561.0
2019-03-20,59.3282,59.5686,58.046,58.0549,784667.0
2019-03-21,57.7966,59.3727,57.574,59.0967,912869.0
2019-03-22,58.9453,58.9898,56.7282,56.746,1122876.0
2019-03-23,58.9453,58.9898,56.7282,56.746,1122876.0
2019-03-24,58.9453,58.9898,56.7282,56.746,1122876.0
2019-03-25,56.3809,56.5946,55.3391,56.2295,1018743.0
2019-03-26,56.8172,56.9151,56.1225,56.5412,850849.0
2019-03-27,56.372,56.8439,55.4905,56.3008,857612.0
2019-03-28,56.3987,57.5607,56.3987,57.3871,1002990.0
2019-03-29,57.8323,58.3131,57.6453,58.0193,982818.0
2019-03-30,57.8323,58.3131,57.6453,58.0193,982818.0
2019-03-31,57.8323,58.3131,57.6453,58.0193,982818.0
2019-04-01,58.6336,59.4083,58.3665,59.2747,1180612.0
2019-04-02,59.3727,59.4884,58.5802,58.9542,1019245.0
2019-04-03,59.5151,60.3254,59.3727,60.2275,1146254.0
2019-04-04,60.4234,60.5391,59.6754,59.9425,621444.0
2019-04-05,60.272,60.5213,59.6576,60.0583,688730.0
2019-04-06,60.272,60.5213,59.6576,60.0583,688730.0
2019-04-07,60.272,60.5213,59.6576,60.0583,688730.0
2019-04-08,59.9782,60.0227,59.5419,59.7823,598470.0
2019-04-09,59.346,59.4083,58.2819,58.411,1002069.0
2019-04-10,58.4021,58.509,57.9925,58.411,905629.0
2019-04-11,58.6871,59.2213,58.6247,59.2035,1014046.0
2019-04-12,59.5597,60.1028,58.8473,59.622,959901.0
2019-04-13,59.5597,60.1028,58.8473,59.622,959901.0
2019-04-14,59.5597,60.1028,58.8473,59.622,959901.0
2019-04-15,59.8001,59.996,59.2703,59.6487,701385.0
2019-04-16,60.0138,60.3432,59.809,59.8535,808091.0
2019-04-17,60.2453,60.6549,59.6576,59.8357,1180926.0
2019-04-18,59.8802,60.7884,59.5908,60.6816,1413484.0
2019-04-19,59.8802,60.7884,59.5908,60.6816,1413484.0
2019-04-20,59.8802,60.7884,59.5908,60.6816,1413484.0
2019-04-21,59.8802,60.7884,59.5908,60.6816,1413484.0
2019-04-22,60.3699,60.546,59.8357,60.0049,981801.0
2019-04-23,60.5124,61.5097,60.1117,61.2514,2143043.0
2019-04-24,55.2946,56.8528,54.9384,56.096,4130342.0
2019-04-25,55.446,56.0425,55.1165,55.2946,1738495.0
2019-04-26,55.535,55.909,55.0296,55.6062,1122848.0
2019-04-27,55.535,55.909,55.0296,55.6062,1122848.0
2019-04-28,55.535,55.909,55.0296,55.6062,1122848.0
2019-04-29,55.4103,55.7309,55.1432,55.4638,1468548.0
2019-04-30,55.5617,55.5706,55.0008,55.2857,1905371.0
2019-05-01,55.3925,55.6329,54.2083,54.2172,934071.0
2019-05-02,54.0836,54.7514,53.8966,54.6001,1084235.0
2019-05-03,54.885,55.072,53.8076,54.8227,1224868.0
2019-05-04,54.885,55.072,53.8076,54.8227,1224868.0
2019-05-05,54.885,55.072,53.8076,54.8227,1224868.0
2019-05-06,53.7809,54.3686,53.5316,54.2172,729926.0
2019-05-07,53.5494,53.772,52.4185,52.8994,1229356.0
2019-05-08,52.8905,52.8905,52.0847,52.1336,1320675.0
2019-05-09,51.6706,51.7508,50.8781,51.1542,1589101.0
2019-05-10,51.0295,51.4836,50.2192,51.3768,1646996.0
2019-05-11,51.0295,51.4836,50.2192,51.3768,1646996.0
2019-05-12,51.0295,51.4836,50.2192,51.3768,1646996.0
2019-05-13,50.1213,50.6288,49.3823,49.5514,1530687.0
2019-05-14,49.7473,50.3038,49.6494,49.9343,2044746.0
2019-05-15,49.3644,50.0946,49.3021,49.8809,814621.0
2019-05-16,50.1302,50.4329,49.8898,50.0234,844393.0
2019-05-17,49.5425,50.2905,49.4357,49.8631,874529.0
2019-05-18,49.5425,50.2905,49.4357,49.8631,874529.0
2019-05-19,49.5425,50.2905,49.4357,49.8631,874529.0
2019-05-20,49.5781,50.1302,49.1552,49.7206,971548.0
2019-05-21,50.246,50.9761,50.1925,50.7624,864637.0
2019-05-22,50.5665,50.798,50.1747,50.3528,957582.0
2019-05-23,49.7619,50.6393,49.3948,50.317,1348066.0
2019-05-24,50.6751,51.1944,50.1558,50.4155,748227.0
2019-05-25,50.6751,51.1944,50.1558,50.4155,748227.0
2019-05-26,50.6751,51.1944,50.1558,50.4155,748227.0
2019-05-27,50.6751,51.1944,50.1558,50.4155,748227.0
2019-05-28,50.4334,50.6125,49.6007,49.8604,1532207.0
2019-05-29,49.7798,49.941,49.2605,49.6992,1374843.0
2019-05-30,49.8067,50.2364,49.1531,49.3232,1668004.0
2019-05-31,48.6965,48.8218,47.8817,48.0429,1697350.0
2019-06-01,48.6965,48.8218,47.8817,48.0429,1697350.0
2019-06-02,48.6965,48.8218,47.8817,48.0429,1697350.0
2019-06-03,48.0071,48.9293,47.8638,48.8755,1496922.0
2019-06-04,49.0546,49.6366,48.786,49.6007,2171249.0
2019-06-05,50.1111,50.1379,49.1799,49.3501,1357779.0
2019-06-06,49.3053,49.4396,48.0429,48.5353,1325018.0
2019-06-07,48.7054,48.786,47.9981,48.204,1503135.0
2019-06-08,48.7054,48.786,47.9981,48.204,1503135.0
2019-06-09,48.7054,48.786,47.9981,48.204,1503135.0
2019-06-10,48.5622,49.8335,48.5622,49.1889,1516440.0
2019-06-11,49.9678,50.3419,49.7082,50.0932,1219607.0
2019-06-12,49.7529,49.8156,49.0009,49.6724,859139.0
2019-06-13,49.6903,50.8094,49.4485,50.7736,1239069.0
2019-06-14,50.693,50.693,49.6545,50.3618,1322320.0
2019-06-15,50.693,50.693,49.6545,50.3618,1322320.0
2019-06-16,50.693,50.693,49.6545,50.3618,1322320.0
2019-06-17,50.326,50.5677,49.6186,49.7529,812762.0
2019-06-18,50.0574,51.1049,49.932,51.0153,1296810.0
2019-06-19,51.1228,51.2437,50.7557,50.8631,1036927.0
2019-06-20,51.3735,51.4809,50.8005,51.3198,1194253.0
2019-06-21,51.1944,51.2481,50.1827,50.326,2209760.0
2019-06-22,51.1944,51.2481,50.1827,50.326,2209760.0
2019-06-23,51.1944,51.2481,50.1827,50.326,2209760.0
2019-06-24,50.326,50.5229,49.8156,49.8514,798321.0
2019-06-25,49.9052,50.2498,49.4485,49.6634,1205698.0
2019-06-26,49.7709,50.3528,49.7709,50.0126,1187499.0
2019-06-27,50.2096,50.7647,50.2096,50.5677,996491.0
2019-06-28,50.8005,51.3645,50.4961,51.0422,1515449.0
2019-06-29,50.8005,51.3645,50.4961,51.0422,1515449.0
2019-06-30,50.8005,51.3645,50.4961,51.0422,1515449.0
2019-07-01,51.7316,52.0092,50.9795,51.0601,1028346.0
2019-07-02,51.7674,52.7344,51.3556,52.036,5649864.0
2019-07-03,52.224,52.5105,51.6063,51.9286,1889229.0
2019-07-04,52.224,52.5105,51.6063,51.9286,1889229.0
2019-07-05,51.9823,52.224,51.4809,51.848,1289320.0
2019-07-06,51.9823,52.224,51.4809,51.848,1289320.0
2019-07-07,51.9823,52.224,51.4809,51.848,1289320.0
2019-07-08,51.6331,51.8838,51.1676,51.3466,1786377.0
2019-07-09,51.0153,51.472,50.7109,51.4272,2100870.0
2019-07-10,51.4093,51.5884,51.078,51.2839,1791946.0
2019-07-11,51.4451,51.4451,50.89,51.2839,1396652.0
2019-07-12,51.4809,52.9179,51.463,52.4568,1163200.0
2019-07-13,51.4809,52.9179,51.463,52.4568,1163200.0
2019-07-14,51.4809,52.9179,51.463,52.4568,1163200.0
2019-07-15,52.4926,52.618,52.0092,52.618,1208389.0
2019-07-16,52.8149,53.2357,52.6627,52.8866,2391345.0
2019-07-17,52.618,52.797,52.1435,52.1614,1231575.0
2019-07-18,52.0808,52.3449,51.8749,52.0718,1288432.0
2019-07-19,52.3404,52.9134,51.5884,51.6063,1469021.0
2019-07-20,52.3404,52.9134,51.5884,51.6063,1469021.0
2019-07-21,52.3404,52.9134,51.5884,51.6063,1469021.0
2019-07-22,51.7674,52.1703,51.3287,51.3645,1066151.0
2019-07-23,51.6689,52.7702,51.6152,52.6448,2069718.0
2019-07-24,54.7846,57.2736,54.516,56.1455,3488213.0
2019-07-25,55.9486,56.1724,54.3012,54.3997,2449863.0
2019-07-26,54.6414,54.9279,54.3907,54.713,1406965.0
2019-07-27,54.6414,54.9279,54.3907,54.713,1406965.0
2019-07-28,54.6414,54.9279,54.3907,54.713,1406965.0
2019-07-29,54.3728,54.5832,53.755,54.0415,1019007.0
2019-07-30,53.7819,54.8473,53.3432,54.8205,920561.0
2019-07-31,54.7488,55.0174,53.6476,54.0863,981935.0
2019-08-01,54.1042,54.6862,52.7612,52.8866,1298990.0
2019-08-02,52.7702,52.7702,51.6421,51.7764,1283621.0
2019-08-03,52.7702,52.7702,51.6421,51.7764,1283621.0
2019-08-04,52.7702,52.7702,51.6421,51.7764,1283621.0
2019-08-05,50.6304,50.7378,49.735,50.129,2045449.0
2019-08-06,50.6572,50.7468,49.6903,50.0932,1511767.0
2019-08-07,49.3321,50.505,48.9919,50.2901,929919.0
2019-08-08,50.9079,51.7853,50.6125,51.5973,625309.0
2019-08-09,51.4451,51.4451,50.693,50.8273,742085.0
2019-08-10,51.4451,51.4451,50.693,50.8273,742085.0
2019-08-11,51.4451,51.4451,50.693,50.8273,742085.0
2019-08-12,50.3439,50.4961,49.9857,50.2096,481409.0
2019-08-13,50.0305,51.5436,49.8693,50.6751,738972.0
2019-08-14,49.6903,49.6903,48.2667,48.2846,1025006.0
2019-08-15,48.4905,48.6568,47.8459,48.0429,1165075.0
2019-08-16,48.5264,49.3948,48.5264,49.2784,617704.0
2019-08-17,48.5264,49.3948,48.5264,49.2784,617704.0
2019-08-18,48.5264,49.3948,48.5264,49.2784,617704.0
2019-08-19,50.0574,50.2454,49.5918,49.9231,1047747.0
2019-08-20,49.8246,49.8962,49.2605,49.4217,871855.0
2019-08-21,49.9678,50.1021,49.368,49.4396,642600.0
2019-08-22,49.5927,49.8222,49.0119,49.1155,654114.0
2019-08-23,48.9714,49.3045,47.6208,47.7919,956695.0
2019-08-24,48.9714,49.3045,47.6208,47.7919,956695.0
2019-08-25,48.9714,49.3045,47.6208,47.7919,956695.0
2019-08-26,48.3231,48.4222,47.5398,47.8729,620471.0
2019-08-27,48.089,48.2196,47.2427,47.6298,886618.0
2019-08-28,47.4047,48.1428,47.1166,47.8549,694584.0
2019-08-29,48.3501,48.6743,47.981,48.089,653678.0
2019-08-30,48.3501,48.7553,47.927,48.143,883998.0
2019-08-31,48.3501,48.7553,47.927,48.143,883998.0
2019-09-01,48.3501,48.7553,47.927,48.143,883998.0
2019-09-02,48.3501,48.7553,47.927,48.143,883998.0
2019-09-03,47.8099,47.8729,46.725,46.9365,1058747.0
2019-09-04,47.5758,48.134,47.3057,47.6298,1664303.0
2019-09-05,48.4402,49.0704,48.3501,48.7733,817001.0
2019-09-06,48.8543,49.0074,48.053,48.089,632756.0
2019-09-07,48.8543,49.0074,48.053,48.089,632756.0
2019-09-08,48.8543,49.0074,48.053,48.089,632756.0
2019-09-09,48.5392,49.8313,48.134,49.7187,1161636.0
2019-09-10,49.6647,50.8172,49.5836,50.439,1491903.0
2019-09-11,50.7181,51.2133,50.0879,51.2043,1077012.0
2019-09-12,51.0873,51.3214,49.7637,50.0879,1205351.0
2019-09-13,50.6371,51.5915,50.448,51.1053,1145679.0
2019-09-14,50.6371,51.5915,50.448,51.1053,1145679.0
2019-09-15,50.6371,51.5915,50.448,51.1053,1145679.0
2019-09-16,50.7992,51.4474,50.6191,51.4294,769696.0
2019-09-17,51.1233,51.1233,50.2049,50.313,1081995.0
2019-09-18,50.1689,50.3414,49.6467,49.9708,1272822.0
2019-09-19,49.9708,50.3355,49.0614,49.1875,1072725.0
2019-09-20,49.2325,50.0608,49.2325,49.5927,1389879.0
2019-09-21,49.2325,50.0608,49.2325,49.5927,1389879.0
2019-09-22,49.2325,50.0608,49.2325,49.5927,1389879.0
2019-09-23,49.3405,49.7457,48.7553,49.4306,879362.0
2019-09-24,49.5566,49.7502,48.6473,48.8543,1266240.0
2019-09-25,49.0074,50.0158,48.7733,49.6287,590519.0
2019-09-26,49.5386,49.9888,49.2857,49.4936,661625.0
2019-09-27,49.7457,50.1329,49.0434,49.1785,941790.0
2019-09-28,49.7457,50.1329,49.0434,49.1785,941790.0
2019-09-29,49.7457,50.1329,49.0434,49.1785,941790.0
2019-09-30,49.4306,50.43,49.3225,50.1149,869462.0
2019-10-01,50.6461,51.1413,48.2871,48.6112,1324855.0
2019-10-02,48.1791,49.2145,47.7739,48.4672,1694986.0
2019-10-03,48.2061,48.6833,46.9095,47.5038,1386331.0
2019-10-04,47.7199,48.7823,47.5848,48.7013,859358.0
2019-10-05,47.7199,48.7823,47.5848,48.7013,859358.0
2019-10-06,47.7199,48.7823,47.5848,48.7013,859358.0
2019-10-07,48.3771,48.8814,48.1521,48.6293,1085680.0
2019-10-08,48.08,48.1836,47.4768,47.4858,1536978.0
2019-10-09,47.99,48.2331,47.0986,47.1346,1144658.0
2019-10-10,46.9906,47.8729,46.9906,47.7559,623141.0
2019-10-11,48.8363,49.4306,48.7823,48.9444,1219013.0
2019-10-12,48.8363,49.4306,48.7823,48.9444,1219013.0
2019-10-13,48.8363,49.4306,48.7823,48.9444,1219013.0
2019-10-14,48.5302,49.1965,48.5302,48.9894,922568.0
2019-10-15,49.2595,50.2319,49.2505,49.9258,1144783.0
2019-10-16,49.5927,49.9708,48.9939,49.1335,1445533.0
2019-10-17,49.3225,49.8358,48.9624,49.0344,673780.0
2019-10-18,48.8273,50.1329,48.5572,49.6017,1148521.0
2019-10-19,48.8273,50.1329,48.5572,49.6017,1148521.0
2019-10-20,48.8273,50.1329,48.5572,49.6017,1148521.0
2019-10-21,50.1869,50.7541,49.9348,50.367,940474.0
2019-10-22,50.457,50.6821,49.7997,50.376,1224573.0
2019-10-23,50.421,50.493,49.8718,50.322,1286041.0
2019-10-24,51.5645,53.2392,51.3754,52.2938,1509708.0
2019-10-25,52.0777,52.3028,51.5285,52.1497,905653.0
2019-10-26,52.0777,52.3028,51.5285,52.1497,905653.0
2019-10-27,52.0777,52.3028,51.5285,52.1497,905653.0
2019-10-28,52.717,53.5633,52.717,53.2932,635613.0
2019-10-29,53.0861,53.7074,52.4919,52.906,868206.0
2019-10-30,52.78,52.8025,51.7716,52.3298,630330.0
2019-10-31,52.1317,52.3928,51.1953,51.5645,739160.0
2019-11-01,52.0687,53.0051,51.5645,52.861,975885.0
2019-11-02,52.0687,53.0051,51.5645,52.861,975885.0
2019-11-03,52.0687,53.0051,51.5645,52.861,975885.0
2019-11-04,52.798,53.1221,52.2308,52.4829,1316513.0
2019-11-05,52.78,52.8925,52.2938,52.4378,1080502.0
2019-11-06,52.2758,52.4739,51.8886,52.4288,973988.0
2019-11-07,52.798,53.1131,51.9967,52.3118,880837.0
2019-11-08,52.2217,52.5324,52.0147,52.1677,799994.0
2019-11-09,52.2217,52.5324,52.0147,52.1677,799994.0
2019-11-10,52.2217,52.5324,52.0147,52.1677,799994.0
2019-11-11,51.6545,52.3478,51.5555,52.2398,704832.0
2019-11-12,52.3568,52.3568,51.6185,51.7896,1015009.0
2019-11-13,51.4834,51.8436,51.3574,51.6995,659032.0
2019-11-14,51.6635,52.1407,51.6635,52.0417,1121450.0
2019-11-15,52.3568,52.6269,52.1317,52.3928,922093.0
2019-11-16,52.3568,52.6269,52.1317,52.3928,922093.0
2019-11-17,52.3568,52.6269,52.1317,52.3928,922093.0
2019-11-18,52.0147,52.6089,51.5105,52.5819,683820.0
2019-11-19,52.879,53.2122,52.6449,52.9691,797195.0
2019-11-20,52.78,53.0771,52.1767,52.5999,871051.0
2019-11-21,52.5819,52.834,51.8571,52.2127,780313.0
2019-11-22,51.914,52.5296,51.8869,52.3214,752517.0
2019-11-23,51.914,52.5296,51.8869,52.3214,752517.0
2019-11-24,51.914,52.5296,51.8869,52.3214,752517.0
2019-11-25,52.4481,52.7468,52.2942,52.4572,675147.0
2019-11-26,52.6111,53.1632,52.5024,53.1451,865927.0
2019-11-27,53.2538,53.2903,52.7921,53.0456,771303.0
2019-11-28,53.2538,53.2903,52.7921,53.0456,771303.0
2019-11-29,53.0456,53.0772,52.5929,52.6835,232959.0
2019-11-30,53.0456,53.0772,52.5929,52.6835,232959.0
2019-12-01,53.0456,53.0772,52.5929,52.6835,232959.0
2019-12-02,52.783,53.127,52.1856,52.43,719422.0
2019-12-03,51.7873,52.0951,51.4071,51.9231,1383586.0
2019-12-04,52.2128,53.127,52.077,52.1765,1191377.0
2019-12-05,52.5205,52.9731,52.5205,52.8555,1207879.0
2019-12-06,53.4257,54.0051,53.0637,53.8331,1029569.0
2019-12-07,53.4257,54.0051,53.0637,53.8331,1029569.0
2019-12-08,53.4257,54.0051,53.0637,53.8331,1029569.0
2019-12-09,53.6611,54.4124,53.5706,54.34,1404654.0
2019-12-10,54.2223,54.7836,54.1137,54.2314,1456391.0
2019-12-11,54.2042,55.1819,54.0956,55.1185,996039.0
2019-12-12,55.0008,56.1866,54.7881,56.1142,911308.0
2019-12-13,55.8608,56.5125,55.4625,55.7974,1368672.0
2019-12-14,55.8608,56.5125,55.4625,55.7974,1368672.0
2019-12-15,55.8608,56.5125,55.4625,55.7974,1368672.0
2019-12-16,56.3134,57.0285,55.9241,56.0147,2144120.0
2019-12-17,55.9513,56.3948,55.8427,56.1414,897408.0
2019-12-18,56.0599,56.25,55.5802,55.6707,1526568.0
2019-12-19,55.7521,56.1595,55.3629,56.078,744917.0
2019-12-20,56.4492,56.5624,55.9966,56.1957,1356765.0
2019-12-21,56.4492,56.5624,55.9966,56.1957,1356765.0
2019-12-22,56.4492,56.5624,55.9966,56.1957,1356765.0
2019-12-23,56.413,56.4492,55.9694,56.25,544813.0
2019-12-24,56.3586,56.4492,56.1685,56.3043,182452.0
2019-12-25,56.3586,56.4492,56.1685,56.3043,182452.0
2019-12-26,56.5759,56.6845,56.3179,56.5849,568943.0
2019-12-27,56.8656,56.9018,56.422,56.5216,977787.0
2019-12-28,56.8656,56.9018,56.422,56.5216,977787.0
2019-12-29,56.8656,56.9018,56.422,56.5216,977787.0
2019-12-30,56.422,57.0738,56.2591,56.9199,684488.0
2019-12-31,56.6574,57.4177,56.6574,57.1643,713060.0
2020-01-01,56.6574,57.4177,56.6574,57.1643,713060.0
2020-01-02,57.4358,57.7074,56.8565,57.7074,864847.0
2020-01-03,56.6664,57.3544,56.6211,57.3091,1667671.0
2020-01-04,56.6664,57.3544,56.6211,57.3091,1667671.0
2020-01-05,56.6664,57.3544,56.6211,57.3091,1667671.0
2020-01-06,56.8203,57.11,56.5849,56.8565,991256.0
2020-01-07,57.0375,57.1914,56.5578,56.8927,1239667.0
2020-01-08,56.9199,57.4404,56.8203,56.9561,1025188.0
2020-01-09,57.2729,57.6621,56.9923,57.5354,917858.0
2020-01-10,57.4811,57.6984,56.8927,57.1009,698068.0
2020-01-11,57.4811,57.6984,56.8927,57.1009,698068.0
2020-01-12,57.4811,57.6984,56.8927,57.1009,698068.0
2020-01-13,57.1914,57.2639,56.422,56.5578,1121575.0
2020-01-14,56.413,56.9832,56.413,56.6755,1108508.0
2020-01-15,56.5216,57.2548,56.3994,57.0466,773570.0
2020-01-16,57.2729,57.7255,57.2186,57.463,1676781.0
2020-01-17,57.7074,57.7889,57.0783,57.3363,874597.0
2020-01-18,57.7074,57.7889,57.0783,57.3363,874597.0
2020-01-19,57.7074,57.7889,57.0783,57.3363,874597.0
2020-01-20,57.7074,57.7889,57.0783,57.3363,874597.0
2020-01-21,57.0285,57.1869,56.4638,56.6483,885688.0
2020-01-22,56.8927,57.0104,56.1957,56.413,627462.0
2020-01-23,56.1052,56.7977,55.5168,56.6121,783688.0
2020-01-24,56.594,56.6121,55.5892,56.078,616707.0
2020-01-25,56.594,56.6121,55.5892,56.078,616707.0
2020-01-26,56.594,56.6121,55.5892,56.078,616707.0
2020-01-27,55.0642,55.6254,54.7745,55.381,984308.0
2020-01-28,55.6616,55.6616,54.9012,55.2633,1043984.0
2020-01-29,55.5349,55.8155,55.2633,55.2633,779286.0
2020-01-30,54.9375,55.0008,54.1228,54.8831,1384429.0
2020-01-31,55.1004,56.5125,52.4572,52.6563,1891020.0
2020-02-01,55.1004,56.5125,52.4572,52.6563,1891020.0
2020-02-02,55.1004,56.5125,52.4572,52.6563,1891020.0
2020-02-03,52.8464,53.5796,52.6382,52.7016,1172318.0
2020-02-04,53.6068,53.8693,53.1451,53.7516,1006102.0
2020-02-05,54.4486,55.5343,54.4124,55.3357,1030167.0
2020-02-06,55.4715,55.5349,54.3491,54.3762,898213.0
2020-02-07,53.9327,54.1409,53.4891,53.6158,559445.0
2020-02-08,53.9327,54.1409,53.4891,53.6158,559445.0
2020-02-09,53.9327,54.1409,53.4891,53.6158,559445.0
2020-02-10,53.4257,53.815,53.1904,53.7516,606627.0
2020-02-11,54.1137,54.693,54.1137,54.331,413912.0
2020-02-12,54.4758,55.5168,54.4758,55.3267,561775.0
2020-02-13,55.372,55.372,54.5754,54.6749,531518.0
2020-02-14,54.6025,55.0461,54.3491,54.4939,431658.0
2020-02-15,54.6025,55.0461,54.3491,54.4939,431658.0
2020-02-16,54.6025,55.0461,54.3491,54.4939,431658.0
2020-02-17,54.6025,55.0461,54.3491,54.4939,431658.0
2020-02-18,54.2314,54.2495,53.3805,53.7516,642562.0
2020-02-19,53.7969,54.159,53.4076,53.8602,771634.0
2020-02-20,53.5706,54.2223,53.3443,53.643,699362.0
2020-02-21,53.2628,53.9598,52.9007,53.5977,980337.0
2020-02-22,53.2628,53.9598,52.9007,53.5977,980337.0
2020-02-23,53.2628,53.9598,52.9007,53.5977,980337.0
2020-02-24,51.9953,52.1683,51.2761,51.5947,1311200.0
2020-02-25,51.4582,51.7923,48.5994,48.6722,1059987.0
2020-02-26,49.0637,49.4461,47.5706,47.5797,1274039.0
2020-02-27,46.5873,47.8255,45.7497,46.214,1309716.0
2020-02-28,44.5115,45.9773,44.3749,45.8954,2499483.0
2020-02-29,44.5115,45.9773,44.3749,45.8954,2499483.0
2020-03-01,44.5115,45.9773,44.3749,45.8954,2499483.0
2020-03-02,46.1685,46.4963,44.6663,46.4963,1438827.0
2020-03-03,46.3597,47.17,43.8105,44.1018,1560747.0
2020-03-04,44.8666,45.8225,43.8196,45.686,1544731.0
2020-03-05,44.2293,45.0942,43.1549,43.419,1286542.0
2020-03-06,42.1262,44.7391,41.9805,44.6663,2087176.0
2020-03-07,42.1262,44.7391,41.9805,44.6663,2087176.0
2020-03-08,42.1262,44.7391,41.9805,44.6663,2087176.0
