,OGE US Equity,OGE US Equity,OGE US Equity,OGE US Equity,OGE US Equity
2022-05-12,35.7749,35.9208,34.9177,35.4648,1219044.0
2022-05-13,35.7111,35.8934,35.328,35.8205,797764.0
2022-05-14,35.7111,35.8934,35.328,35.8205,797764.0
2022-05-15,35.7111,35.8934,35.328,35.8205,797764.0
2022-05-16,35.9846,36.0576,35.6563,35.9482,727987.0
2022-05-17,36.0394,36.6139,35.6837,36.6047,916096.0
2022-05-18,36.8418,36.9786,36.2947,36.4041,1290275.0
2022-05-19,36.2673,36.436,35.8114,36.2856,1477816.0
2022-05-20,36.2856,36.4634,35.7156,36.3585,1426585.0
2022-05-21,36.2856,36.4634,35.7156,36.3585,1426585.0
2022-05-22,36.2856,36.4634,35.7156,36.3585,1426585.0
2022-05-23,36.6595,36.8966,36.4771,36.6595,1117071.0
2022-05-24,36.7507,37.0744,36.1853,37.0516,1231907.0
2022-05-25,37.0698,37.4527,37.006,37.316,1423984.0
2022-05-26,37.5531,37.6033,37.2796,37.3981,1079878.0
2022-05-27,37.1975,37.8267,37.1975,37.8267,984554.0
2022-05-28,37.1975,37.8267,37.1975,37.8267,984554.0
2022-05-29,37.1975,37.8267,37.1975,37.8267,984554.0
2022-05-30,37.1975,37.8267,37.1975,37.8267,984554.0
2022-05-31,37.8814,37.8814,37.2887,37.6626,1302598.0
2022-06-01,37.7447,37.7447,36.9604,37.4164,1240723.0
2022-06-02,37.5623,37.5623,36.6959,37.4893,934917.0
2022-06-03,37.3799,37.5987,37.3343,37.389,734990.0
2022-06-04,37.3799,37.5987,37.3343,37.389,734990.0
2022-06-05,37.3799,37.5987,37.3343,37.389,734990.0
2022-06-06,37.5531,37.772,37.3708,37.5167,1105734.0
2022-06-07,37.3525,37.6261,37.1292,37.617,1009571.0
2022-06-08,37.4072,37.4802,36.8692,36.9057,858298.0
2022-06-09,37.006,37.0516,35.8661,35.9026,1276311.0
2022-06-10,35.4922,36.1305,35.474,35.7567,1417610.0
2022-06-11,35.4922,36.1305,35.474,35.7567,1417610.0
2022-06-12,35.4922,36.1305,35.474,35.7567,1417610.0
2022-06-13,35.3372,35.474,33.6683,33.7778,1305711.0
2022-06-14,33.7869,33.9602,32.5604,32.9844,1952506.0
2022-06-15,33.185,33.5954,32.6789,33.0482,1488717.0
2022-06-16,32.6014,32.6287,31.8718,32.0998,1511207.0
2022-06-17,32.7291,32.7291,31.7442,31.9266,2301101.0
2022-06-18,32.7291,32.7291,31.7442,31.9266,2301101.0
2022-06-19,32.7291,32.7291,31.7442,31.9266,2301101.0
2022-06-20,32.7291,32.7291,31.7442,31.9266,2301101.0
2022-06-21,32.1089,32.4372,31.9995,32.1637,1221277.0
2022-06-22,32.0086,33.0619,32.0086,32.7655,1807177.0
2022-06-23,32.7929,33.7139,32.7929,33.5589,2412034.0
2022-06-24,33.7048,34.5484,33.5954,34.2976,1983984.0
2022-06-25,33.7048,34.5484,33.5954,34.2976,1983984.0
2022-06-26,33.7048,34.5484,33.5954,34.2976,1983984.0
2022-06-27,34.1881,35.0773,34.1517,34.8265,1066901.0
2022-06-28,34.9906,35.3098,34.7718,34.8356,912700.0
2022-06-29,34.8265,34.9815,34.5256,34.79,1018097.0
2022-06-30,34.5894,35.401,34.5529,35.1639,1169202.0
2022-07-01,35.3372,36.55,35.2916,36.5136,1147475.0
2022-07-02,35.3372,36.55,35.2916,36.5136,1147475.0
2022-07-03,35.3372,36.55,35.2916,36.5136,1147475.0
2022-07-04,35.3372,36.55,35.2916,36.5136,1147475.0
2022-07-05,36.3403,36.3403,34.5392,35.328,1569287.0
2022-07-06,35.2825,35.825,34.7718,35.401,1290433.0
2022-07-07,35.5013,35.6472,35.1001,35.1001,1749116.0
2022-07-08,35.054,35.2383,34.6945,35.0263,1048174.0
2022-07-09,35.054,35.2383,34.6945,35.0263,1048174.0
2022-07-10,35.054,35.2383,34.6945,35.0263,1048174.0
2022-07-11,35.0171,35.5932,35.0171,35.5241,991399.0
2022-07-12,35.4595,36.1693,35.3535,35.5794,819036.0
2022-07-13,35.2291,35.9066,35.2291,35.5333,1061302.0
2022-07-14,35.0079,35.9204,34.9802,35.8467,784304.0
2022-07-15,36.031,36.2707,35.5702,36.1785,1011579.0
2022-07-16,36.031,36.2707,35.5702,36.1785,1011579.0
2022-07-17,36.031,36.2707,35.5702,36.1785,1011579.0
2022-07-18,36.0955,36.3536,35.902,36.0218,1173529.0
2022-07-19,36.243,36.5103,36.031,36.326,1222693.0
2022-07-20,36.2707,36.2707,35.3121,35.3121,1324064.0
2022-07-21,35.2291,35.3674,34.8604,35.3028,1127568.0
2022-07-22,35.4595,35.7084,35.3028,35.5425,976484.0
2022-07-23,35.4595,35.7084,35.3028,35.5425,976484.0
2022-07-24,35.4595,35.7084,35.3028,35.5425,976484.0
2022-07-25,35.4872,36.0771,35.1369,35.8928,693469.0
2022-07-26,35.8467,36.4089,35.8467,36.3352,880346.0
2022-07-27,36.3075,36.4619,36.0218,36.3905,1067791.0
2022-07-28,36.7131,37.3952,36.5472,37.3676,831751.0
2022-07-29,37.3307,38.0496,37.3063,37.8653,1605229.0
2022-07-30,37.3307,38.0496,37.3063,37.8653,1605229.0
2022-07-31,37.3307,38.0496,37.3063,37.8653,1605229.0
2022-08-01,37.6441,37.8238,37.3175,37.7823,853515.0
2022-08-02,37.7455,37.8469,37.2754,37.3215,818824.0
2022-08-03,37.2477,37.5888,36.6947,37.4874,999149.0
2022-08-04,36.9896,37.6809,36.8698,36.9896,987159.0
2022-08-05,37.0726,37.2109,36.6302,37.1002,1230607.0
2022-08-06,37.0726,37.2109,36.6302,37.1002,1230607.0
2022-08-07,37.0726,37.2109,36.6302,37.1002,1230607.0
2022-08-08,37.2846,37.6441,37.0772,37.303,858884.0
2022-08-09,37.4689,37.8376,37.3306,37.81,1205695.0
2022-08-10,37.8837,38.0496,37.5058,37.8653,1569324.0
2022-08-11,37.8745,38.2248,37.6247,37.8837,1279161.0
2022-08-12,38.2248,38.6949,38.025,38.6764,952794.0
2022-08-13,38.2248,38.6949,38.025,38.6764,952794.0
2022-08-14,38.2248,38.6949,38.025,38.6764,952794.0
2022-08-15,38.7133,39.3816,38.4921,39.3217,1100646.0
2022-08-16,38.999,39.3677,38.999,39.2756,1041203.0
2022-08-17,39.1742,39.2387,38.9714,39.1281,865657.0
2022-08-18,39.2756,39.5521,39.165,39.377,784584.0
2022-08-19,39.3862,39.5152,39.3032,39.4323,765597.0
2022-08-20,39.3862,39.5152,39.3032,39.4323,765597.0
2022-08-21,39.3862,39.5152,39.3032,39.4323,765597.0
2022-08-22,39.2295,39.3309,38.8101,38.8977,926437.0
2022-08-23,39.0543,39.0543,38.5676,38.6857,615114.0
2022-08-24,38.6488,38.7041,38.1971,38.5658,1235301.0
2022-08-25,38.7133,38.8147,38.3133,38.8147,1062623.0
2022-08-26,38.8331,38.8792,38.2248,38.2524,751207.0
2022-08-27,38.8331,38.8792,38.2248,38.2524,751207.0
2022-08-28,38.8331,38.8792,38.2248,38.2524,751207.0
2022-08-29,38.105,38.6211,37.8561,38.317,578073.0
2022-08-30,38.2524,38.2524,37.4459,37.5703,863088.0
2022-08-31,37.6072,37.8607,37.3123,37.3676,958649.0
2022-09-01,37.4505,37.8699,37.1095,37.8008,689214.0
2022-09-02,37.8376,38.2985,37.4229,37.4782,711633.0
2022-09-03,37.8376,38.2985,37.4229,37.4782,711633.0
2022-09-04,37.8376,38.2985,37.4229,37.4782,711633.0
2022-09-05,37.8376,38.2985,37.4229,37.4782,711633.0
2022-09-06,37.5611,37.8192,37.1832,37.2662,923505.0
2022-09-07,37.5243,38.3446,37.5243,38.2801,1059348.0
2022-09-08,38.1695,38.3538,37.9851,38.2432,1136274.0
2022-09-09,38.4829,38.9115,38.234,38.575,1083968.0
2022-09-10,38.4829,38.9115,38.234,38.575,1083968.0
2022-09-11,38.4829,38.9115,38.234,38.575,1083968.0
2022-09-12,38.5658,38.9713,38.4829,38.7778,849018.0
2022-09-13,38.4183,38.6027,37.7178,37.939,802902.0
2022-09-14,37.9943,38.5843,37.9575,38.5013,1036305.0
2022-09-15,38.2985,38.2985,37.6809,37.6994,1235826.0
2022-09-16,37.6717,37.8192,37.386,37.7086,2254699.0
2022-09-17,37.6717,37.8192,37.386,37.7086,2254699.0
2022-09-18,37.6717,37.8192,37.386,37.7086,2254699.0
2022-09-19,37.5427,38.2686,37.3676,38.2524,1069277.0
2022-09-20,37.9943,38.0496,37.386,37.81,909519.0
2022-09-21,38.151,38.3999,37.4689,37.4689,762694.0
2022-09-22,37.386,37.6118,37.0634,37.4413,803308.0
2022-09-23,36.9989,37.1832,36.3905,36.7961,1126036.0
2022-09-24,36.9989,37.1832,36.3905,36.7961,1126036.0
2022-09-25,36.9989,37.1832,36.3905,36.7961,1126036.0
2022-09-26,36.6486,36.7408,35.5609,35.9112,1015011.0
2022-09-27,36.1969,36.2569,35.0448,35.1646,1133915.0
2022-09-28,35.607,36.1048,35.3126,35.7914,1264410.0
2022-09-29,35.6439,35.8835,34.1322,34.4917,1775242.0
2022-09-30,34.6945,34.8051,33.5239,33.6068,1759794.0
2022-10-01,34.6945,34.8051,33.5239,33.6068,1759794.0
2022-10-02,34.6945,34.8051,33.5239,33.6068,1759794.0
2022-10-03,34.2336,34.9341,33.9202,34.4548,1386482.0
2022-10-04,34.418,35.3766,34.418,35.3674,1162613.0
2022-10-05,34.9249,34.9618,34.1875,34.5378,1072159.0
2022-10-06,34.4456,34.5055,33.0354,33.0999,1331066.0
2022-10-07,33.1037,33.1457,31.9381,32.1153,1652467.0
2022-10-08,33.1037,33.1457,31.9381,32.1153,1652467.0
2022-10-09,33.1037,33.1457,31.9381,32.1153,1652467.0
2022-10-10,32.2458,32.8706,32.2365,32.4789,1406455.0
2022-10-11,32.4323,32.7494,32.1712,32.3857,1719308.0
2022-10-12,32.2924,32.3111,31.6677,31.6863,1109979.0
2022-10-13,31.3413,32.3111,31.0336,32.1712,1564222.0
2022-10-14,32.3857,32.6468,31.3506,31.4812,1308653.0
2022-10-15,32.3857,32.6468,31.3506,31.4812,1308653.0
2022-10-16,32.3857,32.6468,31.3506,31.4812,1308653.0
2022-10-17,31.8635,32.7587,31.8542,32.2551,1175126.0
2022-10-18,32.6841,33.0757,32.4696,32.7587,1401846.0
2022-10-19,32.3111,32.7494,32.2132,32.4696,1030715.0
2022-10-20,32.4976,32.5903,31.8355,32.0407,987225.0
2022-10-21,32.1992,32.7867,31.994,32.6095,950806.0
2022-10-22,32.1992,32.7867,31.994,32.6095,950806.0
2022-10-23,32.1992,32.7867,31.994,32.6095,950806.0
2022-10-24,32.824,32.9825,32.2831,32.6654,1280719.0
2022-10-25,32.6375,33.6585,32.5908,33.5327,1030183.0
2022-10-26,33.7285,34.0082,33.486,33.5233,1358667.0
2022-10-27,33.8684,34.1108,33.486,33.57,1018655.0
2022-10-28,33.7471,34.4652,33.6073,34.4185,979631.0
2022-10-29,33.7471,34.4652,33.6073,34.4185,979631.0
2022-10-30,33.7471,34.4652,33.6073,34.4185,979631.0
2022-10-31,34.2414,34.4325,33.9989,34.1574,977873.0
2022-11-01,34.316,34.633,34.0828,34.4279,1106245.0
2022-11-02,34.2227,34.9594,33.8963,33.9616,1138237.0
2022-11-03,34.605,34.8102,33.4301,34.5677,1984636.0
2022-11-04,34.7169,35.0791,34.3906,35.006,1572579.0
2022-11-05,34.7169,35.0791,34.3906,35.006,1572579.0
2022-11-06,34.7169,35.0791,34.3906,35.006,1572579.0
2022-11-07,35.1272,35.1366,33.8777,34.232,2190914.0
2022-11-08,34.3626,34.9407,34.1668,34.7356,1060964.0
2022-11-09,34.4931,35.0433,34.4372,34.605,1328098.0
2022-11-10,35.4256,35.9991,34.8708,35.9572,1165587.0
2022-11-11,35.9758,35.9758,35.3044,35.808,1135379.0
2022-11-12,35.9758,35.9758,35.3044,35.808,1135379.0
2022-11-13,35.9758,35.9758,35.3044,35.808,1135379.0
2022-11-14,35.7893,36.0084,35.5096,35.5469,975456.0
2022-11-15,35.8732,36.1623,35.4629,35.6774,1211306.0
2022-11-16,35.7147,36.2835,35.6634,36.153,1150457.0
2022-11-17,35.7334,35.9105,35.4583,35.8266,1059111.0
2022-11-18,36.2556,36.6239,35.9758,36.5913,869613.0
2022-11-19,36.2556,36.6239,35.9758,36.5913,869613.0
2022-11-20,36.2556,36.6239,35.9758,36.5913,869613.0
2022-11-21,36.5819,36.8244,36.2556,36.4327,1369374.0
2022-11-22,36.6752,37.0482,36.5446,36.8803,1182533.0
2022-11-23,36.7778,37.0575,36.5073,37.0109,1103612.0
2022-11-24,36.7778,37.0575,36.5073,37.0109,1103612.0
2022-11-25,37.2533,37.4958,37.1321,37.2813,387744.0
2022-11-26,37.2533,37.4958,37.1321,37.2813,387744.0
2022-11-27,37.2533,37.4958,37.1321,37.2813,387744.0
2022-11-28,36.9456,37.3186,36.7684,37.0668,735394.0
2022-11-29,36.9549,37.1509,36.6472,37.0202,848107.0
2022-11-30,36.8897,37.7569,36.6838,37.7289,1639673.0
2022-12-01,38.046,38.1672,37.0109,37.1694,1074112.0
2022-12-02,36.7311,37.1601,36.6286,36.9643,1080656.0
2022-12-03,36.7311,37.1601,36.6286,36.9643,1080656.0
2022-12-04,36.7311,37.1601,36.6286,36.9643,1080656.0
2022-12-05,36.5073,36.9876,36.4327,36.8337,913749.0
2022-12-06,36.7498,37.2067,36.7032,37.2067,1259414.0
2022-12-07,37.0295,37.5517,36.7218,36.8244,1429859.0
2022-12-08,36.7498,37.3932,36.6845,37.3279,1500418.0
2022-12-09,37.1321,37.5984,37.0668,37.2533,766883.0
2022-12-10,37.1321,37.5984,37.0668,37.2533,766883.0
2022-12-11,37.1321,37.5984,37.0668,37.2533,766883.0
2022-12-12,37.5238,37.5331,37.0109,37.4958,1303558.0
2022-12-13,37.6263,38.2325,37.0948,37.4119,1769542.0
2022-12-14,37.4678,38.1485,37.3932,37.7942,1142687.0
2022-12-15,37.5424,37.7103,37.1041,37.2813,757128.0
2022-12-16,36.9736,37.1508,36.3022,36.8337,3544641.0
2022-12-17,36.9736,37.1508,36.3022,36.8337,3544641.0
2022-12-18,36.9736,37.1508,36.3022,36.8337,3544641.0
2022-12-19,36.8151,37.1041,36.2649,36.4607,840254.0
2022-12-20,36.3675,36.6006,36.1716,36.3861,768514.0
2022-12-21,36.5913,37.216,36.498,37.1974,1270350.0
2022-12-22,37.0109,37.1974,36.3022,36.899,629180.0
2022-12-23,36.8337,37.3373,36.8337,37.3186,537466.0
2022-12-24,36.8337,37.3373,36.8337,37.3186,537466.0
2022-12-25,36.8337,37.3373,36.8337,37.3186,537466.0
2022-12-26,36.8337,37.3373,36.8337,37.3186,537466.0
2022-12-27,37.3839,37.617,37.2067,37.5611,590089.0
2022-12-28,37.6823,37.7522,37.1601,37.1974,608677.0
2022-12-29,37.2813,37.7662,37.1601,37.5051,627269.0
2022-12-30,37.4585,37.4795,36.5773,36.8803,826146.0
2022-12-31,37.4585,37.4795,36.5773,36.8803,826146.0
2023-01-01,37.4585,37.4795,36.5773,36.8803,826146.0
2023-01-02,37.4585,37.4795,36.5773,36.8803,826146.0
2023-01-03,37.0109,37.0668,36.2369,36.843,907306.0
2023-01-04,36.9736,37.2627,36.6565,36.8897,1165260.0
2023-01-05,36.6286,36.664,35.9945,36.1064,960660.0
2023-01-06,36.525,37.1282,36.459,36.9114,1071250.0
2023-01-07,36.525,37.1282,36.459,36.9114,1071250.0
2023-01-08,36.525,37.1282,36.459,36.9114,1071250.0
2023-01-09,36.9114,37.8729,36.7606,37.5618,1663673.0
2023-01-10,37.4393,37.5524,37.0622,37.4487,628429.0
2023-01-11,37.5901,37.9907,37.5901,37.8634,764795.0
2023-01-12,37.9106,38.0425,37.7692,37.9106,710773.0
2023-01-13,37.722,37.8116,37.4016,37.6466,570320.0
2023-01-14,37.722,37.8116,37.4016,37.6466,570320.0
2023-01-15,37.722,37.8116,37.4016,37.6466,570320.0
2023-01-16,37.722,37.8116,37.4016,37.6466,570320.0
2023-01-17,37.6184,37.9294,37.2602,37.2696,704735.0
2023-01-18,37.3827,37.5147,36.4543,36.525,892177.0
2023-01-19,36.4967,36.4967,35.7898,35.7992,1151614.0
2023-01-20,35.818,36.1668,35.3656,36.1574,872629.0
2023-01-21,35.818,36.1668,35.3656,36.1574,872629.0
2023-01-22,35.818,36.1668,35.3656,36.1574,872629.0
2023-01-23,35.7803,36.6004,35.6672,36.1668,924571.0
2023-01-24,36.261,36.7597,35.8557,36.6852,964200.0
2023-01-25,36.4401,36.8077,36.1385,36.7889,952990.0
2023-01-26,36.77,36.9774,36.5155,36.9774,848154.0
2023-01-27,36.9586,37.1424,36.836,36.9774,970280.0
2023-01-28,36.9586,37.1424,36.836,36.9774,970280.0
2023-01-29,36.9586,37.1424,36.836,36.9774,970280.0
2023-01-30,36.8454,37.2555,36.6664,36.7889,978786.0
2023-01-31,36.8831,37.2413,36.3836,37.0622,1892200.0
2023-02-01,36.9209,37.6372,36.8172,37.543,1184319.0
2023-02-02,37.6184,37.9388,37.2555,37.543,1273819.0
2023-02-03,37.3356,37.3356,36.2328,36.5721,1039238.0
2023-02-04,37.3356,37.3356,36.2328,36.5721,1039238.0
2023-02-05,37.3356,37.3356,36.2328,36.5721,1039238.0
2023-02-06,36.4684,36.7983,36.3082,36.7229,768754.0
2023-02-07,36.5344,36.968,36.261,36.8737,851572.0
2023-02-08,36.6758,36.7229,36.0443,36.1668,720380.0
2023-02-09,36.2139,36.3836,35.6012,35.7049,1045426.0
2023-02-10,35.7332,36.3459,35.7049,36.2705,694566.0
2023-02-11,35.7332,36.3459,35.7049,36.2705,694566.0
2023-02-12,35.7332,36.3459,35.7049,36.2705,694566.0
2023-02-13,36.2516,36.6475,36.2516,36.5909,552343.0
2023-02-14,36.525,36.5815,36.0348,36.1574,632384.0
2023-02-15,35.9688,36.261,35.7521,36.1479,1084758.0
2023-02-16,35.7709,35.9594,35.441,35.8369,1464005.0
2023-02-17,35.9123,36.3553,35.7049,36.2045,934170.0
2023-02-18,35.9123,36.3553,35.7049,36.2045,934170.0
2023-02-19,35.9123,36.3553,35.7049,36.2045,934170.0
2023-02-20,35.9123,36.3553,35.7049,36.2045,934170.0
2023-02-21,35.8369,36.0348,35.4976,35.5824,782133.0
2023-02-22,35.8463,35.9123,35.3609,35.5258,921704.0
2023-02-23,35.5635,35.7945,34.8755,35.1299,2804701.0
2023-02-24,34.9886,34.9886,34.3665,34.9037,1996592.0
2023-02-25,34.9886,34.9886,34.3665,34.9037,1996592.0
2023-02-26,34.9886,34.9886,34.3665,34.9037,1996592.0
2023-02-27,35.1394,35.408,34.3402,34.4701,951020.0
2023-02-28,34.0083,34.4419,33.4616,33.669,3041258.0
2023-03-01,33.4145,33.4804,32.7924,33.1223,2139065.0
2023-03-02,33.0468,33.5935,32.8772,33.5653,1023094.0
2023-03-03,33.6878,33.8103,33.1175,33.7444,1222184.0
2023-03-04,33.6878,33.8103,33.1175,33.7444,1222184.0
2023-03-05,33.6878,33.8103,33.1175,33.7444,1222184.0
2023-03-06,33.848,34.0083,33.6265,33.7821,977135.0
2023-03-07,33.8292,34.0036,33.1458,33.2731,821449.0
2023-03-08,33.3013,33.6972,33.1034,33.6312,789201.0
2023-03-09,33.6501,33.8669,33.0374,33.0563,817529.0
2023-03-10,33.1694,33.2542,32.2645,32.4247,708702.0
2023-03-11,33.1694,33.2542,32.2645,32.4247,708702.0
2023-03-12,33.1694,33.2542,32.2645,32.4247,708702.0
2023-03-13,32.3776,33.372,32.2645,32.6415,1400918.0
2023-03-14,33.0186,33.4946,32.8678,33.3013,1267099.0
2023-03-15,33.2354,33.8575,32.962,33.6501,1143731.0
2023-03-16,33.5276,34.1025,33.3155,34.046,1124098.0
2023-03-17,33.8952,34.0648,33.4427,33.6312,2697185.0
2023-03-18,33.8952,34.0648,33.4427,33.6312,2697185.0
2023-03-19,33.8952,34.0648,33.4427,33.6312,2697185.0
2023-03-20,33.7444,34.4984,33.7444,34.4324,1505178.0
2023-03-21,34.5455,34.6257,33.405,33.9612,1674413.0
2023-03-22,33.8292,33.9894,33.1128,33.1223,1449136.0
2023-03-23,33.0563,33.1882,32.3823,32.4813,1390028.0
2023-03-24,32.4247,33.6218,32.387,33.6218,838168.0
2023-03-25,32.4247,33.6218,32.387,33.6218,838168.0
2023-03-26,32.4247,33.6218,32.387,33.6218,838168.0
2023-03-27,33.7821,34.0837,33.6312,33.7538,953040.0
2023-03-28,33.7915,34.3853,33.7067,34.1214,1170190.0
2023-03-29,34.2911,34.9226,34.2653,34.866,1272544.0
2023-03-30,35.0263,35.2949,34.9037,35.0922,1186055.0
2023-03-31,35.2525,35.507,35.1488,35.4976,1089068.0
2023-04-01,35.2525,35.507,35.1488,35.4976,1089068.0
2023-04-02,35.2525,35.507,35.1488,35.4976,1089068.0
2023-04-03,35.3939,35.4976,35.064,35.0922,1387659.0
2023-04-04,35.0168,35.4881,34.9886,35.3844,1282855.0
2023-04-05,35.5353,36.8454,35.4316,36.7229,1414540.0
2023-04-06,36.8983,37.0126,36.4458,36.6697,1273415.0
2023-04-07,36.8983,37.0126,36.4458,36.6697,1273415.0
2023-04-08,36.8983,37.0126,36.4458,36.6697,1273415.0
2023-04-09,36.8983,37.0126,36.4458,36.6697,1273415.0
2023-04-10,36.5934,36.8316,36.222,36.8221,1087434.0
2023-04-11,36.7935,36.8411,36.6173,36.7078,1069821.0
2023-04-12,36.7745,37.1079,36.6458,36.7745,1205230.0
2023-04-13,36.5077,36.5386,35.8408,36.3362,1512664.0
2023-04-14,36.079,36.2314,35.8599,36.1457,1030738.0
2023-04-15,36.079,36.2314,35.8599,36.1457,1030738.0
2023-04-16,36.079,36.2314,35.8599,36.1457,1030738.0
2023-04-17,36.3362,36.4505,35.8408,36.0695,1132538.0
2023-04-18,36.0885,36.1647,35.3787,35.4788,1351337.0
2023-04-19,35.574,35.9837,35.555,35.8218,1054428.0
2023-04-20,35.6693,35.8694,35.4311,35.6312,929292.0
2023-04-21,35.8503,35.9551,35.5264,35.8408,963114.0
2023-04-22,35.8503,35.9551,35.5264,35.8408,963114.0
2023-04-23,35.8503,35.9551,35.5264,35.8408,963114.0
2023-04-24,35.8313,36.1552,35.574,36.1361,1155932.0
2023-04-25,36.079,36.2409,35.9932,36.1361,815281.0
2023-04-26,35.8789,36.0313,35.1834,35.3359,1061595.0
2023-04-27,35.2978,35.9551,35.2978,35.9456,992595.0
2023-04-28,35.9265,36.2028,35.5836,35.7646,1099831.0
2023-04-29,35.9265,36.2028,35.5836,35.7646,1099831.0
2023-04-30,35.9265,36.2028,35.5836,35.7646,1099831.0
2023-05-01,35.6407,36.1457,35.6407,35.6598,869341.0
2023-05-02,35.5931,35.6871,34.7357,35.0786,1094660.0
2023-05-03,35.2787,35.5264,35.0119,35.0691,1052022.0
2023-05-04,35.0119,35.717,34.4689,35.5645,1307288.0
2023-05-05,35.6122,36.0123,35.5074,35.9647,1029685.0
2023-05-06,35.6122,36.0123,35.5074,35.9647,1029685.0
2023-05-07,35.6122,36.0123,35.5074,35.9647,1029685.0
2023-05-08,35.9075,36.0313,35.5883,35.7741,819635.0
2023-05-09,35.6979,35.9408,35.5931,35.8122,705241.0
2023-05-10,36.0885,36.2409,35.7455,36.1743,849920.0
2023-05-11,36.1457,36.1838,35.4788,35.7455,837207.0
2023-05-12,35.9742,36.2124,35.8265,35.9837,767129.0
2023-05-13,35.9742,36.2124,35.8265,35.9837,767129.0
2023-05-14,35.9742,36.2124,35.8265,35.9837,767129.0
2023-05-15,36.098,36.1266,35.3121,35.4502,658356.0
2023-05-16,35.4978,35.5617,34.8357,34.8976,563837.0
2023-05-17,34.9262,35.0215,34.6166,34.7357,1223934.0
2023-05-18,34.507,34.8786,34.3355,34.8595,1593968.0
2023-05-19,35.0119,35.1072,34.3832,34.4117,1353181.0
2023-05-20,35.0119,35.1072,34.3832,34.4117,1353181.0
2023-05-21,35.0119,35.1072,34.3832,34.4117,1353181.0
2023-05-22,34.5165,34.7261,34.2593,34.488,800572.0
2023-05-23,34.4403,34.7738,34.2593,34.2688,1024173.0
2023-05-24,34.164,34.3641,33.9544,34.0592,731547.0
2023-05-25,33.9544,33.9544,33.197,33.2876,1685336.0
2023-05-26,33.2209,33.3781,32.9446,33.3066,668273.0
2023-05-27,33.2209,33.3781,32.9446,33.3066,668273.0
2023-05-28,33.2209,33.3781,32.9446,33.3066,668273.0
2023-05-29,33.2209,33.3781,32.9446,33.3066,668273.0
2023-05-30,33.3352,33.5067,33.2304,33.3542,708256.0
2023-05-31,33.3542,33.8354,33.2018,33.6115,1290836.0
2023-06-01,33.6782,33.802,33.078,33.3542,884625.0
2023-06-02,33.2018,34.0926,33.2018,33.9926,999346.0
2023-06-03,33.2018,34.0926,33.2018,33.9926,999346.0
2023-06-04,33.2018,34.0926,33.2018,33.9926,999346.0
2023-06-05,33.8211,34.2212,33.8211,34.0783,1360480.0
2023-06-06,34.2688,34.2688,33.8211,34.0021,1115989.0
2023-06-07,34.1069,34.8405,33.8401,34.7357,1095013.0
2023-06-08,34.6023,34.869,34.4403,34.8024,1100383.0
2023-06-09,34.7357,34.8071,34.4403,34.5356,990663.0
2023-06-10,34.7357,34.8071,34.4403,34.5356,990663.0
2023-06-11,34.7357,34.8071,34.4403,34.5356,990663.0
2023-06-12,34.5928,34.6976,34.3784,34.4975,676831.0
2023-06-13,34.2403,34.7166,34.0974,34.5547,1145596.0
2023-06-14,34.5737,34.9548,34.3165,34.4975,1059927.0
2023-06-15,34.9834,34.9834,34.669,34.8214,1543505.0
2023-06-16,34.8976,35.1215,34.8595,35.0596,2681969.0
2023-06-17,34.8976,35.1215,34.8595,35.0596,2681969.0
2023-06-18,34.8976,35.1215,34.8595,35.0596,2681969.0
2023-06-19,34.8976,35.1215,34.8595,35.0596,2681969.0
2023-06-20,34.9167,35.1167,34.5356,34.7166,1506522.0
2023-06-21,34.5642,34.9596,34.1164,34.85,1064380.0
2023-06-22,34.9453,35.0024,34.3832,34.4784,806431.0
2023-06-23,34.5642,34.6785,33.9544,33.9926,1331075.0
2023-06-24,34.5642,34.6785,33.9544,33.9926,1331075.0
2023-06-25,34.5642,34.6785,33.9544,33.9926,1331075.0
2023-06-26,34.164,34.5594,33.9211,34.3546,883703.0
2023-06-27,34.488,34.5832,34.2212,34.3832,767946.0
2023-06-28,34.3451,34.4594,33.6591,33.802,1032617.0
2023-06-29,33.621,34.0307,33.459,33.8782,739909.0
2023-06-30,34.0211,34.3165,33.8496,34.2117,1030654.0
2023-07-01,34.0211,34.3165,33.8496,34.2117,1030654.0
2023-07-02,34.0211,34.3165,33.8496,34.2117,1030654.0
2023-07-03,34.0974,34.5547,34.0974,34.507,528808.0
2023-07-04,34.0974,34.5547,34.0974,34.507,528808.0
2023-07-05,34.2117,35.0358,34.2117,34.8024,791922.0
2023-07-06,34.6118,34.6166,34.2498,34.5356,1234104.0
2023-07-07,34.3179,34.7226,34.2119,34.2793,1558693.0
2023-07-08,34.3179,34.7226,34.2119,34.2793,1558693.0
2023-07-09,34.3179,34.7226,34.2119,34.2793,1558693.0
2023-07-10,34.1637,34.3275,33.7975,34.0288,762783.0
2023-07-11,34.1155,34.4721,33.9613,34.4624,798082.0
2023-07-12,34.6455,35.0503,34.4528,34.9443,808317.0
2023-07-13,34.8672,35.2045,34.8286,35.2045,891776.0
2023-07-14,35.1756,35.19,34.8286,35.031,649875.0
2023-07-15,35.1756,35.19,34.8286,35.031,649875.0
2023-07-16,35.1756,35.19,34.8286,35.031,649875.0
2023-07-17,34.925,34.9636,34.2504,34.3082,1384412.0
2023-07-18,34.3372,34.7708,33.8649,34.2022,1696759.0
