,OGE US Equity,OGE US Equity,OGE US Equity,OGE US Equity,OGE US Equity
2020-02-19,37.5948,37.6602,36.9727,36.9972,1420252.0
2020-02-20,36.899,37.0382,36.6698,36.7681,1014993.0
2020-02-21,36.7189,37.0955,36.7026,36.8581,1434302.0
2020-02-22,36.7189,37.0955,36.7026,36.8581,1434302.0
2020-02-23,36.7189,37.0955,36.7026,36.8581,1434302.0
2020-02-24,36.4979,36.9072,36.4243,36.4243,1255827.0
2020-02-25,36.457,36.5962,35.6876,35.8922,1789386.0
2020-02-26,35.9741,36.1787,35.2702,35.2947,1704079.0
2020-02-27,34.9837,35.0328,33.0929,33.142,2491262.0
2020-02-28,32.4708,32.4708,30.4163,31.1857,3115117.0
2020-02-29,32.4708,32.4708,30.4163,31.1857,3115117.0
2020-03-01,32.4708,32.4708,30.4163,31.1857,3115117.0
2020-03-02,31.2921,32.4217,30.8992,32.3153,3574444.0
2020-03-03,32.3562,33.0029,31.6114,31.6441,3736286.0
2020-03-04,32.0616,32.9374,31.8978,32.7737,2485601.0
2020-03-05,32.4053,32.4053,31.4149,31.8733,2246397.0
2020-03-06,30.8092,31.0057,30.0316,30.8992,3040703.0
2020-03-07,30.8092,31.0057,30.0316,30.8992,3040703.0
2020-03-08,30.8092,31.0057,30.0316,30.8992,3040703.0
2020-03-09,28.9512,29.4505,27.3059,27.5924,3134260.0
2020-03-10,28.3127,28.9348,27.0686,28.8939,2758467.0
2020-03-11,28.0753,28.3455,27.1668,27.8543,4198672.0
2020-03-12,26.1846,26.913,24.8995,26.2828,2638486.0
2020-03-13,27.6579,28.2309,25.4643,27.1504,2377478.0
2020-03-14,27.6579,28.2309,25.4643,27.1504,2377478.0
2020-03-15,27.6579,28.2309,25.4643,27.1504,2377478.0
2020-03-16,25.5134,26.7575,24.2447,25.0632,2233861.0
2020-03-17,25.4561,25.8244,24.0073,24.9077,3110060.0
2020-03-18,23.6308,24.748,22.1001,22.7058,2823535.0
2020-03-19,22.403,23.2092,21.8546,22.2147,1332725.0
2020-03-20,22.4193,22.9841,20.7086,21.0442,3239010.0
2020-03-21,22.4193,22.9841,20.7086,21.0442,3239010.0
2020-03-22,22.4193,22.9841,20.7086,21.0442,3239010.0
2020-03-23,20.2175,20.6268,18.8301,19.3744,2338107.0
2020-03-24,20.373,22.2802,20.0538,22.1247,2394680.0
2020-03-25,22.1001,24.7358,21.5353,23.7863,3128501.0
2020-03-26,23.9418,25.718,23.7617,25.6771,2290299.0
2020-03-27,24.6048,27.1177,24.6048,26.2009,2378696.0
2020-03-28,24.6048,27.1177,24.6048,26.2009,2378696.0
2020-03-29,24.6048,27.1177,24.6048,26.2009,2378696.0
2020-03-30,26.2419,26.5611,25.1205,26.1109,2482133.0
2020-03-31,25.9226,26.001,24.965,25.1532,2649228.0
2020-04-01,24.171,24.6785,23.3197,23.8027,1854361.0
2020-04-02,23.4261,24.4902,22.9759,23.8354,3099419.0
2020-04-03,23.598,23.7699,21.5845,21.7563,2981927.0
2020-04-04,23.598,23.7699,21.5845,21.7563,2981927.0
2020-04-05,23.598,23.7699,21.5845,21.7563,2981927.0
2020-04-06,22.7058,23.8599,22.5503,23.7044,1750354.0
2020-04-07,24.6621,25.1706,24.1085,24.3838,1795971.0
2020-04-08,24.3983,26.2394,24.2988,25.9491,1774133.0
2020-04-09,26.5628,28.0058,26.4301,26.9692,1524502.0
2020-04-10,26.5628,28.0058,26.4301,26.9692,1524502.0
2020-04-11,26.5628,28.0058,26.4301,26.9692,1524502.0
2020-04-12,26.5628,28.0058,26.4301,26.9692,1524502.0
2020-04-13,26.795,26.9526,25.833,26.5131,1689333.0
2020-04-14,27.0189,27.558,27.0189,27.3092,1466927.0
2020-04-15,26.3306,26.7702,25.7086,25.833,1704214.0
2020-04-16,25.9906,26.3472,25.4267,25.4847,2249162.0
2020-04-17,25.9491,26.7287,25.775,26.2974,1300647.0
2020-04-18,25.9491,26.7287,25.775,26.2974,1300647.0
2020-04-19,25.9491,26.7287,25.775,26.2974,1300647.0
2020-04-20,26.0901,26.1979,25.012,25.0867,1338991.0
2020-04-21,24.5227,24.9208,24.2905,24.4315,1779079.0
2020-04-22,24.8462,25.692,24.6388,25.4515,1014621.0
2020-04-23,25.4598,25.8082,25.1447,25.4598,1015491.0
2020-04-24,25.6755,26.115,25.2359,25.9325,1430849.0
2020-04-25,25.6755,26.115,25.2359,25.9325,1430849.0
2020-04-26,25.6755,26.115,25.2359,25.9325,1430849.0
2020-04-27,26.1482,26.9194,26.1482,26.7038,1181104.0
2020-04-28,27.3341,27.8648,26.7784,26.8945,1159084.0
2020-04-29,27.5248,27.6409,26.8033,26.9609,1302250.0
2020-04-30,26.8116,26.8904,25.9823,26.1399,1604379.0
2020-05-01,25.7086,25.9491,24.9954,25.1364,873955.0
2020-05-02,25.7086,25.9491,24.9954,25.1364,873955.0
2020-05-03,25.7086,25.9491,24.9954,25.1364,873955.0
2020-05-04,24.9208,25.352,24.6057,25.2608,832722.0
2020-05-05,25.493,25.7833,25.0535,25.1447,1071305.0
2020-05-06,25.2276,25.3935,24.1371,24.2573,1509528.0
2020-05-07,24.5144,25.4726,24.0085,24.2905,1950553.0
2020-05-08,25.0452,26.1067,24.9871,25.7501,2221036.0
2020-05-09,25.0452,26.1067,24.9871,25.7501,2221036.0
2020-05-10,25.0452,26.1067,24.9871,25.7501,2221036.0
2020-05-11,25.4267,25.7501,24.8379,25.3189,2109910.0
2020-05-12,25.2774,25.4515,24.7964,24.8296,1296508.0
2020-05-13,24.73,24.9208,23.5773,23.9339,1987021.0
2020-05-14,23.6105,24.39,23.1875,24.332,1377601.0
2020-05-15,24.1578,24.2739,23.3866,23.6602,1435732.0
2020-05-16,24.1578,24.2739,23.3866,23.6602,1435732.0
2020-05-17,24.1578,24.2739,23.3866,23.6602,1435732.0
2020-05-18,24.5476,25.7335,24.473,25.5345,1019149.0
2020-05-19,25.435,25.6589,25.0037,25.0037,1081031.0
2020-05-20,25.294,26.0569,25.294,25.8082,1482130.0
2020-05-21,25.7418,26.0818,25.352,25.4433,1638294.0
2020-05-22,25.4101,25.5925,25.3023,25.5428,1490268.0
2020-05-23,25.4101,25.5925,25.3023,25.5428,1490268.0
2020-05-24,25.4101,25.5925,25.3023,25.5428,1490268.0
2020-05-25,25.4101,25.5925,25.3023,25.5428,1490268.0
2020-05-26,26.5214,26.8945,26.3223,26.397,1783468.0
2020-05-27,26.878,27.3175,25.9408,26.0569,1794732.0
2020-05-28,26.4965,26.6623,26.1233,26.4467,1830580.0
2020-05-29,26.2892,26.4882,25.6423,25.974,5838744.0
2020-05-30,26.2892,26.4882,25.6423,25.974,5838744.0
2020-05-31,26.2892,26.4882,25.6423,25.974,5838744.0
2020-06-01,25.9491,26.8863,25.7584,26.654,1828634.0
2020-06-02,26.8531,26.9277,26.1648,26.6872,1915491.0
2020-06-03,26.936,27.5663,26.795,27.3673,1317475.0
2020-06-04,27.2843,27.3009,26.6872,27.0853,1526824.0
2020-06-05,27.699,28.6444,27.699,27.8648,1628883.0
2020-06-06,27.699,28.6444,27.699,27.8648,1628883.0
2020-06-07,27.699,28.6444,27.699,27.8648,1628883.0
2020-06-08,28.0639,28.9512,27.8731,28.86,1614696.0
2020-06-09,28.4454,28.4454,27.1516,27.8068,2188628.0
2020-06-10,28.1634,28.1634,27.135,27.1433,1731588.0
2020-06-11,26.3306,26.3306,25.0452,25.2193,1902268.0
2020-06-12,25.9408,26.0487,24.9788,25.5925,1798324.0
2020-06-13,25.9408,26.0487,24.9788,25.5925,1798324.0
2020-06-14,25.9408,26.0487,24.9788,25.5925,1798324.0
2020-06-15,24.8876,26.2145,24.5808,25.8911,1546968.0
2020-06-16,26.737,27.0189,25.775,25.9491,1296971.0
2020-06-17,26.0818,26.0818,25.3686,25.6755,1083183.0
2020-06-18,25.3686,25.8413,25.294,25.692,1134840.0
2020-06-19,25.8662,26.2145,25.3106,25.3272,2970694.0
2020-06-20,25.8662,26.2145,25.3106,25.3272,2970694.0
2020-06-21,25.8662,26.2145,25.3106,25.3272,2970694.0
2020-06-22,25.3437,25.8704,25.1447,25.5759,1622836.0
2020-06-23,25.974,26.0487,25.2774,25.3603,1588444.0
2020-06-24,25.294,25.3603,24.7549,25.1613,1729461.0
2020-06-25,25.1032,25.1032,24.4543,24.9291,1710085.0
2020-06-26,24.7798,25.153,24.2283,24.3569,2056417.0
2020-06-27,24.7798,25.153,24.2283,24.3569,2056417.0
2020-06-28,24.7798,25.153,24.2283,24.3569,2056417.0
2020-06-29,24.7052,25.3354,24.4398,25.211,1058395.0
2020-06-30,25.1115,25.2857,24.8959,25.1779,1131083.0
2020-07-01,25.1447,25.522,24.8793,25.3106,1212476.0
2020-07-02,25.6423,25.974,25.3023,25.4018,955804.0
2020-07-03,25.6423,25.974,25.3023,25.4018,955804.0
2020-07-04,25.6423,25.974,25.3023,25.4018,955804.0
2020-07-05,25.6423,25.974,25.3023,25.4018,955804.0
2020-07-06,25.7086,26.0652,25.041,25.3106,1128263.0
2020-07-07,25.7169,26.0155,25.2193,25.5594,1777478.0
2020-07-08,25.3686,25.6672,25.124,25.5345,1736571.0
2020-07-09,25.4484,25.4988,24.7261,25.1712,2032616.0
2020-07-10,25.1796,26.0531,25.1033,26.0027,1413108.0
2020-07-11,25.1796,26.0531,25.1033,26.0027,1413108.0
2020-07-12,25.1796,26.0531,25.1033,26.0027,1413108.0
2020-07-13,26.0279,26.7166,25.9439,26.3135,1483627.0
2020-07-14,26.3135,26.8678,26.2967,26.7166,1452945.0
2020-07-15,27.103,27.6069,26.8174,26.8594,1949565.0
2020-07-16,26.8594,27.2205,26.6998,26.7922,1307657.0
2020-07-17,26.8594,27.255,26.7418,27.1953,873173.0
2020-07-18,26.8594,27.255,26.7418,27.1953,873173.0
2020-07-19,26.8594,27.255,26.7418,27.1953,873173.0
2020-07-20,27.0022,27.1281,26.3471,26.3639,934186.0
2020-07-21,26.599,27.3381,26.3849,27.1281,1451368.0
2020-07-22,26.9602,27.9176,26.8006,27.8756,1222421.0
2020-07-23,27.8756,28.0184,27.5439,27.8001,1023331.0
2020-07-24,27.9092,28.1696,27.4263,27.6909,1237740.0
2020-07-25,27.9092,28.1696,27.4263,27.6909,1237740.0
2020-07-26,27.9092,28.1696,27.4263,27.6909,1237740.0
2020-07-27,27.5061,27.5397,27.0526,27.2037,913247.0
2020-07-28,27.3045,27.6993,27.2121,27.5313,833692.0
2020-07-29,27.5397,27.7959,27.3969,27.7413,906486.0
2020-07-30,27.3465,27.8085,27.1953,27.7077,1304813.0
2020-07-31,27.5733,27.7497,27.0022,27.6321,920165.0
2020-08-01,27.5733,27.7497,27.0022,27.6321,920165.0
2020-08-02,27.5733,27.7497,27.0022,27.6321,920165.0
2020-08-03,27.5313,27.5313,26.8846,27.1785,687043.0
2020-08-04,27.1365,27.842,27.1113,27.6909,809890.0
2020-08-05,27.8168,27.8168,27.0526,27.0526,1069933.0
2020-08-06,27.4809,28.3292,27.1869,27.6657,1223534.0
2020-08-07,27.4473,28.073,27.3045,27.9512,1391691.0
2020-08-08,27.4473,28.073,27.3045,27.9512,1391691.0
2020-08-09,27.4473,28.073,27.3045,27.9512,1391691.0
2020-08-10,28.178,28.4972,28.0856,28.3796,804482.0
2020-08-11,28.6231,28.6399,27.5019,27.5649,1216499.0
2020-08-12,27.8504,28.157,27.5733,28.0436,1213321.0
2020-08-13,27.8504,27.9848,27.4473,27.7497,723885.0
2020-08-14,27.5145,27.6993,27.2877,27.3969,734253.0
2020-08-15,27.5145,27.6993,27.2877,27.3969,734253.0
2020-08-16,27.5145,27.6993,27.2877,27.3969,734253.0
2020-08-17,27.4389,27.6279,27.1701,27.2457,727565.0
2020-08-18,27.2037,27.3381,26.9602,27.2541,1061162.0
2020-08-19,27.2541,27.4389,26.9098,26.9434,1020197.0
2020-08-20,27.2289,27.3969,26.9518,27.0358,1716604.0
2020-08-21,26.935,26.9854,26.641,26.8594,846446.0
2020-08-22,26.935,26.9854,26.641,26.8594,846446.0
2020-08-23,26.935,26.9854,26.641,26.8594,846446.0
2020-08-24,26.851,27.3129,26.7712,27.2961,603883.0
2020-08-25,27.2709,27.3003,26.9182,27.019,990631.0
2020-08-26,26.8846,26.8846,26.1119,26.2631,945331.0
2020-08-27,26.3807,26.7334,26.2883,26.4898,563912.0
2020-08-28,26.6074,26.7166,26.3429,26.6998,578761.0
2020-08-29,26.6074,26.7166,26.3429,26.6998,578761.0
2020-08-30,26.6074,26.7166,26.3429,26.6998,578761.0
2020-08-31,26.7838,26.9434,26.536,26.7586,1198653.0
2020-09-01,26.6242,26.6242,26.1203,26.3639,667765.0
2020-09-02,26.3891,27.3381,26.2715,27.1533,656305.0
2020-09-03,27.3213,27.4389,26.4688,26.7166,761600.0
2020-09-04,26.9014,26.9178,26.1203,26.4898,775540.0
2020-09-05,26.9014,26.9178,26.1203,26.4898,775540.0
2020-09-06,26.9014,26.9178,26.1203,26.4898,775540.0
2020-09-07,26.9014,26.9178,26.1203,26.4898,775540.0
2020-09-08,26.4478,26.5486,25.5324,25.9103,1432305.0
2020-09-09,26.1203,26.4184,25.7339,26.1035,1341709.0
2020-09-10,26.1119,26.1119,25.4652,25.5072,1009414.0
2020-09-11,25.65,25.65,25.1376,25.3308,1266434.0
2020-09-12,25.65,25.65,25.1376,25.3308,1266434.0
2020-09-13,25.65,25.65,25.1376,25.3308,1266434.0
2020-09-14,25.4652,25.7339,25.3308,25.3896,1213734.0
2020-09-15,25.4736,25.6248,24.6673,24.7597,1805752.0
2020-09-16,24.7345,25.2048,24.6337,24.9697,1433220.0
2020-09-17,24.7681,24.7681,24.2305,24.6757,1487197.0
2020-09-18,24.8269,24.9445,24.1634,24.2306,2726681.0
2020-09-19,24.8269,24.9445,24.1634,24.2306,2726681.0
2020-09-20,24.8269,24.9445,24.1634,24.2306,2726681.0
2020-09-21,23.7854,24.4111,23.7266,24.0962,1607810.0
2020-09-22,24.0962,24.6589,24.071,24.3229,1065299.0
2020-09-23,24.4153,24.9529,24.3649,24.4069,2225827.0
2020-09-24,24.3733,24.6085,24.0038,24.4321,1125366.0
2020-09-25,24.2222,24.6673,24.1718,24.6169,794605.0
2020-09-26,24.2222,24.6673,24.1718,24.6169,794605.0
2020-09-27,24.2222,24.6673,24.1718,24.6169,794605.0
2020-09-28,24.8521,24.9445,24.5959,24.9109,1136155.0
2020-09-29,25.0032,25.4232,24.9193,24.9193,904533.0
2020-09-30,25.1292,25.2972,24.9193,25.188,1344748.0
2020-10-01,25.1628,25.6458,25.1208,25.3644,1139728.0
2020-10-02,25.0284,26.1539,24.9948,26.0867,911647.0
2020-10-03,25.0284,26.1539,24.9948,26.0867,911647.0
2020-10-04,25.0284,26.1539,24.9948,26.0867,911647.0
2020-10-05,26.1791,27.0274,26.0699,26.9014,1661024.0
2020-10-06,27.0694,27.7077,26.7922,27.1953,1603951.0
2020-10-07,27.1953,27.2961,26.7082,26.9098,1004937.0
2020-10-08,27.061,27.5271,26.9602,27.4977,850724.0
2020-10-09,27.6529,27.7167,27.2107,27.2277,821797.0
2020-10-10,27.6529,27.7167,27.2107,27.2277,821797.0
2020-10-11,27.6529,27.7167,27.2107,27.2277,821797.0
2020-10-12,27.1597,27.4658,27.0747,27.3042,982503.0
2020-10-13,27.0151,27.0662,26.1308,26.4794,965589.0
2020-10-14,26.4114,26.8876,26.2923,26.2923,749263.0
2020-10-15,26.3434,26.8621,26.1138,26.743,646159.0
2020-10-16,26.6835,26.9216,26.4709,26.8366,729431.0
2020-10-17,26.6835,26.9216,26.4709,26.8366,729431.0
2020-10-18,26.6835,26.9216,26.4709,26.8366,729431.0
2020-10-19,26.9131,27.1002,26.777,26.8196,976015.0
2020-10-20,27.1937,27.942,26.7855,27.3893,1317548.0
2020-10-21,27.1172,27.5849,26.8876,26.9046,1466506.0
2020-10-22,26.8366,27.6444,26.641,27.6274,926078.0
2020-10-23,27.857,28.2566,27.7209,28.1971,932408.0
2020-10-24,27.857,28.2566,27.7209,28.1971,932408.0
2020-10-25,27.857,28.2566,27.7209,28.1971,932408.0
2020-10-26,28.0781,28.0781,27.6529,27.993,714514.0
2020-10-27,27.9675,28.027,27.5934,27.6274,1287679.0
2020-10-28,27.2107,27.5423,26.3349,26.4284,1287313.0
2020-10-29,26.2498,26.556,25.8247,26.3264,1056879.0
2020-10-30,26.2158,26.5712,26.0458,26.1648,1475239.0
2020-10-31,26.2158,26.5712,26.0458,26.1648,1475239.0
2020-11-01,26.2158,26.5712,26.0458,26.1648,1475239.0
2020-11-02,26.4624,27.0236,26.2583,27.0151,1009564.0
2020-11-03,27.4318,27.7889,27.3213,27.6444,807428.0
2020-11-04,27.4403,27.9675,26.9981,27.4148,835072.0
2020-11-05,27.3808,27.925,26.8026,27.1852,1087295.0
2020-11-06,27.1257,27.3893,26.8026,26.9386,746504.0
2020-11-07,27.1257,27.3893,26.8026,26.9386,746504.0
2020-11-08,27.1257,27.3893,26.8026,26.9386,746504.0
2020-11-09,28.3246,29.5066,27.7124,27.7719,1254388.0
2020-11-10,27.9505,29.1665,27.9505,29.0985,1240068.0
2020-11-11,28.9964,29.243,28.6393,28.8689,966233.0
2020-11-12,28.5883,28.7923,27.5679,27.8315,927124.0
2020-11-13,28.4352,29.0985,28.1376,28.8774,1160306.0
2020-11-14,28.4352,29.0985,28.1376,28.8774,1160306.0
2020-11-15,28.4352,29.0985,28.1376,28.8774,1160306.0
2020-11-16,29.0814,29.5151,28.8434,29.5066,1254363.0
2020-11-17,29.175,29.5236,29.0219,29.09,883927.0
2020-11-18,29.2685,29.3706,28.2736,28.2991,1412948.0
2020-11-19,28.3927,28.6903,28.061,28.4692,1470381.0
2020-11-20,28.2651,28.8434,28.2651,28.6818,1402414.0
2020-11-21,28.2651,28.8434,28.2651,28.6818,1402414.0
2020-11-22,28.2651,28.8434,28.2651,28.6818,1402414.0
2020-11-23,28.7073,29.1835,28.6563,28.9709,995020.0
2020-11-24,29.3365,29.9658,29.2132,29.5576,1124122.0
2020-11-25,29.4981,29.8127,29.328,29.4556,1470399.0
2020-11-26,29.4981,29.8127,29.328,29.4556,1470399.0
2020-11-27,29.4726,29.4726,28.5457,28.6138,574896.0
2020-11-28,29.4726,29.4726,28.5457,28.6138,574896.0
2020-11-29,29.4726,29.4726,28.5457,28.6138,574896.0
2020-11-30,28.4097,28.5797,27.5253,27.5423,3202392.0
2020-12-01,27.84,28.4437,27.7209,27.8059,1273645.0
2020-12-02,27.6699,28.1121,27.0321,28.0781,1120544.0
2020-12-03,28.0185,28.0525,27.6019,27.7379,836568.0
2020-12-04,27.925,28.1631,27.6529,27.959,830511.0
2020-12-05,27.925,28.1631,27.6529,27.959,830511.0
2020-12-06,27.925,28.1631,27.6529,27.959,830511.0
2020-12-07,27.857,28.2991,27.7294,27.9845,952692.0
2020-12-08,27.6784,27.976,27.6019,27.6699,826890.0
2020-12-09,27.7719,27.942,27.436,27.8995,1025916.0
2020-12-10,27.9335,27.9335,27.4233,27.4998,605813.0
2020-12-11,27.4233,27.6784,27.2617,27.3468,836600.0
2020-12-12,27.4233,27.6784,27.2617,27.3468,836600.0
2020-12-13,27.4233,27.6784,27.2617,27.3468,836600.0
2020-12-14,27.6784,27.8697,27.2192,27.2787,881142.0
2020-12-15,27.4658,27.7974,27.2447,27.4913,972442.0
2020-12-16,27.7464,27.7464,27.1172,27.1852,1024845.0
2020-12-17,27.3042,27.4403,26.8026,26.8026,1021567.0
2020-12-18,26.8961,27.1002,26.3264,26.4794,2943599.0
2020-12-19,26.8961,27.1002,26.3264,26.4794,2943599.0
2020-12-20,26.8961,27.1002,26.3264,26.4794,2943599.0
2020-12-21,26.1478,26.3604,25.6716,25.9267,1083607.0
2020-12-22,25.8162,26.2116,25.7849,26.0968,1029121.0
2020-12-23,26.2498,26.692,26.2328,26.3009,1368371.0
2020-12-24,26.3944,26.5389,26.0202,26.4879,361888.0
2020-12-25,26.3944,26.5389,26.0202,26.4879,361888.0
2020-12-26,26.3944,26.5389,26.0202,26.4879,361888.0
2020-12-27,26.3944,26.5389,26.0202,26.4879,361888.0
2020-12-28,26.607,26.8961,26.4879,26.692,795513.0
2020-12-29,26.794,26.9207,26.3179,26.3774,652054.0
2020-12-30,26.4539,26.8961,26.4539,26.8281,629650.0
2020-12-31,26.777,27.1469,26.7005,27.0917,787661.0
2021-01-01,26.777,27.1469,26.7005,27.0917,787661.0
2021-01-02,26.777,27.1469,26.7005,27.0917,787661.0
2021-01-03,26.777,27.1469,26.7005,27.0917,787661.0
2021-01-04,27.2107,27.2787,26.675,27.1597,2180726.0
2021-01-05,27.1172,27.3213,26.8281,27.1767,1663935.0
2021-01-06,27.5083,28.1461,27.5083,27.993,1183429.0
2021-01-07,27.9675,28.1036,27.2532,27.3808,1761381.0
2021-01-08,27.4346,27.7704,27.2538,27.6154,2200351.0
2021-01-09,27.4346,27.7704,27.2538,27.6154,2200351.0
2021-01-10,27.4346,27.7704,27.2538,27.6154,2200351.0
2021-01-11,27.3915,27.5896,26.8404,27.2365,1215115.0
2021-01-12,27.2107,27.3356,26.7371,26.8318,1742669.0
2021-01-13,26.5132,26.9438,26.341,26.8232,1795764.0
2021-01-14,26.7285,26.9093,26.4271,26.4529,1049418.0
2021-01-15,26.3582,27.0729,26.0999,26.9524,1671044.0
2021-01-16,26.3582,27.0729,26.0999,26.9524,1671044.0
2021-01-17,26.3582,27.0729,26.0999,26.9524,1671044.0
2021-01-18,26.3582,27.0729,26.0999,26.9524,1671044.0
2021-01-19,27.0988,27.1418,26.7027,26.7716,723139.0
2021-01-20,26.7457,27.0815,26.6252,27.004,1467103.0
2021-01-21,26.9265,27.1763,26.8318,26.9524,1055906.0
2021-01-22,26.7457,27.0127,26.4443,27.004,1091394.0
2021-01-23,26.7457,27.0127,26.4443,27.004,1091394.0
2021-01-24,26.7457,27.0127,26.4443,27.004,1091394.0
2021-01-25,26.849,27.5379,26.651,27.4002,1297129.0
2021-01-26,27.5207,27.6154,26.9352,27.1849,1086079.0
2021-01-27,26.9265,27.3313,26.4357,26.4529,1689565.0
2021-01-28,26.6768,27.1677,26.5649,26.6596,997859.0
2021-01-29,26.6166,26.8232,26.031,26.2807,2352319.0
2021-01-30,26.6166,26.8232,26.031,26.2807,2352319.0
2021-01-31,26.6166,26.8232,26.031,26.2807,2352319.0
2021-02-01,26.341,26.7629,26.1946,26.5304,985521.0
2021-02-02,26.7457,27.1504,26.5304,26.9007,1026650.0
2021-02-03,26.7371,26.8232,26.3238,26.5304,926639.0
2021-02-04,26.6079,27.0471,26.4529,27.0213,1147145.0
2021-02-05,27.2796,27.2796,26.8921,27.0643,983916.0
2021-02-06,27.2796,27.2796,26.8921,27.0643,983916.0
2021-02-07,27.2796,27.2796,26.8921,27.0643,983916.0
2021-02-08,27.1074,27.1461,26.6941,26.7113,800703.0
2021-02-09,26.7629,26.849,26.5477,26.6338,780559.0
2021-02-10,26.8663,27.3657,26.7974,27.2968,1012287.0
2021-02-11,27.3485,27.6326,27.1332,27.2624,807709.0
2021-02-12,27.1849,27.3743,27.004,27.159,568652.0
2021-02-13,27.1849,27.3743,27.004,27.159,568652.0
2021-02-14,27.1849,27.3743,27.004,27.159,568652.0
2021-02-15,27.1849,27.3743,27.004,27.159,568652.0
2021-02-16,27.2193,27.3485,27.0299,27.2365,642364.0
2021-02-17,27.4432,27.4949,27.1763,27.3485,815771.0
2021-02-18,27.271,27.5724,27.2452,27.3399,991714.0
2021-02-19,27.3829,27.5724,27.2608,27.4863,1107435.0
2021-02-20,27.3829,27.5724,27.2608,27.4863,1107435.0
2021-02-21,27.3829,27.5724,27.2608,27.4863,1107435.0
2021-02-22,27.5552,27.5982,26.5907,26.7802,1096324.0
2021-02-23,27.0471,27.1246,26.7586,27.0385,839552.0
2021-02-24,27.116,27.1849,26.7543,26.8318,1203364.0
2021-02-25,26.6079,26.961,25.2991,25.4971,3135481.0
2021-02-26,25.4971,25.7468,25.1269,25.2044,2402829.0
2021-02-27,25.4971,25.7468,25.1269,25.2044,2402829.0
2021-02-28,25.4971,25.7468,25.1269,25.2044,2402829.0
2021-03-01,25.6521,26.1171,25.4368,25.4799,1323788.0
2021-03-02,25.4713,25.7727,25.2646,25.6263,1038633.0
2021-03-03,25.6693,25.9707,25.4455,25.9105,2164182.0
2021-03-04,26.1257,26.7888,25.9793,26.4874,1503203.0
2021-03-05,26.6424,27.3829,26.5046,27.3313,1185200.0
