,WM US Equity,WM US Equity,WM US Equity,WM US Equity,WM US Equity
2023-07-07,167.9006,169.3627,167.7919,167.95,1167474.0
2023-07-08,167.9006,169.3627,167.7919,167.95,1167474.0
2023-07-09,167.9006,169.3627,167.7919,167.95,1167474.0
2023-07-10,167.9401,169.5602,167.9302,169.0564,1079501.0
2023-07-11,168.849,169.4516,165.8754,168.1575,1596884.0
2023-07-12,168.8984,169.2342,166.2712,167.1301,1547532.0
2023-07-13,166.8337,167.4363,165.994,166.3002,2109181.0
2023-07-14,165.7668,166.6608,165.0753,166.5176,1553962.0
2023-07-15,165.7668,166.6608,165.0753,166.5176,1553962.0
2023-07-16,165.7668,166.6608,165.0753,166.5176,1553962.0
2023-07-17,166.3595,166.972,165.668,165.7273,1147267.0
2023-07-18,165.263,166.3891,163.9589,164.5912,1417385.0
2023-07-19,164.8184,165.9446,163.9787,164.6801,1483383.0
2023-07-20,164.5122,169.9159,164.3245,169.8171,1589185.0
2023-07-21,169.9752,171.1013,169.7282,170.3209,1601726.0
2023-07-22,169.9752,171.1013,169.7282,170.3209,1601726.0
2023-07-23,169.9752,171.1013,169.7282,170.3209,1601726.0
2023-07-24,170.6074,170.6962,169.2145,169.7183,1065665.0
2023-07-25,169.5701,170.3604,168.3847,169.6689,1524427.0
2023-07-26,164.7789,165.6384,161.9437,162.9414,3338986.0
2023-07-27,162.8426,163.9787,159.7802,161.9832,2456202.0
2023-07-28,162.9118,163.0056,160.4618,160.9657,1826351.0
2023-07-29,162.9118,163.0056,160.4618,160.9657,1826351.0
2023-07-30,162.9118,163.0056,160.4618,160.9657,1826351.0
2023-07-31,161.0249,162.2746,160.5409,161.8054,1854166.0
2023-08-01,162.2499,164.3245,159.9877,160.5409,2072115.0
2023-08-02,160.5409,162.8723,160.4223,161.4398,1419928.0
2023-08-03,161.0249,161.5535,158.8417,158.9899,1412475.0
2023-08-04,159.0393,159.8889,158.2687,158.4861,1137184.0
2023-08-05,159.0393,159.8889,158.2687,158.4861,1137184.0
2023-08-06,159.0393,159.8889,158.2687,158.4861,1137184.0
2023-08-07,158.496,159.6024,158.3181,159.2961,1054610.0
2023-08-08,159.7308,159.9531,157.1722,157.8637,1043943.0
2023-08-09,157.9674,160.2939,157.7353,159.5431,1140316.0
2023-08-10,159.059,160.1655,157.3599,157.8933,1427500.0
2023-08-11,157.7748,159.1638,157.7748,158.9899,932249.0
2023-08-12,157.7748,159.1638,157.7748,158.9899,932249.0
2023-08-13,157.7748,159.1638,157.7748,158.9899,932249.0
2023-08-14,159.0689,159.9185,158.5635,158.7824,1024346.0
2023-08-15,158.0613,158.9603,156.9845,157.0438,1173725.0
2023-08-16,157.2018,159.148,156.7125,158.081,1118830.0
2023-08-17,157.7155,158.6046,156.5103,156.5696,1229681.0
2023-08-18,156.8363,157.676,156.6289,156.945,1209413.0
2023-08-19,156.8363,157.676,156.6289,156.945,1209413.0
2023-08-20,156.8363,157.676,156.6289,156.945,1209413.0
2023-08-21,156.7672,157.7847,156.2337,156.945,950611.0
2023-08-22,156.451,157.271,156.0855,156.2139,857817.0
2023-08-23,156.8659,157.0536,155.6904,156.4609,1245055.0
2023-08-24,156.3325,157.187,155.315,155.3742,994615.0
2023-08-25,156.0855,157.0734,155.8879,156.4115,1796797.0
2023-08-26,156.0855,157.0734,155.8879,156.4115,1796797.0
2023-08-27,156.0855,157.0734,155.8879,156.4115,1796797.0
2023-08-28,156.4412,157.2413,155.7892,156.0262,975443.0
2023-08-29,155.6607,156.2831,154.4852,156.2139,1218341.0
2023-08-30,157.103,157.8538,156.2706,156.698,1219000.0
2023-08-31,156.8758,157.2315,154.7716,154.8803,1839220.0
2023-09-01,155.5125,155.9769,154.6037,155.1075,1217817.0
2023-09-02,155.5125,155.9769,154.6037,155.1075,1217817.0
2023-09-03,155.5125,155.9769,154.6037,155.1075,1217817.0
2023-09-04,155.5125,155.9769,154.6037,155.1075,1217817.0
2023-09-05,154.9989,155.8879,153.2503,155.1273,1553709.0
2023-09-06,154.7025,155.0384,153.4775,154.0801,1380219.0
2023-09-07,154.3084,155.906,154.1,155.6976,1008152.0
2023-09-08,156.2335,156.6751,155.0526,155.2511,928747.0
2023-09-09,156.2335,156.6751,155.0526,155.2511,928747.0
2023-09-10,156.2335,156.6751,155.0526,155.2511,928747.0
2023-09-11,155.2312,156.293,154.9633,156.2732,1310259.0
2023-09-12,156.6106,157.6525,156.3923,157.3647,1118387.0
2023-09-13,157.7617,159.4189,157.206,159.1708,1367326.0
2023-09-14,159.8059,160.1185,158.0608,159.1212,1592879.0
2023-09-15,159.27,160.7089,159.141,159.2502,3162784.0
2023-09-16,159.27,160.7089,159.141,159.2502,3162784.0
2023-09-17,159.27,160.7089,159.141,159.2502,3162784.0
2023-09-18,159.6471,159.7215,157.3449,158.6052,1317195.0
2023-09-19,158.5059,159.1013,157.7915,158.4464,1040103.0
2023-09-20,158.6548,159.8853,157.5632,158.8235,1074148.0
2023-09-21,158.7143,159.0716,156.2533,156.2831,1669656.0
2023-09-22,155.7969,156.8686,155.2312,155.2709,1192093.0
2023-09-23,155.7969,156.8686,155.2312,155.2709,1192093.0
2023-09-24,155.7969,156.8686,155.2312,155.2709,1192093.0
2023-09-25,155.0427,156.293,154.9831,155.9556,1298457.0
2023-09-26,155.4098,155.7373,154.2789,154.487,1393377.0
2023-09-27,154.4969,154.7847,152.3038,153.2366,1894174.0
2023-09-28,153.7129,154.0553,152.7802,153.2565,1469047.0
2023-09-29,153.8122,153.8519,150.9443,151.2718,1387309.0
2023-09-30,153.8122,153.8519,150.9443,151.2718,1387309.0
2023-10-01,153.8122,153.8519,150.9443,151.2718,1387309.0
2023-10-02,151.6489,151.7779,149.1533,150.0512,1337509.0
2023-10-03,149.6047,151.5397,148.5627,151.3909,1519410.0
2023-10-04,151.7878,153.0779,150.9245,152.7802,1277732.0
2023-10-05,152.7802,153.7626,152.7702,153.5343,1103495.0
2023-10-06,153.1076,154.7946,151.7283,154.2488,1252833.0
2023-10-07,153.1076,154.7946,151.7283,154.2488,1252833.0
2023-10-08,153.1076,154.7946,151.7283,154.2488,1252833.0
2023-10-09,153.6534,156.3526,153.4153,156.2732,1016612.0
2023-10-10,156.1342,156.6552,154.2587,155.648,1337323.0
2023-10-11,155.8961,156.1938,153.7923,155.4793,1189038.0
2023-10-12,155.6381,156.4865,152.9985,153.8618,1149064.0
2023-10-13,154.5763,157.8014,153.966,157.593,2693428.0
2023-10-14,154.5763,157.8014,153.966,157.593,2693428.0
2023-10-15,154.5763,157.8014,153.966,157.593,2693428.0
2023-10-16,157.8609,159.4685,157.3251,158.6151,1708105.0
2023-10-17,158.3273,159.6124,157.98,158.8334,1177353.0
2023-10-18,159.2601,159.7662,157.2953,157.8311,1134989.0
2023-10-19,157.0968,158.3968,155.5984,155.8663,1168340.0
2023-10-20,156.0449,157.2953,155.1363,155.3801,1425278.0
2023-10-21,156.0449,157.2953,155.1363,155.3801,1425278.0
2023-10-22,156.0449,157.2953,155.1363,155.3801,1425278.0
2023-10-23,156.9976,157.8907,154.6854,154.7648,1998705.0
2023-10-24,154.5167,156.5064,152.7702,153.445,2533275.0
2023-10-25,155.8465,163.7554,155.1618,162.8127,4085387.0
2023-10-26,162.8623,163.5768,161.3341,161.5723,2002230.0
2023-10-27,161.602,163.1401,159.662,160.1433,1586511.0
2023-10-28,161.602,163.1401,159.662,160.1433,1586511.0
2023-10-29,161.602,163.1401,159.662,160.1433,1586511.0
2023-10-30,160.6593,162.2967,160.3616,161.5028,1855258.0
2023-10-31,161.87,163.4279,160.7883,163.0707,1540071.0
2023-11-01,162.8127,163.5073,161.7806,162.7829,1383346.0
2023-11-02,161.0959,166.2561,161.0959,165.5714,1695141.0
2023-11-03,166.782,167.822,166.0278,166.8316,1533310.0
2023-11-04,166.782,167.822,166.0278,166.8316,1533310.0
2023-11-05,166.782,167.822,166.0278,166.8316,1533310.0
2023-11-06,166.8316,168.0324,166.4942,167.9232,1412919.0
2023-11-07,168.2805,168.598,167.4469,168.0621,1299183.0
2023-11-08,168.3797,169.0247,167.6553,168.9652,1168328.0
2023-11-09,168.8262,169.0545,168.1316,168.7568,1360644.0
2023-11-10,169.2132,170.6819,168.4988,170.4537,1622984.0
2023-11-11,169.2132,170.6819,168.4988,170.4537,1622984.0
2023-11-12,169.2132,170.6819,168.4988,170.4537,1622984.0
2023-11-13,170.4537,171.2475,169.898,170.3743,1276378.0
2023-11-14,170.0865,171.188,169.2827,170.8208,1821182.0
2023-11-15,170.6819,171.4236,169.3819,169.8583,1655309.0
2023-11-16,170.5033,170.6521,169.4018,170.1262,1843696.0
2023-11-17,170.4735,170.4735,168.8461,169.243,1966539.0
2023-11-18,170.4735,170.4735,168.8461,169.243,1966539.0
2023-11-19,170.4735,170.4735,168.8461,169.243,1966539.0
2023-11-20,168.3201,170.6124,167.5884,169.8682,1411169.0
2023-11-21,169.6896,170.414,168.7468,170.3743,1050551.0
2023-11-22,170.3743,170.7911,169.7293,170.4537,1124887.0
2023-11-23,170.3743,170.7911,169.7293,170.4537,1124887.0
2023-11-24,171.4956,171.4956,169.8086,170.6918,550614.0
2023-11-25,171.4956,171.4956,169.8086,170.6918,550614.0
2023-11-26,171.4956,171.4956,169.8086,170.6918,550614.0
2023-11-27,170.0071,170.4338,169.114,170.1659,1344452.0
2023-11-28,170.0369,170.0865,168.1812,168.3797,1783468.0
2023-11-29,168.3598,168.6972,167.556,168.4392,1305838.0
2023-11-30,168.9175,170.5816,168.1303,170.3823,2514339.0
2023-12-01,170.6314,173.3069,170.183,173.1823,1654183.0
2023-12-02,170.6314,173.3069,170.183,173.1823,1654183.0
2023-12-03,170.6314,173.3069,170.183,173.1823,1654183.0
2023-12-04,172.2457,173.8499,172.146,173.7702,1701887.0
2023-12-05,173.84,174.1788,172.2058,172.4549,1469350.0
2023-12-06,171.9866,173.3816,171.6079,173.3318,1444055.0
2023-12-07,173.0926,173.1026,170.8606,172.2257,1369246.0
2023-12-08,171.7674,172.6243,170.5417,171.8869,1638504.0
2023-12-09,171.7674,172.6243,170.5417,171.8869,1638504.0
2023-12-10,171.7674,172.6243,170.5417,171.8869,1638504.0
2023-12-11,172.0464,173.3916,171.6926,172.7638,1118415.0
2023-12-12,174.1987,176.1517,172.8933,175.9624,1756214.0
2023-12-13,175.9823,178.4386,175.6136,178.4236,2047016.0
2023-12-14,178.4934,178.8621,174.7069,176.0421,2357497.0
2023-12-15,172.4848,174.8862,172.3951,173.9296,3676742.0
2023-12-16,172.4848,174.8862,172.3951,173.9296,3676742.0
2023-12-17,172.4848,174.8862,172.3951,173.9296,3676742.0
2023-12-18,174.8464,177.4272,174.388,176.9987,1807797.0
2023-12-19,177.3076,177.4172,175.6535,176.1517,1322234.0
2023-12-20,176.1418,176.9987,175.0058,175.1353,1049722.0
2023-12-21,175.0855,176.7297,174.9958,176.1816,1061388.0
2023-12-22,176.8094,177.1083,176.062,176.3211,1291147.0
2023-12-23,176.8094,177.1083,176.062,176.3211,1291147.0
2023-12-24,176.8094,177.1083,176.062,176.3211,1291147.0
2023-12-25,176.8094,177.1083,176.062,176.3211,1291147.0
2023-12-26,175.6934,177.1781,175.1204,176.8891,631257.0
2023-12-27,176.4806,177.5169,176.2049,177.1183,772384.0
2023-12-28,177.746,177.9354,177.1482,177.5069,774333.0
2023-12-29,177.6564,179.161,177.3674,178.4635,1256428.0
2023-12-30,177.6564,179.161,177.3674,178.4635,1256428.0
2023-12-31,177.6564,179.161,177.3674,178.4635,1256428.0
2024-01-01,177.6564,179.161,177.3674,178.4635,1256428.0
2024-01-02,177.0884,180.0678,177.0386,178.9717,1299038.0
2024-01-03,179.3603,180.835,177.5368,177.8955,1826283.0
2024-01-04,178.6129,180.0179,178.1347,178.1546,1376369.0
2024-01-05,178.2841,178.4984,176.6001,177.1382,1415660.0
2024-01-06,178.2841,178.4984,176.6001,177.1382,1415660.0
2024-01-07,178.2841,178.4984,176.6001,177.1382,1415660.0
2024-01-08,177.5268,177.7161,176.0521,177.6065,1536444.0
2024-01-09,177.3973,178.2343,176.7496,177.5966,1325147.0
2024-01-10,177.2578,178.6129,177.0286,178.5432,1196289.0
2024-01-11,178.882,179.0514,177.198,178.5831,1176509.0
2024-01-12,179.3603,180.9347,178.3638,180.7553,1035722.0
2024-01-13,179.3603,180.9347,178.3638,180.7553,1035722.0
2024-01-14,179.3603,180.9347,178.3638,180.7553,1035722.0
2024-01-15,179.3603,180.9347,178.3638,180.7553,1035722.0
2024-01-16,180.3567,180.9136,179.5297,180.1275,1456101.0
2024-01-17,179.9781,183.4756,179.6094,180.8251,1751493.0
2024-01-18,181.3532,182.9873,180.9147,182.8578,1732162.0
2024-01-19,183.4059,184.2728,182.519,183.7945,1571596.0
2024-01-20,183.4059,184.2728,182.519,183.7945,1571596.0
2024-01-21,183.4059,184.2728,182.519,183.7945,1571596.0
2024-01-22,183.8343,184.4621,182.2799,184.2528,1651639.0
2024-01-23,184.2329,185.0898,183.4457,184.8806,1355870.0
2024-01-24,185.319,185.7374,183.0272,183.1468,1436789.0
2024-01-25,183.0372,184.5518,182.3496,184.4422,1427385.0
2024-01-26,184.7909,185.4585,184.5418,185.1496,1231166.0
2024-01-27,184.7909,185.4585,184.5418,185.1496,1231166.0
2024-01-28,184.7909,185.4585,184.5418,185.1496,1231166.0
2024-01-29,184.9503,185.6728,184.5418,184.6913,1400012.0
2024-01-30,185.1895,186.5546,184.5119,186.445,1309619.0
2024-01-31,187.0429,187.3318,184.0635,184.9703,3423623.0
2024-02-01,184.8607,187.7703,184.1931,187.7504,1434797.0
2024-02-02,187.7504,188.2585,186.2457,187.5411,1696582.0
2024-02-03,187.7504,188.2585,186.2457,187.5411,1696582.0
2024-02-04,187.7504,188.2585,186.2457,187.5411,1696582.0
2024-02-05,187.2721,188.1988,186.5347,187.5311,1524708.0
2024-02-06,187.8301,188.9859,187.0329,188.5375,2009518.0
2024-02-07,189.1653,189.6835,188.3881,189.3048,1691896.0
2024-02-08,189.5041,189.7632,187.85,188.8166,1154438.0
2024-02-09,188.8265,189.1055,186.8934,188.1888,1678092.0
2024-02-10,188.8265,189.1055,186.8934,188.1888,1678092.0
2024-02-11,188.8265,189.1055,186.8934,188.1888,1678092.0
2024-02-12,187.4016,188.418,186.8137,187.5909,2022501.0
2024-02-13,196.0009,198.781,193.5098,198.781,3263017.0
2024-02-14,198.3625,199.2095,195.2735,198.4522,3308730.0
2024-02-15,197.8045,198.7611,196.3098,198.4024,2449003.0
2024-02-16,199.2792,201.9696,198.2928,200.8237,2588036.0
2024-02-17,199.2792,201.9696,198.2928,200.8237,2588036.0
2024-02-18,199.2792,201.9696,198.2928,200.8237,2588036.0
2024-02-19,199.2792,201.9696,198.2928,200.8237,2588036.0
2024-02-20,201.2821,203.833,200.8038,201.0728,2548368.0
2024-02-21,201.6906,203.6437,201.3219,203.5042,1850135.0
2024-02-22,203.3049,207.4401,203.0956,206.5035,2267775.0
2024-02-23,206.8622,207.8885,206.1547,207.3106,1687146.0
2024-02-24,206.8622,207.8885,206.1547,207.3106,1687146.0
2024-02-25,206.8622,207.8885,206.1547,207.3106,1687146.0
2024-02-26,208.1277,208.4764,206.6131,206.7227,1664297.0
2024-02-27,205.7462,207.201,204.8593,207.0415,1208145.0
2024-02-28,207.9882,209.0344,206.1198,206.5234,1705745.0
2024-02-29,206.3141,206.8124,203.7732,204.9191,3030014.0
2024-03-01,203.8031,205.1652,202.8963,205.0586,1329819.0
2024-03-02,203.8031,205.1652,202.8963,205.0586,1329819.0
2024-03-03,203.8031,205.1652,202.8963,205.0586,1329819.0
2024-03-04,205.2579,206.9818,205.1433,206.065,1865388.0
2024-03-05,206.2643,207.0615,205.1981,206.1348,1208663.0
2024-03-06,205.5568,207.3594,205.4572,207.1811,1362971.0
2024-03-07,207.8188,208.3768,205.6963,206.5234,1661889.0
2024-03-08,206.1049,208.0978,205.2978,207.0117,1338344.0
2024-03-09,206.1049,208.0978,205.2978,207.0117,1338344.0
2024-03-10,206.1049,208.0978,205.2978,207.0117,1338344.0
2024-03-11,206.8124,208.6359,205.9355,208.5362,1218775.0
2024-03-12,207.8686,209.8615,207.6793,209.0444,1035984.0
2024-03-13,209.722,210.2999,208.5063,210.2501,1121204.0
2024-03-14,210.72,210.94,208.75,210.31,1028288.0
2024-03-15,208.98,210.92,208.95,210.53,2096005.0
2024-03-16,208.98,210.92,208.95,210.53,2096005.0
2024-03-17,208.98,210.92,208.95,210.53,2096005.0
2024-03-18,210.59,212.25,210.37,211.67,1273522.0
2024-03-19,212.79,213.0,211.32,212.08,1267893.0
2024-03-20,212.4,212.73,211.44,211.86,1040697.0
2024-03-21,211.87,212.7173,210.775,212.43,1918105.0
2024-03-22,212.45,212.595,210.96,211.78,1453736.0
2024-03-23,212.45,212.595,210.96,211.78,1453736.0
2024-03-24,212.45,212.595,210.96,211.78,1453736.0
2024-03-25,211.56,212.24,211.07,211.77,1306854.0
2024-03-26,211.58,212.69,211.3801,211.77,1577781.0
2024-03-27,212.8,214.02,212.54,213.97,1392574.0
2024-03-28,214.29,214.54,211.975,213.15,2699109.0
2024-03-29,214.29,214.54,211.975,213.15,2699109.0
2024-03-30,214.29,214.54,211.975,213.15,2699109.0
2024-03-31,214.29,214.54,211.975,213.15,2699109.0
2024-04-01,212.61,213.52,211.86,212.91,1205661.0
2024-04-02,212.24,213.36,210.53,211.11,1543819.0
2024-04-03,210.97,211.34,209.93,210.42,1700898.0
2024-04-04,211.35,211.52,206.58,207.09,2112269.0
2024-04-05,207.71,207.86,206.26,206.93,2761269.0
2024-04-06,207.71,207.86,206.26,206.93,2761269.0
2024-04-07,207.71,207.86,206.26,206.93,2761269.0
2024-04-08,206.76,207.39,206.01,206.7,2592865.0
