,GNRC US Equity,GNRC US Equity,GNRC US Equity,GNRC US Equity,GNRC US Equity
2023-01-10,104.0,109.61,103.97,109.56,1864905.0
2023-01-11,110.19,111.87,108.9,111.68,1696226.0
2023-01-12,112.5,113.56,108.0501,113.55,1294568.0
2023-01-13,111.09,114.6,110.6039,113.66,1137828.0
2023-01-14,111.09,114.6,110.6039,113.66,1137828.0
2023-01-15,111.09,114.6,110.6039,113.66,1137828.0
2023-01-16,111.09,114.6,110.6039,113.66,1137828.0
2023-01-17,113.34,115.18,111.85,114.5,1141654.0
2023-01-18,115.73,117.0,113.2,113.91,968477.0
2023-01-19,112.0,112.49,104.68,105.32,1807730.0
2023-01-20,106.65,109.08,105.02,108.49,1374565.0
2023-01-21,106.65,109.08,105.02,108.49,1374565.0
2023-01-22,106.65,109.08,105.02,108.49,1374565.0
2023-01-23,110.03,116.21,108.1043,116.05,1289668.0
2023-01-24,114.5,116.2382,112.0,114.39,926487.0
2023-01-25,111.2,111.52,107.145,111.21,1245502.0
2023-01-26,112.53,114.73,111.19,112.97,1004800.0
2023-01-27,112.75,118.865,112.4,117.7,1064099.0
2023-01-28,112.75,118.865,112.4,117.7,1064099.0
2023-01-29,112.75,118.865,112.4,117.7,1064099.0
2023-01-30,115.17,115.64,112.46,113.14,1252503.0
2023-01-31,114.24,120.61,113.59,120.6,1338823.0
2023-02-01,120.1,127.05,118.77,126.54,1914602.0
2023-02-02,129.2,133.0,125.86,130.96,2195859.0
2023-02-03,124.24,128.0,121.79,122.44,1667317.0
2023-02-04,124.24,128.0,121.79,122.44,1667317.0
2023-02-05,124.24,128.0,121.79,122.44,1667317.0
2023-02-06,121.45,122.89,120.11,121.39,1094425.0
2023-02-07,120.22,123.13,119.44,122.63,1068759.0
2023-02-08,121.85,122.23,117.83,118.06,1167922.0
2023-02-09,119.28,121.63,116.78,117.92,909660.0
2023-02-10,116.0,118.0,114.77,116.66,879171.0
2023-02-11,116.0,118.0,114.77,116.66,879171.0
2023-02-12,116.0,118.0,114.77,116.66,879171.0
2023-02-13,116.97,122.71,116.0,122.24,1653289.0
2023-02-14,120.8,125.44,118.645,125.21,1865647.0
2023-02-15,127.55,141.54,127.55,135.23,4625485.0
2023-02-16,135.7,137.79,129.63,129.91,2349130.0
2023-02-17,127.0,127.15,123.534,126.77,2406845.0
2023-02-18,127.0,127.15,123.534,126.77,2406845.0
2023-02-19,127.0,127.15,123.534,126.77,2406845.0
2023-02-20,127.0,127.15,123.534,126.77,2406845.0
2023-02-21,122.715,123.65,115.72,115.77,1906898.0
2023-02-22,116.0,119.93,116.0,118.7,1227820.0
2023-02-23,120.42,122.415,117.89,121.27,1214059.0
2023-02-24,118.83,119.54,116.64,118.21,904196.0
2023-02-25,118.83,119.54,116.64,118.21,904196.0
2023-02-26,118.83,119.54,116.64,118.21,904196.0
2023-02-27,120.02,121.7,118.7051,119.61,825492.0
2023-02-28,119.12,122.07,118.77,120.01,1141073.0
2023-03-01,121.0,121.0,118.0775,118.24,843370.0
2023-03-02,116.18,122.305,115.65,121.99,933056.0
2023-03-03,123.2,126.78,122.37,126.6,1161623.0
2023-03-04,123.2,126.78,122.37,126.6,1161623.0
2023-03-05,123.2,126.78,122.37,126.6,1161623.0
2023-03-06,126.93,128.77,124.46,125.7,937331.0
2023-03-07,125.94,127.085,121.38,121.43,1047554.0
2023-03-08,121.07,121.75,118.5013,121.45,603781.0
2023-03-09,121.87,123.67,117.47,117.8,823767.0
2023-03-10,116.61,117.41,111.2796,113.16,1369518.0
2023-03-11,116.61,117.41,111.2796,113.16,1369518.0
2023-03-12,116.61,117.41,111.2796,113.16,1369518.0
2023-03-13,110.63,115.3,108.6101,113.64,1063722.0
2023-03-14,116.94,118.312,110.31,112.91,984223.0
2023-03-15,109.91,114.71,108.84,113.48,1115167.0
2023-03-16,113.65,116.84,112.01,115.53,1109212.0
2023-03-17,115.21,115.21,110.22,113.13,1378791.0
2023-03-18,115.21,115.21,110.22,113.13,1378791.0
2023-03-19,115.21,115.21,110.22,113.13,1378791.0
2023-03-20,112.64,114.24,108.45,111.71,1053824.0
2023-03-21,113.11,117.14,112.9,114.73,1124564.0
2023-03-22,114.56,115.2523,110.53,110.58,919952.0
2023-03-23,111.35,112.5,106.47,107.11,1262509.0
2023-03-24,105.41,111.25,104.78,111.22,1143289.0
2023-03-25,105.41,111.25,104.78,111.22,1143289.0
2023-03-26,105.41,111.25,104.78,111.22,1143289.0
2023-03-27,113.09,113.09,108.96,109.71,892290.0
2023-03-28,109.78,110.7821,108.17,109.78,706204.0
2023-03-29,111.46,113.255,109.31,112.58,707231.0
2023-03-30,114.99,115.9199,111.57,111.97,679292.0
2023-03-31,108.0,109.5,103.11,108.01,3561732.0
2023-04-01,108.0,109.5,103.11,108.01,3561732.0
2023-04-02,108.0,109.5,103.11,108.01,3561732.0
2023-04-03,109.18,110.07,106.805,108.53,1175494.0
2023-04-04,108.59,109.065,101.1401,101.8,1599777.0
2023-04-05,101.31,102.65,98.0,99.57,1410368.0
2023-04-06,98.58,100.01,97.15,99.8,1412917.0
2023-04-07,98.58,100.01,97.15,99.8,1412917.0
2023-04-08,98.58,100.01,97.15,99.8,1412917.0
2023-04-09,98.58,100.01,97.15,99.8,1412917.0
2023-04-10,99.44,102.23,98.795,102.2,973973.0
2023-04-11,102.24,103.3048,100.7301,101.46,1060759.0
2023-04-12,103.56,103.99,100.01,100.14,836552.0
2023-04-13,101.26,104.57,100.02,103.49,1412274.0
2023-04-14,103.66,104.44,100.7353,101.73,632738.0
2023-04-15,103.66,104.44,100.7353,101.73,632738.0
2023-04-16,103.66,104.44,100.7353,101.73,632738.0
2023-04-17,102.04,104.56,101.36,104.18,585278.0
2023-04-18,105.0,105.0,102.61,103.86,754610.0
2023-04-19,102.63,103.515,101.01,103.36,647558.0
2023-04-20,101.74,104.09,101.2,103.39,650959.0
2023-04-21,103.38,103.8,102.28,102.78,554269.0
2023-04-22,103.38,103.8,102.28,102.78,554269.0
2023-04-23,103.38,103.8,102.28,102.78,554269.0
2023-04-24,102.31,105.03,102.1054,104.7,662472.0
2023-04-25,103.33,104.45,101.71,102.1,593337.0
2023-04-26,101.2,101.2,92.225,93.04,1938280.0
2023-04-27,94.79,99.81,94.34,99.6,1470990.0
2023-04-28,99.96,102.67,98.75,102.22,982921.0
2023-04-29,99.96,102.67,98.75,102.22,982921.0
2023-04-30,99.96,102.67,98.75,102.22,982921.0
2023-05-01,102.16,103.02,100.0,102.52,1100141.0
2023-05-02,101.87,103.29,99.1125,102.8,1864052.0
2023-05-03,109.0,121.31,108.4801,114.74,3852411.0
2023-05-04,115.12,116.46,108.94,109.03,1786646.0
2023-05-05,111.16,115.005,111.0,114.18,1051238.0
2023-05-06,111.16,115.005,111.0,114.18,1051238.0
2023-05-07,111.16,115.005,111.0,114.18,1051238.0
2023-05-08,113.46,113.73,106.44,110.47,1320038.0
2023-05-09,109.0,111.83,109.0,111.77,748752.0
2023-05-10,113.53,115.4294,111.65,112.84,961530.0
2023-05-11,112.33,113.95,110.865,111.96,771360.0
2023-05-12,112.69,114.835,109.43,111.49,797615.0
2023-05-13,112.69,114.835,109.43,111.49,797615.0
2023-05-14,112.69,114.835,109.43,111.49,797615.0
2023-05-15,111.53,116.82,111.27,116.68,973699.0
2023-05-16,113.85,114.62,110.24,112.34,1117644.0
2023-05-17,113.72,116.6375,112.0,116.32,783827.0
2023-05-18,116.86,118.28,114.945,117.88,995602.0
2023-05-19,119.17,120.0,113.5,113.79,781712.0
2023-05-20,119.17,120.0,113.5,113.79,781712.0
2023-05-21,119.17,120.0,113.5,113.79,781712.0
2023-05-22,114.42,118.8999,114.2,118.28,785819.0
2023-05-23,118.28,120.0,116.4301,117.55,744521.0
2023-05-24,115.63,116.9391,114.1,116.11,564401.0
2023-05-25,117.19,117.3599,114.04,116.43,682098.0
2023-05-26,116.49,117.025,114.45,115.43,557053.0
2023-05-27,116.49,117.025,114.45,115.43,557053.0
2023-05-28,116.49,117.025,114.45,115.43,557053.0
2023-05-29,116.49,117.025,114.45,115.43,557053.0
2023-05-30,116.69,116.85,110.15,113.25,992843.0
2023-05-31,111.99,113.28,107.54,108.92,1421141.0
2023-06-01,108.12,114.11,107.61,113.56,925777.0
2023-06-02,117.35,117.35,112.02,114.78,821194.0
2023-06-03,117.35,117.35,112.02,114.78,821194.0
2023-06-04,117.35,117.35,112.02,114.78,821194.0
2023-06-05,113.62,114.0149,110.72,112.7,531677.0
2023-06-06,112.07,118.6,112.0,117.32,813982.0
2023-06-07,117.93,123.5724,117.93,118.23,1225295.0
2023-06-08,118.23,118.23,114.69,116.77,641440.0
2023-06-09,117.26,118.82,116.06,116.77,554434.0
2023-06-10,117.26,118.82,116.06,116.77,554434.0
2023-06-11,117.26,118.82,116.06,116.77,554434.0
2023-06-12,117.21,118.4,115.2,117.66,627387.0
2023-06-13,118.34,124.02,118.1201,123.91,1049742.0
2023-06-14,125.0,125.532,118.01,119.55,995144.0
2023-06-15,118.73,122.7899,118.0,122.03,737015.0
2023-06-16,123.05,123.05,118.81,119.42,1417613.0
2023-06-17,123.05,123.05,118.81,119.42,1417613.0
2023-06-18,123.05,123.05,118.81,119.42,1417613.0
2023-06-19,123.05,123.05,118.81,119.42,1417613.0
2023-06-20,119.66,129.64,119.4,128.87,2146012.0
2023-06-21,128.9,135.22,128.76,131.52,2186710.0
2023-06-22,130.7,130.7,124.22,124.81,1393177.0
2023-06-23,122.82,129.36,122.32,129.07,2646066.0
2023-06-24,122.82,129.36,122.32,129.07,2646066.0
2023-06-25,122.82,129.36,122.32,129.07,2646066.0
2023-06-26,129.0,134.41,129.0,131.01,1357478.0
2023-06-27,136.23,144.41,135.0,142.53,2731319.0
2023-06-28,144.33,149.97,143.2,148.07,2869813.0
2023-06-29,148.53,152.13,144.44,147.4,1943877.0
2023-06-30,148.63,150.49,146.0,149.13,1123203.0
2023-07-01,148.63,150.49,146.0,149.13,1123203.0
2023-07-02,148.63,150.49,146.0,149.13,1123203.0
2023-07-03,149.15,151.94,148.66,150.6,785301.0
2023-07-04,149.15,151.94,148.66,150.6,785301.0
2023-07-05,146.13,149.06,137.8,138.48,2629960.0
2023-07-06,135.19,138.6762,131.35,133.25,2076040.0
2023-07-07,132.99,138.3,132.4,136.08,1255606.0
2023-07-08,132.99,138.3,132.4,136.08,1255606.0
2023-07-09,132.99,138.3,132.4,136.08,1255606.0
2023-07-10,135.44,141.29,134.72,141.11,1005378.0
2023-07-11,144.74,148.24,143.0243,147.49,1819277.0
2023-07-12,149.99,151.17,147.815,148.9,1416907.0
2023-07-13,150.74,151.0,145.47,146.79,1107041.0
2023-07-14,146.15,146.605,142.1001,142.88,932583.0
2023-07-15,146.15,146.605,142.1001,142.88,932583.0
2023-07-16,146.15,146.605,142.1001,142.88,932583.0
2023-07-17,143.73,143.73,141.92,142.88,1014877.0
2023-07-18,142.5,146.8709,142.12,144.03,1001715.0
2023-07-19,145.3,148.56,143.93,146.93,914412.0
2023-07-20,145.3,148.55,141.77,147.28,979194.0
2023-07-21,147.77,147.77,143.3,145.3,732414.0
2023-07-22,147.77,147.77,143.3,145.3,732414.0
2023-07-23,147.77,147.77,143.3,145.3,732414.0
2023-07-24,147.92,150.2178,145.7461,146.6,908055.0
2023-07-25,146.21,148.29,144.025,147.63,925827.0
2023-07-26,146.97,152.11,146.55,151.99,1275555.0
2023-07-27,154.61,156.48,147.98,148.82,1361006.0
2023-07-28,151.25,151.25,146.63,149.9,982035.0
2023-07-29,151.25,151.25,146.63,149.9,982035.0
2023-07-30,151.25,151.25,146.63,149.9,982035.0
2023-07-31,151.54,154.4638,151.4892,153.7,1151082.0
2023-08-01,152.22,156.95,152.0,153.38,1757340.0
2023-08-02,124.55,132.95,114.4,115.95,7587467.0
2023-08-03,116.06,117.32,110.315,110.77,4300816.0
2023-08-04,113.86,115.0,111.845,113.95,2501329.0
2023-08-05,113.86,115.0,111.845,113.95,2501329.0
2023-08-06,113.86,115.0,111.845,113.95,2501329.0
2023-08-07,113.78,114.5949,109.7,110.61,2571659.0
2023-08-08,109.0,109.3199,106.37,108.34,2070189.0
2023-08-09,108.71,109.1,106.64,106.75,1322398.0
2023-08-10,105.22,110.1343,104.7,108.66,1765835.0
2023-08-11,107.4,108.57,106.29,107.56,963872.0
2023-08-12,107.4,108.57,106.29,107.56,963872.0
2023-08-13,107.4,108.57,106.29,107.56,963872.0
2023-08-14,107.05,112.47,104.63,112.24,2179981.0
2023-08-15,110.81,114.82,109.52,112.63,1906049.0
2023-08-16,111.76,112.36,108.76,108.82,1243080.0
2023-08-17,108.55,112.13,108.54,110.47,1499912.0
2023-08-18,109.77,117.62,109.7215,113.35,2371543.0
2023-08-19,109.77,117.62,109.7215,113.35,2371543.0
2023-08-20,109.77,117.62,109.7215,113.35,2371543.0
2023-08-21,114.21,117.4398,114.18,116.18,1760316.0
2023-08-22,117.23,118.06,112.18,113.49,1410792.0
2023-08-23,114.08,116.7,113.4,114.07,1078814.0
2023-08-24,114.22,115.82,112.5575,114.79,997519.0
2023-08-25,115.3,115.96,113.51,114.94,779356.0
2023-08-26,115.3,115.96,113.51,114.94,779356.0
2023-08-27,115.3,115.96,113.51,114.94,779356.0
2023-08-28,117.23,120.29,117.07,119.18,1494784.0
2023-08-29,118.33,121.2,116.79,121.17,1399328.0
2023-08-30,122.32,122.44,115.85,119.22,1918625.0
2023-08-31,120.26,121.5,118.71,118.81,1475358.0
2023-09-01,120.23,121.465,117.66,118.94,1080024.0
2023-09-02,120.23,121.465,117.66,118.94,1080024.0
2023-09-03,120.23,121.465,117.66,118.94,1080024.0
2023-09-04,120.23,121.465,117.66,118.94,1080024.0
2023-09-05,117.93,119.33,117.19,117.81,1156011.0
2023-09-06,118.0,119.77,117.42,118.46,991915.0
2023-09-07,116.01,118.34,113.12,118.12,1479445.0
2023-09-08,116.91,117.63,114.32,115.18,1096194.0
2023-09-09,116.91,117.63,114.32,115.18,1096194.0
2023-09-10,116.91,117.63,114.32,115.18,1096194.0
2023-09-11,115.71,116.59,114.167,115.77,783715.0
2023-09-12,114.7,116.02,114.02,114.16,906160.0
2023-09-13,113.38,114.395,110.33,111.64,1332091.0
2023-09-14,112.81,114.13,109.52,111.92,1431091.0
2023-09-15,111.18,112.03,109.94,111.67,1306673.0
2023-09-16,111.18,112.03,109.94,111.67,1306673.0
2023-09-17,111.18,112.03,109.94,111.67,1306673.0
2023-09-18,110.35,111.725,108.8119,110.0,1047566.0
2023-09-19,109.52,112.0,108.055,109.92,1184198.0
2023-09-20,111.42,112.66,110.0,110.22,656054.0
2023-09-21,108.63,110.72,107.87,108.46,871109.0
2023-09-22,109.03,109.31,106.21,106.75,929718.0
2023-09-23,109.03,109.31,106.21,106.75,929718.0
2023-09-24,109.03,109.31,106.21,106.75,929718.0
2023-09-25,106.0,107.96,105.63,107.41,753782.0
2023-09-26,106.6,107.07,103.184,103.22,1569881.0
2023-09-27,108.68,110.835,106.55,108.89,2029983.0
2023-09-28,109.91,111.2,107.875,108.98,1506893.0
2023-09-29,110.17,111.25,108.85,108.96,968510.0
2023-09-30,110.17,111.25,108.85,108.96,968510.0
2023-10-01,110.17,111.25,108.85,108.96,968510.0
2023-10-02,108.24,109.14,105.3,106.1,970759.0
2023-10-03,105.19,106.1,102.38,103.15,1152393.0
2023-10-04,103.74,103.7699,100.21,101.71,1047107.0
2023-10-05,101.79,102.43,100.56,101.13,984506.0
2023-10-06,100.0,103.47,99.65,102.52,980617.0
2023-10-07,100.0,103.47,99.65,102.52,980617.0
2023-10-08,100.0,103.47,99.65,102.52,980617.0
2023-10-09,101.46,104.41,101.46,103.44,757065.0
2023-10-10,103.83,109.0,103.83,107.41,1024187.0
2023-10-11,107.21,108.565,106.54,107.78,625165.0
2023-10-12,107.75,107.75,101.43,101.43,1072151.0
2023-10-13,101.76,102.965,99.97,101.63,974674.0
2023-10-14,101.76,102.965,99.97,101.63,974674.0
2023-10-15,101.76,102.965,99.97,101.63,974674.0
2023-10-16,102.62,102.91,99.61,100.26,1062919.0
2023-10-17,99.3,102.36,99.09,99.97,723863.0
2023-10-18,98.85,99.27,95.1,95.5,1379985.0
2023-10-19,95.55,96.6199,93.62,93.96,1047110.0
2023-10-20,90.38,92.3225,88.25,88.38,1744473.0
2023-10-21,90.38,92.3225,88.25,88.38,1744473.0
2023-10-22,90.38,92.3225,88.25,88.38,1744473.0
2023-10-23,88.0,90.19,87.3124,88.3,1290256.0
2023-10-24,89.35,90.3554,86.37,86.76,1134053.0
2023-10-25,86.07,86.34,83.63,85.12,1105945.0
2023-10-26,85.28,86.0,82.825,83.23,1129488.0
2023-10-27,83.1,83.7,80.8,82.2,1554930.0
2023-10-28,83.1,83.7,80.8,82.2,1554930.0
2023-10-29,83.1,83.7,80.8,82.2,1554930.0
2023-10-30,81.95,82.82,79.86,82.24,1706808.0
2023-10-31,82.0,84.92,81.62,84.07,1835924.0
2023-11-01,95.99,97.87,93.06,96.13,3786321.0
2023-11-02,98.27,102.49,98.27,99.36,2029813.0
2023-11-03,103.02,108.55,102.99,104.92,2106092.0
2023-11-04,103.02,108.55,102.99,104.92,2106092.0
2023-11-05,103.02,108.55,102.99,104.92,2106092.0
2023-11-06,104.45,104.9,101.882,102.47,1411692.0
2023-11-07,102.06,105.24,100.23,103.79,1205872.0
2023-11-08,103.74,104.56,102.2154,103.78,848775.0
2023-11-09,104.96,105.27,102.43,102.84,1003723.0
2023-11-10,102.9,104.33,101.155,103.55,776644.0
2023-11-11,102.9,104.33,101.155,103.55,776644.0
2023-11-12,102.9,104.33,101.155,103.55,776644.0
2023-11-13,102.36,104.395,102.23,103.54,730220.0
2023-11-14,107.72,111.58,106.72,109.62,1431145.0
2023-11-15,113.01,115.95,110.58,110.78,1880892.0
2023-11-16,110.32,115.025,110.32,113.48,1254189.0
2023-11-17,114.24,114.61,112.6,114.12,1109375.0
2023-11-18,114.24,114.61,112.6,114.12,1109375.0
2023-11-19,114.24,114.61,112.6,114.12,1109375.0
2023-11-20,113.26,115.25,111.5,113.95,1117985.0
2023-11-21,112.73,113.05,110.8073,112.68,974986.0
2023-11-22,113.62,113.62,111.61,112.31,656460.0
2023-11-23,113.62,113.62,111.61,112.31,656460.0
2023-11-24,111.56,113.35,111.23,112.8,437772.0
2023-11-25,111.56,113.35,111.23,112.8,437772.0
2023-11-26,111.56,113.35,111.23,112.8,437772.0
2023-11-27,111.9,113.05,111.305,112.73,763451.0
2023-11-28,112.05,114.51,110.97,113.88,1132719.0
2023-11-29,115.17,116.7275,115.01,115.6,985534.0
2023-11-30,115.84,118.82,114.22,117.07,4661983.0
2023-12-01,116.76,122.405,116.3,122.3,1379075.0
2023-12-02,116.76,122.405,116.3,122.3,1379075.0
2023-12-03,116.76,122.405,116.3,122.3,1379075.0
2023-12-04,121.0,123.6571,120.5,122.87,963886.0
2023-12-05,122.3,123.72,121.8,122.77,897998.0
2023-12-06,123.67,126.4442,122.84,123.07,928693.0
2023-12-07,123.68,124.17,118.74,120.55,1318479.0
2023-12-08,119.97,121.615,118.6276,121.55,1032674.0
2023-12-09,119.97,121.615,118.6276,121.55,1032674.0
2023-12-10,119.97,121.615,118.6276,121.55,1032674.0
2023-12-11,121.25,123.27,121.04,121.7,1159784.0
2023-12-12,121.99,122.5422,119.91,122.13,1018986.0
2023-12-13,121.07,126.415,119.74,125.21,942629.0
2023-12-14,128.0,133.055,127.94,129.06,2175188.0
2023-12-15,129.11,129.47,127.09,128.21,2362231.0
2023-12-16,129.11,129.47,127.09,128.21,2362231.0
2023-12-17,129.11,129.47,127.09,128.21,2362231.0
2023-12-18,128.0,129.51,126.881,128.59,772153.0
2023-12-19,129.51,133.15,129.51,132.04,958752.0
2023-12-20,131.04,132.19,126.921,127.1,725202.0
2023-12-21,129.19,130.65,128.06,129.47,526735.0
2023-12-22,129.23,130.5,127.6,128.81,475291.0
2023-12-23,129.23,130.5,127.6,128.81,475291.0
2023-12-24,129.23,130.5,127.6,128.81,475291.0
2023-12-25,129.23,130.5,127.6,128.81,475291.0
2023-12-26,129.36,130.68,129.2039,129.89,362289.0
2023-12-27,130.17,131.865,129.49,130.29,442228.0
2023-12-28,129.81,131.195,129.0275,130.93,397133.0
2023-12-29,130.17,131.0,128.94,129.24,479268.0
2023-12-30,130.17,131.0,128.94,129.24,479268.0
2023-12-31,130.17,131.0,128.94,129.24,479268.0
2024-01-01,130.17,131.0,128.94,129.24,479268.0
2024-01-02,127.28,129.47,125.71,127.37,756453.0
2024-01-03,125.26,125.26,119.61,119.72,890462.0
2024-01-04,119.41,120.12,116.26,116.33,700962.0
2024-01-05,115.27,118.93,115.2,117.62,527065.0
2024-01-06,115.27,118.93,115.2,117.62,527065.0
2024-01-07,115.27,118.93,115.2,117.62,527065.0
2024-01-08,118.32,121.45,117.31,120.98,569199.0
2024-01-09,119.24,123.68,119.0,123.46,725781.0
2024-01-10,123.6,124.53,120.58,124.34,893983.0
2024-01-11,123.18,123.405,120.48,122.21,573374.0
2024-01-12,123.33,125.1,122.1,123.5,724447.0
2024-01-13,123.33,125.1,122.1,123.5,724447.0
2024-01-14,123.33,125.1,122.1,123.5,724447.0
2024-01-15,123.33,125.1,122.1,123.5,724447.0
2024-01-16,121.18,121.32,116.0,116.18,1160592.0
2024-01-17,114.25,115.215,112.67,114.49,1051288.0
2024-01-18,115.52,116.115,113.6,115.89,502799.0
2024-01-19,116.35,117.48,114.217,116.82,711062.0
2024-01-20,116.35,117.48,114.217,116.82,711062.0
2024-01-21,116.35,117.48,114.217,116.82,711062.0
2024-01-22,118.54,120.69,116.66,117.46,927902.0
2024-01-23,119.23,121.27,115.63,117.34,808891.0
2024-01-24,118.53,118.682,113.15,113.17,905911.0
2024-01-25,114.78,115.25,112.765,114.64,697430.0
2024-01-26,114.91,116.1825,114.53,114.69,531920.0
2024-01-27,114.91,116.1825,114.53,114.69,531920.0
2024-01-28,114.91,116.1825,114.53,114.69,531920.0
2024-01-29,114.56,116.47,114.27,116.09,859152.0
2024-01-30,115.37,117.5,114.7001,115.84,582772.0
2024-01-31,115.35,118.25,113.545,113.67,744503.0
2024-02-01,115.22,117.095,113.655,115.33,742744.0
2024-02-02,113.63,116.6,112.18,116.14,506376.0
2024-02-03,113.63,116.6,112.18,116.14,506376.0
2024-02-04,113.63,116.6,112.18,116.14,506376.0
2024-02-05,114.17,115.355,112.25,113.99,651881.0
2024-02-06,113.88,117.56,113.21,117.35,752050.0
2024-02-07,119.98,127.97,119.2201,125.8,1638159.0
2024-02-08,125.21,127.74,124.26,127.14,773459.0
2024-02-09,127.53,128.39,125.16,126.91,1101485.0
2024-02-10,127.53,128.39,125.16,126.91,1101485.0
2024-02-11,127.53,128.39,125.16,126.91,1101485.0
2024-02-12,126.34,132.5,126.18,130.47,1694186.0
2024-02-13,124.21,127.12,122.4443,123.79,1729085.0
2024-02-14,113.17,126.8,112.34,123.44,5071376.0
2024-02-15,118.84,122.87,116.635,120.68,2242465.0
2024-02-16,119.0,119.675,116.41,117.28,1270132.0
2024-02-17,119.0,119.675,116.41,117.28,1270132.0
2024-02-18,119.0,119.675,116.41,117.28,1270132.0
2024-02-19,119.0,119.675,116.41,117.28,1270132.0
2024-02-20,115.97,116.75,113.64,114.39,1339070.0
2024-02-21,113.49,114.54,111.38,113.62,1384520.0
2024-02-22,114.5,115.59,111.53,111.75,1357790.0
2024-02-23,112.49,114.02,110.18,112.79,1111241.0
2024-02-24,112.49,114.02,110.18,112.79,1111241.0
2024-02-25,112.49,114.02,110.18,112.79,1111241.0
2024-02-26,112.54,112.54,108.89,110.45,1144241.0
2024-02-27,111.94,112.75,110.005,111.35,860308.0
2024-02-28,110.77,112.78,110.22,111.06,778952.0
2024-02-29,112.35,114.89,111.945,112.51,1192918.0
2024-03-01,112.0,114.865,110.04,114.18,840085.0
2024-03-02,112.0,114.865,110.04,114.18,840085.0
2024-03-03,112.0,114.865,110.04,114.18,840085.0
2024-03-04,114.63,114.69,112.48,113.22,708498.0
2024-03-05,112.51,113.05,109.9,110.09,976333.0
2024-03-06,111.84,112.54,110.21,110.9,537817.0
2024-03-07,111.64,114.09,111.595,113.71,641779.0
2024-03-08,114.95,117.56,114.71,117.1,892009.0
2024-03-09,114.95,117.56,114.71,117.1,892009.0
2024-03-10,114.95,117.56,114.71,117.1,892009.0
2024-03-11,116.84,118.77,116.35,116.55,596467.0
2024-03-12,117.11,117.6742,113.89,115.3,641499.0
2024-03-13,115.04,116.94,114.02,114.62,533088.0
2024-03-14,115.0,115.58,111.63,112.74,609419.0
2024-03-15,112.06,113.895,110.35,111.88,1220309.0
2024-03-16,112.06,113.895,110.35,111.88,1220309.0
2024-03-17,112.06,113.895,110.35,111.88,1220309.0
2024-03-18,113.04,113.86,111.81,111.91,604241.0
2024-03-19,110.9,113.37,110.86,113.29,572851.0
2024-03-20,113.15,118.95,112.81,118.32,1071871.0
2024-03-21,119.25,123.6,118.95,119.93,943874.0
2024-03-22,119.85,119.85,115.86,115.91,930364.0
2024-03-23,119.85,119.85,115.86,115.91,930364.0
2024-03-24,119.85,119.85,115.86,115.91,930364.0
2024-03-25,115.76,119.83,115.76,118.01,1427167.0
2024-03-26,117.52,119.3692,117.1628,118.84,834996.0
2024-03-27,119.99,124.87,119.1109,124.59,1035642.0
2024-03-28,124.8,127.56,124.76,126.14,1256126.0
2024-03-29,124.8,127.56,124.76,126.14,1256126.0
2024-03-30,124.8,127.56,124.76,126.14,1256126.0
2024-03-31,124.8,127.56,124.76,126.14,1256126.0
2024-04-01,126.94,128.81,125.0,127.41,1054142.0
2024-04-02,129.27,129.65,125.3784,128.15,1741059.0
2024-04-03,126.53,129.26,125.3004,128.26,850418.0
2024-04-04,129.46,138.85,128.755,131.34,2860680.0
2024-04-05,132.55,134.93,130.8687,134.41,1098473.0
2024-04-06,132.55,134.93,130.8687,134.41,1098473.0
2024-04-07,132.55,134.93,130.8687,134.41,1098473.0
2024-04-08,135.5,137.43,134.88,135.51,898358.0
2024-04-09,136.3,140.34,136.24,140.22,1202998.0
2024-04-10,135.19,138.52,134.05,136.87,1038758.0
2024-04-11,138.08,138.08,133.085,136.08,811288.0
2024-04-12,135.16,136.765,131.46,131.76,990436.0
2024-04-13,135.16,136.765,131.46,131.76,990436.0
2024-04-14,135.16,136.765,131.46,131.76,990436.0
2024-04-15,133.14,133.305,127.27,128.51,893423.0
2024-04-16,127.14,130.07,126.46,129.1,929551.0
2024-04-17,129.89,130.77,127.75,130.25,1042045.0
2024-04-18,130.96,135.26,128.4601,133.47,1652884.0
2024-04-19,132.98,137.12,132.06,135.15,1839848.0
2024-04-20,132.98,137.12,132.06,135.15,1839848.0
2024-04-21,132.98,137.12,132.06,135.15,1839848.0
2024-04-22,133.61,135.24,131.36,134.12,1136085.0
2024-04-23,134.17,138.04,133.84,136.1,1450442.0
2024-04-24,136.41,139.7,135.3052,137.18,770392.0
2024-04-25,135.29,139.38,133.89,138.85,1481610.0
2024-04-26,140.0,143.3,139.281,140.12,1178988.0
2024-04-27,140.0,143.3,139.281,140.12,1178988.0
2024-04-28,140.0,143.3,139.281,140.12,1178988.0
2024-04-29,140.65,141.99,137.08,137.3,2112921.0
2024-04-30,136.27,139.85,135.07,135.96,1714902.0
2024-05-01,139.95,140.85,125.57,127.63,3335716.0
