,ANF US Equity,ANF US Equity,ANF US Equity,ANF US Equity,ANF US Equity
2019-04-11,24.199,24.5952,24.0282,24.2844,2158629.0
2019-04-12,24.3034,25.3045,24.3034,25.11,2842681.0
2019-04-13,24.3034,25.3045,24.3034,25.11,2842681.0
2019-04-14,24.3034,25.3045,24.3034,25.11,2842681.0
2019-04-15,25.1385,25.6889,25.11,25.5276,2575868.0
2019-04-16,25.6225,25.9166,25.5181,25.7363,1907682.0
2019-04-17,25.8502,26.7897,25.7838,26.6284,2242272.0
2019-04-18,26.5714,26.8182,26.3152,26.7043,1460408.0
2019-04-19,26.5714,26.8182,26.3152,26.7043,1460408.0
2019-04-20,26.5714,26.8182,26.3152,26.7043,1460408.0
2019-04-21,26.5714,26.8182,26.3152,26.7043,1460408.0
2019-04-22,26.6948,26.8087,25.8407,26.078,2224599.0
2019-04-23,26.1064,26.4481,25.4232,26.4386,1923244.0
2019-04-24,26.5145,27.0269,26.3342,26.9415,1324587.0
2019-04-25,26.9415,27.1124,26.5999,26.8182,1223897.0
2019-04-26,26.7043,27.5394,26.5525,27.4919,1817774.0
2019-04-27,26.7043,27.5394,26.5525,27.4919,1817774.0
2019-04-28,26.7043,27.5394,26.5525,27.4919,1817774.0
2019-04-29,27.6438,28.2891,27.473,28.1562,1850830.0
2019-04-30,28.1562,28.83,27.9664,28.365,2521624.0
2019-05-01,28.2511,28.9059,28.1278,28.4504,1807767.0
2019-05-02,28.3555,28.7351,28.0518,28.2986,1290003.0
2019-05-03,28.5263,29.0673,28.403,28.9249,1891742.0
2019-05-04,28.5263,29.0673,28.403,28.9249,1891742.0
2019-05-05,28.5263,29.0673,28.403,28.9249,1891742.0
2019-05-06,28.4504,28.7636,28.0898,28.4314,1508512.0
2019-05-07,28.2511,28.486,27.2167,27.5584,2096667.0
2019-05-08,27.5109,28.1562,27.2357,27.7197,1150235.0
2019-05-09,26.3816,27.2642,26.3057,27.008,1860592.0
2019-05-10,26.9036,26.951,25.5038,26.1729,2438746.0
2019-05-11,26.9036,26.951,25.5038,26.1729,2438746.0
2019-05-12,26.9036,26.951,25.5038,26.1729,2438746.0
2019-05-13,25.6319,25.7553,24.4647,24.7589,2295677.0
2019-05-14,24.8823,25.0863,24.0851,24.6735,1903280.0
2019-05-15,24.3224,24.7114,23.7387,24.5976,1474608.0
2019-05-16,24.645,25.2524,24.645,24.7209,1501407.0
2019-05-17,24.4267,25.4137,24.2369,24.7399,2031303.0
2019-05-18,24.4267,25.4137,24.2369,24.7399,2031303.0
2019-05-19,24.4267,25.4137,24.2369,24.7399,2031303.0
2019-05-20,24.5596,24.9012,24.3318,24.8063,2920232.0
2019-05-21,24.7779,24.9866,24.161,24.5596,2414789.0
2019-05-22,24.218,24.4647,22.8799,23.0792,2581119.0
2019-05-23,23.0602,23.4967,22.7945,23.0887,2418309.0
2019-05-24,23.1172,23.5157,23.0033,23.3544,2233538.0
2019-05-25,23.1172,23.5157,23.0033,23.3544,2233538.0
2019-05-26,23.1172,23.5157,23.0033,23.3544,2233538.0
2019-05-27,23.1172,23.5157,23.0033,23.3544,2233538.0
2019-05-28,23.5537,24.4267,23.4588,23.734,6096867.0
2019-05-29,18.6569,19.1694,17.3379,17.4517,18134313.0
2019-05-30,17.0437,17.0816,16.0567,16.6071,9935397.0
2019-05-31,16.2276,16.5312,16.0947,16.4174,5251327.0
2019-06-01,16.2276,16.5312,16.0947,16.4174,5251327.0
2019-06-02,16.2276,16.5312,16.0947,16.4174,5251327.0
2019-06-03,16.4174,16.74,15.9049,16.1421,4679146.0
2019-06-04,16.275,16.4838,16.0283,16.2655,4198541.0
2019-06-05,16.4648,16.5882,15.4399,15.5633,4213168.0
2019-06-06,15.5633,15.6401,14.7179,15.1406,3943243.0
2019-06-07,15.2366,15.2366,14.9196,15.0157,3102736.0
2019-06-08,15.2366,15.2366,14.9196,15.0157,3102736.0
2019-06-09,15.2366,15.2366,14.9196,15.0157,3102736.0
2019-06-10,14.9965,15.4672,14.6218,14.8139,3039075.0
2019-06-11,14.8812,15.3231,14.8187,14.9004,3042382.0
2019-06-12,14.91,15.1598,14.4763,14.6314,2279007.0
2019-06-13,14.7659,15.0013,14.0838,14.7467,5494988.0
2019-06-14,15.1117,15.3423,14.7082,14.8812,4210935.0
2019-06-15,15.1117,15.3423,14.7082,14.8812,4210935.0
2019-06-16,15.1117,15.3423,14.7082,14.8812,4210935.0
2019-06-17,14.9004,15.8227,14.8716,15.4096,3966191.0
2019-06-18,15.5056,15.9475,15.0925,15.131,3358215.0
2019-06-19,15.1694,15.4768,14.8524,15.3903,3348167.0
2019-06-20,15.4672,15.8371,15.4,15.6497,3229393.0
2019-06-21,15.5921,15.7698,15.3279,15.5633,2786457.0
2019-06-22,15.5921,15.7698,15.3279,15.5633,2786457.0
2019-06-23,15.5921,15.7698,15.3279,15.5633,2786457.0
2019-06-24,15.5633,15.7842,15.3711,15.4864,2828824.0
2019-06-25,15.5537,15.5825,14.6506,14.7563,3591536.0
2019-06-26,14.862,15.3471,14.7851,15.1982,3024393.0
2019-06-27,15.3231,15.3231,14.9965,15.227,1715295.0
2019-06-28,15.3135,15.6593,15.227,15.4096,3292135.0
2019-06-29,15.3135,15.6593,15.227,15.4096,3292135.0
2019-06-30,15.3135,15.6593,15.227,15.4096,3292135.0
2019-07-01,15.7074,15.8803,15.1886,15.4384,2521583.0
2019-07-02,15.4576,15.4672,15.0829,15.1502,2673934.0
2019-07-03,15.1694,15.7554,15.0685,15.7266,1456923.0
2019-07-04,15.1694,15.7554,15.0685,15.7266,1456923.0
2019-07-05,15.6689,16.4951,15.6209,16.4759,3366959.0
2019-07-06,15.6689,16.4951,15.6209,16.4759,3366959.0
2019-07-07,15.6689,16.4951,15.6209,16.4759,3366959.0
2019-07-08,16.6392,17.2238,16.3991,16.7161,3700155.0
2019-07-09,16.5336,16.8122,16.2261,16.3414,3717288.0
2019-07-10,16.351,16.5048,16.2261,16.4087,2604169.0
2019-07-11,17.0139,17.1965,16.3414,16.6777,3219315.0
2019-07-12,16.6969,17.5327,16.6969,17.3886,2523441.0
2019-07-13,16.6969,17.5327,16.6969,17.3886,2523441.0
2019-07-14,16.6969,17.5327,16.6969,17.3886,2523441.0
2019-07-15,17.4462,17.696,17.2733,17.4751,2414592.0
2019-07-16,17.4943,17.9506,17.4462,17.7056,1964582.0
2019-07-17,17.7344,17.8737,17.3021,17.7921,1804870.0
2019-07-18,17.7921,18.1091,17.5615,17.8785,2141651.0
2019-07-19,17.8882,18.2148,17.7825,17.8689,1838832.0
2019-07-20,17.8882,18.2148,17.7825,17.8689,1838832.0
2019-07-21,17.8882,18.2148,17.7825,17.8689,1838832.0
2019-07-22,17.965,18.1956,17.1484,17.379,2456282.0
2019-07-23,17.4654,17.5999,17.158,17.4558,1684397.0
2019-07-24,17.3694,17.7344,17.1403,17.5039,2070434.0
2019-07-25,17.4462,17.6288,16.889,17.2061,2391293.0
2019-07-26,17.2445,17.5231,17.0429,17.4174,1407351.0
2019-07-27,17.2445,17.5231,17.0429,17.4174,1407351.0
2019-07-28,17.2445,17.5231,17.0429,17.4174,1407351.0
2019-07-29,17.4847,18.1571,17.3502,18.1187,1789239.0
2019-07-30,18.0323,18.0859,17.7296,18.0419,1676706.0
2019-07-31,17.9938,18.4261,17.8209,18.186,1944128.0
2019-08-01,18.2052,18.3781,15.8995,16.1493,4507000.0
2019-08-02,16.2454,17.2829,15.9283,16.841,3052636.0
2019-08-03,16.2454,17.2829,15.9283,16.841,3052636.0
2019-08-04,16.2454,17.2829,15.9283,16.841,3052636.0
2019-08-05,16.3126,16.524,15.4,16.1493,4119020.0
2019-08-06,16.082,16.3703,15.6882,16.3606,2892422.0
2019-08-07,16.082,16.5144,15.9283,16.3126,1778405.0
2019-08-08,16.3222,16.8506,16.2838,16.8314,2703897.0
2019-08-09,16.7353,16.7834,15.8082,15.9187,2088879.0
2019-08-10,16.7353,16.7834,15.8082,15.9187,2088879.0
2019-08-11,16.7353,16.7834,15.8082,15.9187,2088879.0
2019-08-12,15.7938,15.8419,15.3567,15.6113,1953334.0
2019-08-13,15.5921,17.1772,15.3519,16.0724,4186981.0
2019-08-14,15.4768,15.4768,14.8716,14.9965,3056842.0
2019-08-15,15.0541,15.1406,14.4104,14.5738,2270814.0
2019-08-16,14.6986,15.1982,14.6794,15.0157,2805156.0
2019-08-17,14.6986,15.1982,14.6794,15.0157,2805156.0
2019-08-18,14.6986,15.1982,14.6794,15.0157,2805156.0
2019-08-19,15.2751,15.5056,14.9484,15.1694,2194663.0
2019-08-20,14.9869,15.1454,14.6122,15.0445,3111942.0
2019-08-21,15.3231,16.0244,15.227,15.9379,3158158.0
2019-08-22,15.9572,16.3703,15.8851,16.3318,3122840.0
2019-08-23,16.0532,16.2646,15.5441,15.7842,2937527.0
2019-08-24,16.0532,16.2646,15.5441,15.7842,2937527.0
2019-08-25,16.0532,16.2646,15.5441,15.7842,2937527.0
2019-08-26,15.8707,16.2165,15.7746,16.2069,1811663.0
2019-08-27,16.3222,16.3414,15.8082,15.9187,1922092.0
2019-08-28,15.8995,16.5336,15.8034,16.351,2632559.0
2019-08-29,14.1366,14.8716,13.6251,13.8821,14182500.0
2019-08-30,14.1318,14.8812,13.9781,14.0454,5848649.0
2019-08-31,14.1318,14.8812,13.9781,14.0454,5848649.0
2019-09-01,14.1318,14.8812,13.9781,14.0454,5848649.0
2019-09-02,14.1318,14.8812,13.9781,14.0454,5848649.0
2019-09-03,13.8148,13.8244,13.0462,13.296,7061043.0
2019-09-04,13.3152,14.2375,13.1423,14.1318,4205507.0
2019-09-05,14.3656,15.1545,14.3461,15.0181,3930040.0
2019-09-06,15.0765,15.1837,14.2,14.2682,2915089.0
2019-09-07,15.0765,15.1837,14.2,14.2682,2915089.0
2019-09-08,15.0765,15.1837,14.2,14.2682,2915089.0
2019-09-09,14.4143,15.807,14.3753,15.7486,4125327.0
2019-09-10,15.6025,16.1674,15.5343,16.1576,2559397.0
2019-09-11,16.1674,16.8491,15.6804,16.7128,3176346.0
2019-09-12,16.4206,16.8686,16.0797,16.6056,2329327.0
2019-09-13,16.479,17.3215,16.4595,17.2484,2826315.0
2019-09-14,16.479,17.3215,16.4595,17.2484,2826315.0
2019-09-15,16.479,17.3215,16.4595,17.2484,2826315.0
2019-09-16,16.9368,16.9855,15.6609,15.7583,4220068.0
2019-09-17,15.7291,15.9823,15.2811,15.8167,1903041.0
2019-09-18,15.7486,15.7641,15.3785,15.7193,2198392.0
2019-09-19,15.7778,15.8089,15.3979,15.5733,1791929.0
2019-09-20,15.622,15.7973,15.3006,15.3103,2705259.0
2019-09-21,15.622,15.7973,15.3006,15.3103,2705259.0
2019-09-22,15.622,15.7973,15.3006,15.3103,2705259.0
2019-09-23,15.2421,15.6025,15.0765,15.4856,1722212.0
2019-09-24,15.6707,15.7583,14.9597,14.9792,2344865.0
2019-09-25,15.096,15.5051,14.9889,15.3006,1765596.0
2019-09-26,15.2032,15.3493,14.7746,14.9792,1448603.0
2019-09-27,14.9792,15.3979,14.8331,15.0863,2123876.0
2019-09-28,14.9792,15.3979,14.8331,15.0863,2123876.0
2019-09-29,14.9792,15.3979,14.8331,15.0863,2123876.0
2019-09-30,15.1155,15.3103,14.8623,15.1934,2710092.0
2019-10-01,15.3103,15.5051,14.7162,14.7357,2054765.0
2019-10-02,14.5701,14.6091,14.1221,14.1318,2063872.0
2019-10-03,14.0442,14.3753,13.6449,14.3364,2432777.0
2019-10-04,14.3753,14.4116,13.9419,13.9955,1612842.0
2019-10-05,14.3753,14.4116,13.9419,13.9955,1612842.0
2019-10-06,14.3753,14.4116,13.9419,13.9955,1612842.0
2019-10-07,14.015,14.1416,13.8104,13.937,2052783.0
2019-10-08,13.7325,13.8591,13.5182,13.7033,2610047.0
2019-10-09,13.7617,14.3753,13.6124,14.1708,3518839.0
2019-10-10,14.1805,14.6285,14.161,14.2292,2055006.0
2019-10-11,14.5701,15.1511,14.5701,14.8233,3042515.0
2019-10-12,14.5701,15.1511,14.5701,14.8233,3042515.0
2019-10-13,14.5701,15.1511,14.5701,14.8233,3042515.0
2019-10-14,14.7259,14.8672,14.3169,14.7649,2090620.0
2019-10-15,14.8233,15.2519,14.6285,14.9207,1868455.0
2019-10-16,14.9012,15.4564,14.8915,15.3493,2186728.0
2019-10-17,15.4466,15.7193,15.3687,15.7096,1507421.0
2019-10-18,15.1252,15.6025,15.0863,15.5051,2290443.0
2019-10-19,15.1252,15.6025,15.0863,15.5051,2290443.0
2019-10-20,15.1252,15.6025,15.0863,15.5051,2290443.0
2019-10-21,15.7291,16.1576,15.7047,15.7291,1995580.0
2019-10-22,15.7486,16.0018,15.4466,15.9141,1553787.0
2019-10-23,16.0407,16.0407,15.6999,15.8265,1187035.0
2019-10-24,15.8362,15.9093,15.3092,15.8557,1171434.0
2019-10-25,15.6317,16.4206,15.622,16.4108,1803146.0
2019-10-26,15.6317,16.4206,15.622,16.4108,1803146.0
2019-10-27,15.6317,16.4206,15.622,16.4108,1803146.0
2019-10-28,16.479,16.9076,16.1868,16.8881,3830470.0
2019-10-29,16.8881,17.0944,16.6689,16.9855,1628243.0
2019-10-30,16.9855,17.1023,16.1771,16.3232,1558566.0
2019-10-31,16.2648,16.2648,15.622,15.768,1984680.0
2019-11-01,15.9336,16.7274,15.8265,16.5764,1663372.0
2019-11-02,15.9336,16.7274,15.8265,16.5764,1663372.0
2019-11-03,15.9336,16.7274,15.8265,16.5764,1663372.0
2019-11-04,16.7322,17.0926,16.518,17.0536,2027491.0
2019-11-05,17.2192,17.6088,17.1413,17.5406,2156561.0
2019-11-06,17.5114,17.5893,17.2095,17.3653,1833159.0
2019-11-07,17.6672,17.8133,17.5026,17.6477,1651747.0
2019-11-08,17.4822,17.5796,16.8491,17.2192,1351170.0
2019-11-09,17.4822,17.5796,16.8491,17.2192,1351170.0
2019-11-10,17.4822,17.5796,16.8491,17.2192,1351170.0
2019-11-11,17.0439,17.4237,16.8491,17.414,1276116.0
2019-11-12,17.414,17.6575,17.1505,17.2971,1873947.0
2019-11-13,17.1705,17.5211,16.8783,17.5211,1923253.0
2019-11-14,17.3945,17.8036,17.3458,17.4822,1354660.0
2019-11-15,17.6185,18.0178,17.4189,17.9691,1639375.0
2019-11-16,17.6185,18.0178,17.4189,17.9691,1639375.0
2019-11-17,17.6185,18.0178,17.4189,17.9691,1639375.0
2019-11-18,17.9107,17.9107,16.4693,16.6348,3390442.0
2019-11-19,16.2648,16.6738,15.9823,16.3621,3021402.0
2019-11-20,16.031,16.07,15.2421,15.5148,3285306.0
2019-11-21,15.5733,15.7583,15.2421,15.3493,2474536.0
2019-11-22,15.3979,15.7291,15.2811,15.5148,3260979.0
2019-11-23,15.3979,15.7291,15.2811,15.5148,3260979.0
2019-11-24,15.3979,15.7291,15.2811,15.5148,3260979.0
2019-11-25,15.7193,15.9239,15.432,15.9044,3516594.0
2019-11-26,15.359,16.0992,14.6285,15.4953,8540923.0
2019-11-27,15.6609,16.3524,15.583,16.3037,3445302.0
2019-11-28,15.6609,16.3524,15.583,16.3037,3445302.0
2019-11-29,16.0797,16.1576,15.3687,15.5538,2975134.0
2019-11-30,16.0797,16.1576,15.3687,15.5538,2975134.0
2019-12-01,16.0797,16.1576,15.3687,15.5538,2975134.0
2019-12-02,15.5927,16.1479,15.3882,16.0018,3558470.0
2019-12-03,15.7486,16.2063,15.5538,16.031,2048252.0
2019-12-04,16.1187,16.5764,16.0797,16.5472,2348314.0
2019-12-05,16.7345,16.8133,16.3698,16.4388,1868419.0
2019-12-06,16.6852,16.902,16.5768,16.6556,1950053.0
2019-12-07,16.6852,16.902,16.5768,16.6556,1950053.0
2019-12-08,16.6852,16.902,16.5768,16.6556,1950053.0
2019-12-09,16.626,17.2666,16.3797,17.1188,1884314.0
2019-12-10,17.04,17.5722,17.04,17.5327,1951509.0
2019-12-11,16.8626,16.902,16.2023,16.4092,3997858.0
2019-12-12,16.4388,17.3455,16.296,17.0892,3652806.0
2019-12-13,17.1977,17.1977,16.4191,16.5176,2725556.0
2019-12-14,17.1977,17.1977,16.4191,16.5176,2725556.0
2019-12-15,17.1977,17.1977,16.4191,16.5176,2725556.0
2019-12-16,16.6556,16.8823,16.5472,16.5669,1829412.0
2019-12-17,16.5866,16.7098,16.2712,16.5965,1843905.0
2019-12-18,16.7542,17.0695,16.7049,16.9513,1642000.0
2019-12-19,16.9611,17.0892,16.7837,16.8429,1474261.0
2019-12-20,16.8527,16.8675,16.3205,16.3402,2785171.0
2019-12-21,16.8527,16.8675,16.3205,16.3402,2785171.0
2019-12-22,16.8527,16.8675,16.3205,16.3402,2785171.0
2019-12-23,16.4585,16.5373,16.1431,16.4289,1329102.0
2019-12-24,16.5571,16.764,16.4782,16.7049,675563.0
2019-12-25,16.5571,16.764,16.4782,16.7049,675563.0
2019-12-26,16.7837,17.1977,16.7542,17.1484,1241884.0
2019-12-27,17.1977,17.3553,16.8626,17.0005,1119283.0
2019-12-28,17.1977,17.3553,16.8626,17.0005,1119283.0
2019-12-29,17.1977,17.3553,16.8626,17.0005,1119283.0
2019-12-30,17.0597,17.1779,16.764,16.8232,1189895.0
2019-12-31,16.764,17.1188,16.5373,17.04,1619060.0
2020-01-01,16.764,17.1188,16.5373,17.04,1619060.0
2020-01-02,17.1484,17.2469,16.8429,17.2272,1351876.0
2020-01-03,16.9907,17.3258,16.8724,17.1287,1185466.0
2020-01-04,16.9907,17.3258,16.8724,17.1287,1185466.0
2020-01-05,16.9907,17.3258,16.8724,17.1287,1185466.0
2020-01-06,17.0203,17.2469,16.8527,17.0104,1579727.0
2020-01-07,17.1484,17.9762,17.0498,17.4933,2683093.0
2020-01-08,17.6904,18.0354,17.2469,17.789,2529145.0
2020-01-09,17.8087,17.8087,16.7394,17.0991,3163874.0
2020-01-10,17.0104,17.5327,16.9513,17.0301,1894718.0
2020-01-11,17.0104,17.5327,16.9513,17.0301,1894718.0
2020-01-12,17.0104,17.5327,16.9513,17.0301,1894718.0
2020-01-13,17.5426,18.2128,17.4243,17.7298,3806235.0
2020-01-14,17.9959,18.0945,17.6411,18.0551,1552580.0
2020-01-15,18.0551,18.3951,18.0354,18.193,1772529.0
2020-01-16,18.3212,18.5577,17.8284,18.0255,1480763.0
2020-01-17,18.1142,18.1142,17.4539,17.5327,1742345.0
2020-01-18,18.1142,18.1142,17.4539,17.5327,1742345.0
2020-01-19,18.1142,18.1142,17.4539,17.5327,1742345.0
2020-01-20,18.1142,18.1142,17.4539,17.5327,1742345.0
2020-01-21,17.5032,17.5623,16.8823,16.9611,1766278.0
2020-01-22,17.0498,17.3307,16.9118,17.2075,1579300.0
2020-01-23,17.1582,17.1582,16.7345,16.9907,1369615.0
2020-01-24,17.0498,17.0548,16.2417,16.5373,1640186.0
2020-01-25,17.0498,17.0548,16.2417,16.5373,1640186.0
2020-01-26,17.0498,17.0548,16.2417,16.5373,1640186.0
2020-01-27,16.2023,16.8133,16.153,16.3599,2389434.0
2020-01-28,16.4486,16.9687,16.4092,16.8429,1264424.0
2020-01-29,16.9316,17.1385,16.6753,16.6852,1122402.0
2020-01-30,16.3402,16.6192,16.222,16.4092,1504979.0
2020-01-31,16.3895,16.902,15.9165,16.1234,3047485.0
2020-02-01,16.3895,16.902,15.9165,16.1234,3047485.0
2020-02-02,16.3895,16.902,15.9165,16.1234,3047485.0
2020-02-03,16.4191,16.5571,16.0741,16.1333,2678860.0
2020-02-04,16.4092,16.4881,15.8573,15.8869,3188308.0
2020-02-05,16.1333,16.7345,16.0446,16.6753,2771977.0
2020-02-06,16.8429,16.9907,16.5373,16.7443,1234012.0
2020-02-07,16.695,16.7443,16.1333,16.3698,1254625.0
2020-02-08,16.695,16.7443,16.1333,16.3698,1254625.0
2020-02-09,16.695,16.7443,16.1333,16.3698,1254625.0
2020-02-10,16.4092,16.7098,16.2421,16.6063,1047233.0
2020-02-11,16.6753,17.0104,16.3304,16.8921,1064776.0
2020-02-12,17.0104,17.1878,16.7443,17.0498,1241661.0
2020-02-13,16.9118,17.0449,16.5965,16.9118,891578.0
2020-02-14,16.8527,17.1435,16.7837,17.0892,1134202.0
2020-02-15,16.8527,17.1435,16.7837,17.0892,1134202.0
2020-02-16,16.8527,17.1435,16.7837,17.0892,1134202.0
2020-02-17,16.8527,17.1435,16.7837,17.0892,1134202.0
2020-02-18,17.0005,17.1188,16.3107,16.6359,1689719.0
2020-02-19,16.4782,16.6753,16.2811,16.6063,1277252.0
2020-02-20,16.6556,17.3061,16.5275,16.8034,1815356.0
2020-02-21,16.8034,16.8034,16.0741,16.1628,1882394.0
2020-02-22,16.8034,16.8034,16.0741,16.1628,1882394.0
2020-02-23,16.8034,16.8034,16.0741,16.1628,1882394.0
2020-02-24,15.6208,15.6405,15.0985,15.1576,2554819.0
2020-02-25,15.2956,15.4236,13.9354,14.2805,3114266.0
2020-02-26,14.4874,14.581,13.423,13.5019,3268615.0
2020-02-27,13.0682,13.63,12.605,12.9894,5398096.0
2020-02-28,12.5361,13.1077,12.4868,12.9401,3718285.0
2020-02-29,12.5361,13.1077,12.4868,12.9401,3718285.0
